,Concept_ID,ko,vep
399,Eimer::N,동이,vädr
400,Deckel::N,뚜껑,katuz
401,Geschirr::N,식시,astii
402,Sack::N,조갑,havad
403,Tasse::N,차잔,čašk
404,Topf::N,단지,pada
405,Kessel::N,주전자,katil
406,Essen::N,먹기,sönd
407,Nahrung::N,식료,söm
408,Speise::N,음식물,sömine
409,Fleisch::N,고기,liha
410,Getreide::N,곡물,vill'
411,Brei::N,젤리,pudr
412,Brot::N,빵,leib
413,Scheibe::N,원반,bibaleh
414,Scheibe::N,원반,šlik
415,Fett::N,기름,razv
416,Butter::N,버터,voi
417,Öl::N,올리브유,voi
418,Salz::N,소금,sol
419,Suppe::N,국,lem'
420,Suppe::N,국,keitoz
421,Suppe::N,수프,lem'
422,Suppe::N,수프,keitoz
423,Honig::N,감미,mezi
424,Milch::N,유즙,maid
425,Tee::N,차,čai
426,Leder::N,가죽,nahk
427,Wolle::N,양털,vill
428,Stoff::N,패료,kangaz
429,Nadel::N,바늘,negl
430,Faden::N,콘실,nit'
431,Knopf::N,단추,nübl'
432,Knoten::N,곁절,sol'm
433,Farbe::N,색,muju
434,Kleidung::N,옷입기,sobad
435,Hemd::N,속옷,paid
436,Kragen::N,깃,kagluz
437,Ärmel::N,소매,hijam
438,Hose::N,바지,štanad
439,Gürtel::N,밴드,vö
440,Mütze::N,모자,šapuk
441,Schuh::N,구두,keng'
442,Stiefel::N,장화,sapug
443,Ring::N,고리,rengaz
444,Band::N,리본,lentaine
445,Kamm::N,빗,suga
446,Spiegel::N,거울,zerkol
447,Riemen::N,가죽끈,vö
448,Schnur::N,밧줄,nor
449,Leine::N,고삐줄,talutimnor
450,Decke::N,이부자리,sijakatuz
451,Kissen::N,깔개,pöluz
452,Tuch::N,천,paik
453,Handtuch::N,수건,käzipaik
454,Kraft::N,세력,vägi
455,Stärke::N,힘,vahvuz'
456,Gesundheit::N,위생,tervhuz
457,Krankheit::N,병,läžund
458,Schmerz::N,아픔고통,kibu
459,Wunde::N,상처,čapatez
460,Fieber::N,열별,säru
461,Arznei::N,약,zel'l'
462,Brücke::N,교량,sild
463,Brunnen::N,원천,kaiv
464,Weide::N,목장,omaluine
465,Pfad::N,좁은길,tehut
466,Weg::N,길,te
467,Straße::N,길,te
468,Dorf::N,촌,külä
469,Dorf::N,촌락,külä
470,Stadt::N,도시,lidn
471,Brief::N,서한,kirjeine
472,Buch::N,책,kirj
473,Buchstabe::N,문자,kirjam
474,Zeitung::N,신문,lehtez
475,Leben::N,삶,elo
476,Tod::N,죽음,surm
477,Grab::N,무덤,kaum
478,Kirche::N,교회,jumalanpert'
479,Sünde::N,부정,grähk
480,Gott::N,하느님,jumal
481,Arbeiter::N,일하는사람,radnik
482,Chef::N,사장,pämez'
483,Meister::N,명인,mastar
484,Meister::N,대가,mastar
485,Arzt::N,의사,lekar'
486,Lehrer::N,교사,opendai
487,Geld::N,돈,rahad
488,Geschäft::N,일,biznes
489,Laden::N,가게,lauk
490,Preis::N,가격,arv
491,Ware::N,상품,tavar
492,Nutzen::N,이익,liža
493,Reichtum::N,많음,kodielo
494,Reichtum::N,많음,kal'huz'
495,Welt::N,세상,mail'm
496,Land::N,지방,ma
497,Staat::N,국가,valdkund
498,König::N,국왕,kunigaz
499,Macht::N,힘,vald
500,Grenze::N,국경,röun
501,Krieg::N,전쟁,soda
502,Feind::N,적,vihanik
503,Feind::N,적,vastustai
504,Gewalt::N,권력,vägivald
505,Kampf::N,전투,tora
506,Bogen[Waffe]::N,활,taug
507,Pfeil::N,화살,nol
508,Gewehr::N,무기,oružj
509,Fehler::N,오류,viga
510,Lüge::N,거짓말,kelastuz
511,Schaden::N,손상,pahuz'
512,Unglück::N,불행,bed
513,Unglück::N,불행,gor'a
514,Schuld::N,부채,värhuz'
515,Alter::N,연령,igä
516,Schluss::N,마감,lop
517,Zeit::N,때,aig
518,Zeit::N,시간,aig
519,Tag::N,하루,päiv
520,Morgen::N,이침,homendez
521,Mittag::N,대낮,keskpäiv
522,Abend::N,저녁,eht
523,Nacht::N,밤,ö
524,Woche::N,근무일,nedal'
525,Monat::N,달,ku
526,Jahr::N,해,voz'
527,Frühling::N,봄,keväz'
528,Sommer::N,여름,keza
529,Herbst::N,가을,sügüz'
530,Winter::N,겨울,tal'v
531,Januar::N,일월,viluku
532,Februar::N,이월,uhoku
533,März::N,삼월,keväz'ku
534,April::N,사월,sulaku
535,Mai::N,오월,semendku
536,Juni::N,유월,kezaku
537,Juli::N,칠월,heinku
538,August::N,팔월,eloku
539,September::N,구월,sügüz'ku
540,Oktober::N,시월,reduku
541,November::N,십일월,kül'mku
542,Dezember::N,십이월,tal'vku
543,Montag::N,월요일,ezmärg
544,Dienstag::N,화요일,tožnarg
545,Mittwoch::N,수요일,koumanz'päiv
546,Donnerstag::N,모교일,nellänz'päiv
547,Freitag::N,그묘일,pätnič
548,Freitag::N,그묘일,videnz'päiv
549,Samstag::N,토요일,sobat
550,Sonntag::N,일요일,pühäpäiv
551,groß::A,큰,sur'
552,groß::A,큰,järed
553,klein::A,자근,pen'
554,klein::A,자근,pičuine
555,lang::A,긴,pit'k
556,kurz::A,짧은,lühüd
557,breit::A,넓은,leved
558,schmal::A,좁은,kaid
559,dicht::A,농밀한,tihed
560,dick[Gegenstand]::A,두꺼운,paks
561,dünn::A,얇은,hoik
562,fein::A,미세한,hen
563,fest::A,굳은,luja
564,fest::A,굳은,ninev
565,flach::A,얕은,lapak
566,glatt::A,반들반들한,siled
567,hart::A,굳은,kova
568,weich::A,연한,pehmed
569,rund::A,둥근,kehker
570,spitz::A,뾰족한,nügu
571,spitz::A,뾰족한,terav
572,scharf::A,날카로운,terav
573,stumpf::A,무딘,tül'c
574,schwer::A,무거운,jüged
575,schön::A,멋진,čoma
576,heiß::A,뜨거운,räk
577,warm::A,따뜻한,läm'
578,kalt::A,찬,vilu
579,kühl::A,서늘한,raibak
580,kühl::A,서늘한,viluhk
581,frisch::A,신선한,lahed
582,feucht::A,축축한,neps
583,feucht::A,축축한,toreh
584,nass::A,젖은,märg
585,trocken::A,마른,kuiv
586,voll::A,완전한,täuz'
587,leer::A,빈,joudai
588,offen::A,열린,avoin
589,offen::A,열린,avol'jaine
590,geschlossen::A,닫힌,saubaline
591,sauber::A,깨끗한,puhtaz
592,schmutzig::A,더러운,redukaz
593,roh::A,날게잇의,rohk
594,roh::A,날게잇의,toreh
595,reif::A,이근,küps
596,lecker::A,맛있는,magukaz
597,süß::A,단,maged
598,bitter::A,찌르는듯한,karged
599,sauer::A,산성의,muiged
600,hell::A,밝은,kirkas
601,hell::A,밝은,valgei
602,dunkel::A,어두운,pimed
603,schwarz::A,검은,must
604,weiß::A,하얀,vauged
605,rot::A,붉은,rusked
606,gelb::A,황색,pakuine
607,blau::A,푸른,sinine
608,grün::A,녹색의,vihand
609,grau::A,회색의,hahk
610,bunt::A,알록달록한,kirjav
611,billig::A,싼,odav
612,teuer::A,값비산,kalliž
613,wertvoll::A,가치가많은,arvokas
614,blind::A,눈먼,soged
615,taub::A,무감간한,kurdiž
616,kräftig::A,강장한,vägev
617,stark::A,강한,vahv
618,stark::A,강한,vägekaz
619,schwach::A,약한,väll'
620,fett::A,실찐,razvakaz
621,schlank::A,호리호리한,kapos
622,hübsch::A,예쁜,čoma
623,böse::A,나쁜,äred
624,böse::A,나쁜,käred
625,dumm::A,어리석은,el'getoi
626,faul::A,너덜너덜한,lašk
627,fleißig::A,근면한,radonnavedii
628,geizig::A,인색한,ažlak
629,geschickt::A,교묘한,mahtokaz
630,lieb::A,친애하는,izo
631,lieb::A,친애하는,sula
632,lustig::A,유쾌한,ilokaz
633,sanft::A,온화한,laskav
634,hungrig::A,배고픈,näl'ghine
635,krank::A,병든,läžui
636,nackt::A,벌거벗은,alastoi
637,traurig::A,슬픈,opalahine
638,lebendig::A,살아있는,eläb
639,gut::A,좋은,hüvä
640,schlecht::A,나쁜,huba
641,richtig::A,바른,oiged
642,schlimm::A,못된,paha
643,wahr::A,참된,todesine
644,alt::A,늙은,vanh
645,neu::A,새,uz'
646,ehemalig::A,전의,edeline
647,alt[Lebewesen]::A,낡은,ravaz
648,jung::A,젊은,nor'
649,arm::A,가난한,gol'l'
650,reich::A,풍부한,elokaz
651,bekannt::A,저명한,tutab
652,berühmt::A,유명한,tetab
653,fremd::A,타처이,veraz
654,verschieden::A,따른,erazvuitte
655,nah::A,가까운,läheline
656,fern::A,먼,edahaine
657,linker::A,왼쭉의,hura
658,rechter::A,오른쪽의,oiged
659,anderer::A,다른,toine
660,erster::A,첫째,ezmäine
661,zweiter::A,둘째,toine
662,dritter::A,셋째,koumanz'
663,letzter::A,의후자의,jäl'gmäine
664,allein::ADV,훌로,üksnäze
665,auf einmal::ADV,갑자기,ühten aigan
666,zusammen::ADV,모아서,ühtes
667,lange::ADV,오래,hätken
668,plötzlich::ADV,둘연한,äkkid
669,sofort::ADV,즉시,kerdalaz
670,später::ADV,보다늦은,möhemba
671,jetzt::ADV,목하,nügüd'
672,heute::ADV,오늘,tämbei
673,morgen::ADV,내일,homen
674,bald::ADV,곱,pigai
675,dann::ADV,그경우에,sid'
676,gestern::ADV,어제,eglai
677,einst::ADV,옛날에,ende
678,einst::ADV,옛날에,kerdan
679,damals::ADV,그때에,siloi
680,danach::ADV,그 뒤에,sid'
681,vorher::ADV,미리,ende
682,zuerst::ADV,최초로,ezmäi
683,einmal::ADV,한번,kerdan
684,manchmal::ADV,땓대로,erašti
685,oft::ADV,땓대로,paksus
686,immer::ADV,늘,kaiken
687,niemals::ADV,결코...(하지)않다,ei nikonz
688,hier::ADV,여기,täs
689,hier::ADV,여기,tägä
690,hierhin::ADV,여기로,tänna
691,dort::ADV,거기,sigä
692,dorthin::ADV,저기예,sinna
693,dorthin::ADV,저기예,nakkale
694,geradeaus::ADV,곧장,kohtha
695,vorwärts::ADV,앞으로,edehe
696,rückwärts::ADV,뒤로,sel'gin
697,zurück::ADV,제자리로,tagaze
698,unten::ADV,아래에,alahan
699,hinab::ADV,아래쪽으로,alaz
700,hinab::ADV,아래쪽으로,alahaks
701,oben::ADV,위에,ülähän
702,hinauf::ADV,위쪽으로,ülez
703,hinauf::ADV,위쪽으로,ülähäks
704,überall::ADV,도처에,kaikjal
705,nicht::ADV,안,ei
706,ein wenig::ADV,적음,vähän
707,kaum::ADV,가의,habi
708,sehr::ADV,자주,lujas
709,so::ADV,그와같이,muga
710,so::ADV,그와같이,ninga
711,noch::ADV,아직,völ
712,nur::ADV,다만,järg
713,nur::ADV,다만,vaiše
714,schon::ADV,이미,jo
715,wieder::ADV,다시,möst
716,vergebens::ADV,헛되이,uhtei
717,vor::PRP,앞에,edes
718,hinter::PRP,뒤에,taga
719,unter::PRP,잍에,al
720,durch::PRP,통고하여,läbi
721,durch::PRP,통고하여,kal't
722,neben::PRP,와나란히,rindal
723,zwischen::PRP,의사이로,keskes
724,wegen::PRP,때문에,tagut
725,dies::PRN,이,nece
726,das::PRN,저,se
727,alles::PRN,모든것,kaik
728,ich::PRN,나,minä
729,du::PRN,너,sinä
730,er::PRN,그,hän
731,wir::PRN,우리,mö
732,ihr::PRN,너희들,tö
733,sie::PRN,그들,hö
734,was::FPRN,뭣,mi
735,wer::FPRN,누구,ken
736,wo::FADV,어디,kus
737,wohin::FADV,어디로,kuna
738,wie::FADV,어떻게,kut
739,wie::FADV,어떻게,mit'
740,warum::FADV,왜,mikš
741,wieviel::FNUM,얼마만큰,äjak
742,wieviel::FNUM,얼마만큰,kuverz'
743,eins::NUM,하나,üks'
744,zwei::NUM,둘,kaks'
745,drei::NUM,셋,koume
746,vier::NUM,넷,nel'l'
747,fünf::NUM,다섯,viž
748,sechs::NUM,여섯,kuz'
749,sieben::NUM,일곱,seičeme
750,acht::NUM,여덟,kahesa
751,neun::NUM,아홉,ühesa
752,zehn::NUM,열,kümne
753,elf::NUM,열하나,üks'toštkümne
754,zwölf::NUM,열둘,kaks'toštkümne
755,zwanzig::NUM,스물,kaks'kümne
756,dreißig::NUM,서름,koumekümne
757,vierzig::NUM,마흔,nel'l'kümne
758,fünfzig::NUM,숸,vižkümne
759,sechzig::NUM,에순,kuz'kümne
760,siebzig::NUM,일흔,seičemekümne
761,achtzig::NUM,여든,kahesakümne
762,neunzig::NUM,아흔,ühesakümne
763,hundert::NUM,백,sada
764,tausend::NUM,천,tuha
765,und::CNJ,와,i
766,und::CNJ,와,da
767,oder::CNJ,아니면,vai
768,stehen::V,서다,seišta
769,sitzen::V,앉다,ištta
770,liegen::V,눕다,venuda
771,hängen::V,달다,ripta
772,werden::V,되다,lindä
773,werden::V,되다,tehtas
774,passieren::V,지장옶다,ozaitas
775,beginnen::V,시작되다,augotadas
776,enden::V,큳내다,loptas
777,wechseln::V,병경하다,vajehtadas
778,aufgehen[Sonne]::V,뜨다,nousta
779,untergehen[Sonne]::V,지다,lasktas
780,scheinen[Sonne]::V,빛나다,paštta
781,donnern::V,천둥치다,juraita
782,wehen::V,풀다,dölta
783,wehen::V,풀다,puhuda
784,strömen::V,흐르다,valadas
785,fließen::V,흐르다,valuda
786,sich drehen::V,돌다,punotas
787,schwanken::V,동요하다,čibuda
788,schwingen::V,흔들다,čibuda
789,fallen::V,떨어지다,langeta
790,brennen::V,타다,pallada
791,rauchen::V,김이나다,savustada
792,regnen::V,비가오다,vihmda
793,gefrieren::V,얼다,jäduda
794,gefrieren::V,얼다,kül'mdä
795,tauen::V,녹다,sulada
796,schmelzen::V,녹다,sulada
797,trocknen::V,홈치다,kuida
798,trocknen::V,홈치다,kuivehtuda
799,sieden::V,끓다,kehuda
800,faulen::V,부패하다,hapata
801,faulen::V,부패하다,traudäs
802,verfaulen::V,썩다,hapata
803,reißen::V,지바찢다,rebita
804,versinken::V,가라앉다,upota
805,vergehen::V,지나가다,mända
806,erscheinen::V,나타나다,ozutadas
807,verschwinden::V,사라지다,hajeta
808,sinken::V,가라앉다,väheta
809,sinken::V,가라앉다,lasktas
810,abnehmen::V,떼어내다,peneta
811,zunehmen::V,증가하다,ližaduda
812,steigen::V,상승하다,nousta
813,wachsen::V,생기하다,kazda
814,glänzen::V,뛰오나다,loštta
815,funkeln::V,불티가잍어나다,hoštta
816,lärmen::V,떠들다,robaita
817,läuten::V,울시다,judaita
818,klingeln::V,초닌총을울리다,kelotada
819,klirren::V,탁탁울리다,biraita
820,brausen::V,쏴쏴소리내다,bruncta
821,rauschen::V,솨솨,šobaita
822,klingen::V,반향하다,heläita
823,bellen::V,짖다,nutta
824,heulen::V,포효하다,ulaita
825,blasen::V,불다,puhuda
826,pfeifen::V,피리를불다,pistta
827,pfeifen::V,피리를불다,vihelta
828,schreien::V,절규하다,kirkta
829,schreien::V,절규하다,kidastada
