,Concept_ID,ar,sk
172,Wolf::N,ذئب,vlk
173,Vogel::N,طير,vták
174,Schwarm::N,سرب,roj
175,Huhn::N,دجاجة,kurča
176,Huhn::N,دجاجة,sliepka
177,Hahn::N,ديك,kohút
178,Gans::N,وزة,hus
179,Adler::N,نسر,orol
180,Ente::N,بطة,kačka
181,Ente::N,بطة,kačica
182,Eule::N,بوم,sova
183,Kranich::N,كركي,žeriav
184,Krähe::N,غراب,vrana
185,Kuckuck::N,وقواق,kukučka
186,Schwan::N,إوز عراقي,labuť
187,Fisch::N,سمك,ryba
188,Barsch::N,فرخ أوربي,ostriež
189,Hecht::N,سمك الكراكي,šťuka
190,Schlange[Tier]::N,حية,had
191,Schlange[Tier]::N,ثعبان,had
192,Wurm::N,دودة,červ
193,Spinne::N,عنكبوت,pavúk
194,Ameise::N,نملة,mravec
195,Laus::N,قملة,voš
196,Mücke::N,ناموسة,komár
197,Fliege::N,ذبابة,mucha
198,Schmetterling::N,فراشة,motýľ
199,Beere::N,حبة,bobuľa
200,Apfel::N,تفاح,jablko
201,Pilz::N,فطر,hríb
202,Zwiebel::N,بصل,cibuľa
203,Saat::N,زرع,osivo
204,Korn::N,حبة,zrno
205,Heu::N,دريس,seno
206,Schale::N,قشرة,šupa
207,Schale::N,قشرة,škrupina
208,Grube::N,نقرة,jama
209,Falle::N,فخ,pasca
210,Falle::N,فخ,klepec
211,Falle::N,مصيدة,pasca
212,Falle::N,مصيدة,klepec
213,Schlinge::N,عروة,slučka
214,Spur::N,أثر,stopa
215,Asche::N,رماد,popol
216,Dreck::N,قذر,kal
217,Dreck::N,قذر,blato
218,Eisen::N,حديد,železo
219,Gold::N,ذهب,zlato
220,Silber::N,فضة,striebro
221,Kohle::N,فحم,uhlie
222,Glas::N,زجاج,sklo
223,Lehm::N,طين,íl
224,Lehm::N,طين,hlina
225,Sand::N,رمل,piesok
226,Mensch::N,إنسان,človek
227,Mann::N,رجل,muž
228,Mann::N,رجل,chlap
229,Frau::N,امرأة,žena
230,Kind::N,طفل,dieťa
231,Junge::N,ولد,chlapec
232,Mädchen::N,بنت,dievka
233,Familie::N,عائلة,rodina
234,Großvater::N,جد,dedo
235,Großvater::N,جد,starý otec
236,Großmutter::N,جدة,babička
237,Großmutter::N,جدة,stará mať
238,Eltern::N,أبوان,rodičia
239,Eltern::N,والدان,rodičia
240,Vater::N,أب,otec
241,Mutter::N,أم,mať
242,Mutter::N,أم,matka
243,Sohn::N,إبن,syn
244,Tochter::N,بنت,dcéra
245,Tochter::N,إبنة,dcéra
246,Bruder::N,أخ,brat
247,Bruder::N,شقيق,brat
248,Schwester::N,أخت,sestra
249,Onkel::N,عم,ujo
250,Onkel::N,عم,strýko
251,Tante::N,عمة,teta
252,Tante::N,عمة,tetka
253,Ehemann::N,زوج,muž
254,Ehemann::N,زوج,manžel
255,Ehefrau::N,زوجة,žena
256,Ehefrau::N,زوجة,manželka
257,Freude::N,فرح,radosť
258,Freude::N,سرور,radosť
259,Gelächter::N,قهقهة,smiech
260,Glück::N,سعادة,šťastie
261,Kummer::N,غم,žiaľ
262,Kummer::N,غم,zármutok
263,Wunsch::N,منية,prianie
264,Lust::N,شهوة,chuť
265,Geist::N,روح,duch
266,Gedanke::N,فكرة,myšlienka
267,Gedächtnis::N,ذاكرة,pamäť
268,Verstand::N,عقل,rozum
269,Sinn::N,معنى,zmysel
270,Grund::N,سبب,dôvod
271,Grund::N,سبب,príčina
272,Wahrheit::N,حقيقة,pravda
273,Gespräch::N,محادثة,reč
274,Gespräch::N,محادثة,rozhovor
275,Märchen::N,خرافة,rozprávka
276,Erzählung::N,قصة,poviedka
277,Erzählung::N,حكاية,poviedka
278,Nachricht::N,خبر,správa
279,Neuigkeit::N,خبر جديد,novinka
280,Name::N,اسم,meno
281,Rätsel::N,لغز,záhada
282,Rätsel::N,لغز,hádanka
283,Rede::N,خطبة,reč
284,Sprache::N,لغة,reč
285,Sprache::N,لغة,jazyk
286,Stimme::N,صوت,hlas
287,Wort::N,كلمة,slovo
288,Zeichen::N,رمز,znak
289,Zeichen::N,إشارة,znak
290,Ruf::N,نداء,volanie
291,Ruf::N,نداء,zavolanie
292,Lärm::N,صخب,hluk
293,Lärm::N,صخب,hurhaj
294,Lärm::N,ضجة,hluk
295,Lärm::N,ضجة,hurhaj
296,Laut::N,صوت,zvuk
297,Ton::N,نغمة,tón
298,Ton::N,نغمة,zvuk
299,Lied::N,أغنية,pieseň
300,Ruhe::N,هدوء,pokoj
301,Leute::N,ناس,ľudia
302,Volk::N,شعب,ľud
303,Volk::N,شعب,národ
304,Arbeit::N,عمل,práca
305,Arbeit::N,عمل,robota
306,Gast::N,ضيف,hosť
307,Geschenk::N,هدية,dar
308,Spiel::N,لعب,hra
309,Gesellschaft::N,صحبة,spoločnosť
310,Hilfe::N,عون,pomoc
311,Hilfe::N,مساعدة,pomoc
312,Freund::N,صديق,priateľ
313,Kamerad::N,زميل,kamarát
314,Angelegenheit::N,أمر,vec
315,Angelegenheit::N,أمر,záležitosť
316,Angelegenheit::N,شأن,vec
317,Angelegenheit::N,شأن,záležitosť
318,Anzahl::N,عدد,počet
319,Anzahl::N,عدد,množstvo
320,Art::N,نوع,druh
321,Stück::N,قطعة,kus
322,Stück::N,قطعة,kúsok
323,Teil::N,قسم,časť
324,Hälfte::N,نصف,polka
325,Hälfte::N,نصف,polovica
326,Kreis::N,دائرة,kruh
327,Kreuz::N,صليب,kríž
328,Linie::N,خط,línia
329,Strich::N,شرطة,čiara
330,Abstand::N,مسافة,vzdialenosť
331,Entfernung::N,بعد,vzdialenosť
332,Gegend::N,ناحية,kraj
333,Gegend::N,ناحية,krajina
334,Platz::N,فراغ,miesto
335,Ort::N,مكان,miesto
336,Seite::N,جانب,bok
337,Seite::N,جانب,strana
338,Mitte::N,وسط,stred
339,Gegenstand::N,موضوع,predmet
340,Sache::N,شيء,vec
341,Rand::N,حافة,kraj
342,Rand::N,حافة,okraj
343,Kante::N,حافة,hrana
344,Ecke::N,ركن,roh
345,Spitze::N,سن,hrot
346,Spitze::N,سن,špička
347,Ende::N,طرف,koniec
348,Loch::N,ثقب,diera
349,Winkel::N,زاوية,kút
350,Muster::N,عينة,vzor
351,Muster::N,عينة,vzorka
352,Größe::N,حجم,veľkosť
353,Länge::N,طول,dĺžka
354,Höhe::N,علو,výška
355,Höhe::N,ارتفاع,výška
356,Gewicht::N,وزن,váha
357,Menge::N,كمية,množstvo
358,Haufen::N,كوم,hŕba
359,Reihe::N,صف,rad
360,Boot::N,قارب,čln
361,Boot::N,زورق,čln
362,Ruder::N,مجذاف,veslo
363,Schlitten::N,مزلقة,sane
364,Ski::N,زلاجة,lyža
365,Lagerfeuer::N,نار المخيم,táborák
366,Last::N,حمل,ťarcha
367,Last::N,حمل,bremeno
368,Gang::N,مشية,chôdza
369,Schritt::N,خطوة,krok
370,Norden::N,شمال,sever
371,Süden::N,جنوب,juh
372,Westen::N,غرب,západ
373,Osten::N,شرق,východ
374,Holz::N,خشب,drevo
375,Brett::N,لوح,doska
376,Platte::N,صفيحة,doska
377,Platte::N,صفيحة,platňa
378,Stütze::N,سند,opora
379,Stütze::N,دعامة,opora
380,Stange::N,عود,tyč
381,Stock::N,عصا,palica
382,Stab::N,قضيب,palica
383,Rohr::N,أنبوبة,rúra
384,Haus::N,دار,dom
385,Haus::N,بيت,dom
386,Heim::N,بيت,domov
387,Heim::N,مسكن,domov
388,Ofen::N,مدفأة,pec
389,Ofen::N,مدفأة,kachle
390,Fußboden::N,أرضية,dlážka
391,Fußboden::N,أرضية,podlaha
392,Tisch::N,مائدة,stôl
393,Stuhl::N,كرسي,stolička
394,Wiege::N,مهد,kolíska
395,Bett::N,سرير,lôžko
396,Bett::N,سرير,posteľ
397,Regal::N,رف,regál
398,Regal::N,رف,polica
399,Kiste::N,صندوق,debna
400,Fenster::N,شباك,okno
401,Fenster::N,شباك,oblok
402,Fenster::N,نافذة,okno
403,Fenster::N,نافذة,oblok
404,Tür::N,باب,dvere
405,Tor::N,بوابة,vráta
406,Zaun::N,سياج,plot
407,Zaun::N,سياج,ohrada
408,Dach::N,سطح,krov
409,Dach::N,سطح,strecha
410,Leiter::N,سلم,rebrík
411,Leiter::N,سلم,rebrina
412,Besen::N,مكنسة,metla
413,Spaten::N,مسحاة,rýľ
414,Schaufel::N,مجرفة,lopata
415,Gabel::N,شوكة,vidlička
416,Löffel::N,ملعقة,lyžica
417,Messer::N,سكين,nôž
418,Nagel::N,مسمار,klinec
419,Netz::N,شبكة,sieť
420,Haken::N,خطاف,hák
421,Haken::N,خطاف,háčik
422,Haken::N,صنارة,hák
423,Haken::N,صنارة,háčik
424,Griff::N,قبضة,rukoväť
425,Schloss::N,قفل,zámka
426,Bild::N,صورة,obraz
427,Figur::N,تمثال,figúra
428,Puppe::N,دمية,bábka
429,Puppe::N,دمية,bábika
430,Beutel::N,كيس,vrece
431,Beutel::N,كيس,vrecko
432,Bündel::N,ربطة,uzlík
433,Bündel::N,ربطة,zväzok
434,Tasche::N,شنطة,taška
435,Tasche::N,شنطة,kabelka
436,Tasche::N,محفظة,taška
437,Tasche::N,محفظة,kabelka
438,Eimer::N,سطل,vedro
439,Eimer::N,جردل,vedro
440,Deckel::N,سداد,vrchnák
441,Deckel::N,سداد,pokrývka
442,Geschirr::N,أوان,nádoba
443,Sack::N,زكيبة,mech
444,Sack::N,زكيبة,vrece
445,Tasse::N,فنجان,šálka
446,Topf::N,قدر,hrniec
447,Topf::N,طنجرة,hrniec
448,Kessel::N,قدر,kotol
449,Kessel::N,غلاية,kotol
450,Essen::N,طعام,jedlo
451,Nahrung::N,غذاء,strava
452,Nahrung::N,غذاء,potrava
453,Speise::N,أكل,jedlo
454,Fleisch::N,لحم,mäso
455,Getreide::N,حبوب,obilie
456,Brei::N,عصيدة,kaša
457,Brot::N,خبز,chlieb
458,Scheibe::N,شريحة,kotúč
459,Scheibe::N,شريحة,krajec
460,Fett::N,سمن,tuk
461,Fett::N,سمن,masť
462,Butter::N,زبدة,maslo
463,Öl::N,زيت,olej
464,Salz::N,ملح,soľ
465,Suppe::N,حساء,polievka
466,Suppe::N,شربة,polievka
467,Honig::N,عسل,med
468,Milch::N,حليب,mlieko
469,Tee::N,شاي,čaj
470,Leder::N,جلد,koža
471,Wolle::N,صوف,vlna
472,Stoff::N,قماش,súkno
473,Nadel::N,إبرة,ihla
474,Faden::N,خيط,niť
475,Faden::N,خيط,vlákno
476,Knopf::N,زر,gombík
477,Knoten::N,عقدة,uzol
478,Farbe::N,صبغة,farba
479,Kleidung::N,ملابس,šaty
480,Kleidung::N,ملابس,šatstvo
481,Hemd::N,قميص,košeľa
482,Kragen::N,ياقة,golier
483,Ärmel::N,كم,rukáv
484,Hose::N,سروال,nohavice
485,Hose::N,بنطلون,nohavice
486,Gürtel::N,حزام,pás
487,Gürtel::N,حزام,opasok
488,Mütze::N,طاقية,čiapka
489,Schuh::N,حذاء,obuv
490,Schuh::N,حذاء,topánka
491,Stiefel::N,جزمة,čižma
492,Stiefel::N,حذاء طويل,čižma
493,Ring::N,حلقة,prsteň
494,Band::N,شريط,stuha
495,Kamm::N,مشط,hrebeň
496,Spiegel::N,مرآة,zrkadlo
497,Riemen::N,سير,remeň
498,Schnur::N,حبل,šnúra
499,Schnur::N,دوبارة,šnúra
500,Leine::N,قيد,vodidlo
501,Decke::N,بطانية,deka
502,Decke::N,بطانية,prikrývka
503,Kissen::N,وسادة,poduška
504,Tuch::N,منديل,šatka
505,Handtuch::N,فوطة,uterák
506,Handtuch::N,منشفة,uterák
507,Kraft::N,قدرة,moc
508,Stärke::N,قوة,sila
509,Gesundheit::N,صحة,zdravie
510,Krankheit::N,مرض,nemoc
511,Krankheit::N,مرض,choroba
512,Schmerz::N,ألم,bolesť
513,Schmerz::N,وجع,bolesť
514,Wunde::N,جرح,rana
515,Fieber::N,حمى,horúčka
516,Arznei::N,دواء,liek
517,Brücke::N,جسر,most
518,Brunnen::N,بئر,studňa
519,Weide::N,مرعى,pastva
520,Pfad::N,درب,chodník
521,Weg::N,سكة,cesta
522,Straße::N,طريق,hradská
523,Dorf::N,قرية,dedina
524,Stadt::N,مدينة,mesto
525,Brief::N,خطاب,list
526,Brief::N,مكتوب,list
527,Buch::N,كتاب,kniha
528,Buchstabe::N,حرف,litera
529,Buchstabe::N,حرف,písmeno
530,Zeitung::N,جريدة,noviny
531,Leben::N,عيش,život
532,Leben::N,حياة,život
533,Tod::N,موت,smrť
534,Tod::N,وفاة,smrť
535,Grab::N,قبر,hrob
536,Kirche::N,كنيسة,kostol
537,Sünde::N,خطيئة,hriech
538,Gott::N,إله,boh
539,Arbeiter::N,عامل,robotník
540,Arbeiter::N,عامل,pracnovík
541,Chef::N,رئيس,šéf
542,Chef::N,رئيس,riaditeľ
543,Meister::N,أسطى,majster
544,Arzt::N,طبيب,lekár
545,Lehrer::N,مدرس,učiteľ
546,Geld::N,نقود,peniaze
547,Geschäft::N,صفقة,obchod
548,Laden::N,دكان,obchod
549,Preis::N,سعر,cena
550,Ware::N,بضاعة,tovar
551,Nutzen::N,فائدة,osoh
552,Nutzen::N,فائدة,úžitok
553,Reichtum::N,غنى,bohatstvo
554,Reichtum::N,ثروة,bohatstvo
555,Welt::N,عالم,svet
556,Welt::N,دنيا,svet
557,Land::N,بلد,územie
558,Land::N,بلد,krajina
559,Staat::N,دولة,štát
560,König::N,ملك,kráľ
561,Macht::N,سلطة,moc
562,Macht::N,سلطة,mocnosť
563,Grenze::N,حدود,hranica
564,Krieg::N,حرب,vojna
565,Feind::N,عدو,nepriateľ
566,Gewalt::N,عنف,násilie
567,Kampf::N,قتال,boj
568,Bogen[Waffe]::N,قوس,luk
569,Pfeil::N,سهم,šíp
570,Pfeil::N,سهم,strela
571,Gewehr::N,بندقية,puška
572,Fehler::N,خطأ,omyl
573,Fehler::N,خطأ,chyba
574,Lüge::N,كذب,lož
575,Schaden::N,تلف,ujma
576,Schaden::N,تلف,škoda
577,Unglück::N,نحس,nešťastie
578,Schuld::N,ذنب,vina
579,Schuld::N,ذنب,previnenie
580,Alter::N,سن,vek
581,Alter::N,عمر,vek
582,Schluss::N,ختام,záver
583,Schluss::N,ختام,koniec
584,Schluss::N,نهاية,záver
585,Schluss::N,نهاية,koniec
586,Zeit::N,وقت,čas
587,Tag::N,يوم,deň
588,Morgen::N,صباح,ráno
589,Mittag::N,ظهر,poludnie
590,Abend::N,مساء,večer
591,Nacht::N,ليلة,noc
592,Woche::N,أسبوع,týždeň
593,Monat::N,شهر,mesiac
594,Jahr::N,عام,rok
595,Jahr::N,سنة,rok
596,Frühling::N,ربيع,jar
597,Sommer::N,صيف,leto
598,Herbst::N,خريف,jeseň
599,Winter::N,شتاء,zima
600,Januar::N,يناير,január
601,Januar::N,كانون الثاني,január
602,Februar::N,شباط,február
603,Februar::N,فبراير,február
604,März::N,آذار,marec
605,März::N,مارس,marec
606,April::N,نيسان,apríl
607,Mai::N,مايو,máj
608,Juni::N,يونيو,jún
609,Juni::N,حزيران,jún
610,Juli::N,تموز,júl
611,Juli::N,يوليو,júl
612,August::N,آب,august
613,August::N,أغسطس,august
614,September::N,أيلول,september
615,September::N,سبتمبر,september
616,Oktober::N,أكتوبر,október
617,Oktober::N,تشرين الأول,október
618,November::N,نوفمبر,november
619,November::N,تشرين الثاني,november
620,Dezember::N,ديسمبر,december
621,Dezember::N,كانون الأول,december
622,Montag::N,يوم الاثنين,pondelok
623,Dienstag::N,يوم الثلاثاء,utorok
624,Mittwoch::N,يوم الأربعاء,streda
625,Donnerstag::N,يوم الخميس,štvrtok
626,Freitag::N,يوم الجمعة,piatok
627,Samstag::N,يوم السبت,sobota
628,Sonntag::N,يوم الأحد,nedeľa
629,groß::A,كبير,veľký
630,klein::A,صغير,malý
631,lang::A,طويل,dlhý
632,kurz::A,قصير,krátky
633,breit::A,واسع,široký
634,schmal::A,ضيق,úzky
635,dicht::A,كث,hustý
636,dicht::A,كثيف,hustý
637,dick[Gegenstand]::A,غليظ,tlstý
638,dünn::A,رفيع,tenký
639,fein::A,رقيق,jemný
640,fest::A,متين,pevný
641,flach::A,سهل,rovný
642,flach::A,سهل,plochý
643,flach::A,منبسط,rovný
644,flach::A,منبسط,plochý
645,glatt::A,ناعم,hladký
646,hart::A,صلب,tvrdý
647,hart::A,جامد,tvrdý
648,weich::A,لين,mäkký
649,rund::A,مستدير,guľatý
650,rund::A,مستدير,okrúhly
651,spitz::A,مدبب,končitý
652,scharf::A,حاد,ostrý
653,stumpf::A,ثالم,tupý
654,schwer::A,ثقيل,ťažký
655,schön::A,جميل,pekný
656,schön::A,جميل,krásny
657,heiß::A,حار,horúci
658,heiß::A,ساخن,horúci
659,warm::A,دافئ,teplý
660,kalt::A,بارد,studený
661,kühl::A,قر,chladný
662,frisch::A,طازج,svieži
663,feucht::A,رطب,vlhký
664,feucht::A,رطب,zvlhnutý
665,nass::A,مبلول,mokrý
666,trocken::A,جاف,suchý
667,voll::A,ملء,plný
668,leer::A,خال,prázdny
669,leer::A,فارغ,prázdny
670,offen::A,مفتوح,otvorený
671,geschlossen::A,مغلق,zavretý
672,sauber::A,نظيف,čistý
673,schmutzig::A,قذر,špinavý
674,roh::A,نيء,surový
675,reif::A,ناضج,zrelý
676,lecker::A,لذيذ,chutný
677,süß::A,حلو,sladký
678,bitter::A,مر,horký
679,sauer::A,حامض,kyslý
680,hell::A,نير,jasný
681,hell::A,نير,svetlý
682,dunkel::A,مظلم,temný
683,schwarz::A,أسود,čierny
684,weiß::A,أبيض,biely
685,rot::A,أحمر,červený
686,gelb::A,أصفر,žltý
687,blau::A,أزرق,modrý
688,blau::A,أزرق,belasý
689,grün::A,أخضر,zelený
690,grau::A,رمادي,šedý
691,bunt::A,ملوب,pestrý
692,billig::A,رخيص,lacný
693,teuer::A,غال,drahý
694,wertvoll::A,ثمين,cenný
695,blind::A,أعمى,slepý
696,taub::A,أصم,hluchý
697,taub::A,أطرش,hluchý
698,kräftig::A,قوي,silný
699,stark::A,قوي,silný
700,schwach::A,ضعيف,slabý
701,schwach::A,ضعيف,bezvládny
702,fett::A,سمين,tučný
703,schlank::A,أهيف,štíhly
704,hübsch::A,جميل,šumný
705,hübsch::A,جميل,švárny
706,böse::A,رديء,zlý
707,dumm::A,أبله,hlúpy
708,dumm::A,أحمق,hlúpy
709,faul::A,كسلان,lenivý
710,fleißig::A,مجتهد,snaživý
711,fleißig::A,مجتهد,usilovný
712,geizig::A,بخيل,skupý
713,geizig::A,بخيل,lakomý
714,klug::A,ذكي,múdry
715,klug::A,ذكي,bystrý
716,klug::A,عاقل,múdry
717,klug::A,عاقل,bystrý
718,geschickt::A,ماهر,zručný
719,geschickt::A,ماهر,šikovný
720,lieb::A,عزيز,milý
721,lustig::A,مرح,veselý
722,sanft::A,حليم,nežný
723,hungrig::A,جائع,lačný
724,hungrig::A,جائع,hladný
725,krank::A,مريض,chorý
726,krank::A,مريض,nemocný
727,nackt::A,عار,nahý
728,traurig::A,حزين,smutný
729,lebendig::A,حي,živý
730,gut::A,جيد,dobrý
731,schlecht::A,سيء,zlý
732,richtig::A,صحيح,správny
733,schlimm::A,خبيث,zlý
734,schlimm::A,خبيث,nepríjemný
735,wahr::A,حق,pravý
736,wahr::A,حق,pravdivý
737,alt::A,قديم,starý
738,neu::A,جديد,nový
739,ehemalig::A,سابق,bývalý
740,alt[Lebewesen]::A,مسن,starý
741,jung::A,شاب,mladý
742,jung::A,صغير,mladý
743,arm::A,فقير,chudobný
744,reich::A,غني,bohatý
745,bekannt::A,معلوم,známy
746,berühmt::A,مشهور,slávny
747,berühmt::A,مشهور,povestný
748,fremd::A,أجنبي,cudzí
749,verschieden::A,مختلف,rôzny
750,verschieden::A,مختلف,rozličný
751,nah::A,قريب,blízky
752,fern::A,بعيد,ďaleký
753,linker::A,يسار,ľavý
754,rechter::A,يمين,pravý
755,anderer::A,آخر,iný
756,anderer::A,آخر,druhý
757,erster::A,أول,prvý
758,zweiter::A,ثان,druhý
759,dritter::A,ثالث,tretí
760,letzter::A,أخير,ostatný
761,letzter::A,أخير,posledný
762,allein::ADV,وحده,sám
763,auf einmal::ADV,بالمرة,zároveň
764,zusammen::ADV,معا,spolu
765,zusammen::ADV,معا,spoločne
766,lange::ADV,مدة طويلة,dlho
767,plötzlich::ADV,فجأة,náhle
768,sofort::ADV,حالا,hneď
769,sofort::ADV,حالا,ihneď
770,sofort::ADV,فورا,hneď
771,sofort::ADV,فورا,ihneď
772,später::ADV,فيما بعد,neskoršie
773,jetzt::ADV,الآن,teraz
774,jetzt::ADV,حاليا,teraz
775,heute::ADV,اليوم,dnes
776,morgen::ADV,غدا,zajtra
777,bald::ADV,قريبا,skoro
778,dann::ADV,ثم,nato
779,dann::ADV,ثم,potom
780,gestern::ADV,أمس,včera
781,gestern::ADV,البارحة,včera
782,einst::ADV,قديما,kedysi
783,einst::ADV,قديما,niekedy
784,damals::ADV,حينئذ,vtedy
785,danach::ADV,ثم,potom
786,danach::ADV,ثم,podľa toho
787,danach::ADV,بعد ذلك,potom
788,danach::ADV,بعد ذلك,podľa toho
789,vorher::ADV,من قبل,napred
790,vorher::ADV,من قبل,predtým
791,vorher::ADV,قبل ذلك,napred
792,vorher::ADV,قبل ذلك,predtým
793,zuerst::ADV,أولا,najprv
794,einmal::ADV,مرة,raz
795,einmal::ADV,مرة,jedenkrát
796,manchmal::ADV,أحيانا,občas
797,manchmal::ADV,أحيانا,niekedy
798,oft::ADV,كثيرا,často
799,immer::ADV,دائما,vždy
800,immer::ADV,دائما,ustavične
801,niemals::ADV,لا أبدا,nikdy
802,hier::ADV,هنا,tu
803,hierhin::ADV,إلى هنا,sem
804,hierhin::ADV,إلى هنا,tade
805,von hier::ADV,من هنا,odtiaľto
