,Concept_ID,ga,lt
792,schlank::A,caol,lieknas
793,schlank::A,seang,laibas
794,schlank::A,seang,lieknas
795,hübsch::A,álainn,gražus
796,hübsch::A,dathúil,gražus
797,böse::A,olc,blogas
798,dumm::A,dúr,paikas
799,dumm::A,dúr,kvailas
800,dumm::A,amaideach,paikas
801,dumm::A,amaideach,kvailas
802,faul::A,falsa,tingus
803,faul::A,leisciúil,tingus
804,fleißig::A,dícheallach,stropus
805,fleißig::A,dícheallach,kruopštus
806,geizig::A,barainneach,šykštus
807,geizig::A,sprionlaithe,šykštus
808,klug::A,cliste,sumanus
809,klug::A,cliste,protingas
810,geschickt::A,oilte,apsukrus
811,geschickt::A,ealaíonta,apsukrus
812,lieb::A,dil,mielas
813,lieb::A,dílis,mielas
814,lustig::A,aerach,smagus
815,lustig::A,aerach,linksmas
816,lustig::A,meidhreach,smagus
817,lustig::A,meidhreach,linksmas
818,sanft::A,bog,švelnus
819,sanft::A,bog,minkštas
820,sanft::A,séimh,švelnus
821,sanft::A,séimh,minkštas
822,hungrig::A,ocrach,alkanas
823,krank::A,tinn,ligotas
824,krank::A,tinn,sergantis
825,krank::A,breoite,ligotas
826,krank::A,breoite,sergantis
827,nackt::A,nocht,nuogas
828,traurig::A,brónach,liūdnas
829,lebendig::A,beo,gyvas
830,gut::A,maith,geras
831,schlecht::A,dona,blogas
832,schlecht::A,dona,prastas
833,schlecht::A,droch-,blogas
834,schlecht::A,droch-,prastas
835,richtig::A,ceart,tikras
836,richtig::A,ceart,teisingas
837,schlimm::A,gránna,blogas
838,schlimm::A,gránna,prastas
839,schlimm::A,tubaisteach,blogas
840,schlimm::A,tubaisteach,prastas
841,wahr::A,fíor,tikras
842,alt::A,sean,senas
843,neu::A,úr,naujas
844,neu::A,nua,naujas
845,ehemalig::A,iar-,buvęs
846,ehemalig::A,sean-,buvęs
847,alt[Lebewesen]::A,sean,pagyvenęs
848,alt[Lebewesen]::A,aosta,pagyvenęs
849,jung::A,óg,jaunas
850,arm::A,bocht,neturtingas
851,reich::A,saibhir,turtingas
852,reich::A,rachmasach,turtingas
853,bekannt::A,atá eolas air,žinomas
854,bekannt::A,atá eolas air,pažįstamas
855,berühmt::A,cailiúil,žymus
856,berühmt::A,cailiúil,garsus
857,berühmt::A,clúiteach,žymus
858,berühmt::A,clúiteach,garsus
859,fremd::A,coimhthíoch,svetimas
860,verschieden::A,éagsúil,įvairus
861,verschieden::A,difriúil,įvairus
862,nah::A,gar,artimas
863,nah::A,deas,artimas
864,fern::A,i bhfad uainn,tolimas
865,fern::A,i bhfad i gcéin,tolimas
866,linker::A,clé,kairys
867,rechter::A,deas,dešinys
868,anderer::A,eile,kitas
869,erster::A,céad,pirmas
870,zweiter::A,dóú,antras
871,zweiter::A,dara,antras
872,dritter::A,tríú,trečias
873,dritter::A,treas,trečias
874,letzter::A,déanach,paskutinis
875,letzter::A,deireanach,paskutinis
876,allein::ADV,i d'aonar,vienas
877,auf einmal::ADV,ag an am céanna,iš karto
878,zusammen::ADV,le chéile,kartu
879,zusammen::ADV,le chéile,drauge
880,zusammen::ADV,in eineacht,kartu
881,zusammen::ADV,in eineacht,drauge
882,lange::ADV,fada,ilgai
883,plötzlich::ADV,go tobann,staiga
884,plötzlich::ADV,i dtobainne,staiga
885,sofort::ADV,ar an toirt,tuojau
886,sofort::ADV,ar an bpointe,tuojau
887,später::ADV,níos déanaí,vėliau
888,später::ADV,níos déanaí,paskiau
889,jetzt::ADV,anois,dabãr
890,heute::ADV,inniu,šiandien
891,morgen::ADV,amárach,rytoj
892,bald::ADV,go luath,greitai
893,bald::ADV,go luath,netrukus
894,bald::ADV,gan mhoill,greitai
895,bald::ADV,gan mhoill,netrukus
896,dann::ADV,ansin,po to
897,gestern::ADV,inné,vakar
898,einst::ADV,tráth,kadaise
899,einst::ADV,tráth,kitą kartą
900,einst::ADV,uair amháin,kadaise
901,einst::ADV,uair amháin,kitą kartą
902,damals::ADV,ag an am,anuomet
903,damals::ADV,ag an am,anuokart
904,damals::ADV,an t-am sin,anuomet
905,damals::ADV,an t-am sin,anuokart
906,danach::ADV,ina dhiaidh sin,po to
907,danach::ADV,ina dhiaidh sin,paskui
908,vorher::ADV,cheana,anksčiau
909,vorher::ADV,roimhe sin,anksčiau
910,zuerst::ADV,ar dtús,pirma
911,zuerst::ADV,ar dtús,iš pradžių̃
912,einmal::ADV,uair amháin,kartą
913,einmal::ADV,uair amháin,vieną kartą
914,manchmal::ADV,uaireanta,kai kada
915,oft::ADV,minic,dažnai
916,immer::ADV,i gcónaí,visada
917,immer::ADV,i gcónaí,visuomet
918,niemals::ADV,riamh,niekada
919,niemals::ADV,riamh,niekuomet
920,hier::ADV,anseo,čia
921,hierhin::ADV,anseo,šen
922,hierhin::ADV,anseo,čionai
923,von hier::ADV,an áit seo,iš čia
924,dort::ADV,ann,ten
925,dort::ADV,ann,tenai
926,dort::ADV,ansin,ten
927,dort::ADV,ansin,tenai
928,dorthin::ADV,ann,ten
929,dorthin::ADV,ann,ten link
930,dorthin::ADV,ansin,ten
931,dorthin::ADV,ansin,ten link
932,geradeaus::ADV,ar aghaidh,tiesiai
933,rückwärts::ADV,siar,atbulai
934,zurück::ADV,ar ais,atgal
935,unten::ADV,thíos,žemai
936,unten::ADV,thíos,apačioje
937,hinab::ADV,síos,žemyn
938,oben::ADV,thuas,viršuj
939,hinauf::ADV,suas,aukštyn
940,hinauf::ADV,suas,į viršų
941,überall::ADV,i ngach áit,visur
942,überall::ADV,ar fud na háite,visur
943,nicht::ADV,ní,ne
944,nicht::ADV,cha,ne
945,ein wenig::ADV,beagán,truputį
946,kaum::ADV,ar éigean,vos
947,sehr::ADV,an-,labai
948,sehr::ADV,an-,baisiai
949,so::ADV,chomh,taip
950,so::ADV,mar sin,taip
951,noch::ADV,fós,dar
952,noch::ADV,go fóill,dar
953,nur::ADV,amháin,tik
954,nur::ADV,amháin,vien
955,nur::ADV,níl ach,tik
956,nur::ADV,níl ach,vien
957,schon::ADV,cheana,jau
958,schon::ADV,cheana féin,jau
959,wieder::ADV,arís,vėl
960,wieder::ADV,arís,iš naujo
961,wieder::ADV,athuair,vėl
962,wieder::ADV,athuair,iš naujo
963,vergebens::ADV,amú,veltui
964,vergebens::ADV,amú,bergždžiai
965,vergebens::ADV,in aisce,veltui
966,vergebens::ADV,in aisce,bergždžiai
967,vor::PRP,ar thosach,prieš
968,hinter::PRP,laistiar de,už
969,hinter::PRP,taobh thiar de,už
970,unter::PRP,faoi,po
971,durch::PRP,trí,pro
972,durch::PRP,trí,per
973,neben::PRP,taobh le,prie
974,neben::PRP,taobh le,šalia
975,neben::PRP,in aice le,prie
976,neben::PRP,in aice le,šalia
977,zwischen::PRP,idir,tarp
978,wegen::PRP,de bharr,dėl
979,wegen::PRP,de bharr,dėlei
980,wegen::PRP,mar gheall ar,dėl
981,wegen::PRP,mar gheall ar,dėlei
982,dies::PRN,seo,šis
983,dies::PRN,seo,šitas
984,das::PRN,sin,tat
985,alles::PRN,gach rud,visas
986,ich::PRN,mé,aš
987,ich::PRN,mise,aš
988,du::PRN,tú,tu
989,du::PRN,tusa,tu
990,er::PRN,sé,jis
991,er::PRN,seisean,jis
992,wir::PRN,sinn,mes
993,ihr::PRN,sibh,jūs
994,ihr::PRN,sibhse,jūs
995,sie::PRN,siad,ji
996,sie::PRN,siad,jos
997,sie::PRN,siadsan,ji
998,sie::PRN,siadsan,jos
999,was::FPRN,cad,kas
1000,was::FPRN,céard,kas
1001,wer::FPRN,cé,kas
1002,wo::FADV,cá,kur
1003,wo::FADV,cén áit,kur
1004,wohin::FADV,cá,kur
1005,wohin::FADV,cá,kur link
1006,wohin::FADV,cén áit,kur
1007,wohin::FADV,cén áit,kur link
1008,wie::FADV,conas,kaip
1009,wie::FADV,cén chaoi,kaip
1010,warum::FADV,cén fáth,kod̃ėl
1011,warum::FADV,cén fáth,dėl ko
1012,warum::FADV,cad chuige,kod̃ėl
1013,warum::FADV,cad chuige,dėl ko
1014,wieviel::FNUM,cá mhéad,kiek
1015,eins::NUM,aon,vienas
1016,zwei::NUM,dhá,du
1017,drei::NUM,trí,trys
1018,vier::NUM,ceathair,keturi
1019,fünf::NUM,cúig,penki
1020,sechs::NUM,sé,šeši
1021,sieben::NUM,seacht,septyni
1022,acht::NUM,ocht,aštuoni
1023,neun::NUM,naoi,devyni
1024,zehn::NUM,deich,dešimt
1025,elf::NUM,aon déag,vienuolika
1026,zwölf::NUM,dó dhéag,dvylika
1027,zwanzig::NUM,fiche,dvidešimt
1028,dreißig::NUM,tríocha,trisdešimt
1029,vierzig::NUM,daichead,keturiasdešimt
1030,vierzig::NUM,ceathracha,keturiasdešimt
1031,fünfzig::NUM,caoga,penkiasdešimt
1032,sechzig::NUM,seasca,šešiasdešimt
1033,siebzig::NUM,seachtó,septyniasdešimt
1034,achtzig::NUM,ochtó,aštuoniasdešimt
1035,neunzig::NUM,nócha,devyniasdešimt
1036,hundert::NUM,céad,šimtas
1037,tausend::NUM,míle,tūkstantis
1038,und::CNJ,agus,ĩr
1039,oder::CNJ,nó,ar
1040,oder::CNJ,nó,arba
1041,stehen::V,seas,stovėti
1042,sitzen::V,suigh,sėdėti
1043,liegen::V,luigh,gulėti
1044,hängen::V,tá crochta,kyboti
1045,hängen::V,tá crochta,kabėti
1046,werden::V,éirigh,taptis
1047,werden::V,éirigh,darytis
1048,passieren::V,tarlaigh,atsitikti
1049,passieren::V,tarlaigh,pasitaikyti
1050,beginnen::V,tosaigh,prasid́ėti
1051,enden::V,críochnaigh,baigtis
1052,wechseln::V,athraigh,keistis
1053,wechseln::V,athraigh,pasikeisti
1054,aufgehen[Sonne]::V,éirigh,tekėti
1055,aufgehen[Sonne]::V,éirigh,patekėti
1056,untergehen[Sonne]::V,fuin,leistis
1057,untergehen[Sonne]::V,fuin,nusileisti
1058,untergehen[Sonne]::V,téigh faoi,leistis
1059,untergehen[Sonne]::V,téigh faoi,nusileisti
1060,scheinen[Sonne]::V,taitin,šviesti
1061,scheinen[Sonne]::V,soilsigh,šviesti
1062,donnern::V,tá toirneach ann,griausti
1063,donnern::V,tá toirneach ann,griaudėti
1064,wehen::V,séid,pūsti
1065,strömen::V,sil,lietis
1066,strömen::V,sil,plūsti
1067,fließen::V,rith,tekėti
1068,fließen::V,snigh,tekėti
1069,sich drehen::V,cas,suktis
1070,sich drehen::V,cas,pasisukti
1071,sich drehen::V,imrothlaigh,suktis
1072,sich drehen::V,imrothlaigh,pasisukti
1073,schwanken::V,luasc,svyruoti
1074,schwingen::V,luasc,suptis
1075,fallen::V,tit,pulti
1076,fallen::V,tit,kristi
1077,brennen::V,dóigh,degti
1078,rauchen::V,plúch toite,rūkyti
1079,regnen::V,báistigh,lyti
1080,regnen::V,tá ag cur báistí,lyti
1081,gefrieren::V,sioc,užšalti
1082,gefrieren::V,reoigh,užšalti
1083,tauen::V,leáigh,tirpti
1084,tauen::V,coscair,tirpti
1085,schmelzen::V,leáigh,lydytis
1086,trocknen::V,triomaigh,džiūti
1087,sieden::V,fiuch,virti
1088,sieden::V,beirigh,virti
1089,faulen::V,lobh,pūti
1090,faulen::V,dreoigh,pūti
1091,verfaulen::V,lobh,švinkti
1092,verfaulen::V,feoigh,švinkti
1093,reißen::V,bris,plyšti
1094,reißen::V,bris,trūkti
1095,versinken::V,téigh síos,skę̃sti
1096,versinken::V,téigh síos,grimzti
1097,vergehen::V,téigh thart,praeiti
1098,erscheinen::V,tar,pasirodyti
1099,verschwinden::V,imigh,dingti
1100,verschwinden::V,imigh,išnykti
1101,verschwinden::V,imigh,pranykti
1102,sinken::V,tit,kristi
1103,sinken::V,ísligh,kristi
1104,abnehmen::V,maolaigh,mažėti
1105,abnehmen::V,maolaigh,silpnėti
1106,abnehmen::V,laghdaigh,mažėti
1107,abnehmen::V,laghdaigh,silpnėti
1108,zunehmen::V,méadaigh,didėti
1109,zunehmen::V,méadaigh,padaugėti
1110,steigen::V,éirigh,kilti
1111,wachsen::V,fás,augti
1112,glänzen::V,lonraigh,blizgėti
1113,funkeln::V,drithligh,žibėti
1114,lärmen::V,tóg callán,triukšmauti
1115,läuten::V,buail,skambinti
1116,klingeln::V,buail,skambinti
1117,klirren::V,cling,žvangėti
1118,brausen::V,búir,šniokšti
1119,rauschen::V,tá ag siosarnach,ošti
1120,rauschen::V,tá ag siosarnach,šlamėti
1121,klingen::V,tá glór ag,skardėti
1122,bellen::V,amhastraigh,loti
1123,heulen::V,glam,kaukti
1124,heulen::V,glam,staugti
1125,blasen::V,séid,pūsti
1126,pfeifen::V,lig fead,švilpti
1127,pfeifen::V,lig fead,švilpauti
1128,schreien::V,béic,šaukti
1129,schreien::V,glaoigh,šaukti
1130,stöhnen::V,lig cnead,dejuoti
1131,stöhnen::V,lig cnead,aimanuoti
1132,zittern::V,crith,virpėti
1133,zittern::V,creathnaigh,virpėti
1134,leben::V,mair,gyventi
1135,geboren werden::V,rugadh,gimti
1136,atmen::V,análaigh,alsuoti
1137,atmen::V,análaigh,kvėpuoti
1138,trinken::V,ól,gerti
1139,essen::V,ith,valgyti
1140,schlucken::V,slog,praryti
1141,müde werden::V,tuirsigh,nuvargti
1142,müde werden::V,tuirsigh,privargti
1143,einschlafen::V,tit ina chodladh,užmigti
1144,schlafen::V,codail,miegoti
1145,aufwachen::V,múscail,pabusti
1146,aufstehen::V,éirigh,keltis
1147,aufstehen::V,éirigh,atsikelti
1148,sich erholen::V,lig scíth,pailsėti
1149,sich erholen::V,lig scíth,poilsiauti
1150,krank werden::V,éirigh tinn,susirgti
1151,krank sein::V,tá tinn,sirgti
1152,schmerzen::V,tá pian i,sopėti
1153,schmerzen::V,tá pian i,skaudėti
1154,husten::V,déan casacht,kosėti
1155,genesen::V,téarnaigh,sveikti
1156,genesen::V,téarnaigh,taisytis
1157,sterben::V,éag,mirti
1158,sterben::V,éag,numirti
1159,sterben::V,faigh bás,mirti
1160,sterben::V,faigh bás,numirti
1161,umkommen::V,caill,žūti
1162,sich bewegen::V,bog,judėti
1163,sich bewegen::V,bog,pasijudinti
1164,sich bewegen::V,gluais,judėti
1165,sich bewegen::V,gluais,pasijudinti
1166,sich rühren::V,corraigh,krutėti
1167,sich erheben::V,seas suas,pakilti
1168,sich erheben::V,seas suas,atsikelti
1169,sich setzen::V,suigh,sėstis
1170,sich setzen::V,suigh,atsisėsti
1171,hinfallen::V,tit,parkristi
1172,hinfallen::V,tit,pargriūti
1173,laufen::V,siúil,eiti
1174,schreiten::V,siúil,žengti
1175,schreiten::V,siúil,žingsniuoti
1176,spazierengehen::V,téigh ag spaisteoireacht,pasivaikščioti
1177,eilen::V,deifrigh,skubėti
1178,eilen::V,brostaigh,skubėti
1179,sich beeilen::V,deifrigh,paskub́ėti
1180,sich beeilen::V,deifrigh,pasiskubinti
1181,sich beeilen::V,déan deifir,paskub́ėti
1182,sich beeilen::V,déan deifir,pasiskubinti
1183,sausen::V,luathaigh,dumti
1184,sausen::V,luathaigh,lėkti
1185,rennen::V,rith,bėgti
1186,springen::V,léim,šokti
1187,klettern::V,dreap,kopti
1188,schaukeln::V,téigh ar an maide corrach,supti
1189,schaukeln::V,téigh ar an maide corrach,linguoti
1190,kriechen::V,snámh,ropoti
1191,kriechen::V,snámh,šliaužti
1192,schwimmen::V,snámh,plaukti
1193,tauchen::V,tum,nerti
1194,rudern::V,iomair,irtis
1195,rudern::V,iomair,irkluoti
1196,rudern::V,rámhaigh,irtis
1197,rudern::V,rámhaigh,irkluoti
1198,fahren::V,tiomáin,važiuoti
1199,fahren::V,tiomáin,važinėti
1200,fliegen::V,eitil,lėkti
1201,fliegen::V,eitil,skristi
1202,gehen::V,téigh,eiti
1203,weggehen::V,imigh,išeiti
1204,abfahren::V,imigh,išvykti
1205,abfahren::V,imigh,išvažiuoti
1206,anhalten::V,stad,sustoti
1207,hineingehen::V,téigh isteach,įeiti
1208,eintreten::V,téigh isteach,įžengti
1209,kommen::V,tar,ateiti
1210,ankommen::V,tar,ateiti
1211,zurückkommen::V,fill,grį̃žti
1212,zurückkommen::V,fill,sugrį̃žti
1213,bleiben::V,fan,likti
1214,bleiben::V,fan,pasilikti
1215,warten::V,fan,laukti
1216,erwarten::V,tá ag súil le,laukti
1217,erwarten::V,tá ag dréim le,laukti
1218,suchen::V,lorg,ieškoti
1219,finden::V,faigh,rasti
1220,finden::V,faigh,surasti
1221,finden::V,aimsigh,rasti
1222,finden::V,aimsigh,surasti
1223,versuchen::V,triail,mėginti
1224,vorbereiten::V,réitigh,rengti
1225,lieben::V,gráigh,myĺėti
1226,mögen::V,taitin le,ḿėgti
1227,mögen::V,taitin le,patikti
1228,mögen::V,is maith le,ḿėgti
1229,mögen::V,is maith le,patikti
1230,lachen::V,gáir,juoktis
1231,rühren::V,téigh i bhfeidhm ar,jaudinti
1232,rühren::V,téigh i bhfeidhm ar,graudinti
1233,weinen::V,goil,verkti
1234,weinen::V,caoin,verkti
1235,schimpfen::V,tá ag clamhsán,bartis
1236,sich ärgern::V,tá corraithe,pykti
1237,sich ärgern::V,tá corraithe,apmaudauti
1238,sich fürchten::V,tá eagla ar,bijoti
1239,sich fürchten::V,tá eagla ar,baimintis
1240,fürchten::V,tá eagla ar,bijoti
1241,fürchten::V,tá eagla ar,baimintis
1242,fliehen::V,teith,bėgti
1243,fliehen::V,teith,sprukti
1244,flüchten::V,éalaigh,pabėgti
1245,sehen::V,feic,žiūŕėti
1246,anschauen::V,dearc,žiūŕėti
1247,anschauen::V,féach ar,žiūŕėti
1248,ansehen::V,breathnaigh,žiūrėti į
1249,ansehen::V,breathnaigh,pažiūrėti į
1250,hören::V,cluin,girdėti
1251,zuhören::V,éist,klausytis
1252,probieren::V,bliais,ragauti
1253,probieren::V,bliais,paragauti
1254,riechen::V,bolaigh,uosti
1255,riechen::V,bolaigh,užuosti
1256,fühlen::V,braith,justi
1257,fühlen::V,braith,jausti
1258,fühlen::V,braith,pajusti
1259,fühlen::V,mothaigh,justi
1260,fühlen::V,mothaigh,jausti
1261,fühlen::V,mothaigh,pajusti
1262,scheinen::V,tá an chuma ar,rodytis
1263,scheinen::V,tá an chuma ar,atrodyti
1264,zu sehen sein::V,tá le feiceáil,pasirodyti
1265,vernehmen::V,clois,išgirsti
1266,frieren::V,tá fuar,šalti
1267,tun::V,déan,daryti
1268,können::V,féad,galėti
1269,können::V,féad,pajėgti
1270,können::V,is féidir le,galėti
1271,können::V,is féidir le,pajėgti
1272,wollen::V,tá ag iarraidh,norėti
1273,anfangen::V,tosaigh,pradėti
1274,anfangen::V,tosaigh,prasid́ėti
1275,anfangen::V,cuir tús le,pradėti
1276,anfangen::V,cuir tús le,prasid́ėti
1277,beenden::V,críochnaigh,baigti
1278,beenden::V,críochnaigh,užbaigti
1279,beenden::V,cuir deireadh le,baigti
1280,beenden::V,cuir deireadh le,užbaigti
1281,aufhören::V,stad,liautis
1282,gelingen::V,éirigh le,pavykti
1283,gelingen::V,éirigh le,pasisekti
1284,geraten::V,tá deireadh ar,nusisekti
1285,öffnen::V,oscail,atverti
1286,öffnen::V,oscail,atidaryti
1287,schließen::V,dún,uždaryti
1288,schließen::V,iaigh,uždaryti
1289,stellen::V,cuir,statyti
1290,stellen::V,cuir,pastatyti
1291,setzen::V,cuir,sodinti
1292,setzen::V,cuir,pasodinti
1293,setzen::V,socraigh,sodinti
1294,setzen::V,socraigh,pasodinti
1295,legen::V,cuir,dėti
1296,legen::V,cuir,pad́ėti
1297,berühren::V,teagmhaigh le,liesti
1298,berühren::V,teagmhaigh le,paliesti
1299,verbinden::V,ceangail,jungti
1300,verbinden::V,ceangail,surišti
1301,bedecken::V,clúdaigh,uždengti
1302,bedecken::V,cumhdaigh,uždengti
1303,aufhängen::V,croch,pakarti
1304,aufhängen::V,croch,pakabinti
1305,anzünden::V,las,padegti
1306,anzünden::V,adhain,padegti
1307,aufheben::V,tóg,pakelti
1308,aufheben::V,ardaigh,pakelti
1309,zurücklassen::V,fág,palikti
1310,verlieren::V,caill,pamesti
1311,fallen lassen::V,lig uait,atsisakyti
1312,fallen lassen::V,caith uait,atsisakyti
1313,machen::V,déan,dirbti
1314,machen::V,réitigh,dirbti
1315,herstellen::V,táirg,gaminti
1316,bauen::V,tóg,statyti
1317,bauen::V,tóg,pastatyti
1318,reparieren::V,deisigh,taisyti
1319,reparieren::V,deisigh,remontuoti
1320,verbessern::V,feabhsaigh,gerinti
1321,verbessern::V,feabhsaigh,ištaisyti
1322,ändern::V,athraigh,keisti
1323,ändern::V,athraigh,pakeisti
1324,graben::V,tochail,kasti
1325,beugen::V,crom,lenkti
1326,beugen::V,crom,palenkti
1327,biegen::V,lúb,lenkti
1328,biegen::V,lúb,palenkti
1329,drehen::V,cas,sukti
1330,wenden::V,tiontaigh,kreipti
1331,wenden::V,tiontaigh,pakreipti
1332,umdrehen::V,iompaigh,sukti
1333,umdrehen::V,iompaigh,apversti
1334,umdrehen::V,tiontaigh,sukti
1335,umdrehen::V,tiontaigh,apversti
1336,heben::V,ardaigh,kelti
1337,heben::V,ardaigh,pakelti
1338,hochheben::V,tóg,pakelti
1339,ergreifen::V,beir ar,čiupti
1340,ergreifen::V,beir ar,griebti
1341,halten::V,coimeád,laikyti
1342,halten::V,coimeád,palaikyti
1343,halten::V,coinnigh,laikyti
1344,halten::V,coinnigh,palaikyti
1345,drücken::V,brúigh,spausti
1346,schieben::V,brúigh,stumti
1347,kratzen::V,scríob,kasyti
1348,kratzen::V,scríob,grandyti
1349,lecken::V,ligh,laižyti
1350,lecken::V,leadhb,laižyti
1351,beißen::V,bain greim as,kandžioti
1352,abreißen::V,stróic,nuplėšti
1353,abreißen::V,tarraing,nuplėšti
1354,abschneiden::V,scoith,atpjauti
1355,abschneiden::V,scoith,atkirpti
1356,binden::V,ceangail,rišti
1357,binden::V,ceangail,surišti
1358,stecken::V,sáigh,kišti
1359,stecken::V,sáigh,įkišti
1360,brechen::V,bris,lūžti
1361,brechen::V,bris,laužyti
1362,klopfen::V,cnag,belsti
1363,klopfen::V,cnag,barbenti
1364,hauen::V,buail,mušti
1365,kleben::V,gliúáil,lipdyti
1366,kleben::V,gliúáil,klijuoti
1367,reiben::V,cuimil,trinti
1368,reiben::V,cuimil,tarkuoti
1369,streichen::V,leath,tepti
1370,streichen::V,leath,užtepti
1371,schleifen::V,líomh,galą́sti
1372,schneiden::V,gearr,pjauti
1373,schneiden::V,gearr,kirpti
1374,rütteln::V,croith,purtyti
1375,schütteln::V,croith,purtyti
1376,schwenken::V,luasc,mojuoti
1377,schütten::V,doirt,pilti
1378,schütten::V,doirt,berti
1379,füllen::V,líon,pildyti
1380,füllen::V,líon,pripildyti
1381,einwickeln::V,cuach,įvynioti
1382,einwickeln::V,cuach,suvynioti
1383,einwickeln::V,clúdaigh,įvynioti
1384,einwickeln::V,clúdaigh,suvynioti
1385,tragen::V,iompair,nešti
1386,tragen::V,iompair,nešioti
1387,schleppen::V,tarraing,vilkti
1388,ziehen::V,tarraing,tempti
1389,aufbewahren::V,coinnigh,laikyti
1390,werfen::V,caith,mesti
1391,werfen::V,caith,sviesti
1392,fangen::V,ceap,sugauti
1393,packen::V,beir ar,čiupti
1394,packen::V,beir ar,griebti
1395,verstecken::V,folaigh,slėpti
1396,verstecken::V,folaigh,slapstyti
1397,verstecken::V,cuir i bhfolach,slėpti
1398,verstecken::V,cuir i bhfolach,slapstyti
1399,teilen::V,roinn,dalyti
1400,teilen::V,roinn,padalyti
1401,schicken::V,seol,sių̃sti
1402,schicken::V,seol,pasių̃sti
1403,bringen::V,beir,atnešti
1404,bringen::V,tabhair,atnešti
1405,hinzufügen::V,cuir le,pridėti
1406,bekommen::V,faigh,gauti
1407,erhalten::V,faigh,gauti
1408,nehmen::V,tóg,paimti
1409,nehmen::V,glac,paimti
1410,wählen::V,pioc,rinkti
1411,wählen::V,pioc,išsirinkti
1412,wählen::V,roghnaigh,rinkti
1413,wählen::V,roghnaigh,išsirinkti
1414,auswählen::V,roghnaigh,išrinkti
1415,bewahren::V,caomhnaigh,išsaugoti
1416,behindern::V,cuir bac ar,trukdyti
1417,verderben::V,mill,sugadinti
1418,beschädigen::V,loit,žaloti
1419,beschädigen::V,loit,gadinti
1420,beschädigen::V,déan damáiste do,žaloti
1421,beschädigen::V,déan damáiste do,gadinti
1422,zerbrechen::V,bris,sukulti
1423,zerbrechen::V,bris,sudaužyti
1424,zerreißen::V,stiall,perplėšti
1425,zerreißen::V,stiall,suplėšyti
1426,zerstören::V,mill,suardyti
1427,zerstören::V,mill,sugriauti
1428,zerstören::V,scrios,suardyti
1429,zerstören::V,scrios,sugriauti
1430,verbrennen::V,las,deginti
1431,verbrennen::V,las,sudeginti
1432,verbrennen::V,dóigh,deginti
1433,verbrennen::V,dóigh,sudeginti
1434,geben::V,tabhair,duoti
1435,geben::V,tabhair,paduoti
1436,reichen::V,sín,paduoti
1437,reichen::V,cuir,paduoti
1438,schenken::V,bronn,dovanoti
1439,schenken::V,tabhair,dovanoti
1440,versprechen::V,geall,žadėti
1441,versprechen::V,geall,pažadėti
1442,wünschen::V,guigh,norėti
1443,wünschen::V,guigh,linḱėti
1444,loben::V,mol,girti
1445,loben::V,mol,pagirti
1446,küssen::V,póg,bučiuoti
1447,wiegen::V,bog,supti
1448,wiegen::V,luasc,supti
1449,zudecken::V,clúdaigh,užkloti
1450,zudecken::V,clúdaigh,uždengti
1451,wecken::V,dúisigh,žadinti
1452,zeigen::V,taispeáin,rodyti
1453,führen::V,treoraigh,vesti
1454,führen::V,treoraigh,vadovauti
1455,lehren::V,múin,mokyti
1456,lehren::V,múin,išmokyti
1457,lehren::V,teagasc,mokyti
1458,lehren::V,teagasc,išmokyti
1459,unterrichten::V,múin,dėstyti
1460,unterrichten::V,teagasc,dėstyti
1461,aufziehen::V,tóg,išauginti
1462,leiten::V,tá i gceannas ar,valdyti
1463,leiten::V,tá i gceannas ar,vadovauti
1464,antreiben::V,gríosaigh,uiti
1465,antreiben::V,gríosaigh,raginti
1466,antreiben::V,gríosaigh,skubinti
1467,lassen::V,cuir ag,paliepti
1468,einladen::V,cuir cuireadh ar,kviesti
1469,einladen::V,cuir cuireadh ar,pakviesti
1470,vereinigen::V,aontaigh,sujungti
1471,vereinigen::V,aontaigh,suvienyti
1472,besuchen::V,tabhair cuairt ar,lankyti
1473,besuchen::V,tabhair cuairt ar,aplankyti
1474,treffen::V,cas ar,sutikti
1475,treffen::V,cas ar,pasitikti
1476,treffen::V,buail le,sutikti
1477,treffen::V,buail le,pasitikti
1478,sich versammeln::V,bailigh,susirinkti
1479,sich versammeln::V,cruinnigh,susirinkti
1480,spielen::V,imir,groti
1481,spielen::V,imir,žaisti
1482,spielen::V,tá ag spraoi,groti
1483,spielen::V,tá ag spraoi,žaisti
1484,singen::V,can,dainuoti
1485,tanzen::V,rinc,šokti
1486,tanzen::V,damhsaigh,šokti
1487,sich trennen::V,scar,skirtis
1488,sich trennen::V,scar,išsiskirti
1489,verlassen::V,fág,palikti
1490,retten::V,tarrtháil,gelbėti
1491,bewachen::V,cosain,sergėti
1492,bewachen::V,gardáil,sergėti
1493,schützen::V,cosain,ginti
1494,schützen::V,cosain,apginti
1495,verteidigen::V,cosain,ginti
1496,verteidigen::V,cosain,apginti
1497,sich schlagen::V,tá ag bruíon,muštis
1498,schießen::V,caith,šauti
1499,schießen::V,caith,šaudyti
1500,schießen::V,scaoil,šauti
1501,schießen::V,scaoil,šaudyti
1502,siegen::V,bain,nugalėti
1503,siegen::V,buaigh,nugalėti
1504,ärgern::V,cuir isteach ar,pykinti
1505,schlagen::V,buail,mušti
1506,schlagen::V,buail,smogti
1507,schlagen::V,buail,trenkti
1508,treten::V,ciceáil,mygti
