,Concept_ID,ka,eu
148,Festland::N,ხმელეთი,lehor
149,Meer::N,ზღვა,itsaso
150,Bucht::N,ყურე,golko
151,Insel::N,კუნძული,irla
152,Insel::N,კუნძული,uharte
153,Blume::N,ყვავილი,lili
154,Gras::N,ბალახი,belar
155,Wurzel::N,ძირი,zuztar
156,Wurzel::N,ძირი,sustrai
157,Wurzel::N,ფესვი,zuztar
158,Wurzel::N,ფესვი,sustrai
159,Baum::N,ხე,zuhaitz
160,Stamm::N,ტანი,enbor
161,Rinde::N,ქერქი,azal
162,Ast::N,ტოტი,adar
163,Zweig::N,შტო,abar
164,Blatt::N,ფოთოლი,hosto
165,Birke::N,არყი,urki
166,Kiefer[Baum]::N,ფიჭვი,ler
167,Weide[Baum]::N,ტირიფი,zume
168,Weide[Baum]::N,ტირიფი,sahats
169,Tanne::N,ნაძვი,izei
170,Horn::N,რქა,adar
171,Feder::N,ფრთა,luma
172,Feder::N,ფრთა,hegaki
173,Fell::N,ტყავი,ile
174,Fell::N,ტყავი,larru
175,Flügel::N,ფრთა,hego
176,Klaue::N,კლანჭი,atzapar
177,Kralle::N,ტორი,erpe
178,Kralle::N,ტორი,atzapar
179,Schwanz::N,კუდი,isats
180,Schwanz::N,კუდი,buztan
181,Ei::N,კვერცხი,arrautza
182,Nest::N,ბუდე,habia
183,Bau::N,სორო,ohantze
184,Tier::N,ნადირი,abere
185,Tier::N,ნადირი,piztia
186,Tier::N,ცხოველი,abere
187,Tier::N,ცხოველი,piztia
188,Herde::N,ფარა,saldo
189,Herde::N,ფარა,abere talde
190,Kuh::N,ფური,behi
191,Kuh::N,ძროხა,behi
192,Bulle::N,ხარი,zezen
193,Pferd::N,რაში,zaldi
194,Pferd::N,ცხენი,zaldi
195,Schaf::N,ცხვარი,ardi
196,Schwein::N,ღორი,urde
197,Schwein::N,ღორი,txerri
198,Hund::N,ძაღლი,txakur
199,Katze::N,კატა,katu
200,Bär::N,დათვი,hartz
201,Eichhörnchen::N,ციყვი,urtxintxa
202,Elch::N,ცხენ-ირემი,altze
203,Fuchs::N,მელა,azeri
204,Hase::N,კურდღელი,erbi
205,Maus::N,თაგვი,sagu
206,Wolf::N,მგელი,otso
207,Vogel::N,ჩიტი,txori
208,Vogel::N,ჩიტი,hegazti
209,Vogel::N,ფრინველი,txori
210,Vogel::N,ფრინველი,hegazti
211,Schwarm::N,გუნდი,aldra
212,Huhn::N,დედალი,oilo
213,Hahn::N,მამალი,oilar
214,Gans::N,ბატი,antzara
215,Adler::N,არწივი,arrano
216,Ente::N,იხვი,ahate
217,Eule::N,ბუ,hontza
218,Kranich::N,წერო,kurrilo
219,Krähe::N,ყვავი,bele
220,Kuckuck::N,გუგული,kuku
221,Schwan::N,გედი,beltxarga
222,Fisch::N,თევზი,arrain
223,Barsch::N,ქორჭილა,perka
224,Hecht::N,ქარიყლაპია,lutxo
225,Schlange[Tier]::N,გველი,suge
226,Wurm::N,ჭია,har
227,Spinne::N,ობობა,armiarma
228,Ameise::N,ჭიანჭველა,inurri
229,Laus::N,ტილი,zorri
230,Laus::N,მკბენარი,zorri
231,Mücke::N,კოღო,eltxo
232,Fliege::N,ბუზი,euli
233,Schmetterling::N,პეპელა,pinpirin
234,Schmetterling::N,პეპელა,tximeleta
235,Beere::N,კენკრა,baia
236,Apfel::N,ვაშლი,sagar
237,Pilz::N,სოკო,onddo
238,Pilz::N,სოკო,perretxiko
239,Zwiebel::N,ხახვი,tipula
240,Saat::N,თესლი,haziak
241,Korn::N,მარცვალი,ale
242,Korn::N,მარცვალი,pikor
243,Heu::N,თივა,belar ondu
244,Schale::N,ჩენჩო,azal
245,Grube::N,ორმო,hobi
246,Falle::N,ხაფანგი,harrapagailu
247,Schlinge::N,მახე,bilur
248,Schlinge::N,მახე,xedera
249,Spur::N,კვალი,lorratz
250,Asche::N,ფერფლი,errauts
251,Dreck::N,ტალახი,satsukeria
252,Dreck::N,სიბინძურე,satsukeria
253,Eisen::N,რკინა,burdina
254,Gold::N,ოქრო,urre
255,Gold::N,ოქრო,urregorri
256,Silber::N,ვერცხლი,zilar
257,Silber::N,ვერცხლი,urrezuri
258,Kohle::N,ნახშირი,ikatz
259,Glas::N,მინა,beira
260,Lehm::N,თიხა,buztin
261,Sand::N,ქვიშა,harea
262,Sand::N,ქვიშა,hondar
263,Mensch::N,ადამიანი,gizaki
264,Mann::N,კაცი,gizon
265,Frau::N,ქალი,andere
266,Frau::N,ქალი,emakume
267,Kind::N,ბავშვი,haur
268,Junge::N,ვაჟი,mutil
269,Mädchen::N,გოგო,neska
270,Familie::N,ოჯახი,sendi
271,Familie::N,ოჯახი,familia
272,Großvater::N,პაპა,aitona
273,Großvater::N,პაპა,aitatxi
274,Großvater::N,ბაბუა,aitona
275,Großvater::N,ბაბუა,aitatxi
276,Großmutter::N,ბებია,amona
277,Großmutter::N,ბებია,amatxi
278,Großmutter::N,დიდედა,amona
279,Großmutter::N,დიდედა,amatxi
280,Eltern::N,მშობლები,gurasoak
281,Vater::N,მამა,aita
282,Mutter::N,დედა,ama
283,Sohn::N,ვაჟიშვილი,seme
284,Tochter::N,ქალიშვილი,alaba
285,Bruder::N,ძმა,neba
286,Bruder::N,ძმა,anaia
287,Schwester::N,და,ahizpa
288,Onkel::N,ბიძა,osaba
289,Tante::N,დეიდა,izeba
290,Tante::N,მამიდა,izeba
291,Ehemann::N,ქმარი,senar
292,Ehefrau::N,ცოლი,emazte
293,Freude::N,სიხარული,poz
294,Freude::N,სიხარული,pozkari
295,Gelächter::N,სიცილი,barre
296,Gelächter::N,სიცილი,karkara
297,Glück::N,ბედნიერება,zori
298,Kummer::N,მწუხარება,xangrin
299,Kummer::N,მწუხარება,atsekabe
300,Wunsch::N,წადილი,nahi
301,Wunsch::N,წადილი,nahikunde
302,Wunsch::N,სურვილი,nahi
303,Wunsch::N,სურვილი,nahikunde
304,Lust::N,წადილი,gogo
305,Geist::N,სული,gogo
306,Gedanke::N,ფიქრი,gogoeta
307,Gedächtnis::N,მეხსიერება,oroimen
308,Gedächtnis::N,მეხსიერება,gogoramen
309,Verstand::N,ჭკუა,adimen
310,Verstand::N,ჭკუა,ulermen
311,Verstand::N,გონება,adimen
312,Verstand::N,გონება,ulermen
313,Sinn::N,მნიშვნელობა,zentzu
314,Grund::N,მიზეზი,zergati
315,Wahrheit::N,სიმართლე,egia
316,Wahrheit::N,ჭეშმარიტება,egia
317,Gespräch::N,ბაასი,hizketa
318,Gespräch::N,ბაასი,elkarrizketa
319,Gespräch::N,საუბარი,hizketa
320,Gespräch::N,საუბარი,elkarrizketa
321,Märchen::N,არაკი,ipuin
322,Märchen::N,ზღაპარი,ipuin
323,Erzählung::N,თქმულება,edesti
324,Erzählung::N,თქმულება,kontakizun
325,Nachricht::N,ცნობა,albiste
326,Nachricht::N,ამბავი,albiste
327,Neuigkeit::N,სიახლე,berri
328,Name::N,სახელი,izen
329,Rätsel::N,გამოცანა,asmakizun
330,Rede::N,სიტყვა,hitzaldi
331,Rede::N,სიტყვა,mintzaldi
332,Sprache::N,ენა,hizkuntza
333,Stimme::N,ხმა,ahots
334,Wort::N,სიტყვა,hitz
335,Zeichen::N,ნიშანი,agerbide
336,Zeichen::N,ნიშანი,agergarri
337,Ruf::N,ძახილი,dei
338,Lärm::N,ხმაური,zarata
339,Lärm::N,ხმაური,harrabots
340,Laut::N,ხმა,hots
341,Laut::N,ბგერა,hots
342,Ton::N,ტონი,tonu
343,Ton::N,ტონი,soinu
344,Lied::N,სიმღერა,abesti
345,Ruhe::N,სიწყნარე,nasaitasun
346,Leute::N,ადამიანები,jende
347,Volk::N,ერი,herri
348,Volk::N,ერი,populu
349,Volk::N,ხალხი,herri
350,Volk::N,ხალხი,populu
351,Arbeit::N,მუშაობა,lan
352,Gast::N,სტუმარი,arrotz
353,Gast::N,სტუმარი,apopilo
354,Geschenk::N,საჩუქარი,opari
355,Spiel::N,თამაში,jolas
356,Gesellschaft::N,საზოგადოება,gizarte
357,Hilfe::N,შველა,helpide
358,Hilfe::N,შველა,laguntza
359,Hilfe::N,დახმარება,helpide
360,Hilfe::N,დახმარება,laguntza
361,Freund::N,მეგობარი,lagun
362,Kamerad::N,ამხანაგი,adiskide
363,Kamerad::N,ამხანაგი,lagunkide
364,Angelegenheit::N,საქმე,afera
365,Anzahl::N,ოდენობა,kopuru
366,Art::N,სახეობა,mota
367,Stück::N,ნატეხი,puska
368,Teil::N,წილი,atal
369,Hälfte::N,ნახევარი,erdi
370,Kreis::N,წრე,biribilki
371,Kreuz::N,ჯვარი,gurutze
372,Linie::N,ხაზი,linea
373,Strich::N,შტრიხი,marra
374,Abstand::N,მანძილი,tarte
375,Entfernung::N,სიშორე,urrunera
376,Gegend::N,არე,alderdi
377,Gegend::N,არე,eskualde
378,Gegend::N,მხარე,alderdi
379,Gegend::N,მხარე,eskualde
380,Platz::N,ფართობი,leku
381,Ort::N,ადგილი,toki
382,Seite::N,მხარე,albo
383,Mitte::N,შუა,erdi
384,Gegenstand::N,საგანი,gauzaki
385,Sache::N,ნივთი,gauza
386,Rand::N,კიდე,ertz
387,Kante::N,ნაწიბული,ertz
388,Ecke::N,კუთხე,kantoi
389,Spitze::N,წვეტი,punta
390,Ende::N,ბოლო,buru
391,Ende::N,ბოლო,mutur
392,Loch::N,ხვრელი,zulo
393,Winkel::N,კუთხე,zoko
394,Winkel::N,კუთხე,bazter
395,Muster::N,მოხატულობა,eredu
396,Muster::N,მოხატულობა,marrazki
397,Größe::N,ზომა,kaizu
398,Größe::N,ზომა,tamaina
399,Größe::N,სიდიდე,kaizu
400,Größe::N,სიდიდე,tamaina
401,Länge::N,სიგრძე,luzera
402,Höhe::N,სიმაღლე,goiera
403,Höhe::N,სიმაღლე,garaiera
404,Gewicht::N,წონა,hazta
405,Menge::N,რაოდენობა,kopuru
406,Haufen::N,გროვა,pila
407,Haufen::N,გროვა,mendoi
408,Reihe::N,რიგი,ilara
409,Reihe::N,რიგი,errenkada
410,Reihe::N,წყება,ilara
411,Reihe::N,წყება,errenkada
412,Boot::N,გემი,potin
413,Boot::N,გემი,txalupa
414,Ruder::N,ხოფი,arraun
415,Ruder::N,ნიჩაბი,arraun
416,Schlitten::N,მარხილი,lera
417,Schlitten::N,მარხილი,narra
418,Ski::N,თხილამური,eski
419,Lagerfeuer::N,კოცონი,su
420,Last::N,ტვირთი,zama
421,Last::N,ტვირთი,karga
422,Gang::N,სვლა,ibilera
423,Schritt::N,ბიჯი,pauso
424,Schritt::N,ბიჯი,urrats
425,Norden::N,ჩრდილოეთი,ipar
426,Norden::N,ჩრდილოეთი,iparralde
427,Süden::N,სამხრეთი,hego
428,Süden::N,სამხრეთი,hegoalde
429,Westen::N,დასავლეთი,sartalde
430,Westen::N,დასავლეთი,mendebalde
431,Osten::N,აღმოსავლეთი,ekialde
432,Osten::N,აღმოსავლეთი,sortalde
433,Holz::N,ხე,zur
434,Brett::N,დაფა,ohol
435,Brett::N,ფიცარი,ohol
436,Platte::N,თლილი ქვა,lauza
437,Stütze::N,საყრდენი,irozgarri
438,Stütze::N,საყრდენი,bermagailu
439,Stange::N,ჭოკი,haga
440,Stock::N,კეტი,makila
441,Stab::N,ლატანი,makila
442,Rohr::N,მილაკი,hodi
443,Haus::N,სახლი,etxe
444,Heim::N,ოჯახის კერა,etxe
445,Heim::N,ოჯახის კერა,etxaleku
446,Ofen::N,ღუმელი,berogailu
447,Fußboden::N,იატაკი,zoru
448,Tisch::N,სუფრა,mahai
449,Tisch::N,მაგიდა,mahai
450,Stuhl::N,სკამი,aulki
451,Wiege::N,აკვანი,kuma
452,Wiege::N,აკვანი,sehaska
453,Bett::N,საწოლი,ohe
454,Bett::N,საწოლი,ohatze
455,Bett::N,სარეცელი,ohe
456,Bett::N,სარეცელი,ohatze
457,Regal::N,თაროები,apalategi
458,Kiste::N,ყუთი,kutxa
459,Kiste::N,სკივრი,kutxa
460,Fenster::N,ფანჯარა,leiho
461,Fenster::N,სარკმელი,leiho
462,Tür::N,ბჭე,ate
463,Tür::N,კარი,ate
464,Tor::N,ჭიშკარი,atari
465,Zaun::N,ღობე,hesi
466,Zaun::N,გალავანი,hesi
467,Dach::N,სახურავი,teilatu
468,Leiter::N,კიბე,zurubi
469,Besen::N,ცოცხი,erratz
470,Spaten::N,ნიჩაბი,burdinpala
471,Schaufel::N,ბარი,pala
472,Gabel::N,ჩანგალი,sardexka
473,Löffel::N,კოვზი,koilara
474,Messer::N,დანა,aizto
475,Nagel::N,ლურსმანი,iltze
476,Netz::N,ბადე,sare
477,Haken::N,კავი,mako
478,Haken::N,კაუჭი,mako
479,Griff::N,ტარი,eskutoki
480,Schloss::N,კლიტე,sarraila
481,Schloss::N,საკეტი,sarraila
482,Bild::N,სურათი,irudi
483,Figur::N,ფიგურა,figura
484,Puppe::N,თოჯინა,panpina
485,Puppe::N,თოჯინა,andrakila
486,Beutel::N,პარკი,zorro
487,Bündel::N,გალა,azao
488,Bündel::N,გალა,espal
489,Bündel::N,ასხმა,azao
490,Bündel::N,ასხმა,espal
491,Tasche::N,ჩანთა,poltsa
492,Eimer::N,ჩამჩა,treska
493,Deckel::N,ხუფი,tapa
494,Deckel::N,ხუფი,estalki
495,Deckel::N,სარქველი,tapa
496,Deckel::N,სარქველი,estalki
497,Geschirr::N,ჭურჭელი,baxera
498,Geschirr::N,ჭურჭელი,ontziteria
499,Sack::N,ტომარა,zaku
500,Tasse::N,ფინჯანი,kikara
501,Topf::N,ქოთანი,ontzi
502,Topf::N,ქოთანი,lapiko
503,Kessel::N,ქვაბი,pazia
504,Essen::N,ჭამა,janaldi
505,Nahrung::N,საზრდო,jan
506,Nahrung::N,საკვები,jan
507,Speise::N,საჭმელი,jaki
508,Fleisch::N,ხორცი,okela
509,Fleisch::N,ხორცი,haragi
510,Getreide::N,მარცვლოვანი,labore
511,Brei::N,ფაფა,ahi
512,Brei::N,ფაფა,pure
513,Brot::N,პური,ogi
514,Scheibe::N,ნაჭერი,xerra
515,Scheibe::N,ნაჭერი,pirripita
516,Fett::N,ქონი,urin
517,Fett::N,ქონი,koipe
518,Fett::N,ცხიმი,urin
519,Fett::N,ცხიმი,koipe
520,Butter::N,კარაქი,gurin
521,Öl::N,ზეთი,olio
522,Salz::N,მარილი,gatz
523,Suppe::N,სუფი,zopa
524,Suppe::N,სუფი,salda
525,Honig::N,თაფლი,ezti
526,Milch::N,რძე,esne
527,Tee::N,ჩაი,te
528,Leder::N,ტყავი,larru
529,Wolle::N,მატყლი,artile
530,Stoff::N,ქსოვილი,ehun
531,Nadel::N,ნემსი,orratz
532,Nadel::N,ნემსი,jostorratz
533,Faden::N,ძაფი,hari
534,Faden::N,მკედი,hari
535,Knopf::N,ღილი,botoi
536,Knoten::N,ნასკვი,korapilo
537,Farbe::N,საღებავი,pintura
538,Kleidung::N,ტანსაცმელი,arropa
539,Kleidung::N,ტანსაცმელი,jantziak
540,Hemd::N,ხალათი,atorra
541,Hemd::N,ხალათი,alkandora
542,Hemd::N,პერანგი,atorra
543,Hemd::N,პერანგი,alkandora
544,Kragen::N,საყელო,idun
545,Ärmel::N,სახელო,mahuka
546,Hose::N,შარვალი,prakak
547,Hose::N,შარვალი,galtzak
548,Gürtel::N,ქამარი,gerriko
549,Mütze::N,ქუდი,txano
550,Mütze::N,ქუდი,txapel
551,Schuh::N,ფეხსაცმელი,oski
552,Schuh::N,ფეხსაცმელი,oinetako
553,Stiefel::N,ჩექმა,bota
554,Ring::N,ბეჭედი,uztai
555,Band::N,ბაფთი,zinta
556,Band::N,ბაფთი,xingola
557,Kamm::N,სავარცხელი,orrazi
558,Spiegel::N,სარკე,mirail
559,Riemen::N,ღვედი,uhal
560,Schnur::N,ლარი,lokailu
561,Leine::N,ჯაჭვი,lotura
562,Decke::N,საბანი,burusi
563,Kissen::N,ბალიში,kuxin
564,Tuch::N,მაუდი,zapi
565,Tuch::N,მაუდი,oihal
566,Tuch::N,თავშალი,zapi
567,Tuch::N,თავშალი,oihal
568,Handtuch::N,ხელსახოცი,eskuzapi
569,Handtuch::N,ხელსახოცი,eskuoihal
570,Kraft::N,ძალა,indar
571,Stärke::N,ღონე,indar
572,Gesundheit::N,ჯანმრთელობა,osasun
573,Krankheit::N,სენი,eritasun
574,Krankheit::N,სენი,gaixotasun
575,Krankheit::N,ავადმყოფობა,eritasun
576,Krankheit::N,ავადმყოფობა,gaixotasun
577,Schmerz::N,ტკივილი,min
578,Wunde::N,იარი,zauri
579,Wunde::N,ჭრილობა,zauri
580,Fieber::N,ციება,sukar
581,Arznei::N,წამალი,osagai
582,Arznei::N,წამალი,sendagai
583,Brücke::N,ხიდი,zubi
584,Brunnen::N,ჭა,putzu
585,Weide::N,საძოვარი,alha
586,Weide::N,საძოვარი,bazkaleku
587,Pfad::N,ბილიკი,zidor
588,Pfad::N,ბილიკი,bidexka
589,Weg::N,გზა,bide
590,Straße::N,შარაგზა,errepide
591,Dorf::N,დაბა,herri
592,Dorf::N,სოფელი,herri
593,Stadt::N,ქალაქი,hiri
594,Brief::N,წერილი,gutun
595,Brief::N,წერილი,eskutitz
596,Buch::N,წიგნი,liburu
597,Buchstabe::N,ასო,hizki
598,Zeitung::N,გაზეთი,egunkari
599,Leben::N,სიცოცხლე,bizi
600,Leben::N,სიცოცხლე,bizitza
601,Tod::N,სიკვდილი,herio
602,Tod::N,სიკვდილი,heriotza
603,Grab::N,სამარე,hobi
604,Grab::N,სამარე,hilobi
605,Grab::N,საფლავი,hobi
606,Grab::N,საფლავი,hilobi
607,Kirche::N,ეკლესია,eliza
608,Sünde::N,ცოდვა,hoben
609,Sünde::N,ცოდვა,bekatu
610,Gott::N,ღმერთი,jainko
611,Arbeiter::N,მუშა,langile
612,Arbeiter::N,მუშა,behargin
613,Chef::N,გამგე,nagusi
614,Meister::N,ოსტატი,maisu
615,Arzt::N,ექიმი,osagile
616,Arzt::N,ექიმი,sendagile
617,Arzt::N,მკურნალი,osagile
618,Arzt::N,მკურნალი,sendagile
619,Lehrer::N,მასწავლებელი,irakasle
620,Geld::N,ფული,diru
621,Geschäft::N,საქმე,negozio
622,Geschäft::N,ბიზნესი,negozio
623,Laden::N,დუქანი,denda
624,Laden::N,დუქანი,saltegi
625,Laden::N,მაღაზია,denda
626,Laden::N,მაღაზია,saltegi
627,Preis::N,ფასი,prezio
628,Preis::N,ფასი,salneurri
629,Ware::N,საქონელი,salgai
630,Nutzen::N,ხეირი,onura
631,Nutzen::N,ხეირი,probetxu
632,Reichtum::N,სიმდიდრე,aberastasun
633,Welt::N,მსოფლიო,ludi
634,Welt::N,მსოფლიო,mundu
635,Land::N,მხარე,herrialde
636,Land::N,ქვეყანა,herrialde
637,Staat::N,სახელმწიფო,estatu
638,König::N,მეფე,errege
639,Macht::N,ძლიერება,botere
640,Grenze::N,ზღვარი,muga
641,Krieg::N,ომი,guda
642,Feind::N,მტერი,etsai
643,Feind::N,მტერი,arerio
644,Gewalt::N,სისასტიკე,bortxa
645,Gewalt::N,სისასტიკე,bortizkeria
646,Kampf::N,ბრძოლა,gudu
647,Kampf::N,ბრძოლა,auska
648,Bogen[Waffe]::N,მშვილდი,arku
649,Pfeil::N,ისარი,gezi
650,Pfeil::N,მახვილი,gezi
651,Gewehr::N,თოფი,fusil
652,Gewehr::N,შაშხანა,fusil
653,Fehler::N,შეცდომა,huts
654,Fehler::N,შეცდომა,hutsegin
655,Lüge::N,სიცრუე,gezur
656,Schaden::N,ვნება,kalte
657,Unglück::N,ხიფათი,zoritxar
658,Unglück::N,ხიფათი,zorigaitz
659,Unglück::N,უბედურება,zoritxar
660,Unglück::N,უბედურება,zorigaitz
661,Schuld::N,ბრალი,erru
662,Alter::N,ასაკი,adin
663,Schluss::N,ბოლო,bukaera
664,Schluss::N,დასასრული,bukaera
665,Zeit::N,დრო,aldi
666,Zeit::N,დრო,denbora
667,Tag::N,დღე,egun
668,Morgen::N,დილა,goiz
669,Mittag::N,შუადღე,eguerdi
670,Abend::N,საღამო,arrats
671,Nacht::N,ღამე,gau
672,Woche::N,კვირა,aste
673,Monat::N,თვე,hil
674,Jahr::N,წელი,urte
675,Frühling::N,გაზაფხული,udalehen
676,Sommer::N,ზაფხული,uda
677,Herbst::N,შემოდგომა,udazken
678,Herbst::N,შემოდგომა,neguantz
679,Winter::N,ზამთარი,negu
680,Januar::N,იანვარი,urtarril
681,Februar::N,თებერვალი,otsail
682,März::N,მარტი,martxo
683,April::N,აპრილი,apiril
684,Mai::N,მაისი,maiatz
685,Juni::N,ივნისი,ekain
686,Juli::N,ივლისი,uztail
687,August::N,აგვისტო,abuztu
688,September::N,სექტემბერი,irail
689,Oktober::N,ოქტომბერი,urri
690,November::N,ნოემბერი,azaro
691,Dezember::N,დეკემბერი,abendu
692,Montag::N,ორშაბათი,astelehen
693,Dienstag::N,სამშაბათი,astearte
694,Mittwoch::N,ოთხშაბათი,asteazken
695,Donnerstag::N,ხუთშაბათი,ostegun
696,Freitag::N,პარასკევი,ostiral
697,Samstag::N,შაბათი,larunbat
698,Sonntag::N,კვირა,igande
699,groß::A,დიდი,handi
700,klein::A,მცირე,txiki
701,klein::A,პატარა,txiki
702,lang::A,გრძელი,luze
703,kurz::A,მოკლე,labur
704,breit::A,ფართო,zabal
705,breit::A,განიერი,zabal
706,schmal::A,ვიწრო,mehar
707,schmal::A,წვრილი,mehar
708,dicht::A,მჭიდრო,sarri
709,dicht::A,მჭიდრო,trinko
710,dick[Gegenstand]::A,სქელი,lodi
711,dünn::A,წვრილი,mehe
712,fein::A,თხელი,fin
713,fest::A,მყარი,tinko
714,flach::A,ბრტყელი,lau
715,flach::A,ბრტყელი,ordoki
716,glatt::A,გლუ,leun
717,hart::A,მაგარი,gogor
718,weich::A,რბილი,bigun
719,weich::A,რბილი,beratz
720,rund::A,მრგვალი,biribil
721,spitz::A,წვეტიანი,puntadun
722,scharf::A,მჭრელი,zorrotz
723,stumpf::A,ბლაგვი,kamuts
724,schwer::A,მძიმე,astun
725,schwer::A,მძიმე,pisutsu
726,schön::A,ლამაზი,eder
727,heiß::A,ცხელი,bero
728,heiß::A,ცხელი,oso bero
