,Concept_ID,az,ko
821,vergehen::V,ötmək,지나가다
822,erscheinen::V,görünmək,나타나다
823,verschwinden::V,yox olmaq,사라지다
824,sinken::V,enmək,가라앉다
825,abnehmen::V,azalmaq,떼어내다
826,zunehmen::V,artmaq,증가하다
827,steigen::V,yüksəlmək,상승하다
828,wachsen::V,böyümək,생기하다
829,glänzen::V,parlamaq,뛰오나다
830,funkeln::V,parıldamaq,불티가잍어나다
831,lärmen::V,səs-küy etmək,떠들다
832,läuten::V,çalmaq,울시다
833,klingeln::V,zəng etmək,초닌총을울리다
834,klirren::V,cingildəmək,탁탁울리다
835,brausen::V,gurlamaq,쏴쏴소리내다
836,rauschen::V,xışıldamaq,솨솨
837,klingen::V,səslənmək,반향하다
838,bellen::V,hürmək,짖다
839,heulen::V,ulamaq,포효하다
840,blasen::V,üfləmək,불다
841,pfeifen::V,fit vermek,피리를불다
842,schreien::V,bağırmaq,절규하다
843,schreien::V,qışqırmaq,절규하다
844,stöhnen::V,inləmək,신음하다
845,zittern::V,titrəmək,저뉼하다
846,leben::V,yaşamaq,살다
847,geboren werden::V,doğmaq,태어난
848,atmen::V,nəfəs almaq,숨쉬다
849,trinken::V,içmek,마시다
850,essen::V,yemək,먹다
851,schlucken::V,udmaq,들이켜다
852,müde werden::V,yorulmaq,
853,einschlafen::V,yuxuya getmək,잠들다
854,schlafen::V,uyumaq,자다
855,aufwachen::V,oyanmaq,눈트다
856,aufstehen::V,yuxudan durmaq,서다
857,sich erholen::V,dincəlmək,회복하다
858,krank werden::V,xəstə olmaq,
859,krank sein::V,azarlanmaq,
860,krank sein::V,xəstələnmək,
861,schmerzen::V,ağrimaq,아프다
862,husten::V,öksürmək,잔기침하다
863,genesen::V,sağalmaq,낫다
864,sterben::V,ölmək,죽다
865,sterben::V,vəfat etmək,죽다
866,umkommen::V,həlak olmaq,못쓰게되다
867,sich bewegen::V,hərəkət etmək,움직이다
868,sich rühren::V,tərpənmək,움직이다
869,sich erheben::V,qalxmaq,이러서다
870,sich setzen::V,oturmaq,앉히다
871,hinfallen::V,yıxılmaq,넘어지다
872,laufen::V,yerimək,걷다
873,schreiten::V,addım atmaq,보행하다
874,spazierengehen::V,gəzmək,산보하다
875,eilen::V,atılmaq,서둘다
876,sich beeilen::V,tələsmək,서둘게하다
877,sausen::V,çırpmaq,서들러 떠나다
878,rennen::V,qaçmaq,달리다
879,springen::V,sıçramaq,도약하다
880,klettern::V,dırmanmaq,갑겨오르다
881,schaukeln::V,sallanmaq,흔들리게하다
882,kriechen::V,sürünmək,기다
883,schwimmen::V,üzmek,헤엄치다
884,tauchen::V,dalmaq,잠기다
885,rudern::V,avarlamaq,물을헤치다
886,fahren::V,sürmək,가다
887,fahren::V,sürmək,나르다
888,fliegen::V,uçmaq,날다
889,gehen::V,getmək,가다
890,weggehen::V,getmək,팔리다
891,abfahren::V,yola düşmək,출발하다
892,anhalten::V,saxlamaq,멈추다
893,hineingehen::V,girmək,(그리로)가다
894,eintreten::V,girmək,들러가다
895,eintreten::V,daxil olmaq,들러가다
896,kommen::V,gəlmək,오다
897,ankommen::V,gəlib çatmaq,고챀하다
898,zurückkommen::V,qayıtmaq,보기
899,bleiben::V,qalmaq,체류
900,warten::V,gözləmək,기다리다
901,erwarten::V,bəkləmək,기대하다
902,suchen::V,aramaq,찾다
903,suchen::V,aramaq,구하다
904,suchen::V,axtarmaq,찾다
905,suchen::V,axtarmaq,구하다
906,finden::V,tapmaq,찾아내다
907,versuchen::V,çalışmaq,시험하다
908,vorbereiten::V,hazırlamaq,재비하다
909,lieben::V,sevmək,사랑하다
910,mögen::V,xoşlamaq,줗아하다
911,lachen::V,gülmək,웃다
912,rühren::V,həyəcanlandırmaq,건드리다
913,weinen::V,ağlamaq,울다
914,schimpfen::V,küfr etmək,꾸짖다
915,sich ärgern::V,acıqlanmaq,화를내게 하다
916,sich fürchten::V,qorxmaq,두려원하다
917,fürchten::V,qorxmaq,두려원하다
918,fliehen::V,qaçmaq,도망치다
919,flüchten::V,qaçmaq,도주하다
920,sehen::V,görmək,보다
921,anschauen::V,baxmaq,바라보다
922,ansehen::V,baxmaq,바라보다
923,hören::V,duymaq,듣다
924,hören::V,eşitmək,듣다
925,zuhören::V,dinləmək,듣다
926,probieren::V,dadına baxmaq,시식하다
927,riechen::V,qoxlamaq,내새를맡다
928,fühlen::V,duymaq,느끼다
929,scheinen::V,görünmək,...것같다
930,zu sehen sein::V,görünmək,보이는
931,vernehmen::V,eşitmək,듣다
932,vernehmen::V,eşitmək,들어서일다
933,frieren::V,üşümək,춥다
934,tun::V,etmək,하다
935,können::V,bilmək,할주릴다
936,können::V,bacarmaq,할주릴다
937,wollen::V,istəmək,바라다
938,anfangen::V,başlamaq,시작하다
939,beenden::V,bitirmək,다하다
940,aufhören::V,bitmək,그만두다
941,aufhören::V,qurtarmaq,그만두다
942,gelingen::V,müvəffəq olmaq,성국하다
943,geraten::V,düşmək,잘되어가다
944,öffnen::V,açmaq,열다
945,schließen::V,qapamaq,추측하다
946,stellen::V,qoymaq,세우다
947,setzen::V,oturtmaq,놓다
948,legen::V,qoymaq,눕히다
949,berühren::V,toxunmaq,대다
950,verbinden::V,bağlamaq,옝열하다
951,bedecken::V,örtmək,덮다
952,aufhängen::V,asmaq,매달다
953,anzünden::V,yandırmaq,점화하다
954,aufheben::V,qaldırmaq,위로올리다
955,zurücklassen::V,buraxmaq,튀에남기다
956,verlieren::V,itirmək,잃다
957,fallen lassen::V,düşürmək,떨어뜨리다
958,machen::V,etmək,하다
959,herstellen::V,istehsal etmək,제조하다
960,bauen::V,tikmək,짓다
961,reparieren::V,təmir etmək,수셩자다
962,verbessern::V,düzəltmək,정정하다
963,ändern::V,dəyişdirmək,바꾸다
964,graben::V,qazımaq,파다
965,beugen::V,əymək,구부리다
966,biegen::V,bükmək,굽히다
967,drehen::V,döndərmək,회전
968,wenden::V,çevirmək,회전시키다
969,umdrehen::V,çevirmək,회전시키다
970,heben::V,qaldırmaq,일으아키다
971,hochheben::V,qaldırmaq,틀어올리다
972,ergreifen::V,tutmaq,잡다
973,halten::V,saxlamaq,잡다
974,drücken::V,sıxmaq,누르다
975,schieben::V,sürmək,밀다
976,kratzen::V,qaşımaq,긁다
977,lecken::V,yalamaq,핥다
978,beißen::V,dişləmək,물다
979,abreißen::V,qoparmaq,
980,abschneiden::V,ayırmaq,귾어내다
981,binden::V,bağlamaq,매다
982,stecken::V,soxmaq,찌르다
983,brechen::V,qırmaq,금
984,klopfen::V,sındırmaq,치다
985,hauen::V,vurmaq,때리다
986,kleben::V,apışdırmaq,들러붙다
987,reiben::V,ovmaq,문지르다
988,streichen::V,sürtmək,쓰다듬다
989,schleifen::V,bülövləmək,갈다
990,schneiden::V,kəsmək,베다
991,rütteln::V,sirkələmək,흔들다
992,schütteln::V,çalxalamaq,흔들다
993,schwenken::V,yelləmək,흔들다
994,schütten::V,tökmək,따르다
995,füllen::V,doldurmaq,담다
996,einwickeln::V,sarımaq,싸다
997,tragen::V,daşımaq,지우다
998,schleppen::V,sürükləmək,끌다
999,ziehen::V,çəkmək,당기다
1000,aufbewahren::V,gizlətmək,간직하다
1001,werfen::V,atmaq,던지다
1002,fangen::V,tutmaq,밥다
1003,packen::V,yaxalamaq,쥐다
1004,verstecken::V,gizlətmək,숨기다
1005,teilen::V,bölmək,나누다
1006,schicken::V,yollamaq,보내다
1007,schicken::V,göndərmək,보내다
1008,bringen::V,gətirmək,가겨
1009,hinzufügen::V,əlavə etmək,부가하다
1010,bekommen::V,almaq,얻다
1011,bekommen::V,əldə etmək,얻다
1012,erhalten::V,almaq,지니다
1013,nehmen::V,almaq,잡다
1014,wählen::V,seçmək,선거하다
1015,auswählen::V,arımaq,선출하다
1016,bewahren::V,qorumaq,저장보종
1017,behindern::V,mane olmaq,훼방하다
1018,verderben::V,pozmaq,못쓰게 되다
1019,beschädigen::V,zədələmək,상하게하다
1020,zerbrechen::V,qırmaq,깨뜨리다
1021,zerbrechen::V,sındırmaq,깨뜨리다
1022,zerreißen::V,yırtmaq,잡아쫓다
1023,zerstören::V,dağıtmaq,파괴하다
1024,verbrennen::V,yandırmaq,소실하다
1025,geben::V,vermək,주다
1026,reichen::V,uzatmaq,내일다
1027,schenken::V,vermək,주다
1028,versprechen::V,vəd vermək,약속하다
1029,wünschen::V,arzulamaq,바라다
1030,loben::V,tərifləmək,칭찬하다
1031,küssen::V,öpmək,키스하다
1032,wiegen::V,tərpətmək,어르다
1033,zudecken::V,örtmək,뚜꺼을하다
1034,wecken::V,oyatmaq,깨우다
1035,zeigen::V,göstərmək,보이다
1036,führen::V,rəhbərlik etmək,가게하다
1037,lehren::V,öyrətmək,가르치다
1038,unterrichten::V,öyrətmək,가르지다
1039,unterrichten::V,dərs vermək,가르지다
1040,aufziehen::V,tərbiyə etmək,사육하다
1041,leiten::V,idarə etmək,이끌다
1042,antreiben::V,bizləmək,몰다
1043,lassen::V,-tırmaq,내버려두다
1044,einladen::V,dəvət etmək,초청하다
1045,vereinigen::V,birləşdirmək,하나로하다
1046,besuchen::V,baş çəkmək,방문하다
1047,besuchen::V,ziyarət etmək,방문하다
1048,treffen::V,rastlaşmaq,만나다
1049,treffen::V,rast gəlmək,만나다
1050,sich versammeln::V,toplanmaq,조립하다
1051,spielen::V,oynamaq,눌다
1052,singen::V,oxumaq,노래하다
1053,tanzen::V,oynamaq,춤추하다
1054,tanzen::V,rəqs etmək,춤추하다
1055,sich trennen::V,ayrılmaq,가르다
1056,verlassen::V,tərk etmək,버림받은
1057,retten::V,xilas etmək,구조하다
1058,bewachen::V,gözətmək,치키다
1059,schützen::V,qorumaq,보호하다
1060,verteidigen::V,qorumaq,막다
1061,sich schlagen::V,döyüşmək,치다
1062,schießen::V,atmaq,쏘다
1063,schießen::V,atəş açmaq,쏘다
1064,siegen::V,yenmək,이기다
1065,ärgern::V,acışdırmaq,성을내게하다
1066,schlagen::V,döymək,치다
1067,treten::V,təpmək,디디다
1068,stechen::V,soxmaq,찌르다
1069,stoßen::V,itələmək,찌르다
1070,stehlen::V,çalmaq,훔치다
1071,stehlen::V,oğurlamaq,훔치다
1072,stören::V,pozmaq,움직이다
1073,belästigen::V,narahat etmək,괴롭히다
1074,verbergen::V,gizləmək,숨기다
1075,täuschen::V,aldatmaq,속이다
1076,betrügen::V,aldatmaq,속이다
1077,töten::V,öldürmək,죽이다
1078,wohnen::V,yaşamaq,실다
1079,arbeiten::V,işləmək,일하다
1080,arbeiten::V,çalışmaq,일하다
1081,sammeln::V,yığmaq,모으다
1082,sammeln::V,toplamaq,모으다
1083,pflücken::V,qoparmaq,꿔다
1084,jagen::V,ovlamaq,사냥하다
1085,fischen::V,balıq tutmaq,고기를잡다
1086,fassen::V,tutmaq,움켜쥐다
1087,hüten::V,güdmək,망보다
1088,treiben::V,haylamaq,몰아세우다
1089,anbinden::V,bağlamaq,묶다
1090,füttern::V,bəsləmək,사료를주다
1091,melken::V,sağmaq,젖을짜다
1092,hacken::V,yarmaq,자르다
1093,gießen::V,sulamaq,물을대다
1094,reifen::V,dəymək,성숙하다
1095,zubereiten::V,bişirmək,조제하다
1096,kochen::V,qaynatmaq,요리하다
1097,backen::V,bişirmək,쿱다
1098,braten::V,qızartmaq,굽다
1099,umrühren::V,qarışdırmaq,교반하다
1100,stricken::V,hörmək,뜨개질하다
1101,nähen::V,tikmək,꿰매다
1102,färben::V,boyamaq,채색하다
1103,reinigen::V,təmizləmək,청소하다
1104,waschen::V,yumaq,씻다
1105,abwischen::V,silmək,닦다
1106,spülen::V,çalxamaq,씻다
1107,fegen::V,süpürmək,소체하다
1108,kehren::V,süpürmək,청소하다
1109,baden::V,çimmək,감다
1110,sich waschen::V,yuyunmaq,모믈 씻다
1111,ausziehen::V,soyunmaq,벗다
1112,anziehen::V,geymək,끌어움직이다
1113,sich anziehen::V,geyinmək,
1114,kämmen::V,daramaq,빗다
1115,schmücken::V,bəzəmək,치레하다
1116,sagen::V,demək,말하다
1117,sagen::V,söymek,말하다
1118,sprechen::V,danışmaq,말하다
1119,reden::V,danışmaq,이야기하다
1120,sich unterhalten::V,söhbət etmək,
1121,fragen::V,soruşmaq,질문하다
1122,bitten::V,diləmək,원하다
1123,bitten::V,xahiş etmək,원하다
1124,erzählen::V,bəhs etmək,이야기하다
1125,mitteilen::V,bildirmək,이야기하다
1126,nennen::V,adlandırmaq,부르다
1127,rufen::V,çağırmaq,불러내다
1128,prahlen::V,öyünmək,자랑하다
1129,übersetzen::V,tərcümə etmək,번역하다
1130,denken::V,düşünmək,생각하다
1131,denken::V,fikirləşmək,생각하다
1132,glauben::V,inanmaq,믿다
1133,bemerken::V,qeyd etmək,인자하다
1134,erkennen::V,tanımaq,인식하다
1135,begreifen::V,anlamaq,파악하다
1136,verstehen::V,duymaq,이해하다
1137,lernen::V,öyrənmək,배우다
1138,wissen::V,bilmək,알다
1139,sich erinnern an::V,xatırlamaq,상기하다
1140,vergessen::V,unutmaq,잊다
1141,messen::V,ölçmək,측정하다
1142,zählen::V,saymaq,세다
1143,rechnen::V,hesablamaq,게산하다
1144,lesen::V,oxumaq,읽다
1145,malen::V,şəkil çəkmək,그리다
1146,zeichnen::V,cızmaq,소묘하다
1147,schreiben::V,yazmaq,쓰다
1148,besitzen::V,yiyələnmək,소유하다
1149,besitzen::V,malik olmaq,소유하다
1150,kaufen::V,satın almaq,사다
1151,verkaufen::V,satmaq,팔다
1152,bezahlen::V,ödəmək,지불하다
1153,zahlen::V,ödəmək,치르다
1154,beherrschen::V,idarə etmək,지배하다
1155,ertragen::V,dözmək,참다
