,Concept_ID,eu,hi
195,Anhöhe::N,garai,टीला
196,Anhöhe::N,garai,पहाड़ी
197,Anhöhe::N,goragune,टीला
198,Anhöhe::N,goragune,पहाड़ी
199,Berg::N,mendi,पहाड़
200,Gipfel::N,gain,शिखर
201,Gipfel::N,tontor,शिखर
202,Höhle::N,kobazulo,गुहा
203,Höhle::N,kobazulo,गुफ़ा
204,Abhang::N,aldapa,ढाल
205,Abhang::N,aldapa,ढलान
206,Quelle::N,iturri,चश्मा
207,Quelle::N,iturbegi,चश्मा
208,Bach::N,lats,सोता
209,Bach::N,lats,नदिका
210,Bach::N,erreka,सोता
211,Bach::N,erreka,नदिका
212,Fluss::N,ibai,नदी
213,Fluss::N,ibai,सरिता
214,Fluss::N,uhaitz,नदी
215,Fluss::N,uhaitz,सरिता
216,Ufer::N,bazter,तट
217,Ufer::N,bazter,किनारा
218,Küste::N,itsasalde,समुद्र-तट
219,Festland::N,lehor,महाद्वीप
220,Meer::N,itsaso,सागर
221,Meer::N,itsaso,समुद्र
222,Bucht::N,golko,खाड़ी
223,Insel::N,irla,टापू
224,Insel::N,irla,द्वीप
225,Insel::N,uharte,टापू
226,Insel::N,uharte,द्वीप
227,Blume::N,lili,फूल
228,Blume::N,lili,पुष्प
229,Gras::N,belar,घास
230,Wurzel::N,zuztar,मूल
231,Wurzel::N,sustrai,मूल
232,Baum::N,zuhaitz,पेड़
233,Baum::N,zuhaitz,वृक्ष
234,Stamm::N,enbor,धड़
235,Rinde::N,azal,छाल
236,Rinde::N,azal,वल्कल
237,Ast::N,adar,डाल
238,Ast::N,adar,शाखा
239,Zweig::N,abar,टहनी
240,Blatt::N,hosto,पत्र
241,Blatt::N,hosto,पत्ता
242,Birke::N,urki,भूर्ज
243,Kiefer[Baum]::N,ler,पाइन-वृक्ष
244,Weide[Baum]::N,zume,बेंत
245,Weide[Baum]::N,sahats,बेंत
246,Tanne::N,izei,फ़र
247,Horn::N,adar,सींग
248,Horn::N,adar,विषाण
249,Feder::N,luma,पर
250,Feder::N,luma,पंख
251,Feder::N,hegaki,पर
252,Feder::N,hegaki,पंख
253,Fell::N,ile,खाल
254,Fell::N,ile,पशु-चर्म
255,Fell::N,larru,खाल
256,Fell::N,larru,पशु-चर्म
257,Flügel::N,hego,पंख
258,Flügel::N,hego,डैना
259,Klaue::N,atzapar,पंजा
260,Kralle::N,erpe,पंजा
261,Kralle::N,erpe,नाख़ून
262,Kralle::N,atzapar,पंजा
263,Kralle::N,atzapar,नाख़ून
264,Schwanz::N,isats,पूँछ
265,Schwanz::N,buztan,पूँछ
266,Ei::N,arrautza,अंडा
267,Nest::N,habia,नीड़
268,Nest::N,habia,घोंसला
269,Bau::N,ohantze,बिल
270,Bau::N,ohantze,माँद
271,Tier::N,abere,पशु
272,Tier::N,abere,जानवर
273,Tier::N,piztia,पशु
274,Tier::N,piztia,जानवर
275,Herde::N,saldo,गल्ला
276,Herde::N,abere talde,गल्ला
277,Kuh::N,behi,गौ
278,Kuh::N,behi,गाय
279,Bulle::N,zezen,साँड़
280,Pferd::N,zaldi,अश्व
281,Pferd::N,zaldi,घोड़ा
282,Schaf::N,ardi,भेड़
283,Schwein::N,urde,शूकर
284,Schwein::N,txerri,शूकर
285,Hund::N,txakur,श्वान
286,Hund::N,txakur,कुत्ता
287,Katze::N,katu,बिल्ली
288,Bär::N,hartz,रीछ
289,Bär::N,hartz,भालू
290,Eichhörnchen::N,urtxintxa,गिलहरी
291,Elch::N,altze,एल्क
292,Fuchs::N,azeri,लोमड़ी
293,Hase::N,erbi,खरहा
294,Hase::N,erbi,ख़रगोश
295,Maus::N,sagu,मूष
296,Maus::N,sagu,चूहा
297,Wolf::N,otso,वृक
298,Wolf::N,otso,भेड़िया
299,Vogel::N,txori,पक्षी
300,Vogel::N,txori,चिड़िया
301,Vogel::N,hegazti,पक्षी
302,Vogel::N,hegazti,चिड़िया
303,Schwarm::N,aldra,झुंड
304,Huhn::N,oilo,मुर्ग़ी
305,Hahn::N,oilar,मुर्ग़ा
306,Gans::N,antzara,हंस
307,Gans::N,antzara,हंसिनी
308,Adler::N,arrano,उक़ाब
309,Ente::N,ahate,बतख़
310,Ente::N,ahate,बत्तक
311,Eule::N,hontza,उल्लू
312,Kranich::N,kurrilo,सारस
313,Kranich::N,kurrilo,क्रौंंच
314,Krähe::N,bele,काक
315,Kuckuck::N,kuku,कोयल
316,Kuckuck::N,kuku,कोकिल
317,Schwan::N,beltxarga,हंस
318,Schwan::N,beltxarga,मराल
319,Fisch::N,arrain,मछली
320,Fisch::N,arrain,मत्स्य
321,Barsch::N,perka,पर्च
322,Hecht::N,lutxo,पाइक
323,Schlange[Tier]::N,suge,सर्प
324,Wurm::N,har,कृमि
325,Wurm::N,har,कीड़ा
326,Spinne::N,armiarma,लूता
327,Spinne::N,armiarma,मकड़ी
328,Ameise::N,inurri,चींटी
329,Laus::N,zorri,जूँ
330,Mücke::N,eltxo,डाँस
331,Fliege::N,euli,मक्खी
332,Fliege::N,euli,मक्षिका
333,Schmetterling::N,pinpirin,तितली
334,Schmetterling::N,tximeleta,तितली
335,Beere::N,baia,बेरी
336,Apfel::N,sagar,सेब
337,Pilz::N,onddo,खुंबी
338,Pilz::N,perretxiko,खुंबी
339,Zwiebel::N,tipula,प्याज़
340,Saat::N,haziak,बीज
341,Korn::N,ale,दाना
342,Korn::N,pikor,दाना
343,Heu::N,belar ondu,मूखी घास
344,Schale::N,azal,बकला
345,Schale::N,azal,छिलका
346,Grube::N,hobi,गड्ढा
347,Falle::N,harrapagailu,जाल
348,Falle::N,harrapagailu,फँदा
349,Schlinge::N,bilur,फँदा
350,Schlinge::N,xedera,फँदा
351,Spur::N,lorratz,सुराग़
352,Spur::N,lorratz,पद-चिह्न
353,Asche::N,errauts,राख
354,Dreck::N,satsukeria,मैल
355,Dreck::N,satsukeria,गंदगी
356,Eisen::N,burdina,लोहा
357,Gold::N,urre,सोना
358,Gold::N,urre,स्वर्ण
359,Gold::N,urregorri,सोना
360,Gold::N,urregorri,स्वर्ण
361,Silber::N,zilar,रजत
362,Silber::N,zilar,चाँदी
363,Silber::N,urrezuri,रजत
364,Silber::N,urrezuri,चाँदी
365,Kohle::N,ikatz,कोयला
366,Glas::N,beira,काँच
367,Lehm::N,buztin,चिकनी मिट्टी
368,Sand::N,harea,रेत
369,Sand::N,harea,बालू
370,Sand::N,hondar,रेत
371,Sand::N,hondar,बालू
372,Mensch::N,gizaki,मानव
373,Mensch::N,gizaki,इनसान
374,Mensch::N,gizaki,मनुष्य
375,Mann::N,gizon,आदमी
376,Mann::N,gizon,पुरुष
377,Frau::N,andere,औरत
378,Frau::N,andere,महिला
379,Frau::N,andere,स्त्री
380,Frau::N,emakume,औरत
381,Frau::N,emakume,महिला
382,Frau::N,emakume,स्त्री
383,Kind::N,haur,बाल
384,Kind::N,haur,बच्चा
385,Junge::N,mutil,लड़का
386,Mädchen::N,neska,लड़की
387,Mädchen::N,neska,कुमारी
388,Familie::N,sendi,परिवार
389,Familie::N,familia,परिवार
390,Großvater::N,aitona,दादा
391,Großvater::N,aitatxi,दादा
392,Großmutter::N,amona,नानी
393,Großmutter::N,amatxi,नानी
394,Eltern::N,gurasoak,माँ-बाप
395,Eltern::N,gurasoak,माता-पिता
396,Vater::N,aita,बाप
397,Vater::N,aita,पिता
398,Mutter::N,ama,माँ
399,Mutter::N,ama,माता
400,Sohn::N,seme,बेटा
401,Sohn::N,seme,पुत्र
402,Tochter::N,alaba,बेटी
403,Tochter::N,alaba,पुत्री
404,Bruder::N,neba,भाई
405,Bruder::N,neba,भ्राता
406,Bruder::N,anaia,भाई
407,Bruder::N,anaia,भ्राता
408,Schwester::N,ahizpa,बहन
409,Schwester::N,ahizpa,भगिनी
410,Onkel::N,osaba,ताऊ
411,Onkel::N,osaba,काका
412,Tante::N,izeba,बूआ
413,Tante::N,izeba,फूफी
414,Tante::N,izeba,ख़ाला
415,Ehemann::N,senar,पति
416,Ehemann::N,senar,शौहर
417,Ehefrau::N,emazte,बीवी
418,Freude::N,poz,आनंद
419,Freude::N,poz,प्रसन्नता
420,Freude::N,pozkari,आनंद
421,Freude::N,pozkari,प्रसन्नता
422,Gelächter::N,barre,हँसी
423,Gelächter::N,barre,क़हक़हा
424,Gelächter::N,karkara,हँसी
425,Gelächter::N,karkara,क़हक़हा
426,Glück::N,zori,आनंद
427,Glück::N,zori,ख़ुशी
428,Kummer::N,xangrin,शोक
429,Kummer::N,xangrin,दुःख
430,Kummer::N,atsekabe,शोक
431,Kummer::N,atsekabe,दुःख
432,Wunsch::N,nahi,इच्छा
433,Wunsch::N,nahi,अभिलाषा
434,Wunsch::N,nahikunde,इच्छा
435,Wunsch::N,nahikunde,अभिलाषा
436,Lust::N,gogo,चाह
437,Lust::N,gogo,कामना
438,Geist::N,gogo,जान
439,Geist::N,gogo,प्राण
440,Gedanke::N,gogoeta,विचार
441,Gedächtnis::N,oroimen,याददाश्त
442,Gedächtnis::N,oroimen,स्मरण-शक्ति
443,Gedächtnis::N,gogoramen,याददाश्त
444,Gedächtnis::N,gogoramen,स्मरण-शक्ति
445,Verstand::N,adimen,समझ
446,Verstand::N,adimen,अक़्ल
447,Verstand::N,adimen,बुद्धि
448,Verstand::N,ulermen,समझ
449,Verstand::N,ulermen,अक़्ल
450,Verstand::N,ulermen,बुद्धि
451,Sinn::N,zentzu,अर्थ
452,Grund::N,zergati,वजह
453,Grund::N,zergati,कारण
454,Wahrheit::N,egia,सत्य
455,Wahrheit::N,egia,सच्चाई
456,Gespräch::N,hizketa,चर्चा
457,Gespräch::N,hizketa,वार्ता
458,Gespräch::N,hizketa,बात-चीत
459,Gespräch::N,elkarrizketa,चर्चा
460,Gespräch::N,elkarrizketa,वार्ता
461,Gespräch::N,elkarrizketa,बात-चीत
462,Märchen::N,ipuin,क़िस्सा
463,Erzählung::N,edesti,कथा
464,Erzählung::N,edesti,कहानी
465,Erzählung::N,kontakizun,कथा
466,Erzählung::N,kontakizun,कहानी
467,Nachricht::N,albiste,सूचना
468,Nachricht::N,albiste,समाचार
469,Neuigkeit::N,berri,ख़बर
470,Neuigkeit::N,berri,समाचार
471,Name::N,izen,नाम
472,Rätsel::N,asmakizun,पहेली
473,Rede::N,hitzaldi,वचन
474,Rede::N,hitzaldi,भाषण
475,Rede::N,mintzaldi,वचन
476,Rede::N,mintzaldi,भाषण
477,Sprache::N,hizkuntza,भाषा
478,Sprache::N,hizkuntza,ज़बान
479,Stimme::N,ahots,स्वर
480,Stimme::N,ahots,आवाज़
481,Wort::N,hitz,शब्द
482,Wort::N,hitz,लफ़्ज़
483,Zeichen::N,agerbide,निशान
484,Zeichen::N,agergarri,निशान
485,Ruf::N,dei,पुकार
486,Ruf::N,dei,आह्वान
487,Lärm::N,zarata,शोर
488,Lärm::N,zarata,हुल्लड़
489,Lärm::N,harrabots,शोर
490,Lärm::N,harrabots,हुल्लड़
491,Laut::N,hots,स्वर
492,Laut::N,hots,ध्वनि
493,Ton::N,tonu,सुर
494,Ton::N,tonu,स्वर
495,Ton::N,soinu,सुर
496,Ton::N,soinu,स्वर
497,Lied::N,abesti,गीत
498,Ruhe::N,nasaitasun,आराम
499,Ruhe::N,nasaitasun,ख़ामोशी
500,Leute::N,jende,लोग
501,Volk::N,herri,क़ौम
502,Volk::N,herri,प्रजा
503,Volk::N,populu,क़ौम
504,Volk::N,populu,प्रजा
505,Arbeit::N,lan,काम
506,Gast::N,arrotz,अतिथि
507,Gast::N,arrotz,मेहमान
508,Gast::N,apopilo,अतिथि
509,Gast::N,apopilo,मेहमान
510,Geschenk::N,opari,उपहार
511,Geschenk::N,opari,तोहफ़ा
512,Spiel::N,jolas,खेल
513,Spiel::N,jolas,क्रीड़ा
514,Gesellschaft::N,gizarte,साथ
515,Hilfe::N,helpide,मदद
516,Hilfe::N,helpide,सहायता
517,Hilfe::N,laguntza,मदद
518,Hilfe::N,laguntza,सहायता
519,Freund::N,lagun,मित्र
520,Kamerad::N,adiskide,साथी
521,Kamerad::N,adiskide,कामरेड
522,Kamerad::N,lagunkide,साथी
523,Kamerad::N,lagunkide,कामरेड
524,Angelegenheit::N,afera,बात
525,Angelegenheit::N,afera,मामला
526,Anzahl::N,kopuru,तादाद
527,Anzahl::N,kopuru,संख्या
528,Art::N,mota,तरह
529,Art::N,mota,क़िस्म
530,Stück::N,puska,फाँक
531,Stück::N,puska,टुकड़ा
532,Teil::N,atal,भाग
533,Teil::N,atal,हिस्सा
534,Hälfte::N,erdi,अर्धभाग
535,Kreis::N,biribilki,चक्कर
536,Kreuz::N,gurutze,सलीब
537,Kreuz::N,gurutze,क्रूस
538,Linie::N,linea,लाइन
539,Strich::N,marra,लकीर
540,Abstand::N,tarte,अंतर
541,Abstand::N,tarte,फ़ासला
542,Entfernung::N,urrunera,दूरी
543,Entfernung::N,urrunera,फ़ासला
544,Gegend::N,alderdi,इलाक़ा
545,Gegend::N,eskualde,इलाक़ा
546,Platz::N,leku,जगह
547,Platz::N,leku,स्थान
548,Ort::N,toki,स्थल
549,Ort::N,toki,स्थान
550,Seite::N,albo,ओर
551,Seite::N,albo,तरफ़
552,Mitte::N,erdi,बीच
553,Mitte::N,erdi,मध्य
554,Gegenstand::N,gauzaki,चीज़
555,Gegenstand::N,gauzaki,पदार्थ
556,Sache::N,gauza,चीज़
557,Sache::N,gauza,वस्तु
558,Rand::N,ertz,छोर
559,Rand::N,ertz,उपांत
560,Kante::N,ertz,कोर
561,Kante::N,ertz,किनारा
562,Ecke::N,kantoi,कोना
563,Ecke::N,kantoi,नुक्कड़
564,Spitze::N,punta,नोक
565,Ende::N,buru,छोर
566,Ende::N,buru,सिरा
567,Ende::N,mutur,छोर
568,Ende::N,mutur,सिरा
569,Loch::N,zulo,छेद
570,Loch::N,zulo,सूराख़
571,Winkel::N,zoko,कोण
572,Winkel::N,zoko,कोना
573,Winkel::N,bazter,कोण
574,Winkel::N,bazter,कोना
575,Muster::N,eredu,नमूना
576,Muster::N,eredu,डिज़ाइन
577,Muster::N,marrazki,नमूना
578,Muster::N,marrazki,डिज़ाइन
579,Größe::N,kaizu,परिमाण
580,Größe::N,kaizu,विस्तार
581,Größe::N,tamaina,परिमाण
582,Größe::N,tamaina,विस्तार
583,Länge::N,luzera,लंबाई
584,Höhe::N,goiera,ऊँचाई
585,Höhe::N,goiera,उच्चता
586,Höhe::N,garaiera,ऊँचाई
587,Höhe::N,garaiera,उच्चता
588,Gewicht::N,hazta,भार
589,Gewicht::N,hazta,वज़न
590,Menge::N,kopuru,मात्रा
591,Haufen::N,pila,ढेर
592,Haufen::N,pila,अंबार
593,Haufen::N,mendoi,ढेर
594,Haufen::N,mendoi,अंबार
595,Reihe::N,ilara,क़तार
596,Reihe::N,ilara,पंक्ति
597,Reihe::N,errenkada,क़तार
598,Reihe::N,errenkada,पंक्ति
599,Boot::N,potin,नाव
600,Boot::N,potin,नौका
601,Boot::N,txalupa,नाव
602,Boot::N,txalupa,नौका
603,Ruder::N,arraun,चप्पू
604,Schlitten::N,lera,बर्फ़-गाड़ी
605,Schlitten::N,narra,बर्फ़-गाड़ी
606,Ski::N,eski,स्की
607,Lagerfeuer::N,su,अलाव
608,Lagerfeuer::N,su,कैंप-फ़ायर
609,Last::N,zama,भार
610,Last::N,karga,भार
611,Gang::N,ibilera,चाल
612,Schritt::N,pauso,डग
613,Schritt::N,pauso,क़दम
614,Schritt::N,urrats,डग
615,Schritt::N,urrats,क़दम
616,Norden::N,ipar,उत्तर
617,Norden::N,iparralde,उत्तर
618,Süden::N,hego,दक्खिन
619,Süden::N,hegoalde,दक्खिन
620,Westen::N,sartalde,पश्चिम
621,Westen::N,mendebalde,पश्चिम
622,Osten::N,ekialde,पूरब
623,Osten::N,sortalde,पूरब
624,Holz::N,zur,काठ
625,Holz::N,zur,काष्ठ
626,Brett::N,ohol,पटरा
627,Brett::N,ohol,तख़्ता
628,Platte::N,lauza,फलक
629,Platte::N,lauza,तख़्ता
630,Stütze::N,irozgarri,टेक
631,Stütze::N,irozgarri,थूनी
632,Stütze::N,bermagailu,टेक
633,Stütze::N,bermagailu,थूनी
634,Stange::N,haga,छड़
635,Stange::N,haga,बाँस
636,Stock::N,makila,लाठी
637,Stab::N,makila,लग्गा
638,Rohr::N,hodi,नल
639,Haus::N,etxe,घर
640,Haus::N,etxe,मकान
641,Heim::N,etxe,घर
642,Heim::N,etxe,गृह
643,Heim::N,etxaleku,घर
644,Heim::N,etxaleku,गृह
645,Ofen::N,berogailu,चूल्हा
646,Fußboden::N,zoru,फ़र्श
647,Tisch::N,mahai,मेज़
648,Stuhl::N,aulki,कुरसी
649,Wiege::N,kuma,पालना
650,Wiege::N,kuma,हिंडोला
651,Wiege::N,sehaska,पालना
652,Wiege::N,sehaska,हिंडोला
653,Bett::N,ohe,खाट
654,Bett::N,ohe,पलंग
655,Bett::N,ohatze,खाट
656,Bett::N,ohatze,पलंग
657,Regal::N,apalategi,शेल्फ़
658,Kiste::N,kutxa,पेटी
659,Kiste::N,kutxa,डिब्बा
660,Fenster::N,leiho,खिड़की
661,Tür::N,ate,द्वार
662,Tür::N,ate,दरवाज़ा
663,Tor::N,atari,फाटक
664,Zaun::N,hesi,बाड़ा
665,Dach::N,teilatu,छत
666,Dach::N,teilatu,छप्पर
667,Leiter::N,zurubi,सीढ़ी
668,Besen::N,erratz,झाड़ू
669,Besen::N,erratz,बुहारी
670,Spaten::N,burdinpala,कुदाल
671,Schaufel::N,pala,बेलचा
672,Schaufel::N,pala,फावड़ा
673,Gabel::N,sardexka,काँटा
674,Löffel::N,koilara,चम्मच
675,Messer::N,aizto,छुरा
676,Messer::N,aizto,चाक़ू
677,Nagel::N,iltze,कील
678,Nagel::N,iltze,मेख़
679,Netz::N,sare,जाल
680,Haken::N,mako,अंकुश
681,Griff::N,eskutoki,मूठ
682,Griff::N,eskutoki,हत्था
683,Schloss::N,sarraila,ताला
684,Bild::N,irudi,चित्र
685,Figur::N,figura,मूर्ति
686,Puppe::N,panpina,पुतली
687,Puppe::N,panpina,गुड़िया
688,Puppe::N,andrakila,पुतली
689,Puppe::N,andrakila,गुड़िया
690,Beutel::N,zorro,झोला
691,Bündel::N,azao,पुलिंदा
692,Bündel::N,espal,पुलिंदा
693,Tasche::N,poltsa,बेग
694,Tasche::N,poltsa,बस्ता
695,Eimer::N,treska,बाल्टी
696,Deckel::N,tapa,ढक्कन
697,Deckel::N,estalki,ढक्कन
698,Geschirr::N,baxera,बरतन-भाँड़े
699,Geschirr::N,ontziteria,बरतन-भाँड़े
700,Sack::N,zaku,बोरा
701,Tasse::N,kikara,प्याला
702,Topf::N,ontzi,देग़चा
703,Topf::N,lapiko,देग़चा
704,Kessel::N,pazia,देग़
705,Kessel::N,pazia,बटलोई
706,Essen::N,janaldi,खाना
707,Nahrung::N,jan,भोजन
708,Speise::N,jaki,खाना
709,Speise::N,jaki,व्यंजन
710,Fleisch::N,okela,मांस
711,Fleisch::N,okela,गोश्त
712,Fleisch::N,haragi,मांस
713,Fleisch::N,haragi,गोश्त
714,Getreide::N,labore,अनाज
715,Brei::N,ahi,भरता
716,Brei::N,ahi,दलिया
717,Brei::N,pure,भरता
718,Brei::N,pure,दलिया
719,Brot::N,ogi,रोटी
720,Scheibe::N,xerra,कतला
721,Scheibe::N,pirripita,कतला
722,Fett::N,urin,वसा
723,Fett::N,urin,चरबी
724,Fett::N,koipe,वसा
725,Fett::N,koipe,चरबी
726,Butter::N,gurin,मक्खन
727,Öl::N,olio,तेल
728,Salz::N,gatz,नमक
729,Suppe::N,zopa,सूप
730,Suppe::N,zopa,शोरबा
731,Suppe::N,salda,सूप
732,Suppe::N,salda,शोरबा
733,Honig::N,ezti,शहद
734,Milch::N,esne,दूध
735,Tee::N,te,चाय
736,Leder::N,larru,चमड़ा
737,Wolle::N,artile,ऊन
738,Stoff::N,ehun,कपड़ा
739,Nadel::N,orratz,सूई
740,Nadel::N,jostorratz,सूई
741,Faden::N,hari,डोरा
742,Knopf::N,botoi,बटन
743,Knopf::N,botoi,घुंडी
744,Knoten::N,korapilo,गाँठ
745,Knoten::N,korapilo,गुत्थी
746,Farbe::N,pintura,रंग
747,Farbe::N,pintura,वर्ण
748,Kleidung::N,arropa,पहनावा
749,Kleidung::N,jantziak,पहनावा
750,Hemd::N,atorra,कुरता
751,Hemd::N,atorra,क़मीज़
752,Hemd::N,alkandora,कुरता
753,Hemd::N,alkandora,क़मीज़
754,Kragen::N,idun,गरदनी
755,Kragen::N,idun,गरेबान
756,Ärmel::N,mahuka,आस्तीन
757,Hose::N,prakak,पैंट
758,Hose::N,prakak,पतलून
759,Hose::N,galtzak,पैंट
760,Hose::N,galtzak,पतलून
