,Concept_ID,ga,sv
101,Regen::N,fearthainn,regn
102,Schnee::N,sneachta,snö
103,Eis::N,oighear,is
104,Frost::N,sioc,frost
105,Kälte::N,fuacht,köld
106,Hitze::N,teas,hetta
107,Hitze::N,teocht,hetta
108,Raureif::N,sioc bán,rimfrost
109,Regenbogen::N,stua ceatha,regnbåge
110,Regenbogen::N,bogha báistí,regnbåge
111,Donner::N,toirneach,åska
112,Donner::N,toirneach,dunder
113,Strömung::N,sruth,strömning
114,Tropfen::N,deoir,dropper
115,Schaum::N,cúr,skum
116,Schmutz::N,salachar,lort
117,Schmutz::N,salachar,smuts
118,See::N,loch,sjö
119,Sumpf::N,portach,träsk
120,Moor::N,caorán,myr
121,Moor::N,caorán,mosse
122,Moor::N,móinteán,myr
123,Moor::N,móinteán,mosse
124,Wiese::N,cluain,äng
125,Wiese::N,móinéar,äng
126,Wald::N,coill,skog
127,Wald::N,foraois,skog
128,Hügel::N,ard,höjd
129,Hügel::N,ard,kulle
130,Anhöhe::N,ard,höjd
131,Anhöhe::N,ard,backe
132,Anhöhe::N,ardán,höjd
133,Anhöhe::N,ardán,backe
134,Berg::N,sliabh,berg
135,Berg::N,sliabh,fjäll
136,Gipfel::N,barr,topp
137,Gipfel::N,mullach,topp
138,Höhle::N,uaimh,håla
139,Höhle::N,uaimh,grotta
140,Höhle::N,pluais,håla
141,Höhle::N,pluais,grotta
142,Abhang::N,fána,slänt
143,Abhang::N,fána,sluttning
144,Quelle::N,foinse,källa
145,Bach::N,sruthán,bäck
146,Fluss::N,abhainn,älv
147,Fluss::N,abhainn,flod
148,Ufer::N,bruach,strand
149,Küste::N,cósta,kust
150,Küste::N,cladach,kust
151,Festland::N,míntír,fastland
152,Meer::N,muir,hav
153,Meer::N,farraige,hav
154,Bucht::N,bá,vik
155,Bucht::N,bá,bukt
156,Bucht::N,cuan,vik
157,Bucht::N,cuan,bukt
158,Insel::N,inis,ö
159,Insel::N,oileán,ö
160,Blume::N,bláth,blomma
161,Blume::N,bláth,blomster
162,Gras::N,féar,gräs
163,Wurzel::N,rúta,rot
164,Wurzel::N,fréamh,rot
165,Baum::N,crann,träd
166,Stamm::N,stoc,stam
167,Stamm::N,tamhan,stam
168,Rinde::N,coirt,bark
169,Rinde::N,craiceann,bark
170,Ast::N,géag,gren
171,Zweig::N,géag,kvist
172,Zweig::N,craobh,kvist
173,Blatt::N,duille,löv
174,Blatt::N,duille,blad
175,Blatt::N,duilleog,löv
176,Blatt::N,duilleog,blad
177,Birke::N,beith,björk
178,Birke::N,crann beithe,björk
179,Kiefer[Baum]::N,péine,tall
180,Weide[Baum]::N,saileach,pil
181,Weide[Baum]::N,saileach,vide
182,Tanne::N,giúis,gran
183,Horn::N,adharc,horn
184,Feder::N,cleite,fjäder
185,Fell::N,clúmh,fäll
186,Fell::N,clúmh,skinn
187,Flügel::N,eite,vinge
188,Flügel::N,sciathán,vinge
189,Klaue::N,crúb,klöv
190,Klaue::N,crobh,klöv
191,Kralle::N,crobh,klo
192,Schwanz::N,eireaball,svans
193,Schwanz::N,eireaball,stjärt
194,Ei::N,ubh,ägg
195,Nest::N,nead,rede
196,Nest::N,nead,näste
197,Bau::N,brocais,bo
198,Tier::N,ainmhí,djur
199,Tier::N,beithíoch,djur
200,Herde::N,tréad,flock
201,Kuh::N,bó,ko
202,Bulle::N,tarbh,tjur
203,Pferd::N,each,häst
204,Pferd::N,capall,häst
205,Schaf::N,caora,får
206,Schwein::N,muc,svin
207,Hund::N,madra,hund
208,Katze::N,cat,katt
209,Bär::N,béar,björn
210,Eichhörnchen::N,iora,ekorre
211,Elch::N,eilc,älg
212,Fuchs::N,sionnach,räv
213,Fuchs::N,madra rua,räv
214,Hase::N,giorria,hare
215,Maus::N,luch,mus
216,Wolf::N,mac tíre,varg
217,Vogel::N,éan,fågel
218,Schwarm::N,saithe,svärm
219,Huhn::N,cearc,höns
220,Hahn::N,coileach,tupp
221,Gans::N,gé,gås
222,Adler::N,iolar,örn
223,Ente::N,lacha,anka
224,Eule::N,ulchabhán,uggla
225,Kranich::N,grús,trana
226,Krähe::N,caróg,kråka
227,Krähe::N,préachán,kråka
228,Kuckuck::N,cuach,gök
229,Schwan::N,eala,svan
230,Fisch::N,iasc,fisk
231,Barsch::N,péirse,abborre
232,Hecht::N,liús,gädda
233,Schlange[Tier]::N,nathair,orm
234,Wurm::N,péist,mask
235,Spinne::N,damhán alla,spindel
236,Ameise::N,seangán,myra
237,Laus::N,míol,lus
238,Mücke::N,muiscít,mygga
239,Mücke::N,corrmhíol,mygga
240,Fliege::N,cuil,fluga
241,Fliege::N,cuileog,fluga
242,Schmetterling::N,féileacán,fjäril
243,Beere::N,caor,bär
244,Apfel::N,úll,äpple
245,Pilz::N,beacán,svamp
246,Pilz::N,muisiriún,svamp
247,Zwiebel::N,oinniún,lök
248,Saat::N,síol,sådd
249,Korn::N,gráinne,korn
250,Heu::N,féar,hö
251,Schale::N,scaimh,skal
252,Grube::N,poll,grop
253,Falle::N,gaiste,fälla
254,Schlinge::N,sealán,snara
255,Spur::N,rian,spår
256,Asche::N,luaith,aska
257,Dreck::N,salachar,lort
258,Eisen::N,iarann,järn
259,Gold::N,ór,guld
260,Silber::N,airgead,silver
261,Kohle::N,gual,kol
262,Glas::N,gloine,glas
263,Lehm::N,cré,lera
264,Sand::N,gaineamh,sand
265,Mensch::N,duine,människa
266,Mann::N,fear,man
267,Frau::N,bean,kvinna
268,Kind::N,gasúr,barn
269,Kind::N,páiste,barn
270,Junge::N,buachaill,pojke
271,Mädchen::N,cailín,flicka
272,Familie::N,teaghlach,familj
273,Familie::N,comhluadar,familj
274,Großvater::N,seanathair,morfar
275,Großmutter::N,seanmháthair,farmor
276,Eltern::N,tuismitheoirí,föräldrar
277,Vater::N,athair,far
278,Mutter::N,máthair,mor
279,Sohn::N,mac,son
280,Tochter::N,iníon,dotter
281,Bruder::N,deartháir,bror
282,Schwester::N,deirfiúr,syster
283,Onkel::N,uncail,morbror
284,Tante::N,aintín,tant
285,Ehemann::N,fear céile,äkta man
286,Ehefrau::N,bean chéile,hustru
287,Freude::N,áthas,fröjd
288,Freude::N,áthas,glädje
289,Gelächter::N,gáire,åtlöje
290,Glück::N,séan,lycka
291,Glück::N,sonas,lycka
292,Kummer::N,brón,sorg
293,Kummer::N,buairt,sorg
294,Wunsch::N,guí,önskan
295,Wunsch::N,achainí,önskan
296,Lust::N,fonn,lust
297,Geist::N,meon,ande
298,Geist::N,spiorad,ande
299,Gedanke::N,smaoineamh,tanke
300,Gedächtnis::N,cuimhne,minne
301,Verstand::N,ciall,förstånd
302,Verstand::N,intinn,förstånd
303,Sinn::N,brí,mening
304,Sinn::N,brí,betydelse
305,Sinn::N,ciall,mening
306,Sinn::N,ciall,betydelse
307,Grund::N,fáth,skäl
308,Grund::N,fáth,grund
309,Wahrheit::N,fírinne,sanning
310,Gespräch::N,comhrá,samtal
311,Märchen::N,scéal,saga
312,Erzählung::N,scéal,berättelse
313,Nachricht::N,teachtaireacht,meddelande
314,Neuigkeit::N,scéala,nyhet
315,Name::N,ainm,namn
316,Rätsel::N,tomhas,gåta
317,Rede::N,óráid,tal
318,Rede::N,aitheasc,tal
319,Sprache::N,teanga,språk
320,Stimme::N,guth,stämma
321,Wort::N,focal,ord
322,Zeichen::N,comhartha,tecken
323,Ruf::N,glaoch,rop
324,Lärm::N,torann,bråk
325,Lärm::N,torann,oväsen
326,Laut::N,fuaim,ljud
327,Ton::N,ton,ton
328,Lied::N,amhrán,sång
329,Ruhe::N,suaimhneas,ro
330,Ruhe::N,suaimhneas,lugn
331,Leute::N,muintir,folk
332,Volk::N,pobal,folk
333,Arbeit::N,obair,arbete
334,Gast::N,aoi,gäst
335,Geschenk::N,féirín,gåva
336,Geschenk::N,féirín,present
337,Geschenk::N,bronntanas,gåva
338,Geschenk::N,bronntanas,present
339,Spiel::N,cluiche,lek
340,Spiel::N,cluiche,spel
341,Gesellschaft::N,comhluadar,sällskap
342,Hilfe::N,cúnamh,hjälp
343,Hilfe::N,cabhair,hjälp
344,Freund::N,cara,vän
345,Kamerad::N,comrádaí,kamrat
346,Angelegenheit::N,ábhar,ärende
347,Angelegenheit::N,ábhar,angelägenhet
348,Anzahl::N,líon,antal
349,Art::N,sórt,art
350,Art::N,sórt,slag
351,Art::N,saghas,art
352,Art::N,saghas,slag
353,Stück::N,píosa,stycke
354,Teil::N,cuid,del
355,Teil::N,páirt,del
356,Hälfte::N,leath,halva
357,Kreis::N,ciorcal,krets
358,Kreis::N,ciorcal,cirkel
359,Kreuz::N,cros,kors
360,Kreuz::N,cros,kryss
361,Linie::N,líne,linje
362,Strich::N,stríoc,streck
363,Abstand::N,achar,avstånd
364,Entfernung::N,fad,avstånd
365,Gegend::N,ceantar,trakt
366,Platz::N,áit,plats
367,Platz::N,spás,plats
368,Ort::N,áit,plats
369,Ort::N,áit,ställe
370,Seite::N,taobh,sida
371,Mitte::N,lár,mitt
372,Gegenstand::N,ball,föremål
373,Gegenstand::N,ábhar,föremål
374,Sache::N,ní,sak
375,Sache::N,rud,sak
376,Rand::N,imeall,rand
377,Rand::N,ciumhais,rand
378,Kante::N,corr,kant
379,Kante::N,colbha,kant
380,Ecke::N,coirnéal,vrå
381,Ecke::N,coirnéal,hörn
382,Spitze::N,gob,spets
383,Spitze::N,barr,spets
384,Ende::N,ceann,ända
385,Ende::N,foirceann,ända
386,Loch::N,poll,hål
387,Winkel::N,cúinne,vinkel
388,Winkel::N,uillinn,vinkel
389,Muster::N,patrún,mönster
390,Größe::N,méid,storlek
391,Größe::N,toise,storlek
392,Länge::N,fad,längd
393,Höhe::N,airde,höjd
394,Gewicht::N,meáchan,tyngd
395,Menge::N,méid,mängd
396,Haufen::N,cnap,hög
397,Reihe::N,líne,rad
398,Reihe::N,sraith,rad
399,Boot::N,bád,båt
400,Ruder::N,rámh,åra
401,Ruder::N,maide rámha,åra
402,Schlitten::N,carr sleamhnáin,släde
403,Ski::N,scí,skida
404,Lagerfeuer::N,tine champa,lägereld
405,Last::N,ualach,last
406,Last::N,ualach,börda
407,Gang::N,siúlóid,gång
408,Schritt::N,céim,steg
409,Schritt::N,coiscéim,steg
410,Norden::N,tuaisceart,norr
411,Süden::N,deisceart,söder
412,Westen::N,iarthar,väster
413,Osten::N,oirthear,öster
414,Holz::N,adhmad,trä
415,Brett::N,clár,bräda
416,Platte::N,leac,platta
417,Stütze::N,taca,stöd
418,Stütze::N,taca,stötta
419,Stange::N,polla,stång
420,Stange::N,cuaille,stång
421,Stock::N,bata,käpp
422,Stock::N,bata,pinne
423,Stock::N,maide,käpp
424,Stock::N,maide,pinne
425,Stab::N,maide,stav
426,Stab::N,bachall,stav
427,Rohr::N,píopa,rör
428,Haus::N,teach,hus
429,Heim::N,baile,hem
430,Ofen::N,sornóg,ugn
431,Fußboden::N,urlár,golv
432,Tisch::N,bord,bord
433,Tisch::N,tábla,bord
434,Stuhl::N,cathaoir,stol
435,Wiege::N,cliabhán,vagga
436,Bett::N,leaba,säng
437,Regal::N,seilf,hylla
438,Kiste::N,bosca,låda
439,Fenster::N,fuinneoig,fönster
440,Tür::N,doras,dörr
441,Tor::N,geata,port
442,Zaun::N,fál,staket
443,Zaun::N,fál,stängsel
444,Zaun::N,claí,staket
445,Zaun::N,claí,stängsel
446,Dach::N,díon,tak
447,Leiter::N,dréimire,stege
448,Besen::N,scuab,kvast
449,Spaten::N,spád,spade
450,Spaten::N,rámhainn,spade
451,Schaufel::N,sluasaid,skovel
452,Schaufel::N,sluasaid,skyffel
453,Gabel::N,forc,gaffel
454,Gabel::N,gabhlóg,gaffel
455,Löffel::N,spúnóg,sked
456,Messer::N,scian,kniv
457,Nagel::N,tairne,spik
458,Netz::N,líon,nät
459,Netz::N,eangach,nät
460,Haken::N,croch,krok
461,Griff::N,cos,tag
462,Griff::N,cos,handtag
463,Griff::N,hanla,tag
464,Griff::N,hanla,handtag
465,Schloss::N,glas,las
466,Bild::N,pictiúr,bild
467,Figur::N,fíor,figur
468,Puppe::N,bábóg,docka
469,Beutel::N,mála,påse
470,Beutel::N,mealbhóg,påse
471,Bündel::N,beart,bunt
472,Bündel::N,beart,knippa
473,Tasche::N,mála,väska
474,Eimer::N,buicéad,hink
475,Eimer::N,buicéad,ämbar
476,Deckel::N,clár,lock
477,Deckel::N,claibín,lock
478,Geschirr::N,soithí,servis
479,Geschirr::N,soithí,porslin
480,Geschirr::N,gréithe,servis
481,Geschirr::N,gréithe,porslin
482,Sack::N,sac,säck
483,Sack::N,mála,säck
484,Tasse::N,cupán,kopp
485,Topf::N,pota,gryta
486,Topf::N,pota,kastrull
487,Kessel::N,citeal,kittel
488,Essen::N,béile,mål
489,Nahrung::N,bia,näring
490,Speise::N,mias,maträtt
491,Fleisch::N,feoil,kött
492,Getreide::N,grán,säd
493,Getreide::N,grán,spannmål
494,Getreide::N,arbhar,säd
495,Getreide::N,arbhar,spannmål
496,Brei::N,brúitín,gröt
497,Brot::N,arán,bröd
498,Scheibe::N,píosa,skiva
499,Scheibe::N,slisne,skiva
500,Fett::N,saill,fett
501,Fett::N,méathras,fett
502,Butter::N,im,smör
503,Öl::N,ola,olja
504,Salz::N,salann,salt
505,Suppe::N,sú,soppa
506,Suppe::N,anraith,soppa
507,Honig::N,mil,honung
508,Milch::N,bainne,mjölk
509,Tee::N,tae,te
510,Leder::N,leathar,läder
511,Wolle::N,olann,ull
512,Wolle::N,olann,ylle
513,Stoff::N,éadach,tyg
514,Stoff::N,éadach,stoff
515,Nadel::N,snáthaid,nål
516,Faden::N,snáth,tråd
517,Knopf::N,cnaipe,knapp
518,Knoten::N,snaidhm,knut
519,Farbe::N,péint,färg
520,Kleidung::N,éadaí,klädsel
521,Hemd::N,léine,skjorta
522,Kragen::N,bóna,krage
523,Ärmel::N,muinchille,ärm
524,Hose::N,bríste,byxor
525,Hose::N,treabhsar,byxor
526,Gürtel::N,crios,bälte
527,Mütze::N,caipín,mössa
528,Schuh::N,bróg,sko
529,Stiefel::N,buatais,stövel
530,Ring::N,fáinne,ring
531,Band::N,ribín,band
532,Kamm::N,cíor,kam
533,Spiegel::N,scáthán,spegel
534,Riemen::N,iall,rem
535,Riemen::N,strapa,rem
536,Schnur::N,téad,snöre
537,Schnur::N,sreangán,snöre
538,Leine::N,iall,lina
539,Decke::N,pluid,täcke
540,Decke::N,blaincéad,täcke
541,Kissen::N,piliúr,dyna
542,Kissen::N,piliúr,kudde
543,Kissen::N,adhartán,dyna
544,Kissen::N,adhartán,kudde
545,Tuch::N,scaif,sjal
546,Handtuch::N,tuáille,handduk
547,Kraft::N,fórsa,kraft
548,Stärke::N,neart,styrka
549,Gesundheit::N,sláinte,hälsa
550,Krankheit::N,tinneas,sjukdom
551,Krankheit::N,breoiteacht,sjukdom
552,Schmerz::N,pian,smärta
553,Wunde::N,goin,sår
554,Fieber::N,fiabhras,feber
555,Arznei::N,cógas,medicin
556,Arznei::N,cógas,läkemedel
557,Brücke::N,droichead,bro
558,Brunnen::N,tobar,brunn
559,Weide::N,féarach,bete
560,Pfad::N,cosán,stig
561,Pfad::N,conair,stig
562,Weg::N,slí,väg
563,Weg::N,bealach,väg
564,Straße::N,bóthar,gata
565,Dorf::N,sráidbhaile,by
566,Stadt::N,baile,stad
567,Stadt::N,cathair,stad
568,Brief::N,litir,brev
569,Buch::N,cín,bok
570,Buch::N,leabhar,bok
571,Buchstabe::N,litir,bokstav
572,Zeitung::N,nuachtán,tidning
573,Leben::N,saol,liv
574,Leben::N,beatha,liv
575,Tod::N,bás,död
576,Grab::N,uaigh,grav
577,Kirche::N,eaglais,kyrka
578,Sünde::N,peaca,synd
579,Gott::N,dia,gud
580,Arbeiter::N,oibrí,arbetare
581,Chef::N,saoiste,chef
582,Chef::N,ceannasaí,chef
583,Meister::N,máistir,mästare
584,Arzt::N,lia,läkare
585,Arzt::N,dochtúir,läkare
586,Lehrer::N,oide,lärare
587,Lehrer::N,múinteoir,lärare
588,Geld::N,airgead,pengar
589,Geschäft::N,gnó,rörelse
590,Laden::N,siopa,affär
591,Preis::N,praghas,pris
592,Ware::N,earra,vara
593,Nutzen::N,tairbhe,gagn
594,Nutzen::N,tairbhe,nytta
595,Reichtum::N,rachmas,rikedom
596,Reichtum::N,saibhreas,rikedom
597,Welt::N,domhan,värld
598,Land::N,tír,land
599,Staat::N,stát,stat
600,König::N,rí,kung
601,König::N,rí,konung
602,Macht::N,cumhacht,makt
603,Grenze::N,críoch,gräns
604,Grenze::N,teorainn,gräns
605,Krieg::N,cogadh,krig
606,Feind::N,namhaid,fiende
607,Gewalt::N,foréigean,våld
608,Kampf::N,troid,kamp
609,Kampf::N,troid,strid
610,Bogen[Waffe]::N,bogha,båge
611,Pfeil::N,saighead,pil
612,Gewehr::N,gunna,gevär
613,Fehler::N,botún,fel
614,Fehler::N,meancóg,fel
615,Lüge::N,bréag,lögn
616,Lüge::N,éitheach,lögn
617,Schaden::N,dochar,skada
618,Schaden::N,damáiste,skada
619,Unglück::N,drochrath,otur
620,Unglück::N,drochrath,olycka
621,Schuld::N,locht,skuld
622,Schuld::N,milleán,skuld
623,Alter::N,aois,ålder
624,Schluss::N,deireadh,slut
625,Zeit::N,am,tid
626,Zeit::N,aimsir,tid
627,Tag::N,lá,dag
628,Morgen::N,maidin,morgon
629,Mittag::N,nóin,middag
630,Abend::N,tráthnóna,kväll
631,Nacht::N,oíche,natt
632,Woche::N,seachtain,vecka
633,Monat::N,mí,månad
634,Jahr::N,bliain,år
635,Frühling::N,earrach,vår
636,Sommer::N,samhradh,sommar
637,Herbst::N,fómhar,höst
638,Winter::N,geimhreadh,vinter
639,Januar::N,Eanáir,januari
640,Februar::N,Feabhra,februari
641,März::N,Márta,mars
642,April::N,Aibreán,april
643,Mai::N,Bealtaine,maj
644,Juni::N,Meitheamh,juni
645,Juli::N,Iúil,juli
646,August::N,Lúnasa,augusti
647,September::N,Meán Fómhair,september
648,Oktober::N,Deireadh Fómhair,oktober
649,November::N,Samhain,november
650,November::N,Mí na Samhna,november
651,Dezember::N,Mí na Nollag,december
652,Montag::N,Luan,måndag
653,Montag::N,Dé Luain,måndag
654,Dienstag::N,Máirt,tisdag
655,Dienstag::N,Dé Máirt,tisdag
656,Mittwoch::N,Céadaoin,onsdag
657,Mittwoch::N,Dé Céadaoin,onsdag
658,Donnerstag::N,Déardaoin,torsdag
659,Freitag::N,Aoine,fredag
660,Freitag::N,Dé hAoine,fredag
661,Samstag::N,Satharn,lördag
662,Samstag::N,Dé Sathairn,lördag
663,Sonntag::N,Domhnach,söndag
664,Sonntag::N,Dé Domhnaigh,söndag
665,groß::A,mór,stor
666,klein::A,beag,liten
667,lang::A,fada,lång
668,kurz::A,gearr,kort
669,kurz::A,gairid,kort
670,breit::A,leathan,bred
671,breit::A,fairsing,bred
672,schmal::A,cúng,smal
673,dicht::A,dlúth,tät
674,dick[Gegenstand]::A,tiubh,tjock
675,dünn::A,caol,tunn
676,dünn::A,tanaí,tunn
677,fein::A,scáinte,fin
678,fein::A,fíneálta,fin
679,fest::A,daingean,fast
680,flach::A,cothrom,platt
681,glatt::A,mín,glatt
682,glatt::A,sleamhain,glatt
683,hart::A,crua,hård
684,weich::A,bog,mjuk
685,rund::A,cruinn,rund
686,spitz::A,gobach,toppig
687,spitz::A,gobach,spetsig
688,spitz::A,biorach,toppig
689,spitz::A,biorach,spetsig
690,scharf::A,géar,vass
691,scharf::A,géar,skarp
692,scharf::A,faobhrach,vass
693,scharf::A,faobhrach,skarp
694,stumpf::A,maol,slö
695,schwer::A,trom,tung
696,schön::A,álainn,skön
697,schön::A,álainn,vacker
698,heiß::A,te,het
699,warm::A,te,varm
700,kalt::A,fuar,kall
701,kühl::A,fionnuar,sval
702,kühl::A,fionnuar,kylig
703,frisch::A,úr,färsk
704,frisch::A,friseáilte,färsk
705,feucht::A,tais,fuktig
706,nass::A,fliuch,våt
707,trocken::A,tirim,torr
708,voll::A,lán,full
709,leer::A,folamh,tom
710,offen::A,oscailte,öppen
711,geschlossen::A,dúnta,stängd
712,geschlossen::A,druidte,stängd
713,sauber::A,glan,ren
714,schmutzig::A,salach,snuskig
715,roh::A,amh,rå
716,reif::A,aibí,mogen
717,lecker::A,blasta,läcker
718,süß::A,milis,söt
719,bitter::A,searbh,besk
720,bitter::A,searbh,bitter
721,sauer::A,géar,sur
722,sauer::A,searbh,sur
723,hell::A,geal,ljus
724,hell::A,soilseach,ljus
725,dunkel::A,dorcha,mörk
726,schwarz::A,dubh,svart
727,weiß::A,bán,vit
728,rot::A,dearg,röd
729,gelb::A,buí,gul
730,blau::A,gorm,blå
731,grün::A,glas,grön
732,grün::A,uaine,grön
733,grau::A,liath,grå
734,bunt::A,ildathach,brokig
735,bunt::A,dathannach,brokig
736,billig::A,saor,billig
737,teuer::A,daor,dyr
738,teuer::A,costasach,dyr
739,wertvoll::A,luachmhar,värdefull
740,blind::A,dall,blind
741,blind::A,caoch,blind
742,taub::A,bodhar,döv
743,kräftig::A,cumhachtach,kraftig
744,stark::A,tréan,stark
745,stark::A,láidir,stark
746,schwach::A,lag,svag
747,schwach::A,fann,svag
748,fett::A,ramhar,fet
749,schlank::A,caol,slank
750,schlank::A,seang,slank
751,hübsch::A,álainn,snygg
752,hübsch::A,álainn,vacker
753,hübsch::A,dathúil,snygg
754,hübsch::A,dathúil,vacker
755,böse::A,olc,ond
756,böse::A,olc,elak
757,dumm::A,dúr,dum
758,dumm::A,amaideach,dum
759,faul::A,falsa,lat
760,faul::A,leisciúil,lat
761,fleißig::A,dícheallach,flitig
762,geizig::A,barainneach,snål
763,geizig::A,barainneach,girig
764,geizig::A,sprionlaithe,snål
765,geizig::A,sprionlaithe,girig
766,klug::A,cliste,klok
767,geschickt::A,oilte,händig
768,geschickt::A,oilte,skicklig
769,geschickt::A,ealaíonta,händig
770,geschickt::A,ealaíonta,skicklig
771,lieb::A,dil,kär
772,lieb::A,dil,snäll
773,lieb::A,dílis,kär
774,lieb::A,dílis,snäll
775,lustig::A,aerach,rolig
776,lustig::A,aerach,lustig
777,lustig::A,meidhreach,rolig
778,lustig::A,meidhreach,lustig
779,sanft::A,bog,mild
780,sanft::A,séimh,mild
781,hungrig::A,ocrach,hungrig
782,krank::A,tinn,sjuk
783,krank::A,breoite,sjuk
784,nackt::A,nocht,naken
785,traurig::A,brónach,ledsen
786,traurig::A,brónach,sorgsen
787,lebendig::A,beo,levande
788,gut::A,maith,bra
789,schlecht::A,dona,dålig
790,schlecht::A,droch-,dålig
791,richtig::A,ceart,riktig
792,schlimm::A,gránna,illa
793,schlimm::A,tubaisteach,illa
794,wahr::A,fíor,sann
795,alt::A,sean,gammal
796,neu::A,úr,ny
797,neu::A,nua,ny
798,ehemalig::A,iar-,forn
799,ehemalig::A,iar-,tidigare
800,ehemalig::A,sean-,forn
801,ehemalig::A,sean-,tidigare
802,alt[Lebewesen]::A,sean,gammal
803,alt[Lebewesen]::A,aosta,gammal
804,jung::A,óg,ung
805,arm::A,bocht,fattig
806,reich::A,saibhir,rik
807,reich::A,rachmasach,rik
808,bekannt::A,atá eolas air,känd
809,berühmt::A,cailiúil,berömd
810,berühmt::A,clúiteach,berömd
811,fremd::A,coimhthíoch,främmande
812,verschieden::A,éagsúil,åtskillig
813,verschieden::A,difriúil,åtskillig
814,nah::A,gar,nära
815,nah::A,deas,nära
816,fern::A,i bhfad uainn,fjärran
817,fern::A,i bhfad i gcéin,fjärran
818,linker::A,clé,vänster
819,rechter::A,deas,höger
820,anderer::A,eile,annan
821,erster::A,céad,första
822,zweiter::A,dóú,andra
823,zweiter::A,dara,andra
824,dritter::A,tríú,tredje
825,dritter::A,treas,tredje
826,letzter::A,déanach,sist
827,letzter::A,deireanach,sist
828,allein::ADV,i d'aonar,allena
829,auf einmal::ADV,ag an am céanna,på en gång
830,zusammen::ADV,le chéile,tillsammans
831,zusammen::ADV,in eineacht,tillsammans
832,lange::ADV,fada,länge
833,plötzlich::ADV,go tobann,plötsligt
834,plötzlich::ADV,i dtobainne,plötsligt
835,sofort::ADV,ar an toirt,strax
836,sofort::ADV,ar an toirt,genast
837,sofort::ADV,ar an bpointe,strax
838,sofort::ADV,ar an bpointe,genast
839,später::ADV,níos déanaí,senare
840,jetzt::ADV,anois,nu
841,heute::ADV,inniu,i dag
842,morgen::ADV,amárach,i morgon
843,bald::ADV,go luath,snart
