,Concept_ID,kv,kv
774,fünf::NUM,вит,вит
775,sechs::NUM,квать,квать
776,sieben::NUM,сизим,сизим
777,acht::NUM,кыкьямыс,кыкьямыс
778,neun::NUM,ӧкмыс,ӧкмыс
779,zehn::NUM,дас,дас
780,elf::NUM,дасотік,дасотік
781,zwölf::NUM,даскык,даскык
782,zwanzig::NUM,кыкдас,кыкдас
783,dreißig::NUM,куимдас,куимдас
784,vierzig::NUM,нёльдас,нёльдас
785,fünfzig::NUM,витдас,витдас
786,sechzig::NUM,кватьдас,кватьдас
787,siebzig::NUM,сизимдас,сизимдас
788,achtzig::NUM,кыкьямысдас,кыкьямысдас
789,neunzig::NUM,ӧкмысдас,ӧкмысдас
790,hundert::NUM,сто,сто
791,tausend::NUM,тысяча,тысяча
792,und::CNJ,и,и
793,und::CNJ,и,да
794,und::CNJ,да,и
795,und::CNJ,да,да
796,oder::CNJ,или,или
797,stehen::V,сулавны,сулавны
798,sitzen::V,пукавны,пукавны
799,liegen::V,куйлыны,куйлыны
800,hängen::V,ӧшавны,ӧшавны
801,werden::V,лоны,лоны
802,passieren::V,аркмыны,аркмыны
803,beginnen::V,петны,петны
804,enden::V,-сь,-сь
805,enden::V,-сь,бырны
806,enden::V,бырны,-сь
807,enden::V,бырны,бырны
808,wechseln::V,вежсьыны,вежсьыны
809,aufgehen[Sonne]::V,петавны,петавны
810,untergehen[Sonne]::V,пуксьыны,пуксьыны
811,scheinen[Sonne]::V,югьявны,югьявны
812,donnern::V,гымавны,гымавны
813,wehen::V,пӧлявны,пӧлявны
814,strömen::V,киссьыны,киссьыны
815,fließen::V,визывтны,визывтны
816,sich drehen::V,бергавны,бергавны
817,schwanken::V,кӧвьясьны,кӧвьясьны
818,schwingen::V,дюттясьны,дюттясьны
819,fallen::V,усьны,усьны
820,brennen::V,сотчыны,сотчыны
821,rauchen::V,тшынасьны,тшынасьны
822,regnen::V,зэрны,зэрны
823,gefrieren::V,гегдыны,гегдыны
824,tauen::V,сывны,сывны
825,schmelzen::V,сывны,сывны
826,trocknen::V,косьмыны,косьмыны
827,sieden::V,пизьны,пизьны
828,faulen::V,нёльзьыны,нёльзьыны
829,verfaulen::V,тӧрмыны,тӧрмыны
830,verfaulen::V,тӧрмыны,сiсьмыны
831,verfaulen::V,сiсьмыны,тӧрмыны
832,verfaulen::V,сiсьмыны,сiсьмыны
833,reißen::V,косясьны,косясьны
834,versinken::V,вӧйны,вӧйны
835,vergehen::V,мунны,мунны
836,erscheinen::V,мыччисьны,мыччисьны
837,verschwinden::V,ӧшны,ӧшны
838,sinken::V,ямны,ямны
839,abnehmen::V,ямны,ямны
840,zunehmen::V,паськавны,паськавны
841,steigen::V,лэбтiсьны,лэбтiсьны
842,wachsen::V,быдмыны,быдмыны
843,glänzen::V,свиттявны,свиттявны
844,funkeln::V,югйовтлыны,югйовтлыны
845,funkeln::V,югйовтлыны,югйӧв-керны
846,funkeln::V,югйӧв-керны,югйовтлыны
847,funkeln::V,югйӧв-керны,югйӧв-керны
848,lärmen::V,чавзыны,чавзыны
849,läuten::V,диньгыны,диньгыны
850,klingeln::V,силькӧтны,силькӧтны
851,klirren::V,жольӧтны,жольӧтны
852,brausen::V,гуасьны,гуасьны
853,rauschen::V,кышӧтны,кышӧтны
854,klingen::V,горавны,горавны
855,bellen::V,увтны,увтны
856,bellen::V,увтны,вувтны
857,bellen::V,вувтны,увтны
858,bellen::V,вувтны,вувтны
859,heulen::V,уннявны,уннявны
860,blasen::V,пӧлявны,пӧлявны
861,pfeifen::V,пиксыны,пиксыны
862,schreien::V,айзыны,айзыны
863,stöhnen::V,ойзыны,ойзыны
864,stöhnen::V,ойзыны,ружтыны
865,stöhnen::V,ружтыны,ойзыны
866,stöhnen::V,ружтыны,ружтыны
867,zittern::V,легьявны,легьявны
868,leben::V,овны,овны
869,geboren werden::V,шогмыны,шогмыны
870,atmen::V,лолавны,лолавны
871,trinken::V,юны,юны
872,essen::V,сёйны,сёйны
873,schlucken::V,ньылавны,ньылавны
874,müde werden::V,мыдзны,мыдзны
875,einschlafen::V,ланьтны,ланьтны
876,schlafen::V,узьны,узьны
877,aufwachen::V,саймыны,саймыны
878,aufwachen::V,саймыны,пальмыны
879,aufwachen::V,пальмыны,саймыны
880,aufwachen::V,пальмыны,пальмыны
881,aufstehen::V,сувтны,сувтны
882,sich erholen::V,шоччисьлыны,шоччисьлыны
883,krank werden::V,моржитны,моржитны
884,krank sein::V,шогавны,шогавны
885,krank sein::V,шогавны,визьӧтны
886,krank sein::V,визьӧтны,шогавны
887,krank sein::V,визьӧтны,визьӧтны
888,schmerzen::V,висьны,висьны
889,husten::V,кашляйтны,кашляйтны
890,genesen::V,бурдны,бурдны
891,sterben::V,кувны,кувны
892,umkommen::V,вийсьыны,вийсьыны
893,sich bewegen::V,локны,локны
894,sich bewegen::V,локны,ветлӧтны
895,sich bewegen::V,ветлӧтны,локны
896,sich bewegen::V,ветлӧтны,ветлӧтны
897,sich rühren::V,вӧрзьӧтчыны,вӧрзьӧтчыны
898,sich erheben::V,сувтны,сувтны
899,sich setzen::V,пуксьыны,пуксьыны
900,hinfallen::V,пӧрласьны,пӧрласьны
901,laufen::V,мунны,мунны
902,schreiten::V,тальччавны,тальччавны
903,spazierengehen::V,котрасьны,котрасьны
904,eilen::V,тэрмасьны,тэрмасьны
905,sich beeilen::V,тэрмасьны,тэрмасьны
906,sausen::V,вирдавны-котӧртны,вирдавны-котӧртны
907,springen::V,чеччавны,чеччавны
908,klettern::V,кышасьны,кышасьны
909,schaukeln::V,чурликасьны,чурликасьны
910,kriechen::V,кыскасьны-мунны,кыскасьны-мунны
911,schwimmen::V,вартчыны,вартчыны
912,tauchen::V,сунгисьны ваӧ,сунгисьны ваӧ
913,rudern::V,сынны,сынны
914,fahren::V,мунны,мунны
915,fliegen::V,лэбавны,лэбавны
916,gehen::V,мунны,мунны
917,weggehen::V,мунны,мунны
918,abfahren::V,иньдӧтчыны,иньдӧтчыны
919,abfahren::V,иньдӧтчыны,мунны
920,abfahren::V,мунны,иньдӧтчыны
921,abfahren::V,мунны,мунны
922,anhalten::V,сувтны,сувтны
923,hineingehen::V,пырны,пырны
924,eintreten::V,пырны,пырны
925,kommen::V,локны,локны
926,ankommen::V,локны,локны
927,zurückkommen::V,бертны,бертны
928,zurückkommen::V,бертны,панӧвтсьыны
929,zurückkommen::V,панӧвтсьыны,бертны
930,zurückkommen::V,панӧвтсьыны,панӧвтсьыны
931,bleiben::V,кольччыны,кольччыны
932,warten::V,видзчисьны,видзчисьны
933,erwarten::V,видзчисьны,видзчисьны
934,suchen::V,кошшыны,кошшыны
935,finden::V,адззыны,адззыны
936,versuchen::V,пондыны,пондыны
937,versuchen::V,пондыны,пондӧтны
938,versuchen::V,пондӧтны,пондыны
939,versuchen::V,пондӧтны,пондӧтны
940,vorbereiten::V,лӧсьӧтны,лӧсьӧтны
941,lieben::V,милуйтны,милуйтны
942,mögen::V,радейтны,радейтны
943,lachen::V,серавны,серавны
944,rühren::V,сьӧлӧм вӧрзьӧтны,сьӧлӧм вӧрзьӧтны
945,weinen::V,горзыны,горзыны
946,schimpfen::V,видчыны,видчыны
947,sich ärgern::V,лёкавны,лёкавны
948,sich fürchten::V,повны,повны
949,fürchten::V,повны,повны
950,fliehen::V,пышшыны,пышшыны
951,flüchten::V,пышшыны,пышшыны
952,sehen::V,адззыны,адззыны
953,anschauen::V,видзӧтны,видзӧтны
954,ansehen::V,видзӧтны,видзӧтны
955,hören::V,кывны,кывны
956,zuhören::V,кывзыны,кывзыны
957,probieren::V,пешлыны,пешлыны
958,riechen::V,дукавны,дукавны
959,fühlen::V,кывны,кывны
960,scheinen::V,декуйтчыны,декуйтчыны
961,zu sehen sein::V,тыдавны,тыдавны
962,vernehmen::V,тӧдмавны,тӧдмавны
963,frieren::V,гегдыны,гегдыны
964,tun::V,керны,керны
965,können::V,вермыны,вермыны
966,wollen::V,мӧдны,мӧдны
967,anfangen::V,петны,петны
968,beenden::V,ештӧтны,ештӧтны
969,beenden::V,ештӧтны,керыштны
970,beenden::V,керыштны,ештӧтны
971,beenden::V,керыштны,керыштны
972,aufhören::V,дугдыны,дугдыны
973,gelingen::V,шогмыны,шогмыны
974,geraten::V,мыччисьны,мыччисьны
975,öffnen::V,осьтны,осьтны
976,schließen::V,пӧднавны,пӧднавны
977,stellen::V,сувтӧтны,сувтӧтны
978,setzen::V,пуксьӧтны,пуксьӧтны
979,legen::V,пуктыны,пуктыны
980,berühren::V,вӧрзьӧтны,вӧрзьӧтны
981,verbinden::V,йитны,йитны
982,bedecken::V,вевттьыны,вевттьыны
983,aufhängen::V,ӧшӧтны,ӧшӧтны
984,anzünden::V,ӧзтыны,ӧзтыны
985,aufheben::V,лэбтыны,лэбтыны
986,zurücklassen::V,кольны,кольны
987,verlieren::V,ӧштыны,ӧштыны
988,fallen lassen::V,уськӧтны,уськӧтны
989,machen::V,керны,керны
990,herstellen::V,вӧчны,вӧчны
991,bauen::V,строитны,строитны
992,reparieren::V,вочны,вочны
993,verbessern::V,бурсьӧтны,бурсьӧтны
994,ändern::V,вежны,вежны
995,graben::V,гарйыны,гарйыны
996,beugen::V,кусіньтны,кусіньтны
997,biegen::V,чукыльтыштны,чукыльтыштны
998,drehen::V,бергӧтны,бергӧтны
999,wenden::V,бергӧтны,бергӧтны
1000,umdrehen::V,бергӧтны,бергӧтны
1001,heben::V,лэбтыны,лэбтыны
1002,hochheben::V,лэбтыны,лэбтыны
1003,ergreifen::V,кватитны,кватитны
1004,halten::V,видзны,видзны
1005,drücken::V,личкыны,личкыны
1006,schieben::V,тойлавны,тойлавны
1007,kratzen::V,шаркӧтны,шаркӧтны
1008,lecken::V,нювны,нювны
1009,beißen::V,йирны,йирны
1010,abreißen::V,орӧтны,орӧтны
1011,abschneiden::V,шӧрыштны,шӧрыштны
1012,abschneiden::V,шӧрыштны,вундыштны
1013,abschneiden::V,вундыштны,шӧрыштны
1014,abschneiden::V,вундыштны,вундыштны
1015,binden::V,гӧрдззыны,гӧрдззыны
1016,stecken::V,мӧртны,мӧртны
1017,brechen::V,жугдыны,жугдыны
1018,klopfen::V,зукӧтны,зукӧтны
1019,hauen::V,желльыны,желльыны
1020,kleben::V,лякӧтны,лякӧтны
1021,reiben::V,зыртны,зыртны
1022,streichen::V,мавтны,мавтны
1023,schleifen::V,кыскыны,кыскыны
1024,schneiden::V,вундавны,вундавны
1025,rütteln::V,шатлавны,шатлавны
1026,schütteln::V,зыбӧтны,зыбӧтны
1027,schwenken::V,ӧвтны,ӧвтны
1028,schwenken::V,ӧвтны,макайтны
1029,schwenken::V,макайтны,ӧвтны
1030,schwenken::V,макайтны,макайтны
1031,schütten::V,кисьтны,кисьтны
1032,füllen::V,тыртны,тыртны
1033,füllen::V,тыртны,тырсьӧтны
1034,füllen::V,тырсьӧтны,тыртны
1035,füllen::V,тырсьӧтны,тырсьӧтны
1036,einwickeln::V,тубны,тубны
1037,tragen::V,новйӧтны,новйӧтны
1038,schleppen::V,кыскыны,кыскыны
1039,ziehen::V,кыскыны,кыскыны
1040,aufbewahren::V,видзны,видзны
1041,werfen::V,шентывлыны,шентывлыны
1042,fangen::V,кутны,кутны
1043,packen::V,кутасьны,кутасьны
1044,packen::V,кутасьны,кватитны
1045,packen::V,кватитны,кутасьны
1046,packen::V,кватитны,кватитны
1047,verstecken::V,дзебны,дзебны
1048,teilen::V,торйӧтны,торйӧтны
1049,schicken::V,иньдыны,иньдыны
1050,bringen::V,вайны,вайны
1051,hinzufügen::V,содтыны,содтыны
1052,bekommen::V,получитны,получитны
1053,erhalten::V,получитны,получитны
1054,nehmen::V,босьтны,босьтны
1055,wählen::V,бӧрйыны,бӧрйыны
1056,auswählen::V,бӧрйыны,бӧрйыны
1057,bewahren::V,видзны,видзны
1058,behindern::V,падтыны,падтыны
1059,verderben::V,изводавны,изводавны
1060,beschädigen::V,паздыны,паздыны
1061,zerbrechen::V,паздыны,паздыны
1062,zerreißen::V,косявны,косявны
1063,zerstören::V,паздыны,паздыны
1064,verbrennen::V,сотны,сотны
1065,geben::V,сетны,сетны
1066,reichen::V,сетны,сетны
1067,schenken::V,козьнавны,козьнавны
1068,versprechen::V,кӧсйыны,кӧсйыны
1069,wünschen::V,бурсьыны,бурсьыны
1070,loben::V,ошкыны,ошкыны
1071,küssen::V,окавны,окавны
1072,wiegen::V,тюттьӧтны,тюттьӧтны
1073,zudecken::V,вевттьыны,вевттьыны
1074,wecken::V,саймӧтны,саймӧтны
1075,zeigen::V,мыччавны,мыччавны
1076,führen::V,нуӧтны,нуӧтны
1077,lehren::V,велӧтны,велӧтны
1078,unterrichten::V,велӧтны,велӧтны
1079,aufziehen::V,быдтыны,быдтыны
1080,leiten::V,юравны,юравны
1081,leiten::V,юравны,веськӧтлыны
1082,leiten::V,веськӧтлыны,юравны
1083,leiten::V,веськӧтлыны,веськӧтлыны
1084,antreiben::V,тэрмӧтны,тэрмӧтны
1085,lassen::V,-ӧтыны,-ӧтыны
1086,einladen::V,корны,корны
1087,vereinigen::V,ӧтувтны,ӧтувтны
1088,vereinigen::V,ӧтувтны,ӧтлаавны
1089,vereinigen::V,ӧтлаавны,ӧтувтны
1090,vereinigen::V,ӧтлаавны,ӧтлаавны
1091,besuchen::V,пыравлыны,пыравлыны
1092,treffen::V,пантавны,пантавны
1093,sich versammeln::V,ӧксьыны,ӧксьыны
1094,spielen::V,орсны,орсны
1095,singen::V,сьывны,сьывны
1096,tanzen::V,йӧктыны,йӧктыны
1097,sich trennen::V,торьясьны,торьясьны
1098,verlassen::V,кольны,кольны
1099,retten::V,мынтны,мынтны
1100,bewachen::V,смекайтны,смекайтны
1101,schützen::V,дорйыны,дорйыны
1102,verteidigen::V,дорйыны,дорйыны
1103,sich schlagen::V,тышкасьны,тышкасьны
1104,schießen::V,лыйны,лыйны
1105,siegen::V,вермыны,вермыны
1106,ärgern::V,лӧгӧтны,лӧгӧтны
1107,schlagen::V,базнитны,базнитны
1108,treten::V,чужьявны,чужьявны
1109,stechen::V,бытшкыны,бытшкыны
1110,stoßen::V,тапкыны,тапкыны
1111,stoßen::V,тапкыны,тойыштны
1112,stoßen::V,тойыштны,тапкыны
1113,stoßen::V,тойыштны,тойыштны
1114,stehlen::V,гусявны,гусявны
1115,stören::V,костіавны,костіавны
1116,belästigen::V,назыляйтны,назыляйтны
1117,verbergen::V,дзебны,дзебны
1118,täuschen::V,бӧбӧтны,бӧбӧтны
1119,täuschen::V,бӧбӧтны,пӧрьявны
1120,täuschen::V,пӧрьявны,бӧбӧтны
1121,täuschen::V,пӧрьявны,пӧрьявны
1122,betrügen::V,муклачитны,муклачитны
1123,töten::V,вийны,вийны
1124,wohnen::V,овны,овны
1125,arbeiten::V,уджавны,уджавны
1126,sammeln::V,ӧктыны,ӧктыны
1127,pflücken::V,судзлавны,судзлавны
1128,jagen::V,вӧравны,вӧравны
1129,fischen::V,чериавны,чериавны
1130,fassen::V,кутны,кутны
1131,hüten::V,вердны,вердны
1132,hüten::V,вердны,йирсьӧтны
1133,hüten::V,йирсьӧтны,вердны
1134,hüten::V,йирсьӧтны,йирсьӧтны
1135,treiben::V,вашӧтны,вашӧтны
1136,anbinden::V,кӧртавны,кӧртавны
1137,füttern::V,вердны,вердны
1138,melken::V,высьтыны,высьтыны
1139,melken::V,высьтыны,чилькӧтны
1140,melken::V,чилькӧтны,высьтыны
1141,melken::V,чилькӧтны,чилькӧтны
1142,hacken::V,керавны,керавны
1143,gießen::V,киськавны,киськавны
1144,reifen::V,кисьмыны,кисьмыны
1145,zubereiten::V,лӧсьӧтны,лӧсьӧтны
1146,kochen::V,пуны,пуны
1147,backen::V,пӧжавны,пӧжавны
1148,braten::V,жаритны,жаритны
1149,umrühren::V,соравны,соравны
1150,stricken::V,домавны,домавны
1151,nähen::V,вурны,вурны
1152,färben::V,краситны,краситны
1153,reinigen::V,весӧтны,весӧтны
1154,waschen::V,пеславны,пеславны
1155,abwischen::V,чышкыны,чышкыны
1156,spülen::V,гывьявны,гывьявны
1157,fegen::V,чышкыны,чышкыны
1158,kehren::V,чышкыны,чышкыны
1159,baden::V,купайтчыны ,купайтчыны 
1160,sich waschen::V,миссьыны,миссьыны
1161,ausziehen::V,гыжтӧтны,гыжтӧтны
1162,ausziehen::V,гыжтӧтны,пӧрччавны
1163,ausziehen::V,пӧрччавны,гыжтӧтны
1164,ausziehen::V,пӧрччавны,пӧрччавны
1165,anziehen::V,пасьтавны,пасьтавны
1166,sich anziehen::V,пасьтасьны,пасьтасьны
1167,kämmen::V,сынавны,сынавны
1168,schmücken::V,баситны,баситны
1169,sagen::V,висьтавны,висьтавны
1170,sprechen::V,шуны,шуны
1171,reden::V,баитны,баитны
1172,sich unterhalten::V,сёрнитны,сёрнитны
1173,fragen::V,юавны,юавны
1174,bitten::V,корны,корны
1175,erzählen::V,висьтавны,висьтавны
1176,mitteilen::V,висьтавны,висьтавны
1177,nennen::V,нимтны,нимтны
1178,rufen::V,китсавны,китсавны
1179,rufen::V,китсавны,корны
1180,rufen::V,китсавны,чукӧстны
1181,rufen::V,корны,китсавны
1182,rufen::V,корны,корны
1183,rufen::V,корны,чукӧстны
1184,rufen::V,чукӧстны,китсавны
1185,rufen::V,чукӧстны,корны
1186,rufen::V,чукӧстны,чукӧстны
1187,prahlen::V,ошшасьны,ошшасьны
1188,übersetzen::V,вуджӧтны,вуджӧтны
1189,denken::V,чайтны,чайтны
1190,glauben::V,веритны,веритны
1191,bemerken::V,казявны,казявны
1192,erkennen::V,тӧдсавны,тӧдсавны
1193,begreifen::V,вежӧртны,вежӧртны
1194,verstehen::V,кывны,кывны
1195,lernen::V,велӧтчыны,велӧтчыны
1196,wissen::V,тӧдны,тӧдны
1197,sich erinnern an::V,касьтывны,касьтывны
1198,vergessen::V,вунӧтны,вунӧтны
1199,messen::V,меряйтны,меряйтны
1200,zählen::V,лыддьыны,лыддьыны
1201,rechnen::V,лыддьыны,лыддьыны
1202,lesen::V,лыддьӧтны,лыддьӧтны
1203,zeichnen::V,гижмавны,гижмавны
1204,schreiben::V,гижны,гижны
1205,besitzen::V,лоны,лоны
1206,kaufen::V,небны,небны
1207,verkaufen::V,вузавны,вузавны
1208,bezahlen::V,вештыны,вештыны
1209,zahlen::V,вештыны,вештыны
1210,ertragen::V,терпитны,терпитны
