,Concept_ID,mn,ar
88,Licht::N,гэгээ,نور
89,Licht::N,гэгээ,ضوء
90,Schatten::N,сүүдэр,ظل
91,Schatten::N,сүүдэр,فيء
92,Wetter::N,тэнгэр,جو
93,Wetter::N,тэнгэр,طقس
94,Wetter::N,цаг уур,جو
95,Wetter::N,цаг уур,طقس
96,Nebel::N,будан,ضباب
97,Wolke::N,үүл,غيمة
98,Wolke::N,үүл,سحابة
99,Regen::N,бороо,مطر
100,Schnee::N,цас,ثلج
101,Eis::N,мөс,جليد
102,Frost::N,хүйт,صقيع
103,Kälte::N,хүйт,برد
104,Hitze::N,халуун,حر
105,Hitze::N,халуун,حرارة
106,Raureif::N,цан,صقيع
107,Raureif::N,хяруу,صقيع
108,Regenbogen::N,солонго,قوس قزح
109,Donner::N,тэнгэрийн дуу,رعد
110,Strömung::N,урсгал,تيار
111,Tropfen::N,дусал,قطرة
112,Schaum::N,хөөс,زبد
113,Schaum::N,хөөс,رغوة
114,Schmutz::N,хир,وسخ
115,Schmutz::N,шавхай,وسخ
116,See::N,нуур,بحيرة
117,Sumpf::N,намаг,مستنقع
118,Sumpf::N,балчиг,مستنقع
119,Moor::N,хүлрийн намаг,مستنقع
120,Wiese::N,нуга,مرج
121,Wald::N,ой,غابة
122,Hügel::N,болдог,تل
123,Anhöhe::N,гүвээ,تل
124,Berg::N,уул,جبل
125,Gipfel::N,орой,قمة
126,Gipfel::N,оргил,قمة
127,Höhle::N,агуй,كهف
128,Abhang::N,хүр,منحدر
129,Quelle::N,булаг,منبع
130,Bach::N,горхи,مجرى
131,Fluss::N,гол,نهر
132,Fluss::N,мөрөн,نهر
133,Ufer::N,эрэг,ضفة
134,Küste::N,эрэг,ساحل
135,Festland::N,хуурай газар,بر
136,Meer::N,далай,بحر
137,Meer::N,тэнгис,بحر
138,Bucht::N,булан,خليج
139,Bucht::N,далайн тохой,خليج
140,Insel::N,арал,جزيرة
141,Blume::N,цэцэг,زهرة
142,Gras::N,өвс,حشيش
143,Gras::N,ногоо,حشيش
144,Wurzel::N,үндэс,أصل
145,Baum::N,мод,شجرة
146,Stamm::N,иш,جذع
147,Stamm::N,гуалин,جذع
148,Rinde::N,холтос,قشرة
149,Ast::N,гишүү,فرع
150,Zweig::N,салаа,غصن
151,Blatt::N,навч,ورقة
152,Birke::N,хус,قضبان
153,Kiefer[Baum]::N,нарс,صنوبرة
154,Weide[Baum]::N,уд,صفصاف
155,Weide[Baum]::N,бургас,صفصاف
156,Tanne::N,гачуур,شوح
157,Tanne::N,гачуур,تبوب
158,Horn::N,эвэр,قرن
159,Feder::N,өд,ريشة
160,Fell::N,арьс,فرو
161,Flügel::N,жигүүр,جناح
162,Flügel::N,далавч,جناح
163,Klaue::N,савар,مخلب
164,Klaue::N,хумс,مخلب
165,Kralle::N,савар,مخلب
166,Schwanz::N,сүүл,ذيل
167,Ei::N,өндөг,بيض
168,Nest::N,үүр,عش
169,Bau::N,нүх,جحر
170,Bau::N,элүү,جحر
171,Tier::N,амьтан,حيوان
172,Tier::N,адгуус,حيوان
173,Herde::N,сүрэг,قطيع
174,Kuh::N,үнээ,بقرة
175,Bulle::N,бух,ثور
176,Pferd::N,морь,خيل
177,Pferd::N,адуу,خيل
178,Schaf::N,хонь,شاة
179,Schwein::N,гахай,خنزير
180,Hund::N,нохой,كلب
181,Katze::N,муур,قطة
182,Katze::N,мигуй,قطة
183,Bär::N,баавгай,دب
184,Eichhörnchen::N,хэрэм,سنجاب
185,Elch::N,хандгай,موظ
186,Fuchs::N,үнэг,ثعلب
187,Hase::N,туулай,أرنب
188,Maus::N,хулгана,فأرة
189,Wolf::N,чоно,ذئب
190,Vogel::N,шувуу,طير
191,Schwarm::N,сүрэг,سرب
192,Huhn::N,тахиа,دجاجة
193,Hahn::N,эр тахиа,ديك
194,Gans::N,галуу,وزة
195,Adler::N,бүргэд,نسر
196,Ente::N,нугас,بطة
197,Eule::N,ууль,بوم
198,Kranich::N,тогоруу,كركي
199,Krähe::N,хэрээ,غراب
200,Kuckuck::N,хөхөө,وقواق
201,Schwan::N,хун,إوز عراقي
202,Fisch::N,загас,سمك
203,Barsch::N,алгана,فرخ أوربي
204,Hecht::N,цурхай,سمك الكراكي
205,Schlange[Tier]::N,могой,حية
206,Schlange[Tier]::N,могой,ثعبان
207,Wurm::N,өт,دودة
208,Wurm::N,хорхой,دودة
209,Spinne::N,аалз,عنكبوت
210,Ameise::N,шоргоолж,نملة
211,Laus::N,бөөс,قملة
212,Mücke::N,шумуул,ناموسة
213,Fliege::N,ялаа,ذبابة
214,Schmetterling::N,эрвээхэй,فراشة
215,Beere::N,жимсгэнэ,حبة
216,Apfel::N,алим,تفاح
217,Pilz::N,мөөг,فطر
218,Zwiebel::N,сонгино,بصل
219,Saat::N,тариа,زرع
220,Korn::N,үр,حبة
221,Korn::N,мөхлөг,حبة
222,Heu::N,өвс,دريس
223,Schale::N,хальс,قشرة
224,Grube::N,алам,نقرة
225,Grube::N,нүх,نقرة
226,Falle::N,хавх,فخ
227,Falle::N,хавх,مصيدة
228,Falle::N,занга,فخ
229,Falle::N,занга,مصيدة
230,Schlinge::N,урхи,عروة
231,Spur::N,мөр,أثر
232,Asche::N,үнс,رماد
233,Dreck::N,хир,قذر
234,Eisen::N,төмөр,حديد
235,Gold::N,алт,ذهب
236,Silber::N,мөнгө,فضة
237,Kohle::N,нүүрс,فحم
238,Glas::N,шил,زجاج
239,Lehm::N,шавар,طين
240,Sand::N,элс,رمل
241,Mensch::N,хүн,إنسان
242,Mann::N,эр,رجل
243,Mann::N,эрэгтэй,رجل
244,Frau::N,эмэгтэй,امرأة
245,Frau::N,хатагтай,امرأة
246,Kind::N,хүүхэд,طفل
247,Junge::N,хүү,ولد
248,Mädchen::N,охин,بنت
249,Mädchen::N,бүсгүй,بنت
250,Familie::N,айл,عائلة
251,Großvater::N,өвгөн аав,جد
252,Großmutter::N,эмэг эх,جدة
253,Großmutter::N,эмгээ,جدة
254,Eltern::N,эцэг эх,أبوان
255,Eltern::N,эцэг эх,والدان
256,Vater::N,аав,أب
257,Vater::N,эцэг,أب
258,Mutter::N,эх,أم
259,Mutter::N,ээж,أم
260,Sohn::N,хүү,إبن
261,Tochter::N,охин,بنت
262,Tochter::N,охин,إبنة
263,Bruder::N,ах,أخ
264,Bruder::N,ах,شقيق
265,Bruder::N,дүү,أخ
266,Bruder::N,дүү,شقيق
267,Schwester::N,эгч,أخت
268,Schwester::N,охин дүү,أخت
269,Onkel::N,авга ах,عم
270,Onkel::N,нагац ах,عم
271,Tante::N,авга эгч,عمة
272,Tante::N,нагац эгч,عمة
273,Ehemann::N,нөхөр,زوج
274,Ehefrau::N,эхнэр,زوجة
275,Ehefrau::N,гэргий,زوجة
276,Freude::N,баяр,فرح
277,Freude::N,баяр,سرور
278,Freude::N,баясгалан,فرح
279,Freude::N,баясгалан,سرور
280,Gelächter::N,инээдэм,قهقهة
281,Glück::N,жаргалан,سعادة
282,Kummer::N,гаслан,غم
283,Wunsch::N,ерөөл,منية
284,Lust::N,дур,شهوة
285,Lust::N,хүсэл,شهوة
286,Geist::N,оюун,روح
287,Gedanke::N,сэтгэл,فكرة
288,Gedächtnis::N,ой,ذاكرة
289,Gedächtnis::N,цээж,ذاكرة
290,Verstand::N,ухаан,عقل
291,Sinn::N,утга,معنى
292,Grund::N,учир,سبب
293,Wahrheit::N,үнэн,حقيقة
294,Gespräch::N,яриа,محادثة
295,Märchen::N,явган үлгэр,خرافة
296,Erzählung::N,тууж,قصة
297,Erzählung::N,тууж,حكاية
298,Nachricht::N,мэдээ,خبر
299,Neuigkeit::N,сонин,خبر جديد
300,Name::N,нэр,اسم
301,Rätsel::N,оньсого,لغز
302,Rede::N,хэлсэн үг,خطبة
303,Sprache::N,хэл,لغة
304,Stimme::N,дуу,صوت
305,Wort::N,үг,كلمة
306,Zeichen::N,тамга,رمز
307,Zeichen::N,тамга,إشارة
308,Zeichen::N,тэмдэг,رمز
309,Zeichen::N,тэмдэг,إشارة
310,Ruf::N,дуудлага,نداء
311,Lärm::N,шуугиан,صخب
312,Lärm::N,шуугиан,ضجة
313,Lärm::N,чимээ,صخب
314,Lärm::N,чимээ,ضجة
315,Laut::N,анир,صوت
316,Laut::N,дуу,صوت
317,Ton::N,авиа,نغمة
318,Ton::N,аялгуу,نغمة
319,Lied::N,дуу,أغنية
320,Ruhe::N,энх,هدوء
321,Ruhe::N,тайван,هدوء
322,Leute::N,хүмүүс,ناس
323,Volk::N,улс,شعب
324,Arbeit::N,ажил,عمل
325,Arbeit::N,хөдөлмөр,عمل
326,Gast::N,зочин,ضيف
327,Gast::N,айлчин,ضيف
328,Geschenk::N,бэлэг,هدية
329,Spiel::N,наадам,لعب
330,Spiel::N,тоглоом,لعب
331,Gesellschaft::N,хамт байх,صحبة
332,Hilfe::N,тусламж,عون
333,Hilfe::N,тусламж,مساعدة
334,Freund::N,найз,صديق
335,Freund::N,нөхөр,صديق
336,Kamerad::N,хань,زميل
337,Kamerad::N,нөхөр,زميل
338,Angelegenheit::N,хэрэг,أمر
339,Angelegenheit::N,хэрэг,شأن
340,Anzahl::N,тоо,عدد
341,Art::N,төрөл,نوع
342,Art::N,янз,نوع
343,Stück::N,хэсэг,قطعة
344,Teil::N,хувь,قسم
345,Teil::N,хэсэг,قسم
346,Hälfte::N,хагас,نصف
347,Kreis::N,тойрог,دائرة
348,Kreis::N,хүрээ,دائرة
349,Kreuz::N,загалмай,صليب
350,Linie::N,шугам,خط
351,Strich::N,зураас,شرطة
352,Abstand::N,зай,مسافة
353,Entfernung::N,зай,بعد
354,Entfernung::N,хол ойр,بعد
355,Gegend::N,хавь,ناحية
356,Gegend::N,газар,ناحية
357,Platz::N,зай,فراغ
358,Platz::N,завсар,فراغ
359,Ort::N,газар,مكان
360,Ort::N,байр,مكان
361,Seite::N,тал,جانب
362,Seite::N,этгээд,جانب
363,Mitte::N,төв,وسط
364,Mitte::N,дунд,وسط
365,Gegenstand::N,юм,موضوع
366,Sache::N,үйл,شيء
367,Sache::N,хэрэг,شيء
368,Rand::N,зах,حافة
369,Rand::N,хөвөө,حافة
370,Kante::N,ирмэг,حافة
371,Ecke::N,өнцөг,ركن
372,Spitze::N,үзүүр,سن
373,Ende::N,зах,طرف
374,Ende::N,үзүүр,طرف
375,Loch::N,цоорхой,ثقب
376,Loch::N,онгорхой,ثقب
377,Winkel::N,өнцөг,زاوية
378,Muster::N,хээ,عينة
379,Muster::N,угалз,عينة
380,Größe::N,хэмжээ,حجم
381,Länge::N,урт,طول
382,Höhe::N,өндөр,علو
383,Höhe::N,өндөр,ارتفاع
384,Gewicht::N,жин,وزن
385,Menge::N,тоо,كمية
386,Haufen::N,бөөн,كوم
387,Reihe::N,эгнээ,صف
388,Boot::N,завь,قارب
389,Boot::N,завь,زورق
390,Ruder::N,сэлүүр,مجذاف
391,Schlitten::N,чарга,مزلقة
392,Ski::N,цана,زلاجة
393,Lagerfeuer::N,түүдэг,نار المخيم
394,Last::N,ачаа,حمل
395,Gang::N,явдал,مشية
396,Schritt::N,алхам,خطوة
397,Norden::N,умар,شمال
398,Süden::N,урд,جنوب
399,Süden::N,өмнө,جنوب
400,Westen::N,өрнө,غرب
401,Westen::N,баруун,غرب
402,Osten::N,зүүн,شرق
403,Osten::N,дорно,شرق
404,Holz::N,мод,خشب
405,Brett::N,банз,لوح
406,Platte::N,хавтан,صفيحة
407,Stütze::N,тулгуур,سند
408,Stütze::N,тулгуур,دعامة
409,Stütze::N,тулга,سند
410,Stütze::N,тулга,دعامة
411,Stange::N,сургааг,عود
412,Stock::N,саваа,عصا
413,Stab::N,таяг,قضيب
414,Rohr::N,хоолой,أنبوبة
415,Haus::N,гэр,دار
416,Haus::N,гэр,بيت
417,Haus::N,байшин,دار
418,Haus::N,байшин,بيت
419,Heim::N,гэр,بيت
420,Heim::N,гэр,مسكن
421,Ofen::N,зуух,مدفأة
422,Ofen::N,пийшин,مدفأة
423,Fußboden::N,шал,أرضية
424,Tisch::N,ширээ,مائدة
425,Stuhl::N,сандал,كرسي
426,Wiege::N,өлгий,مهد
427,Bett::N,ор,سرير
428,Regal::N,тавиур,رف
429,Kiste::N,авдар,صندوق
430,Kiste::N,хайрцаг,صندوق
431,Fenster::N,гэгээвч,شباك
432,Fenster::N,гэгээвч,نافذة
433,Tür::N,үүд,باب
434,Tür::N,хаалга,باب
435,Tor::N,хаалга,بوابة
436,Zaun::N,хашаа,سياج
437,Dach::N,дээвэр,سطح
438,Leiter::N,шат,سلم
439,Besen::N,хамуур,مكنسة
440,Besen::N,туужуу,مكنسة
441,Spaten::N,хүрз,مسحاة
442,Schaufel::N,хүрз,مجرفة
443,Gabel::N,сэрээ,شوكة
444,Löffel::N,халбага,ملعقة
445,Messer::N,хутга,سكين
446,Nagel::N,хадаас,مسمار
447,Netz::N,өөш,شبكة
448,Netz::N,тор,شبكة
449,Haken::N,гох,خطاف
450,Haken::N,гох,صنارة
451,Griff::N,иш,قبضة
452,Griff::N,сэнж,قبضة
453,Schloss::N,цуурга,قفل
454,Schloss::N,цоож,قفل
455,Bild::N,зураг,صورة
456,Figur::N,баримал,تمثال
457,Puppe::N,хүүхэлдэй,دمية
458,Beutel::N,агсаа,كيس
459,Beutel::N,уут,كيس
460,Bündel::N,боодол,ربطة
461,Tasche::N,цүнх,شنطة
462,Tasche::N,цүнх,محفظة
463,Eimer::N,хөнөг,سطل
464,Eimer::N,хөнөг,جردل
465,Eimer::N,хувин,سطل
466,Eimer::N,хувин,جردل
467,Deckel::N,таг,سداد
468,Deckel::N,хавхаг,سداد
469,Geschirr::N,сав суулга,أوان
470,Sack::N,шуудай,زكيبة
471,Tasse::N,аяга,فنجان
472,Topf::N,тогоо,قدر
473,Topf::N,тогоо,طنجرة
474,Kessel::N,тогоо,قدر
475,Kessel::N,тогоо,غلاية
476,Essen::N,идээ,طعام
477,Nahrung::N,хүнс,غذاء
478,Speise::N,идээ,أكل
479,Fleisch::N,мах,لحم
480,Getreide::N,будаа,حبوب
481,Brei::N,богшмол,عصيدة
482,Brei::N,будаа,عصيدة
483,Brot::N,талх,خبز
484,Scheibe::N,зүсэм,شريحة
485,Scheibe::N,хэрчим,شريحة
486,Fett::N,өөх,سمن
487,Butter::N,тос,زبدة
488,Öl::N,тос,زيت
489,Salz::N,давс,ملح
490,Suppe::N,шөл,حساء
491,Suppe::N,шөл,شربة
492,Honig::N,бал,عسل
493,Milch::N,сүү,حليب
494,Tee::N,цай,شاي
495,Leder::N,арьс,جلد
496,Leder::N,савхи,جلد
497,Wolle::N,ноос,صوف
498,Wolle::N,унгас,صوف
499,Stoff::N,бөс,قماش
500,Nadel::N,зүү,إبرة
501,Faden::N,боолт,خيط
502,Faden::N,утас,خيط
503,Knopf::N,товч,زر
504,Knoten::N,зангилаа,عقدة
505,Farbe::N,будаг,صبغة
506,Kleidung::N,хувцас,ملابس
507,Hemd::N,цамц,قميص
508,Kragen::N,зах заам,ياقة
509,Ärmel::N,ханцуй,كم
510,Hose::N,өмд,سروال
511,Hose::N,өмд,بنطلون
512,Gürtel::N,бүс,حزام
513,Mütze::N,малгай,طاقية
514,Mütze::N,бүрх,طاقية
515,Schuh::N,туфли,حذاء
516,Stiefel::N,гутал,جزمة
517,Stiefel::N,гутал,حذاء طويل
518,Ring::N,бөгж,حلقة
519,Band::N,тууз,شريط
520,Kamm::N,сам,مشط
521,Spiegel::N,толь,مرآة
522,Riemen::N,тасам,سير
523,Riemen::N,сур,سير
524,Schnur::N,татлага,حبل
525,Schnur::N,татлага,دوبارة
526,Leine::N,оосор,قيد
527,Decke::N,хөнжил,بطانية
528,Decke::N,хучлага,بطانية
529,Kissen::N,дэр,وسادة
530,Tuch::N,алчуур,منديل
531,Tuch::N,даавуу,منديل
532,Handtuch::N,алчуур,فوطة
533,Handtuch::N,алчуур,منشفة
534,Kraft::N,чадал,قدرة
535,Kraft::N,хүч,قدرة
536,Stärke::N,эрч,قوة
537,Stärke::N,тэнхээ,قوة
538,Gesundheit::N,бие,صحة
539,Gesundheit::N,эрүүл мэнд,صحة
540,Krankheit::N,эмгэг,مرض
541,Schmerz::N,өвчин,ألم
542,Schmerz::N,өвчин,وجع
543,Wunde::N,шарх,جرح
544,Fieber::N,халуун,حمى
545,Arznei::N,эм,دواء
546,Brücke::N,гүүр,جسر
547,Brunnen::N,худаг,بئر
548,Weide::N,бэлчээр,مرعى
549,Pfad::N,жим,درب
550,Pfad::N,зөрөг,درب
551,Weg::N,зам,سكة
552,Weg::N,харгуй,سكة
553,Straße::N,зам,طريق
554,Straße::N,харгуй,طريق
555,Dorf::N,тосгон,قرية
556,Dorf::N,гацаа,قرية
557,Stadt::N,хот,مدينة
558,Brief::N,захидал,خطاب
559,Brief::N,захидал,مكتوب
560,Brief::N,захиа,خطاب
561,Brief::N,захиа,مكتوب
562,Buch::N,ном,كتاب
563,Buch::N,бичиг,كتاب
564,Buchstabe::N,үсэг,حرف
565,Zeitung::N,сонин,جريدة
566,Leben::N,амь,عيش
567,Leben::N,амь,حياة
568,Leben::N,амьдрал,عيش
569,Leben::N,амьдрал,حياة
570,Tod::N,үхэл,موت
571,Tod::N,үхэл,وفاة
572,Grab::N,булш,قبر
573,Kirche::N,сүм,كنيسة
574,Sünde::N,нүгэл,خطيئة
575,Sünde::N,хилэнц,خطيئة
576,Gott::N,бурхан,إله
577,Arbeiter::N,ажилчин,عامل
578,Arbeiter::N,хөдөлмөрчин,عامل
579,Chef::N,дарга,رئيس
580,Meister::N,дархан,أسطى
581,Arzt::N,эмч,طبيب
582,Lehrer::N,багш,مدرس
583,Geld::N,цаас,نقود
584,Geld::N,мөнгө,نقود
585,Geschäft::N,наймаа,صفقة
586,Laden::N,дэлгүүр,دكان
587,Preis::N,үнэ,سعر
588,Ware::N,таваар,بضاعة
589,Ware::N,бараа,بضاعة
590,Nutzen::N,ашиг,فائدة
591,Reichtum::N,баялаг,غنى
592,Reichtum::N,баялаг,ثروة
593,Welt::N,дэлхий,عالم
594,Welt::N,дэлхий,دنيا
595,Welt::N,орчлон,عالم
596,Welt::N,орчлон,دنيا
597,Land::N,улс,بلد
598,Land::N,орон,بلد
599,Staat::N,төр,دولة
600,Staat::N,гүрэн,دولة
601,König::N,ван,ملك
602,Macht::N,засаг,سلطة
603,Grenze::N,хил,حدود
604,Krieg::N,дайн,حرب
605,Feind::N,дайсан,عدو
606,Gewalt::N,хүчирхэх,عنف
607,Kampf::N,тэмцэл,قتال
608,Kampf::N,байлдаан,قتال
609,Bogen[Waffe]::N,нум,قوس
610,Pfeil::N,годил,سهم
611,Pfeil::N,сум,سهم
612,Gewehr::N,буу,بندقية
613,Fehler::N,эндэл,خطأ
614,Fehler::N,алдаа,خطأ
615,Lüge::N,худал,كذب
616,Schaden::N,хор,تلف
617,Schaden::N,хөнөөл,تلف
618,Unglück::N,гай,نحس
619,Unglück::N,гамшиг,نحس
620,Schuld::N,гэм,ذنب
621,Schuld::N,буруу,ذنب
622,Alter::N,нас,سن
623,Alter::N,нас,عمر
624,Schluss::N,эцэс,ختام
625,Schluss::N,эцэс,نهاية
626,Schluss::N,төгсгөл,ختام
627,Schluss::N,төгсгөл,نهاية
628,Zeit::N,цаг,وقت
629,Tag::N,өдөр,يوم
630,Morgen::N,өглөө,صباح
631,Mittag::N,үд,ظهر
632,Abend::N,үдэш,مساء
633,Nacht::N,шөнө,ليلة
634,Woche::N,долоо хоног,أسبوع
635,Monat::N,сар,شهر
636,Jahr::N,жил,عام
637,Jahr::N,жил,سنة
638,Frühling::N,хавар,ربيع
639,Sommer::N,зун,صيف
640,Herbst::N,намар,خريف
641,Winter::N,өвөл,شتاء
642,Januar::N,нэгдүгээр сар,يناير
643,Januar::N,нэгдүгээр сар,كانون الثاني
644,Februar::N,хоёрдугаар сар,شباط
645,Februar::N,хоёрдугаар сар,فبراير
646,März::N,гуравдугаар сар,آذار
647,März::N,гуравдугаар сар,مارس
648,April::N,дөрөвдүгээр сар,نيسان
649,Mai::N,тавдугаар сар,مايو
650,Juni::N,зургаадугаар сар,يونيو
651,Juni::N,зургаадугаар сар,حزيران
652,Juli::N,долдугаар сар,تموز
653,Juli::N,долдугаар сар,يوليو
654,August::N,наймдугаар сар,آب
655,August::N,наймдугаар сар,أغسطس
656,September::N,есдүгээр сар,أيلول
657,September::N,есдүгээр сар,سبتمبر
658,Oktober::N,аравдугаар сар,أكتوبر
659,Oktober::N,аравдугаар сар,تشرين الأول
660,November::N,арван нэгдүгээр сар,نوفمبر
661,November::N,арван нэгдүгээр сар,تشرين الثاني
662,Dezember::N,арван хоёрдугаар сар,ديسمبر
663,Dezember::N,арван хоёрдугаар сар,كانون الأول
664,Montag::N,даваа,يوم الاثنين
665,Dienstag::N,мягмар,يوم الثلاثاء
666,Mittwoch::N,лхагва,يوم الأربعاء
667,Donnerstag::N,пүрэв,يوم الخميس
668,Freitag::N,баасан,يوم الجمعة
669,Samstag::N,бямба,يوم السبت
670,Sonntag::N,ням,يوم الأحد
671,groß::A,их,كبير
672,groß::A,том,كبير
673,klein::A,бага,صغير
674,klein::A,жаахан,صغير
675,lang::A,урт,طويل
676,kurz::A,охор,قصير
677,kurz::A,богино,قصير
678,breit::A,өргөн,واسع
679,schmal::A,уйтан,ضيق
680,schmal::A,нарийн,ضيق
681,dicht::A,нягт,كث
682,dicht::A,нягт,كثيف
683,dicht::A,чигжүү,كث
684,dicht::A,чигжүү,كثيف
685,dick[Gegenstand]::A,зузаан,غليظ
686,dünn::A,нимгэн,رفيع
687,fein::A,нарийн,رقيق
688,fest::A,бөх,متين
689,fest::A,хатуу,متين
690,flach::A,хавтгай,سهل
691,flach::A,хавтгай,منبسط
692,glatt::A,цагаан,ناعم
693,hart::A,хатуу,صلب
694,hart::A,хатуу,جامد
695,weich::A,зөөлөн,لين
696,rund::A,дугуй,مستدير
697,rund::A,дугариг,مستدير
698,spitz::A,шовх,مدبب
699,spitz::A,шовгор,مدبب
700,scharf::A,хурц,حاد
701,scharf::A,иртэй,حاد
702,stumpf::A,мохоо,ثالم
703,schwer::A,хүнд,ثقيل
704,schön::A,гуа,جميل
705,schön::A,сайхан,جميل
706,heiß::A,халуун,حار
707,heiß::A,халуун,ساخن
708,warm::A,дулаан,دافئ
709,kalt::A,хүйтэн,بارد
710,kühl::A,сэрүүн,قر
711,frisch::A,эрүүл,طازج
712,frisch::A,жихүүн,طازج
713,feucht::A,чийгтэй,رطب
714,nass::A,нойтон,مبلول
715,trocken::A,хатсан,جاف
716,voll::A,дүүрэн,ملء
717,leer::A,хоосон,خال
718,leer::A,хоосон,فارغ
719,offen::A,онгорхой,مفتوح
720,geschlossen::A,битүү,مغلق
721,geschlossen::A,хаалтай,مغلق
722,sauber::A,цэвэр,نظيف
723,sauber::A,хиргүй,نظيف
724,schmutzig::A,бохир,قذر
725,schmutzig::A,хиртэй,قذر
726,roh::A,түүхий,نيء
727,reif::A,болсон,ناضج
728,lecker::A,амттай,لذيذ
729,süß::A,амттай,حلو
730,süß::A,чихэрлэг,حلو
731,bitter::A,гашуун,مر
732,sauer::A,эсгэлэн,حامض
733,hell::A,гэгээн,نير
734,hell::A,гэрэлтэй,نير
735,dunkel::A,бараан,مظلم
736,dunkel::A,харанхуй,مظلم
737,schwarz::A,хар,أسود
738,weiß::A,цагаан,أبيض
739,rot::A,улаан,أحمر
740,gelb::A,шар,أصفر
741,blau::A,хөх,أزرق
742,blau::A,цэнхэр,أزرق
743,grün::A,ногоон,أخضر
744,grau::A,орог,رمادي
745,grau::A,саарал,رمادي
746,bunt::A,эрээн,ملوب
747,billig::A,хямд,رخيص
748,teuer::A,үнэтэй,غال
749,wertvoll::A,үнэт,ثمين
750,blind::A,сохор,أعمى
751,taub::A,чих хатуу,أصم
752,taub::A,чих хатуу,أطرش
753,kräftig::A,чийрэг,قوي
754,stark::A,хүчтэй,قوي
755,stark::A,чадалтай,قوي
756,schwach::A,сул,ضعيف
757,fett::A,тарган,سمين
758,fett::A,голигор,سمين
759,schlank::A,голшиг,أهيف
760,hübsch::A,сайхан,جميل
761,hübsch::A,хөөрхөн,جميل
762,böse::A,муу,رديء
763,böse::A,хортой,رديء
764,dumm::A,тэнэг,أبله
765,dumm::A,тэнэг,أحمق
766,faul::A,залхуу,كسلان
767,fleißig::A,чармайлтгай,مجتهد
768,geizig::A,харамч,بخيل
769,klug::A,цэцэн,ذكي
770,klug::A,цэцэн,عاقل
771,geschickt::A,дүйтэй,ماهر
772,lieb::A,хайрт,عزيز
773,lustig::A,цэнгэлтэй,مرح
774,sanft::A,наалинхай,حليم
775,hungrig::A,өлөн,جائع
776,hungrig::A,өлссөн,جائع
