,Concept_ID,sk,udm
92,Regenbogen::N,dúha,вуюись
93,Donner::N,hrom,гудыри
94,Strömung::N,prúdenie,бызён
95,Tropfen::N,kvapka,шапык
96,Schaum::N,pena,шукы
97,Schmutz::N,špina,нӧд
98,Schmutz::N,špina,дэри
99,Schmutz::N,nečistota,нӧд
100,Schmutz::N,nečistota,дэри
101,See::N,jazero,ты
102,Sumpf::N,bahno,нюр
103,Moor::N,močiar,нюр
104,Wiese::N,lúka,возь
105,Wiese::N,lúka,возьвыл
106,Wald::N,les,сик
107,Wald::N,les,нюлэс
108,Wald::N,hora,сик
109,Wald::N,hora,нюлэс
110,Hügel::N,vŕšok,выр
111,Hügel::N,vŕšok,вырйыл
112,Anhöhe::N,výšina,выр
113,Anhöhe::N,výšina,вырйыл
114,Anhöhe::N,vyvýšenina,выр
115,Anhöhe::N,vyvýšenina,вырйыл
116,Berg::N,hora,гурезь
117,Gipfel::N,vrchol,йыл
118,Höhle::N,jaskyňa,гу
119,Abhang::N,úbočie,бам
120,Quelle::N,prameň,ошмес
121,Bach::N,potok,пичи шур
122,Fluss::N,rieka,шур
123,Ufer::N,breh,ярдур
124,Küste::N,pobrežie,вудур
125,Festland::N,pevnina,мувыр
126,Meer::N,more,зарезь
127,Bucht::N,záliv,вукож
128,Bucht::N,zátoka,вукож
129,Insel::N,ostrov,вумуӵ
130,Insel::N,ostrov,шормуӵ
131,Blume::N,kvet,сяська
132,Blume::N,kvetina,сяська
133,Gras::N,tráva,турын
134,Wurzel::N,koreň,выжы
135,Baum::N,strom,пу
136,Stamm::N,kmeň,модос
137,Rinde::N,kôra,сул
138,Ast::N,konár,ул
139,Zweig::N,vetva,вай
140,Blatt::N,list,куар
141,Birke::N,breza,кызьпу
142,Kiefer[Baum]::N,sosna,пужым
143,Kiefer[Baum]::N,borovica,пужым
144,Weide[Baum]::N,vŕba,бадьпу
145,Tanne::N,jedľa,кыз
146,Horn::N,roh,сюр
147,Feder::N,pero,тылы
148,Fell::N,koža,ку
149,Fell::N,kožušina,ку
150,Flügel::N,krídlo,бурд
151,Klaue::N,paznecht,гижы
152,Kralle::N,pazúr,пыд
153,Schwanz::N,chvost,быж
154,Ei::N,vajce,пуз
155,Ei::N,vajce,кукей
156,Ei::N,vajíčko,пуз
157,Ei::N,vajíčko,кукей
158,Nest::N,hniezdo,кар
159,Nest::N,hniezdo,пузкар
160,Bau::N,nora,кар
161,Bau::N,nora,гу
162,Tier::N,zviera,пӧйшур
163,Herde::N,stádo,уллё
164,Kuh::N,krava,скал
165,Bulle::N,býk,ош
166,Bulle::N,býk,пороз
167,Pferd::N,kôň,вал
168,Schaf::N,ovca,ыж
169,Schwein::N,sviňa,парсь
170,Hund::N,pes,пуны
171,Katze::N,mačka,коӵыш
172,Bär::N,medveď,гондыр
173,Eichhörnchen::N,veverička,коньы
174,Elch::N,los,койык
175,Fuchs::N,líška,ӟичы
176,Hase::N,zajac,кеч
177,Maus::N,myš,шыр
178,Wolf::N,vlk,кион
179,Vogel::N,vták,тылобурдо
180,Schwarm::N,roj,уллё
181,Huhn::N,kurča,курег
182,Huhn::N,sliepka,курег
183,Hahn::N,kohút,атас
184,Gans::N,hus,ӟазег
185,Adler::N,orol,ӧрзи
186,Ente::N,kačka,ӵӧж
187,Ente::N,kačica,ӵӧж
188,Eule::N,sova,кучыран
189,Kranich::N,žeriav,тури
190,Krähe::N,vrana,куака
191,Kuckuck::N,kukučka,кикы
192,Schwan::N,labuť,юсь
193,Fisch::N,ryba,чорыг
194,Barsch::N,ostriež,юш
195,Hecht::N,šťuka,чипей
196,Schlange[Tier]::N,had,кый
197,Wurm::N,červ,нумыр
198,Spinne::N,pavúk,чонари
199,Ameise::N,mravec,кузьыли
200,Laus::N,voš,тэй
201,Mücke::N,komár,нымы
202,Mücke::N,komár,чибинь
203,Fliege::N,mucha,кут
204,Schmetterling::N,motýľ,бубыли
205,Beere::N,bobuľa,узы-боры
206,Apfel::N,jablko,яблок
207,Pilz::N,hríb,губи
208,Zwiebel::N,cibuľa,сугон
209,Saat::N,osivo,кидыс
210,Korn::N,zrno,тысь
211,Heu::N,seno,турын
212,Schale::N,šupa,кыд
213,Schale::N,škrupina,кыд
214,Grube::N,jama,гу
215,Grube::N,jama,гоп
216,Falle::N,pasca,налик
217,Falle::N,klepec,налик
218,Schlinge::N,slučka,гиӟ
219,Schlinge::N,slučka,герд
220,Spur::N,stopa,пытьы
221,Spur::N,stopa,бервыл
222,Asche::N,popol,пень
223,Dreck::N,kal,дэри
224,Dreck::N,blato,дэри
225,Eisen::N,železo,корт
226,Gold::N,zlato,зарни
227,Silber::N,striebro,азвесь
228,Kohle::N,uhlie,эгыр
229,Glas::N,sklo,стекло
230,Glas::N,sklo,пияла
231,Lehm::N,íl,сюй
232,Lehm::N,hlina,сюй
233,Sand::N,piesok,луо
234,Mensch::N,človek,мурт
235,Mensch::N,človek,адями
236,Mann::N,muž,воргорон
237,Mann::N,chlap,воргорон
238,Frau::N,žena,кышномурт
239,Kind::N,dieťa,нуны
240,Kind::N,dieťa,пинал
241,Junge::N,chlapec,пи
242,Mädchen::N,dievka,ныл
243,Familie::N,rodina,семья
244,Großvater::N,dedo,песятай
245,Großvater::N,dedo,пересь атай
246,Großvater::N,starý otec,песятай
247,Großvater::N,starý otec,пересь атай
248,Großmutter::N,babička,песянай
249,Großmutter::N,babička,пересь анай
250,Großmutter::N,stará mať,песянай
251,Großmutter::N,stará mať,пересь анай
252,Eltern::N,rodičia,атай-анай
253,Eltern::N,rodičia,бубы-мумы
254,Vater::N,otec,айы
255,Vater::N,otec,атай
256,Mutter::N,mať,мумы
257,Mutter::N,matka,мумы
258,Sohn::N,syn,пи
259,Tochter::N,dcéra,ныл
260,Bruder::N,brat,агай
261,Schwester::N,sestra,апа
262,Schwester::N,sestra,сузэр
263,Onkel::N,ujo,агай
264,Onkel::N,strýko,агай
265,Tante::N,teta,апа
266,Tante::N,teta,кенак
267,Tante::N,tetka,апа
268,Tante::N,tetka,кенак
269,Ehemann::N,muž,карт
270,Ehemann::N,manžel,карт
271,Ehefrau::N,žena,кышно
272,Ehefrau::N,manželka,кышно
273,Freude::N,radosť,шумпотон
274,Gelächter::N,smiech,горем
275,Glück::N,šťastie,шуд
276,Kummer::N,žiaľ,кайгу
277,Kummer::N,žiaľ,куректон
278,Kummer::N,zármutok,кайгу
279,Kummer::N,zármutok,куректон
280,Wunsch::N,prianie,мылпотон
281,Lust::N,chuť,потон
282,Geist::N,duch,лул
283,Gedanke::N,myšlienka,малпан
284,Gedächtnis::N,pamäť,йырсазь
285,Gedächtnis::N,pamäť,тодэваён
286,Verstand::N,rozum,йырвизь
287,Sinn::N,zmysel,смысл
288,Grund::N,dôvod,муг
289,Grund::N,dôvod,ньӧм
290,Grund::N,príčina,муг
291,Grund::N,príčina,ньӧм
292,Wahrheit::N,pravda,зэм
293,Wahrheit::N,pravda,шонер
294,Gespräch::N,reč,вераськон
295,Gespräch::N,rozhovor,вераськон
296,Märchen::N,rozprávka,выжыкыл
297,Erzählung::N,poviedka,верос
298,Nachricht::N,správa,ивор
299,Neuigkeit::N,novinka,выльивор
300,Name::N,meno,ним
301,Rätsel::N,záhada,мадькыл
302,Rätsel::N,hádanka,мадькыл
303,Rede::N,reč,верам
304,Sprache::N,reč,кыл
305,Sprache::N,jazyk,кыл
306,Stimme::N,hlas,куара
307,Wort::N,slovo,кыл
308,Zeichen::N,znak,пус
309,Zeichen::N,znak,тодмет
310,Ruf::N,volanie,ӧтён
311,Ruf::N,volanie,чортон
312,Ruf::N,zavolanie,ӧтён
313,Ruf::N,zavolanie,чортон
314,Lärm::N,hluk,ӵашетон
315,Lärm::N,hurhaj,ӵашетон
316,Laut::N,zvuk,куара
317,Ton::N,tón,куара
318,Ton::N,zvuk,куара
319,Lied::N,pieseň,кырӟан
320,Ruhe::N,pokoj,чалмыт улон
321,Leute::N,ľudia,адямиос
322,Volk::N,ľud,калык
323,Volk::N,národ,калык
324,Arbeit::N,práca,уж
325,Arbeit::N,robota,уж
326,Gast::N,hosť,куно
327,Geschenk::N,dar,салам
328,Geschenk::N,dar,кузьым
329,Spiel::N,hra,шудон
330,Gesellschaft::N,spoločnosť,калык
331,Hilfe::N,pomoc,юрттон
332,Freund::N,priateľ,эш
333,Freund::N,priateľ,юлтош
334,Kamerad::N,kamarát,тодмо
335,Angelegenheit::N,vec,уж
336,Angelegenheit::N,záležitosť,уж
337,Anzahl::N,počet,лыд
338,Anzahl::N,množstvo,лыд
339,Art::N,druh,тус
340,Stück::N,kus,юдэс
341,Stück::N,kúsok,юдэс
342,Teil::N,časť,люкет
343,Hälfte::N,polka,ӝыны
344,Hälfte::N,polovica,ӝыны
345,Kreis::N,kruh,котырес
346,Kreuz::N,kríž,крест
347,Linie::N,línia,гож
348,Strich::N,čiara,гож
349,Abstand::N,vzdialenosť,вис
350,Abstand::N,vzdialenosť,кусып
351,Entfernung::N,vzdialenosť,кусып
352,Gegend::N,kraj,инты
353,Gegend::N,krajina,инты
354,Platz::N,miesto,инты
355,Ort::N,miesto,инты
356,Ort::N,miesto,места
357,Seite::N,bok,пал
358,Seite::N,strana,пал
359,Mitte::N,stred,шор
360,Gegenstand::N,predmet,арбери
361,Sache::N,vec,котыр
362,Rand::N,kraj,дур
363,Rand::N,kraj,шаер
364,Rand::N,okraj,дур
365,Rand::N,okraj,шаер
366,Kante::N,hrana,дур
367,Ecke::N,roh,сэрег
368,Spitze::N,hrot,йыл
369,Spitze::N,špička,йыл
370,Ende::N,koniec,пум
371,Loch::N,diera,пась
372,Winkel::N,kút,сэрег
373,Muster::N,vzor,пужы
374,Muster::N,vzorka,пужы
375,Größe::N,veľkosť,быдӟала
376,Länge::N,dĺžka,кузьдала
377,Höhe::N,výška,ӝуждала
378,Gewicht::N,váha,сектала
379,Gewicht::N,váha,секытлык
380,Menge::N,množstvo,лыд
381,Menge::N,množstvo,лыдпус
382,Haufen::N,hŕba,люк
383,Reihe::N,rad,чур
384,Boot::N,čln,пыж
385,Boot::N,čln,лодка
386,Ruder::N,veslo,полыс
387,Schlitten::N,sane,додьы
388,Ski::N,lyža,куас
389,Lagerfeuer::N,táborák,тылскем
390,Last::N,ťarcha,секыт
391,Last::N,bremeno,секыт
392,Gang::N,chôdza,ветлон
393,Schritt::N,krok,вамыш
394,Norden::N,sever,уйпал
395,Süden::N,juh,лымшор
396,Westen::N,západ,шунды пуксён
397,Osten::N,východ,шунды ӝужан
398,Holz::N,drevo,пу
399,Brett::N,doska,пул
400,Platte::N,doska,плита
401,Platte::N,platňa,плита
402,Stütze::N,opora,пыкет
403,Stange::N,tyč,пуӵ
404,Stock::N,palica,боды
405,Stab::N,palica,пуӵ
406,Stab::N,palica,боды
407,Rohr::N,rúra,труба
408,Haus::N,dom,юрт
409,Heim::N,domov,корка
410,Ofen::N,pec,гур
411,Ofen::N,kachle,гур
412,Fußboden::N,dlážka,выж
413,Fußboden::N,podlaha,выж
414,Tisch::N,stôl,ӝӧк
415,Stuhl::N,stolička,пукон
416,Wiege::N,kolíska,кӧкы
417,Wiege::N,kolíska,зыбка
418,Bett::N,lôžko,валес
419,Bett::N,posteľ,валес
420,Regal::N,regál,ӝажы
421,Regal::N,polica,ӝажы
422,Kiste::N,debna,ящик
423,Fenster::N,okno,укно
424,Fenster::N,okno,косяк
425,Fenster::N,oblok,укно
426,Fenster::N,oblok,косяк
427,Tür::N,dvere,ӧс
428,Tor::N,vráta,ӟезьы
429,Zaun::N,plot,забор
430,Zaun::N,ohrada,забор
431,Dach::N,krov,липет
432,Dach::N,strecha,липет
433,Leiter::N,rebrík,падӟа
434,Leiter::N,rebrina,падӟа
435,Besen::N,metla,ӵужон
436,Besen::N,metla,исьнер
437,Spaten::N,rýľ,лопатка
438,Schaufel::N,lopata,ютырон
439,Gabel::N,vidlička,тэчы
440,Gabel::N,vidlička,вилка
441,Löffel::N,lyžica,пуньы
442,Messer::N,nôž,пурт
443,Nagel::N,klinec,кортӵог
444,Netz::N,sieť,сеть
445,Haken::N,hák,курик
446,Haken::N,háčik,курик
447,Griff::N,rukoväť,ныд
448,Schloss::N,zámka,тунгон
449,Bild::N,obraz,суред
450,Figur::N,figúra,фигура
451,Puppe::N,bábka,мунё
452,Puppe::N,bábika,мунё
453,Beutel::N,vrece,пуйы
454,Beutel::N,vrecko,пуйы
455,Bündel::N,uzlík,керттэт
456,Bündel::N,zväzok,керттэт
457,Tasche::N,taška,пуйы
458,Tasche::N,taška,сумка
459,Tasche::N,kabelka,пуйы
460,Tasche::N,kabelka,сумка
461,Eimer::N,vedro,ведра
462,Deckel::N,vrchnák,ӵоксэт
463,Deckel::N,pokrývka,ӵоксэт
464,Geschirr::N,nádoba,тусьты-пуньы
465,Sack::N,mech,пуйы
466,Sack::N,vrece,пуйы
467,Tasse::N,šálka,ӵаша
468,Topf::N,hrniec,миска
469,Kessel::N,kotol,пурты
470,Essen::N,jedlo,сиськон
471,Nahrung::N,strava,сион
472,Nahrung::N,potrava,сион
473,Speise::N,jedlo,сиён
474,Fleisch::N,mäso,сӥль
475,Getreide::N,obilie,ю тысь
476,Brei::N,kaša,ӝук
477,Brot::N,chlieb,нянь
478,Scheibe::N,kotúč,шорем
479,Scheibe::N,krajec,шорем
480,Fett::N,tuk,кӧй
481,Fett::N,masť,кӧй
482,Butter::N,maslo,вӧй
483,Öl::N,olej,вӧй
484,Salz::N,soľ,сылал
485,Suppe::N,polievka,шыд
486,Honig::N,med,чечы
487,Milch::N,mlieko,йӧл
488,Tee::N,čaj,чай
489,Leder::N,koža,сурон
490,Wolle::N,vlna,гон
491,Wolle::N,vlna,ыжгон
492,Stoff::N,súkno,куэм
493,Nadel::N,ihla,вень
494,Faden::N,niť,сӥньыс
495,Faden::N,vlákno,сӥньыс
496,Knopf::N,gombík,бирды
497,Knoten::N,uzol,герд
498,Farbe::N,farba,буёл
499,Kleidung::N,šaty,дӥсь
500,Kleidung::N,šatstvo,дӥсь
501,Hemd::N,košeľa,дэрем
502,Kragen::N,golier,сирес
503,Ärmel::N,rukáv,саес
504,Hose::N,nohavice,брюки
505,Hose::N,nohavice,штань
506,Gürtel::N,pás,кускерттон
507,Gürtel::N,opasok,кускерттон
508,Mütze::N,čiapka,ызьы
509,Schuh::N,obuv,ботинка
510,Schuh::N,topánka,ботинка
511,Stiefel::N,čižma,сапег
512,Ring::N,prsteň,зундэс
513,Band::N,stuha,лента
514,Kamm::N,hrebeň,сын
515,Spiegel::N,zrkadlo,синучкон
516,Riemen::N,remeň,е
517,Schnur::N,šnúra,гозы
518,Leine::N,vodidlo,думет
519,Decke::N,deka,шобрет
520,Decke::N,prikrývka,шобрет
521,Kissen::N,poduška,миндэр
522,Tuch::N,šatka,кышет
523,Handtuch::N,uterák,ӵушкон
524,Kraft::N,moc,кать
525,Kraft::N,moc,ӟигар
526,Stärke::N,sila,юнлык
527,Gesundheit::N,zdravie,тазалык
528,Krankheit::N,nemoc,висён
529,Krankheit::N,choroba,висён
530,Schmerz::N,bolesť,висён
531,Wunde::N,rana,яра
532,Fieber::N,horúčka,кезег
533,Arznei::N,liek,эмъюм
534,Brücke::N,most,выж
535,Brunnen::N,studňa,колдэч
536,Weide::N,pastva,возь
537,Pfad::N,chodník,сюрес
538,Weg::N,cesta,сюрес
539,Straße::N,hradská,сюрес
540,Dorf::N,dedina,гурт
541,Stadt::N,mesto,кар
542,Stadt::N,mesto,город
543,Brief::N,list,гожтэт
544,Buch::N,kniha,книга
545,Buchstabe::N,litera,буква
546,Buchstabe::N,písmeno,буква
547,Zeitung::N,noviny,газет
548,Leben::N,život,улон
549,Tod::N,smrť,кулон
550,Grab::N,hrob,шайгу
551,Kirche::N,kostol,черк
552,Sünde::N,hriech,сьӧлык
553,Gott::N,boh,ӥнмар
554,Arbeiter::N,robotník,рабочий
555,Arbeiter::N,pracnovík,рабочий
556,Chef::N,šéf,начальник
557,Chef::N,riaditeľ,начальник
558,Meister::N,majster,кибашлы
559,Arzt::N,lekár,врач
560,Lehrer::N,učiteľ,дышетӥсь
561,Geld::N,peniaze,уксё
562,Geld::N,peniaze,коньдон
563,Geschäft::N,obchod,уж
564,Laden::N,obchod,магазин
565,Preis::N,cena,дун
566,Ware::N,tovar,вуз
567,Nutzen::N,osoh,пайда
568,Nutzen::N,úžitok,пайда
569,Reichtum::N,bohatstvo,узырлык
570,Welt::N,svet,дунне
571,Land::N,územie,шаер
572,Land::N,krajina,шаер
573,Staat::N,štát,кун
574,König::N,kráľ,эксэй
575,Macht::N,moc,власть
576,Macht::N,mocnosť,власть
577,Grenze::N,hranica,кунгож
578,Krieg::N,vojna,ож
579,Feind::N,nepriateľ,тушмон
580,Gewalt::N,násilie,эриктэман
581,Kampf::N,boj,нюръяськон
582,Bogen[Waffe]::N,luk,пукыӵ
583,Pfeil::N,šíp,пукыӵ вень
584,Pfeil::N,strela,пукыӵ вень
585,Gewehr::N,puška,пыӵал
586,Fehler::N,omyl,янгыш
587,Fehler::N,chyba,янгыш
588,Lüge::N,lož,пӧян
589,Lüge::N,lož,алдан
590,Lüge::N,lož,ӧрекчан
591,Schaden::N,ujma,изъян
592,Schaden::N,škoda,изъян
593,Unglück::N,nešťastie,куректон
594,Unglück::N,nešťastie,шудтэме усён
595,Schuld::N,vina,янгыш
596,Schuld::N,previnenie,янгыш
597,Alter::N,vek,арлыд
598,Schluss::N,záver,пум
599,Schluss::N,koniec,пум
600,Zeit::N,čas,дыр
601,Tag::N,deň,нунал
602,Morgen::N,ráno,ӵукна
603,Mittag::N,poludnie,лымшор
604,Abend::N,večer,ӝыт
605,Abend::N,večer,акшан
606,Nacht::N,noc,уй
607,Woche::N,týždeň,арня
608,Monat::N,mesiac,толэзь
609,Jahr::N,rok,ар
610,Frühling::N,jar,тулыс
611,Sommer::N,leto,гужем
612,Herbst::N,jeseň,сӥзьыл
613,Winter::N,zima,тол
614,Januar::N,január,выльартолэзь
615,Februar::N,február,тулыспал
616,März::N,marec,южтолэзь
617,April::N,apríl,оштолэзь
618,Mai::N,máj,куартолэзь
619,Juni::N,jún,вожотолэзь
620,Juli::N,júl,пӧсьтолэзь
621,August::N,august,гудырикошкон
622,September::N,september,куарусён
623,Oktober::N,október,выльӝуктолэзь
624,November::N,november,шуркынмон
625,Dezember::N,december,толсур
626,Montag::N,pondelok,вордӥськон
627,Dienstag::N,utorok,вторник
628,Mittwoch::N,streda,вирнунал
629,Donnerstag::N,štvrtok,покчиарня
630,Freitag::N,piatok,удмуртарня
631,Samstag::N,sobota,кӧснунал
632,Sonntag::N,nedeľa,арня
633,groß::A,veľký,бадӟым
634,klein::A,malý,пичи
635,lang::A,dlhý,кузь
636,kurz::A,krátky,вакчи
637,breit::A,široký,паськыт
638,schmal::A,úzky,сюлэг
639,dicht::A,hustý,ӵем
640,dick[Gegenstand]::A,tlstý,зӧк
641,dünn::A,tenký,векчи
642,fein::A,jemný,векчи
643,fest::A,pevný,юн
644,fest::A,pevný,чурыт
645,flach::A,rovný,ӵошкыт
646,flach::A,plochý,ӵошкыт
647,glatt::A,hladký,гылыт
648,glatt::A,hladký,вольыт
649,hart::A,tvrdý,чурыт
650,weich::A,mäkký,небыт
651,rund::A,guľatý,котырес
652,rund::A,okrúhly,котырес
653,spitz::A,končitý,йылсо
654,scharf::A,ostrý,лэчыт
655,stumpf::A,tupý,ныж
656,schwer::A,ťažký,секыт
657,schön::A,pekný,чебер
658,schön::A,krásny,чебер
659,heiß::A,horúci,пӧсь
660,warm::A,teplý,шуныт
661,kalt::A,studený,кезьыт
662,kühl::A,chladný,юзмыт
663,kühl::A,chladný,салкым
664,frisch::A,svieži,выль
665,feucht::A,vlhký,мускыт
666,feucht::A,zvlhnutý,мускыт
667,nass::A,mokrý,котмем
668,trocken::A,suchý,кӧс
669,voll::A,plný,тыр
670,leer::A,prázdny,буш
671,leer::A,prázdny,тырттэм
672,offen::A,otvorený,усьтэм
673,geschlossen::A,zavretý,ӵогам
674,geschlossen::A,zavretý,пунням
675,sauber::A,čistý,ӝикыт
676,sauber::A,čistý,чылкыт
677,schmutzig::A,špinavý,нӧд
678,roh::A,surový,ыль
679,reif::A,zrelý,вуэм
680,lecker::A,chutný,ческыт
681,süß::A,sladký,ческыт
682,bitter::A,horký,курыт
683,sauer::A,kyslý,чырс
684,hell::A,jasný,югыт
685,hell::A,svetlý,югыт
686,dunkel::A,temný,пеймыт
687,schwarz::A,čierny,сьӧд
688,weiß::A,biely,тӧдьы
689,rot::A,červený,горд
690,gelb::A,žltý,ӵуж
691,blau::A,modrý,лыз
692,blau::A,belasý,лыз
693,grün::A,zelený,вож
694,grau::A,šedý,пурысь
695,bunt::A,pestrý,куӵо
696,billig::A,lacný,дунтэм
697,teuer::A,drahý,дуно
698,wertvoll::A,cenný,дуно
699,blind::A,slepý,сукыр
700,blind::A,slepý,синтэм
701,taub::A,hluchý,пельтэм
702,kräftig::A,silný,кужмо
703,stark::A,silný,юн
704,stark::A,silný,кужмо
705,schwach::A,slabý,ляб
706,schwach::A,slabý,начар
707,schwach::A,bezvládny,ляб
708,schwach::A,bezvládny,начар
709,fett::A,tučný,кӧй
710,schlank::A,štíhly,веськыт
711,schlank::A,štíhly,веськрес
712,hübsch::A,šumný,чебер
713,hübsch::A,šumný,синмаськымон
714,hübsch::A,švárny,чебер
715,hübsch::A,švárny,синмаськымон
716,böse::A,zlý,лек
717,dumm::A,hlúpy,шузи
718,dumm::A,hlúpy,визьтэм
719,faul::A,lenivý,азьтэм
720,fleißig::A,snaživý,сюлмо
721,fleißig::A,usilovný,сюлмо
722,geizig::A,skupý,сук
723,geizig::A,lakomý,сук
724,klug::A,múdry,визьмо
725,klug::A,bystrý,визьмо
726,geschickt::A,zručný,усто
727,geschickt::A,zručný,быгатӥсь
728,geschickt::A,šikovný,усто
729,geschickt::A,šikovný,быгатӥсь
730,lieb::A,milý,мусо
731,lustig::A,veselý,шулдыр
732,sanft::A,nežný,мусо
733,sanft::A,nežný,эрке
734,hungrig::A,lačný,сютэм
735,hungrig::A,hladný,сютэм
736,krank::A,chorý,висись
737,krank::A,nemocný,висись
738,nackt::A,nahý,гольык
739,traurig::A,smutný,мӧзмыт
740,lebendig::A,živý,улэп
741,gut::A,dobrý,ӟеч
742,gut::A,dobrý,умой
743,schlecht::A,zlý,урод
744,schlecht::A,zlý,алама
745,richtig::A,správny,шонер
746,schlimm::A,zlý,алама
747,schlimm::A,nepríjemný,алама
748,wahr::A,pravý,зэмос
749,wahr::A,pravdivý,зэмос
750,alt::A,starý,вуж
751,neu::A,nový,выль
752,ehemalig::A,bývalý,азьвылэз
753,alt[Lebewesen]::A,starý,пересь
754,jung::A,mladý,егит
755,jung::A,mladý,пинал
756,arm::A,chudobný,начар
757,arm::A,chudobný,куанер
758,reich::A,bohatý,узыр
759,bekannt::A,známy,тодмо
760,berühmt::A,slávny,дано
761,berühmt::A,povestný,дано
762,fremd::A,cudzí,ят
763,verschieden::A,rôzny,пӧртэм
764,verschieden::A,rozličný,пӧртэм
765,nah::A,blízky,матысь
766,fern::A,ďaleký,кыдёкысь
767,linker::A,ľavý,паллян
768,rechter::A,pravý,бур
769,rechter::A,pravý,бурпал
770,anderer::A,iný,мукет
771,anderer::A,druhý,мукет
772,erster::A,prvý,нырысетӥез
773,zweiter::A,druhý,кыктэтӥез
774,dritter::A,tretí,кунньметӥез
775,letzter::A,ostatný,берло
776,letzter::A,ostatný,берпум
777,letzter::A,posledný,берло
778,letzter::A,posledný,берпум
779,allein::ADV,sám,огназ
780,auf einmal::ADV,zároveň,огдыре
781,zusammen::ADV,spolu,ӵош
782,zusammen::ADV,spolu,валче
783,zusammen::ADV,spoločne,ӵош
784,zusammen::ADV,spoločne,валче
785,lange::ADV,dlho,кема
786,plötzlich::ADV,náhle,мапламтэ шорысь
787,sofort::ADV,hneď,али ик
788,sofort::ADV,ihneď,али ик
789,später::ADV,neskoršie,бергес
790,später::ADV,neskoršie,берлогес
791,jetzt::ADV,teraz,али
792,jetzt::ADV,teraz,табере
793,heute::ADV,dnes,туннэ
794,morgen::ADV,zajtra,ӵуказе
795,bald::ADV,skoro,ӝоген
796,dann::ADV,nato,берло
797,dann::ADV,potom,берло
798,gestern::ADV,včera,толон
799,einst::ADV,kedysi,огпол
800,einst::ADV,kedysi,одӥг пол
801,einst::ADV,niekedy,огпол
802,einst::ADV,niekedy,одӥг пол
803,damals::ADV,vtedy,соку
804,danach::ADV,potom,собере
805,danach::ADV,podľa toho,собере
806,vorher::ADV,napred,азьло
