,Concept_ID,ko,mdf
235,Tochter::N,딸기,стирь
236,Bruder::N,형제,дуган
237,Bruder::N,형제,пяльне
238,Schwester::N,누이,ака
239,Schwester::N,누이,сазор
240,Onkel::N,백부,оця
241,Onkel::N,백부,патя
242,Onkel::N,백부,щеня́
243,Tante::N,아주머니,ака
244,Tante::N,아주머니,щака
245,Ehemann::N,남편,мирде
246,Ehefrau::N,아내,ърьвя́
247,Freude::N,기쁨,ке́нярдема
248,Gelächter::N,웃음,рахсема
249,Glück::N,즐거움,паваз
250,Kummer::N,슬픔,ризф
251,Kummer::N,슬픔,пичефкс
252,Wunsch::N,소망,мяль
253,Wunsch::N,소망,таколдома
254,Geist::N,할기,вайме
255,Gedanke::N,상념,мяль
256,Gedächtnis::N,기억,прявий
257,Verstand::N,분별,прявий
258,Verstand::N,지능,прявий
259,Sinn::N,센스,ён
260,Grund::N,까닭,туфта́л
261,Wahrheit::N,참,ви́де
262,Wahrheit::N,참,видеши́
263,Wahrheit::N,진실,ви́де
264,Wahrheit::N,진실,видеши́
265,Gespräch::N,대화,корхтама
266,Märchen::N,동화,ёфкс
267,Erzählung::N,이야기,азкс
268,Neuigkeit::N,뉴스,куля́
269,Name::N,이름,лем
270,Rätsel::N,수수께끼,со́дама ёфкс
271,Rede::N,연설,вал
272,Rede::N,연설,корхтама
273,Sprache::N,말,кяль
274,Stimme::N,목소리,вайгяль
275,Wort::N,낱말,вал
276,Zeichen::N,신호,тя́ште
277,Zeichen::N,신호,тя́штькс
278,Ruf::N,부름,тердема
279,Lärm::N,소동,гайф
280,Lärm::N,소동,жалакодома
281,Laut::N,음성,вайгяль
282,Ton::N,목소리,вайгяль
283,Lied::N,노래,мора
284,Ruhe::N,쉼,сетьме
285,Leute::N,사람들,ломатть
286,Volk::N,국중,наро́д
287,Arbeit::N,근로,тев
288,Arbeit::N,너무,тев
289,Gast::N,손님,и́нжи
290,Gast::N,손님,ко́нак
291,Geschenk::N,행하,казне
292,Spiel::N,무리,налхкома
293,Spiel::N,무리,налхксема
294,Gesellschaft::N,교제,кружок
295,Hilfe::N,거들음,лездома
296,Hilfe::N,보좌,лездома
297,Freund::N,친구,я́лга
298,Kamerad::N,동실자,я́лга
299,Angelegenheit::N,용무,тев
300,Anzahl::N,어떤,лувкс
301,Anzahl::N,수,лувкс
302,Art::N,정류,вид
303,Stück::N,일부분,пакш
304,Teil::N,몱,часть
305,Teil::N,몱,пялькс
306,Teil::N,구훠,часть
307,Teil::N,구훠,пялькс
308,Hälfte::N,2분의,пяле
309,Kreis::N,고리,шаркс
310,Kreuz::N,열십자,крёз
311,Linie::N,선,межа
312,Linie::N,선,китькс
313,Strich::N,스침,межа
314,Abstand::N,거리,ётка
315,Entfernung::N,거리,ётка
316,Gegend::N,곳,ва́ста
317,Gegend::N,곳,перьфпя́ль
318,Gegend::N,부금,ва́ста
319,Gegend::N,부금,перьфпя́ль
320,Platz::N,장소,ва́ста
321,Ort::N,장소,ва́ста
322,Seite::N,옆면,пяле
323,Mitte::N,궁간,кучка́
324,Gegenstand::N,항목,веща
325,Sache::N,뭉에,тев
326,Sache::N,뭉에,веща
327,Rand::N,가,пе
328,Kante::N,귀퉁,и́рдез
329,Ecke::N,구석,ужа
330,Spitze::N,끝,пря
331,Spitze::N,참단,пря
332,Ende::N,말당,пе
333,Loch::N,빙옷,варя
334,Winkel::N,각도,ужа
335,Muster::N,본,сёрма
336,Muster::N,견복,сёрма
337,Größe::N,신장,серь
338,Länge::N,길이긺,кува́лма
339,Höhe::N,높이,серь
340,Gewicht::N,추,сталма
341,Menge::N,수양,лувкс
342,Haufen::N,퇴적,мар
343,Reihe::N,열,ряд
344,Boot::N,보트,венеж
345,Ruder::N,노,миле
346,Schlitten::N,썰매,ну́рда
347,Ski::N,스키,сокс
348,Lagerfeuer::N,캠프의 모닥불,то́лмар
349,Last::N,무거운짐,канкс
350,Last::N,무거운짐,сталма
351,Gang::N,걸음,молема
352,Schritt::N,보조,аськолкс
353,Norden::N,북쪽 ,якшама шире
354,Süden::N,남쪽,ля́мбе ши́ре
355,Westen::N,서쪽,ши валгома шире
356,Osten::N,동쪽,шинь стяма шире
357,Holz::N,목재,вирь
358,Holz::N,목재,шуфта
359,Brett::N,마루널,лавця
360,Platte::N,탤,плита́
361,Platte::N,금속판,плита́
362,Stütze::N,버팀목,неже
363,Stange::N,장대,олга
364,Stock::N,막대기,байдек
365,Stab::N,작대기,олгоня
366,Rohr::N,갈대,турама
367,Haus::N,집,куд
368,Heim::N,집,куд
369,Ofen::N,아궁이,пянакуд
370,Fußboden::N,마루,кия́кс
371,Tisch::N,탁자,шра
372,Tisch::N,탁자,моркш
373,Stuhl::N,의자,стул
374,Wiege::N,발상지,нюря́м
375,Bett::N,침대,ацам
376,Regal::N,서가,лавцяланга
377,Kiste::N,짐궤,парга
378,Fenster::N,눔,валмья
379,Tür::N,문,кенкш
380,Tor::N,대문,ортат
381,Zaun::N,담장,перяфкс
382,Dach::N,지붕,кудпря
383,Leiter::N,사닥다리,куцема
384,Besen::N,비,тяльме
385,Spaten::N,가래,ка́йме
386,Schaufel::N,삽,ко́поня
387,Schaufel::N,삽,ця́рдом
388,Gabel::N,갈래,ця́нгоня
389,Löffel::N,숟가락,куцю
390,Messer::N,나이프,пеель
391,Nagel::N,발툽,эска
392,Netz::N,그물,
393,Haken::N,갈고리,кя́чказ
394,Griff::N,움켜쥠,недь
395,Griff::N,움켜쥠,кунда́мка
396,Schloss::N,자물쇠,замо́к
397,Bild::N,그림,карти́на
398,Figur::N,몸메,ронга-понда
399,Puppe::N,인형,ня́ка
400,Beutel::N,클,кяскав
401,Bündel::N,자근다발,кярьме
402,Tasche::N,가방,кошяльня
403,Eimer::N,동이,ве́дарка
404,Deckel::N,뚜껑,тавадкс
405,Deckel::N,뚜껑,вельхкс
406,Geschirr::N,식시,кядьге
407,Sack::N,조갑,кяскав
408,Tasse::N,차잔,ша́ваня
409,Topf::N,단지,кавозь
410,Kessel::N,주전자,сргавозь
411,Essen::N,먹기,ярхцама
412,Nahrung::N,식료,ярхцампяль
413,Speise::N,음식물,ярхцама
414,Fleisch::N,고기,пал
415,Fleisch::N,고기,сиволь
416,Getreide::N,곡물,сёра
417,Brei::N,젤리,ям
418,Brot::N,빵,кши
419,Scheibe::N,원반,кочам
420,Fett::N,기름,куя́
421,Butter::N,버터,вай
422,Öl::N,올리브유,вай
423,Salz::N,소금,сал
424,Suppe::N,국,шонгарям
425,Suppe::N,국,коршампяль
426,Suppe::N,수프,шонгарям
427,Suppe::N,수프,коршампяль
428,Honig::N,감미,медь
429,Milch::N,유즙,лофца
430,Tee::N,차,чай
431,Leder::N,가죽,кедь
432,Wolle::N,양털,пона
433,Stoff::N,패료,котф
434,Nadel::N,바늘,салмокс
435,Faden::N,콘실,сюре
436,Knopf::N,단추,пуня
437,Knoten::N,곁절,сюлма
438,Farbe::N,색,архтомбяль
439,Kleidung::N,옷입기,щам
440,Hemd::N,속옷,па́нар
441,Kragen::N,깃,сиве
442,Ärmel::N,소매,ожа
443,Hose::N,바지,понкст
444,Gürtel::N,밴드,каркс
445,Mütze::N,모자,вазь
446,Schuh::N,구두,башма́к
447,Stiefel::N,장화,кя́ме
448,Ring::N,고리,суркс
449,Band::N,리본,керькс
450,Band::N,리본,лента
451,Kamm::N,빗,сюрьхцем
452,Spiegel::N,거울,ванома
453,Riemen::N,가죽끈,шнань каркс
454,Schnur::N,밧줄,пикс
455,Schnur::N,밧줄,карькскя
456,Leine::N,고삐줄,вядьме
457,Decke::N,이부자리,вельхкс
458,Kissen::N,깔개,тоду
459,Tuch::N,천,руця́
460,Handtuch::N,수건,на́рдама
461,Kraft::N,세력,вий
462,Stärke::N,힘,вииши
463,Gesundheit::N,위생,шумбраши́
464,Krankheit::N,병,урма́
465,Krankheit::N,병,сярядема
466,Schmerz::N,아픔고통,маряма
467,Wunde::N,상처,керф
468,Fieber::N,열별,маштыкс
469,Arznei::N,약,надо́бья
470,Arznei::N,약,пъчка́фтома
471,Brücke::N,교량,седь
472,Brunnen::N,원천,эши
473,Weide::N,목장,ванома васта
474,Pfad::N,좁은길,ян
475,Pfad::N,좁은길,киня́
476,Weg::N,길,ки
477,Straße::N,길,ки
478,Dorf::N,촌,веле
479,Dorf::N,촌락,веле
480,Stadt::N,도시,ош
481,Brief::N,서한,сёрма
482,Buch::N,책,книга
483,Buchstabe::N,문자,бу́ква
484,Zeitung::N,신문,газе́та
485,Leben::N,삶,эряф
486,Leben::N,삶,эряма
487,Tod::N,죽음,кулома́
488,Grab::N,무덤,калма
489,Kirche::N,교회,це́рькав
490,Sünde::N,부정,пежеть
491,Sünde::N,부정,муворкс
492,Gott::N,하느님,шкай
493,Arbeiter::N,일하는사람,трудендай
494,Arbeiter::N,일하는사람,работник
495,Chef::N,사장,азор
496,Chef::N,사장,оцюня
497,Meister::N,명인,мастяр
498,Meister::N,대가,мастяр
499,Arzt::N,의사,врач
500,Arzt::N,의사,доктор
501,Lehrer::N,교사,учи́тель
502,Geld::N,돈,ярмакт
503,Geschäft::N,일,ладяфкс
504,Geschäft::N,일,ладяф тев
505,Laden::N,가게,ла́вка
506,Preis::N,가격,питне
507,Ware::N,상품,миф
508,Ware::N,상품,ра́маф
509,Nutzen::N,이익,пара
510,Nutzen::N,이익,лезкс
511,Reichtum::N,많음,ко́зяши
512,Welt::N,세상,свет
513,Land::N,지방,мастор
514,Staat::N,국가,государства
515,König::N,국왕,король
516,Macht::N,힘,азорондама
517,Macht::N,힘,азорксши
518,Grenze::N,국경,ёткаян
519,Krieg::N,전쟁,война́
520,Feind::N,적,душман
521,Feind::N,적,каршек тюри
522,Gewalt::N,권력,наругама
523,Kampf::N,전투,тюрема́
524,Bogen[Waffe]::N,활,нал
525,Pfeil::N,화살,нал
526,Gewehr::N,무기,винто́вка
527,Fehler::N,오류,эльбядькс
528,Lüge::N,거짓말,васькафнема
529,Schaden::N,손상,зия́н
530,Unglück::N,불행,зия́н
531,Schuld::N,부채,муворши
532,Alter::N,연령,эряф кизот
533,Alter::N,연령,эряфонь пинге
534,Schluss::N,마감,пе
535,Zeit::N,때,пинге
536,Zeit::N,시간,пинге
537,Tag::N,하루,ши
538,Morgen::N,이침,шобдава
539,Mittag::N,대낮,шикучка
540,Abend::N,저녁,иля́дь
541,Nacht::N,밤,ве
542,Woche::N,근무일,недя́ля
543,Monat::N,달,ков
544,Jahr::N,해,киза
545,Frühling::N,봄,тунда́
546,Sommer::N,여름,киза
547,Herbst::N,가을,сёксе
548,Winter::N,겨울,тяла
549,Januar::N,일월,кельмеков
550,Februar::N,이월,уфайков
551,März::N,삼월,марайков
552,April::N,사월,шудиков
553,Mai::N,오월,панжиков
554,Juni::N,유월,лямбеков
555,Juli::N,칠월,псиков
556,August::N,팔월,сёроньков
557,September::N,구월,тюжягов
558,Oktober::N,시월,кельмазаков
559,November::N,십일월,эйндамков
560,Dezember::N,십이월,кучкаков
561,Montag::N,월요일,одговши
562,Dienstag::N,화요일,ша́вши
563,Mittwoch::N,수요일,вержи
564,Donnerstag::N,모교일,шува́ланя
565,Freitag::N,그묘일,пя́денця
566,Samstag::N,토요일,ёткши
567,Sonntag::N,일요일,таргоши
568,groß::A,큰,оцю
569,klein::A,자근,ёмла
570,lang::A,긴,кува́ка
571,kurz::A,짧은,нюрьхкя́ня
572,breit::A,넓은,кели
573,schmal::A,좁은,тяйня
574,dicht::A,농밀한,сиде
575,dicht::A,농밀한,туста
576,dick[Gegenstand]::A,두꺼운,эчке
577,dünn::A,얇은,шува́ня
578,fein::A,미세한,шува́ня
579,fest::A,굳은,кеме
580,flach::A,얕은,лапш
581,glatt::A,반들반들한,вадяв
582,glatt::A,반들반들한,такор
583,hart::A,굳은,калгода
584,weich::A,연한,ляпе
585,rund::A,둥근,кру́глай
586,spitz::A,뾰족한,ботаз
587,spitz::A,뾰족한,оржа
588,scharf::A,날카로운,оржа
589,stumpf::A,무딘,ношка
590,schwer::A,무거운,стака
591,schön::A,멋진,мазы
592,heiß::A,뜨거운,пси
593,warm::A,따뜻한,лямбе
594,kalt::A,찬,кельме
595,kühl::A,서늘한,эше
596,frisch::A,신선한,свежай
597,feucht::A,축축한,летьке
598,nass::A,젖은,начка
599,trocken::A,마른,коське
600,voll::A,완전한,пяшксе
601,leer::A,빈,шава
602,offen::A,열린,панжада
603,offen::A,열린,виде
604,geschlossen::A,닫힌,пякстаф
605,geschlossen::A,닫힌,сёлгф
606,sauber::A,깨끗한,ару
607,schmutzig::A,더러운,рда́зу
608,schmutzig::A,더러운,пя́ндра
609,roh::A,날게잇의,верок
610,reif::A,이근,ке́нерьф
611,lecker::A,맛있는,танцти
612,süß::A,단,ламбама
613,bitter::A,찌르는듯한,сяпи
614,sauer::A,산성의,шапама
615,hell::A,밝은,валда
616,dunkel::A,어두운,шобда
617,schwarz::A,검은,равжа
618,weiß::A,하얀,акша
619,rot::A,붉은,якстерь
620,gelb::A,황색,тюжя́
621,blau::A,푸른,сенем
622,grün::A,녹색의,пиже
623,grün::A,녹색의,сянгяря
624,grau::A,회색의,уле
625,bunt::A,알록달록한,сёрмав
626,billig::A,싼,у́цез
627,billig::A,싼,аф пи́тни
628,teuer::A,값비산,пи́тни
629,wertvoll::A,가치가많은,питни
630,blind::A,눈먼,сокор
631,taub::A,무감간한,пярав
632,kräftig::A,강장한,пяк вии
633,stark::A,강한,вии
634,schwach::A,약한,лафча
635,fett::A,실찐,куя́
636,schlank::A,호리호리한,виде ронга
637,hübsch::A,예쁜,мазы
638,böse::A,나쁜,кяжи
639,dumm::A,어리석은,аф ёню
640,dumm::A,어리석은,шава пря
641,faul::A,너덜너덜한,нола
642,fleißig::A,근면한,ку́лхцонды
643,geizig::A,인색한,кирьжя
644,geizig::A,인색한,жаднай
645,geschickt::A,교묘한,маштозь тиф
646,lieb::A,친애하는,цебярь
647,lustig::A,유쾌한,ра́хси
648,sanft::A,온화한,сетьме
649,hungrig::A,배고픈,вача
650,hungrig::A,배고픈,вачеда
651,krank::A,병든,сяряди
652,nackt::A,벌거벗은,штада
653,nackt::A,벌거벗은,кърхтапа
654,traurig::A,슬픈,ла́жнай
655,lebendig::A,살아있는,эряй
656,gut::A,좋은,пара
657,gut::A,좋은,цебярь
658,schlecht::A,나쁜,кальдяв
659,richtig::A,바른,виде
660,schlimm::A,못된,кальдяв
661,wahr::A,참된,афкуксонь
662,alt::A,늙은,ташта
663,neu::A,새,од
664,ehemalig::A,전의,и́нгольдень
665,alt[Lebewesen]::A,낡은,сире
666,jung::A,젊은,од
667,arm::A,가난한,а́шу
668,reich::A,풍부한,козя
669,bekannt::A,저명한,содаф
670,berühmt::A,유명한,содавикс
671,fremd::A,타처이,лия
672,fremd::A,타처이,аф содаф
673,verschieden::A,따른,аф фкя ла́цонь
674,nah::A,가까운,мала
675,nah::A,가까운,аф ичкоздень
676,fern::A,먼,и́чкоздень
677,fern::A,먼,куна́рдонь
678,linker::A,왼쭉의,кержи
679,rechter::A,오른쪽의,види
680,anderer::A,다른,лия
681,erster::A,첫째,васенце
682,zweiter::A,둘째,омбоце
683,dritter::A,셋째,колмоце
684,letzter::A,의후자의,ме́кольце
685,allein::ADV,훌로,ськамонза
686,auf einmal::ADV,갑자기,вихцок
687,zusammen::ADV,모아서,марс
688,zusammen::ADV,모아서,ма́рса
689,lange::ADV,오래,кува́тьс
690,plötzlich::ADV,둘연한,а́пак учт
691,sofort::ADV,즉시,тяникиге
692,später::ADV,보다늦은,ме́ле
693,jetzt::ADV,목하,тяни
694,heute::ADV,오늘,тячи
695,morgen::ADV,내일,ва́нды
696,bald::ADV,곱,курок
697,dann::ADV,그경우에,меле
698,dann::ADV,그경우에,сяда меле
699,gestern::ADV,어제,ися́к
700,einst::ADV,옛날에,весть
701,einst::ADV,옛날에,мзя́рда-бди
702,damals::ADV,그때에,эста
703,danach::ADV,그 뒤에,меле
704,vorher::ADV,미리,инголи
705,zuerst::ADV,최초로,ва́сенда
706,einmal::ADV,한번,весть
707,manchmal::ADV,땓대로,лия́ста
708,manchmal::ADV,땓대로,ко́ста-ко́ста
709,oft::ADV,땓대로,си́деста
710,immer::ADV,늘,фалу
711,immer::ADV,늘,най
712,niemals::ADV,결코...(하지)않다,аф мзя́рдонга
713,hier::ADV,여기,тяса
714,hierhin::ADV,여기로,сей
715,hierhin::ADV,여기로,тяза
716,dort::ADV,거기,тоса
717,dorthin::ADV,저기예,тов
718,dorthin::ADV,저기예,тоза
719,geradeaus::ADV,곧장,ви́деста
720,vorwärts::ADV,앞으로,и́нголи
721,rückwärts::ADV,뒤로,ме́ки
722,zurück::ADV,제자리로,ме́ки
723,unten::ADV,아래에,ала
724,hinab::ADV,아래쪽으로,алу
725,oben::ADV,위에,вяре
726,hinauf::ADV,위쪽으로,вяри
727,überall::ADV,도처에,се́мбе ва́стова
728,nicht::ADV,안,аф
729,ein wenig::ADV,적음,аф лама
730,kaum::ADV,가의,а́ньцек
731,sehr::ADV,자주,пяк
732,so::ADV,그와같이,ста́не
733,noch::ADV,아직,нинге
734,nur::ADV,다만,аньцек
735,schon::ADV,이미,ни
736,wieder::ADV,다시,та́га
737,vergebens::ADV,헛되이,стак
738,vor::PRP,앞에,инголе
739,hinter::PRP,뒤에,фтала
740,hinter::PRP,뒤에,мельге
741,unter::PRP,잍에,ала
742,durch::PRP,통고하여,пачк
743,neben::PRP,와나란히,ваксса
744,zwischen::PRP,의사이로,ёткса
745,wegen::PRP,때문에,сюнеда
746,dies::PRN,이,тя
747,das::PRN,저,ся
748,das::PRN,저,тона
749,alles::PRN,모든것,сембе
750,ich::PRN,나,мон
751,du::PRN,너,тон
752,er::PRN,그,сон
753,wir::PRN,우리,минь
754,ihr::PRN,너희들,тинь
755,sie::PRN,그들,синь
756,was::FPRN,뭣,мезе
757,wer::FPRN,누구,кие
758,wo::FADV,어디,коса
759,wohin::FADV,어디로,ков
760,wohin::FADV,어디로,коза
761,wie::FADV,어떻게,ко́да
762,warum::FADV,왜,мес
763,wieviel::FNUM,얼마만큰,мзя́ра
764,eins::NUM,하나,фкя
765,zwei::NUM,둘,кафта
766,drei::NUM,셋,колма
767,vier::NUM,넷,ниле
768,fünf::NUM,다섯,вете
769,sechs::NUM,여섯,кота
770,sieben::NUM,일곱,сисем
771,acht::NUM,여덟,кафкса
772,neun::NUM,아홉,ве́йхкса
773,zehn::NUM,열,кемонь
774,elf::NUM,열하나,кефкие
775,zwölf::NUM,열둘,кемгафтува
776,zwanzig::NUM,스물,комсь
777,dreißig::NUM,서름,колмогемонь
778,vierzig::NUM,마흔,нильге́монь
779,fünfzig::NUM,숸,ве́дьгемонь
780,sechzig::NUM,에순,ко́дгемонь
781,siebzig::NUM,일흔,сизьге́монь
782,achtzig::NUM,여든,ка́фксогемонь
783,neunzig::NUM,아흔,ве́йхксогемонь
784,hundert::NUM,백,сяда
785,tausend::NUM,천,тёжянь
786,und::CNJ,와,и
787,und::CNJ,와,дъ
788,oder::CNJ,아니면,или
789,oder::CNJ,아니면,али
790,stehen::V,서다,а́щемс стя́да
791,sitzen::V,앉다,ащемс озада
792,liegen::V,눕다,ма́дозь а́щемс
793,hängen::V,달다,нюрьгомс
794,werden::V,되다,арамс
795,werden::V,되다,тиевомс
796,passieren::V,지장옶다,лисэмс
797,passieren::V,지장옶다,эвондамс
798,beginnen::V,시작되다,ушедомс
799,enden::V,큳내다,лоткамс
800,wechseln::V,병경하다,по́лафнемс
801,aufgehen[Sonne]::V,뜨다,стямс
802,aufgehen[Sonne]::V,뜨다,лисемс
803,untergehen[Sonne]::V,지다,валгомс
804,scheinen[Sonne]::V,빛나다,ва́лдоптомс
805,donnern::V,천둥치다,торамс
806,wehen::V,풀다,уфа́мс
807,strömen::V,흐르다,шудемс
808,fließen::V,흐르다,шудемс
809,sich drehen::V,돌다,шаромс
