,Concept_ID,ru,vep
70,Sonne::N,солнце,päiväine
71,Mond::N,луна,kudmaine
72,Stern::N,звезда,tähtaz
73,Luft::N,воздух,il'm
74,Wind::N,ветер,döl
75,Wind::N,ветер,tullei
76,Welle::N,волна,ald
77,Welle::N,волна,laineh
78,Wasser::N,вода,vezi
79,Stein::N,камень,kivi
80,Boden::N,почва,ma
81,Boden::N,почва,pohj
82,Erde::N,земля,ma
83,Staub::N,пыль,pölü
84,Rauch::N,дым,savu
85,Funke::N,искра,kibin
86,Feuer::N,огонь,lämoi
87,Licht::N,свет,vauktuz
88,Schatten::N,тень,pil'vez
89,Schatten::N,тень,kuvahaine
90,Wetter::N,погода,sä
91,Nebel::N,туман,sumeg
92,Wolke::N,облако,pil'v
93,Regen::N,дождь,vihm
94,Schnee::N,снег,lumi
95,Eis::N,лед,jä
96,Frost::N,мороз,hala
97,Frost::N,мороз,pakaine
98,Kälte::N,холод,vilu
99,Hitze::N,жара,räk
100,Raureif::N,иней,hüde
101,Regenbogen::N,радуга,jumalanbembel'
102,Donner::N,гром,juru
103,Donner::N,гром,jumalanjuru
104,Strömung::N,течение,joksmuz
105,Tropfen::N,капля,tilkuine
106,Schaum::N,пена,vaht
107,Schmutz::N,грязь,redu
108,Schmutz::N,грязь,pačak
109,See::N,озеро,järv
110,Sumpf::N,топь,so
111,Moor::N,болото,so
112,Wiese::N,луг,nit
113,Wald::N,лес,mec
114,Hügel::N,холм,kukaz
115,Anhöhe::N,возвышенность,kukaz
116,Berg::N,гора,mägi
117,Gipfel::N,вершина,ladv
118,Höhle::N,пещера,mägionduz
119,Abhang::N,склон,paute
120,Quelle::N,источник,lähte
121,Bach::N,ручей,oja
122,Fluss::N,река,jogi
123,Ufer::N,берег,rand
124,Küste::N,побережье,randišt
125,Festland::N,суша,kuivma
126,Meer::N,море,meri
127,Bucht::N,бухта,laht
128,Insel::N,остров,sar'
129,Blume::N,цветок,änik
130,Gras::N,трава,hein
131,Wurzel::N,корень,jur'
132,Baum::N,дерево,pu
133,Stamm::N,ствол,tüvi
134,Rinde::N,кора,kor'
135,Ast::N,сук,oks
136,Zweig::N,ветвь,oks
137,Zweig::N,ветвь,barb
138,Blatt::N,лист,lehtez
139,Birke::N,береза,koiv
140,Kiefer[Baum]::N,сосна,pedai
141,Weide[Baum]::N,ива,raid
142,Tanne::N,ель,kuz'
143,Horn::N,рог,sar'v
144,Feder::N,перо,höuneh
145,Fell::N,шкура,nahk
146,Flügel::N,крыло,suug
147,Klaue::N,коготь,künz'
148,Kralle::N,лапа,künz'
149,Schwanz::N,хвост,händ
150,Ei::N,яйцо,muna
151,Nest::N,гнездо,peza
152,Bau::N,нора,uru
153,Tier::N,животное,živat
154,Herde::N,стадо,kogo
155,Kuh::N,корова,lehm
156,Bulle::N,бык,härg
157,Pferd::N,лошадь,hebo
158,Schaf::N,овца,lambaz
159,Schwein::N,свинья,siga
160,Hund::N,собака,koir
161,Katze::N,кошка,kaži
162,Bär::N,медведь,kondi
163,Eichhörnchen::N,белка,orav
164,Elch::N,лось,hirb'
165,Fuchs::N,лиса,reboi
166,Hase::N,заяц,jäniš
167,Maus::N,мышь,hir'
168,Wolf::N,волк,händikaz
169,Vogel::N,птица,lind
170,Schwarm::N,стая,parveh
171,Huhn::N,курица,kana
172,Hahn::N,петух,kukoi
173,Gans::N,гусь,hanh'
174,Adler::N,орел,orl
175,Ente::N,утка,sorz
176,Eule::N,сова,hir'pulo
177,Kranich::N,журавль,kurg
178,Krähe::N,ворона,variš
179,Kuckuck::N,кукушка,kägi
180,Schwan::N,лебедь,joucen
181,Fisch::N,рыба,kala
182,Barsch::N,окунь,ahven
183,Hecht::N,щука,haug'
184,Schlange[Tier]::N,змея,kü
185,Schlange[Tier]::N,змея,mado
186,Wurm::N,червяк,mado
187,Spinne::N,паук,hämähouk
188,Ameise::N,муравей,murahaine
189,Laus::N,вошь,täi
190,Mücke::N,комар,säs'k
191,Fliege::N,муха,kärbhaine
192,Schmetterling::N,бабочка,lipkaine
193,Beere::N,ягода,marj
194,Apfel::N,яблоко,jablok
195,Pilz::N,гриб,sen'
196,Pilz::N,гриб,babuk
197,Zwiebel::N,луковица,lauk
198,Saat::N,семя,semned
199,Korn::N,зерно,jüvä
200,Korn::N,зерно,vill'
201,Heu::N,сено,hein
202,Schale::N,шелуха,kor'
203,Grube::N,яма,kop
204,Falle::N,ловушка,rida
205,Schlinge::N,силок,rihm
206,Spur::N,след,jäl'g
207,Asche::N,зола,tuhk
208,Asche::N,пепел,tuhk
209,Dreck::N,грязь,redu
210,Dreck::N,грязь,pačak
211,Eisen::N,железо,raud
212,Gold::N,золото,kuld
213,Silber::N,серебро,hobed
214,Kohle::N,уголь,hil'
215,Glas::N,стекло,stökol
216,Lehm::N,глина,savi
217,Sand::N,песок,lete
218,Mensch::N,человек,mez'
219,Mensch::N,человек,ristit
220,Mann::N,мужчина,mez'
221,Frau::N,женщина,naine
222,Kind::N,ребенок,laps'
223,Junge::N,мальчик,poig
224,Junge::N,мальчик,prihaine
225,Mädchen::N,девочка,neičukaine
226,Familie::N,семья,kanz
227,Familie::N,семья,pereh
228,Großvater::N,дедушка,ded
229,Großmutter::N,бабушка,bab
230,Eltern::N,родители,vanhembad
231,Eltern::N,родители,kazvatajad
232,Vater::N,отец,tat
233,Mutter::N,мать,mam
234,Sohn::N,сын,poig
235,Tochter::N,дочь,tütär
236,Bruder::N,брат,veik
237,Bruder::N,брат,vell'
238,Schwester::N,сестра,čiža
239,Schwester::N,сестра,sizar
240,Onkel::N,дядя,däd'
241,Tante::N,тетя,tädi
242,Ehemann::N,муж,mužik
243,Ehefrau::N,жена,ak
244,Freude::N,радость,ilo
245,Freude::N,радость,ihastuz
246,Gelächter::N,смех,nagr
247,Glück::N,счастье,oza
248,Kummer::N,горе,gor'a
249,Wunsch::N,желание,taht
250,Lust::N,влечение,himo
251,Geist::N,дух,heng
252,Gedanke::N,мысль,meletuz
253,Gedächtnis::N,память,mušt
254,Verstand::N,ум,mel'
255,Sinn::N,смысл,jüvä
256,Grund::N,повод,sü
257,Wahrheit::N,правда,tozi
258,Gespräch::N,беседа,lodu
259,Gespräch::N,беседа,pagin
260,Märchen::N,сказка,sarn
261,Erzählung::N,рассказ,sanutez
262,Nachricht::N,сообщение,tedotuz
263,Neuigkeit::N,новость,uzištuz
264,Name::N,имя,nimi
265,Rätsel::N,загадка,ozoitez
266,Rede::N,речь,pagin
267,Rede::N,речь,sanad
268,Sprache::N,язык,kel'
269,Stimme::N,голос,än'
270,Wort::N,слово,sana
271,Zeichen::N,знак,znam
272,Ruf::N,зов,kida
273,Ruf::N,зов,kucund
274,Lärm::N,шум,judu
275,Laut::N,звук,kulund
276,Ton::N,звучание,kulund
277,Lied::N,песня,pajo
278,Ruhe::N,покой,lebu
279,Leute::N,люди,rahvaz
280,Volk::N,народ,rahvaz
281,Arbeit::N,работа,tö
282,Arbeit::N,работа,rad
283,Gast::N,гость,adiv
284,Geschenk::N,подарок,lahj
285,Spiel::N,игра,vänd
286,Gesellschaft::N,общество,sebr
287,Hilfe::N,помощь,abu
288,Freund::N,друг,sebranik
289,Kamerad::N,приятель,sebranik
290,Angelegenheit::N,дело,azj
291,Anzahl::N,количество,lugu
292,Art::N,вид,rod
293,Art::N,вид,rodsugu
294,Stück::N,кусок,pala
295,Stück::N,кусок,supal
296,Teil::N,часть,pala
297,Hälfte::N,половина,pol'
298,Kreis::N,круг,ümbruz
299,Kreis::N,круг,kehkruz
300,Kreuz::N,крест,rist
301,Linie::N,линия,pird
302,Strich::N,черта,pird
303,Abstand::N,промежуток,keskust
304,Entfernung::N,расстояние,matk
305,Gegend::N,местность,taho
306,Platz::N,пространство,avaruz'
307,Ort::N,место,koht
308,Seite::N,сторона,pol'
309,Seite::N,сторона,kül'g
310,Mitte::N,середина,kesk
311,Gegenstand::N,предмет,kalu
312,Sache::N,вещь,azj
313,Rand::N,край,röun
314,Kante::N,ребро,röun
315,Ecke::N,угол,saum
316,Spitze::N,кончик,agjaine
317,Ende::N,конец,agj
318,Loch::N,дыра,reig
319,Winkel::N,угол,čoga
320,Winkel::N,угол,saum
321,Muster::N,узор,kirjam
322,Größe::N,размер,suruz'
323,Länge::N,длина,piduz
324,Höhe::N,высота,korktuz'
325,Gewicht::N,вес,jügu
326,Gewicht::N,вес,vedäduz
327,Menge::N,количество,äjüz'
328,Haufen::N,куча,kogo
329,Reihe::N,ряд,rivi
330,Boot::N,лодка,veneh
331,Ruder::N,весло,air
332,Schlitten::N,сани,regi
333,Schlitten::N,сани,regut
334,Ski::N,лыжа,suks'
335,Lagerfeuer::N,костер,nodj
336,Lagerfeuer::N,костер,pažag
337,Last::N,тяжесть,jüguz
338,Gang::N,ход,astund
339,Schritt::N,шаг,hašk
340,Norden::N,север,pohjoine
341,Süden::N,юг,suvi
342,Westen::N,запад,päivlaskm
343,Osten::N,восток,päivnouzm
344,Holz::N,древесина,pu
345,Brett::N,доска,laud
346,Platte::N,плита,keitim
347,Stütze::N,подпорка,tugi
348,Stange::N,жердь,arz'
349,Stock::N,палка,kalu
350,Stab::N,шест,seibaz
351,Rohr::N,труба,torv
352,Haus::N,дом,pert'
353,Heim::N,дом,kodi
354,Ofen::N,печь,päč
355,Fußboden::N,пол,lava
356,Tisch::N,стол,laud
357,Tisch::N,стол,stal'c
358,Stuhl::N,стул,ištim
359,Wiege::N,колыбель,kätte
360,Bett::N,постель,sija
361,Bett::N,постель,magaduzsija
362,Regal::N,полка,palič
363,Kiste::N,ящик,mülütim
364,Fenster::N,окно,ikun
365,Tür::N,дверь,uks'
366,Tor::N,ворота,verai
367,Zaun::N,забор,aid
368,Dach::N,крыша,katuz
369,Leiter::N,лестница,pordhad
370,Besen::N,метла,lud
371,Besen::N,метла,vast
372,Spaten::N,лопата,labid
373,Schaufel::N,совок,labid
374,Gabel::N,вилка,hangoine
375,Löffel::N,ложка,luzik
376,Messer::N,нож,veič
377,Nagel::N,гвоздь,nagl
378,Netz::N,сеть,verk
379,Haken::N,крюк,kouk
380,Griff::N,ручка,kägä
381,Griff::N,ручка,varz'
382,Schloss::N,замок,lukkol
383,Bild::N,картина,kuva
384,Figur::N,фигура,figur
385,Puppe::N,кукла,tätüine
386,Beutel::N,мешок,havad
387,Bündel::N,связка,toppaz
388,Bündel::N,связка,käč
389,Tasche::N,сумка,sumk
390,Eimer::N,ведро,vädr
391,Deckel::N,крышка,katuz
392,Geschirr::N,посуда,astii
393,Sack::N,мешок,havad
394,Tasse::N,чашка,čašk
395,Topf::N,кастрюля,pada
396,Kessel::N,котел,katil
397,Essen::N,еда,sönd
398,Nahrung::N,пища,söm
399,Speise::N,блюдо,sömine
400,Speise::N,кушанье,sömine
401,Fleisch::N,мясо,liha
402,Getreide::N,хлеб,vill'
403,Brei::N,каша,pudr
404,Brot::N,хлеб,leib
405,Scheibe::N,ломоть,bibaleh
406,Scheibe::N,ломоть,šlik
407,Fett::N,жир,razv
408,Butter::N,масло,voi
409,Öl::N,масло,voi
410,Salz::N,соль,sol
411,Suppe::N,суп,lem'
412,Suppe::N,суп,keitoz
413,Honig::N,мед,mezi
414,Milch::N,молоко,maid
415,Tee::N,чай,čai
416,Leder::N,кожа,nahk
417,Wolle::N,шерсть,vill
418,Stoff::N,ткань,kangaz
419,Nadel::N,игла,negl
420,Faden::N,нитка,nit'
421,Knopf::N,пуговица,nübl'
422,Knoten::N,узел,sol'm
423,Farbe::N,краска,muju
424,Kleidung::N,одежда,sobad
425,Hemd::N,рубашка,paid
426,Kragen::N,воротник,kagluz
427,Ärmel::N,рукав,hijam
428,Hose::N,брюки,štanad
429,Gürtel::N,пояс,vö
430,Mütze::N,шапка,šapuk
431,Schuh::N,ботинок,keng'
432,Stiefel::N,сапог,sapug
433,Ring::N,кольцо,rengaz
434,Band::N,лента,lentaine
435,Kamm::N,расческа,suga
436,Spiegel::N,зеркало,zerkol
437,Riemen::N,ремень,vö
438,Schnur::N,веревка,nor
439,Leine::N,поводок,talutimnor
440,Decke::N,одеяло,sijakatuz
441,Kissen::N,подушка,pöluz
442,Tuch::N,платок,paik
443,Handtuch::N,полотенце,käzipaik
444,Kraft::N,сила,vägi
445,Stärke::N,крепость,vahvuz'
446,Gesundheit::N,здоровье,tervhuz
447,Krankheit::N,болезнь,läžund
448,Schmerz::N,боль,kibu
449,Wunde::N,рана,čapatez
450,Fieber::N,лихорадка,säru
451,Fieber::N,температура,säru
452,Arznei::N,лекарство,zel'l'
453,Brücke::N,мост,sild
454,Brunnen::N,колодец,kaiv
455,Weide::N,пастбище,omaluine
456,Pfad::N,тропа,tehut
457,Weg::N,путь,te
458,Weg::N,дорога,te
459,Straße::N,улица,te
460,Straße::N,дорога,te
461,Dorf::N,деревня,külä
462,Stadt::N,город,lidn
463,Brief::N,письмо,kirjeine
464,Buch::N,книга,kirj
465,Buchstabe::N,буква,kirjam
466,Zeitung::N,газета,lehtez
467,Leben::N,жизнь,elo
468,Tod::N,смерть,surm
469,Grab::N,могила,kaum
470,Kirche::N,церковь,jumalanpert'
471,Sünde::N,грех,grähk
472,Gott::N,бог,jumal
473,Arbeiter::N,рабочий,radnik
474,Chef::N,начальник,pämez'
475,Meister::N,мастер,mastar
476,Arzt::N,врач,lekar'
477,Lehrer::N,учитель,opendai
478,Geld::N,деньги,rahad
479,Geschäft::N,занятие,biznes
480,Laden::N,магазин,lauk
481,Preis::N,цена,arv
482,Ware::N,товар,tavar
483,Nutzen::N,выгода,liža
484,Reichtum::N,богатство,kodielo
485,Reichtum::N,богатство,kal'huz'
486,Welt::N,мир,mail'm
487,Land::N,страна,ma
488,Staat::N,государство,valdkund
489,König::N,король,kunigaz
490,Macht::N,власть,vald
491,Grenze::N,граница,röun
492,Krieg::N,война,soda
493,Feind::N,враг,vihanik
494,Feind::N,враг,vastustai
495,Gewalt::N,насилие,vägivald
496,Kampf::N,борьба,tora
497,Bogen[Waffe]::N,лук,taug
498,Pfeil::N,стрела,nol
499,Gewehr::N,ружье,oružj
500,Fehler::N,ошибка,viga
501,Lüge::N,ложь,kelastuz
502,Schaden::N,вред,pahuz'
503,Unglück::N,беда,bed
504,Unglück::N,беда,gor'a
505,Schuld::N,вина,värhuz'
506,Alter::N,возраст,igä
507,Schluss::N,окончание,lop
508,Zeit::N,время,aig
509,Tag::N,день,päiv
510,Morgen::N,утро,homendez
511,Mittag::N,полдень,keskpäiv
512,Abend::N,вечер,eht
513,Nacht::N,ночь,ö
514,Woche::N,неделя,nedal'
515,Monat::N,месяц,ku
516,Jahr::N,год,voz'
517,Frühling::N,весна,keväz'
518,Sommer::N,лето,keza
519,Herbst::N,осень,sügüz'
520,Winter::N,зима,tal'v
521,Januar::N,январь,viluku
522,Februar::N,февраль,uhoku
523,März::N,март,keväz'ku
524,April::N,апрель,sulaku
525,Mai::N,май,semendku
526,Juni::N,июнь,kezaku
527,Juli::N,июль,heinku
528,August::N,август,eloku
529,September::N,сентябрь,sügüz'ku
530,Oktober::N,октябрь,reduku
531,November::N,ноябрь,kül'mku
532,Dezember::N,декабрь,tal'vku
533,Montag::N,понедельник,ezmärg
534,Dienstag::N,вторник,tožnarg
535,Mittwoch::N,среда,koumanz'päiv
536,Donnerstag::N,четверг,nellänz'päiv
537,Freitag::N,пятница,pätnič
538,Freitag::N,пятница,videnz'päiv
539,Samstag::N,суббота,sobat
540,Sonntag::N,воскресенье,pühäpäiv
541,groß::A,большой,sur'
542,groß::A,большой,järed
543,klein::A,маленький,pen'
544,klein::A,маленький,pičuine
545,lang::A,длинный,pit'k
546,kurz::A,короткий,lühüd
547,breit::A,широкий,leved
548,schmal::A,узкий,kaid
549,dicht::A,густой,tihed
550,dick[Gegenstand]::A,толстый,paks
551,dünn::A,тонкий,hoik
552,fein::A,тонкий,hen
553,fest::A,крепкий,luja
554,fest::A,крепкий,ninev
555,flach::A,плоский,lapak
556,glatt::A,гладкий,siled
557,hart::A,твердый,kova
558,weich::A,мягкий,pehmed
559,rund::A,круглый,kehker
560,spitz::A,остроконечный,nügu
561,spitz::A,остроконечный,terav
562,scharf::A,острый,terav
563,stumpf::A,тупой,tül'c
564,schwer::A,тяжелый,jüged
565,schön::A,красивый,čoma
566,heiß::A,жаркий,räk
567,warm::A,теплый,läm'
568,kalt::A,холодный,vilu
569,kühl::A,прохладный,raibak
570,kühl::A,прохладный,viluhk
571,frisch::A,свежий,lahed
572,feucht::A,влажный,neps
573,feucht::A,влажный,toreh
574,nass::A,мокрый,märg
575,trocken::A,сухой,kuiv
576,voll::A,полный,täuz'
577,voll::A,наполненный,täuz'
578,leer::A,пустой,joudai
579,offen::A,открытый,avoin
580,offen::A,открытый,avol'jaine
581,geschlossen::A,закрытый,saubaline
582,sauber::A,чистый,puhtaz
583,schmutzig::A,грязный,redukaz
584,roh::A,сырой,rohk
585,roh::A,сырой,toreh
586,reif::A,зрелый,küps
587,lecker::A,вкусный,magukaz
588,süß::A,сладкий,maged
589,bitter::A,горький,karged
590,sauer::A,кислый,muiged
591,hell::A,светлый,kirkas
592,hell::A,светлый,valgei
593,dunkel::A,темный,pimed
594,schwarz::A,черный,must
595,weiß::A,белый,vauged
596,rot::A,красный,rusked
597,gelb::A,желтый,pakuine
598,blau::A,синий,sinine
599,grün::A,зеленый,vihand
600,grau::A,серый,hahk
601,bunt::A,пестрый,kirjav
602,billig::A,дешевый,odav
603,teuer::A,дорогой,kalliž
604,wertvoll::A,ценный,arvokas
605,blind::A,слепой,soged
606,taub::A,глухой,kurdiž
607,kräftig::A,могучий,vägev
608,stark::A,сильный,vahv
609,stark::A,сильный,vägekaz
610,schwach::A,слабый,väll'
611,fett::A,жирный,razvakaz
612,schlank::A,стройный,kapos
613,hübsch::A,прелестный,čoma
614,böse::A,злой,äred
615,böse::A,злой,käred
616,dumm::A,глупый,el'getoi
617,faul::A,ленивый,lašk
618,fleißig::A,прилежный,radonnavedii
619,geizig::A,жадный,ažlak
620,klug::A,умный,melev
621,klug::A,умный,melekaz
622,geschickt::A,искусный,mahtokaz
623,lieb::A,милый,izo
624,lieb::A,милый,sula
625,lustig::A,веселый,ilokaz
626,sanft::A,нежный,laskav
627,hungrig::A,голодный,näl'ghine
628,krank::A,больной,läžui
629,nackt::A,голый,alastoi
630,traurig::A,грустный,opalahine
631,lebendig::A,живой,eläb
632,gut::A,хороший,hüvä
633,schlecht::A,плохой,huba
634,richtig::A,правильный,oiged
635,schlimm::A,отвратительный,paha
636,schlimm::A,мерзкий,paha
637,wahr::A,настоящий,todesine
638,alt::A,старый,vanh
639,neu::A,новый,uz'
640,ehemalig::A,бывший,edeline
641,alt[Lebewesen]::A,пожилой,ravaz
642,jung::A,молодой,nor'
643,arm::A,бедный,gol'l'
644,reich::A,богатый,elokaz
645,bekannt::A,знакомый,tutab
646,berühmt::A,знаменитый,tetab
647,fremd::A,чужой,veraz
648,verschieden::A,разный,erazvuitte
649,nah::A,близкий,läheline
650,fern::A,далекий,edahaine
651,linker::A,левый,hura
652,rechter::A,правый,oiged
653,anderer::A,другой,toine
654,erster::A,первый,ezmäine
655,zweiter::A,второй,toine
656,dritter::A,третий,koumanz'
657,letzter::A,последний,jäl'gmäine
658,allein::ADV,один,üksnäze
659,auf einmal::ADV,сразу,ühten aigan
660,zusammen::ADV,вместе,ühtes
661,lange::ADV,долго,hätken
662,plötzlich::ADV,вдруг,äkkid
663,sofort::ADV,тотчас,kerdalaz
664,später::ADV,позже,möhemba
665,jetzt::ADV,сейчас,nügüd'
666,heute::ADV,сегодня,tämbei
667,morgen::ADV,завтра,homen
668,bald::ADV,скоро,pigai
669,dann::ADV,потом,sid'
670,gestern::ADV,вчера,eglai
671,einst::ADV,однажды,ende
672,einst::ADV,однажды,kerdan
673,damals::ADV,тогда,siloi
674,danach::ADV,затем,sid'
675,vorher::ADV,раньше,ende
676,zuerst::ADV,сперва,ezmäi
677,einmal::ADV,раз,kerdan
678,manchmal::ADV,иногда,erašti
679,oft::ADV,часто,paksus
680,immer::ADV,всегда,kaiken
681,niemals::ADV,никогда,ei nikonz
682,hier::ADV,здесь,täs
683,hier::ADV,здесь,tägä
684,hierhin::ADV,сюда,tänna
685,von hier::ADV,отсюда,täspäi
686,von hier::ADV,отсюда,sid'päi
687,dort::ADV,там,sigä
688,dorthin::ADV,туда,sinna
689,dorthin::ADV,туда,nakkale
690,geradeaus::ADV,прямо,kohtha
691,vorwärts::ADV,вперед,edehe
692,rückwärts::ADV,назад,sel'gin
693,zurück::ADV,обратно,tagaze
694,unten::ADV,внизу,alahan
695,hinab::ADV,вниз,alaz
696,hinab::ADV,вниз,alahaks
697,oben::ADV,наверху,ülähän
698,hinauf::ADV,вверх,ülez
699,hinauf::ADV,вверх,ülähäks
700,überall::ADV,везде,kaikjal
701,nicht::ADV,не,ei
702,ein wenig::ADV,немного,vähän
703,kaum::ADV,едва,habi
704,sehr::ADV,очень,lujas
705,so::ADV,так,muga
706,so::ADV,так,ninga
707,noch::ADV,еще,völ
708,nur::ADV,только,järg
709,nur::ADV,только,vaiše
710,schon::ADV,уже,jo
711,wieder::ADV,опять,möst
712,vergebens::ADV,напрасно,uhtei
713,vor::PRP,перед,edes
714,hinter::PRP,за,taga
715,hinter::PRP,позади,taga
716,unter::PRP,под,al
717,durch::PRP,сквозь,läbi
718,durch::PRP,сквозь,kal't
719,neben::PRP,возле,rindal
720,zwischen::PRP,между,keskes
721,wegen::PRP,из-за,tagut
722,dies::PRN,это,nece
723,das::PRN,то,se
724,alles::PRN,все,kaik
725,ich::PRN,я,minä
726,du::PRN,ты,sinä
727,er::PRN,он,hän
728,wir::PRN,мы,mö
729,ihr::PRN,вы,tö
730,sie::PRN,они,hö
731,was::FPRN,что,mi
732,wer::FPRN,кто,ken
733,wo::FADV,где,kus
734,wohin::FADV,куда,kuna
735,wie::FADV,как,kut
736,wie::FADV,как,mit'
737,warum::FADV,почему,mikš
738,wieviel::FNUM,сколько,äjak
739,wieviel::FNUM,сколько,kuverz'
740,eins::NUM,один,üks'
741,zwei::NUM,два,kaks'
742,drei::NUM,три,koume
743,vier::NUM,четыре,nel'l'
744,fünf::NUM,пять,viž
745,sechs::NUM,шесть,kuz'
746,sieben::NUM,семь,seičeme
747,acht::NUM,восемь,kahesa
748,neun::NUM,девять,ühesa
749,zehn::NUM,десять,kümne
750,elf::NUM,одиннадцать,üks'toštkümne
751,zwölf::NUM,двенадцать,kaks'toštkümne
752,zwanzig::NUM,двадцать,kaks'kümne
753,dreißig::NUM,тридцать,koumekümne
754,vierzig::NUM,сорок,nel'l'kümne
755,fünfzig::NUM,пятьдесят,vižkümne
756,sechzig::NUM,шестьдесят,kuz'kümne
757,siebzig::NUM,семьдесят,seičemekümne
758,achtzig::NUM,восемьдесят,kahesakümne
759,neunzig::NUM,девяносто,ühesakümne
760,hundert::NUM,сто,sada
761,tausend::NUM,тысяча,tuha
762,und::CNJ,и,i
763,und::CNJ,и,da
764,oder::CNJ,или,vai
765,oder::CNJ,либо,vai
766,stehen::V,стоять,seišta
767,sitzen::V,сидеть,ištta
768,liegen::V,лежать,venuda
769,hängen::V,висеть,ripta
770,werden::V,стать,lindä
771,werden::V,стать,tehtas
772,passieren::V,случиться,ozaitas
773,beginnen::V,начаться,augotadas
774,enden::V,кончиться,loptas
775,wechseln::V,меняться,vajehtadas
776,aufgehen[Sonne]::V,взойти,nousta
777,untergehen[Sonne]::V,зайти,lasktas
778,scheinen[Sonne]::V,светить,paštta
779,donnern::V,греметь,juraita
780,wehen::V,дуть,dölta
781,wehen::V,дуть,puhuda
782,strömen::V,литься,valadas
783,fließen::V,течь,valuda
784,sich drehen::V,вращаться,punotas
785,schwanken::V,колебаться,čibuda
786,schwingen::V,качаться,čibuda
787,fallen::V,падать,langeta
788,brennen::V,гореть,pallada
789,rauchen::V,дымить,savustada
790,regnen::V,дождить,vihmda
791,gefrieren::V,замерзнуть,jäduda
792,gefrieren::V,замерзнуть,kül'mdä
793,tauen::V,таять,sulada
794,schmelzen::V,плавиться,sulada
795,trocknen::V,сохнуть,kuida
796,trocknen::V,сохнуть,kuivehtuda
797,sieden::V,кипеть,kehuda
798,faulen::V,гнить,hapata
799,faulen::V,гнить,traudäs
800,verfaulen::V,сгнить,hapata
801,reißen::V,рваться,rebita
802,versinken::V,тонуть,upota
803,vergehen::V,проходить,mända
804,erscheinen::V,появиться,ozutadas
805,verschwinden::V,исчезнуть,hajeta
806,sinken::V,спадать,väheta
807,sinken::V,спадать,lasktas
808,abnehmen::V,уменьшиться,peneta
809,zunehmen::V,увеличиваться,ližaduda
810,steigen::V,подниматься,nousta
811,wachsen::V,расти,kazda
812,glänzen::V,блестеть,loštta
813,funkeln::V,сверкать,hoštta
814,lärmen::V,шуметь,robaita
815,läuten::V,звонить,judaita
816,klingeln::V,звонить,kelotada
817,klirren::V,звякать,biraita
818,brausen::V,бушевать,bruncta
819,rauschen::V,шелестеть,šobaita
820,klingen::V,звучать,heläita
821,bellen::V,лаять,nutta
822,heulen::V,выть,ulaita
823,blasen::V,дунуть,puhuda
824,pfeifen::V,свистеть,pistta
825,pfeifen::V,свистеть,vihelta
826,schreien::V,кричать,kirkta
827,schreien::V,кричать,kidastada
828,stöhnen::V,стонать,ohkta
829,stöhnen::V,стонать,voivotada
830,zittern::V,дрожать,säraita
831,leben::V,жить,eläda
832,geboren werden::V,родиться,sünduda
833,atmen::V,дышать,henktä
