,Concept_ID,nl,av
772,manchmal::ADV,soms,олоцӏул
773,oft::ADV,vaak,гӏемерго
774,oft::ADV,dikwijls,гӏемерго
775,immer::ADV,altijd,кидаго
776,niemals::ADV,nooit,киданиги
777,hier::ADV,hier,аниб
778,hierhin::ADV,hierheen,анибехун
779,von hier::ADV,van hier,гьаниса
780,von hier::ADV,hiervandaan,гьаниса
781,dort::ADV,daar,гьениб
782,dort::ADV,ginds,гьениб
783,dorthin::ADV,daarheen,гьадаба
784,geradeaus::ADV,rechtuit,битӏутӏа
785,geradeaus::ADV,rechtdoor,битӏутӏа
786,vorwärts::ADV,vooruit,цебехун
787,vorwärts::ADV,voorwaarts,цебехун
788,rückwärts::ADV,achteruit,нахъ-нахъ
789,rückwärts::ADV,achterwaarts,нахъ-нахъ
790,zurück::ADV,terug,нахъе
791,unten::ADV,beneden,ахакь
792,unten::ADV,beneden,гъоркь
793,unten::ADV,onderaan,ахакь
794,unten::ADV,onderaan,гъоркь
795,hinab::ADV,omlaag,эхебе
796,hinab::ADV,naar beneden,эхебе
797,oben::ADV,boven,тӏад
798,oben::ADV,boven,тӏадехун
799,hinauf::ADV,omhoog,эхеде
800,hinauf::ADV,naar boven,эхеде
801,überall::ADV,alom,кибго
802,überall::ADV,overal,кибго
803,nicht::ADV,niet,
804,ein wenig::ADV,wat,дагьабго
805,kaum::ADV,amper,хӏалалъ
806,kaum::ADV,nauwelijks,хӏалалъ
807,sehr::ADV,erg,кутакалда
808,sehr::ADV,zeer,кутакалда
809,so::ADV,zo,гьедин
810,noch::ADV,nog,жеги
811,nur::ADV,maar,гӏӣцӏго
812,nur::ADV,alleen,гӏӣцӏго
813,schon::ADV,al,
814,schon::ADV,reeds,
815,wieder::ADV,weer,на́хъеги
816,wieder::ADV,terug,на́хъеги
817,vergebens::ADV,vergeefs,чӏалгӏаде
818,vergebens::ADV,tevergeefs,чӏалгӏаде
819,vor::PRP,voor,цебе
820,hinter::PRP,achter,хадуса
821,unter::PRP,onder,ахакь
822,unter::PRP,onder,гъоркь
823,unter::PRP,beneden,ахакь
824,unter::PRP,beneden,гъоркь
825,durch::PRP,door,
826,neben::PRP,naast,аскӏо
827,zwischen::PRP,tussen,гьоркьоб
828,wegen::PRP,wegens,гьелда
829,wegen::PRP,vanwege,гьелда
830,dies::PRN,dit,гьаб
831,dies::PRN,dit,гьеб
832,das::PRN,dat,доб
833,alles::PRN,alles,
834,ich::PRN,ik,дун
835,du::PRN,je,дуца
836,du::PRN,jij,дуца
837,er::PRN,hij,доб
838,wir::PRN,we,ниж
839,wir::PRN,wij,ниж
840,ihr::PRN,jullie,нуж
841,sie::PRN,ze,дол
842,sie::PRN,ze,эл
843,sie::PRN,zij,дол
844,sie::PRN,zij,эл
845,was::FPRN,wat,щиб
846,wer::FPRN,wie,щиб
847,wo::FADV,waar,киб
848,wo::FADV,waar,кибехун
849,wohin::FADV,waarheen,кибехун
850,wie::FADV,hoe,кин
851,warum::FADV,waarom,щай
852,wieviel::FNUM,hoeveel,кигӏан
853,eins::NUM,één,цо
854,zwei::NUM,twee,кӏиго
855,drei::NUM,drie,лъабго
856,vier::NUM,vier,ункъо
857,fünf::NUM,vijf,щуго
858,sechs::NUM,zes,анлъго
859,sieben::NUM,zeven,анкьго
860,acht::NUM,acht,микьго
861,neun::NUM,negen,ичӏго
862,zehn::NUM,tien,анцӏго
863,elf::NUM,elf,анцӏила цо
864,zwölf::NUM,twaalf,кӏиго-анцӏила
865,zwanzig::NUM,twintig,къого
866,dreißig::NUM,dertig,лъеберго
867,vierzig::NUM,veertig,кӏикъого
868,fünfzig::NUM,vijftig,кӏикъо́ялда анцӏго
869,sechzig::NUM,zestig,лъабкъого
870,siebzig::NUM,zeventig,лъабкъо́ялда анцӏго
871,achtzig::NUM,tachtig,ункъого
872,neunzig::NUM,negentig,ункъоялда а́нцӏила
873,hundert::NUM,honderd,нусго
874,tausend::NUM,duizend,азарго
875,und::CNJ,en,ва
876,und::CNJ,en,-ги
877,oder::CNJ,of,ялъуни
878,stehen::V,staan,бахъунчӏезе
879,sitzen::V,zitten,гӏодов чӏезе
880,liegen::V,liggen,бегизе
881,hängen::V,hangen,базе
882,werden::V,worden,бахъине
883,passieren::V,gebeuren,лъугьине
884,passieren::V,gebeuren,лъугьа-бахъине
885,beginnen::V,beginnen,байбихьизе
886,enden::V,eindigen,лъугӏизе
887,wechseln::V,wijzigen,хиса-басизе
888,wechseln::V,wijzigen,хисизе
889,wechseln::V,veranderen,хиса-басизе
890,wechseln::V,veranderen,хисизе
891,aufgehen[Sonne]::V,opgaan,баккизе
892,untergehen[Sonne]::V,ondergaan,щинкӏизе
893,scheinen[Sonne]::V,schijnen,къалъ-къалъизе
894,donnern::V,donderen,гъугъазе
895,wehen::V,waaien,пуйзе
896,strömen::V,stromen,чвахизе
897,fließen::V,vloeien,чвахизе
898,sich drehen::V,draaien,сверизе
899,sich drehen::V,zich draaien,сверизе
900,schwanken::V,wankelen,хьвагӏезе
901,schwanken::V,wankelen,багъа-бачаризе
902,schwingen::V,zwieren,щвартӏезе
903,fallen::V,vallen,бортизе
904,brennen::V,branden,рекӏине
905,rauchen::V,roken,кӏкӏуй буризе
906,regnen::V,regenen,базе
907,gefrieren::V,bevriezen,гӏу́низе
908,tauen::V,dooien,биаризе
909,schmelzen::V,smelten,биине
910,trocknen::V,drogen,бакъвазе
911,sieden::V,koken,гьалдезе
912,sieden::V,zieden,гьалдезе
913,faulen::V,rotten,махӏцине
914,verfaulen::V,verrotten,туризе
915,reißen::V,scheuren,бихъизе
916,versinken::V,verzinken,гъанкъизе
917,vergehen::V,vergaan,базе
918,vergehen::V,vergaan,бахъизе
919,vergehen::V,vergaan,ине
920,erscheinen::V,opdagen,баккизе
921,erscheinen::V,verschijnen,баккизе
922,verschwinden::V,verdwijnen,къине
923,verschwinden::V,verdwijnen,билизе
924,sinken::V,zinken,гӏодо́бе ккезе
925,abnehmen::V,afnemen,тӏаса камизе
926,abnehmen::V,verminderen,тӏаса камизе
927,zunehmen::V,toenemen,гӏемерлъизе
928,steigen::V,stijgen,бахине
929,steigen::V,omhooggaan,бахине
930,wachsen::V,groeien,кӏодолъизе
931,glänzen::V,glanzen,цӏвакизе
932,glänzen::V,schitteren,цӏвакизе
933,funkeln::V,fonkelen,паркъезе
934,lärmen::V,lawaai maken,хъудизе
935,lärmen::V,lawaai maken,чӏиргъдизе
936,läuten::V,luiden,кьабизе
937,klingeln::V,bellen,кьабизе
938,klirren::V,rinkelen,зваргъизе
939,brausen::V,bruisen,гьалаглъизе
940,rauschen::V,ruisen,шуршудизе
941,klingen::V,klinken,бахъине
942,bellen::V,blaffen,гъанчдезе
943,heulen::V,huilen,рурудизе
944,blasen::V,blazen,гьохьизе
945,pfeifen::V,fluiten,гьещтӏезе
946,schreien::V,gillen,ахӏизе
947,schreien::V,gillen,ахӏдезе
948,schreien::V,schreeuwen,ахӏизе
949,schreien::V,schreeuwen,ахӏдезе
950,stöhnen::V,steunen,зигардизе
951,zittern::V,beven,дарран
952,zittern::V,beven,гьаргьадизе
953,zittern::V,sidderen,дарран
954,zittern::V,sidderen,гьаргьадизе
955,leben::V,leven,бетӏербахъизе
956,geboren werden::V,geboren worden,лъугьине
957,atmen::V,ademen,хӏухьел биччазе
958,trinken::V,drinken,гьекъезе
959,essen::V,eten,квине
960,essen::V,eten,кваназе
961,schlucken::V,slikken,кӏкӏвине
962,schlucken::V,slikken,къулчӏизе
963,müde werden::V,moe worden,сваказе
964,einschlafen::V,inslapen,кьижизе
965,einschlafen::V,inslapen,гъапуллъизе
966,schlafen::V,slapen,кьижизе
967,aufwachen::V,ontwaken,бигьине
968,aufwachen::V,wakker worden,бигьине
969,aufstehen::V,opstaan,бахъине
970,aufstehen::V,opstaan,тӏадебахъине
971,sich erholen::V,zich ontspannen,хьи бахъизе
972,sich erholen::V,zich ontspannen,хӏалхьи гьабизе
973,krank werden::V,ziek worden,унтизе
974,krank sein::V,ziek zijn,унтизе
975,schmerzen::V,pijn doen,унтизе
976,husten::V,hoesten,хъегӏизе
977,genesen::V,genezen,лъилъизе
978,sterben::V,sterven,хвезе
979,sterben::V,overlijden,хвезе
980,umkommen::V,omkomen,гьалаглъизе
981,sich bewegen::V,zich bewegen,багъаризе
982,sich bewegen::V,zich bewegen,багъаргъизе
983,sich rühren::V,zich verroeren,багъаризе
984,sich erheben::V,oprijzen,тӏадебахъине
985,sich erheben::V,oprijzen,бахъине
986,sich erheben::V,verrijzen,тӏадебахъине
987,sich erheben::V,verrijzen,бахъине
988,sich setzen::V,gaan zitten,гӏодов чӏезе
989,hinfallen::V,vallen,щапизе
990,hinfallen::V,neervallen,щапизе
991,laufen::V,lopen,хьвадизе
992,schreiten::V,stappen,чӏезе
993,schreiten::V,schrijden,чӏезе
994,spazierengehen::V,gaan wandelen,тира-сверизе
995,eilen::V,ijlen,ракӏхӏалакине
996,eilen::V,ijlen,дуризе
997,eilen::V,haasten,ракӏхӏалакине
998,eilen::V,haasten,дуризе
999,sich beeilen::V,zich haasten,дуризе
1000,sich beeilen::V,zich haasten,гӏедегӏизе
1001,sausen::V,stuiven,тӏуризе
1002,rennen::V,rennen,бекеризе
1003,springen::V,springen,кӏанцӏизе
1004,klettern::V,klimmen,хархадизе
1005,klettern::V,klauteren,хархадизе
1006,schaukeln::V,schommelen,гьерщезе
1007,kriechen::V,kruipen,хъурщизе
1008,schwimmen::V,zwemmen,лъедезе
1009,tauchen::V,duiken,букъардизе
1010,rudern::V,roeien,хазе
1011,fahren::V,rijden,ине
1012,fliegen::V,vliegen,боржине
1013,gehen::V,gaan,ине
1014,weggehen::V,weggaan,ине
1015,abfahren::V,vertrekken,къокъине
1016,anhalten::V,stoppen,чӏезе
1017,anhalten::V,stoppen,тархъизе
1018,anhalten::V,stoppen,лъалхъизе
1019,anhalten::V,stilhouden,чӏезе
1020,anhalten::V,stilhouden,тархъизе
1021,anhalten::V,stilhouden,лъалхъизе
1022,hineingehen::V,ingaan,тӏаделъугьине
1023,hineingehen::V,binnengaan,тӏаделъугьине
1024,eintreten::V,binnenkomen,лъугьине
1025,kommen::V,komen,бачӏине
1026,ankommen::V,aankomen,щвезе
1027,ankommen::V,aankomen,тӏадебачӏине
1028,zurückkommen::V,terugkomen,тадбуссине
1029,zurückkommen::V,terugkomen,тӏадбуссине
1030,bleiben::V,blijven,чӏезе
1031,bleiben::V,blijven,хутӏизе
1032,warten::V,wachten,чӏезе
1033,erwarten::V,verwachten,балагьизе
1034,suchen::V,zoeken,балагьизе
1035,finden::V,vinden,батизе
1036,versuchen::V,proberen,хӏалбихьизе
1037,versuchen::V,beproeven,хӏалбихьизе
1038,vorbereiten::V,voorbereiden,хӏадурлъизабизе
1039,lieben::V,houden van,балай бегьизе
1040,mögen::V,lusten,бокьизе
1041,mögen::V,houden van,бокьизе
1042,lachen::V,lachen,белъизе
1043,rühren::V,roeren,
1044,weinen::V,huilen,гӏодизе
1045,weinen::V,schreien,гӏодизе
1046,schimpfen::V,kijven,гъанчдезе
1047,schimpfen::V,schelden,гъанчдезе
1048,sich ärgern::V,zich ergeren,вагъизе
1049,sich ärgern::V,zich ergeren,ццида́хине
1050,sich fürchten::V,bang zijn,хӏинкъизе
1051,fürchten::V,vrezen,беркъазе
1052,fürchten::V,vrezen,хӏинкъа-къазе
1053,fliehen::V,vluchten,лъутизе
1054,flüchten::V,ontsnappen,лъутизе
1055,flüchten::V,ontkomen,лъутизе
1056,sehen::V,zien,бихьизе
1057,anschauen::V,aankijken,бертӏамизе
1058,anschauen::V,aankijken,балагьизе
1059,ansehen::V,aanzien,бала-гъалагьизе
1060,ansehen::V,bekijken,бала-гъалагьизе
1061,hören::V,horen,рагӏизе
1062,zuhören::V,luisteren,гӏенеккизе
1063,probieren::V,proeven,кӏалдиб хъва́зе
1064,probieren::V,proeven,чӏамизе
1065,riechen::V,ruiken,су́нтӏизе
1066,fühlen::V,voelen,чӏвазе
1067,scheinen::V,lijken,
1068,zu sehen sein::V,te zien zijn,бихьизе
1069,vernehmen::V,vernemen,рагӏизе
1070,frieren::V,het koud hebben,цӏорозе
1071,tun::V,doen,гьабизе
1072,können::V,kunnen,кӏвезе
1073,können::V,kunnen,лъазе
1074,wollen::V,willen,бокьизе
1075,anfangen::V,beginnen,байбихьизе
1076,anfangen::V,aanvangen,байбихьизе
1077,beenden::V,beëindigen,тӏубазабизе
1078,beenden::V,beëindigen,лъугӏизабизе
1079,aufhören::V,ophouden,бахъизе
1080,gelingen::V,lukken,бахъизе
1081,gelingen::V,gelukken,бахъизе
1082,geraten::V,uitvallen,бахъизе
1083,öffnen::V,openen,рагьизе
1084,öffnen::V,opendoen,рагьизе
1085,schließen::V,sluiten,къазе
1086,schließen::V,dichtdoen,къазе
1087,stellen::V,stellen,чӏвазе
1088,stellen::V,plaatsen,чӏвазе
1089,setzen::V,zetten,рекӏинабизе
1090,setzen::V,zetten,гӏодор чӏезаризе
1091,setzen::V,plaatsen,рекӏинабизе
1092,setzen::V,plaatsen,гӏодор чӏезаризе
1093,legen::V,leggen,лъезе
1094,berühren::V,aanraken,хъвазе
1095,verbinden::V,verbinden,хьухьине
1096,verbinden::V,verbinden,бухьине
1097,bedecken::V,bedekken,кквезе
1098,aufhängen::V,ophangen,базе
1099,anzünden::V,aansteken,бакизе
1100,anzünden::V,aansteken,рекӏинабизе
1101,aufheben::V,oprapen,
1102,zurücklassen::V,achterlaten,тезе
1103,verlieren::V,verliezen,билизабизе
1104,fallen lassen::V,laten vallen,бортизабизе
1105,machen::V,maken,гьабизе
1106,herstellen::V,produceren,гьабизе
1107,herstellen::V,produceren,хӏадурлъизабизе
1108,herstellen::V,voortbrengen,гьабизе
1109,herstellen::V,voortbrengen,хӏадурлъизабизе
1110,bauen::V,bouwen,базе
1111,bauen::V,bouwen,гьабизе
1112,reparieren::V,repareren,къачӏазе
1113,reparieren::V,herstellen,къачӏазе
1114,verbessern::V,verbeteren,лъикӏлъизабизе
1115,ändern::V,wijzigen,хисизабизе
1116,ändern::V,veranderen,хисизабизе
1117,graben::V,graven,бухъизе
1118,beugen::V,buigen,хьетӏизабизе
1119,biegen::V,buigen,гьетӏизабизе
1120,drehen::V,draaien,тиризабизе
1121,drehen::V,draaien,свердизабизе
1122,wenden::V,keren,бегизе
1123,wenden::V,wenden,бегизе
1124,umdrehen::V,omdraaien,бегизе
1125,umdrehen::V,omdraaien,бега-битӏизе
1126,heben::V,heffen,борхизе
1127,heben::V,optillen,борхизе
1128,hochheben::V,tillen,борхалъизабизе
1129,hochheben::V,tillen,борхизе
1130,ergreifen::V,pakken,кквезе
1131,ergreifen::V,grijpen,кквезе
1132,halten::V,houden,кквезе
1133,drücken::V,drukken,къазе
1134,drücken::V,drukken,къанцӏу́зе
1135,drücken::V,drukken,къвал ба́зе
1136,schieben::V,duwen,хъилдизе
1137,schieben::V,schuiven,хъилдизе
1138,kratzen::V,krassen,хачазе
1139,lecken::V,likken,чӏикӏизе
1140,beißen::V,bijten,хӏанчӏизе
1141,beißen::V,bijten,хӏанчӏизабизе
1142,abreißen::V,afrukken,тӏезе
1143,abreißen::V,afrukken,тӏезабизе
1144,abreißen::V,afscheuren,тӏезе
1145,abreißen::V,afscheuren,тӏезабизе
1146,abschneiden::V,afsnijden,къотӏизе
1147,binden::V,binden,бухьине
1148,stecken::V,steken,къазабизе
1149,brechen::V,breken,бекизе
1150,klopfen::V,kloppen,дванкезе
1151,hauen::V,houwen,базе
1152,kleben::V,plakken,бацӏцӏине
1153,reiben::V,wrijven,хачазе
1154,streichen::V,smeren,бахине
1155,streichen::V,smeren,жужазе
1156,schleifen::V,slijpen,лъухьизе
1157,schneiden::V,snijden,къотӏизе
1158,rütteln::V,schudden,багъа-бачаризабизе
1159,schütteln::V,schudden,кӏобокӏизе
1160,schwenken::V,wuiven,гьесадизе
1161,schwenken::V,wuiven,хьвагӏезабизе
1162,schwenken::V,zwaaien,гьесадизе
1163,schwenken::V,zwaaien,хьвагӏезабизе
1164,schütten::V,gieten,тӏезе
1165,schütten::V,storten,тӏезе
1166,füllen::V,vullen,цӏезабизе
1167,einwickeln::V,inwikkelen,жемизе
1168,tragen::V,dragen,баччизе
1169,schleppen::V,slepen,бехъерхъизе
1170,ziehen::V,trekken,цӏазе
1171,aufbewahren::V,bewaren,цӏунизе
1172,werfen::V,gooien,рехизе
1173,fangen::V,vangen,кквезе
1174,packen::V,pakken,кквезе
1175,packen::V,vastpakken,кквезе
1176,verstecken::V,verstoppen,бахчизе
1177,teilen::V,delen,бикьизе
1178,schicken::V,sturen,битӏизе
1179,bringen::V,brengen,баччизе
1180,hinzufügen::V,toevoegen,жубазе
1181,bekommen::V,verkrijgen,щвезе
1182,erhalten::V,krijgen,щвезе
1183,erhalten::V,krijgen,босизе
1184,nehmen::V,nemen,босизе
1185,wählen::V,kiezen,бищизе
1186,wählen::V,verkiezen,бищизе
1187,auswählen::V,uitkiezen,тӏасабищизе
1188,bewahren::V,bewaren,цӏунизе
1189,behindern::V,hinderen,квекӏен гьабизе
1190,verderben::V,bederven,хвезабизе
1191,beschädigen::V,beschadigen,галгъазабизе
1192,zerbrechen::V,breken,щущазабизе
1193,zerbrechen::V,stukbreken,щущазабизе
1194,zerreißen::V,scheuren,бихъизе
1195,zerreißen::V,verscheuren,бихъизе
1196,zerstören::V,vernielen,биххизабизе
1197,verbrennen::V,branden,бухӏизе
1198,verbrennen::V,verbranden,бухӏизе
1199,geben::V,geven,кьезе
1200,reichen::V,reiken,кьезе
1201,reichen::V,aanreiken,кьезе
1202,schenken::V,schenken,кьезе
1203,versprechen::V,beloven,назру гьабизе
1204,wünschen::V,wensen,бокьизе
1205,loben::V,loven,беццизе
1206,loben::V,loven,бецца-бекъизе
1207,loben::V,prijzen,беццизе
1208,loben::V,prijzen,бецца-бекъизе
1209,küssen::V,kussen,баизе
1210,wiegen::V,wiegen,чӏучӏадизабизе
1211,zudecken::V,toedekken,тӏадбигъине
1212,wecken::V,wekken,бигьинабизе
1213,zeigen::V,tonen,бихьизабизе
1214,zeigen::V,wijzen,бихьизабизе
1215,führen::V,voeren,бачине
1216,lehren::V,leren,малъизе
1217,lehren::V,leren,цӏализабизе
1218,unterrichten::V,onderwijzen,цӏализабизе
1219,aufziehen::V,grootbrengen,гӏезабизе
1220,leiten::V,leiden,нухмалъи гьабизе
1221,antreiben::V,aandrijven,гӏедегӏизабизе
1222,lassen::V,laten,
1223,einladen::V,uitnodigen,ахӏизе
1224,einladen::V,uitnodigen,тӏадеахӏизе
1225,vereinigen::V,verenigen,цолъизабизе
1226,besuchen::V,bezoeken,баккизе
1227,besuchen::V,bezoeken,хьвадизе
1228,treffen::V,treffen,дандчӏвазе
1229,treffen::V,ontmoeten,дандчӏвазе
1230,sich versammeln::V,zich verzamelen,данделъизе
1231,sich versammeln::V,zich verzamelen,бакӏаризе
1232,spielen::V,spelen,басандизе
1233,singen::V,zingen,ахӏизе
1234,tanzen::V,dansen,кьурдизе
1235,sich trennen::V,van elkaar gaan,батӏалъизе
1236,verlassen::V,verlaten,тезе
1237,verlassen::V,verlaten,рехунтезе
1238,retten::V,redden,хвасар гьабизе
1239,retten::V,redden,хвасарлъизабизе
1240,bewachen::V,bewaken,цӏунизе
1241,schützen::V,beschermen,цӏунизе
1242,verteidigen::V,verdedigen,цӏунизе
1243,sich schlagen::V,knokken,багъизе
1244,schießen::V,schieten,речӏчӏизе
1245,siegen::V,overwinnen,бергьине
1246,ärgern::V,ergeren,вагъизавизе
1247,schlagen::V,slaan,кьабизе
1248,treten::V,trappen,мал тункизе
1249,treten::V,schoppen,мал тункизе
1250,stechen::V,steken,къазабизе
1251,stechen::V,prikken,къазабизе
1252,stoßen::V,stoten,тункизе
1253,stoßen::V,stoten,хъилдизе
1254,stehlen::V,stelen,щинкӏизабизе
1255,stören::V,storen,квекӏен гьабизе
1256,stören::V,storen,татубахъи гьабизе
1257,stören::V,verstoren,квекӏен гьабизе
1258,stören::V,verstoren,татубахъи гьабизе
1259,belästigen::V,lastig vallen,рахӏатхвезабизе
1260,verbergen::V,verbergen,бахчизе
1261,verbergen::V,verbergen,балъго тезе
1262,täuschen::V,misleiden,божуда рекӏкӏ гьабизе
1263,täuschen::V,misleiden,гуккизе
1264,betrügen::V,bedriegen,хӏилла гьабизе
1265,betrügen::V,bedriegen,сандирахълъи гьабизе
1266,töten::V,doden,чӏвазе
1267,wohnen::V,wonen,яшав гьабизе
1268,arbeiten::V,werken,хӏалтӏизе
1269,sammeln::V,inzamelen,бакӏаризе
1270,sammeln::V,verzamelen,бакӏаризе
1271,pflücken::V,plukken,бетӏизе
1272,jagen::V,jagen,чан гьабизе
1273,fischen::V,vissen,ччугӏа кквезе
1274,fassen::V,vangen,кквезе
1275,hüten::V,hoeden,кваназабизе
1276,treiben::V,drijven,гъезе
1277,anbinden::V,vastbinden,бухьине
1278,füttern::V,voeren,кваназабизе
1279,melken::V,melken,бечӏчӏизе
1280,hacken::V,hakken,чӏвазе
1281,gießen::V,gieten,лъалъазе
1282,reifen::V,rijpen,барщизе
1283,zubereiten::V,klaarmaken,бежа-белъине
1284,zubereiten::V,toebereiden,бежа-белъине
1285,kochen::V,koken,белъине
1286,backen::V,bakken,базе
1287,braten::V,braden,бежизе
1288,umrühren::V,omroeren,багъаризе
1289,stricken::V,breien,хьухьине
1290,nähen::V,naaien,букъизе
1291,färben::V,verven,кьер гьабизе
1292,färben::V,kleuren,кьер гьабизе
1293,reinigen::V,reinigen,бацӏцӏине
1294,waschen::V,wassen,чуризе
1295,abwischen::V,afvegen,бацӏцӏине
1296,spülen::V,spoelen,хулизе
1297,spülen::V,afwassen,хулизе
1298,fegen::V,vegen,лъухьизе
1299,kehren::V,vegen,лъухьизе
1300,baden::V,baden,чордезе
1301,sich waschen::V,zich wassen,
1302,ausziehen::V,uittrekken,бахъизе
1303,anziehen::V,aantrekken,ретӏине
1304,sich anziehen::V,zich aankleden,ретӏине
1305,kämmen::V,kammen,хазе
1306,schmücken::V,tooien,чӏухӏизабизе
1307,sagen::V,zeggen,бицине
1308,sprechen::V,spreken,бицине
1309,reden::V,praten,гаргадизе
1310,sich unterhalten::V,zich onderhouden,гаргадизе
1311,fragen::V,vragen,цӏехезе
1312,fragen::V,vragen,гьикъизе
1313,bitten::V,vragen,гьаризе
1314,bitten::V,verzoeken,гьаризе
1315,erzählen::V,vertellen,бицине
1316,mitteilen::V,meedelen,лъазабизе
1317,nennen::V,noemen,цӏар лъезе
1318,rufen::V,roepen,ахӏизе
1319,prahlen::V,pralen,беццаризе
1320,übersetzen::V,vertalen,буссинабизе
1321,denken::V,denken,ургъизе
1322,glauben::V,geloven,божизе
1323,bemerken::V,bemerken,берречӏчӏизе
1324,erkennen::V,herkennen,лъазе
1325,erkennen::V,herkennen,батӏаго бахъизе
1326,begreifen::V,begrijpen,бичӏчӏизе
1327,verstehen::V,verstaan,
1328,lernen::V,leren,цӏализе
1329,wissen::V,weten,лъазе
1330,sich erinnern an::V,zich herinneren aan,ракӏалде щвезе
1331,vergessen::V,vergeten,кӏочене
1332,messen::V,meten,борцине
1333,zählen::V,tellen,рикӏкӏине
1334,rechnen::V,rekenen,рикӏкӏине
1335,lesen::V,lezen,цӏализе
1336,malen::V,schilderen,бахъизе
1337,zeichnen::V,tekenen,бахъизе
1338,schreiben::V,schrijven,хъвазе
1339,besitzen::V,bezitten,щвезе
1340,besitzen::V,bezitten,бу́кӏине
1341,kaufen::V,kopen,босизе
1342,verkaufen::V,verkopen,бичизе
1343,bezahlen::V,betalen,кьезе
1344,zahlen::V,betalen,кьезе
1345,beherrschen::V,beheersen,
1346,ertragen::V,verdragen,баччизе
