,Concept_ID,sv,kl
158,Baum::N,träd,orpik
159,Stamm::N,stam,kanaartaq
160,Rinde::N,bark,ameraq
161,Ast::N,gren,avalequt
162,Zweig::N,kvist,avalequt
163,Blatt::N,löv,pilutaq
164,Blatt::N,blad,pilutaq
165,Birke::N,björk,patitsit
166,Kiefer[Baum]::N,tall,
167,Weide[Baum]::N,pil,palleq
168,Weide[Baum]::N,vide,palleq
169,Tanne::N,gran,orsuerneq
170,Horn::N,horn,nassuk
171,Feder::N,fjäder,suluk
172,Fell::N,fäll,ameq
173,Fell::N,skinn,ameq
174,Flügel::N,vinge,suluk
175,Flügel::N,vinge,isaroq
176,Klaue::N,klöv,kukik
177,Kralle::N,klo,kukik
178,Schwanz::N,svans,pamioq
179,Schwanz::N,svans,paperuusaq
180,Schwanz::N,stjärt,pamioq
181,Schwanz::N,stjärt,paperuusaq
182,Ei::N,ägg,mannik
183,Nest::N,rede,ullut
184,Nest::N,näste,ullut
185,Bau::N,bo,ini
186,Tier::N,djur,uumasoq
187,Herde::N,flock,unguukkat
188,Kuh::N,ko,ussik
189,Bulle::N,tjur,angukulak
190,Bulle::N,tjur,anguteralak
191,Bulle::N,tjur,angutikulooq
192,Pferd::N,häst,
193,Schaf::N,får,sava
194,Schwein::N,svin,puuluki
195,Hund::N,hund,qimmeq
196,Katze::N,katt,puisaaq
197,Bär::N,björn,allaq
198,Eichhörnchen::N,ekorre,sissinnguaq
199,Elch::N,älg,
200,Fuchs::N,räv,terianniaq
201,Hase::N,hare,ukaleq
202,Maus::N,mus,teriannguaq
203,Wolf::N,varg,amaroq
204,Vogel::N,fågel,timmiaq
205,Schwarm::N,svärm,
206,Huhn::N,höns,kukkukooq
207,Huhn::N,höns,marloraaqaaq
208,Hahn::N,tupp,kiasiusaq
209,Gans::N,gås,nerleq
210,Adler::N,örn,nattoralik
211,Ente::N,anka,
212,Eule::N,uggla,uppik
213,Kranich::N,trana,qorlorfik
214,Krähe::N,kråka,tuluatsiaq
215,Kuckuck::N,gök,kukkooq
216,Schwan::N,svan,qussuk
217,Fisch::N,fisk,aalisagaq
218,Barsch::N,abborre,
219,Hecht::N,gädda,
220,Schlange[Tier]::N,orm,pulateriarsuk
221,Schlange[Tier]::N,orm,pulateriaarsuk
222,Wurm::N,mask,
223,Spinne::N,spindel,aasiaq
224,Spinne::N,spindel,nissavaarsuk
225,Ameise::N,myra,uniaaluk
226,Laus::N,lus,kumak
227,Mücke::N,mygga,ippernaq
228,Fliege::N,fluga,ippernaq
229,Schmetterling::N,fjäril,paluaq
230,Schmetterling::N,fjäril,pakkaluaq
231,Schmetterling::N,fjäril,utsuppaluaq
232,Schmetterling::N,fjäril,taqaleqisaaq
233,Beere::N,bär,paarmaq
234,Beere::N,bär,paarngaq
235,Apfel::N,äpple,iipili
236,Pilz::N,svamp,anngiusaq
237,Zwiebel::N,lök,uanitsoq
238,Saat::N,sådd,naatsiiassaq
239,Korn::N,korn,maannineq
240,Heu::N,hö,
241,Schale::N,skal,niutsivik
242,Schale::N,skal,ilulissaq qaartussaq
243,Grube::N,grop,itersaq
244,Falle::N,fälla,pualavoq
245,Schlinge::N,snara,orseq
246,Schlinge::N,snara,norloq
247,Spur::N,spår,tumaa
248,Asche::N,aska,arsat
249,Dreck::N,lort,minguk
250,Eisen::N,järn,savimineq
251,Eisen::N,järn,saffiugassaq
252,Gold::N,guld,kuulti
253,Silber::N,silver,siilviuvoq
254,Kohle::N,kol,aamarsuit aamaruutissat
255,Glas::N,glas,igalaaq
256,Glas::N,glas,imertarfik
257,Glas::N,glas,igalaamineq
258,Lehm::N,lera,marraq
259,Sand::N,sand,sioqqat
260,Mensch::N,människa,inuk
261,Mensch::N,människa,silamiu
262,Mann::N,man,angut
263,Frau::N,kvinna,arnaq
264,Kind::N,barn,meeraq
265,Junge::N,pojke,nukappiaraq
266,Mädchen::N,flicka,arnannguaq
267,Familie::N,familj,ilaqutakka
268,Familie::N,familj,ilaqutariit
269,Großvater::N,morfar,aatak
270,Großmutter::N,farmor,aanaq
271,Eltern::N,föräldrar,angajoqqaat
272,Vater::N,far,ataata
273,Vater::N,far,ataataq
274,Mutter::N,mor,anaana
275,Sohn::N,son,erneq
276,Tochter::N,dotter,panik
277,Bruder::N,bror,ani
278,Bruder::N,bror,aqqaluk
279,Bruder::N,bror,qatanngut
280,Schwester::N,syster,naja
281,Schwester::N,syster,aleqa
282,Schwester::N,syster,qatanngut
283,Onkel::N,morbror,akkak
284,Tante::N,tant,aja
285,Tante::N,tant,ajak
286,Tante::N,tant,atsak
287,Ehemann::N,äkta man,ui
288,Ehefrau::N,hustru,nuliaq
289,Freude::N,fröjd,tipaatsussuseq
290,Freude::N,glädje,tipaatsussuseq
291,Gelächter::N,åtlöje,illaq
292,Glück::N,lycka,usornaat
293,Glück::N,lycka,usornarsuseq
294,Kummer::N,sorg,
295,Wunsch::N,önskan,kissaat
296,Lust::N,lust,illigussuseq
297,Lust::N,lust,piummaseq
298,Geist::N,ande,anerneq
299,Geist::N,ande,toornaq
300,Gedanke::N,tanke,isumassaq
301,Gedächtnis::N,minne,eqqaamannissuseq
302,Verstand::N,förstånd,isuma
303,Verstand::N,förstånd,sianissut
304,Verstand::N,förstånd,misigissut
305,Verstand::N,förstånd,sianissuseq
306,Verstand::N,förstånd,silaqassuseq
307,Sinn::N,mening,isuma
308,Sinn::N,betydelse,isuma
309,Grund::N,skäl,patsit
310,Grund::N,grund,patsit
311,Wahrheit::N,sanning,sallusuissut
312,Gespräch::N,samtal,
313,Märchen::N,saga,oqalualaarut
314,Märchen::N,saga,oqaluasaaq
315,Erzählung::N,berättelse,oqaluttuaq
316,Nachricht::N,meddelande,oqaassut
317,Nachricht::N,meddelande,oqqersuut
318,Neuigkeit::N,nyhet,tusarnartaq
319,Name::N,namn,ateq
320,Rätsel::N,gåta,nalorsitsaarut
321,Rede::N,tal,oqaluuseq
322,Sprache::N,språk,oqaatsit
323,Stimme::N,stämma,erinaq
324,Stimme::N,stämma,qarluuseq
325,Wort::N,ord,oqaasii
326,Zeichen::N,tecken,nalunaaqqut
327,Ruf::N,rop,qaaqqussut
328,Lärm::N,bråk,perpaluk
329,Lärm::N,oväsen,perpaluk
330,Laut::N,ljud,torsukattak
331,Ton::N,ton,erinaq
332,Lied::N,sång,taalliaq
333,Lied::N,sång,erinarsuut
334,Ruhe::N,ro,qatsunganeq
335,Ruhe::N,lugn,qatsunganeq
336,Leute::N,folk,inuiak
337,Leute::N,folk,inuiaqatigiit
338,Volk::N,folk,inuiaat
339,Arbeit::N,arbete,suliaq
340,Gast::N,gäst,qaaqqusaq
341,Geschenk::N,gåva,pajugut
342,Geschenk::N,present,pajugut
343,Spiel::N,lek,
344,Spiel::N,spel,
345,Gesellschaft::N,sällskap,
346,Hilfe::N,hjälp,annertoqqut
347,Freund::N,vän,tiliaq
348,Freund::N,vän,ikinngut
349,Kamerad::N,kamrat,tiliaq
350,Kamerad::N,kamrat,ikinngut
351,Angelegenheit::N,ärende,
352,Angelegenheit::N,angelägenhet,
353,Anzahl::N,antal,
354,Art::N,art,ileqquuseq
355,Art::N,slag,ileqquuseq
356,Stück::N,stycke,nakkaalaniku
357,Teil::N,del,tassiaasat
358,Hälfte::N,halva,affaq
359,Kreis::N,krets,kaajaluinneq or kaajaluitsoq
360,Kreis::N,cirkel,kaajaluinneq or kaajaluitsoq
361,Kreuz::N,kors,sanningasulik
362,Kreuz::N,kryss,sanningasulik
363,Linie::N,linje,tittaq
364,Linie::N,linje,titarneq
365,Strich::N,streck,
366,Abstand::N,avstånd,aku
367,Abstand::N,avstånd,ikiaq
368,Entfernung::N,avstånd,asi
369,Gegend::N,trakt,nuna
370,Platz::N,plats,ini
371,Platz::N,plats,inissaq
372,Ort::N,plats,sumiiffik
373,Ort::N,ställe,sumiiffik
374,Seite::N,sida,saneraq
375,Mitte::N,mitt,qiteq
376,Gegenstand::N,föremål,
377,Sache::N,sak,pigisaq
378,Rand::N,rand,sini
379,Rand::N,rand,akerfineq
380,Kante::N,kant,akerfineq
381,Ecke::N,vrå,teqeqqoq
382,Ecke::N,vrå,tikeqqoq
383,Ecke::N,hörn,teqeqqoq
384,Ecke::N,hörn,tikeqqoq
385,Spitze::N,spets,inngik
386,Ende::N,ända,isu
387,Loch::N,hål,putu
388,Winkel::N,vinkel,teqeqqorissaat
389,Muster::N,mönster,ilisserut
390,Größe::N,storlek,angissuseq
391,Länge::N,längd,takissuseq
392,Höhe::N,höjd,
393,Gewicht::N,tyngd,oqimaalutaq
394,Menge::N,mängd,amerlassuseq
395,Haufen::N,hög,eqimattat
396,Reihe::N,rad,allunaasaq
397,Boot::N,båt,qajaq
398,Boot::N,båt,angallat
399,Boot::N,båt,umiatsiaq
400,Ruder::N,åra,iput
401,Schlitten::N,släde,qamutit
402,Schlitten::N,släde,qimusseq
403,Ski::N,skida,ataarut
404,Lagerfeuer::N,lägereld,
405,Last::N,last,nammagaq
406,Last::N,börda,nammagaq
407,Gang::N,gång,
408,Schritt::N,steg,allorneq
409,Norden::N,norr,avannaq
410,Süden::N,söder,qava
411,Süden::N,söder,kujat
412,Süden::N,söder,kujataa
413,Westen::N,väster,kitaa
414,Osten::N,öster,kangi
415,Holz::N,trä,qisuk
416,Brett::N,bräda,salliligaq
417,Platte::N,platta,qaateq
418,Stütze::N,stöd,ajagutaq
419,Stütze::N,stöd,ajaagutaq
420,Stütze::N,stötta,ajagutaq
421,Stütze::N,stötta,ajaagutaq
422,Stange::N,stång,kaaviffik
423,Stock::N,käpp,ajaappissat
424,Stock::N,pinne,ajaappissat
425,Stab::N,stav,ajaappissat
426,Rohr::N,rör,sullulik
427,Haus::N,hus,illu
428,Heim::N,hem,
429,Ofen::N,ugn,kissarsuut
430,Fußboden::N,golv,nateq
431,Tisch::N,bord,allattarfik
432,Stuhl::N,stol,issiavik
433,Stuhl::N,stol,issiaffik
434,Wiege::N,vagga,uaasoq
435,Bett::N,säng,nallavik
436,Regal::N,hylla,ilisivik
437,Kiste::N,låda,sakissat
438,Kiste::N,låda,illerfiusaq
439,Fenster::N,fönster,aki
440,Fenster::N,fönster,igalaaq
441,Tür::N,dörr,matu
442,Tor::N,port,isaaffik
443,Zaun::N,staket,saputit
444,Zaun::N,stängsel,saputit
445,Dach::N,tak,qaliaq
446,Leiter::N,stege,tummeqqat
447,Leiter::N,stege,majuartarfiit
448,Besen::N,kvast,saligutit
449,Spaten::N,spade,nivaataq
450,Schaufel::N,skovel,nivaataq
451,Schaufel::N,skyffel,nivaataq
452,Gabel::N,gaffel,qilluaq
453,Gabel::N,gaffel,ajassaatit
454,Löffel::N,sked,alussaat
455,Messer::N,kniv,savik
456,Nagel::N,spik,kukik
457,Netz::N,nät,anguffaseq
458,Haken::N,krok,nissik
459,Haken::N,krok,qarsorsaq
460,Haken::N,krok,qarsorsartoq
461,Griff::N,tag,ipi
462,Griff::N,handtag,ipi
463,Schloss::N,las,illussaarsuaq
464,Bild::N,bild,assiliaq
465,Figur::N,figur,kisitsit
466,Puppe::N,docka,inuusaq
467,Beutel::N,påse,
468,Bündel::N,bunt,qilertaq
469,Bündel::N,knippa,qilertaq
470,Tasche::N,väska,pooqattaq
471,Eimer::N,hink,
472,Eimer::N,ämbar,
473,Deckel::N,lock,matu
474,Geschirr::N,servis,anut
475,Geschirr::N,porslin,anut
476,Sack::N,säck,
477,Tasse::N,kopp,tiitorfik
478,Tasse::N,kopp,tiitorfiup ilorlia
479,Topf::N,gryta,qoqqoq
480,Topf::N,kastrull,qoqqoq
481,Kessel::N,kittel,uunnaavik
482,Essen::N,mål,igaaq
483,Nahrung::N,näring,neqissaq
484,Speise::N,maträtt,nerisassat
485,Fleisch::N,kött,neqi
486,Getreide::N,säd,maannineq
487,Getreide::N,spannmål,maannineq
488,Brei::N,gröt,
489,Brot::N,bröd,iffit
490,Brot::N,bröd,iffiaq
491,Scheibe::N,skiva,igalaassiaq
492,Fett::N,fett,tarnutissaq
493,Fett::N,fett,tarnutissiaq
494,Butter::N,smör,punneq
495,Öl::N,olja,uulia
496,Salz::N,salt,taratsut
497,Suppe::N,soppa,qajoq
498,Honig::N,honung,tungusunnitsuut
499,Milch::N,mjölk,immuk
500,Tee::N,te,tii
501,Tee::N,te,teeq
502,Leder::N,läder,
503,Wolle::N,ull,nuersagassiaq
504,Wolle::N,ylle,nuersagassiaq
505,Stoff::N,tyg,milliaq
506,Stoff::N,tyg,qarlissiaq
507,Stoff::N,stoff,milliaq
508,Stoff::N,stoff,qarlissiaq
509,Nadel::N,nål,meqqut
510,Faden::N,tråd,ujalussiaq
511,Knopf::N,knapp,attat
512,Knoten::N,knut,akeroq
513,Knoten::N,knut,qilerneq
514,Farbe::N,färg,qalipaat
515,Kleidung::N,klädsel,atisat
516,Kleidung::N,klädsel,annoraaq
517,Hemd::N,skjorta,ilupaaq
518,Kragen::N,krage,qungasiinnaq
519,Ärmel::N,ärm,aaq
520,Hose::N,byxor,qarliit
521,Gürtel::N,bälte,qiterut
522,Gürtel::N,bälte,unngersaq
523,Mütze::N,mössa,nasaq
524,Schuh::N,sko,skuu
525,Schuh::N,sko,ikernuk
526,Schuh::N,sko,ateraasaq
527,Stiefel::N,stövel,kamik
528,Ring::N,ring,assammiu
529,Band::N,band,qilerutissiaq
530,Kamm::N,kam,illaagutit
531,Kamm::N,kam,illaajaatit pl.
532,Spiegel::N,spegel,tarrarsuut
533,Riemen::N,rem,allunaaq
534,Schnur::N,snöre,kujaaq
535,Schnur::N,snöre,allunaasaq
536,Leine::N,lina,aleq
537,Decke::N,täcke,qipik
538,Kissen::N,dyna,akit
539,Kissen::N,kudde,akit
540,Tuch::N,sjal,qarlissiaq
541,Handtuch::N,handduk,allarut
542,Handtuch::N,handduk,allarterut
543,Kraft::N,kraft,pissak
544,Stärke::N,styrka,qerattarsaat
545,Gesundheit::N,hälsa,peqqisusseq
546,Krankheit::N,sjukdom,nappaat
547,Schmerz::N,smärta,anniaat
548,Wunde::N,sår,iki
549,Fieber::N,feber,nappaat qanimanartoq
550,Arznei::N,medicin,imigassaq
551,Arznei::N,läkemedel,imigassaq
552,Brücke::N,bro,ikaartarfik
553,Brunnen::N,brunn,tissaluttuliaq
554,Weide::N,bete,masarsuk
555,Pfad::N,stig,aqqut
556,Weg::N,väg,aggerfik
557,Straße::N,gata,aqqusineq
558,Dorf::N,by,nunaqarfik
559,Stadt::N,stad,illorpaat
560,Stadt::N,stad,illorpalik
561,Brief::N,brev,allagarsiaq
562,Buch::N,bok,atuakkat
563,Buch::N,bok,mappersagaq
564,Buchstabe::N,bokstav,naqinneq
565,Zeitung::N,tidning,aviisi
566,Leben::N,liv,inuussuseq
567,Tod::N,död,toqu
568,Tod::N,död,toquneq
569,Grab::N,grav,iliveq
570,Grab::N,grav,illissat
571,Kirche::N,kyrka,oqaluffik
572,Sünde::N,synd,ajorti
573,Gott::N,gud,
574,Arbeiter::N,arbetare,sulisoq
575,Chef::N,chef,ittoqut
576,Meister::N,mästare,naalagaq
577,Arzt::N,läkare,katsorsaasoq
578,Lehrer::N,lärare,ilinniartitsisoq
579,Geld::N,pengar,aningaasat
580,Geschäft::N,rörelse,niuertarfik
581,Laden::N,affär,niuertarfik
582,Preis::N,pris,aki
583,Ware::N,vara,qaliata pii
584,Ware::N,vara,nioqqutissaq
585,Nutzen::N,gagn,iluaqut
586,Nutzen::N,nytta,iluaqut
587,Reichtum::N,rikedom,
588,Welt::N,värld,nunarsuaq
589,Land::N,land,nuna
590,Staat::N,stat,
591,König::N,kung,kunngi
592,König::N,konung,kunngi
593,Macht::N,makt,pissaassuseq
594,Grenze::N,gräns,killik
595,Krieg::N,krig,sorsunneq
596,Feind::N,fiende,akeraq
597,Feind::N,fiende,akerartorti
598,Feind::N,fiende,qinngarsuisoq
599,Gewalt::N,våld,
600,Kampf::N,kamp,sorsunneq
601,Kampf::N,strid,sorsunneq
602,Bogen[Waffe]::N,båge,
603,Pfeil::N,pil,qalugiusaq
604,Gewehr::N,gevär,aallaat
605,Fehler::N,fel,kukkuneq
606,Fehler::N,fel,paarlaappaa
607,Lüge::N,lögn,
608,Schaden::N,skada,
609,Unglück::N,otur,perluut
610,Unglück::N,olycka,perluut
611,Schuld::N,skuld,akiitsugaq
612,Schuld::N,skuld,akiligassaq
613,Alter::N,ålder,utoqqaq
614,Schluss::N,slut,isu
615,Zeit::N,tid,ulloq
616,Zeit::N,tid,akuttoqatigiinneq
617,Tag::N,dag,ulloq
618,Morgen::N,morgon,ullaaq
619,Mittag::N,middag,ulloqeqqa
620,Abend::N,kväll,unnuk
621,Nacht::N,natt,unnuaq
622,Woche::N,vecka,sapaatip akunnera
623,Monat::N,månad,qaammat
624,Jahr::N,år,ukioq
625,Frühling::N,vår,upernaaq
626,Sommer::N,sommar,aasaq
627,Herbst::N,höst,ukiaq
628,Winter::N,vinter,ukioq
629,Januar::N,januari,siulleeq
630,Januar::N,januari,qaammaliaq
631,Februar::N,februari,aarlaat
632,März::N,mars,marsi
633,März::N,mars,martsi
634,April::N,april,
635,Mai::N,maj,maaji
636,Juni::N,juni,juuni
637,Juli::N,juli,juuli
638,August::N,augusti,aggusti
639,September::N,september,septembari
640,Oktober::N,oktober,oktobari
641,November::N,november,novembari
642,Dezember::N,december,detsembari
643,Montag::N,måndag,ataasinngortoq
644,Dienstag::N,tisdag,marlunngorneq
645,Mittwoch::N,onsdag,pingasunngorneq
646,Donnerstag::N,torsdag,sisamanngorneq
647,Freitag::N,fredag,tallimanngorneq
648,Samstag::N,lördag,arfininngorneq
649,Sonntag::N,söndag,sapaat
650,Sonntag::N,söndag,sapaati
651,groß::A,stor,angivoq
652,klein::A,liten,mikivoq
653,lang::A,lång,takisooq
654,kurz::A,kort,naatsoq
655,breit::A,bred,silippoq
656,schmal::A,smal,amitsoq
657,dicht::A,tät,torsusooq
658,dick[Gegenstand]::A,tjock,issuvoq
659,dick[Gegenstand]::A,tjock,issusooq
660,dünn::A,tunn,amitsoq
661,fein::A,fin,mamarpoq
662,fest::A,fast,tangeqarpoq
663,flach::A,platt,nalimmappoq
664,glatt::A,glatt,quasak
665,hart::A,hård,mattusooq
666,hart::A,hård,manngerpoq
667,hart::A,hård,titeqquluppoq
668,weich::A,mjuk,nerumaarpoq
669,rund::A,rund,ammallorippoq
670,spitz::A,toppig,qummukujooq
671,spitz::A,spetsig,qummukujooq
672,scharf::A,vass,ipippoq
673,scharf::A,skarp,ipippoq
674,stumpf::A,slö,anngerpoq
675,schwer::A,tung,oqimaappoq
676,schön::A,skön,kusanarpoq
677,schön::A,vacker,kusanarpoq
678,heiß::A,het,kiappoq
679,warm::A,varm,oqorpoq
680,kalt::A,kall,issippoq
681,kühl::A,sval,pueqqortippoq
682,kühl::A,kylig,pueqqortippoq
683,frisch::A,färsk,
684,feucht::A,fuktig,isugutavoq
685,feucht::A,fuktig,qaasernarpoq
686,nass::A,våt,imerorpoq
687,trocken::A,torr,panerpoq
688,voll::A,full,ulikkaarpoq
689,leer::A,tom,imaattuarpoq
690,offen::A,öppen,ammavoq
691,geschlossen::A,stängd,matuvoq
692,sauber::A,ren,eqqippoq
693,sauber::A,ren,sukuluippoq
694,sauber::A,ren,ipeqanngilaq
695,schmutzig::A,snuskig,tapappoq
696,schmutzig::A,snuskig,minguppoq
697,roh::A,rå,aapavoq
698,reif::A,mogen,qaarulerpoq
699,lecker::A,läcker,
700,süß::A,söt,tungusunnippoq
701,bitter::A,besk,qasilippoq
702,bitter::A,bitter,qasilippoq
703,sauer::A,sur,
704,hell::A,ljus,qaamavoq
705,dunkel::A,mörk,qernerpoq
706,schwarz::A,svart,qernerpoq
707,weiß::A,vit,qaqorpoq
708,rot::A,röd,aappaluppoq
709,gelb::A,gul,sungaarpoq
710,blau::A,blå,tungujorpoq
711,grün::A,grön,qorsooqqippoq
712,grau::A,grå,qaserpoq
713,bunt::A,brokig,
714,billig::A,billig,akikippoq
715,teuer::A,dyr,
716,wertvoll::A,värdefull,erlinnarpoq
717,blind::A,blind,tappiippoq
718,blind::A,blind,isigisaqanngilaq
719,taub::A,döv,tusilarpoq
720,kräftig::A,kraftig,pissaq
721,kräftig::A,kraftig,pissarsuaq
722,stark::A,stark,sanngivoq
723,schwach::A,svag,nakuippoq
724,fett::A,fet,pualavoq
725,schlank::A,slank,tuappoq
726,hübsch::A,snygg,aatsialaq
727,hübsch::A,vacker,aatsialaq
728,böse::A,ond,ajorpoq
729,böse::A,elak,ajorpoq
730,dumm::A,dum,taqajak
731,dumm::A,dum,sikkilluppoq
732,dumm::A,dum,qaatusimasaqanngilaq
733,faul::A,lat,eqiasuppoq
734,faul::A,lat,eqiattortuvoq
735,fleißig::A,flitig,eqiasuippoq
736,geizig::A,snål,iasilaarpoq
737,geizig::A,snål,tukkuippoq
738,geizig::A,girig,iasilaarpoq
739,geizig::A,girig,tukkuippoq
740,klug::A,klok,mallak
741,klug::A,klok,ittanneq
742,klug::A,klok,kutaappoq
743,klug::A,klok,kuttaappoq
744,klug::A,klok,qarasagippoq
745,geschickt::A,händig,
746,geschickt::A,skicklig,
747,lieb::A,kär,akisooq
748,lieb::A,snäll,akisooq
749,lustig::A,rolig,piikulavoq
750,lustig::A,lustig,piikulavoq
751,sanft::A,mild,isumagippoq
752,hungrig::A,hungrig,kaappoq
753,hungrig::A,hungrig,perlilerpoq
754,krank::A,sjuk,napparsimavoq
755,nackt::A,naken,
756,traurig::A,ledsen,aliasuppoq
757,traurig::A,sorgsen,aliasuppoq
758,lebendig::A,levande,uumavoq
759,gut::A,bra,ajunngilaq
760,schlecht::A,dålig,sualuppoq
761,richtig::A,riktig,iluarpoq
762,schlimm::A,illa,amiilaarnarpoq
763,wahr::A,sann,ilumoorpoq
764,alt::A,gammal,pisoqaq
765,neu::A,ny,nutaavoq
766,ehemalig::A,forn,
767,ehemalig::A,tidigare,
768,alt[Lebewesen]::A,gammal,utoqqaq
769,jung::A,ung,inuusuppoq
770,jung::A,ung,kingulliarsuk
771,arm::A,fattig,piillasoq
772,arm::A,fattig,piitsuuvoq
773,reich::A,rik,pisuuvoq
774,bekannt::A,känd,
775,berühmt::A,berömd,tusaamasaq
776,fremd::A,främmande,ajasoornarpoq
777,verschieden::A,åtskillig,allatut
