,Concept_ID,fi,cv
158,Fell::N,talja,ҫӑм
159,Flügel::N,siipi,ҫунат
160,Klaue::N,kynsi,чӗрне
161,Kralle::N,kynsi,ура
162,Schwanz::N,häntä,хӳре
163,Schwanz::N,pyrstö,хӳре
164,Ei::N,muna,ҫӑмарта
165,Nest::N,pesä,йӑва
166,Bau::N,pesä,йӗнӗ
167,Tier::N,eläin,выльӑх
168,Herde::N,lauma,кӗтӳ
169,Kuh::N,lehmä,ӗне
170,Bulle::N,sonni,вӑкӑр
171,Pferd::N,hevonen,лаша
172,Schaf::N,lammas,сурӑх
173,Schwein::N,sika,сысна
174,Hund::N,koira,йытӑ
175,Katze::N,kissa,кушак
176,Bär::N,karhu,упа
177,Eichhörnchen::N,orava,пакша
178,Elch::N,hirvi,пӑши
179,Fuchs::N,kettu,тилӗ
180,Hase::N,jänis,куян
181,Hase::N,jänis,мулкач
182,Maus::N,hiiri,шӑши
183,Wolf::N,susi,кашкӑр
184,Vogel::N,lintu,кайӑк
185,Vogel::N,lintu,вӗҫен кайӑк
186,Schwarm::N,parvi,ушкӑн
187,Huhn::N,kana,чӑх
188,Huhn::N,kana,чӑхӑ
189,Hahn::N,kukko,автан
190,Gans::N,hanhi,хур
191,Adler::N,kotka,ӑмӑрт кайӑк
192,Ente::N,ankka,кӑвакал
193,Eule::N,pöllö,тӑмана
194,Kranich::N,kurki,тӑрна
195,Krähe::N,varis,ула курак
196,Kuckuck::N,käki,куккук
197,Schwan::N,joutsen,акӑш
198,Fisch::N,kala,пулӑ
199,Barsch::N,ahven,уланкӑ
200,Hecht::N,hauki,ҫӑрттан
201,Schlange[Tier]::N,käärme,ҫӗлен
202,Wurm::N,mato,ӑман
203,Spinne::N,hämähäkki,эрешмен
204,Ameise::N,muurahainen,кӑткӑ
205,Laus::N,täi,пыйтӑ
206,Mücke::N,sääski,вӑрӑм туна
207,Mücke::N,hyttynen,вӑрӑм туна
208,Fliege::N,kärpänen,шӑна
209,Schmetterling::N,perhonen,лӗпӗш
210,Beere::N,marja,ҫырла
211,Apfel::N,omena,улма
212,Apfel::N,omena,пан улми
213,Pilz::N,sieni,кӑмпа
214,Zwiebel::N,sipuli,сухан
215,Saat::N,siemenet,вӑрӑ
216,Korn::N,jyvä,тӗшӗ
217,Korn::N,jyvä,пӗрчӗ
218,Korn::N,vilja,тӗшӗ
219,Korn::N,vilja,пӗрчӗ
220,Heu::N,heinä,утӑ
221,Schale::N,kuori,хупӑ
222,Grube::N,kuoppa,шӑтӑк
223,Falle::N,loukku,тапӑ
224,Falle::N,loukku,капкӑн
225,Schlinge::N,ansa,йӑлӑ
226,Spur::N,jälki,йӗр
227,Asche::N,tuhka,кӗл
228,Dreck::N,lika,пылчӑк
229,Eisen::N,rauta,тимӗр
230,Gold::N,kulta,ылтӑн
231,Silber::N,hopea,кӗмӗл
232,Kohle::N,hiili,кӑмрӑк
233,Glas::N,lasi,кӗленче
234,Lehm::N,savi,тӑм
235,Sand::N,hiekka,хӑйӑр
236,Mensch::N,ihminen,ҫын
237,Mensch::N,ihminen,этем
238,Mann::N,mies,ар
239,Frau::N,nainen,хӗрарӑм
240,Kind::N,lapsi,ача
241,Junge::N,poika,ача
242,Junge::N,poika,ар ҫын ача
243,Mädchen::N,tyttö,хӗр ача
244,Familie::N,perhe,ҫемье
245,Familie::N,perhe,кил-йыш
246,Großvater::N,isoisä,кукаҫи
247,Großmutter::N,isoäiti,кукамай
248,Eltern::N,vanhemmat,аҫа-ама
249,Vater::N,isä,атте
250,Mutter::N,äiti,анне
251,Sohn::N,poika,ывӑл
252,Tochter::N,tytär,хӗр
253,Bruder::N,veli,ар тӑван
254,Schwester::N,sisko,аппа
255,Schwester::N,sisko,йӑмӑк
256,Onkel::N,eno,мучи
257,Onkel::N,eno,пичче
258,Onkel::N,setä,мучи
259,Onkel::N,setä,пичче
260,Tante::N,täti,аппа
261,Ehemann::N,mies,упӑшка
262,Ehemann::N,aviomies,упӑшка
263,Ehefrau::N,vaimo,арӑм
264,Ehefrau::N,aviovaimo,арӑм
265,Freude::N,ilo,савӑнӑҫ
266,Freude::N,ilo,хаваслӑх
267,Freude::N,riemu,савӑнӑҫ
268,Freude::N,riemu,хаваслӑх
269,Gelächter::N,nauru,кулӑ
270,Glück::N,onni,телей
271,Glück::N,onni,ӑраскал
272,Kummer::N,suru,хурлӑх
273,Kummer::N,murhe,хурлӑх
274,Wunsch::N,toive,ӗмӗт
275,Wunsch::N,toive,кӑмӑл
276,Wunsch::N,toivomus,ӗмӗт
277,Wunsch::N,toivomus,кӑмӑл
278,Lust::N,himo,кӑмӑл
279,Geist::N,henki,чун-чӗм
280,Geist::N,henki,ыр-усал
281,Geist::N,henki,чун хавалӗ
282,Gedanke::N,aate,шухӑш
283,Gedanke::N,ajatus,шухӑш
284,Gedächtnis::N,muisti,ас
285,Verstand::N,äly,ӑс
286,Verstand::N,äly,ӑс-тӑн
287,Verstand::N,äly,ӑс-хакӑл
288,Verstand::N,järki,ӑс
289,Verstand::N,järki,ӑс-тӑн
290,Verstand::N,järki,ӑс-хакӑл
291,Verstand::N,ymmärrys,ӑс
292,Verstand::N,ymmärrys,ӑс-тӑн
293,Verstand::N,ymmärrys,ӑс-хакӑл
294,Sinn::N,merkitys,тупсӑм
295,Sinn::N,merkitys,пӗлтерӗш
296,Grund::N,syy,сӑлтав
297,Grund::N,peruste,сӑлтав
298,Wahrheit::N,tosi,чӑнлӑх
299,Wahrheit::N,totuus,чӑнлӑх
300,Gespräch::N,puhelu,калаҫу
301,Gespräch::N,keskustelu,калаҫу
302,Märchen::N,satu,юмах
303,Erzählung::N,tarina,акалав
304,Erzählung::N,tarina,каласа пани
305,Erzählung::N,kertomus,акалав
306,Erzählung::N,kertomus,каласа пани
307,Nachricht::N,tieto,хыпар
308,Nachricht::N,ilmoitus,хыпар
309,Neuigkeit::N,uutinen,ҫӗнӗ хыпар
310,Name::N,nimi,ят
311,Rätsel::N,arvoitus,сутмалли юмах
312,Rede::N,puhe,сӑмах
313,Sprache::N,kieli,чӗлхе
314,Stimme::N,ääni,сасӑ
315,Wort::N,sana,сӑмах
316,Zeichen::N,merkki,паллӑ
317,Ruf::N,kutsu,йыхрав
318,Ruf::N,kutsu,чӗнӳ
319,Lärm::N,melu,шав
320,Lärm::N,hälinä,шав
321,Laut::N,ääni,сасӑ
322,Ton::N,sävel,сасӑ
323,Lied::N,laulu,юрӑ
324,Ruhe::N,lepo,канӑҫлӑх
325,Ruhe::N,lepo,лӑпкӑлӑх
326,Ruhe::N,rauha,канӑҫлӑх
327,Ruhe::N,rauha,лӑпкӑлӑх
328,Leute::N,väki,ҫамрӑксем
329,Leute::N,väki,ҫамрӑк ҫынсем
330,Leute::N,ihmiset,ҫамрӑксем
331,Leute::N,ihmiset,ҫамрӑк ҫынсем
332,Volk::N,kansa,халӑх
333,Arbeit::N,työ,ӗҫхӗл
334,Arbeit::N,työ,ӗҫлев
335,Gast::N,vieras,хӑна
336,Geschenk::N,lahja,парне
337,Geschenk::N,lahja,кучченеҫ
338,Spiel::N,peli,вӑйӑ
339,Spiel::N,leikki,вӑйӑ
340,Gesellschaft::N,seura,общество
341,Hilfe::N,apu,пулӑшу
342,Freund::N,ystävä,тус
343,Kamerad::N,toveri,юлташ
344,Kamerad::N,toveri,тус
345,Angelegenheit::N,asia,ӗҫ
346,Anzahl::N,lukumäärä,йыш
347,Anzahl::N,lukumäärä,хисеп
348,Art::N,laji,тӗс
349,Stück::N,pala,татӑк
350,Stück::N,kappale,татӑк
351,Teil::N,osa,пай
352,Hälfte::N,puoli,ҫурӑ
353,Kreis::N,ympyrä,ункӑ
354,Kreis::N,ympyrä,ҫавракӑш
355,Kreuz::N,risti,хӗрес
356,Linie::N,viiva,йӗр
357,Strich::N,piirto,йӗр
358,Abstand::N,väli,хушӑ
359,Abstand::N,väljyys,хушӑ
360,Entfernung::N,etäisyys,хушӑ
361,Gegend::N,seutu,вырӑн
362,Platz::N,tila,хутлӑх
363,Ort::N,kohta,вырӑн
364,Ort::N,paikka,вырӑн
365,Seite::N,sivu,ен
366,Seite::N,sivu,аяк
367,Seite::N,sivu,айӑк
368,Seite::N,kylki,ен
369,Seite::N,kylki,аяк
370,Seite::N,kylki,айӑк
371,Mitte::N,keskus,варӑ
372,Mitte::N,puoliväli,варӑ
373,Gegenstand::N,kalu,япала
374,Gegenstand::N,esine,япала
375,Sache::N,asia,япала
376,Rand::N,ääri,вӗҫ
377,Rand::N,ääri,хӗрӗ
378,Rand::N,ääri,хӗрри
379,Rand::N,syrjä,вӗҫ
380,Rand::N,syrjä,хӗрӗ
381,Rand::N,syrjä,хӗрри
382,Kante::N,särmä,хайкача
383,Kante::N,särmä,хысак
384,Ecke::N,nurkka,кӗтес
385,Spitze::N,terä,вӗҫ
386,Spitze::N,kärki,вӗҫ
387,Ende::N,pää,вӗҫ
388,Ende::N,perä,вӗҫ
389,Loch::N,kolo,шӑтӑк
390,Loch::N,reikä,шӑтӑк
391,Winkel::N,kulma,кӗтес
392,Muster::N,kuvio,эреш
393,Größe::N,koko,пысӑкӑш
394,Größe::N,suuruus,пысӑкӑш
395,Länge::N,pituus,вӑрӑмӑш
396,Höhe::N,korkeus,ҫӳллӗш
397,Gewicht::N,paino,виҫе
398,Gewicht::N,paino,йывӑрӑш
399,Menge::N,määrä,йыш
400,Haufen::N,kasa,купа
401,Reihe::N,rivi,рет
402,Boot::N,vene,кимӗ
403,Ruder::N,airo,кӗсмен
404,Schlitten::N,reki,ҫуна
405,Schlitten::N,kelkka,ҫуна
406,Ski::N,suksi,йӗлтӗр
407,Lagerfeuer::N,nuotio,вут
408,Lagerfeuer::N,nuotio,кӑвайт
409,Last::N,kuorma,сулмаклӑх
410,Last::N,kuorma,йывӑр япала
411,Gang::N,kulku,куҫӑм
412,Gang::N,käynti,куҫӑм
413,Schritt::N,askel,утӑм
414,Schritt::N,askel,пусӑм
415,Norden::N,pohjoinen,ҫурҫӗр
416,Süden::N,etelä,кӑнтӑр
417,Westen::N,länsi,анӑҫ
418,Westen::N,länsi,хӗвел анӑҫ
419,Osten::N,itä,хӗвел тухӑҫ
420,Holz::N,puu,йывӑҫ
421,Brett::N,lauta,хӑма
422,Platte::N,levy,плита
423,Stütze::N,noja,ура
424,Stange::N,tanko,шерте
425,Stock::N,keppi,патак
426,Stab::N,sauva,шӑчӑ
427,Stab::N,seiväs,шӑчӑ
428,Rohr::N,putki,пӑрӑх
429,Haus::N,talo,ҫурт
430,Heim::N,koti,кил
431,Ofen::N,uuni,кӑмака
432,Fußboden::N,lattia,урай
433,Tisch::N,pöytä,сӗтел
434,Stuhl::N,tuoli,пукан
435,Wiege::N,kehto,сӑпка
436,Bett::N,sänky,кравать
437,Regal::N,hylly,ҫӳлӗк
438,Regal::N,hylly,сентре
439,Kiste::N,arkku,ещӗк
440,Kiste::N,arkku,сунтӑх
441,Kiste::N,kirstu,ещӗк
442,Kiste::N,kirstu,сунтӑх
443,Kiste::N,laatikko,ещӗк
444,Kiste::N,laatikko,сунтӑх
445,Fenster::N,ikkuna,чӳрече
446,Tür::N,ovi,алӑк
447,Tor::N,portti,хапха
448,Zaun::N,aita,хӳме
449,Dach::N,katto,тӑрӑ
450,Leiter::N,tikkaat,пусма
451,Leiter::N,tikapuut,пусма
452,Besen::N,luuta,шӑпӑр
453,Spaten::N,lapio,кӗреҫе
454,Schaufel::N,lapio,кӗреҫе
455,Gabel::N,haarukka,вилка
456,Löffel::N,lusikka,кашӑк
457,Messer::N,veitsi,ҫӗҫӗ
458,Nagel::N,naula,пӑта
459,Netz::N,verkko,тетел
460,Haken::N,haka,йӑрхах
461,Haken::N,haka,ҫекӗл
462,Haken::N,koukku,йӑрхах
463,Haken::N,koukku,ҫекӗл
464,Griff::N,ripa,хӑлӑп
465,Griff::N,kahva,хӑлӑп
466,Schloss::N,lukko,ҫӑра
467,Bild::N,kuva,сӑн
468,Bild::N,kuva,сӑнлӑх
469,Bild::N,kuva,картина
470,Figur::N,kuvio,кӗлетке
471,Puppe::N,nukke,пукане
472,Beutel::N,pussi,михӗ
473,Bündel::N,nippu,ҫыхӑ
474,Bündel::N,nippu,тӗрке
475,Bündel::N,kimppu,ҫыхӑ
476,Bündel::N,kimppu,тӗрке
477,Tasche::N,laukku,сумка
478,Eimer::N,sanko,витре
479,Eimer::N,ämpäri,витре
480,Deckel::N,kansi,хупӑ
481,Geschirr::N,astia,савӑт-сапа
482,Sack::N,säkki,михӗ
483,Tasse::N,kuppi,курка
484,Topf::N,pata,кастрюль
485,Kessel::N,kattila,хуран
486,Essen::N,syönti,апат
487,Nahrung::N,ruoka,апат-ҫимӗс
488,Nahrung::N,ravinto,апат-ҫимӗс
489,Speise::N,ruoka,апат
490,Speise::N,ruoka,ҫимӗҫ
491,Fleisch::N,liha,аш
492,Fleisch::N,liha,какай
493,Getreide::N,vilja,тырӑ
494,Brei::N,puuro,пӑтӑ
495,Brot::N,leipä,ҫӑкӑр
496,Scheibe::N,viipale,чӗлӗ
497,Scheibe::N,viipale,касӑк
498,Fett::N,rasva,ҫу
499,Butter::N,voi,ҫу
500,Öl::N,öljy,ҫу
501,Salz::N,suola,тӑвар
502,Suppe::N,keitto,яшка
503,Honig::N,hunaja,пыл
504,Milch::N,maito,сӗт
505,Tee::N,tee,чей
506,Leder::N,nahka,сӑран
507,Wolle::N,villa,ҫӑм
508,Stoff::N,kangas,тӗртӗм
509,Nadel::N,neula,йӗп
510,Faden::N,lanka,ҫип
511,Knopf::N,nappi,тӳме
512,Knoten::N,solmu,йӑлӑ
513,Farbe::N,maali,сӑрӑ
514,Kleidung::N,vaatteet,тум
515,Kleidung::N,vaatteet,ҫипуҫ
516,Kleidung::N,vaatteet,тум-тир
517,Hemd::N,paita,кӗпе
518,Kragen::N,kaulus,ҫуха
519,Ärmel::N,hiha,ҫанӑ
520,Hose::N,housut,шӑлавар
521,Gürtel::N,vyö,пиҫиххи
522,Mütze::N,lakki,ҫӗлӗк
523,Schuh::N,kenkä,пушмак
524,Schuh::N,kenkä,ботинок
525,Stiefel::N,saapas,атӑ
526,Ring::N,sormus,ҫӗрӗ
527,Band::N,nauha,хаю
528,Band::N,nauha,йӗсме
529,Kamm::N,kampa,тура
530,Spiegel::N,peili,тӗкӗр
531,Spiegel::N,peili,куҫ кӗски
532,Riemen::N,hihna,чӗн
533,Schnur::N,naru,кантра
534,Schnur::N,nuora,кантра
535,Leine::N,talutushihna,касмӑк
536,Decke::N,peite,утиял
537,Kissen::N,tyyny,ҫытар
538,Kissen::N,tyyny,минтер
539,Kissen::N,pielus,ҫытар
540,Kissen::N,pielus,минтер
541,Tuch::N,huivi,тутӑр
542,Handtuch::N,pyyheliina,ал шӑлли
543,Kraft::N,väki,вӑй
544,Kraft::N,väki,хӑват
545,Kraft::N,voima,вӑй
546,Kraft::N,voima,хӑват
547,Stärke::N,vahvuus,хал
548,Stärke::N,vahvuus,хӑват
549,Gesundheit::N,terveys,хал
550,Gesundheit::N,terveys,сывлӑх
551,Krankheit::N,tauti,чир
552,Krankheit::N,sairaus,чир
553,Schmerz::N,kipu,ырату
554,Schmerz::N,särky,ырату
555,Wunde::N,haava,суран
556,Fieber::N,kuume,сив чир
557,Arznei::N,lääke,эмел
558,Brücke::N,silta,кӗпер
559,Brunnen::N,kaivo,ҫӑл
560,Brunnen::N,kaivo,пусӑ
561,Weide::N,laidun,ҫаран
562,Pfad::N,polku,йӗр
563,Pfad::N,polku,сукмак
564,Weg::N,tie,ҫул
565,Weg::N,tie,ҫул-йӗр
566,Straße::N,katu,ҫӳрев
567,Straße::N,katu,ҫул ҫӳрени
568,Dorf::N,kylä,ял
569,Stadt::N,kaupunki,хула
570,Brief::N,kirje,ҫыру
571,Buch::N,kirja,кӗнеке
572,Buchstabe::N,kirjain,сас палли
573,Zeitung::N,lehti,хаҫат
574,Zeitung::N,sanomalehti,хаҫат
575,Leben::N,elo,пурнӑҫ
576,Leben::N,elämä,пурнӑҫ
577,Tod::N,kuolema,вилӗм
578,Grab::N,hauta,масар шӑтӑкӗ
579,Kirche::N,kirkko,чиркӳ
580,Sünde::N,synti,ҫылӑх
581,Gott::N,jumala,турӑ
582,Arbeiter::N,työläinen,рабочи
583,Chef::N,päällikkö,пуҫлӑх
584,Meister::N,mestari,ӑста
585,Meister::N,mestari,мастер
586,Arzt::N,lääkäri,врач
587,Arzt::N,lääkäri,тухтӑр
588,Lehrer::N,opettaja,учитель
589,Lehrer::N,opettaja,вӗрентекен
590,Geld::N,raha,укҫа
591,Geschäft::N,liike,бизнес
592,Laden::N,puoti,магазин
593,Laden::N,kauppa,магазин
594,Preis::N,hinta,хак
595,Ware::N,tavara,тавар
596,Nutzen::N,hyöty,пайта
597,Reichtum::N,rikkaus,мул
598,Welt::N,maailma,тӗнче
599,Land::N,maa,ҫӗр-шыв
600,Staat::N,valtio,патшàлӑх
601,König::N,kuningas,король
602,Macht::N,mahti,власть
603,Grenze::N,raja,чикӗ
604,Krieg::N,sota,вӑрҫӑ
605,Feind::N,vihollinen,тӑшман
606,Gewalt::N,väkivalta,ирӗксӗрлӳ
607,Kampf::N,taistelu,кӗрешӳ
608,Bogen[Waffe]::N,jousi,ухӑ
609,Pfeil::N,nuoli,ҫӗмрен
610,Pfeil::N,nuoli,ухӑ йӗппи
611,Gewehr::N,kivääri,пӑшал
612,Fehler::N,vika,йӑнӑш
613,Fehler::N,virhe,йӑнӑш
614,Lüge::N,valhe,суя
615,Lüge::N,valhe,ултав
616,Schaden::N,vaurio,сиен
617,Schaden::N,vahinko,сиен
618,Unglück::N,vahinko,шар
619,Unglück::N,vahinko,инкек
620,Unglück::N,onnettomuus,шар
621,Unglück::N,onnettomuus,инкек
622,Schuld::N,syy,айӑп
623,Alter::N,ikä,ҫул шучӗ
624,Schluss::N,loppu,пӗтни
625,Schluss::N,loppu,пӗтмӗш
626,Zeit::N,aika,вӑхӑт
627,Tag::N,päivä,кун
628,Morgen::N,aamu,ир
629,Morgen::N,huomen,ир
630,Mittag::N,keskipäivä,кӑнтӑрла
631,Abend::N,ilta,каҫ
632,Nacht::N,yö,каҫ
633,Woche::N,viikko,эрне
634,Monat::N,kuukausi,уйӑх
635,Jahr::N,vuosi,ҫулталӑк
636,Frühling::N,kevät,ҫур
637,Frühling::N,kevät,ҫуркунне
638,Sommer::N,kesä,ҫу
639,Sommer::N,kesä,ҫулла
640,Herbst::N,syksy,кӗр
641,Herbst::N,syksy,кӗркунне
642,Winter::N,talvi,хӗл
643,Winter::N,talvi,хӗлле
644,Januar::N,tammikuu,январь
645,Februar::N,helmikuu,февраль
646,Februar::N,helmikuu,кӗҫӗн кӑрлач
647,März::N,maaliskuu,март
648,März::N,maaliskuu,пуш уйӑхӗ
649,April::N,huhtikuu,апрель
650,Mai::N,toukokuu,май
651,Juni::N,kesäkuu,июнь
652,Juli::N,heinäkuu,июль
653,August::N,elokuu,август
654,September::N,syyskuu,сентябрь
655,September::N,syyskuu,авӑн уйӑхӗ
656,Oktober::N,lokakuu,октябрь
657,November::N,marraskuu,ноябрь
658,Dezember::N,joulukuu,раштав
659,Dezember::N,joulukuu,декабрь
660,Montag::N,maanantai,тунти кун
661,Dienstag::N,tiistai,ытлари кун
662,Mittwoch::N,keskiviikko,юн кун
663,Donnerstag::N,torstai,кӗҫнерни кун
664,Freitag::N,perjantai,эрне кун
665,Samstag::N,lauantai,шӑмат кун
666,Sonntag::N,sunnuntai,вырсарни кун
667,groß::A,iso,пысӑк
668,groß::A,suuri,пысӑк
669,klein::A,pieni,пӗчӗк
670,lang::A,pitkä,вӑрӑм
671,kurz::A,lyhyt,кӗске
672,breit::A,leveä,сарлака
673,schmal::A,kapea,ансӑр
674,dicht::A,taaja,йӑвӑ
675,dick[Gegenstand]::A,paksu,хулӑн
676,dünn::A,ohut,ҫинҫе
677,dünn::A,ohut,ҫӳхе
678,fein::A,hieno,тарай
679,fein::A,hieno,вӗлтӗрти
680,fest::A,luja,тӗреклӗ
681,flach::A,litteä,лаптак
682,flach::A,tasainen,лаптак
683,glatt::A,sileä,такӑр
684,glatt::A,siloinen,такӑр
685,hart::A,kova,хытӑ
686,weich::A,pehmeä,ҫемҫе
687,rund::A,pyöreä,ҫавра
688,spitz::A,terävä,шӗвӗр
689,scharf::A,terävä,ҫивӗч
690,stumpf::A,tylsä,мӑка
691,stumpf::A,tylsä,пуклак
692,stumpf::A,tylsä,тӗрӗнчӗк
693,stumpf::A,tylsä,ӑнкарусӑр
694,schwer::A,raskas,йывӑр
695,schwer::A,painava,йывӑр
696,schön::A,kaunis,илемлӗ
697,heiß::A,kuuma,вӗри
698,warm::A,lämmin,ӑшӑ
699,kalt::A,kylmä,сивӗ
700,kalt::A,viluinen,сивӗ
701,kühl::A,viileä,уҫӑ
702,frisch::A,tuore,уҫӑ
703,feucht::A,kostea,йӗпе
704,nass::A,märkä,нӳрӗ
705,trocken::A,kuiva,типӗ
706,voll::A,täysi,тулли
707,leer::A,tyhjä,пушӑ
708,offen::A,avonainen,уҫӑ
709,geschlossen::A,suljettu,хупӑ
710,sauber::A,puhdas,таса
711,schmutzig::A,likainen,пылчӑклӑ
712,schmutzig::A,likainen,вараланчӑк
713,roh::A,raaka,чӗрӗ
714,reif::A,kypsä,пулнӑ
715,reif::A,kypsä,пиҫӗхнӗ
716,reif::A,kypsä,аталаннӑ
717,reif::A,kypsä,пиҫсе ҫитнӗ
718,lecker::A,herkullinen,тутлӑ
719,lecker::A,herkullinen,техӗмлӗ
720,süß::A,makea,пылак
721,bitter::A,karvas,йӳҫӗ
722,bitter::A,kitkerä,йӳҫӗ
