,Concept_ID,uk,lbe
758,ein wenig::ADV,трохи,ца чансса
759,ein wenig::ADV,небагато,чанни
760,ein wenig::ADV,небагато,ца чансса
761,kaum::ADV,ледве,дахьа
762,sehr::ADV,дуже,оьну
763,sehr::ADV,дуже,гужну
764,sehr::ADV,дуже,хъинну
765,so::ADV,так,укукн
766,noch::ADV,ще,гьала
767,noch::ADV,ще,уттигу
768,noch::ADV,ще,цакьинва
769,noch::ADV,ще,ттигу-шилагу
770,nur::ADV,лише,анжагь
771,nur::ADV,тільки,анжагь
772,schon::ADV,вже,
773,wieder::ADV,знову,цӏуницӏа
774,vergebens::ADV,дарма,аьдада
775,vergebens::ADV,дарма,нахӏакь
776,vor::PRP,перед,хьхьичӏ
777,hinter::PRP,ззаду,махъ
778,hinter::PRP,позаду,махъ
779,unter::PRP,під,лув
780,durch::PRP,крізь,-х
781,neben::PRP,біля,чӏарав
782,zwischen::PRP,між,дянив
783,wegen::PRP,з-за,цӏаний
784,wegen::PRP,через,цӏаний
785,dies::PRN,це,ва
786,das::PRN,то,та
787,das::PRN,то,кӏа
788,das::PRN,то,га
789,alles::PRN,все,щала
790,ich::PRN,я,на
791,du::PRN,ти,ина
792,er::PRN,він,му
793,wir::PRN,ми,жу
794,ihr::PRN,ви,зу
795,sie::PRN,вони,
796,was::FPRN,що,ци
797,wer::FPRN,хто,цу
798,wo::FADV,де,чув
799,wohin::FADV,куди,чун
800,wie::FADV,як,цукун
801,warum::FADV,чому,цан
802,wieviel::FNUM,скільки,циксса
803,eins::NUM,один,ца
804,zwei::NUM,два,кӏива
805,drei::NUM,три,шамма
806,vier::NUM,чотири,мукьа
807,vier::NUM,чотири,мукьва
808,fünf::NUM,п’ять,ххюва
809,sechs::NUM,шість,ряхва
810,sieben::NUM,сім,арула
811,acht::NUM,вісім,мяйва
812,neun::NUM,дев’ять,урчӏва
813,zehn::NUM,десять,ацӏва
814,elf::NUM,одинадцять,ацӏния цава
815,zwölf::NUM,дванадцять,ацӏиия кӏива
816,zwanzig::NUM,двадцять,кьува
817,dreißig::NUM,тридцять,зувира
818,vierzig::NUM,сорок,мукьцӏала
819,fünfzig::NUM,п’ятдесят,ххюцӏала
820,sechzig::NUM,шістдесят,ряхцӏала
821,siebzig::NUM,сімдесят,
822,achtzig::NUM,вісімдесят,мяйцӏала
823,neunzig::NUM,дев’яносто,урчӏцӏала
824,hundert::NUM,сто,ттурш
825,hundert::NUM,сто,ттуршва
826,tausend::NUM,тисяча,азарва
827,und::CNJ,і,-гу
828,oder::CNJ,або,я
829,oder::CNJ,або,ягу
830,stehen::V,стояти,ацӏан
831,sitzen::V,сидіти,щяивкӏун икӏан
832,liegen::V,лежати,утту нвхьуну икӏан
833,hängen::V,висіти,зурчӏай тӏун
834,werden::V,стати,хьун
835,werden::V,робитися,хьун
836,passieren::V,трапитися,хьун
837,beginnen::V,початися,дайдишин
838,beginnen::V,початися,дайдирхьуну дикӏан
839,enden::V,кінчитися,къуртал дан
840,wechseln::V,мінятися,даххана хьун
841,wechseln::V,мінятися,даххана дуллан
842,aufgehen[Sonne]::V,зійти,буклай бур
843,untergehen[Sonne]::V,зайти,лаглай бур
844,scheinen[Sonne]::V,світити,битан
845,scheinen[Sonne]::V,світити,чани буллан
846,donnern::V,гриміти,тӏий бур
847,wehen::V,віяти,бишлай бур
848,strömen::V,литися,экьинан
849,fließen::V,текти,экьинан
850,sich drehen::V,обертатися,гьанан
851,schwanken::V,коливатися,хъюлчу тӏун
852,schwanken::V,коливатися,хӏуркку тӏун
853,schwingen::V,хитатися,хъюлчай тӏун
854,schwingen::V,хитатися,хъюлчу тӏун
855,schwingen::V,гойдатися,хъюлчай тӏун
856,schwingen::V,гойдатися,хъюлчу тӏун
857,fallen::V,падати,багьлан
858,brennen::V,горіти,ччучлан
859,rauchen::V,диміти,пуркӏу тӏун
860,regnen::V,дощити,лачӏун
861,regnen::V,дощити,лачIлай дур
862,gefrieren::V,змерзнути,микӏ лачӏун
863,tauen::V,танути,баслан
864,schmelzen::V,плавитися,баслан
865,trocknen::V,сохнути,кьакьан
866,sieden::V,кипіти,щаран
867,faulen::V,гнити,аьллан
868,verfaulen::V,згнити,аьллан
869,verfaulen::V,згнити,аьян
870,reißen::V,рватися,ххя дукан
871,versinken::V,тонути,оькьлан
872,versinken::V,тонути,оькьан
873,vergehen::V,проходити,лялиян
874,erscheinen::V,з’явитися,буккан
875,erscheinen::V,з’явитися,загьир хьун
876,verschwinden::V,щезнути,бат хьун
877,verschwinden::V,щезнути,акъа хьун
878,verschwinden::V,зникнути,бат хьун
879,verschwinden::V,зникнути,акъа хьун
880,sinken::V,спадати,чахь учин
881,abnehmen::V,поменшитися,чан хьун
882,abnehmen::V,поменшитися,ссуссукьу хьун
883,zunehmen::V,збільшуватися,гьарза хьун
884,steigen::V,підніматися,гьаз хьун
885,wachsen::V,рости,ххяххан
886,glänzen::V,блищати,цӏай буккан
887,funkeln::V,блискати,цӏай-цӏай тӏун
888,lärmen::V,шуміти,чӏу буллан
889,lärmen::V,шуміти,аьлагъужа буллан
890,läuten::V,дзвонити,занг ришлан
891,läuten::V,дзвонити,занг дуллан
892,klingeln::V,дзвонити,занг ришлан
893,klingeln::V,дзвонити,занг дуллан
894,klirren::V,дзвякати,
895,brausen::V,бушувати,никъащилан
896,rauschen::V,шелестіти,щурщур тӏун
897,klingen::V,лунати,чӏу буклан
898,klingen::V,звучати,чӏу буклан
899,bellen::V,гавкати,хӏап тӏун
900,heulen::V,вити,
901,blasen::V,дунути,уф тӏун
902,pfeifen::V,свистіти,щютӏа тӏун
903,schreien::V,кричати,чӏу бан
904,stöhnen::V,стогнати,угь-къак тӏун
905,zittern::V,тремтіти,зурзу чин
906,zittern::V,тремтіти,зурзу тӏун
907,leben::V,жити,ялапар хъанан
908,geboren werden::V,народитися,ан
909,atmen::V,дихати,ссихӏ ласлан
910,atmen::V,дихати,ссихӏ бигьлан
911,trinken::V,пити,хӏачӏан
912,trinken::V,пити,хӏачӏлан
913,essen::V,їсти,канан
914,schlucken::V,ковтати,кьюлтӏа тӏун
915,müde werden::V,втомитися,аьхчӏин
916,einschlafen::V,заснути,шанан икӏан
917,schlafen::V,спати,шанан
918,aufwachen::V,прокинутися,чантӏ учин
919,aufstehen::V,встати,бизан
920,sich erholen::V,відпочивати,бигьалаган
921,krank werden::V,захворіти,къашай хьун
922,krank sein::V,хворіти,къашай хъанан
923,krank sein::V,хворіти,къашавай икӏан
924,schmerzen::V,боліти,цӏун
925,husten::V,кашляти,хъугьу чин
926,husten::V,кашляти,хъугьу тӏун
927,genesen::V,одужати,хъин хьун
928,genesen::V,одужати,сагъ лаган
929,genesen::V,видужати,хъин хьун
930,genesen::V,видужати,сагъ лаган
931,sterben::V,померти,ивчӏан
932,umkommen::V,згинути,лиллан
933,umkommen::V,згинути,литӏлан
934,umkommen::V,згинути,ажал биян
935,umkommen::V,згинути,личӏи хьун
936,umkommen::V,згинути,иакьлу хьун
937,umkommen::V,згинути,ахир жан хъанан
938,umkommen::V,згинути,рухӏирачӏа икӏан
939,sich bewegen::V,рухатися,сукку хьун
940,sich rühren::V,ворушитися,сукку хьун
941,sich erheben::V,встати,бизан
942,sich setzen::V,сісти,щяикӏан
943,sich setzen::V,сісти,щябикӏан
944,hinfallen::V,упасти,багьан
945,laufen::V,ходити,занан
946,schreiten::V,крокувати,ша ласлан
947,spazierengehen::V,гуляти,сайр буллан
948,eilen::V,спішити,анавар буккан
949,sich beeilen::V,поспішати,анавар буккан
950,sausen::V,мчатися,никъа щилан
951,sausen::V,мчатися,никъа щун
952,rennen::V,бігати,лечлан
953,springen::V,скакати,тӏанкӏ дан
954,springen::V,стрибати,тӏанкӏ дан
955,klettern::V,лазити,лахълан
956,schaukeln::V,гойдатися,гьайжак бигьлан
957,kriechen::V,повзати,ххярк тӏун
958,schwimmen::V,пливти,гьузун
959,schwimmen::V,плавати,гьузун
960,tauchen::V,пірнати,лултту уккан
961,rudern::V,гребти,бяхлан
962,rudern::V,гребти,батӏлан
963,rudern::V,гребти,ххялаххи дуклан
964,rudern::V,веслувати,бяхлан
965,rudern::V,веслувати,батӏлан
966,rudern::V,веслувати,ххялаххи дуклан
967,fahren::V,їхати,гьан
968,fliegen::V,літати,лехлан
969,gehen::V,іти,нан
970,weggehen::V,піти,ялагьан
971,abfahren::V,від’їхати,гьан
972,abfahren::V,відправитися,гьан
973,anhalten::V,зупинитися,бацӏан
974,hineingehen::V,входити,буххан
975,eintreten::V,увійти,буххан
976,kommen::V,прийти,учӏан
977,ankommen::V,прибути,биян
978,ankommen::V,прибути,бучӏан
979,zurückkommen::V,повернутися,зана хъун
980,zurückkommen::V,повернутися,зана бикӏан
981,bleiben::V,залишитися,личӏан
982,warten::V,чекати,ялугьлан
983,erwarten::V,чекати,ялугьлан
984,suchen::V,шукати,луглан
985,finden::V,знайти,лякъин
986,versuchen::V,випробовувати,ххал буллан
987,vorbereiten::V,підготувати,хӏадур бан
988,lieben::V,любити,эшкьи хьуиу бикӏан
989,mögen::V,любити,ххиран бикӏан
990,mögen::V,подобатися,ххиран бикӏан
991,lachen::V,сміятися,хъян
992,rühren::V,розчулити,
993,weinen::V,плакати,аьтӏун
994,schimpfen::V,лаятися,дяъван
995,schimpfen::V,лаятися,ссугайи агьан
996,sich ärgern::V,сердитися,ссибизлан
997,sich fürchten::V,боятися,ингъауслан
998,fürchten::V,боятися,хӏучӏ тӏун
999,fliehen::V,тікати,ака бан
1000,flüchten::V,утекти,лихъан
1001,sehen::V,бачити,чӏалан
1002,anschauen::V,поглянути,урган
1003,ansehen::V,дивитися на,буруглан
1004,hören::V,чути,баллан
1005,zuhören::V,слухати,вичӏи дихьлан
1006,probieren::V,покуштувати,тӏин ххал буллан
1007,riechen::V,нюхати,ссунтӏа тӏун
1008,fühlen::V,відчувати,дакӏнил буслан
1009,scheinen::V,здаватися,ххан
1010,scheinen::V,здаватися,бизан
1011,scheinen::V,здаватися,ххан бикӏлай бикӏан
1012,zu sehen sein::V,виднітися,
1013,vernehmen::V,почути,баян
1014,frieren::V,мерзнути,лигьулул хъанан
1015,tun::V,робити,бан
1016,können::V,могти,хьун
1017,wollen::V,хотіти,
1018,anfangen::V,почати,дайдишин
1019,beenden::V,закінчити,къуртал бан
1020,aufhören::V,перестати,кьабагьан
1021,gelingen::V,вдатися,бюхъан
1022,geraten::V,опинитися,
1023,öffnen::V,відкрити,тӏитӏин
1024,schließen::V,закрити,лакьин
1025,stellen::V,поставити,дацӏан дан
1026,stellen::V,поставити,бишин
1027,setzen::V,посадити,щяитан
1028,legen::V,класти,бишин
1029,berühren::V,чіпати,ка щун
1030,verbinden::V,зв’язати,бахӏин
1031,verbinden::V,зв’язати,дахӏин
1032,bedecken::V,покрити,ялтту бущин
1033,bedecken::V,покрити,ялтту бакьин
1034,aufhängen::V,повісити,лахъан
1035,anzünden::V,запалити,лахъан
1036,aufheben::V,підняти,гьаз бан
1037,zurücklassen::V,залишити,кьаитан
1038,zurücklassen::V,залишити,битан
1039,verlieren::V,загубити,дакъа дан
1040,fallen lassen::V,упустити,рутан
1041,machen::V,зробити,дан
1042,herstellen::V,виготовити,яраг ишла бувиу бан
1043,bauen::V,будувати,дан
1044,reparieren::V,лагодити,дакьин дан
1045,verbessern::V,поліпшити,ххуй дан
1046,ändern::V,змінити,баххана бан
1047,graben::V,копати,дуклан
1048,beugen::V,зігнути,лахӏан бан
1049,beugen::V,зігнути,кьус бикӏан
1050,biegen::V,погнути,баччин
1051,biegen::V,погнути,лахӏан бан
1052,drehen::V,вертіти,гьанан
1053,wenden::V,повернути,кӏура баен бан
1054,umdrehen::V,перевернути,кӏура баен бан
1055,heben::V,піднімати,гьаз бан
1056,hochheben::V,підняти,гьаз бан
1057,ergreifen::V,схопити,хъап дан
1058,ergreifen::V,схопити,хъап увиу угьан
1059,halten::V,тримати,бугьлан
1060,drücken::V,натискати,кьюч бигьлан
1061,schieben::V,пхати,щун
1062,schieben::V,штовхати,щун
1063,kratzen::V,шкребти,
1064,lecken::V,лизати,ланцӏа тӏун
1065,beißen::V,кусати,хъапа тӏун
1066,beißen::V,кусати,кьацӏа тӏун
1067,abreißen::V,відірвати,буцан
1068,abschneiden::V,відрізати,бухъан
1069,abschneiden::V,відрізати,кьукьин
1070,binden::V,в’язати,бахӏин
1071,binden::V,в’язати,дахӏин
1072,stecken::V,увіткнути,
1073,brechen::V,зламати,гъагъан
1074,klopfen::V,стукати,кьутӏа тӏун
1075,hauen::V,бити,рищун
1076,kleben::V,клеїти,лачӏун буллан
1077,reiben::V,терти,ссуку буллан
1078,streichen::V,намазати,дугъан
1079,streichen::V,намазати,аьгъу дан
1080,schleifen::V,точити,
1081,schneiden::V,різати,духълан
1082,schneiden::V,різати,кьукьлан
1083,rütteln::V,хитати,
1084,schütteln::V,трясти,хъюлчу буллан
1085,schwenken::V,махати,палцӏ дуллан
1086,schütten::V,налити,рутӏин
1087,füllen::V,наповнити,буцӏин бан
1088,einwickeln::V,загорнути,кай-кай бан
1089,tragen::V,нести,ларсун занан
1090,tragen::V,нести,ларсун ачин
1091,schleppen::V,тягти,ххилан
1092,ziehen::V,тягнути,
1093,aufbewahren::V,зберігати,ядан
1094,aufbewahren::V,зберігати,ядуллан
1095,werfen::V,кидати,личин
1096,fangen::V,ловити,бугьан
1097,fangen::V,ловити,бугьлан
1098,packen::V,схопити,
1099,verstecken::V,сховати,ладитан
1100,verstecken::V,сховати,кьюлтӏ дан
1101,verstecken::V,сховати,дахьлаган дан
1102,teilen::V,розділити,бачӏин
1103,teilen::V,розділити,бутӏа бан
1104,schicken::V,посилати,тӏайла буккан
1105,bringen::V,принести,диян дан
1106,hinzufügen::V,додати,ххи бан
1107,bekommen::V,дістати,ласун
1108,erhalten::V,одержати,ласун
1109,nehmen::V,взяти,ласун
1110,wählen::V,вибрати,бувчӏин
1111,auswählen::V,відібрати,бувчӏин
1112,auswählen::V,відібрати,язи бугьан
1113,bewahren::V,зберегти,ядан
1114,behindern::V,перешкоджати,дайщишруду дуллан
1115,verderben::V,зіпсувати,зия дан
1116,beschädigen::V,зашкодити,зарал буллан
1117,zerbrechen::V,розбити,гьагъан
1118,zerbrechen::V,розбити,гьагъан бан
1119,zerreißen::V,розірвати,ххяхха дуккан
1120,zerstören::V,зруйнувати,лекьан дан
1121,verbrennen::V,спалити,ччуччин
1122,geben::V,дати,дулун
1123,reichen::V,передати,дулун
1124,schenken::V,дарувати,пишкаш дан
1125,schenken::V,дарувати,багъишла дан
1126,schenken::V,дарувати,ихӏсандалун дуллун
1127,versprechen::V,обіцяти,банна чин
1128,wünschen::V,бажати,
1129,loben::V,хвалити,цӏа дан
1130,küssen::V,цілувати,ппай тӏун
1131,wiegen::V,качати,гьуркку тӏун
1132,wiegen::V,качати,гьуркку буллан
1133,wiegen::V,качати,гьуркку бан
1134,zudecken::V,накрити,
1135,wecken::V,розбудити,чантӏ учин ан
1136,zeigen::V,показати,ккаккан бан
1137,führen::V,вести,буцин
1138,lehren::V,вчити,лахьхьин бан
1139,lehren::V,вчити,лахьхьин буллан
1140,unterrichten::V,викладати,дарс дишаван
1141,aufziehen::V,виховати,хъуна ан
1142,aufziehen::V,виховати,тарбия ан
1143,leiten::V,керувати,каялувшиву дан
1144,antreiben::V,підганяти,
1145,lassen::V,змусити,
1146,einladen::V,запросити,хъамалу оьвчин
1147,vereinigen::V,об’єднати,ца бан
1148,besuchen::V,завітати,ялун уххан
1149,besuchen::V,відвідати,ялун уххан
1150,treffen::V,зустріти,хьуна бакьин
1151,sich versammeln::V,зібратися,батӏин
1152,spielen::V,грати,тӏуркӏу тӏун
1153,singen::V,співати,балай тӏун
1154,tanzen::V,танцювати,къавтӏун
1155,sich trennen::V,розлучитися,ппив хьун
1156,verlassen::V,покинути,увккун гьан
1157,retten::V,врятувати,ххассал бан
1158,bewachen::V,охороняти,къарал бан
1159,schützen::V,уберігати,ябан
1160,verteidigen::V,захистити,буруччин
1161,sich schlagen::V,битися,биян
1162,sich schlagen::V,дратися,биян
1163,schießen::V,стріляти,битлан
1164,siegen::V,перемогти,ххув хьун
1165,siegen::V,перемогти,ххувшаву ласун
1166,ärgern::V,сердити,ссибизан уллан
1167,schlagen::V,ударити,рищун
1168,treten::V,штовхати,
1169,stechen::V,вколоти,кьутӏин
1170,stoßen::V,штовхнути,щун
1171,stehlen::V,украсти,дацин
1172,stören::V,перешкодити,кьючин
1173,belästigen::V,докучати,бизар уллан
1174,verbergen::V,сховати,лабитан
1175,verbergen::V,сховати,кӏучӏ бан
1176,täuschen::V,обдурити,хъяврин ан
1177,betrügen::V,зшахраювати,аьикьин ан
1178,töten::V,убити,ивчӏан
1179,wohnen::V,жити,оьрму бутлан
1180,wohnen::V,мешкати,оьрму бутлан
1181,arbeiten::V,працювати,зун
1182,sammeln::V,зібрати,ттихӏин
1183,sammeln::V,зібрати,вив дишин
1184,pflücken::V,зривати,риттун
1185,jagen::V,полювати,авли занан
1186,fischen::V,рибалити,чавахъру бугьлан
1187,fassen::V,піймати,бугьан
1188,hüten::V,пасти,урттуйн бакьлан
1189,treiben::V,гнати,дачин дуллан
1190,treiben::V,гнати,лихъан буллан
1191,anbinden::V,прив’язати,бахӏин
1192,füttern::V,годувати,канаки буллан
1193,füttern::V,харчувати,канаки буллан
1194,melken::V,доїти,ттизин
1195,hacken::V,рубати,мюрш буллан
1196,hacken::V,рубати,мюрш бан
1197,gießen::V,полити,щин дишин
1198,reifen::V,дозріти,диян
1199,zubereiten::V,зготовити,хӏадур дан
1200,zubereiten::V,зготовити,хӏадур бан
1201,zubereiten::V,приготувати,хӏадур дан
1202,zubereiten::V,приготувати,хӏадур бан
1203,kochen::V,варити,шашан
1204,kochen::V,варити,шашан дуллан
1205,kochen::V,готувати,шашан
1206,kochen::V,готувати,шашан дуллан
1207,backen::V,пекти,бишлан
1208,backen::V,пекти,шахьлан
1209,braten::V,смажити,цӏарайх дуллан
1210,umrühren::V,переміщати,хӏала бан
1211,stricken::V,в’язати,щащлан
1212,stricken::V,в’язати,щащан
1213,nähen::V,шити,дуруххан
1214,färben::V,пофарбувати,ранг щун
1215,reinigen::V,очистити,марцӏ бан
1216,waschen::V,мити,шюшин
1217,abwischen::V,витерти,лишин
1218,spülen::V,полоскати,вилаган
1219,fegen::V,підмітати,башин
1220,kehren::V,мести,бахьлан
1221,baden::V,купатися,щинавун учӏлан
1222,sich waschen::V,митися,диссун
1223,sich waschen::V,митися,лажин диссун
1224,sich waschen::V,митися,лажин дислан
1225,sich waschen::V,митися,биссун
1226,sich waschen::V,митися,чурх бислан
1227,ausziehen::V,зняти,ликкан
1228,anziehen::V,надіти,лаххан
1229,sich anziehen::V,одягтися,янна лаххан
1230,sich anziehen::V,одягнутися,янна лаххан
1231,kämmen::V,зачесати,ттарал дуккан
1232,schmücken::V,оздобити,чӏюлу бан
1233,sagen::V,сказати,учин
1234,sprechen::V,говорити,гъалгъа тӏун
1235,reden::V,розмовляти,гъалгъа тӏун
1236,sich unterhalten::V,бесідувати,гъалгъа тӏун
1237,fragen::V,запитати,цӏуххин
1238,bitten::V,просити,тавакъю буллан
1239,erzählen::V,розповісти,хавар бусан
1240,mitteilen::V,повідомити,баян бан
1241,mitteilen::V,повідомити,хавар бан
1242,nennen::V,назвати,цӏа дизан
1243,rufen::V,кликати,оьвтӏун
1244,prahlen::V,хвалитися,цӏа дуллан
1245,übersetzen::V,перекласти,таржума бан
1246,denken::V,думати,пикри буллан
1247,denken::V,мислити,пикри буллан
1248,glauben::V,вірити,вих хьун
1249,bemerken::V,помітити,хӏисав хъун
1250,erkennen::V,пізнати,увчӏин
1251,begreifen::V,осягнути,бувчӏин
1252,verstehen::V,почути,
1253,lernen::V,навчатися,лахьлан
1254,lernen::V,навчатися,лахьхьин
1255,wissen::V,знати,кӏулну бикӏан
1256,wissen::V,знати,хавар бикӏан
1257,sich erinnern an::V,пам’ятати,дакӏнин бутан
1258,vergessen::V,забути,хъама битан
1259,messen::V,міряти,дуцин дуллан
1260,messen::V,міряти,дуцин дан
1261,zählen::V,лічити,дуккин
1262,rechnen::V,рахувати,хӏисав дан
1263,lesen::V,читати,ккалан
1264,malen::V,малювати,сурат дуллан
1265,zeichnen::V,рисувати,сурат дуллан
1266,schreiben::V,писати,чичин
1267,schreiben::V,писати,чичлан
1268,besitzen::V,мати,дуну икӏан
1269,besitzen::V,мати,дуну дикӏан
1270,besitzen::V,мати,заллуну икӏан
1271,kaufen::V,купити,машан ласун
1272,verkaufen::V,продати,баххан
1273,bezahlen::V,заплатити,арцу дулун
1274,bezahlen::V,заплатити,багьа булун
1275,zahlen::V,платити,арцу дулун
1276,zahlen::V,платити,багьа булун
1277,beherrschen::V,володіти,дуну икӏан
1278,beherrschen::V,володіти,заллуну икӏан
1279,ertragen::V,витерпіти,бухӏан
