,Concept_ID,xal,ba
742,oben::ADV,деер,юғарыла
743,hinauf::ADV,өөдән,юғарыға
744,hinauf::ADV,деер,юғарыға
745,überall::ADV,альд болв чигн,бөтә урында
746,nicht::ADV,эс,тугел
747,nicht::ADV,биш,тугел
748,nicht::ADV,бичә,тугел
749,ein wenig::ADV,баахн,аҙ
750,ein wenig::ADV,баахнар,аҙ
751,kaum::ADV,әрә,көскә
752,kaum::ADV,әрә,саҡ-саҡ
753,sehr::ADV,йир,ифат
754,so::ADV,иигҗ,шулай
755,noch::ADV,ода чигн,йәнә
756,nur::ADV,һанцхн,бары
757,schon::ADV,одх,инде
758,wieder::ADV,бас,тағы
759,vergebens::ADV,киидән,бушҡа
760,vor::PRP,урд,алдында
761,hinter::PRP,ца,артында
762,unter::PRP,дор,аҫтында
763,durch::PRP,ивт,үтә
764,durch::PRP,дундаһур,үтә
765,neben::PRP,хаҗуд,эргәһендә
766,zwischen::PRP,хоорнд,араһында
767,wegen::PRP,көлтә,өсөн
768,wegen::PRP,көлтә,сәбәпле
769,wegen::PRP,деерәс,өсөн
770,wegen::PRP,деерәс,сәбәпле
771,dies::PRN,эн,был
772,dies::PRN,эн,ошо
773,das::PRN,тер,ул
774,alles::PRN,цуһар,бөтә
775,ich::PRN,би,мин
776,du::PRN,чи,һин
777,er::PRN,тер,ул
778,wir::PRN,мадн,беҙ
779,ihr::PRN,та,һеҙ
780,sie::PRN,тедн,улар
781,was::FPRN,юн,ә
782,was::FPRN,юн,ни
783,was::FPRN,юн,нәмә
784,wer::FPRN,кен,ҡем
785,wo::FADV,хама,ҡайҙа
786,wohin::FADV,хамаран,ҡайҙа
787,wie::FADV,яһҗ,инидәй
788,wie::FADV,яһад,инидәй
789,warum::FADV,юңгад,ин өсөн
790,wieviel::FNUM,кедү,күпме
791,eins::NUM,негн,бер
792,zwei::NUM,хойр,ике
793,zwei::NUM,хойр,икәү
794,drei::NUM,һурвн,өс
795,vier::NUM,дөрвн,дүрт
796,fünf::NUM,тавн,биш
797,sechs::NUM,зурһан,алты
798,sieben::NUM,долан,ете
799,acht::NUM,нәәмн,һигеҙ
800,neun::NUM,йисн,туғыҙ
801,zehn::NUM,арвн,ун
802,elf::NUM,арвн негн,ун бер
803,zwölf::NUM,арвн хойр,ун ике
804,zwanzig::NUM,хөрн,егерме
805,dreißig::NUM,һучн,утыҙ
806,vierzig::NUM,дөчн,ҡырҡ
807,fünfzig::NUM,тәвн,илле
808,sechzig::NUM,җирн,алтмыш
809,siebzig::NUM,далн,етмеш
810,achtzig::NUM,найн,һикһән
811,neunzig::NUM,йирн,туҡһан
812,hundert::NUM,зун,йөҙ
813,tausend::NUM,миңһн,мең
814,und::CNJ,болн,да
815,oder::CNJ,эс гиҗ,йәки
816,oder::CNJ,эс гихлә,йәки
817,stehen::V,зогсх,тороу
818,sitzen::V,суух,ултырыу
819,liegen::V,кевтх,ятыу
820,hängen::V,өлгәтә бәәх,аҫылынып тороу
821,werden::V,болх,булыу
822,passieren::V,болх,булыу
823,beginnen::V,эклх,башлау
824,enden::V,төгсх,бөтөү
825,enden::V,төгсх,тамамланыү
826,wechseln::V,хүврх,үҙгәреү
827,aufgehen[Sonne]::V,һарх,ҡалҡыу
828,untergehen[Sonne]::V,орх,байыу
829,untergehen[Sonne]::V,сүүрлх,байыу
830,scheinen[Sonne]::V,герлтх,яҡтыртып тороу
831,donnern::V,күрҗңнх,күкрәү
832,wehen::V,сальклх,иҫеү
833,strömen::V,һооҗх,ташыу
834,fließen::V,урсх,ағыу
835,sich drehen::V,эргх,әйләнеү
836,schwanken::V,дәәвлх,тирбәлеү
837,schwingen::V,нәәхлх,бәүетеү
838,fallen::V,унх,йығылыу
839,fallen::V,киисх,йығылыу
840,brennen::V,шатх,яныу
841,rauchen::V,ута һарһх,төтәү
842,regnen::V,орх,ямғыр яуа
843,gefrieren::V,мөстх,туңыү
844,tauen::V,хәәлх,иреү
845,schmelzen::V,хәәлх,иреү
846,schmelzen::V,хәәлгдх,иреү
847,trocknen::V,эврх,кибеү
848,sieden::V,буслх,ҡайнау
849,faulen::V,үмкәрх,сереу
850,verfaulen::V,илҗрх,сереу
851,reißen::V,тасрх,өҙөү
852,reißen::V,тасрх,йыртылыу
853,versinken::V,чивх,батыу
854,vergehen::V,болх,үтеү
855,erscheinen::V,һарх,килеп сығыу
856,verschwinden::V,уга болх,юғалыу
857,sinken::V,татгдх,түбәнәйеү
858,abnehmen::V,хасгдх,кәметеү
859,zunehmen::V,өсх,артыу
860,steigen::V,немх,күтәрелеү
861,wachsen::V,өсх,үҫеү
862,wachsen::V,урһх,үҫеү
863,glänzen::V,гилвкх,ялтырау
864,funkeln::V,цәклх,баҙлау
865,lärmen::V,шууглдх,шаулау
866,läuten::V,хоңх,ҡағыу
867,klingeln::V,җиңнулх,ҡағыу
868,klingeln::V,җиңнулх,шылтыратыу
869,klirren::V,җиңнх,шылтыратыу
870,brausen::V,догшрхх,ҡотороноу
871,rauschen::V,сарҗңнх,шыптырлау
872,klingen::V,ә һарх,яңғырау
873,bellen::V,хуцх,өрөү
874,heulen::V,уульх,олоу
875,blasen::V,үләх,өрөү
876,pfeifen::V,ишкрх,һызғырып ебәреү
877,schreien::V,хәәкрх,ҡысҡырыу
878,stöhnen::V,түңшх,уңғырашыу
879,zittern::V,дагҗннх,ҡалтырау
880,leben::V,бәәх,йәшәү
881,geboren werden::V,төрх,тыуыу
882,atmen::V,әмсхлх,тын алыү
883,trinken::V,уух,эсеү
884,essen::V,идх,ашау
885,schlucken::V,зальгх,йотоу
886,müde werden::V,көшх,арыу
887,einschlafen::V,унтх,йоҡлап китеү
888,schlafen::V,нөөрсх,йоҡлау
889,aufwachen::V,серх,уяныу
890,aufstehen::V,босх,тороу
891,sich erholen::V,амрх,ял итеү
892,krank werden::V,гемтх,сирләү
893,krank sein::V,шалтглх,сирләү
894,schmerzen::V,өвдх,ауыртыу
895,husten::V,ханях,йүтәлләү
896,genesen::V,эдгх,һауығыу
897,sterben::V,үкх,үлеү
898,sterben::V,өңгрх,үлеү
899,umkommen::V,үкх,һәләк булыу
900,sich bewegen::V,көдлх,хәрәкәт итеү
901,sich bewegen::V,көндрх,хәрәкәт итеү
902,sich rühren::V,көндрх,ҡуҙғалыу
903,sich erheben::V,босх,тороу
904,sich setzen::V,суух,ултырыу
905,hinfallen::V,унх,ҡолау
906,hinfallen::V,киисх,ҡолау
907,laufen::V,йовх,йөрөү
908,schreiten::V,алхх,атлау
909,spazierengehen::V,сергҗ йовх,ял итеп йороү
910,eilen::V,шулудх,ашығыу
911,eilen::V,шулудх,ҡабаланыу
912,sich beeilen::V,адһх,ашығыу
913,sich beeilen::V,адһх,ҡабаланыу
914,sich beeilen::V,шамдх,ашығыу
915,sich beeilen::V,шамдх,ҡабаланыу
916,sausen::V,хурдлх,елеү
917,sausen::V,йир_хурдар_гүүх,елеү
918,sausen::V,йир_хурдар_йовх,елеү
919,rennen::V,гүүх,йүгеп йөрөү
920,springen::V,һәрәдх,һикереү
921,klettern::V,давшх,үрмәләү
922,klettern::V,давшх,үрмәләп менеү
923,schaukeln::V,дүүдңндх,сайҡалыу
924,kriechen::V,мөлкх,шыуышыу
925,schwimmen::V,усчх,йоҙөү
926,tauchen::V,булхх,сумыу
927,rudern::V,хәәвдх,ишеү
928,fahren::V,йовх,йөрөү
929,fliegen::V,нисх,осоу
930,gehen::V,йовх,барыу
931,weggehen::V,йовх,китеү
932,weggehen::V,одх,китеү
933,weggehen::V,һарх,китеү
934,weggehen::V,мөрлх,китеү
935,abfahren::V,мордх,сығыу
936,anhalten::V,зогсх,тукталыу
937,hineingehen::V,орх,инеү
938,eintreten::V,орх,инеү
939,kommen::V,ирх,килеү
940,ankommen::V,ирх,килеү
941,zurückkommen::V,орх,ҡайтыу
942,bleiben::V,бәәх,ҡалыу
943,warten::V,күләх,көтөп тороу
944,erwarten::V,күләх,көтөү
945,suchen::V,хәәх,эҙләү
946,finden::V,олх,табыу
947,versuchen::V,седх,тырышып ҡарау
948,vorbereiten::V,белдх,әҙерләү
949,lieben::V,дурлх,яратыу
950,mögen::V,таассгдх,һөйөү
951,mögen::V,таассгдх,яратыу
952,lachen::V,инәх,көлөү
953,rühren::V,уйрах,ҡағылыу
954,weinen::V,уульх,илау
955,schimpfen::V,харах,һүгенеү
956,schimpfen::V,харах,тиргәнеү
957,schimpfen::V,харах,һуҡраныу
958,sich ärgern::V,уурлх,асыуланыу
959,sich fürchten::V,әәх,ҡурҡыу
960,fürchten::V,әәх,ҡурҡыу
961,fürchten::V,сүрдх,ҡурҡыу
962,fliehen::V,зулх,ҡасыу
963,flüchten::V,орһх,ҡасыу
964,flüchten::V,зулх,ҡасыу
965,sehen::V,үзх,күреү
966,anschauen::V,харх,ҡарау
967,ansehen::V,хәләх,ҡарау
968,ansehen::V,хәләх,тикшереү
969,ansehen::V,үзх,ҡарау
970,ansehen::V,үзх,тикшереү
971,hören::V,соңсх,ишетеү
972,zuhören::V,соңсх,тыңлау
973,probieren::V,амсх,татыу
974,riechen::V,үнрчлх,еҫкәү
975,fühlen::V,медх,тойоу
976,scheinen::V,болҗ медгдх,кеүек күренеү
977,scheinen::V,болҗ медгдх,тойолоу
978,scheinen::V,миниһәр болхла,кеүек күренеү
979,scheinen::V,миниһәр болхла,тойолоу
980,scheinen::V,болад бәәх,кеүек күренеү
981,scheinen::V,болад бәәх,тойолоу
982,zu sehen sein::V,үзгдх,күренеү
983,vernehmen::V,соңсх,ишетеү
984,frieren::V,даарх,туңыү
985,tun::V,кех,яһау
986,tun::V,кех,әшләү
987,können::V,чадх,алыу
988,können::V,чадх,мөмкин булыу
989,wollen::V,дурлх,теләү
990,anfangen::V,эклх,башлау
991,beenden::V,дуусх,бөтөрөү
992,beenden::V,дуусх,тамамлау
993,aufhören::V,уурх,туктау
994,gelingen::V,бүтх,уңышлы булыу
995,gelingen::V,күцәх,уңышлы булыу
996,geraten::V,болх,булып сығыу
997,öffnen::V,секх,асыу
998,schließen::V,хаах,йомоу
999,stellen::V,тәвх,ҡуйыу
1000,setzen::V,суулһх,урынлаштырыу
1001,legen::V,тәвх,һалыу
1002,berühren::V,көндәх,тейеү
1003,berühren::V,көндәх,ҡағылыу
1004,verbinden::V,боох,ҡушыу
1005,verbinden::V,боох,бәйләү
1006,bedecken::V,хучх,ҡаплау
1007,bedecken::V,бүркх,ҡаплау
1008,aufhängen::V,өлгх,элеү
1009,anzünden::V,асах,тоҡандырыу
1010,anzünden::V,шатах,тоҡандырыу
1011,aufheben::V,өөдән өргх,мендереү
1012,zurücklassen::V,үлдәх,ҡалдырыу
1013,verlieren::V,геех,юғалтыу
1014,fallen lassen::V,алдх,төшөрөп ебәреү
1015,machen::V,кех,яһау
1016,machen::V,кех,эшләү
1017,herstellen::V,кех,эшләп сығарыу
1018,bauen::V,тосхх,төҙөү
1019,reparieren::V,ясх,төҙәтеү
1020,verbessern::V,сәәрүлх,яҡшыртыу
1021,ändern::V,хүврәх,үҙгәртеү
1022,graben::V,малтх,ҡаҙыу
1023,beugen::V,нуһлх,бөгөү
1024,biegen::V,матилһх,бөгөү
1025,drehen::V,эргүлх,өйрөлтөү
1026,drehen::V,эргүлх,әйләндереү
1027,wenden::V,көмрх,әйләндереү
1028,wenden::V,эргүлх,әйләндереү
1029,umdrehen::V,эргүлх,түңкәреү
1030,heben::V,өргх,күтәреү
1031,heben::V,өргх,мендереү
1032,heben::V,деер өргх,күтәреү
1033,heben::V,деер өргх,мендереү
1034,hochheben::V,өргх,күтәреү
1035,ergreifen::V,бәрх,тотоп алыу
1036,halten::V,бәрх,тотоу
1037,drücken::V,шахх,ҡыҫыу
1038,schieben::V,түлкх,этеү
1039,schieben::V,түлкх,төртөү
1040,kratzen::V,мааҗх,ҡырыу
1041,lecken::V,долах,ялау
1042,beißen::V,хазх,тешләү
1043,abreißen::V,таслх,өҙөү
1044,abschneiden::V,тәәрх,ҡырҡыу
1045,binden::V,боох,бәйләү
1046,stecken::V,шаах,ҡаҙау
1047,stecken::V,хатхх,ҡаҙау
1048,brechen::V,хамхлх,боҙоу
1049,klopfen::V,цокх,шаҡылдау
1050,hauen::V,цокх,туҡмау
1051,kleben::V,наах,йәбештереү
1052,reiben::V,зүлгх,ыуыу
1053,reiben::V,зүлгх,ышҡыу
1054,streichen::V,наах,яғыу
1055,streichen::V,лашх,яғыу
1056,streichen::V,түркх,яғыу
1057,schleifen::V,хурцлх,үткерләү
1058,schneiden::V,хәәчлх,ҡырҡыу
1059,rütteln::V,дәәвлүлх,һелкетеү
1060,schütteln::V,сегсрх,һелкетеү
1061,schwenken::V,дайлх,болғау
1062,schütten::V,кех,ҡойоу
1063,füllen::V,дүүргх,тултырыу
1064,einwickeln::V,орах,төрөү
1065,tragen::V,зөөх,алып барыу
1066,schleppen::V,чирх,һөйрәү
1067,ziehen::V,татх,тартыу
1068,aufbewahren::V,хадһлх,һаҡлау
1069,werfen::V,хайх,ырғытыу
1070,fangen::V,бәрх,тотоу
1071,fangen::V,хавлх,тотоу
1072,packen::V,бәрх,етеү
1073,packen::V,бәрх,тотоп алыу
1074,verstecken::V,дүрх,йәшереү
1075,verstecken::V,бултулх,йәшереү
1076,teilen::V,хувах,бүлеү
1077,schicken::V,илгәх,ебәреү
1078,bringen::V,авч ирх,килтереү
1079,hinzufügen::V,немх,өтәү
1080,bekommen::V,авх,алыу
1081,erhalten::V,авх ,алыу
1082,nehmen::V,авх,алыу
1083,wählen::V,шүүх,һайлаү
1084,auswählen::V,шүүх,һайлап алыу
1085,bewahren::V,хадһлх,һаҡлау
1086,bewahren::V,кевтнь үлдәх,һаҡлау
1087,bewahren::V,кевтнь бәәлһх,һаҡлау
1088,behindern::V,харшлх,тотҡарлыҡ яһау
1089,verderben::V,үрәх,боҙоу
1090,beschädigen::V,эвдх,боҙоу
1091,zerbrechen::V,күүлх,ҡыйратыу
1092,zerbrechen::V,хамхлх,ҡыйратыу
1093,zerreißen::V,шуучх,йыртыу
1094,zerstören::V,эвдх,емереү
1095,verbrennen::V,шатах,үртәү
1096,geben::V,өгх,биреү
1097,reichen::V,өгх,биреү
1098,schenken::V,белглх,бүләк итеү
1099,versprechen::V,амлх,вәғәҙә биреү
1100,wünschen::V,сә хәәх,теләу
1101,loben::V,магтх,маҡтау
1102,küssen::V,үмсх,үбеү
1103,wiegen::V,саатулх,бәүетеү
1104,wiegen::V,саатулх,тирбәтеү
1105,zudecken::V,бүркх,ҡаплау
1106,wecken::V,серүлх,уятыу
1107,zeigen::V,үзүлх,күрһәтеү
1108,führen::V,көтлх,етәкләү
1109,lehren::V,заах,уҡытыу
1110,lehren::V,заах,өйрәтеү
1111,lehren::V,сурһх,уҡытыу
1112,lehren::V,сурһх,өйрәтеү
1113,unterrichten::V,сурһх,уҡытыу
1114,unterrichten::V,багшлх,уҡытыу
1115,aufziehen::V,өскәх,тәрбиәле
1116,leiten::V,һардх,етәкләү
1117,leiten::V,һардх,етәкселек итеү
1118,leiten::V,толһалх,етәкләү
1119,leiten::V,толһалх,етәкселек итеү
1120,antreiben::V,шамдах,ашыҡтырыу
1121,lassen::V,күч үзүлх,мәжбүр итеү
1122,einladen::V,үрх,саҡырыу
1123,vereinigen::V,хамцулх,берләштереү
1124,besuchen::V,одх,килеп сығыу
1125,treffen::V,харһх,тойоү
1126,treffen::V,харһх,осратыу
1127,treffen::V,харһх,ҡаршылау
1128,sich versammeln::V,цуглрх,йыйылыу
1129,sich versammeln::V,хурх,йыйылыу
1130,spielen::V,наадх,тартыу
1131,singen::V,дуулх,йырлау
1132,tanzen::V,биилх,бейеү
1133,sich trennen::V,хаһцх,айырылышыу
1134,verlassen::V,хайх,ташлау
1135,verlassen::V,хайх,ташлап китеү
1136,retten::V,әм аврх,ҡотҡарыу
1137,retten::V,әәмшгәс харсх,ҡотҡарыу
1138,bewachen::V,харх,һаҡлау
1139,bewachen::V,манх,һаҡлау
1140,schützen::V,харсх,һаҡлау
1141,verteidigen::V,харсх,яҡлау
1142,sich schlagen::V,гүвдлдх,һуғышыу
1143,schießen::V,хах,атыу
1144,siegen::V,диилх,еңеү
1145,ärgern::V,уурлулх,асыуландырыу
1146,schlagen::V,цокх,бәреү
1147,schlagen::V,цокх,туҡмау
1148,schlagen::V,гүвдх,бәреү
1149,schlagen::V,гүвдх,туҡмау
1150,stechen::V,хатхх,сәнсеү
1151,stoßen::V,түлкчкх,этеү
1152,stoßen::V,түлкчкх,төртөү
1153,stehlen::V,хулхалх,урлау
1154,stören::V,һә болх,ҡамасаулау
1155,belästigen::V,амр эс өгх,бимазалау
1156,belästigen::V,амр эс өгх,ҡамасаулау
1157,verbergen::V,нуух,йәшереү
1158,verbergen::V,бултулх,йәшереү
1159,täuschen::V,меклх,ултыртыу
1160,betrügen::V,меклх,алдау
1161,betrügen::V,мек һарһх,алдау
1162,töten::V,алх,үлтереү
1163,wohnen::V,бәәх,йәшәү
1164,arbeiten::V,көдлх,эшләү
1165,sammeln::V,түүх,йыйыу
1166,pflücken::V,түүх,өҙөү
1167,pflücken::V,хурах,өҙөү
1168,jagen::V,аңнх,аулау
1169,jagen::V,аңһучлх,аулау
1170,fischen::V,заһс аңнх,аулау
1171,fassen::V,бәрх,тотоу
1172,hüten::V,хәрүлх,көтөү
1173,treiben::V,туух,ҡыуыу
1174,anbinden::V,уйх,бәйләү
1175,füttern::V,теҗәх,ашатыу
1176,melken::V,саах,һауыү
1177,hacken::V,чавчх,турау
1178,hacken::V,чавчх,тапау
1179,gießen::V,услх,ҡойоу
1180,reifen::V,болх,өлғөрөү
1181,reifen::V,болвсрх,өлғөрөү
1182,zubereiten::V,белдх,бешереү
1183,kochen::V,чанх,бешереү
1184,kochen::V,болһх,бешереү
1185,backen::V,болһх,бешереү
1186,braten::V,хуурх,ҡурыу
1187,umrühren::V,самрх,ҡатнаштырыу
1188,stricken::V,өлгх,бәйләү
1189,nähen::V,уйх,тегеү
1190,färben::V,будх,буяу
1191,reinigen::V,цеврлх,таҙартыу
1192,waschen::V,уһах,йыуыу
1193,abwischen::V,арчх,һөртөү
1194,spülen::V,зәәлх,сайҡау
1195,fegen::V,сәвүрдх,һепереү
1196,kehren::V,сәвүрдх,һепереү
1197,baden::V,өөмх,һыу инеү
1198,sich waschen::V,уһах,йыуыныу
1199,sich waschen::V,бийән уһаҗ,йыуыныу
1200,ausziehen::V,тәәлх,сисеү
1201,anziehen::V,өмсх,кейеү
1202,sich anziehen::V,хувцлх,кейенеү
1203,kämmen::V,самлх,тарау
1204,schmücken::V,чимх,биҙәү
1205,schmücken::V,кеерүлх,биҙәү
1206,sagen::V,келх,әйтеү
1207,sprechen::V,келх,әйтеү
1208,sprechen::V,келх,һөйләшеү
1209,reden::V,күүндх,һөйләшеү
1210,reden::V,күр_кех,һөйләшеү
1211,sich unterhalten::V,күүндх,әңгәмәләшеү
1212,fragen::V,сурх,һорау
1213,bitten::V,эрх,үтенеү
1214,erzählen::V,келх,һөйләү
1215,erzählen::V,келҗ өгх,һөйләү
1216,mitteilen::V,медүлх,әйтеү
1217,nennen::V,нерәдх,атау
1218,nennen::V,нерәдх,исемләү
1219,nennen::V,нер өгх,атау
1220,nennen::V,нер өгх,исемләү
1221,rufen::V,дуудх,саҡырыу
1222,prahlen::V,көөрх,маҡтаныу
1223,prahlen::V,көөрх,шапырыныу
1224,übersetzen::V,орчулх,тәржемә итеү
1225,denken::V,санх,уйлау
1226,glauben::V,шүтх,ышаныу
1227,glauben::V,нәәлх,ышаныу
1228,bemerken::V,темдглх,күреү
1229,erkennen::V,таньх,таныу
1230,erkennen::V,медх,таныу
1231,begreifen::V,медх,аңлау
1232,verstehen::V,соңсх,аңлау
1233,lernen::V,сурх,өйрәнеү
1234,wissen::V,медх,белеү
1235,sich erinnern an::V,санх,хәтергә алыу
1236,vergessen::V,мартх,онотоу
1237,messen::V,кемҗәлх,үлсәү
1238,zählen::V,тоолх,һанау
1239,rechnen::V,тоолх,һанау
1240,lesen::V,умшх,уҡыу
1241,malen::V,зурх,һүрәт яһау
1242,malen::V,зурх,рәсем төшөрөү
1243,zeichnen::V,зурх,һүрәт яһау
1244,zeichnen::V,зурх,рәсем төшөрөү
1245,schreiben::V,бичх,яҙыу
1246,besitzen::V,эзлх,биләү
1247,kaufen::V,хулдҗ авх,һатып алыу
1248,verkaufen::V,хулдх,һатыу
1249,verkaufen::V,гүүлгх,һатыу
1250,bezahlen::V,өгх,түләү
1251,zahlen::V,өгх,түләү
1252,beherrschen::V,эзлх,биләү
1253,ertragen::V,даах,түҙеү
1254,treten::V,,тибеү
1255,treten::V,,типкеләү
