,Concept_ID,sq,hi
185,Anhöhe::N,bregore,टीला
186,Anhöhe::N,bregore,पहाड़ी
187,Berg::N,mal,पहाड़
188,Gipfel::N,kulm,शिखर
189,Höhle::N,shpellë,गुहा
190,Höhle::N,shpellë,गुफ़ा
191,Höhle::N,zgafelle,गुहा
192,Höhle::N,zgafelle,गुफ़ा
193,Abhang::N,shpat,ढाल
194,Abhang::N,shpat,ढलान
195,Abhang::N,tatëpjetë,ढाल
196,Abhang::N,tatëpjetë,ढलान
197,Quelle::N,krua,चश्मा
198,Quelle::N,burim,चश्मा
199,Bach::N,virua,सोता
200,Bach::N,virua,नदिका
201,Fluss::N,lumë,नदी
202,Fluss::N,lumë,सरिता
203,Ufer::N,breg,तट
204,Ufer::N,breg,किनारा
205,Küste::N,anëdet,समुद्र-तट
206,Küste::N,bregdet,समुद्र-तट
207,Festland::N,kontinent,महाद्वीप
208,Meer::N,det,सागर
209,Meer::N,det,समुद्र
210,Bucht::N,gji deti,खाड़ी
211,Insel::N,ishull,टापू
212,Insel::N,ishull,द्वीप
213,Insel::N,ujdhesë,टापू
214,Insel::N,ujdhesë,द्वीप
215,Blume::N,lule,फूल
216,Blume::N,lule,पुष्प
217,Gras::N,bar,घास
218,Wurzel::N,rrënjë,मूल
219,Baum::N,pemë,पेड़
220,Baum::N,pemë,वृक्ष
221,Stamm::N,trung,धड़
222,Rinde::N,lëvore,छाल
223,Rinde::N,lëvore,वल्कल
224,Ast::N,degë,डाल
225,Ast::N,degë,शाखा
226,Zweig::N,bisk,टहनी
227,Blatt::N,fletë,पत्र
228,Blatt::N,fletë,पत्ता
229,Blatt::N,gjethe,पत्र
230,Blatt::N,gjethe,पत्ता
231,Birke::N,mështekën,भूर्ज
232,Kiefer[Baum]::N,pishë,पाइन-वृक्ष
233,Weide[Baum]::N,shelg,बेंत
234,Tanne::N,bredh,फ़र
235,Horn::N,bri,सींग
236,Horn::N,bri,विषाण
237,Feder::N,pupël,पर
238,Feder::N,pupël,पंख
239,Fell::N,lëkurë,खाल
240,Fell::N,lëkurë,पशु-चर्म
241,Flügel::N,krah,पंख
242,Flügel::N,krah,डैना
243,Flügel::N,fletë,पंख
244,Flügel::N,fletë,डैना
245,Klaue::N,kthetër,पंजा
246,Kralle::N,thua,पंजा
247,Kralle::N,thua,नाख़ून
248,Kralle::N,kthetër,पंजा
249,Kralle::N,kthetër,नाख़ून
250,Schwanz::N,bisht,पूँछ
251,Ei::N,vezë,अंडा
252,Nest::N,fole,नीड़
253,Nest::N,fole,घोंसला
254,Bau::N,strofkë,बिल
255,Bau::N,strofkë,माँद
256,Tier::N,kafshë,पशु
257,Tier::N,kafshë,जानवर
258,Herde::N,kope,गल्ला
259,Herde::N,grigjë,गल्ला
260,Kuh::N,lopë,गौ
261,Kuh::N,lopë,गाय
262,Bulle::N,dem,साँड़
263,Pferd::N,kalë,अश्व
264,Pferd::N,kalë,घोड़ा
265,Schaf::N,dele,भेड़
266,Schwein::N,derr,शूकर
267,Hund::N,qen,श्वान
268,Hund::N,qen,कुत्ता
269,Katze::N,mace,बिल्ली
270,Bär::N,ari,रीछ
271,Bär::N,ari,भालू
272,Eichhörnchen::N,ketër,गिलहरी
273,Elch::N,dre brilopatë,एल्क
274,Fuchs::N,dhelpër,लोमड़ी
275,Hase::N,lepur,खरहा
276,Hase::N,lepur,ख़रगोश
277,Maus::N,mi,मूष
278,Maus::N,mi,चूहा
279,Wolf::N,ujk,वृक
280,Wolf::N,ujk,भेड़िया
281,Vogel::N,zog,पक्षी
282,Vogel::N,zog,चिड़िया
283,Vogel::N,shpend,पक्षी
284,Vogel::N,shpend,चिड़िया
285,Schwarm::N,luzmë,झुंड
286,Huhn::N,pulë,मुर्ग़ी
287,Hahn::N,gjel,मुर्ग़ा
288,Hahn::N,këndes,मुर्ग़ा
289,Gans::N,patë,हंस
290,Gans::N,patë,हंसिनी
291,Adler::N,shqiponjë,उक़ाब
292,Ente::N,rosë,बतख़
293,Ente::N,rosë,बत्तक
294,Eule::N,buf,उल्लू
295,Kranich::N,lejlek,सारस
296,Kranich::N,lejlek,क्रौंंच
297,Kranich::N,kurrillë,सारस
298,Kranich::N,kurrillë,क्रौंंच
299,Krähe::N,sorrë,काक
300,Kuckuck::N,qyqe,कोयल
301,Kuckuck::N,qyqe,कोकिल
302,Schwan::N,mjellmë,हंस
303,Schwan::N,mjellmë,मराल
304,Fisch::N,peshk,मछली
305,Fisch::N,peshk,मत्स्य
306,Barsch::N,purtekë,पर्च
307,Hecht::N,mlysh,पाइक
308,Schlange[Tier]::N,gjarpër,सर्प
309,Wurm::N,krimb,कृमि
310,Wurm::N,krimb,कीड़ा
311,Spinne::N,marimangë,लूता
312,Spinne::N,marimangë,मकड़ी
313,Ameise::N,thnegël,चींटी
314,Ameise::N,milingonë,चींटी
315,Laus::N,morr,जूँ
316,Mücke::N,kunup,डाँस
317,Mücke::N,mushkonjë,डाँस
318,Fliege::N,mizë,मक्खी
319,Fliege::N,mizë,मक्षिका
320,Schmetterling::N,flutur,तितली
321,Beere::N,frutë,बेरी
322,Beere::N,manaferrë,बेरी
323,Apfel::N,mollë,सेब
324,Pilz::N,kërpudhë,खुंबी
325,Zwiebel::N,qepë,प्याज़
326,Saat::N,farë,बीज
327,Korn::N,grurë,दाना
328,Korn::N,kokërr,दाना
329,Heu::N,sanë,मूखी घास
330,Schale::N,lëkurë,बकला
331,Schale::N,lëkurë,छिलका
332,Grube::N,gropë,गड्ढा
333,Falle::N,kurth,जाल
334,Falle::N,kurth,फँदा
335,Falle::N,grackë,जाल
336,Falle::N,grackë,फँदा
337,Schlinge::N,nyjë,फँदा
338,Spur::N,gjurmë,सुराग़
339,Spur::N,gjurmë,पद-चिह्न
340,Asche::N,hi,राख
341,Dreck::N,baltë,मैल
342,Dreck::N,baltë,गंदगी
343,Eisen::N,hekur,लोहा
344,Gold::N,ar,सोना
345,Gold::N,ar,स्वर्ण
346,Gold::N,flori,सोना
347,Gold::N,flori,स्वर्ण
348,Silber::N,argjend,रजत
349,Silber::N,argjend,चाँदी
350,Kohle::N,qymyr,कोयला
351,Glas::N,qelq,काँच
352,Lehm::N,argjilë,चिकनी मिट्टी
353,Sand::N,rërë,रेत
354,Sand::N,rërë,बालू
355,Mensch::N,njeri,मानव
356,Mensch::N,njeri,इनसान
357,Mensch::N,njeri,मनुष्य
358,Mann::N,burrë,आदमी
359,Mann::N,burrë,पुरुष
360,Mann::N,mashkull,आदमी
361,Mann::N,mashkull,पुरुष
362,Frau::N,grua,औरत
363,Frau::N,grua,महिला
364,Frau::N,grua,स्त्री
365,Frau::N,femër,औरत
366,Frau::N,femër,महिला
367,Frau::N,femër,स्त्री
368,Kind::N,kalama,बाल
369,Kind::N,kalama,बच्चा
370,Junge::N,djalë,लड़का
371,Mädchen::N,gocë,लड़की
372,Mädchen::N,gocë,कुमारी
373,Mädchen::N,vajzë,लड़की
374,Mädchen::N,vajzë,कुमारी
375,Familie::N,familje,परिवार
376,Großvater::N,gjysh,दादा
377,Großmutter::N,gjyshe,नानी
378,Eltern::N,prindër,माँ-बाप
379,Eltern::N,prindër,माता-पिता
380,Vater::N,atë,बाप
381,Vater::N,atë,पिता
382,Mutter::N,nënë,माँ
383,Mutter::N,nënë,माता
384,Sohn::N,bir,बेटा
385,Sohn::N,bir,पुत्र
386,Tochter::N,bijë,बेटी
387,Tochter::N,bijë,पुत्री
388,Bruder::N,vëlla,भाई
389,Bruder::N,vëlla,भ्राता
390,Schwester::N,motër,बहन
391,Schwester::N,motër,भगिनी
392,Onkel::N,dajë,ताऊ
393,Onkel::N,dajë,काका
394,Onkel::N,xhaxha,ताऊ
395,Onkel::N,xhaxha,काका
396,Tante::N,teze,बूआ
397,Tante::N,teze,फूफी
398,Tante::N,teze,ख़ाला
399,Tante::N,hallë,बूआ
400,Tante::N,hallë,फूफी
401,Tante::N,hallë,ख़ाला
402,Ehemann::N,burrë,पति
403,Ehemann::N,burrë,शौहर
404,Ehemann::N,bashkëshort,पति
405,Ehemann::N,bashkëshort,शौहर
406,Ehefrau::N,grua,बीवी
407,Ehefrau::N,bashkëshorte,बीवी
408,Freude::N,gaz,आनंद
409,Freude::N,gaz,प्रसन्नता
410,Freude::N,gëzim,आनंद
411,Freude::N,gëzim,प्रसन्नता
412,Gelächter::N,qeshje,हँसी
413,Gelächter::N,qeshje,क़हक़हा
414,Glück::N,lumturi,आनंद
415,Glück::N,lumturi,ख़ुशी
416,Kummer::N,brengë,शोक
417,Kummer::N,brengë,दुःख
418,Kummer::N,pikëllim,शोक
419,Kummer::N,pikëllim,दुःख
420,Wunsch::N,dëshirë,इच्छा
421,Wunsch::N,dëshirë,अभिलाषा
422,Lust::N,epsh,चाह
423,Lust::N,epsh,कामना
424,Lust::N,dashuri,चाह
425,Lust::N,dashuri,कामना
426,Geist::N,frymë,जान
427,Geist::N,frymë,प्राण
428,Geist::N,shpirt,जान
429,Geist::N,shpirt,प्राण
430,Gedanke::N,ide,विचार
431,Gedanke::N,mendim,विचार
432,Gedächtnis::N,kujtesë,याददाश्त
433,Gedächtnis::N,kujtesë,स्मरण-शक्ति
434,Verstand::N,mend,समझ
435,Verstand::N,mend,अक़्ल
436,Verstand::N,mend,बुद्धि
437,Sinn::N,kuptim,अर्थ
438,Grund::N,arsye,वजह
439,Grund::N,arsye,कारण
440,Wahrheit::N,vërtetë,सत्य
441,Wahrheit::N,vërtetë,सच्चाई
442,Gespräch::N,bisedim,चर्चा
443,Gespräch::N,bisedim,वार्ता
444,Gespräch::N,bisedim,बात-चीत
445,Märchen::N,përrallë,क़िस्सा
446,Erzählung::N,tregim,कथा
447,Erzählung::N,tregim,कहानी
448,Nachricht::N,lajm,सूचना
449,Nachricht::N,lajm,समाचार
450,Neuigkeit::N,risi,ख़बर
451,Neuigkeit::N,risi,समाचार
452,Name::N,emër,नाम
453,Rätsel::N,gjëzë,पहेली
454,Rätsel::N,gjëegjëzë,पहेली
455,Rede::N,fjalim,वचन
456,Rede::N,fjalim,भाषण
457,Sprache::N,gjuhë,भाषा
458,Sprache::N,gjuhë,ज़बान
459,Stimme::N,zë,स्वर
460,Stimme::N,zë,आवाज़
461,Wort::N,fjalë,शब्द
462,Wort::N,fjalë,लफ़्ज़
463,Zeichen::N,shenjë,निशान
464,Ruf::N,thirrmë,पुकार
465,Ruf::N,thirrmë,आह्वान
466,Lärm::N,zhurmë,शोर
467,Lärm::N,zhurmë,हुल्लड़
468,Laut::N,tingull,स्वर
469,Laut::N,tingull,ध्वनि
470,Ton::N,ton,सुर
471,Ton::N,ton,स्वर
472,Lied::N,këngë,गीत
473,Ruhe::N,qetësi,आराम
474,Ruhe::N,qetësi,ख़ामोशी
475,Leute::N,botë,लोग
476,Leute::N,njerëz,लोग
477,Volk::N,popull,क़ौम
478,Volk::N,popull,प्रजा
479,Arbeit::N,punë,काम
480,Gast::N,mik,अतिथि
481,Gast::N,mik,मेहमान
482,Gast::N,mysafir,अतिथि
483,Gast::N,mysafir,मेहमान
484,Geschenk::N,dhuratë,उपहार
485,Geschenk::N,dhuratë,तोहफ़ा
486,Geschenk::N,peshqesh,उपहार
487,Geschenk::N,peshqesh,तोहफ़ा
488,Spiel::N,lojë,खेल
489,Spiel::N,lojë,क्रीड़ा
490,Gesellschaft::N,shoqëri,साथ
491,Hilfe::N,ndihmë,मदद
492,Hilfe::N,ndihmë,सहायता
493,Freund::N,mik,मित्र
494,Kamerad::N,shok,साथी
495,Kamerad::N,shok,कामरेड
496,Angelegenheit::N,punë,बात
497,Angelegenheit::N,punë,मामला
498,Anzahl::N,sasi,तादाद
499,Anzahl::N,sasi,संख्या
500,Art::N,lloj,तरह
501,Art::N,lloj,क़िस्म
502,Stück::N,copë,फाँक
503,Stück::N,copë,टुकड़ा
504,Teil::N,pjesë,भाग
505,Teil::N,pjesë,हिस्सा
506,Hälfte::N,gjysmë,अर्धभाग
507,Kreis::N,qark,चक्कर
508,Kreis::N,rreth,चक्कर
509,Kreuz::N,kryq,सलीब
510,Kreuz::N,kryq,क्रूस
511,Linie::N,vijë,लाइन
512,Strich::N,vizë,लकीर
513,Abstand::N,distancë,अंतर
514,Abstand::N,distancë,फ़ासला
515,Entfernung::N,largim,दूरी
516,Entfernung::N,largim,फ़ासला
517,Gegend::N,vise,इलाक़ा
518,Gegend::N,krahinë,इलाक़ा
519,Platz::N,shesh,जगह
520,Platz::N,shesh,स्थान
521,Ort::N,vend,स्थल
522,Ort::N,vend,स्थान
523,Seite::N,anë,ओर
524,Seite::N,anë,तरफ़
525,Mitte::N,mes,बीच
526,Mitte::N,mes,मध्य
527,Gegenstand::N,send,चीज़
528,Gegenstand::N,send,पदार्थ
529,Sache::N,gjë,चीज़
530,Sache::N,gjë,वस्तु
531,Sache::N,send,चीज़
532,Sache::N,send,वस्तु
533,Rand::N,qoshe,छोर
534,Rand::N,qoshe,उपांत
535,Kante::N,teh,कोर
536,Kante::N,teh,किनारा
537,Ecke::N,qoshe,कोना
538,Ecke::N,qoshe,नुक्कड़
539,Spitze::N,majë,नोक
540,Ende::N,skaj,छोर
541,Ende::N,skaj,सिरा
542,Ende::N,bisht,छोर
543,Ende::N,bisht,सिरा
544,Loch::N,vrimë,छेद
545,Loch::N,vrimë,सूराख़
546,Winkel::N,kënd,कोण
547,Winkel::N,kënd,कोना
548,Muster::N,mostër,नमूना
549,Muster::N,mostër,डिज़ाइन
550,Größe::N,madhësi,परिमाण
551,Größe::N,madhësi,विस्तार
552,Länge::N,gjatësi,लंबाई
553,Höhe::N,lartësi,ऊँचाई
554,Höhe::N,lartësi,उच्चता
555,Gewicht::N,peshë,भार
556,Gewicht::N,peshë,वज़न
557,Menge::N,sasi,मात्रा
558,Haufen::N,grumbull,ढेर
559,Haufen::N,grumbull,अंबार
560,Reihe::N,radhë,क़तार
561,Reihe::N,radhë,पंक्ति
562,Reihe::N,rresht,क़तार
563,Reihe::N,rresht,पंक्ति
564,Boot::N,barkë,नाव
565,Boot::N,barkë,नौका
566,Boot::N,lundër,नाव
567,Boot::N,lundër,नौका
568,Ruder::N,rrem,चप्पू
569,Schlitten::N,sajë,बर्फ़-गाड़ी
570,Ski::N,ski,स्की
571,Lagerfeuer::N,flakadan,अलाव
572,Lagerfeuer::N,flakadan,कैंप-फ़ायर
573,Lagerfeuer::N,zjarr i madh,अलाव
574,Lagerfeuer::N,zjarr i madh,कैंप-फ़ायर
575,Last::N,barrë,भार
576,Gang::N,ecje,चाल
577,Schritt::N,hap,डग
578,Schritt::N,hap,क़दम
579,Norden::N,veri,उत्तर
580,Süden::N,jug,दक्खिन
581,Westen::N,perëndim,पश्चिम
582,Osten::N,lindje,पूरब
583,Holz::N,dru,काठ
584,Holz::N,dru,काष्ठ
585,Brett::N,dërrasë,पटरा
586,Brett::N,dërrasë,तख़्ता
587,Platte::N,pllakë,फलक
588,Platte::N,pllakë,तख़्ता
589,Stütze::N,shtyllë,टेक
590,Stütze::N,shtyllë,थूनी
591,Stütze::N,mbështetesë,टेक
592,Stütze::N,mbështetesë,थूनी
593,Stange::N,shufër,छड़
594,Stange::N,shufër,बाँस
595,Stock::N,dajak,लाठी
596,Stab::N,shkop,लग्गा
597,Rohr::N,tub,नल
598,Haus::N,shtëpi,घर
599,Haus::N,shtëpi,मकान
600,Heim::N,konak,घर
601,Heim::N,konak,गृह
602,Heim::N,shtëpi,घर
603,Heim::N,shtëpi,गृह
604,Ofen::N,sobë,चूल्हा
605,Ofen::N,stufë,चूल्हा
606,Fußboden::N,dysheme,फ़र्श
607,Tisch::N,tryezë,मेज़
608,Stuhl::N,karrige,कुरसी
609,Wiege::N,djep,पालना
610,Wiege::N,djep,हिंडोला
611,Bett::N,shtrat,खाट
612,Bett::N,shtrat,पलंग
613,Regal::N,raft,शेल्फ़
614,Kiste::N,kuti,पेटी
615,Kiste::N,kuti,डिब्बा
616,Fenster::N,dritare,खिड़की
617,Tür::N,derë,द्वार
618,Tür::N,derë,दरवाज़ा
619,Tor::N,portë,फाटक
620,Zaun::N,gardh,बाड़ा
621,Dach::N,çati,छत
622,Dach::N,çati,छप्पर
623,Leiter::N,shkallë,सीढ़ी
624,Besen::N,fshesë,झाड़ू
625,Besen::N,fshesë,बुहारी
626,Spaten::N,lopatë,कुदाल
627,Schaufel::N,qyrek,बेलचा
628,Schaufel::N,qyrek,फावड़ा
629,Gabel::N,pirun,काँटा
630,Löffel::N,lugë,चम्मच
631,Messer::N,thikë,छुरा
632,Messer::N,thikë,चाक़ू
633,Nagel::N,gozhdë,कील
634,Nagel::N,gozhdë,मेख़
635,Netz::N,rrjetë,जाल
636,Haken::N,grep,अंकुश
637,Haken::N,grremç,अंकुश
638,Griff::N,dorak,मूठ
639,Griff::N,dorak,हत्था
640,Griff::N,dorezë,मूठ
641,Griff::N,dorezë,हत्था
642,Schloss::N,bravë,ताला
643,Bild::N,tablo,चित्र
644,Bild::N,pikturë,चित्र
645,Figur::N,figurë,मूर्ति
646,Puppe::N,kukull,पुतली
647,Puppe::N,kukull,गुड़िया
648,Beutel::N,qese,झोला
649,Beutel::N,trastë,झोला
650,Bündel::N,deng,पुलिंदा
651,Tasche::N,çantë,बेग
652,Tasche::N,çantë,बस्ता
653,Eimer::N,kovë,बाल्टी
654,Deckel::N,kapak,ढक्कन
655,Deckel::N,mbulesë,ढक्कन
656,Geschirr::N,enë,बरतन-भाँड़े
657,Sack::N,thes,बोरा
658,Sack::N,torbë,बोरा
659,Tasse::N,filxhan,प्याला
660,Topf::N,kusi,देग़चा
661,Topf::N,tenxhere,देग़चा
662,Kessel::N,kazan,देग़
663,Kessel::N,kazan,बटलोई
664,Essen::N,ngrënie,खाना
665,Nahrung::N,ushqim,भोजन
666,Speise::N,gatesë,खाना
667,Speise::N,gatesë,व्यंजन
668,Fleisch::N,mish,मांस
669,Fleisch::N,mish,गोश्त
670,Getreide::N,drithë,अनाज
671,Brei::N,qull,भरता
672,Brei::N,qull,दलिया
673,Brot::N,bukë,रोटी
674,Scheibe::N,fetë,कतला
675,Fett::N,lyrë,वसा
676,Fett::N,lyrë,चरबी
677,Fett::N,yndyrë,वसा
678,Fett::N,yndyrë,चरबी
679,Butter::N,gjalpë,मक्खन
680,Öl::N,vaj,तेल
681,Salz::N,kripë,नमक
682,Suppe::N,supë,सूप
683,Suppe::N,supë,शोरबा
684,Suppe::N,çorbë,सूप
685,Suppe::N,çorbë,शोरबा
686,Honig::N,mjaltë,शहद
687,Milch::N,qumësht,दूध
688,Tee::N,çaj,चाय
689,Leder::N,lëkurë,चमड़ा
690,Wolle::N,lesh,ऊन
691,Stoff::N,pëlhurë,कपड़ा
692,Nadel::N,gjilpërë,सूई
693,Faden::N,pe,डोरा
694,Faden::N,fije,डोरा
695,Knopf::N,kopsë,बटन
696,Knopf::N,kopsë,घुंडी
697,Knoten::N,komb,गाँठ
698,Knoten::N,komb,गुत्थी
699,Farbe::N,bojë,रंग
700,Farbe::N,bojë,वर्ण
701,Kleidung::N,veshje,पहनावा
702,Hemd::N,këmishë,कुरता
703,Hemd::N,këmishë,क़मीज़
704,Kragen::N,jakë,गरदनी
705,Kragen::N,jakë,गरेबान
706,Ärmel::N,mëngë,आस्तीन
707,Hose::N,brekë,पैंट
708,Hose::N,brekë,पतलून
709,Gürtel::N,rrip,पेटी
710,Gürtel::N,rrip,मेखला
711,Mütze::N,kësulë,टोपी
712,Schuh::N,këpucë,जूता
713,Stiefel::N,çizme,बूट
714,Ring::N,unazë,अँगूठी
715,Band::N,shirit,पट्टी
716,Kamm::N,krehër,कंघी
717,Spiegel::N,pasqyrë,आईना
718,Spiegel::N,pasqyrë,दर्पण
719,Riemen::N,rrip,तसमा
720,Riemen::N,rrip,पट्टा
721,Schnur::N,litar,डोरी
722,Schnur::N,litar,सुतली
723,Schnur::N,cikomë,डोरी
724,Schnur::N,cikomë,सुतली
725,Leine::N,rrip,रस्सी
726,Decke::N,batanije,रज़ाई
727,Kissen::N,jastëk,तकिया
728,Kissen::N,jastëk,गाद्दा
729,Tuch::N,shami,रूमाल
730,Tuch::N,shami,वस्त्र
731,Handtuch::N,peshqir,अँगोछा
732,Kraft::N,forcë,ज़ोर
733,Kraft::N,forcë,शक्ति
734,Stärke::N,koll,बल
735,Stärke::N,koll,ताक़त
736,Gesundheit::N,shëndet,स्वास्थ्य
737,Gesundheit::N,shëndet,तंदुरुस्ती
738,Krankheit::N,sëmundje,रोग
739,Krankheit::N,sëmundje,बीमारी
740,Schmerz::N,dhimbje,दर्द
741,Schmerz::N,dhimbje,पीड़ा
742,Wunde::N,plagë,घाव
743,Wunde::N,plagë,ज़ख़्म
744,Fieber::N,ethe,ज्वर
745,Fieber::N,ethe,बुख़ार
746,Arznei::N,ilaç,दवा
747,Arznei::N,ilaç,औषाधि
748,Brücke::N,urë,पुल
749,Brücke::N,urë,सेतु
750,Brunnen::N,pus,कुआँ
751,Weide::N,kullotë,चरागाह
752,Pfad::N,ravë,पथ
753,Pfad::N,ravë,पगडंडी
