,Concept_ID,lt,hu
427,Stange::N,kartis,pózna
428,Stock::N,lazda,pálca
429,Stab::N,kartis,bot
430,Rohr::N,vamzdis,cső
431,Haus::N,namas,ház
432,Heim::N,namai,otthon
433,Ofen::N,krosnis,kályha
434,Fußboden::N,grindys,padló
435,Tisch::N,stalas,asztal
436,Stuhl::N,kėdė,szék
437,Wiege::N,lopšys,bölcső
438,Bett::N,lova,ágy
439,Bett::N,patalai,ágy
440,Regal::N,lentyna,polc
441,Regal::N,lentyna,állvány
442,Kiste::N,dėžė,láda
443,Fenster::N,langas,ablak
444,Tür::N,durys,ajtó
445,Tor::N,vartai,kapu
446,Zaun::N,tvora,kerítés
447,Dach::N,stogas,tető
448,Leiter::N,kopėčios,létra
449,Besen::N,šluota,seprű
450,Spaten::N,lopeta,ásó
451,Spaten::N,kastuvas,ásó
452,Schaufel::N,semtuvas,lapát
453,Gabel::N,šakutė,villa
454,Löffel::N,šaukštas,kanál
455,Messer::N,peilis,kés
456,Nagel::N,vinis,szeg
457,Netz::N,tinklas,háló
458,Haken::N,vagis,kampó
459,Haken::N,kablys,kampó
460,Griff::N,kotas,nyél
461,Griff::N,kotas,fogantyú
462,Griff::N,rankena,nyél
463,Griff::N,rankena,fogantyú
464,Schloss::N,spyna,zár
465,Schloss::N,užraktas,zár
466,Bild::N,paveikslas,kép
467,Figur::N,figūra,alak
468,Puppe::N,lėlė,bábu
469,Beutel::N,krepšys,zacskó
470,Beutel::N,maišelis,zacskó
471,Bündel::N,ryšulys,köteg
472,Tasche::N,krepšelis,táska
473,Eimer::N,kibiras,vödör
474,Deckel::N,dangtis,fedő
475,Deckel::N,dangtis,fedél
476,Geschirr::N,indai,edény
477,Sack::N,maišas,zsák
478,Tasse::N,puodukas,csésze
479,Topf::N,puodas,fazék
480,Kessel::N,katilas,üst
481,Kessel::N,katilas,bogrács
482,Essen::N,valgis,evés
483,Essen::N,valgis,étkezés
484,Nahrung::N,penas,ennivaló
485,Nahrung::N,maistas,ennivaló
486,Speise::N,patiekalas,étel
487,Fleisch::N,mėsa,hús
488,Getreide::N,javai,gabona
489,Brei::N,košė,pép
490,Brei::N,košė,kása
491,Brot::N,duona,kenyér
492,Scheibe::N,riekė,szelet
493,Fett::N,taukai,háj
494,Fett::N,taukai,zsír
495,Fett::N,riebalai,háj
496,Fett::N,riebalai,zsír
497,Butter::N,sviestas,vaj
498,Öl::N,aliejus,olaj
499,Salz::N,druska,só
500,Suppe::N,sriuba,leves
501,Honig::N,medus,méz
502,Milch::N,pienas,tej
503,Tee::N,arbata,tea
504,Leder::N,oda,bőr
505,Wolle::N,vilna,gyapjú
506,Stoff::N,audeklas,szövet
507,Nadel::N,adata,tű
508,Faden::N,gija,fonál
509,Faden::N,siūlas,fonál
510,Knopf::N,saga,gomb
511,Knoten::N,mazgas,csomó
512,Farbe::N,dažai,szín
513,Farbe::N,dažai,festék
514,Kleidung::N,rūbai,ruha
515,Kleidung::N,rūbai,ruházat
516,Kleidung::N,drabužiai,ruha
517,Kleidung::N,drabužiai,ruházat
518,Hemd::N,marškiniai,ing
519,Kragen::N,apykaklė,gallér
520,Ärmel::N,rankovė,ujj
521,Hose::N,kelnės,gatya
522,Hose::N,kelnės,nadrág
523,Gürtel::N,juosta,öv
524,Gürtel::N,diržas,öv
525,Mütze::N,kepurė,sapka
526,Schuh::N,batas,cipő
527,Stiefel::N,auliniai batai,csizma
528,Ring::N,žiedas,gyűrű
529,Band::N,kaspinas,szalag
530,Kamm::N,šukos,fésű
531,Spiegel::N,veidrodis,tükör
532,Riemen::N,diržas,szíj
533,Schnur::N,virvė,zsinór
534,Leine::N,pavadėlis,póráz
535,Decke::N,antklodė,takaró
536,Kissen::N,pagalvė,párna
537,Kissen::N,priegalvis,párna
538,Tuch::N,skarelė,kendő
539,Handtuch::N,rankšluostis,törülköző
540,Kraft::N,jėga,erő
541,Stärke::N,stiprumas,erő
542,Stärke::N,stiprumas,erősség
543,Gesundheit::N,sveikata,egészség
544,Krankheit::N,liga,kór
545,Krankheit::N,liga,betegség
546,Schmerz::N,skausmas,fájdalom
547,Wunde::N,žaizda,seb
548,Fieber::N,karštis,láz
549,Arznei::N,vaistas,orvosság
550,Arznei::N,vaistas,gyógyszer
551,Brücke::N,tiltas,híd
552,Brunnen::N,šulinys,kút
553,Weide::N,ganykla,legelő
554,Weide::N,gluosnis,legelő
555,Pfad::N,takas,ösvény
556,Weg::N,kelias,út
557,Straße::N,gatvė,út
558,Dorf::N,kaimas,falu
559,Dorf::N,sodžius,falu
560,Stadt::N,miestas,város
561,Brief::N,laiškas,levél
562,Buch::N,knyga,könyv
563,Buchstabe::N,raidė,betű
564,Zeitung::N,laikraštis,újság
565,Zeitung::N,laikraštis,hírlap
566,Leben::N,gyvybė,élet
567,Leben::N,gyvenimas,élet
568,Tod::N,mirtis,halál
569,Grab::N,kapas,sír
570,Kirche::N,bažnyčia,templom
571,Sünde::N,nuodėmė,bűn
572,Sünde::N,nuodėmė,vétek
573,Sünde::N,nusidėjimas,bűn
574,Sünde::N,nusidėjimas,vétek
575,Gott::N,dievas,isten
576,Arbeiter::N,darbininkas,munkás
577,Chef::N,šefas,főnök
578,Chef::N,vadovas,főnök
579,Chef::N,viršininkas,főnök
580,Meister::N,meistras,mester
581,Arzt::N,gydytojas,orvos
582,Lehrer::N,mokytojas,tanár
583,Lehrer::N,mokytojas,tanító
584,Geld::N,pinigai,pénz
585,Geschäft::N,biznis,üzlet
586,Laden::N,krautuvė,bolt
587,Laden::N,parduotuvė,bolt
588,Preis::N,kaina,ár
589,Ware::N,prekė,áru
590,Nutzen::N,nauda,haszon
591,Nutzen::N,pelnas,haszon
592,Reichtum::N,turtas,gazdagság
593,Welt::N,pasaulis,világ
594,Land::N,žemė,ország
595,Land::N,šalis,ország
596,Staat::N,valstija,állam
597,König::N,karalius,király
598,Macht::N,galia,hatalom
599,Macht::N,valdžia,hatalom
600,Grenze::N,riba,határ
601,Grenze::N,siena,határ
602,Krieg::N,karas,háború
603,Feind::N,priešas,ellenség
604,Gewalt::N,jėga,erőszak
605,Gewalt::N,smurtas,erőszak
606,Gewalt::N,prievarta,erőszak
607,Kampf::N,kova,harc
608,Bogen[Waffe]::N,lankas,íj
609,Pfeil::N,strėlė,nyíl
610,Gewehr::N,šautuvas,puska
611,Gewehr::N,šautuvas,fegyver
612,Fehler::N,klaida,hiba
613,Lüge::N,melas,hazugság
614,Schaden::N,nuostolis,kár
615,Schaden::N,apgadinimas,kár
616,Unglück::N,nelaimė,csapás
617,Unglück::N,nelaimė,balszerencse
618,Schuld::N,kaltė,bűn
619,Alter::N,amžius,kor
620,Schluss::N,pabaiga,vég
621,Schluss::N,pabaiga,befejezés
622,Zeit::N,laikas,idő
623,Tag::N,diena,nap
624,Morgen::N,rytas,reggel
625,Mittag::N,vidurdienis,dél
626,Abend::N,vakaras,este
627,Nacht::N,naktis,éj
628,Nacht::N,naktis,éjszaka
629,Woche::N,savaitė,hét
630,Monat::N,mėnuo,hó
631,Monat::N,mėnuo,hónap
632,Jahr::N,metai,év
633,Frühling::N,pavasaris,tavasz
634,Sommer::N,vasara,nyár
635,Herbst::N,ruduo,ősz
636,Winter::N,žiema,tél
637,Januar::N,sausis,január
638,Februar::N,vasaris,február
639,März::N,kovas,március
640,April::N,balandis,április
641,Mai::N,gegužė,május
642,Juni::N,birželis,június
643,Juli::N,liepa,július
644,August::N,rugpjūtis,augusztus
645,September::N,rugsėjis,szeptember
646,Oktober::N,spalis,október
647,November::N,lapkritis,november
648,Dezember::N,gruodis,december
649,Montag::N,pirmadienis,hétfő
650,Dienstag::N,antradienis,kedd
651,Mittwoch::N,trečiadienis,szerda
652,Donnerstag::N,ketvirtadienis,csütörtök
653,Freitag::N,penktadienis,péntek
654,Samstag::N,šeštadienis,szombat
655,Sonntag::N,sekmadienis,vasárnap
656,groß::A,didis,nagy
657,groß::A,didelis,nagy
658,klein::A,mažas,pici
659,klein::A,mažas,kicsi
660,lang::A,ilgas,hosszú
661,kurz::A,trumpas,rövid
662,breit::A,platus,széles
663,schmal::A,smulkus,keskeny
664,dicht::A,tankus,sűrű
665,dick[Gegenstand]::A,storas,vastag
666,dünn::A,plonas,vékony
667,fein::A,smulkus,vékony
668,fest::A,kietas,szilárd
669,fest::A,tvirtas,szilárd
670,flach::A,lėkštas,sík
671,flach::A,lėkštas,lapos
672,flach::A,plokščias,sík
673,flach::A,plokščias,lapos
674,glatt::A,slidus,sima
675,hart::A,kietas,kemény
676,weich::A,minkštas,puha
677,rund::A,apvalus,kerek
678,rund::A,apskritas,kerek
679,spitz::A,aštrus,hegyes
680,spitz::A,smailus,hegyes
681,scharf::A,aštrus,éles
682,stumpf::A,bukas,tompa
683,stumpf::A,bukas,életlen
684,stumpf::A,atšipęs,tompa
685,stumpf::A,atšipęs,életlen
686,schwer::A,sunkus,nehéz
687,schwer::A,sunkus,súlyos
688,schön::A,gražus,szép
689,heiß::A,karštas,forró
690,warm::A,šiltas,meleg
691,kalt::A,šaltas,hideg
692,kühl::A,vėsus,hűs
693,kühl::A,vėsus,hűvös
694,kühl::A,bejausmis,hűs
695,kühl::A,bejausmis,hűvös
696,frisch::A,šviežias,üde
697,frisch::A,šviežias,friss
698,feucht::A,drėgnas,nedves
699,nass::A,šlapias,vizes
700,trocken::A,sausas,száraz
701,voll::A,pilnas,telt
702,leer::A,tuščias,üres
703,offen::A,atviras,nyílt
704,offen::A,atviras,nyitott
705,geschlossen::A,uždaras,zárt
706,geschlossen::A,uždaras,csukott
707,geschlossen::A,uždarytas,zárt
708,geschlossen::A,uždarytas,csukott
709,sauber::A,švarus,tiszta
710,schmutzig::A,nešvarus,piszkos
711,schmutzig::A,nešvarus,szennyes
712,schmutzig::A,purvinas,piszkos
713,schmutzig::A,purvinas,szennyes
714,roh::A,žalias,nyers
715,reif::A,prinokęs,érett
716,reif::A,pribrendęs,érett
717,lecker::A,gardus,finom
718,süß::A,saldus,édes
719,bitter::A,kartus,keserű
720,sauer::A,gižus,savanyú
721,sauer::A,rūgštus,savanyú
722,hell::A,šviesus,világos
723,hell::A,skaistus,világos
724,dunkel::A,tamsus,sötét
725,schwarz::A,juodas,fekete
726,weiß::A,baltas,fehér
727,rot::A,raudonas,vörös
728,gelb::A,geltonas,sárga
729,blau::A,mėlynas,kék
730,grün::A,žalias,zöld
731,grau::A,pilkas,ősz
732,grau::A,pilkas,szürke
733,bunt::A,margas,tarka
734,bunt::A,margas,színes
735,bunt::A,spalvotas,tarka
736,bunt::A,spalvotas,színes
737,billig::A,pigus,olcsó
738,teuer::A,brangus,drága
739,wertvoll::A,vertingas,értékes
740,blind::A,aklas,vak
741,taub::A,kurčias,süket
742,kräftig::A,stiprus,erős
743,stark::A,stiprus,erős
744,schwach::A,silpnas,gyenge
745,schwach::A,silpnas,erőtlen
746,fett::A,riebus,hájas
747,schlank::A,laibas,karcsú
748,schlank::A,lieknas,karcsú
749,hübsch::A,gražus,csinos
750,böse::A,blogas,rossz
751,böse::A,blogas,gonosz
752,dumm::A,paikas,buta
753,dumm::A,paikas,ostoba
754,dumm::A,kvailas,buta
755,dumm::A,kvailas,ostoba
756,faul::A,tingus,lusta
757,fleißig::A,stropus,szorgalmas
758,fleißig::A,kruopštus,szorgalmas
759,geizig::A,šykštus,fukar
760,geizig::A,šykštus,fösvény
761,klug::A,sumanus,okos
762,klug::A,sumanus,eszes
763,klug::A,protingas,okos
764,klug::A,protingas,eszes
765,geschickt::A,apsukrus,ügyes
766,lieb::A,mielas,drága
767,lieb::A,mielas,kedves
768,lustig::A,smagus,víg
769,lustig::A,smagus,vidám
770,lustig::A,linksmas,víg
771,lustig::A,linksmas,vidám
772,sanft::A,švelnus,enyhe
773,sanft::A,minkštas,enyhe
774,hungrig::A,alkanas,éhes
775,krank::A,ligotas,beteg
776,krank::A,sergantis,beteg
777,nackt::A,nuogas,csupasz
778,nackt::A,nuogas,meztelen
779,traurig::A,liūdnas,bús
780,traurig::A,liūdnas,szomorú
781,lebendig::A,gyvas,élő
782,gut::A,geras,jó
783,schlecht::A,blogas,rossz
784,schlecht::A,prastas,rossz
785,richtig::A,tikras,helyes
786,richtig::A,teisingas,helyes
787,schlimm::A,blogas,rossz
788,schlimm::A,prastas,rossz
789,wahr::A,tikras,igaz
790,alt::A,senas,ó
791,alt::A,senas,régi
792,neu::A,naujas,új
793,ehemalig::A,buvęs,volt
794,ehemalig::A,buvęs,egykori
795,alt[Lebewesen]::A,pagyvenęs,öreg
796,jung::A,jaunas,fiatal
797,arm::A,neturtingas,szegény
798,reich::A,turtingas,gazdag
799,bekannt::A,žinomas,ismert
800,bekannt::A,žinomas,ismeretes
801,bekannt::A,pažįstamas,ismert
802,bekannt::A,pažįstamas,ismeretes
803,berühmt::A,žymus,híres
804,berühmt::A,garsus,híres
805,fremd::A,svetimas,idegen
806,verschieden::A,įvairus,különböző
807,nah::A,artimas,közeli
808,fern::A,tolimas,távoli
809,linker::A,kairys,bal
