,Concept_ID,kl,es
750,arm::A,piitsuuvoq,pobre
751,reich::A,pisuuvoq,rico
752,berühmt::A,tusaamasaq,famoso
753,berühmt::A,tusaamasaq,célebre
754,fremd::A,ajasoornarpoq,extraño
755,verschieden::A,allatut,diverso
756,verschieden::A,allatut,distinto
757,verschieden::A,allatut,diferente
758,verschieden::A,tamalaat,diverso
759,verschieden::A,tamalaat,distinto
760,verschieden::A,tamalaat,diferente
761,nah::A,qanippoq,cercano
762,fern::A,ungasippoq,lejano
763,linker::A,saamerleq,izquierdo
764,rechter::A,innarluissut,derecho
765,erster::A,siulleq,primero
766,zweiter::A,qataatsup tullia,segundo
767,dritter::A,pingajorarterut,tercero
768,letzter::A,kingulleq,último
769,allein::ADV,kisimiippoq,a solo
770,auf einmal::ADV,tassanngaannaq,de una vez
771,zusammen::ADV,attaasa,juntos
772,zusammen::ADV,attarmik,juntos
773,lange::ADV,akuni,mucho tiempo
774,plötzlich::ADV,tassanngaannaq,de repente
775,sofort::ADV,erniinnaq,en seguida
776,später::ADV,kingorna,más tarde
777,jetzt::ADV,maanna,ahora
778,jetzt::ADV,massakkut,ahora
779,heute::ADV,ullumi,hoy
780,morgen::ADV,aqagu,mañana
781,bald::ADV,erniinnaq,pronto
782,bald::ADV,erniinnaq,en breve
783,dann::ADV,taava,luego
784,dann::ADV,taava,entonces
785,gestern::ADV,ippassaq,ayer
786,einst::ADV,ataatsimik,antaño
787,einst::ADV,ilaanni,antaño
788,damals::ADV,taamani,entonces
789,damals::ADV,taamanikkut,entonces
790,damals::ADV,taassumuunakkut,entonces
791,danach::ADV,taava,después
792,vorher::ADV,siornagut,antes
793,einmal::ADV,ilaanni,una vez
794,einmal::ADV,ataatsimik,una vez
795,manchmal::ADV,qaqutigu,a veces
796,manchmal::ADV,qaqutigut,a veces
797,oft::ADV,akulikitsumik,a menudo
798,oft::ADV,akulikitsumik,con frecuencia
799,immer::ADV,tamatigut,siempre
800,hier::ADV,maani,aquí
801,hierhin::ADV,maani,acá
802,dorthin::ADV,ikuuna,allí
803,dorthin::ADV,ikuuna,hacia allí
804,geradeaus::ADV,narlumut,todo derecho
805,vorwärts::ADV,pilangavoc,adelante
806,rückwärts::ADV,kingumut,hacia atrás
807,rückwärts::ADV,tunumut or tunummut,hacia atrás
808,zurück::ADV,kingumut,atrás
809,zurück::ADV,tunumut or tunummut,atrás
810,unten::ADV,kana,abajo
811,hinab::ADV,qiviu,hacia abajo
812,überall::ADV,tamaginni,por todas partes
813,überall::ADV,tamani tamaani,por todas partes
814,kaum::ADV,qaqutigorsuaq,apenas
815,sehr::ADV,assut,muy
816,sehr::ADV,assut,mucho
817,noch::ADV,qeratavoq,aún
818,noch::ADV,qeratavoq,todavía
819,schon::ADV,taava-una,ya
820,wieder::ADV,kingumut,de nuevo
821,vergebens::ADV,angiluk,en vano
822,dies::PRN,manna,esto
823,dies::PRN,matuma,esto
824,das::PRN,ua,eso
825,das::PRN,ua,esto
826,ich::PRN,uanga,yo
827,du::PRN,illit,tú
828,er::PRN,una,él
829,wir::PRN,uagut,nosotros
830,ihr::PRN,ilissi,vosotros
831,sie::PRN,uku,ellos
832,was::FPRN,aat?,qué
833,wer::FPRN,kikkut,quién
834,wo::FADV,sumi,dónde
835,wohin::FADV,sumut,adónde
836,wohin::FADV,sumut,hacia dónde
837,wie::FADV,qanoq,cómo
838,warum::FADV,sooq,por qué
839,wieviel::FNUM,qassit,cuánto
840,wieviel::FNUM,qanoq atsigisumik?,cuánto
841,eins::NUM,ataaseq,uno
842,zwei::NUM,marluk,dos
843,drei::NUM,pingasut,tres
844,vier::NUM,sisamat,cuatro
845,vier::NUM,qajuusat,cuatro
846,fünf::NUM,tallimat,cinco
847,sechs::NUM,arfineq,seis
848,sechs::NUM,arfinillit,seis
849,sieben::NUM,arfineq-marluk,siete
850,acht::NUM,arfineq pingasut,ocho
851,neun::NUM,qulingiluat,nueve
852,neun::NUM,arfineq sisamat,nueve
853,zehn::NUM,qulit,diez
854,elf::NUM,aqqaneq,once
855,zwölf::NUM,aqqaneq-marluk,doce
856,zwanzig::NUM,tyve,veinte
857,dreißig::NUM,tredive,treinta
858,dreißig::NUM,pingasunik qulillit,treinta
859,vierzig::NUM,fyrre,cuarenta
860,fünfzig::NUM,halvtreds,cincuenta
861,fünfzig::NUM,tallimanik qulillit,cincuenta
862,sechzig::NUM,tres,sesenta
863,siebzig::NUM,halvfjerds,setenta
864,achtzig::NUM,firs,ochenta
865,neunzig::NUM,halvfems,noventa
866,hundert::NUM,et hundrede,cien
867,hundert::NUM,et hundrede,ciento
868,tausend::NUM,et tusinde,mil
869,und::CNJ,aamma,y
870,oder::CNJ,imalluunnit,o
871,stehen::V,sikingavoq,estar de pie
872,sitzen::V,ingippoq,estar sentado
873,liegen::V,nalavoq,yacer
874,liegen::V,nalavoq,estar acostado
875,liegen::V,aqupivoq,yacer
876,liegen::V,aqupivoq,estar acostado
877,hängen::V,nivinngarpaa,pender
878,werden::V,pinngorpoq,hacerse
879,passieren::V,pivoq,suceder
880,beginnen::V,aallarnerpaa,iniciarse
881,beginnen::V,aallarnerpaa,principiar
882,enden::V,naggaserpaa,acabar
883,enden::V,naggaserpaa,terminar
884,wechseln::V,immikkut ilivoq,variar
885,wechseln::V,immikkut ilivoq,alternar
886,untergehen[Sonne]::V,ilioqqaasoq,ponerse
887,untergehen[Sonne]::V,ilioqqaasoq,descender
888,scheinen[Sonne]::V,qinnorpoq,brillar
889,scheinen[Sonne]::V,qinngorpoq,brillar
890,donnern::V,kalleq,tronar
891,wehen::V,timmivoq,soplar
892,sich drehen::V,ipippaa,girar
893,schwanken::V,aalavoq,vacilar
894,schwingen::V,issakajaat or issakatsiaarut,oscilar
895,fallen::V,quasivaa,caer
896,brennen::V,seerpoq,arder
897,brennen::V,seerpoq,quemar
898,brennen::V,uuppaa,arder
899,brennen::V,uuppaa,quemar
900,rauchen::V,pujoorpoq,humear
901,rauchen::V,pujoorpoq,echar humo
902,regnen::V,siallerpoq,llover
903,gefrieren::V,qiulerpoq,helarse
904,tauen::V,aappoq,deshelarse
905,schmelzen::V,aappoq,fundirse
906,schmelzen::V,aappoq,derretirse
907,schmelzen::V,aatsippaa,fundirse
908,schmelzen::V,aatsippaa,derretirse
909,trocknen::V,panerserpaa,secarse
910,sieden::V,qalappoq,hervir
911,reißen::V,qulli,romperse
912,reißen::V,alittorpaa,romperse
913,reißen::V,kimillanneq,romperse
914,versinken::V,kivivaa,hundirse
915,versinken::V,apparpoq,hundirse
916,vergehen::V,qaangerpaa,pasar
917,vergehen::V,sarsuppoq,pasar
918,erscheinen::V,takutippoq,aparecer
919,sinken::V,kivivaa,bajar
920,sinken::V,apparpoq,bajar
921,abnehmen::V,ikillipput,decrecer
922,abnehmen::V,ikillipput,disminuir
923,zunehmen::V,allisippaa,crecer
924,zunehmen::V,allisippaa,aumentar
925,steigen::V,allisippaa,subir
926,steigen::V,allisippaa,ascender
927,wachsen::V,allivoq,crecer
928,glänzen::V,qinngorpoq,brillar
929,glänzen::V,qinngorpoq,resplandecer
930,glänzen::V,qinnorpoq,brillar
931,glänzen::V,qinnorpoq,resplandecer
932,funkeln::V,uisorilavoq,chispear
933,läuten::V,avilualaarpoq,sonar
934,läuten::V,avilualaarpoq,repicar
935,klingeln::V,aviluarpoq,tocar el timbre
936,klingeln::V,aviluarpaluppoq,tocar el timbre
937,brausen::V,ittuk,zumbar
938,brausen::V,ittuppoq,zumbar
939,brausen::V,ittuppaluppoq,zumbar
940,bellen::V,qiluppoq,ladrar
941,heulen::V,maarpoq,ulular
942,heulen::V,maalavoq,ulular
943,heulen::V,miaggoorpoq,ulular
944,blasen::V,aporneq,soplar
945,pfeifen::V,siggartartitsivoq,silbar
946,pfeifen::V,siorsulavoq,silbar
947,schreien::V,suaarpoq,gritar
948,stöhnen::V,nipiliorpoq,gemir
949,stöhnen::V,nipilliorpoq,gemir
950,zittern::V,qarsulivik,temblar
951,leben::V,inuuvoq,vivir
952,geboren werden::V,inuuvoq,nacer
953,geboren werden::V,inunngorpoq,nacer
954,atmen::V,anersaarpoq,respirar
955,trinken::V,imerpoq,beber
956,essen::V,tamorpoq,comer
957,schlucken::V,tuluarnaq,tragar
958,einschlafen::V,sinippoq,dormirse
959,schlafen::V,sinik,dormir
960,aufwachen::V,iterpoq,despertarse
961,aufwachen::V,eqqumavoq,despertarse
962,aufstehen::V,makippoq,levantarse
963,sich erholen::V,qasuerserpoq,reposar
964,sich erholen::V,qasuerserpoq,descansar
965,schmerzen::V,anneraa,doler
966,schmerzen::V,annernarpoq,doler
967,husten::V,quersorpoq,toser
968,genesen::V,ajunngissivoq,convalecer
969,genesen::V,ajunngissivoq,restablecerse
970,genesen::V,ilisimmarpoq,convalecer
971,genesen::V,ilisimmarpoq,restablecerse
972,genesen::V,ilorrippoq,convalecer
973,genesen::V,ilorrippoq,restablecerse
974,sterben::V,toquvoq,morir
975,sich bewegen::V,ingerlavoq,moverse
976,sich setzen::V,ingippoq,sentarse
977,laufen::V,arpappoq,andar
978,schreiten::V,ingerlavoq,proceder
979,spazierengehen::V,utertakajaarpoq,pasear
980,spazierengehen::V,utertakajaarpoq,pasearse
981,spazierengehen::V,utertakattajaarpoq,pasear
982,spazierengehen::V,utertakattajaarpoq,pasearse
983,eilen::V,qaa qaa,correr prisa
984,eilen::V,qiilasaarpoq,correr prisa
985,eilen::V,ingerlasaarpaa,correr prisa
986,sich beeilen::V,tuaviorpoq,darse prisa
987,sausen::V,uiguut,correr
988,rennen::V,igivoq,correr
989,springen::V,upernassaq,saltar
990,klettern::V,pilaakkeerpoq,trepar
991,klettern::V,pilaakkeerpoq,escalar
992,schaukeln::V,aalavoq,bambolearse
993,schwimmen::V,naluppoq,nadar
994,tauchen::V,allorpoq,bucear
995,tauchen::V,allorpoq,sumergirse
996,rudern::V,ipuppaa,remar
997,fahren::V,qimusserpoq,ir
998,fliegen::V,timmivoq,volar
999,weggehen::V,piiarpoq,irse
1000,weggehen::V,piiarpoq,marcharse
1001,anhalten::V,unitsippaa,parar
1002,anhalten::V,unitsippaa,pararse
1003,hineingehen::V,timaappaa,entrar
1004,eintreten::V,allattorpaa,entrar
1005,kommen::V,qaa-,venir
1006,kommen::V,pivaa,venir
1007,ankommen::V,tikippoq,llegar
1008,zurückkommen::V,angerlarpoq,volver
1009,zurückkommen::V,angerlarpoq,regresar
1010,bleiben::V,uninngavoq,quedarse
1011,warten::V,paavoq,esperar
1012,warten::V,utaqqivoq,esperar
1013,suchen::V,nivivaa,buscar
1014,finden::V,nanivaa,hallar
1015,finden::V,nanivaa,encontrar
1016,versuchen::V,uuppaa,intentar
1017,versuchen::V,ussersarpaa,intentar
1018,vorbereiten::V,piareersarpaa,preparar
1019,lieben::V,asavaa,amar
1020,lieben::V,asavaa,querer
1021,mögen::V,akaaraa,querer
1022,rühren::V,qeerlerpaa,conmover
1023,weinen::V,qiavoq,llorar
1024,schimpfen::V,qatimaarpoq,regañar
1025,sich ärgern::V,ugguutigaa,enfadarse
1026,sich fürchten::V,eqqanaarpoq,tener miedo
1027,fürchten::V,ersigaa,temer
1028,fürchten::V,ersigaa,tener miedo a
1029,fliehen::V,qimaavoq,huir
1030,flüchten::V,allikarfigaa,escaparse
1031,sehen::V,isigaa,ver
1032,ansehen::V,alaatsinaappaa,mirar
1033,hören::V,tusarpaa,oír
1034,zuhören::V,naalappoq,escuchar
1035,riechen::V,tipippoq,oler
1036,fühlen::V,misigaa,sentir
1037,scheinen::V,takutippoq,parecer
1038,frieren::V,qiiavoq,tener frío
1039,tun::V,iliorpoq,hacer
1040,wollen::V,piumavaa,querer
1041,anfangen::V,pilerpoq,iniciar
1042,beenden::V,naggaserpaa,acabar
1043,beenden::V,naggaserpaa,terminar
1044,aufhören::V,naammatsippaa,cesar
1045,öffnen::V,ammarpaa,abrir
1046,schließen::V,matuaa,cerrar
1047,stellen::V,ilivaa,poner
1048,stellen::V,ilivaa,colocar
1049,stellen::V,iliorarpai,poner
1050,stellen::V,iliorarpai,colocar
1051,stellen::V,ilioqqarpai,poner
1052,stellen::V,ilioqqarpai,colocar
1053,setzen::V,iliorarpai,poner
1054,setzen::V,iliorarpai,colocar
1055,setzen::V,ilioqqarpai,poner
1056,setzen::V,ilioqqarpai,colocar
1057,legen::V,ilivaa,poner
1058,berühren::V,attorpaa,tocar
1059,verbinden::V,taperserpaa,unir
1060,verbinden::V,taperserpaa,juntar
1061,bedecken::V,iikkerpaa,tapar
1062,bedecken::V,iikkerpaa,cubrir
1063,bedecken::V,iikkersorpaa,tapar
1064,bedecken::V,iikkersorpaa,cubrir
1065,aufhängen::V,inivaa,colgar
1066,aufhängen::V,iniorarpai,colgar
1067,anzünden::V,saggaavoq,encender
1068,aufheben::V,allisippaa,recoger
1069,zurücklassen::V,aallarpoq,dejar
1070,verlieren::V,annaavaa,perder
1071,fallen lassen::V,nakkaavaa,dejar caer
1072,machen::V,iliorpoq,hacer
1073,herstellen::V,anillatsippaa,fabricar
1074,bauen::V,marrarterpaa,construir
1075,reparieren::V,iluarsaappaa,reparar
1076,verbessern::V,naqqippaa,mejorar
1077,graben::V,assappaa,cavar
1078,beugen::V,qappappoq,doblar
1079,beugen::V,qappappoq,inclinar
1080,biegen::V,qappappoq,doblar
1081,wenden::V,assappaa,volver
1082,wenden::V,assakarpoq,volver
1083,umdrehen::V,assakartippaa,revolver
1084,heben::V,kivippaa,levantar
1085,hochheben::V,kissumiarpaa,alzar
1086,ergreifen::V,isaappaa,coger
1087,ergreifen::V,isaguppaa,coger
1088,halten::V,minarpaa,tener
1089,drücken::V,naqittaat,apretar
1090,kratzen::V,qitsuppaa,rascar
1091,lecken::V,aluppaa,lamer
1092,beißen::V,kiivaa,morder
1093,abreißen::V,aqqarpaa,arrancar
1094,abreißen::V,isaterpaa,arrancar
1095,abschneiden::V,kipivaa,cortar
1096,binden::V,kakkersarpaa,atar
1097,stecken::V,kussunneq,meter
1098,brechen::V,nallorpaa,romper
1099,brechen::V,nallorpaa,quebrar
1100,klopfen::V,pattappaa,golpear
1101,hauen::V,aqivaa,pegar
1102,kleben::V,qaappoq,pegar
1103,kleben::V,qaappoq,encolar
1104,reiben::V,tagiarpaa,frotar
1105,reiben::V,tangiarpaa,frotar
1106,streichen::V,erlerpoq,untar
1107,streichen::V,erlerpoq,recubrir
1108,schleifen::V,sequppaa,afilar
1109,schneiden::V,uullivoq,cortar
1110,schütteln::V,aalavoq,agitar
1111,schütteln::V,aalavoq,sacudir
1112,schwenken::V,issarpoq,menear
1113,füllen::V,immerpaa,llenar
1114,einwickeln::V,immoqquserpaa,envolver
1115,tragen::V,maqippaa,llevar
1116,tragen::V,assartorpoq,llevar
1117,schleppen::V,assartorpoq,arrastrar
1118,ziehen::V,kalippaa,tirar
1119,ziehen::V,kalissarpoq,tirar
1120,aufbewahren::V,toqqorpaa,conservar
1121,werfen::V,kuivaa,echar
1122,werfen::V,kuivaa,lanzar
1123,fangen::V,anguaa,coger
1124,verstecken::V,anngigaa,esconder
1125,teilen::V,agguut,partir
1126,teilen::V,agguut,dividir
1127,teilen::V,agguusersorpaa,partir
1128,teilen::V,agguusersorpaa,dividir
1129,schicken::V,nassiuppaa,enviar
1130,bringen::V,aggiuppaa,traer
1131,bringen::V,nassataraa,traer
1132,bekommen::V,tiguaa,obtener
1133,bekommen::V,tiguaa,conseguir
1134,erhalten::V,tiguaa,recibir
1135,nehmen::V,pivoq,tomar
1136,nehmen::V,tiguaa,tomar
1137,bewahren::V,sukkunik simerserpaa,guardar
1138,bewahren::V,sukkunik simerserpaa,preservar
1139,verderben::V,asiutippaa,estropear
1140,verderben::V,piuneerunnerit,estropear
1141,zerbrechen::V,ukuvoq,romper
1142,zerbrechen::V,ukuvoq,quebrar
1143,zerreißen::V,tisavaa,desgarrar
1144,zerreißen::V,tisavaa,despedazar
1145,zerreißen::V,alittorpaa,desgarrar
1146,zerreißen::V,alittorpaa,despedazar
1147,zerstören::V,aserorpaa,destruir
1148,zerstören::V,aserorpaa,destrozar
1149,verbrennen::V,seerpoq,quemar
1150,geben::V,pivoq,dar
1151,versprechen::V,neriorsorpaa,prometer
1152,wünschen::V,kissaat,desear
1153,loben::V,nersorpaa,alabar
1154,loben::V,nersornaat,alabar
1155,küssen::V,kunippaa,besar
1156,küssen::V,kunissorpaa,besar
1157,zudecken::V,majorpaa,tapar
1158,zudecken::V,majorpaa,cubrir
1159,wecken::V,itersarpaa,despertar
1160,zeigen::V,tikkuuppaa,mostrar
1161,führen::V,tasissiuppaa,guiar
1162,führen::V,tasissiuppaa,conducir
1163,führen::V,ilitsersorpaa,guiar
1164,führen::V,ilitsersorpaa,conducir
1165,führen::V,tasissersuuppaa,guiar
1166,führen::V,tasissersuuppaa,conducir
1167,lehren::V,ilinniartippaa,enseñar
1168,lehren::V,ilinniartippaa,instruir
1169,unterrichten::V,ajoqerpaa,enseñar
1170,unterrichten::V,ajoqersorpaa,enseñar
1171,unterrichten::V,ilinniartitsivoq,enseñar
1172,aufziehen::V,inororsarpaa,criar
1173,leiten::V,iluatsippaa,guiar
1174,leiten::V,iluatsippaa,dirigir
1175,antreiben::V,ikusimmippaa,impeler
1176,antreiben::V,ikusimmippaa,impulsar
1177,einladen::V,qaaqquaa,invitar
1178,einladen::V,qaasarpaa,invitar
1179,vereinigen::V,taperserpaa,unir
1180,besuchen::V,tikeraarpaa,visitar
1181,besuchen::V,tikeraarpaa,ir a ver
1182,treffen::V,aporappaa,encontrar
1183,sich versammeln::V,majorpoq,reunirse
1184,sich versammeln::V,majorpoq,congregarse
1185,spielen::V,pinnguarpoq,jugar
1186,singen::V,erinarsorpoq,cantar
1187,tanzen::V,qitippoq,bailar
1188,sich trennen::V,immikkoortippaa,separarse
1189,retten::V,annaappaa,salvar
1190,schützen::V,eriagaa,proteger
1191,schützen::V,pineqartaalivaa,proteger
1192,schießen::V,aallaavaa,tirar
1193,schießen::V,aallaavaa,disparar
1194,schießen::V,piseriuppaa,tirar
1195,schießen::V,piseriuppaa,disparar
1196,ärgern::V,ninngassarpaa,enojar
1197,ärgern::V,ninngassarpaa,enfadar
1198,ärgern::V,ninngassaarpaa,enojar
1199,ärgern::V,ninngassaarpaa,enfadar
1200,schlagen::V,unatarpaa,pegar
1201,schlagen::V,unatarpaa,golpear
1202,treten::V,tukerpoq,dar una patada a
1203,stechen::V,iguppaa,pinchar
1204,stechen::V,qasilippoq,pinchar
1205,stoßen::V,ikuserpaa,empujar
1206,stoßen::V,ikusimmippaa,empujar
1207,stehlen::V,tillippaa,robar
1208,stehlen::V,tillippaa,hurtar
1209,stören::V,akornuserpaa,molestar
1210,verbergen::V,anngigaa,ocultar
1211,verbergen::V,anngigaa,esconder
1212,betrügen::V,peqquserluttuliorfigaa,engañar
1213,töten::V,maappaa,matar
1214,töten::V,toquppaa,matar
1215,wohnen::V,najugaqarpoq,vivir
1216,wohnen::V,najugaqarpoq,habitar
1217,arbeiten::V,sulivoq,trabajar
1218,sammeln::V,katersorpai,recoger
1219,sammeln::V,katersorpai,coleccionar
1220,jagen::V,piniarpoq,cazar
1221,fischen::V,aalisarpoq,pescar
1222,anbinden::V,qilerut,atar
1223,anbinden::V,qilersorpaa,atar
1224,anbinden::V,ungerlatserpaa,atar
1225,füttern::V,nerlerpaa,echar de comer
1226,gießen::V,imerterpaa,regar
1227,kochen::V,igavoq,cocer
1228,kochen::V,igavoq,guisar
1229,braten::V,siappaa,asar
1230,braten::V,siappaa,freír
1231,umrühren::V,qeerlerpaa,remover
1232,färben::V,misuppaa,teñir
1233,färben::V,misuppaa,colorear
1234,reinigen::V,sanniarpaa,limpiar
1235,waschen::V,asappaa,lavar
1236,abwischen::V,saligarpaa,fregar
1237,abwischen::V,saligarpaa,limpiar
1238,abwischen::V,saligartorpaa,fregar
1239,abwischen::V,saligartorpaa,limpiar
1240,fegen::V,sanngiarpaa,barrer
1241,fegen::V,sanngiarpaa,pasar la escoba
1242,baden::V,uffarpoq,bañarse
1243,sich waschen::V,uffarpoq,lavarse
1244,ausziehen::V,annoraajarpaa,quitar
1245,ausziehen::V,annoraajarpaa,quitarse
1246,anziehen::V,ativaa,ponerse
1247,anziehen::V,atitippaa,ponerse
1248,sich anziehen::V,atisalersorpoq,vestirse
1249,sagen::V,oqarpoq,decir
1250,sprechen::V,oqaluttarpoq,hablar
1251,reden::V,oqaluppoq,hablar
1252,reden::V,oqaluppoq,conversar
1253,fragen::V,aperaa,preguntar
1254,bitten::V,aperaa,rogar
1255,bitten::V,qinnuigaa,rogar
1256,erzählen::V,oqaluttuaraa,contar
1257,mitteilen::V,oqalualaarpoq,comunicar
1258,mitteilen::V,oqalualaarpoq,participar
1259,rufen::V,qaaqquaa,llamar
1260,prahlen::V,oqqartuvoq,jactarse
1261,prahlen::V,oqallortuvoq,jactarse
1262,übersetzen::V,ikaarpoq,traducir
1263,übersetzen::V,nutserpaa,traducir
1264,denken::V,isumaqarpoq,pensar
1265,glauben::V,upperaa,creer
1266,glauben::V,isumaqarpoq,creer
1267,erkennen::V,ilisaraa,reconocer
1268,verstehen::V,paasivaa,entender
1269,verstehen::V,paasivaa,comprender
1270,lernen::V,ilinniarpoq,aprender
1271,wissen::V,nalunngilaa,saber
1272,sich erinnern an::V,eqqaavaa,recordar
1273,sich erinnern an::V,eqqaavaa,acordarse de
1274,vergessen::V,puiorpaa,olvidar
1275,messen::V,ussersarpaa,medir
1276,zählen::V,kisitsivoq,contar
1277,rechnen::V,kisitsivoq,contar
1278,rechnen::V,kisitsivoq,calcular
1279,lesen::V,atuarpoq,leer
1280,malen::V,qalipappaa,pintar
1281,schreiben::V,allappoq,escribir
1282,kaufen::V,pisiaraa,comprar
1283,verkaufen::V,akigaa,vender
1284,bezahlen::V,akilerpaa,pagar
1285,beherrschen::V,inappaa,dominar
1286,ertragen::V,ernertaaraa,soportar
1287,Nase::N,,nariz
1288,Schnurrbart::N,,bigote
1289,Fuß::N,,pie
1290,Schlaf::N,,sueño
1291,Strömung::N,,corriente
1292,Moor::N,,turbera
1293,Wald::N,,bosque
1294,Anhöhe::N,,cerro
1295,Gipfel::N,,cima
1296,Gipfel::N,,cumbre
1297,Quelle::N,,fuente
1298,Quelle::N,,manantial
1299,Festland::N,,tierra firme
1300,Kiefer[Baum]::N,,pino
1301,Pferd::N,,caballo
1302,Elch::N,,alce
1303,Schwarm::N,,bandada
1304,Ente::N,,pato
1305,Barsch::N,,perca
1306,Hecht::N,,lucio
1307,Wurm::N,,gusano
1308,Heu::N,,heno
1309,Kummer::N,,pena
1310,Gespräch::N,,conversación
1311,Spiel::N,,juego
1312,Gesellschaft::N,,compañía
1313,Angelegenheit::N,,asunto
1314,Anzahl::N,,cantidad
1315,Strich::N,,raya
1316,Strich::N,,trazo
1317,Gegenstand::N,,objeto
1318,Höhe::N,,altura
1319,Höhe::N,,altitud
1320,Lagerfeuer::N,,hoguera
1321,Gang::N,,marcha
1322,Heim::N,,hogar
1323,Beutel::N,,bolsa
1324,Eimer::N,,cubo
1325,Sack::N,,saco
1326,Brei::N,,puré
1327,Brei::N,,papilla
1328,Leder::N,,cuero
1329,Gott::N,,dios
1330,Reichtum::N,,riqueza
1331,Staat::N,,Estado
1332,Gewalt::N,,violencia
1333,Bogen[Waffe]::N,,arco
1334,Lüge::N,,mentira
1335,Schaden::N,,daño
1336,April::N,,abril
1337,frisch::A,,fresco
1338,lecker::A,,rico
1339,lecker::A,,sabroso
1340,sauer::A,,agrio
1341,bunt::A,,multicolor
1342,teuer::A,,caro
1343,geschickt::A,,hábil
1344,nackt::A,,desnudo
1345,ehemalig::A,,antiguo
1346,bekannt::A,,conocido
1347,anderer::A,,otro
1348,zuerst::ADV,,primero
1349,niemals::ADV,,jamás
1350,von hier::ADV,,desde aquí
1351,dort::ADV,,ahí
1352,dort::ADV,,allí
1353,oben::ADV,,arriba
1354,hinauf::ADV,,hacia arriba
1355,nicht::ADV,,no
1356,ein wenig::ADV,,un poco
1357,so::ADV,,tan
1358,nur::ADV,,solamente
1359,vor::PRP,,antes de
1360,vor::PRP,,delante de
1361,hinter::PRP,,tras
1362,hinter::PRP,,detrás de
1363,unter::PRP,,bajo
1364,unter::PRP,,debajo de
1365,durch::PRP,,por
1366,durch::PRP,,a través de
1367,neben::PRP,,al lado de
1368,zwischen::PRP,,entre
1369,wegen::PRP,,por
1370,wegen::PRP,,a causa de
1371,alles::PRN,,todo
1372,aufgehen[Sonne]::V,,salir
1373,strömen::V,,afluir
1374,fließen::V,,fluir
1375,fließen::V,,correr
1376,faulen::V,,pudrirse
1377,verfaulen::V,,pudrirse
1378,verschwinden::V,,desaparecer
1379,lärmen::V,,hacer ruido
1380,klirren::V,,tintinear
1381,rauschen::V,,murmurar
1382,klingen::V,,sonar
1383,müde werden::V,,cansarse
1384,müde werden::V,,fatigarse
1385,krank werden::V,,caer enfermo
1386,krank sein::V,,estar enfermo
1387,umkommen::V,,perecer
1388,sich rühren::V,,rebullir
1389,sich erheben::V,,levantarse
1390,hinfallen::V,,caerse
1391,kriechen::V,,reptar
1392,kriechen::V,,arrastrarse
1393,gehen::V,,ir
1394,gehen::V,,andar
1395,abfahren::V,,salir
1396,abfahren::V,,partir
1397,erwarten::V,,esperar
1398,lachen::V,,reír
1399,anschauen::V,,mirar
1400,probieren::V,,probar
1401,probieren::V,,degustar
1402,zu sehen sein::V,,poder verse
1403,vernehmen::V,,oír
1404,vernehmen::V,,percibir
1405,können::V,,poder
1406,gelingen::V,,salir bien
1407,geraten::V,,salir
1408,geraten::V,,dar resultado
1409,ändern::V,,mudar
1410,ändern::V,,modificar
1411,drehen::V,,volver
1412,drehen::V,,hacer girar
1413,schieben::V,,empujar
1414,rütteln::V,,agitar
1415,schütten::V,,verter
1416,packen::V,,agarrar
1417,hinzufügen::V,,añadir
1418,wählen::V,,elegir
1419,auswählen::V,,escoger
1420,auswählen::V,,seleccionar
1421,behindern::V,,estorbar
1422,behindern::V,,obstaculizar
1423,beschädigen::V,,deteriorar
1424,reichen::V,,pasar
1425,schenken::V,,regalar
1426,wiegen::V,,mecer
1427,lassen::V,,hacer
1428,verlassen::V,,dejar
1429,verlassen::V,,abandonar
1430,bewachen::V,,vigilar
1431,verteidigen::V,,defender
1432,sich schlagen::V,,batirse
1433,siegen::V,,vencer
1434,belästigen::V,,molestar
1435,belästigen::V,,importunar
1436,täuschen::V,,engañar
1437,pflücken::V,,coger
1438,fassen::V,,atrapar
1439,fassen::V,,capturar
1440,hüten::V,,guardar
1441,treiben::V,,aballar
1442,melken::V,,ordeñar
1443,hacken::V,,picar
1444,hacken::V,,cortar
1445,reifen::V,,madurar
1446,zubereiten::V,,preparar
1447,backen::V,,hornear
1448,backen::V,,cocer al horno
1449,stricken::V,,hacer punto
1450,stricken::V,,hacer calceta
1451,nähen::V,,coser
1452,spülen::V,,aclarar
1453,spülen::V,,enjuagar
1454,kehren::V,,barrer
1455,kämmen::V,,peinar
1456,schmücken::V,,adornar
1457,sich unterhalten::V,,charlar
1458,sich unterhalten::V,,conversar
1459,nennen::V,,llamar
1460,nennen::V,,nombrar
1461,bemerken::V,,notar
1462,begreifen::V,,concebir
1463,zeichnen::V,,dibujar
1464,besitzen::V,,poseer
1465,zahlen::V,,pagar
