,Concept_ID,sk,cv
732,blau::A,modrý,кӑвак
733,blau::A,belasý,кӑвак
734,grün::A,zelený,симӗс
735,grün::A,zelený,пиҫмен
736,grün::A,zelený,ӑс пухман
737,grau::A,šedý,кӑвак
738,bunt::A,pestrý,чӑпар
739,billig::A,lacný,йӳнӗ
740,teuer::A,drahý,хаклӑ
741,wertvoll::A,cenný,паха
742,blind::A,slepý,суккӑр
743,taub::A,hluchý,хӑлхасӑр
744,kräftig::A,silný,хӑватлӑ
745,stark::A,silný,вирлӗ
746,schwach::A,slabý,халсӑр
747,schwach::A,bezvládny,халсӑр
748,fett::A,tučný,самӑр
749,fett::A,tučný,мӑнтӑр
750,schlank::A,štíhly,йӑрӑс
751,schlank::A,štíhly,яштака
752,hübsch::A,šumný,хитре
753,hübsch::A,švárny,хитре
754,böse::A,zlý,усал
755,dumm::A,hlúpy,ухмах
756,faul::A,lenivý,наян
757,faul::A,lenivý,юлхав
758,faul::A,lenivý,ӳркенчӗк
759,fleißig::A,snaživý,хастар
760,fleißig::A,usilovný,хастар
761,geizig::A,skupý,хытӑ
762,geizig::A,lakomý,хытӑ
763,klug::A,múdry,ӑслӑ
764,klug::A,bystrý,ӑслӑ
765,geschickt::A,zručný,ӑста
766,geschickt::A,šikovný,ӑста
767,lieb::A,milý,савнӑ
768,lustig::A,veselý,хаваслӑ
769,sanft::A,nežný,ачаш
770,hungrig::A,lačný,выҫӑ
771,hungrig::A,hladný,выҫӑ
772,krank::A,chorý,чирлӗ
773,krank::A,nemocný,чирлӗ
774,nackt::A,nahý,ҫара
775,traurig::A,smutný,салхуллӑ
776,lebendig::A,živý,чӗрӗ
777,gut::A,dobrý,аван
778,gut::A,dobrý,лайӑх
779,schlecht::A,zlý,япӑх
780,schlecht::A,zlý,начар
781,richtig::A,správny,тӗрӗс
782,schlimm::A,zlý,йӗрӗнчӗк
783,schlimm::A,nepríjemný,йӗрӗнчӗк
784,wahr::A,pravý,чӑн
785,wahr::A,pravdivý,чӑн
786,alt::A,starý,кивӗ
787,neu::A,nový,ҫӗнӗ
788,ehemalig::A,bývalý,пулнӑ
789,alt[Lebewesen]::A,starý,ватӑ
790,jung::A,mladý,яш
791,jung::A,mladý,ҫамрӑк
792,arm::A,chudobný,чухӑн
793,reich::A,bohatý,пуян
794,bekannt::A,známy,пӗлӗш
795,berühmt::A,slávny,чаплӑ
796,berühmt::A,povestný,чаплӑ
797,fremd::A,cudzí,ют
798,verschieden::A,rôzny,расна
799,verschieden::A,rozličný,расна
800,nah::A,blízky,ҫывӑх
801,nah::A,blízky,ҫывӑхри
802,fern::A,ďaleký,инҫе
803,fern::A,ďaleký,аякри
804,linker::A,ľavý,сулахай
805,rechter::A,pravý,сылтӑм
806,anderer::A,iný,урӑх
807,anderer::A,druhý,урӑх
808,erster::A,prvý,пӗрремӗш
809,zweiter::A,druhý,иккӗмӗш
810,dritter::A,tretí,виҫҫӗмӗш
811,letzter::A,ostatný,юлашки
812,letzter::A,posledný,юлашки
813,allein::ADV,sám,пӗччен
814,auf einmal::ADV,zároveň,кӗмӗрккен
815,zusammen::ADV,spolu,пӗрле
816,zusammen::ADV,spoločne,пӗрле
817,lange::ADV,dlho,вӑрах
818,plötzlich::ADV,náhle,сасартӑк
819,sofort::ADV,hneď,тӳрех
820,sofort::ADV,ihneď,тӳрех
821,später::ADV,neskoršie,кайран
822,jetzt::ADV,teraz,халь
823,jetzt::ADV,teraz,халӗ
824,heute::ADV,dnes,паян
825,morgen::ADV,zajtra,ыран
826,bald::ADV,skoro,халех
827,bald::ADV,skoro,кӗҫех
828,dann::ADV,nato,унтан
829,dann::ADV,potom,унтан
830,gestern::ADV,včera,ӗнер
831,einst::ADV,kedysi,пӗррехинче
832,einst::ADV,niekedy,пӗррехинче
833,damals::ADV,vtedy,ун чухне
834,damals::ADV,vtedy,апла пулсан
835,danach::ADV,potom,унтан
836,danach::ADV,podľa toho,унтан
837,vorher::ADV,napred,малтан
838,vorher::ADV,predtým,малтан
839,zuerst::ADV,najprv,пирвай
840,einmal::ADV,raz,пӗррехинче
841,einmal::ADV,jedenkrát,пӗррехинче
842,manchmal::ADV,občas,хӑш чухне
843,manchmal::ADV,niekedy,хӑш чухне
844,oft::ADV,často,тӑтӑш
845,immer::ADV,vždy,ялан
846,immer::ADV,ustavične,ялан
847,niemals::ADV,nikdy,нихӑҫан та
848,hier::ADV,tu,кунта
849,hierhin::ADV,sem,кунта
850,hierhin::ADV,tade,кунта
851,von hier::ADV,odtiaľto,кунтан
852,dort::ADV,tam,унта
853,dort::ADV,tam,ҫавӑнта
854,dorthin::ADV,ta,унта
855,dorthin::ADV,ta,ҫавӑнта
856,dorthin::ADV,tam,унта
857,dorthin::ADV,tam,ҫавӑнта
858,geradeaus::ADV,rovno,тикӗс
859,geradeaus::ADV,priamo,тикӗс
860,vorwärts::ADV,napred,малалла
861,rückwärts::ADV,nazad,хыҫала
862,zurück::ADV,späť,каялла
863,zurück::ADV,naspäť,каялла
864,unten::ADV,dolu,аялта
865,unten::ADV,naspodku,аялта
866,hinab::ADV,dolu,аялта
867,oben::ADV,hore,ҫӳлте
868,oben::ADV,navrchu,ҫӳлте
869,hinauf::ADV,hore,ҫӳле
870,hinauf::ADV,navrch,ҫӳле
871,überall::ADV,všade,таҫта та
872,überall::ADV,všade,пур ҫӗрте те
873,überall::ADV,všade,кирек ӑҫта та
874,nicht::ADV,nie,мар
875,ein wenig::ADV,trocha,пӑртак
876,kaum::ADV,ledva,аран
877,sehr::ADV,veľmi,питӗ
878,so::ADV,tak,апла
879,so::ADV,takto,апла
880,noch::ADV,ešte,татах
881,nur::ADV,len,ҫех
882,schon::ADV,už,ӗнтӗ
883,wieder::ADV,zasa,каллех
884,vergebens::ADV,márne,харам
885,vergebens::ADV,nadarmo,харам
886,vor::PRP,pred,умӗнче
887,hinter::PRP,za,кайра
888,unter::PRP,pod,айне
889,unter::PRP,pod,айӗпе
890,unter::PRP,pod,айӗнче
891,unter::PRP,pod,ҫитеспе
892,durch::PRP,cez,витӗр
893,neben::PRP,pri,патӗнче
894,neben::PRP,vedľa,патӗнче
895,zwischen::PRP,medzi,хушшинче
896,wegen::PRP,pre,пула
897,wegen::PRP,pre,пирки
898,wegen::PRP,kvôli,пула
899,wegen::PRP,kvôli,пирки
900,dies::PRN,to,ку
901,dies::PRN,to,ҫак
902,dies::PRN,táto,ку
903,dies::PRN,táto,ҫак
904,das::PRN,to,ҫав
905,alles::PRN,všetko,пурте
906,alles::PRN,všetko,йӑлт
907,ich::PRN,ja,эп
908,du::PRN,ty,эс
909,er::PRN,on,вӑл
910,wir::PRN,my,эпир
911,ihr::PRN,vy,эсир
912,sie::PRN,oni,вӗсем
913,was::FPRN,čo,мӗн
914,was::FPRN,čo,мӗскер
915,was::FPRN,čo,мӗн те пулин
916,wer::FPRN,kto,кам
917,wo::FADV,kde,ӑҫта
918,wohin::FADV,kam,ӑҫта
919,wie::FADV,ako,епле
920,wie::FADV,ako,мӗнле
921,warum::FADV,prečo,ма
922,warum::FADV,prečo,мӗншӗн
923,wieviel::FNUM,koľko,миҫе
924,eins::NUM,jeden,пӗр
925,eins::NUM,jeden,пӗрре
926,zwei::NUM,dva,ик
927,zwei::NUM,dva,икӗ
928,zwei::NUM,dva,иккӗ
929,drei::NUM,tri,виҫ
930,drei::NUM,tri,виҫӗ
931,drei::NUM,tri,виҫҫӗ
932,vier::NUM,štyri,тӑват
933,fünf::NUM,päť,пилӗк
934,fünf::NUM,päť,пиллӗк
935,sechs::NUM,šesť,улт
936,sechs::NUM,šesť,ултӑ
937,sechs::NUM,šesť,улттӑ
938,sieben::NUM,sedem,ҫич
939,sieben::NUM,sedem,ҫичӗ
940,sieben::NUM,sedem,ҫиччӗ
941,acht::NUM,osem,сакӑр
942,acht::NUM,osem,саккӑр
943,neun::NUM,deväť,тӑхӑр
944,neun::NUM,deväť,тӑххӑр
945,zehn::NUM,desať,вунӑ
946,zehn::NUM,desať,вуннӑ
947,elf::NUM,jedenásť,вун пӗр
948,zwölf::NUM,dvanásť,вун ик
949,zwölf::NUM,dvanásť,вун икӗ
950,zwölf::NUM,dvanásť,вун иккӗ
951,zwanzig::NUM,dvadsať,ҫирӗм
952,dreißig::NUM,tridsať,вӑтӑр
953,vierzig::NUM,štyridsať,хӗрӗх
954,fünfzig::NUM,päťdesiat,аллӑ
955,sechzig::NUM,šesťdesiat,утмӑл
956,siebzig::NUM,sedemdesiat,ҫитмӗл
957,achtzig::NUM,osemdesiat,сакӑр вунӑ
958,achtzig::NUM,osemdesiat,сакӑр вуннӑ
959,neunzig::NUM,deväťdesiat,тӑхӑр вун
960,neunzig::NUM,deväťdesiat,тӑхӑр вунӑ
961,neunzig::NUM,deväťdesiat,тӑхӑр вуннӑ
962,hundert::NUM,sto,ҫӗр
963,tausend::NUM,tisíc,пин
964,und::CNJ,i,та
965,oder::CNJ,alebo,е
966,stehen::V,stáť,тӑр
967,sitzen::V,sedieť,лар
968,liegen::V,ležať,вырт
969,hängen::V,visieť,усӑнса тӑр
970,hängen::V,visieť,ҫакӑнса тӑр
971,werden::V,stať sa,пул
972,passieren::V,stať sa,пул
973,beginnen::V,začať sa,пуҫлан
974,enden::V,končiť sa,пӗт
975,enden::V,končiť sa,вӗҫлен
976,wechseln::V,meniť sa,улшӑн
977,aufgehen[Sonne]::V,vychádzať,тух
978,untergehen[Sonne]::V,zapadnúť,анса лар
979,scheinen[Sonne]::V,svietiť,пӑх
980,donnern::V,hrmieť,кӗмсӗртет
981,donnern::V,hrmieť,авӑт
982,wehen::V,viať,варкӑш
983,strömen::V,prúdiť,тӑкӑн
984,fließen::V,tiecť,юх
985,sich drehen::V,točiť sa,ҫаврӑн
986,sich drehen::V,krútiť sa,ҫаврӑн
987,schwanken::V,kolísať,чӳхен
988,schwanken::V,klátiť sa,чӳхен
989,schwingen::V,kývať sa,суллан
990,schwingen::V,chvieť sa,суллан
991,fallen::V,padať,кип
992,fallen::V,padať,тӳр кип
993,fallen::V,padať,татӑлса ан
994,brennen::V,páliť,ҫун
995,brennen::V,horieť,ҫун
996,rauchen::V,dymiť sa,мӑкӑрлан
997,rauchen::V,dymiť sa,тӗтӗм кӑлар
998,regnen::V,pršať,ҫумӑр ҫӑвать
999,gefrieren::V,zamrznút,шӑн
1000,tauen::V,taviť sa,ирӗл
1001,schmelzen::V,taviť sa,ирӗл
1002,trocknen::V,schnúť,тип
1003,sieden::V,vrieť,вӗре
1004,faulen::V,hniť,ҫӗр
1005,verfaulen::V,zhniť,ҫӗр
1006,reißen::V,pretrhnúť sa,ҫурӑл
1007,versinken::V,zapadnúť,пут
1008,versinken::V,potopiť sa,пут
1009,vergehen::V,plynúť,ирт
1010,erscheinen::V,objaviť sa,курӑн
1011,erscheinen::V,objaviť sa,курӑнса кай
1012,verschwinden::V,zmiznúť,ҫухал
1013,sinken::V,klesať,чак
1014,abnehmen::V,ubúdať,чак
1015,zunehmen::V,pribúdať,пысӑклан
1016,steigen::V,stúpať,ҫӗклен
1017,wachsen::V,rásť,ӳс
1018,glänzen::V,jagať sa,ҫиҫ
1019,glänzen::V,lesknúť sa,ҫиҫ
1020,funkeln::V,iskriť sa,ялкӑш
1021,funkeln::V,iskriť sa,йӑлтӑртат
1022,lärmen::V,lomoziť,шавла
1023,läuten::V,cengať,шӑнкӑравла
1024,klingeln::V,zvoniť,шӑнкӑравла
1025,klirren::V,rinčať,калтлат
1026,klirren::V,rinčať,шӑнкӑлтат
1027,brausen::V,hučať,ахӑр
1028,rauschen::V,šumieť,вашӑлтат
1029,rauschen::V,šumieť,чашӑлтат
1030,klingen::V,znieť,янӑра
1031,klingen::V,zvoniť,янӑра
1032,bellen::V,štekať,вӗр
1033,bellen::V,brechať,вӗр
1034,heulen::V,vyť,ула
1035,blasen::V,duť,вӗр
1036,blasen::V,fúkať,вӗр
1037,pfeifen::V,pískať,шӑхӑр
1038,pfeifen::V,hvízdať,шӑхӑр
1039,schreien::V,kričať,кӑшкӑр
1040,stöhnen::V,stenať,йынӑш
1041,zittern::V,triasť sa,чӗтре
1042,leben::V,žiť,пурӑн
1043,geboren werden::V,narodiť sa,ҫурал
1044,atmen::V,dýchať,сывла
1045,trinken::V,piť,ӗҫ
1046,essen::V,jesť,ҫи
1047,schlucken::V,zhltnuť,ҫӑт
1048,müde werden::V,unaviť sa,ӗшен
1049,einschlafen::V,usnúť,ыйха пут
1050,einschlafen::V,usnúť,ҫывӑрса кай
1051,einschlafen::V,zaspať,ыйха пут
1052,einschlafen::V,zaspať,ҫывӑрса кай
1053,schlafen::V,spať,ҫывӑр
1054,aufwachen::V,zobudiť sa,вӑран
1055,aufstehen::V,vstať,тӑр
1056,sich erholen::V,zotavovať sa,кан
1057,sich erholen::V,oddýchovať si,кан
1058,krank werden::V,ochorieť,чирле
1059,krank sein::V,chorieť,чирле
1060,krank sein::V,byť chorý,чирле
1061,schmerzen::V,bolieť,сур
1062,schmerzen::V,bolieť,ырат
1063,husten::V,kašľať,ӳсӗр
1064,genesen::V,uzdraviť sa,сывал
1065,genesen::V,uzdraviť sa,тӳрлен
1066,sterben::V,umrieť,вил
1067,sterben::V,zomrieť,вил
1068,umkommen::V,zahynúť,вил
1069,sich bewegen::V,pohybovať sa,куҫ
1070,sich rühren::V,hnúť sa,хускал
1071,sich erheben::V,zdvihnúť sa,тӑр
1072,sich setzen::V,sadnúť si,лар
1073,hinfallen::V,spadnúť,ӳк
1074,laufen::V,bežať,ут
1075,schreiten::V,kráčať,ут
1076,spazierengehen::V,prechádzať sa,уҫӑлса ҫӳре
1077,spazierengehen::V,prechádzať sa,уткаласа ҫӳре
1078,eilen::V,súriť,васка
1079,eilen::V,súriť,хыпалан
1080,sich beeilen::V,ponáhľať sa,васка
1081,sich beeilen::V,ponáhľať sa,хыпалан
1082,sausen::V,hučať,ыткӑн
1083,sausen::V,hučať,вӗҫтер
1084,rennen::V,bežať,чуп
1085,springen::V,skákať,сик
1086,klettern::V,liezť,улӑх
1087,schaukeln::V,húpať,йӳрӗн
1088,schaukeln::V,hojdať,йӳрӗн
1089,kriechen::V,liezť,шу
1090,kriechen::V,liezť,упален
1091,kriechen::V,plaziť sa,шу
1092,kriechen::V,plaziť sa,упален
1093,schwimmen::V,plávať,иш
1094,tauchen::V,ponoriť sa,чӑм
1095,rudern::V,veslovať,авӑс
1096,fahren::V,ísť,пыр
1097,fahren::V,jazdiť,пыр
1098,fliegen::V,letieť,вӗҫ
1099,gehen::V,ísť,кай
1100,weggehen::V,odísť,кай
1101,weggehen::V,odchádzať,кай
1102,abfahren::V,odcestovať,тапран
1103,anhalten::V,zadržať sa,чарӑн
1104,anhalten::V,zastaviť sa,чарӑн
1105,hineingehen::V,vchádzať,кӗр
1106,eintreten::V,vojsť,кӗр
1107,eintreten::V,vstúpiť,кӗр
1108,kommen::V,prísť,кил
1109,ankommen::V,prísť,ҫит
1110,ankommen::V,doraziť,ҫит
1111,zurückkommen::V,vrátiť sa,таврӑн
1112,zurückkommen::V,vrátiť sa,каялла кил
1113,bleiben::V,ostať,юл
1114,bleiben::V,zostať,юл
1115,warten::V,čakať,кӗт
1116,erwarten::V,očakávať,кӗт
1117,suchen::V,hľadať,шыра
1118,finden::V,nájsť,туп
1119,versuchen::V,skúsiť,пикен
1120,versuchen::V,pokúsiť sa,пикен
1121,vorbereiten::V,pripraviť,хатӗрле
1122,lieben::V,ľúbiť,юрат
1123,lieben::V,milovať,юрат
1124,mögen::V,mať rád,кӑмӑлла
1125,mögen::V,mať rád,килӗштер
1126,lachen::V,smiať sa,кул
1127,lachen::V,smiať sa,ахӑлтат
1128,rühren::V,dojať,ҫулӑх
1129,weinen::V,plakať,йӗр
1130,weinen::V,plakať,макӑр
1131,schimpfen::V,nadávať,вӑрҫ
1132,schimpfen::V,nadávať,ятлаҫ
1133,sich ärgern::V,hnevať sa,ҫиллен
1134,sich ärgern::V,zlostiť sa,ҫиллен
1135,sich fürchten::V,báť sa,шиклен
1136,fürchten::V,báť sa,хӑра
1137,fliehen::V,utekať,тар
1138,flüchten::V,utiecť,чупса тар
1139,sehen::V,vidieť,кур
1140,anschauen::V,pozrieť sa na,пӑхса ил
1141,ansehen::V,pozrieť,пӑх
1142,hören::V,počúvať,илт
1143,zuhören::V,počúvať,итле
1144,zuhören::V,počúvať,тӑнла
1145,probieren::V,ochutnať,астив
1146,riechen::V,ňuchať,шӑршла
1147,fühlen::V,cítiť,туй
1148,fühlen::V,cítiť,сис
1149,fühlen::V,pociťovať,туй
1150,fühlen::V,pociťovať,сис
1151,scheinen::V,zdať sa,туйӑн
1152,zu sehen sein::V,byť vidieť,курӑн
1153,vernehmen::V,počuť,пӑл
1154,frieren::V,mrznúť,йӳтен
1155,frieren::V,oziabať,йӳтен
1156,tun::V,robiť,ту
1157,können::V,môcť,пултар
1158,wollen::V,chcieť,те
1159,anfangen::V,začať,пуҫла
1160,beenden::V,skončiť,пӗтер
1161,aufhören::V,prestať,пӑрах
1162,gelingen::V,podariť sa,ӑн
1163,geraten::V,dariť sa,пул
1164,öffnen::V,otvoriť,уҫ
1165,schließen::V,zavrieť,хуп
1166,stellen::V,postaviť,ларт
1167,stellen::V,postaviť,тӑрат
1168,setzen::V,posadiť,ларт
1169,legen::V,klásť,хур
1170,legen::V,položiť,хур
1171,berühren::V,dotykať sa,перӗн
1172,verbinden::V,spojiť,сып
1173,bedecken::V,pokryť,вит
1174,aufhängen::V,zavesiť,ҫак
1175,anzünden::V,zapáliť,ҫут
1176,aufheben::V,zdvihnúť,ҫӗкле
1177,zurücklassen::V,zanechať,манса хӑвар
1178,verlieren::V,stratiť,ҫӗтер
1179,fallen lassen::V,pustiť,ӳкер
1180,machen::V,robiť,ту
1181,herstellen::V,vyrobiť,ӑстала
1182,bauen::V,stavať,ту
1183,bauen::V,budovať,ту
1184,reparieren::V,opraviť,юса
1185,verbessern::V,zlepšiť,лайӑхлат
1186,ändern::V,zmeniť,улӑштар
1187,ändern::V,preinačiť,улӑштар
1188,graben::V,ryť,чав
1189,graben::V,ryť,чакала
1190,graben::V,kopať,чав
1191,graben::V,kopať,чакала
1192,beugen::V,ohnúť,кукӑрт
1193,biegen::V,ohnúť,ав
1194,biegen::V,ohnúť,кукӑрт
1195,drehen::V,točiť,ҫавӑр
1196,drehen::V,krútiť,ҫавӑр
1197,wenden::V,obrátiť,ӳпӗнтер
1198,wenden::V,prevrátiť,ӳпӗнтер
1199,umdrehen::V,otočiť,ҫавӑр
1200,umdrehen::V,obrátiť,ҫавӑр
1201,heben::V,dvíhať,хӑпарт
1202,heben::V,povzniesť,хӑпарт
1203,hochheben::V,zdvihnúť,йӑт
1204,ergreifen::V,uchopiť sa,тыт
1205,halten::V,držať,тыт
1206,drücken::V,tisnúť,пус
1207,schieben::V,posunovať,тӗк
1208,schieben::V,posunovať,тӗрт
1209,kratzen::V,škrabať,хыр
1210,lecken::V,lízať,ҫула
1211,beißen::V,kúsať,ҫырт
1212,beißen::V,kúsať,хып
1213,abreißen::V,odtrhnúť,тат
1214,abschneiden::V,odrezať,кас
1215,abschneiden::V,odkrojiť,кас
1216,binden::V,zaviazať,ҫых
1217,binden::V,priviazať,ҫых
1218,stecken::V,strčiť,чик
1219,brechen::V,zlomiť,хуҫ
1220,klopfen::V,tĺcť,такка
1221,klopfen::V,klopať,такка
1222,hauen::V,nabiť,шакка
1223,kleben::V,lepiť,ҫыпӑҫтар
1224,kleben::V,nalepiť,ҫыпӑҫтар
1225,reiben::V,trieť,сӑтӑр
1226,streichen::V,namazať,сӗр
1227,schleifen::V,ostríť,хӑйра
1228,schneiden::V,rezať,кас
1229,schneiden::V,strihať,кас
1230,rütteln::V,triasť,лӑка
1231,rütteln::V,triasť,силлентер
1232,rütteln::V,lomcovať,лӑка
1233,rütteln::V,lomcovať,силлентер
1234,schütteln::V,triasť,лӑка
1235,schütteln::V,triasť,силлентер
1236,schütteln::V,potriasť,лӑка
1237,schütteln::V,potriasť,силлентер
1238,schwenken::V,mávať,сулла
1239,schütten::V,sypať,тултар
1240,füllen::V,plniť,тултар
1241,einwickeln::V,zabaliť,чӗрке
1242,tragen::V,niesť,ҫӗкле
1243,schleppen::V,vliecť,сӗтӗр
1244,ziehen::V,ťahať,тӑс
1245,aufbewahren::V,uložiť,усра
1246,aufbewahren::V,uschovať,усра
1247,werfen::V,hodiť,пӑрах
1248,werfen::V,vrhnúť,пӑрах
1249,fangen::V,chytať,тыт
1250,packen::V,baliť,тыт
1251,packen::V,chytiť,тыт
1252,verstecken::V,skryť,пытарса хур
1253,verstecken::V,schovať,пытарса хур
1254,teilen::V,podeliť,уйӑр
1255,teilen::V,podeliť,пайла
1256,teilen::V,rozdeliť,уйӑр
1257,teilen::V,rozdeliť,пайла
1258,schicken::V,posielať,яр
1259,bringen::V,priniesť,кӳр
1260,hinzufügen::V,pripojiť,хуш
1261,bekommen::V,dostať,ил
1262,bekommen::V,dostať,туян
1263,erhalten::V,prijať,ил
1264,erhalten::V,prijať,туян
1265,nehmen::V,vziať,ил
1266,wählen::V,voliť,суйла
1267,auswählen::V,vybrať,суйла
1268,auswählen::V,vyvoliť,суйла
1269,bewahren::V,zachovať,упра
1270,behindern::V,zavadzať,кансӗрле
1271,behindern::V,zavadzať,чӑрмантар
1272,behindern::V,byť v ceste,кансӗрле
1273,behindern::V,byť v ceste,чӑрмантар
1274,verderben::V,skaziť,пӑс
1275,beschädigen::V,ublížiť,пӑс
1276,beschädigen::V,poškodiť,пӑс
1277,zerbrechen::V,rozbiť,ват
1278,zerbrechen::V,rozbiť,ҫӗмӗр
1279,zerbrechen::V,prelomiť,ват
1280,zerbrechen::V,prelomiť,ҫӗмӗр
1281,zerreißen::V,pretrhnúť,ҫур
1282,zerstören::V,zničiť,иш
1283,verbrennen::V,spáliť,ҫунтар
1284,geben::V,dať,пар
1285,reichen::V,podať,пар
1286,schenken::V,darovať,парнеле
1287,versprechen::V,sľúbiť,тума пул
1288,versprechen::V,sľúbiť,сӑмах пар
1289,wünschen::V,želať,сун
1290,loben::V,chváliť,ырла
1291,küssen::V,bozkať,чуп ту
1292,wiegen::V,kolísať,сиктер
1293,wiegen::V,kolísať,силле
1294,zudecken::V,prikryť,вит
1295,wecken::V,zobudiť,вӑрат
1296,zeigen::V,ukázať,кӑтарт
1297,führen::V,viesť,илсе пыр
1298,führen::V,viesť,ҫавӑтса пыр
1299,lehren::V,učiť,вёрент
1300,unterrichten::V,vyučovať,вёрент
1301,aufziehen::V,vychovať,вӗрент
1302,leiten::V,viesť,тытса пыр
1303,antreiben::V,popudiť,васкат
1304,lassen::V,dať,пусахла
1305,lassen::V,dať,хуш
1306,einladen::V,pozvať,чӗн
1307,einladen::V,povolať,чӗн
1308,vereinigen::V,spojiť,пӗрлештер
1309,vereinigen::V,zjednotiť,пӗрлештер
1310,besuchen::V,navštíviť,ҫит
1311,besuchen::V,navštíviť,кӗрсе кур
1312,treffen::V,stretnúť,тӗл пул
1313,sich versammeln::V,zhromaždiť sa,пуҫтарӑн
1314,spielen::V,hrať,выля
1315,singen::V,spievať,юрла
1316,tanzen::V,tancovať,ташла
1317,sich trennen::V,rozísť sa,уйрӑл
1318,verlassen::V,opustiť,хӑвар
1319,retten::V,zachrániť,ҫӑл
1320,bewachen::V,strážiť,хуралла
1321,schützen::V,chrániť,сыхла
1322,verteidigen::V,brániť,хӳтӗле
1323,sich schlagen::V,biť sa,ҫапӑҫ
1324,schießen::V,streliť,пер
1325,schießen::V,strieľať,пер
1326,siegen::V,zvíťaziť,ҫӗн
1327,siegen::V,zvíťaziť,ҫӗнтер
1328,ärgern::V,hnevať,тарӑхтар
1329,ärgern::V,hnevať,ҫиллентер
1330,ärgern::V,zlostiť,тарӑхтар
1331,ärgern::V,zlostiť,ҫиллентер
1332,schlagen::V,biť,ҫап
1333,schlagen::V,udrieť,ҫап
1334,treten::V,kopnúť,тап
1335,stechen::V,bodnúť,чик
1336,stechen::V,pichnúť,чик
1337,stoßen::V,udrieť,чыш
1338,stehlen::V,kradnúť,вӑрла
1339,stören::V,vyrušiť,кансӗрле
1340,belästigen::V,obťažovať,аптӑрат
1341,belästigen::V,obťažovať,хупла
1342,verbergen::V,skryť,пытар
1343,täuschen::V,sklamať,суй
1344,betrügen::V,klamať,ултала
1345,betrügen::V,podvádzať,ултала
1346,töten::V,zabiť,вӗлер
1347,töten::V,usmrtiť,вӗлер
1348,wohnen::V,bývať,чуна пар
1349,wohnen::V,bývať,парӑнса тӑр
1350,arbeiten::V,pracovať,ӗҫле
1351,sammeln::V,zbierať,пух
1352,pflücken::V,trhať,тат
1353,pflücken::V,oberať,тат
1354,jagen::V,poľovať,сунара ҫӳре
1355,fischen::V,loviť ryby,пулӑ тыт
1356,fischen::V,chytať ryby,пулӑ тыт
1357,fassen::V,uloviť,тыт
1358,hüten::V,pásť,кӗт
1359,treiben::V,hnať,хӑвала
1360,anbinden::V,priviazať,кӑкар
1361,füttern::V,kŕmiť,ҫитер
1362,melken::V,dojiť,су
1363,hacken::V,seknúť,вакла
1364,gießen::V,polievať,шӑвар
1365,reifen::V,dozrieť,пиҫ
1366,zubereiten::V,pripraviť,пӗҫер
1367,kochen::V,variť,пӗҫер
1368,backen::V,piecť,пӗҫер
1369,backen::V,smažiť,пӗҫер
1370,braten::V,piecť,ӑшала
1371,braten::V,pražiť,ӑшала
1372,umrühren::V,pomiešať,хутӑштар
1373,stricken::V,pliesť,ҫых
1374,nähen::V,šiť,ҫӗле
1375,färben::V,zafarbiť,пӗвет
1376,reinigen::V,čistiť,тасат
1377,waschen::V,myť,ҫу
1378,abwischen::V,utrieť,шӑл
1379,spülen::V,vyplachovať,чӳхе
1380,fegen::V,zametať,шӑл
1381,kehren::V,zametať,шӑл
1382,baden::V,kúpať sa,шыва кӗр
1383,sich waschen::V,umývať sa,ҫӑвӑн
1384,ausziehen::V,zobliecť,салан
1385,anziehen::V,obliecť,тӑхӑн
1386,sich anziehen::V,obliecť sa,тӑхӑн
1387,kämmen::V,česať,тура
1388,schmücken::V,ozdobiť,илемлет
1389,sagen::V,povedať,те
1390,sprechen::V,hovoriť,кала
1391,reden::V,rozprávať,сӑмахла
1392,reden::V,rozprávať,калаҫ
1393,sich unterhalten::V,rozprávať sa,пупле
1394,fragen::V,spýtať sa,ыйт
1395,bitten::V,prosiť,ыйт
1396,erzählen::V,rozprávať,каласа пар
1397,mitteilen::V,oznámiť,пӗлтер
1398,mitteilen::V,oznámiť,хыпарла
1399,nennen::V,nazvať,те
1400,nennen::V,nazvať,чӗн
1401,nennen::V,menovať,те
1402,nennen::V,menovať,чӗн
1403,rufen::V,volať,чӗн
1404,rufen::V,zavolať,чӗн
1405,prahlen::V,vystatovať sa,мухтан
1406,prahlen::V,vystatovať sa,вӗҫкӗнлен
1407,übersetzen::V,preložiť,куҫар
1408,denken::V,myslieť,шухӑшла
1409,glauben::V,veriť,ӗнен
1410,bemerken::V,podotknuť,асӑрха
1411,bemerken::V,spozorovať,асӑрха
1412,erkennen::V,poznať,палла
1413,begreifen::V,pochopiť,ӑнлан
1414,begreifen::V,porozumieť,ӑнлан
1415,verstehen::V,rozumieť,пӗл
1416,lernen::V,učiť sa,вӗрен
1417,wissen::V,vedieť,пӗл
1418,wissen::V,vedieť,ӑнкар
1419,sich erinnern an::V,pamätať si na,аса ил
1420,vergessen::V,zabudnuť,ман
1421,vergessen::V,zabudnuť,манса кай
1422,messen::V,merať,виҫ
1423,zählen::V,počítať,шутла
1424,rechnen::V,rátať,шутла
1425,rechnen::V,počítať,шутла
1426,lesen::V,čítať,вула
1427,malen::V,maľovať,ӳкер
1428,zeichnen::V,kresliť,ӳкер
1429,schreiben::V,písať,ҫыр
