,Concept_ID,hr,hu
855,allein::ADV,sam,egyedül
856,auf einmal::ADV,istodobno,egyszerre
857,zusammen::ADV,skupa,együtt
858,zusammen::ADV,skupa,összesen
859,zusammen::ADV,zajedno,együtt
860,zusammen::ADV,zajedno,összesen
861,lange::ADV,dugo,sokáig
862,lange::ADV,dugo,hosszan
863,plötzlich::ADV,naglo,hirtelen
864,plötzlich::ADV,naglo,egyszerre
865,plötzlich::ADV,iznenada,hirtelen
866,plötzlich::ADV,iznenada,egyszerre
867,sofort::ADV,odmah,rögtön
868,sofort::ADV,odmah,tüstént
869,später::ADV,kasnije,későn
870,jetzt::ADV,sad,most
871,jetzt::ADV,sada,most
872,heute::ADV,danas,ma
873,morgen::ADV,sutra,holnap
874,bald::ADV,skoro,majd
875,bald::ADV,skoro,nemsokára
876,bald::ADV,doskora,majd
877,bald::ADV,doskora,nemsokára
878,dann::ADV,zatim,akkor
879,gestern::ADV,juče,tegnap
880,gestern::ADV,jučer,tegnap
881,einst::ADV,negda,hajdan
882,einst::ADV,nekada,hajdan
883,damals::ADV,tada,akkor
884,damals::ADV,tada,akkoriban
885,damals::ADV,onda,akkor
886,damals::ADV,onda,akkoriban
887,danach::ADV,poslije,azután
888,danach::ADV,nakon toga,azután
889,vorher::ADV,prije,előbb
890,vorher::ADV,prije toga,előbb
891,zuerst::ADV,prvo,először
892,zuerst::ADV,najprije,először
893,einmal::ADV,jednom,egyszer
894,einmal::ADV,jedanput,egyszer
895,manchmal::ADV,katkad,néha
896,manchmal::ADV,katkad,olykor
897,manchmal::ADV,katkada,néha
898,manchmal::ADV,katkada,olykor
899,oft::ADV,često,sokszor
900,immer::ADV,vazda,mindig
901,immer::ADV,uvijek,mindig
902,niemals::ADV,nikad,sohasem
903,niemals::ADV,nikada,sohasem
904,hier::ADV,tu,itt
905,hier::ADV,ovdje,itt
906,hierhin::ADV,amo,erre
907,hierhin::ADV,ovamo,erre
908,von hier::ADV,odavde,innen
909,dort::ADV,ondje,ott
910,dorthin::ADV,onamo,oda
911,geradeaus::ADV,ravno,egyenesen
912,vorwärts::ADV,naprijed,előre
913,rückwärts::ADV,natrag,hátrafelé
914,zurück::ADV,nazad,hátra
915,zurück::ADV,nazad,vissza
916,zurück::ADV,natrag,hátra
917,zurück::ADV,natrag,vissza
918,unten::ADV,dolje,alul
919,hinab::ADV,nizbrdo,le
920,hinab::ADV,nizbrdo,lefelé
921,oben::ADV,gore,fenn
922,oben::ADV,gore,felül
923,hinauf::ADV,uzbrdo,fel
924,hinauf::ADV,uzbrdo,felfelé
925,überall::ADV,svuda,mindenütt
926,überall::ADV,svagdje,mindenütt
927,nicht::ADV,ne,nem
928,ein wenig::ADV,malo,egy kicsit
929,kaum::ADV,tek,alig
930,kaum::ADV,jedva,alig
931,sehr::ADV,jako,nagyon
932,sehr::ADV,veoma,nagyon
933,so::ADV,tako,úgy
934,so::ADV,ovako,úgy
935,noch::ADV,još,még
936,nur::ADV,samo,csak
937,nur::ADV,samo,csupán
938,schon::ADV,već,már
939,wieder::ADV,opet,ismét
940,wieder::ADV,opet,megint
941,wieder::ADV,ponovo,ismét
942,wieder::ADV,ponovo,megint
943,vergebens::ADV,uzalud,hiába
944,vergebens::ADV,zabadava,hiába
945,vor::PRP,pred,előtt
946,vor::PRP,ispred,előtt
947,hinter::PRP,za,mögött
948,hinter::PRP,iza,mögött
949,unter::PRP,pod,alatt
950,unter::PRP,ispod,alatt
951,durch::PRP,po,át
952,durch::PRP,po,keresztül
953,durch::PRP,kroz,át
954,durch::PRP,kroz,keresztül
955,neben::PRP,kraj,mellett
956,neben::PRP,pored,mellett
957,neben::PRP,pokraj,mellett
958,zwischen::PRP,među,között
959,zwischen::PRP,između,között
960,wegen::PRP,radi,miatt
961,wegen::PRP,radi,végett
962,wegen::PRP,zbog,miatt
963,wegen::PRP,zbog,végett
964,dies::PRN,ovo,ez
965,das::PRN,to,az
966,das::PRN,ono,az
967,alles::PRN,sve,minden
968,ich::PRN,ja,én
969,du::PRN,ti,te
970,er::PRN,on,ő
971,wir::PRN,mi,mi
972,ihr::PRN,vi,ti
973,sie::PRN,oni,ők
974,was::FPRN,što,mi
975,wer::FPRN,tko,ki
976,wo::FADV,gdje,hol
977,wohin::FADV,kuda,hova
978,wohin::FADV,kamo,hova
979,wie::FADV,kako,hogy
980,wie::FADV,kako,hogyan
981,warum::FADV,zašto,miért
982,wieviel::FNUM,koliko,hány
983,wieviel::FNUM,koliko,mennyi
984,eins::NUM,jedan,egy
985,zwei::NUM,dva,kettő
986,drei::NUM,tri,három
987,vier::NUM,četiri,négy
988,fünf::NUM,pet,öt
989,sechs::NUM,šest,hat
990,sieben::NUM,sedam,hét
991,acht::NUM,osam,nyolc
992,neun::NUM,devet,kilenc
993,zehn::NUM,deset,tíz
994,elf::NUM,jedanaest,tizenegy
995,zwölf::NUM,dvanaest,tizenkettő
996,zwanzig::NUM,dvadeset,húsz
997,dreißig::NUM,trideset,harminc
998,vierzig::NUM,četrdeset,negyven
999,fünfzig::NUM,pedeset,ötven
1000,sechzig::NUM,šezdeset,hatvan
1001,siebzig::NUM,sedamdeset,hetven
1002,achtzig::NUM,osamdeset,nyolcvan
1003,neunzig::NUM,devetdeset,kilencven
1004,hundert::NUM,sto,száz
1005,tausend::NUM,tisuća,ezer
1006,und::CNJ,i,és
1007,und::CNJ,i,meg
1008,und::CNJ,te,és
1009,und::CNJ,te,meg
1010,oder::CNJ,ili,vagy
1011,stehen::V,stajati,áll
1012,sitzen::V,sjediti,ül
1013,liegen::V,ležati,fekszik
1014,hängen::V,visiti,függ
1015,werden::V,postati,lesz
1016,werden::V,činiti se,lesz
1017,passieren::V,desiti se,történik
1018,passieren::V,dogoditi se,történik
1019,beginnen::V,početi,kezdődik
1020,enden::V,prestati,végződik
1021,enden::V,prestati,befejeződik
1022,enden::V,svršiti se,végződik
1023,enden::V,svršiti se,befejeződik
1024,wechseln::V,mijenjati se,változik
1025,aufgehen[Sonne]::V,izići,kel
1026,untergehen[Sonne]::V,zaći,lemegy
1027,scheinen[Sonne]::V,sijati,süt
1028,donnern::V,grmjeti,dörög
1029,wehen::V,duhati,fúj
1030,strömen::V,strujati,áramlik
1031,fließen::V,teći,folyik
1032,sich drehen::V,obrtati se,forog
1033,sich drehen::V,vrtjeti se,forog
1034,schwanken::V,teturati,inog
1035,schwanken::V,teturati,ingadozik
1036,schwanken::V,kolebati se,inog
1037,schwanken::V,kolebati se,ingadozik
1038,schwingen::V,njihati,leng
1039,schwingen::V,titrati,leng
1040,fallen::V,padati,esik
1041,brennen::V,gorjeti,ég
1042,rauchen::V,dimiti se,füstöl
1043,regnen::V,kišiti,esik
1044,regnen::V,daždjeti,esik
1045,gefrieren::V,smrznuti se,megfagy
1046,tauen::V,kopnjeti,olvad
1047,tauen::V,kraviti se,olvad
1048,schmelzen::V,topiti se,olvad
1049,schmelzen::V,topiti se,elolvad
1050,trocknen::V,sušiti se,szárad
1051,sieden::V,kipjeti,forr
1052,sieden::V,ključati,forr
1053,faulen::V,gnjiti,rothad
1054,verfaulen::V,sagnjiti,elrothad
1055,verfaulen::V,sagnjiti,megrothad
1056,reißen::V,otrgnuti se,szakad
1057,versinken::V,tonuti,süllyed
1058,versinken::V,tonuti,elsüllyed
1059,versinken::V,propasti,süllyed
1060,versinken::V,propasti,elsüllyed
1061,vergehen::V,prolaziti,múlik
1062,vergehen::V,prolaziti,elmúlik
1063,erscheinen::V,pojaviti se,feltűnik
1064,erscheinen::V,pojaviti se,megjelenik
1065,verschwinden::V,nestati,letűnik
1066,verschwinden::V,izgubiti se,letűnik
1067,sinken::V,trgnuti,süllyed
1068,sinken::V,spustiti se,süllyed
1069,abnehmen::V,opasti,apad
1070,abnehmen::V,opasti,csökken
1071,zunehmen::V,povećati se,növekszik
1072,zunehmen::V,povećati se,gyarapszik
1073,steigen::V,uzići,emelkedik
1074,steigen::V,nadoći,emelkedik
1075,wachsen::V,rasti,nő
1076,wachsen::V,rasti,terem
1077,wachsen::V,rasti,növekszik
1078,glänzen::V,blistati,ragyog
1079,glänzen::V,blistati,fénylik
1080,glänzen::V,sjati se,ragyog
1081,glänzen::V,sjati se,fénylik
1082,funkeln::V,svjetlucati,csillog
1083,funkeln::V,svjetlucati,tündöklik
1084,lärmen::V,bučati,lármázik
1085,lärmen::V,galamiti,lármázik
1086,läuten::V,zvoniti,cseng
1087,klingeln::V,zvoniti,csenget
1088,klirren::V,zvečati,csörömpöl
1089,brausen::V,hujati,zúg
1090,brausen::V,hujati,morajlik
1091,rauschen::V,šumiti,zúg
1092,rauschen::V,šuškati,zúg
1093,klingen::V,zvučati,hangzik
1094,bellen::V,lajati,ugat
1095,heulen::V,zavijati,bőg
1096,heulen::V,zavijati,üvölt
1097,blasen::V,puhati,fúj
1098,pfeifen::V,fućkati,fütyül
1099,schreien::V,vikati,kiált
1100,schreien::V,vikati,kiabál
1101,schreien::V,kričati,kiált
1102,schreien::V,kričati,kiabál
1103,stöhnen::V,stenjati,nyög
1104,zittern::V,drhtati,remeg
1105,zittern::V,drhtati,reszket
1106,zittern::V,trepetati,remeg
1107,zittern::V,trepetati,reszket
1108,leben::V,živjeti,él
1109,geboren werden::V,roditi se,születik
1110,atmen::V,disati,lélegzik
1111,trinken::V,piti,iszik
1112,essen::V,jesti,eszik
1113,schlucken::V,gutati,nyel
1114,müde werden::V,umoriti se,elfárad
1115,müde werden::V,umoriti se,kifárad
1116,einschlafen::V,usnuti,elalszik
1117,einschlafen::V,zaspati,elalszik
1118,schlafen::V,spati,alszik
1119,aufwachen::V,probuditi se,felébred
1120,aufstehen::V,ustati,felkel
1121,sich erholen::V,odmoriti se,pihen
1122,krank werden::V,oboljeti se,megbetegedik
1123,krank werden::V,oboljeti se,belebetegszik
1124,krank werden::V,razboljeti se,megbetegedik
1125,krank werden::V,razboljeti se,belebetegszik
1126,krank sein::V,bolovati,betegeskedik
1127,schmerzen::V,boljeti,fáj
1128,husten::V,kašljati,köhög
1129,genesen::V,ozdraviti,meggyógyul
1130,genesen::V,oporaviti se,meggyógyul
1131,sterben::V,umrijeti,hal
1132,umkommen::V,skapati,elpusztul
1133,sich bewegen::V,gibati se,mozog
1134,sich bewegen::V,kretati se,mozog
1135,sich rühren::V,maknuti se,mozdul
1136,sich erheben::V,dići se,feláll
1137,sich erheben::V,dići se,felemelkedik
1138,sich setzen::V,sjesti,ül
1139,sich setzen::V,sjesti,leül
1140,hinfallen::V,pasti,bukik
1141,hinfallen::V,pasti,elesik
1142,laufen::V,hodati,jár
1143,schreiten::V,stupati,lép
1144,spazierengehen::V,šetati se,sétál
1145,eilen::V,hitati,siet
1146,sich beeilen::V,požuriti se,siet
1147,sausen::V,juriti,robog
1148,rennen::V,trčati,fut
1149,rennen::V,trčati,szalad
1150,springen::V,skakati,ugrik
1151,klettern::V,popeti se,kúszik
1152,klettern::V,penjati se,kúszik
1153,schaukeln::V,ljuljati se,hintázik
1154,kriechen::V,puzati,kúszik
1155,kriechen::V,gmizati,kúszik
1156,schwimmen::V,plivati,úszik
1157,tauchen::V,roniti,merül
1158,tauchen::V,gnjuriti,merül
1159,rudern::V,veslati,evez
1160,fahren::V,voziti se,jár
1161,fahren::V,voziti se,megy
1162,fahren::V,voziti se,utazik
1163,fliegen::V,letjeti,száll
1164,fliegen::V,lijetati,száll
1165,gehen::V,ići,megy
1166,weggehen::V,otići,elmegy
1167,abfahren::V,krenuti,indul
1168,abfahren::V,otputovati,indul
1169,anhalten::V,stati,megáll
1170,anhalten::V,zaustaviti,megáll
1171,hineingehen::V,ulaziti,bemegy
1172,eintreten::V,ući,belép
1173,kommen::V,doći,jön
1174,ankommen::V,stići,érkezik
1175,ankommen::V,stići,megérkezik
1176,zurückkommen::V,vratiti se,visszajön
1177,zurückkommen::V,povratiti se,visszajön
1178,bleiben::V,ostati,marad
1179,bleiben::V,ostati,megmarad
1180,warten::V,čekati,vár
1181,warten::V,čekati,várakozik
1182,erwarten::V,očekivati,vár
1183,erwarten::V,očekivati,megvár
1184,suchen::V,tražiti,kutat
1185,finden::V,naći,talál
1186,versuchen::V,pokušati,megpróbál
1187,versuchen::V,pokušati,megkísérel
1188,vorbereiten::V,spremiti,előkészít
1189,vorbereiten::V,pripremiti,előkészít
1190,lieben::V,voljeti,szeret
1191,mögen::V,voljeti,szeret
1192,lachen::V,smijati se,nevet
1193,rühren::V,taknuti,mozdít
1194,weinen::V,plakati,sír
1195,schimpfen::V,psovati,szid
1196,schimpfen::V,psovati,szitkozódik
1197,sich ärgern::V,ljutiti se,mérgelődik
1198,sich ärgern::V,ljutiti se,bosszankodik
1199,sich fürchten::V,bojati se,fél
1200,sich fürchten::V,bojati se,retteg
1201,fürchten::V,bojati se,fél
1202,fliehen::V,pobjeći,menekül
1203,flüchten::V,utjeći,elmenekül
1204,sehen::V,vidjeti,néz
1205,anschauen::V,ogledati,megnéz
1206,ansehen::V,gledati,néz
1207,ansehen::V,gledati,ránéz
1208,ansehen::V,gledati,megnéz
1209,hören::V,čuti,hall
1210,zuhören::V,slušati,hallgat
1211,zuhören::V,slušati,meghallgat
1212,probieren::V,probati,kóstol
1213,probieren::V,probati,megkóstol
1214,riechen::V,osjećati miris,szagol
1215,fühlen::V,osjećati,érez
1216,scheinen::V,činiti se,tűnik
1217,scheinen::V,činiti se,látszik
1218,zu sehen sein::V,biti vidljiv,mutatkozik
1219,vernehmen::V,saznati,hall
1220,frieren::V,zima je,fázik
1221,tun::V,raditi,csinál
1222,tun::V,raditi,cselekszik
1223,können::V,moći,tud
1224,wollen::V,htjeti,akar
1225,anfangen::V,početi,kezd
1226,beenden::V,svršiti,befejez
1227,beenden::V,dovršiti,befejez
1228,aufhören::V,prestati,megszűnik
1229,gelingen::V,uspjeti,sikerül
1230,geraten::V,desiti se,kerül
1231,geraten::V,desiti se,jut
1232,öffnen::V,otvoriti,nyit
1233,öffnen::V,otvoriti,kinyit
1234,schließen::V,zatvoriti,csuk
1235,schließen::V,zatvoriti,becsuk
1236,stellen::V,metnuti,állít
1237,stellen::V,metnuti,helyez
1238,stellen::V,postaviti,állít
1239,stellen::V,postaviti,helyez
1240,setzen::V,posaditi,ültet
1241,setzen::V,posaditi,helyez
1242,legen::V,polagati,tesz
1243,legen::V,polagati,fektet
1244,berühren::V,doticati,érint
1245,berühren::V,dodirivati,érint
1246,verbinden::V,spojiti,beköt
1247,verbinden::V,spojiti,összeköt
1248,verbinden::V,zavezati,beköt
1249,verbinden::V,zavezati,összeköt
1250,bedecken::V,pokriti,betakar
1251,bedecken::V,pokriti,beborít
1252,aufhängen::V,objesiti,felakaszt
1253,anzünden::V,upaliti,gyújt
1254,anzünden::V,upaliti,meggyújt
1255,anzünden::V,zapaliti,gyújt
1256,anzünden::V,zapaliti,meggyújt
1257,aufheben::V,podići,felemel
1258,aufheben::V,podignuti,felemel
1259,zurücklassen::V,ostaviti,hátrahagy
1260,zurücklassen::V,pustiti natrag,hátrahagy
1261,verlieren::V,izgubiti,veszít
1262,verlieren::V,izgubiti,elveszít
1263,fallen lassen::V,ispustiti,elejt
1264,machen::V,uraditi,tesz
1265,machen::V,uraditi,csinál
1266,machen::V,načiniti,tesz
1267,machen::V,načiniti,csinál
1268,machen::V,napraviti,tesz
1269,machen::V,napraviti,csinál
1270,herstellen::V,proizvesti,gyárt
1271,herstellen::V,proizvesti,előállít
1272,bauen::V,graditi,épít
1273,reparieren::V,popraviti,javít
1274,reparieren::V,popraviti,kijavít
1275,reparieren::V,popraviti,megjavít
1276,verbessern::V,poboljšati,megjavít
1277,ändern::V,promijeniti,változtat
1278,ändern::V,promijeniti,megváltoztat
1279,graben::V,kopati,ás
1280,graben::V,kopkati,ás
1281,beugen::V,saviti,meghajt
1282,biegen::V,saviti,hajlít
1283,biegen::V,sagnuti,hajlít
1284,drehen::V,vrtjeti,forgat
1285,wenden::V,obrnuti,fordít
1286,wenden::V,obrnuti,megfordít
1287,umdrehen::V,okrenuti,megfordít
1288,umdrehen::V,okrenuti,megforgat
1289,umdrehen::V,prevŕnuti,megfordít
1290,umdrehen::V,prevŕnuti,megforgat
1291,heben::V,dizati,emel
1292,hochheben::V,dignuti,felemel
1293,ergreifen::V,uhvatiti,megfog
1294,ergreifen::V,prihvatiti,megfog
1295,halten::V,držati,tart
1296,drücken::V,pritiskivati,nyom
1297,drücken::V,pritiskivati,megnyom
1298,schieben::V,gurati,tol
1299,kratzen::V,česati,vakar
1300,kratzen::V,grepsti,vakar
1301,lecken::V,lizati,nyal
1302,beißen::V,ujesti,harap
1303,beißen::V,gristi,harap
1304,abreißen::V,otkinuti,letép
1305,abschneiden::V,odrezati,levág
1306,binden::V,vezati,köt
1307,binden::V,vezati,kötöz
1308,stecken::V,turiti,dug
1309,brechen::V,slomiti,tör
1310,brechen::V,slomiti,eltör
1311,klopfen::V,lupati,kopogtat
1312,klopfen::V,kucati,kopogtat
1313,hauen::V,tući,vág
1314,hauen::V,tući,levág
1315,hauen::V,udarati,vág
1316,hauen::V,udarati,levág
1317,kleben::V,lijepiti,tapaszt
1318,reiben::V,trti,dörzsöl
1319,reiben::V,trti,súrol
1320,streichen::V,namazati,simít
1321,schleifen::V,brusiti,fen
1322,schleifen::V,brusiti,csiszol
1323,schleifen::V,brusiti,köszörül
1324,schneiden::V,rezati,vág
1325,schneiden::V,rezati,szel
1326,schneiden::V,rezati,metsz
1327,rütteln::V,drmati,ráz
1328,schütteln::V,tresti,ráz
1329,schütteln::V,tresti,megráz
1330,schwenken::V,mahati,lóbál
1331,schwenken::V,mahati,lobogtat
1332,schütten::V,sipati,önt
1333,schütten::V,lijevati,önt
1334,füllen::V,napuniti,tölt
1335,füllen::V,napuniti,megtölt
1336,einwickeln::V,umotati,becsavar
1337,einwickeln::V,zamotati,becsavar
1338,tragen::V,nositi,hord
1339,schleppen::V,tegliti,vonszol
1340,ziehen::V,vući,húz
1341,aufbewahren::V,čuvati,megőriz
1342,werfen::V,bacati,dob
1343,werfen::V,bacati,hajít
1344,fangen::V,loviti,fog
1345,fangen::V,hvatati,fog
1346,packen::V,ščepati,megragad
1347,packen::V,zgrabiti,megragad
1348,verstecken::V,sakriti,eldug
1349,verstecken::V,sakriti,elrejt
1350,teilen::V,podijeliti,oszt
1351,teilen::V,podijeliti,megoszt
1352,schicken::V,slati,küld
1353,bringen::V,donijeti,hoz
1354,bringen::V,donijeti,visz
1355,hinzufügen::V,dodati,hozzáad
1356,hinzufügen::V,pridati,hozzáad
1357,bekommen::V,dobiti,kap
1358,bekommen::V,dobiti,megkap
1359,erhalten::V,primiti,kap
1360,erhalten::V,primiti,megkap
1361,nehmen::V,uzeti,vesz
1362,wählen::V,izabrati,választ
1363,auswählen::V,odabrati,kiválaszt
1364,bewahren::V,sačuvati,megtart
1365,behindern::V,smetati,akadályoz
1366,behindern::V,smetati,gátol
1367,verderben::V,pokvariti,elront
1368,beschädigen::V,oštetiti,rongál
1369,zerbrechen::V,razbiti,eltör
1370,zerbrechen::V,razbiti,széttör
1371,zerbrechen::V,razbiti,kettétör
1372,zerbrechen::V,prelomiti,eltör
1373,zerbrechen::V,prelomiti,széttör
1374,zerbrechen::V,prelomiti,kettétör
1375,zerreißen::V,poderati,eltép
1376,zerreißen::V,poderati,széttép
1377,zerreißen::V,rastrgnuti,eltép
1378,zerreißen::V,rastrgnuti,széttép
1379,zerstören::V,razoriti,elpusztít
1380,zerstören::V,razrušiti,elpusztít
1381,verbrennen::V,spaliti,éget
1382,verbrennen::V,spaliti,eléget
1383,verbrennen::V,sagorjeti,éget
1384,verbrennen::V,sagorjeti,eléget
1385,geben::V,dati,ad
1386,reichen::V,pružiti,nyújt
1387,schenken::V,darivati,ajándékoz
1388,versprechen::V,obećati,ígér
1389,wünschen::V,željeti,kíván
1390,loben::V,hvaliti,dicsér
1391,küssen::V,ljubiti,csókol
1392,wiegen::V,njihati,ringat
1393,wiegen::V,ljuljati,ringat
1394,zudecken::V,pokriti,betakar
1395,wecken::V,probuditi,kelt
1396,wecken::V,probuditi,ébreszt
1397,zeigen::V,pokazati,mutat
1398,führen::V,voditi,visz
1399,führen::V,voditi,vezet
1400,lehren::V,učiti,tanít
1401,unterrichten::V,poučiti,tanít
1402,aufziehen::V,uzgajati,felnevel
1403,leiten::V,upravljati,vezet
1404,leiten::V,upravljati,vezérel
1405,antreiben::V,natjeravati,hajt
1406,lassen::V,dati,-tat
1407,lassen::V,dati,-at
1408,einladen::V,pozvati,meghív
1409,vereinigen::V,ujediniti,egyesít
1410,besuchen::V,posjetiti,látogat
1411,treffen::V,sresti,talál
1412,sich versammeln::V,okupiti se,gyülekezik
1413,sich versammeln::V,okupiti se,összegyűlik
1414,spielen::V,igrati se,játszik
1415,singen::V,pjevati,énekel
1416,tanzen::V,plesati,táncol
1417,sich trennen::V,razići se,elválik
1418,verlassen::V,ostaviti,elhagy
1419,verlassen::V,napustiti,elhagy
1420,retten::V,spasiti,ment
1421,bewachen::V,čuvati,őriz
1422,bewachen::V,stražariti,őriz
1423,schützen::V,čuvati,óv
1424,schützen::V,čuvati,véd
1425,verteidigen::V,obraniti,véd
1426,sich schlagen::V,biti se,verekszik
1427,sich schlagen::V,udariti se,verekszik
1428,schießen::V,pucati,lő
1429,schießen::V,strijeljati,lő
1430,siegen::V,pobijediti,győz
1431,ärgern::V,ljutiti,bosszant
1432,schlagen::V,biti,üt
1433,schlagen::V,biti,ver
1434,schlagen::V,udariti,üt
1435,schlagen::V,udariti,ver
1436,treten::V,šutnuti,rúg
1437,stechen::V,ubosti,döf
1438,stechen::V,ubosti,szúr
1439,stoßen::V,gurnuti,lök
1440,stehlen::V,ukrasti,lop
1441,stören::V,smetati,zavar
1442,belästigen::V,smetati,zaklat
1443,belästigen::V,dosaditi,zaklat
1444,verbergen::V,skriti,rejt
1445,verbergen::V,skriti,elrejt
1446,täuschen::V,obmanuti,megtéveszt
1447,betrügen::V,prevarati,csal
1448,töten::V,ubiti,öl
1449,wohnen::V,stanovati,lakik
1450,arbeiten::V,raditi,dolgozik
1451,sammeln::V,sabrati,szed
1452,sammeln::V,sabrati,gyűjt
1453,pflücken::V,ubrati,szed
1454,jagen::V,loviti,vadászik
1455,fischen::V,ribati,halászik
1456,fischen::V,loviti ribu,halászik
1457,fassen::V,uloviti,fog
1458,hüten::V,pasti,őriz
1459,hüten::V,pasti,legeltet
1460,treiben::V,goniti,hajt
1461,anbinden::V,privezati,köt
1462,füttern::V,hraniti,etet
1463,melken::V,musti,fej
1464,hacken::V,sjeckati,vág
1465,gießen::V,politi,öntöz
1466,reifen::V,sazreti,érik
1467,zubereiten::V,prigotoviti,elkészít
1468,kochen::V,kuhati,főz
1469,backen::V,peći,süt
1470,braten::V,peći,süt
1471,braten::V,pržiti,süt
1472,umrühren::V,promiješati,megkever
1473,stricken::V,plesti,köt
1474,nähen::V,šiti,varr
1475,färben::V,obojiti,fest
1476,reinigen::V,očistiti,tisztít
1477,reinigen::V,počistiti,tisztít
1478,waschen::V,prati,mos
1479,abwischen::V,otrti,letöröl
1480,spülen::V,isprati,mosogat
1481,spülen::V,oplakati,mosogat
1482,fegen::V,mesti,söpör
1483,fegen::V,pomesti,söpör
1484,kehren::V,mesti,söpör
1485,baden::V,kupati se,fürdik
1486,sich waschen::V,umiti se,mosdik
1487,sich waschen::V,umiti se,mosakszik
1488,sich waschen::V,prati se,mosdik
1489,sich waschen::V,prati se,mosakszik
1490,ausziehen::V,svući,levesz
1491,anziehen::V,obući,felölt
1492,anziehen::V,obući,felvesz
1493,sich anziehen::V,obući se,öltözik
1494,sich anziehen::V,obući se,felöltözik
1495,kämmen::V,češljati,fésül
1496,schmücken::V,uresiti,díszít
1497,schmücken::V,nakititi,díszít
1498,sagen::V,reći,mond
1499,sagen::V,kazati,mond
1500,sprechen::V,govoriti,beszél
1501,reden::V,govoriti,beszél
1502,reden::V,besjediti,beszél
1503,sich unterhalten::V,razgovarati se,beszélget
1504,fragen::V,pitati,kérdez
1505,bitten::V,moliti,kér
1506,erzählen::V,ispričati,mesél
1507,erzählen::V,ispričati,elbeszél
1508,erzählen::V,pripovjediti,mesél
1509,erzählen::V,pripovjediti,elbeszél
1510,mitteilen::V,saopćiti,közöl
1511,nennen::V,nazvati,hív
1512,nennen::V,nazvati,nevez
1513,rufen::V,zvati,hív
1514,rufen::V,dozvati,hív
1515,prahlen::V,hvalisati se,dicsekszik
1516,übersetzen::V,prevesti,fordít
1517,denken::V,misliti,gondol
1518,glauben::V,vjerovati,hisz
1519,bemerken::V,zapaziti,észrevesz
1520,bemerken::V,primijetiti,észrevesz
1521,erkennen::V,prepoznati,ráismer
1522,erkennen::V,prepoznati,felismer
1523,begreifen::V,pojmiti,felfog
1524,begreifen::V,shvatiti,felfog
1525,verstehen::V,razabrati,ért
1526,verstehen::V,razabrati,megért
1527,lernen::V,učiti se,tanul
1528,lernen::V,učiti se,megtanul
1529,wissen::V,znati,tud
1530,sich erinnern an::V,sjetiti se,emlékszik
1531,vergessen::V,zaboraviti,felejt
1532,vergessen::V,zaboraviti,elfelejt
1533,messen::V,mjeriti,mér
1534,messen::V,mjeriti,megmér
1535,zählen::V,brojiti,számol
1536,zählen::V,brojiti,megszámol
1537,rechnen::V,računati,számít
1538,lesen::V,čitati,olvas
1539,malen::V,slikati,fest
1540,zeichnen::V,crtati,rajzol
1541,schreiben::V,pisati,ír
1542,besitzen::V,imati,birtokol
1543,besitzen::V,posjedovati,birtokol
1544,kaufen::V,kupiti,vesz
1545,kaufen::V,kupiti,megvesz
1546,verkaufen::V,prodati,elad
1547,verkaufen::V,raspačati,elad
1548,bezahlen::V,platiti,fizet
1549,bezahlen::V,platiti,kifizet
1550,zahlen::V,plaćati,fizet
1551,zahlen::V,plaćati,megfizet
1552,beherrschen::V,vladati,ural
1553,beherrschen::V,gospodariti,ural
1554,ertragen::V,trpjeti,elbír
1555,ertragen::V,trpjeti,elvisel
1556,ertragen::V,podnijeti,elbír
1557,ertragen::V,podnijeti,elvisel
1558,Gehirn::N,,agy
1559,Gehirn::N,,agyvelő
