,Concept_ID,ar,ro
101,Frost::N,صقيع,ger
102,Kälte::N,برد,frig
103,Hitze::N,حر,arșiță
104,Hitze::N,حر,căldură
105,Hitze::N,حرارة,arșiță
106,Hitze::N,حرارة,căldură
107,Raureif::N,صقيع,chiciură
108,Regenbogen::N,قوس قزح,curcubeu
109,Donner::N,رعد,tunet
110,Strömung::N,تيار,curent
111,Tropfen::N,قطرة,picătură
112,Schaum::N,زبد,spumă
113,Schaum::N,رغوة,spumă
114,Schmutz::N,وسخ,murdărie
115,See::N,بحيرة,lac
116,Sumpf::N,مستنقع,mlaștină
117,Moor::N,مستنقع,bărăgan
118,Wiese::N,مرج,fânaț
119,Wiese::N,مرج,livadă
120,Wald::N,غابة,codru
121,Wald::N,غابة,pădure
122,Hügel::N,تل,deal
123,Hügel::N,تل,movilă
124,Anhöhe::N,تل,deal
125,Anhöhe::N,تل,ridicătură
126,Berg::N,جبل,munte
127,Gipfel::N,قمة,pisc
128,Höhle::N,كهف,peșteră
129,Abhang::N,منحدر,pantă
130,Abhang::N,منحدر,versant
131,Quelle::N,منبع,izvor
132,Bach::N,مجرى,gârlă
133,Fluss::N,نهر,râu
134,Fluss::N,نهر,fluviu
135,Ufer::N,ضفة,mal
136,Ufer::N,ضفة,țărm
137,Küste::N,ساحل,coastă
138,Festland::N,بر,uscat
139,Meer::N,بحر,mare
140,Bucht::N,خليج,golf
141,Insel::N,جزيرة,insulă
142,Blume::N,زهرة,floare
143,Gras::N,حشيش,iarbă
144,Wurzel::N,أصل,rădăcină
145,Baum::N,شجرة,copac
146,Baum::N,شجرة,arbore
147,Stamm::N,جذع,tulpină
148,Rinde::N,قشرة,scoarță
149,Ast::N,فرع,cracă
150,Ast::N,فرع,creangă
151,Zweig::N,غصن,ramură
152,Zweig::N,غصن,creangă
153,Blatt::N,ورقة,frunză
154,Birke::N,قضبان,mesteacăn
155,Kiefer[Baum]::N,صنوبرة,pin
156,Weide[Baum]::N,صفصاف,salcie
157,Weide[Baum]::N,صفصاف,răchită
158,Tanne::N,شوح,brad
159,Tanne::N,تبوب,brad
160,Horn::N,قرن,corn
161,Feder::N,ريشة,pană
162,Fell::N,فرو,piele
163,Flügel::N,جناح,aripă
164,Klaue::N,مخلب,gheară
165,Kralle::N,مخلب,labă
166,Kralle::N,مخلب,gheară
167,Schwanz::N,ذيل,coadă
168,Ei::N,بيض,ou
169,Nest::N,عش,cuib
170,Bau::N,جحر,bârlog
171,Bau::N,جحر,vizuină
172,Tier::N,حيوان,animal
173,Herde::N,قطيع,turmă
174,Herde::N,قطيع,cireadă
175,Kuh::N,بقرة,vacă
176,Bulle::N,ثور,taur
177,Pferd::N,خيل,cal
178,Schaf::N,شاة,oaie
179,Schwein::N,خنزير,porc
180,Hund::N,كلب,câine
181,Katze::N,قطة,pisică
182,Bär::N,دب,urs
183,Eichhörnchen::N,سنجاب,veveriță
184,Elch::N,موظ,elan
185,Fuchs::N,ثعلب,vulpe
186,Hase::N,أرنب,iepure
187,Maus::N,فأرة,șoarece
188,Wolf::N,ذئب,lup
189,Vogel::N,طير,pasăre
190,Schwarm::N,سرب,cârd
191,Huhn::N,دجاجة,găină
192,Hahn::N,ديك,cocoș
193,Gans::N,وزة,gâscă
194,Adler::N,نسر,vultur
195,Ente::N,بطة,rață
196,Eule::N,بوم,bufniță
197,Kranich::N,كركي,cocor
198,Krähe::N,غراب,cioară
199,Kuckuck::N,وقواق,cuc
200,Schwan::N,إوز عراقي,lebădă
201,Fisch::N,سمك,pește
202,Barsch::N,فرخ أوربي,biban
203,Hecht::N,سمك الكراكي,știucă
204,Schlange[Tier]::N,حية,șarpe
205,Schlange[Tier]::N,ثعبان,șarpe
206,Wurm::N,دودة,vierme
207,Spinne::N,عنكبوت,păianjen
208,Ameise::N,نملة,furnică
209,Laus::N,قملة,păduche
210,Mücke::N,ناموسة,țânțar
211,Fliege::N,ذبابة,muscă
212,Schmetterling::N,فراشة,fluture
213,Beere::N,حبة,boabă
214,Apfel::N,تفاح,măr
215,Pilz::N,فطر,burete
216,Pilz::N,فطر,ciupercă
217,Zwiebel::N,بصل,ceapă
218,Saat::N,زرع,semănătură
219,Korn::N,حبة,grâu
220,Heu::N,دريس,fân
221,Schale::N,قشرة,coajă
222,Grube::N,نقرة,groapă
223,Falle::N,فخ,cursă
224,Falle::N,فخ,capcană
225,Falle::N,مصيدة,cursă
226,Falle::N,مصيدة,capcană
227,Schlinge::N,عروة,laț
228,Spur::N,أثر,dâră
229,Asche::N,رماد,cenușă
230,Dreck::N,قذر,noroi
231,Dreck::N,قذر,murdărie
232,Eisen::N,حديد,fier
233,Gold::N,ذهب,aur
234,Silber::N,فضة,argint
235,Kohle::N,فحم,cărbune
236,Glas::N,زجاج,sticlă
237,Lehm::N,طين,lut
238,Lehm::N,طين,humă
239,Sand::N,رمل,nisip
240,Mensch::N,إنسان,om
241,Mensch::N,إنسان,persoană
242,Mann::N,رجل,om
243,Mann::N,رجل,bărbat
244,Frau::N,امرأة,femeie
245,Kind::N,طفل,copil
246,Junge::N,ولد,băiat
247,Junge::N,ولد,flăcău
248,Mädchen::N,بنت,fată
249,Familie::N,عائلة,familie
250,Großvater::N,جد,bunic
251,Großvater::N,جد,tată mare
252,Großmutter::N,جدة,bunică
253,Großmutter::N,جدة,mamă mare
254,Eltern::N,أبوان,părinți
255,Eltern::N,والدان,părinți
256,Vater::N,أب,tată
257,Vater::N,أب,părinte
258,Mutter::N,أم,mamă
259,Sohn::N,إبن,fiu
260,Sohn::N,إبن,fecior
261,Tochter::N,بنت,fiică
262,Tochter::N,إبنة,fiică
263,Bruder::N,أخ,frate
264,Bruder::N,شقيق,frate
265,Schwester::N,أخت,soră
266,Onkel::N,عم,unchi
267,Tante::N,عمة,mătușă
268,Ehemann::N,زوج,soț
269,Ehemann::N,زوج,bărbat
270,Ehefrau::N,زوجة,soție
271,Freude::N,فرح,bucurie
272,Freude::N,سرور,bucurie
273,Gelächter::N,قهقهة,râset
274,Glück::N,سعادة,fericire
275,Kummer::N,غم,mâhnire
276,Wunsch::N,منية,dorință
277,Wunsch::N,منية,deziderat
278,Lust::N,شهوة,poftă
279,Lust::N,شهوة,înclinare
280,Geist::N,روح,duh
281,Geist::N,روح,minte
282,Geist::N,روح,suflet
283,Gedanke::N,فكرة,gând
284,Gedanke::N,فكرة,cuget
285,Gedächtnis::N,ذاكرة,memorie
286,Verstand::N,عقل,minte
287,Verstand::N,عقل,intelect
288,Sinn::N,معنى,sens
289,Sinn::N,معنى,înțeles
290,Grund::N,سبب,cauză
291,Grund::N,سبب,pricină
292,Wahrheit::N,حقيقة,adevăr
293,Gespräch::N,محادثة,convorbire
294,Gespräch::N,محادثة,conversație
295,Märchen::N,خرافة,basm
296,Märchen::N,خرافة,poveste
297,Erzählung::N,قصة,poveste
298,Erzählung::N,حكاية,poveste
299,Nachricht::N,خبر,veste
300,Neuigkeit::N,خبر جديد,noutate
301,Neuigkeit::N,خبر جديد,actualitate
302,Name::N,اسم,nume
303,Rätsel::N,لغز,ghicitoare
304,Rede::N,خطبة,discurs
305,Sprache::N,لغة,limbă
306,Sprache::N,لغة,limbaj
307,Stimme::N,صوت,glas
308,Wort::N,كلمة,cuvânt
309,Zeichen::N,رمز,semn
310,Zeichen::N,رمز,semnal
311,Zeichen::N,إشارة,semn
312,Zeichen::N,إشارة,semnal
313,Ruf::N,نداء,chemare
314,Lärm::N,صخب,zgomot
315,Lärm::N,صخب,tărăboi
316,Lärm::N,ضجة,zgomot
317,Lärm::N,ضجة,tărăboi
318,Laut::N,صوت,sunet
319,Ton::N,نغمة,ton
320,Lied::N,أغنية,cântec
321,Ruhe::N,هدوء,odihnă
322,Ruhe::N,هدوء,liniște
323,Leute::N,ناس,lume
324,Leute::N,ناس,oameni
325,Volk::N,شعب,popor
326,Volk::N,شعب,națiune
327,Arbeit::N,عمل,lucru
328,Gast::N,ضيف,musafir
329,Geschenk::N,هدية,dar
330,Geschenk::N,هدية,cadou
331,Spiel::N,لعب,joc
332,Gesellschaft::N,صحبة,societate
333,Hilfe::N,عون,ajutor
334,Hilfe::N,مساعدة,ajutor
335,Freund::N,صديق,amic
336,Freund::N,صديق,prieten
337,Kamerad::N,زميل,tovarăș
338,Angelegenheit::N,أمر,afacere
339,Angelegenheit::N,شأن,afacere
340,Anzahl::N,عدد,număr
341,Anzahl::N,عدد,cantitate
342,Art::N,نوع,fel
343,Art::N,نوع,specie
344,Stück::N,قطعة,bucată
345,Teil::N,قسم,parte
346,Teil::N,قسم,porție
347,Hälfte::N,نصف,jumătate
348,Kreis::N,دائرة,cerc
349,Kreuz::N,صليب,cruce
350,Linie::N,خط,linie
351,Strich::N,شرطة,linie
352,Strich::N,شرطة,trăsătură
353,Abstand::N,مسافة,distanță
354,Abstand::N,مسافة,depărtare
355,Entfernung::N,بعد,distanță
356,Entfernung::N,بعد,depărtare
357,Gegend::N,ناحية,regiune
358,Platz::N,فراغ,loc
359,Ort::N,مكان,loc
360,Seite::N,جانب,latură
361,Mitte::N,وسط,centru
362,Gegenstand::N,موضوع,obiect
363,Sache::N,شيء,lucru
364,Sache::N,شيء,chestie
365,Rand::N,حافة,bordură
366,Kante::N,حافة,muchie
367,Kante::N,حافة,bordură
368,Ecke::N,ركن,colț
369,Spitze::N,سن,vârf
370,Spitze::N,سن,creștet
371,Ende::N,طرف,capăt
372,Loch::N,ثقب,gaură
373,Winkel::N,زاوية,colț
374,Muster::N,عينة,desen
375,Größe::N,حجم,mărime
376,Länge::N,طول,lungime
377,Höhe::N,علو,înălțime
378,Höhe::N,ارتفاع,înălțime
379,Gewicht::N,وزن,greutate
380,Menge::N,كمية,cantitate
381,Haufen::N,كوم,grămadă
382,Reihe::N,صف,șir
383,Reihe::N,صف,rând
384,Boot::N,قارب,barcă
385,Boot::N,قارب,luntre
386,Boot::N,زورق,barcă
387,Boot::N,زورق,luntre
388,Ruder::N,مجذاف,vâslă
389,Ruder::N,مجذاف,lopată
390,Schlitten::N,مزلقة,sanie
391,Ski::N,زلاجة,schi
392,Lagerfeuer::N,نار المخيم,foc de tabără
393,Last::N,حمل,povară
394,Last::N,حمل,sarcină
395,Gang::N,مشية,mers
396,Gang::N,مشية,umblet
397,Schritt::N,خطوة,pas
398,Norden::N,شمال,nord
399,Norden::N,شمال,miazănoapte
400,Süden::N,جنوب,sud
401,Süden::N,جنوب,miazăzi
402,Westen::N,غرب,apus
403,Osten::N,شرق,est
404,Osten::N,شرق,răsărit
405,Holz::N,خشب,lemn
406,Brett::N,لوح,scândură
407,Platte::N,صفيحة,placă
408,Stütze::N,سند,proptea
409,Stütze::N,دعامة,proptea
410,Stange::N,عود,bară
411,Stange::N,عود,prăjină
412,Stock::N,عصا,băț
413,Stock::N,عصا,baston
414,Stab::N,قضيب,baston
415,Stab::N,قضيب,prăjină
416,Rohr::N,أنبوبة,tub
417,Rohr::N,أنبوبة,țeavă
418,Haus::N,دار,casă
419,Haus::N,بيت,casă
420,Heim::N,بيت,casă
421,Heim::N,بيت,cămin
422,Heim::N,مسكن,casă
423,Heim::N,مسكن,cămin
424,Ofen::N,مدفأة,sobă
425,Fußboden::N,أرضية,podea
426,Fußboden::N,أرضية,dușumea
427,Tisch::N,مائدة,masă
428,Stuhl::N,كرسي,scaun
429,Wiege::N,مهد,leagăn
430,Bett::N,سرير,pat
431,Regal::N,رف,rafturi
432,Kiste::N,صندوق,ladă
433,Kiste::N,صندوق,cutie
434,Fenster::N,شباك,fereastră
435,Fenster::N,نافذة,fereastră
436,Tür::N,باب,ușă
437,Tor::N,بوابة,poartă
438,Zaun::N,سياج,gard
439,Dach::N,سطح,acoperiș
440,Leiter::N,سلم,scară
441,Besen::N,مكنسة,mătură
442,Spaten::N,مسحاة,cazma
443,Spaten::N,مسحاة,hârleț
444,Schaufel::N,مجرفة,lopată
445,Gabel::N,شوكة,furculiță
446,Löffel::N,ملعقة,lingură
447,Messer::N,سكين,cuțit
448,Nagel::N,مسمار,cui
449,Netz::N,شبكة,plasă
450,Haken::N,خطاف,cârlig
451,Haken::N,صنارة,cârlig
452,Griff::N,قبضة,mâner
453,Schloss::N,قفل,lacăt
454,Bild::N,صورة,tablou
455,Bild::N,صورة,imagine
456,Figur::N,تمثال,chip
457,Figur::N,تمثال,figură
458,Puppe::N,دمية,păpușă
459,Beutel::N,كيس,pungă
460,Beutel::N,كيس,săculeț
461,Bündel::N,ربطة,mănunchi
462,Tasche::N,شنطة,geantă
463,Tasche::N,محفظة,geantă
464,Eimer::N,سطل,găleată
465,Eimer::N,جردل,găleată
466,Deckel::N,سداد,capac
467,Geschirr::N,أوان,vase
468,Geschirr::N,أوان,tacâmuri
469,Sack::N,زكيبة,sac
470,Tasse::N,فنجان,ceașcă
471,Topf::N,قدر,oală
472,Topf::N,طنجرة,oală
473,Kessel::N,قدر,cazan
474,Kessel::N,قدر,căldare
475,Kessel::N,غلاية,cazan
476,Kessel::N,غلاية,căldare
477,Essen::N,طعام,mâncare
478,Nahrung::N,غذاء,hrană
479,Nahrung::N,غذاء,aliment
480,Speise::N,أكل,bucate
481,Speise::N,أكل,fel de bucate
482,Fleisch::N,لحم,carne
483,Getreide::N,حبوب,cereale
484,Brei::N,عصيدة,pireu
485,Brot::N,خبز,pâine
486,Scheibe::N,شريحة,felie
487,Scheibe::N,شريحة,bucată
488,Fett::N,سمن,untură
489,Fett::N,سمن,grăsime
490,Butter::N,زبدة,unt
491,Öl::N,زيت,ulei
492,Salz::N,ملح,sare
493,Suppe::N,حساء,supă
494,Suppe::N,حساء,ciorbă
495,Suppe::N,شربة,supă
496,Suppe::N,شربة,ciorbă
497,Honig::N,عسل,miere
498,Milch::N,حليب,lapte
499,Tee::N,شاي,ceai
500,Leder::N,جلد,piele
501,Wolle::N,صوف,lână
502,Stoff::N,قماش,stofă
503,Nadel::N,إبرة,ac
504,Faden::N,خيط,ață
505,Knopf::N,زر,buton
506,Knoten::N,عقدة,nod
507,Farbe::N,صبغة,vopsea
508,Kleidung::N,ملابس,haine
509,Kleidung::N,ملابس,îmbrăcăminte
510,Hemd::N,قميص,cămașă
511,Kragen::N,ياقة,guler
512,Ärmel::N,كم,mânecă
513,Hose::N,سروال,pantaloni
514,Hose::N,بنطلون,pantaloni
515,Gürtel::N,حزام,cordon
516,Mütze::N,طاقية,șapcă
517,Schuh::N,حذاء,gheată
518,Stiefel::N,جزمة,cizmă
519,Stiefel::N,حذاء طويل,cizmă
520,Ring::N,حلقة,inel
521,Ring::N,حلقة,verigă
522,Band::N,شريط,panglică
523,Band::N,شريط,șiret
524,Kamm::N,مشط,pieptene
525,Spiegel::N,مرآة,oglindă
526,Riemen::N,سير,curea
527,Schnur::N,حبل,funie
528,Schnur::N,حبل,sfoară
529,Schnur::N,دوبارة,funie
530,Schnur::N,دوبارة,sfoară
531,Leine::N,قيد,lesă
532,Leine::N,قيد,curea
533,Decke::N,بطانية,pătură
534,Kissen::N,وسادة,pernă
535,Tuch::N,منديل,batic
536,Handtuch::N,فوطة,prosop
537,Handtuch::N,فوطة,ștergar
538,Handtuch::N,منشفة,prosop
539,Handtuch::N,منشفة,ștergar
540,Kraft::N,قدرة,forță
541,Kraft::N,قدرة,putere
542,Stärke::N,قوة,tărie
543,Stärke::N,قوة,vigoare
544,Gesundheit::N,صحة,sănătate
545,Krankheit::N,مرض,boală
546,Krankheit::N,مرض,maladie
547,Schmerz::N,ألم,durere
548,Schmerz::N,وجع,durere
549,Wunde::N,جرح,rană
550,Fieber::N,حمى,febră
551,Arznei::N,دواء,leac
552,Arznei::N,دواء,medicament
553,Brücke::N,جسر,pod
554,Brücke::N,جسر,punte
555,Brunnen::N,بئر,puț
556,Weide::N,مرعى,izlaz
557,Weide::N,مرعى,pășune
558,Pfad::N,درب,cărare
559,Weg::N,سكة,drum
560,Straße::N,طريق,cale
561,Straße::N,طريق,stradă
562,Dorf::N,قرية,sat
563,Stadt::N,مدينة,oraș
564,Brief::N,خطاب,scrisoare
565,Brief::N,مكتوب,scrisoare
566,Buch::N,كتاب,carte
567,Buchstabe::N,حرف,literă
568,Buchstabe::N,حرف,caracter
569,Zeitung::N,جريدة,ziar
570,Zeitung::N,جريدة,gazetă
571,Leben::N,عيش,viață
572,Leben::N,حياة,viață
573,Tod::N,موت,moarte
574,Tod::N,وفاة,moarte
575,Grab::N,قبر,groapă
576,Grab::N,قبر,mormânt
577,Kirche::N,كنيسة,biserică
578,Sünde::N,خطيئة,păcat
579,Gott::N,إله,zeu
580,Arbeiter::N,عامل,muncitor
581,Chef::N,رئيس,șef
582,Meister::N,أسطى,meșter
583,Meister::N,أسطى,maestru
584,Arzt::N,طبيب,medic
585,Arzt::N,طبيب,doctor
586,Lehrer::N,مدرس,profesor
587,Lehrer::N,مدرس,învățător
588,Geld::N,نقود,bani
589,Geld::N,نقود,parale
590,Geschäft::N,صفقة,treabă
591,Geschäft::N,صفقة,afacere
592,Laden::N,دكان,magazin
593,Laden::N,دكان,prăvălie
594,Preis::N,سعر,preț
595,Ware::N,بضاعة,marfă
596,Nutzen::N,فائدة,folos
597,Nutzen::N,فائدة,profit
598,Reichtum::N,غنى,avuție
599,Reichtum::N,غنى,bogăție
600,Reichtum::N,ثروة,avuție
601,Reichtum::N,ثروة,bogăție
602,Welt::N,عالم,lume
603,Welt::N,دنيا,lume
604,Land::N,بلد,țară
605,Staat::N,دولة,stat
606,König::N,ملك,rege
607,Macht::N,سلطة,putere
608,Macht::N,سلطة,putință
609,Grenze::N,حدود,hotar
610,Grenze::N,حدود,graniță
611,Grenze::N,حدود,frontieră
612,Krieg::N,حرب,război
613,Feind::N,عدو,dușman
614,Gewalt::N,عنف,violență
615,Kampf::N,قتال,luptă
616,Bogen[Waffe]::N,قوس,arc
617,Pfeil::N,سهم,săgeată
618,Gewehr::N,بندقية,armă
619,Gewehr::N,بندقية,pușcă
620,Fehler::N,خطأ,eroare
621,Fehler::N,خطأ,greșeală
622,Lüge::N,كذب,minciună
623,Schaden::N,تلف,daună
624,Schaden::N,تلف,pagubă
625,Unglück::N,نحس,nenorocire
626,Schuld::N,ذنب,vină
627,Alter::N,سن,etate
628,Alter::N,سن,vârstă
629,Alter::N,عمر,etate
630,Alter::N,عمر,vârstă
631,Schluss::N,ختام,sfârșit
632,Schluss::N,نهاية,sfârșit
633,Zeit::N,وقت,timp
634,Zeit::N,وقت,vreme
635,Tag::N,يوم,zi
636,Morgen::N,صباح,dimineață
637,Mittag::N,ظهر,prânz
638,Mittag::N,ظهر,amiază
639,Abend::N,مساء,seară
640,Nacht::N,ليلة,noapte
641,Woche::N,أسبوع,săptămână
642,Monat::N,شهر,lună
643,Jahr::N,عام,an
644,Jahr::N,سنة,an
645,Frühling::N,ربيع,primăvară
646,Sommer::N,صيف,vară
647,Herbst::N,خريف,toamnă
648,Winter::N,شتاء,iarnă
649,Januar::N,يناير,ianuarie
650,Januar::N,كانون الثاني,ianuarie
651,Februar::N,شباط,februarie
652,Februar::N,فبراير,februarie
653,März::N,آذار,martie
654,März::N,مارس,martie
655,April::N,نيسان,aprilie
656,Mai::N,مايو,mai
657,Juni::N,يونيو,iunie
658,Juni::N,حزيران,iunie
659,Juli::N,تموز,iulie
660,Juli::N,يوليو,iulie
661,August::N,آب,august
662,August::N,أغسطس,august
663,September::N,أيلول,septembrie
664,September::N,سبتمبر,septembrie
665,Oktober::N,أكتوبر,octombrie
666,Oktober::N,تشرين الأول,octombrie
667,November::N,نوفمبر,noiembrie
668,November::N,تشرين الثاني,noiembrie
669,Dezember::N,ديسمبر,decembrie
670,Dezember::N,كانون الأول,decembrie
671,Montag::N,يوم الاثنين,luni
672,Dienstag::N,يوم الثلاثاء,marți
673,Mittwoch::N,يوم الأربعاء,miercuri
674,Donnerstag::N,يوم الخميس,joi
675,Freitag::N,يوم الجمعة,vineri
676,Samstag::N,يوم السبت,sâmbătă
677,Sonntag::N,يوم الأحد,duminică
678,groß::A,كبير,mare
679,klein::A,صغير,mic
680,lang::A,طويل,lung
681,kurz::A,قصير,scurt
682,breit::A,واسع,lat
683,breit::A,واسع,larg
684,schmal::A,ضيق,strâmt
685,dicht::A,كث,des
686,dicht::A,كثيف,des
687,dick[Gegenstand]::A,غليظ,gros
688,dünn::A,رفيع,subțire
689,fein::A,رقيق,fin
690,fein::A,رقيق,subțire
691,fest::A,متين,tare
692,fest::A,متين,solid
693,flach::A,سهل,șes
694,flach::A,سهل,plan
695,flach::A,منبسط,șes
696,flach::A,منبسط,plan
697,glatt::A,ناعم,lins
698,hart::A,صلب,dur
699,hart::A,جامد,dur
700,weich::A,لين,moale
701,rund::A,مستدير,rotund
702,rund::A,مستدير,circular
703,spitz::A,مدبب,ascuțit
704,scharf::A,حاد,tăios
705,scharf::A,حاد,ascuțit
706,stumpf::A,ثالم,tocit
707,schwer::A,ثقيل,greu
708,schön::A,جميل,frumos
709,heiß::A,حار,cald
710,heiß::A,حار,fierbinte
711,heiß::A,ساخن,cald
712,heiß::A,ساخن,fierbinte
713,warm::A,دافئ,cald
714,warm::A,دافئ,fierbinte
715,kalt::A,بارد,rece
716,kühl::A,قر,rece
717,kühl::A,قر,răcoros
718,frisch::A,طازج,răcoros
719,frisch::A,طازج,proaspăt
720,feucht::A,رطب,umed
721,feucht::A,رطب,jilav
722,nass::A,مبلول,ud
723,trocken::A,جاف,sec
724,trocken::A,جاف,uscat
725,voll::A,ملء,plin
726,leer::A,خال,gol
727,leer::A,فارغ,gol
728,offen::A,مفتوح,deschis
729,geschlossen::A,مغلق,închis
730,sauber::A,نظيف,curat
731,schmutzig::A,قذر,murdar
732,roh::A,نيء,crud
733,reif::A,ناضج,copt
734,lecker::A,لذيذ,gustos
735,süß::A,حلو,dulce
736,bitter::A,مر,amar
737,sauer::A,حامض,acru
738,hell::A,نير,clar
739,hell::A,نير,luminos
740,dunkel::A,مظلم,obscur
741,dunkel::A,مظلم,întunecos
742,schwarz::A,أسود,negru
743,weiß::A,أبيض,alb
744,rot::A,أحمر,roșu
745,gelb::A,أصفر,galben
746,blau::A,أزرق,albastru
747,grün::A,أخضر,verde
748,grau::A,رمادي,gri
749,grau::A,رمادي,cenușiu
750,bunt::A,ملوب,colorat
751,billig::A,رخيص,ieftin
752,teuer::A,غال,scump
753,wertvoll::A,ثمين,prețios
754,blind::A,أعمى,orb
755,taub::A,أصم,surd
756,taub::A,أطرش,surd
757,kräftig::A,قوي,tare
758,kräftig::A,قوي,forte
759,kräftig::A,قوي,robust
760,stark::A,قوي,viguros
761,stark::A,قوي,puternic
762,schwach::A,ضعيف,slab
763,schwach::A,ضعيف,debil
764,fett::A,سمين,gras
765,schlank::A,أهيف,zvelt
766,hübsch::A,جميل,drăguț
767,böse::A,رديء,rău
768,böse::A,رديء,răutăcios
769,dumm::A,أبله,nerod
770,dumm::A,أبله,tâmpit
771,dumm::A,أحمق,nerod
772,dumm::A,أحمق,tâmpit
773,faul::A,كسلان,leneș
774,fleißig::A,مجتهد,harnic
775,fleißig::A,مجتهد,sârguincios
776,geizig::A,بخيل,calic
777,geizig::A,بخيل,zgârcit
778,klug::A,ذكي,isteț
779,klug::A,ذكي,deștept
780,klug::A,عاقل,isteț
781,klug::A,عاقل,deștept
782,geschickt::A,ماهر,dibaci
783,lieb::A,عزيز,drag
784,lieb::A,عزيز,iubit
785,lustig::A,مرح,vesel
786,sanft::A,حليم,blând
787,sanft::A,حليم,blajin
788,hungrig::A,جائع,flămând
789,krank::A,مريض,bolnav
790,nackt::A,عار,gol
791,traurig::A,حزين,trist
792,traurig::A,حزين,mâhnit
793,lebendig::A,حي,viu
794,gut::A,جيد,bun
795,schlecht::A,سيء,rău
796,schlecht::A,سيء,prost
797,richtig::A,صحيح,drept
798,richtig::A,صحيح,corect
799,schlimm::A,خبيث,rău
800,wahr::A,حق,adevărat
801,alt::A,قديم,uzat
802,alt::A,قديم,vechi
803,neu::A,جديد,nou
804,ehemalig::A,سابق,fost
805,ehemalig::A,سابق,anterior
806,alt[Lebewesen]::A,مسن,bătrîn
807,jung::A,شاب,tânăr
808,jung::A,صغير,tânăr
809,arm::A,فقير,sărac
810,arm::A,فقير,sărman
811,reich::A,غني,avut
812,reich::A,غني,bogat
813,bekannt::A,معلوم,cunoscut
814,berühmt::A,مشهور,renumit
815,fremd::A,أجنبي,străin
816,verschieden::A,مختلف,diferit
817,verschieden::A,مختلف,deosebit
