,Concept_ID,el,mn
717,frisch::A,φρέσκος,жихүүн
718,feucht::A,υγρός,чийгтэй
719,nass::A,βρεγμένος,нойтон
720,trocken::A,ξηρός,хатсан
721,trocken::A,στεγνός,хатсан
722,voll::A,γεμάτος,дүүрэн
723,leer::A,άδειος,хоосон
724,offen::A,ανοιχτός,онгорхой
725,geschlossen::A,κλειστός,битүү
726,geschlossen::A,κλειστός,хаалтай
727,sauber::A,καθαρός,цэвэр
728,sauber::A,καθαρός,хиргүй
729,schmutzig::A,βρώμικος,бохир
730,schmutzig::A,βρώμικος,хиртэй
731,schmutzig::A,λερωμένος,бохир
732,schmutzig::A,λερωμένος,хиртэй
733,roh::A,ωμός,түүхий
734,reif::A,ώριμος,болсон
735,lecker::A,νόστιμος,амттай
736,süß::A,γλυκός,амттай
737,süß::A,γλυκός,чихэрлэг
738,bitter::A,πικρός,гашуун
739,sauer::A,ξινός,эсгэлэн
740,hell::A,φωτεινός,гэгээн
741,hell::A,φωτεινός,гэрэлтэй
742,dunkel::A,σκοτεινός,бараан
743,dunkel::A,σκοτεινός,харанхуй
744,schwarz::A,μαύρος,хар
745,schwarz::A,μελανός,хар
746,weiß::A,άσπρος,цагаан
747,rot::A,κόκκινος,улаан
748,gelb::A,κίτρινος,шар
749,blau::A,μπλε,хөх
750,blau::A,μπλε,цэнхэр
751,blau::A,γαλανός,хөх
752,blau::A,γαλανός,цэнхэр
753,grün::A,πράσινος,ногоон
754,grau::A,γκρίζος,орог
755,grau::A,γκρίζος,саарал
756,bunt::A,ποικιλόχρωπος,эрээн
757,billig::A,φτηνός,хямд
758,teuer::A,ακριβός,үнэтэй
759,wertvoll::A,πολύτιμος,үнэт
760,blind::A,τυφλός,сохор
761,taub::A,κουφός,чих хатуу
762,kräftig::A,δυνατός,чийрэг
763,stark::A,γερός,хүчтэй
764,stark::A,γερός,чадалтай
765,schwach::A,αδύνατος,сул
766,fett::A,παχύς,тарган
767,fett::A,παχύς,голигор
768,schlank::A,λεπτός,голшиг
769,schlank::A,λυγερός,голшиг
770,hübsch::A,όμορφος,сайхан
771,hübsch::A,όμορφος,хөөрхөн
772,hübsch::A,χαριτωμένος,сайхан
773,hübsch::A,χαριτωμένος,хөөрхөн
774,böse::A,κακός,муу
775,böse::A,κακός,хортой
776,dumm::A,κουτός,тэнэг
777,dumm::A,ανόητος,тэнэг
778,faul::A,τεμπέλης,залхуу
779,fleißig::A,εργατικός,чармайлтгай
780,geizig::A,τσιγγούνης,харамч
781,klug::A,έξυπνος,цэцэн
782,geschickt::A,επιδέξιος,дүйтэй
783,lieb::A,φίλος,хайрт
784,lieb::A,αγαπητός,хайрт
785,lustig::A,εύθυμος,цэнгэлтэй
786,lustig::A,χαρούμενος,цэнгэлтэй
787,sanft::A,ήπιος,наалинхай
788,hungrig::A,πεινασμένος,өлөн
789,hungrig::A,πεινασμένος,өлссөн
790,krank::A,άρρωστος,өвчтэй
791,nackt::A,γυμνός,нүцгэн
792,traurig::A,λυπημένος,гунигт
793,lebendig::A,ζωντανός,амьд
794,lebendig::A,ζωντανός,амьтай
795,gut::A,καλός,сайн
796,schlecht::A,κακός,муу
797,schlecht::A,κακός,өөдгүй
798,richtig::A,σωστός,зөв
799,richtig::A,σωστός,зүйтэй
800,schlimm::A,άσχημος,муухай
801,wahr::A,αληθής,үнэн
802,wahr::A,αληθής,жинхэнэ
803,wahr::A,αληθινός,үнэн
804,wahr::A,αληθινός,жинхэнэ
805,alt::A,παλιός,хуучин
806,neu::A,νέος,шинэ
807,neu::A,καινούργιος,шинэ
808,ehemalig::A,παλιός,агсан
809,ehemalig::A,παλιός,байсан
810,alt[Lebewesen]::A,γέρος,өвгөн
811,alt[Lebewesen]::A,γέρος,хижээл
812,jung::A,νέος,залуу
813,arm::A,φτωχός,ядуу
814,reich::A,πλούσιος,баян
815,reich::A,πλούσιος,баялаг
816,bekannt::A,γνωστός,танил
817,berühmt::A,περίφημος,цуутай
818,berühmt::A,περίφημος,алдартай
819,berühmt::A,ξακουσμένος,цуутай
820,berühmt::A,ξακουσμένος,алдартай
821,fremd::A,ξένος,харь
822,fremd::A,ξένος,гадаад
823,verschieden::A,διαφορετικός,ондоо
824,verschieden::A,διαφορετικός,янз янзын
825,nah::A,κοντινός,ойрын
826,nah::A,κοντινός,дөтийн
827,fern::A,μακριά,холын
828,linker::A,αριστερός,буруу
829,rechter::A,δεξιός,баруун
830,anderer::A,άλλος,өөр
831,anderer::A,άλλος,нөгөө
832,erster::A,πρώτος,нэгдэх
833,erster::A,πρώτος,нэгдүгээр
834,zweiter::A,δεύτερος,хоёрдугаар
835,dritter::A,τρίτος,гуравдугаар
836,letzter::A,τελευταίος,сүүлийн
837,allein::ADV,μόνος,ганцаараа
838,auf einmal::ADV,εφάπαξ,нэгмөсөн
839,zusammen::ADV,μαζί,цуг
840,zusammen::ADV,μαζί,хамт
841,lange::ADV,πολύν καιρό,удаан
842,plötzlich::ADV,έξαφνα,гэнэт
843,sofort::ADV,αμέσως,дороо
844,später::ADV,αργότερα,дараа
845,jetzt::ADV,τώρα,өнөө
846,heute::ADV,σήμερα,өнөө
847,heute::ADV,σήμερα,өнөөдөр
848,morgen::ADV,αύριο,маргааш
849,morgen::ADV,αύριο,маргаадар
850,bald::ADV,σε λίγο,түргэн
851,bald::ADV,σε λίγο,удахгүй
852,bald::ADV,εντός ολίγου,түргэн
853,bald::ADV,εντός ολίγου,удахгүй
854,dann::ADV,ύστερα,хожим
855,dann::ADV,ύστερα,тэгээд
856,gestern::ADV,χτες,өчигдөр
857,einst::ADV,ποτέ,нэг
858,einst::ADV,άλλοτε,нэг
859,damals::ADV,τότε,тэгэхэд
860,danach::ADV,μετά,тэгээд
861,danach::ADV,μετά,дараа нь
862,danach::ADV,ύστερα,тэгээд
863,danach::ADV,ύστερα,дараа нь
864,vorher::ADV,πριν,урьд
865,vorher::ADV,προηγουμένως,урьд
866,zuerst::ADV,πρώτα,анх
867,zuerst::ADV,πρώτα,эхлээд
868,einmal::ADV,μία φορά,нэг удаа
869,manchmal::ADV,κάποτε,хааяа
870,manchmal::ADV,κάποτε,заримдаа
871,oft::ADV,συχνά,олонтоо
872,oft::ADV,πολλές φορές,олонтоо
873,immer::ADV,πάντα,байнга
874,immer::ADV,πάντοτε,байнга
875,niemals::ADV,ποτέ,хэзээ ч
876,niemals::ADV,ποτέ,хэдийд ч
877,hier::ADV,εδώ,энд
878,hierhin::ADV,εδώ,нааш
879,von hier::ADV,από δω,эндээс
880,dort::ADV,εκεί,тэнд
881,dorthin::ADV,προς τα κει,тийш
882,geradeaus::ADV,κατευθείαν,шулуун
883,vorwärts::ADV,εμπρός,урагшаа
884,rückwärts::ADV,πίσω,буцаан
885,rückwärts::ADV,πίσω,сөөргөө
886,zurück::ADV,πίσω,буцаж
887,zurück::ADV,πίσω,гэдрэг
888,unten::ADV,κάτω,дор
889,hinab::ADV,προς τα κάτω,уруу
890,oben::ADV,πάνω,дээр
891,oben::ADV,επάνω,дээр
892,hinauf::ADV,προς τα πάνω,өөд
893,hinauf::ADV,προς τα πάνω,дээш
894,überall::ADV,παντού,хааяагүй
895,überall::ADV,παντού,энд тэндгүй
896,nicht::ADV,δεν,эс
897,nicht::ADV,δεν,-гүй
898,ein wenig::ADV,λιγάκι,жаахан
899,kaum::ADV,μόλις,арай
900,kaum::ADV,μόλις,арай гэж
901,sehr::ADV,πολύ,тун
902,so::ADV,έτσι,тэгж
903,so::ADV,έτσι,ингээд
904,noch::ADV,ακόμα,дахин
905,noch::ADV,ακόμα,дахиад
906,nur::ADV,μόνο,зөвхөн
907,nur::ADV,μόνο,гагцхүү
908,schon::ADV,ήδη,нэгэнт
909,schon::ADV,κιόλας,нэгэнт
910,wieder::ADV,ξανά,дахин
911,wieder::ADV,ξανά,дахиад
912,vergebens::ADV,μάταια,хий
913,vor::PRP,μπροστά σε,өмнө
914,vor::PRP,μπροστά από,өмнө
915,hinter::PRP,πίσω από ,ард
916,unter::PRP,υπό,доор
917,unter::PRP,κάτω από,доор
918,durch::PRP,διά,дундуур
919,durch::PRP,διά μέσου,дундуур
920,neben::PRP,δίπλα σε,хажууд
921,zwischen::PRP,μεταξύ,завсар
922,zwischen::PRP,μεταξύ,хооронд
923,zwischen::PRP,ανάμεσα σε,завсар
924,zwischen::PRP,ανάμεσα σε,хооронд
925,wegen::PRP,για,төлөө
926,wegen::PRP,για,дээрээс
927,wegen::PRP,λόγω,төлөө
928,wegen::PRP,λόγω,дээрээс
929,dies::PRN,αυτό,энэ
930,das::PRN,το,тэр
931,alles::PRN,όλα,цөм
932,alles::PRN,όλα,бүгд
933,ich::PRN,εγώ,би
934,du::PRN,σύ,чи
935,du::PRN,εσύ,чи
936,er::PRN,αυτός,тэр
937,er::PRN,αυτός,тэр хүн
938,wir::PRN,εμείς,бид
939,ihr::PRN,εσείς,та нар
940,sie::PRN,αυτοί,тэд
941,was::FPRN,τι,юу
942,wer::FPRN,ποιος,хэн
943,wo::FADV,πού,хаа
944,wo::FADV,πού,хаана
945,wohin::FADV,πού,хааш
946,wohin::FADV,πού,хаана
947,wohin::FADV,για πού,хааш
948,wohin::FADV,για πού,хаана
949,wie::FADV,πώς,яаж
950,wie::FADV,πώς,хэрхэн
951,warum::FADV,γιατί,юунд
952,warum::FADV,γιατί,яагаад
953,wieviel::FNUM,πόσος,хэдий
954,wieviel::FNUM,πόσος,хэд
955,eins::NUM,ένα,нэг
956,zwei::NUM,δύο,хоёр
957,drei::NUM,τρία,гурав
958,drei::NUM,τρεις,гурав
959,vier::NUM,τέσσερα,дөрөв
960,vier::NUM,τέσσερις,дөрөв
961,fünf::NUM,πέντε,тав
962,sechs::NUM,έξι,зургаа
963,sieben::NUM,εφτά,долоо
964,acht::NUM,οχτώ,найм
965,neun::NUM,εννιά,ес
966,zehn::NUM,δέκα,арав
967,elf::NUM,έντεκα,арван нэг
968,zwölf::NUM,δώδεκα,арван хоёр
969,zwanzig::NUM,είκοσι,хорь
970,dreißig::NUM,τριάντα,гуч
971,vierzig::NUM,σαράντα,дөч
972,fünfzig::NUM,πενήντα,тавь
973,sechzig::NUM,εξήντα,жар
974,siebzig::NUM,εβδομήντα,дал
975,achtzig::NUM,ογδόντα,ная
976,neunzig::NUM,ενενήντα,ер
977,hundert::NUM,εκατό,зуу
978,tausend::NUM,χίλιοι,мянга
979,und::CNJ,και,ч
980,und::CNJ,και,болон
981,oder::CNJ,ή,буюу
982,stehen::V,στέκομαι,зогсох
983,stehen::V,είμαι όρθιος,зогсох
984,sitzen::V,κάθομαι,суух
985,liegen::V,είμαι ξαπλωμένος,хэвтэх
986,hängen::V,κρέμομαι,өлгөөтэй байх
987,hängen::V,κρέμομαι,дүүжлээтэй байх
988,werden::V,γίνομαι,болох
989,passieren::V,συμβαίνω,тохиох
990,beginnen::V,αρχίζω,эхлэх
991,enden::V,τελειώνω,дүүрэх
992,wechseln::V,αλλάζω,хувирах
993,aufgehen[Sonne]::V,βγαίνω,мандах
994,aufgehen[Sonne]::V,ανατέλλω,мандах
995,untergehen[Sonne]::V,δύω,жаргах
996,untergehen[Sonne]::V,βασιλεύω,жаргах
997,scheinen[Sonne]::V,λάμπω,гэрэлтэх
998,donnern::V,βροντώ,дуугарах
999,wehen::V,φυσώ,салхилах
1000,wehen::V,φυσώ,хөөрөгдөх
1001,strömen::V,ρέω,гүйх
1002,strömen::V,ρέω,урсах
1003,strömen::V,τρέχω,гүйх
1004,strömen::V,τρέχω,урсах
1005,fließen::V,ρέω,урсах
1006,sich drehen::V,γυρίζω,эргэлдэх
1007,sich drehen::V,στρέφομαι,эргэлдэх
1008,schwanken::V,ταλαντεύομαι,хэлбэлзэх
1009,schwingen::V,αιωρούμαι,ганхах
1010,schwingen::V,αιωρούμαι,хэлбэлзэх
1011,schwingen::V,ταλαντεύομαι,ганхах
1012,schwingen::V,ταλαντεύομαι,хэлбэлзэх
1013,fallen::V,πέφτω,унах
1014,brennen::V,καίω,шатах
1015,rauchen::V,καπνίζω,баагих
1016,regnen::V,βρέχω,бороо орно
1017,gefrieren::V,παγώνω,хөлдөх
1018,tauen::V,λειώνω,хайлах
1019,schmelzen::V,λειώνω,уярах
1020,trocknen::V,στεγνώνω,хатах
1021,sieden::V,βράζω,буцлах
1022,sieden::V,βράζω,даргилах
1023,faulen::V,σαπίζω,үжрэх
1024,faulen::V,σαπίζω,өмхийрөх
1025,verfaulen::V,σαπίζω,бээх
1026,verfaulen::V,σαπίζω,өгрөх
1027,reißen::V,σχίζω,цуурах
1028,versinken::V,βουλιάζω,живэх
1029,versinken::V,βυθίζομαι,живэх
1030,vergehen::V,περνώ,нөгчих
1031,vergehen::V,περνώ,өнгөрөх
1032,erscheinen::V,εμφανίζομαι,гарах
1033,erscheinen::V,εμφανίζομαι,бултайх
1034,verschwinden::V,χάνομαι,далд орох
1035,verschwinden::V,χάνομαι,алга болох
1036,verschwinden::V,εξαφανίζομαι,далд орох
1037,verschwinden::V,εξαφανίζομαι,алга болох
1038,sinken::V,κατεβαίνω,татрах
1039,sinken::V,κατεβαίνω,доошлох
1040,abnehmen::V,μειώνομαι ,багасах
1041,abnehmen::V,μειώνομαι ,хорогдох
1042,zunehmen::V,αυξάνω,ихсэх
1043,zunehmen::V,μεγαλώνω,ихсэх
1044,steigen::V,ανεβαίνω,нэмэгдэх
1045,wachsen::V,μεγαλώνω,өсөх
1046,wachsen::V,μεγαλώνω,ургах
1047,glänzen::V,γυαλίζω,гилгэнэх
1048,glänzen::V,γυαλίζω,гилбэгнэх
1049,funkeln::V,αστράφτω,гялжах
1050,funkeln::V,αστράφτω,гялалзах
1051,funkeln::V,σπιθοβολώ,гялжах
1052,funkeln::V,σπιθοβολώ,гялалзах
1053,lärmen::V,θορυβώ,шуугих
1054,läuten::V,χτυπώ ,цохих
1055,klingeln::V,κουδουνίζω,хонхдох
1056,klingeln::V,κουδουνίζω,дуугарах
1057,klirren::V,κουδουνίζω,хангир жингэр хийх
1058,brausen::V,βουΐζω,бургилах
1059,rauschen::V,βουΐζω,сэржигнэх
1060,klingen::V,ηχώ,хангинах
1061,bellen::V,γαυγίζω,хуцах
1062,heulen::V,ουρλιάζω,улих
1063,blasen::V,φυσώ,үлзэх
1064,pfeifen::V,σφυρίζω,исгэрэх
1065,schreien::V,κραυγάζω,хашгирах
1066,stöhnen::V,βογγώ,ёолох
1067,stöhnen::V,βογγώ,гэнгэнэх
1068,zittern::V,τρέμω,дагжих
1069,leben::V,ζω,амьдрах
1070,geboren werden::V,γεννιέμαι,төрөх
1071,atmen::V,αναπνέω,амьсгалах
1072,trinken::V,πίνω,уух
1073,essen::V,τρώω,идэх
1074,schlucken::V,καταπίνω,залгих
1075,müde werden::V,κουράζομαι,ядрах
1076,einschlafen::V,αποκοιμιέμαι,унтчих
1077,schlafen::V,κοιμάμαι,унтах
1078,aufwachen::V,ξυπνώ,сэрэх
1079,aufstehen::V,σηκώνομαι,босох
1080,sich erholen::V,ξεκουράζομαι,амрах
1081,krank werden::V,αρρωσταίνω,өвдөж эхлэх
1082,krank sein::V,ασθενώ,өвдөх
1083,schmerzen::V,πονώ,өвдөх
1084,schmerzen::V,πονώ,шархирах
1085,husten::V,βήχω,ханиах
1086,genesen::V,θεραπεύομαι,засрах
1087,sterben::V,πεθαίνω,үхэх
1088,sterben::V,πεθαίνω,нас барах
1089,umkommen::V,πεθαίνω,үхэх
1090,sich bewegen::V,κουνιέμαι,хөдлөх
1091,sich rühren::V,σαλεύω,хөдлөх
1092,sich erheben::V,επαναστατώ,босох
1093,sich setzen::V,κάθομαι,суух
1094,hinfallen::V,πέφτω κάτω,ойчих
1095,laufen::V,τρέχω,явган явах
1096,schreiten::V,βαδίζω,алхах
1097,spazierengehen::V,κάνω βόλτα,зугаалах
1098,spazierengehen::V,πηγαίνω περίπατο,зугаалах
1099,eilen::V,σπεύδω,хурдлах
1100,sich beeilen::V,βιάζομαι,яарах
1101,sich beeilen::V,βιάζομαι,шамдах
1102,sausen::V,τρέχω γρήγορα,давхих
1103,rennen::V,τρέχω,гүйх
1104,springen::V,πηδώ,харайх
1105,springen::V,πηδώ,дэвхрэх
1106,klettern::V,σκαρφαλώνω,авирах
1107,schaukeln::V,κουνιέμαι,ганхалзах
1108,kriechen::V,έρπω,мөлхөх
1109,kriechen::V,σέρνομαι,мөлхөх
1110,schwimmen::V,κολυμπώ,сэлэх
1111,tauchen::V,βουτώ,шунгах
1112,rudern::V,κωπηλατώ,сэлүүрдэх
1113,fahren::V,πηγαίνω,явах
1114,fliegen::V,πετώ,нисэх
1115,gehen::V,βαδίζω,явах
1116,gehen::V,πηγαίνω,явах
1117,weggehen::V,φεύγω,явах
1118,abfahren::V,ξεκινώ,одох
1119,abfahren::V,ξεκινώ,хөдлөх
1120,abfahren::V,αναχωρώ,одох
1121,abfahren::V,αναχωρώ,хөдлөх
1122,anhalten::V,σταματώ,зогсох
1123,hineingehen::V,μπαίνω,орох
1124,eintreten::V,μπαίνω,орох
1125,eintreten::V,εισέρχομαι,орох
1126,kommen::V,έρχομαι,ирэх
1127,ankommen::V,φτάνω,хүрэх
1128,zurückkommen::V,επιστρέφω,харих
1129,zurückkommen::V,επιστρέφω,буцаж ирэх
1130,bleiben::V,μένω,үлдэх
1131,warten::V,περιμένω,хүлээх
1132,erwarten::V,αναμένω,хүлээх
1133,erwarten::V,περιμένω,хүлээх
1134,suchen::V,ψάχνω,эрэх
1135,suchen::V,ψάχνω,бэдрэх
1136,finden::V,βρίσκω,олох
1137,versuchen::V,προσπαθώ,оролдох
1138,vorbereiten::V,προετοιμάζω,бэлтгэх
1139,lieben::V,αγαπώ,янаглах
1140,mögen::V,μου αρέσει,таалах
1141,lachen::V,γελώ,инээх
1142,rühren::V,συγκινώ,сэтгэл уяруулах
1143,weinen::V,κλαίω,уйлах
1144,schimpfen::V,βρίζω,хараах
1145,sich ärgern::V,θυμώνω,уурлах
1146,sich fürchten::V,φοβάμαι,айх
1147,fürchten::V,φοβάμαι,айх
1148,fliehen::V,φεύγω,зугтах
1149,fliehen::V,φεύγω,гүйж очих
1150,flüchten::V,δραπετεύω,оргох
1151,sehen::V,βλέπω,үзэх
1152,anschauen::V,κοιτάζω,харах
1153,ansehen::V,βλέπω,харах
1154,hören::V,ακούω,дуулах
1155,zuhören::V,ακούω,чагнах
1156,probieren::V,δοκιμάζω,амсаж үзэх
1157,riechen::V,μυρίζω,үнэрлэх
1158,riechen::V,οσφραίνομαι,үнэрлэх
1159,fühlen::V,αισθάνομαι,мэдрэх
1160,scheinen::V,φαίνομαι,шиг үзэгдэх
1161,zu sehen sein::V,φαίνομαι,үзэгдэх
1162,zu sehen sein::V,φαίνομαι,харагдах
1163,vernehmen::V,ακούω,дуулах
1164,vernehmen::V,μαθαίνω,дуулах
1165,frieren::V,κρυώνω,даарах
1166,tun::V,κάνω,хийх
1167,tun::V,κάνω,үйлдэх
1168,können::V,ξέρω,болох
1169,können::V,μπορώ,болох
1170,wollen::V,θέλω,хүсэх
1171,anfangen::V,αρχίζω,эхлэх
1172,beenden::V,τελειώνω,дуусгах
1173,aufhören::V,παύω,болих
1174,aufhören::V,παύω,зогсох
1175,gelingen::V,πετυχαίνω,бүтэх
1176,geraten::V,γίνομαι,илрэх
1177,öffnen::V,ανοίγω,нээх
1178,öffnen::V,ανοίγω,тайлах
1179,schließen::V,κλείνω,хаах
1180,stellen::V,θέτω,тавих
1181,stellen::V,θέτω,босгох
1182,setzen::V,θέτω,суулгах
1183,legen::V,θέτω,хийх
1184,legen::V,θέτω,тавих
1185,berühren::V,εγγίζω,шүргэх
1186,verbinden::V,συνδέω,залгах
1187,bedecken::V,σκεπάζω,бүрэх
1188,aufhängen::V,κρεμώ,өлгөх
1189,aufhängen::V,κρεμώ,дүүжлэх
1190,anzünden::V,ανάβω,асаах
1191,anzünden::V,ανάβω,ноцоох
1192,aufheben::V,σηκώνω,өргөх
1193,zurücklassen::V,εγκαταλείπω,орхих
1194,zurücklassen::V,εγκαταλείπω,үлдээх
1195,verlieren::V,χάνω,гээх
1196,fallen lassen::V,αφήνω να πέσει,унагах
1197,machen::V,κάνω,хийх
1198,machen::V,κάνω,гаргах
1199,machen::V,φτιάχνω,хийх
1200,machen::V,φτιάχνω,гаргах
1201,herstellen::V,κατασκευάζω,бүтээх
1202,bauen::V,χτίζω,барих
1203,bauen::V,οικοδομώ,барих
1204,reparieren::V,επισκευάζω,засах
1205,reparieren::V,επισκευάζω,сэлбэх
1206,reparieren::V,επιδιορθώνω,засах
1207,reparieren::V,επιδιορθώνω,сэлбэх
1208,verbessern::V,βελτιώνω,засах
1209,verbessern::V,βελτιώνω,сайжруулах
1210,verbessern::V,καλυτερεύω,засах
1211,verbessern::V,καλυτερεύω,сайжруулах
1212,ändern::V,αλλάζω,өөрчлөх
1213,graben::V,σκάβω,малтах
1214,beugen::V,λυγίζω,бөгтийлгөх
1215,biegen::V,κάμπτω,матах
1216,biegen::V,κάμπτω,муруйлгах
1217,drehen::V,στρέφω,эргүүлэх
1218,wenden::V,γυρίζω,эргүүлэх
1219,umdrehen::V,γυρίζω,хөрвүүлэх
1220,heben::V,υψώνω,өргөх
1221,heben::V,σηκώνω,өргөх
1222,hochheben::V,υψώνω,өргөх
1223,hochheben::V,σηκώνω,өргөх
1224,ergreifen::V,πιάνω,атгах
1225,ergreifen::V,αρπάζω,атгах
1226,halten::V,βαστώ,барих
1227,drücken::V,πιέζω,дарах
1228,schieben::V,σπρώχνω,түлхэх
1229,kratzen::V,γρατσουνίζω,хусах
1230,kratzen::V,γρατσουνίζω,маажих
1231,lecken::V,γλείφω,долоох
1232,beißen::V,δαγκάνω,зуух
1233,beißen::V,δαγκάνω,хазах
1234,abreißen::V,κόβω,таслах
1235,abreißen::V,σχίζω,таслах
1236,abschneiden::V,αποκόπτω,тайрах
1237,binden::V,δένω,боох
1238,binden::V,δένω,хүлэх
1239,stecken::V,χώνω,шаах
1240,stecken::V,χώνω,шигтгэх
1241,brechen::V,σπάζω,хугалах
1242,klopfen::V,χτυπώ,цохих
1243,klopfen::V,χτυπώ,тогших
1244,klopfen::V,τινάζω,цохих
1245,klopfen::V,τινάζω,тогших
1246,hauen::V,χτυπώ,дэлдэх
1247,kleben::V,κολλώ,наах
1248,reiben::V,τρίβω,нухах
1249,reiben::V,τρίβω,нидчих
1250,streichen::V,αλείφω,нялах
1251,streichen::V,αλείφω,түрхэх
1252,schleifen::V,ακονίζω,билүүдэх
1253,schleifen::V,ακονίζω,гуранздах
1254,schneiden::V,κόβω,огтлох
1255,rütteln::V,σείω,холхнулах
1256,rütteln::V,τινάζω,холхнулах
1257,schütteln::V,σείω,сэгсрэх
1258,schütteln::V,κουνώ,сэгсрэх
1259,schwenken::V,κουνώ,дэвэх
1260,schwenken::V,κουνώ,даллах
1261,schütten::V,χύνω,цутгах
1262,schütten::V,χύνω,аягалах
1263,füllen::V,γεμίζω,дүүргэх
1264,einwickeln::V,τυλίγω,боох
1265,einwickeln::V,τυλίγω,ороох
1266,tragen::V,φέρνω,авчрах
1267,schleppen::V,κουβαλώ,чирэх
1268,ziehen::V,τραβώ,татах
1269,aufbewahren::V,φυλάω,хадгалах
1270,werfen::V,ρίχνω,хаях
1271,werfen::V,ρίχνω,шидэх
1272,fangen::V,πιάνω,барих
1273,packen::V,τσακώνω,шүүрэх
1274,verstecken::V,κρύβω,нуух
1275,teilen::V,μερίζω,хуваах
1276,schicken::V,στέλνω,илгээх
1277,schicken::V,στέλνω,явуулах
1278,bringen::V,φέρνω,авчрах
1279,bringen::V,φέρνω,аваачих
1280,hinzufügen::V,προσθέτω,нэмэх
1281,bekommen::V,προσκομίζω,хүлээн авах
1282,erhalten::V,παίρνω,хүлээн авах
1283,erhalten::V,λαμβάνω,хүлээн авах
1284,nehmen::V,πιάνω,авах
1285,nehmen::V,παίρνω,авах
1286,wählen::V,εκλέγω,сонгох
1287,auswählen::V,διαλέγω,шилэх
1288,bewahren::V,διατηρώ,гамнах
1289,behindern::V,εμποδίζω,саад хийх
1290,behindern::V,εμποδίζω,тотгор болох
1291,verderben::V,χαλώ,эвдэх
1292,beschädigen::V,ζημιώνω,гэмтээх
1293,zerbrechen::V,σπάζω,хагалах
1294,zerbrechen::V,σπάζω,хага цохих
1295,zerreißen::V,σχίζω,урах
1296,zerstören::V,καταστρέφω,эвдэх
1297,zerstören::V,καταστρέφω,сүйтгэх
1298,verbrennen::V,καίω,шатаах
1299,geben::V,δίνω,өгөх
1300,reichen::V,δίνω,өгөх
1301,reichen::V,δίνω,дамжуулах
1302,schenken::V,χαρίζω,бэлэглэх
1303,versprechen::V,υπόσχομαι,амлах
1304,wünschen::V,εύχομαι,ерөөх
1305,loben::V,επαινώ,магтах
1306,loben::V,επαινώ,сайшаах
1307,küssen::V,φιλώ,озох
1308,küssen::V,φιλώ,үнсэх
1309,wiegen::V,κουνώ,бүүвэйлэх
1310,wiegen::V,νανουρίζω,бүүвэйлэх
1311,zudecken::V,σκεπάζω,хучих
1312,zudecken::V,σκεπάζω,бүтээх
1313,wecken::V,ξυπνώ,сэрээх
1314,zeigen::V,δείχνω,үзүүлэх
1315,führen::V,οδηγώ,хөтлөх
1316,lehren::V,διδάσκω,заах
1317,unterrichten::V,διδάσκω,сургах
1318,aufziehen::V,ανατρέφω,өсгөх
1319,aufziehen::V,ανατρέφω,хүмүүжүүлэх
1320,leiten::V,ηγούμαι,удирдах
1321,leiten::V,διευθύνω,удирдах
1322,antreiben::V,σπρώχνω,шамдуулах
1323,antreiben::V,παρακινώ,шамдуулах
1324,lassen::V,αφήνω,-уулах
1325,einladen::V,προσκαλώ,залах
1326,vereinigen::V,ενώνω,нэгтгэх
1327,vereinigen::V,ενώνω,хамтруулах
1328,besuchen::V,επισκέπτομαι,зочлох
1329,treffen::V,συναντώ,учрах
1330,treffen::V,συναντώ,дайралдах
1331,sich versammeln::V,μαζεύομαι,хуралдах
1332,spielen::V,παίζω,наадах
1333,singen::V,τραγουδώ,дуулах
1334,tanzen::V,χορεύω,бүжиглэх
1335,sich trennen::V,αποχωρίζομαι,салах
1336,verlassen::V,εγκαταλείπω,хаях
1337,retten::V,σώζω,гэтэлгэх
1338,bewachen::V,φρουρώ,сахих
1339,schützen::V,προστατεύω,хамгаалах
1340,verteidigen::V,υπερασπίζω,хамгаалах
1341,sich schlagen::V,χτυπιέμαι,зодолдох
1342,schießen::V,πυροβολώ,харвах
1343,schießen::V,πυροβολώ,буу буудах
1344,siegen::V,νικώ,ялах
1345,ärgern::V,τσαντίζω,уурлуулах
1346,ärgern::V,τσαντίζω,уур хүргэх
1347,schlagen::V,χτυπώ,цохих
1348,treten::V,κλοτσώ,өшиглөх
1349,stechen::V,τρυπώ,хатгах
1350,stoßen::V,ωθώ,ёврох
1351,stoßen::V,ωθώ,нудрах
1352,stoßen::V,σπρώχνω,ёврох
1353,stoßen::V,σπρώχνω,нудрах
1354,stehlen::V,κλέβω,хулгайлах
1355,stören::V,διαταράσσω,саад болох
1356,belästigen::V,ενοχλώ,зовоох
1357,belästigen::V,ενοχλώ,амраахгүй байх
1358,verbergen::V,κρύβω,нуух
1359,verbergen::V,κρύβω,далдлах
1360,täuschen::V,παραπλανώ,мэхлэх
1361,betrügen::V,απατώ,хуурах
1362,töten::V,σκοτώνω,алах
1363,töten::V,θανατώνω,алах
1364,wohnen::V,μένω,суух
1365,wohnen::V,μένω,амьдрах
1366,wohnen::V,κατοικώ,суух
1367,wohnen::V,κατοικώ,амьдрах
1368,arbeiten::V,δουλεύω,ажиллах
1369,arbeiten::V,δουλεύω,хөдөлмөрлөх
1370,arbeiten::V,εργάζομαι,ажиллах
1371,arbeiten::V,εργάζομαι,хөдөлмөрлөх
