,Concept_ID,it,tr
140,Küste::N,costa,kıyı
141,Küste::N,costa,sahil
142,Festland::N,terraferma,kara
143,Meer::N,mare,deniz
144,Bucht::N,cala,koy
145,Bucht::N,cala,körfez
146,Insel::N,ìsola,ada
147,Blume::N,fiore,çiçek
148,Gras::N,erba,ot
149,Gras::N,erba,çim
150,Wurzel::N,radice,kök
151,Baum::N,àlbero,ağaç
152,Stamm::N,tronco,gövde
153,Rinde::N,corteccia,kabuk
154,Ast::N,ramo,dal
155,Ast::N,ramo,budak
156,Zweig::N,ramo,dal
157,Blatt::N,foglia,yaprak
158,Birke::N,betulla,huş
159,Kiefer[Baum]::N,pino,çam
160,Weide[Baum]::N,sàlice,söğüt
161,Tanne::N,abete,çam
162,Tanne::N,abete,köknar
163,Horn::N,corno,boynuz
164,Feder::N,penna,tüy
165,Fell::N,manto,post
166,Fell::N,pelame,post
167,Flügel::N,ala,kanat
168,Klaue::N,grinfia,pençe
169,Kralle::N,unghia,tırnak
170,Kralle::N,artiglio,tırnak
171,Schwanz::N,coda,kuyruk
172,Ei::N,uovo,yumurta
173,Nest::N,nido,yuva
174,Bau::N,covo,in
175,Tier::N,bestia,hayvan
176,Tier::N,animale,hayvan
177,Herde::N,gregge,sürü
178,Kuh::N,vacca,inek
179,Bulle::N,toro,boğa
180,Pferd::N,cavallo,at
181,Pferd::N,cavallo,beygir
182,Schaf::N,pècora,koyun
183,Schwein::N,porco,domuz
184,Schwein::N,maiale,domuz
185,Hund::N,cane,it
186,Hund::N,cane,köpek
187,Katze::N,gatta,kedi
188,Bär::N,orso,ayı
189,Eichhörnchen::N,scoiàttolo,sincap
190,Elch::N,alce,büyük kuzey geyiği
191,Fuchs::N,volpe,tilki
192,Hase::N,lepre,tavşan
193,Maus::N,topo,fare
194,Maus::N,topo,sıçan
195,Maus::N,sorcio,fare
196,Maus::N,sorcio,sıçan
197,Wolf::N,lupo,kurt
198,Vogel::N,uccello,kuş
199,Schwarm::N,stormo,sürü
200,Huhn::N,gallina,tavuk
201,Hahn::N,gallo,horoz
202,Gans::N,oca,kaz
203,Adler::N,àquila,kartal
204,Adler::N,àquila,karakuş
205,Ente::N,ànatra,ördek
206,Eule::N,gufo,baykuş
207,Eule::N,civetta,baykuş
208,Kranich::N,gru,turna
209,Krähe::N,cornacchia,karga
210,Kuckuck::N,cuccù,guguk
211,Kuckuck::N,cùculo,guguk
212,Schwan::N,cigno,kuğu
213,Fisch::N,pesce,balık
214,Barsch::N,pèrsico,hani
215,Barsch::N,pèrsico,levrek
216,Hecht::N,luccio,turnabalığı
217,Schlange[Tier]::N,serpente,yılan
218,Wurm::N,baco,kurt
219,Wurm::N,baco,solucan
220,Wurm::N,verme,kurt
221,Wurm::N,verme,solucan
222,Spinne::N,ragno,örümcek
223,Ameise::N,formica,karınca
224,Laus::N,pidocchio,bit
225,Mücke::N,zanzara,sivrisinek
226,Fliege::N,mosca,sinek
227,Schmetterling::N,farfalla,kelebek
228,Beere::N,bacca,tane
229,Apfel::N,mela,elma
230,Pilz::N,fungo,mantar
231,Zwiebel::N,cipolla,soğan
232,Saat::N,semente,ekin
233,Korn::N,grano,tane
234,Heu::N,fieno,kuru ot
235,Schale::N,buccia,kabuk
236,Grube::N,cava,çukur
237,Grube::N,fossa,çukur
238,Falle::N,tràppola,tuzak
239,Schlinge::N,laccio,ilmik
240,Spur::N,traccia,iz
241,Asche::N,cenere,kül
242,Dreck::N,fango,pislik
243,Eisen::N,ferro,demir
244,Gold::N,oro,altın
245,Silber::N,argento,gümüş
246,Kohle::N,carbone,kömür
247,Glas::N,vetro,cam
248,Lehm::N,argilla,balçık
249,Sand::N,arena,kum
250,Sand::N,sabbia,kum
251,Mensch::N,uomo,insan
252,Mensch::N,èssere umano,insan
253,Mann::N,uomo,adam
254,Mann::N,uomo,erkek
255,Frau::N,donna,bayan
256,Kind::N,bambino,çocuk
257,Junge::N,ragazzo,erkek çocuk
258,Mädchen::N,ragazza,kız
259,Familie::N,famiglia,aile
260,Großvater::N,nonno,dede
261,Großvater::N,nonno,büyükbaba
262,Großmutter::N,nonna,nine
263,Großmutter::N,nonna,büyükanne
264,Eltern::N,genitori,ebeveyn
265,Eltern::N,genitori,ana baba
266,Vater::N,padre,ata
267,Vater::N,padre,baba
268,Mutter::N,madre,ana
269,Mutter::N,madre,anne
270,Sohn::N,figlio,oğul
271,Tochter::N,figlia,kız
272,Tochter::N,figlia,kız evlât
273,Bruder::N,fratello,abi
274,Bruder::N,fratello,erkek kardeş
275,Schwester::N,sorella,abla
276,Schwester::N,sorella,kız kardeş
277,Onkel::N,zio,dayı
278,Tante::N,zia,hala
279,Tante::N,zia,teyze
280,Ehemann::N,marito,koca
281,Ehefrau::N,moglie,karı
282,Freude::N,gioia,neşe
283,Freude::N,gioia,sevinç
284,Freude::N,piacere,neşe
285,Freude::N,piacere,sevinç
286,Gelächter::N,risata,gülme
287,Gelächter::N,risata,kahkaha
288,Glück::N,felicità,mutluluk
289,Kummer::N,afflizione,dert
290,Kummer::N,afflizione,keder
291,Wunsch::N,desiderio,arzu
292,Wunsch::N,desiderio,istek
293,Lust::N,voglia,arzu
294,Lust::N,voglia,heves
295,Geist::N,mente,tin
296,Geist::N,spìrito,tin
297,Gedanke::N,idea,fikir
298,Gedanke::N,idea,düşünce
299,Gedanke::N,pensiero,fikir
300,Gedanke::N,pensiero,düşünce
301,Gedächtnis::N,memoria,bellek
302,Verstand::N,intelletto,zekâ
303,Sinn::N,senso,anlam
304,Sinn::N,significato,anlam
305,Grund::N,causa,sebep
306,Grund::N,motivo,sebep
307,Grund::N,ragione,sebep
308,Wahrheit::N,verità,doğruluk
309,Wahrheit::N,verità,gerçeklik
310,Gespräch::N,discorso,görüşme
311,Gespräch::N,conversazione,görüşme
312,Märchen::N,fiaba,masal
313,Märchen::N,fàvola,masal
314,Erzählung::N,racconto,öykü
315,Erzählung::N,racconto,hikâye
316,Erzählung::N,narrazione,öykü
317,Erzählung::N,narrazione,hikâye
318,Nachricht::N,messaggio,haber
319,Neuigkeit::N,notizia,haber
320,Name::N,nome,ad
321,Name::N,nome,isim
322,Rätsel::N,indovinello,bilmece
323,Rede::N,discorso,söylev
324,Rede::N,discorso,konuşma
325,Sprache::N,lingua,dil
326,Sprache::N,lingua,lisan
327,Sprache::N,linguaggio,dil
328,Sprache::N,linguaggio,lisan
329,Stimme::N,voce,ses
330,Wort::N,parola,kelime
331,Zeichen::N,segno,işaret
332,Zeichen::N,segnale,işaret
333,Ruf::N,chiamata,çağırma
334,Lärm::N,chiasso,şamata
335,Lärm::N,chiasso,gürültü
336,Lärm::N,strèpito,şamata
337,Lärm::N,strèpito,gürültü
338,Laut::N,suono,ses
339,Ton::N,tono,ses
340,Lied::N,canto,türkü
341,Lied::N,canzone,türkü
342,Ruhe::N,calma,sakinlik
343,Ruhe::N,tranquillità,sakinlik
344,Leute::N,gente,halk
345,Leute::N,gente,insanlar
346,Volk::N,pòpolo,ulus
347,Volk::N,pòpolo,millet
348,Arbeit::N,lavoro,iş
349,Arbeit::N,lavoro,çalışma
350,Gast::N,òspite,konuk
351,Gast::N,òspite,misafir
352,Gast::N,invitato,konuk
353,Gast::N,invitato,misafir
354,Geschenk::N,regalo,hediye
355,Geschenk::N,regalo,armağan
356,Spiel::N,gioco,oyun
357,Gesellschaft::N,compagnìa,çevre
358,Gesellschaft::N,compagnìa,arkadaşlık
359,Hilfe::N,aiuto,yardım
360,Hilfe::N,soccorso,yardım
361,Freund::N,amico,dost
362,Freund::N,amico,arkadaş
363,Kamerad::N,camerata,arkadaş
364,Angelegenheit::N,affare,iş
365,Angelegenheit::N,affare,husus
366,Angelegenheit::N,faccenda,iş
367,Angelegenheit::N,faccenda,husus
368,Anzahl::N,nùmero,sayı
369,Anzahl::N,quantità,sayı
370,Art::N,tipo,çeşit
371,Art::N,specie,çeşit
372,Stück::N,pezzo,tane
373,Stück::N,pezzo,parça
374,Teil::N,parte,kısım
375,Hälfte::N,metà,yarı
376,Kreis::N,cìrcolo,daire
377,Kreuz::N,croce,haç
378,Linie::N,lìnea,hat
379,Linie::N,lìnea,çizgi
380,Strich::N,tratto,çizgi
381,Abstand::N,distanza,aralık
382,Entfernung::N,distanza,mesafe
383,Entfernung::N,distanza,uzaklık
384,Entfernung::N,lontananza,mesafe
385,Entfernung::N,lontananza,uzaklık
386,Gegend::N,regione,yöre
387,Platz::N,posto,yer
388,Platz::N,spazio,yer
389,Ort::N,luogo,yer
390,Ort::N,località,yer
391,Seite::N,lato,yan
392,Seite::N,lato,taraf
393,Seite::N,parte,yan
394,Seite::N,parte,taraf
395,Mitte::N,mezzo,orta
396,Mitte::N,mezzo,merkez
397,Mitte::N,centro,orta
398,Mitte::N,centro,merkez
399,Gegenstand::N,oggetto,şey
400,Sache::N,cosa,iş
401,Sache::N,cosa,şey
402,Rand::N,orlo,kenar
403,Rand::N,bordo,kenar
404,Kante::N,spìgolo,kenar
405,Ecke::N,canto,köşe
406,Spitze::N,punta,uç
407,Spitze::N,punta,baş
408,Ende::N,capo,uç
409,Ende::N,estremità,uç
410,Loch::N,buco,oyuk
411,Loch::N,buco,delik
412,Winkel::N,àngolo,köşe
413,Muster::N,disegno,örnek
414,Größe::N,taglia,büyüklük
415,Größe::N,grandezza,büyüklük
416,Länge::N,lunghezza,uzunluk
417,Höhe::N,altezza,yükseklik
418,Gewicht::N,peso,ağırlık
419,Menge::N,quantità,miktar
420,Haufen::N,cùmulo,küme
421,Haufen::N,cùmulo,yığın
422,Haufen::N,mucchio,küme
423,Haufen::N,mucchio,yığın
424,Reihe::N,fila,sıra
425,Boot::N,barca,kayık
426,Boot::N,barca,sandal
427,Boot::N,battello,kayık
428,Boot::N,battello,sandal
429,Ruder::N,remo,kürek
430,Schlitten::N,slitta,kızak
431,Ski::N,sci,kayak
432,Lagerfeuer::N,falò,kamp ateşi
433,Lagerfeuer::N,fuoco di bivacco,kamp ateşi
434,Last::N,càrico,yük
435,Gang::N,andata,gidiş
436,Gang::N,andata,yürüyüş
437,Schritt::N,passo,adım
438,Norden::N,nord,kuzey
439,Norden::N,settentrione,kuzey
440,Süden::N,sud,güney
441,Süden::N,meridione,güney
442,Westen::N,òvest,batı
443,Westen::N,occidente,batı
444,Osten::N,est,doğu
445,Osten::N,oriente,doğu
446,Holz::N,legno,ağaç
447,Holz::N,legno,tahta
448,Brett::N,asse,tahta
449,Brett::N,tàvola,tahta
450,Platte::N,lastra,levha
451,Platte::N,piastra,levha
452,Stütze::N,supporto,dayak
453,Stütze::N,supporto,destek
454,Stange::N,sbarra,çubuk
455,Stange::N,pèrtica,çubuk
456,Stock::N,verga,sopa
457,Stock::N,verga,değnek
458,Stock::N,bastone,sopa
459,Stock::N,bastone,değnek
460,Stock::N,bacchetta,sopa
461,Stock::N,bacchetta,değnek
462,Stab::N,asta,sırık
463,Stab::N,asta,baston
464,Rohr::N,tubo,boru
465,Haus::N,casa,ev
466,Heim::N,casa,ev
467,Heim::N,casa,yurt
468,Ofen::N,stufa,soba
469,Fußboden::N,pavimento,taban
470,Fußboden::N,pavimento,döşeme
471,Tisch::N,tàvolo,masa
472,Stuhl::N,sedia,iskemle
473,Stuhl::N,sedia,sandalye
474,Wiege::N,culla,beşik
475,Bett::N,letto,yatak
476,Regal::N,scaffale,raf
477,Kiste::N,cassa,sandık
478,Fenster::N,finestra,pencere
479,Tür::N,porta,kapı
480,Tor::N,portone,kapı
481,Zaun::N,recinto,çit
482,Dach::N,tetto,dam
483,Dach::N,tetto,çatı
484,Leiter::N,scala,merdiven
485,Leiter::N,scala a pioli,merdiven
486,Besen::N,scopa,süpürge
487,Spaten::N,vanga,bel
488,Schaufel::N,pala,kürek
489,Gabel::N,forchetta,çatal
490,Löffel::N,cucchiaio,kaşık
491,Messer::N,coltello,bıçak
492,Nagel::N,chiodo,çivi
493,Netz::N,rete,ağ
494,Haken::N,uncino,çengel
495,Griff::N,mànico,kulp
496,Griff::N,mànico,tutamak
497,Griff::N,maniglia,kulp
498,Griff::N,maniglia,tutamak
499,Schloss::N,serratura,kilit
500,Bild::N,quadro,imaj
501,Bild::N,quadro,resim
502,Bild::N,immàgine,imaj
503,Bild::N,immàgine,resim
504,Figur::N,figura,şekil
505,Figur::N,figura,heykel
506,Puppe::N,bàmbola,kukla
507,Beutel::N,borsa,kese
508,Beutel::N,borsa,torba
509,Beutel::N,sacchetto,kese
510,Beutel::N,sacchetto,torba
511,Bündel::N,fascio,deste
512,Bündel::N,fagotto,deste
513,Tasche::N,borsa,çanta
514,Eimer::N,secchio,kova
515,Deckel::N,coperchio,kapak
516,Geschirr::N,stoviglie,kap kacak
517,Sack::N,sacco,torba
518,Tasse::N,tazza,fincan
519,Topf::N,pèntola,tencere
520,Kessel::N,paiolo,kazan
521,Kessel::N,calderone,kazan
522,Essen::N,pasto,yemek
523,Essen::N,mangiare,yemek
524,Nahrung::N,cibo,gıda
525,Nahrung::N,cibo,besin
526,Nahrung::N,alimento,gıda
527,Nahrung::N,alimento,besin
528,Speise::N,piatto,yemek
529,Fleisch::N,carne,et
530,Getreide::N,cereali,tahıl
531,Getreide::N,cereali,hububat
532,Brei::N,purè,ezme
533,Brei::N,pappa,ezme
534,Brot::N,pane,ekmek
535,Scheibe::N,fetta,dilim
536,Scheibe::N,trancia,dilim
537,Fett::N,grasso,yağ
538,Butter::N,burro,tereyağı
539,Öl::N,olio,yağ
540,Öl::N,olio,akar yağ
541,Salz::N,sale,tuz
542,Suppe::N,zuppa,çorba
543,Suppe::N,minestra,çorba
544,Honig::N,miele,bal
545,Milch::N,latte,süt
546,Tee::N,tè,çay
547,Leder::N,pelle,deri
548,Leder::N,pelle,meşin
549,Wolle::N,lana,yün
550,Stoff::N,panno,kumaş
551,Stoff::N,tessuto,kumaş
552,Nadel::N,ago,iğne
553,Faden::N,filo,tire
554,Faden::N,filo,iplik
555,Knopf::N,bottone,düğme
556,Knoten::N,nodo,düğüm
557,Farbe::N,pittura,boya
558,Kleidung::N,vestiti,giyim
559,Kleidung::N,vestiario,giyim
560,Hemd::N,camicia,gömlek
561,Kragen::N,bàvero,yaka
562,Kragen::N,colletto,yaka
563,Ärmel::N,mànica,yen
564,Ärmel::N,mànica,elbise kolu
565,Hose::N,calzoni,pantolon
566,Gürtel::N,cintura,kuşak
567,Mütze::N,berretto,bere
568,Mütze::N,berretto,kasket
569,Schuh::N,scarpa,kundura
570,Schuh::N,scarpa,ayakkabı
571,Stiefel::N,stivale,çizme
572,Ring::N,anello,yüzük
573,Band::N,nastro,bağ
574,Band::N,nastro,şerit
575,Band::N,fettuccia,bağ
576,Band::N,fettuccia,şerit
577,Kamm::N,pèttine,tarak
578,Spiegel::N,specchio,ayna
579,Riemen::N,cinghia,kayış
580,Schnur::N,corda,ip
581,Schnur::N,corda,sicim
582,Leine::N,guinzaglio,kayış
583,Decke::N,coperta,örtü
584,Decke::N,coperta,yorgan
585,Kissen::N,cuscino,yastık
586,Kissen::N,guanciale,yastık
587,Tuch::N,fazzoletto,bez
588,Handtuch::N,asciugamano,havlu
589,Kraft::N,forza,güç
590,Kraft::N,forza,kuvvet
591,Stärke::N,forza,kuvvet
592,Stärke::N,vigore,kuvvet
593,Stärke::N,fortezza,kuvvet
594,Gesundheit::N,salute,sağlık
595,Krankheit::N,malattìa,hastalık
596,Schmerz::N,dolore,ağrı
597,Schmerz::N,dolore,sancı
598,Wunde::N,piaga,yara
599,Wunde::N,ferita,yara
600,Fieber::N,febbre,ateş
601,Arznei::N,fàrmaco,ilâç
602,Arznei::N,medicina,ilâç
603,Brücke::N,ponte,köprü
604,Brunnen::N,pozzo,kuyu
605,Brunnen::N,pozzo,çeşme
606,Weide::N,pàscolo,otlak
607,Pfad::N,sentiero,patika
608,Pfad::N,sentiero,keçiyolu
609,Weg::N,via,yol
610,Weg::N,cammino,yol
611,Straße::N,strada,yol
612,Straße::N,strada,cadde
613,Dorf::N,paese,köy
614,Dorf::N,villaggio,köy
615,Stadt::N,città,kent
616,Stadt::N,città,şehir
617,Brief::N,lèttera,mektup
618,Buch::N,libro,kitap
619,Buchstabe::N,lèttera,harf
620,Zeitung::N,giornale,gazete
621,Leben::N,vita,hayat
622,Tod::N,morte,ölüm
623,Grab::N,tomba,kabir
624,Grab::N,sepolcro,kabir
625,Kirche::N,chiesa,kilise
626,Sünde::N,peccato,günah
627,Gott::N,dio,tanrı
628,Arbeiter::N,operaio,işçi
629,Arbeiter::N,lavoratore,işçi
630,Chef::N,capo,şef
631,Chef::N,capo,müdür
632,Chef::N,padrone,şef
633,Chef::N,padrone,müdür
634,Meister::N,mastro,usta
635,Meister::N,maestro,usta
636,Arzt::N,mèdico,hekim
637,Arzt::N,mèdico,doktor
638,Arzt::N,dottore,hekim
639,Arzt::N,dottore,doktor
640,Lehrer::N,professore,hoca
641,Lehrer::N,professore,öğretmen
642,Geld::N,soldi,para
643,Geld::N,denaro,para
644,Geschäft::N,affare,ticaret
645,Geschäft::N,negozio,ticaret
646,Laden::N,negozio,dükkân
647,Preis::N,prezzo,fiyat
648,Ware::N,merce,mal
649,Nutzen::N,ùtile,fayda
650,Nutzen::N,profitto,fayda
651,Reichtum::N,ricchezza,servet
652,Reichtum::N,ricchezza,zenginlik
653,Welt::N,mondo,dünya
654,Land::N,paese,ülke
655,Staat::N,Stato,devlet
656,König::N,re,kral
657,Macht::N,potere,kudret
658,Macht::N,potere,iktidar
659,Grenze::N,confine,had
660,Grenze::N,confine,sınır
661,Grenze::N,frontiera,had
662,Grenze::N,frontiera,sınır
663,Krieg::N,guerra,savaş
664,Feind::N,nemico,düşman
665,Gewalt::N,violenza,zor
666,Gewalt::N,violenza,cebir
667,Kampf::N,lotta,savaş
668,Bogen[Waffe]::N,arco,yay
669,Pfeil::N,freccia,ok
670,Gewehr::N,fucile,tüfek
671,Fehler::N,errore,hata
672,Fehler::N,errore,yanlış
673,Fehler::N,sbaglio,hata
674,Fehler::N,sbaglio,yanlış
675,Lüge::N,bugìa,yalan
676,Lüge::N,menzogna,yalan
677,Schaden::N,danno,zarar
678,Unglück::N,sfortuna,felâket
679,Unglück::N,sfortuna,talihsizlik
680,Schuld::N,colpa,suç
681,Schuld::N,colpa,kabahat
682,Alter::N,età,yaş
683,Schluss::N,fine,son
684,Zeit::N,tempo,zaman
685,Tag::N,giorno,gün
686,Tag::N,giornata,gün
687,Morgen::N,mattina,sabah
688,Mittag::N,mezzogiorno,öğle
689,Abend::N,sera,akşam
690,Abend::N,serata,akşam
691,Nacht::N,notte,gece
692,Woche::N,settimana,hafta
693,Monat::N,mese,ay
694,Jahr::N,anno,yıl
695,Jahr::N,anno,sene
696,Frühling::N,primavera,ilkbahar
697,Sommer::N,estate,yaz
698,Herbst::N,autunno,güz
699,Herbst::N,autunno,sonbahar
700,Winter::N,inverno,kış
701,Januar::N,gennaio,ocak
702,Februar::N,febbraio,şubat
703,März::N,marzo,mart
704,April::N,aprile,nisan
705,Mai::N,maggio,mayıs
706,Juni::N,giugno,haziran
707,Juli::N,luglio,temmuz
708,August::N,agosto,ağustos
709,September::N,settembre,eylül
710,Oktober::N,ottobre,ekim
711,November::N,novembre,kasım
712,Dezember::N,dicembre,aralık
713,Montag::N,lunedì,pazartesi
714,Dienstag::N,martedì,salı
715,Mittwoch::N,mercoledì,çarşamba
716,Donnerstag::N,giovedì,perşembe
717,Freitag::N,venerdì,cuma
718,Samstag::N,sàbato,cumartesi
719,Sonntag::N,domenica,pazar
720,groß::A,grande,büyük
721,klein::A,pìccolo,ufak
722,klein::A,pìccolo,küçük
723,lang::A,lungo,uzun
724,kurz::A,corto,kısa
725,breit::A,largo,enli
726,breit::A,largo,geniş
727,schmal::A,stretto,dar
728,dicht::A,denso,sık
729,dicht::A,denso,yoğun
730,dick[Gegenstand]::A,spesso,kalın
731,dick[Gegenstand]::A,spesso,iri
732,dünn::A,sottile,ince
733,fein::A,fine,ince
734,fein::A,fine,narin
735,fein::A,delicato,ince
736,fein::A,delicato,narin
737,fest::A,sodo,sabit
738,fest::A,sodo,sağlam
739,fest::A,fisso,sabit
740,fest::A,fisso,sağlam
741,flach::A,piano,düz
742,flach::A,piano,yassı
743,flach::A,piatto,düz
744,flach::A,piatto,yassı
745,glatt::A,liscio,düz
746,hart::A,duro,katı
747,weich::A,molle,yumuşak
748,rund::A,rotondo,yuvarlak
749,spitz::A,aguzzo,sivri
750,spitz::A,appuntito,sivri
751,scharf::A,affilato,keskin
752,scharf::A,tagliente,keskin
753,stumpf::A,smussato,kör
754,schwer::A,pesante,ağır
755,schön::A,bello,güzel
756,heiß::A,caldo,kızgın
757,heiß::A,bollente,kızgın
758,warm::A,caldo,sıcak
759,kalt::A,freddo,soğuk
760,kühl::A,fresco,serin
761,frisch::A,fresco,taze
762,feucht::A,ùmido,nemli
763,feucht::A,ùmido,rutubetli
764,nass::A,bagnato,yaş
765,nass::A,bagnato,ıslak
766,trocken::A,secco,kuru
767,voll::A,pieno,dolu
768,voll::A,pieno,dolmuş
769,leer::A,vuoto,boş
770,offen::A,aperto,açık
771,geschlossen::A,chiuso,kapalı
772,sauber::A,netto,pak
773,sauber::A,netto,temiz
774,sauber::A,pulito,pak
775,sauber::A,pulito,temiz
776,schmutzig::A,sporco,pis
777,schmutzig::A,sporco,kirli
778,schmutzig::A,sùdicio,pis
779,schmutzig::A,sùdicio,kirli
780,roh::A,crudo,çiğ
781,reif::A,maturo,olgun
782,lecker::A,ghiotto,lezzetli
783,lecker::A,squisito,lezzetli
784,süß::A,dolce,tatlı
785,süß::A,dolce,şekerli
786,bitter::A,amaro,acı
787,sauer::A,aspro,ekşi
788,sauer::A,acerbo,ekşi
789,hell::A,chiaro,aydınlık
790,dunkel::A,buio,karanlık
791,dunkel::A,oscuro,karanlık
792,schwarz::A,nero,kara
793,schwarz::A,nero,siyah
794,weiß::A,bianco,ak
795,weiß::A,bianco,beyaz
796,rot::A,rosso,kırmızı
797,gelb::A,giallo,sarı
798,blau::A,blu,mavi
799,blau::A,azzurro,mavi
800,grün::A,verde,yeşil
801,grau::A,grigio,boz
802,bunt::A,variopinto,renkli
803,billig::A,a buon prezzo,ucuz
804,billig::A,a buon mercato,ucuz
805,teuer::A,caro,pahalı
806,wertvoll::A,prezioso,değerli
807,blind::A,cieco,kör
808,taub::A,sordo,sağır
809,kräftig::A,forte,dinç
810,kräftig::A,forte,kuvvetli
811,kräftig::A,robusto,dinç
812,kräftig::A,robusto,kuvvetli
813,stark::A,forte,güçlü
814,stark::A,forte,kuvvetli
815,stark::A,vigoroso,güçlü
816,stark::A,vigoroso,kuvvetli
817,schwach::A,dèbole,zayıf
818,schwach::A,dèbole,güçsüz
819,fett::A,grasso,şişman
820,schlank::A,snello,narin
821,schlank::A,slanciato,narin
822,hübsch::A,bello,güzel
823,hübsch::A,bello,sevimli
824,hübsch::A,carino,güzel
825,hübsch::A,carino,sevimli
826,böse::A,cattivo,kötü
827,dumm::A,stùpido,aptal
828,faul::A,pigro,tembel
829,fleißig::A,diligente,çalışkan
