,Concept_ID,uk,hy
767,zwischen::PRP,між,միջեւ
768,wegen::PRP,з-за,պատճառով
769,wegen::PRP,з-за,շնորհից
770,wegen::PRP,через,պատճառով
771,wegen::PRP,через,շնորհից
772,dies::PRN,це,սա
773,dies::PRN,це,այս
774,das::PRN,то,դա
775,das::PRN,то,այդ
776,alles::PRN,все,ամեն ինչ
777,ich::PRN,я,ես
778,du::PRN,ти,դու
779,er::PRN,він,նա
780,wir::PRN,ми,մենք
781,ihr::PRN,ви,դուք
782,sie::PRN,вони,նրանք
783,was::FPRN,що,ինչ
784,wer::FPRN,хто,ով
785,wo::FADV,де,ուր
786,wo::FADV,де,որտեղ
787,wohin::FADV,куди,դեպի ուր
788,wie::FADV,як,ինչպես
789,warum::FADV,чому,ինչու
790,wieviel::FNUM,скільки,որչափ
791,eins::NUM,один,մեկ
792,zwei::NUM,два,երկու
793,drei::NUM,три,երեք
794,vier::NUM,чотири,չորս
795,fünf::NUM,п’ять,հինգ
796,sechs::NUM,шість,վեց
797,sieben::NUM,сім,յոթ
798,acht::NUM,вісім,ութ
799,neun::NUM,дев’ять,ինը
800,zehn::NUM,десять,տասը
801,elf::NUM,одинадцять,տասնմեկ
802,zwölf::NUM,дванадцять,տասներկու
803,zwanzig::NUM,двадцять,քսան
804,dreißig::NUM,тридцять,երեսուն
805,vierzig::NUM,сорок,քառասուն
806,fünfzig::NUM,п’ятдесят,հիսուն
807,sechzig::NUM,шістдесят,վաթսուն
808,siebzig::NUM,сімдесят,յոթանասուն
809,achtzig::NUM,вісімдесят,ութսուն
810,neunzig::NUM,дев’яносто,իննսուն
811,hundert::NUM,сто,հարյուր
812,tausend::NUM,тисяча,հազար
813,und::CNJ,і,ու
814,oder::CNJ,або,կամ
815,stehen::V,стояти,կանգնել
816,sitzen::V,сидіти,նստել
817,liegen::V,лежати,ստել
818,hängen::V,висіти,կախվել
819,werden::V,стати,դառնալ
820,werden::V,робитися,դառնալ
821,passieren::V,трапитися,պատահել
822,beginnen::V,початися,սկսվել
823,enden::V,кінчитися,վերջանալ
824,wechseln::V,мінятися,փոխվել
825,aufgehen[Sonne]::V,зійти,բարձրանալ
826,aufgehen[Sonne]::V,зійти,ելնել 
827,untergehen[Sonne]::V,зайти,մտնել
828,scheinen[Sonne]::V,світити,շողալ
829,scheinen[Sonne]::V,світити,փայլել
830,donnern::V,гриміти,որոտալ
831,wehen::V,віяти,փչել
832,strömen::V,литися,հոսել
833,fließen::V,текти,հոսել
834,sich drehen::V,обертатися,պտտվել
835,schwanken::V,коливатися,տատանվել
836,schwingen::V,хитатися,ճոճվել
837,schwingen::V,гойдатися,ճոճվել
838,fallen::V,падати,ընկնել
839,brennen::V,горіти,այրվել
840,rauchen::V,диміти,ծխել
841,regnen::V,дощити,անձրեւ գալ
842,gefrieren::V,змерзнути,սառչել
843,tauen::V,танути,լկիլ
844,schmelzen::V,плавитися,հալիլ
845,trocknen::V,сохнути,չորանալ
846,sieden::V,кипіти,եռալ
847,faulen::V,гнити,փտել
848,verfaulen::V,згнити,նեխել
849,reißen::V,рватися,պատռվել
850,reißen::V,рватися,ճղվել
851,versinken::V,тонути,սուզվել
852,vergehen::V,проходити,անցնել 
853,erscheinen::V,з’явитися,հայտնվել
854,erscheinen::V,з’явитися,երեւալ
855,verschwinden::V,щезнути,անհետանալ
856,verschwinden::V,зникнути,անհետանալ
857,sinken::V,спадати,ընկնել
858,abnehmen::V,поменшитися,փոքրանալ
859,zunehmen::V,збільшуватися,մեծանալ
860,steigen::V,підніматися,բարձրանալ
861,wachsen::V,рости,աճել
862,glänzen::V,блищати,նշուլել
863,glänzen::V,блищати,փայլիլ
864,funkeln::V,блискати,փայլատակել
865,lärmen::V,шуміти,աղմուկ հանել
866,läuten::V,дзвонити,զնգալ
867,klingeln::V,дзвонити,զնգալ
868,klirren::V,дзвякати,զնգզնգալ
869,brausen::V,бушувати,մոլեգնել
870,rauschen::V,шелестіти,սոսափել
871,klingen::V,лунати,հնչել
872,klingen::V,звучати,հնչել
873,bellen::V,гавкати,հաչել
874,heulen::V,вити,ոռնալ 
875,blasen::V,дунути,փչել 
876,pfeifen::V,свистіти,սուլել
877,schreien::V,кричати,գոռալ 
878,stöhnen::V,стогнати,տնքալ
879,zittern::V,тремтіти,դողալ
880,leben::V,жити,ապրել
881,geboren werden::V,народитися,ծնվել
882,atmen::V,дихати,շնչել
883,trinken::V,пити,խմել
884,essen::V,їсти,ուտել
885,schlucken::V,ковтати,կլանել
886,schlucken::V,ковтати,կուլ տալ
887,müde werden::V,втомитися,հոգնել
888,einschlafen::V,заснути,քուն մտնել
889,schlafen::V,спати,քնել
890,aufwachen::V,прокинутися,արթննալ
891,aufstehen::V,встати,ելլել
892,sich erholen::V,відпочивати,հանգստանալ
893,krank werden::V,захворіти,հիւանդանալ
894,krank sein::V,хворіти,հիվանդ լինել
895,schmerzen::V,боліти,ցավել
896,husten::V,кашляти,հազալ
897,genesen::V,одужати,ապաքինվել
898,genesen::V,видужати,ապաքինվել
899,sterben::V,померти,մեռնել
900,sterben::V,померти,վախճանվել
901,umkommen::V,згинути,կործանվել
902,sich bewegen::V,рухатися,ընթանալ
903,sich rühren::V,ворушитися,շարժվել
904,sich erheben::V,встати,կանգնել
905,sich erheben::V,встати,վեր կենալ
906,sich setzen::V,сісти,նստել
907,hinfallen::V,упасти,ընկնել
908,laufen::V,ходити,քայլել
909,schreiten::V,крокувати,ճեմել
910,spazierengehen::V,гуляти,շրջագայել
911,eilen::V,спішити,շտապել
912,sich beeilen::V,поспішати,շտապել 
913,sausen::V,мчатися,սլանալ
914,rennen::V,бігати,վազել
915,springen::V,скакати,ցատկել
916,springen::V,стрибати,ցատկել
917,klettern::V,лазити,մագլցել
918,schaukeln::V,гойдатися,ճոճվել
919,schaukeln::V,гойдатися,օրորվել
920,kriechen::V,повзати,սողալ
921,schwimmen::V,пливти,լողալ
922,schwimmen::V,плавати,լողալ
923,tauchen::V,пірнати,սուզվել
924,rudern::V,гребти,թիավարել
925,rudern::V,веслувати,թիավարել
926,fahren::V,їхати,ընթանալ
927,fliegen::V,літати,թռչել
928,gehen::V,іти,գնալ
929,weggehen::V,піти,հեռանալ
930,abfahren::V,від’їхати,ճանապարհվել
931,abfahren::V,відправитися,ճանապարհվել
932,anhalten::V,зупинитися,կանգնել
933,hineingehen::V,входити,մտնել
934,eintreten::V,увійти,մտնել
935,kommen::V,прийти,գալ
936,ankommen::V,прибути,ժամանել
937,zurückkommen::V,повернутися,վերադառնալ
938,bleiben::V,залишитися,մնալ
939,warten::V,чекати,սպասել
940,erwarten::V,чекати,սպասել
941,suchen::V,шукати,որոնել
942,finden::V,знайти,գտնել
943,versuchen::V,випробовувати,փորձել
944,vorbereiten::V,підготувати,պատրաստել
945,lieben::V,любити,սիրել
946,mögen::V,любити,հավանել
947,mögen::V,любити,սիրել
948,mögen::V,подобатися,հավանել
949,mögen::V,подобатися,սիրել
950,lachen::V,сміятися,ծիծաղել
951,rühren::V,розчулити,հուզել
952,weinen::V,плакати,լալ
953,schimpfen::V,лаятися,տրտնջալ
954,schimpfen::V,лаятися,քրթմնջել
955,sich ärgern::V,сердитися,զայրանալ
956,sich fürchten::V,боятися,վախնալ
957,fürchten::V,боятися,վախենալ
958,fliehen::V,тікати,փախչել
959,flüchten::V,утекти,փախչել
960,sehen::V,бачити,տեսնել
961,anschauen::V,поглянути,դիտել
962,ansehen::V,дивитися на,նայել
963,hören::V,чути,լսել
964,zuhören::V,слухати,ունկնդրել
965,probieren::V,покуштувати,համը տեսել
966,riechen::V,нюхати,հոտ առնել
967,fühlen::V,відчувати,զգալ
968,scheinen::V,здаватися,երեւալ
969,zu sehen sein::V,виднітися,երեւալ
970,vernehmen::V,почути,իմանալ 
971,frieren::V,мерзнути,մրսել
972,tun::V,робити,անել
973,können::V,могти,կարողանալ
974,wollen::V,хотіти,ուզել
975,wollen::V,хотіти,ցանկանալ
976,anfangen::V,почати,սկսել
977,beenden::V,закінчити,վերջացնել
978,aufhören::V,перестати,դադարել
979,gelingen::V,вдатися,հաջողվել
980,gelingen::V,вдатися,գլուխ գալ
981,geraten::V,опинитися,ստացվել
982,öffnen::V,відкрити,բաց անել
983,schließen::V,закрити,փակել 
984,stellen::V,поставити,դնել
985,setzen::V,посадити,նստեցնել
986,legen::V,класти,դնել
987,berühren::V,чіпати,դիպչել
988,berühren::V,чіпати,շոշափել
989,verbinden::V,зв’язати,շաղկապել
990,bedecken::V,покрити,ծածկել
991,aufhängen::V,повісити,կախել
992,anzünden::V,запалити,վառել
993,aufheben::V,підняти,վերցնել
994,zurücklassen::V,залишити,թողնել
995,verlieren::V,загубити,կորցնել
996,fallen lassen::V,упустити,գցել
997,machen::V,зробити,անել
998,herstellen::V,виготовити,արտադրել
999,bauen::V,будувати,կառուցել
1000,reparieren::V,лагодити,նորոգել
1001,verbessern::V,поліпшити,բարելավել
1002,ändern::V,змінити,փոխել
1003,graben::V,копати,փորել
1004,beugen::V,зігнути,ծռել
1005,biegen::V,погнути,թեքել
1006,drehen::V,вертіти,ոլորել
1007,wenden::V,повернути,պտտել
1008,umdrehen::V,перевернути,շրջել
1009,heben::V,піднімати,բարձրացնել
1010,hochheben::V,підняти,բարձրացնել
1011,ergreifen::V,схопити,վարակվել
1012,halten::V,тримати,բռնել
1013,drücken::V,натискати,ճնշել
1014,schieben::V,пхати,հրել
1015,schieben::V,штовхати,հրել
1016,kratzen::V,шкребти,քերել
1017,lecken::V,лизати,լիզել
1018,beißen::V,кусати,կծել
1019,abreißen::V,відірвати,պոկել
1020,abschneiden::V,відрізати,կտրել 
1021,binden::V,в’язати,կապել
1022,stecken::V,увіткнути,խրել
1023,brechen::V,зламати,կոտրել 
1024,klopfen::V,стукати,թակել
1025,hauen::V,бити,ծեծել
1026,kleben::V,клеїти,կպցնել
1027,reiben::V,терти,շփել
1028,streichen::V,намазати,վրան քսել
1029,schleifen::V,точити,սրել 
1030,schneiden::V,різати,կտրել
1031,rütteln::V,хитати,ցնցել
1032,schütteln::V,трясти,թափահարել
1033,schwenken::V,махати,ճոճել
1034,schütten::V,налити,լցնել
1035,füllen::V,наповнити,լիքը լցնել
1036,einwickeln::V,загорнути,փաթաթել
1037,tragen::V,нести,կրել
1038,tragen::V,нести,տանել
1039,schleppen::V,тягти,քաշել
1040,ziehen::V,тягнути,ձգել
1041,ziehen::V,тягнути,քաշել
1042,aufbewahren::V,зберігати,պահել 
1043,werfen::V,кидати,նետել
1044,fangen::V,ловити,
1045,packen::V,схопити,հափշտակել
1046,verstecken::V,сховати,ծածկել
1047,teilen::V,розділити,բաժանել
1048,schicken::V,посилати,ուղարկել
1049,bringen::V,принести,բերել
1050,hinzufügen::V,додати,ավելացնել
1051,bekommen::V,дістати,հայթայթել
1052,erhalten::V,одержати,ստանալ
1053,nehmen::V,взяти,վերցնել
1054,wählen::V,вибрати,ընտրել
1055,auswählen::V,відібрати,գերադասել
1056,bewahren::V,зберегти,պահպանել
1057,behindern::V,перешкоджати,խոչընդոտել
1058,verderben::V,зіпсувати,փչացնել
1059,beschädigen::V,зашкодити,վնասել
1060,zerbrechen::V,розбити,ջարդել
1061,zerbrechen::V,розбити,կոտրել
1062,zerreißen::V,розірвати,պատռել
1063,zerstören::V,зруйнувати,քանդել
1064,verbrennen::V,спалити,այրել
1065,geben::V,дати,տալ
1066,reichen::V,передати,հանձնել
1067,schenken::V,дарувати,նվիրել
1068,versprechen::V,обіцяти,խոստանալ
1069,wünschen::V,бажати,մաղթել
1070,loben::V,хвалити,գովել
1071,küssen::V,цілувати,համբուրել
1072,wiegen::V,качати,օրորել
1073,zudecken::V,накрити,վրան գցել
1074,wecken::V,розбудити,զարթնեցնել
1075,zeigen::V,показати,ցույց տալ
1076,führen::V,вести,ուղեկցել
1077,lehren::V,вчити,սովորեցնել
1078,unterrichten::V,викладати,ավանդել
1079,aufziehen::V,виховати,դաստիարակել
1080,leiten::V,керувати,ղեկավարել
1081,leiten::V,керувати,կառավարել
1082,antreiben::V,підганяти,շտապեցնել
1083,lassen::V,змусити,ստիպել
1084,einladen::V,запросити,հրավիրել
1085,vereinigen::V,об’єднати,միացնել
1086,besuchen::V,завітати,այցելել
1087,besuchen::V,відвідати,այցելել
1088,treffen::V,зустріти,հանդիպել
1089,sich versammeln::V,зібратися,հավաքվել
1090,spielen::V,грати,խաղալ
1091,singen::V,співати,երգել
1092,tanzen::V,танцювати,պարել
1093,sich trennen::V,розлучитися,ցրվել
1094,verlassen::V,покинути,լքել
1095,retten::V,врятувати,փրկել
1096,bewachen::V,охороняти,պահել
1097,schützen::V,уберігати,պաշտպանել
1098,verteidigen::V,захистити,պաշտպանել
1099,sich schlagen::V,битися,կռվել
1100,sich schlagen::V,дратися,կռվել
1101,schießen::V,стріляти,կրակել
1102,siegen::V,перемогти,հաղթել
1103,ärgern::V,сердити,ձանձրացնել
1104,schlagen::V,ударити,խփել
1105,treten::V,штовхати,քացի տալ
1106,stechen::V,вколоти,խայթել
1107,stoßen::V,штовхнути,մղել
1108,stehlen::V,украсти,գողանալ
1109,stören::V,перешкодити,խանգարել
1110,belästigen::V,докучати,անհանգստացնել
1111,verbergen::V,сховати,թաքցնել
1112,täuschen::V,обдурити,խաբել
1113,betrügen::V,зшахраювати,խաբել
1114,töten::V,убити,սպանել 
1115,wohnen::V,жити,բնակվել
1116,wohnen::V,мешкати,բնակվել
1117,arbeiten::V,працювати,աշխատել
1118,sammeln::V,зібрати,հավաքել
1119,pflücken::V,зривати,քաղել
1120,jagen::V,полювати,որս անել
1121,fischen::V,рибалити,ձուկ բռնել
1122,fassen::V,піймати,բռնել
1123,hüten::V,пасти,արածեցնել
1124,treiben::V,гнати,հովուել
1125,anbinden::V,прив’язати,չուանել
1126,füttern::V,годувати,կերակրել
1127,füttern::V,харчувати,կերակրել
1128,melken::V,доїти,կթել
1129,hacken::V,рубати,կոտորել
1130,gießen::V,полити,ջրել
1131,reifen::V,дозріти,հասունանալ 
1132,zubereiten::V,зготовити,պատրաստել
1133,zubereiten::V,приготувати,պատրաստել
1134,kochen::V,варити,եփել
1135,kochen::V,готувати,եփել
1136,backen::V,пекти,թխել
1137,braten::V,смажити,տապակել
1138,umrühren::V,переміщати,խառնել
1139,stricken::V,в’язати,գործել
1140,nähen::V,шити,կարել
1141,färben::V,пофарбувати,ներկել
1142,reinigen::V,очистити,մաքրել
1143,waschen::V,мити,լվանալ
1144,abwischen::V,витерти,սրբել
1145,spülen::V,полоскати,ողողել
1146,spülen::V,полоскати,պարզաջրել
1147,fegen::V,підмітати,ավլել
1148,kehren::V,мести,ավլել
1149,baden::V,купатися,լողանալ
1150,sich waschen::V,митися,լվացվել
1151,ausziehen::V,зняти,հանել
1152,anziehen::V,надіти,հագնել
1153,sich anziehen::V,одягтися,հագնվել
1154,sich anziehen::V,одягнутися,հագնվել
1155,kämmen::V,зачесати,սանրել
1156,schmücken::V,оздобити,զարդարել
1157,sagen::V,сказати,ասել
1158,sprechen::V,говорити,խոսել
1159,reden::V,розмовляти,զրուցել
1160,sich unterhalten::V,бесідувати,խոսակցել
1161,fragen::V,запитати,հարցնել
1162,bitten::V,просити,խնդրել
1163,erzählen::V,розповісти,պատմել
1164,mitteilen::V,повідомити,հաղորդել
1165,nennen::V,назвати,անվանել
1166,rufen::V,кликати,կանչել
1167,prahlen::V,хвалитися,պարծենալ
1168,übersetzen::V,перекласти,թարգմանել
1169,denken::V,думати,մտածել
1170,denken::V,мислити,մտածել
1171,glauben::V,вірити,հավատալ
1172,bemerken::V,помітити,նկատել
1173,erkennen::V,пізнати,ճանաչել
1174,begreifen::V,осягнути,հասկանալ
1175,verstehen::V,почути,ըմբռնել
1176,lernen::V,навчатися,սովորել
1177,wissen::V,знати,իմանալ
1178,sich erinnern an::V,пам’ятати,հիշել
1179,sich erinnern an::V,пам’ятати,մտաբերել
1180,vergessen::V,забути,մոռանալ
1181,messen::V,міряти,չափել
1182,zählen::V,лічити,թվել
1183,zählen::V,лічити,հաշվել
1184,rechnen::V,рахувати,հաշվել
1185,rechnen::V,рахувати,հաշվարկել
1186,lesen::V,читати,կարդալ
1187,malen::V,малювати,նկարել
1188,zeichnen::V,рисувати,գծել
1189,schreiben::V,писати,գրել
1190,besitzen::V,мати,ունենալ
1191,besitzen::V,мати,տեր լինել
1192,kaufen::V,купити,գնել
1193,verkaufen::V,продати,վաճառել
1194,bezahlen::V,заплатити,վճարել
1195,zahlen::V,платити,վճարել
1196,beherrschen::V,володіти,ղեկավարել
1197,ertragen::V,витерпіти,դիմանալ
