,Concept_ID,de,te
680,stehen::V,stehen,నిలుచు
681,sitzen::V,sitzen,కూర్చుండు
682,liegen::V,liegen,పండుకొనుట
683,hängen::V,hängen,వ్రేలాడదీయు
684,werden::V,werden,అగు
685,passieren::V,passieren,సంభవించు
686,beginnen::V,beginnen,ఆరంభించు
687,enden::V,enden,తీరుట
688,wechseln::V,wechseln,మార్చు
689,aufgehen[Sonne]::V,aufgehen,ఉదయించు
690,untergehen[Sonne]::V,untergehen,అస్తమించు
691,scheinen[Sonne]::V,scheinen,ప్రకాశించు
692,donnern::V,donnern,ఉరుముట
693,wehen::V,wehen,దురద్పప్టము
694,strömen::V,strömen,పారుట
695,fließen::V,fließen,ప్రవహించు
696,sich drehen::V,sich drehen,తిరుగు
697,schwanken::V,schwanken,ఆడించుట
698,schwingen::V,schwingen,ఊగుట
699,fallen::V,fallen,పడు
700,brennen::V,brennen,కాలుట
701,rauchen::V,rauchen,పొగసుట
702,regnen::V,regnen,కురిపించుట
703,gefrieren::V,gefrieren,గడ్డకట్టు
704,tauen::V,tauen,కరగు
705,schmelzen::V,schmelzen,కరగు
706,trocknen::V,trocknen,యెండుట
707,sieden::V,sieden,ఉడుకు
708,faulen::V,faulen,క్రుళ్లు
709,verfaulen::V,verfaulen,క్షిణించు
710,reißen::V,reißen,చించు
711,versinken::V,versinken,మునుగు
712,vergehen::V,vergehen,సంభవించు
713,erscheinen::V,erscheinen,కనబడు
714,verschwinden::V,verschwinden,అదృశ్యమగు
715,sinken::V,sinken,ముణుగుట
716,abnehmen::V,abnehmen,తగ్గు
717,zunehmen::V,zunehmen,పెరుగుట
718,steigen::V,steigen,లేచు
719,wachsen::V,wachsen,పెరుగు
720,glänzen::V,glänzen,ప్రకాశించు
721,funkeln::V,funkeln,ప్రకాశించు
722,lärmen::V,lärmen,అరుచుట
723,läuten::V,läuten,మేళవించుట
724,klingeln::V,klingeln,వాయించుట
725,klirren::V,klirren,ఘంటానాదము
726,brausen::V,brausen,గర్జించు
727,rauschen::V,rauschen,చటచటమనుట
728,klingen::V,klingen,ధ్వనించుట
729,bellen::V,bellen,అఱచు
730,heulen::V,heulen,కూయు
731,blasen::V,blasen,దురద్పప్టము
732,pfeifen::V,pfeifen,ఈలవేయు
733,schreien::V,schreien,అఱచు
734,stöhnen::V,stöhnen,మూలుగు
735,zittern::V,zittern,వణకు
736,leben::V,leben,జీవించుట
737,geboren werden::V,geboren werden,పుట్టుట
738,atmen::V,atmen,ఉపిరి తీయు
739,trinken::V,trinken,త్రాగు
740,essen::V,essen,తిను
741,schlucken::V,schlucken,మ్రింగు
742,müde werden::V,müde werden,అలయు
743,einschlafen::V,einschlafen,నిద్రించు
744,schlafen::V,schlafen,నిద్రురించు
745,aufwachen::V,aufwachen,మేలుకొను
746,aufstehen::V,aufstehen,లేచు
747,sich erholen::V,sich erholen,నడ్డి వాల్చు
748,krank werden::V,krank werden,జబ్బుపడు
749,krank sein::V,krank sein,జబ్బు చేయు
750,schmerzen::V,schmerzen,నొచ్చుట
751,husten::V,husten,దగ్గుట
752,genesen::V,genesen,కుదురుట
753,sterben::V,sterben,మరణించు
754,umkommen::V,umkommen,నశించు
755,sich bewegen::V,sich bewegen,కదలు
756,sich rühren::V,sich rühren,కదలు
757,sich erheben::V,sich erheben,లేచు
758,sich setzen::V,sich setzen,కూర్చుణ్డు
759,hinfallen::V,hinfallen,దొర్లు
760,laufen::V,laufen,నడచు
761,schreiten::V,schreiten,అడుగుపెట్టుట
762,spazierengehen::V,spazierengehen,పచారు చేయు
763,eilen::V,eilen,తొందరపడు
764,sich beeilen::V,sich beeilen,త్వరపెట్టు
765,sausen::V,sausen,విసరికొట్టు
766,rennen::V,rennen,పరుగెత్తు
767,springen::V,springen,దుముకు
768,klettern::V,klettern,ఎక్కు
769,schaukeln::V,schaukeln,ఉయ్యాల ఊగు 
770,kriechen::V,kriechen,ప్రాకు
771,schwimmen::V,schwimmen,ఈదు
772,tauchen::V,tauchen,మునుగు
773,rudern::V,rudern,తెడ్లతోఁగడపు
774,fahren::V,fahren,నడపు
775,fliegen::V,fliegen,ఎగురు
776,gehen::V,gehen,పోవు
777,weggehen::V,weggehen,బయలుదేరు
778,abfahren::V,abfahren,విడిచిపోవు
779,anhalten::V,anhalten,నిలుపు
780,hineingehen::V,hineingehen,ప్రవేశించు
781,eintreten::V,eintreten,ప్రవేశించు
782,kommen::V,kommen,వచ్చు
783,ankommen::V,ankommen,వచ్చి చేరు
784,zurückkommen::V,zurückkommen,తిరిగీవచ్చుట
785,bleiben::V,bleiben,ఉండు
786,warten::V,warten,కనిపెట్టు
787,erwarten::V,erwarten,నిరిక్షించు
788,suchen::V,suchen,వెదకు
789,finden::V,finden,కనుగొను
790,versuchen::V,versuchen,ప్రయత్నించు
791,vorbereiten::V,vorbereiten,తయారుచేయు
792,lieben::V,lieben,ప్రేమించు
793,mögen::V,mögen,ఇష్టపడు
794,lachen::V,lachen,నవ్వు
795,rühren::V,rühren,గుండె తాకు
796,weinen::V,weinen,వీడ్చు
797,schimpfen::V,schimpfen,గొణుగు
798,sich ärgern::V,sich ärgern,అలుగు
799,sich fürchten::V,sich fürchten,భయపడు
800,fürchten::V,fürchten,భయపడు
801,fliehen::V,fliehen,పాఱిపోపు
802,flüchten::V,flüchten,తప్పించుకొను
803,sehen::V,sehen,చూచు
804,anschauen::V,anschauen,చూచు
805,ansehen::V,ansehen,కాచియుండు
806,hören::V,hören,విను
807,zuhören::V,zuhören,విను
808,probieren::V,probieren,చవిచూచుట
809,riechen::V,riechen,వాసనచూచు
810,fühlen::V,fühlen,స్పర్శించుట
811,scheinen::V,scheinen,కనబడు
812,zu sehen sein::V,zu sehen sein,చూవు
813,vernehmen::V,vernehmen,విను
814,frieren::V,frieren,చలికి వడకు
815,tun::V,tun,చేయు
816,können::V,können,గల
817,wollen::V,wollen,కోరు
818,anfangen::V,anfangen,ఆరంభించు
819,beenden::V,beenden,ముగించు
820,aufhören::V,aufhören,నిలుపు
821,gelingen::V,gelingen,గెలుపాందు
822,geraten::V,geraten,వెలువడు
823,öffnen::V,öffnen,తెఱచు
824,schließen::V,schließen,మూయు
825,stellen::V,stellen,ఉంచు
826,setzen::V,setzen,ఉంచు
827,legen::V,legen,పెట్టు
828,berühren::V,berühren,తాకు
829,verbinden::V,verbinden,చేర్చుట
830,bedecken::V,bedecken,మూయు
831,aufhängen::V,aufhängen,వ్రేలాడదీయు
832,anzünden::V,anzünden,వెలిగించు
833,aufheben::V,aufheben,సేకరించు
834,zurücklassen::V,zurücklassen,విడుచు
835,verlieren::V,verlieren,పోగొట్టుకొను
836,fallen lassen::V,fallen lassen,జాఱవిడుచు
837,machen::V,machen,చేయు
838,herstellen::V,herstellen,ఉత్పత్తిచేయు
839,bauen::V,bauen,నిర్మించు
840,reparieren::V,reparieren,సరిచేయు
841,verbessern::V,verbessern,వృద్ధి చేయు
842,ändern::V,ändern,మార్చు
843,graben::V,graben,త్రవ్వు
844,beugen::V,beugen,వంచు
845,biegen::V,biegen,వంచు
846,drehen::V,drehen,నూలువడుకు
847,wenden::V,wenden,త్రిప్పు
848,umdrehen::V,umdrehen,త్రిప్పు
849,heben::V,heben,ఎత్తు
850,hochheben::V,hochheben,ఎత్తు
851,ergreifen::V,ergreifen,వశపఱచుకొను
852,halten::V,halten,ఉంచు
853,drücken::V,drücken,అణచు
854,schieben::V,schieben,నొక్కు
855,kratzen::V,kratzen,గోకు
856,lecken::V,lecken,నాకు
857,beißen::V,beißen,కఱచు
858,abreißen::V,abreißen,తెగతెంచు
859,abschneiden::V,abschneiden,తెగకొట్టు
860,binden::V,binden,కట్టు
861,stecken::V,stecken,తగులుకొనివుండుట
862,brechen::V,brechen,పగులగొట్టు
863,klopfen::V,klopfen,కొట్టు
864,hauen::V,hauen,కొట్టు
865,kleben::V,kleben,అంటుకొను
866,reiben::V,reiben,రాచు
867,streichen::V,streichen,వ్యాపింపజేయు
868,schleifen::V,schleifen,రాచు
869,schneiden::V,schneiden,కోయు
870,rütteln::V,rütteln,కుదిలించుట
871,schütteln::V,schütteln,కదల్చు
872,schwenken::V,schwenken,ఊచుట
873,schütten::V,schütten,పోయు
874,füllen::V,füllen,నింపు
875,einwickeln::V,einwickeln,చుట్టు
876,tragen::V,tragen,మోయు
877,schleppen::V,schleppen,ఈడ్చు
878,ziehen::V,ziehen,ఈడ్చు
879,aufbewahren::V,aufbewahren,కాపాడు
880,werfen::V,werfen,విసరు
881,fangen::V,fangen,పట్టుకొను
882,packen::V,packen,పట్టుకొను
883,verstecken::V,verstecken,దాచు
884,teilen::V,teilen,భాగించు
885,schicken::V,schicken,పంపు
886,bringen::V,bringen,తెచ్చు
887,hinzufügen::V,hinzufügen,చేర్చు
888,bekommen::V,bekommen,సంపాదించు
889,erhalten::V,erhalten,పుచ్చుకొను
890,nehmen::V,nehmen,తీసికొను
891,wählen::V,wählen,ఇష్టపడు
892,auswählen::V,auswählen,ఏరుకొను
893,bewahren::V,bewahren,భద్రపఱుచు
894,behindern::V,behindern,అడ్డగించుట
895,verderben::V,verderben,చెఱచు
896,beschädigen::V,beschädigen,చెరుపుట
897,zerbrechen::V,zerbrechen,పగులగొట్టు
898,zerreißen::V,zerreißen,చించు
899,zerstören::V,zerstören,వాశనము చేయు
900,verbrennen::V,verbrennen,కాల్చు
901,geben::V,geben,ఇచ్చు
902,reichen::V,reichen,అందుకొనుట
903,schenken::V,schenken,అర్పించు
904,versprechen::V,versprechen,వాగ్దత్తము చేయు
905,wünschen::V,wünschen,కోరు
906,loben::V,loben,స్తుతించు
907,küssen::V,küssen,ముద్దుపెట్టుకొను
908,wiegen::V,wiegen,ఊచుట
909,zudecken::V,zudecken,మూయు
910,wecken::V,wecken,నిద్రపలేపుట
911,zeigen::V,zeigen,చూవు
912,führen::V,führen,దారిచూపు
913,lehren::V,lehren,బోధించు
914,unterrichten::V,unterrichten,నేర్పు
915,aufziehen::V,aufziehen,పెంచు
916,leiten::V,leiten,తీసుకపోవుట
917,antreiben::V,antreiben,ప్రేరేపించు
918,lassen::V,lassen,అనుమతించు
919,einladen::V,einladen,ఆహ్వానించు
920,vereinigen::V,vereinigen,కూడుట
921,besuchen::V,besuchen,పోయి చూచు
922,treffen::V,treffen,కలియు
923,sich versammeln::V,sich versammeln,కూర్చు
924,spielen::V,spielen,ఆట లాడు
925,singen::V,singen,పాడు
926,tanzen::V,tanzen,నృత్యముచేయు
927,sich trennen::V,sich trennen,ఎడబాయుట
928,verlassen::V,verlassen,విడుచు
929,retten::V,retten,తప్పించుట
930,bewachen::V,bewachen,కాపాడు
931,schützen::V,schützen,రక్షించు
932,verteidigen::V,verteidigen,రక్షించు
933,sich schlagen::V,sich schlagen,జగడమాడు
934,schießen::V,schießen,కాల్చు
935,siegen::V,siegen,గెలుచు
936,ärgern::V,ärgern,పీడించుట
937,schlagen::V,schlagen,కొట్టు
938,treten::V,treten,తన్ను
939,stechen::V,stechen,కుట్టు
940,stoßen::V,stoßen,గెంటు
941,stehlen::V,stehlen,దొంగిలించు
942,stören::V,stören,కలతపఱచు
943,belästigen::V,belästigen,పీడించు
944,verbergen::V,verbergen,దాచు
945,täuschen::V,täuschen,మోసము చేయు
946,betrügen::V,betrügen,మోసపుచ్చు
947,töten::V,töten,చంపు
948,wohnen::V,wohnen,నివసించు
949,arbeiten::V,arbeiten,పనిచేయు
950,sammeln::V,sammeln,ప్రోగుచేయు
951,pflücken::V,pflücken,యేరుట
952,jagen::V,jagen,వేటాడు
953,fischen::V,fischen,వెదకు
954,fassen::V,fassen,పట్టుకొమ
955,hüten::V,hüten,మందచేరుట
956,treiben::V,treiben,నడపు
957,anbinden::V,anbinden,కట్టు
958,füttern::V,füttern,భోజనము పెట్టు
959,melken::V,melken,పాలు పితుకు
960,hacken::V,hacken,నఱకు
961,gießen::V,gießen,నీళ్ళుకట్టుట
962,reifen::V,reifen,పండుట
963,zubereiten::V,zubereiten,వండు
964,kochen::V,kochen,వండు
965,backen::V,backen,రొట్టెకాల్చు
966,braten::V,braten,వేపు
967,umrühren::V,umrühren,కదులుట
968,stricken::V,stricken,అల్లు
969,nähen::V,nähen,కుట్టు
970,färben::V,färben,రంగు వేయు
971,reinigen::V,reinigen,శుభ్రము చేయు
972,waschen::V,waschen,కడుగు
973,abwischen::V,abwischen,తుడుచు
974,spülen::V,spülen,నీటిలో జడించు
975,fegen::V,fegen,ఊడ్చు
976,kehren::V,kehren,ఊడ్చు
977,baden::V,baden,స్నానము చేయు
978,sich waschen::V,sich waschen,కడుగు
979,ausziehen::V,ausziehen,విప్పు
980,anziehen::V,anziehen,ధరించు
981,sich anziehen::V,sich anziehen,బట్టలు వేసుకొను
982,sich anziehen::V,sich anziehen,తొడుగుకొను
983,kämmen::V,kämmen,దువ్వుట
984,schmücken::V,schmücken,అలంకరించు
985,sagen::V,sagen,చెప్పు
986,sprechen::V,sprechen,చెప్పు
987,reden::V,reden,మాటలాడు
988,sich unterhalten::V,sich unterhalten,ముచ్చటలాడు
989,fragen::V,fragen,ప్రశ్నించు
990,bitten::V,bitten,కోరు
991,erzählen::V,erzählen,చెప్పు
992,mitteilen::V,mitteilen,తెలియజేయు
993,nennen::V,nennen,పేరు వెట్టు
994,rufen::V,rufen,పిలుచు
995,prahlen::V,prahlen,జల్లి
996,übersetzen::V,übersetzen,తర్జుమాచేయు
997,denken::V,denken,ఆలోచించు
998,glauben::V,glauben,నమ్ము
999,bemerken::V,bemerken,గుర్తించు
1000,erkennen::V,erkennen,గుర్తించు
1001,begreifen::V,begreifen,గ్రహించు
1002,verstehen::V,verstehen,గ్రహించు
1003,lernen::V,lernen,నేర్చు కొను
1004,wissen::V,wissen,తెలిసికొను
1005,sich erinnern an::V,sich erinnern an,జ్ఞాపకముంచుకొను
1006,vergessen::V,vergessen,మఱచిపోవు
1007,messen::V,messen,కొలుచుట
1008,zählen::V,zählen,లెక్కపెట్టు
1009,rechnen::V,rechnen,లెక్కపెట్టు
1010,lesen::V,lesen,చదువు
1011,malen::V,malen,పూనుట
1012,zeichnen::V,zeichnen,వ్రాసుట
1013,schreiben::V,schreiben,వ్రాయు
1014,besitzen::V,besitzen,కలిగియుండు
1015,kaufen::V,kaufen,కొను
1016,verkaufen::V,verkaufen,అమ్ము
1017,bezahlen::V,bezahlen,చెల్లించు
1018,zahlen::V,zahlen,చెల్లించు
1019,beherrschen::V,beherrschen,ఏలు
1020,ertragen::V,ertragen,భరించు
