,Concept_ID,mn,kn
157,Bau::N,элүү,ಅಡಗುದಾಣ
158,Tier::N,амьтан,ಪ್ರಾಣಿ
159,Tier::N,адгуус,ಪ್ರಾಣಿ
160,Herde::N,сүрэг,ಗುಂಪು
161,Kuh::N,үнээ,ಹಸು
162,Bulle::N,бух,ಗೂಳಿ
163,Pferd::N,морь,ಕುದುರೆ
164,Pferd::N,адуу,ಕುದುರೆ
165,Schaf::N,хонь,ಕುರಿ
166,Schwein::N,гахай,ಹಂದಿ
167,Hund::N,нохой,ನಾಯಿ
168,Katze::N,муур,ಬೆಕ್ಕು
169,Katze::N,мигуй,ಬೆಕ್ಕು
170,Bär::N,баавгай,ಕರಡಿ
171,Eichhörnchen::N,хэрэм,ಉಡುತೆ
172,Elch::N,хандгай,ಕಡವೆ
173,Fuchs::N,үнэг,ನರಿ
174,Hase::N,туулай,ಮೊಲ
175,Maus::N,хулгана,ಇಲಿ
176,Wolf::N,чоно,ತೋಳ
177,Vogel::N,шувуу,ಪಕ್ಷಿ
178,Schwarm::N,сүрэг,ಗುಂಪು
179,Huhn::N,тахиа,ಚಿಕ್
180,Hahn::N,эр тахиа,ಹುಂಜ
181,Gans::N,галуу,ವರಟೆ
182,Adler::N,бүргэд,ಗರುಡ
183,Ente::N,нугас,ಬಾತು
184,Eule::N,ууль,ಗೂಬೆ
185,Kranich::N,тогоруу,ಕೊಕ್ಕರ
186,Krähe::N,хэрээ,ಕಾಗೆ
187,Kuckuck::N,хөхөө,ಕೋಗಿಲೆ
188,Schwan::N,хун,ಹಂಸಪಕ್ಷಿ
189,Fisch::N,загас,ಮೀನು
190,Barsch::N,алгана,ಪರ್ಚ್ ಮೀನು
191,Hecht::N,цурхай,ಪೈಕ್ ಮೀನು
192,Schlange[Tier]::N,могой,ಹಾವು
193,Wurm::N,өт,ಹುಳು
194,Wurm::N,хорхой,ಹುಳು
195,Spinne::N,аалз,ಊರ್ಣನಾಭ
196,Ameise::N,шоргоолж,ಇರುವೆ
197,Laus::N,бөөс,ಹೇನು
198,Mücke::N,шумуул,ಸೊಳ್ಳೆ
199,Fliege::N,ялаа,ನೊಣ
200,Schmetterling::N,эрвээхэй,ಪತಂಗ
201,Beere::N,жимсгэнэ,ನಯವಣ್ಣು
202,Apfel::N,алим,ಸೇಬು
203,Pilz::N,мөөг,ಅಣಬೆ
204,Zwiebel::N,сонгино,ನೀರುಳ್ಳಿ
205,Saat::N,тариа,ಬಿತ್ತ
206,Korn::N,үр,ಬೀಜ
207,Korn::N,мөхлөг,ಬೀಜ
208,Heu::N,өвс,ಕರಡ
209,Schale::N,хальс,ಹೊಟ್ಟು
210,Grube::N,алам,ಗುಂಡಿ
211,Grube::N,нүх,ಗುಂಡಿ
212,Falle::N,хавх,ಬೋನು
213,Falle::N,занга,ಬೋನು
214,Schlinge::N,урхи,ಉರುಲು
215,Spur::N,мөр,ಜಾಡು
216,Asche::N,үнс,ಬೂದಿ
217,Dreck::N,хир,ಹೊಲಸು
218,Eisen::N,төмөр,ಕಬ್ಬಿಣ
219,Gold::N,алт,ಚಿನ್ನ
220,Silber::N,мөнгө,ಬೆಳ್ಳಿ
221,Kohle::N,нүүрс,ಕಲ್ಲಿದ್ದಲು
222,Glas::N,шил,ಗಾಜು
223,Lehm::N,шавар,ಜೇಡಿಮಣ್ಣು
224,Sand::N,элс,ಮರಳು
225,Mensch::N,хүн,ಪುರುಷ
226,Mann::N,эр,ಆಳು
227,Mann::N,эрэгтэй,ಆಳು
228,Frau::N,эмэгтэй,ಹೆಣ್ಣು
229,Frau::N,хатагтай,ಹೆಣ್ಣು
230,Kind::N,хүүхэд,ಮಗು
231,Junge::N,хүү,ಹುಡುಗ
232,Mädchen::N,охин,ಹುಡುಗಿ
233,Mädchen::N,бүсгүй,ಹುಡುಗಿ
234,Familie::N,айл,ಕುಟುಂಬ
235,Großvater::N,өвгөн аав,ಅಜ್ಜ
236,Großmutter::N,эмэг эх,ಅಮ್ಮ
237,Großmutter::N,эмгээ,ಅಮ್ಮ
238,Eltern::N,эцэг эх,ಹೆತ್ತವರು
239,Vater::N,аав,ತಂದೆ
240,Vater::N,эцэг,ತಂದೆ
241,Mutter::N,эх,ಅಮ್ಮ
242,Mutter::N,ээж,ಅಮ್ಮ
243,Sohn::N,хүү,ಮಗ 
244,Tochter::N,охин,ಮಗಳು
245,Bruder::N,ах,ತಮ್ಮ
246,Bruder::N,дүү,ತಮ್ಮ
247,Schwester::N,эгч,ತಂಗಿ
248,Schwester::N,охин дүү,ತಂಗಿ
249,Onkel::N,авга ах,ಸೋದರಮಾವ
250,Onkel::N,авга ах,ದೊಡ್ಡಪ್ಪ
251,Onkel::N,нагац ах,ಸೋದರಮಾವ
252,Onkel::N,нагац ах,ದೊಡ್ಡಪ್ಪ
253,Tante::N,авга эгч,ಚಿಕ್ಕಮ್ಮ
254,Tante::N,нагац эгч,ಚಿಕ್ಕಮ್ಮ
255,Ehemann::N,нөхөр,ಗಂಡ
256,Ehefrau::N,эхнэр,ಹೆಂಡತಿ
257,Ehefrau::N,гэргий,ಹೆಂಡತಿ
258,Freude::N,баяр,ನಲಿವು
259,Freude::N,баясгалан,ನಲಿವು
260,Gelächter::N,инээдэм,ನಗೆ
261,Glück::N,жаргалан,ಆನಂದ
262,Kummer::N,гаслан,ದುಃಖ
263,Wunsch::N,ерөөл,ಬಯಕೆ
264,Lust::N,дур,ಇಷ್ಟ
265,Lust::N,хүсэл,ಇಷ್ಟ
266,Geist::N,оюун,ಆತ್ಮ
267,Gedanke::N,сэтгэл,ಯೋಚನೆ
268,Gedächtnis::N,ой,ಸ್ಮರಣೆ
269,Gedächtnis::N,цээж,ಸ್ಮರಣೆ
270,Verstand::N,ухаан,ಮನಸ್ಸು
271,Sinn::N,утга,ಅರ್ಥ
272,Grund::N,учир,ಕಾರಣ
273,Wahrheit::N,үнэн,ಸತ್ಯ
274,Gespräch::N,яриа,ಸಂಭಾಷಣೆ
275,Märchen::N,явган үлгэр,ಸುಳ್ಳು ಕಥೆ
276,Erzählung::N,тууж,ಕಥೆ
277,Nachricht::N,мэдээ,ಸಂದೇಶ
278,Neuigkeit::N,сонин,ಸುದ್ದಿ
279,Name::N,нэр,ಹೆಸರು
280,Rätsel::N,оньсого,ಒಗಟು
281,Rede::N,хэлсэн үг,ಮಾತು
282,Sprache::N,хэл,ಭಾಷೆ
283,Stimme::N,дуу,ಧ್ವನಿ
284,Wort::N,үг,ಮಾತು
285,Zeichen::N,тамга,ಗುರುತು
286,Zeichen::N,тэмдэг,ಗುರುತು
287,Ruf::N,дуудлага,ಕೂಗು
288,Lärm::N,шуугиан,ಸದ್ದು
289,Lärm::N,чимээ,ಸದ್ದು
290,Laut::N,анир,ಶಬ್ದ
291,Laut::N,дуу,ಶಬ್ದ
292,Ton::N,авиа,ನಾದ
293,Ton::N,аялгуу,ನಾದ
294,Lied::N,дуу,ಗಾನ
295,Ruhe::N,энх,ಶಾಂತಿ
296,Ruhe::N,тайван,ಶಾಂತಿ
297,Leute::N,хүмүүс,ಮಂದಿ
298,Volk::N,улс,ಜನಾಂಗ
299,Arbeit::N,ажил,ಕೆಲಸ
300,Arbeit::N,хөдөлмөр,ಕೆಲಸ
301,Gast::N,зочин,ಅತಿಥಿ
302,Gast::N,айлчин,ಅತಿಥಿ
303,Geschenk::N,бэлэг,ಕಾಣಿಕೆ
304,Spiel::N,наадам,ಆಟ
305,Spiel::N,тоглоом,ಆಟ
306,Gesellschaft::N,хамт байх,ಸಂಗ
307,Hilfe::N,тусламж,ಸಹಾಯ
308,Freund::N,найз,ಸ್ನೇಹಿತ
309,Freund::N,нөхөр,ಸ್ನೇಹಿತ
310,Kamerad::N,хань,ಜೊತೆಗಾರ
311,Kamerad::N,нөхөр,ಜೊತೆಗಾರ
312,Angelegenheit::N,хэрэг,ವಿಚಾರ
313,Anzahl::N,тоо,ಎಣಿಕೆ
314,Art::N,төрөл,ತರ
315,Art::N,янз,ತರ
316,Stück::N,хэсэг,ತುಂಡು
317,Teil::N,хувь,ಭಾಗ
318,Teil::N,хэсэг,ಭಾಗ
319,Hälfte::N,хагас,ಅರ್ಧ
320,Kreis::N,тойрог,ವೃತ್ತ
321,Kreis::N,хүрээ,ವೃತ್ತ
322,Kreuz::N,загалмай,ಶಿಲುಬೆ
323,Linie::N,шугам,ರೀಖೆ
324,Strich::N,зураас,ಗೀಟು
325,Abstand::N,зай,ಅಂತರ
326,Entfernung::N,зай,ದೂರ
327,Entfernung::N,хол ойр,ದೂರ
328,Gegend::N,хавь,ವಿಸ್ತೀರ್ಣ
329,Gegend::N,газар,ವಿಸ್ತೀರ್ಣ
330,Platz::N,зай,ಅಂತರ
331,Platz::N,завсар,ಅಂತರ
332,Ort::N,газар,ಸ್ಥಳ
333,Ort::N,байр,ಸ್ಥಳ
334,Seite::N,тал,ಪಕ್ಷ
335,Seite::N,этгээд,ಪಕ್ಷ
336,Mitte::N,төв,ನಡು
337,Mitte::N,дунд,ನಡು
338,Gegenstand::N,юм,ವಸ್ತು
339,Sache::N,үйл,ವಸ್ತು
340,Sache::N,хэрэг,ವಸ್ತು
341,Rand::N,зах,ಅಂಚು
342,Rand::N,хөвөө,ಅಂಚು
343,Kante::N,ирмэг,ಅಂಚು
344,Ecke::N,өнцөг,ಮೂಲೆ
345,Spitze::N,үзүүр,ತುದಿ
346,Ende::N,зах,ಕೊನೆ
347,Ende::N,үзүүр,ಕೊನೆ
348,Loch::N,цоорхой,ತೂತು
349,Loch::N,онгорхой,ತೂತು
350,Winkel::N,өнцөг,ಕೋನ
351,Muster::N,хээ,ನಮೂನೆ
352,Muster::N,угалз,ನಮೂನೆ
353,Größe::N,хэмжээ,ಪ್ರಮಾಣ
354,Länge::N,урт,ಉದ್ದ
355,Höhe::N,өндөр,ಎತ್ತರ
356,Gewicht::N,жин,ತೂಕ
357,Menge::N,тоо,ಮೊತ್ತ
358,Haufen::N,бөөн,ರಾಶಿ
359,Reihe::N,эгнээ,ಸಾಲು
360,Boot::N,завь,ದೋಣಿ
361,Ruder::N,сэлүүр,ಹುಟ್ಟು
362,Schlitten::N,чарга,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
363,Ski::N,цана,ಜಾರುಪಟ್ಟಿ
364,Lagerfeuer::N,түүдэг,ಶಿಬಿರಾಗ್ನಿ
365,Last::N,ачаа,ಹೊರೆ
366,Gang::N,явдал,ತಿರುಗಾಟ
367,Schritt::N,алхам,ಹೆಜ್ಜೆ
368,Norden::N,умар,ಉತ್ತರ
369,Süden::N,урд,ದಕ್ಷಿಣ
370,Süden::N,өмнө,ದಕ್ಷಿಣ
371,Westen::N,өрнө,ಪಶ್ಚಿಮ
372,Westen::N,баруун,ಪಶ್ಚಿಮ
373,Osten::N,зүүн,ಮೂಡಲು
374,Osten::N,дорно,ಮೂಡಲು
375,Holz::N,мод,ಚೌಬೀನೆ
376,Brett::N,банз,ಹಲಗೆ
377,Platte::N,хавтан,ಹಲಗೆ
378,Stütze::N,тулгуур,ಆಸರೆ
379,Stütze::N,тулга,ಆಸರೆ
380,Stange::N,сургааг,ಕಂಬ
381,Stock::N,саваа,ಕೋಲು
382,Stab::N,таяг,ದೊಣ್ಣೆ
383,Rohr::N,хоолой,ನಳಿಕೆ
384,Haus::N,гэр,ಮನೆ
385,Haus::N,байшин,ಮನೆ
386,Heim::N,гэр,ಗೃಹ
387,Ofen::N,зуух,ಒಲೆ
388,Ofen::N,пийшин,ಒಲೆ
389,Fußboden::N,шал,ನೆಲ
390,Tisch::N,ширээ,ಮೇಜು
391,Stuhl::N,сандал,ಕುರ್ಚಿ
392,Wiege::N,өлгий,ತೊಟ್ಟಿಲು
393,Bett::N,ор,ಹಾಸಿಗೆ
394,Regal::N,тавиур,ಬೀರು
395,Kiste::N,авдар,ಪಟ್ಟಿಗೆ
396,Kiste::N,хайрцаг,ಪಟ್ಟಿಗೆ
397,Fenster::N,гэгээвч,ಕಿಟಕಿ
398,Tür::N,үүд,ಬಾಗಿಲು
399,Tür::N,хаалга,ಬಾಗಿಲು
400,Tor::N,хаалга,ಹೆಬ್ಬಾಗಿಲು
401,Zaun::N,хашаа,ಬೇಲಿ
402,Dach::N,дээвэр,ಮಾಳಿಗೆ
403,Leiter::N,шат,ಏಣಿ
404,Besen::N,хамуур,ಪೊರಕೆ
405,Besen::N,туужуу,ಪೊರಕೆ
406,Spaten::N,хүрз,ಗುದ್ದಲಿ
407,Schaufel::N,хүрз,ಸನಿಕೆ
408,Gabel::N,сэрээ,ಕವಲು
409,Löffel::N,халбага,ಚಮಚ
410,Messer::N,хутга,ಚಾಕು
411,Nagel::N,хадаас,ಆಣಿ
412,Netz::N,өөш,ಬಲೆ
413,Netz::N,тор,ಬಲೆ
414,Haken::N,гох,ಕೊಂಡಿ
415,Griff::N,иш,ಹಿಡಿ
416,Griff::N,сэнж,ಹಿಡಿ
417,Schloss::N,цуурга,ವೀಗ
418,Schloss::N,цоож,ವೀಗ
419,Bild::N,зураг,ಚಿತ್ರ
420,Figur::N,баримал,ಆಕಾರ
421,Puppe::N,хүүхэлдэй,ಗೊಂಬೆ
422,Beutel::N,агсаа,ಸಂಚಿ
423,Beutel::N,уут,ಸಂಚಿ
424,Bündel::N,боодол,ಕಟ್ಟು
425,Tasche::N,цүнх,ಚೀಲ
426,Eimer::N,хөнөг,ಬಾನೆ
427,Eimer::N,хувин,ಬಾನೆ
428,Deckel::N,таг,ಮುಚ್ಚಳ
429,Deckel::N,хавхаг,ಮುಚ್ಚಳ
430,Geschirr::N,сав суулга,ಭಕ್ಷ್ಯಗಳು
431,Sack::N,шуудай,ಮೂಟೆ
432,Tasse::N,аяга,ಬಟ್ಟಲು
433,Topf::N,тогоо,ಮಡಕೆ
434,Kessel::N,тогоо,ಕೆಟಲ್
435,Essen::N,идээ,ಊಟ
436,Nahrung::N,хүнс,ಆಹಾರ
437,Speise::N,идээ,ಊಟ
438,Fleisch::N,мах,ಮಾಂಸ
439,Getreide::N,будаа,ಧಾನ್ಯ
440,Brei::N,богшмол,ಗಂಜಿ
441,Brei::N,будаа,ಗಂಜಿ
442,Brot::N,талх,ರೊಟ್ಟಿ
443,Scheibe::N,зүсэм,ಹೋಳು
444,Scheibe::N,хэрчим,ಹೋಳು
445,Fett::N,өөх,ಕೊಬ್ಬು
446,Butter::N,тос,ಬೆಣ್ಣೆ
447,Öl::N,тос,ಎಣ್ಣೆ
448,Salz::N,давс,ಉಪ್ಪು
449,Suppe::N,шөл,ಎಸರು
450,Honig::N,бал,ಮಧು
451,Milch::N,сүү,ಹಾಲು
452,Tee::N,цай,ಚಹ
453,Leder::N,арьс,ಚಕ್ಕಳ
454,Leder::N,савхи,ಚಕ್ಕಳ
455,Wolle::N,ноос,ಉಣ್ಣೆ
456,Wolle::N,унгас,ಉಣ್ಣೆ
457,Stoff::N,бөс,ಬಟ್ಟೆ
458,Nadel::N,зүү,ಸೂಜಿ
459,Faden::N,боолт,ದಾರ
460,Faden::N,утас,ದಾರ
461,Knopf::N,товч,ಗುಂಡು
462,Knoten::N,зангилаа,ಗಂಟು
463,Farbe::N,будаг,ಬಣ್ಣ
464,Kleidung::N,хувцас,ಅರಿವೆ
465,Hemd::N,цамц,ಅಂಗಿ
466,Kragen::N,зах заам,ಕುತ್ತಿಗೆಪಟ್ಟಿ
467,Ärmel::N,ханцуй,ತೋಳು
468,Hose::N,өмд,ಇಜಾರ
469,Gürtel::N,бүс,ಬೆಲ್ಟು
470,Mütze::N,малгай,ಟೋಪಿ
471,Mütze::N,бүрх,ಟೋಪಿ
472,Schuh::N,туфли,ಪಾದರಕ್ಷೆ
473,Stiefel::N,гутал,ಬೂಟು
474,Ring::N,бөгж,ಉಂಗುರ
475,Band::N,тууз,ರಿಬ್ಬನ್
476,Kamm::N,сам,ಹಣಿಗೆ
477,Spiegel::N,толь,ಕನ್ನಡಿ
478,Riemen::N,тасам,ಬಾರು
479,Riemen::N,сур,ಬಾರು
480,Schnur::N,татлага,ಹುರಿ
481,Leine::N,оосор,ಹಗ್ಗ
482,Decke::N,хөнжил,ಕಂಬಳಿ
483,Decke::N,хучлага,ಕಂಬಳಿ
484,Kissen::N,дэр,ದಿಂಬು
485,Tuch::N,алчуур,ಕೊರಳ ಬಟ್ಟೆ
486,Tuch::N,даавуу,ಕೊರಳ ಬಟ್ಟೆ
487,Handtuch::N,алчуур,ಚೌಕ
488,Kraft::N,чадал,ಬಲ
489,Kraft::N,хүч,ಬಲ
490,Stärke::N,эрч,ಶಕ್ತಿ
491,Stärke::N,тэнхээ,ಶಕ್ತಿ
492,Gesundheit::N,бие,ಆರೋಗ್ಯ
493,Gesundheit::N,эрүүл мэнд,ಆರೋಗ್ಯ
494,Krankheit::N,эмгэг,ರೋಗ
495,Schmerz::N,өвчин,ನೋವು
496,Wunde::N,шарх,ಗಾಯ
497,Fieber::N,халуун,ಜ್ವರ
498,Arznei::N,эм,ಔಷಧ
499,Brücke::N,гүүр,ಸೇತುವೆ
500,Brunnen::N,худаг,ಬಾವಿ
501,Weide::N,бэлчээр,ಗೋಮಾಳ
502,Pfad::N,жим,ದಾರಿ
503,Pfad::N,зөрөг,ದಾರಿ
504,Weg::N,зам,ಹಾದಿ
505,Weg::N,харгуй,ಹಾದಿ
506,Straße::N,зам,ರಸ್ತೆ
507,Straße::N,харгуй,ರಸ್ತೆ
508,Dorf::N,тосгон,ಹಳ್ಳಿ
509,Dorf::N,гацаа,ಹಳ್ಳಿ
510,Stadt::N,хот,ಪಟ್ಟಣ
511,Brief::N,захидал,ಕಾಗದ
512,Brief::N,захиа,ಕಾಗದ
513,Buch::N,ном,ಪುಸ್ತಕ
514,Buch::N,бичиг,ಪುಸ್ತಕ
515,Buchstabe::N,үсэг,ಅಕ್ಷರ
516,Zeitung::N,сонин,ವಾರ್ತಾಪತ್ರಿಕೆ
517,Leben::N,амь,ಜೀವನ
518,Leben::N,амьдрал,ಜೀವನ
519,Tod::N,үхэл,ಮರಣ
520,Grab::N,булш,ಗೋರಿ
521,Kirche::N,сүм,ಚರ್ಚು
522,Sünde::N,нүгэл,ಪಾಪ
523,Sünde::N,хилэнц,ಪಾಪ
524,Gott::N,бурхан,ದೇವರು
525,Arbeiter::N,ажилчин,ಕೆಲಸಗಾರ
526,Arbeiter::N,хөдөлмөрчин,ಕೆಲಸಗಾರ
527,Chef::N,дарга,ದಣಿ
528,Meister::N,дархан,ಶಿಕ್ಷಕ
529,Arzt::N,эмч,ವೈದ್ಯ
530,Lehrer::N,багш,ಉಪಾಧ್ಯಾಯ
531,Geld::N,цаас,ಹಣ
532,Geld::N,мөнгө,ಹಣ
533,Geschäft::N,наймаа,ವಾಣಿಜ್ಯ
534,Laden::N,дэлгүүр,ಅಂಗಡಿ
535,Preis::N,үнэ,ಬೆಲೆ
536,Ware::N,таваар,ಸರಕು
537,Ware::N,бараа,ಸರಕು
538,Nutzen::N,ашиг,ಲಾಭ
539,Reichtum::N,баялаг,ಸಂಪತ್ತು
540,Welt::N,дэлхий,ಭೂಲೋಕ
541,Welt::N,орчлон,ಭೂಲೋಕ
542,Land::N,улс,ದೇಶ
543,Land::N,орон,ದೇಶ
544,Staat::N,төр,ರಾಜ್ಯ
545,Staat::N,гүрэн,ರಾಜ್ಯ
546,König::N,ван,ರಾಜ
547,Macht::N,засаг,ಅಧಿಕಾರ
548,Grenze::N,хил,ಗಡಿ
549,Krieg::N,дайн,ಯುದ್ಧ
550,Feind::N,дайсан,ಶತ್ರು
551,Gewalt::N,хүчирхэх,ಹಿಂಸೆ
552,Kampf::N,тэмцэл,ಹೋರಾಟ
553,Kampf::N,байлдаан,ಹೋರಾಟ
554,Bogen[Waffe]::N,нум,ಬಿಲ್ಲು
555,Pfeil::N,годил,ಅಂಬು
556,Pfeil::N,сум,ಅಂಬು
557,Gewehr::N,буу,ಬಂದೂಕು
558,Fehler::N,эндэл,ತಪ್ಪು
559,Fehler::N,алдаа,ತಪ್ಪು
560,Lüge::N,худал,ಸುಳ್ಳು
561,Schaden::N,хор,ಹಾನಿ
562,Schaden::N,хөнөөл,ಹಾನಿ
