,Concept_ID,ca,ko
855,krank werden::V,posar-se malalt,
856,krank sein::V,estar malalt,
857,schmerzen::V,doldre,아프다
858,husten::V,tossir,잔기침하다
859,genesen::V,recuperar-se,낫다
860,sterben::V,morir,죽다
861,umkommen::V,perir,못쓰게되다
862,sich bewegen::V,moure's,움직이다
863,sich rühren::V,moure's,움직이다
864,sich erheben::V,aixecar-se,이러서다
865,sich setzen::V,asseure's,앉히다
866,hinfallen::V,caure's,넘어지다
867,laufen::V,caminar,걷다
868,schreiten::V,procedir,보행하다
869,spazierengehen::V,passejar,산보하다
870,eilen::V,anar corrent,서둘다
871,sich beeilen::V,afanyar-se,서둘게하다
872,sausen::V,córrer,서들러 떠나다
873,rennen::V,córrer,달리다
874,springen::V,saltar,도약하다
875,klettern::V,escalar,갑겨오르다
876,schaukeln::V,gronxar-se,흔들리게하다
877,schaukeln::V,balancejar-se,흔들리게하다
878,kriechen::V,reptar,기다
879,kriechen::V,arrossegar-se,기다
880,schwimmen::V,nadar,헤엄치다
881,tauchen::V,bussejar,잠기다
882,tauchen::V,submergir-se,잠기다
883,rudern::V,remar,물을헤치다
884,fahren::V,anar,가다
885,fahren::V,anar,나르다
886,fliegen::V,volar,날다
887,gehen::V,caminar,가다
888,weggehen::V,anar-se'n,팔리다
889,abfahren::V,partir,출발하다
890,anhalten::V,aturar-se,멈추다
891,hineingehen::V,entrar,(그리로)가다
892,eintreten::V,entrar,들러가다
893,kommen::V,venir,오다
894,ankommen::V,arribar,고챀하다
895,zurückkommen::V,tornar,보기
896,bleiben::V,quedar-se,체류
897,warten::V,esperar,기다리다
898,erwarten::V,esperar,기대하다
899,suchen::V,buscar,찾다
900,suchen::V,buscar,구하다
901,finden::V,trobar,찾아내다
902,versuchen::V,intentar,시험하다
903,vorbereiten::V,preparar,재비하다
904,lieben::V,estimar,사랑하다
905,mögen::V,agradar a,줗아하다
906,lachen::V,riure,웃다
907,rühren::V,commoure,건드리다
908,rühren::V,emocionar,건드리다
909,weinen::V,plorar,울다
910,schimpfen::V,renyar,꾸짖다
911,sich ärgern::V,enfadar-se,화를내게 하다
912,sich fürchten::V,tenir por,두려원하다
913,fürchten::V,témer,두려원하다
914,fliehen::V,fugir,도망치다
915,flüchten::V,refugiar-se,도주하다
916,sehen::V,veure,보다
917,anschauen::V,mirar,바라보다
918,ansehen::V,mirar,바라보다
919,hören::V,oir,듣다
920,zuhören::V,escoltar,듣다
921,probieren::V,provar,시식하다
922,riechen::V,olorar,내새를맡다
923,fühlen::V,sentīr,느끼다
924,scheinen::V,semblar,...것같다
925,zu sehen sein::V,poder-se veure,보이는
926,vernehmen::V,percebre,듣다
927,vernehmen::V,percebre,들어서일다
928,frieren::V,tenir fred,춥다
929,tun::V,fer,하다
930,können::V,poder,할주릴다
931,wollen::V,voler,바라다
932,anfangen::V,iniciar,시작하다
933,beenden::V,acabar,다하다
934,aufhören::V,deixar,그만두다
935,gelingen::V,sortir bé,성국하다
936,geraten::V,sortir,잘되어가다
937,öffnen::V,obrir,열다
938,schließen::V,tancar,추측하다
939,stellen::V,posar,세우다
940,stellen::V,col·locar,세우다
941,setzen::V,assentar,놓다
942,legen::V,posar,눕히다
943,berühren::V,tocar,대다
944,verbinden::V,unir,옝열하다
945,verbinden::V,connectar,옝열하다
946,bedecken::V,tapar,덮다
947,bedecken::V,cobrir,덮다
948,aufhängen::V,penjar,매달다
949,anzünden::V,encendre,점화하다
950,aufheben::V,aixecar,위로올리다
951,zurücklassen::V,deixar,튀에남기다
952,verlieren::V,pērdre,잃다
953,fallen lassen::V,deixar caure,떨어뜨리다
954,machen::V,fer,하다
955,herstellen::V,producir,제조하다
956,bauen::V,construir,짓다
957,reparieren::V,reparar,수셩자다
958,verbessern::V,millorar,정정하다
959,ändern::V,canviar,바꾸다
960,graben::V,cavar,파다
961,beugen::V,doblegar,구부리다
962,biegen::V,corbar,굽히다
963,biegen::V,arquejar,굽히다
964,drehen::V,girar,회전
965,wenden::V,girar,회전시키다
966,umdrehen::V,voltar,회전시키다
967,heben::V,pujar,일으아키다
968,heben::V,aixecar,일으아키다
969,hochheben::V,aixecar,틀어올리다
970,ergreifen::V,agafar,잡다
971,halten::V,mantenir,잡다
972,drücken::V,prémer,누르다
973,drücken::V,estrènyer,누르다
974,schieben::V,empènyer,밀다
975,kratzen::V,raspar,긁다
976,lecken::V,llepar,핥다
977,beißen::V,mossegar,물다
978,abreißen::V,arrencar,
979,abschneiden::V,tallar,귾어내다
980,binden::V,lligar,매다
981,stecken::V,ficar,찌르다
982,brechen::V,trencar,금
983,klopfen::V,trucar,치다
984,hauen::V,picar,때리다
985,hauen::V,colpejar,때리다
986,kleben::V,enganxar,들러붙다
987,reiben::V,fregar,문지르다
988,streichen::V,untar,쓰다듬다
989,schleifen::V,afilar,갈다
990,schleifen::V,esmolar,갈다
991,schneiden::V,tallar,베다
992,rütteln::V,sacsejar,흔들다
993,schütteln::V,agitar,흔들다
994,schütteln::V,sacsejar,흔들다
995,schwenken::V,agitar,흔들다
996,schütten::V,abocar,따르다
997,füllen::V,omplir,담다
998,einwickeln::V,embolicar,싸다
999,tragen::V,dur,지우다
1000,tragen::V,portar,지우다
1001,schleppen::V,arrossegar,끌다
1002,ziehen::V,tirar,당기다
1003,ziehen::V,estirar,당기다
1004,aufbewahren::V,conservar,간직하다
1005,werfen::V,llançar,던지다
1006,fangen::V,agafar,밥다
1007,fangen::V,atrapar,밥다
1008,packen::V,engrapar,쥐다
1009,verstecken::V,amagar,숨기다
1010,teilen::V,dividir,나누다
1011,schicken::V,enviar,보내다
1012,bringen::V,portar,가겨
1013,hinzufügen::V,afegir,부가하다
1014,bekommen::V,obtenir,얻다
1015,erhalten::V,rebre,지니다
1016,nehmen::V,prendre,잡다
1017,wählen::V,triar,선거하다
1018,wählen::V,elegir,선거하다
1019,auswählen::V,escollir,선출하다
1020,auswählen::V,seleccionar,선출하다
1021,bewahren::V,conservar,저장보종
1022,behindern::V,impedir,훼방하다
1023,behindern::V,obstaculitzar,훼방하다
1024,verderben::V,espatllar,못쓰게 되다
1025,beschädigen::V,danyar,상하게하다
1026,beschädigen::V,destrossar,상하게하다
1027,zerbrechen::V,trencar,깨뜨리다
1028,zerreißen::V,estripar,잡아쫓다
1029,zerstören::V,destruir,파괴하다
1030,verbrennen::V,cremar,소실하다
1031,geben::V,donar,주다
1032,reichen::V,passar,내일다
1033,schenken::V,regalar,주다
1034,versprechen::V,prometre,약속하다
1035,wünschen::V,desitjar,바라다
1036,loben::V,elogiar,칭찬하다
1037,küssen::V,fer un petó a,키스하다
1038,wiegen::V,bressolar,어르다
1039,zudecken::V,tapar,뚜꺼을하다
1040,zudecken::V,cobrir,뚜꺼을하다
1041,wecken::V,despertar,깨우다
1042,zeigen::V,mostrar,보이다
1043,zeigen::V,ensenyar,보이다
1044,führen::V,guiar,가게하다
1045,führen::V,conduir,가게하다
1046,lehren::V,ensenyar,가르치다
1047,unterrichten::V,ensenyar,가르지다
1048,aufziehen::V,criar,사육하다
1049,leiten::V,dirigir,이끌다
1050,antreiben::V,impel·lir,몰다
1051,lassen::V,fer,내버려두다
1052,einladen::V,invitar,초청하다
1053,einladen::V,convidar,초청하다
1054,vereinigen::V,unir,하나로하다
1055,besuchen::V,visitar,방문하다
1056,besuchen::V,anar a veure,방문하다
1057,treffen::V,trobar,만나다
1058,sich versammeln::V,reunir-se,조립하다
1059,spielen::V,jugar,눌다
1060,singen::V,cantār,노래하다
1061,tanzen::V,ballar,춤추하다
1062,sich trennen::V,separar-se,가르다
1063,verlassen::V,deixar,버림받은
1064,verlassen::V,abandonar,버림받은
1065,retten::V,salvar,구조하다
1066,bewachen::V,vigilar,치키다
1067,schützen::V,protegir,보호하다
1068,verteidigen::V,defensar,막다
1069,sich schlagen::V,barallar-se,치다
1070,schießen::V,tirar,쏘다
1071,schießen::V,disparar,쏘다
1072,siegen::V,vèncer,이기다
1073,ärgern::V,enfadar,성을내게하다
1074,schlagen::V,pegar,치다
1075,schlagen::V,colpejar,치다
1076,treten::V,donar un cop de peu a,디디다
1077,stechen::V,punxar,찌르다
1078,stechen::V,apunyalar,찌르다
1079,stoßen::V,empènyer,찌르다
1080,stehlen::V,robar,훔치다
1081,stören::V,molestar,움직이다
1082,belästigen::V,importunar,괴롭히다
1083,verbergen::V,amagar,숨기다
1084,verbergen::V,ocultar,숨기다
1085,täuschen::V,enganyar,속이다
1086,betrügen::V,estafar,속이다
1087,töten::V,matar,죽이다
1088,wohnen::V,vīure,실다
1089,wohnen::V,habitar,실다
1090,arbeiten::V,treballar,일하다
1091,sammeln::V,col·leccionar,모으다
1092,pflücken::V,collir,꿔다
1093,jagen::V,caçar,사냥하다
1094,fischen::V,pescar,고기를잡다
1095,fassen::V,atrapar,움켜쥐다
1096,hüten::V,pasturar,망보다
1097,treiben::V,arriar,몰아세우다
1098,anbinden::V,lligar,묶다
1099,füttern::V,donar menjar a,사료를주다
1100,melken::V,munyir,젖을짜다
1101,hacken::V,picar,자르다
1102,hacken::V,tallar,자르다
1103,gießen::V,regar,물을대다
1104,reifen::V,madurar,성숙하다
1105,zubereiten::V,preparar,조제하다
1106,kochen::V,coure,요리하다
1107,backen::V,coure al forn,쿱다
1108,braten::V,rostir,굽다
1109,umrühren::V,remenar,교반하다
1110,stricken::V,tricotar,뜨개질하다
1111,stricken::V,fer punt de mitja,뜨개질하다
1112,nähen::V,cosir,꿰매다
1113,färben::V,tenyir,채색하다
1114,reinigen::V,netejar,청소하다
1115,waschen::V,rentār,씻다
1116,abwischen::V,eixugar,닦다
1117,spülen::V,esbandir,씻다
1118,fegen::V,escombrar,소체하다
1119,kehren::V,escombrar,청소하다
1120,baden::V,banyar-se,감다
1121,sich waschen::V,rentār-se,모믈 씻다
1122,ausziehen::V,treure's,벗다
1123,anziehen::V,posar-se,끌어움직이다
1124,sich anziehen::V,vestir-se,
1125,kämmen::V,pentinar,빗다
1126,schmücken::V,adornar,치레하다
1127,sagen::V,dir,말하다
1128,sprechen::V,parlar,말하다
1129,reden::V,parlar,이야기하다
1130,sich unterhalten::V,conversar,
1131,fragen::V,preguntar,질문하다
1132,bitten::V,demanar,원하다
1133,erzählen::V,contar,이야기하다
1134,erzählen::V,explicar,이야기하다
1135,mitteilen::V,comunicar,이야기하다
1136,nennen::V,nomenar,부르다
1137,rufen::V,cridar,불러내다
1138,prahlen::V,lloar-se,자랑하다
1139,prahlen::V,jactar-se,자랑하다
1140,übersetzen::V,traduir,번역하다
1141,denken::V,pensar,생각하다
1142,glauben::V,creure,믿다
1143,bemerken::V,notar,인자하다
1144,erkennen::V,reconèixer,인식하다
1145,begreifen::V,comprendre,파악하다
1146,verstehen::V,entendre,이해하다
1147,lernen::V,aprendre,배우다
1148,wissen::V,saber,알다
1149,sich erinnern an::V,recordar,상기하다
1150,vergessen::V,oblidar,잊다
1151,messen::V,mesurar,측정하다
1152,zählen::V,comptar,세다
1153,rechnen::V,calcular,게산하다
1154,lesen::V,llegir,읽다
1155,malen::V,pintar,그리다
1156,zeichnen::V,dibuixar,소묘하다
1157,schreiben::V,escrīure,쓰다
1158,besitzen::V,posseir,소유하다
1159,kaufen::V,comprar,사다
1160,verkaufen::V,vendre,팔다
1161,bezahlen::V,pagar,지불하다
1162,zahlen::V,pagar per,치르다
1163,beherrschen::V,dominar,지배하다
1164,ertragen::V,aguantar,참다
