,Concept_ID,zh,pl
131,Weide[Baum]::N,柳树,wierzba
132,Tanne::N,冷杉,jodła
133,Horn::N,角,róg
134,Feder::N,羽毛,pióro
135,Fell::N,皮毛,futro
136,Flügel::N,翅膀,skrzydło
137,Klaue::N,爪子,szpon
138,Kralle::N,爪子,pazur
139,Schwanz::N,尾巴,ogon
140,Ei::N,蛋,jajko
141,Nest::N,巢,gniazdo
142,Bau::N,穴,nora
143,Tier::N,动物,zwierzę
144,Herde::N,群,stado
145,Herde::N,群,trzoda
146,Kuh::N,母牛,krowa
147,Bulle::N,公牛,byk
148,Pferd::N,马,koń
149,Schaf::N,羊,owca
150,Schwein::N,猪,świnia
151,Hund::N,狗,pies
152,Katze::N,猫,kot
153,Katze::N,猫,kotka
154,Bär::N,熊,niedźwiedż
155,Eichhörnchen::N,松鼠,wiewiórka
156,Elch::N,麋鹿,łóś
157,Fuchs::N,狐狸,lis
158,Hase::N,兔子,zając
159,Maus::N,老鼠,mysz
160,Wolf::N,狼,wilk
161,Vogel::N,鸟,ptak
162,Schwarm::N,群,stado
163,Huhn::N,鸡,kura
164,Hahn::N,公鸡,kogut
165,Gans::N,鹅,gęś
166,Adler::N,鹰,orzeł
167,Ente::N,鸭,kaczka
168,Eule::N,猫头鹰,sowa
169,Kranich::N,鹤,żuraw
170,Krähe::N,乌鸦,wrona
171,Kuckuck::N,布谷鸟,kukułka
172,Schwan::N,天鹅,łabędż
173,Fisch::N,鱼,ryba
174,Barsch::N,鲈鱼,okoń
175,Hecht::N,狗鱼,szczupak
176,Schlange[Tier]::N,蛇,wąż
177,Schlange[Tier]::N,蛇,żmija
178,Wurm::N,蠕虫,robak
179,Spinne::N,蜘蛛,pająk
180,Ameise::N,蚂蚁,mrówka
181,Laus::N,虱子,wesz
182,Mücke::N,蚊子,komar
183,Fliege::N,苍蝇,mucha
184,Schmetterling::N,蝴蝶,motyl
185,Beere::N,将果,jagoda
186,Apfel::N,苹果,jabłko
187,Pilz::N,蘑菇,grzyb
188,Zwiebel::N,洋葱,cebula
189,Saat::N,种子,siew
190,Korn::N,谷粒,ziarno
191,Heu::N,干草,siano
192,Schale::N,壳,łupina
193,Grube::N,坑,dół
194,Grube::N,坑,jama
195,Falle::N,圈套,pułapka
196,Schlinge::N,活扣,sidła
197,Spur::N,踪迹,ślad
198,Asche::N,灰烬,popiół
199,Dreck::N,污垢,brud
200,Eisen::N,铁,żelazo
201,Gold::N,金子,złoto
202,Silber::N,银,srebro
203,Kohle::N,煤,węgiel
204,Glas::N,玻璃,szkło
205,Lehm::N,粘土,glina
206,Sand::N,沙,piasek
207,Mensch::N,人,człowiek
208,Mann::N,男子,mężczyzna
209,Frau::N,妇女,kobieta
210,Kind::N,小孩,dziecko
211,Junge::N,男孩,chłopak
212,Junge::N,男孩,chłopiec
213,Mädchen::N,女孩,dziewczynka
214,Familie::N,家庭,rodzina
215,Großvater::N,祖父,dziadek
216,Großmutter::N,祖母,babka
217,Eltern::N,父母,rodzice
218,Vater::N,父亲,ojciec
219,Mutter::N,母亲,matka
220,Sohn::N,儿子,syn
221,Tochter::N,女儿,córka
222,Bruder::N,兄弟,brat
223,Schwester::N,姐妹,siostra
224,Onkel::N,伯父,wuj
225,Onkel::N,伯父,stryj
226,Tante::N,阿姨,ciotka
227,Ehemann::N,丈夫,mąż
228,Ehefrau::N,妻子,żona
229,Freude::N,愉快,radość
230,Gelächter::N,大笑,śmiech
231,Glück::N,运气,szczęście
232,Kummer::N,苦恼,zmartwienie
233,Wunsch::N,愿望,życzenie
234,Lust::N,乐趣,chęć
235,Lust::N,乐趣,ochota
236,Geist::N,精神,duch
237,Gedanke::N,思想,myśl
238,Gedächtnis::N,记性,pamięć
239,Verstand::N,理智,rozum
240,Sinn::N,感觉,zmysł
241,Grund::N,理由,powód
242,Wahrheit::N,真理,prawda
243,Gespräch::N,谈话,rozmowa
244,Märchen::N,童话,bajka
245,Erzählung::N,故事,opowiadanie
246,Nachricht::N,消息,wiadomość
247,Neuigkeit::N,新闻,nowina
248,Name::N,名字,imię
249,Rätsel::N,谜语,zagadka
250,Rede::N,讲话,mowa
251,Sprache::N,语言,język
252,Stimme::N,声音,głos
253,Wort::N,词,słowo
254,Zeichen::N,标记,znak
255,Ruf::N,呼喊,wołanie
256,Lärm::N,噪音,hałas
257,Lärm::N,噪音,zgiełk
258,Laut::N,响声,dźwięk
259,Ton::N,声音,ton
260,Ton::N,声音,dźwięk
261,Lied::N,歌曲,pieśń
262,Lied::N,歌曲,piosenka
263,Ruhe::N,安静,spokój
264,Leute::N,人们,ludzie
265,Volk::N,人民,naród
266,Arbeit::N,劳动,praca
267,Arbeit::N,劳动,robota
268,Gast::N,客人,gość
269,Geschenk::N,礼物,prezent
270,Geschenk::N,礼物,podarunek
271,Spiel::N,游戏,gra
272,Spiel::N,游戏,zabawa
273,Gesellschaft::N,陪同,towarzystwo
274,Hilfe::N,帮助,pomoc
275,Freund::N,朋友,przyjaciel
276,Kamerad::N,同志,kolega
277,Angelegenheit::N,事情,sprawa
278,Anzahl::N,数目,ilość
279,Art::N,种类,rodzaj
280,Stück::N,块,kawałek
281,Teil::N,部分,część
282,Hälfte::N,一半,połowa
283,Kreis::N,圆,krąg
284,Kreuz::N,十字架,krzyż
285,Linie::N,线条,linia
286,Strich::N,划,kreska
287,Abstand::N,距离,odstęp
288,Entfernung::N,距离,odległość
289,Gegend::N,地区,okolica
290,Platz::N,场所,miejsce
291,Ort::N,地点,miejsce
292,Seite::N,面,bok
293,Seite::N,面,strona
294,Mitte::N,中间,środek
295,Gegenstand::N,物品,przedmiot
296,Sache::N,物,rzecz
297,Rand::N,边,skraj
298,Rand::N,边,krawędź
299,Kante::N,棱,kant
300,Kante::N,棱,krawędź
301,Ecke::N,角,róg
302,Spitze::N,尖,ostrze
303,Ende::N,结尾,koniec
304,Loch::N,洞,dziura
305,Winkel::N,角度,kąt
306,Winkel::N,角度,kącik
307,Muster::N,模型,wzór
308,Größe::N,大小,rozmiar
309,Größe::N,大小,wielkość
310,Länge::N,长度,długość
311,Höhe::N,高度,wysokość
312,Gewicht::N,重量,ciężar
313,Menge::N,数量,ilość
314,Haufen::N,堆,kupa
315,Reihe::N,行,rząd
316,Reihe::N,行,szereg
317,Boot::N,小船,łódź
318,Boot::N,小船,łódka
319,Ruder::N,奖,wiosło
320,Schlitten::N,雪橇,sanki
321,Ski::N,雪板,narta
322,Lagerfeuer::N,营火,ognisko
323,Last::N,负担,ciężar
324,Last::N,负担,brzemię
325,Gang::N,行走,chód
326,Schritt::N,步伐,krok
327,Norden::N,北,północ
328,Süden::N,南,południe
329,Westen::N,西,zachód
330,Osten::N,东,wschód
331,Holz::N,木材,drzewo
332,Brett::N,木板,deska
333,Platte::N,平板,płyta
334,Stütze::N,支架,podpora
335,Stange::N,杆,drąg
336,Stange::N,杆,żerdź
337,Stock::N,棒,kij
338,Stock::N,棒,laska
339,Stab::N,棍,pręt
340,Rohr::N,管子,rura
341,Haus::N,房屋,dom
342,Heim::N,家,dom
343,Ofen::N,炉子,piec
344,Fußboden::N,地板,podłoga
345,Tisch::N,桌子,stół
346,Stuhl::N,椅子,krzesło
347,Wiege::N,摇蓝,kołyska
348,Bett::N,床,łóżko
349,Bett::N,床,pościel
350,Regal::N,架子,regał
351,Kiste::N,箱子,skrzynia
352,Fenster::N,窗户,okno
353,Tür::N,门,drzwi
354,Tor::N,大门,brama
355,Zaun::N,篱笆,płot
356,Zaun::N,篱笆,parkan
357,Dach::N,屋顶,dach
358,Leiter::N,梯子,drabina
359,Besen::N,扫帚,miotła
360,Spaten::N,铁锹,rydel
361,Schaufel::N,铁锹,łopata
362,Gabel::N,叉,widelec
363,Löffel::N,食匙,łyżka
364,Messer::N,刀,nóż
365,Nagel::N,钉子,gwóźdź
366,Netz::N,网,sieć
367,Haken::N,钩子,hak
368,Griff::N,把柄,chwyt
369,Schloss::N,锁,zamek
370,Bild::N,图画,obraz
371,Figur::N,人像,figura
372,Puppe::N,娃娃,lalka
373,Beutel::N,袋子,torba
374,Bündel::N,捆,wiązka
375,Tasche::N,手提包,torba
376,Eimer::N,桶,kubeł
377,Eimer::N,桶,wiadro
378,Deckel::N,盖子,przykrywka
379,Geschirr::N,餐具,statki
380,Geschirr::N,餐具,naczynia
381,Sack::N,袋子,worek
382,Tasse::N,杯子,filiżanka
383,Topf::N,锅,garnek
384,Kessel::N,水壶,kocioł
385,Essen::N,进餐,jedzenie
386,Nahrung::N,食物,pokarm
387,Nahrung::N,食物,pożywienie
388,Speise::N,菜肴,potrawa
389,Speise::N,菜肴,jedzenie
390,Fleisch::N,肉,mięso
391,Getreide::N,谷物,zboże
392,Brei::N,粥,kasza
393,Brot::N,面包,chleb
394,Scheibe::N,片,kromka
395,Fett::N,脂肪,tłuszcz
396,Butter::N,黄油,masło
397,Öl::N,油,olej
398,Salz::N,盐,sól
399,Suppe::N,汤,zupa
400,Honig::N,蜂蜜,miód
401,Milch::N,奶,mleko
402,Tee::N,茶,herbata
403,Leder::N,皮革,skóra
404,Wolle::N,毛线,wełna
405,Stoff::N,织物,tkanina
406,Stoff::N,织物,materiał
407,Nadel::N,针,igła
408,Faden::N,线,nić
409,Faden::N,线,nitka
410,Knopf::N,纽扣,guzik
411,Knoten::N,结,węzeł
412,Farbe::N,颜色,farba
413,Kleidung::N,衣服,odzież
414,Hemd::N,衬衫,koszula
415,Kragen::N,领子,kołnierz
416,Ärmel::N,袖子,rękaw
417,Hose::N,裤子,spodnie
418,Gürtel::N,腰带,pasek
419,Mütze::N,帽子,czapka
420,Schuh::N,鞋,but
421,Schuh::N,鞋,bucik
422,Stiefel::N,靴子,but
423,Stiefel::N,靴子,kozak
424,Ring::N,戒指,pierścień
425,Band::N,带子,wstęga
426,Kamm::N,梳子,grzebień
427,Spiegel::N,镜子,lustro
428,Riemen::N,皮带,rzemień
429,Schnur::N,绳子,sznur
430,Leine::N,皮带,smycz
431,Decke::N,被子,kołdra
432,Kissen::N,软垫,poduszka
433,Tuch::N,巾,chustka
434,Handtuch::N,手巾,ręcznik
435,Kraft::N,力,moc
436,Kraft::N,力,siła
437,Stärke::N,力量,moc
438,Stärke::N,力量,siła
439,Gesundheit::N,健康,zdrowie
440,Krankheit::N,病,choroba
441,Schmerz::N,痛,ból
442,Wunde::N,伤口,rana
443,Fieber::N,发烧,gorączka
444,Arznei::N,药,lekarstwo
445,Brücke::N,桥,most
446,Brunnen::N,井,studnia
447,Weide::N,牧场,pastwisko
448,Pfad::N,小路,ścieżka
449,Weg::N,路,droga
450,Straße::N,街,ulica
451,Dorf::N,村庄,wieś
452,Stadt::N,城市,miasto
453,Brief::N,信,list
454,Buch::N,书,książka
455,Buchstabe::N,字母,litera
456,Zeitung::N,报纸,gazeta
457,Zeitung::N,报纸,dziennik
458,Leben::N,生命,życie
459,Tod::N,死亡,śmierć
460,Grab::N,坟墓,grób
461,Kirche::N,教堂,kościół
462,Sünde::N,罪,grzech
463,Gott::N,上帝,bóg
464,Arbeiter::N,工人,robotnik
465,Chef::N,上司,szef
466,Meister::N,师傅,mistrz
467,Meister::N,师傅,majster
468,Arzt::N,医生,lekarz
469,Lehrer::N,教师,nauczyciel
470,Geld::N,钱,pieniądze
471,Geschäft::N,交易,sprawa
472,Geschäft::N,交易,interes
473,Laden::N,商店,sklep
474,Preis::N,价格,cena
475,Ware::N,商品,towar
476,Nutzen::N,好处,pożytek
477,Reichtum::N,财富,bogactwo
478,Welt::N,世界,świat
479,Land::N,国家,kraj
480,Staat::N,国家,państwo
481,König::N,国王,król
482,Macht::N,权力,władza
483,Grenze::N,边界,granica
484,Krieg::N,战争,wojna
485,Feind::N,敌人,wróg
486,Gewalt::N,暴力,władza
487,Kampf::N,战斗,bój
488,Kampf::N,战斗,walka
489,Bogen[Waffe]::N,弓,łuk
490,Pfeil::N,箭,strzała
491,Gewehr::N,枪,karabin
492,Fehler::N,错误,błąd
493,Lüge::N,谎话,kłamstwo
494,Schaden::N,损失,szkoda
495,Unglück::N,不幸,nieszczęście
496,Schuld::N,过错,wina
497,Alter::N,年龄,wiek
498,Schluss::N,结束,koniec
499,Schluss::N,结束,zakończenie
500,Zeit::N,时间,czas
501,Tag::N,天,dzień
502,Morgen::N,早晨,ranek
503,Morgen::N,早晨,poranek
504,Mittag::N,中午,południe
505,Abend::N,晚上,wieczór
506,Nacht::N,夜,noc
507,Woche::N,星期,tydzień
508,Monat::N,月,miesiąc
509,Jahr::N,年,rok
510,Frühling::N,春天,wiosna
511,Sommer::N,夏天,lato
512,Herbst::N,秋天,jesień
513,Winter::N,冬天,zima
514,Januar::N,一月,styczeń
515,Februar::N,二月,luty
516,März::N,三月,marzec
517,April::N,四月,kwiecień
518,Mai::N,五月,maj
519,Juni::N,六月,czerwiec
520,Juli::N,七月,lipiec
521,August::N,八月,sierpień
522,September::N,九月,wrzesień
523,Oktober::N,十月,październik
524,November::N,十一月,listopad
525,Dezember::N,十二月,grudzień
526,Montag::N,星期一,poniedziałek
527,Dienstag::N,星期二,wtorek
528,Mittwoch::N,星期三,środa
529,Donnerstag::N,星期四,czwartek
530,Freitag::N,星期五,piątek
531,Samstag::N,星期六,sobota
532,Sonntag::N,星期日,niedziela
533,groß::A,大,duży
534,groß::A,大,wielki
535,klein::A,小,mały
536,lang::A,长,długi
537,kurz::A,短,krótki
538,breit::A,宽,szeroki
539,schmal::A,细长的,wąski
540,dicht::A,密,gęsty
541,dick[Gegenstand]::A,厚,gruby
542,dünn::A,薄,cienki
543,fein::A,细小,drobny
544,fest::A,固体,mocny
545,fest::A,固体,twardy
546,flach::A,平坦,płaski
547,glatt::A,光滑,gładki
548,hart::A,硬,twardy
549,weich::A,软,miękki
550,rund::A,圆,okrągły
551,spitz::A,尖,spiczasty
552,scharf::A,锋利,ostry
553,stumpf::A,钝,tępy
554,schwer::A,重,ciężki
555,schön::A,美丽,ładny
556,schön::A,美丽,piękny
557,heiß::A,烫,gorący
558,warm::A,暖和,ciepły
559,kalt::A,冷,zimny
560,kühl::A,凉,chłodny
561,frisch::A,新鲜,świeży
562,feucht::A,潮湿,wilgotny
563,nass::A,湿,mokry
564,trocken::A,干,suchy
565,voll::A,满,pełny
566,leer::A,空,pusty
567,leer::A,空,próżny
568,offen::A,敞开,otwarty
569,geschlossen::A,关闭,zamknięty
570,sauber::A,干净,czysty
571,schmutzig::A,肮脏,brudny
572,roh::A,生,surowy
573,reif::A,成熟,dojrzały
574,lecker::A,好吃,smaczny
575,süß::A,甜,słodki
576,bitter::A,苦,gorzki
577,sauer::A,酸,kwaśny
578,hell::A,亮,jasny
579,dunkel::A,阴暗,ciemny
580,schwarz::A,黑,czarny
581,weiß::A,白,biały
582,rot::A,红,czerwony
583,gelb::A,黄,żółty
584,blau::A,蓝,błękitny
585,blau::A,蓝,niebieski
586,grün::A,绿,zielony
587,grau::A,灰色,szary
588,bunt::A,五彩,barwny
589,billig::A,便宜,tani
590,teuer::A,贵,drogi
591,wertvoll::A,贵重,cenny
592,blind::A,瞎,ślepy
593,taub::A,聋,głuchy
594,kräftig::A,强壮,mocny
595,stark::A,强壮,silny
596,schwach::A,弱,słaby
597,fett::A,胖,tłusty
598,schlank::A,苗条,smukły
599,hübsch::A,漂亮,ładny
600,böse::A,邪恶,zły
601,dumm::A,笨,głupi
602,faul::A,懒惰,leniwy
603,fleißig::A,勤奋,pilny
604,geizig::A,吝啬,skąpy
605,klug::A,聪明,mądry
606,geschickt::A,灵巧,zręczny
607,lieb::A,可爱,miły
608,lustig::A,快乐,wesoły
609,sanft::A,柔和,łagodny
610,hungrig::A,饥饿,głodny
611,krank::A,患病,chory
612,nackt::A,裸体,nagi
613,traurig::A,悲哀,smutny
614,lebendig::A,活,żywy
615,gut::A,好,dobry
616,schlecht::A,坏,zły
617,richtig::A,正确,słuszny
618,richtig::A,正确,właściwy
619,schlimm::A,糟糕,zły
620,wahr::A,真,prawdziwy
621,alt::A,旧,stary
622,neu::A,新,nowy
623,ehemalig::A,以前,były
624,alt[Lebewesen]::A,老,stary
625,jung::A,年轻,młody
626,arm::A,贫穷,ubogi
627,arm::A,贫穷,biedny
628,reich::A,富裕,bogaty
629,bekannt::A,出名,znany
630,berühmt::A,著名,słynny
631,fremd::A,陌生,obcy
632,fremd::A,陌生,cudzy
633,verschieden::A,不同,różny
634,nah::A,近,bliski
635,fern::A,遥远,daleki
636,linker::A,左,lewy
637,rechter::A,右,prawy
638,anderer::A,别的,inny
639,erster::A,第一,pierwszy
640,zweiter::A,第二,drugi
641,dritter::A,第三,trzeci
642,letzter::A,最后,ostatni
643,allein::ADV,单独,sam
644,auf einmal::ADV,同时,naraz
645,zusammen::ADV,一起,razem
646,lange::ADV,许久,długo
647,plötzlich::ADV,忽然,nagle
648,sofort::ADV,立刻,natychmiast
649,später::ADV,以后,później
650,jetzt::ADV,现在,teraz
651,jetzt::ADV,现在,obecnie
652,heute::ADV,今天,dziś
653,heute::ADV,今天,dzisiaj
654,morgen::ADV,明天,jutro
655,bald::ADV,即将,wkrótce
656,dann::ADV,然后,potem
657,gestern::ADV,昨天,wczoraj
658,einst::ADV,曾经,kiedyś
659,einst::ADV,曾经,niegdyś
660,damals::ADV,当时,wtedy
661,damals::ADV,当时,wówczas
662,danach::ADV,随后,następnie
663,vorher::ADV,事先,przedtem
664,zuerst::ADV,首先,naprzód
665,zuerst::ADV,首先,najpierw
666,einmal::ADV,一次,raz
667,manchmal::ADV,有时,czasem
668,oft::ADV,时常,często
669,immer::ADV,总是,zawsze
670,niemals::ADV,从未,nigdy
671,hier::ADV,这里,tu
672,hier::ADV,这里,tutaj
673,hierhin::ADV,到这里,tu
674,von hier::ADV,由此,stąd
675,dort::ADV,那里,tam
676,dorthin::ADV,到那里,tam
677,geradeaus::ADV,一直往前,prosto
678,vorwärts::ADV,向前,naprzód
679,rückwärts::ADV,向后,wstecz
680,zurück::ADV,退后,z powrotem
681,unten::ADV,下面,u dołu
682,unten::ADV,下面,na dole
683,hinab::ADV,向下,na_dół
684,hinab::ADV,向下,w_dół
685,oben::ADV,上面,w górze
686,oben::ADV,上面,na górze
687,hinauf::ADV,向上,w górę
688,hinauf::ADV,向上,na górę
689,überall::ADV,到处,wszędzie
690,nicht::ADV,不,nie
691,ein wenig::ADV,一点儿,trochę
692,kaum::ADV,几乎不,ledwie
693,kaum::ADV,几乎不,prawie nie
694,sehr::ADV,很,bardzo
695,so::ADV,如此,tak
696,noch::ADV,还,jeszcze
697,nur::ADV,只,tylko
698,schon::ADV,已经,już
699,wieder::ADV,又,znów
700,wieder::ADV,又,znowu
701,vor::PRP,在...面前,przed
702,hinter::PRP,在...背后,za
703,unter::PRP,在...下面,pod
704,durch::PRP,穿过,przez
705,neben::PRP,在...旁,obok
706,zwischen::PRP,在...之间,między
707,wegen::PRP,由于,z powodu
708,dies::PRN,这,to
709,das::PRN,那,to
710,alles::PRN,一切,wszystko
711,ich::PRN,我,ja
712,du::PRN,你,ty
713,er::PRN,他,on
714,wir::PRN,我们,my
715,ihr::PRN,你们,wy
716,sie::PRN,她,oni
717,was::FPRN,什么,co
718,wer::FPRN,谁,kto
719,wo::FADV,哪里,gdzie
720,wohin::FADV,去哪里,dokąd
721,wie::FADV,怎么,jak
722,warum::FADV,为什么,dlaczego
723,wieviel::FNUM,多少,ile
724,eins::NUM,一,jeden
725,zwei::NUM,二,dwa
726,drei::NUM,三,trzy
727,vier::NUM,四,cztery
728,fünf::NUM,五,pięć
729,sechs::NUM,六,sześć
730,sieben::NUM,七,siedem
731,acht::NUM,八,osiem
732,neun::NUM,九,dziewięć
733,zehn::NUM,十,dziesięć
734,elf::NUM,十一,jedenaście
735,zwölf::NUM,十二,dwanaście
736,zwanzig::NUM,二十,dwadzieścia
737,dreißig::NUM,三十,trzydzieści
738,vierzig::NUM,四十,czterdzieści
739,fünfzig::NUM,五十,pięćdziesiąt
740,sechzig::NUM,六十,sześćdziesiąt
741,siebzig::NUM,七十,siedemdziesiąt
742,achtzig::NUM,八十,osiemdziesiąt
743,neunzig::NUM,九十,dziewięćdziesiąt
744,hundert::NUM,百,sto
745,tausend::NUM,千,tysiąc
746,und::CNJ,和,i
747,oder::CNJ,或者,lub
748,oder::CNJ,或者,albo
749,stehen::V,站,stać
750,sitzen::V,坐,siedzieć
751,liegen::V,躺着,leżeć
752,hängen::V,挂着,wisieć
753,werden::V,成为,zostać
754,werden::V,成为,stać się
755,passieren::V,发生,dziać się
756,passieren::V,发生,zdarzyć się
757,beginnen::V,开始,zacząć się
758,enden::V,终止,kończyć się
759,wechseln::V,变迁,zmienić się
760,aufgehen[Sonne]::V,升起,wzejść
761,untergehen[Sonne]::V,下落,zajść
762,scheinen[Sonne]::V,照射,świecić
763,donnern::V,打雷,grzmieć
764,wehen::V,飘扬,wiać
765,strömen::V,流,płynąć
766,strömen::V,流,lać się
767,fließen::V,流动,ciec
768,fließen::V,流动,płynąć
769,sich drehen::V,转动,obracać się
770,schwanken::V,摇摆,chwiać się
771,schwingen::V,摇,wahać się
772,fallen::V,坠落,padać
773,brennen::V,燃烧,palić się
774,rauchen::V,冒烟,dymić
775,rauchen::V,冒烟,dymić się
776,regnen::V,下雨,padać
777,gefrieren::V,结冰,zamarznąć
778,tauen::V,融化,tajać
779,schmelzen::V,溶化,topnieć
780,trocknen::V,变干,schnąć
781,sieden::V,煮,wrzeć
782,sieden::V,煮,kipieć
783,faulen::V,腐烂,gnić
784,verfaulen::V,腐烂,zgnić
785,reißen::V,撕,urywać się
786,versinken::V,下沉,tonąć
787,vergehen::V,流逝,przechodzić
788,erscheinen::V,出现,zjawiać się
789,verschwinden::V,消失,zniknąć
790,sinken::V,下降,spadać
791,abnehmen::V,减少,spadać
792,zunehmen::V,增加,wzrosnąć
793,steigen::V,上升,wzrastać
794,wachsen::V,生长,rosnąć
795,glänzen::V,发光,błyszczeć
796,funkeln::V,闪烁,zabłyszczeć
797,lärmen::V,吵闹,hałasować
798,läuten::V,响,dzwonić
799,klingeln::V,按铃,dzwonić
800,brausen::V,疾驶,huczeć
801,klingen::V,听起来,brzmieć
802,klingen::V,听起来,dźwięczeć
803,bellen::V,吠,szczekać
804,heulen::V,嗥,wyć
805,blasen::V,吹,dmuchnąć
806,pfeifen::V,吹口哨,gwizdać
807,schreien::V,叫喊,krzyczeć
808,stöhnen::V,呻吟,stękać
809,zittern::V,颤抖,drżeć
810,leben::V,生存,żyć
811,geboren werden::V,出生,urodzić się
812,atmen::V,呼吸,oddychać
813,trinken::V,喝,pić
814,essen::V,吃,jeść
815,schlucken::V,咽,połknąć
816,müde werden::V,疲倦,zmęczyć się
817,einschlafen::V,入睡,zasnąć
818,schlafen::V,睡觉,spać
819,aufwachen::V,睡醒,obudzić się
820,aufstehen::V,起床,wstać
821,sich erholen::V,休养,wypoczywać
822,krank werden::V,生病,zachorować
823,krank sein::V,生病,chorować
824,schmerzen::V,疼痛,boleć
825,husten::V,咳,kaszlać
826,genesen::V,痊愈,wyzdrowieć
827,sterben::V,死,umrzeć
828,umkommen::V,丧命,zginąć
829,sich bewegen::V,移动,poruszać się
830,sich rühren::V,动弹,ruszyć się
831,sich erheben::V,站起,podnieść się
832,sich setzen::V,坐,usiąść
833,hinfallen::V,跌倒,upaść
834,laufen::V,步行,chodzić
835,schreiten::V,迈步,kroczyć
836,spazierengehen::V,散步,iść na spacer
837,eilen::V,急忙,pospieszać
838,sich beeilen::V,赶快,pospieszyć się
