,Concept_ID,kk,br
795,rückwärts::ADV,артқа,war-lerc'h
796,zurück::ADV,кейін қарай,war-dreñv
797,unten::ADV,төменде,en traoñ
798,hinab::ADV,астына,a-izel
799,hinab::ADV,төмен,a-izel
800,oben::ADV,жоғарыда,en nec'h
801,hinauf::ADV,өрге,e-krec'h
802,überall::ADV,әрқайда,dre-holl
803,nicht::ADV,емес,ne ... ket
804,ein wenig::ADV,азырақ,un tammig
805,ein wenig::ADV,аздаған,un tammig
806,ein wenig::ADV,азғантай,un tammig
807,kaum::ADV,зорға,a-boan
808,sehr::ADV,орасан,-tre
809,sehr::ADV,орасан,-kenañ
810,so::ADV,бұлай,evel-se
811,so::ADV,былайша,evel-se
812,noch::ADV,әлі,c'hoazh
813,nur::ADV,ғана,hepken
814,schon::ADV,түге,dija
815,wieder::ADV,жаңа,adarre
816,wieder::ADV,қайта,adarre
817,wieder::ADV,жаңадан,adarre
818,vergebens::ADV,бекер,
819,vor::PRP,алды,dirak
820,hinter::PRP,артынан,a-drek
821,hinter::PRP,артынан,a-dreñv
822,unter::PRP,түп,dindan
823,unter::PRP,маңында,dindan
824,durch::PRP,арқылы,dre
825,neben::PRP,іргеде,e-kichen
826,neben::PRP,жанында,e-kichen
827,zwischen::PRP,арада,etre
828,wegen::PRP,үшін,abalamour da
829,dies::PRN,бұ,hemañ
830,dies::PRN,осы,hemañ
831,das::PRN,сол,se
832,das::PRN,сол,hennezh
833,alles::PRN,дүйім,pep tra
834,alles::PRN,күллі,pep tra
835,ich::PRN,мен,me
836,du::PRN,сен,te
837,er::PRN,ол,eñ
838,wir::PRN,біз,ni
839,ihr::PRN,сіз,c'hwi
840,sie::PRN,олар,int
841,was::FPRN,не,petra
842,wer::FPRN,кім,piv
843,wo::FADV,кәні,pelec'h
844,wo::FADV,қайда,pelec'h
845,wohin::FADV,қайда,da belec'h
846,wie::FADV,калай,penaos
847,warum::FADV,неғып,perak
848,wieviel::FNUM,неше,pet
849,wieviel::FNUM,қанша,pet
850,eins::NUM,бір,unan
851,zwei::NUM,екі,daou
852,drei::NUM,үш,tri
853,vier::NUM,төрт,pevar
854,fünf::NUM,бес,pemp
855,sechs::NUM,алты,c'hwec'h
856,sieben::NUM,жеті,seizh
857,acht::NUM,сегіз,eizh
858,neun::NUM,тоғыз,nav
859,zehn::NUM,он,dek
860,elf::NUM,он бір,unnek
861,zwölf::NUM,он екі,daouzek
862,zwanzig::NUM,жиырма,ugent
863,dreißig::NUM,отыз,tregont
864,vierzig::NUM,қырық,daou-ugent
865,fünfzig::NUM,елу,hanter-kant
866,sechzig::NUM,алпыс,tri-ugent
867,siebzig::NUM,жетпіс,dek ha tri-ugent
868,achtzig::NUM,сексен,pevar-ugent
869,neunzig::NUM,тоқсан,dek ha pevar-ugent
870,hundert::NUM,жүз,kant
871,tausend::NUM,мың,mil
872,und::CNJ,та,ha
873,oder::CNJ,әлде,pe
874,oder::CNJ,немесе,pe
875,stehen::V,тұру,bezañ a-sav
876,sitzen::V,отыру,azezañ
877,sitzen::V,отыру,bezañ en e goazez
878,liegen::V,жату,bezañ en e c'hourvez
879,hängen::V,ілу,krougañ
880,werden::V,болу,dazonet
881,werden::V,түрегелу,dazonet
882,passieren::V,болу,c'hoarvezout
883,beginnen::V,басталу,stagañ
884,enden::V,ада болу,achuiñ
885,wechseln::V,құбылу,cheñch
886,wechseln::V,өзгеру,cheñch
887,aufgehen[Sonne]::V,шығу,dirouzañ
888,untergehen[Sonne]::V,батыру,
889,scheinen[Sonne]::V,жылтырау,lugernañ
890,donnern::V,күркіреу,taranal
891,wehen::V,огып тур,c'hwezhañ
892,strömen::V,сорғалау,deredek
893,fließen::V,ағу,redek
894,sich drehen::V,айналу,troiñ
895,schwanken::V,толықсу,trantellat
896,schwingen::V,тербелу,froumal
897,fallen::V,құлау,kouezhañ
898,fallen::V,жығылу,kouezhañ
899,fallen::V,төмендеу,kouezhañ
900,brennen::V,жану,deviñ
901,rauchen::V,түтету,divogedañ
902,regnen::V,жауу,glavañ
903,gefrieren::V,мұздай қату,reviñ
904,gefrieren::V,мұз боп қату,reviñ
905,tauen::V,жібу,diskornañ
906,schmelzen::V,еру,teuziñ
907,trocknen::V,курау,sec'hañ
908,sieden::V,қайнау,berviñ
909,faulen::V,иістену,breinañ
910,verfaulen::V,шіру,breinañ
911,reißen::V,жыртылу,darnaouiñ
912,versinken::V,малтығу,sodellañ
913,vergehen::V,өту,tremen
914,erscheinen::V,көріну,donet war-wel
915,erscheinen::V,көрініп қалу,donet war-wel
916,verschwinden::V,ғайып_болу,monet diwar wel
917,sinken::V,ылдилау,en em izelat
918,sinken::V,төмендеу,en em izelat
919,abnehmen::V,кемітілу,nebeutaat
920,zunehmen::V,көбею,kreskiñ
921,steigen::V,қобу,sevel
922,steigen::V,көтерілу,sevel
923,steigen::V,жоғарылау,sevel
924,wachsen::V,өсу,kreskiñ
925,glänzen::V,жалтырау,lugernañ
926,funkeln::V,жарқырау,elieniñ
927,funkeln::V,нұрлану,elieniñ
928,funkeln::V,жылтылдау,elieniñ
929,lärmen::V,шулау,rabotat
930,lärmen::V,шуылдау,rabotat
931,läuten::V,қоңыраулату,
932,klingeln::V,дыңғырлау,
933,klirren::V,дыңылдату,diridignat
934,klirren::V,дыңылдату,sterlinkañ
935,brausen::V,тасу,gwegal
936,rauschen::V,сусылдау,trouzal
937,rauschen::V,сыбдырлау,trouzal
938,klingen::V,дыбыс шығару,seniñ
939,bellen::V,үру,harzhal
940,heulen::V,ұлу,yudal
941,blasen::V,үру,c'hwezhañ
942,pfeifen::V,ысқыру,c'hwitellat
943,schreien::V,шыңғыру,huchal
944,schreien::V,айғайлау,huchal
945,schreien::V,байбайлау,huchal
946,schreien::V,бажалақтау,huchal
947,stöhnen::V,ыңырсу,hirvoudiñ
948,stöhnen::V,ыңкылдау,hirvoudiñ
949,zittern::V,қалш,krenañ
950,zittern::V,қалшылдату,krenañ
951,leben::V,жасау,bevañ
952,leben::V,күнелту,bevañ
953,leben::V,күн көру,bevañ
954,leben::V,тіршілік ету,bevañ
955,geboren werden::V,туу,genel
956,atmen::V,дем алу,tennañ e anal
957,atmen::V,ауа жұту,tennañ e anal
958,trinken::V,ішу,evañ
959,trinken::V,ұрттау,evañ
960,essen::V,жеу,debriñ
961,essen::V,тамақтану,debriñ
962,schlucken::V,жұту,lonkañ
963,müde werden::V,болдыру,skuizhañ
964,einschlafen::V,үйыктап калу,menel kousket
965,schlafen::V,ұйықтау,kousket
966,aufwachen::V,ояну,dihuniñ
967,aufstehen::V,ояну,sevel
968,sich erholen::V,тынығу,diskuizhañ
969,krank werden::V,кеселдену,klañviñ
970,krank werden::V,сырқаттану,klañviñ
971,krank werden::V,ауырып қалу,klañviñ
972,krank werden::V,ауыра бастау,klañviñ
973,krank werden::V,кеселге ұшырау,klañviñ
974,krank werden::V,сырқаттанып қалу,klañviñ
975,krank sein::V,ауыру,bezañ klañv
976,krank sein::V,сырқаттану,bezañ klañv
977,schmerzen::V,ауырады,skourjezañ
978,husten::V,жөтелу,pasaat
979,husten::V,жөтелу,peudal
980,genesen::V,айығу,pareañ
981,sterben::V,өлу,mervel
982,sterben::V,қайтыс,mervel
983,sterben::V,жантапсыру,mervel
984,umkommen::V,өлу,perisañ
985,umkommen::V,қаза табу,perisañ
986,sich bewegen::V,жылжу,bouljal
987,sich rühren::V,қыбырлау,fiñval
988,sich erheben::V,тұру,sevel
989,sich setzen::V,отыру,azezañ
990,sich setzen::V,отыру,mont en e goazez
991,hinfallen::V,жығылу,kouezhañ
992,laufen::V,жояу жүру,redek
993,schreiten::V,кадамдау,kerzhet
994,spazierengehen::V,қыдыру,pourmen
995,eilen::V,асығу,hastañ
996,eilen::V,жеделдену,hastañ
997,eilen::V,жедепдеу,hastañ
998,sich beeilen::V,асығу,hastañ
999,sich beeilen::V,жеделдену,hastañ
1000,sausen::V,заулау,karzhañ
1001,rennen::V,жүгіру,redek
1002,springen::V,секіру,lammat
1003,klettern::V,өрмелеп шығу,krimpat
1004,schaukeln::V,тербелу,brañsellat
1005,kriechen::V,еңбектеу,skrampañ
1006,schwimmen::V,жүзу,neuial
1007,schwimmen::V,малту,neuial
1008,schwimmen::V,қалықтау,neuial
1009,tauchen::V,сүңгу,splujañ
1010,rudern::V,есу,roeñvat
1011,fahren::V,бару,kas
1012,fahren::V,бару,bleniañ
1013,fliegen::V,ұшу,nijal
1014,gehen::V,бару,mont
1015,weggehen::V,кету,mont kuit
1016,abfahren::V,жөнелу,mont kuit
1017,anhalten::V,тоқтау,chom a-sav
1018,hineingehen::V,кіру,monet e-barzh
1019,eintreten::V,ену,monet e-barzh
1020,kommen::V,жету,dont
1021,ankommen::V,келу,erruout
1022,zurückkommen::V,қайту,addonet
1023,bleiben::V,қалу,chom
1024,warten::V,тосу,gortoz
1025,erwarten::V,күту,gortoz
1026,suchen::V,іздеу,klask
1027,finden::V,табу,kavout
1028,versuchen::V,талпыну,klask
1029,vorbereiten::V,әзірлеу,aozañ
1030,lieben::V,сүю,karout
1031,mögen::V,жарату,karout
1032,mögen::V,жақсы_көру,karout
1033,lachen::V,күлу,c'hoarzin
1034,lachen::V,күлісу,c'hoarzin
1035,rühren::V,көңілін бұзу,tenerañ
1036,weinen::V,жылау,gouelañ
1037,schimpfen::V,ақырып-бақыру,krozal
1038,sich ärgern::V,ашулану,fachañ
1039,sich ärgern::V,ашулану,en em fachañ
1040,sich fürchten::V,сескену,
1041,fürchten::V,қауіптену,
1042,fürchten::V,сақсыну,
1043,fliehen::V,қашу,tec'het
1044,fliehen::V,қашып кету,tec'het
1045,flüchten::V,қашу,tuzañ
1046,flüchten::V,қашып кету,tuzañ
1047,sehen::V,көру,gwelet
1048,anschauen::V,назар салу,sellout ouzh
1049,ansehen::V,тамашалау,sellout ouzh
1050,hören::V,есту,klevet
1051,zuhören::V,тыңдау,selaou
1052,zuhören::V,құлақ қою,selaou
1053,probieren::V,тату,blasa
1054,probieren::V,дәм тату,blasa
1055,riechen::V,иіскеу,klevet
1056,fühlen::V,сезу,santout
1057,fühlen::V,сезіну,santout
1058,scheinen::V,болып көріну,diskouez bezañ
1059,zu sehen sein::V,көріну,bezañ gwelus
1060,vernehmen::V,есту,merzhañ
1061,vernehmen::V,есітіп қалу,merzhañ
1062,frieren::V,тоңу,anoued
1063,frieren::V,жаурау,anoued
1064,tun::V,ету,ober
1065,tun::V,істеу,ober
1066,können::V,білу,gouzout
1067,wollen::V,қалау,fellout da
1068,wollen::V,қалау,kaout c'hoant da
1069,anfangen::V,бастау,kregiñ
1070,beenden::V,бітіру,achuiñ
1071,beenden::V,адақтау,achuiñ
1072,beenden::V,тамамдау,achuiñ
1073,beenden::V,аяқтап шығу,achuiñ
1074,aufhören::V,доғару,paouez
1075,gelingen::V,жолы түсу,
1076,geraten::V,калу,
1077,öffnen::V,ашу,digeriñ
1078,öffnen::V,ашып қою,digeriñ
1079,schließen::V,жабу,serriñ
1080,stellen::V,қою,lakaat
1081,stellen::V,қойдыру,lakaat
1082,setzen::V,отырғызу,lakaat
1083,legen::V,салу,lakaat
1084,legen::V,калау,lakaat
1085,berühren::V,тию,touch
1086,verbinden::V,байлап алу,eren
1087,verbinden::V,сабақтастыру,eren
1088,bedecken::V,бүркеу,goloiñ
1089,aufhängen::V,ілу,istribilhañ
1090,aufhängen::V,асып қою,istribilhañ
1091,anzünden::V,тұтату,alumiñ
1092,anzünden::V,тұтату,c'hwezzañ
1093,aufheben::V,көтеру,dastum
1094,zurücklassen::V,қалдыру,lezel
1095,verlieren::V,жоғалту,koll
1096,fallen lassen::V,құлатып алу,laoskel
1097,fallen lassen::V,құлатып алу,lezel da gouezhel
1098,fallen lassen::V,қолдан түсіріп алу,laoskel
1099,fallen lassen::V,қолдан түсіріп алу,lezel da gouezhel
1100,machen::V,ету,ober
1101,machen::V,жасау,ober
1102,machen::V,жасап шығару,ober
1103,herstellen::V,жасап шығару,fardañ
1104,bauen::V,тұрғызу,sevel
1105,reparieren::V,оңдау,adaozañ
1106,verbessern::V,дұрыстау,gwellaat
1107,ändern::V,өзгерту,cheñch
1108,graben::V,үңгу,kleuzañ
1109,beugen::V,буғу,plegañ
1110,biegen::V,ию,krommañ
1111,biegen::V,майыстыру,krommañ
1112,drehen::V,айналдыру,treiñ
1113,wenden::V,екінші жағын айналдыру,treiñ
1114,umdrehen::V,бұру,treiñ
1115,heben::V,көтеру,sevel
1116,hochheben::V,жоғарылату,sevel
1117,hochheben::V,көтеру,sevel
1118,ergreifen::V,бас_салу,kemer
1119,ergreifen::V,шап_беріп_ұстап_алу,kemer
1120,ergreifen::V,шап_беру,kemer
1121,ergreifen::V,шап_ете_түсу,kemer
1122,halten::V,тұту,dalc'hen
1123,halten::V,ұстау,dalc'hen
1124,drücken::V,басу,bountañ
1125,schieben::V,итеру,poulzañ
1126,kratzen::V,қыру,skrabat
1127,lecken::V,жалау,lipat
1128,beißen::V,қабу,kregiñ
1129,beißen::V,тістеу,kregiñ
1130,beißen::V,қауып алу,kregiñ
1131,abreißen::V,үзу,diframmañ
1132,abschneiden::V,қырқу,troc'hañ
1133,binden::V,байланыстыру,stagañ
1134,binden::V,байлап_алу,stagañ
1135,binden::V,байластыру,stagañ
1136,binden::V,байлау,stagañ
1137,binden::V,буу,stagañ
1138,binden::V,матау,stagañ
1139,binden::V,сабақтастыру,stagañ
1140,binden::V,ұштастыру,stagañ
1141,stecken::V,сұғу,sankañ
1142,brechen::V,сындыру,darnaouiñ
1143,klopfen::V,қағу,skoiñ
1144,hauen::V,соғу,dornañ
1145,kleben::V,желімдеу,pegañ
1146,reiben::V,үйкеу,taravat
1147,reiben::V,үйкеу,trekiñ
1148,streichen::V,сүйкеу,toazañ
1149,schleifen::V,егеу,lemmañ
1150,schleifen::V,қайрау,lemmañ
1151,schleifen::V,егеулеу,lemmañ
1152,schneiden::V,кесу,troc'hañ
1153,rütteln::V,қозғау,tordorosañ
1154,rütteln::V,жұлмалау,tordorosañ
1155,schütteln::V,дірілдету,hejañ
1156,schütteln::V,селкілдету,hejañ
1157,schwenken::V,бұлғау,
1158,schwenken::V,сермеу,
1159,schütten::V,құю,diskargañ
1160,füllen::V,толтыру,kargañ
1161,einwickeln::V,орау,gronnañ
1162,tragen::V,алып жүру,dougen
1163,schleppen::V,тарту,stlejal
1164,ziehen::V,тарту,sachañ
1165,aufbewahren::V,сақтау,miret
1166,werfen::V,лақтыру,teuler
1167,fangen::V,қармау,tapañ
1168,fangen::V,қағып алу,tapañ
1169,packen::V,шап беру,krapat
1170,packen::V,шап ете түсу,krapat
1171,packen::V,шап беріп ұстап алу,krapat
1172,verstecken::V,тығу,kuzhat
1173,verstecken::V,жасыру,kuzhat
1174,teilen::V,бөлу,rannañ
1175,schicken::V,жіберу,kas
1176,bringen::V,әкелу,degas
1177,bringen::V,алып келу,degas
1178,hinzufügen::V,қосу,lakat ouzhpenn
1179,hinzufügen::V,үстеу,lakat ouzhpenn
1180,bekommen::V,алу,kaout
1181,erhalten::V,алмақ,kaout
1182,nehmen::V,алу,kemer
1183,nehmen::V,алмақ,kemer
1184,wählen::V,таңдау,choaz
1185,auswählen::V,екшеу,dibab
1186,auswählen::V,саралау,dibab
1187,auswählen::V,сұрыптау,dibab
1188,auswählen::V,сайлап алу,dibab
1189,bewahren::V,сақтау,mirout
1190,behindern::V,оралғы болу,diaezañ
1191,verderben::V,бүлдіру,lovrañ
1192,beschädigen::V,бұзу,gwallegañ
1193,zerbrechen::V,уату,torriñ
1194,zerreißen::V,жырту,diroegiñ
1195,zerstören::V,қирату,distrujañ
1196,zerstören::V,талқандау,distrujañ
1197,verbrennen::V,өртеу,deviñ
1198,verbrennen::V,жандыру,deviñ
1199,verbrennen::V,өртеп жіберу,deviñ
1200,verbrennen::V,жандырып жіберу,deviñ
1201,geben::V,беру,reiñ
1202,reichen::V,беру,
1203,schenken::V,тарту,donezonañ
1204,versprechen::V,уәде беру,prometiñ
1205,wünschen::V,тілеу,hetiñ
1206,loben::V,мақтау,feurmiñ
1207,loben::V,дәріптеу,feurmiñ
1208,küssen::V,сүю,pokat
1209,wiegen::V,тербеу,pouezañ
1210,zudecken::V,бүркеу,goloiñ
1211,wecken::V,ояту,dihuniñ
1212,zeigen::V,көрсету,diskouez
1213,führen::V,ерту,kas
1214,führen::V,жетектеу,kas
1215,lehren::V,оқыту,deskiñ
1216,unterrichten::V,оқыту,kelenn
1217,aufziehen::V,бағу,
1218,leiten::V,басқару,bleinañ
1219,leiten::V,жетекшілік ету,bleinañ
1220,antreiben::V,асықтыру,poulzañ
1221,lassen::V,-ткізу,leuskel
1222,lassen::V,мәжбүр ету,leuskel
1223,einladen::V,шақыру,pediñ
1224,vereinigen::V,біріктіру,unisañ
1225,vereinigen::V,біріктіріп қою,unisañ
1226,besuchen::V,кіріп шығу,gweladenniñ
1227,besuchen::V,барып шығу,gweladenniñ
1228,treffen::V,кездесу,kejal
1229,treffen::V,кездесу,ankontrañ
1230,sich versammeln::V,топталу,bodennañ
1231,spielen::V,ойнау,c'hoari
1232,singen::V,сайрау,kanañ
1233,tanzen::V,билеу,dañsal
1234,sich trennen::V,айрылысу,dispartiañ
1235,verlassen::V,тастау,lezel
1236,retten::V,құтқару,saveteiñ
1237,bewachen::V,күзету,mesa
1238,schützen::V,жақтау,diwall
1239,schützen::V,жақтасу,diwall
1240,verteidigen::V,қорғау,difenn
1241,sich schlagen::V,алысу,lopañ
1242,schießen::V,ату,
1243,siegen::V,жеңу,trec'hiñ
1244,ärgern::V,ашуландыру,hegasiñ
1245,schlagen::V,ұру,skeiñ
1246,treten::V,тебу,botaouiñ
1247,stechen::V,шаншу,pikat
1248,stoßen::V,түрту,stokañ
1249,stehlen::V,ұрлау,laerezh
1250,stören::V,кесірлен,direnkañ
1251,belästigen::V,мазасын алу,dregasiñ
1252,verbergen::V,сездірмеу,skoachañ
1253,täuschen::V,жалған айту,tromplañ
1254,betrügen::V,алдау,lorbañ
1255,betrügen::V,алдап кету,lorbañ
1256,betrügen::V,ақымақ қылу,lorbañ
1257,töten::V,құрту,lazhañ
1258,töten::V,өлтіру,lazhañ
1259,wohnen::V,мекендеу,bezañ o chom
1260,wohnen::V,өмір сүру,bezañ o chom
1261,arbeiten::V,істеу,labourat
1262,arbeiten::V,еңбектену,labourat
1263,sammeln::V,жыю,dastum
1264,pflücken::V,жұлу,kuntuilhañ
1265,jagen::V,аулау,chaseal
1266,fischen::V,балык_аулау,pesketa
1267,fassen::V,ұстау,pakañ
1268,hüten::V,жаю,geota
1269,hüten::V,бағу,geota
1270,treiben::V,айдау,
1271,anbinden::V,байлау,stagañ
1272,füttern::V,ас ішкізу,boueta
1273,füttern::V,азықтандыру,boueta
1274,füttern::V,қоректендіру,boueta
1275,melken::V,сауу,goro
1276,hacken::V,турау,difrakal
1277,gießen::V,суару,dourañ
1278,reifen::V,жетілу,azviñ
1279,zubereiten::V,даяр ету,keginañ
1280,kochen::V,асу,poazhañ
1281,backen::V,пісіру,fritañ
1282,braten::V,қуыру,rostañ
1283,umrühren::V,былғалау,
1284,umrühren::V,сапырылыстыру,
1285,stricken::V,торлау,stammañ
1286,stricken::V,тоқу,stammañ
1287,nähen::V,тігу,gwriat
1288,färben::V,бояу,livañ
1289,färben::V,сырлау,livañ
1290,reinigen::V,аршу,naetañ
1291,reinigen::V,тазалау,naetañ
1292,waschen::V,жуу,gwalc'hiñ
1293,abwischen::V,сүрту,torchañ
1294,spülen::V,шаю,disgwalc'hiñ
1295,fegen::V,сыпыру,skubañ
1296,kehren::V,сыпыру,skubañ
1297,baden::V,шомылу,kouronkañ
1298,sich waschen::V,жуыну,en em walc'hiñ
1299,ausziehen::V,шешу,
1300,anziehen::V,кигізу,
1301,sich anziehen::V,киіну,gwiskañ
1302,kämmen::V,тарау,kribat
1303,schmücken::V,әсемдеу,kinklañ
1304,schmücken::V,мәнерлеу,kinklañ
1305,schmücken::V,көріктендіру,kinklañ
1306,sagen::V,деу,larêt
1307,sagen::V,деу,lavaret
1308,sagen::V,айту,larêt
1309,sagen::V,айту,lavaret
1310,sprechen::V,деу,komz
1311,sprechen::V,айту,komz
1312,reden::V,сөйлеу,kaozeal
1313,reden::V,сөйлесу,kaozeal
1314,reden::V,тіл қатысу,kaozeal
1315,sich unterhalten::V,сұхбаттасу,balbotal
1316,fragen::V,сұрау,goulenn
1317,bitten::V,өтіну,goulenn
1318,bitten::V,жалыну,goulenn
1319,erzählen::V,айту,kontañ
1320,mitteilen::V,білдіру,kemenn
1321,nennen::V,атау,anviñ
1322,rufen::V,шақыру,gelver
1323,prahlen::V,бөсу,fougeal
1324,übersetzen::V,аудару,treiñ
1325,denken::V,ойлау,soñjal
1326,glauben::V,нану,krediñ
1327,glauben::V,илану,krediñ
1328,bemerken::V,аңғару,apresevañ
1329,erkennen::V,тану,anavout
1330,begreifen::V,ұғу,meizañ
1331,begreifen::V,аңғарып алу,meizañ
1332,verstehen::V,пайым,kompren
1333,verstehen::V,түсіну,kompren
1334,lernen::V,оқу,deskiñ
1335,wissen::V,хабардар болу,gouzout
1336,sich erinnern an::V,еске түсіру,kaout soñj e
1337,vergessen::V,ұмыту,ankouaat
1338,messen::V,өлшеу,muzuliañ
1339,zählen::V,санау,kontañ
1340,rechnen::V,санап шығару,jedañ
1341,rechnen::V,санап шығу,jedañ
1342,rechnen::V,санау,jedañ
1343,lesen::V,оқу,lenn
1344,malen::V,сурет салу,livañ
1345,zeichnen::V,сурет салу,tresañ
1346,schreiben::V,жазу,skrivañ
1347,besitzen::V,болу,kaout
1348,kaufen::V,алу,prenañ
1349,kaufen::V,әперу,prenañ
1350,verkaufen::V,сату,gwerzhañ
1351,bezahlen::V,төлеу,paeañ
1352,bezahlen::V,ақы беру,paeañ
1353,bezahlen::V,ақы төлеу,paeañ
1354,zahlen::V,төлеу,paeañ
1355,beherrschen::V,билеу,mestroniañ
1356,ertragen::V,төзу,anduriñ
1357,ertragen::V,шыдау,anduriñ
