,Concept_ID,da,hu
857,schwingen::V,svinge,leng
858,fallen::V,falde,esik
859,brennen::V,brænde,ég
860,rauchen::V,ryge,füstöl
861,regnen::V,regne,esik
862,gefrieren::V,fryse,megfagy
863,tauen::V,tø,olvad
864,schmelzen::V,smelte,olvad
865,schmelzen::V,smelte,elolvad
866,trocknen::V,tørre,szárad
867,sieden::V,koge,forr
868,faulen::V,rådne,rothad
869,verfaulen::V,rådne,elrothad
870,verfaulen::V,rådne,megrothad
871,reißen::V,briste,szakad
872,versinken::V,synke,süllyed
873,versinken::V,synke,elsüllyed
874,versinken::V,synke ned,süllyed
875,versinken::V,synke ned,elsüllyed
876,vergehen::V,forløbe,múlik
877,vergehen::V,forløbe,elmúlik
878,erscheinen::V,vise sig,feltűnik
879,erscheinen::V,vise sig,megjelenik
880,verschwinden::V,forsvinde,letűnik
881,sinken::V,synke,süllyed
882,abnehmen::V,aftage,apad
883,abnehmen::V,aftage,csökken
884,zunehmen::V,tiltage,növekszik
885,zunehmen::V,tiltage,gyarapszik
886,steigen::V,stige,emelkedik
887,wachsen::V,gro,nő
888,wachsen::V,gro,terem
889,wachsen::V,gro,növekszik
890,wachsen::V,vokse,nő
891,wachsen::V,vokse,terem
892,wachsen::V,vokse,növekszik
893,glänzen::V,glinse,ragyog
894,glänzen::V,glinse,fénylik
895,funkeln::V,tindre,csillog
896,funkeln::V,tindre,tündöklik
897,lärmen::V,larme,lármázik
898,läuten::V,ringe,cseng
899,klingeln::V,ringe,csenget
900,klirren::V,klirre,csörömpöl
901,brausen::V,bruse,zúg
902,brausen::V,bruse,morajlik
903,rauschen::V,suse,zúg
904,klingen::V,lyde,hangzik
905,klingen::V,klinge,hangzik
906,bellen::V,gø,ugat
907,heulen::V,hyle,bőg
908,heulen::V,hyle,üvölt
909,blasen::V,blæse,fúj
910,pfeifen::V,fløjte,fütyül
911,schreien::V,skrige,kiált
912,schreien::V,skrige,kiabál
913,stöhnen::V,stønne,nyög
914,zittern::V,dirre,remeg
915,zittern::V,dirre,reszket
916,zittern::V,skælve,remeg
917,zittern::V,skælve,reszket
918,leben::V,leve,él
919,geboren werden::V,fødes,születik
920,atmen::V,ånde,lélegzik
921,trinken::V,drikke,iszik
922,essen::V,spise,eszik
923,schlucken::V,synke,nyel
924,müde werden::V,blive træt,elfárad
925,müde werden::V,blive træt,kifárad
926,einschlafen::V,falde i søvn,elalszik
927,schlafen::V,sove,alszik
928,aufwachen::V,vågne,felébred
929,aufstehen::V,stå op,felkel
930,sich erholen::V,komme sig,pihen
931,krank werden::V,blive syg,megbetegedik
932,krank werden::V,blive syg,belebetegszik
933,krank sein::V,være syg,betegeskedik
934,schmerzen::V,smerte,fáj
935,husten::V,hoste,köhög
936,genesen::V,komme sig,meggyógyul
937,sterben::V,dø,hal
938,umkommen::V,omkomme,elpusztul
939,sich bewegen::V,bevæge sig,mozog
940,sich rühren::V,røre på sig,mozdul
941,sich erheben::V,rejse sig,feláll
942,sich erheben::V,rejse sig,felemelkedik
943,sich setzen::V,sætte sig,ül
944,sich setzen::V,sætte sig,leül
945,laufen::V,løbe,jár
946,schreiten::V,skride,lép
947,spazierengehen::V,gå en tur,sétál
948,eilen::V,ile,siet
949,sich beeilen::V,skynde sig,siet
950,sausen::V,suse,robog
951,rennen::V,løbe,fut
952,rennen::V,løbe,szalad
953,rennen::V,rende,fut
954,rennen::V,rende,szalad
955,springen::V,hoppe,ugrik
956,springen::V,springe,ugrik
957,klettern::V,klatre,kúszik
958,schaukeln::V,gynge,hintázik
959,kriechen::V,krybe,kúszik
960,schwimmen::V,svømme,úszik
961,tauchen::V,dykke,merül
962,rudern::V,ro,evez
963,fahren::V,køre,jár
964,fahren::V,køre,megy
965,fahren::V,køre,utazik
966,fliegen::V,flyve,száll
967,gehen::V,gå,megy
968,weggehen::V,gå bort,elmegy
969,abfahren::V,køre bort,indul
970,anhalten::V,standse,megáll
971,hineingehen::V,gå ind,bemegy
972,eintreten::V,træde ind,belép
973,kommen::V,komme,jön
974,ankommen::V,ankomme,érkezik
975,ankommen::V,ankomme,megérkezik
976,zurückkommen::V,komme tilbage,visszajön
977,bleiben::V,blive,marad
978,bleiben::V,blive,megmarad
979,bleiben::V,forblive,marad
980,bleiben::V,forblive,megmarad
981,warten::V,vente,vár
982,warten::V,vente,várakozik
983,erwarten::V,vente,vár
984,erwarten::V,vente,megvár
985,erwarten::V,afvente,vár
986,erwarten::V,afvente,megvár
987,suchen::V,søge,kutat
988,finden::V,finde,talál
989,versuchen::V,forsøge,megpróbál
990,versuchen::V,forsøge,megkísérel
991,vorbereiten::V,forberede,előkészít
992,lieben::V,elske,szeret
993,mögen::V,holde af,szeret
994,mögen::V,kunne lide,szeret
995,lachen::V,le,nevet
996,rühren::V,røre,mozdít
997,weinen::V,græde,sír
998,schimpfen::V,skænde,szid
999,schimpfen::V,skænde,szitkozódik
1000,sich ärgern::V,ærgre sig,mérgelődik
1001,sich ärgern::V,ærgre sig,bosszankodik
1002,sich fürchten::V,være bange,fél
1003,sich fürchten::V,være bange,retteg
1004,fürchten::V,være bange for,fél
1005,fliehen::V,flygte,menekül
1006,flüchten::V,flygte,elmenekül
1007,sehen::V,se,néz
1008,anschauen::V,se på,megnéz
1009,anschauen::V,betragte,megnéz
1010,ansehen::V,anse,néz
1011,ansehen::V,anse,ránéz
1012,ansehen::V,anse,megnéz
1013,hören::V,høre,hall
1014,zuhören::V,høre til,hallgat
1015,zuhören::V,høre til,meghallgat
1016,probieren::V,smage,kóstol
1017,probieren::V,smage,megkóstol
1018,probieren::V,smage på,kóstol
1019,probieren::V,smage på,megkóstol
1020,riechen::V,lugte,szagol
1021,fühlen::V,føle,érez
1022,scheinen::V,synes,tűnik
1023,scheinen::V,synes,látszik
1024,zu sehen sein::V,synes,mutatkozik
1025,vernehmen::V,erfare,hall
1026,frieren::V,fryse,fázik
1027,tun::V,gøre,csinál
1028,tun::V,gøre,cselekszik
1029,können::V,kunne,tud
1030,wollen::V,ville,akar
1031,anfangen::V,begynde,kezd
1032,beenden::V,afslutte,befejez
1033,aufhören::V,ophøre,megszűnik
1034,aufhören::V,holde op,megszűnik
1035,gelingen::V,lykkes,sikerül
1036,geraten::V,blive,kerül
1037,geraten::V,blive,jut
1038,öffnen::V,åbne,nyit
1039,öffnen::V,åbne,kinyit
1040,schließen::V,lukke,csuk
1041,schließen::V,lukke,becsuk
1042,stellen::V,stille,állít
1043,stellen::V,stille,helyez
1044,setzen::V,sætte,ültet
1045,setzen::V,sætte,helyez
1046,legen::V,lægge,tesz
1047,legen::V,lægge,fektet
1048,berühren::V,berøre,érint
1049,verbinden::V,forbinde,beköt
1050,verbinden::V,forbinde,összeköt
1051,bedecken::V,dække,betakar
1052,bedecken::V,dække,beborít
1053,bedecken::V,bedække,betakar
1054,bedecken::V,bedække,beborít
1055,aufhängen::V,hænge,felakaszt
1056,aufhängen::V,hænge op,felakaszt
1057,anzünden::V,tænde,gyújt
1058,anzünden::V,tænde,meggyújt
1059,anzünden::V,antænde,gyújt
1060,anzünden::V,antænde,meggyújt
1061,aufheben::V,løfte,felemel
1062,aufheben::V,tage op,felemel
1063,zurücklassen::V,lade tilbage,hátrahagy
1064,verlieren::V,miste,veszít
1065,verlieren::V,miste,elveszít
1066,fallen lassen::V,tabe,elejt
1067,fallen lassen::V,droppe,elejt
1068,machen::V,gøre,tesz
1069,machen::V,gøre,csinál
1070,herstellen::V,fremstille,gyárt
1071,herstellen::V,fremstille,előállít
1072,bauen::V,bygge,épít
1073,reparieren::V,reparere,javít
1074,reparieren::V,reparere,kijavít
1075,reparieren::V,reparere,megjavít
1076,verbessern::V,rette,megjavít
1077,verbessern::V,forbedre,megjavít
1078,ändern::V,ændre,változtat
1079,ändern::V,ændre,megváltoztat
1080,graben::V,grave,ás
1081,beugen::V,bøje,meghajt
1082,biegen::V,bøje,hajlít
1083,drehen::V,dreje,forgat
1084,wenden::V,vende,fordít
1085,wenden::V,vende,megfordít
1086,umdrehen::V,dreje om,megfordít
1087,umdrehen::V,dreje om,megforgat
1088,heben::V,hæve,emel
1089,hochheben::V,løfte,felemel
1090,ergreifen::V,gribe fat i,megfog
1091,halten::V,holde,tart
1092,drücken::V,trykke,nyom
1093,drücken::V,trykke,megnyom
1094,schieben::V,skyde,tol
1095,schieben::V,skubbe,tol
1096,kratzen::V,klø,vakar
1097,kratzen::V,kradse,vakar
1098,lecken::V,slikke,nyal
1099,beißen::V,bide,harap
1100,abreißen::V,rive af,letép
1101,abschneiden::V,skære af,levág
1102,binden::V,binde,köt
1103,binden::V,binde,kötöz
1104,stecken::V,stikke,dug
1105,brechen::V,brække,tör
1106,brechen::V,brække,eltör
1107,klopfen::V,banke,kopogtat
1108,hauen::V,hugge,vág
1109,hauen::V,hugge,levág
1110,kleben::V,klistre,tapaszt
1111,reiben::V,gnide,dörzsöl
1112,reiben::V,gnide,súrol
1113,streichen::V,smøre,simít
1114,schleifen::V,slibe,fen
1115,schleifen::V,slibe,csiszol
1116,schleifen::V,slibe,köszörül
1117,schneiden::V,skære,vág
1118,schneiden::V,skære,szel
1119,schneiden::V,skære,metsz
1120,schneiden::V,klippe,vág
1121,schneiden::V,klippe,szel
1122,schneiden::V,klippe,metsz
1123,rütteln::V,ruske,ráz
1124,schütteln::V,ryste,ráz
1125,schütteln::V,ryste,megráz
1126,schwenken::V,svinge,lóbál
1127,schwenken::V,svinge,lobogtat
1128,schütten::V,hælde,önt
1129,füllen::V,fylde,tölt
1130,füllen::V,fylde,megtölt
1131,einwickeln::V,pakke ind,becsavar
1132,tragen::V,bære,hord
1133,schleppen::V,slæbe,vonszol
1134,ziehen::V,trække,húz
1135,aufbewahren::V,opbevare,megőriz
1136,werfen::V,kaste,dob
1137,werfen::V,kaste,hajít
1138,fangen::V,fange,fog
1139,packen::V,gribe,megragad
1140,verstecken::V,gemme,eldug
1141,verstecken::V,gemme,elrejt
1142,teilen::V,dele,oszt
1143,teilen::V,dele,megoszt
1144,schicken::V,sende,küld
1145,bringen::V,bringe,hoz
1146,bringen::V,bringe,visz
1147,hinzufügen::V,tilføje,hozzáad
1148,bekommen::V,få,kap
1149,bekommen::V,få,megkap
1150,erhalten::V,få,kap
1151,erhalten::V,få,megkap
1152,nehmen::V,tage,vesz
1153,wählen::V,vælge,választ
1154,auswählen::V,udvælge,kiválaszt
1155,bewahren::V,bevare,megtart
1156,behindern::V,hindre,akadályoz
1157,behindern::V,hindre,gátol
1158,behindern::V,forhindre,akadályoz
1159,behindern::V,forhindre,gátol
1160,verderben::V,ødelægge,elront
1161,beschädigen::V,beskadige,rongál
1162,zerbrechen::V,brække itu,eltör
1163,zerbrechen::V,brække itu,széttör
1164,zerbrechen::V,brække itu,kettétör
1165,zerreißen::V,rive itu,eltép
1166,zerreißen::V,rive itu,széttép
1167,zerstören::V,ødelægge,elpusztít
1168,verbrennen::V,brænde,éget
1169,verbrennen::V,brænde,eléget
1170,geben::V,give,ad
1171,reichen::V,række,nyújt
1172,schenken::V,forære,ajándékoz
1173,versprechen::V,love,ígér
1174,wünschen::V,ønske,kíván
1175,loben::V,rose,dicsér
1176,küssen::V,kysse,csókol
1177,wiegen::V,vugge,ringat
1178,zudecken::V,dække til,betakar
1179,wecken::V,vække,kelt
1180,wecken::V,vække,ébreszt
1181,zeigen::V,vise,mutat
1182,führen::V,føre,visz
1183,führen::V,føre,vezet
1184,lehren::V,lære,tanít
1185,unterrichten::V,undervise,tanít
1186,aufziehen::V,opdrage,felnevel
1187,leiten::V,lede,vezet
1188,leiten::V,lede,vezérel
1189,antreiben::V,skynde på,hajt
1190,lassen::V,få til at,-tat
1191,lassen::V,få til at,-at
1192,einladen::V,indbyde,meghív
1193,einladen::V,invitere,meghív
1194,vereinigen::V,forene,egyesít
1195,besuchen::V,besøge,látogat
1196,treffen::V,møde,talál
1197,sich versammeln::V,forsamles,gyülekezik
1198,sich versammeln::V,forsamles,összegyűlik
1199,spielen::V,lege,játszik
1200,spielen::V,spille,játszik
1201,singen::V,synge,énekel
1202,tanzen::V,danse,táncol
1203,sich trennen::V,skilles,elválik
1204,verlassen::V,forlade,elhagy
1205,retten::V,redde,ment
1206,bewachen::V,bevogte,őriz
1207,schützen::V,skærme,óv
1208,schützen::V,skærme,véd
1209,schützen::V,beskytte,óv
1210,schützen::V,beskytte,véd
1211,verteidigen::V,forsvare,véd
1212,sich schlagen::V,slås,verekszik
1213,schießen::V,skyde,lő
1214,siegen::V,sejre,győz
1215,ärgern::V,ærgre,bosszant
1216,schlagen::V,slå,üt
1217,schlagen::V,slå,ver
1218,treten::V,sparke,rúg
1219,stechen::V,stikke,döf
1220,stechen::V,stikke,szúr
1221,stoßen::V,støde,lök
1222,stehlen::V,stjæle,lop
1223,stören::V,forstyrre,zavar
1224,belästigen::V,genere,zaklat
1225,belästigen::V,ulejlige,zaklat
1226,verbergen::V,skjule,rejt
1227,verbergen::V,skjule,elrejt
1228,täuschen::V,villede,megtéveszt
1229,betrügen::V,bedrage,csal
1230,töten::V,dræbe,öl
1231,wohnen::V,bo,lakik
1232,arbeiten::V,arbejde,dolgozik
1233,sammeln::V,samle,szed
1234,sammeln::V,samle,gyűjt
1235,pflücken::V,plukke,szed
1236,jagen::V,jage,vadászik
1237,fischen::V,fiske,halászik
1238,fassen::V,fange,fog
1239,hüten::V,vogte,őriz
1240,hüten::V,vogte,legeltet
1241,treiben::V,drive,hajt
1242,anbinden::V,binde fast,köt
1243,füttern::V,fodre,etet
1244,melken::V,malke,fej
1245,hacken::V,hakke,vág
1246,gießen::V,hælde,öntöz
1247,reifen::V,modne,érik
1248,zubereiten::V,tilberede,elkészít
1249,kochen::V,koge,főz
1250,backen::V,bage,süt
1251,braten::V,stege,süt
1252,umrühren::V,røre om,megkever
1253,stricken::V,strikke,köt
1254,nähen::V,sy,varr
1255,färben::V,farve,fest
1256,reinigen::V,rense,tisztít
1257,reinigen::V,gøre ren,tisztít
1258,waschen::V,vaske,mos
1259,abwischen::V,tørre af,letöröl
1260,spülen::V,skylle,mosogat
1261,fegen::V,feje,söpör
1262,kehren::V,feje,söpör
1263,baden::V,bade,fürdik
1264,sich waschen::V,vaske sig,mosdik
1265,sich waschen::V,vaske sig,mosakszik
1266,ausziehen::V,tage af,levesz
1267,anziehen::V,tage på,felölt
1268,anziehen::V,tage på,felvesz
1269,sich anziehen::V,klæde sig på,öltözik
1270,sich anziehen::V,klæde sig på,felöltözik
1271,kämmen::V,rede,fésül
1272,kämmen::V,frisere,fésül
1273,schmücken::V,pynte,díszít
1274,schmücken::V,smykke,díszít
1275,sagen::V,sige,mond
1276,sprechen::V,snakke,beszél
1277,reden::V,tale,beszél
1278,reden::V,snakke,beszél
1279,sich unterhalten::V,snakke sammen,beszélget
1280,fragen::V,spørge,kérdez
1281,bitten::V,bede,kér
1282,erzählen::V,berette,mesél
1283,erzählen::V,berette,elbeszél
1284,erzählen::V,fortælle,mesél
1285,erzählen::V,fortælle,elbeszél
1286,mitteilen::V,meddele,közöl
1287,nennen::V,nævne,hív
1288,nennen::V,nævne,nevez
1289,rufen::V,råbe,hív
1290,prahlen::V,prale,dicsekszik
1291,übersetzen::V,oversætte,fordít
1292,denken::V,tænke,gondol
1293,glauben::V,tro,hisz
1294,bemerken::V,bemærke,észrevesz
1295,bemerken::V,lægge mærke til,észrevesz
1296,erkennen::V,genkende,ráismer
1297,erkennen::V,genkende,felismer
1298,begreifen::V,begribe,felfog
1299,verstehen::V,forstå,ért
1300,verstehen::V,forstå,megért
1301,lernen::V,lære,tanul
1302,lernen::V,lære,megtanul
1303,wissen::V,vide,tud
1304,sich erinnern an::V,mindes,emlékszik
1305,sich erinnern an::V,huske på,emlékszik
1306,vergessen::V,glemme,felejt
1307,vergessen::V,glemme,elfelejt
1308,messen::V,måle,mér
1309,messen::V,måle,megmér
1310,zählen::V,tælle,számol
1311,zählen::V,tælle,megszámol
1312,rechnen::V,regne,számít
1313,lesen::V,læse,olvas
1314,malen::V,male,fest
1315,zeichnen::V,tegne,rajzol
1316,schreiben::V,skrive,ír
1317,besitzen::V,eje,birtokol
1318,besitzen::V,besidde,birtokol
1319,kaufen::V,købe,vesz
1320,kaufen::V,købe,megvesz
1321,verkaufen::V,sælge,elad
1322,bezahlen::V,betale,fizet
1323,bezahlen::V,betale,kifizet
1324,zahlen::V,betale,fizet
1325,zahlen::V,betale,megfizet
1326,beherrschen::V,beherske,ural
1327,ertragen::V,tåle,elbír
1328,ertragen::V,tåle,elvisel
1329,ertragen::V,udholde,elbír
1330,ertragen::V,udholde,elvisel
1331,hinfallen::V,,bukik
1332,hinfallen::V,,elesik
