,Concept_ID,br,az
544,August::N,Eost,Avqust
545,September::N,Gwengolo,Sentyabr
546,Oktober::N,Here,Oktyabr
547,November::N,Du,Noyabr
548,Dezember::N,Kerzu,Dekabr
549,Montag::N,Lun,bazar ertəsi
550,Dienstag::N,Meurzh,çərşənbə axşamı
551,Mittwoch::N,Merc'her,çərşənbə
552,Donnerstag::N,Yaou,cüme axşamı
553,Freitag::N,Gwener,cüme
554,Samstag::N,Sadorn,şənbə
555,Sonntag::N,Sul,bazar
556,groß::A,bras,böyük
557,klein::A,bihan,kiçik
558,lang::A,hir,uzun
559,kurz::A,berr,qısa
560,breit::A,ledan,enli
561,breit::A,ledan,geniş
562,schmal::A,strizh,dar
563,dicht::A,stank,sıx
564,dick[Gegenstand]::A,tev,qalın
565,dünn::A,moan,nazik
566,fein::A,munut,incə
567,fest::A,start,bərk
568,fest::A,start,möhkəm
569,flach::A,plaen,düz
570,glatt::A,lintr,hamar
571,glatt::A,levn,hamar
572,hart::A,kalet,sərt
573,weich::A,blot,yumşaq
574,rund::A,ront,yuvarlaq
575,spitz::A,poentet,uclu
576,spitz::A,poentet,sivri
577,scharf::A,dremm,kəskin
578,stumpf::A,talsoc'h,küt
579,schwer::A,pounner,ağır
580,schön::A,kaer,gözəl
581,schön::A,kaer,gəşəng
582,heiß::A,tomm,isti
583,warm::A,tomm,ilıq
584,kalt::A,yen,soyuq
585,kühl::A,yen,sərin
586,frisch::A,fresk,təzə
587,feucht::A,gleb,nəm
588,nass::A,gleb,yaş
589,trocken::A,sec'h,quru
590,voll::A,leun,dolu
591,leer::A,goullo,boş
592,offen::A,digor,açıq
593,geschlossen::A,serr,qapalı
594,sauber::A,naet,təmiz
595,schmutzig::A,lous,kirli
596,roh::A,kriz,çiy
597,reif::A,darev,yetişmiş
598,lecker::A,lipous,dadlı
599,lecker::A,lipous,ləzzətli
600,lecker::A,saourus,dadlı
601,lecker::A,saourus,ləzzətli
602,süß::A,dous,şirin
603,bitter::A,c'hwerv,acı
604,sauer::A,trenk,turş
605,hell::A,sklaer,aydın
606,dunkel::A,teñval,qaranlıq
607,schwarz::A,du,qara
608,weiß::A,gwenn,ağ
609,rot::A,ruz,qırmızı
610,gelb::A,melen,sarı
611,blau::A,glas,göy
612,blau::A,glas,mavi
613,grün::A,gwer,yaşıl
614,grau::A,louet,boz
615,bunt::A,liesliv,əlvan
616,bunt::A,liesliv,rəngli
617,billig::A,marc'had-mat,ucuz
618,teuer::A,ker,bahalı
619,wertvoll::A,prizius,qiymətli
620,blind::A,dall,kor
621,taub::A,bouzar,kar
622,kräftig::A,start,güclü
623,stark::A,kreñv,qüvvətli
624,schwach::A,gwan,zəif
625,schwach::A,gwan,gücsüz
626,fett::A,lard,şişman
627,schlank::A,sinkl,zərif
628,hübsch::A,koant,göyçək
629,böse::A,gwall,fəna
630,dumm::A,glep,axmaq
631,faul::A,lezirek,tənbəl
632,fleißig::A,studius,çalışqan
633,geizig::A,tost,xəsis
634,klug::A,speredek,ağıllı
635,geschickt::A,dornet,bacarıqlı
636,lieb::A,koant,əziz
637,lieb::A,koant,sevimli
638,lustig::A,laouen,məzəli
639,lustig::A,laouen,gülməli
640,sanft::A,flour,mülayim
641,hungrig::A,marnaon,ac
642,krank::A,klañv,xəstə
643,nackt::A,noazh,çılpaq
644,traurig::A,trist,qəmgin
645,traurig::A,trist,kədərli
646,lebendig::A,bev,canlı
647,gut::A,mad,yaxşı
648,schlecht::A,fall,pis
649,schlecht::A,gwall,pis
650,richtig::A,reizh,doğru
651,schlimm::A,gwall,fəna
652,wahr::A,gwir,gərçək
653,alt::A,kozh,əski
654,alt::A,kozh,köhnə
655,neu::A,nevez,yeni
656,ehemalig::A,kozh,əvvəlki
657,alt[Lebewesen]::A,kozh,qoca
658,jung::A,yaouank,gənc
659,arm::A,paour,kasıb
660,arm::A,paour,yoxsul
661,reich::A,pinvidik,zəngin
662,bekannt::A,anavezet,tanış
663,berühmt::A,brudet,məşhur
664,fremd::A,dizanav,yad
665,verschieden::A,disheñel,dürlü
666,nah::A,nes,yaxın
667,fern::A,diabell,uzaq
668,linker::A,kleiz,sol
669,rechter::A,dehoù,sağ
670,anderer::A,all,başqa
671,erster::A,kentañ,birinci
672,zweiter::A,eil,ikinci
673,dritter::A,trede,üçüncü
674,letzter::A,diwezhañ,sonuncu
675,letzter::A,diwezhañ,axırıncı
676,allein::ADV,e-unan,tək
677,allein::ADV,e-unan,yalqız
678,auf einmal::ADV,ar un dro,birdən
679,zusammen::ADV,asambles,birlikdə
680,lange::ADV,pell,uzun
681,plötzlich::ADV,en un taol,qəfildən
682,sofort::ADV,diouzhtu,həmən
683,sofort::ADV,diouzhtu,dərhal
684,später::ADV,diwezhatoc'h,sonra
685,jetzt::ADV,bremañ,indi
686,heute::ADV,hiziv,bugün
687,morgen::ADV,arc'hoazh,sabah
688,bald::ADV,hepdale,yaxında
689,bald::ADV,hepdale,tezliklə
690,dann::ADV,a-c'houde,onda
691,gestern::ADV,dec'h,dünən
692,einst::ADV,gwechall,əvvəllər
693,damals::ADV,neuze,o vaxt
694,danach::ADV,goude,sonra
695,vorher::ADV,diagent,qabaqcadan
696,zuerst::ADV,da gentañ,əvvəl
697,einmal::ADV,ur wech,bir dəfə
698,manchmal::ADV,a-wechoù,hərdənbir
699,oft::ADV,alies,tez-tez
700,oft::ADV,alies,çox vaxt
701,immer::ADV,atav,daimi
702,immer::ADV,atav,həmişə
703,immer::ADV,bepred,daimi
704,immer::ADV,bepred,həmişə
705,niemals::ADV,gwech ebet,əsla
706,niemals::ADV,gwech ebet,heç bir zaman
707,hier::ADV,amañ,bura
708,hier::ADV,amañ,burada
709,hierhin::ADV,dre amañ,buraya
710,von hier::ADV,alemañ,buradan
711,dort::ADV,aze,ora
712,dort::ADV,aze,orada
713,dort::ADV,ahont,ora
714,dort::ADV,ahont,orada
715,dorthin::ADV,di,oraya
716,dorthin::ADV,aze,oraya
717,dorthin::ADV,ahont,oraya
718,geradeaus::ADV,war-eeun,düz
719,vorwärts::ADV,war-raok,irəli
720,rückwärts::ADV,war-lerc'h,geri
721,zurück::ADV,war-dreñv,geriyə
722,unten::ADV,en traoñ,aşağıda
723,hinab::ADV,a-izel,aşağı
724,oben::ADV,en nec'h,yuxarıda
725,hinauf::ADV,e-krec'h,yuxarı
726,überall::ADV,dre-holl,hər yerdə
727,nicht::ADV,ne ... ket,-ma-
728,ein wenig::ADV,un tammig,bir az
729,kaum::ADV,a-boan,güclə
730,sehr::ADV,-tre,çox
731,sehr::ADV,-kenañ,çox
732,so::ADV,evel-se,belə
733,noch::ADV,c'hoazh,hələ
734,nur::ADV,hepken,yalnız
735,schon::ADV,dija,artıq
736,wieder::ADV,adarre,yenə
737,vor::PRP,dirak,önündə
738,hinter::PRP,a-drek,arxasında
739,hinter::PRP,a-dreñv,arxasında
740,unter::PRP,dindan,altında
741,durch::PRP,dre,içindən
742,neben::PRP,e-kichen,yanında
743,zwischen::PRP,etre,arasında
744,wegen::PRP,abalamour da,üçün
745,wegen::PRP,abalamour da,ötəri
746,dies::PRN,hemañ,bu
747,das::PRN,se,o
748,das::PRN,hennezh,o
749,alles::PRN,pep tra,hər şey
750,ich::PRN,me,mən
751,du::PRN,te,sən
752,er::PRN,eñ,o
753,wir::PRN,ni,biz
754,ihr::PRN,c'hwi,siz
755,sie::PRN,int,onlar
756,was::FPRN,petra,nə
757,wer::FPRN,piv,kim
758,wo::FADV,pelec'h,harada
759,wohin::FADV,da belec'h,haraya
760,wie::FADV,penaos,necə
761,warum::FADV,perak,niyə
762,warum::FADV,perak,nə üçün
763,wieviel::FNUM,pet,neçə
764,wieviel::FNUM,pet,nə qədər
765,eins::NUM,unan,bir
766,zwei::NUM,daou,iki
767,drei::NUM,tri,üç
768,vier::NUM,pevar,dörd
769,fünf::NUM,pemp,beş
770,sechs::NUM,c'hwec'h,altı
771,sieben::NUM,seizh,yeddi
772,acht::NUM,eizh,səkkiz
773,neun::NUM,nav,doqquz
774,zehn::NUM,dek,on
775,elf::NUM,unnek,on bir
776,zwölf::NUM,daouzek,on iki
777,zwanzig::NUM,ugent,iyirmi
778,dreißig::NUM,tregont,otuz
779,vierzig::NUM,daou-ugent,qırx
780,fünfzig::NUM,hanter-kant,əlli
781,sechzig::NUM,tri-ugent,altmış
782,siebzig::NUM,dek ha tri-ugent,yetmiş
783,achtzig::NUM,pevar-ugent,səksən
784,neunzig::NUM,dek ha pevar-ugent,doxsan
785,hundert::NUM,kant,yüz
786,tausend::NUM,mil,min
787,und::CNJ,ha,və
788,oder::CNJ,pe,ya
789,stehen::V,bezañ a-sav,durmaq
790,sitzen::V,azezañ,oturmaq
791,sitzen::V,bezañ en e goazez,oturmaq
792,liegen::V,bezañ en e c'hourvez,uzanmaq
793,hängen::V,krougañ,asılmaq
794,werden::V,dazonet,olmaq
795,passieren::V,c'hoarvezout,olmaq
