,Concept_ID,ab,br
726,dies::PRN,абри,hemañ
727,das::PRN,Абни,se
728,das::PRN,Абни,hennezh
729,das::PRN,убри,se
730,das::PRN,убри,hennezh
731,alles::PRN,зегьы,pep tra
732,ich::PRN,са,me
733,ich::PRN,сара,me
734,du::PRN,бара,te
735,er::PRN,иара,eñ
736,wir::PRN,ҳара,ni
737,ihr::PRN,шәара,c'hwi
738,sie::PRN,дара,int
739,wer::FPRN,дарбан,piv
740,wo::FADV,иабыкуу,pelec'h
741,wo::FADV,аба-,pelec'h
742,wo::FADV,ахь-,pelec'h
743,wohin::FADV,иабыкуу,da belec'h
744,wohin::FADV,аба-,da belec'h
745,wohin::FADV,ахь-,da belec'h
746,wie::FADV,-шҕа,penaos
747,warum::FADV,избан,perak
748,wieviel::FNUM,заҟа,pet
749,eins::NUM,акы,unan
750,eins::NUM,аӡәы,unan
751,zwei::NUM,ҩба,daou
752,drei::NUM,хҕа,tri
753,vier::NUM,ҕшьба,pevar
754,fünf::NUM,хəба,pemp
755,sechs::NUM,фба,c'hwec'h
756,sieben::NUM,Бжьба,seizh
757,acht::NUM,ааба,eizh
758,neun::NUM,жәба,nav
759,zehn::NUM,жәаба,dek
760,elf::NUM,жәеизатәи,unnek
761,zwölf::NUM,жәаҩа,daouzek
762,zwanzig::NUM,ҩажәа,ugent
763,dreißig::NUM,ҩажәижәабатәи,tregont
764,vierzig::NUM,ҩынҩажәа,daou-ugent
765,fünfzig::NUM,ҩынҩажәеижәаба,hanter-kant
766,sechzig::NUM,хынҩажәа,tri-ugent
767,siebzig::NUM,хынҩажәижәаба,dek ha tri-ugent
768,achtzig::NUM,ҕшьынҩажәа,pevar-ugent
769,neunzig::NUM,ҕшьынҩажәижәаба,dek ha pevar-ugent
770,hundert::NUM,шәкы,kant
771,tausend::NUM,зқьы,mil
772,und::CNJ,-и,ha
773,oder::CNJ,ма,pe
774,stehen::V,агылазаара,bezañ a-sav
775,sitzen::V,атəара,azezañ
776,sitzen::V,атəара,bezañ en e goazez
777,sitzen::V,атəа(заа)ра,azezañ
778,sitzen::V,атəа(заа)ра,bezañ en e goazez
779,liegen::V,аиара,bezañ en e c'hourvez
780,hängen::V,акнаҳара,krougañ
781,werden::V,аҟалара,dazonet
782,passieren::V,аҟалара,c'hoarvezout
783,beginnen::V,алагара,stagañ
784,enden::V,алгара,achuiñ
785,wechseln::V,аҽыҧсахра,cheñch
786,aufgehen[Sonne]::V,агылара,dirouzañ
787,aufgehen[Sonne]::V,ахашлара,dirouzañ
788,aufgehen[Sonne]::V,аҩаҵхахара,dirouzañ
789,untergehen[Sonne]::V,аҭашəара,
790,scheinen[Sonne]::V,акаҧхара,lugernañ
791,donnern::V,адыдра,taranal
792,wehen::V,асра,c'hwezhañ
793,strömen::V,акаҭəара,deredek
794,fließen::V,ацара,redek
795,sich drehen::V,ахагьежьра,troiñ
796,schwanken::V,аҵысра,trantellat
797,schwingen::V,ахызазара,froumal
798,schwingen::V,акьаандара,froumal
799,fallen::V,акаҳара,kouezhañ
800,brennen::V,абылра,deviñ
801,rauchen::V,ахылҵра,divogedañ
802,regnen::V,аура,glavañ
803,gefrieren::V,аҵаара,reviñ
804,tauen::V,аӡҭра,diskornañ
805,schmelzen::V,ақəӡыҭра,teuziñ
806,schmelzen::V,аҭəара,teuziñ
807,trocknen::V,абара,sec'hañ
808,sieden::V,ашра,berviñ
809,faulen::V,абаара,breinañ
810,verfaulen::V,абаара,breinañ
811,verfaulen::V,аилашра,breinañ
812,reißen::V,аҧжəара,darnaouiñ
813,versinken::V,аӡааҟəрылара,sodellañ
814,vergehen::V,ацара,tremen
815,erscheinen::V,ацəырҵра,donet war-wel
816,verschwinden::V,аҵашəкəара,monet diwar wel
817,sinken::V,атəара,en em izelat
818,sinken::V,алаҟəра,en em izelat
819,abnehmen::V,ацӡаара,nebeutaat
820,abnehmen::V,аиҵалара,nebeutaat
821,zunehmen::V,аҽырҭбаара,kreskiñ
822,zunehmen::V,аиҵыҵра,kreskiñ
823,zunehmen::V,арацəахара,kreskiñ
824,steigen::V,азҳара,sevel
825,steigen::V,ашьҭыҵра,sevel
826,steigen::V,адухара,sevel
827,steigen::V,ацлара,sevel
828,wachsen::V,азҳара,kreskiñ
829,glänzen::V,ацыр-цырра,lugernañ
830,glänzen::V,ацыҩ-цыҩра,lugernañ
831,glänzen::V,аказказра,lugernañ
832,funkeln::V,ашап-шапра,elieniñ
833,funkeln::V,ацым-цымра,elieniñ
834,lärmen::V,ашьҭыбжьгара,rabotat
835,lärmen::V,аҕьҕьаҳәа аилалара,rabotat
836,läuten::V,аҵəҵəасра,
837,klingeln::V,аҵəҵəасра,
838,klirren::V,ахьархьарра,diridignat
839,klirren::V,ахьархьарра,sterlinkañ
840,klirren::V,архьархьарра,diridignat
841,klirren::V,архьархьарра,sterlinkañ
842,brausen::V,аилаҽҽара,gwegal
843,brausen::V,еилашуера,gwegal
844,klingen::V,агара,seniñ
845,klingen::V,ашьҭыбжь гара,seniñ
846,bellen::V,ашра,harzhal
847,heulen::V,ауура,yudal
848,blasen::V,аҭəҳəара,c'hwezhañ
849,pfeifen::V,ашəшəра,c'hwitellat
850,schreien::V,аҳəҳəара,huchal
851,schreien::V,ахəаара,huchal
852,schreien::V,аҟаара,huchal
853,stöhnen::V,ақьра,hirvoudiñ
854,zittern::V,аҵыс-ҵысра,krenañ
855,leben::V,аҟазаара,bevañ
856,geboren werden::V,Аира,genel
857,atmen::V,аҕсыҕ лагаҩагара,tennañ e anal
858,trinken::V,ажəра,evañ
859,essen::V,акрыфара,debriñ
860,schlucken::V,албаадара,lonkañ
861,müde werden::V,ааҕсара,skuizhañ
862,einschlafen::V,ацəара,menel kousket
863,schlafen::V,ацəазаара,kousket
864,aufwachen::V,аҿыхара,dihuniñ
865,aufstehen::V,Агəылҵра,sevel
866,sich erholen::V,аҧсшьара,diskuizhañ
867,krank werden::V,ачмазаҩхара,klañviñ
868,krank sein::V,аҳəарҧсарра,bezañ klañv
869,schmerzen::V,ахьра,skourjezañ
870,husten::V,аимҳәара,pasaat
871,husten::V,аимҳәара,peudal
872,genesen::V,абзиахара,pareañ
873,genesen::V,аӷəӷəахара,pareañ
874,sterben::V,аҧсра,mervel
875,umkommen::V,аҭахара,perisañ
876,sich bewegen::V,аиҭаҵра,bouljal
877,sich rühren::V,ақəацара,fiñval
878,sich erheben::V,аҩагылара,sevel
879,sich setzen::V,атəара,azezañ
880,sich setzen::V,атəара,mont en e goazez
881,hinfallen::V,акаҳара,kouezhañ
882,laufen::V,аныҟəара,redek
883,schreiten::V,ашьаҿа еихгара,kerzhet
884,spazierengehen::V,анеи-ааира,pourmen
885,eilen::V,аццакра,hastañ
886,sich beeilen::V,аццакра,hastañ
887,sausen::V,аҧырра,karzhañ
888,sausen::V,иҭрысны,karzhañ
889,sausen::V,ишьҭҟьаны ацара,karzhañ
890,rennen::V,аҩра,redek
891,springen::V,аҧара,lammat
892,klettern::V,ақəлара,krimpat
893,schaukeln::V,аҟəараҟəанҽара,brañsellat
894,kriechen::V,аҳəазара,skrampañ
895,schwimmen::V,аӡсара,neuial
896,tauchen::V,ахəӡааҵəира,splujañ
897,rudern::V,аҵшьра,roeñvat
898,fahren::V,акала,kas
899,fahren::V,акала,bleniañ
900,fliegen::V,аҧырра,nijal
901,gehen::V,аиҭаҵра,mont
902,weggehen::V,ацара,mont kuit
903,abfahren::V,адəықəлара,mont kuit
904,abfahren::V,ацара,mont kuit
905,anhalten::V,ааныргылара,chom a-sav
906,hineingehen::V,аҭалара,monet e-barzh
907,eintreten::V,аҩналара,monet e-barzh
908,kommen::V,аара,dont
909,kommen::V,ааира,dont
910,ankommen::V,ааира,erruout
911,ankommen::V,аара,erruout
912,ankommen::V,анеира,erruout
913,zurückkommen::V,азыхынҳəра,addonet
914,bleiben::V,аанхара,chom
915,bleiben::V,анхара,chom
916,bleiben::V,аангылара,chom
917,warten::V,азҧшзаара,gortoz
918,erwarten::V,азҧшра,gortoz
919,suchen::V,ашьҭазаара,klask
920,finden::V,аҧшаара,kavout
921,versuchen::V,аҽазкра,klask
922,vorbereiten::V,армазеира,aozañ
923,lieben::V,абзиабара,karout
924,mögen::V,агəаҧхара,karout
925,lachen::V,аччара,c'hoarzin
926,rühren::V,арҵəуара,tenerañ
927,weinen::V,аҵəуара,gouelañ
928,schimpfen::V,ацəҳара,krozal
929,sich ärgern::V,агəаара,fachañ
930,sich ärgern::V,агəаара,en em fachañ
931,sich fürchten::V,аӡыӡара,
932,fürchten::V,ацəшəара,
933,fliehen::V,абналара,tec'het
934,fliehen::V,ацəцара,tec'het
935,flüchten::V,абналара,tuzañ
936,flüchten::V,ацəцара,tuzañ
937,sehen::V,абара,gwelet
938,anschauen::V,ахəаҧшра,sellout ouzh
939,ansehen::V,ахəаҧшра,sellout ouzh
940,hören::V,аҳара,klevet
941,zuhören::V,азыӡырҩра,selaou
942,probieren::V,аҧышəара,blasa
943,riechen::V,афыҩра,klevet
944,fühlen::V,анырра,santout
945,fühlen::V,ацәакырра,santout
946,scheinen::V,шәа,diskouez bezañ
947,scheinen::V,аацәырҵа,diskouez bezañ
948,vernehmen::V,аҳара,merzhañ
949,frieren::V,ашəра,anoued
950,frieren::V,аҵаара,anoued
951,tun::V,аҟаҵара,ober
952,können::V,алшара,gouzout
953,wollen::V,аҭахра,fellout da
954,wollen::V,аҭахра,kaout c'hoant da
955,anfangen::V,алагара,kregiñ
956,beenden::V,алгара,achuiñ
957,aufhören::V,аҟəыҵра,paouez
958,gelingen::V,аура,
959,gelingen::V,аманшəалахара,
960,gelingen::V,алҵра,
961,geraten::V,нзаарын,
962,öffnen::V,аартра,digeriñ
963,schließen::V,аркра,serriñ
964,stellen::V,аргылара,lakaat
965,setzen::V,артəара,lakaat
966,legen::V,ақəҵара,lakaat
967,berühren::V,акьысра,touch
968,berühren::V,алакьысра,touch
969,verbinden::V,аҿаҳəара,eren
970,bedecken::V,ақəршəра,goloiñ
971,aufhängen::V,акнаҳара,istribilhañ
972,anzünden::V,аркра,alumiñ
973,anzünden::V,аркра,c'hwezzañ
974,aufheben::V,ашьҭыхра,dastum
975,zurücklassen::V,аныжьра,lezel
976,verlieren::V,ацəыӡра,koll
977,fallen lassen::V,ацəкаҳара,laoskel
978,fallen lassen::V,ацəкаҳара,lezel da gouezhel
979,machen::V,ачаҧара,ober
980,herstellen::V,аиҵдара,fardañ
981,bauen::V,аргылара,sevel
982,reparieren::V,арҽеира,adaozañ
983,verbessern::V,аиҕьтəра,gwellaat
984,ändern::V,аҧсахра,cheñch
985,graben::V,ажра,kleuzañ
986,beugen::V,арҟəра,plegañ
987,beugen::V,архəара,plegañ
988,biegen::V,арҟəра,krommañ
989,biegen::V,архəара,krommañ
990,drehen::V,аргьежьра,treiñ
991,umdrehen::V,аарҳәра,treiñ
992,heben::V,аҩахара,sevel
993,heben::V,араҳара,sevel
994,hochheben::V,ахагалара,sevel
995,hochheben::V,ашьҭҳəара,sevel
996,halten::V,акра,dalc'hen
997,drücken::V,ақəрӷəӷəара,bountañ
998,schieben::V,аҵгəара,poulzañ
999,schieben::V,агəара,poulzañ
1000,kratzen::V,ацəҟьара,skrabat
1001,lecken::V,арбзара,lipat
1002,beißen::V,ацҳара,kregiñ
1003,abreißen::V,амжəара,diframmañ
1004,abschneiden::V,ахҵəара,troc'hañ
1005,abschneiden::V,аҿахҵəара,troc'hañ
1006,binden::V,аҿаҳəара,stagañ
1007,stecken::V,алаҵара,sankañ
1008,brechen::V,аҧҵəара,darnaouiñ
1009,klopfen::V,асра,skoiñ
1010,hauen::V,ақəкшара,dornañ
1011,kleben::V,аҷабра,pegañ
1012,reiben::V,арҟəыҷра,taravat
1013,reiben::V,арҟəыҷра,trekiñ
1014,streichen::V,ахьшьра,toazañ
1015,schleifen::V,ахра,lemmañ
1016,schneiden::V,аҧҟара,troc'hañ
1017,rütteln::V,арҵысра,tordorosañ
1018,schütteln::V,аршəшəара,hejañ
1019,schwenken::V,аҟьара,
1020,schütten::V,аҭаҭəара,diskargañ
1021,füllen::V,арҭəра,kargañ
1022,einwickeln::V,алаҳəара,gronnañ
1023,tragen::V,аҩагара,dougen
1024,schleppen::V,арҳəазара,stlejal
1025,ziehen::V,ахара,sachañ
1026,aufbewahren::V,аҵəахра,miret
1027,werfen::V,аршəра,teuler
1028,fangen::V,акра,tapañ
1029,packen::V,анкра,krapat
1030,packen::V,аҵкаара,krapat
1031,verstecken::V,аҵəахра,kuzhat
1032,teilen::V,ашара,rannañ
1033,schicken::V,ашьҭра,kas
1034,bringen::V,аагара,degas
1035,hinzufügen::V,ацҵара,lakat ouzhpenn
1036,bekommen::V,аҧшаара,kaout
1037,bekommen::V,архиара,kaout
1038,bekommen::V,аура,kaout
1039,erhalten::V,аиура,kaout
1040,nehmen::V,агара,kemer
1041,wählen::V,алҧшаара,choaz
1042,auswählen::V,алхра,dibab
1043,behindern::V,аҧырхагахара,diaezañ
1044,verderben::V,алгара,lovrañ
1045,verderben::V,абжьыхра,lovrañ
1046,verderben::V,аҧхасҭатəра,lovrañ
1047,beschädigen::V,аҧхасҭатəра,gwallegañ
1048,zerbrechen::V,аҧҽра,torriñ
1049,zerreißen::V,аҧжəара,diroegiñ
1050,zerstören::V,аилаҧыххаара,distrujañ
1051,verbrennen::V,абылра,deviñ
1052,geben::V,аҭара,reiñ
1053,reichen::V,аҭара,
1054,schenken::V,аҩгара,donezonañ
1055,versprechen::V,ақəргəыӷра,prometiñ
1056,loben::V,арҽхəара,feurmiñ
1057,küssen::V,агəӡра,pokat
1058,zudecken::V,аҵахҩара,goloiñ
1059,zudecken::V,ақəршəра,goloiñ
1060,wecken::V,арҿыхара,dihuniñ
1061,zeigen::V,арбара,diskouez
1062,führen::V,аныҟəгара,kas
1063,lehren::V,арҵара,deskiñ
1064,unterrichten::V,арҧхьара,kelenn
1065,aufziehen::V,ааӡара,
1066,leiten::V,ахагылазаара,bleinañ
1067,antreiben::V,арццакра,poulzañ
1068,lassen::V,арҟаҵара,leuskel
1069,einladen::V,ааҕхьара,pediñ
1070,einladen::V,анаҧхьара,pediñ
1071,vereinigen::V,аилаҵара,unisañ
1072,besuchen::V,абара,gweladenniñ
1073,treffen::V,аҧылара,kejal
1074,treffen::V,аҧылара,ankontrañ
1075,sich versammeln::V,аизара,bodennañ
1076,spielen::V,ахəмарра,c'hoari
1077,singen::V,ашəаҳəара,kanañ
1078,tanzen::V,акəашара,dañsal
1079,sich trennen::V,аилыҵра,dispartiañ
1080,verlassen::V,акажьра,lezel
1081,retten::V,Аиқəрхара,saveteiñ
1082,bewachen::V,ахьчара,mesa
1083,schützen::V,ацəыхьчара,diwall
1084,verteidigen::V,ахьчара,difenn
1085,sich schlagen::V,аисра,lopañ
1086,schießen::V,ахысра,
1087,siegen::V,аиааира,trec'hiñ
1088,ärgern::V,аргəаара,hegasiñ
1089,schlagen::V,асра,skeiñ
1090,schlagen::V,аҭасра,skeiñ
1091,stechen::V,алакшара,pikat
1092,stoßen::V,агəҭасра,stokañ
1093,stehlen::V,аӡара,laerezh
1094,stören::V,аҧырхагахара,direnkañ
1095,belästigen::V,аргəамҵра,dregasiñ
1096,verbergen::V,аӡара,skoachañ
1097,täuschen::V,ажьара,tromplañ
1098,betrügen::V,ажьара,lorbañ
1099,töten::V,ашьра,lazhañ
1100,wohnen::V,анхара,bezañ o chom
1101,arbeiten::V,аусура,labourat
1102,sammeln::V,аҟəшəара,dastum
1103,pflücken::V,аҿыршəара,kuntuilhañ
1104,pflücken::V,аҿыхра,kuntuilhañ
1105,jagen::V,ашəарыцара,chaseal
1106,fischen::V,аҧсыӡ икуеит,pesketa
1107,fassen::V,акра,pakañ
1108,hüten::V,арҳəра,geota
1109,hüten::V,ахьчара,geota
1110,treiben::V,акацара,
1111,anbinden::V,адҳəалара,stagañ
1112,füttern::V,акырҿаҵара,boueta
1113,melken::V,ахьара,goro
1114,hacken::V,аҟəаҟəара,difrakal
1115,gießen::V,аҵаҭəара,dourañ
1116,reifen::V,ашəра,azviñ
1117,reifen::V,аҟалара,azviñ
1118,zubereiten::V,ацура,keginañ
1119,kochen::V,ажəра,poazhañ
1120,backen::V,аӡра,fritañ
1121,braten::V,аӡра,rostañ
1122,umrühren::V,аилрыхра,
1123,stricken::V,аҧара,stammañ
1124,nähen::V,аӡахра,gwriat
1125,färben::V,ашəра,livañ
1126,reinigen::V,арыцқьара,naetañ
1127,waschen::V,аӡәӡәара,gwalc'hiñ
1128,abwischen::V,арбара,torchañ
1129,spülen::V,аҭыршара,disgwalc'hiñ
1130,fegen::V,аҧссара,skubañ
1131,baden::V,аҽыкəабара,kouronkañ
1132,sich waschen::V,аҽыӡəӡəара,en em walc'hiñ
1133,ausziehen::V,ашəыхра,
1134,anziehen::V,ашəҵара,
1135,sich anziehen::V,аҽеилаҳəара,gwiskañ
1136,kämmen::V,аҳəара,kribat
1137,schmücken::V,арҧшӡара,kinklañ
1138,sagen::V,аҳəара,larêt
1139,sagen::V,аҳəара,lavaret
1140,sprechen::V,ацəажəара,komz
1141,reden::V,ацəажəара,kaozeal
1142,reden::V,аицәажәара,kaozeal
1143,sich unterhalten::V,аицәажәара,balbotal
1144,fragen::V,азҵаара,goulenn
1145,bitten::V,аҳəара,goulenn
1146,erzählen::V,аҳəара,kontañ
1147,mitteilen::V,азыцҳара,kemenn
1148,nennen::V,ахьӡҵара,anviñ
1149,rufen::V,азҿыҭра,gelver
1150,prahlen::V,аҽхəара,fougeal
1151,übersetzen::V,аиҭагара,treiñ
1152,denken::V,азхəыцра,soñjal
1153,glauben::V,ахаҵара,krediñ
1154,bemerken::V,агəаҭара,apresevañ
1155,erkennen::V,адырра,anavout
1156,begreifen::V,аилкаара,meizañ
1157,verstehen::V,аҳара,kompren
1158,lernen::V,аҵара,deskiñ
1159,wissen::V,адырра,gouzout
1160,sich erinnern an::V,агəаларшəара,kaout soñj e
1161,vergessen::V,ахашҭра,ankouaat
1162,messen::V,ашəара,muzuliañ
1163,zählen::V,аҧхьаӡара,kontañ
1164,rechnen::V,аҳасабра,jedañ
1165,lesen::V,аҧхьара,lenn
1166,besitzen::V,амазаара,kaout
1167,kaufen::V,Аахəара,prenañ
1168,verkaufen::V,аҭира,gwerzhañ
1169,bezahlen::V,ахҭынҵара,paeañ
1170,bezahlen::V,ашəара,paeañ
1171,zahlen::V,ашəара,paeañ
1172,ertragen::V,ачҳара,anduriñ
1173,Moor::N,,taouarc'heg
1174,Kralle::N,,skilf
1175,Schwarm::N,,nijad
1176,Sache::N,,tra
1177,Menge::N,,bern
1178,Essen::N,,pred
1179,Geschäft::N,,stal
1180,Monat::N,,miz
1181,Jahr::N,,bloaz
1182,dünn::A,,moan
1183,roh::A,,kriz
1184,durch::PRP,,dre
1185,was::FPRN,,petra
1186,rauschen::V,,trouzal
1187,zu sehen sein::V,,bezañ gwelus
1188,wenden::V,,treiñ
1189,ergreifen::V,,kemer
1190,bewahren::V,,mirout
1191,wünschen::V,,hetiñ
1192,wiegen::V,,pouezañ
1193,treten::V,,botaouiñ
1194,kehren::V,,skubañ
1195,malen::V,,livañ
1196,zeichnen::V,,tresañ
1197,schreiben::V,,skrivañ
1198,beherrschen::V,,mestroniañ
