,Concept_ID,hr,sk
233,Grube::N,jama,jama
234,Falle::N,zamka,pasca
235,Falle::N,zamka,klepec
236,Falle::N,klopka,pasca
237,Falle::N,klopka,klepec
238,Schlinge::N,uzao,slučka
239,Schlinge::N,petlja,slučka
240,Spur::N,trag,stopa
241,Spur::N,slijed,stopa
242,Asche::N,pepeo,popol
243,Dreck::N,blato,kal
244,Dreck::N,blato,blato
245,Eisen::N,željezo,železo
246,Gold::N,zlato,zlato
247,Silber::N,srebro,striebro
248,Kohle::N,ugalj,uhlie
249,Kohle::N,ugljen,uhlie
250,Glas::N,staklo,sklo
251,Lehm::N,glina,íl
252,Lehm::N,glina,hlina
253,Lehm::N,ilovača,íl
254,Lehm::N,ilovača,hlina
255,Sand::N,pijesak,piesok
256,Mensch::N,čovjek,človek
257,Mann::N,muškarac,muž
258,Mann::N,muškarac,chlap
259,Frau::N,žena,žena
260,Kind::N,čedo,dieťa
261,Kind::N,dijete,dieťa
262,Junge::N,momče,chlapec
263,Junge::N,dječak,chlapec
264,Mädchen::N,djevojka,dievka
265,Mädchen::N,djevojčica,dievka
266,Familie::N,obitelj,rodina
267,Familie::N,porodica,rodina
268,Großvater::N,djed,dedo
269,Großvater::N,djed,starý otec
270,Großmutter::N,baka,babička
271,Großmutter::N,baka,stará mať
272,Eltern::N,roditelji,rodičia
273,Vater::N,otac,otec
274,Mutter::N,majka,mať
275,Mutter::N,majka,matka
276,Sohn::N,sin,syn
277,Tochter::N,kći,dcéra
278,Tochter::N,kćerka,dcéra
279,Bruder::N,brat,brat
280,Schwester::N,sestra,sestra
281,Onkel::N,čika,ujo
282,Onkel::N,čika,strýko
283,Onkel::N,ujak,ujo
284,Onkel::N,ujak,strýko
285,Tante::N,ujna,teta
286,Tante::N,ujna,tetka
287,Tante::N,tetka,teta
288,Tante::N,tetka,tetka
289,Ehemann::N,muž,muž
290,Ehemann::N,muž,manžel
291,Ehemann::N,suprug,muž
292,Ehemann::N,suprug,manžel
293,Ehefrau::N,žena,žena
294,Ehefrau::N,žena,manželka
295,Ehefrau::N,supruga,žena
296,Ehefrau::N,supruga,manželka
297,Freude::N,radost,radosť
298,Gelächter::N,grohot,smiech
299,Glück::N,sreća,šťastie
300,Kummer::N,jad,žiaľ
301,Kummer::N,jad,zármutok
302,Kummer::N,briga,žiaľ
303,Kummer::N,briga,zármutok
304,Wunsch::N,želja,prianie
305,Lust::N,volja,chuť
306,Geist::N,duh,duch
307,Gedanke::N,misao,myšlienka
308,Gedächtnis::N,pamćenje,pamäť
309,Verstand::N,um,rozum
310,Verstand::N,razum,rozum
311,Sinn::N,smisao,zmysel
312,Sinn::N,značenje,zmysel
313,Grund::N,razlog,dôvod
314,Grund::N,razlog,príčina
315,Wahrheit::N,istina,pravda
316,Gespräch::N,razgovor,reč
317,Gespräch::N,razgovor,rozhovor
318,Märchen::N,bajka,rozprávka
319,Erzählung::N,priča,poviedka
320,Erzählung::N,pripovijest,poviedka
321,Nachricht::N,vijest,správa
322,Neuigkeit::N,novost,novinka
323,Name::N,ime,meno
324,Rätsel::N,zagonetka,záhada
325,Rätsel::N,zagonetka,hádanka
326,Rede::N,govor,reč
327,Rede::N,besjeda,reč
328,Sprache::N,jezik,reč
329,Sprache::N,jezik,jazyk
330,Stimme::N,glas,hlas
331,Wort::N,riječ,slovo
332,Zeichen::N,znak,znak
333,Ruf::N,povik,volanie
334,Ruf::N,povik,zavolanie
335,Ruf::N,poklik,volanie
336,Ruf::N,poklik,zavolanie
337,Lärm::N,buka,hluk
338,Lärm::N,buka,hurhaj
339,Lärm::N,galama,hluk
340,Lärm::N,galama,hurhaj
341,Laut::N,zvuk,zvuk
342,Ton::N,ton,tón
343,Ton::N,ton,zvuk
344,Lied::N,pjesma,pieseň
345,Ruhe::N,tišina,pokoj
346,Ruhe::N,počinak,pokoj
347,Leute::N,ljudi,ľudia
348,Volk::N,puk,ľud
349,Volk::N,puk,národ
350,Volk::N,narod,ľud
351,Volk::N,narod,národ
352,Arbeit::N,rad,práca
353,Arbeit::N,rad,robota
354,Arbeit::N,posao,práca
355,Arbeit::N,posao,robota
356,Gast::N,gost,hosť
357,Geschenk::N,dar,dar
358,Geschenk::N,poklon,dar
359,Spiel::N,igra,hra
360,Gesellschaft::N,društvo,spoločnosť
361,Gesellschaft::N,kompanija,spoločnosť
362,Hilfe::N,pomoć,pomoc
363,Freund::N,prijatelj,priateľ
364,Kamerad::N,drug,kamarát
365,Kamerad::N,drugar,kamarát
366,Angelegenheit::N,posao,vec
367,Angelegenheit::N,posao,záležitosť
368,Anzahl::N,broj,počet
369,Anzahl::N,broj,množstvo
370,Anzahl::N,brojnost,počet
371,Anzahl::N,brojnost,množstvo
372,Art::N,vid,druh
373,Art::N,vrst,druh
374,Stück::N,komad,kus
375,Stück::N,komad,kúsok
376,Teil::N,dio,časť
377,Hälfte::N,polovina,polka
378,Hälfte::N,polovina,polovica
379,Kreis::N,krug,kruh
380,Kreuz::N,križ,kríž
381,Linie::N,crta,línia
382,Strich::N,crta,čiara
383,Abstand::N,razmak,vzdialenosť
384,Abstand::N,odstojanje,vzdialenosť
385,Entfernung::N,udaljenost,vzdialenosť
386,Gegend::N,kraj,kraj
387,Gegend::N,kraj,krajina
388,Gegend::N,predeo,kraj
389,Gegend::N,predeo,krajina
390,Platz::N,mjesto,miesto
391,Ort::N,mjesto,miesto
392,Seite::N,bok,bok
393,Seite::N,bok,strana
394,Seite::N,strana,bok
395,Seite::N,strana,strana
396,Mitte::N,sredina,stred
397,Gegenstand::N,predmet,predmet
398,Sache::N,posao,vec
399,Rand::N,rub,kraj
400,Rand::N,rub,okraj
401,Rand::N,kraj,kraj
402,Rand::N,kraj,okraj
403,Kante::N,brid,hrana
404,Kante::N,ivica,hrana
405,Ecke::N,ugao,roh
406,Spitze::N,vrh,hrot
407,Spitze::N,vrh,špička
408,Spitze::N,šiljak,hrot
409,Spitze::N,šiljak,špička
410,Ende::N,konac,koniec
411,Loch::N,rupa,diera
412,Winkel::N,kut,kút
413,Winkel::N,ugao,kút
414,Muster::N,uzor,vzor
415,Muster::N,uzor,vzorka
416,Größe::N,veličina,veľkosť
417,Länge::N,duljina,dĺžka
418,Höhe::N,visina,výška
419,Gewicht::N,težina,váha
420,Menge::N,mnoštvo,množstvo
421,Menge::N,količina,množstvo
422,Haufen::N,hrpa,hŕba
423,Haufen::N,gomila,hŕba
424,Reihe::N,red,rad
425,Boot::N,čun,čln
426,Boot::N,čamac,čln
427,Ruder::N,veslo,veslo
428,Schlitten::N,saone,sane
429,Ski::N,ski,lyža
430,Ski::N,smučka,lyža
431,Lagerfeuer::N,logorska vatra,táborák
432,Last::N,tovar,ťarcha
433,Last::N,tovar,bremeno
434,Gang::N,hod,chôdza
435,Schritt::N,korak,krok
436,Norden::N,sjever,sever
437,Süden::N,jug,juh
438,Westen::N,zapad,západ
439,Osten::N,istok,východ
440,Holz::N,drvo,drevo
441,Brett::N,daska,doska
442,Platte::N,ploča,doska
443,Platte::N,ploča,platňa
444,Stütze::N,potpora,opora
445,Stange::N,motka,tyč
446,Stock::N,štap,palica
447,Stock::N,palica,palica
448,Stab::N,štap,palica
449,Stab::N,šipka,palica
450,Rohr::N,cijev,rúra
451,Haus::N,kuća,dom
452,Heim::N,dom,domov
453,Ofen::N,peć,pec
454,Ofen::N,peć,kachle
455,Fußboden::N,pod,dlážka
456,Fußboden::N,pod,podlaha
457,Tisch::N,stol,stôl
458,Tisch::N,trpeza,stôl
459,Stuhl::N,stolac,stolička
460,Stuhl::N,stolica,stolička
461,Wiege::N,kolijevka,kolíska
462,Bett::N,krevet,lôžko
463,Bett::N,krevet,posteľ
464,Bett::N,postelja,lôžko
465,Bett::N,postelja,posteľ
466,Regal::N,polica,regál
467,Regal::N,polica,polica
468,Kiste::N,sanduk,debna
469,Fenster::N,prozor,okno
470,Fenster::N,prozor,oblok
471,Tür::N,vrata,dvere
472,Tor::N,vrata,vráta
473,Tor::N,kapija,vráta
474,Zaun::N,plot,plot
475,Zaun::N,plot,ohrada
476,Zaun::N,ograda,plot
477,Zaun::N,ograda,ohrada
478,Dach::N,krov,krov
479,Dach::N,krov,strecha
480,Leiter::N,ljestve,rebrík
481,Leiter::N,ljestve,rebrina
482,Leiter::N,ljestvice,rebrík
483,Leiter::N,ljestvice,rebrina
484,Besen::N,metla,metla
485,Spaten::N,ašov,rýľ
486,Schaufel::N,lopata,lopata
487,Gabel::N,viljuška,vidlička
488,Löffel::N,žlica,lyžica
489,Messer::N,nož,nôž
490,Nagel::N,čavao,klinec
491,Netz::N,mreža,sieť
492,Haken::N,kuka,hák
493,Haken::N,kuka,háčik
494,Griff::N,držak,rukoväť
495,Griff::N,ručica,rukoväť
496,Schloss::N,brava,zámka
497,Bild::N,slika,obraz
498,Figur::N,figura,figúra
499,Puppe::N,lutka,bábka
500,Puppe::N,lutka,bábika
501,Beutel::N,kesa,vrece
502,Beutel::N,kesa,vrecko
503,Bündel::N,snop,uzlík
504,Bündel::N,snop,zväzok
505,Bündel::N,svežanj,uzlík
506,Bündel::N,svežanj,zväzok
507,Tasche::N,torba,taška
508,Tasche::N,torba,kabelka
509,Tasche::N,taška,taška
510,Tasche::N,taška,kabelka
511,Eimer::N,kabao,vedro
512,Deckel::N,poklopac,vrchnák
513,Deckel::N,poklopac,pokrývka
514,Geschirr::N,suđe,nádoba
515,Geschirr::N,posuđe,nádoba
516,Sack::N,džak,mech
517,Sack::N,džak,vrece
518,Sack::N,vreća,mech
519,Sack::N,vreća,vrece
520,Tasse::N,šalica,šálka
521,Topf::N,lonac,hrniec
522,Kessel::N,kazan,kotol
523,Essen::N,obrok,jedlo
524,Nahrung::N,hrana,strava
525,Nahrung::N,hrana,potrava
526,Speise::N,jelo,jedlo
527,Fleisch::N,meso,mäso
528,Getreide::N,žito,obilie
529,Getreide::N,žitarice,obilie
530,Brei::N,kaša,kaša
531,Brot::N,kruh,chlieb
532,Scheibe::N,kriška,kotúč
533,Scheibe::N,kriška,krajec
534,Fett::N,mast,tuk
535,Fett::N,mast,masť
536,Fett::N,salo,tuk
537,Fett::N,salo,masť
538,Butter::N,buter,maslo
539,Butter::N,maslac,maslo
540,Öl::N,ulje,olej
541,Salz::N,sol,soľ
542,Suppe::N,supa,polievka
543,Honig::N,med,med
544,Milch::N,mlijeko,mlieko
545,Tee::N,čaj,čaj
546,Leder::N,koža,koža
547,Wolle::N,vuna,vlna
548,Stoff::N,štof,súkno
549,Stoff::N,tkanina,súkno
550,Nadel::N,igla,ihla
551,Faden::N,nit,niť
552,Faden::N,nit,vlákno
553,Faden::N,konac,niť
554,Faden::N,konac,vlákno
555,Knopf::N,dugme,gombík
556,Knoten::N,čvor,uzol
557,Knoten::N,uzao,uzol
558,Farbe::N,farba,farba
559,Kleidung::N,odjeća,šaty
560,Kleidung::N,odjeća,šatstvo
561,Hemd::N,košulja,košeľa
562,Kragen::N,ovratnik,golier
563,Ärmel::N,rukav,rukáv
564,Hose::N,hlače,nohavice
565,Gürtel::N,pas,pás
566,Gürtel::N,pas,opasok
567,Gürtel::N,pojas,pás
568,Gürtel::N,pojas,opasok
569,Mütze::N,kapa,čiapka
570,Schuh::N,cipela,obuv
571,Schuh::N,cipela,topánka
572,Stiefel::N,čizma,čižma
573,Ring::N,prsten,prsteň
574,Band::N,vrpca,stuha
575,Kamm::N,češalj,hrebeň
576,Spiegel::N,zrcalo,zrkadlo
577,Spiegel::N,ogledalo,zrkadlo
578,Riemen::N,kaiš,remeň
579,Riemen::N,remen,remeň
580,Schnur::N,vrpca,šnúra
581,Leine::N,uzica,vodidlo
582,Decke::N,ćebe,deka
583,Decke::N,ćebe,prikrývka
584,Decke::N,pokrivač,deka
585,Decke::N,pokrivač,prikrývka
586,Kissen::N,jastuk,poduška
587,Tuch::N,rubac,šatka
588,Tuch::N,marama,šatka
589,Handtuch::N,ručnik,uterák
590,Kraft::N,snaga,moc
591,Stärke::N,jakost,sila
592,Gesundheit::N,zdravlje,zdravie
593,Krankheit::N,bolest,nemoc
594,Krankheit::N,bolest,choroba
595,Schmerz::N,bol,bolesť
596,Wunde::N,rana,rana
597,Fieber::N,groznica,horúčka
598,Arznei::N,lijek,liek
599,Brücke::N,most,most
600,Brücke::N,ćuprija,most
601,Brunnen::N,bunar,studňa
602,Brunnen::N,zdenac,studňa
603,Weide::N,paša,pastva
604,Weide::N,pašnjak,pastva
605,Pfad::N,staza,chodník
606,Weg::N,put,cesta
607,Straße::N,drum,hradská
608,Straße::N,cesta,hradská
609,Dorf::N,selo,dedina
610,Stadt::N,grad,mesto
611,Stadt::N,varoš,mesto
612,Brief::N,list,list
613,Brief::N,pismo,list
614,Buch::N,knjiga,kniha
615,Buchstabe::N,slovo,litera
616,Buchstabe::N,slovo,písmeno
617,Zeitung::N,novine,noviny
618,Leben::N,život,život
619,Tod::N,smrt,smrť
620,Grab::N,raka,hrob
621,Kirche::N,crkva,kostol
622,Sünde::N,grijeh,hriech
623,Gott::N,bog,boh
624,Arbeiter::N,radnik,robotník
625,Arbeiter::N,radnik,pracnovík
626,Chef::N,šef,šéf
627,Chef::N,šef,riaditeľ
628,Meister::N,majstor,majster
629,Arzt::N,liječnik,lekár
630,Lehrer::N,učitelj,učiteľ
631,Geld::N,novac,peniaze
632,Geschäft::N,posao,obchod
633,Geschäft::N,trgovina,obchod
634,Laden::N,dućan,obchod
635,Preis::N,cijena,cena
636,Ware::N,roba,tovar
637,Nutzen::N,korist,osoh
638,Nutzen::N,korist,úžitok
639,Reichtum::N,bogatstvo,bohatstvo
640,Welt::N,svijet,svet
641,Land::N,zemlja,územie
642,Land::N,zemlja,krajina
643,Staat::N,država,štát
644,König::N,kralj,kráľ
645,Macht::N,moć,moc
646,Macht::N,moć,mocnosť
647,Macht::N,vlast,moc
648,Macht::N,vlast,mocnosť
649,Grenze::N,granica,hranica
650,Krieg::N,rat,vojna
651,Feind::N,neprijatelj,nepriateľ
652,Gewalt::N,sila,násilie
653,Gewalt::N,nasilje,násilie
654,Kampf::N,boj,boj
655,Kampf::N,borba,boj
656,Bogen[Waffe]::N,luk,luk
657,Pfeil::N,strijela,šíp
658,Pfeil::N,strijela,strela
659,Gewehr::N,puška,puška
660,Fehler::N,pogreška,omyl
661,Fehler::N,pogreška,chyba
662,Fehler::N,griješka,omyl
663,Fehler::N,griješka,chyba
664,Lüge::N,laž,lož
665,Schaden::N,šteta,ujma
666,Schaden::N,šteta,škoda
667,Unglück::N,nesreća,nešťastie
668,Schuld::N,krivnja,vina
669,Schuld::N,krivnja,previnenie
670,Alter::N,dob,vek
671,Schluss::N,kraj,záver
672,Schluss::N,kraj,koniec
673,Schluss::N,konac,záver
674,Schluss::N,konac,koniec
675,Zeit::N,doba,čas
676,Zeit::N,vrijeme,čas
677,Tag::N,dan,deň
678,Morgen::N,jutro,ráno
679,Mittag::N,podne,poludnie
680,Abend::N,veče,večer
681,Abend::N,večer,večer
682,Nacht::N,noć,noc
683,Woche::N,sedmica,týždeň
684,Monat::N,mjesec,mesiac
685,Jahr::N,godina,rok
686,Frühling::N,proljeće,jar
687,Sommer::N,ljeto,leto
688,Herbst::N,jesen,jeseň
689,Winter::N,zima,zima
690,Januar::N,januar,január
691,Januar::N,siječanj,január
692,Februar::N,veljača,február
693,Februar::N,februar,február
694,März::N,mart,marec
695,März::N,ožujak,marec
696,April::N,april,apríl
697,April::N,travanj,apríl
698,Mai::N,maj,máj
699,Mai::N,svibanj,máj
700,Juni::N,juni,jún
701,Juni::N,lipanj,jún
702,Juli::N,juli,júl
703,Juli::N,srpanj,júl
704,August::N,august,august
705,August::N,kolovoz,august
706,September::N,rujan,september
707,September::N,septembar,september
708,Oktober::N,oktobar,október
709,Oktober::N,listopad,október
710,November::N,studeni,november
711,November::N,novembar,november
712,Dezember::N,prosinac,december
713,Montag::N,ponedjeljak,pondelok
714,Montag::N,ponedjeljnik,pondelok
715,Dienstag::N,utorak,utorok
716,Dienstag::N,utornik,utorok
717,Mittwoch::N,srijeda,streda
718,Donnerstag::N,četvrtak,štvrtok
719,Freitag::N,petak,piatok
720,Samstag::N,subota,sobota
721,Sonntag::N,nedjelja,nedeľa
722,groß::A,velik,veľký
723,klein::A,mali,malý
724,klein::A,malen,malý
725,lang::A,dug,dlhý
726,lang::A,dugačak,dlhý
727,kurz::A,kratak,krátky
728,breit::A,širok,široký
729,schmal::A,uski,úzky
730,schmal::A,uzak,úzky
731,dicht::A,gust,hustý
732,dick[Gegenstand]::A,debeo,tlstý
733,dünn::A,tanak,tenký
734,fein::A,fin,jemný
735,fein::A,tanak,jemný
736,fest::A,čvrst,pevný
737,flach::A,ravan,rovný
738,flach::A,ravan,plochý
739,flach::A,plosnat,rovný
740,flach::A,plosnat,plochý
741,glatt::A,gladak,hladký
742,hart::A,tvrd,tvrdý
743,weich::A,mek,mäkký
744,weich::A,mekan,mäkký
745,rund::A,okrugao,guľatý
746,rund::A,okrugao,okrúhly
747,spitz::A,oštar,končitý
748,spitz::A,šiljast,končitý
749,scharf::A,oštar,ostrý
750,scharf::A,bridak,ostrý
751,stumpf::A,tup,tupý
752,schwer::A,težak,ťažký
753,schön::A,krasan,pekný
754,schön::A,krasan,krásny
755,heiß::A,vruć,horúci
756,warm::A,topao,teplý
757,kalt::A,hladan,studený
758,kühl::A,hladan,chladný
759,frisch::A,svjež,svieži
760,feucht::A,vlažan,vlhký
761,feucht::A,vlažan,zvlhnutý
762,nass::A,mokar,mokrý
763,trocken::A,suh,suchý
764,voll::A,pun,plný
765,leer::A,prazan,prázdny
766,offen::A,otvoren,otvorený
767,geschlossen::A,zatvoren,zavretý
768,sauber::A,čist,čistý
769,schmutzig::A,nečist,špinavý
770,schmutzig::A,blatan,špinavý
771,roh::A,sirov,surový
772,reif::A,zreo,zrelý
773,lecker::A,tečan,chutný
774,lecker::A,ukusan,chutný
775,süß::A,sladak,sladký
776,bitter::A,gorak,horký
777,sauer::A,kiseo,kyslý
778,hell::A,vedar,jasný
779,hell::A,vedar,svetlý
780,hell::A,svijetao,jasný
781,hell::A,svijetao,svetlý
782,dunkel::A,taman,temný
783,schwarz::A,crn,čierny
784,weiß::A,bio,biely
785,weiß::A,bijel,biely
786,rot::A,crven,červený
787,gelb::A,žut,žltý
788,blau::A,plav,modrý
789,blau::A,plav,belasý
790,blau::A,modar,modrý
791,blau::A,modar,belasý
792,grün::A,zelen,zelený
793,grau::A,siv,šedý
794,bunt::A,šaren,pestrý
795,billig::A,jeftin,lacný
796,teuer::A,skup,drahý
797,wertvoll::A,vrijedan,cenný
798,wertvoll::A,dragocjen,cenný
799,blind::A,slijep,slepý
800,taub::A,gluh,hluchý
801,kräftig::A,snažan,silný
802,stark::A,jak,silný
803,stark::A,snažan,silný
804,schwach::A,slab,slabý
805,schwach::A,slab,bezvládny
806,fett::A,pretio,tučný
807,schlank::A,vitak,štíhly
808,hübsch::A,zgodan,šumný
809,hübsch::A,zgodan,švárny
810,böse::A,zao,zlý
811,böse::A,opak,zlý
812,dumm::A,glup,hlúpy
813,faul::A,lijen,lenivý
814,fleißig::A,radin,snaživý
815,fleißig::A,radin,usilovný
816,fleißig::A,marljiv,snaživý
817,fleißig::A,marljiv,usilovný
818,geizig::A,škrt,skupý
819,geizig::A,škrt,lakomý
820,klug::A,razborit,múdry
821,klug::A,razborit,bystrý
822,geschickt::A,vješt,zručný
823,geschickt::A,vješt,šikovný
824,lieb::A,drag,milý
825,lustig::A,veseo,veselý
826,sanft::A,blag,nežný
827,hungrig::A,gladan,lačný
828,hungrig::A,gladan,hladný
829,krank::A,bolestan,chorý
830,krank::A,bolestan,nemocný
831,nackt::A,nag,nahý
832,traurig::A,tužan,smutný
833,traurig::A,žalostan,smutný
834,lebendig::A,živ,živý
835,gut::A,dobar,dobrý
836,schlecht::A,loš,zlý
837,schlecht::A,rđav,zlý
838,richtig::A,tačan,správny
839,richtig::A,ispravan,správny
