,Concept_ID,sl,da
833,wachsen::V,rásti,vokse
834,glänzen::V,sijáti,glinse
835,funkeln::V,ískriti se,tindre
836,lärmen::V,ropotáti,larme
837,lärmen::V,razgrájati,larme
838,läuten::V,zvoníti,ringe
839,klingeln::V,zvončkljáti,ringe
840,klirren::V,žvenketáti,klirre
841,brausen::V,šuméti,bruse
842,rauschen::V,šuštéti,suse
843,rauschen::V,šelestéti,suse
844,klingen::V,zvenéti,lyde
845,klingen::V,zvenéti,klinge
846,bellen::V,lájati,gø
847,heulen::V,zavíjati,hyle
848,blasen::V,píhniti,blæse
849,pfeifen::V,pískati,fløjte
850,pfeifen::V,žvížgati,fløjte
851,schreien::V,kričáti,skrige
852,stöhnen::V,stókati,stønne
853,zittern::V,drgetáti,dirre
854,zittern::V,drgetáti,skælve
855,leben::V,živéti,leve
856,geboren werden::V,rodíti se,fødes
857,atmen::V,díhati,ånde
858,trinken::V,píti,drikke
859,essen::V,jésti,spise
860,schlucken::V,požírati,synke
861,müde werden::V,péšati,blive træt
862,müde werden::V,utrúditi se,blive træt
863,einschlafen::V,zaspáti,falde i søvn
864,schlafen::V,spáti,sove
865,aufwachen::V,zbudíti se,vågne
866,aufstehen::V,vstáti,stå op
867,sich erholen::V,oddahníti se,komme sig
868,krank werden::V,oboléti,blive syg
869,krank sein::V,bíti bolán,være syg
870,schmerzen::V,boléti,smerte
871,husten::V,kášljati,hoste
872,genesen::V,okrévati,komme sig
873,sterben::V,umréti,dø
874,umkommen::V,pogíniti,omkomme
875,sich bewegen::V,zganíti se,bevæge sig
876,sich rühren::V,premakníti se,røre på sig
877,sich erheben::V,vstájati,rejse sig
878,sich erheben::V,vzdígniti se,rejse sig
879,sich setzen::V,sésti,sætte sig
880,hinfallen::V,pásti dôl,
881,laufen::V,hodíti,løbe
882,schreiten::V,stópati,skride
883,spazierengehen::V,na sprehòd íti,gå en tur
884,eilen::V,drvéti,ile
885,sich beeilen::V,hitéti,skynde sig
886,sausen::V,dírkati,suse
887,rennen::V,dírjati,løbe
888,rennen::V,dírjati,rende
889,springen::V,skákati,hoppe
890,springen::V,skákati,springe
891,klettern::V,plézati,klatre
892,schaukeln::V,kolébati,gynge
893,kriechen::V,pláziti se,krybe
894,schwimmen::V,plávati,svømme
895,tauchen::V,potápljati se,dykke
896,rudern::V,vesláti,ro
897,fahren::V,vozíti se,køre
898,fahren::V,peljáti se,køre
899,fliegen::V,létati,flyve
900,gehen::V,íti,gå
901,weggehen::V,odíti,gå bort
902,abfahren::V,odpeljáti se,køre bort
903,anhalten::V,ustáviti se,standse
904,hineingehen::V,íti nóter,gå ind
905,eintreten::V,vstopíti,træde ind
906,kommen::V,príti,komme
907,ankommen::V,prispéti,ankomme
908,ankommen::V,prihájati,ankomme
909,zurückkommen::V,vrníti se,komme tilbage
910,bleiben::V,ostáti,blive
911,bleiben::V,ostáti,forblive
912,warten::V,čákati,vente
913,erwarten::V,pričakováti,vente
914,erwarten::V,pričakováti,afvente
915,suchen::V,iskáti,søge
916,finden::V,nájti,finde
917,versuchen::V,poskúšati,forsøge
918,vorbereiten::V,pripráviti,forberede
919,lieben::V,ljubíti,elske
920,mögen::V,márati,holde af
921,mögen::V,márati,kunne lide
922,lachen::V,smejáti se,le
923,rühren::V,ganíti,røre
924,weinen::V,jókati,græde
925,weinen::V,plákati,græde
926,schimpfen::V,psováti,skænde
927,schimpfen::V,zmérjati,skænde
928,sich ärgern::V,jezíti se,ærgre sig
929,sich fürchten::V,báti se,være bange
930,fürchten::V,báti se,være bange for
931,fliehen::V,bežáti,flygte
932,flüchten::V,pobégniti,flygte
933,sehen::V,vídeti,se
934,anschauen::V,oglédati,se på
935,anschauen::V,oglédati,betragte
936,ansehen::V,glédati,anse
937,hören::V,slíšati,høre
938,zuhören::V,poslúšati,høre til
939,probieren::V,poskúšati,smage
940,probieren::V,poskúšati,smage på
941,riechen::V,dúhati,lugte
942,fühlen::V,čutíti,føle
943,scheinen::V,zdéti se,synes
944,zu sehen sein::V,vídeti se,synes
945,vernehmen::V,čúti,erfare
946,frieren::V,zébsti,fryse
947,tun::V,délati,gøre
948,können::V,môči,kunne
949,wollen::V,hotéti,ville
950,anfangen::V,začéti,begynde
951,beenden::V,dokončáti,afslutte
952,aufhören::V,prenéhati,ophøre
953,aufhören::V,prenéhati,holde op
954,gelingen::V,uspéti,lykkes
955,gelingen::V,posréčiti se,lykkes
956,geraten::V,obnêsti se,blive
957,öffnen::V,odpréti,åbne
958,schließen::V,zapréti,lukke
959,stellen::V,postáviti,stille
960,setzen::V,posadíti,sætte
961,legen::V,položíti,lægge
962,berühren::V,dotíkati se,berøre
963,verbinden::V,obvézati,forbinde
964,bedecken::V,pokríti,dække
965,bedecken::V,pokríti,bedække
966,aufhängen::V,obésiti,hænge
967,aufhängen::V,obésiti,hænge op
968,anzünden::V,zažgáti,tænde
969,anzünden::V,zažgáti,antænde
970,aufheben::V,vzdígniti,løfte
971,aufheben::V,vzdígniti,tage op
972,zurücklassen::V,zapustíti,lade tilbage
973,verlieren::V,izgubíti,miste
974,fallen lassen::V,navréči,tabe
975,fallen lassen::V,navréči,droppe
976,machen::V,naredíti,gøre
977,machen::V,napráviti,gøre
978,herstellen::V,izdélati,fremstille
979,bauen::V,gradíti,bygge
980,reparieren::V,popráviti,reparere
981,verbessern::V,izbóljšati,rette
982,verbessern::V,izbóljšati,forbedre
983,ändern::V,spremeníti,ændre
984,graben::V,kopáti,grave
985,graben::V,grêbsti,grave
986,beugen::V,upogníti,bøje
987,biegen::V,zavíjati,bøje
988,drehen::V,vrtéti,dreje
989,wenden::V,obrníti,vende
990,umdrehen::V,zasúkati,dreje om
991,heben::V,dvígati,hæve
992,hochheben::V,privzdígniti,løfte
993,ergreifen::V,zgrábiti,gribe fat i
994,halten::V,držáti,holde
995,drücken::V,tiščáti,trykke
996,schieben::V,ríniti,skyde
997,schieben::V,ríniti,skubbe
998,kratzen::V,práskati,klø
999,kratzen::V,práskati,kradse
1000,lecken::V,lízati,slikke
1001,beißen::V,grísti,bide
1002,abreißen::V,odtŕgati,rive af
1003,abschneiden::V,odrézati,skære af
1004,binden::V,vézati,binde
1005,stecken::V,vtakníti,stikke
1006,brechen::V,lomíti,brække
1007,klopfen::V,tólči,banke
1008,hauen::V,séči,hugge
1009,kleben::V,lépiti,klistre
1010,reiben::V,tréti,gnide
1011,reiben::V,dŕgniti,gnide
1012,streichen::V,namázati,smøre
1013,schleifen::V,brúsiti,slibe
1014,schneiden::V,rézati,skære
1015,schneiden::V,rézati,klippe
1016,rütteln::V,strésti,ruske
1017,schütteln::V,majáti,ryste
1018,schwenken::V,obrníti,svinge
1019,schütten::V,sípati,hælde
1020,füllen::V,napolníti,fylde
1021,einwickeln::V,zavíti,pakke ind
1022,tragen::V,nêsti,bære
1023,schleppen::V,vláčiti,slæbe
1024,ziehen::V,vléči,trække
1025,aufbewahren::V,shranjeváti,opbevare
1026,werfen::V,lúčati,kaste
1027,fangen::V,ujéti,fange
1028,packen::V,prijéti,gribe
1029,verstecken::V,skríti,gemme
1030,teilen::V,razdelíti,dele
1031,schicken::V,pošíljati,sende
1032,bringen::V,prinêsti,bringe
1033,hinzufügen::V,pristáviti,tilføje
1034,bekommen::V,dobíti,få
1035,erhalten::V,prejéti,få
1036,nehmen::V,vzéti,tage
1037,wählen::V,izbírati,vælge
1038,auswählen::V,izbráti,udvælge
1039,bewahren::V,ohraníti,bevare
1040,behindern::V,ovírati,hindre
1041,behindern::V,ovírati,forhindre
1042,verderben::V,pokváriti,ødelægge
1043,beschädigen::V,poškodováti,beskadige
1044,zerbrechen::V,razlomíti,brække itu
1045,zerreißen::V,raztŕgati,rive itu
1046,zerstören::V,razrúšiti,ødelægge
1047,verbrennen::V,sežgáti,brænde
1048,geben::V,dáti,give
1049,reichen::V,séči,række
1050,reichen::V,molíti,række
1051,schenken::V,podáriti,forære
1052,versprechen::V,obljubíti,love
1053,wünschen::V,vóščiti,ønske
1054,loben::V,hváliti,rose
1055,küssen::V,poljubováti,kysse
1056,wiegen::V,zíbati,vugge
1057,zudecken::V,pokríti,dække til
1058,wecken::V,zbudíti,vække
1059,zeigen::V,pokázati,vise
1060,führen::V,vêsti,føre
1061,lehren::V,učíti,lære
1062,unterrichten::V,poučeváti,undervise
1063,aufziehen::V,vzgojíti,opdrage
1064,leiten::V,uprávljati,lede
1065,antreiben::V,goníti,skynde på
1066,lassen::V,povzročíti,få til at
1067,einladen::V,povábiti,indbyde
1068,einladen::V,povábiti,invitere
1069,vereinigen::V,zdrúžiti,forene
1070,besuchen::V,obiskáti,besøge
1071,treffen::V,pogodíti,møde
1072,sich versammeln::V,zbráti se,forsamles
1073,spielen::V,igráti se,lege
1074,spielen::V,igráti se,spille
1075,singen::V,péti,synge
1076,tanzen::V,plésati,danse
1077,sich trennen::V,ločíti se,skilles
1078,verlassen::V,zapustíti,forlade
1079,retten::V,réšiti,redde
1080,bewachen::V,strážiti,bevogte
1081,schützen::V,sčítiti,skærme
1082,schützen::V,sčítiti,beskytte
1083,verteidigen::V,braníti,forsvare
1084,sich schlagen::V,têpsti se,slås
1085,schießen::V,stréljati,skyde
1086,siegen::V,zmágati,sejre
1087,ärgern::V,jezíti,ærgre
1088,ärgern::V,razbúriti,ærgre
1089,schlagen::V,têpsti,slå
1090,schlagen::V,udáriti,slå
1091,treten::V,teptáti,sparke
1092,stechen::V,ubôsti,stikke
1093,stoßen::V,peháti,støde
1094,stoßen::V,drégniti,støde
1095,stehlen::V,ukrásti,stjæle
1096,stehlen::V,pokrásti,stjæle
1097,stören::V,motíti,forstyrre
1098,belästigen::V,nadlegováti,genere
1099,belästigen::V,nadlegováti,ulejlige
1100,verbergen::V,skríti,skjule
1101,täuschen::V,slepíti,villede
1102,betrügen::V,várati,bedrage
1103,betrügen::V,ogoljufáti,bedrage
1104,töten::V,ubíti,dræbe
1105,wohnen::V,prebívati,bo
1106,arbeiten::V,délati,arbejde
1107,sammeln::V,zbráti,samle
1108,pflücken::V,obráti,plukke
1109,jagen::V,lovíti,jage
1110,fischen::V,ribáriti,fiske
1111,fassen::V,zajéti,fange
1112,hüten::V,pásti,vogte
1113,treiben::V,pogánjati,drive
1114,anbinden::V,privézati,binde fast
1115,füttern::V,kŕmiti,fodre
1116,melken::V,mólsti,malke
1117,hacken::V,sékati,hakke
1118,gießen::V,ulíti,hælde
1119,reifen::V,zoréti,modne
1120,zubereiten::V,pripráviti,tilberede
1121,kochen::V,kúhati,koge
1122,backen::V,cvréti,bage
1123,braten::V,pêči,stege
1124,umrühren::V,preméšati,røre om
1125,stricken::V,plêsti,strikke
1126,nähen::V,šívati,sy
1127,färben::V,bárvati,farve
1128,reinigen::V,očístiti,rense
1129,reinigen::V,očístiti,gøre ren
1130,waschen::V,opráti,vaske
1131,abwischen::V,obrísati,tørre af
1132,spülen::V,splakováti,skylle
1133,fegen::V,pométati,feje
1134,kehren::V,mésti,feje
1135,baden::V,kópati se,bade
1136,sich waschen::V,umíti se,vaske sig
1137,ausziehen::V,izvléči,tage af
1138,anziehen::V,obléči,tage på
1139,sich anziehen::V,obléči se,klæde sig på
1140,kämmen::V,česáti,rede
1141,kämmen::V,česáti,frisere
1142,schmücken::V,okrasíti,pynte
1143,schmücken::V,okrasíti,smykke
1144,sagen::V,dejáti,sige
1145,sprechen::V,govoríti,snakke
1146,reden::V,rêči,tale
1147,reden::V,rêči,snakke
1148,sich unterhalten::V,razgovárjati se,snakke sammen
1149,fragen::V,vprášati,spørge
1150,bitten::V,prosíti,bede
1151,erzählen::V,práviti,berette
1152,erzählen::V,práviti,fortælle
1153,mitteilen::V,naznániti,meddele
1154,nennen::V,imenováti,nævne
1155,rufen::V,klícati,råbe
1156,prahlen::V,baháti se,prale
1157,übersetzen::V,prevêsti,oversætte
1158,denken::V,mísliti,tænke
1159,glauben::V,verjéti,tro
1160,bemerken::V,opáziti,bemærke
1161,bemerken::V,opáziti,lægge mærke til
1162,erkennen::V,spoznáti,genkende
1163,begreifen::V,pôjmiti,begribe
1164,verstehen::V,razuméti,forstå
1165,lernen::V,učíti se,lære
1166,wissen::V,znáti,vide
1167,wissen::V,védeti,vide
1168,sich erinnern an::V,spómniti se,mindes
1169,sich erinnern an::V,spómniti se,huske på
1170,vergessen::V,pozábiti,glemme
1171,messen::V,mériti,måle
1172,zählen::V,štéti,tælle
1173,rechnen::V,račúnati,regne
1174,lesen::V,bráti,læse
1175,lesen::V,čítati,læse
1176,malen::V,slíkati,male
1177,zeichnen::V,rísati,tegne
1178,schreiben::V,písati,skrive
1179,besitzen::V,iméti,eje
1180,besitzen::V,iméti,besidde
1181,kaufen::V,kupíti,købe
1182,verkaufen::V,prodáti,sælge
1183,bezahlen::V,pláčati,betale
1184,zahlen::V,plačeváti,betale
1185,beherrschen::V,obvládati,beherske
1186,ertragen::V,prenêsti,tåle
1187,ertragen::V,prenêsti,udholde
1188,Verstand::N,,forstand
