,Concept_ID,ca,ba
787,ihr::PRN,vosaltres,һеҙ
788,sie::PRN,ells,улар
789,sie::PRN,elles,улар
790,was::FPRN,què,ә
791,was::FPRN,què,ни
792,was::FPRN,què,нәмә
793,wer::FPRN,qui,ҡем
794,wo::FADV,on,ҡайҙа
795,wohin::FADV,cap a on,ҡайҙа
796,wie::FADV,com,инидәй
797,warum::FADV,per què,ин өсөн
798,wieviel::FNUM,quant,күпме
799,eins::NUM,u,бер
800,zwei::NUM,dos,ике
801,zwei::NUM,dos,икәү
802,drei::NUM,tres,өс
803,vier::NUM,quatre,дүрт
804,fünf::NUM,cinc,биш
805,sechs::NUM,sis,алты
806,sieben::NUM,set,ете
807,acht::NUM,vuit,һигеҙ
808,neun::NUM,nou,туғыҙ
809,zehn::NUM,deu,ун
810,elf::NUM,onze,ун бер
811,zwölf::NUM,dotze,ун ике
812,zwanzig::NUM,vint,егерме
813,dreißig::NUM,trenta,утыҙ
814,vierzig::NUM,quaranta,ҡырҡ
815,fünfzig::NUM,cinquanta,илле
816,sechzig::NUM,seixanta,алтмыш
817,siebzig::NUM,setanta,етмеш
818,achtzig::NUM,vuitanta,һикһән
819,neunzig::NUM,noranta,туҡһан
820,hundert::NUM,cent,йөҙ
821,tausend::NUM,mil,мең
822,und::CNJ,i,да
823,oder::CNJ,o,йәки
824,stehen::V,estar de peu,тороу
825,sitzen::V,seure,ултырыу
826,liegen::V,jeure,ятыу
827,hängen::V,penjar,аҫылынып тороу
828,werden::V,fer-se,булыу
829,werden::V,posar-se,булыу
830,passieren::V,succeir,булыу
831,beginnen::V,iniciar-se,башлау
832,enden::V,acabar-se,бөтөү
833,enden::V,acabar-se,тамамланыү
834,enden::V,terminar-se,бөтөү
835,enden::V,terminar-se,тамамланыү
836,wechseln::V,canviar,үҙгәреү
837,aufgehen[Sonne]::V,sortir,ҡалҡыу
838,untergehen[Sonne]::V,posar-se,байыу
839,scheinen[Sonne]::V,brillar,яҡтыртып тороу
840,donnern::V,tronar,күкрәү
841,wehen::V,bufar,иҫеү
842,strömen::V,afluir,ташыу
843,fließen::V,fluir,ағыу
844,sich drehen::V,girar,әйләнеү
845,schwanken::V,vacil·lar,тирбәлеү
846,schwingen::V,oscil·lar,бәүетеү
847,fallen::V,caure,йығылыу
848,fallen::V,tombar,йығылыу
849,brennen::V,cremar,яныу
850,rauchen::V,fumejar,төтәү
851,regnen::V,ploure,ямғыр яуа
852,gefrieren::V,gelar-se,туңыү
853,tauen::V,fondre's,иреү
854,schmelzen::V,fondre's,иреү
855,trocknen::V,assecar-se,кибеү
856,sieden::V,bullir,ҡайнау
857,faulen::V,podrir-se,сереу
858,verfaulen::V,podrir-se,сереу
859,reißen::V,trencar-se,өҙөү
860,reißen::V,trencar-se,йыртылыу
861,versinken::V,enfonsar-se,батыу
862,vergehen::V,passar,үтеү
863,erscheinen::V,aparèixer,килеп сығыу
864,verschwinden::V,desaparèixer,юғалыу
865,sinken::V,baixar,түбәнәйеү
866,sinken::V,descendir,түбәнәйеү
867,abnehmen::V,decréixer,кәметеү
868,zunehmen::V,augmentar,артыу
869,steigen::V,pujar,күтәрелеү
870,wachsen::V,créixer,үҫеү
871,glänzen::V,brillar,ялтырау
872,glänzen::V,resplendir,ялтырау
873,funkeln::V,espurnejar,баҙлау
874,lärmen::V,fer soroll,шаулау
875,läuten::V,sonar,ҡағыу
876,klingeln::V,trucar,ҡағыу
877,klingeln::V,trucar,шылтыратыу
878,klirren::V,dringar,шылтыратыу
879,brausen::V,rugir,ҡотороноу
880,rauschen::V,murmurar,шыптырлау
881,klingen::V,sonar,яңғырау
882,bellen::V,lladrar,өрөү
883,heulen::V,udolar,олоу
884,blasen::V,bufar,өрөү
885,pfeifen::V,xiular,һызғырып ебәреү
886,schreien::V,cridar,ҡысҡырыу
887,stöhnen::V,gemegar,уңғырашыу
888,zittern::V,tremolar,ҡалтырау
889,leben::V,vīure,йәшәү
890,geboren werden::V,néixer,тыуыу
891,atmen::V,respirar,тын алыү
892,trinken::V,beure,эсеү
893,essen::V,menjar,ашау
894,schlucken::V,empassar-se,йотоу
895,müde werden::V,cansar-se,арыу
896,einschlafen::V,adormir-se,йоҡлап китеү
897,schlafen::V,dormir,йоҡлау
898,aufwachen::V,despertar-se,уяныу
899,aufstehen::V,llevar-se,тороу
900,sich erholen::V,descansar,ял итеү
901,krank werden::V,posar-se malalt,сирләү
902,krank sein::V,estar malalt,сирләү
903,schmerzen::V,doldre,ауыртыу
904,husten::V,tossir,йүтәлләү
905,genesen::V,recuperar-se,һауығыу
906,sterben::V,morir,үлеү
907,umkommen::V,perir,һәләк булыу
908,sich bewegen::V,moure's,хәрәкәт итеү
909,sich rühren::V,moure's,ҡуҙғалыу
910,sich erheben::V,aixecar-se,тороу
911,sich setzen::V,asseure's,ултырыу
912,hinfallen::V,caure's,ҡолау
913,laufen::V,caminar,йөрөү
914,schreiten::V,procedir,атлау
915,spazierengehen::V,passejar,ял итеп йороү
916,eilen::V,anar corrent,ашығыу
917,eilen::V,anar corrent,ҡабаланыу
918,sich beeilen::V,afanyar-se,ашығыу
919,sich beeilen::V,afanyar-se,ҡабаланыу
920,sausen::V,córrer,елеү
921,rennen::V,córrer,йүгеп йөрөү
922,springen::V,saltar,һикереү
923,klettern::V,escalar,үрмәләү
924,klettern::V,escalar,үрмәләп менеү
925,schaukeln::V,gronxar-se,сайҡалыу
926,schaukeln::V,balancejar-se,сайҡалыу
927,kriechen::V,reptar,шыуышыу
928,kriechen::V,arrossegar-se,шыуышыу
929,schwimmen::V,nadar,йоҙөү
930,tauchen::V,bussejar,сумыу
931,tauchen::V,submergir-se,сумыу
932,rudern::V,remar,ишеү
933,fahren::V,anar,йөрөү
934,fliegen::V,volar,осоу
935,gehen::V,caminar,барыу
936,weggehen::V,anar-se'n,китеү
937,abfahren::V,partir,сығыу
938,anhalten::V,aturar-se,тукталыу
939,hineingehen::V,entrar,инеү
940,eintreten::V,entrar,инеү
941,kommen::V,venir,килеү
942,ankommen::V,arribar,килеү
943,zurückkommen::V,tornar,ҡайтыу
944,bleiben::V,quedar-se,ҡалыу
945,warten::V,esperar,көтөп тороу
946,erwarten::V,esperar,көтөү
947,suchen::V,buscar,эҙләү
948,finden::V,trobar,табыу
949,versuchen::V,intentar,тырышып ҡарау
950,vorbereiten::V,preparar,әҙерләү
951,lieben::V,estimar,яратыу
952,mögen::V,agradar a,һөйөү
953,mögen::V,agradar a,яратыу
954,lachen::V,riure,көлөү
955,rühren::V,commoure,ҡағылыу
956,rühren::V,emocionar,ҡағылыу
957,weinen::V,plorar,илау
958,schimpfen::V,renyar,һүгенеү
959,schimpfen::V,renyar,тиргәнеү
960,schimpfen::V,renyar,һуҡраныу
961,sich ärgern::V,enfadar-se,асыуланыу
962,sich fürchten::V,tenir por,ҡурҡыу
963,fürchten::V,témer,ҡурҡыу
964,fliehen::V,fugir,ҡасыу
965,flüchten::V,refugiar-se,ҡасыу
966,sehen::V,veure,күреү
967,anschauen::V,mirar,ҡарау
968,ansehen::V,mirar,ҡарау
969,ansehen::V,mirar,тикшереү
970,hören::V,oir,ишетеү
971,zuhören::V,escoltar,тыңлау
972,probieren::V,provar,татыу
973,riechen::V,olorar,еҫкәү
974,fühlen::V,sentīr,тойоу
975,scheinen::V,semblar,кеүек күренеү
976,scheinen::V,semblar,тойолоу
977,zu sehen sein::V,poder-se veure,күренеү
978,vernehmen::V,percebre,ишетеү
979,frieren::V,tenir fred,туңыү
980,tun::V,fer,яһау
981,tun::V,fer,әшләү
982,können::V,poder,алыу
983,können::V,poder,мөмкин булыу
984,wollen::V,voler,теләү
985,anfangen::V,iniciar,башлау
986,beenden::V,acabar,бөтөрөү
987,beenden::V,acabar,тамамлау
988,aufhören::V,deixar,туктау
989,gelingen::V,sortir bé,уңышлы булыу
990,geraten::V,sortir,булып сығыу
991,öffnen::V,obrir,асыу
992,schließen::V,tancar,йомоу
993,stellen::V,posar,ҡуйыу
994,stellen::V,col·locar,ҡуйыу
995,setzen::V,assentar,урынлаштырыу
996,legen::V,posar,һалыу
997,berühren::V,tocar,тейеү
998,berühren::V,tocar,ҡағылыу
999,verbinden::V,unir,ҡушыу
1000,verbinden::V,unir,бәйләү
1001,verbinden::V,connectar,ҡушыу
1002,verbinden::V,connectar,бәйләү
1003,bedecken::V,tapar,ҡаплау
1004,bedecken::V,cobrir,ҡаплау
1005,aufhängen::V,penjar,элеү
1006,anzünden::V,encendre,тоҡандырыу
1007,aufheben::V,aixecar,мендереү
1008,zurücklassen::V,deixar,ҡалдырыу
1009,verlieren::V,pērdre,юғалтыу
1010,fallen lassen::V,deixar caure,төшөрөп ебәреү
1011,machen::V,fer,яһау
1012,machen::V,fer,эшләү
1013,herstellen::V,producir,эшләп сығарыу
1014,bauen::V,construir,төҙөү
1015,reparieren::V,reparar,төҙәтеү
1016,verbessern::V,millorar,яҡшыртыу
1017,ändern::V,canviar,үҙгәртеү
1018,graben::V,cavar,ҡаҙыу
1019,beugen::V,doblegar,бөгөү
1020,biegen::V,corbar,бөгөү
1021,biegen::V,arquejar,бөгөү
1022,drehen::V,girar,өйрөлтөү
1023,drehen::V,girar,әйләндереү
1024,wenden::V,girar,әйләндереү
1025,umdrehen::V,voltar,түңкәреү
1026,heben::V,pujar,күтәреү
1027,heben::V,pujar,мендереү
1028,heben::V,aixecar,күтәреү
1029,heben::V,aixecar,мендереү
1030,hochheben::V,aixecar,күтәреү
1031,ergreifen::V,agafar,тотоп алыу
1032,halten::V,mantenir,тотоу
1033,drücken::V,prémer,ҡыҫыу
1034,drücken::V,estrènyer,ҡыҫыу
1035,schieben::V,empènyer,этеү
1036,schieben::V,empènyer,төртөү
1037,kratzen::V,raspar,ҡырыу
1038,lecken::V,llepar,ялау
1039,beißen::V,mossegar,тешләү
1040,abreißen::V,arrencar,өҙөү
1041,abschneiden::V,tallar,ҡырҡыу
1042,binden::V,lligar,бәйләү
1043,stecken::V,ficar,ҡаҙау
1044,brechen::V,trencar,боҙоу
1045,klopfen::V,trucar,шаҡылдау
1046,hauen::V,picar,туҡмау
1047,hauen::V,colpejar,туҡмау
1048,kleben::V,enganxar,йәбештереү
1049,reiben::V,fregar,ыуыу
1050,reiben::V,fregar,ышҡыу
1051,streichen::V,untar,яғыу
1052,schleifen::V,afilar,үткерләү
1053,schleifen::V,esmolar,үткерләү
1054,schneiden::V,tallar,ҡырҡыу
1055,rütteln::V,sacsejar,һелкетеү
1056,schütteln::V,agitar,һелкетеү
1057,schütteln::V,sacsejar,һелкетеү
1058,schwenken::V,agitar,болғау
1059,schütten::V,abocar,ҡойоу
1060,füllen::V,omplir,тултырыу
1061,einwickeln::V,embolicar,төрөү
1062,tragen::V,dur,алып барыу
1063,tragen::V,portar,алып барыу
1064,schleppen::V,arrossegar,һөйрәү
1065,ziehen::V,tirar,тартыу
1066,ziehen::V,estirar,тартыу
1067,aufbewahren::V,conservar,һаҡлау
1068,werfen::V,llançar,ырғытыу
1069,fangen::V,agafar,тотоу
1070,fangen::V,atrapar,тотоу
1071,packen::V,engrapar,етеү
1072,packen::V,engrapar,тотоп алыу
1073,verstecken::V,amagar,йәшереү
1074,teilen::V,dividir,бүлеү
1075,schicken::V,enviar,ебәреү
1076,bringen::V,portar,килтереү
1077,hinzufügen::V,afegir,өтәү
1078,bekommen::V,obtenir,алыу
1079,erhalten::V,rebre,алыу
1080,nehmen::V,prendre,алыу
1081,wählen::V,triar,һайлаү
1082,wählen::V,elegir,һайлаү
1083,auswählen::V,escollir,һайлап алыу
1084,auswählen::V,seleccionar,һайлап алыу
1085,bewahren::V,conservar,һаҡлау
1086,behindern::V,impedir,тотҡарлыҡ яһау
1087,behindern::V,obstaculitzar,тотҡарлыҡ яһау
1088,verderben::V,espatllar,боҙоу
1089,beschädigen::V,danyar,боҙоу
1090,beschädigen::V,destrossar,боҙоу
1091,zerbrechen::V,trencar,ҡыйратыу
1092,zerreißen::V,estripar,йыртыу
1093,zerstören::V,destruir,емереү
1094,verbrennen::V,cremar,үртәү
1095,geben::V,donar,биреү
1096,reichen::V,passar,биреү
1097,schenken::V,regalar,бүләк итеү
1098,versprechen::V,prometre,вәғәҙә биреү
1099,wünschen::V,desitjar,теләу
1100,loben::V,elogiar,маҡтау
1101,küssen::V,fer un petó a,үбеү
1102,wiegen::V,bressolar,бәүетеү
1103,wiegen::V,bressolar,тирбәтеү
1104,zudecken::V,tapar,ҡаплау
1105,zudecken::V,cobrir,ҡаплау
1106,wecken::V,despertar,уятыу
1107,zeigen::V,mostrar,күрһәтеү
1108,zeigen::V,ensenyar,күрһәтеү
1109,führen::V,guiar,етәкләү
1110,führen::V,conduir,етәкләү
1111,lehren::V,ensenyar,уҡытыу
1112,lehren::V,ensenyar,өйрәтеү
1113,unterrichten::V,ensenyar,уҡытыу
1114,aufziehen::V,criar,тәрбиәле
1115,leiten::V,dirigir,етәкләү
1116,leiten::V,dirigir,етәкселек итеү
1117,antreiben::V,impel·lir,ашыҡтырыу
1118,lassen::V,fer,мәжбүр итеү
1119,einladen::V,invitar,саҡырыу
1120,einladen::V,convidar,саҡырыу
1121,vereinigen::V,unir,берләштереү
1122,besuchen::V,visitar,килеп сығыу
1123,besuchen::V,anar a veure,килеп сығыу
1124,treffen::V,trobar,тойоү
1125,treffen::V,trobar,осратыу
1126,treffen::V,trobar,ҡаршылау
1127,sich versammeln::V,reunir-se,йыйылыу
1128,spielen::V,jugar,тартыу
1129,singen::V,cantār,йырлау
1130,tanzen::V,ballar,бейеү
1131,sich trennen::V,separar-se,айырылышыу
1132,verlassen::V,deixar,ташлау
1133,verlassen::V,deixar,ташлап китеү
1134,verlassen::V,abandonar,ташлау
1135,verlassen::V,abandonar,ташлап китеү
1136,retten::V,salvar,ҡотҡарыу
1137,bewachen::V,vigilar,һаҡлау
1138,schützen::V,protegir,һаҡлау
1139,verteidigen::V,defensar,яҡлау
1140,sich schlagen::V,barallar-se,һуғышыу
1141,schießen::V,tirar,атыу
1142,schießen::V,disparar,атыу
1143,siegen::V,vèncer,еңеү
1144,ärgern::V,enfadar,асыуландырыу
1145,schlagen::V,pegar,бәреү
1146,schlagen::V,pegar,туҡмау
1147,schlagen::V,colpejar,бәреү
1148,schlagen::V,colpejar,туҡмау
1149,treten::V,donar un cop de peu a,тибеү
1150,treten::V,donar un cop de peu a,типкеләү
1151,stechen::V,punxar,сәнсеү
1152,stechen::V,apunyalar,сәнсеү
1153,stoßen::V,empènyer,этеү
1154,stoßen::V,empènyer,төртөү
1155,stehlen::V,robar,урлау
1156,stören::V,molestar,ҡамасаулау
1157,belästigen::V,importunar,бимазалау
1158,belästigen::V,importunar,ҡамасаулау
1159,verbergen::V,amagar,йәшереү
1160,verbergen::V,ocultar,йәшереү
1161,täuschen::V,enganyar,ултыртыу
1162,betrügen::V,estafar,алдау
1163,töten::V,matar,үлтереү
1164,wohnen::V,vīure,йәшәү
1165,wohnen::V,habitar,йәшәү
1166,arbeiten::V,treballar,эшләү
1167,sammeln::V,col·leccionar,йыйыу
1168,pflücken::V,collir,өҙөү
1169,jagen::V,caçar,аулау
1170,fischen::V,pescar,аулау
1171,fassen::V,atrapar,тотоу
1172,hüten::V,pasturar,көтөү
1173,treiben::V,arriar,ҡыуыу
1174,anbinden::V,lligar,бәйләү
1175,füttern::V,donar menjar a,ашатыу
1176,melken::V,munyir,һауыү
1177,hacken::V,picar,турау
1178,hacken::V,picar,тапау
1179,hacken::V,tallar,турау
1180,hacken::V,tallar,тапау
1181,gießen::V,regar,ҡойоу
1182,reifen::V,madurar,өлғөрөү
1183,zubereiten::V,preparar,бешереү
1184,kochen::V,coure,бешереү
1185,backen::V,coure al forn,бешереү
1186,braten::V,rostir,ҡурыу
1187,umrühren::V,remenar,ҡатнаштырыу
1188,stricken::V,tricotar,бәйләү
1189,stricken::V,fer punt de mitja,бәйләү
1190,nähen::V,cosir,тегеү
1191,färben::V,tenyir,буяу
1192,reinigen::V,netejar,таҙартыу
1193,waschen::V,rentār,йыуыу
1194,abwischen::V,eixugar,һөртөү
1195,spülen::V,esbandir,сайҡау
1196,fegen::V,escombrar,һепереү
1197,kehren::V,escombrar,һепереү
1198,baden::V,banyar-se,һыу инеү
1199,sich waschen::V,rentār-se,йыуыныу
1200,ausziehen::V,treure's,сисеү
1201,anziehen::V,posar-se,кейеү
1202,sich anziehen::V,vestir-se,кейенеү
1203,kämmen::V,pentinar,тарау
1204,schmücken::V,adornar,биҙәү
1205,sagen::V,dir,әйтеү
1206,sprechen::V,parlar,әйтеү
1207,sprechen::V,parlar,һөйләшеү
1208,reden::V,parlar,һөйләшеү
1209,sich unterhalten::V,conversar,әңгәмәләшеү
1210,fragen::V,preguntar,һорау
1211,bitten::V,demanar,үтенеү
1212,erzählen::V,contar,һөйләү
1213,erzählen::V,explicar,һөйләү
1214,mitteilen::V,comunicar,әйтеү
1215,nennen::V,nomenar,атау
1216,nennen::V,nomenar,исемләү
1217,rufen::V,cridar,саҡырыу
1218,prahlen::V,lloar-se,маҡтаныу
1219,prahlen::V,lloar-se,шапырыныу
1220,prahlen::V,jactar-se,маҡтаныу
1221,prahlen::V,jactar-se,шапырыныу
1222,übersetzen::V,traduir,тәржемә итеү
1223,denken::V,pensar,уйлау
1224,glauben::V,creure,ышаныу
1225,bemerken::V,notar,күреү
1226,erkennen::V,reconèixer,таныу
1227,begreifen::V,comprendre,аңлау
1228,verstehen::V,entendre,аңлау
1229,lernen::V,aprendre,өйрәнеү
1230,wissen::V,saber,белеү
1231,sich erinnern an::V,recordar,хәтергә алыу
1232,vergessen::V,oblidar,онотоу
1233,messen::V,mesurar,үлсәү
1234,zählen::V,comptar,һанау
1235,rechnen::V,calcular,һанау
1236,lesen::V,llegir,уҡыу
1237,malen::V,pintar,һүрәт яһау
1238,malen::V,pintar,рәсем төшөрөү
1239,zeichnen::V,dibuixar,һүрәт яһау
1240,zeichnen::V,dibuixar,рәсем төшөрөү
1241,schreiben::V,escrīure,яҙыу
1242,besitzen::V,posseir,биләү
1243,kaufen::V,comprar,һатып алыу
1244,verkaufen::V,vendre,һатыу
1245,bezahlen::V,pagar,түләү
1246,zahlen::V,pagar per,түләү
1247,beherrschen::V,dominar,биләү
1248,ertragen::V,aguantar,түҙеү
