,Concept_ID,mhr,zh
59,Schlaf::N,о́мо,睡眠
60,Traum::N,йӱдо́мо,梦
61,Himmel::N,кава́,天空
62,Sonne::N,ке́че,太阳
63,Mond::N,ты́лзе,月亮
64,Stern::N,шӱ́дыр,星
65,Luft::N,юж,空气
66,Wind::N,марде́ж,风
67,Welle::N,то́лкын,波
68,Wasser::N,вӱд,水
69,Stein::N,кӱ,石头
70,Boden::N,рок,地面
71,Erde::N,мла́нде,地
72,Staub::N,пура́к,灰尘
73,Rauch::N,шикш,烟
74,Funke::N,сеске́м,火花
75,Funke::N,тулйы́п,火花
76,Feuer::N,тул,火
77,Licht::N,со́то,光
78,Schatten::N,ӱ́мыл,影子
79,Wetter::N,иге́че,天气
80,Nebel::N,тӱтыра́,雾
81,Wolke::N,пыл,云
82,Regen::N,йӱр,雨
83,Schnee::N,лум,雪
84,Eis::N,ий,冰
85,Frost::N,чатлама́,霜冻
86,Kälte::N,йӱ́штӧ,寒冷
87,Hitze::N,шо́кшо,炎热
88,Raureif::N,пӧрш,霜
89,Raureif::N,по́кшым,霜
90,Regenbogen::N,шонанпы́л,虹
91,Donner::N,кӱ́дырчӧ,雷
92,Strömung::N,йо́гын,水流
93,Tropfen::N,чӱча́лтыш,滴
94,Schaum::N,шоҥ,泡沫
95,Schmutz::N,лавыра́,赃物
96,See::N,ер,湖
97,Sumpf::N,лӱ́кӧ,沼泽
98,Moor::N,куп,沼泽
99,Wiese::N,о́лык,草地
100,Wald::N,чодыра́,森林
101,Hügel::N,арка́,丘陵
102,Anhöhe::N,тӧва́,山丘
103,Anhöhe::N,кӱкшака́,山丘
104,Berg::N,ку́рык,山
105,Gipfel::N,чаҥга́,峰
106,Gipfel::N,курыкву́й,峰
107,Höhle::N,пеще́р,洞穴
108,Höhle::N,курыкпо́мыш,洞穴
109,Abhang::N,та́йыл,斜坡
110,Quelle::N,важ,泉
111,Quelle::N,вӱдшинча́,泉
112,Bach::N,изэҥе́р,溪
113,Fluss::N,эҥе́р,河流
114,Ufer::N,сер,岸
115,Küste::N,вӱдтӱ́р,海岸
116,Festland::N,мла́нде,大陆
117,Meer::N,те́ҥыз,海
118,Bucht::N,икса́,海湾
119,Insel::N,отро́,岛
120,Blume::N,пеле́дыш,花
121,Gras::N,шу́до,草
122,Wurzel::N,вож,根
123,Baum::N,пуше́ҥге,树
124,Stamm::N,йы́тыр,树干
125,Rinde::N,шӱм,树皮
126,Ast::N,укш,树枝
127,Zweig::N,торма́к,树枝
128,Blatt::N,лышта́ш,叶子
129,Birke::N,куэ́,桦木
130,Kiefer[Baum]::N,пӱ́нчӧ,松树
131,Weide[Baum]::N,уа́,柳树
132,Tanne::N,кож,冷杉
133,Horn::N,шур,角
134,Feder::N,пы́стыл,羽毛
135,Fell::N,кова́ште,皮毛
136,Flügel::N,шу́лдыр,翅膀
137,Klaue::N,кӱч,爪子
138,Kralle::N,ла́па,爪子
139,Kralle::N,копа́,爪子
140,Schwanz::N,поч,尾巴
141,Ei::N,му́но,蛋
142,Nest::N,пыжа́ш,巢
143,Bau::N,пыжа́ш,穴
144,Tier::N,я́нлык,动物
145,Tier::N,живо́тный,动物
146,Herde::N,кӱ́тӱ,群
147,Herde::N,тӱшка́,群
148,Kuh::N,ушка́л,母牛
149,Bulle::N,ӱ́шкыж,公牛
150,Pferd::N,и́мне,马
151,Schaf::N,шо́рык,羊
152,Schwein::N,сӧсна́,猪
153,Hund::N,пий,狗
154,Katze::N,пы́рыс,猫
155,Bär::N,маска́,熊
156,Eichhörnchen::N,ур,松鼠
157,Elch::N,шо́рдо,麋鹿
158,Fuchs::N,ры́выж,狐狸
159,Hase::N,мера́ҥ,兔子
160,Maus::N,коля́,老鼠
161,Wolf::N,пи́ре,狼
162,Vogel::N,ка́йык,鸟
163,Schwarm::N,каша́к,群
164,Huhn::N,чы́ве,鸡
165,Hahn::N,агыта́н,公鸡
166,Gans::N,ко́мбо,鹅
167,Adler::N,карагу́ш,鹰
168,Ente::N,лу́до,鸭
169,Eule::N,тумна́,猫头鹰
170,Kranich::N,турня́,鹤
171,Krähe::N,кора́к,乌鸦
172,Kuckuck::N,куку́,布谷鸟
173,Schwan::N,йӱ́ксӧ,天鹅
174,Fisch::N,кол,鱼
175,Barsch::N,ола́ҥге,鲈鱼
176,Hecht::N,нуж,狗鱼
177,Hecht::N,чорта́н,狗鱼
178,Schlange[Tier]::N,ки́шке,蛇
179,Wurm::N,шукш,蠕虫
180,Spinne::N,эҥыре́мыш,蜘蛛
181,Ameise::N,ку́тко,蚂蚁
182,Laus::N,тий,虱子
183,Mücke::N,шыҥа́,蚊子
184,Fliege::N,ка́рме,苍蝇
185,Schmetterling::N,лы́ве,蝴蝶
186,Beere::N,мӧр,将果
187,Apfel::N,олма́,苹果
188,Pilz::N,по́ҥго,蘑菇
189,Zwiebel::N,шога́н,洋葱
190,Saat::N,нӧ́шмӧ,种子
191,Saat::N,туш,种子
192,Korn::N,шу́рно,谷粒
193,Heu::N,шу́до,干草
194,Schale::N,шӱм,壳
195,Grube::N,выне́м,坑
196,Falle::N,лӧ́дӧ,圈套
197,Schlinge::N,о́птыш,活扣
198,Schlinge::N,шӧрга́лтыш,活扣
199,Spur::N,кыша́,踪迹
200,Asche::N,ло́мыж,灰烬
201,Dreck::N,лавыра́,污垢
202,Eisen::N,кӱ́ртньӧ,铁
203,Gold::N,шӧ́ртньӧ,金子
204,Silber::N,ший,银
205,Kohle::N,мландышӱ́й,煤
206,Glas::N,янда́,玻璃
207,Lehm::N,шун,粘土
208,Sand::N,ошма́,沙
209,Mensch::N,еҥ,人
210,Mensch::N,айде́ме,人
211,Mann::N,пӧръе́ҥ,男子
212,Frau::N,ӱдырама́ш,妇女
213,Kind::N,аза́,小孩
214,Junge::N,рве́зе,男孩
215,Mädchen::N,ӱдыра́ш,女孩
216,Familie::N,еш,家庭
217,Großvater::N,коча́,祖父
218,Großmutter::N,кова́,祖母
219,Eltern::N,ача́-ава́,父母
220,Vater::N,ача́,父亲
221,Mutter::N,ава́,母亲
222,Sohn::N,э́рге,儿子
223,Tochter::N,ӱ́дыр,女儿
224,Bruder::N,иза́,兄弟
225,Bruder::N,шо́льо,兄弟
226,Schwester::N,ака́,姐妹
227,Onkel::N,иза́,伯父
228,Tante::N,кока́,阿姨
229,Ehemann::N,мари́й,丈夫
230,Ehefrau::N,ва́те,妻子
231,Freude::N,куа́н,愉快
232,Freude::N,куаныма́ш,愉快
233,Gelächter::N,во́штылтыш,大笑
234,Glück::N,пиа́л,运气
235,Kummer::N,о́йго,苦恼
236,Wunsch::N,ку́мыл,愿望
237,Lust::N,ку́мыл,乐趣
238,Geist::N,ӧрт,精神
239,Geist::N,чон,精神
240,Gedanke::N,ой,思想
241,Gedanke::N,шоныма́ш,思想
242,Gedächtnis::N,шарныма́ш,记性
243,Verstand::N,уш,理智
244,Sinn::N,смысл,感觉
245,Grund::N,ама́л,理由
246,Wahrheit::N,чын,真理
247,Gespräch::N,мутланыма́ш,谈话
248,Märchen::N,йома́к,童话
249,Erzählung::N,ойлыма́ш,故事
250,Nachricht::N,увертарыма́ш,消息
251,Neuigkeit::N,уве́р,新闻
252,Name::N,лӱм,名字
253,Rätsel::N,ту́што,谜语
254,Rede::N,ойлыма́ш,讲话
255,Sprache::N,йы́лме,语言
256,Stimme::N,йӱк,声音
257,Wort::N,ой,词
258,Wort::N,мут,词
259,Zeichen::N,ти́ште,标记
260,Zeichen::N,знак,标记
261,Ruf::N,ӱжма́ш,呼喊
262,Lärm::N,лӱшкыма́ш,噪音
263,Lärm::N,йӱк-йӱа́н,噪音
264,Laut::N,йӱк,响声
265,Ton::N,йӱксе́м,声音
266,Lied::N,му́ро,歌曲
267,Ruhe::N,ты́мык,安静
268,Leute::N,еҥ-влак,人们
269,Volk::N,ка́лык,人民
270,Arbeit::N,паша́,劳动
271,Gast::N,уна́,客人
272,Geschenk::N,пӧле́к,礼物
273,Spiel::N,мо́дыш,游戏
274,Spiel::N,модма́ш,游戏
275,Gesellschaft::N,тӱшка́,陪同
276,Hilfe::N,по́лыш,帮助
277,Freund::N,таҥ,朋友
278,Freund::N,йолта́ш,朋友
279,Kamerad::N,таҥ,同志
280,Angelegenheit::N,паша́,事情
281,Anzahl::N,чот,数目
282,Art::N,вид,种类
283,Stück::N,ка́тыш,块
284,Stück::N,ла́стык,块
285,Teil::N,ужа́ш,部分
286,Hälfte::N,пел,一半
287,Hälfte::N,пе́ле,一半
288,Kreis::N,ты́ртыш,圆
289,Kreuz::N,ыре́с,十字架
290,Linie::N,ли́ний,线条
291,Strich::N,коре́ш,划
292,Abstand::N,кокла́,距离
293,Entfernung::N,тора́,距离
294,Entfernung::N,ку́жыт,距离
295,Gegend::N,кунде́м,地区
296,Platz::N,ку́мдык,场所
297,Ort::N,вер,地点
298,Ort::N,о́лмо,地点
299,Seite::N,ӧ́рдыж,面
300,Mitte::N,покше́л,中间
301,Gegenstand::N,наста́,物品
302,Sache::N,наста́,物
303,Rand::N,тӱр,边
304,Kante::N,тӱр,棱
305,Ecke::N,лук,角
306,Spitze::N,вуй,尖
307,Ende::N,муча́ш,结尾
308,Loch::N,рож,洞
309,Winkel::N,лук,角度
310,Muster::N,пеза́к,模型
311,Muster::N,узо́р,模型
312,Muster::N,ӱ́лгӧ,模型
313,Größe::N,кӱ́кшыт,大小
314,Länge::N,ку́тыш,长度
315,Höhe::N,кӱ́кшыт,高度
316,Gewicht::N,не́лыт,重量
317,Menge::N,чот,数量
318,Haufen::N,кы́шыл,堆
319,Reihe::N,рада́м,行
320,Boot::N,пуш,小船
321,Ruder::N,эшка́к,奖
322,Schlitten::N,тер,雪橇
323,Schlitten::N,изде́р,雪橇
324,Ski::N,е́че,雪板
325,Lagerfeuer::N,туло́то,营火
326,Last::N,нӧ́лтыш,负担
327,Gang::N,ошкылма́ш,行走
328,Schritt::N,о́шкыл,步伐
329,Norden::N,йӱдйыма́л,北
330,Süden::N,кечывалве́л,南
331,Westen::N,касве́л,西
332,Osten::N,эрве́л,东
333,Holz::N,пу,木材
334,Brett::N,оҥа́,木板
335,Platte::N,аста́р,平板
336,Stütze::N,чара́к,支架
337,Stange::N,лома́ш,杆
338,Stock::N,тоя́,棒
339,Stab::N,вара́,棍
340,Stab::N,кашта́,棍
341,Rohr::N,пуч,管子
342,Haus::N,пӧрт,房屋
343,Heim::N,мӧ́ҥгӧ,家
344,Ofen::N,комака́,炉子
345,Fußboden::N,кӱва́р,地板
346,Tisch::N,ӱсте́л,桌子
347,Stuhl::N,пӱке́н,椅子
348,Wiege::N,шепка́,摇蓝
349,Bett::N,ва́кшыш,床
350,Regal::N,шӧ́рлык,架子
351,Kiste::N,шо́ндык,箱子
352,Kiste::N,я́шлык,箱子
353,Fenster::N,окна́,窗户
354,Tür::N,омса́,门
355,Tor::N,капка́,大门
356,Zaun::N,сава́р,篱笆
357,Dach::N,леве́дыш,屋顶
358,Leiter::N,тошка́лтыш,梯子
359,Besen::N,ӱштерво́штыр,扫帚
360,Spaten::N,ко́льмо,铁锹
361,Schaufel::N,сово́к,铁锹
362,Schaufel::N,су́ско,铁锹
363,Gabel::N,ви́лке,叉
364,Löffel::N,па́не,食匙
365,Löffel::N,совла́,食匙
366,Messer::N,кӱ́зӧ,刀
367,Nagel::N,пуда́,钉子
368,Netz::N,вапш,网
369,Haken::N,са́гыле,钩子
370,Griff::N,кыл,把柄
371,Schloss::N,кӧгӧ́н,锁
372,Bild::N,сӱре́т,图画
373,Figur::N,фигу́р,人像
374,Puppe::N,курча́к,娃娃
375,Beutel::N,меша́к,袋子
376,Bündel::N,арша́ш,捆
377,Tasche::N,сумка́,手提包
378,Eimer::N,ведра́,桶
379,Deckel::N,ко́мдыш,盖子
380,Geschirr::N,а́те,餐具
381,Sack::N,куль,袋子
382,Sack::N,меша́к,袋子
383,Tasse::N,чу́кыр,杯子
384,Tasse::N,чашка́,杯子
385,Topf::N,ми́ске,锅
386,Kessel::N,под,水壶
387,Essen::N,ко́чкыш,进餐
388,Nahrung::N,ку́рго,食物
389,Speise::N,ко́чкыш,菜肴
390,Fleisch::N,шыл,肉
391,Getreide::N,шу́рно,谷物
392,Brei::N,пу́чымыш,粥
393,Brot::N,ки́нде,面包
394,Scheibe::N,ка́тыш,片
395,Fett::N,коя́,脂肪
396,Butter::N,ӱй,黄油
397,Öl::N,ӱй,油
398,Salz::N,шинча́л,盐
399,Suppe::N,шӱр,汤
400,Honig::N,мӱй,蜂蜜
401,Milch::N,шӧр,奶
402,Tee::N,чай,茶
403,Leder::N,сура́н,皮革
404,Leder::N,шӱ́штӧ,皮革
405,Wolle::N,пун,毛线
406,Stoff::N,куэ́м,织物
407,Stoff::N,посто́,织物
408,Nadel::N,и́ме,针
409,Faden::N,шӱ́ртӧ,线
410,Knopf::N,по́лдыш,纽扣
411,Knoten::N,пышке́м,结
412,Farbe::N,чия́,颜色
413,Kleidung::N,чие́м,衣服
414,Kleidung::N,вурге́м,衣服
415,Hemd::N,ту́выр,衬衫
416,Kragen::N,сога́,领子
417,Ärmel::N,шокш,袖子
418,Hose::N,йола́ш,裤子
419,Gürtel::N,ӱ́штӧ,腰带
420,Mütze::N,упш,帽子
421,Schuh::N,боти́нке,鞋
422,Stiefel::N,кем,靴子
423,Ring::N,шерга́ш,戒指
424,Band::N,тасма́,带子
425,Band::N,ле́нте,带子
426,Kamm::N,шерге́,梳子
427,Spiegel::N,вошто́нчыш,镜子
428,Riemen::N,кӱзанӱ́штӧ,皮带
429,Schnur::N,кере́м,绳子
430,Schnur::N,кандыра́,绳子
431,Leine::N,вӱра́ҥ,皮带
432,Decke::N,леве́дыш,被子
433,Decke::N,одея́л,被子
434,Kissen::N,кӱ́пчык,软垫
435,Tuch::N,шо́выч,巾
436,Handtuch::N,со́лык,手巾
437,Kraft::N,вий,力
438,Kraft::N,куа́т,力
439,Stärke::N,куа́т,力量
440,Stärke::N,карма́н,力量
441,Gesundheit::N,таза́лык,健康
442,Krankheit::N,чер,病
443,Schmerz::N,ко́рштыш,痛
444,Wunde::N,су́сыр,伤口
445,Fieber::N,йӱштыму́ж,发烧
446,Fieber::N,лихора́дке,发烧
447,Arznei::N,эм,药
448,Brücke::N,кӱва́р,桥
449,Brunnen::N,вӱдвыне́м,井
450,Weide::N,нурше́р,牧场
451,Pfad::N,йолго́рно,小路
452,Pfad::N,сокма́к,小路
453,Weg::N,ко́рно,路
454,Straße::N,ко́рно,街
455,Dorf::N,ял,村庄
456,Stadt::N,ола́,城市
457,Brief::N,се́рыш,信
458,Buch::N,книга́,书
459,Buchstabe::N,буква́,字母
460,Zeitung::N,газе́т,报纸
461,Leben::N,и́лыш,生命
462,Tod::N,колыма́ш,死亡
463,Grab::N,шӱга́р,坟墓
464,Kirche::N,че́рке,教堂
465,Sünde::N,су́лык,罪
466,Gott::N,ю́мо,上帝
467,Arbeiter::N,паша́зе,工人
468,Chef::N,тӧра́,上司
469,Meister::N,маста́р,师傅
470,Arzt::N,врач,医生
471,Lehrer::N,ту́ныктышо,教师
472,Geld::N,окса́,钱
473,Geschäft::N,сатулыма́ш,交易
474,Laden::N,ке́выт,商店
475,Preis::N,ак,价格
476,Ware::N,сату́,商品
477,Nutzen::N,пайда́,好处
478,Reichtum::N,поя́нлык,财富
479,Welt::N,тӱня́,世界
480,Land::N,эл,国家
481,Staat::N,кугыжа́ныш,国家
482,König::N,кугыжа́,国王
483,Macht::N,власть,权力
484,Grenze::N,грани́ца,边界
485,Krieg::N,сар,战争
486,Feind::N,тушма́н,敌人
487,Gewalt::N,виешлыма́ш,暴力
488,Kampf::N,кредалма́ш,战斗
489,Bogen[Waffe]::N,юҥе́ж,弓
490,Pfeil::N,пикш,箭
491,Gewehr::N,пыча́л,枪
492,Fehler::N,йо́ҥылыш,错误
493,Lüge::N,шоя́к,谎话
494,Schaden::N,зия́н,损失
495,Unglück::N,эҥге́к,不幸
496,Schuld::N,тита́к,过错
497,Schuld::N,йола́,过错
498,Alter::N,ийго́т,年龄
499,Schluss::N,муча́ш,结束
500,Zeit::N,жап,时间
501,Zeit::N,па́гыт,时间
502,Tag::N,ке́че,天
503,Morgen::N,эр,早晨
504,Mittag::N,кечыва́л,中午
505,Abend::N,кас,晚上
506,Nacht::N,йӱд,夜
507,Woche::N,арня́,星期
508,Monat::N,ты́лзе,月
509,Jahr::N,ий,年
510,Frühling::N,шо́шо,春天
511,Sommer::N,кеҥе́ж,夏天
512,Herbst::N,шы́же,秋天
513,Winter::N,те́ле,冬天
514,Januar::N,шоркыйол,一月
515,Januar::N,идалыкву́й,一月
516,Januar::N,янва́рь,一月
517,Februar::N,пургыж,二月
518,Februar::N,февра́ль,二月
519,März::N,ӱярня,三月
520,März::N,март,三月
521,April::N,апре́ль,四月
522,Mai::N,ага,五月
523,Mai::N,май,五月
524,Juni::N,пеледыш,六月
525,Juni::N,ию́нь,六月
526,Juli::N,сӱрем,七月
527,Juli::N,ию́ль,七月
528,August::N,сорла,八月
529,August::N,агарма́н,八月
530,August::N,а́вгуст,八月
531,September::N,идым,九月
532,September::N,сентя́брь,九月
533,Oktober::N,шыжа,十月
534,Oktober::N,октя́брь,十月
535,November::N,кылме тылзе,十一月
536,November::N,ноя́брь,十一月
537,Dezember::N,дека́брь,十二月
538,Montag::N,шо́чмо,星期一
539,Dienstag::N,ку́шкыжмо,星期二
540,Mittwoch::N,вӱрге́че,星期三
541,Donnerstag::N,изарня́,星期四
542,Freitag::N,кугарня́,星期五
543,Samstag::N,шуматке́че,星期六
544,Sonntag::N,рушарня́,星期日
545,groß::A,кугу́,大
546,klein::A,изи́,小
547,lang::A,кужу́,长
548,kurz::A,кӱ́чык,短
549,breit::A,кумда́,宽
550,schmal::A,а́ҥысыр,细长的
551,dicht::A,ну́гыдо,密
552,dick[Gegenstand]::A,кӱ́жгӧ,厚
553,dünn::A,ви́чкыж,薄
554,fein::A,ты́гыде,细小
555,fest::A,чо́ткыдо,固体
556,flach::A,лапка́,平坦
557,glatt::A,яклака́,光滑
558,hart::A,пе́ҥгыде,硬
559,weich::A,пу́шкыдо,软
560,rund::A,йырге́шке,圆
561,spitz::A,коша́р,尖
562,scharf::A,пӱ́сӧ,锋利
563,stumpf::A,токма́к,钝
564,schwer::A,не́ле,重
565,schön::A,сы́лне,美丽
566,heiß::A,шо́кшо,烫
567,warm::A,ле́ве,暖和
568,kalt::A,йӱ́штӧ,冷
569,kühl::A,юа́лге,凉
570,kühl::A,южгата́,凉
571,frisch::A,свежа́,新鲜
572,feucht::A,вӱ́дыжгӧ,潮湿
573,nass::A,нӧ́рӧ,湿
574,trocken::A,ку́кшо,干
575,voll::A,тич,满
576,leer::A,яра́,空
577,offen::A,виш,敞开
578,geschlossen::A,пе́тырыме,关闭
579,geschlossen::A,тӱ́чмӧ,关闭
580,sauber::A,ару́,干净
581,sauber::A,янда́р,干净
582,schmutzig::A,лавыра́н,肮脏
583,schmutzig::A,ла́выргыше,肮脏
584,roh::A,кӱ́чымӧ,生
585,reif::A,лӧза́,成熟
586,lecker::A,ту́тло,好吃
587,süß::A,ше́ре,甜
588,bitter::A,ко́чо,苦
589,sauer::A,шо́по,酸
590,hell::A,во́лгыдо,亮
591,dunkel::A,пычке́мыш,阴暗
592,schwarz::A,шола́,黑
593,weiß::A,ош,白
594,rot::A,йошка́р,红
595,gelb::A,сар,黄
596,blau::A,ка́нде,蓝
597,grün::A,ужа́р,绿
598,grau::A,сур,灰色
599,bunt::A,олача́,五彩
600,billig::A,шу́лдо,便宜
601,teuer::A,ше́рге,贵
602,wertvoll::A,шергака́н,贵重
603,blind::A,со́кыр,瞎
604,taub::A,соҥгыра́,聋
605,kräftig::A,куа́тле,强壮
606,stark::A,вия́н,强壮
607,schwach::A,а́лдыме,弱
608,fett::A,коя́,胖
609,schlank::A,йоштката́,苗条
610,schlank::A,яжу́,苗条
611,hübsch::A,чеве́р,漂亮
612,böse::A,шы́де,邪恶
613,dumm::A,аҥыра́,笨
614,faul::A,його,懒惰
615,fleißig::A,ты́ршыше,勤奋
616,geizig::A,чаҥга́,吝啬
617,klug::A,уша́н,聪明
618,geschickt::A,уста́,灵巧
619,lieb::A,ала́л,可爱
620,lustig::A,весела́,快乐
621,sanft::A,ны́жылге,柔和
622,hungrig::A,шу́жышо,饥饿
623,krank::A,че́рле,患病
624,nackt::A,чарама́т,裸体
625,traurig::A,ойга́н,悲哀
626,lebendig::A,и́лыше,活
627,gut::A,сай,好
628,schlecht::A,уда́,坏
629,schlecht::A,шӱ́кшӧ,坏
630,richtig::A,чы́нле,正确
631,schlimm::A,аля́к,糟糕
632,schlimm::A,тыра́н,糟糕
633,wahr::A,чы́нле,真
634,wahr::A,настоя́щий,真
635,alt::A,то́што,旧
636,neu::A,у,新
637,ehemalig::A,о́нчычсо,以前
638,ehemalig::A,онда́кысе,以前
639,alt[Lebewesen]::A,шо́нто,老
640,jung::A,са́мырык,年轻
641,arm::A,нужна́,贫穷
642,reich::A,поя́н,富裕
643,bekannt::A,па́лыме,出名
644,berühmt::A,лӱ́млӧ,著名
645,fremd::A,йот,陌生
646,verschieden::A,тӱ́рлӧ,不同
647,nah::A,ли́шыл,近
648,fern::A,тора́,遥远
649,fern::A,мӱ́ндыр,遥远
650,linker::A,шола́,左
651,rechter::A,пурла́,右
652,anderer::A,вес,别的
653,anderer::A,мо́ло,别的
654,erster::A,и́кымше,第一
655,zweiter::A,ко́кымшо,第二
656,dritter::A,ку́мшо,第三
657,letzter::A,пыта́ртыш,最后
658,allein::ADV,шкет,单独
659,auf einmal::ADV,икана́ште,同时
660,zusammen::ADV,пырля́,一起
661,lange::ADV,кужу́н,许久
662,plötzlich::ADV,кенета́,忽然
663,sofort::ADV,кызыта́к,立刻
664,später::ADV,варара́к,以后
665,jetzt::ADV,ы́нде,现在
666,jetzt::ADV,кы́зыт,现在
667,heute::ADV,та́че,今天
668,morgen::ADV,эрла́,明天
669,bald::ADV,вашке́,即将
670,dann::ADV,вара́,然后
671,gestern::ADV,теҥге́че,昨天
672,einst::ADV,икана́,曾经
673,damals::ADV,туна́м,当时
674,danach::ADV,вара́,随后
675,vorher::ADV,о́нчыч,事先
676,zuerst::ADV,онда́к,首先
677,einmal::ADV,икана́,一次
678,manchmal::ADV,ка́шын,有时
679,manchmal::ADV,кокла́н,有时
680,oft::ADV,чӱ́чкыдын,时常
681,immer::ADV,эре́,总是
682,immer::ADV,ту́тыш,总是
683,niemals::ADV,ок нигуна́м,从未
684,hier::ADV,ты́ште,这里
685,hierhin::ADV,ты́шке,到这里
686,hierhin::ADV,тыш,到这里
687,von hier::ADV,тыше́ч,由此
688,von hier::ADV,тыве́ч,由此
689,dort::ADV,ту́што,那里
690,dorthin::ADV,туш,到那里
691,dorthin::ADV,ту́шко,到那里
692,geradeaus::ADV,вик,一直往前
693,vorwärts::ADV,о́нчыко,向前
694,rückwärts::ADV,шеҥге́к,向后
695,zurück::ADV,мӧҥге́ш,退后
696,unten::ADV,ӱ́лнӧ,下面
697,unten::ADV,йыма́лне,下面
698,hinab::ADV,йыма́к,向下
699,oben::ADV,кӱ́шнӧ,上面
700,oben::ADV,ӱмба́лне,上面
701,hinauf::ADV,кӱ́ш,向上
702,hinauf::ADV,кӱ́шкӧ,向上
703,überall::ADV,чыла́ вере́,到处
704,nicht::ADV,ок,不
705,nicht::ADV,о́геш,不
706,ein wenig::ADV,изи́ш,一点儿
707,kaum::ADV,пыкше́,几乎不
708,sehr::ADV,чот,很
709,so::ADV,тыге́,如此
710,noch::ADV,а́ле,还
711,nur::ADV,гына́,只
712,schon::ADV,ы́нде,已经
713,wieder::ADV,ада́к,又
714,vergebens::ADV,ара́м,
715,vor::PRP,о́нчыч,在...面前
716,hinter::PRP,шеҥге́лне,在...背后
717,unter::PRP,йыма́лне,在...下面
718,durch::PRP,вошт,穿过
719,neben::PRP,вокте́н,在...旁
720,zwischen::PRP,кокла́ште,在...之间
721,wegen::PRP,верч,由于
722,dies::PRN,ти́де,这
723,das::PRN,са́де,那
724,alles::PRN,чыла́,一切
725,ich::PRN,мый,我
726,du::PRN,тый,你
727,er::PRN,ту́до,他
728,wir::PRN,ме,我们
729,ihr::PRN,те,你们
730,sie::PRN,ну́но,她
731,was::FPRN,мо,什么
732,wer::FPRN,кӧ,谁
733,wo::FADV,куша́н,哪里
734,wohin::FADV,куш,去哪里
735,wohin::FADV,ку́шко,去哪里
736,wie::FADV,кузе́,怎么
737,warum::FADV,мо,为什么
738,warum::FADV,мола́н,为什么
739,wieviel::FNUM,куна́р,多少
740,eins::NUM,ик,一
741,zwei::NUM,ко́кыт,二
742,drei::NUM,кум,三
743,vier::NUM,ныл,四
744,fünf::NUM,вич,五
745,sechs::NUM,куд,六
746,sieben::NUM,шым,七
747,acht::NUM,канда́ш,八
748,neun::NUM,инде́ш,九
749,zehn::NUM,лу,十
750,elf::NUM,лати́к,十一
751,zwölf::NUM,латко́к,十二
752,zwanzig::NUM,ко́ло,二十
753,dreißig::NUM,ку́мло,三十
754,vierzig::NUM,ны́лле,四十
755,fünfzig::NUM,ви́тле,五十
756,sechzig::NUM,ку́дло,六十
757,siebzig::NUM,шы́мле,七十
758,achtzig::NUM,канда́шле,八十
759,neunzig::NUM,инде́шле,九十
760,hundert::NUM,шӱ́дӧ,百
761,tausend::NUM,тӱже́м,千
762,und::CNJ,да,和
763,und::CNJ,ден,和
764,oder::CNJ,я,或者
765,oder::CNJ,а́ле,或者
766,stehen::V,шога́ш,站
767,sitzen::V,шинча́ш,坐
