,Concept_ID,et,hr
850,danach::ADV,seejärel,poslije
851,danach::ADV,seejärel,nakon toga
852,vorher::ADV,enne,prije
853,vorher::ADV,enne,prije toga
854,zuerst::ADV,enne,prvo
855,zuerst::ADV,enne,najprije
856,zuerst::ADV,esmalt,prvo
857,zuerst::ADV,esmalt,najprije
858,einmal::ADV,kord,jednom
859,einmal::ADV,kord,jedanput
860,einmal::ADV,üks kord,jednom
861,einmal::ADV,üks kord,jedanput
862,manchmal::ADV,mõnikord,katkad
863,manchmal::ADV,mõnikord,katkada
864,oft::ADV,tihti,često
865,oft::ADV,sageli,često
866,immer::ADV,ikka,vazda
867,immer::ADV,ikka,uvijek
868,immer::ADV,alati,vazda
869,immer::ADV,alati,uvijek
870,niemals::ADV,mitte kunagi,nikad
871,niemals::ADV,mitte kunagi,nikada
872,hier::ADV,siin,tu
873,hier::ADV,siin,ovdje
874,hierhin::ADV,siia,amo
875,hierhin::ADV,siia,ovamo
876,von hier::ADV,siit,odavde
877,dort::ADV,seal,ondje
878,dorthin::ADV,sinna,onamo
879,geradeaus::ADV,otse edasi,ravno
880,vorwärts::ADV,edasi,naprijed
881,rückwärts::ADV,tagurpidi,natrag
882,zurück::ADV,tagasi,nazad
883,zurück::ADV,tagasi,natrag
884,unten::ADV,all,dolje
885,unten::ADV,allpool,dolje
886,hinab::ADV,alla,nizbrdo
887,oben::ADV,ülal,gore
888,hinauf::ADV,üles,uzbrdo
889,überall::ADV,kõikjal,svuda
890,überall::ADV,kõikjal,svagdje
891,nicht::ADV,ei,ne
892,nicht::ADV,mitte,ne
893,ein wenig::ADV,veidi,malo
894,ein wenig::ADV,natuke,malo
895,kaum::ADV,vaevalt,tek
896,kaum::ADV,vaevalt,jedva
897,sehr::ADV,väga,jako
898,sehr::ADV,väga,veoma
899,so::ADV,nii,tako
900,so::ADV,nii,ovako
901,noch::ADV,veel,još
902,nur::ADV,ainult,samo
903,schon::ADV,juba,već
904,wieder::ADV,jälle,opet
905,wieder::ADV,jälle,ponovo
906,vergebens::ADV,asjata,uzalud
907,vergebens::ADV,asjata,zabadava
908,vor::PRP,ees,pred
909,vor::PRP,ees,ispred
910,hinter::PRP,taha,za
911,hinter::PRP,taha,iza
912,unter::PRP,all,pod
913,unter::PRP,all,ispod
914,durch::PRP,läbi,po
915,durch::PRP,läbi,kroz
916,durch::PRP,kaudu,po
917,durch::PRP,kaudu,kroz
918,neben::PRP,kõrval,kraj
919,neben::PRP,kõrval,pored
920,neben::PRP,kõrval,pokraj
921,zwischen::PRP,vahel,među
922,zwischen::PRP,vahel,između
923,wegen::PRP,tõttu,radi
924,wegen::PRP,tõttu,zbog
925,wegen::PRP,pärast,radi
926,wegen::PRP,pärast,zbog
927,dies::PRN,see,ovo
928,das::PRN,see,to
929,das::PRN,see,ono
930,alles::PRN,kõik,sve
931,ich::PRN,mina,ja
932,du::PRN,sina,ti
933,er::PRN,tema,on
934,wir::PRN,me,mi
935,ihr::PRN,te,vi
936,sie::PRN,nad,oni
937,was::FPRN,mis,što
938,wer::FPRN,kes,tko
939,wo::FADV,kus,gdje
940,wohin::FADV,kuhu,kuda
941,wohin::FADV,kuhu,kamo
942,wie::FADV,kuidas,kako
943,warum::FADV,miks,zašto
944,wieviel::FNUM,mitu,koliko
945,wieviel::FNUM,kui palju,koliko
946,eins::NUM,üks,jedan
947,zwei::NUM,kaks,dva
948,drei::NUM,kolm,tri
949,vier::NUM,neli,četiri
950,fünf::NUM,viis,pet
951,sechs::NUM,kuus,šest
952,sieben::NUM,seitse,sedam
953,acht::NUM,kaheksa,osam
954,neun::NUM,üheksa,devet
955,zehn::NUM,kümme,deset
956,elf::NUM,üksteist,jedanaest
957,zwölf::NUM,kaksteist,dvanaest
958,zwanzig::NUM,kakskümmend,dvadeset
959,dreißig::NUM,kolmkümmend,trideset
960,vierzig::NUM,nelikümmend,četrdeset
961,fünfzig::NUM,viiskümmend,pedeset
962,sechzig::NUM,kuuskümmend,šezdeset
963,siebzig::NUM,seitsekümmend,sedamdeset
964,achtzig::NUM,kaheksakümmend,osamdeset
965,neunzig::NUM,üheksakümmend,devetdeset
966,hundert::NUM,sada,sto
967,tausend::NUM,tuhat,tisuća
968,und::CNJ,ja,i
969,und::CNJ,ja,te
970,oder::CNJ,või,ili
971,stehen::V,seisma,stajati
972,sitzen::V,istuma,sjediti
973,liegen::V,lamama,ležati
974,hängen::V,rippuma,visiti
975,werden::V,saama,postati
976,werden::V,saama,činiti se
977,werden::V,hakkama,postati
978,werden::V,hakkama,činiti se
979,passieren::V,juhtuma,desiti se
980,passieren::V,juhtuma,dogoditi se
981,beginnen::V,algama,početi
982,beginnen::V,hakkama,početi
983,enden::V,lõppema,prestati
984,enden::V,lõppema,svršiti se
985,wechseln::V,vahelduma,mijenjati se
986,aufgehen[Sonne]::V,tõusma,izići
987,untergehen[Sonne]::V,loojuma,zaći
988,scheinen[Sonne]::V,paistma,sijati
989,donnern::V,kõmisema,grmjeti
990,wehen::V,puhuma,duhati
991,strömen::V,voolama,strujati
992,fließen::V,voolama,teći
993,sich drehen::V,pöörduma,obrtati se
994,sich drehen::V,pöörduma,vrtjeti se
995,schwanken::V,kõikuma,teturati
996,schwanken::V,kõikuma,kolebati se
997,schwingen::V,võnkuma,njihati
998,schwingen::V,võnkuma,titrati
999,fallen::V,langema,padati
1000,brennen::V,põlema,gorjeti
1001,rauchen::V,suitsema,dimiti se
1002,regnen::V,sadama,kišiti
1003,regnen::V,sadama,daždjeti
1004,gefrieren::V,kinni külmuma,smrznuti se
1005,tauen::V,sulama,kopnjeti
1006,tauen::V,sulama,kraviti se
1007,schmelzen::V,sulama,topiti se
1008,trocknen::V,kuivama,sušiti se
1009,sieden::V,keema,kipjeti
1010,sieden::V,keema,ključati
1011,faulen::V,mädanema,gnjiti
1012,verfaulen::V,mädanema,sagnjiti
1013,reißen::V,rebenema,otrgnuti se
1014,versinken::V,uppuma,tonuti
1015,versinken::V,uppuma,propasti
1016,vergehen::V,mööduma,prolaziti
1017,erscheinen::V,ilmuma,pojaviti se
1018,verschwinden::V,kaduma,nestati
1019,verschwinden::V,kaduma,izgubiti se
1020,sinken::V,vajuma,trgnuti
1021,sinken::V,vajuma,spustiti se
1022,sinken::V,langema,trgnuti
1023,sinken::V,langema,spustiti se
1024,abnehmen::V,vähenema,opasti
1025,abnehmen::V,kahenema,opasti
1026,zunehmen::V,kasvama,povećati se
1027,steigen::V,tõusma,uzići
1028,steigen::V,tõusma,nadoći
1029,steigen::V,üles minema,uzići
1030,steigen::V,üles minema,nadoći
1031,wachsen::V,kasvama,rasti
1032,glänzen::V,läikimä,blistati
1033,glänzen::V,läikimä,sjati se
1034,funkeln::V,sädelema,svjetlucati
1035,lärmen::V,lärmama,bučati
1036,lärmen::V,lärmama,galamiti
1037,läuten::V,helisema,zvoniti
1038,klingeln::V,helisema,zvoniti
1039,klirren::V,kõlisema,zvečati
1040,brausen::V,kohisema,hujati
1041,rauschen::V,kohisema,šumiti
1042,rauschen::V,kohisema,šuškati
1043,klingen::V,kõlama,zvučati
1044,bellen::V,haukuma,lajati
1045,heulen::V,uluma,zavijati
1046,blasen::V,puhuma,puhati
1047,pfeifen::V,vilistama,fućkati
1048,schreien::V,karjuma,vikati
1049,schreien::V,karjuma,kričati
1050,stöhnen::V,oigama,stenjati
1051,zittern::V,värisema,drhtati
1052,zittern::V,värisema,trepetati
1053,leben::V,elama,živjeti
1054,leben::V,elus olema,živjeti
1055,geboren werden::V,sündima,roditi se
1056,atmen::V,hingama,disati
1057,trinken::V,jooma,piti
1058,essen::V,sööma,jesti
1059,schlucken::V,neelama,gutati
1060,müde werden::V,väsima,umoriti se
1061,einschlafen::V,uinuma,usnuti
1062,einschlafen::V,uinuma,zaspati
1063,schlafen::V,magama,spati
1064,aufwachen::V,ärkama,probuditi se
1065,aufstehen::V,ärkama,ustati
1066,aufstehen::V,üles tõusma,ustati
1067,sich erholen::V,puhkama,odmoriti se
1068,krank werden::V,haigestuma,oboljeti se
1069,krank werden::V,haigestuma,razboljeti se
1070,krank werden::V,haigeks jääma,oboljeti se
1071,krank werden::V,haigeks jääma,razboljeti se
1072,krank sein::V,haige olema,bolovati
1073,schmerzen::V,valutama,boljeti
1074,husten::V,köhima,kašljati
1075,genesen::V,toibuma,ozdraviti
1076,genesen::V,toibuma,oporaviti se
1077,sterben::V,surema,umrijeti
1078,umkommen::V,surma saama,skapati
1079,sich bewegen::V,liikuma,gibati se
1080,sich bewegen::V,liikuma,kretati se
1081,sich rühren::V,liikuma,maknuti se
1082,sich erheben::V,kerkima,dići se
1083,sich setzen::V,istet võtma,sjesti
1084,hinfallen::V,kukkuma,pasti
1085,hinfallen::V,maha kukkuma,pasti
1086,laufen::V,kõndima,hodati
1087,schreiten::V,astuma,stupati
1088,spazierengehen::V,jalutama,šetati se
1089,eilen::V,ruttama,hitati
1090,eilen::V,kiirustama,hitati
1091,sich beeilen::V,ruttama,požuriti se
1092,sich beeilen::V,kiirustama,požuriti se
1093,sausen::V,kihutama,juriti
1094,sausen::V,tormama,juriti
1095,rennen::V,jooksma,trčati
1096,rennen::V,kihutama,trčati
1097,springen::V,hüppama,skakati
1098,klettern::V,ronima,popeti se
1099,klettern::V,ronima,penjati se
1100,schaukeln::V,kiikuma,ljuljati se
1101,kriechen::V,roomama,puzati
1102,kriechen::V,roomama,gmizati
1103,schwimmen::V,ujuma,plivati
1104,tauchen::V,sukelduma,roniti
1105,tauchen::V,sukelduma,gnjuriti
1106,rudern::V,sõudma,veslati
1107,fahren::V,sõitma,voziti se
1108,fliegen::V,lendama,letjeti
1109,fliegen::V,lendama,lijetati
1110,gehen::V,käima,ići
1111,gehen::V,minema,ići
1112,weggehen::V,ära minema,otići
1113,weggehen::V,välja minema,otići
1114,abfahren::V,väljuma,krenuti
1115,abfahren::V,väljuma,otputovati
1116,abfahren::V,ära sõitma,krenuti
1117,abfahren::V,ära sõitma,otputovati
1118,anhalten::V,peatuma,stati
1119,anhalten::V,peatuma,zaustaviti
1120,hineingehen::V,sisenema,ulaziti
1121,hineingehen::V,sisse minema,ulaziti
1122,eintreten::V,sisenema,ući
1123,eintreten::V,sisse astuma,ući
1124,kommen::V,tulema,doći
1125,ankommen::V,saabuma,stići
1126,zurückkommen::V,tagasi tulema,vratiti se
1127,zurückkommen::V,tagasi tulema,povratiti se
1128,bleiben::V,jääma,ostati
1129,warten::V,ootama,čekati
1130,erwarten::V,ootama,očekivati
1131,erwarten::V,lootma,očekivati
1132,suchen::V,otsima,tražiti
1133,finden::V,leidma,naći
1134,versuchen::V,püüdma,pokušati
1135,versuchen::V,üritama,pokušati
1136,versuchen::V,katsetama,pokušati
1137,vorbereiten::V,valmistama,spremiti
1138,vorbereiten::V,valmistama,pripremiti
1139,lieben::V,armastama,voljeti
1140,mögen::V,sallima,voljeti
1141,mögen::V,meeldima,voljeti
1142,lachen::V,naerma,smijati se
1143,rühren::V,liigutama,taknuti
1144,rühren::V,heldima panema,taknuti
1145,weinen::V,nutma,plakati
1146,schimpfen::V,sõimama,psovati
1147,sich ärgern::V,ärrituma,ljutiti se
1148,sich ärgern::V,vihastuma,ljutiti se
1149,sich fürchten::V,kartma,bojati se
1150,sich fürchten::V,hirmu tundma,bojati se
1151,fürchten::V,kartma,bojati se
1152,fliehen::V,põgenema,pobjeći
1153,flüchten::V,põgenema,utjeći
1154,sehen::V,nägema,vidjeti
1155,anschauen::V,vaatama,ogledati
1156,ansehen::V,vaatama,gledati
1157,hören::V,kuulma,čuti
1158,zuhören::V,kuulama,slušati
1159,probieren::V,proovima,probati
1160,riechen::V,nuusutama,osjećati miris
1161,fühlen::V,tundma,osjećati
1162,scheinen::V,näida,činiti se
1163,scheinen::V,ilmuda,činiti se
1164,zu sehen sein::V,ilmuma,biti vidljiv
1165,vernehmen::V,üle kuulama,saznati
1166,frieren::V,külmetada,zima je
1167,tun::V,tegema,raditi
1168,können::V,võima,moći
1169,können::V,oskama,moći
1170,wollen::V,tahtma,htjeti
1171,anfangen::V,hakkama,početi
1172,anfangen::V,alustama,početi
1173,beenden::V,lõpetama,svršiti
1174,beenden::V,lõpetama,dovršiti
1175,aufhören::V,lakkama,prestati
1176,gelingen::V,õnnestuma,uspjeti
1177,geraten::V,jõudma,desiti se
1178,öffnen::V,avama,otvoriti
1179,schließen::V,sulgema,zatvoriti
1180,stellen::V,panema,metnuti
1181,stellen::V,panema,postaviti
1182,stellen::V,asetama,metnuti
1183,stellen::V,asetama,postaviti
1184,setzen::V,panema,posaditi
1185,legen::V,panema,polagati
1186,legen::V,asetama,polagati
1187,berühren::V,riivama,doticati
1188,berühren::V,riivama,dodirivati
1189,berühren::V,puudutama,doticati
1190,berühren::V,puudutama,dodirivati
1191,verbinden::V,ühendama,spojiti
1192,verbinden::V,ühendama,zavezati
1193,bedecken::V,katma,pokriti
1194,aufhängen::V,riputama,objesiti
1195,anzünden::V,süütama,upaliti
1196,anzünden::V,süütama,zapaliti
1197,aufheben::V,üles tõstma,podići
1198,aufheben::V,üles tõstma,podignuti
1199,zurücklassen::V,jätma,ostaviti
1200,zurücklassen::V,jätma,pustiti natrag
1201,verlieren::V,kaotama,izgubiti
1202,fallen lassen::V,maha pillama,ispustiti
1203,fallen lassen::V,kukkuda laskma,ispustiti
1204,machen::V,tegema,uraditi
1205,machen::V,tegema,načiniti
1206,machen::V,tegema,napraviti
1207,herstellen::V,valmistama,proizvesti
1208,bauen::V,ehitama,graditi
1209,reparieren::V,parandama,popraviti
1210,verbessern::V,parandama,poboljšati
1211,ändern::V,muutma,promijeniti
1212,ändern::V,ümber tegema,promijeniti
1213,graben::V,kaevama,kopati
1214,graben::V,kaevama,kopkati
1215,beugen::V,painutama,saviti
1216,biegen::V,painutama,saviti
1217,biegen::V,painutama,sagnuti
1218,drehen::V,keerama,vrtjeti
1219,wenden::V,ümber pöörama,obrnuti
1220,umdrehen::V,ümber keerama,okrenuti
1221,umdrehen::V,ümber keerama,prevŕnuti
1222,heben::V,tõstma,dizati
1223,hochheben::V,üles tõstma,dignuti
1224,hochheben::V,kõrgele tõstma,dignuti
1225,ergreifen::V,haarama,uhvatiti
1226,ergreifen::V,haarama,prihvatiti
1227,halten::V,hoidma,držati
1228,drücken::V,pigistama,pritiskivati
1229,schieben::V,lükkama,gurati
1230,kratzen::V,kraapima,česati
1231,kratzen::V,kraapima,grepsti
1232,lecken::V,lakkuma,lizati
1233,beißen::V,purema,ujesti
1234,beißen::V,purema,gristi
1235,beißen::V,hammustama,ujesti
1236,beißen::V,hammustama,gristi
1237,abreißen::V,rebima,otkinuti
1238,abreißen::V,ära rebima,otkinuti
1239,abschneiden::V,ära lõikama,odrezati
1240,binden::V,siduma,vezati
1241,stecken::V,pistma,turiti
1242,brechen::V,murdma,slomiti
1243,klopfen::V,koputama,lupati
1244,klopfen::V,koputama,kucati
1245,hauen::V,lööma,tući
1246,hauen::V,lööma,udarati
1247,kleben::V,kleepima,lijepiti
1248,reiben::V,hõõruma,trti
1249,streichen::V,silitama,namazati
1250,schleifen::V,lihvima,brusiti
1251,schleifen::V,teritama,brusiti
1252,schneiden::V,lõikama,rezati
1253,rütteln::V,raputama,drmati
1254,schütteln::V,raputama,tresti
1255,schütteln::V,loksutama,tresti
1256,schwenken::V,vehkima,mahati
1257,schwenken::V,lehvitama,mahati
1258,schütten::V,kallama,sipati
1259,schütten::V,kallama,lijevati
1260,füllen::V,täitma,napuniti
1261,einwickeln::V,sisse mähkima,umotati
1262,einwickeln::V,sisse mähkima,zamotati
1263,tragen::V,kandma,nositi
1264,schleppen::V,tassima,tegliti
1265,schleppen::V,lohistama,tegliti
1266,ziehen::V,vedama,vući
1267,ziehen::V,tõmbama,vući
1268,aufbewahren::V,säilitama,čuvati
1269,aufbewahren::V,alal hoidma,čuvati
1270,werfen::V,viskama,bacati
1271,fangen::V,püüdma,loviti
1272,fangen::V,püüdma,hvatati
1273,packen::V,kinni haarama,ščepati
1274,packen::V,kinni haarama,zgrabiti
1275,packen::V,kinni võtma,ščepati
1276,packen::V,kinni võtma,zgrabiti
1277,verstecken::V,peitma,sakriti
1278,teilen::V,jagama,podijeliti
1279,teilen::V,jaotama,podijeliti
1280,schicken::V,saatma,slati
1281,bringen::V,viima,donijeti
1282,hinzufügen::V,lisama,dodati
1283,hinzufügen::V,lisama,pridati
1284,bekommen::V,saama,dobiti
1285,erhalten::V,saama,primiti
1286,nehmen::V,võtma,uzeti
1287,wählen::V,valima,izabrati
1288,auswählen::V,valima,odabrati
1289,bewahren::V,hoidma,sačuvati
1290,behindern::V,takistama,smetati
1291,verderben::V,rikkuma,pokvariti
1292,beschädigen::V,rikkuma,oštetiti
1293,zerbrechen::V,katki tegema,razbiti
1294,zerbrechen::V,katki tegema,prelomiti
1295,zerreißen::V,katki rebima,poderati
1296,zerreißen::V,katki rebima,rastrgnuti
1297,zerstören::V,purustama,razoriti
1298,zerstören::V,purustama,razrušiti
1299,verbrennen::V,põletama,spaliti
1300,verbrennen::V,põletama,sagorjeti
1301,geben::V,andma,dati
1302,reichen::V,andma,pružiti
1303,reichen::V,ulatama,pružiti
1304,schenken::V,kinkima,darivati
1305,versprechen::V,lubama,obećati
1306,versprechen::V,tõotama,obećati
1307,wünschen::V,soovima,željeti
1308,loben::V,kiitma,hvaliti
1309,küssen::V,suudlema,ljubiti
1310,wiegen::V,hällitama,njihati
1311,wiegen::V,hällitama,ljuljati
1312,zudecken::V,kaanetama,pokriti
1313,zudecken::V,kinni katma,pokriti
1314,wecken::V,äratama,probuditi
1315,zeigen::V,näitama,pokazati
1316,führen::V,juhatama,voditi
1317,lehren::V,õpetama,učiti
1318,unterrichten::V,õpetama,poučiti
1319,aufziehen::V,üles kasvatama,uzgajati
1320,leiten::V,juhtima,upravljati
1321,antreiben::V,ergutama,natjeravati
1322,lassen::V,laskma,dati
1323,einladen::V,kutsuma,pozvati
1324,vereinigen::V,ühendama,ujediniti
1325,besuchen::V,külastama,posjetiti
1326,treffen::V,kohtama,sresti
1327,sich versammeln::V,kogunema,okupiti se
1328,spielen::V,mängima,igrati se
1329,singen::V,laulma,pjevati
1330,tanzen::V,tantsima,plesati
1331,sich trennen::V,lahku minema,razići se
1332,verlassen::V,maha jätma,ostaviti
1333,verlassen::V,maha jätma,napustiti
1334,retten::V,päästma,spasiti
1335,bewachen::V,valvama,čuvati
1336,bewachen::V,valvama,stražariti
1337,schützen::V,kaitsma,čuvati
1338,verteidigen::V,kaitsma,obraniti
1339,sich schlagen::V,kaklema,biti se
1340,sich schlagen::V,kaklema,udariti se
1341,schießen::V,tulistama,pucati
1342,schießen::V,tulistama,strijeljati
1343,siegen::V,võitma,pobijediti
1344,ärgern::V,ärritama,ljutiti
1345,ärgern::V,vihastama,ljutiti
1346,schlagen::V,lööma,biti
1347,schlagen::V,lööma,udariti
1348,treten::V,sõtkuma,šutnuti
1349,stechen::V,pistma,ubosti
1350,stechen::V,torkama,ubosti
1351,stoßen::V,tõukama,gurnuti
1352,stehlen::V,varastama,ukrasti
1353,stören::V,segama,smetati
1354,stören::V,häirima,smetati
1355,belästigen::V,ahistama,smetati
1356,belästigen::V,ahistama,dosaditi
1357,verbergen::V,peitma,skriti
1358,verbergen::V,varjama,skriti
1359,täuschen::V,petma,obmanuti
1360,täuschen::V,tüssama,obmanuti
1361,betrügen::V,petma,prevarati
1362,betrügen::V,tüssama,prevarati
1363,betrügen::V,truudust murtma,prevarati
1364,töten::V,tapma,ubiti
1365,töten::V,surmama,ubiti
1366,wohnen::V,elama,stanovati
1367,arbeiten::V,töötama,raditi
1368,sammeln::V,koguma,sabrati
1369,sammeln::V,korjama,sabrati
1370,pflücken::V,noppima,ubrati
1371,jagen::V,jahtima,loviti
1372,fischen::V,kalastama,ribati
1373,fischen::V,kalastama,loviti ribu
1374,fischen::V,kala püüdma,ribati
1375,fischen::V,kala püüdma,loviti ribu
1376,fassen::V,püüdma,uloviti
1377,hüten::V,karjatama,pasti
1378,treiben::V,ajama,goniti
1379,anbinden::V,kinni siduma,privezati
1380,füttern::V,söötma,hraniti
1381,melken::V,lüpsma,musti
1382,hacken::V,raiuma,sjeckati
1383,hacken::V,lõhkuma,sjeckati
1384,gießen::V,kastma,politi
1385,reifen::V,valmima,sazreti
1386,zubereiten::V,valmistama,prigotoviti
1387,kochen::V,keetma,kuhati
1388,backen::V,küpsetama,peći
1389,braten::V,praadima,peći
1390,braten::V,praadima,pržiti
1391,umrühren::V,segama,promiješati
1392,stricken::V,kuduma,plesti
1393,nähen::V,õmblema,šiti
1394,färben::V,värvima,obojiti
1395,reinigen::V,puhastama,očistiti
1396,reinigen::V,puhastama,počistiti
1397,waschen::V,pesema,prati
1398,abwischen::V,puhtaks pühkima,otrti
1399,spülen::V,uhtma,isprati
1400,spülen::V,uhtma,oplakati
1401,fegen::V,pühkima,mesti
1402,fegen::V,pühkima,pomesti
1403,kehren::V,pühkima,mesti
1404,baden::V,suplema,kupati se
1405,baden::V,kümblema,kupati se
1406,sich waschen::V,end pesema,umiti se
1407,sich waschen::V,end pesema,prati se
1408,ausziehen::V,käest võtma,svući
1409,ausziehen::V,jalast võtma,svući
1410,ausziehen::V,seljast võtma,svući
1411,anziehen::V,jalga panema,obući
1412,sich anziehen::V,riietuma,obući se
1413,kämmen::V,kammima,češljati
1414,schmücken::V,kaunistama,uresiti
1415,schmücken::V,kaunistama,nakititi
1416,sagen::V,ütlema,reći
1417,sagen::V,ütlema,kazati
1418,sprechen::V,rääkima,govoriti
1419,sprechen::V,kõnelema,govoriti
1420,reden::V,kõnelema,govoriti
1421,reden::V,kõnelema,besjediti
1422,sich unterhalten::V,vestlema,razgovarati se
1423,fragen::V,küsima,pitati
1424,bitten::V,paluma,moliti
1425,erzählen::V,jutustama,ispričati
1426,erzählen::V,jutustama,pripovjediti
1427,mitteilen::V,teatama,saopćiti
1428,mitteilen::V,teada andma,saopćiti
1429,nennen::V,nimetama,nazvati
1430,rufen::V,kutsuma,zvati
1431,rufen::V,kutsuma,dozvati
1432,prahlen::V,hooplema,hvalisati se
1433,übersetzen::V,tõlkima,prevesti
1434,denken::V,mõtlema,misliti
1435,glauben::V,uskuma,vjerovati
1436,bemerken::V,märkama,zapaziti
1437,bemerken::V,märkama,primijetiti
1438,erkennen::V,ära tundma,prepoznati
1439,begreifen::V,aru saama,pojmiti
1440,begreifen::V,aru saama,shvatiti
1441,verstehen::V,mõistma,razabrati
1442,lernen::V,õppima,učiti se
1443,wissen::V,teadma,znati
1444,sich erinnern an::V,mäletama,sjetiti se
1445,vergessen::V,unustama,zaboraviti
1446,messen::V,mõõtma,mjeriti
1447,zählen::V,loendama,brojiti
1448,rechnen::V,arvutama,računati
1449,lesen::V,lugema,čitati
1450,malen::V,maalima,slikati
1451,zeichnen::V,joonistama,crtati
1452,schreiben::V,kirjutama,pisati
1453,besitzen::V,omama,imati
1454,besitzen::V,omama,posjedovati
1455,kaufen::V,ostma,kupiti
1456,verkaufen::V,müüma,prodati
1457,verkaufen::V,müüma,raspačati
1458,bezahlen::V,tasuma,platiti
1459,zahlen::V,maksma,plaćati
1460,beherrschen::V,valitsema,vladati
1461,beherrschen::V,valitsema,gospodariti
1462,ertragen::V,taluma,trpjeti
1463,ertragen::V,taluma,podnijeti
