,Concept_ID,is,sk
69,Wasser::N,vatn,voda
70,Stein::N,steinn,kameň
71,Boden::N,botn,zem
72,Boden::N,botn,pôda
73,Erde::N,jörð,zem
74,Staub::N,ryk,prach
75,Staub::N,duft,prach
76,Rauch::N,reykur,dym
77,Funke::N,neisti,iskra
78,Feuer::N,eldur,oheň
79,Licht::N,ljós,svetlo
80,Schatten::N,skuggi,tieň
81,Wetter::N,veður,počasie
82,Nebel::N,þoka,hmla
83,Wolke::N,ský,oblak
84,Wolke::N,ský,mračno
85,Regen::N,regn,dážď
86,Schnee::N,snjór,sneh
87,Eis::N,ís,ľad
88,Frost::N,frost,mráz
89,Kälte::N,kuldi,zima
90,Kälte::N,kuldi,chlad
91,Hitze::N,hiti,horúčava
92,Raureif::N,hrím,srieň
93,Raureif::N,hrím,inovať
94,Regenbogen::N,regnbogi,dúha
95,Donner::N,þruma,hrom
96,Strömung::N,straumur,prúdenie
97,Tropfen::N,dropi,kvapka
98,Schaum::N,froða,pena
99,Schmutz::N,óhreinindi,špina
100,Schmutz::N,óhreinindi,nečistota
101,See::N,stöðuvatn,jazero
102,Sumpf::N,fen,bahno
103,Moor::N,mýri,močiar
104,Wiese::N,engi,lúka
105,Wald::N,skógur,les
106,Wald::N,skógur,hora
107,Hügel::N,hæð,vŕšok
108,Hügel::N,hóll,vŕšok
109,Anhöhe::N,hæð,výšina
110,Anhöhe::N,hæð,vyvýšenina
111,Anhöhe::N,hóll,výšina
112,Anhöhe::N,hóll,vyvýšenina
113,Berg::N,fell,hora
114,Berg::N,fjall,hora
115,Gipfel::N,tindur,vrchol
116,Höhle::N,hellir,jaskyňa
117,Abhang::N,hlíð,úbočie
118,Abhang::N,brekka,úbočie
119,Quelle::N,lind,prameň
120,Quelle::N,uppspretta,prameň
121,Bach::N,lækur,potok
122,Fluss::N,á,rieka
123,Fluss::N,fljót,rieka
124,Ufer::N,árbakki,breh
125,Ufer::N,sjávarbakki,breh
126,Küste::N,strönd,pobrežie
127,Festland::N,meginland,pevnina
128,Meer::N,haf,more
129,Meer::N,sjór,more
130,Bucht::N,vík,záliv
131,Bucht::N,vík,zátoka
132,Insel::N,eyja,ostrov
133,Blume::N,blóm,kvet
134,Blume::N,blóm,kvetina
135,Gras::N,gras,tráva
136,Wurzel::N,rót,koreň
137,Baum::N,tré,strom
138,Stamm::N,stofn,kmeň
139,Rinde::N,börkur,kôra
140,Ast::N,grein,konár
141,Zweig::N,angi,vetva
142,Zweig::N,kvistur,vetva
143,Blatt::N,blað,list
144,Birke::N,birki,breza
145,Kiefer[Baum]::N,fura,sosna
146,Kiefer[Baum]::N,fura,borovica
147,Weide[Baum]::N,víðir,vŕba
148,Tanne::N,greni,jedľa
149,Horn::N,horn,roh
150,Feder::N,fjöður,pero
151,Fell::N,skinn,koža
152,Fell::N,skinn,kožušina
153,Flügel::N,vængur,krídlo
154,Klaue::N,kló,paznecht
155,Kralle::N,kló,pazúr
156,Schwanz::N,rófa,chvost
157,Schwanz::N,skott,chvost
158,Ei::N,egg,vajce
159,Ei::N,egg,vajíčko
160,Nest::N,hreiður,hniezdo
161,Bau::N,greni,nora
162,Bau::N,bæli,nora
163,Tier::N,dýr,zviera
164,Herde::N,hjörð,stádo
165,Kuh::N,kýr,krava
166,Bulle::N,boli,býk
167,Pferd::N,hestur,kôň
168,Schaf::N,kind,ovca
169,Schwein::N,svín,sviňa
170,Hund::N,hundur,pes
171,Katze::N,köttur,mačka
172,Bär::N,björn,medveď
173,Eichhörnchen::N,íkorni,veverička
174,Elch::N,elgur,los
175,Fuchs::N,refur,líška
176,Hase::N,héri,zajac
177,Maus::N,mús,myš
178,Wolf::N,úlfur,vlk
179,Vogel::N,fugl,vták
180,Schwarm::N,sægur,roj
181,Huhn::N,hæna,kurča
182,Huhn::N,hæna,sliepka
183,Hahn::N,hani,kohút
184,Gans::N,gæs,hus
185,Adler::N,örn,orol
186,Ente::N,önd,kačka
187,Ente::N,önd,kačica
188,Eule::N,uggla,sova
189,Kranich::N,trana,žeriav
190,Krähe::N,kráka,vrana
191,Kuckuck::N,gaukur,kukučka
192,Schwan::N,svanur,labuť
193,Fisch::N,fiskur,ryba
194,Barsch::N,aborri,ostriež
195,Hecht::N,gedda,šťuka
196,Schlange[Tier]::N,naðra,had
197,Wurm::N,ormur,červ
198,Spinne::N,kónguló,pavúk
199,Ameise::N,maur,mravec
200,Laus::N,lús,voš
201,Mücke::N,mý,komár
202,Mücke::N,mýfluga,komár
203,Fliege::N,fluga,mucha
204,Schmetterling::N,fiðrildi,motýľ
205,Beere::N,ber,bobuľa
206,Apfel::N,epli,jablko
207,Pilz::N,sveppur,hríb
208,Zwiebel::N,laukur,cibuľa
209,Saat::N,fræ,osivo
210,Saat::N,útsæði,osivo
211,Korn::N,korn,zrno
212,Heu::N,hey,seno
213,Schale::N,hýði,šupa
214,Schale::N,hýði,škrupina
215,Grube::N,gryfja,jama
216,Falle::N,gildra,pasca
217,Falle::N,gildra,klepec
218,Schlinge::N,snara,slučka
219,Spur::N,spor,stopa
220,Asche::N,aska,popol
221,Dreck::N,óþverri,kal
222,Dreck::N,óþverri,blato
223,Eisen::N,járn,železo
224,Gold::N,gull,zlato
225,Silber::N,silfur,striebro
226,Kohle::N,kol,uhlie
227,Glas::N,gler,sklo
228,Lehm::N,leir,íl
229,Lehm::N,leir,hlina
230,Sand::N,sandur,piesok
231,Mensch::N,maður,človek
232,Mensch::N,manneskja,človek
233,Mann::N,maður,muž
234,Mann::N,maður,chlap
235,Mann::N,karlmaður,muž
236,Mann::N,karlmaður,chlap
237,Frau::N,kona,žena
238,Kind::N,barn,dieťa
239,Kind::N,krakki,dieťa
240,Junge::N,drengur,chlapec
241,Mädchen::N,stelpa,dievka
242,Familie::N,fjölskylda,rodina
243,Großvater::N,afi,dedo
244,Großvater::N,afi,starý otec
245,Großmutter::N,amma,babička
246,Großmutter::N,amma,stará mať
247,Eltern::N,foreldrar,rodičia
248,Vater::N,faðir,otec
249,Mutter::N,móðir,mať
250,Mutter::N,móðir,matka
251,Sohn::N,sonur,syn
252,Tochter::N,dóttir,dcéra
253,Bruder::N,bróðir,brat
254,Schwester::N,systir,sestra
255,Onkel::N,föðurbróðir,ujo
256,Onkel::N,föðurbróðir,strýko
257,Tante::N,frænka,teta
258,Tante::N,frænka,tetka
259,Tante::N,móðursystir,teta
260,Tante::N,móðursystir,tetka
261,Ehemann::N,eiginmaður,muž
262,Ehemann::N,eiginmaður,manžel
263,Ehefrau::N,eiginkona,žena
264,Ehefrau::N,eiginkona,manželka
265,Freude::N,gleði,radosť
266,Gelächter::N,hlátur,smiech
267,Glück::N,gæfa,šťastie
268,Kummer::N,sorg,žiaľ
269,Kummer::N,sorg,zármutok
270,Wunsch::N,ósk,prianie
271,Lust::N,fýsn,chuť
272,Lust::N,löngun,chuť
273,Geist::N,andi,duch
274,Gedanke::N,hugsun,myšlienka
275,Gedächtnis::N,minni,pamäť
276,Verstand::N,vit,rozum
277,Sinn::N,merking,zmysel
278,Grund::N,ástæða,dôvod
279,Grund::N,ástæða,príčina
280,Wahrheit::N,sannleikur,pravda
281,Gespräch::N,samtal,reč
282,Gespräch::N,samtal,rozhovor
283,Märchen::N,ævintýri,rozprávka
284,Erzählung::N,saga,poviedka
285,Nachricht::N,frétt,správa
286,Neuigkeit::N,frétt,novinka
287,Name::N,nafn,meno
288,Rätsel::N,gáta,záhada
289,Rätsel::N,gáta,hádanka
290,Rede::N,ræða,reč
291,Sprache::N,mál,reč
292,Sprache::N,mál,jazyk
293,Sprache::N,tungumál,reč
294,Sprache::N,tungumál,jazyk
295,Stimme::N,rödd,hlas
296,Wort::N,orð,slovo
297,Zeichen::N,tákn,znak
298,Zeichen::N,merki,znak
299,Ruf::N,kall,volanie
300,Ruf::N,kall,zavolanie
301,Lärm::N,hávaði,hluk
302,Lärm::N,hávaði,hurhaj
303,Laut::N,hljóð,zvuk
304,Ton::N,tónn,tón
305,Ton::N,tónn,zvuk
306,Lied::N,ljóð,pieseň
307,Lied::N,söngur,pieseň
308,Ruhe::N,ró,pokoj
309,Ruhe::N,kyrrð,pokoj
310,Leute::N,fólk,ľudia
311,Volk::N,þjóð,ľud
312,Volk::N,þjóð,národ
313,Arbeit::N,vinna,práca
314,Arbeit::N,vinna,robota
315,Gast::N,gestur,hosť
316,Geschenk::N,gjöf,dar
317,Spiel::N,leikur,hra
318,Gesellschaft::N,selskapur,spoločnosť
319,Hilfe::N,hjálp,pomoc
320,Freund::N,vinur,priateľ
321,Kamerad::N,félagi,kamarát
322,Angelegenheit::N,mál,vec
323,Angelegenheit::N,mál,záležitosť
324,Angelegenheit::N,málefni,vec
325,Angelegenheit::N,málefni,záležitosť
326,Anzahl::N,tala,počet
327,Anzahl::N,tala,množstvo
328,Anzahl::N,fjöldi,počet
329,Anzahl::N,fjöldi,množstvo
330,Art::N,tegund,druh
331,Stück::N,biti,kus
332,Stück::N,biti,kúsok
333,Stück::N,stykki,kus
334,Stück::N,stykki,kúsok
335,Teil::N,hluti,časť
336,Teil::N,partur,časť
337,Hälfte::N,helmingur,polka
338,Hälfte::N,helmingur,polovica
339,Kreis::N,hringur,kruh
340,Kreuz::N,kross,kríž
341,Kreuz::N,krossmark,kríž
342,Linie::N,lína,línia
343,Strich::N,strik,čiara
344,Abstand::N,millibil,vzdialenosť
345,Entfernung::N,fjarlægð,vzdialenosť
346,Gegend::N,hérað,kraj
347,Gegend::N,hérað,krajina
348,Platz::N,pláss,miesto
349,Ort::N,staður,miesto
350,Seite::N,hlið,bok
351,Seite::N,hlið,strana
352,Mitte::N,miðja,stred
353,Gegenstand::N,hlutur,predmet
354,Sache::N,mál,vec
355,Rand::N,brún,kraj
356,Rand::N,brún,okraj
357,Kante::N,rönd,hrana
358,Ecke::N,horn,roh
359,Spitze::N,oddur,hrot
360,Spitze::N,oddur,špička
361,Ende::N,endi,koniec
362,Loch::N,gat,diera
363,Loch::N,hola,diera
364,Winkel::N,skot,kút
365,Winkel::N,krókur,kút
366,Muster::N,munstur,vzor
367,Muster::N,munstur,vzorka
368,Größe::N,stærð,veľkosť
369,Länge::N,lengd,dĺžka
370,Höhe::N,hæð,výška
371,Gewicht::N,vigt,váha
372,Gewicht::N,þyngd,váha
373,Menge::N,magn,množstvo
374,Haufen::N,hrúga,hŕba
375,Haufen::N,haugur,hŕba
376,Reihe::N,röð,rad
377,Boot::N,bátur,čln
378,Ruder::N,ár,veslo
379,Schlitten::N,sleði,sane
380,Ski::N,skíði,lyža
381,Lagerfeuer::N,varðeldur,táborák
382,Last::N,byrði,ťarcha
383,Last::N,byrði,bremeno
384,Last::N,farmur,ťarcha
385,Last::N,farmur,bremeno
386,Gang::N,ganga,chôdza
387,Schritt::N,skref,krok
388,Norden::N,norður,sever
389,Süden::N,suður,juh
390,Westen::N,vestur,západ
391,Osten::N,austur,východ
392,Holz::N,viður,drevo
393,Brett::N,fjöl,doska
394,Platte::N,flötur,doska
395,Platte::N,flötur,platňa
396,Stütze::N,stoð,opora
397,Stange::N,stöng,tyč
398,Stock::N,prik,palica
399,Stock::N,stafur,palica
400,Stab::N,prik,palica
401,Stab::N,stafur,palica
402,Rohr::N,rör,rúra
403,Rohr::N,pípa,rúra
404,Haus::N,hús,dom
405,Heim::N,heimili,domov
406,Ofen::N,ofn,pec
407,Ofen::N,ofn,kachle
408,Fußboden::N,gólf,dlážka
409,Fußboden::N,gólf,podlaha
410,Tisch::N,borð,stôl
411,Stuhl::N,stóll,stolička
412,Wiege::N,vagga,kolíska
413,Bett::N,rúm,lôžko
414,Bett::N,rúm,posteľ
415,Bett::N,hvíla,lôžko
416,Bett::N,hvíla,posteľ
417,Regal::N,hilla,regál
418,Regal::N,hilla,polica
419,Kiste::N,kassi,debna
420,Fenster::N,gluggi,okno
421,Fenster::N,gluggi,oblok
422,Tür::N,dyr,dvere
423,Tür::N,hurð,dvere
424,Tor::N,hlið,vráta
425,Zaun::N,girðing,plot
426,Zaun::N,girðing,ohrada
427,Zaun::N,limgarður,plot
428,Zaun::N,limgarður,ohrada
429,Dach::N,þak,krov
430,Dach::N,þak,strecha
431,Leiter::N,stigi,rebrík
432,Leiter::N,stigi,rebrina
433,Besen::N,sópur,metla
434,Spaten::N,spaði,rýľ
435,Schaufel::N,skófla,lopata
436,Gabel::N,gaffall,vidlička
437,Löffel::N,skeið,lyžica
438,Messer::N,hnífur,nôž
439,Nagel::N,nögl,klinec
440,Netz::N,net,sieť
441,Haken::N,krókur,hák
442,Haken::N,krókur,háčik
443,Griff::N,tak,rukoväť
444,Schloss::N,lás,zámka
445,Bild::N,mynd,obraz
446,Figur::N,stytta,figúra
447,Puppe::N,brúða,bábka
448,Puppe::N,brúða,bábika
449,Beutel::N,poki,vrece
450,Beutel::N,poki,vrecko
451,Beutel::N,baggi,vrece
452,Beutel::N,baggi,vrecko
453,Bündel::N,böggull,uzlík
454,Bündel::N,böggull,zväzok
455,Tasche::N,veski,taška
456,Tasche::N,veski,kabelka
457,Eimer::N,fata,vedro
458,Deckel::N,lok,vrchnák
459,Deckel::N,lok,pokrývka
460,Geschirr::N,leirtau,nádoba
461,Sack::N,sekkur,mech
462,Sack::N,sekkur,vrece
463,Tasse::N,bolli,šálka
464,Topf::N,pottur,hrniec
465,Kessel::N,ketill,kotol
466,Essen::N,matur,jedlo
467,Nahrung::N,fæða,strava
468,Nahrung::N,fæða,potrava
469,Speise::N,réttur,jedlo
470,Speise::N,matarréttur,jedlo
471,Fleisch::N,kjöt,mäso
472,Getreide::N,korn,obilie
473,Brei::N,grautur,kaša
474,Brot::N,brauð,chlieb
475,Scheibe::N,sneið,kotúč
476,Scheibe::N,sneið,krajec
477,Fett::N,fita,tuk
478,Fett::N,fita,masť
479,Butter::N,smjör,maslo
480,Öl::N,olía,olej
481,Salz::N,salt,soľ
482,Suppe::N,súpa,polievka
483,Honig::N,hunang,med
484,Milch::N,mjólk,mlieko
485,Tee::N,te,čaj
486,Leder::N,skinn,koža
487,Wolle::N,ull,vlna
488,Stoff::N,dúkur,súkno
489,Nadel::N,nál,ihla
490,Faden::N,þráður,niť
491,Faden::N,þráður,vlákno
492,Knopf::N,tala,gombík
493,Knopf::N,hnappur,gombík
494,Knoten::N,hnútur,uzol
495,Farbe::N,málning,farba
496,Kleidung::N,búningur,šaty
497,Kleidung::N,búningur,šatstvo
498,Kleidung::N,klæðnaður,šaty
499,Kleidung::N,klæðnaður,šatstvo
500,Hemd::N,skyrta,košeľa
501,Kragen::N,kragi,golier
502,Kragen::N,flibbi,golier
503,Ärmel::N,ermi,rukáv
504,Hose::N,buxur,nohavice
505,Gürtel::N,belti,pás
506,Gürtel::N,belti,opasok
507,Mütze::N,húfa,čiapka
508,Schuh::N,skór,obuv
509,Schuh::N,skór,topánka
510,Stiefel::N,stígvél,čižma
511,Ring::N,hringur,prsteň
512,Band::N,band,stuha
513,Kamm::N,greiða,hrebeň
514,Spiegel::N,spegill,zrkadlo
515,Riemen::N,ól,remeň
516,Riemen::N,reim,remeň
517,Schnur::N,snúra,šnúra
518,Leine::N,band,vodidlo
519,Decke::N,teppi,deka
520,Decke::N,teppi,prikrývka
521,Kissen::N,koddi,poduška
522,Tuch::N,klútur,šatka
523,Handtuch::N,þurrka,uterák
524,Handtuch::N,handklæði,uterák
525,Kraft::N,afl,moc
526,Kraft::N,kraftur,moc
527,Stärke::N,styrkur,sila
528,Gesundheit::N,heilsa,zdravie
529,Gesundheit::N,heilbrigði,zdravie
530,Krankheit::N,sjúkdómur,nemoc
531,Krankheit::N,sjúkdómur,choroba
532,Schmerz::N,sársauki,bolesť
533,Wunde::N,sár,rana
534,Fieber::N,hitasótt,horúčka
535,Arznei::N,lyf,liek
536,Brücke::N,brú,most
537,Brunnen::N,brunnur,studňa
538,Weide::N,hagi,pastva
539,Pfad::N,stígur,chodník
540,Weg::N,vegur,cesta
541,Straße::N,gata,hradská
542,Straße::N,stræti,hradská
543,Dorf::N,þorp,dedina
544,Stadt::N,borg,mesto
545,Brief::N,bréf,list
546,Buch::N,bók,kniha
547,Buchstabe::N,bókstafur,litera
548,Buchstabe::N,bókstafur,písmeno
549,Zeitung::N,dagblað,noviny
550,Leben::N,líf,život
551,Tod::N,dauði,smrť
552,Grab::N,gröf,hrob
553,Kirche::N,kirkja,kostol
554,Sünde::N,synd,hriech
555,Gott::N,guð,boh
556,Arbeiter::N,verkamaður,robotník
557,Arbeiter::N,verkamaður,pracnovík
558,Chef::N,yfirmaður,šéf
559,Chef::N,yfirmaður,riaditeľ
560,Meister::N,meistari,majster
561,Arzt::N,læknir,lekár
562,Lehrer::N,kennari,učiteľ
563,Geld::N,peningar,peniaze
564,Geschäft::N,viðskipti,obchod
565,Laden::N,búð,obchod
566,Laden::N,verslun,obchod
567,Preis::N,verð,cena
568,Ware::N,vara,tovar
569,Nutzen::N,gagn,osoh
570,Nutzen::N,gagn,úžitok
571,Reichtum::N,auður,bohatstvo
572,Welt::N,veröld,svet
573,Land::N,land,územie
574,Land::N,land,krajina
575,Staat::N,ríki,štát
576,König::N,konungur,kráľ
577,Macht::N,vald,moc
578,Macht::N,vald,mocnosť
579,Grenze::N,landamæri,hranica
580,Krieg::N,stríð,vojna
581,Feind::N,fjandmaður,nepriateľ
582,Gewalt::N,ofbeldi,násilie
583,Kampf::N,bardagi,boj
584,Bogen[Waffe]::N,bogi,luk
585,Pfeil::N,ör,šíp
586,Pfeil::N,ör,strela
587,Gewehr::N,byssa,puška
588,Fehler::N,villa,omyl
589,Fehler::N,villa,chyba
590,Lüge::N,lygi,lož
591,Schaden::N,skemmd,ujma
592,Schaden::N,skemmd,škoda
593,Unglück::N,óhamingja,nešťastie
594,Schuld::N,sök,vina
595,Schuld::N,sök,previnenie
596,Alter::N,aldur,vek
597,Schluss::N,lok,záver
598,Schluss::N,lok,koniec
599,Schluss::N,endir,záver
600,Schluss::N,endir,koniec
601,Zeit::N,tími,čas
602,Tag::N,dagur,deň
603,Morgen::N,morgunn,ráno
604,Mittag::N,hádegi,poludnie
605,Abend::N,kvöld,večer
606,Nacht::N,nótt,noc
607,Woche::N,vika,týždeň
608,Monat::N,mánuður,mesiac
609,Jahr::N,ár,rok
610,Frühling::N,vor,jar
611,Sommer::N,sumar,leto
612,Herbst::N,haust,jeseň
613,Winter::N,vetur,zima
614,Januar::N,janúar,január
615,Februar::N,február,február
616,März::N,mars,marec
617,April::N,apríl,apríl
618,Mai::N,maí,máj
619,Juni::N,júní,jún
620,Juli::N,júlí,júl
621,August::N,ágúst,august
622,September::N,september,september
623,Oktober::N,október,október
624,November::N,nóvember,november
625,Dezember::N,desember,december
626,Montag::N,mánudagur,pondelok
627,Dienstag::N,þriðjudagur,utorok
628,Mittwoch::N,miðvikudagur,streda
629,Donnerstag::N,fimmtudagur,štvrtok
630,Freitag::N,föstudagur,piatok
631,Samstag::N,laugardagur,sobota
632,Sonntag::N,sunnudagur,nedeľa
633,groß::A,stór,veľký
634,klein::A,lítill,malý
635,lang::A,langur,dlhý
636,kurz::A,stuttur,krátky
637,breit::A,breiður,široký
638,schmal::A,mjór,úzky
639,dicht::A,þéttur,hustý
640,dick[Gegenstand]::A,þykkur,tlstý
641,dünn::A,þunnur,tenký
642,fein::A,fíngerður,jemný
643,fest::A,fastur,pevný
644,flach::A,flatur,rovný
645,flach::A,flatur,plochý
646,glatt::A,háll,hladký
647,glatt::A,sléttur,hladký
648,hart::A,harður,tvrdý
649,weich::A,mjúkur,mäkký
650,rund::A,kringlóttur,guľatý
651,rund::A,kringlóttur,okrúhly
652,spitz::A,oddhvass,končitý
653,scharf::A,beittur,ostrý
654,stumpf::A,bitlaus,tupý
655,schwer::A,þungur,ťažký
656,schön::A,fagur,pekný
657,schön::A,fagur,krásny
658,schön::A,fallegur,pekný
659,schön::A,fallegur,krásny
660,heiß::A,heitur,horúci
661,warm::A,hlýr,teplý
662,warm::A,heitur,teplý
663,kalt::A,kaldur,studený
664,kühl::A,svalur,chladný
665,frisch::A,frískur,svieži
666,feucht::A,rakur,vlhký
667,feucht::A,rakur,zvlhnutý
668,feucht::A,þvalur,vlhký
669,feucht::A,þvalur,zvlhnutý
670,nass::A,votur,mokrý
671,nass::A,blautur,mokrý
672,trocken::A,þurr,suchý
673,voll::A,fullur,plný
674,leer::A,tómur,prázdny
675,offen::A,opinn,otvorený
676,geschlossen::A,lokaður,zavretý
677,sauber::A,þrifinn,čistý
678,schmutzig::A,óhreinn,špinavý
679,schmutzig::A,sóðalegur,špinavý
680,roh::A,hrár,surový
681,reif::A,þroskaður,zrelý
682,lecker::A,ljúffengur,chutný
683,süß::A,sætur,sladký
684,bitter::A,beiskur,horký
685,sauer::A,súr,kyslý
686,hell::A,bjartur,jasný
687,hell::A,bjartur,svetlý
688,dunkel::A,dimmur,temný
689,schwarz::A,svartur,čierny
690,weiß::A,hvítur,biely
691,rot::A,rauður,červený
692,gelb::A,gulur,žltý
693,blau::A,blár,modrý
694,blau::A,blár,belasý
695,grün::A,grænn,zelený
696,grau::A,grár,šedý
697,bunt::A,marglitur,pestrý
698,billig::A,ódýr,lacný
699,teuer::A,dýr,drahý
700,wertvoll::A,verðmætur,cenný
701,blind::A,blindur,slepý
702,taub::A,heyrnarlaus,hluchý
703,kräftig::A,öflugur,silný
704,stark::A,sterkur,silný
705,schwach::A,veill,slabý
706,schwach::A,veill,bezvládny
707,fett::A,feitur,tučný
708,schlank::A,grannur,štíhly
709,schlank::A,spengilegur,štíhly
710,hübsch::A,snotur,šumný
711,hübsch::A,snotur,švárny
712,hübsch::A,laglegur,šumný
713,hübsch::A,laglegur,švárny
714,böse::A,illur,zlý
715,böse::A,vondur,zlý
716,dumm::A,heimskur,hlúpy
717,faul::A,latur,lenivý
718,fleißig::A,iðinn,snaživý
719,fleißig::A,iðinn,usilovný
720,geizig::A,nískur,skupý
721,geizig::A,nískur,lakomý
722,klug::A,hygginn,múdry
723,klug::A,hygginn,bystrý
724,geschickt::A,fimur,zručný
725,geschickt::A,fimur,šikovný
726,geschickt::A,laginn,zručný
727,geschickt::A,laginn,šikovný
728,lieb::A,kær,milý
729,lieb::A,ljúfur,milý
730,lustig::A,kátur,veselý
731,sanft::A,blíður,nežný
732,hungrig::A,soltinn,lačný
733,hungrig::A,soltinn,hladný
734,hungrig::A,hungraður,lačný
735,hungrig::A,hungraður,hladný
736,krank::A,sjúkur,chorý
737,krank::A,sjúkur,nemocný
738,nackt::A,nakinn,nahý
739,traurig::A,dapur,smutný
740,traurig::A,hryggur,smutný
741,lebendig::A,lifandi,živý
742,gut::A,góður,dobrý
743,schlecht::A,slæmur,zlý
744,schlecht::A,lélegur,zlý
745,richtig::A,réttur,správny
746,schlimm::A,slæmur,zlý
747,schlimm::A,slæmur,nepríjemný
748,wahr::A,sannur,pravý
749,wahr::A,sannur,pravdivý
750,alt::A,gamall,starý
751,neu::A,nýr,nový
752,ehemalig::A,fyrrverandi,bývalý
753,alt[Lebewesen]::A,gamall,starý
754,jung::A,ungur,mladý
755,arm::A,vesall,chudobný
756,arm::A,fátækur,chudobný
757,reich::A,ríkur,bohatý
758,reich::A,auðugur,bohatý
759,bekannt::A,kunnugur,známy
760,berühmt::A,frægur,slávny
761,berühmt::A,frægur,povestný
762,fremd::A,framandi,cudzí
763,fremd::A,ókunnugur,cudzí
764,verschieden::A,ýmis,rôzny
765,verschieden::A,ýmis,rozličný
766,nah::A,nálægur,blízky
767,fern::A,fjarri,ďaleký
768,fern::A,fjarlægur,ďaleký
769,linker::A,vinstri,ľavý
770,rechter::A,hægri,pravý
771,anderer::A,annar,iný
772,anderer::A,annar,druhý
773,erster::A,fyrsti,prvý
774,zweiter::A,annar,druhý
775,dritter::A,þriðji,tretí
776,letzter::A,síðasti,ostatný
777,letzter::A,síðasti,posledný
778,allein::ADV,einn,sám
779,allein::ADV,aleinn,sám
780,auf einmal::ADV,allt í einu,zároveň
781,zusammen::ADV,saman,spolu
782,zusammen::ADV,saman,spoločne
783,lange::ADV,lengi,dlho
784,plötzlich::ADV,skyndilega,náhle
785,sofort::ADV,strax,hneď
786,sofort::ADV,strax,ihneď
787,sofort::ADV,þegar í stað,hneď
788,sofort::ADV,þegar í stað,ihneď
789,später::ADV,seinna,neskoršie
790,jetzt::ADV,nú,teraz
791,jetzt::ADV,núna,teraz
792,heute::ADV,í dag,dnes
793,morgen::ADV,á morgun,zajtra
794,bald::ADV,brátt,skoro
795,bald::ADV,bráðum,skoro
796,dann::ADV,svo,nato
797,dann::ADV,svo,potom
798,dann::ADV,síðan,nato
799,dann::ADV,síðan,potom
800,gestern::ADV,í gær,včera
801,einst::ADV,forðum,kedysi
802,einst::ADV,forðum,niekedy
803,damals::ADV,þá,vtedy
804,damals::ADV,á þeim tímum,vtedy
805,danach::ADV,á eftir því,potom
806,danach::ADV,á eftir því,podľa toho
807,vorher::ADV,áður,napred
808,vorher::ADV,áður,predtým
809,zuerst::ADV,fyrst,najprv
810,einmal::ADV,einu sinni,raz
811,einmal::ADV,einu sinni,jedenkrát
812,manchmal::ADV,stundum,občas
813,manchmal::ADV,stundum,niekedy
814,oft::ADV,oft,často
815,immer::ADV,alltaf,vždy
816,immer::ADV,alltaf,ustavične
817,immer::ADV,sífellt,vždy
818,immer::ADV,sífellt,ustavične
819,niemals::ADV,aldrei,nikdy
820,hier::ADV,hér,tu
821,hierhin::ADV,hingað,sem
