,Concept_ID,ca,sah
791,wie::FADV,com,хайдах
792,warum::FADV,per què,тоҕо
793,wieviel::FNUM,quant,төһө
794,eins::NUM,u,биир
795,zwei::NUM,dos,икки
796,drei::NUM,tres,үс
797,vier::NUM,quatre,түөрт
798,fünf::NUM,cinc,биэс
799,sechs::NUM,sis,алта
800,sieben::NUM,set,сэттэ
801,acht::NUM,vuit,аҕыс
802,neun::NUM,nou,тоҕус
803,zehn::NUM,deu,уон
804,elf::NUM,onze,уон биир
805,zwölf::NUM,dotze,уон икки
806,zwanzig::NUM,vint,сүүрбэ
807,dreißig::NUM,trenta,отут
808,vierzig::NUM,quaranta,түөрт уон
809,fünfzig::NUM,cinquanta,биэс уон
810,sechzig::NUM,seixanta,алта уон
811,siebzig::NUM,setanta,сэттэ уон
812,achtzig::NUM,vuitanta,аҕыс уон
813,neunzig::NUM,noranta,тоҕус уонус
814,hundert::NUM,cent,сүүс
815,tausend::NUM,mil,тыһыынча
816,und::CNJ,i,да
817,und::CNJ,i,уонна
818,und::CNJ,i,итиэннэ
819,oder::CNJ,o,эбэтэр
820,stehen::V,estar de peu,тур
821,sitzen::V,seure,олор
822,liegen::V,jeure,сыт
823,hängen::V,penjar,санньылый
824,werden::V,fer-se,буол
825,werden::V,posar-se,буол
826,passieren::V,succeir,буол
827,beginnen::V,iniciar-se,саҕалан
828,enden::V,acabar-se,бүт
829,enden::V,terminar-se,бүт
830,wechseln::V,canviar,уларый
831,aufgehen[Sonne]::V,sortir,ой
832,untergehen[Sonne]::V,posar-se,киир
833,scheinen[Sonne]::V,brillar,сырдат
834,donnern::V,tronar,эт
835,wehen::V,bufar,үр
836,strömen::V,afluir,кутулун
837,fließen::V,fluir,сүүр
838,sich drehen::V,girar,эргий
839,schwanken::V,vacil·lar,биэтэҥнээ
840,schwingen::V,oscil·lar,эйэҥнээ
841,fallen::V,caure,оҕут
842,fallen::V,tombar,оҕут
843,brennen::V,cremar,умай
844,rauchen::V,fumejar,буруолаа
845,regnen::V,ploure,самыырдаа
846,gefrieren::V,gelar-se,тоҥ
847,tauen::V,fondre's,ир
848,schmelzen::V,fondre's,уулун
849,trocknen::V,assecar-se,куур
850,sieden::V,bullir,оргуй
851,faulen::V,podrir-se,сытый
852,verfaulen::V,podrir-se,сытыйан_хаал
853,reißen::V,trencar-se,хайыт
854,reißen::V,trencar-se,быһытталан
855,versinken::V,enfonsar-se,тимир
856,versinken::V,enfonsar-se,батылын
857,vergehen::V,passar,дьай
858,erscheinen::V,aparèixer,көһүн
859,verschwinden::V,desaparèixer,сүт
860,sinken::V,baixar,намтаа
861,sinken::V,descendir,намтаа
862,abnehmen::V,decréixer,аччаа
863,zunehmen::V,augmentar,элбээ
864,steigen::V,pujar,үрдээ
865,wachsen::V,créixer,үүн
866,glänzen::V,brillar,кылбай
867,glänzen::V,resplendir,кылбай
868,funkeln::V,espurnejar,күлүмнээ
869,funkeln::V,espurnejar,күлүмүрдээ
870,lärmen::V,fer soroll,тыаһаа
871,läuten::V,sonar,собуоннаа
872,klingeln::V,trucar,линкинээ
873,klirren::V,dringar,айгырат
874,brausen::V,rugir,сирилээ
875,rauschen::V,murmurar,суугунаа
876,klingen::V,sonar,доргуй
877,bellen::V,lladrar,үр
878,heulen::V,udolar,улуй
879,blasen::V,bufar,үр
880,pfeifen::V,xiular,иһиир
881,schreien::V,cridar,кылан
882,schreien::V,cridar,хаһыытаа
883,stöhnen::V,gemegar,ынчыктаа
884,zittern::V,tremolar,титирээ
885,zittern::V,tremolar,дьигиһий
886,leben::V,vīure,олор
887,geboren werden::V,néixer,төрөө
888,atmen::V,respirar,тыын
889,trinken::V,beure,ис
890,essen::V,menjar,аһаа
891,schlucken::V,empassar-se,ыйыһын
892,müde werden::V,cansar-se,сылай
893,einschlafen::V,adormir-se,утуйан хаал
894,schlafen::V,dormir,утуй
895,schlafen::V,dormir,утуйа сыт
896,aufwachen::V,despertar-se,уһугун
897,aufstehen::V,llevar-se,тур
898,sich erholen::V,descansar,сынньан
899,krank werden::V,posar-se malalt,ыарый
900,krank sein::V,estar malalt,ыарый
901,krank sein::V,estar malalt,ыарыт
902,schmerzen::V,doldre,ыарыт
903,husten::V,tossir,сөтөлүн
904,genesen::V,recuperar-se,көн
905,sterben::V,morir,өл
906,umkommen::V,perir,өл
907,umkommen::V,perir,оҕут
908,sich bewegen::V,moure's,хамсаа
909,sich rühren::V,moure's,хамсаа
910,sich erheben::V,aixecar-se,тур
911,sich setzen::V,asseure's,олор
912,hinfallen::V,caure's,оҕут
913,laufen::V,caminar,хаам
914,schreiten::V,procedir,атыллаа
915,spazierengehen::V,passejar,дьаарбай
916,eilen::V,anar corrent,тиэтэй
917,sich beeilen::V,afanyar-se,ыксаа
918,sausen::V,córrer,элээр
919,rennen::V,córrer,сүүрэкэлээ
920,springen::V,saltar,ой
921,springen::V,saltar,ыстан
922,klettern::V,escalar,ытын
923,schaukeln::V,gronxar-se,эйэҥнээ
924,schaukeln::V,gronxar-se,биэрэҥнээ
925,schaukeln::V,balancejar-se,эйэҥнээ
926,schaukeln::V,balancejar-se,биэрэҥнээ
927,kriechen::V,reptar,сыыл
928,kriechen::V,arrossegar-se,сыыл
929,schwimmen::V,nadar,уһун
930,schwimmen::V,nadar,харбаа
931,tauchen::V,bussejar,умус
932,tauchen::V,submergir-se,умус
933,rudern::V,remar,эрт
934,fahren::V,anar,айаннаа
935,fliegen::V,volar,көт
936,gehen::V,caminar,бар
937,weggehen::V,anar-se'n,бар
938,abfahren::V,partir,бар
939,anhalten::V,aturar-se,тохтоо
940,hineingehen::V,entrar,киир
941,eintreten::V,entrar,киир
942,kommen::V,venir,кэл
943,ankommen::V,arribar,кэл
944,ankommen::V,arribar,тиий
945,zurückkommen::V,tornar,төнүн
946,bleiben::V,quedar-se,хаал
947,warten::V,esperar,көһүт
948,erwarten::V,esperar,күүт
949,erwarten::V,esperar,көһүт
950,suchen::V,buscar,ирдээ
951,suchen::V,buscar,көрдөө
952,finden::V,trobar,бул
953,versuchen::V,intentar,сорун
954,vorbereiten::V,preparar,бэлэмнээ
955,lieben::V,estimar,таптаа
956,mögen::V,agradar a,сөбүл
957,lachen::V,riure,күл
958,rühren::V,commoure,долгут
959,rühren::V,emocionar,долгут
960,weinen::V,plorar,ытаа
961,schimpfen::V,renyar,үөҕүс
962,sich ärgern::V,enfadar-se,кыыһыр
963,sich ärgern::V,enfadar-se,кыйахан
964,sich fürchten::V,tenir por,куттан
965,sich fürchten::V,tenir por,дьиксин
966,fürchten::V,témer,дьиксин
967,fürchten::V,témer,куттан
968,fliehen::V,fugir,күрээ
969,flüchten::V,refugiar-se,күрээ
970,sehen::V,veure,көр
971,anschauen::V,mirar,көр
972,ansehen::V,mirar,көр
973,hören::V,oir,бил
974,hören::V,oir,иһит
975,zuhören::V,escoltar,иһит
976,probieren::V,provar,боруобалаан көр
977,probieren::V,provar,амсайан көр
978,riechen::V,olorar,сытырҕаа
979,fühlen::V,sentīr,бил
980,scheinen::V,semblar,көһүн
981,zu sehen sein::V,poder-se veure,көһүн
982,vernehmen::V,percebre,иһит
983,frieren::V,tenir fred,тоҥ
984,frieren::V,tenir fred,үлүй
985,tun::V,fer,гын
986,können::V,poder,кыай
987,wollen::V,voler,баҕар
988,anfangen::V,iniciar,саҕалаа
989,beenden::V,acabar,бүтэр
990,aufhören::V,deixar,уурай
991,gelingen::V,sortir bé,сатан
992,geraten::V,sortir,баар буолан биэр
993,geraten::V,sortir,баар буола тус
994,geraten::V,sortir,буолан таҕыс
995,öffnen::V,obrir,ас
996,schließen::V,tancar,сап
997,schließen::V,tancar,хатаа
998,stellen::V,posar,уур
999,stellen::V,posar,туруор
1000,stellen::V,col·locar,уур
1001,stellen::V,col·locar,туруор
1002,setzen::V,assentar,туруор
1003,setzen::V,assentar,уур
1004,legen::V,posar,уур
1005,berühren::V,tocar,тыыт
1006,berühren::V,tocar,таарый
1007,verbinden::V,unir,кэлгий
1008,verbinden::V,connectar,кэлгий
1009,bedecken::V,tapar,бүрүй
1010,bedecken::V,cobrir,бүрүй
1011,aufhängen::V,penjar,ыйаа
1012,anzünden::V,encendre,умат
1013,aufheben::V,aixecar,өрө тарт
1014,zurücklassen::V,deixar,бырах
1015,verlieren::V,pērdre,сүтэр
1016,fallen lassen::V,deixar caure,түһэр
1017,fallen lassen::V,deixar caure,мүлчү тут
1018,machen::V,fer,оҥор
1019,machen::V,fer,оҥоһун
1020,herstellen::V,producir,оҥор
1021,bauen::V,construir,тут
1022,reparieren::V,reparar,абырахтаа
1023,verbessern::V,millorar,тупсар
1024,ändern::V,canviar,уларыт
1025,graben::V,cavar,хас
1026,beugen::V,doblegar,бокут
1027,beugen::V,doblegar,токурут
1028,beugen::V,doblegar,бүк баттаа
1029,biegen::V,corbar,иэх
1030,biegen::V,corbar,өҕүлүннэр
1031,biegen::V,arquejar,иэх
1032,biegen::V,arquejar,өҕүлүннэр
1033,drehen::V,girar,эргит
1034,drehen::V,girar,эргичит
1035,wenden::V,girar,эргилин
1036,umdrehen::V,voltar,түҥнэр
1037,heben::V,pujar,көтөх
1038,heben::V,aixecar,көтөх
1039,hochheben::V,aixecar,таһаар
1040,ergreifen::V,agafar,тут
1041,halten::V,mantenir,тут
1042,drücken::V,prémer,ык
1043,drücken::V,estrènyer,ык
1044,schieben::V,empènyer,ас
1045,kratzen::V,raspar,кыһыы
1046,lecken::V,llepar,салаа
1047,beißen::V,mossegar,ытыр
1048,abreißen::V,arrencar,быһа тарт
1049,abreißen::V,arrencar,туура тарт
1050,abschneiden::V,tallar,быс
1051,abschneiden::V,tallar,быһан ыл
1052,abschneiden::V,tallar,быһа баттаа
1053,binden::V,lligar,кэлгий
1054,stecken::V,ficar,батары ас
1055,brechen::V,trencar,тоһут
1056,klopfen::V,trucar,тоҥсуй
1057,hauen::V,picar,оҕус
1058,hauen::V,colpejar,оҕус
1059,kleben::V,enganxar,силимнээ
1060,reiben::V,fregar,аал
1061,streichen::V,untar,сыбаа
1062,schleifen::V,afilar,чочуй
1063,schleifen::V,esmolar,чочуй
1064,schneiden::V,tallar,быс
1065,rütteln::V,sacsejar,иэҕэҥнэт
1066,schütteln::V,agitar,сахсый
1067,schütteln::V,sacsejar,сахсый
1068,schwenken::V,agitar,дайбаа
1069,schütten::V,abocar,кут
1070,füllen::V,omplir,толор
1071,einwickeln::V,embolicar,суулаа
1072,tragen::V,dur,ит
1073,tragen::V,portar,ит
1074,schleppen::V,arrossegar,сос
1075,ziehen::V,tirar,тарт
1076,ziehen::V,estirar,тарт
1077,aufbewahren::V,conservar,уур
1078,aufbewahren::V,conservar,харай
1079,werfen::V,llançar,бырах
1080,fangen::V,agafar,хап
1081,fangen::V,atrapar,хап
1082,packen::V,engrapar,тут
1083,verstecken::V,amagar,саһыар
1084,teilen::V,dividir,үллэр
1085,schicken::V,enviar,ыыт
1086,bringen::V,portar,аҕал
1087,hinzufügen::V,afegir,эп
1088,bekommen::V,obtenir,ыл
1089,bekommen::V,obtenir,булун
1090,erhalten::V,rebre,ыл
1091,nehmen::V,prendre,ыл
1092,wählen::V,triar,быыбардаа
1093,wählen::V,elegir,быыбардаа
1094,auswählen::V,escollir,тал
1095,auswählen::V,seleccionar,тал
1096,bewahren::V,conservar,харай
1097,behindern::V,impedir,мэһэйдээ
1098,behindern::V,obstaculitzar,мэһэйдээ
1099,verderben::V,espatllar,буорту гын
1100,beschädigen::V,danyar,алдьат
1101,beschädigen::V,destrossar,алдьат
1102,zerbrechen::V,trencar,үлтүрүт
1103,zerreißen::V,estripar,хайыта тарт
1104,zerstören::V,destruir,алдьат
1105,verbrennen::V,cremar,уоттаа
1106,geben::V,donar,биэр
1107,reichen::V,passar,аҕал
1108,schenken::V,regalar,бэлэхтээ
1109,versprechen::V,prometre,эрэннэр
1110,wünschen::V,desitjar,баҕар
1111,loben::V,elogiar,хайҕаа
1112,küssen::V,fer un petó a,уураа
1113,wiegen::V,bressolar,бигээ
1114,zudecken::V,tapar,сап
1115,zudecken::V,tapar,бүрүй
1116,zudecken::V,cobrir,сап
1117,zudecken::V,cobrir,бүрүй
1118,wecken::V,despertar,уһугуннар
1119,zeigen::V,mostrar,көрдөр
1120,zeigen::V,ensenyar,көрдөр
1121,führen::V,guiar,салай
1122,führen::V,conduir,салай
1123,lehren::V,ensenyar,үөрэт
1124,unterrichten::V,ensenyar,үөрэт
1125,aufziehen::V,criar,иит
1126,leiten::V,dirigir,салай
1127,antreiben::V,impel·lir,кыһай
1128,lassen::V,fer,күһэй
1129,einladen::V,invitar,ыҥыр
1130,einladen::V,convidar,ыҥыр
1131,vereinigen::V,unir,холбоо
1132,vereinigen::V,unir,түм
1133,besuchen::V,visitar,сырыт
1134,besuchen::V,visitar,билсэ сырыт
1135,besuchen::V,anar a veure,сырыт
1136,besuchen::V,anar a veure,билсэ сырыт
1137,treffen::V,trobar,көрүс
1138,sich versammeln::V,reunir-se,мүһүн
1139,sich versammeln::V,reunir-se,түмүс
1140,spielen::V,jugar,оонньоо
1141,singen::V,cantār,ыллаа
1142,tanzen::V,ballar,үҥкүүлээ
1143,sich trennen::V,separar-se,араҕыс
1144,verlassen::V,deixar,хааллар
1145,verlassen::V,abandonar,хааллар
1146,retten::V,salvar,өрүһүй
1147,bewachen::V,vigilar,араҥаччылаа
1148,schützen::V,protegir,көмүскээ
1149,verteidigen::V,defensar,көмүскээ
1150,sich schlagen::V,barallar-se,охсус
1151,schießen::V,tirar,ытыалаа
1152,schießen::V,disparar,ытыалаа
1153,siegen::V,vèncer,хот
1154,siegen::V,vèncer,кыай
1155,ärgern::V,enfadar,кыыһырт
1156,schlagen::V,pegar,оҕус
1157,schlagen::V,colpejar,оҕус
1158,treten::V,donar un cop de peu a,тэп
1159,stechen::V,punxar,кэй
1160,stechen::V,apunyalar,кэй
1161,stoßen::V,empènyer,кэп
1162,stoßen::V,empènyer,үтүрүй
1163,stehlen::V,robar,уор
1164,stören::V,molestar,мэһэйдээ
1165,belästigen::V,importunar,батар
1166,verbergen::V,amagar,кистээ
1167,verbergen::V,ocultar,кистээ
1168,täuschen::V,enganyar,албыннаа
1169,betrügen::V,estafar,албыннаа
1170,töten::V,matar,өлөр
1171,wohnen::V,vīure,олор
1172,wohnen::V,habitar,олор
1173,arbeiten::V,treballar,үлэлээ
1174,sammeln::V,col·leccionar,мус
1175,sammeln::V,col·leccionar,хомуй
1176,pflücken::V,collir,үргээ
1177,jagen::V,caçar,бултаа
1178,fischen::V,pescar,балыктаа
1179,fassen::V,atrapar,тут
1180,hüten::V,pasturar,манаа
1181,treiben::V,arriar,үүр
1182,anbinden::V,lligar,баай
1183,füttern::V,donar menjar a,аһат
1184,melken::V,munyir,ыа
1185,hacken::V,picar,кэрт
1186,hacken::V,tallar,кэрт
1187,gießen::V,regar,сиигирт
1188,reifen::V,madurar,бус
1189,zubereiten::V,preparar,бэлэмнээ
1190,kochen::V,coure,буһар
1191,backen::V,coure al forn,буһар
1192,braten::V,rostir,хооруй
1193,braten::V,rostir,ыһаарылаа
1194,braten::V,rostir,соркуойдаа
1195,umrühren::V,remenar,былаа
1196,stricken::V,tricotar,өр
1197,stricken::V,fer punt de mitja,өр
1198,nähen::V,cosir,иистэн
1199,färben::V,tenyir,кырааскалаа
1200,reinigen::V,netejar,ыраастаа
1201,waschen::V,rentār,сууй
1202,abwischen::V,eixugar,сот
1203,spülen::V,esbandir,сайҕаа
1204,fegen::V,escombrar,сиппий
1205,kehren::V,escombrar,харбаа
1206,baden::V,banyar-se,сөтүөлээ
1207,sich waschen::V,rentār-se,суун
1208,ausziehen::V,treure's,уһул
1209,anziehen::V,posar-se,кэтэрт
1210,sich anziehen::V,vestir-se,таҥын
1211,kämmen::V,pentinar,тараа
1212,schmücken::V,adornar,симээ
1213,sagen::V,dir,диэ
1214,sprechen::V,parlar,эт
1215,sprechen::V,parlar,саҥар
1216,reden::V,parlar,кэпсэт
1217,sich unterhalten::V,conversar,кэпсэт
1218,fragen::V,preguntar,ыйыт
1219,bitten::V,demanar,көрдөс
1220,erzählen::V,contar,кэпсээ
1221,erzählen::V,contar,сэһэргээ
1222,erzählen::V,explicar,кэпсээ
1223,erzählen::V,explicar,сэһэргээ
1224,mitteilen::V,comunicar,биллэр
1225,nennen::V,nomenar,ааттаа
1226,rufen::V,cridar,ыҥыр
1227,prahlen::V,lloar-se,чабылан
1228,prahlen::V,lloar-se,киһиргээ
1229,prahlen::V,jactar-se,чабылан
1230,prahlen::V,jactar-se,киһиргээ
1231,übersetzen::V,traduir,тылбаастаа
1232,denken::V,pensar,санаа
1233,denken::V,pensar,толкуйдаа
1234,glauben::V,creure,итэҕэй
1235,bemerken::V,notar,бэлиэтээ
1236,erkennen::V,reconèixer,бил
1237,begreifen::V,comprendre,өйдөө
1238,verstehen::V,entendre,өйдөө
1239,lernen::V,aprendre,үөрэн
1240,wissen::V,saber,бил
1241,sich erinnern an::V,recordar,аҕын
1242,vergessen::V,oblidar,умун
1243,messen::V,mesurar,кэмнээ
1244,messen::V,mesurar,кээмэйдээ
1245,zählen::V,comptar,аах
1246,rechnen::V,calcular,аах
1247,lesen::V,llegir,аах
1248,malen::V,pintar,уруһуйдаа
1249,zeichnen::V,dibuixar,уруһуйдаа
1250,schreiben::V,escrīure,суруй
1251,besitzen::V,posseir,баһылаа
1252,kaufen::V,comprar,атыылас
1253,verkaufen::V,vendre,атыылаа
1254,bezahlen::V,pagar,төлөө
1255,zahlen::V,pagar per,төлөө
1256,beherrschen::V,dominar,баһылаа
1257,ertragen::V,aguantar,тулуй
