,Concept_ID,ru,cv
746,hinauf::ADV,вверх,ҫӳле
747,überall::ADV,везде,таҫта та
748,überall::ADV,везде,пур ҫӗрте те
749,überall::ADV,везде,кирек ӑҫта та
750,nicht::ADV,не,мар
751,ein wenig::ADV,немного,пӑртак
752,kaum::ADV,едва,аран
753,sehr::ADV,очень,питӗ
754,so::ADV,так,апла
755,noch::ADV,еще,татах
756,nur::ADV,только,ҫех
757,schon::ADV,уже,ӗнтӗ
758,wieder::ADV,опять,каллех
759,vergebens::ADV,напрасно,харам
760,vor::PRP,перед,умӗнче
761,hinter::PRP,за,кайра
762,hinter::PRP,позади,кайра
763,unter::PRP,под,айне
764,unter::PRP,под,айӗпе
765,unter::PRP,под,айӗнче
766,unter::PRP,под,ҫитеспе
767,durch::PRP,сквозь,витӗр
768,neben::PRP,возле,патӗнче
769,zwischen::PRP,между,хушшинче
770,wegen::PRP,из-за,пула
771,wegen::PRP,из-за,пирки
772,dies::PRN,это,ку
773,dies::PRN,это,ҫак
774,das::PRN,то,ҫав
775,alles::PRN,все,пурте
776,alles::PRN,все,йӑлт
777,ich::PRN,я,эп
778,du::PRN,ты,эс
779,er::PRN,он,вӑл
780,wir::PRN,мы,эпир
781,ihr::PRN,вы,эсир
782,sie::PRN,они,вӗсем
783,was::FPRN,что,мӗн
784,was::FPRN,что,мӗскер
785,was::FPRN,что,мӗн те пулин
786,wer::FPRN,кто,кам
787,wo::FADV,где,ӑҫта
788,wohin::FADV,куда,ӑҫта
789,wie::FADV,как,епле
790,wie::FADV,как,мӗнле
791,warum::FADV,почему,ма
792,warum::FADV,почему,мӗншӗн
793,wieviel::FNUM,сколько,миҫе
794,eins::NUM,один,пӗр
795,eins::NUM,один,пӗрре
796,zwei::NUM,два,ик
797,zwei::NUM,два,икӗ
798,zwei::NUM,два,иккӗ
799,drei::NUM,три,виҫ
800,drei::NUM,три,виҫӗ
801,drei::NUM,три,виҫҫӗ
802,vier::NUM,четыре,тӑват
803,fünf::NUM,пять,пилӗк
804,fünf::NUM,пять,пиллӗк
805,sechs::NUM,шесть,улт
806,sechs::NUM,шесть,ултӑ
807,sechs::NUM,шесть,улттӑ
808,sieben::NUM,семь,ҫич
809,sieben::NUM,семь,ҫичӗ
810,sieben::NUM,семь,ҫиччӗ
811,acht::NUM,восемь,сакӑр
812,acht::NUM,восемь,саккӑр
813,neun::NUM,девять,тӑхӑр
814,neun::NUM,девять,тӑххӑр
815,zehn::NUM,десять,вунӑ
816,zehn::NUM,десять,вуннӑ
817,elf::NUM,одиннадцать,вун пӗр
818,zwölf::NUM,двенадцать,вун ик
819,zwölf::NUM,двенадцать,вун икӗ
820,zwölf::NUM,двенадцать,вун иккӗ
821,zwanzig::NUM,двадцать,ҫирӗм
822,dreißig::NUM,тридцать,вӑтӑр
823,vierzig::NUM,сорок,хӗрӗх
824,fünfzig::NUM,пятьдесят,аллӑ
825,sechzig::NUM,шестьдесят,утмӑл
826,siebzig::NUM,семьдесят,ҫитмӗл
827,achtzig::NUM,восемьдесят,сакӑр вунӑ
828,achtzig::NUM,восемьдесят,сакӑр вуннӑ
829,neunzig::NUM,девяносто,тӑхӑр вун
830,neunzig::NUM,девяносто,тӑхӑр вунӑ
831,neunzig::NUM,девяносто,тӑхӑр вуннӑ
832,hundert::NUM,сто,ҫӗр
833,tausend::NUM,тысяча,пин
834,und::CNJ,и,та
835,oder::CNJ,или,е
836,oder::CNJ,либо,е
837,stehen::V,стоять,тӑр
838,sitzen::V,сидеть,лар
839,liegen::V,лежать,вырт
840,hängen::V,висеть,усӑнса тӑр
841,hängen::V,висеть,ҫакӑнса тӑр
842,werden::V,стать,пул
843,passieren::V,случиться,пул
844,beginnen::V,начаться,пуҫлан
845,enden::V,кончиться,пӗт
846,enden::V,кончиться,вӗҫлен
847,wechseln::V,меняться,улшӑн
848,aufgehen[Sonne]::V,взойти,тух
849,untergehen[Sonne]::V,зайти,анса лар
850,scheinen[Sonne]::V,светить,пӑх
851,donnern::V,греметь,кӗмсӗртет
852,donnern::V,греметь,авӑт
853,wehen::V,дуть,варкӑш
854,strömen::V,литься,тӑкӑн
855,fließen::V,течь,юх
856,sich drehen::V,вращаться,ҫаврӑн
857,schwanken::V,колебаться,чӳхен
858,schwingen::V,качаться,суллан
859,fallen::V,падать,кип
860,fallen::V,падать,тӳр кип
861,fallen::V,падать,татӑлса ан
862,brennen::V,гореть,ҫун
863,rauchen::V,дымить,мӑкӑрлан
864,rauchen::V,дымить,тӗтӗм кӑлар
865,regnen::V,дождить,ҫумӑр ҫӑвать
866,gefrieren::V,замерзнуть,шӑн
867,tauen::V,таять,ирӗл
868,schmelzen::V,плавиться,ирӗл
869,trocknen::V,сохнуть,тип
870,sieden::V,кипеть,вӗре
871,faulen::V,гнить,ҫӗр
872,verfaulen::V,сгнить,ҫӗр
873,reißen::V,рваться,ҫурӑл
874,versinken::V,тонуть,пут
875,vergehen::V,проходить,ирт
876,erscheinen::V,появиться,курӑн
877,erscheinen::V,появиться,курӑнса кай
878,verschwinden::V,исчезнуть,ҫухал
879,sinken::V,спадать,чак
880,abnehmen::V,уменьшиться,чак
881,zunehmen::V,увеличиваться,пысӑклан
882,steigen::V,подниматься,ҫӗклен
883,wachsen::V,расти,ӳс
884,glänzen::V,блестеть,ҫиҫ
885,funkeln::V,сверкать,ялкӑш
886,funkeln::V,сверкать,йӑлтӑртат
887,lärmen::V,шуметь,шавла
888,läuten::V,звонить,шӑнкӑравла
889,klingeln::V,звонить,шӑнкӑравла
890,klirren::V,звякать,калтлат
891,klirren::V,звякать,шӑнкӑлтат
892,brausen::V,бушевать,ахӑр
893,rauschen::V,шелестеть,вашӑлтат
894,rauschen::V,шелестеть,чашӑлтат
895,klingen::V,звучать,янӑра
896,bellen::V,лаять,вӗр
897,heulen::V,выть,ула
898,blasen::V,дунуть,вӗр
899,pfeifen::V,свистеть,шӑхӑр
900,schreien::V,кричать,кӑшкӑр
901,stöhnen::V,стонать,йынӑш
902,zittern::V,дрожать,чӗтре
903,leben::V,жить,пурӑн
904,geboren werden::V,родиться,ҫурал
905,atmen::V,дышать,сывла
906,trinken::V,пить,ӗҫ
907,essen::V,есть,ҫи
908,essen::V,кушать,ҫи
909,schlucken::V,глотать,ҫӑт
910,müde werden::V,устать,ӗшен
911,einschlafen::V,заснуть,ыйха пут
912,einschlafen::V,заснуть,ҫывӑрса кай
913,schlafen::V,спать,ҫывӑр
914,aufwachen::V,проснуться,вӑран
915,aufstehen::V,встать,тӑр
916,sich erholen::V,отдыхать,кан
917,krank werden::V,заболеть,чирле
918,krank sein::V,болеть,чирле
919,schmerzen::V,болеть,сур
920,schmerzen::V,болеть,ырат
921,husten::V,кашлять,ӳсӗр
922,genesen::V,поправиться,сывал
923,genesen::V,поправиться,тӳрлен
924,sterben::V,умереть,вил
925,umkommen::V,погибнуть,вил
926,sich bewegen::V,двигаться,куҫ
927,sich rühren::V,шевельнуться,хускал
928,sich erheben::V,встать,тӑр
929,sich setzen::V,сесть,лар
930,hinfallen::V,упасть,ӳк
931,laufen::V,ходить,ут
932,schreiten::V,шагать,ут
933,spazierengehen::V,гулять,уҫӑлса ҫӳре
934,spazierengehen::V,гулять,уткаласа ҫӳре
935,eilen::V,спешить,васка
936,eilen::V,спешить,хыпалан
937,sich beeilen::V,торопиться,васка
938,sich beeilen::V,торопиться,хыпалан
939,sausen::V,мчаться,ыткӑн
940,sausen::V,мчаться,вӗҫтер
941,rennen::V,бегать,чуп
942,springen::V,прыгать,сик
943,klettern::V,лазать,улӑх
944,schaukeln::V,раскачиваться,йӳрӗн
945,kriechen::V,ползать,шу
946,kriechen::V,ползать,упален
947,schwimmen::V,плавать,иш
948,tauchen::V,нырять,чӑм
949,rudern::V,грести,авӑс
950,fahren::V,ехать,пыр
951,fliegen::V,летать,вӗҫ
952,gehen::V,идти,кай
953,weggehen::V,уйти,кай
954,abfahren::V,отправиться,тапран
955,anhalten::V,остановиться,чарӑн
956,hineingehen::V,входить,кӗр
957,eintreten::V,войти,кӗр
958,kommen::V,прийти,кил
959,ankommen::V,прибыть,ҫит
960,zurückkommen::V,возвратиться,таврӑн
961,zurückkommen::V,возвратиться,каялла кил
962,bleiben::V,остаться,юл
963,warten::V,ждать,кӗт
964,erwarten::V,ожидать,кӗт
965,suchen::V,искать,шыра
966,finden::V,найти,туп
967,versuchen::V,пытаться,пикен
968,vorbereiten::V,подготовить,хатӗрле
969,lieben::V,любить,юрат
970,mögen::V,любить,кӑмӑлла
971,mögen::V,любить,килӗштер
972,lachen::V,смеяться,кул
973,lachen::V,смеяться,ахӑлтат
974,rühren::V,растрогать,ҫулӑх
975,weinen::V,плакать,йӗр
976,weinen::V,плакать,макӑр
977,schimpfen::V,ругаться,вӑрҫ
978,schimpfen::V,ругаться,ятлаҫ
979,sich ärgern::V,сердиться,ҫиллен
980,sich fürchten::V,бояться,шиклен
981,fürchten::V,бояться,хӑра
982,fliehen::V,убегать,тар
983,flüchten::V,убежать,чупса тар
984,sehen::V,видеть,кур
985,anschauen::V,посмотреть,пӑхса ил
986,ansehen::V,смотреть,пӑх
987,hören::V,слышать,илт
988,zuhören::V,слушать,итле
989,zuhören::V,слушать,тӑнла
990,probieren::V,пробовать,астив
991,riechen::V,нюхать,шӑршла
992,fühlen::V,чувствовать,туй
993,fühlen::V,чувствовать,сис
994,scheinen::V,казаться,туйӑн
995,zu sehen sein::V,виднеться,курӑн
996,vernehmen::V,услышать,пӑл
997,frieren::V,мерзнуть,йӳтен
998,tun::V,делать,ту
999,können::V,мочь,пултар
1000,können::V,уметь,пултар
1001,wollen::V,хотеть,те
1002,anfangen::V,начать,пуҫла
1003,beenden::V,закончить,пӗтер
1004,aufhören::V,перестать,пӑрах
1005,gelingen::V,удаться,ӑн
1006,geraten::V,оказаться,пул
1007,öffnen::V,открыть,уҫ
1008,schließen::V,закрыть,хуп
1009,stellen::V,поставить,ларт
1010,stellen::V,поставить,тӑрат
1011,setzen::V,посадить,ларт
1012,legen::V,класть,хур
1013,berühren::V,трогать,перӗн
1014,verbinden::V,связать,сып
1015,bedecken::V,покрыть,вит
1016,aufhängen::V,повесить,ҫак
1017,anzünden::V,зажечь,ҫут
1018,aufheben::V,поднять,ҫӗкле
1019,zurücklassen::V,оставить,манса хӑвар
1020,verlieren::V,потерять,ҫӗтер
1021,fallen lassen::V,уронить,ӳкер
1022,machen::V,сделать,ту
1023,herstellen::V,изготовить,ӑстала
1024,bauen::V,строить,ту
1025,reparieren::V,чинить,юса
1026,verbessern::V,улучшить,лайӑхлат
1027,ändern::V,изменить,улӑштар
1028,graben::V,копать,чав
1029,graben::V,копать,чакала
1030,beugen::V,согнуть,кукӑрт
1031,biegen::V,погнуть,ав
1032,biegen::V,погнуть,кукӑрт
1033,drehen::V,вертеть,ҫавӑр
1034,wenden::V,повернуть,ӳпӗнтер
1035,umdrehen::V,перевернуть,ҫавӑр
1036,heben::V,поднимать,хӑпарт
1037,hochheben::V,поднять,йӑт
1038,ergreifen::V,схватить,тыт
1039,halten::V,держать,тыт
1040,drücken::V,нажимать,пус
1041,schieben::V,толкать,тӗк
1042,schieben::V,толкать,тӗрт
1043,kratzen::V,скрести,хыр
1044,lecken::V,лизать,ҫула
1045,beißen::V,кусать,ҫырт
1046,beißen::V,кусать,хып
1047,abreißen::V,оторвать,тат
1048,abschneiden::V,отрезать,кас
1049,binden::V,вязать,ҫых
1050,stecken::V,воткнуть,чик
1051,brechen::V,сломать,хуҫ
1052,klopfen::V,стучать,такка
1053,hauen::V,бить,шакка
1054,kleben::V,клеить,ҫыпӑҫтар
1055,reiben::V,тереть,сӑтӑр
1056,streichen::V,намазать,сӗр
1057,schleifen::V,точить,хӑйра
1058,schneiden::V,резать,кас
1059,rütteln::V,шатать,лӑка
1060,rütteln::V,шатать,силлентер
1061,schütteln::V,трясти,лӑка
1062,schütteln::V,трясти,силлентер
1063,schwenken::V,махать,сулла
1064,schütten::V,налить,тултар
1065,füllen::V,наполнить,тултар
1066,einwickeln::V,завернуть,чӗрке
1067,tragen::V,нести,ҫӗкле
1068,schleppen::V,тащить,сӗтӗр
1069,ziehen::V,тянуть,тӑс
1070,aufbewahren::V,хранить,усра
1071,werfen::V,бросать,пӑрах
1072,fangen::V,ловить,тыт
1073,packen::V,схватить,тыт
1074,verstecken::V,спрятать,пытарса хур
1075,teilen::V,разделить,уйӑр
1076,teilen::V,разделить,пайла
1077,schicken::V,посылать,яр
1078,bringen::V,принести,кӳр
1079,hinzufügen::V,добавить,хуш
1080,bekommen::V,достать,ил
1081,bekommen::V,достать,туян
1082,erhalten::V,получить,ил
1083,erhalten::V,получить,туян
1084,nehmen::V,взять,ил
1085,wählen::V,выбрать,суйла
1086,auswählen::V,отобрать,суйла
1087,bewahren::V,сохранить,упра
1088,behindern::V,препятствовать,кансӗрле
1089,behindern::V,препятствовать,чӑрмантар
1090,verderben::V,испортить,пӑс
1091,beschädigen::V,повредить,пӑс
1092,zerbrechen::V,разбить,ват
1093,zerbrechen::V,разбить,ҫӗмӗр
1094,zerreißen::V,разорвать,ҫур
1095,zerstören::V,разрушить,иш
1096,verbrennen::V,сжечь,ҫунтар
1097,geben::V,дать,пар
1098,reichen::V,передать,пар
1099,schenken::V,дарить,парнеле
1100,versprechen::V,обещать,тума пул
1101,versprechen::V,обещать,сӑмах пар
1102,wünschen::V,желать,сун
1103,loben::V,хвалить,ырла
1104,küssen::V,целовать,чуп ту
1105,wiegen::V,качать,сиктер
1106,wiegen::V,качать,силле
1107,zudecken::V,накрыть,вит
1108,wecken::V,разбудить,вӑрат
1109,zeigen::V,показать,кӑтарт
1110,führen::V,вести,илсе пыр
1111,führen::V,вести,ҫавӑтса пыр
1112,lehren::V,учить,вёрент
1113,unterrichten::V,преподавать,вёрент
1114,aufziehen::V,воспитать,вӗрент
1115,leiten::V,руководить,тытса пыр
1116,antreiben::V,подгонять,васкат
1117,lassen::V,заставить,пусахла
1118,lassen::V,заставить,хуш
1119,einladen::V,пригласить,чӗн
1120,vereinigen::V,объединить,пӗрлештер
1121,besuchen::V,посетить,ҫит
1122,besuchen::V,посетить,кӗрсе кур
1123,treffen::V,встретить,тӗл пул
1124,sich versammeln::V,собраться,пуҫтарӑн
1125,spielen::V,играть,выля
1126,singen::V,петь,юрла
1127,tanzen::V,плясать,ташла
1128,tanzen::V,танцевать,ташла
1129,sich trennen::V,расстаться,уйрӑл
1130,verlassen::V,покинуть,хӑвар
1131,retten::V,спасти,ҫӑл
1132,bewachen::V,охранять,хуралла
1133,schützen::V,уберегать,сыхла
1134,verteidigen::V,защитить,хӳтӗле
1135,sich schlagen::V,драться,ҫапӑҫ
1136,schießen::V,стрелять,пер
1137,siegen::V,победить,ҫӗн
1138,siegen::V,победить,ҫӗнтер
1139,ärgern::V,сердить,тарӑхтар
1140,ärgern::V,сердить,ҫиллентер
1141,schlagen::V,ударить,ҫап
1142,treten::V,пинать,тап
1143,stechen::V,уколоть,чик
1144,stoßen::V,толкнуть,чыш
1145,stehlen::V,украсть,вӑрла
1146,stören::V,помешать,кансӗрле
1147,belästigen::V,надоедать,аптӑрат
1148,belästigen::V,надоедать,хупла
1149,verbergen::V,скрыть,пытар
1150,täuschen::V,обмануть,суй
1151,betrügen::V,смошенничать,ултала
1152,töten::V,убить,вӗлер
1153,wohnen::V,проживать,чуна пар
1154,wohnen::V,проживать,парӑнса тӑр
1155,arbeiten::V,работать,ӗҫле
1156,sammeln::V,собрать,пух
1157,pflücken::V,рвать,тат
1158,pflücken::V,срывать,тат
1159,jagen::V,охотиться,сунара ҫӳре
1160,fischen::V,рыбачить,пулӑ тыт
1161,fassen::V,поймать,тыт
1162,hüten::V,пасти,кӗт
1163,treiben::V,гнать,хӑвала
1164,anbinden::V,привязать,кӑкар
1165,füttern::V,кормить,ҫитер
1166,melken::V,доить,су
1167,hacken::V,рубить,вакла
1168,gießen::V,полить,шӑвар
1169,reifen::V,созреть,пиҫ
1170,zubereiten::V,приготовить,пӗҫер
1171,kochen::V,варить,пӗҫер
1172,backen::V,печь,пӗҫер
1173,braten::V,жарить,ӑшала
1174,umrühren::V,перемешать,хутӑштар
1175,stricken::V,вязать,ҫых
1176,nähen::V,шить,ҫӗле
1177,färben::V,покрасить,пӗвет
1178,reinigen::V,очистить,тасат
1179,waschen::V,стирать,ҫу
1180,abwischen::V,вытереть,шӑл
1181,spülen::V,полоскать,чӳхе
1182,fegen::V,подметать,шӑл
1183,kehren::V,мести,шӑл
1184,baden::V,купаться,шыва кӗр
1185,sich waschen::V,мыться,ҫӑвӑн
1186,ausziehen::V,снять,салан
1187,anziehen::V,надеть,тӑхӑн
1188,sich anziehen::V,одеться,тӑхӑн
1189,kämmen::V,причесать,тура
1190,schmücken::V,украсить,илемлет
1191,sagen::V,сказать,те
1192,sprechen::V,говорить,кала
1193,reden::V,разговаривать,сӑмахла
1194,reden::V,разговаривать,калаҫ
1195,sich unterhalten::V,беседовать,пупле
1196,fragen::V,спросить,ыйт
1197,bitten::V,просить,ыйт
1198,erzählen::V,рассказать,каласа пар
1199,mitteilen::V,сообщить,пӗлтер
1200,mitteilen::V,сообщить,хыпарла
1201,nennen::V,назвать,те
1202,nennen::V,назвать,чӗн
1203,rufen::V,звать,чӗн
1204,prahlen::V,хвастаться,мухтан
1205,prahlen::V,хвастаться,вӗҫкӗнлен
1206,übersetzen::V,перевести,куҫар
1207,denken::V,думать,шухӑшла
1208,glauben::V,верить,ӗнен
1209,bemerken::V,заметить,асӑрха
1210,erkennen::V,узнать,палла
1211,begreifen::V,понять,ӑнлан
1212,begreifen::V,постичь,ӑнлан
1213,verstehen::V,услышать,пӗл
1214,lernen::V,учиться,вӗрен
1215,wissen::V,знать,пӗл
1216,wissen::V,знать,ӑнкар
1217,sich erinnern an::V,вспомнить,аса ил
1218,vergessen::V,забыть,ман
1219,vergessen::V,забыть,манса кай
1220,messen::V,мерить,виҫ
1221,zählen::V,считать,шутла
1222,rechnen::V,считать,шутла
1223,lesen::V,читать,вула
1224,malen::V,рисовать,ӳкер
1225,zeichnen::V,рисовать,ӳкер
1226,schreiben::V,писать,ҫыр
1227,besitzen::V,иметь,тыт
1228,kaufen::V,купить,ил
1229,kaufen::V,купить,туян
1230,verkaufen::V,продать,сут
1231,bezahlen::V,заплатить,тӳле
1232,zahlen::V,платить,тӳле
1233,beherrschen::V,владеть,тыт
1234,ertragen::V,вытерпеть,тӳс
