,Concept_ID,tt,kl
102,Hitze::N,эсселек,kiassuseq
103,Raureif::N,бәс,kaneq
104,Raureif::N,сыкы,kaneq
105,Regenbogen::N,салават күпере,neriusaaq
106,Donner::N,күкрәү,kalleq
107,Strömung::N,агыш'агым,
108,Tropfen::N,тамчы,kuseriarneq
109,Schaum::N,күбек,qapuk
110,Schmutz::N,пычрак,minguk
111,See::N,күл,taseq
112,Sumpf::N,саз,maqulluk
113,Moor::N,торфлык,
114,Wiese::N,болын,masarsuk
115,Wald::N,урман,
116,Hügel::N,калку,qattuneq
117,Hügel::N,калку,majuariaq
118,Hügel::N,калку,majorajaaq
119,Hügel::N,калку,qaqqannguaq
120,Anhöhe::N,үр,
121,Berg::N,тау,qaqqaq
122,Gipfel::N,оч,
123,Höhle::N,мәгарә,qaarusuk
124,Abhang::N,кабырга,ippik
125,Abhang::N,кабырга,sivinganeq
126,Abhang::N,кабырга,sivingajaaq
127,Abhang::N,кабырга,kussangajaaq
128,Quelle::N,чишмә,
129,Bach::N,елга,kuunnguaq
130,Fluss::N,дәрья,kuuk
131,Ufer::N,су кырые,sissap sinaa
132,Küste::N,яр буе,sineriak
133,Festland::N,коры җир,
134,Meer::N,диңгез,imaq
135,Bucht::N,бухта,ikeq
136,Bucht::N,бухта,kangerluk
137,Bucht::N,бухта,kangerliumaneq
138,Bucht::N,култык,ikeq
139,Bucht::N,култык,kangerluk
140,Bucht::N,култык,kangerliumaneq
141,Insel::N,атау,qeqertaq
142,Insel::N,утрау,qeqertaq
143,Blume::N,чәчкә,naasoq
144,Gras::N,үлән,ivigaq
145,Wurzel::N,тамыр,niulutaq
146,Baum::N,агач,orpik
147,Stamm::N,кәүсә,kanaartaq
148,Rinde::N,кабык,ameraq
149,Ast::N,ботак,avalequt
150,Zweig::N,ботак,avalequt
151,Zweig::N,тармак,avalequt
152,Blatt::N,яфрак,pilutaq
153,Birke::N,каен,patitsit
154,Kiefer[Baum]::N,нарат,
155,Weide[Baum]::N,тал,palleq
156,Tanne::N,чыршы,orsuerneq
157,Horn::N,мөгез,nassuk
158,Feder::N,йон,suluk
159,Fell::N,тире,ameq
160,Flügel::N,канат,suluk
161,Flügel::N,канат,isaroq
162,Klaue::N,тырнак,kukik
163,Kralle::N,тырнак,kukik
164,Schwanz::N,койрык,pamioq
165,Schwanz::N,койрык,paperuusaq
166,Ei::N,күкәй,mannik
167,Ei::N,йомырка,mannik
168,Nest::N,оя,ullut
169,Bau::N,өн,ini
170,Tier::N,хайван,uumasoq
171,Herde::N,көтү,unguukkat
172,Kuh::N,сыер,ussik
173,Bulle::N,үгез,angukulak
174,Bulle::N,үгез,anguteralak
175,Bulle::N,үгез,angutikulooq
176,Pferd::N,ат,
177,Schaf::N,сарык,sava
178,Schwein::N,дуңгыз,puuluki
179,Hund::N,эт,qimmeq
180,Katze::N,песи,puisaaq
181,Bär::N,аю,allaq
182,Eichhörnchen::N,тиен,sissinnguaq
183,Elch::N,поши,
184,Fuchs::N,төлке,terianniaq
185,Hase::N,куян,ukaleq
186,Maus::N,тычкан,teriannguaq
187,Wolf::N,бүре,amaroq
188,Vogel::N,кош,timmiaq
189,Schwarm::N,көтү,
190,Huhn::N,тавык,kukkukooq
191,Huhn::N,тавык,marloraaqaaq
192,Hahn::N,әтәч,kiasiusaq
193,Gans::N,каз,nerleq
194,Adler::N,каракош,nattoralik
195,Ente::N,үрдәк,
196,Eule::N,ябалак,uppik
197,Kranich::N,торна,qorlorfik
198,Krähe::N,карга,tuluatsiaq
199,Kuckuck::N,күке,kukkooq
200,Kuckuck::N,кәккүк,kukkooq
201,Schwan::N,аккош,qussuk
202,Fisch::N,балык,aalisagaq
203,Barsch::N,алабуга,
204,Hecht::N,чуртан,
205,Schlange[Tier]::N,елан,pulateriarsuk
206,Schlange[Tier]::N,елан,pulateriaarsuk
207,Wurm::N,корт,
208,Spinne::N,үрмәкүч,aasiaq
209,Spinne::N,үрмәкүч,nissavaarsuk
210,Ameise::N,кырмыска,uniaaluk
211,Laus::N,бет,kumak
212,Mücke::N,черки,ippernaq
213,Mücke::N,озынборын,ippernaq
214,Fliege::N,чебен,ippernaq
215,Schmetterling::N,күбәләк,paluaq
216,Schmetterling::N,күбәләк,pakkaluaq
217,Schmetterling::N,күбәләк,utsuppaluaq
218,Schmetterling::N,күбәләк,taqaleqisaaq
219,Beere::N,җиләк,paarmaq
220,Beere::N,җиләк,paarngaq
221,Apfel::N,алма,iipili
222,Pilz::N,гөмбә,anngiusaq
223,Zwiebel::N,суган,uanitsoq
224,Zwiebel::N,суганбаш,uanitsoq
225,Saat::N,орлык,naatsiiassaq
226,Korn::N,иген,maannineq
227,Korn::N,орлык,maannineq
228,Heu::N,печән,
229,Schale::N,кабык,niutsivik
230,Schale::N,кабык,ilulissaq qaartussaq
231,Grube::N,баз,itersaq
232,Grube::N,чокыр,itersaq
233,Falle::N,тозак,pualavoq
234,Falle::N,капкын,pualavoq
235,Schlinge::N,элмәк,orseq
236,Schlinge::N,элмәк,norloq
237,Spur::N,эз,tumaa
238,Asche::N,көл,arsat
239,Dreck::N,пычрак,minguk
240,Eisen::N,тимер,savimineq
241,Eisen::N,тимер,saffiugassaq
242,Gold::N,алтын,kuulti
243,Silber::N,көмеш,siilviuvoq
244,Kohle::N,күмер,aamarsuit aamaruutissat
245,Glas::N,пыяла,igalaaq
246,Glas::N,пыяла,imertarfik
247,Glas::N,пыяла,igalaamineq
248,Lehm::N,балчык,marraq
249,Sand::N,ком,sioqqat
250,Mensch::N,адәм,inuk
251,Mensch::N,адәм,silamiu
252,Mensch::N,инсан,inuk
253,Mensch::N,инсан,silamiu
254,Mann::N,ир,angut
255,Frau::N,хатын,arnaq
256,Kind::N,бала,meeraq
257,Junge::N,малай,nukappiaraq
258,Mädchen::N,кыз,arnannguaq
259,Familie::N,гаилә,ilaqutakka
260,Familie::N,гаилә,ilaqutariit
261,Großvater::N,бабай,aatak
262,Großmutter::N,әби,aanaq
263,Eltern::N,ата-ана,angajoqqaat
264,Vater::N,ата,ataata
265,Vater::N,ата,ataataq
266,Mutter::N,ана,anaana
267,Sohn::N,ул,erneq
268,Tochter::N,кыз,panik
269,Bruder::N,кардәш,ani
270,Bruder::N,кардәш,aqqaluk
271,Bruder::N,кардәш,qatanngut
272,Schwester::N,апа,naja
273,Schwester::N,апа,aleqa
274,Schwester::N,апа,qatanngut
275,Schwester::N,сеңел,naja
276,Schwester::N,сеңел,aleqa
277,Schwester::N,сеңел,qatanngut
278,Onkel::N,дәдә,akkak
279,Onkel::N,дәдәй,akkak
280,Tante::N,түти,aja
281,Tante::N,түти,ajak
282,Tante::N,түти,atsak
283,Tante::N,тәтәй,aja
284,Tante::N,тәтәй,ajak
285,Tante::N,тәтәй,atsak
286,Ehemann::N,ир,ui
287,Ehefrau::N,хатын,nuliaq
288,Freude::N,сөенеч,tipaatsussuseq
289,Gelächter::N,көлү,illaq
290,Gelächter::N,көлеш,illaq
291,Glück::N,бәхет,usornaat
292,Glück::N,бәхет,usornarsuseq
293,Kummer::N,хәсрәт,
294,Wunsch::N,теләк,kissaat
295,Lust::N,теләк,illigussuseq
296,Lust::N,теләк,piummaseq
297,Lust::N,теләү,illigussuseq
298,Lust::N,теләү,piummaseq
299,Geist::N,рух,anerneq
300,Geist::N,рух,toornaq
301,Gedanke::N,уй,isumassaq
302,Gedanke::N,фикер,isumassaq
303,Gedächtnis::N,хәтер,eqqaamannissuseq
304,Verstand::N,акыл,isuma
305,Verstand::N,акыл,sianissut
306,Verstand::N,акыл,misigissut
307,Verstand::N,акыл,sianissuseq
308,Verstand::N,акыл,silaqassuseq
309,Sinn::N,мәгънә,isuma
310,Grund::N,сәбәп,patsit
311,Wahrheit::N,хак,sallusuissut
312,Gespräch::N,әңгәмә,
313,Märchen::N,әкият,oqalualaarut
314,Märchen::N,әкият,oqaluasaaq
315,Erzählung::N,хикәя,oqaluttuaq
316,Nachricht::N,хәбәр,oqaassut
317,Nachricht::N,хәбәр,oqqersuut
318,Neuigkeit::N,яңалык,tusarnartaq
319,Name::N,исем,ateq
320,Rätsel::N,табышмак,nalorsitsaarut
321,Rede::N,нотык,oqaluuseq
322,Sprache::N,тел,oqaatsit
323,Stimme::N,тавыш,erinaq
324,Stimme::N,тавыш,qarluuseq
325,Wort::N,сүз,oqaasii
326,Zeichen::N,ишарә,nalunaaqqut
327,Ruf::N,дәшү,qaaqqussut
328,Lärm::N,шау,perpaluk
329,Laut::N,аваз,torsukattak
330,Ton::N,шалтырату,erinaq
331,Lied::N,җыр,taalliaq
332,Lied::N,җыр,erinarsuut
333,Ruhe::N,тынлык,qatsunganeq
334,Leute::N,халык,inuiak
335,Leute::N,халык,inuiaqatigiit
336,Volk::N,халык,inuiaat
337,Arbeit::N,эш,suliaq
338,Arbeit::N,хезмәт,suliaq
339,Gast::N,кунак,qaaqqusaq
340,Geschenk::N,бүләк,pajugut
341,Spiel::N,уен,
342,Gesellschaft::N,җәмгыять,
343,Hilfe::N,ярдәм,annertoqqut
344,Hilfe::N,булышлык,annertoqqut
345,Freund::N,дус,tiliaq
346,Freund::N,дус,ikinngut
347,Kamerad::N,иптәш,tiliaq
348,Kamerad::N,иптәш,ikinngut
349,Angelegenheit::N,эш,
350,Anzahl::N,микъдар,
351,Art::N,төр,ileqquuseq
352,Stück::N,кисәк,nakkaalaniku
353,Teil::N,өлеш,tassiaasat
354,Hälfte::N,ярым,affaq
355,Kreis::N,түгәрәк,kaajaluinneq or kaajaluitsoq
356,Kreuz::N,хач,sanningasulik
357,Kreuz::N,тәре,sanningasulik
358,Linie::N,сызык,tittaq
359,Linie::N,сызык,titarneq
360,Strich::N,сызык,
361,Abstand::N,ара,aku
362,Abstand::N,ара,ikiaq
363,Entfernung::N,ераклык,asi
364,Gegend::N,урын,nuna
365,Platz::N,бушлык,ini
366,Platz::N,бушлык,inissaq
367,Ort::N,урын,sumiiffik
368,Seite::N,як,saneraq
369,Mitte::N,урта,qiteq
370,Gegenstand::N,нәрсә,
371,Sache::N,нәрсә,pigisaq
372,Rand::N,чит,sini
373,Rand::N,чит,akerfineq
374,Kante::N,кырый,akerfineq
375,Ecke::N,почмак,teqeqqoq
376,Ecke::N,почмак,tikeqqoq
377,Spitze::N,оч,inngik
378,Ende::N,азак,isu
379,Loch::N,тишек,putu
380,Winkel::N,почмак,teqeqqorissaat
381,Muster::N,парча,ilisserut
382,Größe::N,зурлык,angissuseq
383,Länge::N,озынлык,takissuseq
384,Höhe::N,биеклек,
385,Gewicht::N,авырлык,oqimaalutaq
386,Menge::N,микъдар,amerlassuseq
387,Haufen::N,өем,eqimattat
388,Reihe::N,рәт,allunaasaq
389,Boot::N,каек,qajaq
390,Boot::N,каек,angallat
391,Boot::N,каек,umiatsiaq
392,Boot::N,көймә,qajaq
393,Boot::N,көймә,angallat
394,Boot::N,көймә,umiatsiaq
395,Ruder::N,ишкәк,iput
396,Schlitten::N,чана,qamutit
397,Schlitten::N,чана,qimusseq
398,Ski::N,чаңгы,ataarut
399,Lagerfeuer::N,костёр,
400,Last::N,йөк,nammagaq
401,Gang::N,йөреш,
402,Schritt::N,адым,allorneq
403,Norden::N,төньяк,avannaq
404,Süden::N,көньяк,qava
405,Süden::N,көньяк,kujat
406,Süden::N,көньяк,kujataa
407,Westen::N,көнбатыш,kitaa
408,Osten::N,шәрык,kangi
409,Osten::N,көнчыгыш,kangi
410,Holz::N,агач,qisuk
411,Brett::N,такта,salliligaq
412,Platte::N,плитә,qaateq
413,Stütze::N,таяу,ajagutaq
414,Stütze::N,таяу,ajaagutaq
415,Stange::N,колга,kaaviffik
416,Stock::N,таяк,ajaappissat
417,Stab::N,таяк,ajaappissat
418,Rohr::N,торба,sullulik
419,Haus::N,өй,illu
420,Haus::N,йорт,illu
421,Heim::N,гаилә,
422,Heim::N,нәсел,
423,Ofen::N,мич,kissarsuut
424,Fußboden::N,идән,nateq
425,Tisch::N,өстәл,allattarfik
426,Stuhl::N,утыргыч,issiavik
427,Stuhl::N,утыргыч,issiaffik
428,Wiege::N,бишек,uaasoq
429,Bett::N,ятак,nallavik
430,Bett::N,урын-җир,nallavik
431,Regal::N,киштә,ilisivik
432,Regal::N,шүрлек,ilisivik
433,Kiste::N,әрҗә,sakissat
434,Kiste::N,әрҗә,illerfiusaq
435,Fenster::N,тәрәзә,aki
436,Fenster::N,тәрәзә,igalaaq
437,Tür::N,ишек,matu
438,Tor::N,капка,isaaffik
439,Zaun::N,койма,saputit
440,Dach::N,түбә,qaliaq
441,Leiter::N,баскыч,tummeqqat
442,Leiter::N,баскыч,majuartarfiit
443,Besen::N,себерке,saligutit
444,Spaten::N,көрәк,nivaataq
445,Schaufel::N,көрәк,nivaataq
446,Gabel::N,чәннечке,qilluaq
447,Gabel::N,чәннечке,ajassaatit
448,Löffel::N,кашык,alussaat
449,Messer::N,пычак,savik
450,Nagel::N,кадак,kukik
451,Netz::N,челтәр,anguffaseq
452,Haken::N,ыргак,nissik
453,Haken::N,ыргак,qarsorsaq
454,Haken::N,ыргак,qarsorsartoq
455,Griff::N,тотка,ipi
456,Schloss::N,йозак,illussaarsuaq
457,Bild::N,рәсем,assiliaq
458,Bild::N,картина,assiliaq
459,Figur::N,сын,kisitsit
460,Figur::N,фигура,kisitsit
461,Puppe::N,курчак,inuusaq
462,Beutel::N,луза,
463,Bündel::N,бәйләм,qilertaq
464,Tasche::N,букча,pooqattaq
465,Eimer::N,чиләк,
466,Deckel::N,капкач,matu
467,Geschirr::N,савыт-саба,anut
468,Geschirr::N,кашык-аяк,anut
469,Sack::N,капчык,
470,Tasse::N,чынаяк,tiitorfik
471,Tasse::N,чынаяк,tiitorfiup ilorlia
472,Topf::N,чүлмәк,qoqqoq
473,Kessel::N,казан,uunnaavik
474,Essen::N,ашау,igaaq
475,Nahrung::N,азык,neqissaq
476,Nahrung::N,тәгам,neqissaq
477,Nahrung::N,ашамлык,neqissaq
478,Speise::N,ризык,nerisassat
479,Fleisch::N,ит,neqi
480,Getreide::N,ашлык,maannineq
481,Brei::N,ботка,
482,Brot::N,ипи,iffit
483,Brot::N,ипи,iffiaq
484,Brot::N,икмәк,iffit
485,Brot::N,икмәк,iffiaq
486,Scheibe::N,телем,igalaassiaq
487,Fett::N,май,tarnutissaq
488,Fett::N,май,tarnutissiaq
489,Butter::N,май,punneq
490,Öl::N,май,uulia
491,Salz::N,тоз,taratsut
492,Suppe::N,шулпа,qajoq
493,Honig::N,бал,tungusunnitsuut
494,Milch::N,сөт,immuk
495,Tee::N,чәй,tii
496,Tee::N,чәй,teeq
497,Leder::N,күн,
498,Wolle::N,йон,nuersagassiaq
499,Stoff::N,тукыма,milliaq
500,Stoff::N,тукыма,qarlissiaq
501,Nadel::N,энә,meqqut
502,Faden::N,җеп,ujalussiaq
503,Knopf::N,төймә,attat
504,Knoten::N,төен,akeroq
505,Knoten::N,төен,qilerneq
506,Farbe::N,буяу,qalipaat
507,Kleidung::N,кием,atisat
508,Kleidung::N,кием,annoraaq
509,Hemd::N,күлмәк,ilupaaq
510,Kragen::N,яка,qungasiinnaq
511,Ärmel::N,җиң,aaq
512,Hose::N,чалбар,qarliit
513,Gürtel::N,билбау,qiterut
514,Gürtel::N,билбау,unngersaq
515,Mütze::N,бүрек,nasaq
516,Schuh::N,башмак,skuu
517,Schuh::N,башмак,ikernuk
518,Schuh::N,башмак,ateraasaq
519,Stiefel::N,итек,kamik
520,Ring::N,балдак,assammiu
521,Band::N,тасма,qilerutissiaq
522,Kamm::N,тарак,illaagutit
523,Kamm::N,тарак,illaajaatit pl.
524,Spiegel::N,көзге,tarrarsuut
525,Riemen::N,каеш,allunaaq
526,Schnur::N,бау,kujaaq
527,Schnur::N,бау,allunaasaq
528,Leine::N,тезген,aleq
529,Decke::N,юрган,qipik
530,Kissen::N,мендәр,akit
531,Tuch::N,яулык,qarlissiaq
532,Handtuch::N,сөлгә,allarut
533,Handtuch::N,сөлгә,allarterut
534,Kraft::N,егәр,pissak
535,Kraft::N,дәрман,pissak
536,Stärke::N,көч,qerattarsaat
537,Stärke::N,дәрман,qerattarsaat
538,Gesundheit::N,саулык,peqqisusseq
539,Krankheit::N,чир,nappaat
540,Krankheit::N,хаста,nappaat
541,Krankheit::N,сырхау,nappaat
542,Schmerz::N,авырту,anniaat
543,Wunde::N,яра,iki
544,Wunde::N,җәрәхәт,iki
545,Fieber::N,бизгәк,nappaat qanimanartoq
546,Arznei::N,дару,imigassaq
547,Brücke::N,күпер,ikaartarfik
548,Brunnen::N,кое,tissaluttuliaq
549,Weide::N,утлавык,masarsuk
550,Pfad::N,сукмак,aqqut
551,Weg::N,юл,aggerfik
552,Straße::N,урам,aqqusineq
553,Dorf::N,авыл,nunaqarfik
554,Stadt::N,шәһәр,illorpaat
555,Stadt::N,шәһәр,illorpalik
556,Brief::N,хат,allagarsiaq
557,Buch::N,китап,atuakkat
558,Buch::N,китап,mappersagaq
559,Buchstabe::N,хәреф,naqinneq
560,Zeitung::N,газет,aviisi
561,Zeitung::N,газета,aviisi
562,Leben::N,гомер,inuussuseq
563,Leben::N,тормыш,inuussuseq
564,Leben::N,тереклек,inuussuseq
565,Tod::N,үлем,toqu
566,Tod::N,үлем,toquneq
567,Grab::N,гүр,iliveq
568,Grab::N,гүр,illissat
569,Grab::N,кабер,iliveq
570,Grab::N,кабер,illissat
571,Kirche::N,чиркәү,oqaluffik
572,Sünde::N,язык,ajorti
573,Sünde::N,гөнаһ,ajorti
574,Gott::N,алла,
575,Gott::N,ходай,
576,Arbeiter::N,эшче,sulisoq
577,Chef::N,башлык,ittoqut
578,Meister::N,оста,naalagaq
579,Arzt::N,врач,katsorsaasoq
580,Arzt::N,табиб,katsorsaasoq
581,Lehrer::N,укытучы,ilinniartitsisoq
582,Lehrer::N,мөгаллим,ilinniartitsisoq
583,Geld::N,акча,aningaasat
584,Geschäft::N,эш,niuertarfik
585,Laden::N,кибет,niuertarfik
586,Laden::N,магазин,niuertarfik
587,Preis::N,бәя,aki
588,Preis::N,бәһа,aki
589,Ware::N,товар,qaliata pii
590,Ware::N,товар,nioqqutissaq
591,Nutzen::N,файда,iluaqut
592,Reichtum::N,байлык,
593,Welt::N,дөнья,nunarsuaq
594,Land::N,ил,nuna
595,Staat::N,дәүләт,
596,König::N,патша,kunngi
597,Macht::N,хакимият,pissaassuseq
598,Grenze::N,чик,killik
599,Krieg::N,сугыш,sorsunneq
600,Feind::N,дошман,akeraq
601,Feind::N,дошман,akerartorti
602,Feind::N,дошман,qinngarsuisoq
603,Gewalt::N,көчләү,
604,Kampf::N,көрәш,sorsunneq
605,Bogen[Waffe]::N,җәя,
606,Pfeil::N,ук,qalugiusaq
607,Gewehr::N,мылтык,aallaat
608,Fehler::N,хата,kukkuneq
609,Fehler::N,хата,paarlaappaa
610,Lüge::N,ялган,
611,Schaden::N,зыян,
612,Schaden::N,зарар,
613,Unglück::N,бәла,perluut
614,Schuld::N,гаеп,akiitsugaq
615,Schuld::N,гаеп,akiligassaq
616,Alter::N,яшь,utoqqaq
617,Schluss::N,ахыр,isu
618,Zeit::N,заман,ulloq
619,Zeit::N,заман,akuttoqatigiinneq
620,Tag::N,көн,ulloq
621,Morgen::N,иртә,ullaaq
622,Mittag::N,өйлә,ulloqeqqa
623,Abend::N,кич,unnuk
624,Nacht::N,төн,unnuaq
625,Woche::N,атна,sapaatip akunnera
626,Monat::N,ай,qaammat
627,Jahr::N,ел,ukioq
628,Frühling::N,яз,upernaaq
629,Sommer::N,җәй,aasaq
630,Herbst::N,көз,ukiaq
631,Winter::N,кыш,ukioq
632,Januar::N,гыйнвар,siulleeq
633,Januar::N,гыйнвар,qaammaliaq
634,Februar::N,февраль,aarlaat
635,März::N,март,marsi
636,März::N,март,martsi
637,April::N,апрель,
638,Mai::N,май,maaji
639,Juni::N,июнь,juuni
640,Juli::N,июль,juuli
641,August::N,август,aggusti
642,September::N,сентябрь,septembari
643,Oktober::N,октябрь,oktobari
644,November::N,ноябрь,novembari
645,Dezember::N,декабрь,detsembari
646,Montag::N,дүшәмбе,ataasinngortoq
647,Dienstag::N,сишәмбе,marlunngorneq
648,Mittwoch::N,чәршәмбе,pingasunngorneq
649,Donnerstag::N,атнакич,sisamanngorneq
650,Donnerstag::N,пәнҗешәмбе,sisamanngorneq
651,Freitag::N,җомга,tallimanngorneq
652,Samstag::N,шимбә,arfininngorneq
653,Sonntag::N,якшәмбе,sapaat
654,Sonntag::N,якшәмбе,sapaati
655,groß::A,зур,angivoq
656,klein::A,кечкенә,mikivoq
657,lang::A,озын,takisooq
658,kurz::A,кыска,naatsoq
659,breit::A,киң,silippoq
660,schmal::A,кысык,amitsoq
661,dicht::A,куе,torsusooq
662,dick[Gegenstand]::A,калын,issuvoq
663,dick[Gegenstand]::A,калын,issusooq
664,dünn::A,нечкә,amitsoq
665,fein::A,нәзакәтле,mamarpoq
666,fest::A,нык,tangeqarpoq
667,flach::A,яссы,nalimmappoq
668,flach::A,ялпак,nalimmappoq
669,glatt::A,шома,quasak
670,hart::A,каты,mattusooq
671,hart::A,каты,manngerpoq
672,hart::A,каты,titeqquluppoq
673,weich::A,йомшак,nerumaarpoq
674,rund::A,түгәрәк,ammallorippoq
675,spitz::A,очлы,qummukujooq
676,scharf::A,үткен,ipippoq
677,stumpf::A,үтмәс,anngerpoq
678,schwer::A,салмак,oqimaappoq
679,schön::A,гүзәл,kusanarpoq
680,heiß::A,эссе,kiappoq
681,warm::A,җылы,oqorpoq
682,kalt::A,суык,issippoq
683,kalt::A,салкын,issippoq
684,kühl::A,салкынча,pueqqortippoq
685,frisch::A,салкынча,
686,feucht::A,юеш,isugutavoq
687,feucht::A,юеш,qaasernarpoq
688,nass::A,дымлы,imerorpoq
689,trocken::A,коры,panerpoq
690,voll::A,тулы,ulikkaarpoq
691,leer::A,буш,imaattuarpoq
692,offen::A,ачык,ammavoq
693,geschlossen::A,йомык,matuvoq
694,sauber::A,пакь,eqqippoq
695,sauber::A,пакь,sukuluippoq
696,sauber::A,пакь,ipeqanngilaq
697,sauber::A,чиста,eqqippoq
698,sauber::A,чиста,sukuluippoq
699,sauber::A,чиста,ipeqanngilaq
700,schmutzig::A,керле,tapappoq
701,schmutzig::A,керле,minguppoq
702,schmutzig::A,пычрак,tapappoq
703,schmutzig::A,пычрак,minguppoq
704,roh::A,чи,aapavoq
705,reif::A,өлгергән,qaarulerpoq
706,lecker::A,тәмле,
707,süß::A,татлы,tungusunnippoq
708,bitter::A,ачы,qasilippoq
709,sauer::A,әче,
710,hell::A,якты,qaamavoq
711,dunkel::A,кара,qernerpoq
712,schwarz::A,кара,qernerpoq
713,weiß::A,ак,qaqorpoq
714,rot::A,кызыл,aappaluppoq
715,gelb::A,сары,sungaarpoq
716,blau::A,күк,tungujorpoq
717,grün::A,яшел,qorsooqqippoq
718,grau::A,соры,qaserpoq
719,bunt::A,чуар,
720,billig::A,арзан,akikippoq
721,teuer::A,хаклы,
722,wertvoll::A,кыйммәтле,erlinnarpoq
723,blind::A,сукыр,tappiippoq
724,blind::A,сукыр,isigisaqanngilaq
725,blind::A,күзсез,tappiippoq
726,blind::A,күзсез,isigisaqanngilaq
727,taub::A,чукрак,tusilarpoq
728,taub::A,саңгырау,tusilarpoq
729,kräftig::A,егәрле,pissaq
730,kräftig::A,егәрле,pissarsuaq
731,stark::A,нык,sanngivoq
732,stark::A,базык,sanngivoq
733,schwach::A,зәгыйфь,nakuippoq
734,fett::A,симез,pualavoq
735,schlank::A,нәзек,tuappoq
736,hübsch::A,чибәр,aatsialaq
737,böse::A,усал,ajorpoq
738,dumm::A,акылсыз,taqajak
739,dumm::A,акылсыз,sikkilluppoq
740,dumm::A,акылсыз,qaatusimasaqanngilaq
741,faul::A,ялкау,eqiasuppoq
742,faul::A,ялкау,eqiattortuvoq
743,faul::A,иренчәк,eqiasuppoq
744,faul::A,иренчәк,eqiattortuvoq
745,fleißig::A,тырыш,eqiasuippoq
746,fleißig::A,тырышучан,eqiasuippoq
747,geizig::A,саран,iasilaarpoq
748,geizig::A,саран,tukkuippoq
749,klug::A,акыллы,mallak
750,klug::A,акыллы,ittanneq
751,klug::A,акыллы,kutaappoq
