,Concept_ID,mrj,be
261,Nachricht::N,увертӓрӹмӓш,вестка
262,Nachricht::N,увертӓрӹмӓш,паведамленне
263,Neuigkeit::N,увер,навіна
264,Name::N,лӹм,імя
265,Rätsel::N,тышты,загадка
266,Rede::N,шая,прамова
267,Rede::N,шамак,прамова
268,Sprache::N,йӹлмӹ,мова
269,Stimme::N,юк,голас
270,Wort::N,шамак,слова
271,Zeichen::N,палӹ,знак
272,Ruf::N,сӹгӹрӹмӓш,кліч
273,Lärm::N,юкланымащ,шум
274,Laut::N,юк,гук
275,Ton::N,юк,гучанне
276,Lied::N,мыры,песня
277,Ruhe::N,тыр,спакой
278,Leute::N,эдемвлӓ,людзі
279,Volk::N,халык,народ
280,Arbeit::N,пӓшӓ,праца
281,Arbeit::N,пӓшӓ,работа
282,Gast::N,хына,госць
283,Geschenk::N,подарка,падарунак
284,Spiel::N,мадыш,гульня
285,Gesellschaft::N,йӓл,таварыства
286,Gesellschaft::N,йӓлвлӓ,таварыства
287,Hilfe::N,палшык,дапамога
288,Freund::N,тӓнг,друг
289,Freund::N,тӓнг,сябар
290,Kamerad::N,тос,прыяцель
291,Angelegenheit::N,дела,справа
292,Angelegenheit::N,йела,справа
293,Angelegenheit::N,йыла,справа
294,Angelegenheit::N,пӓшӓ,справа
295,Anzahl::N,шот,колькасць
296,Art::N,цӹре,від
297,Stück::N,лаштык,кусок
298,Stück::N,лаштык,кавалак
299,Teil::N,пай,частка
300,Teil::N,часть,частка
301,Hälfte::N,пел,палова
302,Hälfte::N,пел,палавіна
303,Kreis::N,тӹртӹш,круг
304,Kreuz::N,крестӹ,крыж
305,Abstand::N,ло,прамежак
306,Entfernung::N,ло,адлегласць
307,Gegend::N,вӓр,мясцовасць
308,Platz::N,вӓр,месца
309,Ort::N,вӓр,месца
310,Seite::N,öрдӹж,бок
311,Mitte::N,ло,сярэдзіна
312,Gegenstand::N,хӓдӹр,прадмет
313,Sache::N,хӓдӹр,рэч
314,Rand::N,шöр,край
315,Kante::N,шöр,руб
316,Kante::N,шöр,кант
317,Ecke::N,лык,вугал
318,Spitze::N,вуй,кончык
319,Ende::N,вуй,канец
320,Ende::N,мычаш,канец
321,Loch::N,ыраж,дзірка
322,Winkel::N,лык,вугал
323,Muster::N,тӹрлец,узор
324,Größe::N,кӱкшӹц,памер
325,Länge::N,кыт,даўжыня
326,Höhe::N,кӱкшӹц,вышыня
327,Gewicht::N,нелӹц,вага
328,Menge::N,шот,колькасць
329,Haufen::N,ара,куча
330,Reihe::N,ряд,рад
331,Boot::N,пыш,лодка
332,Ruder::N,вешлӓ,вясло
333,Schlitten::N,тир,сані
334,Ski::N,ечӹ,лыжа
335,Lagerfeuer::N,тыл,вогнішча
336,Last::N,нелӹц,цяжар
337,Gang::N,ход,ход
338,Schritt::N,ашкыл,шаг
339,Schritt::N,ашкыл,крок
340,Norden::N,йыдпелвел,поўнач
341,Süden::N,кечӹвӓлвел,поўдзень
342,Westen::N,кечӹ шӹцмӹ,захад
343,Osten::N,ирвел,усход
344,Osten::N,кечӹ лӱлтмӹ,усход
345,Holz::N,пушӓнгӹ,дрэва
346,Holz::N,пушӓнгӹ,драўніна
347,Brett::N,ханга,дошка
348,Platte::N,плитӓ,пліта
349,Stütze::N,цӓрӓк,падпорка
350,Stange::N,равы,жэрдка
351,Stange::N,намаш,жэрдка
352,Stock::N,панды,палка
353,Stab::N,равы,шост
354,Rohr::N,пыч,труба
355,Haus::N,пöрт,дом
356,Heim::N,пöрт,дом
357,Heim::N,пöрт,хата
358,Ofen::N,камака,печ
359,Fußboden::N,седӹрӓ,падлога
360,Tisch::N,стöл,стол
361,Stuhl::N,пöкен,стул
362,Stuhl::N,пöкен,крэсла
363,Wiege::N,шипкӓ,калыска
364,Bett::N,койка,ложак
365,Bett::N,койка,пасцель
366,Bett::N,кравать,ложак
367,Bett::N,кравать,пасцель
368,Regal::N,полицӓ,паліца
369,Kiste::N,шӱ́ндӹк,скрынка
370,Fenster::N,окня,акно
371,Tür::N,амаса,дзверы
372,Tor::N,хапка,вароты
373,Zaun::N,забор,агароджа
374,Dach::N,левӓш,дах
375,Leiter::N,ташкалтыш,лесвіца
376,Besen::N,сало,мятла
377,Besen::N,салко,мятла
378,Spaten::N,кольмы,лапата
379,Spaten::N,кольмы,жалязняк
380,Schaufel::N,лоток,шуфлік
381,Schaufel::N,лоток,лапатка
382,Gabel::N,ви́лка,відэлец
383,Löffel::N,савала,лыжка
384,Messer::N,кӹзӹ,нож
385,Nagel::N,пыда,цвік
386,Netz::N,вӓпш,сетка
387,Haken::N,крӱк,крук
388,Haken::N,кагак,крук
389,Griff::N,кычем,ручка
390,Schloss::N,замок,замок
391,Schloss::N,сыравач,замок
392,Bild::N,картин,карціна
393,Figur::N,кӓн,фігура
394,Puppe::N,поханя,лялька
395,Beutel::N,мешӓк,мяшок
396,Bündel::N,топ,вязка
397,Bündel::N,пидӹш,вязка
398,Bündel::N,кӹлдӹш,вязка
399,Tasche::N,сумкы,торба
400,Eimer::N,ведӹрӓ,вядро
401,Deckel::N,комдыш,накрыўка
402,Geschirr::N,ӓтӹ,пасуда
403,Sack::N,мешӓк,мех
404,Tasse::N,цӓшкӓ,кубак
405,Topf::N,ми́ска,каструля
406,Kessel::N,пад,кацёл
407,Essen::N,качкыш,ежа
408,Essen::N,качкыш-йӱш,ежа
409,Nahrung::N,качкыш,харч
410,Nahrung::N,качкыш-йӱш,харч
411,Speise::N,няня,страва
412,Fleisch::N,пай,мяса
413,Getreide::N,киндӹ,збожжа
414,Brei::N,шӹрӓш,каша
415,Brot::N,сыкыр,хлеб
416,Scheibe::N,ламыт,луста
417,Scheibe::N,ламыт,скібка
418,Scheibe::N,лаштык,луста
419,Scheibe::N,лаштык,скібка
420,Fett::N,кая,тлушч
421,Butter::N,ӱ,масла
422,Öl::N,ӱ,алей
423,Salz::N,санзал,соль
424,Suppe::N,лем,суп
425,Honig::N,мӱ,мёд
426,Milch::N,шӹшер,малако
427,Tee::N,чӓй,чай
428,Tee::N,чӓй,гарбата
429,Leder::N,шарга,скура
430,Leder::N,кавашты,скура
431,Wolle::N,миж,воўна
432,Stoff::N,матер,тканіна
433,Stoff::N,матери,тканіна
434,Nadel::N,им,іголка
435,Faden::N,шӹртӹ,нітка
436,Knopf::N,полдыш,гузік
437,Knoten::N,пӱкшем,вузел
438,Farbe::N,чиӓ,фарба
439,Farbe::N,крӓскӓ,фарба
440,Kleidung::N,выргем,адзенне
441,Hemd::N,тыгыр,кашуля
442,Kragen::N,шӱ,каўнер
443,Ärmel::N,шокш,рукаў
444,Hose::N,ялаш,штаны
445,Gürtel::N,ӹштӹ,пояс
446,Mütze::N,упш,шапка
447,Schuh::N,ту́фльы,чаравік
448,Stiefel::N,кем,бот
449,Ring::N,шӓргӓш,кольца
450,Band::N,лемтӓ,стужка
451,Kamm::N,шерге,расчоска
452,Spiegel::N,тӹгӹр,люстра
453,Riemen::N,прӓжӓ,рэмень
454,Schnur::N,кӓндӹра,вяроўка
455,Leine::N,керем,павадок
456,Decke::N,одеял,коўдра
457,Kissen::N,кӹпцӹк,падушка
458,Tuch::N,савыц,хустка
459,Handtuch::N,шӹргӹсавыц,ручнік
460,Handtuch::N,шӹргӹмсавыц,ручнік
461,Kraft::N,ви,сіла
462,Stärke::N,ви,моц
463,Gesundheit::N,шу,здароўе
464,Gesundheit::N,шулык,здароўе
465,Krankheit::N,мыж,хвароба
466,Schmerz::N,карштыш,боль
467,Wunde::N,шушыр,рана
468,Fieber::N,ӱштӹмыж,гарачка
469,Fieber::N,ӱштӹмыж,ліхаманка
470,Arznei::N,лекӓрцӹ,лекі
471,Brücke::N,кӹвер,мост
472,Brunnen::N,вӹдсӹнзӓ,калодзеж
473,Weide::N,ныр,паша
474,Pfad::N,ялгорны,сцежка
475,Weg::N,корны,шлях
476,Weg::N,корны,дарога
477,Straße::N,корны,вуліца
478,Dorf::N,сола,вёска
479,Stadt::N,города,горад
480,Brief::N,сирмӓш,ліст
481,Brief::N,сирмӓш,пісьмо
482,Buch::N,книгӓ,кніга
483,Buchstabe::N,буква́,літара
484,Zeitung::N,газет,газета
485,Zeitung::N,кайзет,газета
486,Leben::N,житя,жыццё
487,Tod::N,смöрт,смерць
488,Grab::N,шӹгер,магіла
489,Grab::N,мыгилӓ,магіла
490,Grab::N,шӹгерлӓ,магіла
491,Kirche::N,церкӹ,касцёл
492,Kirche::N,церкӹ,царква
493,Sünde::N,сулык,грэх
494,Gott::N,йымы,бог
495,Arbeiter::N,пӓшӓзӹ,рабочы
496,Chef::N,вуй,начальнік
497,Meister::N,мастар,майстар
498,Arzt::N,доктор,урач
499,Lehrer::N,тымдышы,настаўнік
500,Geld::N,окса,грошы
501,Geschäft::N,торге́йӹмӓш,заняцце
502,Laden::N,лапка,крама
503,Laden::N,лапка,магазін
504,Laden::N,магазин,крама
505,Laden::N,магазин,магазін
506,Preis::N,ӓк,цана
507,Ware::N,товар,тавар
508,Nutzen::N,пайда,выгада
509,Reichtum::N,перке,багацце
510,Welt::N,сӓндӓлӹк,свет
511,Welt::N,свет,свет
512,Land::N,сӓндӓлӹк,краіна
513,Staat::N,кугижӓншӹ,дзяржава
514,König::N,король,кароль
515,Macht::N,власть,улада
516,Grenze::N,пӹсмӓн,граніца
517,Krieg::N,вырсы,вайна
518,Feind::N,тышман,вораг
519,Gewalt::N,ви,насілле
520,Kampf::N,кредӓлмӓш,барацьба
521,Bogen[Waffe]::N,янгеж,лук
522,Pfeil::N,пикш,страла
523,Gewehr::N,пичӓл,ружжо
524,Fehler::N,самынь,памылка
525,Lüge::N,шая,хлусня
526,Schaden::N,вре́дӓ,шкода
527,Unglück::N,пёда,ліха
528,Unglück::N,пёда,бядота
529,Unglück::N,тымаша,ліха
530,Unglück::N,тымаша,бядота
531,Schuld::N,вуйнамат,віна
532,Alter::N,иӓш,узрост
533,Alter::N,игечӹ,узрост
534,Schluss::N,пӹтӓртӹш,канец
535,Zeit::N,веремӓ,час
536,Tag::N,кечӹ,дзень
537,Morgen::N,ир,ранак
538,Morgen::N,ир,раніца
539,Morgen::N,ирок,ранак
540,Morgen::N,ирок,раніца
541,Mittag::N,кечӹвӓл,паўдня
542,Mittag::N,кечӹвӓл,поўдзень
543,Abend::N,вады,вечар
544,Nacht::N,йыд,ноч
545,Woche::N,ӓрня,тыдзень
546,Monat::N,тӹ́лзӹ,месяц
547,Jahr::N,год,год
548,Frühling::N,шошым,вясна
549,Sommer::N,кӓнгӹж,лета
550,Herbst::N,шӹжӹ,восень
551,Winter::N,тел,зіма
552,Winter::N,телӹ,зіма
553,Januar::N,январ,студзень
554,Januar::N,январь,студзень
555,Februar::N,февраль,люты
556,März::N,март,сакавік
557,April::N,апрель,красавік
558,Mai::N,май,май
559,Mai::N,май,травень
560,Juni::N,июнь,чэрвень
561,Juli::N,июль,ліпень
562,August::N,август,жнівень
563,September::N,сентябрь,верасень
564,Oktober::N,октябрь,кастрычнік
565,November::N,ноябрь,лістапад
566,Dezember::N,декавыр,снежань
567,Montag::N,шачмы,панядзелак
568,Dienstag::N,кышкыжмы,аўторак
569,Mittwoch::N,вӹрчегӹ,серада
570,Donnerstag::N,изӓрня,чацвер
571,Freitag::N,когарня,пятніца
572,Samstag::N,кукшыгечӹ,субота
573,Sonntag::N,рушӓрня,нядзеля
574,groß::A,кого,вялікі
575,klein::A,изи,маленькі
576,lang::A,кужы,доўгі
577,kurz::A,кӹтӹк,кароткі
578,breit::A,кымда,шырокі
579,schmal::A,ӓнгӹсӹр,вузкі
580,dicht::A,шӹре,густы
581,dick[Gegenstand]::A,кӹжгӹ,тоўсты
582,dünn::A,вӹцкӹж,тонкі
583,fein::A,пыльга,тонкі
584,fest::A,цаткыды,моцны
585,flach::A,тӓлякӓ,плоскі
586,glatt::A,ягылгы,гладкі
587,hart::A,пингӹдӹ,цвёрды
588,weich::A,пышкыды,мяккі
589,rund::A,тӹртӹш,круглы
590,spitz::A,кашар,спічасты
591,spitz::A,кашар,востраканцовы
592,scharf::A,кашар,востры
593,stumpf::A,нӹшкӹ,тупы
594,schwer::A,нелӹ,цяжкі
595,schön::A,цевер,прыгожы
596,schön::A,олмыдшы,прыгожы
597,heiß::A,шокшы,гарачы
598,warm::A,шокшы,цёплы
599,kalt::A,ӱштӹ,холадны
600,kühl::A,юалгы,халаднаваты
601,kühl::A,йонгата,халаднаваты
602,frisch::A,йонгата,свежы
603,feucht::A,ӹлӹкшӹ,вільготны
604,feucht::A,вӹдӹжгӹ,вільготны
605,nass::A,начкы,мокры
606,trocken::A,кукшы,сухі
607,voll::A,темшӹ,поўны
608,voll::A,темыман,поўны
609,leer::A,йӓрӓ,пусты
610,offen::A,виш,адкрыты
611,offen::A,виш,адчынены
612,geschlossen::A,чӱчмӹ,закрыты
613,geschlossen::A,чӱчмӹ,зачынены
614,geschlossen::A,тӹкӹлӓлтшӹ,закрыты
615,geschlossen::A,тӹкӹлӓлтшӹ,зачынены
616,sauber::A,ире,чысты
617,schmutzig::A,шоран,брудны
618,schmutzig::A,лявӹрӓн,брудны
619,schmutzig::A,шорангшы,брудны
620,roh::A,пеле кӱшӹ,сыры
621,reif::A,кӱшӹ,спелы
622,lecker::A,тотан,смачны
623,süß::A,мӱӓн,салодкі
624,bitter::A,качы,горкі
625,sauer::A,шапы,кіслы
626,hell::A,соты,светлы
627,hell::A,валгыды,светлы
628,dunkel::A,пӹц,цёмны
629,dunkel::A,пӹцкемӹш,цёмны
630,schwarz::A,шим,чорны
631,weiß::A,ош,белы
632,weiß::A,ошы,белы
633,rot::A,якшаргы,чырвоны
634,gelb::A,сар,жоўты
635,gelb::A,сары,жоўты
636,blau::A,симсӹ,сіні
637,grün::A,ыжар,зялёны
638,grau::A,луды,шэры
639,bunt::A,ала,пяресты
640,billig::A,шулдаш,танны
641,teuer::A,шергӹ,дарагі
642,teuer::A,шергӓкӓн,дарагі
643,wertvoll::A,ӓкӓн,цэнны
644,wertvoll::A,ӓкӓн,каштоўны
645,blind::A,слöпöй,сляпы
646,blind::A,сльöпöй,сляпы
647,taub::A,тӱтӱк,глухі
648,kräftig::A,виӓн,магутны
649,stark::A,виӓн,сільны
650,schwach::A,шава,слабы
651,schwach::A,лӹпкӓ,слабы
652,schwach::A,слабка,слабы
653,fett::A,таза,тлусты
654,schlank::A,яштака,стройны
655,hübsch::A,сӹлнӹ,чароўны
656,hübsch::A,олмыдшы,чароўны
657,böse::A,шӹдӓн,злы
658,dumm::A,окмак,дурны
659,faul::A,ялахай,лянівы
660,fleißig::A,пӓшам яратышы,руплівы
661,geizig::A,шык,прагны
662,klug::A,ышан,разумны
663,geschickt::A,мастар,умелы
664,lieb::A,тыри,мілы
665,lustig::A,мындыр,вясёлы
666,lustig::A,сусу,вясёлы
667,sanft::A,йӹвӹжӓ,ласкавы
668,hungrig::A,шужышы,галодны
669,krank::A,церлӹ,хворы
670,krank::A,хворой,хворы
671,nackt::A,цӓрӓ,голы
672,traurig::A,сы́лыкан,сумны
673,traurig::A,кымы́лдымы,сумны
674,lebendig::A,живой,жывы
675,gut::A,яжо,добры
676,schlecht::A,уда,кепскі
677,schlecht::A,худа,кепскі
678,richtig::A,вургамла,правільны
679,schlimm::A,йӹрнык,агідны
680,wahr::A,настоящий,сапраўдны
681,wahr::A,настояшый,сапраўдны
682,alt::A,шонгы,стары
683,neu::A,у,новы
684,ehemalig::A,тошты,былы
685,alt[Lebewesen]::A,ӹлалшӹ,стары
686,jung::A,нöргӹ,малады
687,jung::A,молода,малады
688,arm::A,укеӓн,бедны
689,reich::A,паян,багаты
690,reich::A,пурлыкан,багаты
691,bekannt::A,палӹмӹ,знаёмы
692,berühmt::A,лӹмлы,славуты
693,fremd::A,эдемӹн,чужы
694,verschieden::A,тӹрлӹ,розны
695,nah::A,лишӹл,блізкі
696,fern::A,мӹндӹр,далёкі
697,linker::A,шалахай,левы
698,rechter::A,вургамла,правы
699,anderer::A,вес,іншы
700,anderer::A,вес,другі
701,anderer::A,весӹ,іншы
702,anderer::A,весӹ,другі
703,erster::A,икшӹ,першы
704,erster::A,икӹмшӹ,першы
705,zweiter::A,кокшы,другі
706,dritter::A,кымшы,трэці
707,letzter::A,остатка,апошні
708,allein::ADV,иктӹ,сам
709,allein::ADV,иктӹ,адзін
710,allein::ADV,иктӹт,сам
711,allein::ADV,иктӹт,адзін
712,auf einmal::ADV,тöрöк,адразу
713,zusammen::ADV,икараш,разам
714,zusammen::ADV,цымырын,разам
715,lange::ADV,кужын,доўга
716,plötzlich::ADV,трӱк,раптам
717,sofort::ADV,полт,зараз
718,sofort::ADV,тöрöк,зараз
719,sofort::ADV,тӹшӓкок,зараз
720,später::ADV,вара,пазней
721,heute::ADV,тагачы,сёння
722,morgen::ADV,иргод,заўтра
723,morgen::ADV,иргодым,заўтра
724,bald::ADV,чӹнь,хутка
725,bald::ADV,чӹнь,неўзабаве
726,bald::ADV,вӓшке,хутка
727,bald::ADV,вӓшке,неўзабаве
728,bald::ADV,выртышты,хутка
729,bald::ADV,выртышты,неўзабаве
730,dann::ADV,пакыла,потым
731,gestern::ADV,тенгечӹ,учора
732,einst::ADV,икӓнӓ,аднойчы
733,damals::ADV,тӹнӓм,тады
734,danach::ADV,пакыла,затым
735,vorher::ADV,перви,раней
736,zuerst::ADV,андак,спярша
737,zuerst::ADV,андак,спачатку
738,einmal::ADV,гӓнӓк,адзін раз
739,einmal::ADV,гӓнӓ,адзін раз
740,manchmal::ADV,кынамжы,часам
741,oft::ADV,чӹчкӹдӹн,часта
742,immer::ADV,со,заўсёды
743,immer::ADV,соок,заўсёды
744,niemals::ADV,нинам,ніколі
745,niemals::ADV,нигынам,ніколі
746,niemals::ADV,нигынамат,ніколі
747,hier::ADV,тиштӹ,тут
748,hierhin::ADV,тишкӹ,сюды
749,von hier::ADV,тишец,адсюль
750,von hier::ADV,тишец,адгэтуль
751,von hier::ADV,тишецӹн,адсюль
752,von hier::ADV,тишецӹн,адгэтуль
753,dort::ADV,тӹштӹ,там
754,dorthin::ADV,тӹшкӹ,туды
