,Concept_ID,ps,ab
708,lieb::A,محبوب,алашара
709,lustig::A,خوشحال,алах-ҿых
710,lustig::A,خوشحال,игурҕьаччо
711,lustig::A,خوشحال,агурҕьа
712,lustig::A,خوشحال,агурҿыхага
713,sanft::A,پوست,атата
714,sanft::A,پوست,аҟəымшəышə
715,sanft::A,پوست,ақьыҧш
716,sanft::A,ملایم,атата
717,sanft::A,ملایم,аҟəымшəышə
718,sanft::A,ملایم,ақьыҧш
719,hungrig::A,وږی,амлашь
720,krank::A,مريض,ачымазаҩ
721,krank::A,ناروغ,ачымазаҩ
722,nackt::A,لوڅ,аҟьантаз
723,traurig::A,غمجن,алахьеиқəҵага
724,lebendig::A,ژوندی,абза
725,gut::A,ښه,абзиа
726,schlecht::A,بد,-хəарҭам
727,schlecht::A,خراب,-хəарҭам
728,richtig::A,سم,иашоу
729,richtig::A,صحیح,иашоу
730,schlimm::A,بد,абааҧсы
731,schlimm::A,مخوف,абааҧсы
732,wahr::A,واقعي,агəҭылса
733,wahr::A,واقعي,абзиаҵəҟьа
734,alt::A,زوړ,Ажə
735,neu::A,نوی,аҿыц
736,ehemalig::A,پخوانی,анкьатәи
737,alt[Lebewesen]::A,زوړ,абырг
738,alt[Lebewesen]::A,زوړ,ақабада
739,alt[Lebewesen]::A,زوړ,Ажə
740,jung::A,ځوان,аҟата
741,arm::A,غریب,ананамга
742,arm::A,بې وزله,ананамга
743,reich::A,شتمن,абеиа
744,reich::A,دولتمند,абеиа
745,bekannt::A,اشنا,адыр
746,berühmt::A,مشهور,адыр
747,fremd::A,پردی,атəым
748,fremd::A,بېګانه,атəым
749,verschieden::A,مختلف,Еиуа-еиҧшым
750,nah::A,نژدې,ааигəа
751,fern::A,لیری,ахара
752,linker::A,چپ,арма
753,linker::A,کیڼ,арма
754,rechter::A,ښی,арҕьа
755,anderer::A,بل,даҽа
756,anderer::A,بل,даҽакы
757,erster::A,لومړی,актәи
758,zweiter::A,دوهم,аҩбатəи
759,dritter::A,درېم,ахҕатәи
760,letzter::A,آخرنی,аҵыхəтəантəи
761,letzter::A,وروستی,аҵыхəтəантəи
762,allein::ADV,یوازې,мацара
763,auf einmal::ADV,په یوه وخت کی,зныкала
764,auf einmal::ADV,په یوه وخت کی,зныкҟьара
765,zusammen::ADV,یو ځای,аиц...
766,lange::ADV,ډېر وخت,акыраамҭа
767,lange::ADV,ډېره موده,акыраамҭа
768,plötzlich::ADV,ناببره,иаалырҟьаны
769,plötzlich::ADV,یوناڅاپه,иаалырҟьаны
770,sofort::ADV,فوراً,иаразнакҵәҟьа
771,sofort::ADV,سمدلاسه,иаразнакҵәҟьа
772,später::ADV,وروسته,уажəшьҭаншəа
773,jetzt::ADV,اوس,уажәы
774,heute::ADV,نن,иахьа
775,morgen::ADV,سبا,уаҵәы
776,bald::ADV,ژر,иласны
777,dann::ADV,پس,нас
778,dann::ADV,وروسته,нас
779,gestern::ADV,پرون,иацы
780,einst::ADV,پخوا,зны
781,damals::ADV,هغه وخت,усҟан
782,danach::ADV,بیا,нас
783,vorher::ADV,دمخه,уаанӡа
784,zuerst::ADV,لومړی,азнаказы
785,zuerst::ADV,لومړی,аҧхьа
786,einmal::ADV,یو ځل,зны
787,manchmal::ADV,ګاهی ګاهی,зны-зынла
788,oft::ADV,ډېر ځله,лассы-лассы
789,immer::ADV,تل,енагь
790,immer::ADV,تل,еснагь
791,immer::ADV,همېشه,енагь
792,immer::ADV,همېشه,еснагь
793,niemals::ADV,هیڅکله نه,ианакəызаалак
794,hier::ADV,دلته,ара
795,hier::ADV,دلته,абра
796,hier::ADV,دلته,араҟа
797,hierhin::ADV,دلته,ара
798,hierhin::ADV,دلته,араҟа
799,hierhin::ADV,دې ځای ته,ара
800,hierhin::ADV,دې ځای ته,араҟа
801,von hier::ADV,د دې ځای نه,арантә
802,dort::ADV,هلته,уа
803,dorthin::ADV,هلته,уахь
804,dorthin::ADV,هلته,анахь
805,dorthin::ADV,هغه ځای ته,уахь
806,dorthin::ADV,هغه ځای ته,анахь
807,geradeaus::ADV,مخامخ,ишиашоу
808,vorwärts::ADV,مخ پهٔ وړاندې,ҕхьаҟа
809,rückwärts::ADV,بېرته,шьҭахьла
810,zurück::ADV,بېرته,шьҭахьҟа
811,unten::ADV,لاندي,лбаа
812,hinab::ADV,ښکته,алада
813,oben::ADV,پورته,хыхь
814,hinauf::ADV,پاس,аҩада
815,überall::ADV,هره خوا,зегьынцьара
816,nicht::ADV,نه,-м
817,ein wenig::ADV,یو څه,ҕыҭк
818,kaum::ADV,ایله,аарлаҳәа
819,kaum::ADV,ایله,афергьҳәа
820,sehr::ADV,ډېر,даара
821,sehr::ADV,زيات,даара
822,so::ADV,داسې,ас
823,so::ADV,داسې,абас
824,so::ADV,دومره,ас
825,so::ADV,دومره,абас
826,noch::ADV,نور,макьана
827,nur::ADV,تش,заҵәык
828,nur::ADV,صرف,заҵәык
829,schon::ADV,دمخه,уажәшьҭа
830,schon::ADV,دمخه,аиҳа ипоу
831,wieder::ADV,بیا,ҿыц
832,wieder::ADV,بیا,дырҩегь
833,wieder::ADV,بیا,дырҩегьых
834,vergebens::ADV,عبث,баша
835,vor::PRP,دمخه,аҕхьа
836,hinter::PRP,شاته,нхыҵ
837,unter::PRP,لاندي,амҵа
838,unter::PRP,لاندي,амҵан
839,durch::PRP,د مینځ نه,
840,neben::PRP,نژدې,ааигуара
841,zwischen::PRP,ترمینځ,абжьара
842,wegen::PRP,د ... له لاسه,-иззы
843,wegen::PRP,د ... له لاسه,-ҟнытә
844,dies::PRN,دا,ари
845,dies::PRN,دا,абри
846,das::PRN,دا,Абни
847,das::PRN,دا,убри
848,alles::PRN,هرڅهٔ,зегьы
849,ich::PRN,زه,са
850,ich::PRN,زه,сара
851,du::PRN,ته,бара
852,er::PRN,دی,иара
853,wir::PRN,مونږ,ҳара
854,ihr::PRN,تاسې,шәара
855,sie::PRN,هغوی,дара
856,was::FPRN,څهٔ,
857,wer::FPRN,چا,дарбан
858,wer::FPRN,څوک,дарбан
859,wo::FADV,چيری,иабыкуу
860,wo::FADV,چيری,аба-
861,wo::FADV,چيری,ахь-
862,wo::FADV,چېرته,иабыкуу
863,wo::FADV,چېرته,аба-
864,wo::FADV,چېرته,ахь-
865,wohin::FADV,چېرته,иабыкуу
866,wohin::FADV,چېرته,аба-
867,wohin::FADV,چېرته,ахь-
868,wie::FADV,څنګه,-шҕа
869,warum::FADV,ولې,избан
870,wieviel::FNUM,څو,заҟа
871,wieviel::FNUM,څومره,заҟа
872,eins::NUM,یو,акы
873,eins::NUM,یو,аӡәы
874,zwei::NUM,دوه,ҩба
875,drei::NUM,درې,хҕа
876,vier::NUM,څلور,ҕшьба
877,fünf::NUM,پنځه,хəба
878,sechs::NUM,شپږ,фба
879,sieben::NUM,اوه,Бжьба
880,acht::NUM,اته,ааба
881,neun::NUM,نهه,жәба
882,zehn::NUM,لس,жәаба
883,elf::NUM,یوولس,жәеизатәи
884,zwölf::NUM,دولس,жәаҩа
885,zwanzig::NUM,شل,ҩажәа
886,dreißig::NUM,دېرش,ҩажәижәабатәи
887,vierzig::NUM,څلوېښت,ҩынҩажәа
888,fünfzig::NUM,پنځوس,ҩынҩажәеижәаба
889,sechzig::NUM,شپېته,хынҩажәа
890,siebzig::NUM,اویا,хынҩажәижәаба
891,achtzig::NUM,اتیا,ҕшьынҩажәа
892,neunzig::NUM,نوي,ҕшьынҩажәижәаба
893,hundert::NUM,سل,шәкы
894,tausend::NUM,زر,зқьы
895,und::CNJ,او,-и
896,oder::CNJ,ېا,ма
897,stehen::V,درېدل,агылазаара
898,sitzen::V,کښېنستل,атəара
899,sitzen::V,کښېنستل,атəа(заа)ра
900,liegen::V,ملاستل,аиара
901,hängen::V,ځړېدل,акнаҳара
902,werden::V,کېدل,аҟалара
903,passieren::V,پېښېدل,аҟалара
904,beginnen::V,شروع کېدل,алагара
905,enden::V,خلاصدل,алгара
906,enden::V,تمامېدل,алгара
907,wechseln::V,تغییر موندل,аҽыҧсахра
908,aufgehen[Sonne]::V,ختل,агылара
909,aufgehen[Sonne]::V,ختل,ахашлара
910,aufgehen[Sonne]::V,ختل,аҩаҵхахара
911,untergehen[Sonne]::V,لوېدل,аҭашəара
912,untergehen[Sonne]::V,پرېوتل,аҭашəара
913,scheinen[Sonne]::V,رڼا کول,акаҧхара
914,donnern::V,تنېدل,адыдра
915,donnern::V,غړمبېدل,адыдра
916,wehen::V,چلېدل,асра
917,strömen::V,بهېدل,акаҭəара
918,fließen::V,بهېدل,ацара
919,fließen::V,تویېدل,ацара
920,sich drehen::V,ګرځېدل,ахагьежьра
921,sich drehen::V,چورلېدل,ахагьежьра
922,schwanken::V,زنګېدل,аҵысра
923,schwingen::V,زنګېدل,ахызазара
924,schwingen::V,زنګېدل,акьаандара
925,fallen::V,ولېدل,акаҳара
926,brennen::V,سوځېدل,абылра
927,rauchen::V,لوګی کول,ахылҵра
928,regnen::V,باران اورېدل,аура
929,gefrieren::V,کنګل نيول,аҵаара
930,tauen::V,وېلې کېدل,аӡҭра
931,schmelzen::V,وېلې کېدل,ақəӡыҭра
932,schmelzen::V,وېلې کېدل,аҭəара
933,trocknen::V,وچېدل,абара
934,sieden::V,اېشېدل,ашра
935,faulen::V,خرابېدل,абаара
936,verfaulen::V,ورستېدل,абаара
937,verfaulen::V,ورستېدل,аилашра
938,reißen::V,شلېدل,аҧжəара
939,versinken::V,ډوېېدل,аӡааҟəрылара
940,vergehen::V,تېرېدل,ацара
941,erscheinen::V,ښکارېدل,ацəырҵра
942,verschwinden::V,ورکېدل,аҵашəкəара
943,sinken::V,ښکته کېدل,атəара
944,sinken::V,ښکته کېدل,алаҟəра
945,abnehmen::V,کمېدل,ацӡаара
946,abnehmen::V,کمېدل,аиҵалара
947,zunehmen::V,زیاتېدل,аҽырҭбаара
948,zunehmen::V,زیاتېدل,аиҵыҵра
949,zunehmen::V,زیاتېدل,арацəахара
950,steigen::V,جګېدل,азҳара
951,steigen::V,جګېدل,ашьҭыҵра
952,steigen::V,جګېدل,адухара
953,steigen::V,جګېدل,ацлара
954,steigen::V,پورته کېدل,азҳара
955,steigen::V,پورته کېدل,ашьҭыҵра
956,steigen::V,پورته کېدل,адухара
957,steigen::V,پورته کېدل,ацлара
958,wachsen::V,وده کول,азҳара
959,glänzen::V,ځلېدل,ацыр-цырра
960,glänzen::V,ځلېدل,ацыҩ-цыҩра
961,glänzen::V,ځلېدل,аказказра
962,funkeln::V,پړکېدل,ашап-шапра
963,funkeln::V,پړکېدل,ацым-цымра
964,lärmen::V,غال و غول کول,ашьҭыбжьгара
965,lärmen::V,غال و غول کول,аҕьҕьаҳәа аилалара
966,läuten::V,زنګ وهل,аҵəҵəасра
967,klingeln::V,زنګ وهل,аҵəҵəасра
968,klirren::V,کړنګېدل,ахьархьарра
969,klirren::V,کړنګېدل,архьархьарра
970,brausen::V,تلاطم کول,аилаҽҽара
971,brausen::V,تلاطم کول,еилашуера
972,rauschen::V,شڼهار کول,
973,klingen::V,آواز کول,агара
974,klingen::V,آواز کول,ашьҭыбжь гара
975,bellen::V,غپېدل,ашра
976,heulen::V,انګلل,ауура
977,blasen::V,پو کول,аҭəҳəара
978,pfeifen::V,شپېلک وهل,ашəшəра
979,schreien::V,ناره کول,аҳəҳəара
980,schreien::V,ناره کول,ахəаара
981,schreien::V,ناره کول,аҟаара
982,stöhnen::V,زګېروی کول,ақьра
983,zittern::V,لړزېدل,аҵыс-ҵысра
984,leben::V,ژوند کول,аҟазаара
985,geboren werden::V,زېږېدل,Аира
986,atmen::V,ساه کښل,аҕсыҕ лагаҩагара
987,atmen::V,تنفس کول,аҕсыҕ лагаҩагара
988,trinken::V,څښل,ажəра
989,essen::V,خوړل,акрыфара
990,schlucken::V,غړپول,албаадара
991,müde werden::V,ستړی کېدل,ааҕсара
992,einschlafen::V,ویده کېدل,ацəара
993,schlafen::V,خوب کول,ацəазаара
994,aufwachen::V,ویښېدل,аҿыхара
995,aufstehen::V,پاڅېدل,Агəылҵра
996,sich erholen::V,استراحت کول,аҧсшьара
997,krank werden::V,رنځورېدل,ачмазаҩхара
998,krank sein::V,ناجوړېدل,аҳəарҧсарра
999,schmerzen::V,خوږېدل,ахьра
1000,schmerzen::V,درد کول,ахьра
1001,husten::V,ټوخېدل,аимҳәара
1002,genesen::V,رغېدل,абзиахара
1003,genesen::V,رغېدل,аӷəӷəахара
1004,sterben::V,مړل,аҧсра
1005,umkommen::V,تلفېدل,аҭахара
1006,sich bewegen::V,چلېدل,аиҭаҵра
1007,sich bewegen::V,حرکت کول,аиҭаҵра
1008,sich rühren::V,ښورېدل,ақəацара
1009,sich erheben::V,درېدل,аҩагылара
1010,sich setzen::V,کښېنستل,атəара
1011,hinfallen::V,لوېدل,акаҳара
1012,laufen::V,منډې وهل,аныҟəара
1013,schreiten::V,قدم ایښودل,ашьаҿа еихгара
1014,spazierengehen::V,چکر وهل,анеи-ааира
1015,eilen::V,بېړه کول,аццакра
1016,sich beeilen::V,عجله کول,аццакра
1017,sausen::V,ځغستل,аҧырра
1018,sausen::V,ځغستل,иҭрысны
1019,sausen::V,ځغستل,ишьҭҟьаны ацара
1020,rennen::V,زغلېدل,аҩра
1021,springen::V,ټوپ وهل,аҧара
1022,klettern::V,ختل,ақəлара
1023,schaukeln::V,زنګېدل,аҟəараҟəанҽара
1024,kriechen::V,خاپوړی وهل,аҳəазара
1025,schwimmen::V,لامبو وهل,аӡсара
1026,tauchen::V,غوټه وهل,ахəӡааҵəира
1027,rudern::V,پارو وهل,аҵшьра
1028,fahren::V,تلل,акала
1029,fliegen::V,الوتل,аҧырра
1030,gehen::V,تلل,аиҭаҵра
1031,weggehen::V,بهر وتل,ацара
1032,abfahren::V,تلل,адəықəлара
1033,abfahren::V,تلل,ацара
1034,anhalten::V,ودرېدل,ааныргылара
1035,hineingehen::V,داخلېدل,аҭалара
1036,eintreten::V,ننوتل,аҩналара
1037,kommen::V,راتلل,аара
1038,kommen::V,راتلل,ааира
1039,ankommen::V,رسېدل,ааира
1040,ankommen::V,رسېدل,аара
1041,ankommen::V,رسېدل,анеира
1042,zurückkommen::V,بېرته راتلل,азыхынҳəра
1043,bleiben::V,پاتې کېدل,аанхара
1044,bleiben::V,پاتې کېدل,анхара
1045,bleiben::V,پاتې کېدل,аангылара
1046,warten::V,انتظار وېستل,азҧшзаара
1047,erwarten::V,انتظار کول,азҧшра
1048,suchen::V,لټول,ашьҭазаара
1049,finden::V,میندل,аҧшаара
1050,finden::V,پیدا کول,аҧшаара
1051,versuchen::V,هڅه کول,аҽазкра
1052,vorbereiten::V,چمتوکول,армазеира
1053,lieben::V,مینه لرل,абзиабара
1054,mögen::V,خوښول,агəаҧхара
1055,mögen::V,علاقه لرل,агəаҧхара
1056,lachen::V,خندېدل,аччара
1057,rühren::V,اغېزه کول,арҵəуара
1058,weinen::V,ژړل,аҵəуара
1059,schimpfen::V,ښکنځا کول,ацəҳара
1060,sich ärgern::V,قهر راتلل,агəаара
1061,sich fürchten::V,ډارېدل,аӡыӡара
1062,fürchten::V,ډارېدل,ацəшəара
1063,fliehen::V,تښتېدل,абналара
1064,fliehen::V,تښتېدل,ацəцара
1065,flüchten::V,تښتېدل,абналара
1066,flüchten::V,تښتېدل,ацəцара
1067,sehen::V,لیدل,абара
1068,anschauen::V,کتل,ахəаҧшра
1069,ansehen::V,ننداره کول,ахəаҧшра
1070,hören::V,اورېدل,аҳара
1071,zuhören::V,غوږ نیول,азыӡырҩра
1072,probieren::V,څکه کول,аҧышəара
1073,probieren::V,چاشنی کول,аҧышəара
1074,riechen::V,بويول,афыҩра
1075,fühlen::V,حسول,анырра
1076,fühlen::V,حسول,ацәакырра
1077,scheinen::V,ښکارېدل,шәа
1078,scheinen::V,ښکارېدل,аацәырҵа
1079,zu sehen sein::V,ښکارېدل,
1080,vernehmen::V,خبرېدل,аҳара
1081,frieren::V,ساړه کېتل,ашəра
1082,frieren::V,ساړه کېتل,аҵаара
1083,tun::V,کول,аҟаҵара
1084,können::V,کولای شول,алшара
1085,können::V,د لاسه کېدل,алшара
1086,wollen::V,غوښتل,аҭахра
1087,anfangen::V,شروع کول,алагара
1088,beenden::V,ختمول,алгара
1089,beenden::V,پای ته رسول,алгара
1090,aufhören::V,بس کول,аҟəыҵра
1091,gelingen::V,موفق کېدل,аура
1092,gelingen::V,موفق کېدل,аманшəалахара
1093,gelingen::V,موفق کېدل,алҵра
1094,gelingen::V,بریالی کېدل,аура
1095,gelingen::V,بریالی کېدل,аманшəалахара
1096,gelingen::V,بریالی کېدل,алҵра
1097,geraten::V,کېدل,нзаарын
1098,öffnen::V,خلاصول,аартра
1099,öffnen::V,پرانیستل,аартра
1100,schließen::V,تړل,аркра
1101,stellen::V,ایښودل,аргылара
1102,setzen::V,کښېنول,артəара
1103,legen::V,ایښودل,ақəҵара
1104,berühren::V,لاس وهل,акьысра
1105,berühren::V,لاس وهل,алакьысра
1106,verbinden::V,تړل,аҿаҳəара
1107,bedecken::V,پوښول,ақəршəра
1108,aufhängen::V,ځوړندول,акнаҳара
1109,anzünden::V,بلول,аркра
1110,aufheben::V,پورته کول,ашьҭыхра
1111,zurücklassen::V,پرېښودل,аныжьра
1112,verlieren::V,ورکول,ацəыӡра
1113,fallen lassen::V,له لاسه لوېدل,ацəкаҳара
1114,machen::V,کول,ачаҧара
1115,herstellen::V,جوړول,аиҵдара
1116,herstellen::V,توليدول,аиҵдара
1117,bauen::V,جوړول,аргылара
1118,reparieren::V,ترمیمول,арҽеира
1119,verbessern::V,اصلاح کول,аиҕьтəра
1120,ändern::V,تغیر ورکول,аҧсахра
1121,graben::V,کيندل,ажра
1122,beugen::V,ټیټول,арҟəра
1123,beugen::V,ټیټول,архəара
1124,biegen::V,کږول,арҟəра
1125,biegen::V,کږول,архəара
1126,drehen::V,ګرځول,аргьежьра
1127,wenden::V,اړول,
1128,umdrehen::V,اړول,аарҳәра
1129,heben::V,جګول,аҩахара
1130,heben::V,جګول,араҳара
1131,heben::V,پورته کول,аҩахара
1132,heben::V,پورته کول,араҳара
1133,hochheben::V,جګول,ахагалара
1134,hochheben::V,جګول,ашьҭҳəара
1135,ergreifen::V,نیول,
1136,halten::V,نیول,акра
1137,drücken::V,کښېکښل,ақəрӷəӷəара
1138,schieben::V,پوری وهل,аҵгəара
1139,schieben::V,پوری وهل,агəара
1140,kratzen::V,ګرول,ацəҟьара
1141,lecken::V,څټل,арбзара
1142,beißen::V,چیچل,ацҳара
1143,abreißen::V,شکول,амжəара
1144,abschneiden::V,پرېکول,ахҵəара
1145,abschneiden::V,پرېکول,аҿахҵəара
1146,binden::V,تړل,аҿаҳəара
1147,stecken::V,ټومبل,алаҵара
1148,brechen::V,ماتول,аҧҵəара
1149,klopfen::V,ټکول,асра
1150,hauen::V,ټکول,ақəкшара
1151,kleben::V,نښلول,аҷабра
1152,kleben::V,سرېښول,аҷабра
1153,reiben::V,مږل,арҟəыҷра
1154,streichen::V,مښل,ахьшьра
1155,schleifen::V,تېره کول,ахра
1156,schneiden::V,غوڅول,аҧҟара
1157,schneiden::V,پرېکول,аҧҟара
1158,rütteln::V,خوڅول,арҵысра
1159,schütteln::V,ښورول,аршəшəара
1160,schwenken::V,خوڅول,аҟьара
1161,schütten::V,اچول,аҭаҭəара
1162,schütten::V,تویول,аҭаҭəара
1163,füllen::V,ډکول,арҭəра
1164,einwickeln::V,پېچل,алаҳəара
1165,einwickeln::V,نغښتل,алаҳəара
1166,tragen::V,وړل,аҩагара
1167,schleppen::V,وړل,арҳəазара
1168,ziehen::V,کښل,ахара
1169,aufbewahren::V,ساتل,аҵəахра
1170,werfen::V,اچول,аршəра
1171,werfen::V,غورځول,аршəра
1172,fangen::V,نیول,акра
1173,fangen::V,ګیرول,акра
1174,packen::V,نیول,анкра
1175,packen::V,نیول,аҵкаара
1176,verstecken::V,پټول,аҵəахра
1177,teilen::V,وېشل,ашара
1178,teilen::V,تقسیمول,ашара
1179,schicken::V,لېږل,ашьҭра
1180,schicken::V,استول,ашьҭра
1181,bringen::V,راوړل,аагара
1182,hinzufügen::V,زیاتول,ацҵара
1183,bekommen::V,حاصلول,аҧшаара
1184,bekommen::V,حاصلول,архиара
1185,bekommen::V,حاصلول,аура
1186,erhalten::V,اخیستل,аиура
1187,nehmen::V,نیول,агара
1188,nehmen::V,اخيستل,агара
1189,wählen::V,خوښول,алҧшаара
1190,auswählen::V,چنده کول,алхра
1191,bewahren::V,ساتل,
1192,behindern::V,مانع کېدل,аҧырхагахара
1193,behindern::V,ممانعت کول,аҧырхагахара
1194,verderben::V,خرابېدل,алгара
1195,verderben::V,خرابېدل,абжьыхра
1196,verderben::V,خرابېدل,аҧхасҭатəра
1197,beschädigen::V,ورانول,аҧхасҭатəра
1198,zerbrechen::V,ماتول,аҧҽра
1199,zerreißen::V,څیرې کول,аҧжəара
1200,zerstören::V,ړنګول,аилаҧыххаара
1201,zerstören::V,ورانول,аилаҧыххаара
1202,verbrennen::V,سوځول,абылра
1203,geben::V,ورکول,аҭара
1204,reichen::V,ورکول,аҭара
1205,schenken::V,بښل,аҩгара
1206,versprechen::V,لوز کول,ақəргəыӷра
1207,wünschen::V,غوښتل,
1208,loben::V,ستایل,арҽхəара
1209,loben::V,تمجید کول,арҽхəара
1210,küssen::V,ښکلول,агəӡра
1211,wiegen::V,زنګول,
1212,zudecken::V,پوښول,аҵахҩара
1213,zudecken::V,پوښول,ақəршəра
1214,wecken::V,ويښول,арҿыхара
1215,zeigen::V,ښودل,арбара
1216,führen::V,بیول,аныҟəгара
1217,lehren::V,درس ورکول,арҵара
1218,lehren::V,تعلیم ورکول,арҵара
1219,unterrichten::V,درس ورکول,арҧхьара
1220,aufziehen::V,روزل,ааӡара
1221,leiten::V,رهبری کول,ахагылазаара
1222,leiten::V,لارښوونه کول,ахагылазаара
1223,antreiben::V,چټک کول,арццакра
1224,lassen::V,اړکول,арҟаҵара
1225,einladen::V,بلل,ааҕхьара
1226,einladen::V,بلل,анаҧхьара
1227,vereinigen::V,متحد کول,аилаҵара
1228,vereinigen::V,یوځای کول,аилаҵара
1229,besuchen::V,کتنه کول,абара
1230,treffen::V,ليدل,аҧылара
1231,treffen::V,تلقی کول,аҧылара
1232,sich versammeln::V,راغونډېدل,аизара
1233,spielen::V,لوبه کول,ахəмарра
1234,singen::V,سندرې وېل,ашəаҳəара
1235,tanzen::V,ګډېدل,акəашара
1236,sich trennen::V,بېلېدل,аилыҵра
1237,verlassen::V,ترک کول,акажьра
1238,retten::V,نجات ورکول,Аиқəрхара
1239,bewachen::V,ساتل,ахьчара
1240,bewachen::V,حفاظت کول,ахьчара
1241,schützen::V,ژغورل,ацəыхьчара
1242,verteidigen::V,دفاع کول,ахьчара
1243,sich schlagen::V,جنګېدل,аисра
1244,schießen::V,ویشتل,ахысра
1245,siegen::V,غالبېدل,аиааира
1246,ärgern::V,خپه کول,аргəаара
1247,schlagen::V,وهل,асра
1248,schlagen::V,وهل,аҭасра
1249,treten::V,په لغته وهل,
1250,stechen::V,ټومبل,алакшара
1251,stoßen::V,ټېل وهل,агəҭасра
1252,stoßen::V,پوری وهل,агəҭасра
1253,stehlen::V,تښتول,аӡара
1254,stehlen::V,غلا کول,аӡара
1255,stören::V,ماتول,аҧырхагахара
1256,belästigen::V,ځورول,аргəамҵра
1257,belästigen::V,تکلیف ورکول,аргəамҵра
1258,verbergen::V,پټول,аӡара
1259,täuschen::V,تېرایستل,ажьара
1260,täuschen::V,خطا ایستل,ажьара
1261,betrügen::V,غولول,ажьара
1262,töten::V,وژل,ашьра
1263,töten::V,مړ کول,ашьра
1264,wohnen::V,اوسېدل,анхара
1265,arbeiten::V,کار کول,аусура
1266,sammeln::V,راټولول,аҟəшəара
1267,sammeln::V,راغونډول,аҟəшəара
1268,pflücken::V,شکول,аҿыршəара
1269,pflücken::V,شکول,аҿыхра
1270,jagen::V,ښکار کول,ашəарыцара
1271,fischen::V,کب نيول,аҧсыӡ икуеит
1272,fassen::V,نیول,акра
1273,fassen::V,ګیرول,акра
1274,hüten::V,پوول,арҳəра
1275,hüten::V,پوول,ахьчара
1276,treiben::V,بیول,акацара
1277,anbinden::V,تړل,адҳəалара
1278,füttern::V,خوراک ورکول,акырҿаҵара
1279,melken::V,لوشل,ахьара
1280,hacken::V,پی کول,аҟəаҟəара
1281,gießen::V,اوبه کول,аҵаҭəара
1282,reifen::V,رسېدل,ашəра
1283,reifen::V,رسېدل,аҟалара
1284,zubereiten::V,تیارول,ацура
1285,kochen::V,پخول,ажəра
1286,backen::V,پخول,аӡра
1287,braten::V,وريتول,аӡра
1288,umrühren::V,لړل,аилрыхра
1289,stricken::V,اوبدل,аҧара
1290,nähen::V,ګنډل,аӡахра
1291,färben::V,رنګول,ашəра
1292,reinigen::V,صافول,арыцқьара
1293,waschen::V,مینځل,аӡәӡәара
1294,abwischen::V,وچول,арбара
1295,spülen::V,کنګالول,аҭыршара
1296,fegen::V,جارو کول,аҧссара
1297,kehren::V,جارو کول,
1298,baden::V,لمبېدل,аҽыкəабара
1299,sich waschen::V,ځان مينځل,аҽыӡəӡəара
1300,ausziehen::V,کښل,ашəыхра
1301,ausziehen::V,ایستل,ашəыхра
1302,anziehen::V,اغوستل,ашəҵара
1303,sich anziehen::V,کالی اغوستل,аҽеилаҳəара
1304,kämmen::V,ګمنځول,аҳəара
1305,schmücken::V,ښکلی کول,арҧшӡара
1306,sagen::V,وېل,аҳəара
1307,sprechen::V,وېل,ацəажəара
1308,sprechen::V,غږېدل,ацəажəара
1309,reden::V,ګړېدل,ацəажəара
1310,reden::V,ګړېدل,аицәажәара
1311,reden::V,خبرې کول,ацəажəара
1312,reden::V,خبرې کول,аицәажәара
1313,sich unterhalten::V,خبری کول,аицәажәара
1314,fragen::V,پوښتنه کول,азҵаара
1315,bitten::V,غوښتل,аҳəара
1316,erzählen::V,کيسه کول,аҳəара
1317,erzählen::V,حکايت کول,аҳəара
1318,mitteilen::V,خبرول,азыцҳара
1319,mitteilen::V,خبر ورکول,азыцҳара
1320,nennen::V,نوم ايښودل,ахьӡҵара
1321,rufen::V,بلل,азҿыҭра
1322,prahlen::V,لاپې وهل,аҽхəара
1323,übersetzen::V,ژباړل,аиҭагара
1324,übersetzen::V,ترجمه کول,аиҭагара
1325,denken::V,فکر کول,азхəыцра
1326,glauben::V,باور کول,ахаҵара
1327,bemerken::V,لیدل,агəаҭара
1328,erkennen::V,پېژندل,адырра
1329,begreifen::V,رسېدل,аилкаара
1330,begreifen::V,پوهېدل,аилкаара
1331,verstehen::V,پوهېدل,аҳара
1332,lernen::V,زده کول,аҵара
1333,lernen::V,درس لوستل,аҵара
1334,wissen::V,پوهېدل,адырра
1335,sich erinnern an::V,یادول,агəаларшəара
1336,sich erinnern an::V,په یاد راوړل,агəаларшəара
1337,vergessen::V,هېرول,ахашҭра
1338,messen::V,اندازه کول,ашəара
1339,zählen::V,شمارل,аҧхьаӡара
1340,rechnen::V,حسابول,аҳасабра
1341,lesen::V,لوستل,аҧхьара
1342,malen::V,رسمول,
1343,zeichnen::V,رسمول,
1344,schreiben::V,لیکل,
1345,besitzen::V,لرل,амазаара
1346,kaufen::V,رانیول,Аахəара
1347,verkaufen::V,خرڅول,аҭира
1348,bezahlen::V,تأدیه کول,ахҭынҵара
1349,bezahlen::V,تأدیه کول,ашəара
1350,zahlen::V,کسات اخيستل,ашəара
1351,beherrschen::V,تسلط لرل,
1352,ertragen::V,زغمل,ачҳара
1353,Barsch::N,,ацəыбла
1354,Hecht::N,,ахиаала
