,Concept_ID,kv,lbe
730,dort::ADV,сэтӧн,гикку
731,dorthin::ADV,сэтчин,тиккун
732,geradeaus::ADV,веськыта,тӏайланм
733,vorwärts::ADV,одзӧ,хьхьичӏунмай
734,rückwärts::ADV,бӧр,махъа-хьхьичӏунмай
735,zurück::ADV,бӧр,махъунмай
736,unten::ADV,увтын,лув
737,hinab::ADV,увтас,бакӏ-ялавай
738,hinab::ADV,увтас,бакӏъялавай
739,oben::ADV,вевдӧрас,ялув
740,hinauf::ADV,вывлань,лавай
741,hinauf::ADV,вывланьӧ,лавай
742,überall::ADV,быдлан,гьариий
743,überall::ADV,быдлан,хьу-хьуний
744,überall::ADV,быдлан,гьарца кӏанай
745,nicht::ADV,ог,къа-
746,ein wenig::ADV,-ышт,чанни
747,ein wenig::ADV,-ышт,ца чансса
748,ein wenig::ADV,невна,чанни
749,ein wenig::ADV,невна,ца чансса
750,kaum::ADV,ӧдва,дахьа
751,sehr::ADV,вывтi,оьну
752,sehr::ADV,вывтi,гужну
753,sehr::ADV,вывтi,хъинну
754,so::ADV,сiдз,укукн
755,noch::ADV,эшӧ,гьала
756,noch::ADV,эшӧ,уттигу
757,noch::ADV,эшӧ,цакьинва
758,noch::ADV,эшӧ,ттигу-шилагу
759,nur::ADV,только,анжагь
760,schon::ADV,ни,
761,wieder::ADV,бӧра,цӏуницӏа
762,vergebens::ADV,весись,аьдада
763,vergebens::ADV,весись,нахӏакь
764,vor::PRP,одзас,хьхьичӏ
765,hinter::PRP,бӧрӧ,махъ
766,unter::PRP,увтын,лув
767,durch::PRP,пыр,-х
768,neben::PRP,бокам,чӏарав
769,neben::PRP,боксиным,чӏарав
770,zwischen::PRP,коласас,дянив
771,wegen::PRP,понда,цӏаний
772,dies::PRN,эта,ва
773,das::PRN,сiя,та
774,das::PRN,сiя,кӏа
775,das::PRN,сiя,га
776,alles::PRN,быдӧс,щала
777,ich::PRN,ме,на
778,du::PRN,тэ,ина
779,er::PRN,сiя,му
780,wir::PRN,мийӧ,жу
781,ihr::PRN,ті,зу
782,sie::PRN,нія,
783,was::FPRN,мый,ци
784,wer::FPRN,кин,цу
785,wo::FADV,кытӧн,чув
786,wohin::FADV,кытчӧ,чун
787,wie::FADV,дзик,цукун
788,warum::FADV,мыля,цан
789,warum::FADV,мыйсянь,цан
790,wieviel::FNUM,мымда,циксса
791,eins::NUM,ӧт,ца
792,zwei::NUM,кык,кӏива
793,drei::NUM,куим,шамма
794,vier::NUM,нёль,мукьа
795,vier::NUM,нёль,мукьва
796,fünf::NUM,вит,ххюва
797,sechs::NUM,квать,ряхва
798,sieben::NUM,сизим,арула
799,acht::NUM,кыкьямыс,мяйва
800,neun::NUM,ӧкмыс,урчӏва
801,zehn::NUM,дас,ацӏва
802,elf::NUM,дасотік,ацӏния цава
803,zwölf::NUM,даскык,ацӏиия кӏива
804,zwanzig::NUM,кыкдас,кьува
805,dreißig::NUM,куимдас,зувира
806,vierzig::NUM,нёльдас,мукьцӏала
807,fünfzig::NUM,витдас,ххюцӏала
808,sechzig::NUM,кватьдас,ряхцӏала
809,siebzig::NUM,сизимдас,
810,achtzig::NUM,кыкьямысдас,мяйцӏала
811,neunzig::NUM,ӧкмысдас,урчӏцӏала
812,hundert::NUM,сто,ттурш
813,hundert::NUM,сто,ттуршва
814,tausend::NUM,тысяча,азарва
815,und::CNJ,и,-гу
816,und::CNJ,да,-гу
817,oder::CNJ,или,я
818,oder::CNJ,или,ягу
819,stehen::V,сулавны,ацӏан
820,sitzen::V,пукавны,щяивкӏун икӏан
821,liegen::V,куйлыны,утту нвхьуну икӏан
822,hängen::V,ӧшавны,зурчӏай тӏун
823,werden::V,лоны,хьун
824,passieren::V,аркмыны,хьун
825,beginnen::V,петны,дайдишин
826,beginnen::V,петны,дайдирхьуну дикӏан
827,enden::V,-сь,къуртал дан
828,enden::V,бырны,къуртал дан
829,wechseln::V,вежсьыны,даххана хьун
830,wechseln::V,вежсьыны,даххана дуллан
831,aufgehen[Sonne]::V,петавны,буклай бур
832,untergehen[Sonne]::V,пуксьыны,лаглай бур
833,scheinen[Sonne]::V,югьявны,битан
834,scheinen[Sonne]::V,югьявны,чани буллан
835,donnern::V,гымавны,тӏий бур
836,wehen::V,пӧлявны,бишлай бур
837,strömen::V,киссьыны,экьинан
838,fließen::V,визывтны,экьинан
839,sich drehen::V,бергавны,гьанан
840,schwanken::V,кӧвьясьны,хъюлчу тӏун
841,schwanken::V,кӧвьясьны,хӏуркку тӏун
842,schwingen::V,дюттясьны,хъюлчай тӏун
843,schwingen::V,дюттясьны,хъюлчу тӏун
844,fallen::V,усьны,багьлан
845,brennen::V,сотчыны,ччучлан
846,rauchen::V,тшынасьны,пуркӏу тӏун
847,regnen::V,зэрны,лачӏун
848,regnen::V,зэрны,лачIлай дур
849,gefrieren::V,гегдыны,микӏ лачӏун
850,tauen::V,сывны,баслан
851,schmelzen::V,сывны,баслан
852,trocknen::V,косьмыны,кьакьан
853,sieden::V,пизьны,щаран
854,faulen::V,нёльзьыны,аьллан
855,verfaulen::V,тӧрмыны,аьллан
856,verfaulen::V,тӧрмыны,аьян
857,verfaulen::V,сiсьмыны,аьллан
858,verfaulen::V,сiсьмыны,аьян
859,reißen::V,косясьны,ххя дукан
860,versinken::V,вӧйны,оькьлан
861,versinken::V,вӧйны,оькьан
862,vergehen::V,мунны,лялиян
863,erscheinen::V,мыччисьны,буккан
864,erscheinen::V,мыччисьны,загьир хьун
865,verschwinden::V,ӧшны,бат хьун
866,verschwinden::V,ӧшны,акъа хьун
867,sinken::V,ямны,чахь учин
868,abnehmen::V,ямны,чан хьун
869,abnehmen::V,ямны,ссуссукьу хьун
870,zunehmen::V,паськавны,гьарза хьун
871,steigen::V,лэбтiсьны,гьаз хьун
872,wachsen::V,быдмыны,ххяххан
873,glänzen::V,свиттявны,цӏай буккан
874,funkeln::V,югйовтлыны,цӏай-цӏай тӏун
875,funkeln::V,югйӧв-керны,цӏай-цӏай тӏун
876,lärmen::V,чавзыны,чӏу буллан
877,lärmen::V,чавзыны,аьлагъужа буллан
878,läuten::V,диньгыны,занг ришлан
879,läuten::V,диньгыны,занг дуллан
880,klingeln::V,силькӧтны,занг ришлан
881,klingeln::V,силькӧтны,занг дуллан
882,klirren::V,жольӧтны,
883,brausen::V,гуасьны,никъащилан
884,rauschen::V,кышӧтны,щурщур тӏун
885,klingen::V,горавны,чӏу буклан
886,bellen::V,увтны,хӏап тӏун
887,bellen::V,вувтны,хӏап тӏун
888,heulen::V,уннявны,
889,blasen::V,пӧлявны,уф тӏун
890,pfeifen::V,пиксыны,щютӏа тӏун
891,schreien::V,айзыны,чӏу бан
892,stöhnen::V,ойзыны,угь-къак тӏун
893,stöhnen::V,ружтыны,угь-къак тӏун
894,zittern::V,легьявны,зурзу чин
895,zittern::V,легьявны,зурзу тӏун
896,leben::V,овны,ялапар хъанан
897,geboren werden::V,шогмыны,ан
898,atmen::V,лолавны,ссихӏ ласлан
899,atmen::V,лолавны,ссихӏ бигьлан
900,trinken::V,юны,хӏачӏан
901,trinken::V,юны,хӏачӏлан
902,essen::V,сёйны,канан
903,schlucken::V,ньылавны,кьюлтӏа тӏун
904,müde werden::V,мыдзны,аьхчӏин
905,einschlafen::V,ланьтны,шанан икӏан
906,schlafen::V,узьны,шанан
907,aufwachen::V,саймыны,чантӏ учин
908,aufwachen::V,пальмыны,чантӏ учин
909,aufstehen::V,сувтны,бизан
910,sich erholen::V,шоччисьлыны,бигьалаган
911,krank werden::V,моржитны,къашай хьун
912,krank sein::V,шогавны,къашай хъанан
913,krank sein::V,шогавны,къашавай икӏан
914,krank sein::V,визьӧтны,къашай хъанан
915,krank sein::V,визьӧтны,къашавай икӏан
916,schmerzen::V,висьны,цӏун
917,husten::V,кашляйтны,хъугьу чин
918,husten::V,кашляйтны,хъугьу тӏун
919,genesen::V,бурдны,хъин хьун
920,genesen::V,бурдны,сагъ лаган
921,sterben::V,кувны,ивчӏан
922,umkommen::V,вийсьыны,лиллан
923,umkommen::V,вийсьыны,литӏлан
924,umkommen::V,вийсьыны,ажал биян
925,umkommen::V,вийсьыны,личӏи хьун
926,umkommen::V,вийсьыны,иакьлу хьун
927,umkommen::V,вийсьыны,ахир жан хъанан
928,umkommen::V,вийсьыны,рухӏирачӏа икӏан
929,sich bewegen::V,локны,сукку хьун
930,sich bewegen::V,ветлӧтны,сукку хьун
931,sich rühren::V,вӧрзьӧтчыны,сукку хьун
932,sich erheben::V,сувтны,бизан
933,sich setzen::V,пуксьыны,щяикӏан
934,sich setzen::V,пуксьыны,щябикӏан
935,hinfallen::V,пӧрласьны,багьан
936,laufen::V,мунны,занан
937,schreiten::V,тальччавны,ша ласлан
938,spazierengehen::V,котрасьны,сайр буллан
939,eilen::V,тэрмасьны,анавар буккан
940,sich beeilen::V,тэрмасьны,анавар буккан
941,sausen::V,вирдавны-котӧртны,никъа щилан
942,sausen::V,вирдавны-котӧртны,никъа щун
943,springen::V,чеччавны,тӏанкӏ дан
944,klettern::V,кышасьны,лахълан
945,schaukeln::V,чурликасьны,гьайжак бигьлан
946,kriechen::V,кыскасьны-мунны,ххярк тӏун
947,schwimmen::V,вартчыны,гьузун
948,tauchen::V,сунгисьны ваӧ,лултту уккан
949,rudern::V,сынны,бяхлан
950,rudern::V,сынны,батӏлан
951,rudern::V,сынны,ххялаххи дуклан
952,fahren::V,мунны,гьан
953,fliegen::V,лэбавны,лехлан
954,gehen::V,мунны,нан
955,weggehen::V,мунны,ялагьан
956,abfahren::V,иньдӧтчыны,гьан
957,abfahren::V,мунны,гьан
958,anhalten::V,сувтны,бацӏан
959,hineingehen::V,пырны,буххан
960,eintreten::V,пырны,буххан
961,kommen::V,локны,учӏан
962,ankommen::V,локны,биян
963,ankommen::V,локны,бучӏан
964,zurückkommen::V,бертны,зана хъун
965,zurückkommen::V,бертны,зана бикӏан
966,zurückkommen::V,панӧвтсьыны,зана хъун
967,zurückkommen::V,панӧвтсьыны,зана бикӏан
968,bleiben::V,кольччыны,личӏан
969,warten::V,видзчисьны,ялугьлан
970,erwarten::V,видзчисьны,ялугьлан
971,suchen::V,кошшыны,луглан
972,finden::V,адззыны,лякъин
973,versuchen::V,пондыны,ххал буллан
974,versuchen::V,пондӧтны,ххал буллан
975,vorbereiten::V,лӧсьӧтны,хӏадур бан
976,lieben::V,милуйтны,эшкьи хьуиу бикӏан
977,mögen::V,радейтны,ххиран бикӏан
978,lachen::V,серавны,хъян
979,rühren::V,сьӧлӧм вӧрзьӧтны,
980,weinen::V,горзыны,аьтӏун
981,schimpfen::V,видчыны,дяъван
982,schimpfen::V,видчыны,ссугайи агьан
983,sich ärgern::V,лёкавны,ссибизлан
984,sich fürchten::V,повны,ингъауслан
985,fürchten::V,повны,хӏучӏ тӏун
986,fliehen::V,пышшыны,ака бан
987,flüchten::V,пышшыны,лихъан
988,sehen::V,адззыны,чӏалан
989,anschauen::V,видзӧтны,урган
990,ansehen::V,видзӧтны,буруглан
991,hören::V,кывны,баллан
992,zuhören::V,кывзыны,вичӏи дихьлан
993,probieren::V,пешлыны,тӏин ххал буллан
994,riechen::V,дукавны,ссунтӏа тӏун
995,fühlen::V,кывны,дакӏнил буслан
996,scheinen::V,декуйтчыны,ххан
997,scheinen::V,декуйтчыны,бизан
998,scheinen::V,декуйтчыны,ххан бикӏлай бикӏан
999,zu sehen sein::V,тыдавны,
1000,vernehmen::V,тӧдмавны,баян
1001,frieren::V,гегдыны,лигьулул хъанан
1002,tun::V,керны,бан
1003,können::V,вермыны,хьун
1004,wollen::V,мӧдны,
1005,anfangen::V,петны,дайдишин
1006,beenden::V,ештӧтны,къуртал бан
1007,beenden::V,керыштны,къуртал бан
1008,aufhören::V,дугдыны,кьабагьан
1009,gelingen::V,шогмыны,бюхъан
1010,geraten::V,мыччисьны,
1011,öffnen::V,осьтны,тӏитӏин
1012,schließen::V,пӧднавны,лакьин
1013,stellen::V,сувтӧтны,дацӏан дан
1014,stellen::V,сувтӧтны,бишин
1015,setzen::V,пуксьӧтны,щяитан
1016,legen::V,пуктыны,бишин
1017,berühren::V,вӧрзьӧтны,ка щун
1018,verbinden::V,йитны,бахӏин
1019,verbinden::V,йитны,дахӏин
1020,bedecken::V,вевттьыны,ялтту бущин
1021,bedecken::V,вевттьыны,ялтту бакьин
1022,aufhängen::V,ӧшӧтны,лахъан
1023,anzünden::V,ӧзтыны,лахъан
1024,aufheben::V,лэбтыны,гьаз бан
1025,zurücklassen::V,кольны,кьаитан
1026,zurücklassen::V,кольны,битан
1027,verlieren::V,ӧштыны,дакъа дан
1028,fallen lassen::V,уськӧтны,рутан
1029,machen::V,керны,дан
1030,herstellen::V,вӧчны,яраг ишла бувиу бан
1031,bauen::V,строитны,дан
1032,reparieren::V,вочны,дакьин дан
1033,verbessern::V,бурсьӧтны,ххуй дан
1034,ändern::V,вежны,баххана бан
1035,graben::V,гарйыны,дуклан
1036,beugen::V,кусіньтны,лахӏан бан
1037,beugen::V,кусіньтны,кьус бикӏан
1038,biegen::V,чукыльтыштны,баччин
1039,biegen::V,чукыльтыштны,лахӏан бан
1040,drehen::V,бергӧтны,гьанан
1041,wenden::V,бергӧтны,кӏура баен бан
1042,umdrehen::V,бергӧтны,кӏура баен бан
1043,heben::V,лэбтыны,гьаз бан
1044,hochheben::V,лэбтыны,гьаз бан
1045,ergreifen::V,кватитны,хъап дан
1046,ergreifen::V,кватитны,хъап увиу угьан
1047,halten::V,видзны,бугьлан
1048,drücken::V,личкыны,кьюч бигьлан
1049,schieben::V,тойлавны,щун
1050,kratzen::V,шаркӧтны,
1051,lecken::V,нювны,ланцӏа тӏун
1052,beißen::V,йирны,хъапа тӏун
1053,beißen::V,йирны,кьацӏа тӏун
1054,abreißen::V,орӧтны,буцан
1055,abschneiden::V,шӧрыштны,бухъан
1056,abschneiden::V,шӧрыштны,кьукьин
1057,abschneiden::V,вундыштны,бухъан
1058,abschneiden::V,вундыштны,кьукьин
1059,binden::V,гӧрдззыны,бахӏин
1060,binden::V,гӧрдззыны,дахӏин
1061,stecken::V,мӧртны,
1062,brechen::V,жугдыны,гъагъан
1063,klopfen::V,зукӧтны,кьутӏа тӏун
1064,hauen::V,желльыны,рищун
1065,kleben::V,лякӧтны,лачӏун буллан
1066,reiben::V,зыртны,ссуку буллан
1067,streichen::V,мавтны,дугъан
1068,streichen::V,мавтны,аьгъу дан
1069,schleifen::V,кыскыны,
1070,schneiden::V,вундавны,духълан
1071,schneiden::V,вундавны,кьукьлан
1072,rütteln::V,шатлавны,
1073,schütteln::V,зыбӧтны,хъюлчу буллан
1074,schwenken::V,ӧвтны,палцӏ дуллан
1075,schwenken::V,макайтны,палцӏ дуллан
1076,schütten::V,кисьтны,рутӏин
1077,füllen::V,тыртны,буцӏин бан
1078,füllen::V,тырсьӧтны,буцӏин бан
1079,einwickeln::V,тубны,кай-кай бан
1080,tragen::V,новйӧтны,ларсун занан
1081,tragen::V,новйӧтны,ларсун ачин
1082,schleppen::V,кыскыны,ххилан
1083,ziehen::V,кыскыны,
1084,aufbewahren::V,видзны,ядан
1085,aufbewahren::V,видзны,ядуллан
1086,werfen::V,шентывлыны,личин
1087,fangen::V,кутны,бугьан
1088,fangen::V,кутны,бугьлан
1089,packen::V,кутасьны,
1090,packen::V,кватитны,
1091,verstecken::V,дзебны,ладитан
1092,verstecken::V,дзебны,кьюлтӏ дан
1093,verstecken::V,дзебны,дахьлаган дан
1094,teilen::V,торйӧтны,бачӏин
1095,teilen::V,торйӧтны,бутӏа бан
1096,schicken::V,иньдыны,тӏайла буккан
1097,bringen::V,вайны,диян дан
1098,hinzufügen::V,содтыны,ххи бан
1099,bekommen::V,получитны,ласун
1100,erhalten::V,получитны,ласун
1101,nehmen::V,босьтны,ласун
1102,wählen::V,бӧрйыны,бувчӏин
1103,auswählen::V,бӧрйыны,бувчӏин
1104,auswählen::V,бӧрйыны,язи бугьан
1105,bewahren::V,видзны,ядан
1106,behindern::V,падтыны,дайщишруду дуллан
1107,verderben::V,изводавны,зия дан
1108,beschädigen::V,паздыны,зарал буллан
1109,zerbrechen::V,паздыны,гьагъан
1110,zerbrechen::V,паздыны,гьагъан бан
1111,zerreißen::V,косявны,ххяхха дуккан
1112,zerstören::V,паздыны,лекьан дан
1113,verbrennen::V,сотны,ччуччин
1114,geben::V,сетны,дулун
1115,reichen::V,сетны,дулун
1116,schenken::V,козьнавны,пишкаш дан
1117,schenken::V,козьнавны,багъишла дан
1118,schenken::V,козьнавны,ихӏсандалун дуллун
1119,versprechen::V,кӧсйыны,банна чин
1120,wünschen::V,бурсьыны,
1121,loben::V,ошкыны,цӏа дан
1122,küssen::V,окавны,ппай тӏун
1123,wiegen::V,тюттьӧтны,гьуркку тӏун
1124,wiegen::V,тюттьӧтны,гьуркку буллан
1125,wiegen::V,тюттьӧтны,гьуркку бан
1126,zudecken::V,вевттьыны,
1127,wecken::V,саймӧтны,чантӏ учин ан
1128,zeigen::V,мыччавны,ккаккан бан
1129,führen::V,нуӧтны,буцин
1130,lehren::V,велӧтны,лахьхьин бан
1131,lehren::V,велӧтны,лахьхьин буллан
1132,unterrichten::V,велӧтны,дарс дишаван
1133,aufziehen::V,быдтыны,хъуна ан
1134,aufziehen::V,быдтыны,тарбия ан
1135,leiten::V,юравны,каялувшиву дан
1136,leiten::V,веськӧтлыны,каялувшиву дан
1137,antreiben::V,тэрмӧтны,
1138,lassen::V,-ӧтыны,
1139,einladen::V,корны,хъамалу оьвчин
1140,vereinigen::V,ӧтувтны,ца бан
1141,vereinigen::V,ӧтлаавны,ца бан
1142,besuchen::V,пыравлыны,ялун уххан
1143,treffen::V,пантавны,хьуна бакьин
1144,sich versammeln::V,ӧксьыны,батӏин
1145,spielen::V,орсны,тӏуркӏу тӏун
1146,singen::V,сьывны,балай тӏун
1147,tanzen::V,йӧктыны,къавтӏун
1148,sich trennen::V,торьясьны,ппив хьун
1149,verlassen::V,кольны,увккун гьан
1150,retten::V,мынтны,ххассал бан
1151,bewachen::V,смекайтны,къарал бан
1152,schützen::V,дорйыны,ябан
1153,verteidigen::V,дорйыны,буруччин
1154,sich schlagen::V,тышкасьны,биян
1155,schießen::V,лыйны,битлан
1156,siegen::V,вермыны,ххув хьун
1157,siegen::V,вермыны,ххувшаву ласун
1158,ärgern::V,лӧгӧтны,ссибизан уллан
1159,schlagen::V,базнитны,рищун
1160,treten::V,чужьявны,
1161,stechen::V,бытшкыны,кьутӏин
1162,stoßen::V,тапкыны,щун
1163,stoßen::V,тойыштны,щун
1164,stehlen::V,гусявны,дацин
1165,stören::V,костіавны,кьючин
1166,belästigen::V,назыляйтны,бизар уллан
1167,verbergen::V,дзебны,лабитан
1168,verbergen::V,дзебны,кӏучӏ бан
1169,täuschen::V,бӧбӧтны,хъяврин ан
1170,täuschen::V,пӧрьявны,хъяврин ан
1171,betrügen::V,муклачитны,аьикьин ан
1172,töten::V,вийны,ивчӏан
1173,wohnen::V,овны,оьрму бутлан
1174,arbeiten::V,уджавны,зун
1175,sammeln::V,ӧктыны,ттихӏин
1176,sammeln::V,ӧктыны,вив дишин
1177,pflücken::V,судзлавны,риттун
1178,jagen::V,вӧравны,авли занан
1179,fischen::V,чериавны,чавахъру бугьлан
1180,fassen::V,кутны,бугьан
1181,hüten::V,вердны,урттуйн бакьлан
1182,hüten::V,йирсьӧтны,урттуйн бакьлан
1183,treiben::V,вашӧтны,дачин дуллан
1184,treiben::V,вашӧтны,лихъан буллан
1185,anbinden::V,кӧртавны,бахӏин
1186,füttern::V,вердны,канаки буллан
1187,melken::V,высьтыны,ттизин
1188,melken::V,чилькӧтны,ттизин
1189,hacken::V,керавны,мюрш буллан
1190,hacken::V,керавны,мюрш бан
1191,gießen::V,киськавны,щин дишин
1192,reifen::V,кисьмыны,диян
1193,zubereiten::V,лӧсьӧтны,хӏадур дан
1194,zubereiten::V,лӧсьӧтны,хӏадур бан
1195,kochen::V,пуны,шашан
1196,kochen::V,пуны,шашан дуллан
1197,backen::V,пӧжавны,бишлан
1198,backen::V,пӧжавны,шахьлан
1199,braten::V,жаритны,цӏарайх дуллан
1200,umrühren::V,соравны,хӏала бан
1201,stricken::V,домавны,щащлан
1202,stricken::V,домавны,щащан
1203,nähen::V,вурны,дуруххан
1204,färben::V,краситны,ранг щун
1205,reinigen::V,весӧтны,марцӏ бан
1206,waschen::V,пеславны,шюшин
1207,abwischen::V,чышкыны,лишин
1208,spülen::V,гывьявны,вилаган
1209,fegen::V,чышкыны,башин
1210,kehren::V,чышкыны,бахьлан
1211,baden::V,купайтчыны ,щинавун учӏлан
1212,sich waschen::V,миссьыны,диссун
1213,sich waschen::V,миссьыны,лажин диссун
1214,sich waschen::V,миссьыны,лажин дислан
1215,sich waschen::V,миссьыны,биссун
1216,sich waschen::V,миссьыны,чурх бислан
1217,ausziehen::V,гыжтӧтны,ликкан
1218,ausziehen::V,пӧрччавны,ликкан
1219,anziehen::V,пасьтавны,лаххан
1220,sich anziehen::V,пасьтасьны,янна лаххан
1221,kämmen::V,сынавны,ттарал дуккан
1222,schmücken::V,баситны,чӏюлу бан
1223,sagen::V,висьтавны,учин
1224,sprechen::V,шуны,гъалгъа тӏун
1225,reden::V,баитны,гъалгъа тӏун
1226,sich unterhalten::V,сёрнитны,гъалгъа тӏун
1227,fragen::V,юавны,цӏуххин
1228,bitten::V,корны,тавакъю буллан
1229,erzählen::V,висьтавны,хавар бусан
1230,mitteilen::V,висьтавны,баян бан
1231,mitteilen::V,висьтавны,хавар бан
1232,nennen::V,нимтны,цӏа дизан
1233,rufen::V,китсавны,оьвтӏун
1234,rufen::V,корны,оьвтӏун
1235,rufen::V,чукӧстны,оьвтӏун
1236,prahlen::V,ошшасьны,цӏа дуллан
1237,übersetzen::V,вуджӧтны,таржума бан
1238,denken::V,чайтны,пикри буллан
1239,glauben::V,веритны,вих хьун
1240,bemerken::V,казявны,хӏисав хъун
1241,erkennen::V,тӧдсавны,увчӏин
1242,begreifen::V,вежӧртны,бувчӏин
1243,verstehen::V,кывны,
1244,lernen::V,велӧтчыны,лахьлан
1245,lernen::V,велӧтчыны,лахьхьин
1246,wissen::V,тӧдны,кӏулну бикӏан
1247,wissen::V,тӧдны,хавар бикӏан
1248,sich erinnern an::V,касьтывны,дакӏнин бутан
1249,vergessen::V,вунӧтны,хъама битан
1250,messen::V,меряйтны,дуцин дуллан
1251,messen::V,меряйтны,дуцин дан
1252,zählen::V,лыддьыны,дуккин
1253,rechnen::V,лыддьыны,хӏисав дан
1254,lesen::V,лыддьӧтны,ккалан
1255,zeichnen::V,гижмавны,сурат дуллан
1256,schreiben::V,гижны,чичин
1257,schreiben::V,гижны,чичлан
1258,besitzen::V,лоны,дуну икӏан
1259,besitzen::V,лоны,дуну дикӏан
1260,besitzen::V,лоны,заллуну икӏан
1261,kaufen::V,небны,машан ласун
1262,verkaufen::V,вузавны,баххан
1263,bezahlen::V,вештыны,арцу дулун
1264,bezahlen::V,вештыны,багьа булун
1265,zahlen::V,вештыны,арцу дулун
1266,zahlen::V,вештыны,багьа булун
1267,ertragen::V,терпитны,бухӏан
1268,Insel::N,,жазира
1269,Gewalt::N,,къия
1270,Alter::N,,оьрму
1271,richtig::A,,саргъунсса
1272,wahr::A,,хӏакьсса
1273,berühmt::A,,машгьурсса
1274,allein::ADV,,ялгъузну
1275,rennen::V,,лечлан
1276,malen::V,,сурат дуллан
1277,beherrschen::V,,дуну икӏан
1278,beherrschen::V,,заллуну икӏан
