,Concept_ID,lez,pl
80,Feuer::N,цӏай,ogień
81,Licht::N,экв,światło
82,Schatten::N,серин,cień
83,Wetter::N,гьава,pogoda
84,Nebel::N,ччилин циф,mgła
85,Wolke::N,циф,obłok
86,Wolke::N,циф,chmura
87,Regen::N,марф,deszcz
88,Schnee::N,жив,śnieg
89,Eis::N,мурк,lód
90,Frost::N,аяз,mróz
91,Kälte::N,мекь,chłód
92,Kälte::N,мекьивал,chłód
93,Hitze::N,зегьем,gorąco
94,Raureif::N,къирав,szron
95,Regenbogen::N,яргъируш,tęcza
96,Donner::N,цавун ван,grzmot
97,Tropfen::N,стӏал,kropla
98,Schaum::N,каф,piana
99,Schmutz::N,чирк,brud
100,Schmutz::N,кьуруш,brud
101,See::N,вир,jezioro
102,Sumpf::N,уьлен,bagno
103,Wiese::N,векь,łąka
104,Wald::N,там,las
105,Hügel::N,кӏунтӏ,pagórek
106,Anhöhe::N,тепе,wzgórze
107,Anhöhe::N,гьуьндуьрвал,wzgórze
108,Berg::N,дагъ,góra
109,Gipfel::N,кӏукӏ,szczyt
110,Gipfel::N,кӏукӏ,wierzchołek
111,Höhle::N,кьветӏ,pieczara
112,Abhang::N,гуьне,stok
113,Abhang::N,гуьне,zbocze
114,Quelle::N,чешме,zdrój
115,Quelle::N,чешме,źródło
116,Bach::N,булах,potok
117,Bach::N,булах,strumień
118,Fluss::N,вацӏ,rzeka
119,Ufer::N,къерех,brzeg
120,Küste::N,къерех,wybrzeże
121,Festland::N,кьурамат,ląd
122,Meer::N,гьуьл,morze
123,Bucht::N,бухта,zatoka
124,Insel::N,остров,wyspa
125,Blume::N,цуьк,kwiat
126,Gras::N,хъач,trawa
127,Wurzel::N,дувул,korzeń
128,Baum::N,ттар,drzewo
129,Stamm::N,тан,pień
130,Rinde::N,чкал,kora
131,Ast::N,тӏур,gałąź
132,Zweig::N,хел,gałąź
133,Blatt::N,пеш,liść
134,Birke::N,верх,brzoza
135,Kiefer[Baum]::N,шамагъаж,sosna
136,Weide[Baum]::N,цӏвелин ттар,wierzba
137,Tanne::N,ель,jodła
138,Horn::N,карч,róg
139,Feder::N,цӏакул,pióro
140,Fell::N,хам,futro
141,Flügel::N,лув,skrzydło
142,Klaue::N,къармах,szpon
143,Kralle::N,пац,pazur
144,Kralle::N,тапас,pazur
145,Schwanz::N,ттум,ogon
146,Ei::N,кака,jajko
147,Nest::N,муг,gniazdo
148,Bau::N,тӏеквен,nora
149,Tier::N,гьайван,zwierzę
150,Herde::N,суьруь,stado
151,Herde::N,суьруь,trzoda
152,Kuh::N,ккал,krowa
153,Bulle::N,яц,byk
154,Bulle::N,бугъа,byk
155,Pferd::N,балкӏан,koń
156,Schaf::N,хеб,owca
157,Schwein::N,вак,świnia
158,Hund::N,кицӏ,pies
159,Katze::N,кац,kot
160,Katze::N,кац,kotka
161,Bär::N,сев,niedźwiedż
162,Eichhörnchen::N,белка,wiewiórka
163,Elch::N,лось,łóś
164,Fuchs::N,сикӏ,lis
165,Hase::N,къуьр,zając
166,Maus::N,кьиф,mysz
167,Wolf::N,жанавур,wilk
168,Vogel::N,луван ничхир,ptak
169,Schwarm::N,луж,stado
170,Huhn::N,верч,kura
171,Hahn::N,кӏек,kogut
172,Gans::N,къаз,gęś
173,Adler::N,лекь,orzeł
174,Ente::N,пӏатӏ,kaczka
175,Eule::N,тӏиб,sowa
176,Kranich::N,дурна,żuraw
177,Krähe::N,къаргъа,wrona
178,Kuckuck::N,кукупӏ,kukułka
179,Schwan::N,къугь,łabędż
180,Fisch::N,гъед,ryba
181,Barsch::N,окунь,okoń
182,Hecht::N,щука,szczupak
183,Schlange[Tier]::N,илан,wąż
184,Schlange[Tier]::N,илан,żmija
185,Schlange[Tier]::N,гъуьлягъ,wąż
186,Schlange[Tier]::N,гъуьлягъ,żmija
187,Wurm::N,квак,robak
188,Spinne::N,хуьшрекан,pająk
189,Ameise::N,цегв,mrówka
190,Laus::N,нет,wesz
191,Mücke::N,ветӏ,komar
192,Fliege::N,тӏветӏ,mucha
193,Schmetterling::N,чепелукь,motyl
194,Beere::N,куьлуь емиш,jagoda
195,Apfel::N,ич,jabłko
196,Pilz::N,къарникъуз,grzyb
197,Zwiebel::N,чичӏек,cebula
198,Saat::N,тумар,siew
199,Korn::N,твар,ziarno
200,Heu::N,векь,siano
201,Heu::N,векьер,siano
202,Schale::N,пириш,łupina
203,Schale::N,хъуьруьш,łupina
204,Grube::N,фур,dół
205,Grube::N,фур,jama
206,Falle::N,ракьар,pułapka
207,Schlinge::N,гьалкъа,sidła
208,Spur::N,гел,ślad
209,Asche::N,руьхъ,popiół
210,Dreck::N,чирк,brud
211,Dreck::N,кьуруш,brud
212,Eisen::N,ракь,żelazo
213,Gold::N,алтун,złoto
214,Silber::N,гимиш,srebro
215,Kohle::N,цӏивин,węgiel
216,Glas::N,шуьше,szkło
217,Lehm::N,ччеб,glina
218,Sand::N,къум,piasek
219,Mensch::N,инсан,człowiek
220,Mann::N,итим,mężczyzna
221,Frau::N,паб,kobieta
222,Frau::N,дишегьли,kobieta
223,Kind::N,аял,dziecko
224,Junge::N,гада,chłopak
225,Junge::N,гада,chłopiec
226,Mädchen::N,руш,dziewczynka
227,Familie::N,хзан,rodzina
228,Familie::N,килфет,rodzina
229,Großvater::N,чӏехи буба,dziadek
230,Großmutter::N,чӏехи диде,babka
231,Eltern::N,диде-буба,rodzice
232,Vater::N,буба,ojciec
233,Mutter::N,диде,matka
234,Sohn::N,хва,syn
235,Tochter::N,руш,córka
236,Bruder::N,стха,brat
237,Schwester::N,вах,siostra
238,Onkel::N,ими,wuj
239,Onkel::N,ими,stryj
240,Onkel::N,халу,wuj
241,Onkel::N,халу,stryj
242,Tante::N,эме,ciotka
243,Tante::N,хала,ciotka
244,Ehemann::N,гъуьл,mąż
245,Ehefrau::N,паб,żona
246,Freude::N,шадвал,radość
247,Gelächter::N,хъвер,śmiech
248,Glück::N,бахт,szczęście
249,Kummer::N,дерт,zmartwienie
250,Kummer::N,хажалат,zmartwienie
251,Wunsch::N,мурад,życzenie
252,Lust::N,гьевес,chęć
253,Lust::N,гьевес,ochota
254,Geist::N,руьгь,duch
255,Gedanke::N,фикир,myśl
256,Verstand::N,акьул,rozum
257,Sinn::N,мана,zmysł
258,Grund::N,себеб,powód
259,Wahrheit::N,керчек,prawda
260,Wahrheit::N,гьакъикъат,prawda
261,Gespräch::N,ихтилат,rozmowa
262,Märchen::N,мах,bajka
263,Erzählung::N,кьиса,opowiadanie
264,Nachricht::N,хабар,wiadomość
265,Neuigkeit::N,цӏийи хабар,nowina
266,Name::N,тӏвар,imię
267,Rätsel::N,мискӏал,zagadka
268,Rede::N,рахун,mowa
269,Sprache::N,чӏал,język
270,Stimme::N,ван,głos
271,Wort::N,гаф,słowo
272,Zeichen::N,ишара,znak
273,Ruf::N,эвер,wołanie
274,Lärm::N,ван-сес,hałas
275,Lärm::N,ван-сес,zgiełk
276,Laut::N,ван,dźwięk
277,Laut::N,сес,dźwięk
278,Ton::N,ван-сес,ton
279,Ton::N,ван-сес,dźwięk
280,Lied::N,мани,pieśń
281,Lied::N,мани,piosenka
282,Ruhe::N,ласвал,spokój
283,Ruhe::N,фаракъат,spokój
284,Ruhe::N,асайиш,spokój
285,Leute::N,инсанар,ludzie
286,Volk::N,халкь,naród
287,Arbeit::N,кӏвалах,praca
288,Arbeit::N,кӏвалах,robota
289,Gast::N,мугьман,gość
290,Geschenk::N,савкьат,prezent
291,Geschenk::N,савкьат,podarunek
292,Spiel::N,къугъун,gra
293,Spiel::N,къугъун,zabawa
294,Gesellschaft::N,жемят,towarzystwo
295,Gesellschaft::N,общество,towarzystwo
296,Hilfe::N,куьмек,pomoc
297,Freund::N,дуст,przyjaciel
298,Kamerad::N,яр-дуст,kolega
299,Angelegenheit::N,кар,sprawa
300,Anzahl::N,сан,ilość
301,Anzahl::N,кьадар,ilość
302,Art::N,жуьре,rodzaj
303,Stück::N,кӏус,kawałek
304,Teil::N,пай,część
305,Hälfte::N,зур,połowa
306,Hälfte::N,зур пай,połowa
307,Kreis::N,круг,krąg
308,Kreis::N,чкаяр,krąg
309,Kreis::N,элкъвей цӏар,krąg
310,Kreuz::N,хаш,krzyż
311,Linie::N,цӏар,linia
312,Strich::N,цӏар,kreska
313,Abstand::N,ара,odstęp
314,Entfernung::N,мензил,odległość
315,Gegend::N,чка,okolica
316,Platz::N,ара,miejsce
317,Ort::N,чка,miejsce
318,Seite::N,пад,bok
319,Seite::N,пад,strona
320,Mitte::N,юкь,środek
321,Gegenstand::N,затӏ,przedmiot
322,Sache::N,шей,rzecz
323,Sache::N,затӏ,rzecz
324,Rand::N,къерех,skraj
325,Rand::N,къерех,krawędź
326,Kante::N,син,kant
327,Kante::N,син,krawędź
328,Ecke::N,пӏипӏ,róg
329,Spitze::N,кӏвенкӏв,ostrze
330,Ende::N,кьил,koniec
331,Loch::N,тӏеквен,dziura
332,Winkel::N,пӏипӏ,kąt
333,Winkel::N,пӏипӏ,kącik
334,Muster::N,гишир,wzór
335,Größe::N,кьадар,rozmiar
336,Größe::N,кьадар,wielkość
337,Länge::N,яргъивал,długość
338,Höhe::N,кьакьанвал,wysokość
339,Gewicht::N,заланвал,ciężar
340,Menge::N,кьадар,ilość
341,Haufen::N,хара,kupa
342,Reihe::N,жерге,rząd
343,Reihe::N,жерге,szereg
344,Boot::N,луьткве,łódź
345,Boot::N,луьткве,łódka
346,Ruder::N,кьусу,wiosło
347,Schlitten::N,гъелерар,sanki
348,Lagerfeuer::N,цӏай,ognisko
349,Last::N,заланвал,ciężar
350,Last::N,заланвал,brzemię
351,Gang::N,ериш,chód
352,Schritt::N,къадам,krok
353,Norden::N,кефер,północ
354,Norden::N,кефер пад,północ
355,Süden::N,кьибле,południe
356,Westen::N,рагъакӏидай пад,zachód
357,Osten::N,рагъэкъечӏдай пад,wschód
358,Holz::N,кӏарас,drzewo
359,Brett::N,кьул,deska
360,Brett::N,тахта,deska
361,Stütze::N,даях,podpora
362,Stange::N,юрк,drąg
363,Stange::N,юрк,żerdź
364,Stock::N,лаш,kij
365,Stock::N,лаш,laska
366,Stab::N,юрк,pręt
367,Rohr::N,турба,rura
368,Haus::N,ужагъ,dom
369,Heim::N,кӏвал,dom
370,Ofen::N,пич,piec
371,Fußboden::N,кӏвалин ччил,podłoga
372,Tisch::N,стол,stół
373,Stuhl::N,стул,krzesło
374,Wiege::N,кьеб,kołyska
375,Bett::N,тахт,łóżko
376,Bett::N,тахт,pościel
377,Regal::N,кьацӏ,regał
378,Kiste::N,ящик,skrzynia
379,Fenster::N,дакӏар,okno
380,Tür::N,рак,drzwi
381,Tor::N,варар,brama
382,Zaun::N,пару,płot
383,Zaun::N,пару,parkan
384,Dach::N,къав,dach
385,Leiter::N,гурар,drabina
386,Besen::N,таран кул,miotła
387,Spaten::N,ппер,rydel
388,Schaufel::N,хекендаз,łopata
389,Gabel::N,шиш,widelec
390,Löffel::N,тӏур,łyżka
391,Messer::N,чукӏул,nóż
392,Nagel::N,мих,gwóźdź
393,Netz::N,чил,sieć
394,Haken::N,къармах,hak
395,Griff::N,ттум,chwyt
396,Schloss::N,куьлег,zamek
397,Bild::N,шикил,obraz
398,Bild::N,суьрет,obraz
399,Figur::N,фигура,figura
400,Puppe::N,нини,lalka
401,Beutel::N,тагъар,torba
402,Bündel::N,галгам,wiązka
403,Tasche::N,чанта,torba
404,Eimer::N,ведре,kubeł
405,Eimer::N,ведре,wiadro
406,Deckel::N,кьил,przykrywka
407,Deckel::N,къалпагъ,przykrywka
408,Geschirr::N,къаб-къажах,statki
409,Geschirr::N,къаб-къажах,naczynia
410,Sack::N,чувал,worek
411,Tasse::N,сукӏра,filiżanka
412,Topf::N,къажгъан,garnek
413,Kessel::N,къажгъан,kocioł
414,Essen::N,тӏуьн,jedzenie
415,Nahrung::N,тӏуьн,pokarm
416,Nahrung::N,тӏуьн,pożywienie
417,Speise::N,хуьрек,potrawa
418,Speise::N,хуьрек,jedzenie
419,Fleisch::N,як,mięso
420,Getreide::N,техил,zboże
421,Brei::N,хапӏа,kasza
422,Brei::N,хешил,kasza
423,Brot::N,фу,chleb
424,Scheibe::N,чӏук,kromka
425,Fett::N,ягълу,tłuszcz
426,Butter::N,гъери,masło
427,Öl::N,ягълу,olej
428,Salz::N,кьел,sól
429,Suppe::N,суп,zupa
430,Suppe::N,шурпа,zupa
431,Honig::N,вирт,miód
432,Milch::N,нек,mleko
433,Tee::N,чай,herbata
434,Leder::N,тумаж,skóra
435,Wolle::N,йис,wełna
436,Stoff::N,парча,tkanina
437,Stoff::N,парча,materiał
438,Nadel::N,раб,igła
439,Faden::N,гъал,nić
440,Faden::N,гъал,nitka
441,Knopf::N,дуьгме,guzik
442,Knoten::N,тӏвал,węzeł
443,Farbe::N,ранг,farba
444,Kleidung::N,партал,odzież
445,Hemd::N,перем,koszula
446,Kragen::N,хев,kołnierz
447,Ärmel::N,хел,rękaw
448,Hose::N,шалвар,spodnie
449,Gürtel::N,чӏул,pasek
450,Mütze::N,бармак,czapka
451,Mütze::N,бапӏах,czapka
452,Schuh::N,ботинка,but
453,Schuh::N,ботинка,bucik
454,Stiefel::N,чекме,but
455,Stiefel::N,чекме,kozak
456,Ring::N,тупӏал,pierścień
457,Band::N,тасма,wstęga
458,Kamm::N,регъ,grzebień
459,Spiegel::N,гуьзгуь,lustro
460,Riemen::N,къайиш,rzemień
461,Schnur::N,еб,sznur
462,Decke::N,яргъан,kołdra
463,Kissen::N,хъуьцуьган,poduszka
464,Tuch::N,шал,chustka
465,Handtuch::N,дасмал,ręcznik
466,Kraft::N,гуж,moc
467,Kraft::N,гуж,siła
468,Stärke::N,къуват,moc
469,Stärke::N,къуват,siła
470,Gesundheit::N,сагъвал,zdrowie
471,Krankheit::N,тӏал,choroba
472,Schmerz::N,тӏал,ból
473,Schmerz::N,тӏарвал,ból
474,Wunde::N,хер,rana
475,Fieber::N,ифин,gorączka
476,Arznei::N,дарман,lekarstwo
477,Brücke::N,муьгъ,most
478,Brunnen::N,къуй,studnia
479,Weide::N,уьруьш,pastwisko
480,Pfad::N,рехъ,ścieżka
481,Weg::N,рехъ,droga
482,Straße::N,рехъ,ulica
483,Dorf::N,хуьр,wieś
484,Stadt::N,шегьер,miasto
485,Brief::N,кагъаз,list
486,Buch::N,улуб,książka
487,Buchstabe::N,гьарф,litera
488,Zeitung::N,газета,gazeta
489,Zeitung::N,газета,dziennik
490,Leben::N,уьмуьр,życie
491,Tod::N,кьиникь,śmierć
492,Grab::N,сур,grób
493,Kirche::N,килиса,kościół
494,Sünde::N,гунагь,grzech
495,Gott::N,аллагь,bóg
496,Arbeiter::N,фяле,robotnik
497,Chef::N,гьаким,szef
498,Meister::N,устӏар,mistrz
499,Meister::N,устӏар,majster
500,Arzt::N,доктор,lekarz
501,Lehrer::N,муаллим,nauczyciel
502,Geld::N,пул,pieniądze
503,Laden::N,магазин,sklep
504,Preis::N,къимет,cena
505,Ware::N,мал,towar
506,Ware::N,товар,towar
507,Nutzen::N,хийир,pożytek
508,Nutzen::N,менфят,pożytek
509,Reichtum::N,девлет,bogactwo
510,Welt::N,дуьнья,świat
511,Land::N,уьлкве,kraj
512,Staat::N,пачагьлугъ,państwo
513,Staat::N,государство,państwo
514,König::N,пачагь,król
515,Macht::N,власть,władza
516,Grenze::N,сергьят,granica
517,Krieg::N,дяве,wojna
518,Feind::N,душман,wróg
519,Gewalt::N,гуж,władza
520,Kampf::N,женг,bój
521,Kampf::N,женг,walka
522,Bogen[Waffe]::N,чӏемерук,łuk
523,Pfeil::N,хьел,strzała
524,Gewehr::N,тфенг,karabin
525,Fehler::N,гъалатӏ,błąd
526,Lüge::N,ттаб,kłamstwo
527,Schaden::N,зиян,szkoda
528,Schaden::N,зарар,szkoda
529,Unglück::N,бала,nieszczęście
530,Unglück::N,бедбахтвал,nieszczęście
531,Schuld::N,тахсир,wina
532,Alter::N,яш,wiek
533,Schluss::N,эхир,koniec
534,Schluss::N,эхир,zakończenie
535,Zeit::N,вяде,czas
536,Tag::N,югъ,dzień
537,Morgen::N,пакама,ranek
538,Morgen::N,пакама,poranek
539,Mittag::N,нисин,południe
540,Abend::N,няни,wieczór
541,Nacht::N,йиф,noc
542,Woche::N,гьафте,tydzień
543,Monat::N,варз,miesiąc
544,Jahr::N,йис,rok
545,Frühling::N,гатфар,wiosna
546,Sommer::N,гад,lato
547,Herbst::N,зул,jesień
548,Winter::N,кьуьд,zima
549,Januar::N,январь,styczeń
550,Februar::N,февраль,luty
551,März::N,март,marzec
552,April::N,апрель,kwiecień
553,Mai::N,май,maj
554,Juni::N,июнь,czerwiec
555,Juli::N,июль,lipiec
556,August::N,август,sierpień
557,September::N,сентябрь,wrzesień
558,Oktober::N,октябрь,październik
559,November::N,ноябрь,listopad
560,Dezember::N,декабрь,grudzień
561,Montag::N,ислен,poniedziałek
562,Dienstag::N,саласа,wtorek
563,Mittwoch::N,арбе,środa
564,Donnerstag::N,хемис югъ,czwartek
565,Freitag::N,жуьмя,piątek
566,Freitag::N,жуьмя югъ,piątek
567,Samstag::N,киш,sobota
568,Sonntag::N,гьяд,niedziela
569,groß::A,еке,duży
570,groß::A,еке,wielki
571,groß::A,чӏехи,duży
572,groß::A,чӏехи,wielki
573,klein::A,гъвечӏи,mały
574,lang::A,яргъи,długi
575,kurz::A,куьруь,krótki
576,breit::A,гьяркьуь,szeroki
577,schmal::A,гуьтӏуь,wąski
578,dicht::A,къалин,gęsty
579,dünn::A,кьелечӏ,cienki
580,fein::A,шуькӏуь,drobny
581,fest::A,кӏеви,mocny
582,fest::A,кӏеви,twardy
583,flach::A,кьулу,płaski
584,glatt::A,цӏалцӏам,gładki
585,hart::A,кӏеви,twardy
586,weich::A,хъуьтуьл,miękki
587,rund::A,элкъвей,okrągły
588,spitz::A,хци,spiczasty
589,scharf::A,хци,ostry
590,stumpf::A,къуьруь,tępy
591,schwer::A,залан,ciężki
592,schön::A,иер,ładny
593,schön::A,иер,piękny
594,heiß::A,кудай,gorący
595,warm::A,чими,ciepły
596,kalt::A,мекьи,zimny
597,kühl::A,къайи,chłodny
598,frisch::A,таза,świeży
599,frisch::A,михьи,świeży
600,feucht::A,ламу,wilgotny
601,nass::A,кьежей,mokry
602,trocken::A,кьуру,suchy
603,voll::A,ацӏай,pełny
604,leer::A,буш,pusty
605,leer::A,буш,próżny
606,leer::A,ичӏи,pusty
607,leer::A,ичӏи,próżny
608,offen::A,ахъа,otwarty
609,geschlossen::A,кӏеви,zamknięty
610,sauber::A,михьи,czysty
611,schmutzig::A,чиркин,brudny
612,schmutzig::A,кьацӏай,brudny
613,roh::A,чиг,surowy
614,roh::A,ицӏи,surowy
615,reif::A,дигмиш хьайи,dojrzały
616,lecker::A,дадлу,smaczny
617,süß::A,ширин,słodki
618,bitter::A,туькьуьл,gorzki
619,sauer::A,цуру,kwaśny
620,hell::A,экуь,jasny
621,dunkel::A,мичӏи,ciemny
622,schwarz::A,чӏулав,czarny
623,weiß::A,лацу,biały
624,rot::A,яру,czerwony
625,gelb::A,хъипи,żółty
626,blau::A,вили,błękitny
627,blau::A,вили,niebieski
628,grün::A,къацу,zielony
629,grau::A,рехи,szary
630,bunt::A,цӏару,barwny
631,bunt::A,яру-цӏару,barwny
632,billig::A,ужуз,tani
633,teuer::A,багьа,drogi
634,wertvoll::A,масан,cenny
635,blind::A,буьркьуь,ślepy
636,taub::A,биши,głuchy
637,kräftig::A,гужлу,mocny
638,stark::A,къуватлу,silny
639,schwach::A,такьатсуз,słaby
640,fett::A,куьк,tłusty
641,schlank::A,шумал,smukły
642,hübsch::A,гуьрчег,ładny
643,böse::A,пис,zły
644,dumm::A,ахмакь,głupi
645,faul::A,тенпел,leniwy
646,fleißig::A,сяй ийидай,pilny
647,fleißig::A,сяйи ийидай,pilny
648,geizig::A,мискьи,skąpy
649,klug::A,акьуллу,mądry
650,geschickt::A,магьир,zręczny
651,lieb::A,играми,miły
652,lustig::A,шад,wesoły
653,sanft::A,назик,łagodny
654,sanft::A,милайим,łagodny
655,hungrig::A,гишин,głodny
656,krank::A,кефсуз,chory
657,nackt::A,кьецӏил,nagi
658,traurig::A,пашман,smutny
659,lebendig::A,ччан алай,żywy
660,gut::A,хъсан,dobry
661,gut::A,вижевай,dobry
662,schlecht::A,пис,zły
663,richtig::A,дуьз,słuszny
664,richtig::A,дуьз,właściwy
665,schlimm::A,нифретлу,zły
666,wahr::A,гьакъикъи,prawdziwy
667,alt::A,эски,stary
668,alt::A,куьгьне,stary
669,neu::A,цӏийи,nowy
670,ehemalig::A,виликан,były
671,alt[Lebewesen]::A,кьуьзуь,stary
672,jung::A,жегьил,młody
673,arm::A,кесиб,ubogi
674,arm::A,кесиб,biedny
675,reich::A,девлетлу,bogaty
676,bekannt::A,чидай,znany
677,berühmt::A,машгьур,słynny
678,fremd::A,ччара,obcy
679,fremd::A,ччара,cudzy
680,verschieden::A,жуьреба-жуьре,różny
681,nah::A,мукьвал,bliski
682,fern::A,яргъал,daleki
683,linker::A,чапла,lewy
684,rechter::A,эрчӏи,prawy
685,anderer::A,маса,inny
686,anderer::A,муькуь,inny
687,erster::A,сад лагьай,pierwszy
688,zweiter::A,кьвед лагьай,drugi
689,dritter::A,пуд лагьай,trzeci
690,letzter::A,эхиримжи,ostatni
691,allein::ADV,кьилди,sam
692,zusammen::ADV,санал,razem
693,lange::ADV,яргъалди,długo
694,plötzlich::ADV,садлагьана,nagle
695,sofort::ADV,гьасятда,natychmiast
696,später::ADV,гуьгъуьнлай,później
697,jetzt::ADV,гила,teraz
698,jetzt::ADV,гила,obecnie
699,heute::ADV,къе,dziś
700,heute::ADV,къе,dzisiaj
701,morgen::ADV,пака,jutro
702,bald::ADV,мукьва,wkrótce
703,bald::ADV,мукьвара,wkrótce
704,dann::ADV,ахпа,potem
705,gestern::ADV,накь,wczoraj
706,einst::ADV,садра,kiedyś
707,einst::ADV,садра,niegdyś
708,damals::ADV,а чӏавуз,wtedy
709,damals::ADV,а чӏавуз,wówczas
710,danach::ADV,ахпа,następnie
711,vorher::ADV,вилик,przedtem
712,zuerst::ADV,сифте,naprzód
713,zuerst::ADV,сифте,najpierw
714,einmal::ADV,садра,raz
715,manchmal::ADV,гагь-гагь,czasem
716,oft::ADV,гзаф вахтара,często
717,immer::ADV,гьамиша,zawsze
718,niemals::ADV,са чӏавузни,nigdy
719,niemals::ADV,са вахтундани,nigdy
720,hier::ADV,ина,tu
721,hier::ADV,ина,tutaj
722,hierhin::ADV,иниз,tu
723,von hier::ADV,инай,stąd
724,dort::ADV,ана,tam
725,dorthin::ADV,аниз,tam
726,geradeaus::ADV,дуьз,prosto
727,vorwärts::ADV,вилик,naprzód
728,vorwärts::ADV,виликди,naprzód
729,rückwärts::ADV,кьулухъ,wstecz
730,unten::ADV,агъада,u dołu
731,unten::ADV,агъада,na dole
732,hinab::ADV,агъуз,na_dół
733,hinab::ADV,агъуз,w_dół
734,oben::ADV,винел,w górze
735,oben::ADV,винел,na górze
736,hinauf::ADV,виниз,w górę
737,hinauf::ADV,виниз,na górę
738,überall::ADV,вирина,wszędzie
739,nicht::ADV,ваъ,nie
740,ein wenig::ADV,са тӏимил,trochę
741,kaum::ADV,жизви,ledwie
742,kaum::ADV,жизви,prawie nie
743,sehr::ADV,лап,bardzo
744,so::ADV,икӏ,tak
745,noch::ADV,гьеле,jeszcze
746,nur::ADV,анжах,tylko
747,schon::ADV,хъувуна,już
748,schon::ADV,мадни дардиз,już
749,schon::ADV,мадни гуьтӏуьз,już
750,schon::ADV,мадни гуьтӏуь я,już
751,vergebens::ADV,нагьакь,na próżno
752,vergebens::ADV,нагьакьа,na próżno
753,vor::PRP,вилик,przed
754,hinter::PRP,кьулухъ,za
755,unter::PRP,кӏаник,pod
756,durch::PRP,арадай,przez
757,durch::PRP,-кай хкатна,przez
758,neben::PRP,патав,obok
759,neben::PRP,мукьув,obok
760,zwischen::PRP,ара,między
761,zwischen::PRP,арада,między
762,wegen::PRP,гъиляй,z powodu
763,dies::PRN,и,to
764,dies::PRN,им,to
765,das::PRN,а,to
766,das::PRN,ам,to
767,alles::PRN,вири,wszystko
768,alles::PRN,михьиз,wszystko
769,ich::PRN,за,ja
770,ich::PRN,зун,ja
771,du::PRN,вун,ty
772,er::PRN,ам,on
773,er::PRN,гьа,on
774,wir::PRN,чун,my
775,ihr::PRN,куьн,wy
776,sie::PRN,абур,oni
777,was::FPRN,вуч,co
778,wer::FPRN,вуж,kto
779,wo::FADV,гьина,gdzie
780,wohin::FADV,гьиниз,dokąd
781,wie::FADV,гьикӏ,jak
782,warum::FADV,вучиз,dlaczego
783,wieviel::FNUM,шумуд,ile
784,eins::NUM,са,jeden
785,zwei::NUM,кьвед,dwa
786,drei::NUM,пуд,trzy
787,vier::NUM,кьуд,cztery
788,fünf::NUM,вад,pięć
789,sechs::NUM,ругуд,sześć
790,sieben::NUM,ирид,siedem
791,acht::NUM,муьжуьд,osiem
792,neun::NUM,кӏуьд,dziewięć
