,Concept_ID,cv,xal
712,faul::A,наян,залху
713,faul::A,юлхав,залху
714,faul::A,ӳркенчӗк,залху
715,fleißig::A,хастар,кинән
716,fleißig::A,хастар,кинмһә
717,geizig::A,хытӑ,ховдг
718,klug::A,ӑслӑ,ухата
719,geschickt::A,ӑста,чадмг
720,lieb::A,савнӑ,эңкр
721,lustig::A,хаваслӑ,сергмҗтә
722,lustig::A,хаваслӑ,җирһлтә
723,sanft::A,ачаш,номһн
724,hungrig::A,выҫӑ,өлн
725,hungrig::A,выҫӑ,харһнсн
726,krank::A,чирлӗ,өвчтә
727,krank::A,чирлӗ,шалтгта
728,nackt::A,ҫара,нүцкн
729,traurig::A,салхуллӑ,һундлта
730,lebendig::A,чӗрӗ,әмд
731,gut::A,аван,сән
732,gut::A,лайӑх,сән
733,schlecht::A,япӑх,му
734,schlecht::A,начар,му
735,richtig::A,тӗрӗс,зөвтә
736,schlimm::A,йӗрӗнчӗк,җигшүртә
737,wahr::A,чӑн,үнн
738,wahr::A,чӑн,мөн
739,alt::A,кивӗ,хуучн
740,neu::A,ҫӗнӗ,шин
741,ehemalig::A,пулнӑ,хуучн
742,alt[Lebewesen]::A,ватӑ,көгшн
743,jung::A,яш,баһ
744,jung::A,ҫамрӑк,баһ
745,arm::A,чухӑн,угатя
746,reich::A,пуян,байн
747,bekannt::A,пӗлӗш,таньл
748,bekannt::A,пӗлӗш,таньдг
749,berühmt::A,чаплӑ,туурсн
750,fremd::A,ют,күүнә
751,verschieden::A,расна,әдл биш
752,verschieden::A,расна,йилһәтә
753,nah::A,ҫывӑх,өөрхн
754,nah::A,ҫывӑхри,өөрхн
755,fern::A,инҫе,хол
756,fern::A,аякри,хол
757,linker::A,сулахай,зүн
758,rechter::A,сылтӑм,барун
759,anderer::A,урӑх,талдан
760,erster::A,пӗрремӗш,негдгч
761,zweiter::A,иккӗмӗш,хойрдгч
762,dritter::A,виҫҫӗмӗш,һурвдгч
763,letzter::A,юлашки,отхн
764,allein::ADV,пӗччен,һанцарн
765,auf einmal::ADV,кӗмӗрккен,нег дәкҗ
766,zusammen::ADV,пӗрле,хамдан
767,lange::ADV,вӑрах,удан
768,plötzlich::ADV,сасартӑк,генткн
769,sofort::ADV,тӳрех,дарунь
770,später::ADV,кайран,сүүлд
771,jetzt::ADV,халь,ода
772,jetzt::ADV,халӗ,ода
773,heute::ADV,паян,эндр
774,morgen::ADV,ыран,маңһдур
775,bald::ADV,халех,дарунь
776,bald::ADV,кӗҫех,дарунь
777,dann::ADV,унтан,дәкәд
778,gestern::ADV,ӗнер,өцклдүр
779,einst::ADV,пӗррехинче,нег саамд
780,damals::ADV,ун чухне,тиигхд
781,damals::ADV,апла пулсан,тиигхд
782,danach::ADV,унтан,тегәд
783,vorher::ADV,малтан,урд
784,zuerst::ADV,пирвай,түрүләд
785,einmal::ADV,пӗррехинче,нег дәкҗ
786,manchmal::ADV,хӑш чухне,зәрмдән
787,oft::ADV,тӑтӑш,хара биш
788,oft::ADV,тӑтӑш,хатяр биш
789,oft::ADV,тӑтӑш,дару-дарунь
790,immer::ADV,ялан,оньдинд
791,niemals::ADV,нихӑҫан та,кезә чмгн биш
792,hier::ADV,кунта,энд
793,hier::ADV,кунта,энүнд
794,hierhin::ADV,кунта,нааран
795,von hier::ADV,кунтан,эндәс
796,dort::ADV,унта,тенд
797,dort::ADV,ҫавӑнта,тенд
798,dorthin::ADV,унта,тиигән
799,dorthin::ADV,ҫавӑнта,тиигән
800,geradeaus::ADV,тикӗс,шуд
801,vorwärts::ADV,малалла,уралан
802,rückwärts::ADV,хыҫала,гедргән
803,zurück::ADV,каялла,хәрү
804,unten::ADV,аялта,дор
805,hinab::ADV,аялта,дор
806,hinab::ADV,аялта,доракшан
807,oben::ADV,ҫӳлте,деер
808,hinauf::ADV,ҫӳле,өөдән
809,hinauf::ADV,ҫӳле,деер
810,überall::ADV,таҫта та,альд болв чигн
811,überall::ADV,пур ҫӗрте те,альд болв чигн
812,überall::ADV,кирек ӑҫта та,альд болв чигн
813,nicht::ADV,мар,эс
814,nicht::ADV,мар,биш
815,nicht::ADV,мар,бичә
816,ein wenig::ADV,пӑртак,баахн
817,ein wenig::ADV,пӑртак,баахнар
818,kaum::ADV,аран,әрә
819,sehr::ADV,питӗ,йир
820,so::ADV,апла,иигҗ
821,noch::ADV,татах,ода чигн
822,nur::ADV,ҫех,һанцхн
823,schon::ADV,ӗнтӗ,одх
824,wieder::ADV,каллех,бас
825,vergebens::ADV,харам,киидән
826,vor::PRP,умӗнче,урд
827,hinter::PRP,кайра,ца
828,unter::PRP,айне,дор
829,unter::PRP,айӗпе,дор
830,unter::PRP,айӗнче,дор
831,unter::PRP,ҫитеспе,дор
832,durch::PRP,витӗр,ивт
833,durch::PRP,витӗр,дундаһур
834,neben::PRP,патӗнче,хаҗуд
835,zwischen::PRP,хушшинче,хоорнд
836,wegen::PRP,пула,көлтә
837,wegen::PRP,пула,деерәс
838,wegen::PRP,пирки,көлтә
839,wegen::PRP,пирки,деерәс
840,dies::PRN,ку,эн
841,dies::PRN,ҫак,эн
842,das::PRN,ҫав,тер
843,alles::PRN,пурте,цуһар
844,alles::PRN,йӑлт,цуһар
845,ich::PRN,эп,би
846,du::PRN,эс,чи
847,er::PRN,вӑл,тер
848,wir::PRN,эпир,мадн
849,ihr::PRN,эсир,та
850,sie::PRN,вӗсем,тедн
851,was::FPRN,мӗн,юн
852,was::FPRN,мӗскер,юн
853,was::FPRN,мӗн те пулин,юн
854,wer::FPRN,кам,кен
855,wo::FADV,ӑҫта,хама
856,wohin::FADV,ӑҫта,хамаран
857,wie::FADV,епле,яһҗ
858,wie::FADV,епле,яһад
859,wie::FADV,мӗнле,яһҗ
860,wie::FADV,мӗнле,яһад
861,warum::FADV,ма,юңгад
862,warum::FADV,мӗншӗн,юңгад
863,wieviel::FNUM,миҫе,кедү
864,eins::NUM,пӗр,негн
865,eins::NUM,пӗрре,негн
866,zwei::NUM,ик,хойр
867,zwei::NUM,икӗ,хойр
868,zwei::NUM,иккӗ,хойр
869,drei::NUM,виҫ,һурвн
870,drei::NUM,виҫӗ,һурвн
871,drei::NUM,виҫҫӗ,һурвн
872,vier::NUM,тӑват,дөрвн
873,fünf::NUM,пилӗк,тавн
874,fünf::NUM,пиллӗк,тавн
875,sechs::NUM,улт,зурһан
876,sechs::NUM,ултӑ,зурһан
877,sechs::NUM,улттӑ,зурһан
878,sieben::NUM,ҫич,долан
879,sieben::NUM,ҫичӗ,долан
880,sieben::NUM,ҫиччӗ,долан
881,acht::NUM,сакӑр,нәәмн
882,acht::NUM,саккӑр,нәәмн
883,neun::NUM,тӑхӑр,йисн
884,neun::NUM,тӑххӑр,йисн
885,zehn::NUM,вунӑ,арвн
886,zehn::NUM,вуннӑ,арвн
887,elf::NUM,вун пӗр,арвн негн
888,zwölf::NUM,вун ик,арвн хойр
889,zwölf::NUM,вун икӗ,арвн хойр
890,zwölf::NUM,вун иккӗ,арвн хойр
891,zwanzig::NUM,ҫирӗм,хөрн
892,dreißig::NUM,вӑтӑр,һучн
893,vierzig::NUM,хӗрӗх,дөчн
894,fünfzig::NUM,аллӑ,тәвн
895,sechzig::NUM,утмӑл,җирн
896,siebzig::NUM,ҫитмӗл,далн
897,achtzig::NUM,сакӑр вунӑ,найн
898,achtzig::NUM,сакӑр вуннӑ,найн
899,neunzig::NUM,тӑхӑр вун,йирн
900,neunzig::NUM,тӑхӑр вунӑ,йирн
901,neunzig::NUM,тӑхӑр вуннӑ,йирн
902,hundert::NUM,ҫӗр,зун
903,tausend::NUM,пин,миңһн
904,und::CNJ,та,болн
905,oder::CNJ,е,эс гиҗ
906,oder::CNJ,е,эс гихлә
907,stehen::V,тӑр,зогсх
908,sitzen::V,лар,суух
909,liegen::V,вырт,кевтх
910,hängen::V,усӑнса тӑр,өлгәтә бәәх
911,hängen::V,ҫакӑнса тӑр,өлгәтә бәәх
912,werden::V,пул,болх
913,passieren::V,пул,болх
914,beginnen::V,пуҫлан,эклх
915,enden::V,пӗт,төгсх
916,enden::V,вӗҫлен,төгсх
917,wechseln::V,улшӑн,хүврх
918,aufgehen[Sonne]::V,тух,һарх
919,untergehen[Sonne]::V,анса лар,орх
920,untergehen[Sonne]::V,анса лар,сүүрлх
921,scheinen[Sonne]::V,пӑх,герлтх
922,donnern::V,кӗмсӗртет,күрҗңнх
923,donnern::V,авӑт,күрҗңнх
924,wehen::V,варкӑш,сальклх
925,strömen::V,тӑкӑн,һооҗх
926,fließen::V,юх,урсх
927,sich drehen::V,ҫаврӑн,эргх
928,schwanken::V,чӳхен,дәәвлх
929,schwingen::V,суллан,нәәхлх
930,fallen::V,кип,унх
931,fallen::V,кип,киисх
932,fallen::V,тӳр кип,унх
933,fallen::V,тӳр кип,киисх
934,fallen::V,татӑлса ан,унх
935,fallen::V,татӑлса ан,киисх
936,brennen::V,ҫун,шатх
937,rauchen::V,мӑкӑрлан,ута һарһх
938,rauchen::V,тӗтӗм кӑлар,ута һарһх
939,regnen::V,ҫумӑр ҫӑвать,орх
940,gefrieren::V,шӑн,мөстх
941,tauen::V,ирӗл,хәәлх
942,schmelzen::V,ирӗл,хәәлх
943,schmelzen::V,ирӗл,хәәлгдх
944,trocknen::V,тип,эврх
945,sieden::V,вӗре,буслх
946,faulen::V,ҫӗр,үмкәрх
947,verfaulen::V,ҫӗр,илҗрх
948,reißen::V,ҫурӑл,тасрх
949,versinken::V,пут,чивх
950,vergehen::V,ирт,болх
951,erscheinen::V,курӑн,һарх
952,erscheinen::V,курӑнса кай,һарх
953,verschwinden::V,ҫухал,уга болх
954,sinken::V,чак,татгдх
955,abnehmen::V,чак,хасгдх
956,zunehmen::V,пысӑклан,өсх
957,steigen::V,ҫӗклен,немх
958,wachsen::V,ӳс,өсх
959,wachsen::V,ӳс,урһх
960,glänzen::V,ҫиҫ,гилвкх
961,funkeln::V,ялкӑш,цәклх
962,funkeln::V,йӑлтӑртат,цәклх
963,lärmen::V,шавла,шууглдх
964,läuten::V,шӑнкӑравла,хоңх
965,klingeln::V,шӑнкӑравла,җиңнулх
966,klirren::V,калтлат,җиңнх
967,klirren::V,шӑнкӑлтат,җиңнх
968,brausen::V,ахӑр,догшрхх
969,rauschen::V,вашӑлтат,сарҗңнх
970,rauschen::V,чашӑлтат,сарҗңнх
971,klingen::V,янӑра,ә һарх
972,bellen::V,вӗр,хуцх
973,heulen::V,ула,уульх
974,blasen::V,вӗр,үләх
975,pfeifen::V,шӑхӑр,ишкрх
976,schreien::V,кӑшкӑр,хәәкрх
977,stöhnen::V,йынӑш,түңшх
978,zittern::V,чӗтре,дагҗннх
979,leben::V,пурӑн,бәәх
980,geboren werden::V,ҫурал,төрх
981,atmen::V,сывла,әмсхлх
982,trinken::V,ӗҫ,уух
983,essen::V,ҫи,идх
984,schlucken::V,ҫӑт,зальгх
985,müde werden::V,ӗшен,көшх
986,einschlafen::V,ыйха пут,унтх
987,einschlafen::V,ҫывӑрса кай,унтх
988,schlafen::V,ҫывӑр,нөөрсх
989,aufwachen::V,вӑран,серх
990,aufstehen::V,тӑр,босх
991,sich erholen::V,кан,амрх
992,krank werden::V,чирле,гемтх
993,krank sein::V,чирле,шалтглх
994,schmerzen::V,сур,өвдх
995,schmerzen::V,ырат,өвдх
996,husten::V,ӳсӗр,ханях
997,genesen::V,сывал,эдгх
998,genesen::V,тӳрлен,эдгх
999,sterben::V,вил,үкх
1000,sterben::V,вил,өңгрх
1001,umkommen::V,вил,үкх
1002,sich bewegen::V,куҫ,көдлх
1003,sich bewegen::V,куҫ,көндрх
1004,sich rühren::V,хускал,көндрх
1005,sich erheben::V,тӑр,босх
1006,sich setzen::V,лар,суух
1007,hinfallen::V,ӳк,унх
1008,hinfallen::V,ӳк,киисх
1009,laufen::V,ут,йовх
1010,schreiten::V,ут,алхх
1011,spazierengehen::V,уҫӑлса ҫӳре,сергҗ йовх
1012,spazierengehen::V,уткаласа ҫӳре,сергҗ йовх
1013,eilen::V,васка,шулудх
1014,eilen::V,хыпалан,шулудх
1015,sich beeilen::V,васка,адһх
1016,sich beeilen::V,васка,шамдх
1017,sich beeilen::V,хыпалан,адһх
1018,sich beeilen::V,хыпалан,шамдх
1019,sausen::V,ыткӑн,хурдлх
1020,sausen::V,ыткӑн,йир_хурдар_гүүх
1021,sausen::V,ыткӑн,йир_хурдар_йовх
1022,sausen::V,вӗҫтер,хурдлх
1023,sausen::V,вӗҫтер,йир_хурдар_гүүх
1024,sausen::V,вӗҫтер,йир_хурдар_йовх
1025,rennen::V,чуп,гүүх
1026,springen::V,сик,һәрәдх
1027,klettern::V,улӑх,давшх
1028,schaukeln::V,йӳрӗн,дүүдңндх
1029,kriechen::V,шу,мөлкх
1030,kriechen::V,упален,мөлкх
1031,schwimmen::V,иш,усчх
1032,tauchen::V,чӑм,булхх
1033,rudern::V,авӑс,хәәвдх
1034,fahren::V,пыр,йовх
1035,fliegen::V,вӗҫ,нисх
1036,gehen::V,кай,йовх
1037,weggehen::V,кай,йовх
1038,weggehen::V,кай,одх
1039,weggehen::V,кай,һарх
1040,weggehen::V,кай,мөрлх
1041,abfahren::V,тапран,мордх
1042,anhalten::V,чарӑн,зогсх
1043,hineingehen::V,кӗр,орх
1044,eintreten::V,кӗр,орх
1045,kommen::V,кил,ирх
1046,ankommen::V,ҫит,ирх
1047,zurückkommen::V,таврӑн,орх
1048,zurückkommen::V,каялла кил,орх
1049,bleiben::V,юл,бәәх
1050,warten::V,кӗт,күләх
1051,erwarten::V,кӗт,күләх
1052,suchen::V,шыра,хәәх
1053,finden::V,туп,олх
1054,versuchen::V,пикен,седх
1055,vorbereiten::V,хатӗрле,белдх
1056,lieben::V,юрат,дурлх
1057,mögen::V,кӑмӑлла,таассгдх
1058,mögen::V,килӗштер,таассгдх
1059,lachen::V,кул,инәх
1060,lachen::V,ахӑлтат,инәх
1061,rühren::V,ҫулӑх,уйрах
1062,weinen::V,йӗр,уульх
1063,weinen::V,макӑр,уульх
1064,schimpfen::V,вӑрҫ,харах
1065,schimpfen::V,ятлаҫ,харах
1066,sich ärgern::V,ҫиллен,уурлх
1067,sich fürchten::V,шиклен,әәх
1068,fürchten::V,хӑра,әәх
1069,fürchten::V,хӑра,сүрдх
1070,fliehen::V,тар,зулх
1071,flüchten::V,чупса тар,орһх
1072,flüchten::V,чупса тар,зулх
1073,sehen::V,кур,үзх
1074,anschauen::V,пӑхса ил,харх
1075,ansehen::V,пӑх,хәләх
1076,ansehen::V,пӑх,үзх
1077,hören::V,илт,соңсх
1078,zuhören::V,итле,соңсх
1079,zuhören::V,тӑнла,соңсх
1080,probieren::V,астив,амсх
1081,riechen::V,шӑршла,үнрчлх
1082,fühlen::V,туй,медх
1083,fühlen::V,сис,медх
1084,scheinen::V,туйӑн,болҗ медгдх
1085,scheinen::V,туйӑн,миниһәр болхла
1086,scheinen::V,туйӑн,болад бәәх
1087,zu sehen sein::V,курӑн,үзгдх
1088,vernehmen::V,пӑл,соңсх
1089,frieren::V,йӳтен,даарх
1090,tun::V,ту,кех
1091,können::V,пултар,чадх
1092,wollen::V,те,дурлх
1093,anfangen::V,пуҫла,эклх
1094,beenden::V,пӗтер,дуусх
1095,aufhören::V,пӑрах,уурх
1096,gelingen::V,ӑн,бүтх
1097,gelingen::V,ӑн,күцәх
1098,geraten::V,пул,болх
1099,öffnen::V,уҫ,секх
1100,schließen::V,хуп,хаах
1101,stellen::V,ларт,тәвх
1102,stellen::V,тӑрат,тәвх
1103,setzen::V,ларт,суулһх
1104,legen::V,хур,тәвх
1105,berühren::V,перӗн,көндәх
1106,verbinden::V,сып,боох
1107,bedecken::V,вит,хучх
1108,bedecken::V,вит,бүркх
1109,aufhängen::V,ҫак,өлгх
1110,anzünden::V,ҫут,асах
1111,anzünden::V,ҫут,шатах
1112,aufheben::V,ҫӗкле,өөдән өргх
1113,zurücklassen::V,манса хӑвар,үлдәх
1114,verlieren::V,ҫӗтер,геех
1115,fallen lassen::V,ӳкер,алдх
1116,machen::V,ту,кех
1117,herstellen::V,ӑстала,кех
1118,bauen::V,ту,тосхх
1119,reparieren::V,юса,ясх
1120,verbessern::V,лайӑхлат,сәәрүлх
1121,ändern::V,улӑштар,хүврәх
1122,graben::V,чав,малтх
1123,graben::V,чакала,малтх
1124,beugen::V,кукӑрт,нуһлх
1125,biegen::V,ав,матилһх
1126,biegen::V,кукӑрт,матилһх
1127,drehen::V,ҫавӑр,эргүлх
1128,wenden::V,ӳпӗнтер,көмрх
1129,wenden::V,ӳпӗнтер,эргүлх
1130,umdrehen::V,ҫавӑр,эргүлх
1131,heben::V,хӑпарт,өргх
1132,heben::V,хӑпарт,деер өргх
1133,hochheben::V,йӑт,өргх
1134,ergreifen::V,тыт,бәрх
1135,halten::V,тыт,бәрх
1136,drücken::V,пус,шахх
1137,schieben::V,тӗк,түлкх
1138,schieben::V,тӗрт,түлкх
1139,kratzen::V,хыр,мааҗх
1140,lecken::V,ҫула,долах
1141,beißen::V,ҫырт,хазх
1142,beißen::V,хып,хазх
1143,abreißen::V,тат,таслх
1144,abschneiden::V,кас,тәәрх
1145,binden::V,ҫых,боох
1146,stecken::V,чик,шаах
1147,stecken::V,чик,хатхх
1148,brechen::V,хуҫ,хамхлх
1149,klopfen::V,такка,цокх
1150,hauen::V,шакка,цокх
1151,kleben::V,ҫыпӑҫтар,наах
1152,reiben::V,сӑтӑр,зүлгх
1153,streichen::V,сӗр,наах
1154,streichen::V,сӗр,лашх
1155,streichen::V,сӗр,түркх
1156,schleifen::V,хӑйра,хурцлх
1157,schneiden::V,кас,хәәчлх
1158,rütteln::V,лӑка,дәәвлүлх
1159,rütteln::V,силлентер,дәәвлүлх
1160,schütteln::V,лӑка,сегсрх
1161,schütteln::V,силлентер,сегсрх
1162,schwenken::V,сулла,дайлх
1163,schütten::V,тултар,кех
1164,füllen::V,тултар,дүүргх
1165,einwickeln::V,чӗрке,орах
1166,tragen::V,ҫӗкле,зөөх
1167,schleppen::V,сӗтӗр,чирх
1168,ziehen::V,тӑс,татх
1169,aufbewahren::V,усра,хадһлх
1170,werfen::V,пӑрах,хайх
1171,fangen::V,тыт,бәрх
1172,fangen::V,тыт,хавлх
1173,packen::V,тыт,бәрх
1174,verstecken::V,пытарса хур,дүрх
1175,verstecken::V,пытарса хур,бултулх
1176,teilen::V,уйӑр,хувах
1177,teilen::V,пайла,хувах
1178,schicken::V,яр,илгәх
1179,bringen::V,кӳр,авч ирх
1180,hinzufügen::V,хуш,немх
1181,bekommen::V,ил,авх
1182,bekommen::V,туян,авх
1183,erhalten::V,ил,авх 
1184,erhalten::V,туян,авх 
1185,nehmen::V,ил,авх
1186,wählen::V,суйла,шүүх
1187,auswählen::V,суйла,шүүх
1188,bewahren::V,упра,хадһлх
1189,bewahren::V,упра,кевтнь үлдәх
1190,bewahren::V,упра,кевтнь бәәлһх
1191,behindern::V,кансӗрле,харшлх
1192,behindern::V,чӑрмантар,харшлх
1193,verderben::V,пӑс,үрәх
1194,beschädigen::V,пӑс,эвдх
1195,zerbrechen::V,ват,күүлх
1196,zerbrechen::V,ват,хамхлх
1197,zerbrechen::V,ҫӗмӗр,күүлх
1198,zerbrechen::V,ҫӗмӗр,хамхлх
1199,zerreißen::V,ҫур,шуучх
1200,zerstören::V,иш,эвдх
1201,verbrennen::V,ҫунтар,шатах
1202,geben::V,пар,өгх
1203,reichen::V,пар,өгх
1204,schenken::V,парнеле,белглх
1205,versprechen::V,тума пул,амлх
1206,versprechen::V,сӑмах пар,амлх
1207,wünschen::V,сун,сә хәәх
1208,loben::V,ырла,магтх
1209,küssen::V,чуп ту,үмсх
1210,wiegen::V,сиктер,саатулх
1211,wiegen::V,силле,саатулх
1212,zudecken::V,вит,бүркх
1213,wecken::V,вӑрат,серүлх
1214,zeigen::V,кӑтарт,үзүлх
1215,führen::V,илсе пыр,көтлх
1216,führen::V,ҫавӑтса пыр,көтлх
1217,lehren::V,вёрент,заах
1218,lehren::V,вёрент,сурһх
1219,unterrichten::V,вёрент,сурһх
1220,unterrichten::V,вёрент,багшлх
1221,aufziehen::V,вӗрент,өскәх
1222,leiten::V,тытса пыр,һардх
1223,leiten::V,тытса пыр,толһалх
1224,antreiben::V,васкат,шамдах
1225,lassen::V,пусахла,күч үзүлх
1226,lassen::V,хуш,күч үзүлх
1227,einladen::V,чӗн,үрх
1228,vereinigen::V,пӗрлештер,хамцулх
1229,besuchen::V,ҫит,одх
1230,besuchen::V,кӗрсе кур,одх
1231,treffen::V,тӗл пул,харһх
1232,sich versammeln::V,пуҫтарӑн,цуглрх
1233,sich versammeln::V,пуҫтарӑн,хурх
1234,spielen::V,выля,наадх
1235,singen::V,юрла,дуулх
1236,tanzen::V,ташла,биилх
1237,sich trennen::V,уйрӑл,хаһцх
1238,verlassen::V,хӑвар,хайх
1239,retten::V,ҫӑл,әм аврх
1240,retten::V,ҫӑл,әәмшгәс харсх
1241,bewachen::V,хуралла,харх
1242,bewachen::V,хуралла,манх
1243,schützen::V,сыхла,харсх
1244,verteidigen::V,хӳтӗле,харсх
1245,sich schlagen::V,ҫапӑҫ,гүвдлдх
1246,schießen::V,пер,хах
1247,siegen::V,ҫӗн,диилх
1248,siegen::V,ҫӗнтер,диилх
1249,ärgern::V,тарӑхтар,уурлулх
1250,ärgern::V,ҫиллентер,уурлулх
1251,schlagen::V,ҫап,цокх
1252,schlagen::V,ҫап,гүвдх
1253,treten::V,тап,
1254,stechen::V,чик,хатхх
1255,stoßen::V,чыш,түлкчкх
1256,stehlen::V,вӑрла,хулхалх
1257,stören::V,кансӗрле,һә болх
1258,belästigen::V,аптӑрат,амр эс өгх
1259,belästigen::V,хупла,амр эс өгх
1260,verbergen::V,пытар,нуух
1261,verbergen::V,пытар,бултулх
1262,täuschen::V,суй,меклх
1263,betrügen::V,ултала,меклх
1264,betrügen::V,ултала,мек һарһх
1265,töten::V,вӗлер,алх
1266,wohnen::V,чуна пар,бәәх
1267,wohnen::V,парӑнса тӑр,бәәх
1268,arbeiten::V,ӗҫле,көдлх
1269,sammeln::V,пух,түүх
1270,pflücken::V,тат,түүх
1271,pflücken::V,тат,хурах
1272,jagen::V,сунара ҫӳре,аңнх
1273,jagen::V,сунара ҫӳре,аңһучлх
1274,fischen::V,пулӑ тыт,заһс аңнх
1275,fassen::V,тыт,бәрх
1276,hüten::V,кӗт,хәрүлх
1277,treiben::V,хӑвала,туух
1278,anbinden::V,кӑкар,уйх
1279,füttern::V,ҫитер,теҗәх
1280,melken::V,су,саах
1281,hacken::V,вакла,чавчх
1282,gießen::V,шӑвар,услх
1283,reifen::V,пиҫ,болх
1284,reifen::V,пиҫ,болвсрх
1285,zubereiten::V,пӗҫер,белдх
1286,kochen::V,пӗҫер,чанх
1287,kochen::V,пӗҫер,болһх
1288,backen::V,пӗҫер,болһх
1289,braten::V,ӑшала,хуурх
1290,umrühren::V,хутӑштар,самрх
1291,stricken::V,ҫых,өлгх
1292,nähen::V,ҫӗле,уйх
1293,färben::V,пӗвет,будх
1294,reinigen::V,тасат,цеврлх
1295,waschen::V,ҫу,уһах
1296,abwischen::V,шӑл,арчх
1297,spülen::V,чӳхе,зәәлх
1298,fegen::V,шӑл,сәвүрдх
1299,kehren::V,шӑл,сәвүрдх
1300,baden::V,шыва кӗр,өөмх
1301,sich waschen::V,ҫӑвӑн,уһах
1302,sich waschen::V,ҫӑвӑн,бийән уһаҗ
1303,ausziehen::V,салан,тәәлх
1304,anziehen::V,тӑхӑн,өмсх
1305,sich anziehen::V,тӑхӑн,хувцлх
1306,kämmen::V,тура,самлх
1307,schmücken::V,илемлет,чимх
1308,schmücken::V,илемлет,кеерүлх
1309,sagen::V,те,келх
1310,sprechen::V,кала,келх
1311,reden::V,сӑмахла,күүндх
1312,reden::V,сӑмахла,күр_кех
1313,reden::V,калаҫ,күүндх
1314,reden::V,калаҫ,күр_кех
1315,sich unterhalten::V,пупле,күүндх
1316,fragen::V,ыйт,сурх
1317,bitten::V,ыйт,эрх
1318,erzählen::V,каласа пар,келх
1319,erzählen::V,каласа пар,келҗ өгх
1320,mitteilen::V,пӗлтер,медүлх
1321,mitteilen::V,хыпарла,медүлх
1322,nennen::V,те,нерәдх
1323,nennen::V,те,нер өгх
1324,nennen::V,чӗн,нерәдх
1325,nennen::V,чӗн,нер өгх
1326,rufen::V,чӗн,дуудх
1327,prahlen::V,мухтан,көөрх
1328,prahlen::V,вӗҫкӗнлен,көөрх
1329,übersetzen::V,куҫар,орчулх
1330,denken::V,шухӑшла,санх
1331,glauben::V,ӗнен,шүтх
1332,glauben::V,ӗнен,нәәлх
1333,bemerken::V,асӑрха,темдглх
1334,erkennen::V,палла,таньх
1335,erkennen::V,палла,медх
1336,begreifen::V,ӑнлан,медх
1337,verstehen::V,пӗл,соңсх
1338,lernen::V,вӗрен,сурх
1339,wissen::V,пӗл,медх
1340,wissen::V,ӑнкар,медх
1341,sich erinnern an::V,аса ил,санх
1342,vergessen::V,ман,мартх
1343,vergessen::V,манса кай,мартх
1344,messen::V,виҫ,кемҗәлх
1345,zählen::V,шутла,тоолх
1346,rechnen::V,шутла,тоолх
1347,lesen::V,вула,умшх
1348,malen::V,ӳкер,зурх
1349,zeichnen::V,ӳкер,зурх
1350,schreiben::V,ҫыр,бичх
1351,besitzen::V,тыт,эзлх
1352,kaufen::V,ил,хулдҗ авх
1353,kaufen::V,туян,хулдҗ авх
1354,verkaufen::V,сут,хулдх
1355,verkaufen::V,сут,гүүлгх
1356,bezahlen::V,тӳле,өгх
1357,zahlen::V,тӳле,өгх
1358,beherrschen::V,тыт,эзлх
1359,ertragen::V,тӳс,даах
1360,Bauch::N,,гесн
