,Concept_ID,sv,ro
396,Loch::N,hål,gaură
397,Winkel::N,vinkel,colț
398,Muster::N,mönster,desen
399,Größe::N,storlek,mărime
400,Länge::N,längd,lungime
401,Höhe::N,höjd,înălțime
402,Gewicht::N,tyngd,greutate
403,Menge::N,mängd,cantitate
404,Haufen::N,hög,grămadă
405,Reihe::N,rad,șir
406,Reihe::N,rad,rând
407,Boot::N,båt,barcă
408,Boot::N,båt,luntre
409,Ruder::N,åra,vâslă
410,Ruder::N,åra,lopată
411,Schlitten::N,släde,sanie
412,Ski::N,skida,schi
413,Lagerfeuer::N,lägereld,foc de tabără
414,Last::N,last,povară
415,Last::N,last,sarcină
416,Last::N,börda,povară
417,Last::N,börda,sarcină
418,Gang::N,gång,mers
419,Gang::N,gång,umblet
420,Schritt::N,steg,pas
421,Norden::N,norr,nord
422,Norden::N,norr,miazănoapte
423,Süden::N,söder,sud
424,Süden::N,söder,miazăzi
425,Westen::N,väster,apus
426,Osten::N,öster,est
427,Osten::N,öster,răsărit
428,Holz::N,trä,lemn
429,Brett::N,bräda,scândură
430,Platte::N,platta,placă
431,Stütze::N,stöd,proptea
432,Stütze::N,stötta,proptea
433,Stange::N,stång,bară
434,Stange::N,stång,prăjină
435,Stock::N,käpp,băț
436,Stock::N,käpp,baston
437,Stock::N,pinne,băț
438,Stock::N,pinne,baston
439,Stab::N,stav,baston
440,Stab::N,stav,prăjină
441,Rohr::N,rör,tub
442,Rohr::N,rör,țeavă
443,Haus::N,hus,casă
444,Heim::N,hem,casă
445,Heim::N,hem,cămin
446,Ofen::N,ugn,sobă
447,Fußboden::N,golv,podea
448,Fußboden::N,golv,dușumea
449,Tisch::N,bord,masă
450,Stuhl::N,stol,scaun
451,Wiege::N,vagga,leagăn
452,Bett::N,säng,pat
453,Regal::N,hylla,rafturi
454,Kiste::N,låda,ladă
455,Kiste::N,låda,cutie
456,Fenster::N,fönster,fereastră
457,Tür::N,dörr,ușă
458,Tor::N,port,poartă
459,Zaun::N,staket,gard
460,Zaun::N,stängsel,gard
461,Dach::N,tak,acoperiș
462,Leiter::N,stege,scară
463,Besen::N,kvast,mătură
464,Spaten::N,spade,cazma
465,Spaten::N,spade,hârleț
466,Schaufel::N,skovel,lopată
467,Schaufel::N,skyffel,lopată
468,Gabel::N,gaffel,furculiță
469,Löffel::N,sked,lingură
470,Messer::N,kniv,cuțit
471,Nagel::N,spik,cui
472,Netz::N,nät,plasă
473,Haken::N,krok,cârlig
474,Griff::N,tag,mâner
475,Griff::N,handtag,mâner
476,Schloss::N,las,lacăt
477,Bild::N,bild,tablou
478,Bild::N,bild,imagine
479,Figur::N,figur,chip
480,Figur::N,figur,figură
481,Puppe::N,docka,păpușă
482,Beutel::N,påse,pungă
483,Beutel::N,påse,săculeț
484,Bündel::N,bunt,mănunchi
485,Bündel::N,knippa,mănunchi
486,Tasche::N,väska,geantă
487,Eimer::N,hink,găleată
488,Eimer::N,ämbar,găleată
489,Deckel::N,lock,capac
490,Geschirr::N,servis,vase
491,Geschirr::N,servis,tacâmuri
492,Geschirr::N,porslin,vase
493,Geschirr::N,porslin,tacâmuri
494,Sack::N,säck,sac
495,Tasse::N,kopp,ceașcă
496,Topf::N,gryta,oală
497,Topf::N,kastrull,oală
498,Kessel::N,kittel,cazan
499,Kessel::N,kittel,căldare
500,Essen::N,mål,mâncare
501,Nahrung::N,näring,hrană
502,Nahrung::N,näring,aliment
503,Speise::N,maträtt,bucate
504,Speise::N,maträtt,fel de bucate
505,Fleisch::N,kött,carne
506,Getreide::N,säd,cereale
507,Getreide::N,spannmål,cereale
508,Brei::N,gröt,pireu
509,Brot::N,bröd,pâine
510,Scheibe::N,skiva,felie
511,Scheibe::N,skiva,bucată
512,Fett::N,fett,untură
513,Fett::N,fett,grăsime
514,Butter::N,smör,unt
515,Öl::N,olja,ulei
516,Salz::N,salt,sare
517,Suppe::N,soppa,supă
518,Suppe::N,soppa,ciorbă
519,Honig::N,honung,miere
520,Milch::N,mjölk,lapte
521,Tee::N,te,ceai
522,Leder::N,läder,piele
523,Wolle::N,ull,lână
524,Wolle::N,ylle,lână
525,Stoff::N,tyg,stofă
526,Stoff::N,stoff,stofă
527,Nadel::N,nål,ac
528,Faden::N,tråd,ață
529,Knopf::N,knapp,buton
530,Knoten::N,knut,nod
531,Farbe::N,färg,vopsea
532,Kleidung::N,klädsel,haine
533,Kleidung::N,klädsel,îmbrăcăminte
534,Hemd::N,skjorta,cămașă
535,Kragen::N,krage,guler
536,Ärmel::N,ärm,mânecă
537,Hose::N,byxor,pantaloni
538,Gürtel::N,bälte,cordon
539,Mütze::N,mössa,șapcă
540,Schuh::N,sko,gheată
541,Stiefel::N,stövel,cizmă
542,Ring::N,ring,inel
543,Ring::N,ring,verigă
544,Band::N,band,panglică
545,Band::N,band,șiret
546,Kamm::N,kam,pieptene
547,Spiegel::N,spegel,oglindă
548,Riemen::N,rem,curea
549,Schnur::N,snöre,funie
550,Schnur::N,snöre,sfoară
551,Leine::N,lina,lesă
552,Leine::N,lina,curea
553,Decke::N,täcke,pătură
554,Kissen::N,dyna,pernă
555,Kissen::N,kudde,pernă
556,Tuch::N,sjal,batic
557,Handtuch::N,handduk,prosop
558,Handtuch::N,handduk,ștergar
559,Kraft::N,kraft,forță
560,Kraft::N,kraft,putere
561,Stärke::N,styrka,tărie
562,Stärke::N,styrka,vigoare
563,Gesundheit::N,hälsa,sănătate
564,Krankheit::N,sjukdom,boală
565,Krankheit::N,sjukdom,maladie
566,Schmerz::N,smärta,durere
567,Wunde::N,sår,rană
568,Fieber::N,feber,febră
569,Arznei::N,medicin,leac
570,Arznei::N,medicin,medicament
571,Arznei::N,läkemedel,leac
572,Arznei::N,läkemedel,medicament
573,Brücke::N,bro,pod
574,Brücke::N,bro,punte
575,Brunnen::N,brunn,puț
576,Weide::N,bete,izlaz
577,Weide::N,bete,pășune
578,Pfad::N,stig,cărare
579,Weg::N,väg,drum
580,Straße::N,gata,cale
581,Straße::N,gata,stradă
582,Dorf::N,by,sat
583,Stadt::N,stad,oraș
584,Brief::N,brev,scrisoare
585,Buch::N,bok,carte
586,Buchstabe::N,bokstav,literă
587,Buchstabe::N,bokstav,caracter
588,Zeitung::N,tidning,ziar
589,Zeitung::N,tidning,gazetă
590,Leben::N,liv,viață
591,Tod::N,död,moarte
592,Grab::N,grav,groapă
593,Grab::N,grav,mormânt
594,Kirche::N,kyrka,biserică
595,Sünde::N,synd,păcat
596,Gott::N,gud,zeu
597,Arbeiter::N,arbetare,muncitor
598,Chef::N,chef,șef
599,Meister::N,mästare,meșter
600,Meister::N,mästare,maestru
601,Arzt::N,läkare,medic
602,Arzt::N,läkare,doctor
603,Lehrer::N,lärare,profesor
604,Lehrer::N,lärare,învățător
605,Geld::N,pengar,bani
606,Geld::N,pengar,parale
607,Geschäft::N,rörelse,treabă
608,Geschäft::N,rörelse,afacere
609,Laden::N,affär,magazin
610,Laden::N,affär,prăvălie
611,Preis::N,pris,preț
612,Ware::N,vara,marfă
613,Nutzen::N,gagn,folos
614,Nutzen::N,gagn,profit
615,Nutzen::N,nytta,folos
616,Nutzen::N,nytta,profit
617,Reichtum::N,rikedom,avuție
618,Reichtum::N,rikedom,bogăție
619,Welt::N,värld,lume
620,Land::N,land,țară
621,Staat::N,stat,stat
622,König::N,kung,rege
623,König::N,konung,rege
624,Macht::N,makt,putere
625,Macht::N,makt,putință
626,Grenze::N,gräns,hotar
627,Grenze::N,gräns,graniță
628,Grenze::N,gräns,frontieră
629,Krieg::N,krig,război
630,Feind::N,fiende,dușman
631,Gewalt::N,våld,violență
632,Kampf::N,kamp,luptă
633,Kampf::N,strid,luptă
634,Bogen[Waffe]::N,båge,arc
635,Pfeil::N,pil,săgeată
636,Gewehr::N,gevär,armă
637,Gewehr::N,gevär,pușcă
638,Fehler::N,fel,eroare
639,Fehler::N,fel,greșeală
640,Lüge::N,lögn,minciună
641,Schaden::N,skada,daună
642,Schaden::N,skada,pagubă
643,Unglück::N,otur,nenorocire
644,Unglück::N,olycka,nenorocire
645,Schuld::N,skuld,vină
646,Alter::N,ålder,etate
647,Alter::N,ålder,vârstă
648,Schluss::N,slut,sfârșit
649,Zeit::N,tid,timp
650,Zeit::N,tid,vreme
651,Tag::N,dag,zi
652,Morgen::N,morgon,dimineață
653,Mittag::N,middag,prânz
654,Mittag::N,middag,amiază
655,Abend::N,kväll,seară
656,Nacht::N,natt,noapte
657,Woche::N,vecka,săptămână
658,Monat::N,månad,lună
659,Jahr::N,år,an
660,Frühling::N,vår,primăvară
661,Sommer::N,sommar,vară
662,Herbst::N,höst,toamnă
663,Winter::N,vinter,iarnă
664,Januar::N,januari,ianuarie
665,Februar::N,februari,februarie
666,März::N,mars,martie
667,April::N,april,aprilie
668,Mai::N,maj,mai
669,Juni::N,juni,iunie
670,Juli::N,juli,iulie
671,August::N,augusti,august
672,September::N,september,septembrie
673,Oktober::N,oktober,octombrie
674,November::N,november,noiembrie
675,Dezember::N,december,decembrie
676,Montag::N,måndag,luni
677,Dienstag::N,tisdag,marți
678,Mittwoch::N,onsdag,miercuri
679,Donnerstag::N,torsdag,joi
680,Freitag::N,fredag,vineri
681,Samstag::N,lördag,sâmbătă
682,Sonntag::N,söndag,duminică
683,groß::A,stor,mare
684,klein::A,liten,mic
685,lang::A,lång,lung
686,kurz::A,kort,scurt
687,breit::A,bred,lat
688,breit::A,bred,larg
689,schmal::A,smal,strâmt
690,dicht::A,tät,des
691,dick[Gegenstand]::A,tjock,gros
692,dünn::A,tunn,subțire
693,fein::A,fin,fin
694,fein::A,fin,subțire
695,fest::A,fast,tare
696,fest::A,fast,solid
697,flach::A,platt,șes
698,flach::A,platt,plan
699,glatt::A,glatt,lins
700,hart::A,hård,dur
701,weich::A,mjuk,moale
702,rund::A,rund,rotund
703,rund::A,rund,circular
704,spitz::A,toppig,ascuțit
705,spitz::A,spetsig,ascuțit
706,scharf::A,vass,tăios
707,scharf::A,vass,ascuțit
708,scharf::A,skarp,tăios
709,scharf::A,skarp,ascuțit
710,stumpf::A,slö,tocit
711,schwer::A,tung,greu
712,schön::A,skön,frumos
713,schön::A,vacker,frumos
714,heiß::A,het,cald
715,heiß::A,het,fierbinte
716,warm::A,varm,cald
717,warm::A,varm,fierbinte
718,kalt::A,kall,rece
719,kühl::A,sval,rece
720,kühl::A,sval,răcoros
721,kühl::A,kylig,rece
722,kühl::A,kylig,răcoros
723,frisch::A,färsk,răcoros
724,frisch::A,färsk,proaspăt
725,feucht::A,fuktig,umed
726,feucht::A,fuktig,jilav
727,nass::A,våt,ud
728,trocken::A,torr,sec
729,trocken::A,torr,uscat
730,voll::A,full,plin
731,leer::A,tom,gol
732,offen::A,öppen,deschis
733,geschlossen::A,stängd,închis
734,sauber::A,ren,curat
735,schmutzig::A,snuskig,murdar
736,roh::A,rå,crud
737,reif::A,mogen,copt
738,lecker::A,läcker,gustos
739,süß::A,söt,dulce
740,bitter::A,besk,amar
741,bitter::A,bitter,amar
742,sauer::A,sur,acru
743,hell::A,ljus,clar
744,hell::A,ljus,luminos
745,dunkel::A,mörk,obscur
746,dunkel::A,mörk,întunecos
747,schwarz::A,svart,negru
748,weiß::A,vit,alb
749,rot::A,röd,roșu
750,gelb::A,gul,galben
751,blau::A,blå,albastru
752,grün::A,grön,verde
753,grau::A,grå,gri
754,grau::A,grå,cenușiu
755,bunt::A,brokig,colorat
756,billig::A,billig,ieftin
757,teuer::A,dyr,scump
758,wertvoll::A,värdefull,prețios
759,blind::A,blind,orb
760,taub::A,döv,surd
761,kräftig::A,kraftig,tare
762,kräftig::A,kraftig,forte
763,kräftig::A,kraftig,robust
764,stark::A,stark,viguros
765,stark::A,stark,puternic
766,schwach::A,svag,slab
767,schwach::A,svag,debil
768,fett::A,fet,gras
769,schlank::A,slank,zvelt
770,hübsch::A,snygg,drăguț
771,hübsch::A,vacker,drăguț
772,böse::A,ond,rău
773,böse::A,ond,răutăcios
774,böse::A,elak,rău
775,böse::A,elak,răutăcios
776,dumm::A,dum,nerod
777,dumm::A,dum,tâmpit
778,faul::A,lat,leneș
779,fleißig::A,flitig,harnic
780,fleißig::A,flitig,sârguincios
781,geizig::A,snål,calic
782,geizig::A,snål,zgârcit
783,geizig::A,girig,calic
784,geizig::A,girig,zgârcit
785,klug::A,klok,isteț
786,klug::A,klok,deștept
787,geschickt::A,händig,dibaci
788,geschickt::A,skicklig,dibaci
789,lieb::A,kär,drag
790,lieb::A,kär,iubit
791,lieb::A,snäll,drag
792,lieb::A,snäll,iubit
793,lustig::A,rolig,vesel
794,lustig::A,lustig,vesel
795,sanft::A,mild,blând
796,sanft::A,mild,blajin
797,hungrig::A,hungrig,flămând
798,krank::A,sjuk,bolnav
799,nackt::A,naken,gol
800,traurig::A,ledsen,trist
801,traurig::A,ledsen,mâhnit
802,traurig::A,sorgsen,trist
803,traurig::A,sorgsen,mâhnit
804,lebendig::A,levande,viu
805,gut::A,bra,bun
806,schlecht::A,dålig,rău
807,schlecht::A,dålig,prost
808,richtig::A,riktig,drept
809,richtig::A,riktig,corect
810,schlimm::A,illa,rău
811,wahr::A,sann,adevărat
812,alt::A,gammal,uzat
813,alt::A,gammal,vechi
814,neu::A,ny,nou
815,ehemalig::A,forn,fost
816,ehemalig::A,forn,anterior
817,ehemalig::A,tidigare,fost
818,ehemalig::A,tidigare,anterior
819,alt[Lebewesen]::A,gammal,bătrîn
820,jung::A,ung,tânăr
821,arm::A,fattig,sărac
822,arm::A,fattig,sărman
823,reich::A,rik,avut
824,reich::A,rik,bogat
825,bekannt::A,känd,cunoscut
826,berühmt::A,berömd,renumit
827,fremd::A,främmande,străin
828,verschieden::A,åtskillig,diferit
829,verschieden::A,åtskillig,deosebit
830,nah::A,nära,apropiat
831,fern::A,fjärran,departe
832,linker::A,vänster,stâng
833,rechter::A,höger,drept
834,anderer::A,annan,alt
835,erster::A,första,prim
836,zweiter::A,andra,al doilea
837,dritter::A,tredje,treilea
838,letzter::A,sist,final
839,allein::ADV,allena,singur
840,auf einmal::ADV,på en gång,dintrodată
841,zusammen::ADV,tillsammans,împreună
842,lange::ADV,länge,îndelung
843,lange::ADV,länge,mult timp
844,plötzlich::ADV,plötsligt,deodată
845,plötzlich::ADV,plötsligt,pe neașteptate
846,sofort::ADV,strax,imediat
847,sofort::ADV,strax,numaidecît
848,sofort::ADV,genast,imediat
849,sofort::ADV,genast,numaidecît
850,später::ADV,senare,mai apoi
851,später::ADV,senare,mai târziu
852,jetzt::ADV,nu,acum
853,heute::ADV,i dag,azi
854,heute::ADV,i dag,astăzi
855,morgen::ADV,i morgon,mâine
856,bald::ADV,snart,curând
857,dann::ADV,då,apoi
858,gestern::ADV,i går,ieri
859,einst::ADV,en gång,odată
860,einst::ADV,en gång,odinioară
861,damals::ADV,då,atunci
862,damals::ADV,då,pe atunci
