,Concept_ID,sk,ja
206,Gold::N,zlato,金
207,Silber::N,striebro,銀
208,Kohle::N,uhlie,炭
209,Glas::N,sklo,ガラス
210,Lehm::N,íl,ローム
211,Lehm::N,hlina,ローム
212,Sand::N,piesok,砂
213,Mensch::N,človek,人
214,Mann::N,muž,男
215,Mann::N,muž,男性
216,Mann::N,chlap,男
217,Mann::N,chlap,男性
218,Frau::N,žena,女
219,Frau::N,žena,女性
220,Kind::N,dieťa,子
221,Kind::N,dieťa,子供
222,Junge::N,chlapec,男の子
223,Mädchen::N,dievka,女の子
224,Familie::N,rodina,家族
225,Großvater::N,dedo,祖父
226,Großvater::N,dedo,おじいさん
227,Großvater::N,starý otec,祖父
228,Großvater::N,starý otec,おじいさん
229,Großmutter::N,babička,祖母
230,Großmutter::N,babička,おばあさん
231,Großmutter::N,stará mať,祖母
232,Großmutter::N,stará mať,おばあさん
233,Eltern::N,rodičia,親
234,Eltern::N,rodičia,両親
235,Vater::N,otec,父
236,Vater::N,otec,お父さん
237,Mutter::N,mať,母
238,Mutter::N,mať,お母さん
239,Mutter::N,matka,母
240,Mutter::N,matka,お母さん
241,Sohn::N,syn,息子
242,Sohn::N,syn,息子さん
243,Tochter::N,dcéra,娘
244,Tochter::N,dcéra,お嬢さん
245,Bruder::N,brat,弟
246,Schwester::N,sestra,妹
247,Onkel::N,ujo,伯父
248,Onkel::N,ujo,伯父さん
249,Onkel::N,strýko,伯父
250,Onkel::N,strýko,伯父さん
251,Tante::N,teta,叔母
252,Tante::N,teta,叔母さん
253,Tante::N,tetka,叔母
254,Tante::N,tetka,叔母さん
255,Ehemann::N,muž,夫
256,Ehemann::N,muž,主人
257,Ehemann::N,manžel,夫
258,Ehemann::N,manžel,主人
259,Ehefrau::N,žena,妻
260,Ehefrau::N,žena,奥さん
261,Ehefrau::N,manželka,妻
262,Ehefrau::N,manželka,奥さん
263,Freude::N,radosť,喜び
264,Gelächter::N,smiech,笑い
265,Glück::N,šťastie,幸せ
266,Kummer::N,žiaľ,悩み
267,Kummer::N,zármutok,悩み
268,Wunsch::N,prianie,希望
269,Lust::N,chuť,気
270,Geist::N,duch,精神
271,Gedanke::N,myšlienka,考え
272,Gedächtnis::N,pamäť,記憶
273,Verstand::N,rozum,理解力
274,Sinn::N,zmysel,意味
275,Grund::N,dôvod,理由
276,Grund::N,príčina,理由
277,Wahrheit::N,pravda,真実
278,Gespräch::N,reč,会話
279,Gespräch::N,rozhovor,会話
280,Märchen::N,rozprávka,童話
281,Erzählung::N,poviedka,物語
282,Nachricht::N,správa,報告
283,Neuigkeit::N,novinka,ニュース
284,Name::N,meno,名前
285,Rätsel::N,záhada,謎
286,Rätsel::N,hádanka,謎
287,Rede::N,reč,演説
288,Sprache::N,reč,言語
289,Sprache::N,jazyk,言語
290,Stimme::N,hlas,声
291,Wort::N,slovo,言葉
292,Zeichen::N,znak,記号
293,Ruf::N,volanie,呼び声
294,Ruf::N,zavolanie,呼び声
295,Lärm::N,hluk,騒音
296,Lärm::N,hurhaj,騒音
297,Laut::N,zvuk,音
298,Ton::N,tón,音
299,Ton::N,zvuk,音
300,Lied::N,pieseň,歌
301,Ruhe::N,pokoj,静けさ
302,Leute::N,ľudia,人々
303,Volk::N,ľud,民族
304,Volk::N,národ,民族
305,Arbeit::N,práca,仕事
306,Arbeit::N,robota,仕事
307,Gast::N,hosť,客
308,Geschenk::N,dar,贈り物
309,Spiel::N,hra,遊び
310,Gesellschaft::N,spoločnosť,社会
311,Hilfe::N,pomoc,援助
312,Freund::N,priateľ,友達
313,Kamerad::N,kamarát,同志
314,Angelegenheit::N,vec,件
315,Angelegenheit::N,záležitosť,件
316,Anzahl::N,počet,数
317,Anzahl::N,množstvo,数
318,Art::N,druh,種類
319,Stück::N,kus,部分
320,Stück::N,kúsok,部分
321,Teil::N,časť,部分
322,Hälfte::N,polka,半分
323,Hälfte::N,polovica,半分
324,Kreis::N,kruh,円
325,Kreuz::N,kríž,十字
326,Linie::N,línia,線
327,Strich::N,čiara,線
328,Abstand::N,vzdialenosť,距離
329,Entfernung::N,vzdialenosť,距離
330,Gegend::N,kraj,辺
331,Gegend::N,kraj,地域
332,Gegend::N,krajina,辺
333,Gegend::N,krajina,地域
334,Platz::N,miesto,ゆとり
335,Ort::N,miesto,所
336,Ort::N,miesto,場所
337,Seite::N,bok,横
338,Seite::N,strana,横
339,Mitte::N,stred,真ん中
340,Gegenstand::N,predmet,物件
341,Sache::N,vec,物
342,Rand::N,kraj,端
343,Rand::N,okraj,端
344,Kante::N,hrana,縁
345,Ecke::N,roh,角
346,Spitze::N,hrot,先頭
347,Spitze::N,špička,先頭
348,Ende::N,koniec,端
349,Loch::N,diera,穴
350,Winkel::N,kút,片隅
351,Muster::N,vzor,模様
352,Muster::N,vzorka,模様
353,Größe::N,veľkosť,大きさ
354,Länge::N,dĺžka,長さ
355,Höhe::N,výška,高さ
356,Gewicht::N,váha,重さ
357,Menge::N,množstvo,量
358,Haufen::N,hŕba,堆積
359,Reihe::N,rad,並び
360,Boot::N,čln,ボート
361,Ruder::N,veslo,オール
362,Schlitten::N,sane,そり
363,Ski::N,lyža,スキー
364,Lagerfeuer::N,táborák,篝火
365,Last::N,ťarcha,荷物
366,Last::N,bremeno,荷物
367,Gang::N,chôdza,歩み
368,Schritt::N,krok,歩
369,Norden::N,sever,北
370,Süden::N,juh,南
371,Westen::N,západ,西
372,Osten::N,východ,東
373,Holz::N,drevo,木
374,Holz::N,drevo,木材
375,Brett::N,doska,板
376,Platte::N,doska,盤
377,Platte::N,platňa,盤
378,Stütze::N,opora,支柱
379,Stange::N,tyč,棒
380,Stock::N,palica,杖
381,Stab::N,palica,棒
382,Rohr::N,rúra,管
383,Haus::N,dom,家
384,Heim::N,domov,家
385,Ofen::N,pec,ストーブ
386,Ofen::N,kachle,ストーブ
387,Fußboden::N,dlážka,床
388,Fußboden::N,podlaha,床
389,Tisch::N,stôl,机
390,Stuhl::N,stolička,椅子
391,Wiege::N,kolíska,揺籃
392,Bett::N,lôžko,ベッド
393,Bett::N,posteľ,ベッド
394,Regal::N,regál,棚
395,Regal::N,polica,棚
396,Kiste::N,debna,箱
397,Fenster::N,okno,窓
398,Fenster::N,oblok,窓
399,Tür::N,dvere,戸
400,Tür::N,dvere,ドア
401,Tor::N,vráta,門
402,Zaun::N,plot,垣根
403,Zaun::N,ohrada,垣根
404,Dach::N,krov,屋根
405,Dach::N,strecha,屋根
406,Leiter::N,rebrík,梯子
407,Leiter::N,rebrina,梯子
408,Besen::N,metla,ほうき
409,Spaten::N,rýľ,スコップ
410,Schaufel::N,lopata,シャベル
411,Gabel::N,vidlička,フォーク
412,Löffel::N,lyžica,スプーン
413,Messer::N,nôž,ナイフ
414,Nagel::N,klinec,釘
415,Netz::N,sieť,網
416,Haken::N,hák,鉤
417,Haken::N,hák,フック
418,Haken::N,háčik,鉤
419,Haken::N,háčik,フック
420,Griff::N,rukoväť,取っ手
421,Schloss::N,zámka,錠
422,Bild::N,obraz,絵
423,Figur::N,figúra,像
424,Puppe::N,bábka,人形
425,Puppe::N,bábika,人形
426,Beutel::N,vrece,袋
427,Beutel::N,vrecko,袋
428,Bündel::N,uzlík,束
429,Bündel::N,uzlík,包み
430,Bündel::N,zväzok,束
431,Bündel::N,zväzok,包み
432,Tasche::N,taška,かばん
433,Tasche::N,kabelka,かばん
434,Eimer::N,vedro,バケツ
435,Deckel::N,vrchnák,蓋
436,Deckel::N,pokrývka,蓋
437,Geschirr::N,nádoba,食器
438,Sack::N,mech,袋
439,Sack::N,vrece,袋
440,Tasse::N,šálka,カップ
441,Topf::N,hrniec,鍋
442,Kessel::N,kotol,釜
443,Essen::N,jedlo,食事
444,Nahrung::N,strava,食物
445,Nahrung::N,potrava,食物
446,Speise::N,jedlo,料理
447,Fleisch::N,mäso,肉
448,Getreide::N,obilie,麦
449,Getreide::N,obilie,穀物
450,Brei::N,kaša,粥
451,Brot::N,chlieb,パン
452,Scheibe::N,kotúč,枚
453,Scheibe::N,kotúč,切れ
454,Scheibe::N,krajec,枚
455,Scheibe::N,krajec,切れ
456,Fett::N,tuk,脂肪
457,Fett::N,masť,脂肪
458,Butter::N,maslo,バター
459,Öl::N,olej,油
460,Salz::N,soľ,塩
461,Suppe::N,polievka,スープ
462,Honig::N,med,蜂蜜
463,Milch::N,mlieko,牛乳
464,Tee::N,čaj,茶
465,Tee::N,čaj,お茶
466,Leder::N,koža,革
467,Wolle::N,vlna,毛糸
468,Stoff::N,súkno,布
469,Nadel::N,ihla,針
470,Faden::N,niť,糸
471,Faden::N,vlákno,糸
472,Knopf::N,gombík,ボタン
473,Knoten::N,uzol,結び目
474,Farbe::N,farba,ペンキ
475,Kleidung::N,šaty,衣服
476,Kleidung::N,šatstvo,衣服
477,Hemd::N,košeľa,シャツ
478,Kragen::N,golier,襟
479,Ärmel::N,rukáv,袖
480,Hose::N,nohavice,ズボン
481,Gürtel::N,pás,帯
482,Gürtel::N,pás,ベルト
483,Gürtel::N,opasok,帯
484,Gürtel::N,opasok,ベルト
485,Mütze::N,čiapka,帽子
486,Schuh::N,obuv,靴
487,Schuh::N,topánka,靴
488,Stiefel::N,čižma,ブーツ
489,Ring::N,prsteň,輪
490,Band::N,stuha,リボン
491,Kamm::N,hrebeň,櫛
492,Spiegel::N,zrkadlo,鏡
493,Riemen::N,remeň,緒
494,Schnur::N,šnúra,紐
495,Leine::N,vodidlo,綱
496,Decke::N,deka,掛け布団
497,Decke::N,prikrývka,掛け布団
498,Kissen::N,poduška,枕
499,Tuch::N,šatka,スカーフ
500,Handtuch::N,uterák,タオル
501,Kraft::N,moc,力
502,Stärke::N,sila,強さ
503,Gesundheit::N,zdravie,健康
504,Krankheit::N,nemoc,病気
505,Krankheit::N,choroba,病気
506,Schmerz::N,bolesť,痛み
507,Wunde::N,rana,傷
508,Fieber::N,horúčka,熱
509,Arznei::N,liek,薬
510,Brücke::N,most,橋
511,Brunnen::N,studňa,井戸
512,Weide::N,pastva,牧場
513,Pfad::N,chodník,小路
514,Weg::N,cesta,道
515,Straße::N,hradská,街道
516,Dorf::N,dedina,村
517,Stadt::N,mesto,町
518,Stadt::N,mesto,都市
519,Brief::N,list,手紙
520,Buch::N,kniha,本
521,Buchstabe::N,litera,文字
522,Buchstabe::N,písmeno,文字
523,Zeitung::N,noviny,新聞
524,Leben::N,život,生活
525,Tod::N,smrť,死
526,Grab::N,hrob,墓
527,Kirche::N,kostol,教会
528,Sünde::N,hriech,罪
529,Gott::N,boh,神
530,Arbeiter::N,robotník,労働者
531,Arbeiter::N,pracnovík,労働者
532,Chef::N,šéf,上司
533,Chef::N,riaditeľ,上司
534,Meister::N,majster,達人
535,Meister::N,majster,マイスター
536,Arzt::N,lekár,医者
537,Lehrer::N,učiteľ,先生
538,Geld::N,peniaze,金
539,Geschäft::N,obchod,取り引き
540,Laden::N,obchod,店
541,Preis::N,cena,値段
542,Ware::N,tovar,商品
543,Nutzen::N,osoh,利益
544,Nutzen::N,úžitok,利益
545,Reichtum::N,bohatstvo,豊かさ
546,Welt::N,svet,世界
547,Land::N,územie,国
548,Land::N,krajina,国
549,Staat::N,štát,国家
550,König::N,kráľ,国王
551,Macht::N,moc,権力
552,Macht::N,mocnosť,権力
553,Grenze::N,hranica,国境
554,Krieg::N,vojna,戦争
555,Feind::N,nepriateľ,敵
556,Gewalt::N,násilie,暴力
557,Kampf::N,boj,戦い
558,Bogen[Waffe]::N,luk,弓
559,Pfeil::N,šíp,矢
560,Pfeil::N,strela,矢
561,Gewehr::N,puška,銃
562,Fehler::N,omyl,間違い
563,Fehler::N,chyba,間違い
564,Lüge::N,lož,嘘
565,Schaden::N,ujma,損害
566,Schaden::N,škoda,損害
567,Unglück::N,nešťastie,不幸
568,Schuld::N,vina,罪
569,Schuld::N,previnenie,罪
570,Alter::N,vek,年
571,Alter::N,vek,年齢
572,Schluss::N,záver,終わり
573,Schluss::N,koniec,終わり
574,Zeit::N,čas,時
575,Zeit::N,čas,時間
576,Tag::N,deň,日
577,Morgen::N,ráno,朝
578,Mittag::N,poludnie,昼
579,Abend::N,večer,晩
580,Abend::N,večer,夕方
581,Nacht::N,noc,夜
582,Woche::N,týždeň,週
583,Monat::N,mesiac,月
584,Jahr::N,rok,年
585,Frühling::N,jar,春
586,Sommer::N,leto,夏
587,Herbst::N,jeseň,秋
588,Winter::N,zima,冬
589,Januar::N,január,一月
590,Februar::N,február,二月
591,März::N,marec,三月
592,April::N,apríl,四月
593,Mai::N,máj,五月
594,Juni::N,jún,六月
595,Juli::N,júl,七月
596,August::N,august,八月
597,September::N,september,九月
598,Oktober::N,október,十月
599,November::N,november,十一月
600,Dezember::N,december,十二月
601,Montag::N,pondelok,月曜日
602,Dienstag::N,utorok,火曜日
603,Mittwoch::N,streda,水曜日
604,Donnerstag::N,štvrtok,木曜日
605,Freitag::N,piatok,金曜日
606,Samstag::N,sobota,土曜日
607,Sonntag::N,nedeľa,日曜日
608,groß::A,veľký,大きい
609,klein::A,malý,小さい
610,lang::A,dlhý,長い
611,kurz::A,krátky,短い
612,breit::A,široký,広い
613,schmal::A,úzky,狭い
614,dicht::A,hustý,密な
615,dick[Gegenstand]::A,tlstý,厚い
616,dünn::A,tenký,薄い
617,fein::A,jemný,細い
618,fest::A,pevný,硬い
619,flach::A,rovný,平らな
620,flach::A,plochý,平らな
621,glatt::A,hladký,滑らかな
622,hart::A,tvrdý,堅い
623,weich::A,mäkký,柔らかい
624,rund::A,guľatý,丸い
625,rund::A,okrúhly,丸い
626,spitz::A,končitý,尖った
627,scharf::A,ostrý,鋭い
628,stumpf::A,tupý,鈍い
629,schwer::A,ťažký,重い
630,schön::A,pekný,綺麗な
631,schön::A,krásny,綺麗な
632,heiß::A,horúci,熱い
633,warm::A,teplý,温かい
634,kalt::A,studený,寒い
635,kalt::A,studený,冷たい
636,kühl::A,chladný,涼しい
637,frisch::A,svieži,ひんやりした
638,feucht::A,vlhký,湿った
639,feucht::A,zvlhnutý,湿った
640,nass::A,mokrý,濡れた
641,trocken::A,suchý,乾いた
642,voll::A,plný,いっぱいの
643,leer::A,prázdny,空の
644,offen::A,otvorený,開いた
645,geschlossen::A,zavretý,閉まった
646,sauber::A,čistý,清潔な
647,schmutzig::A,špinavý,汚い
648,roh::A,surový,生の
649,reif::A,zrelý,熟した
650,lecker::A,chutný,美味しい
651,süß::A,sladký,甘い
652,bitter::A,horký,苦い
653,sauer::A,kyslý,酸っぱい
654,hell::A,jasný,明るい
655,hell::A,svetlý,明るい
656,dunkel::A,temný,暗い
657,schwarz::A,čierny,黒い
658,weiß::A,biely,白い
659,rot::A,červený,赤い
660,gelb::A,žltý,黄色い
661,blau::A,modrý,青い
662,blau::A,belasý,青い
663,grün::A,zelený,緑の
664,grau::A,šedý,灰色の
665,bunt::A,pestrý,色取り取りの
666,billig::A,lacný,安い
667,teuer::A,drahý,高い
668,wertvoll::A,cenný,貴重な
669,blind::A,slepý,盲目の
670,taub::A,hluchý,耳が聞こえない
671,kräftig::A,silný,強力な
672,stark::A,silný,強い
673,schwach::A,slabý,弱い
674,schwach::A,bezvládny,弱い
675,fett::A,tučný,太った
676,schlank::A,štíhly,ほっそりした
677,hübsch::A,šumný,素敵な
678,hübsch::A,švárny,素敵な
679,böse::A,zlý,悪い
680,dumm::A,hlúpy,馬鹿な
681,faul::A,lenivý,怠惰な
682,fleißig::A,snaživý,勤勉な
683,fleißig::A,usilovný,勤勉な
684,geizig::A,skupý,けちな
685,geizig::A,lakomý,けちな
686,klug::A,múdry,賢い
687,klug::A,múdry,頭のいい
688,klug::A,bystrý,賢い
689,klug::A,bystrý,頭のいい
690,geschickt::A,zručný,器用な
691,geschickt::A,šikovný,器用な
692,lieb::A,milý,愛らしい
693,lustig::A,veselý,楽しい
694,sanft::A,nežný,温和な
695,hungrig::A,lačný,空腹の
696,hungrig::A,hladný,空腹の
697,krank::A,chorý,病気の
698,krank::A,nemocný,病気の
699,nackt::A,nahý,裸の
700,traurig::A,smutný,悲しい
701,lebendig::A,živý,生きた
702,gut::A,dobrý,良い
703,schlecht::A,zlý,悪い
704,schlecht::A,zlý,駄目な
705,richtig::A,správny,正しい
706,schlimm::A,zlý,ひどい
707,schlimm::A,nepríjemný,ひどい
708,wahr::A,pravý,本当の
709,wahr::A,pravdivý,本当の
710,alt::A,starý,古い
711,neu::A,nový,新しい
712,ehemalig::A,bývalý,以前の
713,alt[Lebewesen]::A,starý,年を取った
714,jung::A,mladý,若い
715,arm::A,chudobný,貧乏な
716,reich::A,bohatý,裕福な
717,bekannt::A,známy,有名な
718,berühmt::A,slávny,有名な
719,berühmt::A,povestný,有名な
720,fremd::A,cudzí,見知らぬ
721,verschieden::A,rôzny,色々な
722,verschieden::A,rozličný,色々な
723,nah::A,blízky,近い
724,fern::A,ďaleký,遠い
725,linker::A,ľavý,左の
726,rechter::A,pravý,右の
727,anderer::A,iný,別の
728,anderer::A,druhý,別の
729,erster::A,prvý,一番目
730,zweiter::A,druhý,二番目
731,dritter::A,tretí,三番目
732,letzter::A,ostatný,最後の
733,letzter::A,posledný,最後の
734,allein::ADV,sám,一人で
735,auf einmal::ADV,zároveň,同時に
736,zusammen::ADV,spolu,一緒に
737,zusammen::ADV,spoločne,一緒に
738,lange::ADV,dlho,長い間
739,plötzlich::ADV,náhle,急に
740,sofort::ADV,hneď,すぐに
741,sofort::ADV,ihneď,すぐに
742,später::ADV,neskoršie,後で
743,jetzt::ADV,teraz,今
744,heute::ADV,dnes,今日
745,morgen::ADV,zajtra,明日
746,bald::ADV,skoro,間もなく
747,dann::ADV,nato,それから
748,dann::ADV,potom,それから
749,gestern::ADV,včera,昨日
750,einst::ADV,kedysi,過去に
751,einst::ADV,niekedy,過去に
752,damals::ADV,vtedy,あの時
753,danach::ADV,potom,その後で
754,danach::ADV,podľa toho,その後で
755,vorher::ADV,napred,以前に
756,vorher::ADV,predtým,以前に
757,zuerst::ADV,najprv,まず
758,zuerst::ADV,najprv,最初に
759,einmal::ADV,raz,一回
760,einmal::ADV,jedenkrát,一回
761,manchmal::ADV,občas,時々
762,manchmal::ADV,niekedy,時々
763,oft::ADV,často,よく
764,immer::ADV,vždy,いつも
765,immer::ADV,ustavične,いつも
766,niemals::ADV,nikdy,一度も...ない
767,hier::ADV,tu,こちら
768,hierhin::ADV,sem,ここへ
769,hierhin::ADV,sem,こちらへ
770,hierhin::ADV,tade,ここへ
771,hierhin::ADV,tade,こちらへ
772,von hier::ADV,odtiaľto,ここから
773,dort::ADV,tam,そちら
774,dorthin::ADV,ta,そこへ
775,dorthin::ADV,ta,そちらへ
776,dorthin::ADV,tam,そこへ
777,dorthin::ADV,tam,そちらへ
778,geradeaus::ADV,rovno,真っ直ぐに
779,geradeaus::ADV,priamo,真っ直ぐに
780,vorwärts::ADV,napred,前へ
781,rückwärts::ADV,nazad,後ろへ
782,zurück::ADV,späť,後ろへ
783,zurück::ADV,naspäť,後ろへ
784,unten::ADV,dolu,下に
785,unten::ADV,naspodku,下に
786,hinab::ADV,dolu,下へ
787,oben::ADV,hore,上に
788,oben::ADV,navrchu,上に
789,hinauf::ADV,hore,上へ
790,hinauf::ADV,navrch,上へ
791,überall::ADV,všade,どこでも
792,nicht::ADV,nie,ない
793,ein wenig::ADV,trocha,少し
794,ein wenig::ADV,trocha,ちょっと
795,kaum::ADV,ledva,ほとんど～ない
796,sehr::ADV,veľmi,とても
797,so::ADV,tak,こう
798,so::ADV,takto,こう
799,noch::ADV,ešte,まだ
800,nur::ADV,len,～だけ
801,schon::ADV,už,もう
802,wieder::ADV,zasa,再び
803,vergebens::ADV,márne,無駄に
804,vergebens::ADV,nadarmo,無駄に
805,vor::PRP,pred,前に
806,hinter::PRP,za,後ろに
807,unter::PRP,pod,下に
808,durch::PRP,cez,通して
809,neben::PRP,pri,横に
810,neben::PRP,vedľa,横に
811,zwischen::PRP,medzi,間に
812,wegen::PRP,pre,為に
813,wegen::PRP,pre,せいで
814,wegen::PRP,kvôli,為に
815,wegen::PRP,kvôli,せいで
816,dies::PRN,to,これ
817,dies::PRN,táto,これ
818,das::PRN,to,それ
819,alles::PRN,všetko,全部
820,ich::PRN,ja,私
821,du::PRN,ty,あなた
822,er::PRN,on,彼
823,wir::PRN,my,私達
824,ihr::PRN,vy,あなた達
825,sie::PRN,oni,彼ら
826,was::FPRN,čo,何
827,wer::FPRN,kto,誰
828,wer::FPRN,kto,どなた
829,wo::FADV,kde,どこ
830,wo::FADV,kde,どこに
831,wohin::FADV,kam,どこへ
832,wie::FADV,ako,どう
833,warum::FADV,prečo,何故
834,warum::FADV,prečo,どうして
835,wieviel::FNUM,koľko,どのくらい
836,eins::NUM,jeden,一
837,zwei::NUM,dva,二
838,zwei::NUM,dva,二つ
839,drei::NUM,tri,三
840,drei::NUM,tri,三つ
841,vier::NUM,štyri,四
842,vier::NUM,štyri,四つ
843,fünf::NUM,päť,五
844,fünf::NUM,päť,五つ
845,sechs::NUM,šesť,六
846,sechs::NUM,šesť,六つ
847,sieben::NUM,sedem,七
