,Concept_ID,uz,ga
798,sehr::ADV,ancha,an-
799,so::ADV,shunday,chomh
800,so::ADV,shunday,mar sin
801,noch::ADV,hali,fós
802,noch::ADV,hali,go fóill
803,nur::ADV,yolg'iz,amháin
804,nur::ADV,yolg'iz,níl ach
805,schon::ADV,endi,cheana
806,schon::ADV,endi,cheana féin
807,wieder::ADV,yana,arís
808,wieder::ADV,yana,athuair
809,vergebens::ADV,bekorga,amú
810,vergebens::ADV,bekorga,in aisce
811,vor::PRP,burun,ar thosach
812,hinter::PRP,ketida,laistiar de
813,hinter::PRP,ketida,taobh thiar de
814,unter::PRP,ostida,faoi
815,durch::PRP,bo'ylab,trí
816,neben::PRP,yonida,taobh le
817,neben::PRP,yonida,in aice le
818,zwischen::PRP,orada,idir
819,wegen::PRP,sababli,de bharr
820,wegen::PRP,sababli,mar gheall ar
821,dies::PRN,o'sha,seo
822,das::PRN,narigi,sin
823,alles::PRN,har nima,gach rud
824,ich::PRN,men,mé
825,ich::PRN,men,mise
826,du::PRN,sen,tú
827,du::PRN,sen,tusa
828,er::PRN,u,sé
829,er::PRN,u,seisean
830,wir::PRN,biz,sinn
831,ihr::PRN,siz,sibh
832,ihr::PRN,siz,sibhse
833,sie::PRN,ular,siad
834,sie::PRN,ular,siadsan
835,was::FPRN,nima,cad
836,was::FPRN,nima,céard
837,wer::FPRN,kim,cé
838,wo::FADV,qaerda,cá
839,wo::FADV,qaerda,cén áit
840,wohin::FADV,qayerga,cá
841,wohin::FADV,qayerga,cén áit
842,wie::FADV,qanday,conas
843,wie::FADV,qanday,cén chaoi
844,warum::FADV,nega,cén fáth
845,warum::FADV,nega,cad chuige
846,wieviel::FNUM,qancha,cá mhéad
847,eins::NUM,bir,aon
848,zwei::NUM,ikki,dhá
849,drei::NUM,uch,trí
850,vier::NUM,to'rt,ceathair
851,fünf::NUM,besh,cúig
852,sechs::NUM,olti,sé
853,sieben::NUM,etti,seacht
854,acht::NUM,sakkiz,ocht
855,neun::NUM,to'qqiz,naoi
856,zehn::NUM,o'n,deich
857,elf::NUM,o'n bir,aon déag
858,zwölf::NUM,o'n ikki,dó dhéag
859,zwanzig::NUM,yigirma,fiche
860,dreißig::NUM,o'ttiz,tríocha
861,vierzig::NUM,qirq,daichead
862,vierzig::NUM,qirq,ceathracha
863,fünfzig::NUM,ällik,caoga
864,sechzig::NUM,oltmish,seasca
865,siebzig::NUM,etmish,seachtó
866,achtzig::NUM,sakson,ochtó
867,neunzig::NUM,to'qson,nócha
868,hundert::NUM,yuz,céad
869,tausend::NUM,ming,míle
870,und::CNJ,va,agus
871,oder::CNJ,yo,nó
872,stehen::V,turmoq,seas
873,sitzen::V,o'tirmoq,suigh
874,liegen::V,yotmoq,luigh
875,hängen::V,osilmoq,tá crochta
876,werden::V,bo'lmoq,éirigh
877,passieren::V,bo'lib o'tmoq,tarlaigh
878,beginnen::V,boshlanmoq,tosaigh
879,enden::V,bitmoq,críochnaigh
880,wechseln::V,o'zgarmoq,athraigh
881,aufgehen[Sonne]::V,chiqmoq,éirigh
882,untergehen[Sonne]::V,botmoq,fuin
883,untergehen[Sonne]::V,botmoq,téigh faoi
884,scheinen[Sonne]::V,yaraqlamoq,taitin
885,scheinen[Sonne]::V,yaraqlamoq,soilsigh
886,donnern::V,gulduramoq,tá toirneach ann
887,wehen::V,elpimoq,séid
888,strömen::V,oqmoq,sil
889,fließen::V,oqmoq,rith
890,fließen::V,oqmoq,snigh
891,sich drehen::V,aylanmoq,cas
892,sich drehen::V,aylanmoq,imrothlaigh
893,schwanken::V,qoqilmoq,luasc
894,schwingen::V,lopillamoq,luasc
895,fallen::V,tushmoq,tit
896,brennen::V,yonmoq,dóigh
897,rauchen::V,tutamoq,plúch toite
898,regnen::V,yomg'ir yog'moq,báistigh
899,regnen::V,yomg'ir yog'moq,tá ag cur báistí
900,gefrieren::V,muzlamoq,sioc
901,gefrieren::V,muzlamoq,reoigh
902,tauen::V,ärimoq,leáigh
903,tauen::V,ärimoq,coscair
904,schmelzen::V,ärimoq,leáigh
905,trocknen::V,qurimoq,triomaigh
906,sieden::V,qaynamoq,fiuch
907,sieden::V,qaynamoq,beirigh
908,faulen::V,chirimoq,lobh
909,faulen::V,chirimoq,dreoigh
910,verfaulen::V,chirimoq,lobh
911,verfaulen::V,chirimoq,feoigh
912,reißen::V,qayt qilmoq,bris
913,versinken::V,g'arq bo'lmoq,téigh síos
914,vergehen::V,o'tmoq,téigh thart
915,erscheinen::V,zuhur ätmoq,tar
916,verschwinden::V,yo'qolmoq,imigh
917,sinken::V,pasaymoq,tit
918,sinken::V,pasaymoq,ísligh
919,abnehmen::V,kamaymoq,maolaigh
920,abnehmen::V,kamaymoq,laghdaigh
921,zunehmen::V,urchimoq,méadaigh
922,steigen::V,oshmoq,éirigh
923,wachsen::V,o'smoq,fás
924,glänzen::V,porlamoq,lonraigh
925,funkeln::V,yalt ätmoq,drithligh
926,lärmen::V,taraq ätmoq,tóg callán
927,läuten::V,jiringlamoq,buail
928,klingeln::V,jiringlamoq,buail
929,klirren::V,sharaqlamoq,cling
930,brausen::V,vag'illamoq,búir
931,rauschen::V,shitirlamoq,tá ag siosarnach
932,klingen::V,yangramoq,tá glór ag
933,bellen::V,hurmoq,amhastraigh
934,heulen::V,uvlamoq,glam
935,blasen::V,puflamoq,séid
936,pfeifen::V,xushtak chalmoq ,lig fead
937,schreien::V,qiyqirmoq,béic
938,schreien::V,qiyqirmoq,glaoigh
939,stöhnen::V,nola qilmoq,lig cnead
940,zittern::V,titramoq,crith
941,zittern::V,titramoq,creathnaigh
942,leben::V,yashamoq,mair
943,geboren werden::V,tug'ilmoq,rugadh
944,atmen::V,nafas chiqarmoq,análaigh
945,trinken::V,ichmoq,ól
946,essen::V,emoq,ith
947,schlucken::V,yutmoq,slog
948,müde werden::V,horimoq,tuirsigh
949,einschlafen::V,uxlab qolmoq,tit ina chodladh
950,schlafen::V,uxlamoq,codail
951,aufwachen::V,uyg'onmoq,múscail
952,aufstehen::V,qo'pmoq,éirigh
953,sich erholen::V,dam olmoq,lig scíth
954,krank werden::V,kasallanmoq,éirigh tinn
955,krank sein::V,betob yotmoq,tá tinn
956,schmerzen::V,og'rimoq,tá pian i
957,husten::V,yo'talmoq,déan casacht
958,genesen::V,tuzalmoq,téarnaigh
959,sterben::V,o'lmoq,éag
960,sterben::V,o'lmoq,faigh bás
961,umkommen::V,halok bo'lmoq,caill
962,sich bewegen::V,harakat qilmoq,bog
963,sich bewegen::V,harakat qilmoq,gluais
964,sich rühren::V,qimirlamoq,corraigh
965,sich erheben::V,qo'pmoq,seas suas
966,sich setzen::V,o'tirmoq,suigh
967,hinfallen::V,yiqilmoq,tit
968,laufen::V,yurmoq,siúil
969,schreiten::V,yurmoq,siúil
970,spazierengehen::V,sayr ätmoq,téigh ag spaisteoireacht
971,eilen::V,tezlamoq,deifrigh
972,eilen::V,tezlamoq,brostaigh
973,sich beeilen::V,shoshmoq,deifrigh
974,sich beeilen::V,shoshmoq,déan deifir
975,sausen::V,chopqillamoq,luathaigh
976,rennen::V,yugurmoq,rith
977,springen::V,sakramoq,léim
978,klettern::V,yuqorilamoq,dreap
979,schaukeln::V,irg'amoq,téigh ar an maide corrach
980,kriechen::V,ämaklamoq,snámh
981,schwimmen::V,suzmoq,snámh
982,tauchen::V,chu'mmoq,tum
983,rudern::V,eshkak eshmoq,iomair
984,rudern::V,eshkak eshmoq,rámhaigh
985,fahren::V,haydamoq,tiomáin
986,fliegen::V,uchmoq,eitil
987,gehen::V,bormoq,téigh
988,weggehen::V,ketoq,imigh
989,abfahren::V,jo'namoq,imigh
990,anhalten::V,to'xtamoq,stad
991,hineingehen::V,kirmoq,téigh isteach
992,eintreten::V,kirmoq,téigh isteach
993,kommen::V,kelmoq,tar
994,ankommen::V,etib kelmoq,tar
995,zurückkommen::V,qaytib kelmoq,fill
996,bleiben::V,qolmoq,fan
997,warten::V,poylamoq,fan
998,erwarten::V,kutmoq,tá ag súil le
999,erwarten::V,kutmoq,tá ag dréim le
1000,suchen::V,izlamoq,lorg
1001,finden::V,topmoq,faigh
1002,finden::V,topmoq,aimsigh
1003,versuchen::V,chalishmoq,triail
1004,vorbereiten::V,hozirlamoq,réitigh
1005,lieben::V,sevmoq,gráigh
1006,mögen::V,ardoqlamoq,taitin le
1007,mögen::V,ardoqlamoq,is maith le
1008,lachen::V,kulmoq,gáir
1009,rühren::V,ta'sirlantirmoq,téigh i bhfeidhm ar
1010,weinen::V,yig'lamoq,goil
1011,weinen::V,yig'lamoq,caoin
1012,schimpfen::V,koyinmoq,tá ag clamhsán
1013,sich ärgern::V,g'azab qilmoq,tá corraithe
1014,sich fürchten::V,hurkmoq,tá eagla ar
1015,fürchten::V,qo'rqmoq,tá eagla ar
1016,fliehen::V,qochmoq,teith
1017,flüchten::V,qochmoq,éalaigh
1018,sehen::V,ko'rmoq,feic
1019,anschauen::V,razm solmoq,dearc
1020,anschauen::V,razm solmoq,féach ar
1021,ansehen::V,razm qilmoq,breathnaigh
1022,hören::V,äshitmoq,cluin
1023,zuhören::V,tinglamoq,éist
1024,probieren::V,tatib ko'rmoq,bliais
1025,riechen::V,iskamoq,bolaigh
1026,fühlen::V,sezmoq,braith
1027,fühlen::V,sezmoq,mothaigh
1028,scheinen::V,tuyilmoq,tá an chuma ar
1029,zu sehen sein::V,ko'rinmoq,tá le feiceáil
1030,vernehmen::V,äshitmoq,clois
1031,frieren::V,sovuq qotmoq,tá fuar
1032,tun::V,ätmoq,déan
1033,können::V,-a olmoq,féad
1034,können::V,-a olmoq,is féidir le
1035,können::V,-y olmoq,féad
1036,können::V,-y olmoq,is féidir le
1037,wollen::V,istamoq,tá ag iarraidh
1038,anfangen::V,boshlamoq,tosaigh
1039,anfangen::V,boshlamoq,cuir tús le
1040,beenden::V,bitirmoq,críochnaigh
1041,beenden::V,bitirmoq,cuir deireadh le
1042,aufhören::V,tinmoq,stad
1043,gelingen::V,muvaffaqiyat qozonmoq,éirigh le
1044,geraten::V,bo'lmoq,tá deireadh ar
1045,öffnen::V,ochmoq,oscail
1046,schließen::V,yopmoq,dún
1047,schließen::V,yopmoq,iaigh
1048,stellen::V,qo'ymoq,cuir
1049,setzen::V,o'tqazmoq,cuir
1050,setzen::V,o'tqazmoq,socraigh
1051,legen::V,yotqizmoq,cuir
1052,berühren::V,tegmoq,teagmhaigh le
1053,verbinden::V,ulamoq,ceangail
1054,bedecken::V,bekitmoq,clúdaigh
1055,bedecken::V,bekitmoq,cumhdaigh
1056,aufhängen::V,ildirmoq,croch
1057,anzünden::V,yondirmoq,las
1058,anzünden::V,yondirmoq,adhain
1059,aufheben::V,ko'tarmoq,tóg
1060,aufheben::V,ko'tarmoq,ardaigh
1061,zurücklassen::V,ayrilmoq,fág
1062,verlieren::V,yo'qotmoq,caill
1063,fallen lassen::V,tushirmoq,lig uait
1064,fallen lassen::V,tushirmoq,caith uait
1065,machen::V,qilmoq,déan
1066,machen::V,qilmoq,réitigh
1067,herstellen::V,chiqarmoq,táirg
1068,bauen::V,solmoq,tóg
1069,reparieren::V,tuzatmoq,deisigh
1070,verbessern::V,isloh qilmoq,feabhsaigh
1071,ändern::V,o'zgartirmoq,athraigh
1072,graben::V,qazimoq,tochail
1073,beugen::V,bukmoq,crom
1074,biegen::V,bukmoq,lúb
1075,drehen::V,aylantirmoq,cas
1076,wenden::V,burmoq,tiontaigh
1077,umdrehen::V,ag'darmoq,iompaigh
1078,umdrehen::V,ag'darmoq,tiontaigh
1079,heben::V,yuksaltirmoq,ardaigh
1080,hochheben::V,ko'tarmoq,tóg
1081,ergreifen::V,tutamlamoq,beir ar
1082,halten::V,tutmoq,coimeád
1083,halten::V,tutmoq,coinnigh
1084,drücken::V,bosmoq,brúigh
1085,schieben::V,surmoq,brúigh
1086,kratzen::V,qashimoq,scríob
1087,lecken::V,mijimoq,ligh
1088,lecken::V,mijimoq,leadhb
1089,beißen::V,tishlamoq,bain greim as
1090,abreißen::V,emirmoq,stróic
1091,abreißen::V,emirmoq,tarraing
1092,abschneiden::V,cho'rt kesmoq,scoith
1093,binden::V,bog'lamoq,ceangail
1094,stecken::V,suqmoq,sáigh
1095,brechen::V,sindirmoq,bris
1096,klopfen::V,dukurlamoq,cnag
1097,hauen::V,urmoq,buail
1098,kleben::V,yopishtirmoq,gliúáil
1099,reiben::V,surkamoq,cuimil
1100,streichen::V,surkamoq,leath
1101,schleifen::V,qayramoq,líomh
1102,schneiden::V,kesmoq,gearr
1103,rütteln::V,chayqamoq,croith
1104,schütteln::V,chayqamoq,croith
1105,schwenken::V,chayqatmoq,luasc
1106,schütten::V,quymoq,doirt
1107,füllen::V,to'ldirmoq,líon
1108,einwickeln::V,chulg'amoq,cuach
1109,einwickeln::V,chulg'amoq,clúdaigh
1110,tragen::V,tashimoq,iompair
1111,schleppen::V,sudramoq,tarraing
1112,ziehen::V,tortmoq,tarraing
1113,aufbewahren::V,tutmoq,coinnigh
1114,werfen::V,tashlamoq,caith
1115,fangen::V,tutmoq,ceap
1116,packen::V,opqochmoq,beir ar
1117,verstecken::V,yashirmoq,folaigh
1118,verstecken::V,yashirmoq,cuir i bhfolach
1119,teilen::V,bo'lmoq,roinn
1120,schicken::V,yubormoq,seol
1121,bringen::V,keltirmoq,beir
1122,bringen::V,keltirmoq,tabhair
1123,hinzufügen::V,tirkamoq,cuir le
1124,bekommen::V,olmoq,faigh
1125,erhalten::V,olmoq,faigh
1126,nehmen::V,olmoq,tóg
1127,nehmen::V,olmoq,glac
1128,wählen::V,saylamoq,pioc
1129,wählen::V,saylamoq,roghnaigh
1130,auswählen::V,saylamoq,roghnaigh
1131,bewahren::V,saqlamoq,caomhnaigh
1132,behindern::V,xalal bermoq,cuir bac ar
1133,verderben::V,xazon qilmoq,mill
1134,beschädigen::V,buzmoq,loit
1135,beschädigen::V,buzmoq,déan damáiste do
1136,zerbrechen::V,sindirmoq,bris
1137,zerreißen::V,yirtmoq,stiall
1138,zerstören::V,vayron qilmoq,mill
1139,zerstören::V,vayron qilmoq,scrios
1140,verbrennen::V,kuydirmoq,las
1141,verbrennen::V,kuydirmoq,dóigh
1142,geben::V,bermoq,tabhair
1143,reichen::V,bermoq,sín
1144,reichen::V,bermoq,cuir
1145,schenken::V,sovg'a qilmoq,bronn
1146,schenken::V,sovg'a qilmoq,tabhair
1147,versprechen::V,va'da bermoq,geall
1148,wünschen::V,orziqmoq,guigh
1149,loben::V,maqtamoq,mol
1150,küssen::V,o'pmoq,póg
1151,wiegen::V,tebratmoq,bog
1152,wiegen::V,tebratmoq,luasc
1153,zudecken::V,yopmoq,clúdaigh
1154,wecken::V,uyg'otmoq,dúisigh
1155,zeigen::V,ko'rsatmoq,taispeáin
1156,führen::V,boshlik bo'lmoq,treoraigh
1157,lehren::V,o'rgatmoq,múin
1158,lehren::V,o'rgatmoq,teagasc
1159,unterrichten::V,dars bermoq,múin
1160,unterrichten::V,dars bermoq,teagasc
1161,aufziehen::V,o'stirmoq,tóg
1162,leiten::V,boshqarmoq,tá i gceannas ar
1163,antreiben::V,shoshiltirmoq,gríosaigh
1164,lassen::V,ruxsat bermoq,cuir ag
1165,einladen::V,taklif kilmoq,cuir cuireadh ar
1166,vereinigen::V,qo'shmoq,aontaigh
1167,besuchen::V,mehmonga bormoq,tabhair cuairt ar
1168,treffen::V,duchor bo'lmoq,cas ar
1169,treffen::V,duchor bo'lmoq,buail le
1170,sich versammeln::V,to'planmoq,bailigh
1171,sich versammeln::V,to'planmoq,cruinnigh
1172,spielen::V,o'ynamoq,imir
1173,spielen::V,o'ynamoq,tá ag spraoi
1174,singen::V,yalla qilmoq,can
1175,tanzen::V,raqs qilmoq,rinc
1176,tanzen::V,raqs qilmoq,damhsaigh
1177,sich trennen::V,yakkalanmoq,scar
1178,verlassen::V,qoldirmoq,fág
1179,retten::V,qutqazmoq,tarrtháil
1180,bewachen::V,qo'rimoq,cosain
1181,bewachen::V,qo'rimoq,gardáil
1182,schützen::V,yoniga olmoq,cosain
1183,verteidigen::V,yoqlamoq,cosain
1184,sich schlagen::V,yoqalashmoq,tá ag bruíon
1185,schießen::V,otmoq,caith
1186,schießen::V,otmoq,scaoil
1187,siegen::V,engmoq,bain
1188,siegen::V,engmoq,buaigh
1189,ärgern::V,jahl chiqarmoq,cuir isteach ar
1190,schlagen::V,urmoq,buail
1191,treten::V,tepmoq,ciceáil
1192,stechen::V,qadamoq,sáigh
1193,stoßen::V,turtmoq,brúigh
1194,stoßen::V,turtmoq,soncáil
1195,stehlen::V,o'g'rilamoq,goid
1196,stören::V,tebratmoq,cuir isteach ar
1197,belästigen::V,g'ashini keltirmoq,cuir as do
1198,verbergen::V,berkitmoq,ceil
1199,täuschen::V,aldamoq,cuir dallamullóg ar
1200,betrügen::V,tirriq qilmoq,déan calaois ar
1201,töten::V,o'ldirmoq,maraigh
1202,wohnen::V,istiqomat qilmoq,cuir faoi
1203,wohnen::V,istiqomat qilmoq,tá ina chónaí
1204,arbeiten::V,ishlamoq,oibrigh
1205,sammeln::V,yig'moq,bailigh
1206,sammeln::V,yig'moq,cruinnigh
1207,pflücken::V,termoq,pioc
1208,jagen::V,ov qilmoq,seilg
1209,fischen::V,baliq ovlamoq,iasc
1210,fassen::V,ilinmoq,beir ar
1211,hüten::V,boqtirmoq,aoirigh
1212,treiben::V,haydamoq,seol
1213,treiben::V,haydamoq,tiomáin
1214,anbinden::V,bog'lamoq,ceangail
1215,füttern::V,edirmoq,cothaigh
1216,füttern::V,edirmoq,beathaigh
1217,melken::V,sog'moq,bligh
1218,melken::V,sog'moq,crúigh
1219,hacken::V,chopmoq,gearr
1220,gießen::V,oqizmoq,uiscigh
1221,reifen::V,qizarmoq,aibigh
1222,zubereiten::V,pishirmoq,cócaráil
1223,kochen::V,qaynatmoq,bruith
1224,kochen::V,qaynatmoq,beirigh
1225,backen::V,yopmoq,bácáil
1226,braten::V,qovurmoq,róst
1227,braten::V,qovurmoq,frioch
1228,umrühren::V,atalamoq,measc
1229,stricken::V,to'qimoq,cniotáil
1230,nähen::V,tikmoq,fuaigh
1231,färben::V,bo'yoqlamoq,dathaigh
1232,reinigen::V,tozalamoq,glan
1233,waschen::V,yuvmoq,nigh
1234,abwischen::V,surkamoq,glan
1235,spülen::V,chaymoq,sruthlaigh
1236,fegen::V,cho'tkalamoq,scuab
1237,kehren::V,supurmoq,scuab
1238,baden::V,cho'milmoq,folc
1239,sich waschen::V,yuvinmoq,nigh é féin
1240,ausziehen::V,echintirmoq,bain de
1241,anziehen::V,kiymoq,cuir ar
1242,sich anziehen::V,kiyinmoq,gléas é féin
1243,kämmen::V,taramoq,cíor
1244,schmücken::V,yasatmoq,maisigh
1245,sagen::V,aytmoq,abair
1246,sprechen::V,so'zlamoq,labhair
1247,reden::V,gapirmoq,caintigh
1248,sich unterhalten::V,suhbatlashmoq,caintigh
1249,sich unterhalten::V,suhbatlashmoq,tá ag comhrá
1250,fragen::V,so'ramoq,fiafraigh
1251,fragen::V,so'ramoq,cuir ceist
1252,bitten::V,iltimos qilmoq,iarr
1253,erzählen::V,aytib bermoq,inis
1254,erzählen::V,aytib bermoq,eachtraigh
1255,mitteilen::V,bildirmoq,aithris
1256,mitteilen::V,bildirmoq,cuir in iúl
1257,nennen::V,atamoq,ainmnigh
1258,rufen::V,chaqirmoq,glaoigh
1259,prahlen::V,gerdaymoq,maígh
1260,übersetzen::V,tarjima qilmoq,aistrigh
1261,denken::V,o'ylamoq,síl
1262,denken::V,o'ylamoq,ceap
1263,glauben::V,ishonmoq,creid
1264,bemerken::V,payqamoq,tabhair faoi deara
1265,erkennen::V,tanimoq,aithin
1266,begreifen::V,tushunmoq,tuig
1267,verstehen::V,anglamoq,tuig
1268,lernen::V,o'qimoq,foghlaim
1269,wissen::V,bilmoq,tá a fhios ag
1270,sich erinnern an::V,äsni tanimoq,cuimhnigh ar
1271,sich erinnern an::V,äsni tanimoq,is cuimhne ar
1272,vergessen::V,unutmoq,dearmad
1273,messen::V,o'lchamoq,tomhais
1274,zählen::V,raqamlamoq,cuntais
1275,rechnen::V,cho'tlamoq,ríomh
1276,rechnen::V,cho'tlamoq,áirigh
1277,lesen::V,o'qimoq,léigh
1278,malen::V,rasm solmoq,péinteáil
1279,zeichnen::V,chizmoq,línigh
1280,zeichnen::V,chizmoq,tarraing
1281,schreiben::V,yozmoq,scríobh
1282,besitzen::V,ägalamoq,is le
1283,kaufen::V,olmoq,ceannaigh
1284,verkaufen::V,sotmoq,díol
1285,bezahlen::V,to'lamoq,íoc as
1286,zahlen::V,to'lamoq,íoc
1287,beherrschen::V,ägalamoq,rialaigh
1288,ertragen::V,chidamoq,seas
1289,ertragen::V,chidamoq,fulaing
1290,ertragen::V,chidamoq,foighnigh
