,Concept_ID,sk,nl
179,Huhn::N,sliepka,hoen
180,Hahn::N,kohút,haan
181,Gans::N,hus,gans
182,Adler::N,orol,arend
183,Ente::N,kačka,eend
184,Ente::N,kačica,eend
185,Eule::N,sova,uil
186,Kranich::N,žeriav,kraanvogel
187,Krähe::N,vrana,kraai
188,Kuckuck::N,kukučka,koekoek
189,Schwan::N,labuť,zwaan
190,Fisch::N,ryba,vis
191,Barsch::N,ostriež,baars
192,Hecht::N,šťuka,snoek
193,Schlange[Tier]::N,had,slang
194,Wurm::N,červ,worm
195,Spinne::N,pavúk,spin
196,Ameise::N,mravec,mier
197,Laus::N,voš,luis
198,Mücke::N,komár,mug
199,Fliege::N,mucha,vlieg
200,Schmetterling::N,motýľ,vlinder
201,Beere::N,bobuľa,bes
202,Apfel::N,jablko,appel
203,Pilz::N,hríb,paddestoel
204,Zwiebel::N,cibuľa,ui
205,Saat::N,osivo,zaad
206,Korn::N,zrno,graan
207,Korn::N,zrno,korrel
208,Heu::N,seno,hooi
209,Schale::N,šupa,schil
210,Schale::N,škrupina,schil
211,Grube::N,jama,kuil
212,Falle::N,pasca,val
213,Falle::N,klepec,val
214,Schlinge::N,slučka,strop
215,Spur::N,stopa,spoor
216,Asche::N,popol,as
217,Dreck::N,kal,drek
218,Dreck::N,blato,drek
219,Eisen::N,železo,ijzer
220,Gold::N,zlato,goud
221,Silber::N,striebro,zilver
222,Kohle::N,uhlie,kool
223,Glas::N,sklo,glas
224,Lehm::N,íl,klei
225,Lehm::N,hlina,klei
226,Sand::N,piesok,zand
227,Mensch::N,človek,mens
228,Mann::N,muž,man
229,Mann::N,chlap,man
230,Frau::N,žena,vrouw
231,Kind::N,dieťa,kind
232,Junge::N,chlapec,jongen
233,Mädchen::N,dievka,meisje
234,Familie::N,rodina,gezin
235,Familie::N,rodina,familie
236,Großvater::N,dedo,grootvader
237,Großvater::N,starý otec,grootvader
238,Großmutter::N,babička,grootmoeder
239,Großmutter::N,stará mať,grootmoeder
240,Eltern::N,rodičia,ouders
241,Vater::N,otec,vader
242,Mutter::N,mať,moeder
243,Mutter::N,matka,moeder
244,Sohn::N,syn,zoon
245,Tochter::N,dcéra,dochter
246,Bruder::N,brat,broer
247,Bruder::N,brat,broeder
248,Schwester::N,sestra,zus
249,Schwester::N,sestra,zuster
250,Onkel::N,ujo,oom
251,Onkel::N,strýko,oom
252,Tante::N,teta,tante
253,Tante::N,tetka,tante
254,Ehemann::N,muž,echtgenoot
255,Ehemann::N,manžel,echtgenoot
256,Ehefrau::N,žena,echtgenote
257,Ehefrau::N,manželka,echtgenote
258,Freude::N,radosť,vreugde
259,Gelächter::N,smiech,gelach
260,Glück::N,šťastie,geluk
261,Kummer::N,žiaľ,verdriet
262,Kummer::N,zármutok,verdriet
263,Wunsch::N,prianie,wens
264,Wunsch::N,prianie,verlangen
265,Lust::N,chuť,zin
266,Lust::N,chuť,lust
267,Geist::N,duch,geest
268,Gedanke::N,myšlienka,gedachte
269,Gedächtnis::N,pamäť,geheugen
270,Verstand::N,rozum,verstand
271,Sinn::N,zmysel,betekenis
272,Grund::N,dôvod,reden
273,Grund::N,príčina,reden
274,Wahrheit::N,pravda,waarheid
275,Gespräch::N,reč,gesprek
276,Gespräch::N,rozhovor,gesprek
277,Märchen::N,rozprávka,sprookje
278,Erzählung::N,poviedka,verhaal
279,Nachricht::N,správa,tijding
280,Neuigkeit::N,novinka,nieuws
281,Neuigkeit::N,novinka,nieuwtje
282,Name::N,meno,naam
283,Rätsel::N,záhada,raadsel
284,Rätsel::N,hádanka,raadsel
285,Rede::N,reč,rede
286,Sprache::N,reč,taal
287,Sprache::N,jazyk,taal
288,Stimme::N,hlas,stem
289,Wort::N,slovo,woord
290,Zeichen::N,znak,teken
291,Ruf::N,volanie,roep
292,Ruf::N,zavolanie,roep
293,Lärm::N,hluk,lawaai
294,Lärm::N,hurhaj,lawaai
295,Laut::N,zvuk,klank
296,Laut::N,zvuk,geluid
297,Ton::N,tón,toon
298,Ton::N,tón,klank
299,Ton::N,zvuk,toon
300,Ton::N,zvuk,klank
301,Lied::N,pieseň,lied
302,Ruhe::N,pokoj,rust
303,Ruhe::N,pokoj,stilte
304,Leute::N,ľudia,lui
305,Leute::N,ľudia,mensen
306,Volk::N,ľud,volk
307,Volk::N,národ,volk
308,Arbeit::N,práca,werk
309,Arbeit::N,práca,arbeid
310,Arbeit::N,robota,werk
311,Arbeit::N,robota,arbeid
312,Gast::N,hosť,gast
313,Geschenk::N,dar,cadeau
314,Geschenk::N,dar,geschenk
315,Spiel::N,hra,spel
316,Gesellschaft::N,spoločnosť,gezelschap
317,Hilfe::N,pomoc,hulp
318,Freund::N,priateľ,vriend
319,Kamerad::N,kamarát,maat
320,Kamerad::N,kamarát,metgezel
321,Angelegenheit::N,vec,zaak
322,Angelegenheit::N,vec,aangelegenheid
323,Angelegenheit::N,záležitosť,zaak
324,Angelegenheit::N,záležitosť,aangelegenheid
325,Anzahl::N,počet,tal
326,Anzahl::N,počet,aantal
327,Anzahl::N,množstvo,tal
328,Anzahl::N,množstvo,aantal
329,Art::N,druh,slag
330,Art::N,druh,soort
331,Stück::N,kus,stuk
332,Stück::N,kúsok,stuk
333,Teil::N,časť,deel
334,Hälfte::N,polka,helft
335,Hälfte::N,polovica,helft
336,Kreis::N,kruh,kring
337,Kreis::N,kruh,cirkel
338,Kreuz::N,kríž,kruis
339,Linie::N,línia,lijn
340,Strich::N,čiara,haal
341,Strich::N,čiara,streep
342,Abstand::N,vzdialenosť,afstand
343,Entfernung::N,vzdialenosť,afstand
344,Gegend::N,kraj,streek
345,Gegend::N,krajina,streek
346,Platz::N,miesto,ruimte
347,Ort::N,miesto,oord
348,Ort::N,miesto,plaats
349,Seite::N,bok,zij
350,Seite::N,bok,kant
351,Seite::N,bok,zijde
352,Seite::N,strana,zij
353,Seite::N,strana,kant
354,Seite::N,strana,zijde
355,Mitte::N,stred,midden
356,Gegenstand::N,predmet,voorwerp
357,Sache::N,vec,zaak
358,Rand::N,kraj,rand
359,Rand::N,kraj,boord
360,Rand::N,okraj,rand
361,Rand::N,okraj,boord
362,Kante::N,hrana,kant
363,Ecke::N,roh,hoek
364,Spitze::N,hrot,punt
365,Spitze::N,hrot,spits
366,Spitze::N,špička,punt
367,Spitze::N,špička,spits
368,Ende::N,koniec,einde
369,Ende::N,koniec,uiteinde
370,Loch::N,diera,gat
371,Winkel::N,kút,hoek
372,Muster::N,vzor,dessin
373,Muster::N,vzor,patroon
374,Muster::N,vzorka,dessin
375,Muster::N,vzorka,patroon
376,Größe::N,veľkosť,grootte
377,Länge::N,dĺžka,lengte
378,Höhe::N,výška,hoogte
379,Gewicht::N,váha,gewicht
380,Menge::N,množstvo,hoeveelheid
381,Haufen::N,hŕba,hoop
382,Reihe::N,rad,rij
383,Reihe::N,rad,reeks
384,Boot::N,čln,boot
385,Ruder::N,veslo,roeiriem
386,Schlitten::N,sane,slee
387,Schlitten::N,sane,slede
388,Ski::N,lyža,ski
389,Lagerfeuer::N,táborák,kampvuur
390,Last::N,ťarcha,last
391,Last::N,ťarcha,vracht
392,Last::N,bremeno,last
393,Last::N,bremeno,vracht
394,Gang::N,chôdza,wandeling
395,Schritt::N,krok,stap
396,Schritt::N,krok,schrede
397,Norden::N,sever,noorden
398,Süden::N,juh,zuiden
399,Westen::N,západ,westen
400,Osten::N,východ,oosten
401,Holz::N,drevo,hout
402,Brett::N,doska,plank
403,Platte::N,doska,plaat
404,Platte::N,platňa,plaat
405,Stütze::N,opora,stut
406,Stütze::N,opora,steun
407,Stange::N,tyč,stang
408,Stock::N,palica,stok
409,Stab::N,palica,staf
410,Rohr::N,rúra,pijp
411,Haus::N,dom,huis
412,Heim::N,domov,tehuis
413,Ofen::N,pec,kachel
414,Ofen::N,kachle,kachel
415,Fußboden::N,dlážka,vloer
416,Fußboden::N,podlaha,vloer
417,Tisch::N,stôl,tafel
418,Stuhl::N,stolička,stoel
419,Wiege::N,kolíska,wieg
420,Bett::N,lôžko,bed
421,Bett::N,posteľ,bed
422,Regal::N,regál,rek
423,Regal::N,polica,rek
424,Kiste::N,debna,kist
425,Fenster::N,okno,raam
426,Fenster::N,okno,venster
427,Fenster::N,oblok,raam
428,Fenster::N,oblok,venster
429,Tür::N,dvere,deur
430,Tor::N,vráta,poort
431,Zaun::N,plot,omheining
432,Zaun::N,ohrada,omheining
433,Dach::N,krov,dak
434,Dach::N,strecha,dak
435,Leiter::N,rebrík,ladder
436,Leiter::N,rebrina,ladder
437,Besen::N,metla,bezem
438,Spaten::N,rýľ,schop
439,Schaufel::N,lopata,schep
440,Gabel::N,vidlička,vork
441,Löffel::N,lyžica,lepel
442,Messer::N,nôž,mes
443,Nagel::N,klinec,spijker
444,Netz::N,sieť,net
445,Haken::N,hák,haak
446,Haken::N,háčik,haak
447,Griff::N,rukoväť,handvat
448,Schloss::N,zámka,slot
449,Bild::N,obraz,beeld
450,Figur::N,figúra,figuur
451,Puppe::N,bábka,pop
452,Puppe::N,bábika,pop
453,Beutel::N,vrece,zak
454,Beutel::N,vrece,buidel
455,Beutel::N,vrecko,zak
456,Beutel::N,vrecko,buidel
457,Bündel::N,uzlík,pak
458,Bündel::N,uzlík,bundel
459,Bündel::N,zväzok,pak
460,Bündel::N,zväzok,bundel
461,Tasche::N,taška,tas
462,Tasche::N,kabelka,tas
463,Eimer::N,vedro,emmer
464,Deckel::N,vrchnák,deksel
465,Deckel::N,pokrývka,deksel
466,Geschirr::N,nádoba,vaatwerk
467,Sack::N,mech,zak
468,Sack::N,vrece,zak
469,Tasse::N,šálka,kop
470,Topf::N,hrniec,pan
471,Kessel::N,kotol,ketel
472,Essen::N,jedlo,eten
473,Nahrung::N,strava,voedsel
474,Nahrung::N,potrava,voedsel
475,Speise::N,jedlo,spijs
476,Fleisch::N,mäso,vlees
477,Getreide::N,obilie,graan
478,Brei::N,kaša,pap
479,Brei::N,kaša,brij
480,Brot::N,chlieb,brood
481,Scheibe::N,kotúč,plak
482,Scheibe::N,kotúč,snede
483,Scheibe::N,krajec,plak
484,Scheibe::N,krajec,snede
485,Fett::N,tuk,vet
486,Fett::N,masť,vet
487,Butter::N,maslo,boter
488,Öl::N,olej,olie
489,Salz::N,soľ,zout
490,Suppe::N,polievka,soep
491,Honig::N,med,honing
492,Milch::N,mlieko,melk
493,Tee::N,čaj,thee
494,Leder::N,koža,leer
495,Leder::N,koža,leder
496,Wolle::N,vlna,wol
497,Stoff::N,súkno,stof
498,Nadel::N,ihla,naald
499,Faden::N,niť,draad
500,Faden::N,vlákno,draad
501,Knopf::N,gombík,knoop
502,Knoten::N,uzol,knoop
503,Farbe::N,farba,verf
504,Kleidung::N,šaty,kledij
505,Kleidung::N,šaty,kleding
506,Kleidung::N,šatstvo,kledij
507,Kleidung::N,šatstvo,kleding
508,Hemd::N,košeľa,hemd
509,Kragen::N,golier,kraag
510,Ärmel::N,rukáv,mouw
511,Hose::N,nohavice,broek
512,Hose::N,nohavice,pantalon
513,Gürtel::N,pás,riem
514,Gürtel::N,pás,gordel
515,Gürtel::N,opasok,riem
516,Gürtel::N,opasok,gordel
517,Mütze::N,čiapka,muts
518,Schuh::N,obuv,schoen
519,Schuh::N,topánka,schoen
520,Stiefel::N,čižma,laars
521,Ring::N,prsteň,ring
522,Band::N,stuha,lint
523,Kamm::N,hrebeň,kam
524,Spiegel::N,zrkadlo,spiegel
525,Riemen::N,remeň,riem
526,Schnur::N,šnúra,koord
527,Leine::N,vodidlo,lijn
528,Decke::N,deka,deken
529,Decke::N,prikrývka,deken
530,Kissen::N,poduška,kussen
531,Tuch::N,šatka,doek
532,Handtuch::N,uterák,handdoek
533,Kraft::N,moc,kracht
534,Stärke::N,sila,sterkte
535,Gesundheit::N,zdravie,gezondheid
536,Krankheit::N,nemoc,ziekte
537,Krankheit::N,choroba,ziekte
538,Schmerz::N,bolesť,pijn
539,Wunde::N,rana,wond
540,Fieber::N,horúčka,koorts
541,Arznei::N,liek,medicament
542,Arznei::N,liek,geneesmiddel
543,Brücke::N,most,brug
544,Brunnen::N,studňa,put
545,Brunnen::N,studňa,bron
546,Weide::N,pastva,wei
547,Weide::N,pastva,weide
548,Pfad::N,chodník,pad
549,Weg::N,cesta,weg
550,Straße::N,hradská,baan
551,Straße::N,hradská,straat
552,Dorf::N,dedina,dorp
553,Stadt::N,mesto,stad
554,Brief::N,list,brief
555,Buch::N,kniha,boek
556,Buchstabe::N,litera,letter
557,Buchstabe::N,písmeno,letter
558,Zeitung::N,noviny,krant
559,Zeitung::N,noviny,dagblad
560,Leben::N,život,leven
561,Tod::N,smrť,dood
562,Grab::N,hrob,graf
563,Kirche::N,kostol,kerk
564,Sünde::N,hriech,zonde
565,Gott::N,boh,god
566,Arbeiter::N,robotník,arbeider
567,Arbeiter::N,pracnovík,arbeider
568,Chef::N,šéf,chef
569,Chef::N,riaditeľ,chef
570,Meister::N,majster,meester
571,Arzt::N,lekár,arts
572,Arzt::N,lekár,dokter
573,Lehrer::N,učiteľ,leraar
574,Lehrer::N,učiteľ,onderwijzer
575,Geld::N,peniaze,geld
576,Geschäft::N,obchod,zaak
577,Laden::N,obchod,winkel
578,Preis::N,cena,prijs
579,Ware::N,tovar,waar
580,Nutzen::N,osoh,nut
581,Nutzen::N,osoh,voordeel
582,Nutzen::N,úžitok,nut
583,Nutzen::N,úžitok,voordeel
584,Reichtum::N,bohatstvo,rijkdom
585,Welt::N,svet,wereld
586,Land::N,územie,land
587,Land::N,krajina,land
588,Staat::N,štát,staat
589,König::N,kráľ,koning
590,Macht::N,moc,macht
591,Macht::N,mocnosť,macht
592,Grenze::N,hranica,grens
593,Krieg::N,vojna,oorlog
594,Feind::N,nepriateľ,vijand
595,Gewalt::N,násilie,geweld
596,Kampf::N,boj,strijd
597,Kampf::N,boj,gevecht
598,Bogen[Waffe]::N,luk,boog
599,Pfeil::N,šíp,pijl
600,Pfeil::N,strela,pijl
601,Gewehr::N,puška,geweer
602,Fehler::N,omyl,fout
603,Fehler::N,chyba,fout
604,Lüge::N,lož,leugen
605,Schaden::N,ujma,schade
606,Schaden::N,škoda,schade
607,Unglück::N,nešťastie,tegenspoed
608,Schuld::N,vina,schuld
609,Schuld::N,previnenie,schuld
610,Alter::N,vek,leeftijd
611,Schluss::N,záver,slot
612,Schluss::N,koniec,slot
613,Zeit::N,čas,tijd
614,Tag::N,deň,dag
615,Morgen::N,ráno,morgen
616,Morgen::N,ráno,ochtend
617,Mittag::N,poludnie,middag
618,Abend::N,večer,avond
619,Nacht::N,noc,nacht
620,Woche::N,týždeň,week
621,Monat::N,mesiac,maand
622,Jahr::N,rok,jaar
623,Frühling::N,jar,lente
624,Frühling::N,jar,voorjaar
625,Sommer::N,leto,zomer
626,Herbst::N,jeseň,herfst
627,Winter::N,zima,winter
628,Januar::N,január,januari
629,Februar::N,február,februari
630,März::N,marec,maart
631,April::N,apríl,april
632,Mai::N,máj,mei
633,Juni::N,jún,juni
634,Juli::N,júl,juli
635,August::N,august,augustus
636,September::N,september,september
637,Oktober::N,október,oktober
638,November::N,november,november
639,Dezember::N,december,december
640,Montag::N,pondelok,maandag
641,Dienstag::N,utorok,dinsdag
642,Mittwoch::N,streda,woensdag
643,Donnerstag::N,štvrtok,donderdag
644,Freitag::N,piatok,vrijdag
645,Samstag::N,sobota,zaterdag
646,Sonntag::N,nedeľa,zondag
647,groß::A,veľký,groot
648,klein::A,malý,klein
649,lang::A,dlhý,lang
650,kurz::A,krátky,kort
651,breit::A,široký,breed
652,schmal::A,úzky,smal
653,dicht::A,hustý,dicht
654,dick[Gegenstand]::A,tlstý,dik
655,dünn::A,tenký,dun
656,fein::A,jemný,fijn
657,fest::A,pevný,vast
658,flach::A,rovný,plat
659,flach::A,plochý,plat
660,glatt::A,hladký,glad
661,hart::A,tvrdý,hard
662,weich::A,mäkký,week
663,rund::A,guľatý,rond
664,rund::A,okrúhly,rond
665,spitz::A,končitý,spits
666,spitz::A,končitý,puntig
667,scharf::A,ostrý,scherp
668,stumpf::A,tupý,stomp
669,schwer::A,ťažký,zwaar
670,schön::A,pekný,mooi
671,schön::A,pekný,fraai
672,schön::A,krásny,mooi
673,schön::A,krásny,fraai
674,heiß::A,horúci,heet
675,warm::A,teplý,warm
676,kalt::A,studený,koud
677,kühl::A,chladný,koel
678,frisch::A,svieži,fris
679,feucht::A,vlhký,vochtig
680,feucht::A,zvlhnutý,vochtig
681,nass::A,mokrý,nat
682,trocken::A,suchý,droog
683,voll::A,plný,vol
684,leer::A,prázdny,leeg
685,offen::A,otvorený,open
686,geschlossen::A,zavretý,gesloten
687,sauber::A,čistý,net
688,sauber::A,čistý,schoon
689,schmutzig::A,špinavý,vuil
690,roh::A,surový,rauw
691,reif::A,zrelý,rijp
692,lecker::A,chutný,lekker
693,süß::A,sladký,zoet
694,bitter::A,horký,bitter
695,sauer::A,kyslý,zuur
696,hell::A,jasný,licht
697,hell::A,jasný,helder
698,hell::A,svetlý,licht
699,hell::A,svetlý,helder
700,dunkel::A,temný,donker
701,schwarz::A,čierny,zwart
702,weiß::A,biely,wit
703,rot::A,červený,rood
704,gelb::A,žltý,geel
705,blau::A,modrý,blauw
706,blau::A,belasý,blauw
707,grün::A,zelený,groen
708,grau::A,šedý,grijs
709,bunt::A,pestrý,bont
710,billig::A,lacný,goedkoop
711,teuer::A,drahý,duur
712,wertvoll::A,cenný,kostbaar
713,wertvoll::A,cenný,waardevol
714,blind::A,slepý,blind
715,taub::A,hluchý,doof
716,kräftig::A,silný,krachtig
717,stark::A,silný,sterk
718,schwach::A,slabý,zwak
719,schwach::A,bezvládny,zwak
720,fett::A,tučný,vet
721,schlank::A,štíhly,slank
722,hübsch::A,šumný,leuk
723,hübsch::A,švárny,leuk
724,böse::A,zlý,kwaad
725,dumm::A,hlúpy,dom
726,faul::A,lenivý,lui
727,fleißig::A,snaživý,vlijtig
728,fleißig::A,usilovný,vlijtig
729,geizig::A,skupý,gierig
730,geizig::A,lakomý,gierig
731,klug::A,múdry,slim
732,klug::A,múdry,schrander
733,klug::A,múdry,verstandig
734,klug::A,bystrý,slim
735,klug::A,bystrý,schrander
736,klug::A,bystrý,verstandig
737,geschickt::A,zručný,handig
738,geschickt::A,zručný,vaardig
739,geschickt::A,šikovný,handig
740,geschickt::A,šikovný,vaardig
741,lieb::A,milý,lief
742,lustig::A,veselý,vrolijk
743,sanft::A,nežný,zacht
744,hungrig::A,lačný,hongerig
745,hungrig::A,hladný,hongerig
746,krank::A,chorý,ziek
747,krank::A,nemocný,ziek
748,nackt::A,nahý,naakt
749,traurig::A,smutný,treurig
750,traurig::A,smutný,bedroefd
751,lebendig::A,živý,levend
752,gut::A,dobrý,goed
753,schlecht::A,zlý,slecht
754,richtig::A,správny,juist
755,schlimm::A,zlý,erg
756,schlimm::A,zlý,kwaad
757,schlimm::A,nepríjemný,erg
758,schlimm::A,nepríjemný,kwaad
759,wahr::A,pravý,waar
760,wahr::A,pravdivý,waar
761,alt::A,starý,oud
762,neu::A,nový,nieuw
763,ehemalig::A,bývalý,voormalig
764,alt[Lebewesen]::A,starý,oud
765,jung::A,mladý,jong
766,arm::A,chudobný,arm
767,reich::A,bohatý,rijk
768,bekannt::A,známy,bekend
769,berühmt::A,slávny,beroemd
770,berühmt::A,povestný,beroemd
771,fremd::A,cudzí,vreemd
772,verschieden::A,rôzny,verscheiden
773,verschieden::A,rôzny,verschillend
774,verschieden::A,rozličný,verscheiden
775,verschieden::A,rozličný,verschillend
776,nah::A,blízky,nabij
777,nah::A,blízky,nabijgelegen
778,fern::A,ďaleký,ver
779,linker::A,ľavý,linker
780,rechter::A,pravý,rechter
781,anderer::A,iný,andere
782,anderer::A,druhý,andere
783,erster::A,prvý,eerste
784,zweiter::A,druhý,tweede
785,dritter::A,tretí,derde
786,letzter::A,ostatný,laatste
787,letzter::A,posledný,laatste
788,allein::ADV,sám,alleen
789,auf einmal::ADV,zároveň,ineens
790,auf einmal::ADV,zároveň,tegelijk
791,zusammen::ADV,spolu,samen
792,zusammen::ADV,spolu,bijeen
793,zusammen::ADV,spoločne,samen
794,zusammen::ADV,spoločne,bijeen
795,lange::ADV,dlho,lang
796,plötzlich::ADV,náhle,eensklaps
797,plötzlich::ADV,náhle,plotsklaps
798,sofort::ADV,hneď,terstond
799,sofort::ADV,hneď,aanstonds
800,sofort::ADV,hneď,onmiddelijk
801,sofort::ADV,ihneď,terstond
802,sofort::ADV,ihneď,aanstonds
803,sofort::ADV,ihneď,onmiddelijk
804,später::ADV,neskoršie,later
805,jetzt::ADV,teraz,nu
806,jetzt::ADV,teraz,nou
807,jetzt::ADV,teraz,thans
808,heute::ADV,dnes,heden
809,heute::ADV,dnes,vandaag
810,morgen::ADV,zajtra,morgen
811,bald::ADV,skoro,gauw
812,bald::ADV,skoro,weldra
813,dann::ADV,nato,dan
814,dann::ADV,nato,toen
815,dann::ADV,potom,dan
816,dann::ADV,potom,toen
817,gestern::ADV,včera,gisteren
818,einst::ADV,kedysi,eens
819,einst::ADV,niekedy,eens
820,damals::ADV,vtedy,toen
821,damals::ADV,vtedy,destijds
822,danach::ADV,potom,daarna
823,danach::ADV,podľa toho,daarna
824,vorher::ADV,napred,vooraf
825,vorher::ADV,napred,van tevoren
826,vorher::ADV,predtým,vooraf
827,vorher::ADV,predtým,van tevoren
828,zuerst::ADV,najprv,eerst
829,zuerst::ADV,najprv,het eerst
830,einmal::ADV,raz,eens
831,einmal::ADV,raz,eenmaal
832,einmal::ADV,jedenkrát,eens
833,einmal::ADV,jedenkrát,eenmaal
834,manchmal::ADV,občas,soms
835,manchmal::ADV,niekedy,soms
836,oft::ADV,často,vaak
837,oft::ADV,často,dikwijls
838,immer::ADV,vždy,altijd
839,immer::ADV,ustavične,altijd
840,niemals::ADV,nikdy,nooit
841,hier::ADV,tu,hier
