,Concept_ID,bn,mdf
698,zuerst::ADV,আগে,ва́сенда
699,einmal::ADV,একবার,весть
700,manchmal::ADV,কখনও কখনও,лия́ста
701,manchmal::ADV,কখনও কখনও,ко́ста-ко́ста
702,oft::ADV,ঘনঘন,си́деста
703,immer::ADV,সর্বদা,фалу
704,immer::ADV,সর্বদা,най
705,niemals::ADV,কখলও নহে,аф мзя́рдонга
706,hier::ADV,এখানে,тяса
707,hierhin::ADV,এখানে,сей
708,hierhin::ADV,এখানে,тяза
709,von hier::ADV,ত্রই স্তান হইতে,тя́ста
710,dort::ADV,ওখানে,тоса
711,dorthin::ADV,ওখানে,тов
712,dorthin::ADV,ওখানে,тоза
713,geradeaus::ADV,অগ্রগামী,ви́деста
714,vorwärts::ADV,সন্মুখিকে,и́нголи
715,rückwärts::ADV,খিরিয়া,ме́ки
716,zurück::ADV,পিঠ,ме́ки
717,unten::ADV,নীচে,ала
718,hinab::ADV,নিম্নগামী,алу
719,oben::ADV,উপরে,вяре
720,hinauf::ADV,উচ্চতর অংশে,вяри
721,überall::ADV,সর্বত্র,се́мбе ва́стова
722,nicht::ADV,না,аф
723,ein wenig::ADV,অল্প,аф лама
724,kaum::ADV,কষ্টসহকাবে,а́ньцек
725,sehr::ADV,খুব,пяк
726,so::ADV,তত,ста́не
727,noch::ADV,এখন পর্যস্ত,нинге
728,nur::ADV,শুধু,аньцек
729,schon::ADV,ইতঃপুর্বে,ни
730,wieder::ADV,আবার,та́га
731,vergebens::ADV,বিফলে,стак
732,vor::PRP,সম্মুখে,инголе
733,hinter::PRP,পশ্চাতে,фтала
734,hinter::PRP,পশ্চাতে,мельге
735,unter::PRP,নীচে,ала
736,durch::PRP,দ্বারা,пачк
737,neben::PRP,কাছে,ваксса
738,zwischen::PRP,মধ্যে,ёткса
739,wegen::PRP,জন্য,сюнеда
740,dies::PRN,এটা,тя
741,das::PRN,ওটা,ся
742,das::PRN,ওটা,тона
743,alles::PRN,সব,сембе
744,ich::PRN,আমি,мон
745,du::PRN,তুমি,тон
746,er::PRN,উনি,сон
747,wir::PRN,আমরা,минь
748,ihr::PRN,তোমরা,тинь
749,sie::PRN,তারা,синь
750,was::FPRN,কি,мезе
751,wer::FPRN,কে,кие
752,wo::FADV,কোথায়,коса
753,wohin::FADV,কোথায়,ков
754,wohin::FADV,কোথায়,коза
755,wie::FADV,কেমন,ко́да
756,warum::FADV,কেন,мес
757,wieviel::FNUM,কত,мзя́ра
758,eins::NUM,অক,фкя
759,zwei::NUM,দুই,кафта
760,drei::NUM,তিন,колма
761,vier::NUM,চার,ниле
762,fünf::NUM,পাঁচ,вете
763,sechs::NUM,ছয়,кота
764,sieben::NUM,সাত,сисем
765,acht::NUM,আট,кафкса
766,neun::NUM,নয়,ве́йхкса
767,zehn::NUM,দশ,кемонь
768,elf::NUM,এগারো,кефкие
769,zwölf::NUM,দ্বাদশ,кемгафтува
770,zwanzig::NUM,বিশ,комсь
771,dreißig::NUM,ত্রিশ,колмогемонь
772,vierzig::NUM,চল্লিশ,нильге́монь
773,fünfzig::NUM,পঞ্চাশ,ве́дьгемонь
774,sechzig::NUM,ষাট,ко́дгемонь
775,siebzig::NUM,সত্তর,сизьге́монь
776,achtzig::NUM,আশি,ка́фксогемонь
777,neunzig::NUM,নব্বুই,ве́йхксогемонь
778,hundert::NUM,শত,сяда
779,tausend::NUM,হাজার,тёжянь
780,und::CNJ,আর,и
781,und::CNJ,আর,дъ
782,und::CNJ,এবং,и
783,und::CNJ,এবং,дъ
784,oder::CNJ,বা,или
785,oder::CNJ,বা,али
786,stehen::V,দাঁড়ানো,а́щемс стя́да
787,sitzen::V,বসা,ащемс озада
788,liegen::V,শোয়া,ма́дозь а́щемс
789,hängen::V,ঝোলা,нюрьгомс
790,werden::V,হইয়া উঠা,арамс
791,werden::V,হইয়া উঠা,тиевомс
792,passieren::V,ঘটা,лисэмс
793,passieren::V,ঘটা,эвондамс
794,beginnen::V,আরম্ভ হওয়া,ушедомс
795,enden::V,শেষ হওয়া,лоткамс
796,wechseln::V,রূপাস্তর করা,по́лафнемс
797,aufgehen[Sonne]::V,উদিত হওয়া,стямс
798,aufgehen[Sonne]::V,উদিত হওয়া,лисемс
799,untergehen[Sonne]::V,অস্ত যাওয়া,валгомс
800,scheinen[Sonne]::V,আলো দেওয়া,ва́лдоптомс
801,donnern::V,বজ্রধ্বনি করা,торамс
802,wehen::V,প্রবাহিত হওয়া,уфа́мс
803,strömen::V,প্রবাহিত হওয়া,шудемс
804,fließen::V,ছুটা,шудемс
805,sich drehen::V,পাক খাওয়া,шаромс
806,schwanken::V,দোলা,якамс
807,schwingen::V,দোলা,люксемс
808,schwingen::V,দোলা,нюрьсемс
809,fallen::V,পড়া,прамс
810,fallen::V,পড়া,прашендомс
811,brennen::V,সেঁকা,паломс
812,rauchen::V,ধোঁয়া ছড়ান,качадомс
813,regnen::V,বর্ষণ_করা,пиземс
814,gefrieren::V,হিমায়িত হওয়া,эйндамс
815,gefrieren::V,হিমায়িত হওয়া,кельмомс
816,tauen::V,গলা,соламс
817,schmelzen::V,গলা,соламс
818,trocknen::V,শুষ্ক করা,коськомс
819,sieden::V,ফোঁড়া,лакамс
820,faulen::V,ক্ষয় হওয়া,наксадомс
821,verfaulen::V,ক্ষয় হওয়া ,наксадомс
822,reißen::V,ছিঁড়া,сязевомс
823,versinken::V,ডুবা,ваямс
824,vergehen::V,যাওয়া,ётамс
825,erscheinen::V,আসা,эвондамс
826,verschwinden::V,অদৃশ্য হওয়া,юма́мс
827,sinken::V,হ্রাস হওয়া,валгомс
828,abnehmen::V,হ্রাস হওয়া,киремс
829,zunehmen::V,বৃদ্ধি পাওয়া,ламокстомс
830,zunehmen::V,বৃদ্ধি পাওয়া,рашнемс
831,steigen::V,ওঠা,кеподемс
832,wachsen::V,বড় হওয়া,касомс
833,glänzen::V,জ্বলা,цинзелдомс
834,glänzen::V,জ্বলা,цифордомс
835,funkeln::V,জ্বল্জ্বল করা,ци́фтордомс
836,läuten::V,রুসুঝুসু করা,гайфтемс
837,klingeln::V,বাজা,гайфтемс
838,klirren::V,টুংটাং-শব্দ করা,ка́нзеркшнемс
839,brausen::V,গর্জন করা,жоледемс
840,rauschen::V,মর্মরধ্বনি করা,вжнамс
841,rauschen::V,মর্মরধ্বনি করা,гамнамс
842,klingen::V,শব্দ করা,кайгомс
843,bellen::V,ঘেউ ঘেউ করা,ува́мс
844,heulen::V,গর্জন করা,сувомс
845,heulen::V,গর্জন করা,урнамс
846,blasen::V,ফুঁ দেওয়া,уфа́мс
847,pfeifen::V,শিস্ দেওয়া,вяшкомс
848,schreien::V,চিৎকার করা,пешкодомс
849,stöhnen::V,গোঁ-গো করা,куфцемс
850,zittern::V,কাঁপা,таромс
851,leben::V,বাঁচা,эрямс
852,geboren werden::V,জন্মানো,шачемс
853,atmen::V,শ্বাস ফেলা,ажнамс
854,trinken::V,পান করা,симомс
855,essen::V,ভক্ষণ করা,ярхцамс
856,schlucken::V,গেলা,нилемс
857,müde werden::V,পরিশ্রান্ত হওয়া,сиземс
858,einschlafen::V,নিদ্রামগ্ন হওয়া,матодовомс
859,schlafen::V,নিদ্রা যাওয়া,удомс
860,aufwachen::V,জাগা,съргоземс
861,aufstehen::V,জাগা,стямс
862,sich erholen::V,আরাম করা,ваймосемс
863,krank werden::V,অসুস্থ হত্তয়া,сярядькстомс
864,krank sein::V,রূগ্ণ হত্তয়া,сярядемс
865,schmerzen::V,কন্কন করা,сярядемс
866,husten::V,কাশা,козомс
867,genesen::V,আরোগ্য হওয়া,пъ́чкамс
868,sterben::V,মারা যাওয়া,куломс
869,umkommen::V,মারা যাওয়া,юма́мс
870,sich bewegen::V,চলা,шаштомс
871,sich rühren::V,নড়া,сърхка́мс
872,sich erheben::V,উদিত হওয়া,стямс
873,sich setzen::V,বসা,озамс
874,hinfallen::V,পড়া,прамс
875,hinfallen::V,পড়া,сяворемс
876,laufen::V,হাঁটা,якамс
877,schreiten::V,হাঁটা,молемс
878,schreiten::V,হাঁটা,аськолямс
879,spazierengehen::V,পায়চারি করা,якамс
880,eilen::V,ত্বরাম্বিত করা,эряскодомс
881,sich beeilen::V,ত্বরাম্বিত করা,эряскодомс
882,sausen::V,ধেয়ে যাওয়া,лиемс
883,rennen::V,চলা,арнемс
884,springen::V,লাফানো,комотнемс
885,klettern::V,আরোহণ করা,ку́цемс
886,schaukeln::V,দোলা,нюрямс
887,kriechen::V,হামাগুড়ি দেওয়া,шаштомс комада
888,schwimmen::V,সাঁতার কাটা,уемс
889,tauchen::V,ডোবা,юпиемс
890,tauchen::V,ডোবা,чёпафнемс
891,rudern::V,দাঁড় টানা,па́немс ве́неж
892,fahren::V,চালান,ардомс
893,fliegen::V,ওড়া,лиемс
894,gehen::V,যাওয়া,молемс
895,weggehen::V,প্রস্থান করা,тумс
896,abfahren::V,প্রস্থান করা,тумс
897,anhalten::V,থামা,лоткамс
898,hineingehen::V,ঢোকা,сува́мс
899,eintreten::V,ঢোকা,сува́мс
900,kommen::V,আসা,самс
901,ankommen::V,আসা,самс
902,ankommen::V,আসা,пачкодемс
903,zurückkommen::V,ফিরা,мърдамс
904,bleiben::V,থাকা,иля́домс
905,warten::V,অপেক্ষা করা,учемс
906,erwarten::V,অপেক্ষা করা,учемс
907,suchen::V,খোঁজ করা,вешемс
908,finden::V,পাওয়া,мумс
909,versuchen::V,পরখ করা,варчсемс
910,vorbereiten::V,প্রস্তুত করা,анокламс
911,lieben::V,ভালবাসা,кельгомс
912,mögen::V,পছন্দ করা,кельгомс
913,lachen::V,হাসা,рахамс
914,lachen::V,হাসা,рахсемс
915,rühren::V,হৃদয়ম্পর্শ করা,токамс седи
916,weinen::V,কাঁদা,авардемс
917,schimpfen::V,নালিশ করা,сюцемс
918,sich ärgern::V,রাগ হত্তয়া,кяжиямс
919,sich fürchten::V,ভয় করা,пелемс
920,fürchten::V,ডরা,пелемс
921,fliehen::V,পালানো,ворьгодемс
922,flüchten::V,পালানো,ша́домс
923,flüchten::V,পালানো,во́рьгодемс
924,sehen::V,দেখা,няемс
925,anschauen::V,দেখা,ваномс
926,ansehen::V,দেখা,ваномс
927,hören::V,শোনা,марямс
928,zuhören::V,শোনা,ку́лхдоньомс
929,probieren::V,পরখ করা,варжамс
930,riechen::V,শুঁকা,никса́мс
931,fühlen::V,অনুভব করা,марямс
932,scheinen::V,মনে হত্তয়া,ня́евомс
933,zu sehen sein::V,দেখা দেত্তয়া,ня́евомс
934,vernehmen::V,শোনা,марямс
935,frieren::V,শীত লাগা,паломс
936,frieren::V,শীত লাগা,кельмомс
937,tun::V,করা,тиемс
938,können::V,পারা,маштомс
939,wollen::V,ইচ্ছা করা,-не-
940,anfangen::V,আরম্ভ করা,ушедомс
941,beenden::V,শেষ করা,аде́ламс
942,aufhören::V,থামা,лоткамс
943,gelingen::V,সিদ্ধিলাভ করা,удалакшнемс
944,geraten::V,পরিণত হত্তয়া,лисемс
945,öffnen::V,খোলা,панжемс
946,schließen::V,বন্ধ করা,сёлгомс
947,stellen::V,স্থাপন করা,путомс
948,setzen::V,স্থাপন করা,озафнемс
949,setzen::V,স্থাপন করা,озавтнемс
950,legen::V,স্থাপন করা,путомс
951,berühren::V,স্পর্শ করা,токамс
952,verbinden::V,সংযুক্ত করা,сотомс
953,bedecken::V,ঢাকা,комачамс
954,bedecken::V,ঢাকা,вельхтямс
955,aufhängen::V,ঝুলানো,повфтамс
956,anzünden::V,জ্বালান,крьвя́стемс
957,aufheben::V,কুড়াইয়া তোলা,кеподемс
958,aufheben::V,কুড়াইয়া তোলা,касфтомс
959,zurücklassen::V,পরিত্যাগ করা,ка́домс
960,verlieren::V,হারান,юма́фтомс
961,fallen lassen::V,ফেলা,прафтомс
962,machen::V,গঠন করা,тиемс
963,herstellen::V,সৃষ্টি করা,анокламс
964,bauen::V,নির্মাণ করা,путомс
965,reparieren::V,মেরামত করা,петемс
966,verbessern::V,উন্নতিলাভ করা,цебярьгофтомс
967,ändern::V,পরিবর্তিত করা,полафтомс
968,graben::V,খনন করা,шу́вомс
969,graben::V,খনন করা,та́ргамс
970,beugen::V,নোয়া,мяндемс
971,biegen::V,নোয়া,комафтомс
972,drehen::V,ঘোরান,шо́вамс
973,drehen::V,ঘোরান,ша́рфнемс
974,wenden::V,উলটাইয়া দেত্তয়া,ша́рфтомс
975,umdrehen::V,উলটানো,шарфтомс
976,heben::V,উত্তোলন করা,ке́подемс
977,hochheben::V,উঁচু করা,ке́подемс
978,hochheben::V,উঁচু করা,ка́сфтомс
979,ergreifen::V,দখল করা,фатямс
980,halten::V,ধরা,кирдемс
981,drücken::V,টেপা,люпшта́мс
982,schieben::V,ঠেলা,шашфтомс
983,kratzen::V,চাঁচা,а́нгорямс
984,kratzen::V,চাঁচা,киськоря́мс
985,lecken::V,চাটা,нолсемс
986,beißen::V,দংশন করা,сускомс
987,abreißen::V,বিচ্ছিন্ন করা,сяземс
988,abschneiden::V,বিচ্ছিন্ন করা,керомс
989,binden::V,বন্ধন করা,сотомс
990,stecken::V,বিদ্ধ করা,сялгомс
991,brechen::V,ভাঙা,си́ннемс
992,brechen::V,ভাঙা,ка́лафтомс
993,klopfen::V,আঘাত করা,чакамс
994,klopfen::V,আঘাত করা,чакиемс
995,hauen::V,আঘাত করা,шавомс
996,hauen::V,আঘাত করা,пиксомс
997,kleben::V,সাঁটা,пе́тфнемс
998,reiben::V,ঘষা,шо́вамс
999,streichen::V,ছড়াইয়া,вадемс
1000,schleifen::V,ধার দেওয়া,шо́вамс
1001,schneiden::V,কাটা,керомс
1002,rütteln::V,নাড়ান,та́рфтомс
1003,schütteln::V,নড়া,шука́демс
1004,schwenken::V,দোলা,яфодемс
1005,schütten::V,বর্ষণ করা,каямс
1006,schütten::V,বর্ষণ করা,нюрьхтя́мс
1007,füllen::V,পরিপূর্ণ করা,пяшкодемс
1008,einwickeln::V,মুড়া,тапардамс
1009,tragen::V,বহন করা,кандомс
1010,schleppen::V,টানা,ускомс
1011,ziehen::V,টানা,ускомс
1012,aufbewahren::V,রাখা,ванфтомс
1013,werfen::V,ছুড়া,ёрямс
1014,fangen::V,লোফা,кунда́мс
1015,packen::V,ধরা,фатямс
1016,verstecken::V,গোপন করা,кяшемс
1017,teilen::V,বিভক্ত করা,явомс
1018,schicken::V,প্রেরণ করা,кучемс
1019,bringen::V,আনা,кандомс
1020,bringen::V,আনা,пачфтемс
1021,hinzufügen::V,একত্র করা,пу́томс та́га
1022,hinzufügen::V,একত্র করা,ма́ксомс та́га
1023,bekommen::V,পাওয়া,сявомс
1024,erhalten::V,পাওয়া,сявомс
1025,nehmen::V,নেওয়া,сявомс
1026,wählen::V,বাছা,ко́чкамс
1027,auswählen::V,বাছা,кочкамс
1028,bewahren::V,বাঁচাইয়া রাখা,ванфтомс
1029,behindern::V,বাধা দেওয়া,шорямс
1030,verderben::V,নষ্ট করা,коламс
1031,verderben::V,নষ্ট করা,гастямс
1032,beschädigen::V,ক্ষতি করা,тиендемс зиян
1033,zerbrechen::V,ভাঙ্গিয়া যাওয়া,тапамс
1034,zerreißen::V,ছিঁড়া,сяземс
1035,zerstören::V,বিনাশ করা,ка́лафтомс
1036,verbrennen::V,দহন করা,пълхта́мс
1037,geben::V,দেওয়া,ма́ксомс
1038,reichen::V,দেওয়া,максомс
1039,schenken::V,উপহার দেত্তয়া,каземс
1040,versprechen::V,প্রতিশ্রুতি দেওয়া,ма́ксомс вал
1041,wünschen::V,আকাঙ্ক্ষা করা,арьсемс
1042,loben::V,প্রশংসা করা,шна́мс
1043,küssen::V,চুম্বন করা,палсемс
1044,wiegen::V,দুলানো,нюря́фтомс
1045,zudecken::V,ঢাকা,вельхтямс
1046,wecken::V,জাগানো,стя́фтомс
1047,wecken::V,জাগানো,съ́ргозьфтемс
1048,zeigen::V,দেখানো,няфтемс
1049,führen::V,পথ দেখানো,вятемс
1050,lehren::V,শেখানো,тонафтомс
1051,unterrichten::V,শিক্ষা দেওয়া,тонафтомс
1052,aufziehen::V,পালন করা,касфтомс
1053,leiten::V,পরিচালনা করা,вятемс
1054,antreiben::V,চালনা করা,вятемс
1055,lassen::V,অনুমতি দেওয়া,кошардомс
1056,einladen::V,নিমন্ত্রণ করা,тердемс
1057,einladen::V,নিমন্ত্রণ করা,серьгядемс
1058,vereinigen::V,এক করা,пуроптомс
1059,vereinigen::V,এক করা,кочкамс марса
1060,besuchen::V,দেখিতে যাওয়া,варжамс
1061,treffen::V,সন্মুখীন হওয়া,васьфтомс
1062,sich versammeln::V,জড়ো হওয়া,кочкавомс
1063,spielen::V,খেলা,налхксемс
1064,singen::V,গাওয়া,морамс
1065,tanzen::V,নাচা,кштимс
1066,sich trennen::V,পৃথক করা,явомс
1067,verlassen::V,পরিত্যাগ করা,кадондомс
1068,retten::V,উদ্ধার করা,идемс
1069,retten::V,উদ্ধার করা,араламс
1070,bewachen::V,পাহারা দেওয়া,ваномс
1071,schützen::V,রক্ষা করা,а́раламс
1072,verteidigen::V,রক্ষা করা,а́раламс
1073,sich schlagen::V,লড়াই করা,тюремс
1074,schießen::V,তীরবেগে ছোটা,ляцемс
1075,siegen::V,জেতা,сяськомс
1076,ärgern::V,বিরক্ত করা,кяжияфтомс
1077,schlagen::V,আঘাত করা,токамс
1078,treten::V,লাথি মারা,тапамс
1079,stechen::V,দংশন করা,пупамс
1080,stechen::V,দংশন করা,сялгомс
1081,stoßen::V,ঠেলা,тостядемс
1082,stehlen::V,অপহরণ করা,саламс
1083,stören::V,ঘাঁটান,шорсемс
1084,belästigen::V,বিরক্ত করা,токсамс
1085,belästigen::V,বিরক্ত করা,аф кадомс ваймама
1086,verbergen::V,গোপন করা,кяшемс
1087,täuschen::V,প্রবঞ্চনা করা,васькафтомс
1088,täuschen::V,প্রবঞ্চনা করা,кяльготнемс
1089,betrügen::V,প্রতারণা করা,васькафнемс
1090,töten::V,হত্যা করা,шавомс
1091,töten::V,হত্যা করা,аде́ламс
1092,wohnen::V,বাস করা,эрямс
1093,arbeiten::V,কাজ করা,покодемс
1094,sammeln::V,সংগ্রহ করা,кочкамс
1095,sammeln::V,সংগ্রহ করা,пу́роптомс
1096,pflücken::V,চয়ন করা,фатнемс
1097,pflücken::V,চয়ন করা,нотфнемс
1098,jagen::V,শিকার করা,кунда́мс
1099,fischen::V,মাছ ধরা,калонь кунда́мс
1100,fassen::V,ধরা,кунда́мс
1101,hüten::V,যুথভুক্ত করা,ваномс
1102,treiben::V,চালনা করা,панемс
1103,anbinden::V,বন্ধন করা,сотомс
1104,füttern::V,ভোজন করানো,трямс
1105,füttern::V,ভোজন করানো,а́ндомс
1106,melken::V,দুগ্ধ দোহন করা,потямс
1107,hacken::V,কাটা,лазондомс
1108,gießen::V,বর্ষণ করা,валомс
1109,reifen::V,পাকা,кенеремс
1110,zubereiten::V,রন্ধন করা,анокламс
1111,kochen::V,রন্ধন করা,пидемс
1112,backen::V,সেকা,пидемс
1113,braten::V,ভাজা,пуштомс
1114,umrühren::V,নড়ানো,шорямс
1115,stricken::V,বোনা,кодамс
1116,nähen::V,সেলাই করা,стамс
1117,färben::V,রঞ্জিত করা,а́рхтомс
1118,reinigen::V,পরিষ্কার করা,ва́ткамс
1119,reinigen::V,পরিষ্কার করা,а́роптомс
1120,waschen::V,পরিষ্কার করা,муськомс
1121,abwischen::V,মুছা,нардамс
1122,spülen::V,পরিষ্কার করা,оргалдомс
1123,fegen::V,ঝাঁট দেওয়া,тяемс
1124,kehren::V,ঝাঁট দেওয়া,тяемс
1125,baden::V,অবগাহন করা,э́шелямс
1126,sich waschen::V,ধোয়া,штамс
1127,ausziehen::V,খুলা,кайсефтемс
1128,anziehen::V,গায়ে দেত্তয়া,ща́фтомс
1129,sich anziehen::V,পোশাক পরা,щамс
1130,kämmen::V,আঁচড়ানো,се́ендемс
1131,schmücken::V,সাজান করা,на́ряжамс
1132,schmücken::V,সাজান করা,ма́зоптомс
1133,sagen::V,উচ্চারণ করা,азомс
1134,sagen::V,উচ্চারণ করা,мярьгомс
1135,sprechen::V,বলা,корхтамс
1136,reden::V,আলাপ করা,корхнемс
1137,sich unterhalten::V,আড্ডা দেওয়া,корхнемс
1138,fragen::V,জিজ্ঞাসা করা,ки́зефтемс
1139,bitten::V,প্রার্থনা করা,а́намс
1140,bitten::V,প্রার্থনা করা,ве́шемс
1141,erzählen::V,বর্ণনা করা,а́зондомс
1142,mitteilen::V,বলা,азомс
1143,nennen::V,নাম দেওয়া,лемдемс
1144,nennen::V,নাম দেওয়া,путомс лем
1145,rufen::V,আমন্ত্রণ করা,серьгядемс
1146,prahlen::V,বড়াই করা,шна́фтомс пря́
1147,übersetzen::V,ভাষাস্তরিত করা,ётафтомс
1148,denken::V,ভাবা,арьсемс
1149,glauben::V,বিশ্বাস করা,кемамс
1150,bemerken::V,লক্ষ্য করা,ня́емс
1151,erkennen::V,চিনিতে পারা,содамс
1152,begreifen::V,উপলব্ধি করা,сатомс
1153,verstehen::V,উপলব্ধি করা,шарьхкодемс
1154,lernen::V,শেখা,тонафнемс
1155,wissen::V,জানা,со́дамс
1156,sich erinnern an::V,মনে করা,лятфтамс
1157,vergessen::V,বিস্মৃত হওয়া,юкстамс
1158,messen::V,মাপা,ункснемс
1159,zählen::V,গণনা করা,лу́вомс
1160,zählen::V,গণনা করা,а́рьсемс
1161,rechnen::V,হিসাব করা,лувомс
1162,lesen::V,পাঠ করা,лувомс
1163,lesen::V,পাঠ করা,морафтомс
1164,malen::V,আঁকা,рисова́ндамс
1165,zeichnen::V,ছকা,рисова́ндамс
1166,schreiben::V,লেখা,сёрмадомс
1167,besitzen::V,অধিকার করা,улемс азоркс
1168,kaufen::V,ক্রয় করা,рамамс
1169,verkaufen::V,বেচা,мимс
1170,bezahlen::V,প্রদান করা,пандомс
1171,zahlen::V,প্রদান করা,па́ндомс
1172,beherrschen::V,শাসন করা,азорондамс
1173,ertragen::V,বহন করা,кирдемс
1174,lärmen::V,,жалнамс
