,Concept_ID,hi,fi
125,Wind::N,पाद,tuuli
126,Welle::N,लहर,aalto
127,Welle::N,तरंग,aalto
128,Wasser::N,जल,vesi
129,Wasser::N,पानी,vesi
130,Stein::N,पत्थर,kivi
131,Boden::N,मिट्टी,maa
132,Boden::N,मिट्टी,maaperä
133,Erde::N,भूमि,maa
134,Erde::N,ज़मीन,maa
135,Staub::N,धूल,pöly
136,Rauch::N,धूआँ,savu
137,Rauch::N,धुम्र,savu
138,Funke::N,चिनगारी,kipinä
139,Funke::N,स्फुलिंग,kipinä
140,Feuer::N,आग,tuli
141,Feuer::N,आतिश,tuli
142,Feuer::N,अग्नि,tuli
143,Licht::N,रोशनी,valo
144,Licht::N,प्रकाश,valo
145,Schatten::N,छाया,varjo
146,Schatten::N,परछाई,varjo
147,Wetter::N,ऋतु,sää
148,Wetter::N,मौसम,sää
149,Nebel::N,धुँध,sumu
150,Nebel::N,कुहरा,sumu
151,Wolke::N,मेघ,pilvi
152,Wolke::N,अभ्र,pilvi
153,Regen::N,मेंह,sade
154,Regen::N,बारिश,sade
155,Schnee::N,हिम,lumi
156,Schnee::N,बर्फ़,lumi
157,Eis::N,हिम,jää
158,Eis::N,बर्फ़,jää
159,Frost::N,ठंड,halla
160,Frost::N,ठंड,pakkanen
161,Kälte::N,सर्दी,vilu
162,Kälte::N,सर्दी,kylmyys
163,Kälte::N,शीतलता,vilu
164,Kälte::N,शीतलता,kylmyys
165,Hitze::N,ताप,helle
166,Hitze::N,ताप,kuumuus
167,Hitze::N,गरमी,helle
168,Hitze::N,गरमी,kuumuus
169,Raureif::N,पाला,huurre
170,Regenbogen::N,इंद्र-धनुष,sateenkaari
171,Donner::N,गरज,jyrinä
172,Donner::N,मेघ-गर्जन,jyrinä
173,Strömung::N,बहाव,virtaus
174,Strömung::N,प्रवाह,virtaus
175,Tropfen::N,बूँद,tippa
176,Tropfen::N,बूँद,pisara
177,Schaum::N,झाग,vaahto
178,Schmutz::N,गंद,loka
179,Schmutz::N,कीचड़,loka
180,See::N,झील,järvi
181,See::N,सरोवर,järvi
182,Sumpf::N,दलदल,suo
183,Sumpf::N,धँसान,suo
184,Moor::N,झाबर,räme
185,Moor::N,धँसान,räme
186,Wiese::N,घास-स्थल,niitty
187,Wald::N,जंगल,metsä
188,Hügel::N,टीला,mäki
189,Hügel::N,टीला,kumpu
190,Hügel::N,टीला,kukkula
191,Hügel::N,पहाड़,mäki
192,Hügel::N,पहाड़,kumpu
193,Hügel::N,पहाड़,kukkula
194,Anhöhe::N,टीला,mäki
195,Anhöhe::N,टीला,kumpare
196,Anhöhe::N,पहाड़ी,mäki
197,Anhöhe::N,पहाड़ी,kumpare
198,Berg::N,पहाड़,mäki
199,Berg::N,पहाड़,vuori
200,Gipfel::N,शिखर,laki
201,Gipfel::N,शिखर,huippu
202,Höhle::N,गुहा,luola
203,Höhle::N,गुफ़ा,luola
204,Abhang::N,ढाल,rinne
205,Abhang::N,ढलान,rinne
206,Quelle::N,चश्मा,lähde
207,Bach::N,सोता,puro
208,Bach::N,नदिका,puro
209,Fluss::N,नदी,joki
210,Fluss::N,सरिता,joki
211,Ufer::N,तट,ranta
212,Ufer::N,किनारा,ranta
213,Küste::N,समुद्र-तट,rannikko
214,Festland::N,महाद्वीप,manner
215,Meer::N,सागर,meri
216,Meer::N,समुद्र,meri
217,Bucht::N,खाड़ी,lahti
218,Insel::N,टापू,saari
219,Insel::N,द्वीप,saari
220,Blume::N,फूल,kukka
221,Blume::N,पुष्प,kukka
222,Gras::N,घास,ruoho
223,Wurzel::N,मूल,juuri
224,Baum::N,पेड़,puu
225,Baum::N,वृक्ष,puu
226,Stamm::N,धड़,runko
227,Rinde::N,छाल,kuori
228,Rinde::N,छाल,parkki
229,Rinde::N,वल्कल,kuori
230,Rinde::N,वल्कल,parkki
231,Ast::N,डाल,oksa
232,Ast::N,शाखा,oksa
233,Zweig::N,टहनी,haara
234,Blatt::N,पत्र,lehti
235,Blatt::N,पत्ता,lehti
236,Birke::N,भूर्ज,koivu
237,Kiefer[Baum]::N,पाइन-वृक्ष,mänty
238,Kiefer[Baum]::N,पाइन-वृक्ष,petäjä
239,Weide[Baum]::N,बेंत,paju
240,Tanne::N,फ़र,kuusi
241,Horn::N,सींग,sarvi
242,Horn::N,विषाण,sarvi
243,Feder::N,पर,sulka
244,Feder::N,पर,höyhen
245,Feder::N,पंख,sulka
246,Feder::N,पंख,höyhen
247,Fell::N,खाल,talja
248,Fell::N,पशु-चर्म,talja
249,Flügel::N,पंख,siipi
250,Flügel::N,डैना,siipi
251,Klaue::N,पंजा,kynsi
252,Kralle::N,पंजा,kynsi
253,Kralle::N,नाख़ून,kynsi
254,Schwanz::N,पूँछ,häntä
255,Schwanz::N,पूँछ,pyrstö
256,Ei::N,अंडा,muna
257,Nest::N,नीड़,pesä
258,Nest::N,घोंसला,pesä
259,Bau::N,बिल,pesä
260,Bau::N,माँद,pesä
261,Tier::N,पशु,eläin
262,Tier::N,जानवर,eläin
263,Herde::N,गल्ला,lauma
264,Kuh::N,गौ,lehmä
265,Kuh::N,गाय,lehmä
266,Bulle::N,साँड़,sonni
267,Pferd::N,अश्व,hevonen
268,Pferd::N,घोड़ा,hevonen
269,Schaf::N,भेड़,lammas
270,Schwein::N,शूकर,sika
271,Hund::N,श्वान,koira
272,Hund::N,कुत्ता,koira
273,Katze::N,बिल्ली,kissa
274,Bär::N,रीछ,karhu
275,Bär::N,भालू,karhu
276,Eichhörnchen::N,गिलहरी,orava
277,Elch::N,एल्क,hirvi
278,Fuchs::N,लोमड़ी,kettu
279,Hase::N,खरहा,jänis
280,Hase::N,ख़रगोश,jänis
281,Maus::N,मूष,hiiri
282,Maus::N,चूहा,hiiri
283,Wolf::N,वृक,susi
284,Wolf::N,भेड़िया,susi
285,Vogel::N,पक्षी,lintu
286,Vogel::N,चिड़िया,lintu
287,Schwarm::N,झुंड,parvi
288,Huhn::N,मुर्ग़ी,kana
289,Hahn::N,मुर्ग़ा,kukko
290,Gans::N,हंस,hanhi
291,Gans::N,हंसिनी,hanhi
292,Adler::N,उक़ाब,kotka
293,Ente::N,बतख़,ankka
294,Ente::N,बत्तक,ankka
295,Eule::N,उल्लू,pöllö
296,Kranich::N,सारस,kurki
297,Kranich::N,क्रौंंच,kurki
298,Krähe::N,काक,varis
299,Kuckuck::N,कोयल,käki
300,Kuckuck::N,कोकिल,käki
301,Schwan::N,हंस,joutsen
302,Schwan::N,मराल,joutsen
303,Fisch::N,मछली,kala
304,Fisch::N,मत्स्य,kala
305,Barsch::N,पर्च,ahven
306,Hecht::N,पाइक,hauki
307,Schlange[Tier]::N,सर्प,käärme
308,Wurm::N,कृमि,mato
309,Wurm::N,कीड़ा,mato
310,Spinne::N,लूता,hämähäkki
311,Spinne::N,मकड़ी,hämähäkki
312,Ameise::N,चींटी,muurahainen
313,Laus::N,जूँ,täi
314,Mücke::N,डाँस,sääski
315,Mücke::N,डाँस,hyttynen
316,Fliege::N,मक्खी,kärpänen
317,Fliege::N,मक्षिका,kärpänen
318,Schmetterling::N,तितली,perhonen
319,Beere::N,बेरी,marja
320,Apfel::N,सेब,omena
321,Pilz::N,खुंबी,sieni
322,Zwiebel::N,प्याज़,sipuli
323,Saat::N,बीज,siemenet
324,Korn::N,दाना,jyvä
325,Korn::N,दाना,vilja
326,Heu::N,मूखी घास,heinä
327,Schale::N,बकला,kuori
328,Schale::N,छिलका,kuori
329,Grube::N,गड्ढा,kuoppa
330,Falle::N,जाल,loukku
331,Falle::N,फँदा,loukku
332,Schlinge::N,फँदा,ansa
333,Spur::N,सुराग़,jälki
334,Spur::N,पद-चिह्न,jälki
335,Asche::N,राख,tuhka
336,Dreck::N,मैल,lika
337,Dreck::N,गंदगी,lika
338,Eisen::N,लोहा,rauta
339,Gold::N,सोना,kulta
340,Gold::N,स्वर्ण,kulta
341,Silber::N,रजत,hopea
342,Silber::N,चाँदी,hopea
343,Kohle::N,कोयला,hiili
344,Glas::N,काँच,lasi
345,Lehm::N,चिकनी मिट्टी,savi
346,Sand::N,रेत,hiekka
347,Sand::N,बालू,hiekka
348,Mensch::N,मानव,ihminen
349,Mensch::N,इनसान,ihminen
350,Mensch::N,मनुष्य,ihminen
351,Mann::N,आदमी,mies
352,Mann::N,पुरुष,mies
353,Frau::N,औरत,nainen
354,Frau::N,महिला,nainen
355,Frau::N,स्त्री,nainen
356,Kind::N,बाल,lapsi
357,Kind::N,बच्चा,lapsi
358,Junge::N,लड़का,poika
359,Mädchen::N,लड़की,tyttö
360,Mädchen::N,कुमारी,tyttö
361,Familie::N,परिवार,perhe
362,Großvater::N,दादा,isoisä
363,Großmutter::N,नानी,isoäiti
364,Eltern::N,माँ-बाप,vanhemmat
365,Eltern::N,माता-पिता,vanhemmat
366,Vater::N,बाप,isä
367,Vater::N,पिता,isä
368,Mutter::N,माँ,äiti
369,Mutter::N,माता,äiti
370,Sohn::N,बेटा,poika
371,Sohn::N,पुत्र,poika
372,Tochter::N,बेटी,tytär
373,Tochter::N,पुत्री,tytär
374,Bruder::N,भाई,veli
375,Bruder::N,भ्राता,veli
376,Schwester::N,बहन,sisko
377,Schwester::N,भगिनी,sisko
378,Onkel::N,ताऊ,eno
379,Onkel::N,ताऊ,setä
380,Onkel::N,काका,eno
381,Onkel::N,काका,setä
382,Tante::N,बूआ,täti
383,Tante::N,फूफी,täti
384,Tante::N,ख़ाला,täti
385,Ehemann::N,पति,mies
386,Ehemann::N,पति,aviomies
387,Ehemann::N,शौहर,mies
388,Ehemann::N,शौहर,aviomies
389,Ehefrau::N,बीवी,vaimo
390,Ehefrau::N,बीवी,aviovaimo
391,Freude::N,आनंद,ilo
392,Freude::N,आनंद,riemu
393,Freude::N,प्रसन्नता,ilo
394,Freude::N,प्रसन्नता,riemu
395,Gelächter::N,हँसी,nauru
396,Gelächter::N,क़हक़हा,nauru
397,Glück::N,आनंद,onni
398,Glück::N,ख़ुशी,onni
399,Kummer::N,शोक,suru
400,Kummer::N,शोक,murhe
401,Kummer::N,दुःख,suru
402,Kummer::N,दुःख,murhe
403,Wunsch::N,इच्छा,toive
404,Wunsch::N,इच्छा,toivomus
405,Wunsch::N,अभिलाषा,toive
406,Wunsch::N,अभिलाषा,toivomus
407,Lust::N,चाह,himo
408,Lust::N,कामना,himo
409,Geist::N,जान,henki
410,Geist::N,प्राण,henki
411,Gedanke::N,विचार,aate
412,Gedanke::N,विचार,ajatus
413,Gedächtnis::N,याददाश्त,muisti
414,Gedächtnis::N,स्मरण-शक्ति,muisti
415,Verstand::N,समझ,äly
416,Verstand::N,समझ,järki
417,Verstand::N,समझ,ymmärrys
418,Verstand::N,अक़्ल,äly
419,Verstand::N,अक़्ल,järki
420,Verstand::N,अक़्ल,ymmärrys
421,Verstand::N,बुद्धि,äly
422,Verstand::N,बुद्धि,järki
423,Verstand::N,बुद्धि,ymmärrys
424,Sinn::N,अर्थ,merkitys
425,Grund::N,वजह,syy
426,Grund::N,वजह,peruste
427,Grund::N,कारण,syy
428,Grund::N,कारण,peruste
429,Wahrheit::N,सत्य,tosi
430,Wahrheit::N,सत्य,totuus
431,Wahrheit::N,सच्चाई,tosi
432,Wahrheit::N,सच्चाई,totuus
433,Gespräch::N,चर्चा,puhelu
434,Gespräch::N,चर्चा,keskustelu
435,Gespräch::N,वार्ता,puhelu
436,Gespräch::N,वार्ता,keskustelu
437,Gespräch::N,बात-चीत,puhelu
438,Gespräch::N,बात-चीत,keskustelu
439,Märchen::N,क़िस्सा,satu
440,Erzählung::N,कथा,tarina
441,Erzählung::N,कथा,kertomus
442,Erzählung::N,कहानी,tarina
443,Erzählung::N,कहानी,kertomus
444,Nachricht::N,सूचना,tieto
445,Nachricht::N,सूचना,ilmoitus
446,Nachricht::N,समाचार,tieto
447,Nachricht::N,समाचार,ilmoitus
448,Neuigkeit::N,ख़बर,uutinen
449,Neuigkeit::N,समाचार,uutinen
450,Name::N,नाम,nimi
451,Rätsel::N,पहेली,arvoitus
452,Rede::N,वचन,puhe
453,Rede::N,भाषण,puhe
454,Sprache::N,भाषा,kieli
455,Sprache::N,ज़बान,kieli
456,Stimme::N,स्वर,ääni
457,Stimme::N,आवाज़,ääni
458,Wort::N,शब्द,sana
459,Wort::N,लफ़्ज़,sana
460,Zeichen::N,निशान,merkki
461,Ruf::N,पुकार,kutsu
462,Ruf::N,आह्वान,kutsu
463,Lärm::N,शोर,melu
464,Lärm::N,शोर,hälinä
465,Lärm::N,हुल्लड़,melu
466,Lärm::N,हुल्लड़,hälinä
467,Laut::N,स्वर,ääni
468,Laut::N,ध्वनि,ääni
469,Ton::N,सुर,sävel
470,Ton::N,स्वर,sävel
471,Lied::N,गीत,laulu
472,Ruhe::N,आराम,lepo
473,Ruhe::N,आराम,rauha
474,Ruhe::N,ख़ामोशी,lepo
475,Ruhe::N,ख़ामोशी,rauha
476,Leute::N,लोग,väki
477,Leute::N,लोग,ihmiset
478,Volk::N,क़ौम,kansa
479,Volk::N,प्रजा,kansa
480,Arbeit::N,काम,työ
481,Gast::N,अतिथि,vieras
482,Gast::N,मेहमान,vieras
483,Geschenk::N,उपहार,lahja
484,Geschenk::N,तोहफ़ा,lahja
485,Spiel::N,खेल,peli
486,Spiel::N,खेल,leikki
487,Spiel::N,क्रीड़ा,peli
488,Spiel::N,क्रीड़ा,leikki
489,Gesellschaft::N,साथ,seura
490,Hilfe::N,मदद,apu
491,Hilfe::N,सहायता,apu
492,Freund::N,मित्र,ystävä
493,Kamerad::N,साथी,toveri
494,Kamerad::N,कामरेड,toveri
495,Angelegenheit::N,बात,asia
496,Angelegenheit::N,मामला,asia
497,Anzahl::N,तादाद,lukumäärä
498,Anzahl::N,संख्या,lukumäärä
499,Art::N,तरह,laji
500,Art::N,क़िस्म,laji
501,Stück::N,फाँक,pala
502,Stück::N,फाँक,kappale
503,Stück::N,टुकड़ा,pala
504,Stück::N,टुकड़ा,kappale
505,Teil::N,भाग,osa
506,Teil::N,हिस्सा,osa
507,Hälfte::N,अर्धभाग,puoli
508,Kreis::N,चक्कर,ympyrä
509,Kreuz::N,सलीब,risti
510,Kreuz::N,क्रूस,risti
511,Linie::N,लाइन,viiva
512,Strich::N,लकीर,piirto
513,Abstand::N,अंतर,väli
514,Abstand::N,अंतर,väljyys
515,Abstand::N,फ़ासला,väli
516,Abstand::N,फ़ासला,väljyys
517,Entfernung::N,दूरी,etäisyys
518,Entfernung::N,फ़ासला,etäisyys
519,Gegend::N,इलाक़ा,seutu
520,Platz::N,जगह,tila
521,Platz::N,स्थान,tila
522,Ort::N,स्थल,kohta
523,Ort::N,स्थल,paikka
524,Ort::N,स्थान,kohta
525,Ort::N,स्थान,paikka
526,Seite::N,ओर,sivu
527,Seite::N,ओर,kylki
528,Seite::N,तरफ़,sivu
529,Seite::N,तरफ़,kylki
530,Mitte::N,बीच,keskus
531,Mitte::N,बीच,puoliväli
532,Mitte::N,मध्य,keskus
533,Mitte::N,मध्य,puoliväli
534,Gegenstand::N,चीज़,kalu
535,Gegenstand::N,चीज़,esine
536,Gegenstand::N,पदार्थ,kalu
537,Gegenstand::N,पदार्थ,esine
538,Sache::N,चीज़,asia
539,Sache::N,वस्तु,asia
540,Rand::N,छोर,ääri
541,Rand::N,छोर,syrjä
542,Rand::N,उपांत,ääri
543,Rand::N,उपांत,syrjä
544,Kante::N,कोर,särmä
545,Kante::N,किनारा,särmä
546,Ecke::N,कोना,nurkka
547,Ecke::N,नुक्कड़,nurkka
548,Spitze::N,नोक,terä
549,Spitze::N,नोक,kärki
550,Ende::N,छोर,pää
551,Ende::N,छोर,perä
552,Ende::N,सिरा,pää
553,Ende::N,सिरा,perä
554,Loch::N,छेद,kolo
555,Loch::N,छेद,reikä
556,Loch::N,सूराख़,kolo
557,Loch::N,सूराख़,reikä
558,Winkel::N,कोण,kulma
559,Winkel::N,कोना,kulma
560,Muster::N,नमूना,kuvio
561,Muster::N,डिज़ाइन,kuvio
562,Größe::N,परिमाण,koko
563,Größe::N,परिमाण,suuruus
564,Größe::N,विस्तार,koko
565,Größe::N,विस्तार,suuruus
566,Länge::N,लंबाई,pituus
567,Höhe::N,ऊँचाई,korkeus
568,Höhe::N,उच्चता,korkeus
569,Gewicht::N,भार,paino
570,Gewicht::N,वज़न,paino
571,Menge::N,मात्रा,määrä
572,Haufen::N,ढेर,kasa
573,Haufen::N,अंबार,kasa
574,Reihe::N,क़तार,rivi
575,Reihe::N,पंक्ति,rivi
576,Boot::N,नाव,vene
577,Boot::N,नौका,vene
578,Ruder::N,चप्पू,airo
579,Schlitten::N,बर्फ़-गाड़ी,reki
580,Schlitten::N,बर्फ़-गाड़ी,kelkka
581,Ski::N,स्की,suksi
582,Lagerfeuer::N,अलाव,nuotio
583,Lagerfeuer::N,कैंप-फ़ायर,nuotio
584,Last::N,भार,kuorma
585,Gang::N,चाल,kulku
586,Gang::N,चाल,käynti
587,Schritt::N,डग,askel
588,Schritt::N,क़दम,askel
589,Norden::N,उत्तर,pohjoinen
590,Süden::N,दक्खिन,etelä
591,Westen::N,पश्चिम,länsi
592,Osten::N,पूरब,itä
593,Holz::N,काठ,puu
594,Holz::N,काष्ठ,puu
595,Brett::N,पटरा,lauta
596,Brett::N,तख़्ता,lauta
597,Platte::N,फलक,levy
598,Platte::N,तख़्ता,levy
599,Stütze::N,टेक,noja
600,Stütze::N,थूनी,noja
601,Stange::N,छड़,tanko
602,Stange::N,बाँस,tanko
603,Stock::N,लाठी,keppi
604,Stab::N,लग्गा,sauva
605,Stab::N,लग्गा,seiväs
606,Rohr::N,नल,putki
607,Haus::N,घर,talo
608,Haus::N,मकान,talo
609,Heim::N,घर,koti
610,Heim::N,गृह,koti
611,Ofen::N,चूल्हा,uuni
612,Fußboden::N,फ़र्श,lattia
613,Tisch::N,मेज़,pöytä
614,Stuhl::N,कुरसी,tuoli
615,Wiege::N,पालना,kehto
616,Wiege::N,हिंडोला,kehto
617,Bett::N,खाट,sänky
618,Bett::N,पलंग,sänky
619,Regal::N,शेल्फ़,hylly
620,Kiste::N,पेटी,arkku
621,Kiste::N,पेटी,kirstu
622,Kiste::N,पेटी,laatikko
623,Kiste::N,डिब्बा,arkku
624,Kiste::N,डिब्बा,kirstu
625,Kiste::N,डिब्बा,laatikko
626,Fenster::N,खिड़की,ikkuna
627,Tür::N,द्वार,ovi
628,Tür::N,दरवाज़ा,ovi
629,Tor::N,फाटक,portti
630,Zaun::N,बाड़ा,aita
631,Dach::N,छत,katto
632,Dach::N,छप्पर,katto
633,Leiter::N,सीढ़ी,tikkaat
634,Leiter::N,सीढ़ी,tikapuut
635,Besen::N,झाड़ू,luuta
636,Besen::N,बुहारी,luuta
637,Spaten::N,कुदाल,lapio
638,Schaufel::N,बेलचा,lapio
639,Schaufel::N,फावड़ा,lapio
640,Gabel::N,काँटा,haarukka
641,Löffel::N,चम्मच,lusikka
642,Messer::N,छुरा,veitsi
643,Messer::N,चाक़ू,veitsi
644,Nagel::N,कील,naula
645,Nagel::N,मेख़,naula
646,Netz::N,जाल,verkko
647,Haken::N,अंकुश,haka
648,Haken::N,अंकुश,koukku
649,Griff::N,मूठ,ripa
650,Griff::N,मूठ,kahva
651,Griff::N,हत्था,ripa
652,Griff::N,हत्था,kahva
653,Schloss::N,ताला,lukko
654,Bild::N,चित्र,kuva
655,Figur::N,मूर्ति,kuvio
656,Puppe::N,पुतली,nukke
657,Puppe::N,गुड़िया,nukke
658,Beutel::N,झोला,pussi
659,Bündel::N,पुलिंदा,nippu
660,Bündel::N,पुलिंदा,kimppu
661,Tasche::N,बेग,laukku
662,Tasche::N,बस्ता,laukku
663,Eimer::N,बाल्टी,sanko
664,Eimer::N,बाल्टी,ämpäri
665,Deckel::N,ढक्कन,kansi
666,Geschirr::N,बरतन-भाँड़े,astia
667,Sack::N,बोरा,säkki
668,Tasse::N,प्याला,kuppi
669,Topf::N,देग़चा,pata
670,Kessel::N,देग़,kattila
671,Kessel::N,बटलोई,kattila
672,Essen::N,खाना,syönti
673,Nahrung::N,भोजन,ruoka
674,Nahrung::N,भोजन,ravinto
675,Speise::N,खाना,ruoka
676,Speise::N,व्यंजन,ruoka
677,Fleisch::N,मांस,liha
678,Fleisch::N,गोश्त,liha
679,Getreide::N,अनाज,vilja
680,Brei::N,भरता,puuro
681,Brei::N,दलिया,puuro
682,Brot::N,रोटी,leipä
683,Scheibe::N,कतला,viipale
684,Fett::N,वसा,rasva
685,Fett::N,चरबी,rasva
686,Butter::N,मक्खन,voi
687,Öl::N,तेल,öljy
688,Salz::N,नमक,suola
689,Suppe::N,सूप,keitto
690,Suppe::N,शोरबा,keitto
691,Honig::N,शहद,hunaja
692,Milch::N,दूध,maito
693,Tee::N,चाय,tee
694,Leder::N,चमड़ा,nahka
695,Wolle::N,ऊन,villa
696,Stoff::N,कपड़ा,kangas
697,Nadel::N,सूई,neula
698,Faden::N,डोरा,lanka
699,Knopf::N,बटन,nappi
700,Knopf::N,घुंडी,nappi
701,Knoten::N,गाँठ,solmu
702,Knoten::N,गुत्थी,solmu
703,Farbe::N,रंग,maali
704,Farbe::N,वर्ण,maali
705,Kleidung::N,पहनावा,vaatteet
706,Hemd::N,कुरता,paita
707,Hemd::N,क़मीज़,paita
708,Kragen::N,गरदनी,kaulus
709,Kragen::N,गरेबान,kaulus
710,Ärmel::N,आस्तीन,hiha
711,Hose::N,पैंट,housut
712,Hose::N,पतलून,housut
713,Gürtel::N,पेटी,vyö
714,Gürtel::N,मेखला,vyö
715,Mütze::N,टोपी,lakki
716,Schuh::N,जूता,kenkä
717,Stiefel::N,बूट,saapas
718,Ring::N,अँगूठी,sormus
719,Band::N,पट्टी,nauha
720,Kamm::N,कंघी,kampa
721,Spiegel::N,आईना,peili
722,Spiegel::N,दर्पण,peili
723,Riemen::N,तसमा,hihna
724,Riemen::N,पट्टा,hihna
725,Schnur::N,डोरी,naru
726,Schnur::N,डोरी,nuora
727,Schnur::N,सुतली,naru
728,Schnur::N,सुतली,nuora
729,Leine::N,रस्सी,talutushihna
730,Decke::N,रज़ाई,peite
731,Kissen::N,तकिया,tyyny
732,Kissen::N,तकिया,pielus
733,Kissen::N,गाद्दा,tyyny
734,Kissen::N,गाद्दा,pielus
735,Tuch::N,रूमाल,huivi
736,Tuch::N,वस्त्र,huivi
737,Handtuch::N,अँगोछा,pyyheliina
738,Kraft::N,ज़ोर,väki
739,Kraft::N,ज़ोर,voima
740,Kraft::N,शक्ति,väki
741,Kraft::N,शक्ति,voima
742,Stärke::N,बल,vahvuus
743,Stärke::N,ताक़त,vahvuus
744,Gesundheit::N,स्वास्थ्य,terveys
745,Gesundheit::N,तंदुरुस्ती,terveys
746,Krankheit::N,रोग,tauti
747,Krankheit::N,रोग,sairaus
748,Krankheit::N,बीमारी,tauti
749,Krankheit::N,बीमारी,sairaus
750,Schmerz::N,दर्द,kipu
751,Schmerz::N,दर्द,särky
752,Schmerz::N,पीड़ा,kipu
753,Schmerz::N,पीड़ा,särky
754,Wunde::N,घाव,haava
755,Wunde::N,ज़ख़्म,haava
756,Fieber::N,ज्वर,kuume
757,Fieber::N,बुख़ार,kuume
758,Arznei::N,दवा,lääke
759,Arznei::N,औषाधि,lääke
760,Brücke::N,पुल,silta
