,Concept_ID,vep,en
66,Sonne::N,päiväine,sun
67,Mond::N,kudmaine,moon
68,Stern::N,tähtaz,star
69,Luft::N,il'm,air
70,Wind::N,döl,wind
71,Wind::N,tullei,wind
72,Welle::N,ald,wave
73,Welle::N,laineh,wave
74,Wasser::N,vezi,water
75,Stein::N,kivi,stone
76,Boden::N,ma,soil
77,Boden::N,ma,ground
78,Boden::N,pohj,soil
79,Boden::N,pohj,ground
80,Erde::N,ma,earth
81,Staub::N,pölü,dust
82,Rauch::N,savu,smoke
83,Funke::N,kibin,spark
84,Feuer::N,lämoi,fire
85,Licht::N,vauktuz,light
86,Schatten::N,pil'vez,shadow
87,Schatten::N,kuvahaine,shadow
88,Wetter::N,sä,weather
89,Nebel::N,sumeg,fog
90,Wolke::N,pil'v,cloud
91,Regen::N,vihm,rain
92,Schnee::N,lumi,snow
93,Eis::N,jä,ice
94,Frost::N,hala,frost
95,Frost::N,pakaine,frost
96,Kälte::N,vilu,chill
97,Hitze::N,räk,heat
98,Raureif::N,hüde,hoarfrost
99,Regenbogen::N,jumalanbembel',rainbow
100,Donner::N,juru,thunder
101,Donner::N,jumalanjuru,thunder
102,Strömung::N,joksmuz,current
103,Tropfen::N,tilkuine,drop
104,Schaum::N,vaht,foam
105,Schmutz::N,redu,dirt
106,Schmutz::N,pačak,dirt
107,See::N,järv,lake
108,Sumpf::N,so,swamp
109,Moor::N,so,moor
110,Wiese::N,nit,meadow
111,Wald::N,mec,forest
112,Hügel::N,kukaz,hill
113,Anhöhe::N,kukaz,elevation
114,Berg::N,mägi,mountain
115,Gipfel::N,ladv,summit
116,Höhle::N,mägionduz,cave
117,Abhang::N,paute,slope
118,Quelle::N,lähte,source
119,Bach::N,oja,brook
120,Fluss::N,jogi,river
121,Ufer::N,rand,shore
122,Küste::N,randišt,coast
123,Festland::N,kuivma,land
124,Meer::N,meri,sea
125,Bucht::N,laht,cove
126,Insel::N,sar',island
127,Blume::N,änik,flower
128,Gras::N,hein,grass
129,Wurzel::N,jur',root
130,Baum::N,pu,tree
131,Stamm::N,tüvi,trunk
132,Rinde::N,kor',bark
133,Ast::N,oks,limb
134,Zweig::N,oks,branch
135,Zweig::N,barb,branch
136,Blatt::N,lehtez,leaf
137,Birke::N,koiv,birch
138,Kiefer[Baum]::N,pedai,pine
139,Weide[Baum]::N,raid,willow
140,Tanne::N,kuz',fir
141,Horn::N,sar'v,horn
142,Feder::N,höuneh,feather
143,Fell::N,nahk,fur
144,Flügel::N,suug,wing
145,Klaue::N,künz',claw
146,Kralle::N,künz',claw
147,Schwanz::N,händ,tail
148,Ei::N,muna,egg
149,Nest::N,peza,nest
150,Bau::N,uru,lair
151,Tier::N,živat,animal
152,Herde::N,kogo,flock
153,Kuh::N,lehm,cow
154,Bulle::N,härg,bull
155,Pferd::N,hebo,horse
156,Schaf::N,lambaz,sheep
157,Schwein::N,siga,pig
158,Hund::N,koir,dog
159,Katze::N,kaži,cat
160,Bär::N,kondi,bear
161,Eichhörnchen::N,orav,squirrel
162,Elch::N,hirb',elk
163,Fuchs::N,reboi,fox
164,Hase::N,jäniš,hare
165,Maus::N,hir',mouse
166,Wolf::N,händikaz,wolf
167,Vogel::N,lind,bird
168,Schwarm::N,parveh,swarm
169,Huhn::N,kana,chicken
170,Hahn::N,kukoi,cock
171,Gans::N,hanh',goose
172,Adler::N,orl,eagle
173,Ente::N,sorz,duck
174,Eule::N,hir'pulo,owl
175,Kranich::N,kurg,crane
176,Krähe::N,variš,crow
177,Kuckuck::N,kägi,cuckoo
178,Schwan::N,joucen,swan
179,Fisch::N,kala,fish
180,Barsch::N,ahven,perch
181,Hecht::N,haug',pike
182,Schlange[Tier]::N,kü,snake
183,Schlange[Tier]::N,mado,snake
184,Wurm::N,mado,worm
185,Spinne::N,hämähouk,spider
186,Ameise::N,murahaine,ant
187,Laus::N,täi,louse
188,Mücke::N,säs'k,midge
189,Fliege::N,kärbhaine,fly
190,Schmetterling::N,lipkaine,butterfly
191,Beere::N,marj,berry
192,Apfel::N,jablok,apple
193,Pilz::N,sen',mushroom
194,Pilz::N,babuk,mushroom
195,Zwiebel::N,lauk,onion
196,Saat::N,semned,seed
197,Korn::N,jüvä,grain
198,Korn::N,vill',grain
199,Heu::N,hein,hay
200,Schale::N,kor',husk
201,Grube::N,kop,pit
202,Falle::N,rida,trap
203,Schlinge::N,rihm,noose
204,Spur::N,jäl'g,track
205,Asche::N,tuhk,ashes
206,Dreck::N,redu,filth
207,Dreck::N,pačak,filth
208,Eisen::N,raud,iron
209,Gold::N,kuld,gold
210,Silber::N,hobed,silver
211,Kohle::N,hil',coal
212,Glas::N,stökol,glass
213,Lehm::N,savi,clay
214,Sand::N,lete,sand
215,Mensch::N,mez',human
216,Mensch::N,ristit,human
217,Mann::N,mez',man
218,Frau::N,naine,woman
219,Kind::N,laps',child
220,Junge::N,poig,boy
221,Junge::N,prihaine,boy
222,Mädchen::N,neičukaine,girl
223,Familie::N,kanz,family
224,Familie::N,pereh,family
225,Großvater::N,ded,grandfather
226,Großmutter::N,bab,grandmother
227,Eltern::N,vanhembad,parents
228,Eltern::N,kazvatajad,parents
229,Vater::N,tat,father
230,Mutter::N,mam,mother
231,Sohn::N,poig,son
232,Tochter::N,tütär,daughter
233,Bruder::N,veik,brother
234,Bruder::N,vell',brother
235,Schwester::N,čiža,sister
236,Schwester::N,sizar,sister
237,Onkel::N,däd',uncle
238,Tante::N,tädi,aunt
239,Ehemann::N,mužik,husband
240,Ehefrau::N,ak,wife
241,Freude::N,ilo,joy
242,Freude::N,ihastuz,joy
243,Gelächter::N,nagr,laughter
244,Glück::N,oza,happiness
245,Kummer::N,gor'a,grief
246,Wunsch::N,taht,wish
247,Lust::N,himo,desire
248,Geist::N,heng,spirit
249,Gedanke::N,meletuz,thought
250,Gedächtnis::N,mušt,memory
251,Verstand::N,mel',mind
252,Sinn::N,jüvä,meaning
253,Grund::N,sü,reason
254,Wahrheit::N,tozi,truth
255,Gespräch::N,lodu,talk
256,Gespräch::N,pagin,talk
257,Märchen::N,sarn,fairy tale
258,Erzählung::N,sanutez,story
259,Nachricht::N,tedotuz,message
260,Neuigkeit::N,uzištuz,news
261,Name::N,nimi,name
262,Rätsel::N,ozoitez,puzzle
263,Rede::N,pagin,speech
264,Rede::N,sanad,speech
265,Sprache::N,kel',language
266,Stimme::N,än',voice
267,Wort::N,sana,word
268,Zeichen::N,znam,sign
269,Ruf::N,kida,call
270,Ruf::N,kucund,call
271,Lärm::N,judu,noise
272,Laut::N,kulund,sound
273,Ton::N,kulund,tone
274,Lied::N,pajo,song
275,Ruhe::N,lebu,calm
276,Leute::N,rahvaz,people
277,Volk::N,rahvaz,nation
278,Arbeit::N,tö,work
279,Arbeit::N,rad,work
280,Gast::N,adiv,guest
281,Geschenk::N,lahj,gift
282,Spiel::N,vänd,game
283,Gesellschaft::N,sebr,company
284,Hilfe::N,abu,help
285,Freund::N,sebranik,friend
286,Kamerad::N,sebranik,companion
287,Angelegenheit::N,azj,matter
288,Anzahl::N,lugu,count
289,Art::N,rod,sort
290,Art::N,rodsugu,sort
291,Stück::N,pala,piece
292,Stück::N,supal,piece
293,Teil::N,pala,part
294,Hälfte::N,pol',half
295,Kreis::N,ümbruz,circle
296,Kreis::N,kehkruz,circle
297,Kreuz::N,rist,cross
298,Linie::N,pird,line
299,Strich::N,pird,stroke
300,Abstand::N,keskust,gap
301,Entfernung::N,matk,distance
302,Gegend::N,taho,area
303,Platz::N,avaruz',space
304,Ort::N,koht,place
305,Seite::N,pol',side
306,Seite::N,kül'g,side
307,Mitte::N,kesk,middle
308,Gegenstand::N,kalu,item
309,Sache::N,azj,thing
310,Rand::N,röun,fringe
311,Kante::N,röun,edge
312,Ecke::N,saum,corner
313,Spitze::N,agjaine,tip
314,Ende::N,agj,end
315,Loch::N,reig,hole
316,Winkel::N,čoga,angle
317,Winkel::N,saum,angle
318,Muster::N,kirjam,pattern
319,Größe::N,suruz',size
320,Länge::N,piduz,length
321,Höhe::N,korktuz',height
322,Gewicht::N,jügu,weight
323,Gewicht::N,vedäduz,weight
324,Menge::N,äjüz',amount
325,Haufen::N,kogo,heap
326,Reihe::N,rivi,row
327,Boot::N,veneh,boat
328,Ruder::N,air,oar
329,Schlitten::N,regi,sleigh
330,Schlitten::N,regut,sleigh
331,Ski::N,suks',ski
332,Lagerfeuer::N,nodj,campfire
333,Lagerfeuer::N,pažag,campfire
334,Last::N,jüguz,load
335,Gang::N,astund,walk
336,Schritt::N,hašk,step
337,Norden::N,pohjoine,north
338,Süden::N,suvi,south
339,Westen::N,päivlaskm,west
340,Osten::N,päivnouzm,east
341,Holz::N,pu,wood
342,Brett::N,laud,board
343,Platte::N,keitim,slab
344,Stütze::N,tugi,bracket
345,Stange::N,arz',pole
346,Stock::N,kalu,stick
347,Stab::N,seibaz,staff
348,Rohr::N,torv,pipe
349,Haus::N,pert',house
350,Heim::N,kodi,home
351,Ofen::N,päč,stove
352,Fußboden::N,lava,floor
353,Tisch::N,laud,table
354,Tisch::N,stal'c,table
355,Stuhl::N,ištim,chair
356,Wiege::N,kätte,cradle
357,Bett::N,sija,bed
358,Bett::N,magaduzsija,bed
359,Regal::N,palič,shelf
360,Kiste::N,mülütim,box
361,Fenster::N,ikun,window
362,Tür::N,uks',door
363,Tor::N,verai,gate
364,Zaun::N,aid,fence
365,Dach::N,katuz,roof
366,Leiter::N,pordhad,ladder
367,Besen::N,lud,broom
368,Besen::N,vast,broom
369,Spaten::N,labid,spade
370,Schaufel::N,labid,shovel
371,Gabel::N,hangoine,fork
372,Löffel::N,luzik,spoon
373,Messer::N,veič,knife
374,Nagel::N,nagl,nail
375,Netz::N,verk,net
376,Haken::N,kouk,hook
377,Griff::N,kägä,handle
378,Griff::N,varz',handle
379,Schloss::N,lukkol,lock
380,Bild::N,kuva,picture
381,Figur::N,figur,figure
382,Puppe::N,tätüine,doll
383,Beutel::N,havad,pouch
384,Bündel::N,toppaz,bundle
385,Bündel::N,käč,bundle
386,Tasche::N,sumk,bag
387,Eimer::N,vädr,bucket
388,Deckel::N,katuz,cover
389,Geschirr::N,astii,dishes
390,Sack::N,havad,sack
391,Tasse::N,čašk,cup
392,Topf::N,pada,pot
393,Kessel::N,katil,kettle
394,Essen::N,sönd,meal
395,Nahrung::N,söm,food
396,Speise::N,sömine,dish
397,Fleisch::N,liha,meat
398,Getreide::N,vill',corn
399,Brei::N,pudr,mush
400,Brot::N,leib,bread
401,Scheibe::N,bibaleh,slice
402,Scheibe::N,šlik,slice
403,Fett::N,razv,fat
404,Butter::N,voi,butter
405,Öl::N,voi,oil
406,Salz::N,sol,salt
407,Suppe::N,lem',soup
408,Suppe::N,keitoz,soup
409,Honig::N,mezi,honey
410,Milch::N,maid,milk
411,Tee::N,čai,tea
412,Leder::N,nahk,leather
413,Wolle::N,vill,wool
414,Stoff::N,kangaz,cloth
415,Nadel::N,negl,needle
416,Faden::N,nit',thread
417,Knopf::N,nübl',button
418,Knoten::N,sol'm,knot
419,Farbe::N,muju,paint
420,Kleidung::N,sobad,clothes
421,Hemd::N,paid,shirt
422,Kragen::N,kagluz,collar
423,Ärmel::N,hijam,sleeve
424,Hose::N,štanad,trousers
425,Gürtel::N,vö,belt
426,Mütze::N,šapuk,cap
427,Schuh::N,keng',shoe
428,Stiefel::N,sapug,boot
429,Ring::N,rengaz,ring
430,Band::N,lentaine,ribbon
431,Kamm::N,suga,comb
432,Spiegel::N,zerkol,mirror
433,Riemen::N,vö,strap
434,Schnur::N,nor,string
435,Leine::N,talutimnor,leash
436,Decke::N,sijakatuz,blanket
437,Kissen::N,pöluz,pillow
438,Tuch::N,paik,scarf
439,Handtuch::N,käzipaik,towel
440,Kraft::N,vägi,force
441,Stärke::N,vahvuz',strength
442,Gesundheit::N,tervhuz,health
443,Krankheit::N,läžund,illness
444,Schmerz::N,kibu,pain
445,Wunde::N,čapatez,wound
446,Fieber::N,säru,fever
447,Arznei::N,zel'l',medicine
448,Brücke::N,sild,bridge
449,Brunnen::N,kaiv,well
450,Weide::N,omaluine,pasture
451,Pfad::N,tehut,path
452,Weg::N,te,way
453,Straße::N,te,road
454,Dorf::N,külä,village
455,Stadt::N,lidn,town
456,Brief::N,kirjeine,letter
457,Buch::N,kirj,book
458,Buchstabe::N,kirjam,character
459,Zeitung::N,lehtez,newspaper
460,Leben::N,elo,life
461,Tod::N,surm,death
462,Grab::N,kaum,grave
463,Kirche::N,jumalanpert',church
464,Sünde::N,grähk,sin
465,Gott::N,jumal,god
466,Arbeiter::N,radnik,worker
467,Chef::N,pämez',boss
468,Meister::N,mastar,master
469,Arzt::N,lekar',doctor
470,Lehrer::N,opendai,teacher
471,Geld::N,rahad,money
472,Geschäft::N,biznes,business
473,Laden::N,lauk,shop
474,Preis::N,arv,price
475,Ware::N,tavar,ware
476,Nutzen::N,liža,profit
477,Reichtum::N,kodielo,wealth
478,Reichtum::N,kal'huz',wealth
479,Welt::N,mail'm,world
480,Land::N,ma,country
481,Staat::N,valdkund,state
482,König::N,kunigaz,king
483,Macht::N,vald,power
484,Grenze::N,röun,border
485,Krieg::N,soda,war
486,Feind::N,vihanik,enemy
487,Feind::N,vastustai,enemy
488,Gewalt::N,vägivald,violence
489,Kampf::N,tora,fight
490,Bogen[Waffe]::N,taug,bow
491,Pfeil::N,nol,arrow
492,Gewehr::N,oružj,gun
493,Fehler::N,viga,mistake
494,Lüge::N,kelastuz,lie
495,Schaden::N,pahuz',damage
496,Unglück::N,bed,misfortune
497,Unglück::N,gor'a,misfortune
498,Schuld::N,värhuz',fault
499,Alter::N,igä,age
500,Schluss::N,lop,conclusion
501,Zeit::N,aig,time
502,Tag::N,päiv,day
503,Morgen::N,homendez,morning
504,Mittag::N,keskpäiv,noon
505,Abend::N,eht,evening
506,Nacht::N,ö,night
507,Woche::N,nedal',week
508,Monat::N,ku,month
509,Jahr::N,voz',year
510,Frühling::N,keväz',spring
511,Sommer::N,keza,summer
512,Herbst::N,sügüz',autumn
513,Winter::N,tal'v,winter
514,Januar::N,viluku,January
515,Februar::N,uhoku,February
516,März::N,keväz'ku,March
517,April::N,sulaku,April
518,Mai::N,semendku,May
519,Juni::N,kezaku,June
520,Juli::N,heinku,July
521,August::N,eloku,August
522,September::N,sügüz'ku,September
523,Oktober::N,reduku,October
524,November::N,kül'mku,November
525,Dezember::N,tal'vku,December
526,Montag::N,ezmärg,Monday
527,Dienstag::N,tožnarg,Tuesday
528,Mittwoch::N,koumanz'päiv,Wednesday
529,Donnerstag::N,nellänz'päiv,Thursday
530,Freitag::N,pätnič,Friday
531,Freitag::N,videnz'päiv,Friday
532,Samstag::N,sobat,Saturday
533,Sonntag::N,pühäpäiv,Sunday
534,groß::A,sur',big
535,groß::A,järed,big
536,klein::A,pen',little
537,klein::A,pičuine,little
538,lang::A,pit'k,long
539,kurz::A,lühüd,short
540,breit::A,leved,wide
541,schmal::A,kaid,narrow
542,dicht::A,tihed,dense
543,dick[Gegenstand]::A,paks,thick
544,dünn::A,hoik,thin
545,fein::A,hen,delicate
546,fest::A,luja,firm
547,fest::A,ninev,firm
548,flach::A,lapak,flat
549,glatt::A,siled,smooth
550,hart::A,kova,hard
551,weich::A,pehmed,soft
552,rund::A,kehker,round
553,spitz::A,nügu,pointed
554,spitz::A,terav,pointed
555,scharf::A,terav,sharp
556,stumpf::A,tül'c,blunt
557,schwer::A,jüged,heavy
558,schön::A,čoma,beautiful
559,heiß::A,räk,hot
560,warm::A,läm',warm
561,kalt::A,vilu,cold
562,kühl::A,raibak,cool
563,kühl::A,viluhk,cool
564,frisch::A,lahed,fresh
565,feucht::A,neps,damp
566,feucht::A,toreh,damp
567,nass::A,märg,wet
568,trocken::A,kuiv,dry
569,voll::A,täuz',full
570,leer::A,joudai,empty
571,offen::A,avoin,open
572,offen::A,avol'jaine,open
573,geschlossen::A,saubaline,closed
574,sauber::A,puhtaz,clean
575,schmutzig::A,redukaz,dirty
576,roh::A,rohk,raw
577,roh::A,toreh,raw
578,reif::A,küps,ripe
579,lecker::A,magukaz,delicious
580,süß::A,maged,sweet
581,bitter::A,karged,bitter
582,sauer::A,muiged,sour
583,hell::A,kirkas,bright
584,hell::A,valgei,bright
585,dunkel::A,pimed,dark
586,schwarz::A,must,black
587,weiß::A,vauged,white
588,rot::A,rusked,red
589,gelb::A,pakuine,yellow
590,blau::A,sinine,blue
591,grün::A,vihand,green
592,grau::A,hahk,grey
593,bunt::A,kirjav,colourful
594,bunt::A,kirjav,colorful
595,billig::A,odav,cheap
596,teuer::A,kalliž,dear
597,wertvoll::A,arvokas,precious
598,blind::A,soged,blind
599,taub::A,kurdiž,deaf
600,kräftig::A,vägev,powerful
601,stark::A,vahv,strong
602,stark::A,vägekaz,strong
603,schwach::A,väll',weak
604,fett::A,razvakaz,fat
605,schlank::A,kapos,slim
606,hübsch::A,čoma,pretty
607,böse::A,äred,evil
608,böse::A,käred,evil
609,dumm::A,el'getoi,stupid
610,faul::A,lašk,lazy
611,fleißig::A,radonnavedii,diligent
612,geizig::A,ažlak,stingy
613,klug::A,melev,clever
614,klug::A,melekaz,clever
615,geschickt::A,mahtokaz,skilful
616,geschickt::A,mahtokaz,skillful
617,lieb::A,izo,dear
618,lieb::A,sula,dear
619,lustig::A,ilokaz,merry
620,sanft::A,laskav,gentle
621,hungrig::A,näl'ghine,hungry
622,krank::A,läžui,sick
623,nackt::A,alastoi,naked
624,traurig::A,opalahine,sad
625,lebendig::A,eläb,living
626,gut::A,hüvä,good
627,schlecht::A,huba,bad
628,richtig::A,oiged,correct
629,schlimm::A,paha,nasty
630,wahr::A,todesine,true
631,alt::A,vanh,old
632,neu::A,uz',new
633,ehemalig::A,edeline,former
634,alt[Lebewesen]::A,ravaz,aged
635,jung::A,nor',young
636,arm::A,gol'l',poor
637,reich::A,elokaz,rich
638,bekannt::A,tutab,familiar
639,berühmt::A,tetab,famous
640,fremd::A,veraz,foreign
641,verschieden::A,erazvuitte,different
642,nah::A,läheline,near
643,fern::A,edahaine,far
644,linker::A,hura,left
645,rechter::A,oiged,right
646,anderer::A,toine,other
647,erster::A,ezmäine,first
648,zweiter::A,toine,second
649,dritter::A,koumanz',third
650,letzter::A,jäl'gmäine,last
651,allein::ADV,üksnäze,alone
652,auf einmal::ADV,ühten aigan,at once
653,zusammen::ADV,ühtes,together
654,lange::ADV,hätken,long
655,plötzlich::ADV,äkkid,suddenly
656,sofort::ADV,kerdalaz,instantly
657,später::ADV,möhemba,later
658,jetzt::ADV,nügüd',now
659,heute::ADV,tämbei,today
660,morgen::ADV,homen,tomorrow
661,bald::ADV,pigai,soon
662,dann::ADV,sid',then
663,gestern::ADV,eglai,yesterday
664,einst::ADV,ende,once
665,einst::ADV,kerdan,once
666,damals::ADV,siloi,at that time
667,danach::ADV,sid',afterwards
668,vorher::ADV,ende,before
669,zuerst::ADV,ezmäi,at first
670,einmal::ADV,kerdan,once
671,manchmal::ADV,erašti,sometimes
672,oft::ADV,paksus,often
673,immer::ADV,kaiken,always
674,niemals::ADV,ei nikonz,never
675,hier::ADV,täs,here
676,hier::ADV,tägä,here
677,hierhin::ADV,tänna,hither
678,hierhin::ADV,tänna,to here
679,hierhin::ADV,tänna,here
680,von hier::ADV,täspäi,hence
681,von hier::ADV,sid'päi,hence
682,dort::ADV,sigä,there
683,dorthin::ADV,sinna,thither
684,dorthin::ADV,sinna,there
685,dorthin::ADV,sinna,to there
686,dorthin::ADV,nakkale,thither
687,dorthin::ADV,nakkale,there
688,dorthin::ADV,nakkale,to there
689,geradeaus::ADV,kohtha,ahead
690,vorwärts::ADV,edehe,forward
691,rückwärts::ADV,sel'gin,backward
692,zurück::ADV,tagaze,back
693,unten::ADV,alahan,below
694,hinab::ADV,alaz,down
695,hinab::ADV,alahaks,down
696,oben::ADV,ülähän,above
697,hinauf::ADV,ülez,up
698,hinauf::ADV,ülähäks,up
699,überall::ADV,kaikjal,everywhere
700,nicht::ADV,ei,not
701,ein wenig::ADV,vähän,a little
702,kaum::ADV,habi,hardly
703,sehr::ADV,lujas,very
704,so::ADV,muga,so
705,so::ADV,ninga,so
706,noch::ADV,völ,still
707,nur::ADV,järg,only
708,nur::ADV,vaiše,only
709,schon::ADV,jo,already
710,wieder::ADV,möst,again
711,vergebens::ADV,uhtei,in vain
712,vor::PRP,edes,in front of
713,hinter::PRP,taga,behind
714,unter::PRP,al,under
715,durch::PRP,läbi,through
716,durch::PRP,kal't,through
717,neben::PRP,rindal,next to
718,zwischen::PRP,keskes,between
719,wegen::PRP,tagut,because of
720,dies::PRN,nece,this
721,das::PRN,se,that
722,alles::PRN,kaik,everything
723,ich::PRN,minä,I
724,du::PRN,sinä,you
725,du::PRN,sinä,thou
726,er::PRN,hän,he
727,wir::PRN,mö,we
728,ihr::PRN,tö,you
729,sie::PRN,hö,they
730,was::FPRN,mi,what
731,wer::FPRN,ken,who
732,wo::FADV,kus,where
733,wohin::FADV,kuna,where ... to
734,wohin::FADV,kuna,where to
735,wohin::FADV,kuna,where
736,wie::FADV,kut,how
737,wie::FADV,mit',how
738,warum::FADV,mikš,why
739,wieviel::FNUM,äjak,how much
740,wieviel::FNUM,kuverz',how much
741,eins::NUM,üks',one
742,zwei::NUM,kaks',two
743,drei::NUM,koume,three
744,vier::NUM,nel'l',four
745,fünf::NUM,viž,five
746,sechs::NUM,kuz',six
747,sieben::NUM,seičeme,seven
748,acht::NUM,kahesa,eight
749,neun::NUM,ühesa,nine
750,zehn::NUM,kümne,ten
751,elf::NUM,üks'toštkümne,eleven
752,zwölf::NUM,kaks'toštkümne,twelve
753,zwanzig::NUM,kaks'kümne,twenty
754,dreißig::NUM,koumekümne,thirty
755,vierzig::NUM,nel'l'kümne,forty
756,fünfzig::NUM,vižkümne,fifty
757,sechzig::NUM,kuz'kümne,sixty
758,siebzig::NUM,seičemekümne,seventy
759,achtzig::NUM,kahesakümne,eighty
760,neunzig::NUM,ühesakümne,ninety
761,hundert::NUM,sada,a hundred
762,tausend::NUM,tuha,a thousand
763,und::CNJ,i,and
764,und::CNJ,da,and
765,oder::CNJ,vai,or
766,stehen::V,seišta,stand
767,sitzen::V,ištta,sit
768,liegen::V,venuda,lie
769,hängen::V,ripta,hang
770,werden::V,lindä,become
771,werden::V,tehtas,become
772,passieren::V,ozaitas,happen
773,beginnen::V,augotadas,begin
774,enden::V,loptas,end
775,wechseln::V,vajehtadas,change
776,aufgehen[Sonne]::V,nousta,rise
777,untergehen[Sonne]::V,lasktas,set
778,scheinen[Sonne]::V,paštta,shine
779,donnern::V,juraita,thunder
780,wehen::V,dölta,blow
781,wehen::V,puhuda,blow
782,strömen::V,valadas,stream
783,fließen::V,valuda,flow
784,sich drehen::V,punotas,revolve
785,schwanken::V,čibuda,sway
786,schwingen::V,čibuda,swing
787,fallen::V,langeta,fall
788,brennen::V,pallada,burn
789,rauchen::V,savustada,smoke
790,regnen::V,vihmda,rain
791,gefrieren::V,jäduda,freeze
792,gefrieren::V,kül'mdä,freeze
793,tauen::V,sulada,thaw
794,schmelzen::V,sulada,melt
795,trocknen::V,kuida,dry
796,trocknen::V,kuivehtuda,dry
797,sieden::V,kehuda,boil
798,faulen::V,hapata,rot
799,faulen::V,traudäs,rot
800,verfaulen::V,hapata,decay
801,reißen::V,rebita,snap
802,versinken::V,upota,sink
803,vergehen::V,mända,pass
804,erscheinen::V,ozutadas,appear
805,verschwinden::V,hajeta,disappear
806,sinken::V,väheta,drop
807,sinken::V,lasktas,drop
808,abnehmen::V,peneta,decrease
809,zunehmen::V,ližaduda,increase
810,steigen::V,nousta,rise
811,wachsen::V,kazda,grow
812,glänzen::V,loštta,shine
813,funkeln::V,hoštta,sparkle
814,lärmen::V,robaita,be noisy
815,läuten::V,judaita,chime
816,klingeln::V,kelotada,ring
817,klirren::V,biraita,tinkle
818,brausen::V,bruncta,roar
819,rauschen::V,šobaita,rustle
820,klingen::V,heläita,sound
821,bellen::V,nutta,bark
822,heulen::V,ulaita,howl
823,blasen::V,puhuda,blow
824,pfeifen::V,pistta,whistle
825,pfeifen::V,vihelta,whistle
826,schreien::V,kirkta,shout
827,schreien::V,kidastada,shout
828,stöhnen::V,ohkta,groan
829,stöhnen::V,voivotada,groan
830,zittern::V,säraita,tremble
831,leben::V,eläda,be alive
832,geboren werden::V,sünduda,be born
833,atmen::V,henktä,breathe
834,trinken::V,joda,drink
835,essen::V,söda,eat
836,schlucken::V,lainata,swallow
837,müde werden::V,väzuda,get tired
838,müde werden::V,šuštuda,get tired
839,einschlafen::V,uinota,fall asleep
840,schlafen::V,magata,sleep
841,schlafen::V,nukkuda,sleep
842,aufwachen::V,heraštuda,wake up
843,aufstehen::V,nousta,get up
844,sich erholen::V,lebaitas,relax
845,krank werden::V,läžegata,fall ill
846,krank sein::V,läžuda,be ill
847,schmerzen::V,kibištada,ache
848,husten::V,rügda,cough
849,genesen::V,tervehtuda,recover
850,sterben::V,kolda,die
851,umkommen::V,kolda,perish
852,sich bewegen::V,likkuda,move
853,sich rühren::V,likahtada,budge
854,sich rühren::V,kubahtada,budge
855,sich erheben::V,nousta,stand up
856,sich setzen::V,išttas,sit down
857,hinfallen::V,langeta,tumble
858,laufen::V,kävuda,walk
859,schreiten::V,astta,pace
860,schreiten::V,haškta,pace
861,spazierengehen::V,kävelta,go for a walk
862,eilen::V,kiruhtada,rush
863,sich beeilen::V,kiruhtada,hurry
864,sausen::V,fun'urta,dash
865,rennen::V,joksta,run
866,springen::V,hüptä,jump
867,klettern::V,libuda,climb
868,schaukeln::V,čibuda,seesaw
869,kriechen::V,ličtas,creep
