,Concept_ID,de,tt
520,April::N,April,апрель
521,Mai::N,Mai,май
522,Juni::N,Juni,июнь
523,Juli::N,Juli,июль
524,August::N,August,август
525,September::N,September,сентябрь
526,Oktober::N,Oktober,октябрь
527,November::N,November,ноябрь
528,Dezember::N,Dezember,декабрь
529,Montag::N,Montag,дүшәмбе
530,Dienstag::N,Dienstag,сишәмбе
531,Mittwoch::N,Mittwoch,чәршәмбе
532,Donnerstag::N,Donnerstag,атнакич
533,Donnerstag::N,Donnerstag,пәнҗешәмбе
534,Freitag::N,Freitag,җомга
535,Samstag::N,Samstag,шимбә
536,Sonntag::N,Sonntag,якшәмбе
537,groß::A,groß,зур
538,klein::A,klein,кечкенә
539,lang::A,lang,озын
540,kurz::A,kurz,кыска
541,breit::A,breit,киң
542,schmal::A,schmal,кысык
543,dicht::A,dicht,куе
544,dick[Gegenstand]::A,dick,калын
545,dünn::A,dünn,нечкә
546,fein::A,fein,нәзакәтле
547,fest::A,fest,нык
548,flach::A,flach,яссы
549,flach::A,flach,ялпак
550,glatt::A,glatt,шома
551,hart::A,hart,каты
552,weich::A,weich,йомшак
553,rund::A,rund,түгәрәк
554,spitz::A,spitz,очлы
555,scharf::A,scharf,үткен
556,stumpf::A,stumpf,үтмәс
557,schwer::A,schwer,салмак
558,schön::A,schön,гүзәл
559,heiß::A,heiß,эссе
560,warm::A,warm,җылы
561,kalt::A,kalt,суык
562,kalt::A,kalt,салкын
563,kühl::A,kühl,салкынча
564,frisch::A,frisch,салкынча
565,feucht::A,feucht,юеш
566,nass::A,nass,дымлы
567,trocken::A,trocken,коры
568,voll::A,voll,тулы
569,leer::A,leer,буш
570,offen::A,offen,ачык
571,geschlossen::A,geschlossen,йомык
572,sauber::A,sauber,пакь
573,sauber::A,sauber,чиста
574,schmutzig::A,schmutzig,керле
575,schmutzig::A,schmutzig,пычрак
576,roh::A,roh,чи
577,reif::A,reif,өлгергән
578,lecker::A,lecker,тәмле
579,süß::A,süß,татлы
580,bitter::A,bitter,ачы
581,sauer::A,sauer,әче
582,hell::A,hell,якты
583,dunkel::A,dunkel,кара
584,schwarz::A,schwarz,кара
585,weiß::A,weiß,ак
586,rot::A,rot,кызыл
587,gelb::A,gelb,сары
588,blau::A,blau,күк
589,grün::A,grün,яшел
590,grau::A,grau,соры
591,bunt::A,bunt,чуар
592,billig::A,billig,арзан
593,teuer::A,teuer,хаклы
594,wertvoll::A,wertvoll,кыйммәтле
595,blind::A,blind,сукыр
596,blind::A,blind,күзсез
597,taub::A,taub,чукрак
598,taub::A,taub,саңгырау
599,kräftig::A,kräftig,егәрле
600,stark::A,stark,нык
601,stark::A,stark,базык
602,schwach::A,schwach,зәгыйфь
603,fett::A,fett,симез
604,schlank::A,schlank,нәзек
605,hübsch::A,hübsch,чибәр
606,böse::A,böse,усал
607,dumm::A,dumm,акылсыз
608,faul::A,faul,ялкау
609,faul::A,faul,иренчәк
610,fleißig::A,fleißig,тырыш
611,fleißig::A,fleißig,тырышучан
612,geizig::A,geizig,саран
613,klug::A,klug,акыллы
614,geschickt::A,geschickt,маһир
615,lieb::A,lieb,сөекле
616,lustig::A,lustig,күңелле
617,sanft::A,sanft,басынкы
618,hungrig::A,hungrig,ач
619,krank::A,krank,чирле
620,krank::A,krank,сырхау
621,nackt::A,nackt,шәрә
622,traurig::A,traurig,ямансу
623,lebendig::A,lebendig,тере
624,gut::A,gut,яхшы
625,schlecht::A,schlecht,начар
626,richtig::A,richtig,дөрес
627,schlimm::A,schlimm,әшәкә
628,wahr::A,wahr,чып-чын
629,alt::A,alt,иске
630,neu::A,neu,яңа
631,ehemalig::A,ehemalig,элекке
632,alt[Lebewesen]::A,alt,карт
633,jung::A,jung,яшь
634,arm::A,arm,фәкыйрь
635,reich::A,reich,бай
636,bekannt::A,bekannt,таныш
637,berühmt::A,berühmt,атаклы
638,fremd::A,fremd,ят
639,verschieden::A,verschieden,төрле
640,nah::A,nah,якын
641,fern::A,fern,ерак
642,linker::A,linker,сул
643,rechter::A,rechter,уң
644,anderer::A,anderer,бүтән
645,erster::A,erster,беренче
646,zweiter::A,zweiter,икенче
647,dritter::A,dritter,өченче
648,letzter::A,letzter,ахыргы
649,allein::ADV,allein,ялгыз
650,auf einmal::ADV,auf einmal,бердән
651,zusammen::ADV,zusammen,бергә
652,lange::ADV,lange,озак
653,plötzlich::ADV,plötzlich,искәрмәстән
654,sofort::ADV,sofort,хәзер
655,später::ADV,später,соңрак
656,jetzt::ADV,jetzt,хәзер
657,heute::ADV,heute,бүген
658,morgen::ADV,morgen,иртәгә
659,bald::ADV,bald,тиздән
660,dann::ADV,dann,аннары
661,gestern::ADV,gestern,кичә
662,einst::ADV,einst,берчак
663,damals::ADV,damals,ул вакытта
664,damals::ADV,damals,ул чакта
665,danach::ADV,danach,да
666,vorher::ADV,vorher,элек
667,zuerst::ADV,zuerst,башта
668,einmal::ADV,einmal,бер
669,einmal::ADV,einmal,бер мәртәбә
670,manchmal::ADV,manchmal,кайчакта
671,oft::ADV,oft,еш
672,immer::ADV,immer,һәркайчан
673,niemals::ADV,niemals,hичбер вакыт
674,hier::ADV,hier,монда
675,hier::ADV,hier,биредә
676,hierhin::ADV,hierhin,монда
677,von hier::ADV,von hier,моннан
678,dort::ADV,dort,анда
679,dorthin::ADV,dorthin,тегеләй
680,geradeaus::ADV,geradeaus,турыдан-туры
681,vorwärts::ADV,vorwärts,алга
682,rückwärts::ADV,rückwärts,кире
683,zurück::ADV,zurück,кире
684,unten::ADV,unten,түбәндә
685,hinab::ADV,hinab,аска
686,oben::ADV,oben,өстә
687,oben::ADV,oben,югарыда
688,hinauf::ADV,hinauf,өскә
689,überall::ADV,überall,hәркайда
690,nicht::ADV,nicht,түгел
691,ein wenig::ADV,ein wenig,бераз
692,kaum::ADV,kaum,көчкә
693,sehr::ADV,sehr,бик
694,so::ADV,so,алай
695,noch::ADV,noch,янә
696,noch::ADV,noch,тагын
697,nur::ADV,nur,фәкать
698,schon::ADV,schon,инде
699,wieder::ADV,wieder,янә
700,wieder::ADV,wieder,тагын
701,vergebens::ADV,vergebens,юкка
702,vor::PRP,vor,алдыннан
703,hinter::PRP,hinter,арттан
704,unter::PRP,unter,астында
705,durch::PRP,durch,аша
706,neben::PRP,neben,тирәсендә
707,zwischen::PRP,zwischen,арасында
708,wegen::PRP,wegen,сәбәпле
709,dies::PRN,dies,бу
710,das::PRN,das,ул
711,alles::PRN,alles,һәммә
712,ich::PRN,ich,мин
713,du::PRN,du,син
714,er::PRN,er,ул
715,wir::PRN,wir,без
716,ihr::PRN,ihr,сез
717,sie::PRN,sie,ул
718,was::FPRN,was,ни
719,was::FPRN,was,нәрсә
720,wer::FPRN,wer,кем
721,wo::FADV,wo,кайда
722,wohin::FADV,wohin,кая
723,wie::FADV,wie,ничек
724,warum::FADV,warum,нигә
725,wieviel::FNUM,wieviel,ничә
726,eins::NUM,eins,бер
727,zwei::NUM,zwei,ике
728,drei::NUM,drei,өч
729,vier::NUM,vier,дүрт
730,fünf::NUM,fünf,биш
731,sechs::NUM,sechs,алты
732,sieben::NUM,sieben,җиде
733,acht::NUM,acht,сигез
734,neun::NUM,neun,тугыз
735,zehn::NUM,zehn,ун
736,elf::NUM,elf,унбер
737,zwölf::NUM,zwölf,унике
738,zwanzig::NUM,zwanzig,егерме
739,dreißig::NUM,dreißig,утыз
740,vierzig::NUM,vierzig,кырык
741,fünfzig::NUM,fünfzig,илле
742,sechzig::NUM,sechzig,алтмыш
743,siebzig::NUM,siebzig,җитмеш
744,achtzig::NUM,achtzig,сиксән
745,neunzig::NUM,neunzig,туксан
746,hundert::NUM,hundert,йөз
747,tausend::NUM,tausend,мең
748,und::CNJ,und,вә
749,oder::CNJ,oder,яки
750,oder::CNJ,oder,яисә
751,stehen::V,stehen,тору
752,sitzen::V,sitzen,утыру
753,liegen::V,liegen,яту
754,hängen::V,hängen,эленү
755,werden::V,werden,булу
756,passieren::V,passieren,булу
757,beginnen::V,beginnen,башлану
758,enden::V,enden,бетү
759,wechseln::V,wechseln,үзгәртү
760,aufgehen[Sonne]::V,aufgehen,чыгу
761,untergehen[Sonne]::V,untergehen,бату
762,scheinen[Sonne]::V,scheinen,яктырту
763,donnern::V,donnern,күкрәү
764,wehen::V,wehen,исү
765,strömen::V,strömen,агу
766,fließen::V,fließen,агу
767,sich drehen::V,sich drehen,бөтерелү
768,schwanken::V,schwanken,икеләнү
769,schwingen::V,schwingen,тирбәлү
770,fallen::V,fallen,егылу
771,brennen::V,brennen,яну
772,rauchen::V,rauchen,төтәү
773,rauchen::V,rauchen,төтенләү
774,regnen::V,regnen,яву
775,gefrieren::V,gefrieren,кату
776,tauen::V,tauen,эрү
777,tauen::V,tauen,эретү
778,schmelzen::V,schmelzen,эрү
779,schmelzen::V,schmelzen,эретү
780,trocknen::V,trocknen,кибү
781,sieden::V,sieden,ургылу
782,faulen::V,faulen,черү
783,verfaulen::V,verfaulen,черү
784,reißen::V,reißen,өзелү
785,versinken::V,versinken,бату
786,vergehen::V,vergehen,авышу
787,erscheinen::V,erscheinen,пәйда булу
788,verschwinden::V,verschwinden,югалу
789,verschwinden::V,verschwinden,юк булу
790,sinken::V,sinken,кимү
791,sinken::V,sinken,кайту
792,abnehmen::V,abnehmen,азаю
793,zunehmen::V,zunehmen,арту
794,zunehmen::V,zunehmen,күбәю
