,Concept_ID,kl,kv
268,Märchen::N,oqalualaarut,сказка
269,Märchen::N,oqaluasaaq,сказка
270,Erzählung::N,oqaluttuaq,висьт
271,Nachricht::N,oqaassut,юӧр
272,Nachricht::N,oqaassut,висьталӧм
273,Nachricht::N,oqqersuut,юӧр
274,Nachricht::N,oqqersuut,висьталӧм
275,Neuigkeit::N,tusarnartaq,новость
276,Name::N,ateq,ним
277,Rätsel::N,nalorsitsaarut,загадка
278,Rede::N,oqaluuseq,сёрни
279,Sprache::N,oqaatsit,кыв
280,Stimme::N,erinaq,голос
281,Stimme::N,qarluuseq,голос
282,Wort::N,oqaasii,кыв
283,Zeichen::N,nalunaaqqut,пас
284,Ruf::N,qaaqqussut,чуксӧм
285,Ruf::N,qaaqqussut,чукӧстӧм
286,Lärm::N,perpaluk,шум
287,Laut::N,torsukattak,шы
288,Ton::N,erinaq,гор
289,Lied::N,taalliaq,сьыланкыв
290,Lied::N,erinarsuut,сьыланкыв
291,Ruhe::N,qatsunganeq,спокой
292,Leute::N,inuiak,йӧз
293,Leute::N,inuiaqatigiit,йӧз
294,Volk::N,inuiaat,йӧз
295,Volk::N,inuiaat,народ
296,Arbeit::N,suliaq,удж
297,Gast::N,qaaqqusaq,гӧсь
298,Geschenk::N,pajugut,гӧснеч
299,Geschenk::N,pajugut,подарок
300,Hilfe::N,annertoqqut,отсӧт
301,Freund::N,tiliaq,модз
302,Freund::N,tiliaq,дружок
303,Freund::N,ikinngut,модз
304,Freund::N,ikinngut,дружок
305,Kamerad::N,tiliaq,тӧдса
306,Kamerad::N,ikinngut,тӧдса
307,Art::N,ileqquuseq,пӧлӧс
308,Stück::N,nakkaalaniku,тор
309,Teil::N,tassiaasat,юкӧм
310,Hälfte::N,affaq,джын
311,Kreis::N,kaajaluinneq or kaajaluitsoq,круг
312,Kreuz::N,sanningasulik,перна
313,Linie::N,tittaq,визь
314,Linie::N,titarneq,визь
315,Abstand::N,aku,колас
316,Abstand::N,ikiaq,колас
317,Entfernung::N,asi,ылына
318,Gegend::N,nuna,места
319,Platz::N,ini,места
320,Platz::N,inissaq,места
321,Ort::N,sumiiffik,места
322,Seite::N,saneraq,ладор
323,Mitte::N,qiteq,шӧр
324,Sache::N,pigisaq,тор
325,Rand::N,sini,дор
326,Rand::N,akerfineq,дор
327,Kante::N,akerfineq,ордлы
328,Ecke::N,teqeqqoq,пельӧс
329,Ecke::N,tikeqqoq,пельӧс
330,Spitze::N,inngik,йыв
331,Ende::N,isu,йыв
332,Loch::N,putu,осьта
333,Winkel::N,teqeqqorissaat,пельӧс
334,Muster::N,ilisserut,сер
335,Größe::N,angissuseq,ыжда
336,Länge::N,takissuseq,кузя
337,Gewicht::N,oqimaalutaq,сьӧкта
338,Menge::N,amerlassuseq,
339,Haufen::N,eqimattat,куча
340,Reihe::N,allunaasaq,лёдз
341,Boot::N,qajaq,пыж
342,Boot::N,angallat,пыж
343,Boot::N,umiatsiaq,пыж
344,Ruder::N,iput,пелыс
345,Schlitten::N,qamutit,додь
346,Schlitten::N,qimusseq,додь
347,Ski::N,ataarut,лямпа
348,Last::N,nammagaq,тягота
349,Schritt::N,allorneq,вожмӧв
350,Norden::N,avannaq,ой
351,Süden::N,qava,лун
352,Süden::N,kujat,лун
353,Süden::N,kujataa,лун
354,Westen::N,kitaa,рытвыв
355,Osten::N,kangi,асыв
356,Holz::N,qisuk,пу
357,Brett::N,salliligaq,пӧв
358,Platte::N,qaateq,плита
359,Stütze::N,ajagutaq,пика
360,Stütze::N,ajaagutaq,пика
361,Stange::N,kaaviffik,зор
362,Stange::N,kaaviffik,потш
363,Stock::N,ajaappissat,бедь
364,Stab::N,ajaappissat,шест
365,Rohr::N,sullulik,труба
366,Haus::N,illu,керку
367,Ofen::N,kissarsuut,пӧжавны
368,Fußboden::N,nateq,джодж
369,Tisch::N,allattarfik,пызан
370,Stuhl::N,issiavik,стул
371,Stuhl::N,issiaffik,стул
372,Wiege::N,uaasoq,зыбка
373,Bett::N,nallavik,кровать
374,Regal::N,ilisivik,джадж
375,Kiste::N,sakissat,ящик
376,Kiste::N,illerfiusaq,ящик
377,Fenster::N,aki,ӧшын
378,Fenster::N,igalaaq,ӧшын
379,Tür::N,matu,ыбӧс
380,Tor::N,isaaffik,ворота
381,Zaun::N,saputit,забор
382,Dach::N,qaliaq,крыша
383,Leiter::N,tummeqqat,лиснич
384,Leiter::N,majuartarfiit,лиснич
385,Besen::N,saligutit,рос
386,Spaten::N,nivaataq,зыр
387,Schaufel::N,nivaataq,зыр
388,Gabel::N,qilluaq,вила
389,Gabel::N,ajassaatit,вила
390,Löffel::N,alussaat,пань
391,Messer::N,savik,пурт
392,Nagel::N,kukik,кӧрттув
393,Netz::N,anguffaseq,кыйӧт
394,Haken::N,nissik,ем
395,Haken::N,qarsorsaq,ем
396,Haken::N,qarsorsartoq,ем
397,Griff::N,ipi,пу
398,Schloss::N,illussaarsuaq,замок
399,Bild::N,assiliaq,картина
400,Figur::N,kisitsit,мыгӧр
401,Puppe::N,inuusaq,акань
402,Bündel::N,qilertaq,нин
403,Tasche::N,pooqattaq,сумка
404,Deckel::N,matu,вевт
405,Geschirr::N,anut,доз
406,Geschirr::N,anut,бекӧрпань
407,Tasse::N,tiitorfik,бекӧр
408,Tasse::N,tiitorfiup ilorlia,бекӧр
409,Topf::N,qoqqoq,кастрюля
410,Kessel::N,uunnaavik,пӧрт
411,Essen::N,igaaq,сёйӧм
412,Nahrung::N,neqissaq,вердан
413,Speise::N,nerisassat,сёян
414,Fleisch::N,neqi,яй
415,Getreide::N,maannineq,сю
416,Brot::N,iffit,нянь
417,Brot::N,iffiaq,нянь
418,Scheibe::N,igalaassiaq,шӧрӧм
419,Fett::N,tarnutissaq,гос
420,Fett::N,tarnutissiaq,гос
421,Butter::N,punneq,ви
422,Öl::N,uulia,ви
423,Salz::N,taratsut,сов
424,Suppe::N,qajoq,шыд
425,Honig::N,tungusunnitsuut,ма
426,Milch::N,immuk,йӧв
427,Tee::N,tii,чай
428,Tee::N,teeq,чай
429,Wolle::N,nuersagassiaq,гӧн
430,Stoff::N,milliaq,дӧра
431,Stoff::N,qarlissiaq,дӧра
432,Nadel::N,meqqut,ем
433,Faden::N,ujalussiaq,сунис
434,Knopf::N,attat,кизь
435,Knoten::N,akeroq,узӧв
436,Knoten::N,akeroq,гӧрӧд
437,Knoten::N,qilerneq,узӧв
438,Knoten::N,qilerneq,гӧрӧд
439,Farbe::N,qalipaat,краска
440,Kleidung::N,atisat,паськӧм
441,Kleidung::N,annoraaq,паськӧм
442,Hemd::N,ilupaaq,йӧрнӧс
443,Kragen::N,qungasiinnaq,воротник
444,Ärmel::N,aaq,сос
445,Hose::N,qarliit,вешьян
446,Gürtel::N,qiterut,йи
447,Gürtel::N,unngersaq,йи
448,Mütze::N,nasaq,шапка
449,Schuh::N,skuu,ботинки
450,Schuh::N,ikernuk,ботинки
451,Schuh::N,ateraasaq,ботинки
452,Stiefel::N,kamik,сапог
453,Ring::N,assammiu,чунькытш
454,Band::N,qilerutissiaq,ленточка
455,Kamm::N,illaagutit,сынан
456,Kamm::N,illaajaatit pl.,сынан
457,Spiegel::N,tarrarsuut,зеркало
458,Riemen::N,allunaaq,ремень
459,Schnur::N,kujaaq,гез
460,Schnur::N,allunaasaq,гез
461,Leine::N,aleq,повод
462,Decke::N,qipik,одеяло
463,Kissen::N,akit,подушка
464,Tuch::N,qarlissiaq,чышьян
465,Handtuch::N,allarut,чышкӧт
466,Handtuch::N,allarterut,чышкӧт
467,Kraft::N,pissak,прак
468,Stärke::N,qerattarsaat,вын
469,Gesundheit::N,peqqisusseq,здоровье
470,Krankheit::N,nappaat,шог
471,Schmerz::N,anniaat,зубыт
472,Wunde::N,iki,рана
473,Fieber::N,nappaat qanimanartoq,лёк тресся
474,Fieber::N,nappaat qanimanartoq,кынтан шогӧт
475,Arznei::N,imigassaq,лекарство
476,Brücke::N,ikaartarfik,пос
477,Brunnen::N,tissaluttuliaq,колодец 
478,Weide::N,masarsuk,пода йирсян
479,Pfad::N,aqqut,туй
480,Weg::N,aggerfik,туй
481,Straße::N,aqqusineq,туй
482,Dorf::N,nunaqarfik,деревня
483,Stadt::N,illorpaat,город
484,Stadt::N,illorpalik,город
485,Brief::N,allagarsiaq,гижӧт
486,Buch::N,atuakkat,книга
487,Buch::N,mappersagaq,книга
488,Buchstabe::N,naqinneq,буква
489,Zeitung::N,aviisi,газета
490,Leben::N,inuussuseq,олан
491,Tod::N,toqu,кулӧм
492,Tod::N,toquneq,кулӧм
493,Grab::N,iliveq,гу
494,Grab::N,illissat,гу
495,Kirche::N,oqaluffik,вичку
496,Sünde::N,ajorti,грек
497,Arbeiter::N,sulisoq,уджалiсь
498,Chef::N,ittoqut,начальник
499,Meister::N,naalagaq,мастер
500,Arzt::N,katsorsaasoq,врач
501,Lehrer::N,ilinniartitsisoq,велӧтісь
502,Geld::N,aningaasat,деньга
503,Geschäft::N,niuertarfik,удж
504,Laden::N,niuertarfik,магазин
505,Preis::N,aki,дон
506,Ware::N,qaliata pii,товар
507,Ware::N,nioqqutissaq,товар
508,Nutzen::N,iluaqut,путь
509,Welt::N,nunarsuaq,му
510,Land::N,nuna,страна
511,König::N,kunngi,кан
512,Macht::N,pissaassuseq,власть
513,Grenze::N,killik,граница
514,Krieg::N,sorsunneq,война
515,Feind::N,akeraq,враг
516,Feind::N,akerartorti,враг
517,Feind::N,qinngarsuisoq,враг
518,Kampf::N,sorsunneq,нярасьӧм
519,Kampf::N,sorsunneq,вермасьӧм
520,Pfeil::N,qalugiusaq,ньӧв
521,Gewehr::N,aallaat,ружьё
522,Fehler::N,kukkuneq,ошибка
523,Fehler::N,paarlaappaa,ошибка
524,Unglück::N,perluut,пик
525,Unglück::N,perluut,оказзё
526,Schuld::N,akiitsugaq,вина
527,Schuld::N,akiligassaq,вина
528,Alter::N,utoqqaq,
529,Schluss::N,isu,ком
530,Zeit::N,ulloq,кад
531,Zeit::N,akuttoqatigiinneq,кад
532,Tag::N,ulloq,лун
533,Morgen::N,ullaaq,асыв
534,Mittag::N,ulloqeqqa,луншӧр кад
535,Abend::N,unnuk,рыт
536,Nacht::N,unnuaq,ой
537,Woche::N,sapaatip akunnera,неделя
538,Monat::N,qaammat,тӧлicь
539,Jahr::N,ukioq,год
540,Frühling::N,upernaaq,тулыс
541,Sommer::N,aasaq,гожум
542,Herbst::N,ukiaq,ар
543,Winter::N,ukioq,тӧв
544,Januar::N,siulleeq,январ
545,Januar::N,qaammaliaq,январ
546,Februar::N,aarlaat,февраль
547,März::N,marsi,март
548,März::N,martsi,март
549,Mai::N,maaji,май
550,Juni::N,juuni,юнь
551,Juli::N,juuli,юль
552,August::N,aggusti,август
553,September::N,septembari,сентяб
554,Oktober::N,oktobari,октяб
555,November::N,novembari,нояб
556,Dezember::N,detsembari,декаб
557,Montag::N,ataasinngortoq,вильлун
558,Dienstag::N,marlunngorneq,мӧдӧдзлун
559,Mittwoch::N,pingasunngorneq,шӧрлун
560,Donnerstag::N,sisamanngorneq,нёльӧдзлун
561,Freitag::N,tallimanngorneq,витӧдзлун
562,Samstag::N,arfininngorneq,пывсянлун
563,Sonntag::N,sapaat,кресення
564,Sonntag::N,sapaati,кресення
565,groß::A,angivoq,ыджыт
566,klein::A,mikivoq,учӧтик
567,lang::A,takisooq,кузь
568,kurz::A,naatsoq,дженыт
569,breit::A,silippoq,ота
570,schmal::A,amitsoq,векнит
571,dicht::A,torsusooq,тшӧк
572,dick[Gegenstand]::A,issuvoq,кыз
573,dick[Gegenstand]::A,issusooq,кыз
574,dünn::A,amitsoq,вӧснит
575,fein::A,mamarpoq,вӧснит
576,fest::A,tangeqarpoq,крепыт
577,flach::A,nalimmappoq,лапкӧса
578,glatt::A,quasak,волькыт
579,hart::A,mattusooq,чӧрыт
580,hart::A,manngerpoq,чӧрыт
581,hart::A,titeqquluppoq,чӧрыт
582,weich::A,nerumaarpoq,небыт
583,rund::A,ammallorippoq,гӧгрӧса
584,spitz::A,qummukujooq,ёся
585,scharf::A,ipippoq,лэчыт
586,stumpf::A,anngerpoq,ныж
587,schwer::A,oqimaappoq,сьӧкыт
588,schön::A,kusanarpoq,басӧк
589,heiß::A,kiappoq,жар
590,warm::A,oqorpoq,шоныт
591,kalt::A,issippoq,кӧдзыт
592,kühl::A,pueqqortippoq,сайкыт
593,feucht::A,isugutavoq,вакодь
594,feucht::A,qaasernarpoq,вакодь
595,nass::A,imerorpoq,ва
596,trocken::A,panerpoq,кӧс
597,voll::A,ulikkaarpoq,тыра
598,leer::A,imaattuarpoq,тыртӧм
599,offen::A,ammavoq,оссьӧм
600,geschlossen::A,matuvoq,игана
601,geschlossen::A,matuvoq,пӧдана
602,sauber::A,eqqippoq,сӧдз
603,sauber::A,eqqippoq,сӧстӧм
604,sauber::A,sukuluippoq,сӧдз
605,sauber::A,sukuluippoq,сӧстӧм
606,sauber::A,ipeqanngilaq,сӧдз
607,sauber::A,ipeqanngilaq,сӧстӧм
608,schmutzig::A,tapappoq,нятьӧсь
609,schmutzig::A,minguppoq,нятьӧсь
610,roh::A,aapavoq,путӧм
611,reif::A,qaarulerpoq,кисьмалӧм
612,süß::A,tungusunnippoq,чӧскыт
613,bitter::A,qasilippoq,курыт
614,hell::A,qaamavoq,югыт
615,dunkel::A,qernerpoq,пемыт
616,schwarz::A,qernerpoq,сьӧд
617,weiß::A,qaqorpoq,чочком
618,rot::A,aappaluppoq,гӧрд
619,gelb::A,sungaarpoq,веж
620,blau::A,tungujorpoq,лӧз
621,grün::A,qorsooqqippoq,веж
622,grau::A,qaserpoq,руд
623,grau::A,qaserpoq,бусӧй
624,billig::A,akikippoq,донтӧм
625,wertvoll::A,erlinnarpoq,дона
626,blind::A,tappiippoq,синтӧм
627,blind::A,isigisaqanngilaq,синтӧм
628,taub::A,tusilarpoq,пельтӧм
629,kräftig::A,pissaq,вына
630,kräftig::A,pissarsuaq,вына
631,stark::A,sanngivoq,вына
632,schwach::A,nakuippoq,некодя
633,fett::A,pualavoq,госа
634,schlank::A,tuappoq,статя
635,hübsch::A,aatsialaq,басӧк
636,böse::A,ajorpoq,лёк
637,dumm::A,taqajak,бӧбӧв
638,dumm::A,taqajak,вежӧртӧм
639,dumm::A,sikkilluppoq,бӧбӧв
640,dumm::A,sikkilluppoq,вежӧртӧм
641,dumm::A,qaatusimasaqanngilaq,бӧбӧв
642,dumm::A,qaatusimasaqanngilaq,вежӧртӧм
643,faul::A,eqiasuppoq,дыш
644,faul::A,eqiattortuvoq,дыш
645,fleißig::A,eqiasuippoq,уджалicь
646,geizig::A,iasilaarpoq,жикмӧра
647,geizig::A,iasilaarpoq,горшаліcь
648,geizig::A,tukkuippoq,жикмӧра
649,geizig::A,tukkuippoq,горшаліcь
650,klug::A,mallak,авья
651,klug::A,mallak,вежӧра
652,klug::A,ittanneq,авья
653,klug::A,ittanneq,вежӧра
654,klug::A,kutaappoq,авья
655,klug::A,kutaappoq,вежӧра
656,klug::A,kuttaappoq,авья
657,klug::A,kuttaappoq,вежӧра
658,klug::A,qarasagippoq,авья
659,klug::A,qarasagippoq,вежӧра
660,lieb::A,akisooq,муса
661,lieb::A,akisooq,дзулиньӧй
662,lustig::A,piikulavoq,гажа
663,sanft::A,isumagippoq,лебезнӧй
664,hungrig::A,kaappoq,тшыг
665,hungrig::A,perlilerpoq,тшыг
666,krank::A,napparsimavoq,шогалiсь
667,traurig::A,aliasuppoq,жугыль
668,lebendig::A,uumavoq,ловья
669,gut::A,ajunngilaq,бур
670,schlecht::A,sualuppoq,умӧль
671,richtig::A,iluarpoq,
672,schlimm::A,amiilaarnarpoq,нештӧм
673,wahr::A,ilumoorpoq,
674,alt::A,pisoqaq,важ
675,neu::A,nutaavoq,виль
676,alt[Lebewesen]::A,utoqqaq,года
677,alt[Lebewesen]::A,utoqqaq,годдэза
678,jung::A,inuusuppoq,том
679,jung::A,kingulliarsuk,том
680,arm::A,piillasoq,гов
681,arm::A,piillasoq,беднӧй
682,arm::A,piitsuuvoq,гов
683,arm::A,piitsuuvoq,беднӧй
684,reich::A,pisuuvoq,эма
685,berühmt::A,tusaamasaq,
686,fremd::A,ajasoornarpoq,чужӧй
687,verschieden::A,allatut,быдкодь
688,verschieden::A,tamalaat,быдкодь
689,nah::A,qanippoq,матiсь
690,fern::A,ungasippoq,ылicь
691,linker::A,saamerleq,шульга
692,rechter::A,innarluissut,веськытланись
693,erster::A,siulleq,медодзза
694,zweiter::A,qataatsup tullia,кыкӧт
695,dritter::A,pingajorarterut,куимӧт
696,dritter::A,pingajorarterut,куимӧдз
697,letzter::A,kingulleq,бӧрья
698,letzter::A,kingulleq,мёдбӧрья
699,allein::ADV,kisimiippoq,
700,auf einmal::ADV,tassanngaannaq,тшӧтш
701,zusammen::ADV,attaasa,ӧтлаын
702,zusammen::ADV,attarmik,ӧтлаын
703,lange::ADV,akuni,дыр
704,plötzlich::ADV,tassanngaannaq,друг
705,sofort::ADV,erniinnaq,тшӧтш
706,später::ADV,kingorna,медбӧрын
707,jetzt::ADV,maanna,ӧні
708,jetzt::ADV,massakkut,ӧні
709,heute::ADV,ullumi,талун
710,morgen::ADV,aqagu,ашын
711,bald::ADV,erniinnaq,чожа
712,dann::ADV,taava,сыбӧрын
713,gestern::ADV,ippassaq,тӧн
714,einst::ADV,ataatsimik,ӧтпыр
715,einst::ADV,ilaanni,ӧтпыр
716,damals::ADV,taamani,сэк
717,damals::ADV,taamani,сэки
718,damals::ADV,taamanikkut,сэк
719,damals::ADV,taamanikkut,сэки
720,damals::ADV,taassumuunakkut,сэк
721,damals::ADV,taassumuunakkut,сэки
722,danach::ADV,taava,сэсся
723,vorher::ADV,siornagut,одзжык
724,einmal::ADV,ilaanni,ӧтпыр
