,Concept_ID,sv,pl
214,Pilz::N,svamp,grzyb
215,Zwiebel::N,lök,cebula
216,Saat::N,sådd,siew
217,Korn::N,korn,ziarno
218,Heu::N,hö,siano
219,Schale::N,skal,łupina
220,Grube::N,grop,dół
221,Grube::N,grop,jama
222,Falle::N,fälla,pułapka
223,Schlinge::N,snara,sidła
224,Spur::N,spår,ślad
225,Asche::N,aska,popiół
226,Dreck::N,lort,brud
227,Eisen::N,järn,żelazo
228,Gold::N,guld,złoto
229,Silber::N,silver,srebro
230,Kohle::N,kol,węgiel
231,Glas::N,glas,szkło
232,Lehm::N,lera,glina
233,Sand::N,sand,piasek
234,Mensch::N,människa,człowiek
235,Mann::N,man,mężczyzna
236,Frau::N,kvinna,kobieta
237,Kind::N,barn,dziecko
238,Junge::N,pojke,chłopak
239,Junge::N,pojke,chłopiec
240,Mädchen::N,flicka,dziewczynka
241,Familie::N,familj,rodzina
242,Großvater::N,morfar,dziadek
243,Großmutter::N,farmor,babka
244,Eltern::N,föräldrar,rodzice
245,Vater::N,far,ojciec
246,Mutter::N,mor,matka
247,Sohn::N,son,syn
248,Tochter::N,dotter,córka
249,Bruder::N,bror,brat
250,Schwester::N,syster,siostra
251,Onkel::N,morbror,wuj
252,Onkel::N,morbror,stryj
253,Tante::N,tant,ciotka
254,Ehemann::N,äkta man,mąż
255,Ehefrau::N,hustru,żona
256,Freude::N,fröjd,radość
257,Freude::N,glädje,radość
258,Gelächter::N,åtlöje,śmiech
259,Glück::N,lycka,szczęście
260,Kummer::N,sorg,zmartwienie
261,Wunsch::N,önskan,życzenie
262,Lust::N,lust,chęć
263,Lust::N,lust,ochota
264,Geist::N,ande,duch
265,Gedanke::N,tanke,myśl
266,Gedächtnis::N,minne,pamięć
267,Verstand::N,förstånd,rozum
268,Sinn::N,mening,zmysł
269,Sinn::N,betydelse,zmysł
270,Grund::N,skäl,powód
271,Grund::N,grund,powód
272,Wahrheit::N,sanning,prawda
273,Gespräch::N,samtal,rozmowa
274,Märchen::N,saga,bajka
275,Erzählung::N,berättelse,opowiadanie
276,Nachricht::N,meddelande,wiadomość
277,Neuigkeit::N,nyhet,nowina
278,Name::N,namn,imię
279,Rätsel::N,gåta,zagadka
280,Rede::N,tal,mowa
281,Sprache::N,språk,język
282,Stimme::N,stämma,głos
283,Wort::N,ord,słowo
284,Zeichen::N,tecken,znak
285,Ruf::N,rop,wołanie
286,Lärm::N,bråk,hałas
287,Lärm::N,bråk,zgiełk
288,Lärm::N,oväsen,hałas
289,Lärm::N,oväsen,zgiełk
290,Laut::N,ljud,dźwięk
291,Ton::N,ton,ton
292,Ton::N,ton,dźwięk
293,Lied::N,sång,pieśń
294,Lied::N,sång,piosenka
295,Ruhe::N,ro,spokój
296,Ruhe::N,lugn,spokój
297,Leute::N,folk,ludzie
298,Volk::N,folk,naród
299,Arbeit::N,arbete,praca
300,Arbeit::N,arbete,robota
301,Gast::N,gäst,gość
302,Geschenk::N,gåva,prezent
303,Geschenk::N,gåva,podarunek
304,Geschenk::N,present,prezent
305,Geschenk::N,present,podarunek
306,Spiel::N,lek,gra
307,Spiel::N,lek,zabawa
308,Spiel::N,spel,gra
309,Spiel::N,spel,zabawa
310,Gesellschaft::N,sällskap,towarzystwo
311,Hilfe::N,hjälp,pomoc
312,Freund::N,vän,przyjaciel
313,Kamerad::N,kamrat,kolega
314,Angelegenheit::N,ärende,sprawa
315,Angelegenheit::N,angelägenhet,sprawa
316,Anzahl::N,antal,ilość
317,Art::N,art,rodzaj
318,Art::N,slag,rodzaj
319,Stück::N,stycke,kawałek
320,Teil::N,del,część
321,Hälfte::N,halva,połowa
322,Kreis::N,krets,krąg
323,Kreis::N,cirkel,krąg
324,Kreuz::N,kors,krzyż
325,Kreuz::N,kryss,krzyż
326,Linie::N,linje,linia
327,Strich::N,streck,kreska
328,Abstand::N,avstånd,odstęp
329,Entfernung::N,avstånd,odległość
330,Gegend::N,trakt,okolica
331,Platz::N,plats,miejsce
332,Ort::N,plats,miejsce
333,Ort::N,ställe,miejsce
334,Seite::N,sida,bok
335,Seite::N,sida,strona
336,Mitte::N,mitt,środek
337,Gegenstand::N,föremål,przedmiot
338,Sache::N,sak,rzecz
339,Rand::N,rand,skraj
340,Rand::N,rand,krawędź
341,Kante::N,kant,kant
342,Kante::N,kant,krawędź
343,Ecke::N,vrå,róg
344,Ecke::N,hörn,róg
345,Spitze::N,spets,ostrze
346,Ende::N,ända,koniec
347,Loch::N,hål,dziura
348,Winkel::N,vinkel,kąt
349,Winkel::N,vinkel,kącik
350,Muster::N,mönster,wzór
351,Größe::N,storlek,rozmiar
352,Größe::N,storlek,wielkość
353,Länge::N,längd,długość
354,Höhe::N,höjd,wysokość
355,Gewicht::N,tyngd,ciężar
356,Menge::N,mängd,ilość
357,Haufen::N,hög,kupa
358,Reihe::N,rad,rząd
359,Reihe::N,rad,szereg
360,Boot::N,båt,łódź
361,Boot::N,båt,łódka
362,Ruder::N,åra,wiosło
363,Schlitten::N,släde,sanki
364,Ski::N,skida,narta
365,Lagerfeuer::N,lägereld,ognisko
366,Last::N,last,ciężar
367,Last::N,last,brzemię
368,Last::N,börda,ciężar
369,Last::N,börda,brzemię
370,Gang::N,gång,chód
371,Schritt::N,steg,krok
372,Norden::N,norr,północ
373,Süden::N,söder,południe
374,Westen::N,väster,zachód
375,Osten::N,öster,wschód
376,Holz::N,trä,drzewo
377,Brett::N,bräda,deska
378,Platte::N,platta,płyta
379,Stütze::N,stöd,podpora
380,Stütze::N,stötta,podpora
381,Stange::N,stång,drąg
382,Stange::N,stång,żerdź
383,Stock::N,käpp,kij
384,Stock::N,käpp,laska
385,Stock::N,pinne,kij
386,Stock::N,pinne,laska
387,Stab::N,stav,pręt
388,Rohr::N,rör,rura
389,Haus::N,hus,dom
390,Heim::N,hem,dom
391,Ofen::N,ugn,piec
392,Fußboden::N,golv,podłoga
393,Tisch::N,bord,stół
394,Stuhl::N,stol,krzesło
395,Wiege::N,vagga,kołyska
396,Bett::N,säng,łóżko
397,Bett::N,säng,pościel
398,Regal::N,hylla,regał
399,Kiste::N,låda,skrzynia
400,Fenster::N,fönster,okno
401,Tür::N,dörr,drzwi
402,Tor::N,port,brama
403,Zaun::N,staket,płot
404,Zaun::N,staket,parkan
405,Zaun::N,stängsel,płot
406,Zaun::N,stängsel,parkan
407,Dach::N,tak,dach
408,Leiter::N,stege,drabina
409,Besen::N,kvast,miotła
410,Spaten::N,spade,rydel
411,Schaufel::N,skovel,łopata
412,Schaufel::N,skyffel,łopata
413,Gabel::N,gaffel,widelec
414,Löffel::N,sked,łyżka
415,Messer::N,kniv,nóż
416,Nagel::N,spik,gwóźdź
417,Netz::N,nät,sieć
418,Haken::N,krok,hak
419,Griff::N,tag,chwyt
420,Griff::N,handtag,chwyt
421,Schloss::N,las,zamek
422,Bild::N,bild,obraz
423,Figur::N,figur,figura
424,Puppe::N,docka,lalka
425,Beutel::N,påse,torba
426,Bündel::N,bunt,wiązka
427,Bündel::N,knippa,wiązka
428,Tasche::N,väska,torba
429,Eimer::N,hink,kubeł
430,Eimer::N,hink,wiadro
431,Eimer::N,ämbar,kubeł
432,Eimer::N,ämbar,wiadro
433,Deckel::N,lock,przykrywka
434,Geschirr::N,servis,statki
435,Geschirr::N,servis,naczynia
436,Geschirr::N,porslin,statki
437,Geschirr::N,porslin,naczynia
438,Sack::N,säck,worek
439,Tasse::N,kopp,filiżanka
440,Topf::N,gryta,garnek
441,Topf::N,kastrull,garnek
442,Kessel::N,kittel,kocioł
443,Essen::N,mål,jedzenie
444,Nahrung::N,näring,pokarm
445,Nahrung::N,näring,pożywienie
446,Speise::N,maträtt,potrawa
447,Speise::N,maträtt,jedzenie
448,Fleisch::N,kött,mięso
449,Getreide::N,säd,zboże
450,Getreide::N,spannmål,zboże
451,Brei::N,gröt,kasza
452,Brot::N,bröd,chleb
453,Scheibe::N,skiva,kromka
454,Fett::N,fett,tłuszcz
455,Butter::N,smör,masło
456,Öl::N,olja,olej
457,Salz::N,salt,sól
458,Suppe::N,soppa,zupa
459,Honig::N,honung,miód
460,Milch::N,mjölk,mleko
461,Tee::N,te,herbata
462,Leder::N,läder,skóra
463,Wolle::N,ull,wełna
464,Wolle::N,ylle,wełna
465,Stoff::N,tyg,tkanina
466,Stoff::N,tyg,materiał
467,Stoff::N,stoff,tkanina
468,Stoff::N,stoff,materiał
469,Nadel::N,nål,igła
470,Faden::N,tråd,nić
471,Faden::N,tråd,nitka
472,Knopf::N,knapp,guzik
473,Knoten::N,knut,węzeł
474,Farbe::N,färg,farba
475,Kleidung::N,klädsel,odzież
476,Hemd::N,skjorta,koszula
477,Kragen::N,krage,kołnierz
478,Ärmel::N,ärm,rękaw
479,Hose::N,byxor,spodnie
480,Gürtel::N,bälte,pasek
481,Mütze::N,mössa,czapka
482,Schuh::N,sko,but
483,Schuh::N,sko,bucik
484,Stiefel::N,stövel,but
485,Stiefel::N,stövel,kozak
486,Ring::N,ring,pierścień
487,Band::N,band,wstęga
488,Kamm::N,kam,grzebień
489,Spiegel::N,spegel,lustro
490,Riemen::N,rem,rzemień
491,Schnur::N,snöre,sznur
492,Leine::N,lina,smycz
493,Decke::N,täcke,kołdra
494,Kissen::N,dyna,poduszka
495,Kissen::N,kudde,poduszka
496,Tuch::N,sjal,chustka
497,Handtuch::N,handduk,ręcznik
498,Kraft::N,kraft,moc
499,Kraft::N,kraft,siła
500,Stärke::N,styrka,moc
501,Stärke::N,styrka,siła
502,Gesundheit::N,hälsa,zdrowie
503,Krankheit::N,sjukdom,choroba
504,Schmerz::N,smärta,ból
505,Wunde::N,sår,rana
506,Fieber::N,feber,gorączka
507,Arznei::N,medicin,lekarstwo
508,Arznei::N,läkemedel,lekarstwo
509,Brücke::N,bro,most
510,Brunnen::N,brunn,studnia
511,Weide::N,bete,pastwisko
512,Pfad::N,stig,ścieżka
513,Weg::N,väg,droga
514,Straße::N,gata,ulica
515,Dorf::N,by,wieś
516,Stadt::N,stad,miasto
517,Brief::N,brev,list
518,Buch::N,bok,książka
519,Buchstabe::N,bokstav,litera
520,Zeitung::N,tidning,gazeta
521,Zeitung::N,tidning,dziennik
522,Leben::N,liv,życie
523,Tod::N,död,śmierć
524,Grab::N,grav,grób
525,Kirche::N,kyrka,kościół
526,Sünde::N,synd,grzech
527,Gott::N,gud,bóg
528,Arbeiter::N,arbetare,robotnik
529,Chef::N,chef,szef
530,Meister::N,mästare,mistrz
531,Meister::N,mästare,majster
532,Arzt::N,läkare,lekarz
533,Lehrer::N,lärare,nauczyciel
534,Geld::N,pengar,pieniądze
535,Geschäft::N,rörelse,sprawa
536,Geschäft::N,rörelse,interes
537,Laden::N,affär,sklep
538,Preis::N,pris,cena
539,Ware::N,vara,towar
540,Nutzen::N,gagn,pożytek
541,Nutzen::N,nytta,pożytek
542,Reichtum::N,rikedom,bogactwo
543,Welt::N,värld,świat
544,Land::N,land,kraj
545,Staat::N,stat,państwo
546,König::N,kung,król
547,König::N,konung,król
548,Macht::N,makt,władza
549,Grenze::N,gräns,granica
550,Krieg::N,krig,wojna
551,Feind::N,fiende,wróg
552,Gewalt::N,våld,władza
553,Kampf::N,kamp,bój
554,Kampf::N,kamp,walka
555,Kampf::N,strid,bój
556,Kampf::N,strid,walka
557,Bogen[Waffe]::N,båge,łuk
558,Pfeil::N,pil,strzała
559,Gewehr::N,gevär,karabin
560,Fehler::N,fel,błąd
561,Lüge::N,lögn,kłamstwo
562,Schaden::N,skada,szkoda
563,Unglück::N,otur,nieszczęście
564,Unglück::N,olycka,nieszczęście
565,Schuld::N,skuld,wina
566,Alter::N,ålder,wiek
567,Schluss::N,slut,koniec
568,Schluss::N,slut,zakończenie
569,Zeit::N,tid,czas
570,Tag::N,dag,dzień
571,Morgen::N,morgon,ranek
572,Morgen::N,morgon,poranek
573,Mittag::N,middag,południe
574,Abend::N,kväll,wieczór
575,Nacht::N,natt,noc
576,Woche::N,vecka,tydzień
577,Monat::N,månad,miesiąc
578,Jahr::N,år,rok
579,Frühling::N,vår,wiosna
580,Sommer::N,sommar,lato
581,Herbst::N,höst,jesień
582,Winter::N,vinter,zima
583,Januar::N,januari,styczeń
584,Februar::N,februari,luty
585,März::N,mars,marzec
586,April::N,april,kwiecień
587,Mai::N,maj,maj
588,Juni::N,juni,czerwiec
589,Juli::N,juli,lipiec
590,August::N,augusti,sierpień
591,September::N,september,wrzesień
592,Oktober::N,oktober,październik
593,November::N,november,listopad
594,Dezember::N,december,grudzień
595,Montag::N,måndag,poniedziałek
596,Dienstag::N,tisdag,wtorek
597,Mittwoch::N,onsdag,środa
598,Donnerstag::N,torsdag,czwartek
599,Freitag::N,fredag,piątek
600,Samstag::N,lördag,sobota
601,Sonntag::N,söndag,niedziela
602,groß::A,stor,duży
603,groß::A,stor,wielki
604,klein::A,liten,mały
605,lang::A,lång,długi
606,kurz::A,kort,krótki
607,breit::A,bred,szeroki
608,schmal::A,smal,wąski
609,dicht::A,tät,gęsty
610,dick[Gegenstand]::A,tjock,gruby
611,dünn::A,tunn,cienki
612,fein::A,fin,drobny
613,fest::A,fast,mocny
614,fest::A,fast,twardy
615,flach::A,platt,płaski
616,glatt::A,glatt,gładki
617,hart::A,hård,twardy
618,weich::A,mjuk,miękki
619,rund::A,rund,okrągły
620,spitz::A,toppig,spiczasty
621,spitz::A,spetsig,spiczasty
622,scharf::A,vass,ostry
623,scharf::A,skarp,ostry
624,stumpf::A,slö,tępy
625,schwer::A,tung,ciężki
626,schön::A,skön,ładny
627,schön::A,skön,piękny
628,schön::A,vacker,ładny
629,schön::A,vacker,piękny
630,heiß::A,het,gorący
631,warm::A,varm,ciepły
632,kalt::A,kall,zimny
633,kühl::A,sval,chłodny
634,kühl::A,kylig,chłodny
635,frisch::A,färsk,świeży
636,feucht::A,fuktig,wilgotny
637,nass::A,våt,mokry
638,trocken::A,torr,suchy
639,voll::A,full,pełny
640,leer::A,tom,pusty
641,leer::A,tom,próżny
642,offen::A,öppen,otwarty
643,geschlossen::A,stängd,zamknięty
644,sauber::A,ren,czysty
645,schmutzig::A,snuskig,brudny
646,roh::A,rå,surowy
647,reif::A,mogen,dojrzały
648,lecker::A,läcker,smaczny
649,süß::A,söt,słodki
650,bitter::A,besk,gorzki
651,bitter::A,bitter,gorzki
652,sauer::A,sur,kwaśny
653,hell::A,ljus,jasny
654,dunkel::A,mörk,ciemny
655,schwarz::A,svart,czarny
656,weiß::A,vit,biały
657,rot::A,röd,czerwony
658,gelb::A,gul,żółty
659,blau::A,blå,błękitny
660,blau::A,blå,niebieski
661,grün::A,grön,zielony
662,grau::A,grå,szary
663,bunt::A,brokig,barwny
664,billig::A,billig,tani
665,teuer::A,dyr,drogi
666,wertvoll::A,värdefull,cenny
667,blind::A,blind,ślepy
668,taub::A,döv,głuchy
669,kräftig::A,kraftig,mocny
670,stark::A,stark,silny
671,schwach::A,svag,słaby
672,fett::A,fet,tłusty
673,schlank::A,slank,smukły
674,hübsch::A,snygg,ładny
675,hübsch::A,vacker,ładny
676,böse::A,ond,zły
677,böse::A,elak,zły
678,dumm::A,dum,głupi
679,faul::A,lat,leniwy
680,fleißig::A,flitig,pilny
681,geizig::A,snål,skąpy
682,geizig::A,girig,skąpy
683,klug::A,klok,mądry
684,geschickt::A,händig,zręczny
685,geschickt::A,skicklig,zręczny
686,lieb::A,kär,miły
687,lieb::A,snäll,miły
688,lustig::A,rolig,wesoły
689,lustig::A,lustig,wesoły
690,sanft::A,mild,łagodny
691,hungrig::A,hungrig,głodny
692,krank::A,sjuk,chory
693,nackt::A,naken,nagi
694,traurig::A,ledsen,smutny
695,traurig::A,sorgsen,smutny
696,lebendig::A,levande,żywy
697,gut::A,bra,dobry
698,schlecht::A,dålig,zły
699,richtig::A,riktig,słuszny
700,richtig::A,riktig,właściwy
701,schlimm::A,illa,zły
702,wahr::A,sann,prawdziwy
703,alt::A,gammal,stary
704,neu::A,ny,nowy
705,ehemalig::A,forn,były
706,ehemalig::A,tidigare,były
707,alt[Lebewesen]::A,gammal,stary
708,jung::A,ung,młody
709,arm::A,fattig,ubogi
710,arm::A,fattig,biedny
711,reich::A,rik,bogaty
712,bekannt::A,känd,znany
713,berühmt::A,berömd,słynny
714,fremd::A,främmande,obcy
715,fremd::A,främmande,cudzy
716,verschieden::A,åtskillig,różny
717,nah::A,nära,bliski
718,fern::A,fjärran,daleki
719,linker::A,vänster,lewy
720,rechter::A,höger,prawy
721,anderer::A,annan,inny
722,erster::A,första,pierwszy
723,zweiter::A,andra,drugi
724,dritter::A,tredje,trzeci
725,letzter::A,sist,ostatni
726,allein::ADV,allena,sam
727,auf einmal::ADV,på en gång,naraz
728,zusammen::ADV,tillsammans,razem
729,lange::ADV,länge,długo
730,plötzlich::ADV,plötsligt,nagle
731,sofort::ADV,strax,natychmiast
732,sofort::ADV,genast,natychmiast
733,später::ADV,senare,później
734,jetzt::ADV,nu,teraz
735,jetzt::ADV,nu,obecnie
736,heute::ADV,i dag,dziś
737,heute::ADV,i dag,dzisiaj
738,morgen::ADV,i morgon,jutro
739,bald::ADV,snart,wkrótce
740,dann::ADV,då,potem
741,gestern::ADV,i går,wczoraj
742,einst::ADV,en gång,kiedyś
743,einst::ADV,en gång,niegdyś
744,damals::ADV,då,wtedy
745,damals::ADV,då,wówczas
746,damals::ADV,den gången,wtedy
747,damals::ADV,den gången,wówczas
748,danach::ADV,därefter,następnie
749,vorher::ADV,före,przedtem
750,vorher::ADV,förut,przedtem
751,zuerst::ADV,först,naprzód
752,zuerst::ADV,först,najpierw
753,einmal::ADV,en gång,raz
754,manchmal::ADV,ibland,czasem
755,oft::ADV,ofta,często
756,immer::ADV,alltid,zawsze
757,niemals::ADV,aldrig,nigdy
758,hier::ADV,här,tu
759,hier::ADV,här,tutaj
760,hierhin::ADV,hit,tu
761,von hier::ADV,härifrån,stąd
762,dort::ADV,där,tam
763,dorthin::ADV,dit,tam
764,geradeaus::ADV,rätt fram,prosto
765,vorwärts::ADV,fram,naprzód
766,vorwärts::ADV,framåt,naprzód
767,rückwärts::ADV,baklänges,wstecz
768,zurück::ADV,tillbaka,z powrotem
769,unten::ADV,nere,u dołu
770,unten::ADV,nere,na dole
771,unten::ADV,nedanför,u dołu
772,unten::ADV,nedanför,na dole
773,hinab::ADV,ned,na_dół
774,hinab::ADV,ned,w_dół
775,hinab::ADV,nedåt,na_dół
776,hinab::ADV,nedåt,w_dół
777,oben::ADV,ovan,w górze
778,oben::ADV,ovan,na górze
779,oben::ADV,ovanpå,w górze
780,oben::ADV,ovanpå,na górze
781,hinauf::ADV,upp,w górę
782,hinauf::ADV,upp,na górę
783,hinauf::ADV,uppåt,w górę
784,hinauf::ADV,uppåt,na górę
785,überall::ADV,överallt,wszędzie
786,nicht::ADV,ej,nie
787,nicht::ADV,inte,nie
788,ein wenig::ADV,litet,trochę
789,kaum::ADV,knappt,ledwie
790,kaum::ADV,knappt,prawie nie
791,kaum::ADV,knappast,ledwie
792,kaum::ADV,knappast,prawie nie
793,sehr::ADV,mycket,bardzo
794,so::ADV,så,tak
795,noch::ADV,än,jeszcze
796,noch::ADV,ännu,jeszcze
797,nur::ADV,bara,tylko
798,nur::ADV,endast,tylko
799,schon::ADV,redan,już
800,wieder::ADV,åter,znów
801,wieder::ADV,åter,znowu
802,vergebens::ADV,förgäves,na próżno
803,vor::PRP,utanför,przed
804,hinter::PRP,bakom,za
805,unter::PRP,under,pod
806,durch::PRP,genom,przez
807,durch::PRP,igenom,przez
808,neben::PRP,bredvid,obok
809,neben::PRP,vid sidan av,obok
810,zwischen::PRP,mellan,między
811,wegen::PRP,på grund av,z powodu
812,dies::PRN,detta,to
813,das::PRN,det,to
814,alles::PRN,allt,wszystko
815,ich::PRN,jag,ja
816,du::PRN,du,ty
817,er::PRN,han,on
818,wir::PRN,vi,my
819,ihr::PRN,ni,wy
820,sie::PRN,de,oni
821,was::FPRN,vad,co
822,wer::FPRN,vem,kto
823,wo::FADV,var,gdzie
824,wohin::FADV,vart,dokąd
825,wie::FADV,hur,jak
826,warum::FADV,varför,dlaczego
827,wieviel::FNUM,hur mycket,ile
828,eins::NUM,en,jeden
829,eins::NUM,ett,jeden
830,zwei::NUM,två,dwa
831,drei::NUM,tre,trzy
832,vier::NUM,fyra,cztery
833,fünf::NUM,fem,pięć
834,sechs::NUM,sex,sześć
835,sieben::NUM,sju,siedem
836,acht::NUM,åtta,osiem
837,neun::NUM,nio,dziewięć
838,zehn::NUM,tio,dziesięć
839,elf::NUM,elva,jedenaście
840,zwölf::NUM,tolv,dwanaście
841,zwanzig::NUM,tjugo,dwadzieścia
842,dreißig::NUM,trettio,trzydzieści
