,Concept_ID,sl,vep
126,Küste::N,obála,randišt
127,Küste::N,obréžje,randišt
128,Festland::N,celína,kuivma
129,Festland::N,kopnína,kuivma
130,Meer::N,mórje,meri
131,Bucht::N,zalív,laht
132,Insel::N,ôtok,sar'
133,Blume::N,cvetlíca,änik
134,Gras::N,tráva,hein
135,Wurzel::N,korenína,jur'
136,Baum::N,drevó,pu
137,Stamm::N,dêblo,tüvi
138,Rinde::N,lúbje,kor'
139,Rinde::N,skórja,kor'
140,Ast::N,véja,oks
141,Zweig::N,véja,oks
142,Zweig::N,véja,barb
143,Blatt::N,líst,lehtez
144,Birke::N,bréza,koiv
145,Kiefer[Baum]::N,bòr,pedai
146,Weide[Baum]::N,vŕba,raid
147,Tanne::N,hója,kuz'
148,Horn::N,róg,sar'v
149,Feder::N,peró,höuneh
150,Fell::N,kŕzno,nahk
151,Flügel::N,krílo,suug
152,Klaue::N,párkelj,künz'
153,Kralle::N,krémpelj,künz'
154,Schwanz::N,rèp,händ
155,Ei::N,jájce,muna
156,Nest::N,gnézdo,peza
157,Bau::N,brlòg,uru
158,Tier::N,živál,živat
159,Herde::N,čréda,kogo
160,Kuh::N,kráva,lehm
161,Bulle::N,bìk,härg
162,Pferd::N,kònj,hebo
163,Schaf::N,ôvca,lambaz
164,Schwein::N,svínja,siga
165,Hund::N,pès,koir
166,Katze::N,máčka,kaži
167,Bär::N,mêdved,kondi
168,Eichhörnchen::N,véverica,orav
169,Elch::N,lós,hirb'
170,Fuchs::N,lisíca,reboi
171,Hase::N,zájec,jäniš
172,Maus::N,mìš,hir'
173,Wolf::N,vólk,händikaz
174,Vogel::N,ptìč,lind
175,Vogel::N,ptíca,lind
176,Schwarm::N,játa,parveh
177,Huhn::N,kokóš,kana
178,Hahn::N,petêlin,kukoi
179,Gans::N,gós,hanh'
180,Adler::N,ôrel,orl
181,Ente::N,ráca,sorz
182,Eule::N,sôva,hir'pulo
183,Kranich::N,žerjàv,kurg
184,Krähe::N,vrána,variš
185,Kuckuck::N,kúkavica,kägi
186,Schwan::N,labód,joucen
187,Fisch::N,ríba,kala
188,Barsch::N,ostríž,ahven
189,Hecht::N,ščúka,haug'
190,Schlange[Tier]::N,káča,kü
191,Schlange[Tier]::N,káča,mado
192,Wurm::N,čr̀v,mado
193,Wurm::N,glísta,mado
194,Spinne::N,pájek,hämähouk
195,Ameise::N,mrávlja,murahaine
196,Laus::N,úš,täi
197,Mücke::N,komár,säs'k
198,Fliege::N,múha,kärbhaine
199,Schmetterling::N,metúlj,lipkaine
200,Beere::N,jágoda,marj
201,Apfel::N,jábolko,jablok
202,Pilz::N,góba,sen'
203,Pilz::N,góba,babuk
204,Zwiebel::N,čebúla,lauk
205,Saat::N,séme,semned
206,Korn::N,zŕno,jüvä
207,Korn::N,zŕno,vill'
208,Heu::N,senó,hein
209,Schale::N,lupína,kor'
210,Grube::N,jáma,kop
211,Falle::N,pást,rida
212,Schlinge::N,zánka,rihm
213,Schlinge::N,pêtlja,rihm
214,Spur::N,sléd,jäl'g
215,Asche::N,pepél,tuhk
216,Dreck::N,bláto,redu
217,Dreck::N,bláto,pačak
218,Eisen::N,želézo,raud
219,Gold::N,zlató,kuld
220,Silber::N,srebró,hobed
221,Kohle::N,ógel,hil'
222,Glas::N,stêklo,stökol
223,Lehm::N,ílo,savi
224,Sand::N,pések,lete
225,Mensch::N,člôvek,mez'
226,Mensch::N,člôvek,ristit
227,Mann::N,móž,mez'
228,Mann::N,môški,mez'
229,Frau::N,gospá,naine
230,Frau::N,žénska,naine
231,Kind::N,déte,laps'
232,Kind::N,otròk,laps'
233,Junge::N,fànt,poig
234,Junge::N,fànt,prihaine
235,Junge::N,déček,poig
236,Junge::N,déček,prihaine
237,Mädchen::N,deklè,neičukaine
238,Mädchen::N,déklica,neičukaine
239,Familie::N,družína,kanz
240,Familie::N,družína,pereh
241,Großvater::N,dèd,ded
242,Großvater::N,dédek,ded
243,Großmutter::N,bábica,bab
244,Eltern::N,stárši,vanhembad
245,Eltern::N,stárši,kazvatajad
246,Vater::N,ôče,tat
247,Mutter::N,máma,mam
248,Sohn::N,sín,poig
249,Tochter::N,hčí,tütär
250,Tochter::N,hčérka,tütär
251,Bruder::N,bràt,veik
252,Bruder::N,bràt,vell'
253,Schwester::N,sêstra,čiža
254,Schwester::N,sêstra,sizar
255,Onkel::N,újec,däd'
256,Onkel::N,stríc,däd'
257,Tante::N,têta,tädi
258,Tante::N,strína,tädi
259,Ehemann::N,móž,mužik
260,Ehemann::N,sopróg,mužik
261,Ehefrau::N,žêna,ak
262,Ehefrau::N,sopróga,ak
263,Freude::N,rádost,ilo
264,Freude::N,rádost,ihastuz
265,Freude::N,vesêlje,ilo
266,Freude::N,vesêlje,ihastuz
267,Gelächter::N,sméh,nagr
268,Gelächter::N,grohòt,nagr
269,Glück::N,sréča,oza
270,Kummer::N,gorjé,gor'a
271,Wunsch::N,žêlja,taht
272,Lust::N,poželênje,himo
273,Geist::N,dúša,heng
274,Gedanke::N,mísel,meletuz
275,Gedächtnis::N,pámet,mušt
276,Sinn::N,pomèn,jüvä
277,Sinn::N,smísel,jüvä
278,Grund::N,vzròk,sü
279,Wahrheit::N,resníca,tozi
280,Gespräch::N,pogóvor,lodu
281,Gespräch::N,pogóvor,pagin
282,Märchen::N,právljica,sarn
283,Erzählung::N,povést,sanutez
284,Nachricht::N,sporočílo,tedotuz
285,Neuigkeit::N,novóst,uzištuz
286,Name::N,imé,nimi
287,Rätsel::N,ugánka,ozoitez
288,Rede::N,góvor,pagin
289,Rede::N,góvor,sanad
290,Sprache::N,jêzik,kel'
291,Stimme::N,glás,än'
292,Wort::N,beséda,sana
293,Zeichen::N,znák,znam
294,Ruf::N,klíc,kida
295,Ruf::N,klíc,kucund
296,Lärm::N,hrúp,judu
297,Lärm::N,trúšč,judu
298,Laut::N,glás,kulund
299,Ton::N,tón,kulund
300,Lied::N,pésem,pajo
301,Ruhe::N,pokòj,lebu
302,Leute::N,ljudjé,rahvaz
303,Volk::N,národ,rahvaz
304,Arbeit::N,délo,tö
305,Arbeit::N,délo,rad
306,Gast::N,gòst,adiv
307,Geschenk::N,darílo,lahj
308,Spiel::N,ígra,vänd
309,Gesellschaft::N,drúžba,sebr
310,Hilfe::N,pomóč,abu
311,Freund::N,prijátelj,sebranik
312,Kamerad::N,továriš,sebranik
313,Angelegenheit::N,zadéva,azj
314,Anzahl::N,števílo,lugu
315,Art::N,vŕsta,rod
316,Art::N,vŕsta,rodsugu
317,Stück::N,kós,pala
318,Stück::N,kós,supal
319,Teil::N,dél,pala
320,Hälfte::N,polovíca,pol'
321,Kreis::N,króg,ümbruz
322,Kreis::N,króg,kehkruz
323,Kreis::N,kolobár,ümbruz
324,Kreis::N,kolobár,kehkruz
325,Kreuz::N,kríž,rist
326,Linie::N,próga,pird
327,Strich::N,čŕta,pird
328,Abstand::N,preslédek,keskust
329,Entfernung::N,oddáljenost,matk
330,Gegend::N,kràj,taho
331,Gegend::N,dežêla,taho
332,Platz::N,prôstor,avaruz'
333,Ort::N,mésto,koht
334,Seite::N,bòk,pol'
335,Seite::N,bòk,kül'g
336,Seite::N,strán,pol'
337,Seite::N,strán,kül'g
338,Mitte::N,sredína,kesk
339,Gegenstand::N,prédmet,kalu
340,Sache::N,réč,azj
341,Sache::N,stvár,azj
342,Rand::N,kràj,röun
343,Kante::N,rób,röun
344,Ecke::N,vogál,saum
345,Spitze::N,óst,agjaine
346,Ende::N,kônec,agj
347,Loch::N,lúknja,reig
348,Winkel::N,kót,čoga
349,Winkel::N,kót,saum
350,Muster::N,vzórec,kirjam
351,Größe::N,veličína,suruz'
352,Länge::N,dolžína,piduz
353,Höhe::N,vršína,korktuz'
354,Gewicht::N,téža,jügu
355,Gewicht::N,téža,vedäduz
356,Menge::N,količína,äjüz'
357,Haufen::N,kùp,kogo
358,Haufen::N,kopíca,kogo
359,Reihe::N,níz,rivi
360,Reihe::N,vŕsta,rivi
361,Boot::N,čóln,veneh
362,Ruder::N,vêslo,air
363,Schlitten::N,saní,regi
364,Schlitten::N,saní,regut
365,Ski::N,smučí,suks'
366,Lagerfeuer::N,táborni ôgenj,nodj
367,Lagerfeuer::N,táborni ôgenj,pažag
368,Last::N,tôvor,jüguz
369,Gang::N,hòd,astund
370,Schritt::N,korák,hašk
371,Norden::N,séver,pohjoine
372,Süden::N,júg,suvi
373,Westen::N,zapàd,päivlaskm
374,Osten::N,vzhòd,päivnouzm
375,Holz::N,lés,pu
376,Brett::N,deskà,laud
377,Platte::N,plôča,keitim
378,Stütze::N,opóra,tugi
379,Stütze::N,zaslómba,tugi
380,Stange::N,gréd,arz'
381,Stock::N,pálica,kalu
382,Stab::N,pálica,seibaz
383,Rohr::N,cév,torv
384,Haus::N,híša,pert'
385,Heim::N,dóm,kodi
386,Ofen::N,péč,päč
387,Fußboden::N,pòd,lava
388,Tisch::N,míza,laud
389,Tisch::N,míza,stal'c
390,Stuhl::N,stòl,ištim
391,Wiege::N,zíbel,kätte
392,Bett::N,póstelja,sija
393,Bett::N,póstelja,magaduzsija
394,Regal::N,políca,palič
395,Kiste::N,zabòj,mülütim
396,Fenster::N,ôkno,ikun
397,Tür::N,vráta,uks'
398,Tor::N,velíka vráta,verai
399,Zaun::N,ográja,aid
400,Dach::N,stréha,katuz
401,Leiter::N,léstev,pordhad
402,Besen::N,mêtla,lud
403,Besen::N,mêtla,vast
404,Spaten::N,lopáta,labid
405,Schaufel::N,lopáta,labid
406,Gabel::N,vílice,hangoine
407,Löffel::N,žlíca,luzik
408,Messer::N,nòž,veič
409,Nagel::N,žebèlj,nagl
410,Netz::N,mréža,verk
411,Haken::N,kljúka,kouk
412,Griff::N,ročáj,kägä
413,Griff::N,ročáj,varz'
414,Griff::N,oprijèm,kägä
415,Griff::N,oprijèm,varz'
416,Schloss::N,ključávnica,lukkol
417,Bild::N,slíka,kuva
418,Figur::N,figúra,figur
419,Figur::N,postáva,figur
420,Puppe::N,lútka,tätüine
421,Beutel::N,môšnja,havad
422,Bündel::N,cúla,toppaz
423,Bündel::N,cúla,käč
424,Bündel::N,svéženj,toppaz
425,Bündel::N,svéženj,käč
426,Tasche::N,tórba,sumk
427,Tasche::N,tobôlec,sumk
428,Eimer::N,vêdro,vädr
429,Deckel::N,pokròv,katuz
430,Deckel::N,poklópec,katuz
431,Geschirr::N,posóda,astii
432,Sack::N,vréča,havad
433,Tasse::N,skodélica,čašk
434,Topf::N,lônec,pada
435,Kessel::N,kôtel,katil
436,Essen::N,hrána,sönd
437,Nahrung::N,živílo,söm
438,Speise::N,jéd,sömine
439,Fleisch::N,mesó,liha
440,Getreide::N,žíto,vill'
441,Brei::N,káša,pudr
442,Brot::N,krùh,leib
443,Scheibe::N,réženj,bibaleh
444,Scheibe::N,réženj,šlik
445,Fett::N,mást,razv
446,Fett::N,maščôba,razv
447,Butter::N,máslo,voi
448,Öl::N,ólje,voi
449,Salz::N,sól,sol
450,Suppe::N,júha,lem'
451,Suppe::N,júha,keitoz
452,Honig::N,méd,mezi
453,Milch::N,mléko,maid
454,Tee::N,čáj,čai
455,Leder::N,úsnje,nahk
456,Wolle::N,vólna,vill
457,Stoff::N,blagó,kangaz
458,Nadel::N,ígla,negl
459,Faden::N,nít,nit'
460,Knopf::N,gúmb,nübl'
461,Knoten::N,vôzel,sol'm
462,Farbe::N,bárva,muju
463,Kleidung::N,obléka,sobad
464,Hemd::N,srájca,paid
465,Kragen::N,ovrátnik,kagluz
466,Ärmel::N,rokáv,hijam
467,Hose::N,hláče,štanad
468,Gürtel::N,pás,vö
469,Mütze::N,kápa,šapuk
470,Mütze::N,čépica,šapuk
471,Schuh::N,čévelj,keng'
472,Stiefel::N,škórenj,sapug
473,Ring::N,pŕstan,rengaz
474,Band::N,trák,lentaine
475,Kamm::N,glavník,suga
476,Spiegel::N,zrcálo,zerkol
477,Spiegel::N,ogledálo,zerkol
478,Riemen::N,jêrmen,vö
479,Schnur::N,vŕvca,nor
480,Leine::N,konôpec,talutimnor
481,Decke::N,odéja,sijakatuz
482,Kissen::N,blazína,pöluz
483,Tuch::N,pŕt,paik
484,Tuch::N,rúta,paik
485,Handtuch::N,brisáča,käzipaik
486,Kraft::N,síla,vägi
487,Stärke::N,jákost,vahvuz'
488,Gesundheit::N,zdrávje,tervhuz
489,Krankheit::N,bolézen,läžund
490,Schmerz::N,ból,kibu
491,Schmerz::N,bolečína,kibu
492,Wunde::N,rána,čapatez
493,Fieber::N,vročína,säru
494,Arznei::N,lék,zel'l'
495,Arznei::N,zdravílo,zel'l'
496,Brücke::N,móst,sild
497,Brunnen::N,vodnják,kaiv
498,Weide::N,páša,omaluine
499,Pfad::N,stezà,tehut
500,Weg::N,pót,te
501,Straße::N,césta,te
502,Dorf::N,vás,külä
503,Stadt::N,mésto,lidn
504,Brief::N,písmo,kirjeine
505,Buch::N,knjíga,kirj
506,Buchstabe::N,čŕka,kirjam
507,Zeitung::N,čásnik,lehtez
508,Leben::N,življênje,elo
509,Tod::N,smŕt,surm
510,Grab::N,gròb,kaum
511,Kirche::N,cérkev,jumalanpert'
512,Sünde::N,gréh,grähk
513,Gott::N,bóg,jumal
514,Arbeiter::N,délavec,radnik
515,Chef::N,šéf,pämez'
516,Meister::N,mójster,mastar
517,Arzt::N,zdravník,lekar'
518,Lehrer::N,učítelj,opendai
519,Geld::N,denár,rahad
520,Geschäft::N,kupčíja,biznes
521,Laden::N,trgovína,lauk
522,Preis::N,céna,arv
523,Ware::N,róba,tavar
524,Nutzen::N,príd,liža
525,Reichtum::N,bogástvo,kodielo
526,Reichtum::N,bogástvo,kal'huz'
527,Welt::N,svét,mail'm
528,Land::N,dežêla,ma
529,Staat::N,držáva,valdkund
530,König::N,králj,kunigaz
531,Macht::N,oblást,vald
532,Grenze::N,mêja,röun
533,Krieg::N,vôjna,soda
534,Feind::N,sovrážnik,vihanik
535,Feind::N,sovrážnik,vastustai
536,Gewalt::N,nasílje,vägivald
537,Kampf::N,bòj,tora
538,Kampf::N,bórba,tora
539,Bogen[Waffe]::N,lók,taug
540,Pfeil::N,puščíca,nol
541,Gewehr::N,púška,oružj
542,Fehler::N,zmóta,viga
543,Lüge::N,láž,kelastuz
544,Schaden::N,okvára,pahuz'
545,Unglück::N,nesréča,bed
546,Unglück::N,nesréča,gor'a
547,Schuld::N,krívda,värhuz'
548,Alter::N,dôba,igä
549,Schluss::N,kônec,lop
550,Zeit::N,čàs,aig
551,Tag::N,dán,päiv
552,Morgen::N,jútro,homendez
553,Mittag::N,póldan,keskpäiv
554,Abend::N,večér,eht
555,Nacht::N,nóč,ö
556,Woche::N,téden,nedal'
557,Monat::N,mésec,ku
558,Jahr::N,léto,voz'
559,Frühling::N,pomlád,keväz'
560,Sommer::N,polétje,keza
561,Herbst::N,jesén,sügüz'
562,Winter::N,zíma,tal'v
563,Januar::N,jánuar,viluku
564,Februar::N,fébruar,uhoku
565,März::N,márec,keväz'ku
566,April::N,apríl,sulaku
567,Mai::N,máj,semendku
568,Juni::N,júnij,kezaku
569,Juli::N,júlij,heinku
570,August::N,avgúst,eloku
571,September::N,septêmber,sügüz'ku
572,Oktober::N,október,reduku
573,November::N,novêmber,kül'mku
574,Dezember::N,decémber,tal'vku
575,Montag::N,ponedéljek,ezmärg
576,Dienstag::N,tôrek,tožnarg
577,Mittwoch::N,sréda,koumanz'päiv
578,Donnerstag::N,četŕtek,nellänz'päiv
579,Freitag::N,pétek,pätnič
580,Freitag::N,pétek,videnz'päiv
581,Samstag::N,sobóta,sobat
582,Sonntag::N,nedélja,pühäpäiv
583,groß::A,vêlik,sur'
584,groß::A,vêlik,järed
585,klein::A,májhen,pen'
586,klein::A,májhen,pičuine
587,lang::A,dólg,pit'k
588,kurz::A,krátek,lühüd
589,breit::A,širòk,leved
590,schmal::A,ózek,kaid
591,dicht::A,góst,tihed
592,dick[Gegenstand]::A,dêbel,paks
593,dünn::A,tánek,hoik
594,fein::A,drôben,hen
595,fest::A,tŕden,luja
596,fest::A,tŕden,ninev
597,flach::A,plán,lapak
598,flach::A,plòsk,lapak
599,glatt::A,gládek,siled
600,hart::A,tŕd,kova
601,weich::A,mehák,pehmed
602,rund::A,okrógel,kehker
603,spitz::A,šílast,nügu
604,spitz::A,šílast,terav
605,scharf::A,óster,terav
606,stumpf::A,tóp,tül'c
607,stumpf::A,skŕhan,tül'c
608,schwer::A,têžek,jüged
609,schön::A,lép,čoma
610,schön::A,krásen,čoma
611,heiß::A,vròč,räk
612,warm::A,tôpel,läm'
613,kalt::A,mŕzel,vilu
614,kalt::A,hláden,vilu
615,kühl::A,hláden,raibak
616,kühl::A,hláden,viluhk
617,frisch::A,svéž,lahed
618,feucht::A,vlážen,neps
619,feucht::A,vlážen,toreh
620,nass::A,móker,märg
621,trocken::A,súh,kuiv
622,voll::A,póln,täuz'
623,leer::A,prázen,joudai
624,offen::A,odpŕt,avoin
625,offen::A,odpŕt,avol'jaine
626,geschlossen::A,zapŕt,saubaline
627,sauber::A,číst,puhtaz
628,sauber::A,líčen,puhtaz
629,schmutzig::A,umázan,redukaz
630,roh::A,suròv,rohk
631,roh::A,suròv,toreh
632,reif::A,zrèl,küps
633,lecker::A,okúsen,magukaz
634,süß::A,sládek,maged
635,bitter::A,grenák,karged
636,sauer::A,kísel,muiged
637,hell::A,svetèl,kirkas
638,hell::A,svetèl,valgei
639,dunkel::A,temèn,pimed
640,schwarz::A,čŕn,must
641,weiß::A,bél,vauged
642,rot::A,rdèč,rusked
643,gelb::A,žólt,pakuine
644,gelb::A,rumèn,pakuine
645,blau::A,móder,sinine
646,grün::A,zelèn,vihand
647,grau::A,sív,hahk
648,bunt::A,písan,kirjav
649,billig::A,pocéni,odav
650,teuer::A,drág,kalliž
651,wertvoll::A,dragocén,arvokas
652,blind::A,slép,soged
653,taub::A,glúh,kurdiž
654,kräftig::A,močán,vägev
655,stark::A,ják,vahv
656,stark::A,ják,vägekaz
657,schwach::A,šíbek,väll'
658,fett::A,dêbel,razvakaz
659,schlank::A,vítek,kapos
660,hübsch::A,lép,čoma
661,böse::A,zèl,äred
662,böse::A,zèl,käred
663,böse::A,hudôben,äred
664,böse::A,hudôben,käred
665,dumm::A,glúp,el'getoi
666,dumm::A,bédast,el'getoi
667,faul::A,lén,lašk
668,fleißig::A,marljív,radonnavedii
669,geizig::A,škŕt,ažlak
670,klug::A,pámeten,melev
671,klug::A,pámeten,melekaz
672,geschickt::A,spréten,mahtokaz
673,lieb::A,míl,izo
674,lieb::A,míl,sula
675,lieb::A,ljúb,izo
676,lieb::A,ljúb,sula
677,lustig::A,vesél,ilokaz
678,sanft::A,láhek,laskav
679,hungrig::A,láčen,näl'ghine
680,krank::A,bolán,läžui
681,nackt::A,nág,alastoi
682,traurig::A,túžen,opalahine
683,lebendig::A,žív,eläb
684,gut::A,dóber,hüvä
685,schlecht::A,malopríden,huba
686,richtig::A,pravílen,oiged
687,schlimm::A,húd,paha
688,wahr::A,resníčen,todesine
689,alt::A,stàr,vanh
690,neu::A,nòv,uz'
691,ehemalig::A,nekdánji,edeline
692,alt[Lebewesen]::A,stàr,ravaz
693,jung::A,mlád,nor'
694,arm::A,ubóg,gol'l'
695,arm::A,réven,gol'l'
696,reich::A,bogàt,elokaz
697,bekannt::A,znán,tutab
698,berühmt::A,sláven,tetab
699,berühmt::A,znamenít,tetab
700,fremd::A,túj,veraz
701,verschieden::A,razlíčen,erazvuitte
702,nah::A,blížnji,läheline
703,fern::A,dáleč,edahaine
704,linker::A,lévi,hura
705,rechter::A,désni,oiged
706,anderer::A,drúgi,toine
707,erster::A,pŕvi,ezmäine
708,zweiter::A,drúgi,toine
709,dritter::A,trétji,koumanz'
710,letzter::A,poslédnji,jäl'gmäine
711,allein::ADV,sám,üksnäze
712,auf einmal::ADV,obênem,ühten aigan
713,zusammen::ADV,skúpaj,ühtes
714,lange::ADV,dólgo,hätken
715,plötzlich::ADV,náglo,äkkid
716,plötzlich::ADV,nenádoma,äkkid
717,sofort::ADV,prècej,kerdalaz
718,später::ADV,poznêje,möhemba
719,jetzt::ADV,zdàj,nügüd'
720,heute::ADV,dánes,tämbei
721,morgen::ADV,jútri,homen
722,bald::ADV,kmálu,pigai
723,dann::ADV,nató,sid'
724,gestern::ADV,včéraj,eglai
725,einst::ADV,nékdaj,ende
726,einst::ADV,nékdaj,kerdan
727,damals::ADV,tedàj,siloi
728,damals::ADV,takràt,siloi
729,danach::ADV,potèm,sid'
730,vorher::ADV,poprèj,ende
731,zuerst::ADV,spŕva,ezmäi
732,einmal::ADV,ênkrat,kerdan
733,manchmal::ADV,včásih,erašti
734,oft::ADV,pogósto,paksus
735,immer::ADV,védno,kaiken
736,immer::ADV,zméraj,kaiken
737,niemals::ADV,nikdàr,ei nikonz
738,hier::ADV,tù,täs
739,hier::ADV,tù,tägä
740,hier::ADV,túkaj,täs
741,hier::ADV,túkaj,tägä
742,hierhin::ADV,sèmkaj,tänna
743,von hier::ADV,od tú,täspäi
744,von hier::ADV,od tú,sid'päi
745,dort::ADV,tàm,sigä
746,dorthin::ADV,tjà,sinna
747,dorthin::ADV,tjà,nakkale
748,geradeaus::ADV,rávno napréj,kohtha
749,vorwärts::ADV,napréj,edehe
750,rückwärts::ADV,zádaj,sel'gin
751,zurück::ADV,nazáj,tagaze
752,unten::ADV,dôli,alahan
753,unten::ADV,spôdaj,alahan
754,hinab::ADV,dôl,alaz
755,hinab::ADV,dôl,alahaks
756,oben::ADV,gôri,ülähän
757,oben::ADV,zgôraj,ülähän
758,hinauf::ADV,gôr,ülez
759,hinauf::ADV,gôr,ülähäks
760,überall::ADV,povsód,kaikjal
761,nicht::ADV,ne,ei
762,ein wenig::ADV,málo,vähän
763,kaum::ADV,kómaj,habi
764,sehr::ADV,zeló,lujas
765,so::ADV,takó,muga
766,so::ADV,takó,ninga
767,noch::ADV,še,völ
768,nur::ADV,samó,järg
769,nur::ADV,samó,vaiše
770,schon::ADV,žè,jo
771,wieder::ADV,spét,möst
772,vergebens::ADV,zamàn,uhtei
773,vergebens::ADV,zastónj,uhtei
774,vor::PRP,pred,edes
775,hinter::PRP,za,taga
776,unter::PRP,pod,al
777,durch::PRP,skózi,läbi
778,durch::PRP,skózi,kal't
779,neben::PRP,kràj,rindal
780,neben::PRP,póleg,rindal
781,zwischen::PRP,med,keskes
782,zwischen::PRP,izmed,keskes
783,wegen::PRP,zarádi,tagut
784,dies::PRN,tó,nece
785,das::PRN,tó,se
786,alles::PRN,vsè,kaik
787,ich::PRN,jàz,minä
788,du::PRN,tí,sinä
789,er::PRN,òn,hän
790,wir::PRN,mí,mö
791,ihr::PRN,ví,tö
792,sie::PRN,ôni,hö
793,was::FPRN,káj,mi
794,wer::FPRN,kdó,ken
795,wo::FADV,kjé,kus
796,wohin::FADV,kám,kuna
797,wie::FADV,kakó,kut
798,wie::FADV,kakó,mit'
799,warum::FADV,zakáj,mikš
800,wieviel::FNUM,kóliko,äjak
801,wieviel::FNUM,kóliko,kuverz'
802,eins::NUM,êden,üks'
803,zwei::NUM,dvá,kaks'
804,drei::NUM,trí,koume
805,vier::NUM,štíri,nel'l'
806,fünf::NUM,pét,viž
807,sechs::NUM,šést,kuz'
808,sieben::NUM,sédem,seičeme
809,acht::NUM,ósem,kahesa
810,neun::NUM,devét,ühesa
811,zehn::NUM,desét,kümne
812,elf::NUM,enájst,üks'toštkümne
