,Concept_ID,tt,is
63,Geruch::N,ис,lykt
64,Schlaf::N,йокы,svefn
65,Traum::N,төш,draumur
66,Himmel::N,күк,himinn
67,Sonne::N,кояш,sól
68,Mond::N,ай,tungl
69,Stern::N,йолдыз,stjarna
70,Luft::N,һава,loft
71,Wind::N,җил,vindur
72,Welle::N,дулкын,alda
73,Welle::N,дулкын,bylgja
74,Wasser::N,су,vatn
75,Stein::N,таш,steinn
76,Boden::N,туфрак,botn
77,Erde::N,җир,jörð
78,Staub::N,тузан,ryk
79,Staub::N,тузан,duft
80,Rauch::N,төтен,reykur
81,Funke::N,очкын,neisti
82,Feuer::N,ут,eldur
83,Licht::N,якты,ljós
84,Schatten::N,күләгә,skuggi
85,Wetter::N,һава,veður
86,Nebel::N,томан,þoka
87,Wolke::N,болыт,ský
88,Regen::N,яңгыр,regn
89,Schnee::N,кар,snjór
90,Eis::N,боз,ís
91,Frost::N,суык,frost
92,Frost::N,салкын,frost
93,Kälte::N,суык,kuldi
94,Kälte::N,салкын,kuldi
95,Hitze::N,эсселек,hiti
96,Raureif::N,бәс,hrím
97,Raureif::N,сыкы,hrím
98,Regenbogen::N,салават күпере,regnbogi
99,Donner::N,күкрәү,þruma
100,Strömung::N,агыш'агым,straumur
101,Tropfen::N,тамчы,dropi
102,Schaum::N,күбек,froða
103,Schmutz::N,пычрак,óhreinindi
104,See::N,күл,stöðuvatn
105,Sumpf::N,саз,fen
106,Moor::N,торфлык,mýri
107,Wiese::N,болын,engi
108,Wald::N,урман,skógur
109,Hügel::N,калку,hæð
110,Hügel::N,калку,hóll
111,Anhöhe::N,үр,hæð
112,Anhöhe::N,үр,hóll
113,Berg::N,тау,fell
114,Berg::N,тау,fjall
115,Gipfel::N,оч,tindur
116,Höhle::N,мәгарә,hellir
117,Abhang::N,кабырга,hlíð
118,Abhang::N,кабырга,brekka
119,Quelle::N,чишмә,lind
120,Quelle::N,чишмә,uppspretta
121,Bach::N,елга,lækur
122,Fluss::N,дәрья,á
123,Fluss::N,дәрья,fljót
124,Ufer::N,су кырые,árbakki
125,Ufer::N,су кырые,sjávarbakki
126,Küste::N,яр буе,strönd
127,Festland::N,коры җир,meginland
128,Meer::N,диңгез,haf
129,Meer::N,диңгез,sjór
130,Bucht::N,бухта,vík
131,Bucht::N,култык,vík
132,Insel::N,атау,eyja
133,Insel::N,утрау,eyja
134,Blume::N,чәчкә,blóm
135,Gras::N,үлән,gras
136,Wurzel::N,тамыр,rót
137,Baum::N,агач,tré
138,Stamm::N,кәүсә,stofn
139,Rinde::N,кабык,börkur
140,Ast::N,ботак,grein
141,Zweig::N,ботак,angi
142,Zweig::N,ботак,kvistur
143,Zweig::N,тармак,angi
144,Zweig::N,тармак,kvistur
145,Blatt::N,яфрак,blað
146,Birke::N,каен,birki
147,Kiefer[Baum]::N,нарат,fura
148,Weide[Baum]::N,тал,víðir
149,Tanne::N,чыршы,greni
150,Horn::N,мөгез,horn
151,Feder::N,йон,fjöður
152,Fell::N,тире,skinn
153,Flügel::N,канат,vængur
154,Klaue::N,тырнак,kló
155,Kralle::N,тырнак,kló
156,Schwanz::N,койрык,rófa
157,Schwanz::N,койрык,skott
158,Ei::N,күкәй,egg
159,Ei::N,йомырка,egg
160,Nest::N,оя,hreiður
161,Bau::N,өн,greni
162,Bau::N,өн,bæli
163,Tier::N,хайван,dýr
164,Herde::N,көтү,hjörð
165,Kuh::N,сыер,kýr
166,Bulle::N,үгез,boli
167,Pferd::N,ат,hestur
168,Schaf::N,сарык,kind
169,Schwein::N,дуңгыз,svín
170,Hund::N,эт,hundur
171,Katze::N,песи,köttur
172,Bär::N,аю,björn
173,Eichhörnchen::N,тиен,íkorni
174,Elch::N,поши,elgur
175,Fuchs::N,төлке,refur
176,Hase::N,куян,héri
177,Maus::N,тычкан,mús
178,Wolf::N,бүре,úlfur
179,Vogel::N,кош,fugl
180,Schwarm::N,көтү,sægur
181,Huhn::N,тавык,hæna
182,Hahn::N,әтәч,hani
183,Gans::N,каз,gæs
184,Adler::N,каракош,örn
185,Ente::N,үрдәк,önd
186,Eule::N,ябалак,uggla
187,Kranich::N,торна,trana
188,Krähe::N,карга,kráka
189,Kuckuck::N,күке,gaukur
190,Kuckuck::N,кәккүк,gaukur
191,Schwan::N,аккош,svanur
192,Fisch::N,балык,fiskur
193,Barsch::N,алабуга,aborri
194,Hecht::N,чуртан,gedda
195,Schlange[Tier]::N,елан,naðra
196,Wurm::N,корт,ormur
197,Spinne::N,үрмәкүч,kónguló
198,Ameise::N,кырмыска,maur
199,Laus::N,бет,lús
200,Mücke::N,черки,mý
201,Mücke::N,черки,mýfluga
202,Mücke::N,озынборын,mý
203,Mücke::N,озынборын,mýfluga
204,Fliege::N,чебен,fluga
205,Schmetterling::N,күбәләк,fiðrildi
206,Beere::N,җиләк,ber
207,Apfel::N,алма,epli
208,Pilz::N,гөмбә,sveppur
209,Zwiebel::N,суган,laukur
210,Zwiebel::N,суганбаш,laukur
211,Saat::N,орлык,fræ
212,Saat::N,орлык,útsæði
213,Korn::N,иген,korn
214,Korn::N,орлык,korn
215,Heu::N,печән,hey
216,Schale::N,кабык,hýði
217,Grube::N,баз,gryfja
218,Grube::N,чокыр,gryfja
219,Falle::N,тозак,gildra
220,Falle::N,капкын,gildra
221,Schlinge::N,элмәк,snara
222,Spur::N,эз,spor
223,Asche::N,көл,aska
224,Dreck::N,пычрак,óþverri
225,Eisen::N,тимер,járn
226,Gold::N,алтын,gull
227,Silber::N,көмеш,silfur
228,Kohle::N,күмер,kol
229,Glas::N,пыяла,gler
230,Lehm::N,балчык,leir
231,Sand::N,ком,sandur
232,Mensch::N,адәм,maður
233,Mensch::N,адәм,manneskja
234,Mensch::N,инсан,maður
235,Mensch::N,инсан,manneskja
236,Mann::N,ир,maður
237,Mann::N,ир,karlmaður
238,Frau::N,хатын,kona
239,Kind::N,бала,barn
240,Kind::N,бала,krakki
241,Junge::N,малай,drengur
242,Mädchen::N,кыз,stelpa
243,Familie::N,гаилә,fjölskylda
244,Großvater::N,бабай,afi
245,Großmutter::N,әби,amma
246,Eltern::N,ата-ана,foreldrar
247,Vater::N,ата,faðir
248,Mutter::N,ана,móðir
249,Sohn::N,ул,sonur
250,Tochter::N,кыз,dóttir
251,Bruder::N,кардәш,bróðir
252,Schwester::N,апа,systir
253,Schwester::N,сеңел,systir
254,Onkel::N,дәдә,föðurbróðir
255,Onkel::N,дәдәй,föðurbróðir
256,Tante::N,түти,frænka
257,Tante::N,түти,móðursystir
258,Tante::N,тәтәй,frænka
259,Tante::N,тәтәй,móðursystir
260,Ehemann::N,ир,eiginmaður
261,Ehefrau::N,хатын,eiginkona
262,Freude::N,сөенеч,gleði
263,Gelächter::N,көлү,hlátur
264,Gelächter::N,көлеш,hlátur
265,Glück::N,бәхет,gæfa
266,Kummer::N,хәсрәт,sorg
267,Wunsch::N,теләк,ósk
268,Lust::N,теләк,fýsn
269,Lust::N,теләк,löngun
270,Lust::N,теләү,fýsn
271,Lust::N,теләү,löngun
272,Geist::N,рух,andi
273,Gedanke::N,уй,hugsun
274,Gedanke::N,фикер,hugsun
275,Gedächtnis::N,хәтер,minni
276,Verstand::N,акыл,vit
277,Sinn::N,мәгънә,merking
278,Grund::N,сәбәп,ástæða
279,Wahrheit::N,хак,sannleikur
280,Gespräch::N,әңгәмә,samtal
281,Märchen::N,әкият,ævintýri
282,Erzählung::N,хикәя,saga
283,Nachricht::N,хәбәр,frétt
284,Neuigkeit::N,яңалык,frétt
285,Name::N,исем,nafn
286,Rätsel::N,табышмак,gáta
287,Rede::N,нотык,ræða
288,Sprache::N,тел,mál
289,Sprache::N,тел,tungumál
290,Stimme::N,тавыш,rödd
291,Wort::N,сүз,orð
292,Zeichen::N,ишарә,tákn
293,Zeichen::N,ишарә,merki
294,Ruf::N,дәшү,kall
295,Lärm::N,шау,hávaði
296,Laut::N,аваз,hljóð
297,Ton::N,шалтырату,tónn
298,Lied::N,җыр,ljóð
299,Lied::N,җыр,söngur
300,Ruhe::N,тынлык,ró
301,Ruhe::N,тынлык,kyrrð
302,Leute::N,халык,fólk
303,Volk::N,халык,þjóð
304,Arbeit::N,эш,vinna
305,Arbeit::N,хезмәт,vinna
306,Gast::N,кунак,gestur
307,Geschenk::N,бүләк,gjöf
308,Spiel::N,уен,leikur
309,Gesellschaft::N,җәмгыять,selskapur
310,Hilfe::N,ярдәм,hjálp
311,Hilfe::N,булышлык,hjálp
312,Freund::N,дус,vinur
313,Kamerad::N,иптәш,félagi
314,Angelegenheit::N,эш,mál
315,Angelegenheit::N,эш,málefni
316,Anzahl::N,микъдар,tala
317,Anzahl::N,микъдар,fjöldi
318,Art::N,төр,tegund
319,Stück::N,кисәк,biti
320,Stück::N,кисәк,stykki
321,Teil::N,өлеш,hluti
322,Teil::N,өлеш,partur
323,Hälfte::N,ярым,helmingur
324,Kreis::N,түгәрәк,hringur
325,Kreuz::N,хач,kross
326,Kreuz::N,хач,krossmark
327,Kreuz::N,тәре,kross
328,Kreuz::N,тәре,krossmark
329,Linie::N,сызык,lína
330,Strich::N,сызык,strik
331,Abstand::N,ара,millibil
332,Entfernung::N,ераклык,fjarlægð
333,Gegend::N,урын,hérað
334,Platz::N,бушлык,pláss
335,Ort::N,урын,staður
336,Seite::N,як,hlið
337,Mitte::N,урта,miðja
338,Gegenstand::N,нәрсә,hlutur
339,Sache::N,нәрсә,mál
340,Rand::N,чит,brún
341,Kante::N,кырый,rönd
342,Ecke::N,почмак,horn
343,Spitze::N,оч,oddur
344,Ende::N,азак,endi
345,Loch::N,тишек,gat
346,Loch::N,тишек,hola
347,Winkel::N,почмак,skot
348,Winkel::N,почмак,krókur
349,Muster::N,парча,munstur
350,Größe::N,зурлык,stærð
351,Länge::N,озынлык,lengd
352,Höhe::N,биеклек,hæð
353,Gewicht::N,авырлык,vigt
354,Gewicht::N,авырлык,þyngd
355,Menge::N,микъдар,magn
356,Haufen::N,өем,hrúga
357,Haufen::N,өем,haugur
358,Reihe::N,рәт,röð
359,Boot::N,каек,bátur
360,Boot::N,көймә,bátur
361,Ruder::N,ишкәк,ár
362,Schlitten::N,чана,sleði
363,Ski::N,чаңгы,skíði
364,Lagerfeuer::N,костёр,varðeldur
365,Last::N,йөк,byrði
366,Last::N,йөк,farmur
367,Gang::N,йөреш,ganga
368,Schritt::N,адым,skref
369,Norden::N,төньяк,norður
370,Süden::N,көньяк,suður
371,Westen::N,көнбатыш,vestur
372,Osten::N,шәрык,austur
373,Osten::N,көнчыгыш,austur
374,Holz::N,агач,viður
375,Brett::N,такта,fjöl
376,Platte::N,плитә,flötur
377,Stütze::N,таяу,stoð
378,Stange::N,колга,stöng
379,Stock::N,таяк,prik
380,Stock::N,таяк,stafur
381,Stab::N,таяк,prik
382,Stab::N,таяк,stafur
383,Rohr::N,торба,rör
384,Rohr::N,торба,pípa
385,Haus::N,өй,hús
386,Haus::N,йорт,hús
387,Heim::N,гаилә,heimili
388,Heim::N,нәсел,heimili
389,Ofen::N,мич,ofn
390,Fußboden::N,идән,gólf
391,Tisch::N,өстәл,borð
392,Stuhl::N,утыргыч,stóll
393,Wiege::N,бишек,vagga
394,Bett::N,ятак,rúm
395,Bett::N,ятак,hvíla
396,Bett::N,урын-җир,rúm
397,Bett::N,урын-җир,hvíla
398,Regal::N,киштә,hilla
399,Regal::N,шүрлек,hilla
400,Kiste::N,әрҗә,kassi
401,Fenster::N,тәрәзә,gluggi
402,Tür::N,ишек,dyr
403,Tür::N,ишек,hurð
404,Tor::N,капка,hlið
405,Zaun::N,койма,girðing
406,Zaun::N,койма,limgarður
407,Dach::N,түбә,þak
408,Leiter::N,баскыч,stigi
409,Besen::N,себерке,sópur
410,Spaten::N,көрәк,spaði
411,Schaufel::N,көрәк,skófla
412,Gabel::N,чәннечке,gaffall
413,Löffel::N,кашык,skeið
414,Messer::N,пычак,hnífur
415,Nagel::N,кадак,nögl
416,Netz::N,челтәр,net
417,Haken::N,ыргак,krókur
418,Griff::N,тотка,tak
419,Schloss::N,йозак,lás
420,Bild::N,рәсем,mynd
421,Bild::N,картина,mynd
422,Figur::N,сын,stytta
423,Figur::N,фигура,stytta
424,Puppe::N,курчак,brúða
425,Beutel::N,луза,poki
426,Beutel::N,луза,baggi
427,Bündel::N,бәйләм,böggull
428,Tasche::N,букча,veski
429,Eimer::N,чиләк,fata
430,Deckel::N,капкач,lok
431,Geschirr::N,савыт-саба,leirtau
432,Geschirr::N,кашык-аяк,leirtau
433,Sack::N,капчык,sekkur
434,Tasse::N,чынаяк,bolli
435,Topf::N,чүлмәк,pottur
436,Kessel::N,казан,ketill
437,Essen::N,ашау,matur
438,Nahrung::N,азык,fæða
439,Nahrung::N,тәгам,fæða
440,Nahrung::N,ашамлык,fæða
441,Speise::N,ризык,réttur
442,Speise::N,ризык,matarréttur
443,Fleisch::N,ит,kjöt
444,Getreide::N,ашлык,korn
445,Brei::N,ботка,grautur
446,Brot::N,ипи,brauð
447,Brot::N,икмәк,brauð
448,Scheibe::N,телем,sneið
449,Fett::N,май,fita
450,Butter::N,май,smjör
451,Öl::N,май,olía
452,Salz::N,тоз,salt
453,Suppe::N,шулпа,súpa
454,Honig::N,бал,hunang
455,Milch::N,сөт,mjólk
456,Tee::N,чәй,te
457,Leder::N,күн,skinn
458,Wolle::N,йон,ull
459,Stoff::N,тукыма,dúkur
460,Nadel::N,энә,nál
461,Faden::N,җеп,þráður
462,Knopf::N,төймә,tala
463,Knopf::N,төймә,hnappur
464,Knoten::N,төен,hnútur
465,Farbe::N,буяу,málning
466,Kleidung::N,кием,búningur
467,Kleidung::N,кием,klæðnaður
468,Hemd::N,күлмәк,skyrta
469,Kragen::N,яка,kragi
470,Kragen::N,яка,flibbi
471,Ärmel::N,җиң,ermi
472,Hose::N,чалбар,buxur
473,Gürtel::N,билбау,belti
474,Mütze::N,бүрек,húfa
475,Schuh::N,башмак,skór
476,Stiefel::N,итек,stígvél
477,Ring::N,балдак,hringur
478,Band::N,тасма,band
479,Kamm::N,тарак,greiða
480,Spiegel::N,көзге,spegill
481,Riemen::N,каеш,ól
482,Riemen::N,каеш,reim
483,Schnur::N,бау,snúra
484,Leine::N,тезген,band
485,Decke::N,юрган,teppi
486,Kissen::N,мендәр,koddi
487,Tuch::N,яулык,klútur
488,Handtuch::N,сөлгә,þurrka
489,Handtuch::N,сөлгә,handklæði
490,Kraft::N,егәр,afl
491,Kraft::N,егәр,kraftur
492,Kraft::N,дәрман,afl
493,Kraft::N,дәрман,kraftur
494,Stärke::N,көч,styrkur
495,Stärke::N,дәрман,styrkur
496,Gesundheit::N,саулык,heilsa
497,Gesundheit::N,саулык,heilbrigði
498,Krankheit::N,чир,sjúkdómur
499,Krankheit::N,хаста,sjúkdómur
500,Krankheit::N,сырхау,sjúkdómur
501,Schmerz::N,авырту,sársauki
502,Wunde::N,яра,sár
503,Wunde::N,җәрәхәт,sár
504,Fieber::N,бизгәк,hitasótt
505,Arznei::N,дару,lyf
506,Brücke::N,күпер,brú
507,Brunnen::N,кое,brunnur
508,Weide::N,утлавык,hagi
509,Pfad::N,сукмак,stígur
510,Weg::N,юл,vegur
511,Straße::N,урам,gata
512,Straße::N,урам,stræti
513,Dorf::N,авыл,þorp
514,Stadt::N,шәһәр,borg
515,Brief::N,хат,bréf
516,Buch::N,китап,bók
517,Buchstabe::N,хәреф,bókstafur
518,Zeitung::N,газет,dagblað
519,Zeitung::N,газета,dagblað
520,Leben::N,гомер,líf
521,Leben::N,тормыш,líf
522,Leben::N,тереклек,líf
523,Tod::N,үлем,dauði
524,Grab::N,гүр,gröf
525,Grab::N,кабер,gröf
526,Kirche::N,чиркәү,kirkja
527,Sünde::N,язык,synd
528,Sünde::N,гөнаһ,synd
529,Gott::N,алла,guð
530,Gott::N,ходай,guð
531,Arbeiter::N,эшче,verkamaður
532,Chef::N,башлык,yfirmaður
533,Meister::N,оста,meistari
534,Arzt::N,врач,læknir
535,Arzt::N,табиб,læknir
536,Lehrer::N,укытучы,kennari
537,Lehrer::N,мөгаллим,kennari
538,Geld::N,акча,peningar
539,Geschäft::N,эш,viðskipti
540,Laden::N,кибет,búð
541,Laden::N,кибет,verslun
542,Laden::N,магазин,búð
543,Laden::N,магазин,verslun
544,Preis::N,бәя,verð
545,Preis::N,бәһа,verð
546,Ware::N,товар,vara
547,Nutzen::N,файда,gagn
548,Reichtum::N,байлык,auður
549,Welt::N,дөнья,veröld
550,Land::N,ил,land
551,Staat::N,дәүләт,ríki
552,König::N,патша,konungur
553,Macht::N,хакимият,vald
554,Grenze::N,чик,landamæri
555,Krieg::N,сугыш,stríð
556,Feind::N,дошман,fjandmaður
557,Gewalt::N,көчләү,ofbeldi
558,Kampf::N,көрәш,bardagi
559,Bogen[Waffe]::N,җәя,bogi
560,Pfeil::N,ук,ör
561,Gewehr::N,мылтык,byssa
562,Fehler::N,хата,villa
563,Lüge::N,ялган,lygi
564,Schaden::N,зыян,skemmd
565,Schaden::N,зарар,skemmd
566,Unglück::N,бәла,óhamingja
567,Schuld::N,гаеп,sök
568,Alter::N,яшь,aldur
569,Schluss::N,ахыр,lok
570,Schluss::N,ахыр,endir
571,Zeit::N,заман,tími
572,Tag::N,көн,dagur
573,Morgen::N,иртә,morgunn
574,Mittag::N,өйлә,hádegi
575,Abend::N,кич,kvöld
576,Nacht::N,төн,nótt
577,Woche::N,атна,vika
578,Monat::N,ай,mánuður
579,Jahr::N,ел,ár
580,Frühling::N,яз,vor
581,Sommer::N,җәй,sumar
582,Herbst::N,көз,haust
583,Winter::N,кыш,vetur
584,Januar::N,гыйнвар,janúar
585,Februar::N,февраль,február
586,März::N,март,mars
587,April::N,апрель,apríl
588,Mai::N,май,maí
589,Juni::N,июнь,júní
590,Juli::N,июль,júlí
591,August::N,август,ágúst
592,September::N,сентябрь,september
593,Oktober::N,октябрь,október
594,November::N,ноябрь,nóvember
595,Dezember::N,декабрь,desember
596,Montag::N,дүшәмбе,mánudagur
597,Dienstag::N,сишәмбе,þriðjudagur
598,Mittwoch::N,чәршәмбе,miðvikudagur
599,Donnerstag::N,атнакич,fimmtudagur
600,Donnerstag::N,пәнҗешәмбе,fimmtudagur
601,Freitag::N,җомга,föstudagur
602,Samstag::N,шимбә,laugardagur
603,Sonntag::N,якшәмбе,sunnudagur
604,groß::A,зур,stór
605,klein::A,кечкенә,lítill
606,lang::A,озын,langur
607,kurz::A,кыска,stuttur
608,breit::A,киң,breiður
609,schmal::A,кысык,mjór
610,dicht::A,куе,þéttur
611,dick[Gegenstand]::A,калын,þykkur
612,dünn::A,нечкә,þunnur
613,fein::A,нәзакәтле,fíngerður
614,fest::A,нык,fastur
615,flach::A,яссы,flatur
616,flach::A,ялпак,flatur
617,glatt::A,шома,háll
618,glatt::A,шома,sléttur
619,hart::A,каты,harður
620,weich::A,йомшак,mjúkur
621,rund::A,түгәрәк,kringlóttur
622,spitz::A,очлы,oddhvass
623,scharf::A,үткен,beittur
624,stumpf::A,үтмәс,bitlaus
625,schwer::A,салмак,þungur
626,schön::A,гүзәл,fagur
627,schön::A,гүзәл,fallegur
628,heiß::A,эссе,heitur
629,warm::A,җылы,hlýr
630,warm::A,җылы,heitur
631,kalt::A,суык,kaldur
632,kalt::A,салкын,kaldur
633,kühl::A,салкынча,svalur
634,frisch::A,салкынча,frískur
635,feucht::A,юеш,rakur
636,feucht::A,юеш,þvalur
637,nass::A,дымлы,votur
638,nass::A,дымлы,blautur
639,trocken::A,коры,þurr
640,voll::A,тулы,fullur
641,leer::A,буш,tómur
642,offen::A,ачык,opinn
643,geschlossen::A,йомык,lokaður
644,sauber::A,пакь,þrifinn
645,sauber::A,чиста,þrifinn
646,schmutzig::A,керле,óhreinn
647,schmutzig::A,керле,sóðalegur
648,schmutzig::A,пычрак,óhreinn
649,schmutzig::A,пычрак,sóðalegur
650,roh::A,чи,hrár
651,reif::A,өлгергән,þroskaður
652,lecker::A,тәмле,ljúffengur
653,süß::A,татлы,sætur
654,bitter::A,ачы,beiskur
655,sauer::A,әче,súr
656,hell::A,якты,bjartur
657,dunkel::A,кара,dimmur
658,schwarz::A,кара,svartur
659,weiß::A,ак,hvítur
660,rot::A,кызыл,rauður
661,gelb::A,сары,gulur
662,blau::A,күк,blár
663,grün::A,яшел,grænn
664,grau::A,соры,grár
665,bunt::A,чуар,marglitur
666,billig::A,арзан,ódýr
667,teuer::A,хаклы,dýr
668,wertvoll::A,кыйммәтле,verðmætur
669,blind::A,сукыр,blindur
670,blind::A,күзсез,blindur
671,taub::A,чукрак,heyrnarlaus
672,taub::A,саңгырау,heyrnarlaus
673,kräftig::A,егәрле,öflugur
674,stark::A,нык,sterkur
675,stark::A,базык,sterkur
676,schwach::A,зәгыйфь,veill
677,fett::A,симез,feitur
678,schlank::A,нәзек,grannur
679,schlank::A,нәзек,spengilegur
680,hübsch::A,чибәр,snotur
681,hübsch::A,чибәр,laglegur
682,böse::A,усал,illur
683,böse::A,усал,vondur
684,dumm::A,акылсыз,heimskur
685,faul::A,ялкау,latur
686,faul::A,иренчәк,latur
687,fleißig::A,тырыш,iðinn
688,fleißig::A,тырышучан,iðinn
689,geizig::A,саран,nískur
690,klug::A,акыллы,hygginn
691,geschickt::A,маһир,fimur
692,geschickt::A,маһир,laginn
693,lieb::A,сөекле,kær
694,lieb::A,сөекле,ljúfur
695,lustig::A,күңелле,kátur
696,sanft::A,басынкы,blíður
697,hungrig::A,ач,soltinn
698,hungrig::A,ач,hungraður
699,krank::A,чирле,sjúkur
700,krank::A,сырхау,sjúkur
701,nackt::A,шәрә,nakinn
702,traurig::A,ямансу,dapur
703,traurig::A,ямансу,hryggur
704,lebendig::A,тере,lifandi
705,gut::A,яхшы,góður
706,schlecht::A,начар,slæmur
707,schlecht::A,начар,lélegur
708,richtig::A,дөрес,réttur
709,schlimm::A,әшәкә,slæmur
710,wahr::A,чып-чын,sannur
711,alt::A,иске,gamall
712,neu::A,яңа,nýr
713,ehemalig::A,элекке,fyrrverandi
714,alt[Lebewesen]::A,карт,gamall
715,jung::A,яшь,ungur
716,arm::A,фәкыйрь,vesall
717,arm::A,фәкыйрь,fátækur
718,reich::A,бай,ríkur
719,reich::A,бай,auðugur
720,bekannt::A,таныш,kunnugur
721,berühmt::A,атаклы,frægur
722,fremd::A,ят,framandi
723,fremd::A,ят,ókunnugur
724,verschieden::A,төрле,ýmis
725,nah::A,якын,nálægur
726,fern::A,ерак,fjarri
727,fern::A,ерак,fjarlægur
728,linker::A,сул,vinstri
729,rechter::A,уң,hægri
730,anderer::A,бүтән,annar
731,erster::A,беренче,fyrsti
732,zweiter::A,икенче,annar
733,dritter::A,өченче,þriðji
734,letzter::A,ахыргы,síðasti
735,allein::ADV,ялгыз,einn
736,allein::ADV,ялгыз,aleinn
737,auf einmal::ADV,бердән,allt í einu
738,zusammen::ADV,бергә,saman
739,lange::ADV,озак,lengi
740,plötzlich::ADV,искәрмәстән,skyndilega
741,sofort::ADV,хәзер,strax
742,sofort::ADV,хәзер,þegar í stað
743,später::ADV,соңрак,seinna
744,jetzt::ADV,хәзер,nú
745,jetzt::ADV,хәзер,núna
746,heute::ADV,бүген,í dag
747,morgen::ADV,иртәгә,á morgun
748,bald::ADV,тиздән,brátt
749,bald::ADV,тиздән,bráðum
750,dann::ADV,аннары,svo
751,dann::ADV,аннары,síðan
752,gestern::ADV,кичә,í gær
753,einst::ADV,берчак,forðum
754,damals::ADV,ул вакытта,þá
755,damals::ADV,ул вакытта,á þeim tímum
756,damals::ADV,ул чакта,þá
757,damals::ADV,ул чакта,á þeim tímum
758,danach::ADV,да,á eftir því
759,vorher::ADV,элек,áður
760,zuerst::ADV,башта,fyrst
761,einmal::ADV,бер,einu sinni
762,einmal::ADV,бер мәртәбә,einu sinni
763,manchmal::ADV,кайчакта,stundum
764,oft::ADV,еш,oft
765,immer::ADV,һәркайчан,alltaf
766,immer::ADV,һәркайчан,sífellt
767,niemals::ADV,hичбер вакыт,aldrei
768,hier::ADV,монда,hér
769,hier::ADV,биредә,hér
770,hierhin::ADV,монда,hingað
771,von hier::ADV,моннан,héðan
772,dort::ADV,анда,þar
773,dort::ADV,анда,þarna
774,dorthin::ADV,тегеләй,þangað
775,geradeaus::ADV,турыдан-туры,beint áfram
776,vorwärts::ADV,алга,áfram
777,rückwärts::ADV,кире,aftur á bak
778,zurück::ADV,кире,aftur
779,zurück::ADV,кире,til baka
780,unten::ADV,түбәндә,niðri
781,unten::ADV,түбәндә,fyrir neðan
782,hinab::ADV,аска,niður
783,hinab::ADV,аска,niður eftir
784,oben::ADV,өстә,uppi
785,oben::ADV,югарыда,uppi
786,hinauf::ADV,өскә,upp
787,hinauf::ADV,өскә,upp eftir
788,überall::ADV,hәркайда,alls staðar
789,nicht::ADV,түгел,ekki
790,ein wenig::ADV,бераз,dálítið
791,kaum::ADV,көчкә,varla
792,kaum::ADV,көчкә,tæplega
793,sehr::ADV,бик,mjög
794,so::ADV,алай,svo
795,so::ADV,алай,þannig
796,noch::ADV,янә,enn
797,noch::ADV,янә,ennþá
798,noch::ADV,тагын,enn
799,noch::ADV,тагын,ennþá
800,nur::ADV,фәкать,bara
801,nur::ADV,фәкать,aðeins
802,schon::ADV,инде,nú þegar
803,wieder::ADV,янә,aftur
804,wieder::ADV,янә,að nýju
805,wieder::ADV,тагын,aftur
806,wieder::ADV,тагын,að nýju
807,vergebens::ADV,юкка,árangurslaust
808,vor::PRP,алдыннан,fyrir
809,hinter::PRP,арттан,bak við
810,hinter::PRP,арттан,aftur fyrir
