,Concept_ID,br,bg
838,passieren::V,c'hoarvezout,случа се
839,beginnen::V,stagañ,започна
840,enden::V,achuiñ,свърша
841,wechseln::V,cheñch,променям
842,aufgehen[Sonne]::V,dirouzañ,изгрея
843,scheinen[Sonne]::V,lugernañ,грея
844,scheinen[Sonne]::V,lugernañ,светя
845,donnern::V,taranal,гърмя
846,wehen::V,c'hwezhañ,вея
847,wehen::V,c'hwezhañ,духам
848,strömen::V,deredek,тека
849,strömen::V,deredek,лея се
850,fließen::V,redek,тека
851,sich drehen::V,troiñ,въртя се
852,schwanken::V,trantellat,клатя се
853,schwingen::V,froumal,трептя
854,fallen::V,kouezhañ,падам
855,brennen::V,deviñ,горя
856,rauchen::V,divogedañ,димя
857,regnen::V,glavañ,вали дъжд
858,gefrieren::V,reviñ,замръзна
859,tauen::V,diskornañ,топя се
860,schmelzen::V,teuziñ,разтопя се
861,trocknen::V,sec'hañ,съхна
862,sieden::V,berviñ,вря
863,sieden::V,berviñ,кипя
864,faulen::V,breinañ,гния
865,verfaulen::V,breinañ,изгния
866,reißen::V,darnaouiñ,напукам се
867,versinken::V,sodellañ,потъна
868,vergehen::V,tremen,минавам
869,erscheinen::V,donet war-wel,явя се
870,verschwinden::V,monet diwar wel,изчезна
871,sinken::V,en em izelat,падна
872,abnehmen::V,nebeutaat,отслабна
873,zunehmen::V,kreskiñ,нарасна
874,steigen::V,sevel,увелича се
875,steigen::V,sevel,покачвам се
876,wachsen::V,kreskiñ,раста
877,glänzen::V,lugernañ,лъщя
878,glänzen::V,lugernañ,блестя
879,funkeln::V,elieniñ,искря
880,lärmen::V,rabotat,шумя
881,klirren::V,diridignat,звънтя
882,klirren::V,diridignat,дрънкам
883,klirren::V,sterlinkañ,звънтя
884,klirren::V,sterlinkañ,дрънкам
885,brausen::V,gwegal,буча
886,rauschen::V,trouzal,шумя
887,klingen::V,seniñ,звуча
888,bellen::V,harzhal,лая
889,heulen::V,yudal,вия
890,heulen::V,yudal,рева
891,blasen::V,c'hwezhañ,духна
892,pfeifen::V,c'hwitellat,свиря
893,schreien::V,huchal,крещя
894,stöhnen::V,hirvoudiñ,стена
895,stöhnen::V,hirvoudiñ,пъшкам
896,zittern::V,krenañ,треперя
897,leben::V,bevañ,живея
898,geboren werden::V,genel,родя се
899,atmen::V,tennañ e anal,дишам
900,trinken::V,evañ,пия
901,essen::V,debriñ,ям
902,schlucken::V,lonkañ,гълтам
903,müde werden::V,skuizhañ,уморя се
904,einschlafen::V,menel kousket,заспя
905,schlafen::V,kousket,спя
906,aufwachen::V,dihuniñ,събудя се
907,aufstehen::V,sevel,стана
908,sich erholen::V,diskuizhañ,отдъхвам си
909,krank werden::V,klañviñ,заболея
910,krank sein::V,bezañ klañv,боледувам
911,schmerzen::V,skourjezañ,боля
912,husten::V,pasaat,кашлям
913,husten::V,peudal,кашлям
914,genesen::V,pareañ,оздравея
915,sterben::V,mervel,умра
916,umkommen::V,perisañ,загина
917,sich bewegen::V,bouljal,движа се
918,sich bewegen::V,bouljal,мърдам се
919,sich rühren::V,fiñval,движа се
920,sich erheben::V,sevel,стана
921,sich setzen::V,azezañ,седна
922,sich setzen::V,mont en e goazez,седна
923,hinfallen::V,kouezhañ,падна
924,laufen::V,redek,ходя
925,schreiten::V,kerzhet,крача
926,spazierengehen::V,pourmen,разхождам се
927,eilen::V,hastañ,бързам
928,sich beeilen::V,hastañ,побързам
929,sausen::V,karzhañ,тичам
930,rennen::V,redek,бягам
931,springen::V,lammat,скачам
932,klettern::V,krimpat,катеря се
933,schaukeln::V,brañsellat,люлея се
934,kriechen::V,skrampañ,лазя
935,kriechen::V,skrampañ,пълзя
936,schwimmen::V,neuial,плувам
937,tauchen::V,splujañ,гмуркам се
938,rudern::V,roeñvat,греба
939,fahren::V,kas,пътувам
940,fahren::V,bleniañ,пътувам
941,fliegen::V,nijal,летя
942,fliegen::V,nijal,хвърча
943,gehen::V,mont,ида
944,gehen::V,mont,вървя
945,weggehen::V,mont kuit,отида си
946,abfahren::V,mont kuit,отпътувам
947,anhalten::V,chom a-sav,спра се
948,hineingehen::V,monet e-barzh,влизам
949,eintreten::V,monet e-barzh,вляза
950,kommen::V,dont,ида
951,kommen::V,dont,дойда
952,ankommen::V,erruout,пристигна
953,zurückkommen::V,addonet,върна се
954,bleiben::V,chom,остана
955,warten::V,gortoz,чакам
956,erwarten::V,gortoz,очаквам
957,suchen::V,klask,търся
958,finden::V,kavout,намеря
959,versuchen::V,klask,опитам
960,vorbereiten::V,aozañ,подготвя
961,lieben::V,karout,любя
962,mögen::V,karout,обичам
963,lachen::V,c'hoarzin,смея се
964,rühren::V,tenerañ,трогна
965,weinen::V,gouelañ,плача
966,schimpfen::V,krozal,ругая
967,schimpfen::V,krozal,псувам
968,sich ärgern::V,fachañ,ядосам се
969,sich ärgern::V,en em fachañ,ядосам се
970,fliehen::V,tec'het,бягам
971,flüchten::V,tuzañ,бягам
972,flüchten::V,tuzañ,избягам
973,sehen::V,gwelet,видя
974,anschauen::V,sellout ouzh,гледам
975,ansehen::V,sellout ouzh,поглеждам
976,hören::V,klevet,чувам
977,zuhören::V,selaou,слушам
978,probieren::V,blasa,опитам
979,riechen::V,klevet,подуша
980,fühlen::V,santout,усещам
981,fühlen::V,santout,чувствувам
982,scheinen::V,diskouez bezañ,изглеждам
983,zu sehen sein::V,bezañ gwelus,виждам се
984,vernehmen::V,merzhañ,доловя
985,frieren::V,anoued,мръзна
986,tun::V,ober,правя
987,können::V,gouzout,мога
988,wollen::V,fellout da,ща
989,wollen::V,fellout da,искам
990,wollen::V,kaout c'hoant da,ща
991,wollen::V,kaout c'hoant da,искам
992,anfangen::V,kregiñ,започна
993,beenden::V,achuiñ,свърша
994,beenden::V,achuiñ,завърша
995,aufhören::V,paouez,престана
996,öffnen::V,digeriñ,отворя
997,schließen::V,serriñ,затворя
998,stellen::V,lakaat,поставя
999,setzen::V,lakaat,туря
1000,legen::V,lakaat,сложа
1001,legen::V,lakaat,слагам
1002,berühren::V,touch,докосна
1003,verbinden::V,eren,свържа
1004,bedecken::V,goloiñ,покрия
1005,aufhängen::V,istribilhañ,закача
1006,anzünden::V,alumiñ,запаля
1007,anzünden::V,c'hwezzañ,запаля
1008,aufheben::V,dastum,вдигна
1009,aufheben::V,dastum,повдигна
1010,zurücklassen::V,lezel,оставя
1011,verlieren::V,koll,загубя
1012,fallen lassen::V,laoskel,изпусна
1013,fallen lassen::V,lezel da gouezhel,изпусна
1014,machen::V,ober,направя
1015,herstellen::V,fardañ,произведа
1016,bauen::V,sevel,строя
1017,reparieren::V,adaozañ,поправя
1018,verbessern::V,gwellaat,подобря
1019,ändern::V,cheñch,променя
1020,graben::V,kleuzañ,копая
1021,beugen::V,plegañ,прегъна
1022,biegen::V,krommañ,прегъна
1023,drehen::V,treiñ,въртя
1024,wenden::V,treiñ,обърна
1025,umdrehen::V,treiñ,обърна
1026,heben::V,sevel,вдигам
1027,hochheben::V,sevel,издигна
1028,ergreifen::V,kemer,хвана
1029,ergreifen::V,kemer,обхвана
1030,halten::V,dalc'hen,държа
1031,drücken::V,bountañ,натискам
1032,drücken::V,bountañ,притискам
1033,schieben::V,poulzañ,тикам
1034,kratzen::V,skrabat,одраскам
1035,lecken::V,lipat,лижа
1036,lecken::V,lipat,ближа
1037,beißen::V,kregiñ,хапя
1038,beißen::V,kregiñ,ухапя
1039,abreißen::V,diframmañ,откъсна
1040,abschneiden::V,troc'hañ,отрежа
1041,binden::V,stagañ,вържа
1042,stecken::V,sankañ,пъхна
1043,brechen::V,darnaouiñ,троша
1044,klopfen::V,skoiñ,чукам
1045,hauen::V,dornañ,бия
1046,kleben::V,pegañ,лепя
1047,kleben::V,pegañ,залепя
1048,reiben::V,taravat,трия
1049,reiben::V,taravat,търкам
1050,reiben::V,trekiñ,трия
1051,reiben::V,trekiñ,търкам
1052,streichen::V,toazañ,намажа
1053,schleifen::V,lemmañ,остря
1054,schneiden::V,troc'hañ,режа
1055,rütteln::V,tordorosañ,разтърсвам
1056,schütteln::V,hejañ,клатя
1057,schütteln::V,hejañ,друсам
1058,schütten::V,diskargañ,сипя
1059,füllen::V,kargañ,напълня
1060,einwickeln::V,gronnañ,увия
1061,einwickeln::V,gronnañ,завия
1062,tragen::V,dougen,нося
1063,schleppen::V,stlejal,влача
1064,ziehen::V,sachañ,тегля
1065,ziehen::V,sachañ,дръпна
1066,aufbewahren::V,miret,съхраня
1067,werfen::V,teuler,хвърля
1068,fangen::V,tapañ,ловя
1069,fangen::V,tapañ,уловя
1070,packen::V,krapat,хвана
1071,verstecken::V,kuzhat,крия
1072,verstecken::V,kuzhat,скрия
1073,teilen::V,rannañ,разделя
1074,schicken::V,kas,изпращам
1075,bringen::V,degas,донеса
1076,hinzufügen::V,lakat ouzhpenn,прибавя
1077,bekommen::V,kaout,сдобия се
1078,erhalten::V,kaout,получа
1079,nehmen::V,kemer,взема
1080,wählen::V,choaz,избирам
1081,auswählen::V,dibab,избера
1082,bewahren::V,mirout,пазя
1083,behindern::V,diaezañ,преча
1084,behindern::V,diaezañ,спъвам
1085,verderben::V,lovrañ,разваля
1086,beschädigen::V,gwallegañ,повредя
1087,zerbrechen::V,torriñ,счупя
1088,zerreißen::V,diroegiñ,скъсам
1089,zerstören::V,distrujañ,разруша
1090,verbrennen::V,deviñ,изгоря
1091,geben::V,reiñ,дам
1092,schenken::V,donezonañ,подаря
1093,versprechen::V,prometiñ,обещая
1094,wünschen::V,hetiñ,желая
1095,loben::V,feurmiñ,хваля
1096,küssen::V,pokat,целувам
1097,wiegen::V,pouezañ,люлея
1098,zudecken::V,goloiñ,покрия
1099,wecken::V,dihuniñ,събудя
1100,zeigen::V,diskouez,покажа
1101,führen::V,kas,водя
1102,führen::V,kas,заведа
1103,lehren::V,deskiñ,уча
1104,unterrichten::V,kelenn,преподавам
1105,leiten::V,bleinañ,ръководя
1106,leiten::V,bleinañ,управлявам
1107,antreiben::V,poulzañ,подкарвам
1108,lassen::V,leuskel,накарам
1109,einladen::V,pediñ,поканя
1110,vereinigen::V,unisañ,съединя
1111,besuchen::V,gweladenniñ,посетя
1112,treffen::V,kejal,срещна
1113,treffen::V,ankontrañ,срещна
1114,sich versammeln::V,bodennañ,събера се
1115,spielen::V,c'hoari,играя
1116,singen::V,kanañ,пея
1117,tanzen::V,dañsal,танцувам
1118,sich trennen::V,dispartiañ,разделя се
1119,verlassen::V,lezel,напусна
1120,retten::V,saveteiñ,спася
1121,bewachen::V,mesa,охранявам
1122,schützen::V,diwall,запазя
1123,verteidigen::V,difenn,защитя
1124,sich schlagen::V,lopañ,бия се
1125,siegen::V,trec'hiñ,победя
1126,ärgern::V,hegasiñ,ядосам
1127,schlagen::V,skeiñ,бия
1128,schlagen::V,skeiñ,ударя
1129,treten::V,botaouiñ,ритам
1130,stechen::V,pikat,бодна
1131,stoßen::V,stokañ,бутна
1132,stoßen::V,stokañ,блъсна
1133,stehlen::V,laerezh,
1134,stören::V,direnkañ,смутя
1135,belästigen::V,dregasiñ,отегча
1136,belästigen::V,dregasiñ,безпокоя
1137,verbergen::V,skoachañ,скрия
1138,täuschen::V,tromplañ,измамя
1139,betrügen::V,lorbañ,измамя
1140,töten::V,lazhañ,убия
1141,töten::V,lazhañ,умъртвя
1142,wohnen::V,bezañ o chom,живея
1143,arbeiten::V,labourat,работя
1144,sammeln::V,dastum,събера
1145,pflücken::V,kuntuilhañ,бера
1146,pflücken::V,kuntuilhañ,откъсна
1147,jagen::V,chaseal,ловувам
1148,fischen::V,pesketa,ловя риба
1149,fassen::V,pakañ,хвана
1150,hüten::V,geota,пазя
1151,anbinden::V,stagañ,завържа
1152,füttern::V,boueta,храня
1153,melken::V,goro,доя
1154,hacken::V,difrakal,сека
1155,gießen::V,dourañ,полея
1156,reifen::V,azviñ,узрея
1157,zubereiten::V,keginañ,приготвя
1158,kochen::V,poazhañ,варя
1159,backen::V,fritañ,пека
1160,braten::V,rostañ,пържа
1161,stricken::V,stammañ,плета
1162,nähen::V,gwriat,шия
1163,färben::V,livañ,боядисам
1164,reinigen::V,naetañ,почистя
1165,waschen::V,gwalc'hiñ,мия
1166,waschen::V,gwalc'hiñ,пера
1167,abwischen::V,torchañ,избърша
1168,spülen::V,disgwalc'hiñ,плакна
1169,fegen::V,skubañ,измета
1170,kehren::V,skubañ,мета
1171,baden::V,kouronkañ,къпя се
1172,sich waschen::V,en em walc'hiñ,мия се
1173,sich anziehen::V,gwiskañ,облека се
1174,kämmen::V,kribat,реша
1175,kämmen::V,kribat,вчеша
1176,schmücken::V,kinklañ,накича
1177,sagen::V,larêt,кажа
1178,sagen::V,lavaret,кажа
1179,sprechen::V,komz,говоря
1180,reden::V,kaozeal,говоря
1181,sich unterhalten::V,balbotal,разговарям
1182,fragen::V,goulenn,запитам
1183,bitten::V,goulenn,моля
1184,erzählen::V,kontañ,разкажа
1185,mitteilen::V,kemenn,съобщя
1186,nennen::V,anviñ,нарека
1187,rufen::V,gelver,викам
1188,rufen::V,gelver,повикам
1189,prahlen::V,fougeal,хваля се
1190,übersetzen::V,treiñ,преведа
1191,denken::V,soñjal,мисля
1192,glauben::V,krediñ,вярвам
1193,bemerken::V,apresevañ,забележа
1194,erkennen::V,anavout,позная
1195,begreifen::V,meizañ,схвана
1196,verstehen::V,kompren,разбера
1197,lernen::V,deskiñ,уча се
1198,wissen::V,gouzout,зная
1199,sich erinnern an::V,kaout soñj e,спомня си за
1200,vergessen::V,ankouaat,забравя
1201,messen::V,muzuliañ,меря
1202,zählen::V,kontañ,броя
1203,rechnen::V,jedañ,сметна
1204,lesen::V,lenn,чета
1205,malen::V,livañ,рисувам
1206,zeichnen::V,tresañ,рисувам
1207,schreiben::V,skrivañ,пиша
1208,besitzen::V,kaout,имам
1209,besitzen::V,kaout,притежавам
1210,kaufen::V,prenañ,купя
1211,kaufen::V,prenañ,купувам
1212,verkaufen::V,gwerzhañ,продам
1213,bezahlen::V,paeañ,заплатя
1214,zahlen::V,paeañ,платя
1215,beherrschen::V,mestroniañ,владея
1216,ertragen::V,anduriñ,понеса
1217,Grube::N,,яма
1218,Grube::N,,дупка
1219,Spur::N,,диря
1220,Spur::N,,следа
1221,Lehm::N,,глина
1222,Laut::N,,звук
1223,Winkel::N,,кът
1224,Winkel::N,,ъгъл
1225,Lagerfeuer::N,,огнище
1226,vergebens::ADV,,напразно
1227,untergehen[Sonne]::V,,заляза
1228,läuten::V,,звъня
1229,klingeln::V,,звъня
1230,sich fürchten::V,,боя се
1231,sich fürchten::V,,страхувам се
1232,fürchten::V,,боя се от
1233,fürchten::V,,страхувам се от
1234,gelingen::V,,успея
1235,gelingen::V,,сполуча
1236,geraten::V,,удам се
1237,schwenken::V,,размахам
1238,reichen::V,,подам
1239,aufziehen::V,,отгледам
1240,schießen::V,,стрелям
1241,treiben::V,,карам
1242,umrühren::V,,разбъркам
1243,ausziehen::V,,съблека
1244,anziehen::V,,облека
