,Concept_ID,da,av
780,vierzig::NUM,fyrre,кӏикъого
781,vierzig::NUM,fyrretyve,кӏикъого
782,fünfzig::NUM,halvtreds,кӏикъо́ялда анцӏго
783,sechzig::NUM,tres,лъабкъого
784,siebzig::NUM,halvfjerds,лъабкъо́ялда анцӏго
785,achtzig::NUM,firs,ункъого
786,neunzig::NUM,halvfems,ункъоялда а́нцӏила
787,hundert::NUM,hundrede,нусго
788,tausend::NUM,tusind,азарго
789,und::CNJ,og,ва
790,und::CNJ,og,-ги
791,oder::CNJ,eller,ялъуни
792,stehen::V,stå,бахъунчӏезе
793,sitzen::V,sidde,гӏодов чӏезе
794,liegen::V,ligge,бегизе
795,hängen::V,hænge,базе
796,werden::V,blive,бахъине
797,passieren::V,ske,лъугьине
798,passieren::V,ske,лъугьа-бахъине
799,passieren::V,hænde,лъугьине
800,passieren::V,hænde,лъугьа-бахъине
801,beginnen::V,begynde,байбихьизе
802,enden::V,ende,лъугӏизе
803,wechseln::V,veksle,хиса-басизе
804,wechseln::V,veksle,хисизе
805,aufgehen[Sonne]::V,gå op,баккизе
806,aufgehen[Sonne]::V,stå op,баккизе
807,untergehen[Sonne]::V,gå ned,щинкӏизе
808,scheinen[Sonne]::V,skinne,къалъ-къалъизе
809,donnern::V,tordne,гъугъазе
810,wehen::V,blæse,пуйзе
811,strömen::V,strømme,чвахизе
812,fließen::V,flyde,чвахизе
813,sich drehen::V,dreje sig,сверизе
814,schwanken::V,vakle,хьвагӏезе
815,schwanken::V,vakle,багъа-бачаризе
816,schwingen::V,svinge,щвартӏезе
817,fallen::V,falde,бортизе
818,brennen::V,brænde,рекӏине
819,rauchen::V,ryge,кӏкӏуй буризе
820,regnen::V,regne,базе
821,gefrieren::V,fryse,гӏу́низе
822,tauen::V,tø,биаризе
823,schmelzen::V,smelte,биине
824,trocknen::V,tørre,бакъвазе
825,sieden::V,koge,гьалдезе
826,faulen::V,rådne,махӏцине
827,verfaulen::V,rådne,туризе
828,reißen::V,briste,бихъизе
829,versinken::V,synke,гъанкъизе
830,versinken::V,synke ned,гъанкъизе
831,vergehen::V,forløbe,базе
832,vergehen::V,forløbe,бахъизе
833,vergehen::V,forløbe,ине
834,erscheinen::V,vise sig,баккизе
835,verschwinden::V,forsvinde,къине
836,verschwinden::V,forsvinde,билизе
837,sinken::V,synke,гӏодо́бе ккезе
838,abnehmen::V,aftage,тӏаса камизе
839,zunehmen::V,tiltage,гӏемерлъизе
840,steigen::V,stige,бахине
841,wachsen::V,gro,кӏодолъизе
842,wachsen::V,vokse,кӏодолъизе
843,glänzen::V,glinse,цӏвакизе
844,funkeln::V,tindre,паркъезе
845,lärmen::V,larme,хъудизе
846,lärmen::V,larme,чӏиргъдизе
847,läuten::V,ringe,кьабизе
848,klingeln::V,ringe,кьабизе
849,klirren::V,klirre,зваргъизе
850,brausen::V,bruse,гьалаглъизе
851,rauschen::V,suse,шуршудизе
852,klingen::V,lyde,бахъине
853,klingen::V,klinge,бахъине
854,bellen::V,gø,гъанчдезе
855,heulen::V,hyle,рурудизе
856,blasen::V,blæse,гьохьизе
857,pfeifen::V,fløjte,гьещтӏезе
858,schreien::V,skrige,ахӏизе
859,schreien::V,skrige,ахӏдезе
860,stöhnen::V,stønne,зигардизе
861,zittern::V,dirre,дарран
862,zittern::V,dirre,гьаргьадизе
863,zittern::V,skælve,дарран
864,zittern::V,skælve,гьаргьадизе
865,leben::V,leve,бетӏербахъизе
866,geboren werden::V,fødes,лъугьине
867,atmen::V,ånde,хӏухьел биччазе
868,trinken::V,drikke,гьекъезе
869,essen::V,spise,квине
870,essen::V,spise,кваназе
871,schlucken::V,synke,кӏкӏвине
872,schlucken::V,synke,къулчӏизе
873,müde werden::V,blive træt,сваказе
874,einschlafen::V,falde i søvn,кьижизе
875,einschlafen::V,falde i søvn,гъапуллъизе
876,schlafen::V,sove,кьижизе
877,aufwachen::V,vågne,бигьине
878,aufstehen::V,stå op,бахъине
879,aufstehen::V,stå op,тӏадебахъине
880,sich erholen::V,komme sig,хьи бахъизе
881,sich erholen::V,komme sig,хӏалхьи гьабизе
882,krank werden::V,blive syg,унтизе
883,krank sein::V,være syg,унтизе
884,schmerzen::V,smerte,унтизе
885,husten::V,hoste,хъегӏизе
886,genesen::V,komme sig,лъилъизе
887,sterben::V,dø,хвезе
888,umkommen::V,omkomme,гьалаглъизе
889,sich bewegen::V,bevæge sig,багъаризе
890,sich bewegen::V,bevæge sig,багъаргъизе
891,sich rühren::V,røre på sig,багъаризе
892,sich erheben::V,rejse sig,тӏадебахъине
893,sich erheben::V,rejse sig,бахъине
894,sich setzen::V,sætte sig,гӏодов чӏезе
895,laufen::V,løbe,хьвадизе
896,schreiten::V,skride,чӏезе
897,spazierengehen::V,gå en tur,тира-сверизе
898,eilen::V,ile,ракӏхӏалакине
899,eilen::V,ile,дуризе
900,sich beeilen::V,skynde sig,дуризе
901,sich beeilen::V,skynde sig,гӏедегӏизе
902,sausen::V,suse,тӏуризе
903,rennen::V,løbe,бекеризе
904,rennen::V,rende,бекеризе
905,springen::V,hoppe,кӏанцӏизе
906,springen::V,springe,кӏанцӏизе
907,klettern::V,klatre,хархадизе
908,schaukeln::V,gynge,гьерщезе
909,kriechen::V,krybe,хъурщизе
910,schwimmen::V,svømme,лъедезе
911,tauchen::V,dykke,букъардизе
912,rudern::V,ro,хазе
913,fahren::V,køre,ине
914,fliegen::V,flyve,боржине
915,gehen::V,gå,ине
916,weggehen::V,gå bort,ине
917,abfahren::V,køre bort,къокъине
918,anhalten::V,standse,чӏезе
919,anhalten::V,standse,тархъизе
920,anhalten::V,standse,лъалхъизе
921,hineingehen::V,gå ind,тӏаделъугьине
922,eintreten::V,træde ind,лъугьине
923,kommen::V,komme,бачӏине
924,ankommen::V,ankomme,щвезе
925,ankommen::V,ankomme,тӏадебачӏине
926,zurückkommen::V,komme tilbage,тадбуссине
927,zurückkommen::V,komme tilbage,тӏадбуссине
928,bleiben::V,blive,чӏезе
929,bleiben::V,blive,хутӏизе
930,bleiben::V,forblive,чӏезе
931,bleiben::V,forblive,хутӏизе
932,warten::V,vente,чӏезе
933,erwarten::V,vente,балагьизе
934,erwarten::V,afvente,балагьизе
935,suchen::V,søge,балагьизе
936,finden::V,finde,батизе
937,versuchen::V,forsøge,хӏалбихьизе
938,vorbereiten::V,forberede,хӏадурлъизабизе
939,lieben::V,elske,балай бегьизе
940,mögen::V,holde af,бокьизе
941,mögen::V,kunne lide,бокьизе
942,lachen::V,le,белъизе
943,rühren::V,røre,
944,weinen::V,græde,гӏодизе
945,schimpfen::V,skænde,гъанчдезе
946,sich ärgern::V,ærgre sig,вагъизе
947,sich ärgern::V,ærgre sig,ццида́хине
948,sich fürchten::V,være bange,хӏинкъизе
949,fürchten::V,være bange for,беркъазе
950,fürchten::V,være bange for,хӏинкъа-къазе
951,fliehen::V,flygte,лъутизе
952,flüchten::V,flygte,лъутизе
953,sehen::V,se,бихьизе
954,anschauen::V,se på,бертӏамизе
955,anschauen::V,se på,балагьизе
956,anschauen::V,betragte,бертӏамизе
957,anschauen::V,betragte,балагьизе
958,ansehen::V,anse,бала-гъалагьизе
959,hören::V,høre,рагӏизе
960,zuhören::V,høre til,гӏенеккизе
961,probieren::V,smage,кӏалдиб хъва́зе
962,probieren::V,smage,чӏамизе
963,probieren::V,smage på,кӏалдиб хъва́зе
964,probieren::V,smage på,чӏамизе
965,riechen::V,lugte,су́нтӏизе
966,fühlen::V,føle,чӏвазе
967,scheinen::V,synes,
968,zu sehen sein::V,synes,бихьизе
969,vernehmen::V,erfare,рагӏизе
970,frieren::V,fryse,цӏорозе
971,tun::V,gøre,гьабизе
972,können::V,kunne,кӏвезе
973,können::V,kunne,лъазе
974,wollen::V,ville,бокьизе
975,anfangen::V,begynde,байбихьизе
976,beenden::V,afslutte,тӏубазабизе
977,beenden::V,afslutte,лъугӏизабизе
978,aufhören::V,ophøre,бахъизе
979,aufhören::V,holde op,бахъизе
980,gelingen::V,lykkes,бахъизе
981,geraten::V,blive,бахъизе
982,öffnen::V,åbne,рагьизе
983,schließen::V,lukke,къазе
984,stellen::V,stille,чӏвазе
985,setzen::V,sætte,рекӏинабизе
986,setzen::V,sætte,гӏодор чӏезаризе
987,legen::V,lægge,лъезе
988,berühren::V,berøre,хъвазе
989,verbinden::V,forbinde,хьухьине
990,verbinden::V,forbinde,бухьине
991,bedecken::V,dække,кквезе
992,bedecken::V,bedække,кквезе
993,aufhängen::V,hænge,базе
994,aufhängen::V,hænge op,базе
995,anzünden::V,tænde,бакизе
996,anzünden::V,tænde,рекӏинабизе
997,anzünden::V,antænde,бакизе
998,anzünden::V,antænde,рекӏинабизе
999,aufheben::V,løfte,
1000,aufheben::V,tage op,
1001,zurücklassen::V,lade tilbage,тезе
1002,verlieren::V,miste,билизабизе
1003,fallen lassen::V,tabe,бортизабизе
1004,fallen lassen::V,droppe,бортизабизе
1005,machen::V,gøre,гьабизе
1006,herstellen::V,fremstille,гьабизе
1007,herstellen::V,fremstille,хӏадурлъизабизе
1008,bauen::V,bygge,базе
1009,bauen::V,bygge,гьабизе
1010,reparieren::V,reparere,къачӏазе
1011,verbessern::V,rette,лъикӏлъизабизе
1012,verbessern::V,forbedre,лъикӏлъизабизе
1013,ändern::V,ændre,хисизабизе
1014,graben::V,grave,бухъизе
1015,beugen::V,bøje,хьетӏизабизе
1016,biegen::V,bøje,гьетӏизабизе
1017,drehen::V,dreje,тиризабизе
1018,drehen::V,dreje,свердизабизе
1019,wenden::V,vende,бегизе
1020,umdrehen::V,dreje om,бегизе
1021,umdrehen::V,dreje om,бега-битӏизе
1022,heben::V,hæve,борхизе
1023,hochheben::V,løfte,борхалъизабизе
1024,hochheben::V,løfte,борхизе
1025,ergreifen::V,gribe fat i,кквезе
1026,halten::V,holde,кквезе
1027,drücken::V,trykke,къазе
1028,drücken::V,trykke,къанцӏу́зе
1029,drücken::V,trykke,къвал ба́зе
1030,schieben::V,skyde,хъилдизе
1031,schieben::V,skubbe,хъилдизе
1032,kratzen::V,klø,хачазе
1033,kratzen::V,kradse,хачазе
1034,lecken::V,slikke,чӏикӏизе
1035,beißen::V,bide,хӏанчӏизе
1036,beißen::V,bide,хӏанчӏизабизе
1037,abreißen::V,rive af,тӏезе
1038,abreißen::V,rive af,тӏезабизе
1039,abschneiden::V,skære af,къотӏизе
1040,binden::V,binde,бухьине
1041,stecken::V,stikke,къазабизе
1042,brechen::V,brække,бекизе
1043,klopfen::V,banke,дванкезе
1044,hauen::V,hugge,базе
1045,kleben::V,klistre,бацӏцӏине
1046,reiben::V,gnide,хачазе
1047,streichen::V,smøre,бахине
1048,streichen::V,smøre,жужазе
1049,schleifen::V,slibe,лъухьизе
1050,schneiden::V,skære,къотӏизе
1051,schneiden::V,klippe,къотӏизе
1052,rütteln::V,ruske,багъа-бачаризабизе
1053,schütteln::V,ryste,кӏобокӏизе
1054,schwenken::V,svinge,гьесадизе
1055,schwenken::V,svinge,хьвагӏезабизе
1056,schütten::V,hælde,тӏезе
1057,füllen::V,fylde,цӏезабизе
1058,einwickeln::V,pakke ind,жемизе
1059,tragen::V,bære,баччизе
1060,schleppen::V,slæbe,бехъерхъизе
1061,ziehen::V,trække,цӏазе
1062,aufbewahren::V,opbevare,цӏунизе
1063,werfen::V,kaste,рехизе
1064,fangen::V,fange,кквезе
1065,packen::V,gribe,кквезе
1066,verstecken::V,gemme,бахчизе
1067,teilen::V,dele,бикьизе
1068,schicken::V,sende,битӏизе
1069,bringen::V,bringe,баччизе
1070,hinzufügen::V,tilføje,жубазе
1071,bekommen::V,få,щвезе
1072,erhalten::V,få,щвезе
1073,erhalten::V,få,босизе
1074,nehmen::V,tage,босизе
1075,wählen::V,vælge,бищизе
1076,auswählen::V,udvælge,тӏасабищизе
1077,bewahren::V,bevare,цӏунизе
1078,behindern::V,hindre,квекӏен гьабизе
1079,behindern::V,forhindre,квекӏен гьабизе
1080,verderben::V,ødelægge,хвезабизе
1081,beschädigen::V,beskadige,галгъазабизе
1082,zerbrechen::V,brække itu,щущазабизе
1083,zerreißen::V,rive itu,бихъизе
1084,zerstören::V,ødelægge,биххизабизе
1085,verbrennen::V,brænde,бухӏизе
1086,geben::V,give,кьезе
1087,reichen::V,række,кьезе
1088,schenken::V,forære,кьезе
1089,versprechen::V,love,назру гьабизе
1090,wünschen::V,ønske,бокьизе
1091,loben::V,rose,беццизе
1092,loben::V,rose,бецца-бекъизе
1093,küssen::V,kysse,баизе
1094,wiegen::V,vugge,чӏучӏадизабизе
1095,zudecken::V,dække til,тӏадбигъине
1096,wecken::V,vække,бигьинабизе
1097,zeigen::V,vise,бихьизабизе
1098,führen::V,føre,бачине
1099,lehren::V,lære,малъизе
1100,lehren::V,lære,цӏализабизе
1101,unterrichten::V,undervise,цӏализабизе
1102,aufziehen::V,opdrage,гӏезабизе
1103,leiten::V,lede,нухмалъи гьабизе
1104,antreiben::V,skynde på,гӏедегӏизабизе
1105,lassen::V,få til at,
1106,einladen::V,indbyde,ахӏизе
1107,einladen::V,indbyde,тӏадеахӏизе
1108,einladen::V,invitere,ахӏизе
1109,einladen::V,invitere,тӏадеахӏизе
1110,vereinigen::V,forene,цолъизабизе
1111,besuchen::V,besøge,баккизе
1112,besuchen::V,besøge,хьвадизе
1113,treffen::V,møde,дандчӏвазе
1114,sich versammeln::V,forsamles,данделъизе
1115,sich versammeln::V,forsamles,бакӏаризе
1116,spielen::V,lege,басандизе
1117,spielen::V,spille,басандизе
1118,singen::V,synge,ахӏизе
1119,tanzen::V,danse,кьурдизе
1120,sich trennen::V,skilles,батӏалъизе
1121,verlassen::V,forlade,тезе
1122,verlassen::V,forlade,рехунтезе
1123,retten::V,redde,хвасар гьабизе
1124,retten::V,redde,хвасарлъизабизе
1125,bewachen::V,bevogte,цӏунизе
1126,schützen::V,skærme,цӏунизе
1127,schützen::V,beskytte,цӏунизе
1128,verteidigen::V,forsvare,цӏунизе
1129,sich schlagen::V,slås,багъизе
1130,schießen::V,skyde,речӏчӏизе
1131,siegen::V,sejre,бергьине
1132,ärgern::V,ærgre,вагъизавизе
1133,schlagen::V,slå,кьабизе
1134,treten::V,sparke,мал тункизе
1135,stechen::V,stikke,къазабизе
1136,stoßen::V,støde,тункизе
1137,stoßen::V,støde,хъилдизе
1138,stehlen::V,stjæle,щинкӏизабизе
1139,stören::V,forstyrre,квекӏен гьабизе
1140,stören::V,forstyrre,татубахъи гьабизе
1141,belästigen::V,genere,рахӏатхвезабизе
1142,belästigen::V,ulejlige,рахӏатхвезабизе
1143,verbergen::V,skjule,бахчизе
1144,verbergen::V,skjule,балъго тезе
1145,täuschen::V,villede,божуда рекӏкӏ гьабизе
1146,täuschen::V,villede,гуккизе
1147,betrügen::V,bedrage,хӏилла гьабизе
1148,betrügen::V,bedrage,сандирахълъи гьабизе
1149,töten::V,dræbe,чӏвазе
1150,wohnen::V,bo,яшав гьабизе
1151,arbeiten::V,arbejde,хӏалтӏизе
1152,sammeln::V,samle,бакӏаризе
1153,pflücken::V,plukke,бетӏизе
1154,jagen::V,jage,чан гьабизе
1155,fischen::V,fiske,ччугӏа кквезе
1156,fassen::V,fange,кквезе
1157,hüten::V,vogte,кваназабизе
1158,treiben::V,drive,гъезе
1159,anbinden::V,binde fast,бухьине
1160,füttern::V,fodre,кваназабизе
1161,melken::V,malke,бечӏчӏизе
1162,hacken::V,hakke,чӏвазе
1163,gießen::V,hælde,лъалъазе
1164,reifen::V,modne,барщизе
1165,zubereiten::V,tilberede,бежа-белъине
1166,kochen::V,koge,белъине
1167,backen::V,bage,базе
1168,braten::V,stege,бежизе
1169,umrühren::V,røre om,багъаризе
1170,stricken::V,strikke,хьухьине
1171,nähen::V,sy,букъизе
1172,färben::V,farve,кьер гьабизе
1173,reinigen::V,rense,бацӏцӏине
1174,reinigen::V,gøre ren,бацӏцӏине
1175,waschen::V,vaske,чуризе
1176,abwischen::V,tørre af,бацӏцӏине
1177,spülen::V,skylle,хулизе
1178,fegen::V,feje,лъухьизе
1179,kehren::V,feje,лъухьизе
1180,baden::V,bade,чордезе
1181,sich waschen::V,vaske sig,
1182,ausziehen::V,tage af,бахъизе
1183,anziehen::V,tage på,ретӏине
1184,sich anziehen::V,klæde sig på,ретӏине
1185,kämmen::V,rede,хазе
1186,kämmen::V,frisere,хазе
1187,schmücken::V,pynte,чӏухӏизабизе
1188,schmücken::V,smykke,чӏухӏизабизе
1189,sagen::V,sige,бицине
1190,sprechen::V,snakke,бицине
1191,reden::V,tale,гаргадизе
1192,reden::V,snakke,гаргадизе
1193,sich unterhalten::V,snakke sammen,гаргадизе
1194,fragen::V,spørge,цӏехезе
1195,fragen::V,spørge,гьикъизе
1196,bitten::V,bede,гьаризе
1197,erzählen::V,berette,бицине
1198,erzählen::V,fortælle,бицине
1199,mitteilen::V,meddele,лъазабизе
1200,nennen::V,nævne,цӏар лъезе
1201,rufen::V,råbe,ахӏизе
1202,prahlen::V,prale,беццаризе
1203,übersetzen::V,oversætte,буссинабизе
1204,denken::V,tænke,ургъизе
1205,glauben::V,tro,божизе
1206,bemerken::V,bemærke,берречӏчӏизе
1207,bemerken::V,lægge mærke til,берречӏчӏизе
1208,erkennen::V,genkende,лъазе
1209,erkennen::V,genkende,батӏаго бахъизе
1210,begreifen::V,begribe,бичӏчӏизе
1211,verstehen::V,forstå,
1212,lernen::V,lære,цӏализе
1213,wissen::V,vide,лъазе
1214,sich erinnern an::V,mindes,ракӏалде щвезе
1215,sich erinnern an::V,huske på,ракӏалде щвезе
1216,vergessen::V,glemme,кӏочене
1217,messen::V,måle,борцине
1218,zählen::V,tælle,рикӏкӏине
1219,rechnen::V,regne,рикӏкӏине
1220,lesen::V,læse,цӏализе
1221,malen::V,male,бахъизе
1222,zeichnen::V,tegne,бахъизе
1223,schreiben::V,skrive,хъвазе
1224,besitzen::V,eje,щвезе
1225,besitzen::V,eje,бу́кӏине
1226,besitzen::V,besidde,щвезе
1227,besitzen::V,besidde,бу́кӏине
1228,kaufen::V,købe,босизе
1229,verkaufen::V,sælge,бичизе
1230,bezahlen::V,betale,кьезе
1231,zahlen::V,betale,кьезе
1232,beherrschen::V,beherske,
1233,ertragen::V,tåle,баччизе
1234,ertragen::V,udholde,баччизе
1235,hinfallen::V,,щапизе
