,Concept_ID,ro,ar
63,Geschmack::N,gust,مذاق
64,Geruch::N,miros,رائحة
65,Schlaf::N,somn,نوم
66,Schlaf::N,somn,منام
67,Traum::N,vis,حلم
68,Himmel::N,cer,سماء
69,Sonne::N,soare,شمس
70,Mond::N,lună,قمر
71,Stern::N,stea,نجم
72,Stern::N,stea,كوكب
73,Luft::N,aer,هواء
74,Wind::N,vânt,ريح
75,Welle::N,val,موجة
76,Welle::N,undă,موجة
77,Wasser::N,apă,ماء
78,Stein::N,piatră,حجر
79,Boden::N,sol,تراب
80,Boden::N,pământ,تراب
81,Erde::N,pământ,أرض
82,Staub::N,praf,غبار
83,Rauch::N,fum,دخان
84,Funke::N,scânteie,شرارة
85,Feuer::N,foc,نار
86,Licht::N,lumină,نور
87,Licht::N,lumină,ضوء
88,Schatten::N,umbră,ظل
89,Schatten::N,umbră,فيء
90,Wetter::N,timp,جو
91,Wetter::N,timp,طقس
92,Wetter::N,vreme,جو
93,Wetter::N,vreme,طقس
94,Nebel::N,ceață,ضباب
95,Nebel::N,negură,ضباب
96,Wolke::N,nor,غيمة
97,Wolke::N,nor,سحابة
98,Regen::N,ploaie,مطر
99,Schnee::N,zăpadă,ثلج
100,Eis::N,gheață,جليد
101,Frost::N,ger,صقيع
102,Kälte::N,frig,برد
103,Hitze::N,arșiță,حر
104,Hitze::N,arșiță,حرارة
105,Hitze::N,căldură,حر
106,Hitze::N,căldură,حرارة
107,Raureif::N,chiciură,صقيع
108,Regenbogen::N,curcubeu,قوس قزح
109,Donner::N,tunet,رعد
110,Strömung::N,curent,تيار
111,Tropfen::N,picătură,قطرة
112,Schaum::N,spumă,زبد
113,Schaum::N,spumă,رغوة
114,Schmutz::N,murdărie,وسخ
115,See::N,lac,بحيرة
116,Sumpf::N,mlaștină,مستنقع
117,Moor::N,bărăgan,مستنقع
118,Wiese::N,fânaț,مرج
119,Wiese::N,livadă,مرج
120,Wald::N,codru,غابة
121,Wald::N,pădure,غابة
122,Hügel::N,deal,تل
123,Hügel::N,movilă,تل
124,Anhöhe::N,deal,تل
125,Anhöhe::N,ridicătură,تل
126,Berg::N,munte,جبل
127,Gipfel::N,pisc,قمة
128,Höhle::N,peșteră,كهف
129,Abhang::N,pantă,منحدر
130,Abhang::N,versant,منحدر
131,Quelle::N,izvor,منبع
132,Bach::N,gârlă,مجرى
133,Fluss::N,râu,نهر
134,Fluss::N,fluviu,نهر
135,Ufer::N,mal,ضفة
136,Ufer::N,țărm,ضفة
137,Küste::N,coastă,ساحل
138,Festland::N,uscat,بر
139,Meer::N,mare,بحر
140,Bucht::N,golf,خليج
141,Insel::N,insulă,جزيرة
142,Blume::N,floare,زهرة
143,Gras::N,iarbă,حشيش
144,Wurzel::N,rădăcină,أصل
145,Baum::N,copac,شجرة
146,Baum::N,arbore,شجرة
147,Stamm::N,tulpină,جذع
148,Rinde::N,scoarță,قشرة
149,Ast::N,cracă,فرع
150,Ast::N,creangă,فرع
151,Zweig::N,ramură,غصن
152,Zweig::N,creangă,غصن
153,Blatt::N,frunză,ورقة
154,Birke::N,mesteacăn,قضبان
155,Kiefer[Baum]::N,pin,صنوبرة
156,Weide[Baum]::N,salcie,صفصاف
157,Weide[Baum]::N,răchită,صفصاف
158,Tanne::N,brad,شوح
159,Tanne::N,brad,تبوب
160,Horn::N,corn,قرن
161,Feder::N,pană,ريشة
162,Fell::N,piele,فرو
163,Flügel::N,aripă,جناح
164,Klaue::N,gheară,مخلب
165,Kralle::N,labă,مخلب
166,Kralle::N,gheară,مخلب
167,Schwanz::N,coadă,ذيل
168,Ei::N,ou,بيض
169,Nest::N,cuib,عش
170,Bau::N,bârlog,جحر
171,Bau::N,vizuină,جحر
172,Tier::N,animal,حيوان
173,Herde::N,turmă,قطيع
174,Herde::N,cireadă,قطيع
175,Kuh::N,vacă,بقرة
176,Bulle::N,taur,ثور
177,Pferd::N,cal,خيل
178,Schaf::N,oaie,شاة
179,Schwein::N,porc,خنزير
180,Hund::N,câine,كلب
181,Katze::N,pisică,قطة
182,Bär::N,urs,دب
183,Eichhörnchen::N,veveriță,سنجاب
184,Elch::N,elan,موظ
185,Fuchs::N,vulpe,ثعلب
186,Hase::N,iepure,أرنب
187,Maus::N,șoarece,فأرة
188,Wolf::N,lup,ذئب
189,Vogel::N,pasăre,طير
190,Schwarm::N,cârd,سرب
191,Huhn::N,găină,دجاجة
192,Hahn::N,cocoș,ديك
193,Gans::N,gâscă,وزة
194,Adler::N,vultur,نسر
195,Ente::N,rață,بطة
196,Eule::N,bufniță,بوم
197,Kranich::N,cocor,كركي
198,Krähe::N,cioară,غراب
199,Kuckuck::N,cuc,وقواق
200,Schwan::N,lebădă,إوز عراقي
201,Fisch::N,pește,سمك
202,Barsch::N,biban,فرخ أوربي
203,Hecht::N,știucă,سمك الكراكي
204,Schlange[Tier]::N,șarpe,حية
205,Schlange[Tier]::N,șarpe,ثعبان
206,Wurm::N,vierme,دودة
207,Spinne::N,păianjen,عنكبوت
208,Ameise::N,furnică,نملة
209,Laus::N,păduche,قملة
210,Mücke::N,țânțar,ناموسة
211,Fliege::N,muscă,ذبابة
212,Schmetterling::N,fluture,فراشة
213,Beere::N,boabă,حبة
214,Apfel::N,măr,تفاح
215,Pilz::N,burete,فطر
216,Pilz::N,ciupercă,فطر
217,Zwiebel::N,ceapă,بصل
218,Saat::N,semănătură,زرع
219,Korn::N,grâu,حبة
220,Heu::N,fân,دريس
221,Schale::N,coajă,قشرة
222,Grube::N,groapă,نقرة
223,Falle::N,cursă,فخ
224,Falle::N,cursă,مصيدة
225,Falle::N,capcană,فخ
226,Falle::N,capcană,مصيدة
227,Schlinge::N,laț,عروة
228,Spur::N,dâră,أثر
229,Asche::N,cenușă,رماد
230,Dreck::N,noroi,قذر
231,Dreck::N,murdărie,قذر
232,Eisen::N,fier,حديد
233,Gold::N,aur,ذهب
234,Silber::N,argint,فضة
235,Kohle::N,cărbune,فحم
236,Glas::N,sticlă,زجاج
237,Lehm::N,lut,طين
238,Lehm::N,humă,طين
239,Sand::N,nisip,رمل
240,Mensch::N,om,إنسان
241,Mensch::N,persoană,إنسان
242,Mann::N,om,رجل
243,Mann::N,bărbat,رجل
244,Frau::N,femeie,امرأة
245,Kind::N,copil,طفل
246,Junge::N,băiat,ولد
247,Junge::N,flăcău,ولد
248,Mädchen::N,fată,بنت
249,Familie::N,familie,عائلة
250,Großvater::N,bunic,جد
251,Großvater::N,tată mare,جد
252,Großmutter::N,bunică,جدة
253,Großmutter::N,mamă mare,جدة
254,Eltern::N,părinți,أبوان
255,Eltern::N,părinți,والدان
256,Vater::N,tată,أب
257,Vater::N,părinte,أب
258,Mutter::N,mamă,أم
259,Sohn::N,fiu,إبن
260,Sohn::N,fecior,إبن
261,Tochter::N,fiică,بنت
262,Tochter::N,fiică,إبنة
263,Bruder::N,frate,أخ
264,Bruder::N,frate,شقيق
265,Schwester::N,soră,أخت
266,Onkel::N,unchi,عم
267,Tante::N,mătușă,عمة
268,Ehemann::N,soț,زوج
269,Ehemann::N,bărbat,زوج
270,Ehefrau::N,soție,زوجة
271,Freude::N,bucurie,فرح
272,Freude::N,bucurie,سرور
273,Gelächter::N,râset,قهقهة
274,Glück::N,fericire,سعادة
275,Kummer::N,mâhnire,غم
276,Wunsch::N,dorință,منية
277,Wunsch::N,deziderat,منية
278,Lust::N,poftă,شهوة
279,Lust::N,înclinare,شهوة
280,Geist::N,duh,روح
281,Geist::N,minte,روح
282,Geist::N,suflet,روح
283,Gedanke::N,gând,فكرة
284,Gedanke::N,cuget,فكرة
285,Gedächtnis::N,memorie,ذاكرة
286,Verstand::N,minte,عقل
287,Verstand::N,intelect,عقل
288,Sinn::N,sens,معنى
289,Sinn::N,înțeles,معنى
290,Grund::N,cauză,سبب
291,Grund::N,pricină,سبب
292,Wahrheit::N,adevăr,حقيقة
293,Gespräch::N,convorbire,محادثة
294,Gespräch::N,conversație,محادثة
295,Märchen::N,basm,خرافة
296,Märchen::N,poveste,خرافة
297,Erzählung::N,poveste,قصة
298,Erzählung::N,poveste,حكاية
299,Nachricht::N,veste,خبر
300,Neuigkeit::N,noutate,خبر جديد
301,Neuigkeit::N,actualitate,خبر جديد
302,Name::N,nume,اسم
303,Rätsel::N,ghicitoare,لغز
304,Rede::N,discurs,خطبة
305,Sprache::N,limbă,لغة
306,Sprache::N,limbaj,لغة
307,Stimme::N,glas,صوت
308,Wort::N,cuvânt,كلمة
309,Zeichen::N,semn,رمز
310,Zeichen::N,semn,إشارة
311,Zeichen::N,semnal,رمز
312,Zeichen::N,semnal,إشارة
313,Ruf::N,chemare,نداء
314,Lärm::N,zgomot,صخب
315,Lärm::N,zgomot,ضجة
316,Lärm::N,tărăboi,صخب
317,Lärm::N,tărăboi,ضجة
318,Laut::N,sunet,صوت
319,Ton::N,ton,نغمة
320,Lied::N,cântec,أغنية
321,Ruhe::N,odihnă,هدوء
322,Ruhe::N,liniște,هدوء
323,Leute::N,lume,ناس
324,Leute::N,oameni,ناس
325,Volk::N,popor,شعب
326,Volk::N,națiune,شعب
327,Arbeit::N,lucru,عمل
328,Gast::N,musafir,ضيف
329,Geschenk::N,dar,هدية
330,Geschenk::N,cadou,هدية
331,Spiel::N,joc,لعب
332,Gesellschaft::N,societate,صحبة
333,Hilfe::N,ajutor,عون
334,Hilfe::N,ajutor,مساعدة
335,Freund::N,amic,صديق
336,Freund::N,prieten,صديق
337,Kamerad::N,tovarăș,زميل
338,Angelegenheit::N,afacere,أمر
339,Angelegenheit::N,afacere,شأن
340,Anzahl::N,număr,عدد
341,Anzahl::N,cantitate,عدد
342,Art::N,fel,نوع
343,Art::N,specie,نوع
344,Stück::N,bucată,قطعة
345,Teil::N,parte,قسم
346,Teil::N,porție,قسم
347,Hälfte::N,jumătate,نصف
348,Kreis::N,cerc,دائرة
349,Kreuz::N,cruce,صليب
350,Linie::N,linie,خط
351,Strich::N,linie,شرطة
352,Strich::N,trăsătură,شرطة
353,Abstand::N,distanță,مسافة
354,Abstand::N,depărtare,مسافة
355,Entfernung::N,distanță,بعد
356,Entfernung::N,depărtare,بعد
357,Gegend::N,regiune,ناحية
358,Platz::N,loc,فراغ
359,Ort::N,loc,مكان
360,Seite::N,latură,جانب
361,Mitte::N,centru,وسط
362,Gegenstand::N,obiect,موضوع
363,Sache::N,lucru,شيء
364,Sache::N,chestie,شيء
365,Rand::N,bordură,حافة
366,Kante::N,muchie,حافة
367,Kante::N,bordură,حافة
368,Ecke::N,colț,ركن
369,Spitze::N,vârf,سن
370,Spitze::N,creștet,سن
371,Ende::N,capăt,طرف
372,Loch::N,gaură,ثقب
373,Winkel::N,colț,زاوية
374,Muster::N,desen,عينة
375,Größe::N,mărime,حجم
376,Länge::N,lungime,طول
377,Höhe::N,înălțime,علو
378,Höhe::N,înălțime,ارتفاع
379,Gewicht::N,greutate,وزن
380,Menge::N,cantitate,كمية
381,Haufen::N,grămadă,كوم
382,Reihe::N,șir,صف
383,Reihe::N,rând,صف
384,Boot::N,barcă,قارب
385,Boot::N,barcă,زورق
386,Boot::N,luntre,قارب
387,Boot::N,luntre,زورق
388,Ruder::N,vâslă,مجذاف
389,Ruder::N,lopată,مجذاف
390,Schlitten::N,sanie,مزلقة
391,Ski::N,schi,زلاجة
392,Lagerfeuer::N,foc de tabără,نار المخيم
393,Last::N,povară,حمل
394,Last::N,sarcină,حمل
395,Gang::N,mers,مشية
396,Gang::N,umblet,مشية
397,Schritt::N,pas,خطوة
398,Norden::N,nord,شمال
399,Norden::N,miazănoapte,شمال
400,Süden::N,sud,جنوب
401,Süden::N,miazăzi,جنوب
402,Westen::N,apus,غرب
403,Osten::N,est,شرق
404,Osten::N,răsărit,شرق
405,Holz::N,lemn,خشب
406,Brett::N,scândură,لوح
407,Platte::N,placă,صفيحة
408,Stütze::N,proptea,سند
409,Stütze::N,proptea,دعامة
410,Stange::N,bară,عود
411,Stange::N,prăjină,عود
412,Stock::N,băț,عصا
413,Stock::N,baston,عصا
414,Stab::N,baston,قضيب
415,Stab::N,prăjină,قضيب
416,Rohr::N,tub,أنبوبة
417,Rohr::N,țeavă,أنبوبة
418,Haus::N,casă,دار
419,Haus::N,casă,بيت
420,Heim::N,casă,بيت
421,Heim::N,casă,مسكن
422,Heim::N,cămin,بيت
423,Heim::N,cămin,مسكن
424,Ofen::N,sobă,مدفأة
425,Fußboden::N,podea,أرضية
426,Fußboden::N,dușumea,أرضية
427,Tisch::N,masă,مائدة
428,Stuhl::N,scaun,كرسي
429,Wiege::N,leagăn,مهد
430,Bett::N,pat,سرير
431,Regal::N,rafturi,رف
432,Kiste::N,ladă,صندوق
433,Kiste::N,cutie,صندوق
434,Fenster::N,fereastră,شباك
435,Fenster::N,fereastră,نافذة
436,Tür::N,ușă,باب
437,Tor::N,poartă,بوابة
438,Zaun::N,gard,سياج
439,Dach::N,acoperiș,سطح
440,Leiter::N,scară,سلم
441,Besen::N,mătură,مكنسة
442,Spaten::N,cazma,مسحاة
443,Spaten::N,hârleț,مسحاة
444,Schaufel::N,lopată,مجرفة
445,Gabel::N,furculiță,شوكة
446,Löffel::N,lingură,ملعقة
447,Messer::N,cuțit,سكين
448,Nagel::N,cui,مسمار
449,Netz::N,plasă,شبكة
450,Haken::N,cârlig,خطاف
451,Haken::N,cârlig,صنارة
452,Griff::N,mâner,قبضة
453,Schloss::N,lacăt,قفل
454,Bild::N,tablou,صورة
455,Bild::N,imagine,صورة
456,Figur::N,chip,تمثال
457,Figur::N,figură,تمثال
458,Puppe::N,păpușă,دمية
459,Beutel::N,pungă,كيس
460,Beutel::N,săculeț,كيس
461,Bündel::N,mănunchi,ربطة
462,Tasche::N,geantă,شنطة
463,Tasche::N,geantă,محفظة
464,Eimer::N,găleată,سطل
465,Eimer::N,găleată,جردل
466,Deckel::N,capac,سداد
467,Geschirr::N,vase,أوان
468,Geschirr::N,tacâmuri,أوان
469,Sack::N,sac,زكيبة
470,Tasse::N,ceașcă,فنجان
471,Topf::N,oală,قدر
472,Topf::N,oală,طنجرة
473,Kessel::N,cazan,قدر
474,Kessel::N,cazan,غلاية
475,Kessel::N,căldare,قدر
476,Kessel::N,căldare,غلاية
477,Essen::N,mâncare,طعام
478,Nahrung::N,hrană,غذاء
479,Nahrung::N,aliment,غذاء
480,Speise::N,bucate,أكل
481,Speise::N,fel de bucate,أكل
482,Fleisch::N,carne,لحم
483,Getreide::N,cereale,حبوب
484,Brei::N,pireu,عصيدة
485,Brot::N,pâine,خبز
486,Scheibe::N,felie,شريحة
487,Scheibe::N,bucată,شريحة
488,Fett::N,untură,سمن
489,Fett::N,grăsime,سمن
490,Butter::N,unt,زبدة
491,Öl::N,ulei,زيت
492,Salz::N,sare,ملح
493,Suppe::N,supă,حساء
494,Suppe::N,supă,شربة
495,Suppe::N,ciorbă,حساء
496,Suppe::N,ciorbă,شربة
497,Honig::N,miere,عسل
498,Milch::N,lapte,حليب
499,Tee::N,ceai,شاي
500,Leder::N,piele,جلد
501,Wolle::N,lână,صوف
502,Stoff::N,stofă,قماش
503,Nadel::N,ac,إبرة
504,Faden::N,ață,خيط
505,Knopf::N,buton,زر
506,Knoten::N,nod,عقدة
507,Farbe::N,vopsea,صبغة
508,Kleidung::N,haine,ملابس
509,Kleidung::N,îmbrăcăminte,ملابس
510,Hemd::N,cămașă,قميص
511,Kragen::N,guler,ياقة
512,Ärmel::N,mânecă,كم
513,Hose::N,pantaloni,سروال
514,Hose::N,pantaloni,بنطلون
515,Gürtel::N,cordon,حزام
516,Mütze::N,șapcă,طاقية
517,Schuh::N,gheată,حذاء
518,Stiefel::N,cizmă,جزمة
519,Stiefel::N,cizmă,حذاء طويل
520,Ring::N,inel,حلقة
521,Ring::N,verigă,حلقة
522,Band::N,panglică,شريط
523,Band::N,șiret,شريط
524,Kamm::N,pieptene,مشط
525,Spiegel::N,oglindă,مرآة
526,Riemen::N,curea,سير
527,Schnur::N,funie,حبل
528,Schnur::N,funie,دوبارة
529,Schnur::N,sfoară,حبل
530,Schnur::N,sfoară,دوبارة
531,Leine::N,lesă,قيد
532,Leine::N,curea,قيد
533,Decke::N,pătură,بطانية
534,Kissen::N,pernă,وسادة
535,Tuch::N,batic,منديل
536,Handtuch::N,prosop,فوطة
537,Handtuch::N,prosop,منشفة
538,Handtuch::N,ștergar,فوطة
539,Handtuch::N,ștergar,منشفة
540,Kraft::N,forță,قدرة
541,Kraft::N,putere,قدرة
542,Stärke::N,tărie,قوة
543,Stärke::N,vigoare,قوة
544,Gesundheit::N,sănătate,صحة
545,Krankheit::N,boală,مرض
546,Krankheit::N,maladie,مرض
547,Schmerz::N,durere,ألم
548,Schmerz::N,durere,وجع
549,Wunde::N,rană,جرح
550,Fieber::N,febră,حمى
551,Arznei::N,leac,دواء
552,Arznei::N,medicament,دواء
553,Brücke::N,pod,جسر
554,Brücke::N,punte,جسر
555,Brunnen::N,puț,بئر
556,Weide::N,izlaz,مرعى
557,Weide::N,pășune,مرعى
558,Pfad::N,cărare,درب
559,Weg::N,drum,سكة
560,Straße::N,cale,طريق
561,Straße::N,stradă,طريق
562,Dorf::N,sat,قرية
563,Stadt::N,oraș,مدينة
564,Brief::N,scrisoare,خطاب
565,Brief::N,scrisoare,مكتوب
566,Buch::N,carte,كتاب
567,Buchstabe::N,literă,حرف
568,Buchstabe::N,caracter,حرف
569,Zeitung::N,ziar,جريدة
570,Zeitung::N,gazetă,جريدة
571,Leben::N,viață,عيش
572,Leben::N,viață,حياة
573,Tod::N,moarte,موت
574,Tod::N,moarte,وفاة
575,Grab::N,groapă,قبر
576,Grab::N,mormânt,قبر
577,Kirche::N,biserică,كنيسة
578,Sünde::N,păcat,خطيئة
579,Gott::N,zeu,إله
580,Arbeiter::N,muncitor,عامل
581,Chef::N,șef,رئيس
582,Meister::N,meșter,أسطى
583,Meister::N,maestru,أسطى
584,Arzt::N,medic,طبيب
585,Arzt::N,doctor,طبيب
586,Lehrer::N,profesor,مدرس
587,Lehrer::N,învățător,مدرس
588,Geld::N,bani,نقود
589,Geld::N,parale,نقود
590,Geschäft::N,treabă,صفقة
591,Geschäft::N,afacere,صفقة
592,Laden::N,magazin,دكان
593,Laden::N,prăvălie,دكان
594,Preis::N,preț,سعر
595,Ware::N,marfă,بضاعة
596,Nutzen::N,folos,فائدة
597,Nutzen::N,profit,فائدة
598,Reichtum::N,avuție,غنى
599,Reichtum::N,avuție,ثروة
600,Reichtum::N,bogăție,غنى
601,Reichtum::N,bogăție,ثروة
602,Welt::N,lume,عالم
603,Welt::N,lume,دنيا
604,Land::N,țară,بلد
605,Staat::N,stat,دولة
606,König::N,rege,ملك
607,Macht::N,putere,سلطة
608,Macht::N,putință,سلطة
609,Grenze::N,hotar,حدود
610,Grenze::N,graniță,حدود
611,Grenze::N,frontieră,حدود
612,Krieg::N,război,حرب
613,Feind::N,dușman,عدو
614,Gewalt::N,violență,عنف
615,Kampf::N,luptă,قتال
616,Bogen[Waffe]::N,arc,قوس
617,Pfeil::N,săgeată,سهم
618,Gewehr::N,armă,بندقية
619,Gewehr::N,pușcă,بندقية
620,Fehler::N,eroare,خطأ
621,Fehler::N,greșeală,خطأ
622,Lüge::N,minciună,كذب
623,Schaden::N,daună,تلف
624,Schaden::N,pagubă,تلف
625,Unglück::N,nenorocire,نحس
626,Schuld::N,vină,ذنب
627,Alter::N,etate,سن
628,Alter::N,etate,عمر
629,Alter::N,vârstă,سن
630,Alter::N,vârstă,عمر
631,Schluss::N,sfârșit,ختام
632,Schluss::N,sfârșit,نهاية
633,Zeit::N,timp,وقت
634,Zeit::N,vreme,وقت
635,Tag::N,zi,يوم
636,Morgen::N,dimineață,صباح
637,Mittag::N,prânz,ظهر
638,Mittag::N,amiază,ظهر
639,Abend::N,seară,مساء
640,Nacht::N,noapte,ليلة
641,Woche::N,săptămână,أسبوع
642,Monat::N,lună,شهر
643,Jahr::N,an,عام
644,Jahr::N,an,سنة
645,Frühling::N,primăvară,ربيع
646,Sommer::N,vară,صيف
647,Herbst::N,toamnă,خريف
648,Winter::N,iarnă,شتاء
649,Januar::N,ianuarie,يناير
650,Januar::N,ianuarie,كانون الثاني
651,Februar::N,februarie,شباط
652,Februar::N,februarie,فبراير
653,März::N,martie,آذار
654,März::N,martie,مارس
655,April::N,aprilie,نيسان
656,Mai::N,mai,مايو
657,Juni::N,iunie,يونيو
658,Juni::N,iunie,حزيران
659,Juli::N,iulie,تموز
660,Juli::N,iulie,يوليو
661,August::N,august,آب
662,August::N,august,أغسطس
663,September::N,septembrie,أيلول
664,September::N,septembrie,سبتمبر
665,Oktober::N,octombrie,أكتوبر
666,Oktober::N,octombrie,تشرين الأول
667,November::N,noiembrie,نوفمبر
668,November::N,noiembrie,تشرين الثاني
669,Dezember::N,decembrie,ديسمبر
670,Dezember::N,decembrie,كانون الأول
671,Montag::N,luni,يوم الاثنين
672,Dienstag::N,marți,يوم الثلاثاء
673,Mittwoch::N,miercuri,يوم الأربعاء
674,Donnerstag::N,joi,يوم الخميس
675,Freitag::N,vineri,يوم الجمعة
676,Samstag::N,sâmbătă,يوم السبت
677,Sonntag::N,duminică,يوم الأحد
678,groß::A,mare,كبير
679,klein::A,mic,صغير
680,lang::A,lung,طويل
681,kurz::A,scurt,قصير
682,breit::A,lat,واسع
683,breit::A,larg,واسع
684,schmal::A,strâmt,ضيق
685,dicht::A,des,كث
686,dicht::A,des,كثيف
687,dick[Gegenstand]::A,gros,غليظ
688,dünn::A,subțire,رفيع
689,fein::A,fin,رقيق
690,fein::A,subțire,رقيق
691,fest::A,tare,متين
692,fest::A,solid,متين
693,flach::A,șes,سهل
694,flach::A,șes,منبسط
695,flach::A,plan,سهل
696,flach::A,plan,منبسط
697,glatt::A,lins,ناعم
698,hart::A,dur,صلب
699,hart::A,dur,جامد
700,weich::A,moale,لين
701,rund::A,rotund,مستدير
702,rund::A,circular,مستدير
703,spitz::A,ascuțit,مدبب
704,scharf::A,tăios,حاد
705,scharf::A,ascuțit,حاد
706,stumpf::A,tocit,ثالم
707,schwer::A,greu,ثقيل
708,schön::A,frumos,جميل
709,heiß::A,cald,حار
710,heiß::A,cald,ساخن
711,heiß::A,fierbinte,حار
712,heiß::A,fierbinte,ساخن
713,warm::A,cald,دافئ
714,warm::A,fierbinte,دافئ
715,kalt::A,rece,بارد
716,kühl::A,rece,قر
717,kühl::A,răcoros,قر
718,frisch::A,răcoros,طازج
719,frisch::A,proaspăt,طازج
720,feucht::A,umed,رطب
721,feucht::A,jilav,رطب
722,nass::A,ud,مبلول
723,trocken::A,sec,جاف
724,trocken::A,uscat,جاف
725,voll::A,plin,ملء
726,leer::A,gol,خال
727,leer::A,gol,فارغ
728,offen::A,deschis,مفتوح
729,geschlossen::A,închis,مغلق
730,sauber::A,curat,نظيف
731,schmutzig::A,murdar,قذر
732,roh::A,crud,نيء
733,reif::A,copt,ناضج
734,lecker::A,gustos,لذيذ
735,süß::A,dulce,حلو
736,bitter::A,amar,مر
737,sauer::A,acru,حامض
738,hell::A,clar,نير
739,hell::A,luminos,نير
740,dunkel::A,obscur,مظلم
741,dunkel::A,întunecos,مظلم
742,schwarz::A,negru,أسود
743,weiß::A,alb,أبيض
744,rot::A,roșu,أحمر
745,gelb::A,galben,أصفر
746,blau::A,albastru,أزرق
747,grün::A,verde,أخضر
748,grau::A,gri,رمادي
749,grau::A,cenușiu,رمادي
750,bunt::A,colorat,ملوب
751,billig::A,ieftin,رخيص
752,teuer::A,scump,غال
753,wertvoll::A,prețios,ثمين
754,blind::A,orb,أعمى
755,taub::A,surd,أصم
756,taub::A,surd,أطرش
757,kräftig::A,tare,قوي
758,kräftig::A,forte,قوي
759,kräftig::A,robust,قوي
760,stark::A,viguros,قوي
761,stark::A,puternic,قوي
762,schwach::A,slab,ضعيف
763,schwach::A,debil,ضعيف
764,fett::A,gras,سمين
765,schlank::A,zvelt,أهيف
766,hübsch::A,drăguț,جميل
767,böse::A,rău,رديء
768,böse::A,răutăcios,رديء
769,dumm::A,nerod,أبله
770,dumm::A,nerod,أحمق
771,dumm::A,tâmpit,أبله
772,dumm::A,tâmpit,أحمق
773,faul::A,leneș,كسلان
774,fleißig::A,harnic,مجتهد
775,fleißig::A,sârguincios,مجتهد
776,geizig::A,calic,بخيل
777,geizig::A,zgârcit,بخيل
778,klug::A,isteț,ذكي
779,klug::A,isteț,عاقل
780,klug::A,deștept,ذكي
781,klug::A,deștept,عاقل
782,geschickt::A,dibaci,ماهر
783,lieb::A,drag,عزيز
784,lieb::A,iubit,عزيز
785,lustig::A,vesel,مرح
786,sanft::A,blând,حليم
787,sanft::A,blajin,حليم
788,hungrig::A,flămând,جائع
789,krank::A,bolnav,مريض
790,nackt::A,gol,عار
791,traurig::A,trist,حزين
792,traurig::A,mâhnit,حزين
793,lebendig::A,viu,حي
794,gut::A,bun,جيد
795,schlecht::A,rău,سيء
796,schlecht::A,prost,سيء
797,richtig::A,drept,صحيح
798,richtig::A,corect,صحيح
799,schlimm::A,rău,خبيث
800,wahr::A,adevărat,حق
801,alt::A,uzat,قديم
802,alt::A,vechi,قديم
803,neu::A,nou,جديد
804,ehemalig::A,fost,سابق
805,ehemalig::A,anterior,سابق
806,alt[Lebewesen]::A,bătrîn,مسن
807,jung::A,tânăr,شاب
808,jung::A,tânăr,صغير
809,arm::A,sărac,فقير
810,arm::A,sărman,فقير
811,reich::A,avut,غني
812,reich::A,bogat,غني
813,bekannt::A,cunoscut,معلوم
814,berühmt::A,renumit,مشهور
815,fremd::A,străin,أجنبي
816,verschieden::A,diferit,مختلف
817,verschieden::A,deosebit,مختلف
