,Concept_ID,ga,udm
802,wahr::A,fíor,зэмос
803,alt::A,sean,вуж
804,neu::A,úr,выль
805,neu::A,nua,выль
806,ehemalig::A,iar-,азьвылэз
807,ehemalig::A,sean-,азьвылэз
808,alt[Lebewesen]::A,sean,пересь
809,alt[Lebewesen]::A,aosta,пересь
810,jung::A,óg,егит
811,jung::A,óg,пинал
812,arm::A,bocht,начар
813,arm::A,bocht,куанер
814,reich::A,saibhir,узыр
815,reich::A,rachmasach,узыр
816,bekannt::A,atá eolas air,тодмо
817,berühmt::A,cailiúil,дано
818,berühmt::A,clúiteach,дано
819,fremd::A,coimhthíoch,ят
820,verschieden::A,éagsúil,пӧртэм
821,verschieden::A,difriúil,пӧртэм
822,nah::A,gar,матысь
823,nah::A,deas,матысь
824,fern::A,i bhfad uainn,кыдёкысь
825,fern::A,i bhfad i gcéin,кыдёкысь
826,linker::A,clé,паллян
827,rechter::A,deas,бур
828,rechter::A,deas,бурпал
829,anderer::A,eile,мукет
830,erster::A,céad,нырысетӥез
831,zweiter::A,dóú,кыктэтӥез
832,zweiter::A,dara,кыктэтӥез
833,dritter::A,tríú,кунньметӥез
834,dritter::A,treas,кунньметӥез
835,letzter::A,déanach,берло
836,letzter::A,déanach,берпум
837,letzter::A,deireanach,берло
838,letzter::A,deireanach,берпум
839,allein::ADV,i d'aonar,огназ
840,auf einmal::ADV,ag an am céanna,огдыре
841,zusammen::ADV,le chéile,ӵош
842,zusammen::ADV,le chéile,валче
843,zusammen::ADV,in eineacht,ӵош
844,zusammen::ADV,in eineacht,валче
845,lange::ADV,fada,кема
846,plötzlich::ADV,go tobann,мапламтэ шорысь
847,plötzlich::ADV,i dtobainne,мапламтэ шорысь
848,sofort::ADV,ar an toirt,али ик
849,sofort::ADV,ar an bpointe,али ик
850,später::ADV,níos déanaí,бергес
851,später::ADV,níos déanaí,берлогес
852,jetzt::ADV,anois,али
853,jetzt::ADV,anois,табере
854,heute::ADV,inniu,туннэ
855,morgen::ADV,amárach,ӵуказе
856,bald::ADV,go luath,ӝоген
857,bald::ADV,gan mhoill,ӝоген
858,dann::ADV,ansin,берло
859,gestern::ADV,inné,толон
860,einst::ADV,tráth,огпол
861,einst::ADV,tráth,одӥг пол
862,einst::ADV,uair amháin,огпол
863,einst::ADV,uair amháin,одӥг пол
864,damals::ADV,ag an am,соку
865,damals::ADV,an t-am sin,соку
866,danach::ADV,ina dhiaidh sin,собере
867,vorher::ADV,cheana,азьло
868,vorher::ADV,cheana,азьвыл
869,vorher::ADV,roimhe sin,азьло
870,vorher::ADV,roimhe sin,азьвыл
871,zuerst::ADV,ar dtús,азьло
872,einmal::ADV,uair amháin,огпол
873,manchmal::ADV,uaireanta,куддыръя
874,oft::ADV,minic,ӵем
875,immer::ADV,i gcónaí,пыр
876,immer::ADV,i gcónaí,котьку
877,niemals::ADV,riamh,уз ноку
878,hier::ADV,anseo,татын
879,hierhin::ADV,anseo,татчы
880,von hier::ADV,an áit seo,татысь
881,dort::ADV,ann,отӥ
882,dort::ADV,ann,отын
883,dort::ADV,ansin,отӥ
884,dort::ADV,ansin,отын
885,dorthin::ADV,ann,отчы
886,dorthin::ADV,ansin,отчы
887,geradeaus::ADV,ar aghaidh,меӵак
888,rückwärts::ADV,siar,берлань
889,zurück::ADV,ar ais,берен
890,zurück::ADV,ar ais,берлань
891,unten::ADV,thíos,улын
892,hinab::ADV,síos,улэ
893,oben::ADV,thuas,вылын
894,oben::ADV,thuas,вылӥын
895,hinauf::ADV,suas,вылэ
896,hinauf::ADV,suas,вылӥе
897,hinauf::ADV,suas,выллань
898,überall::ADV,i ngach áit,котькытын
899,überall::ADV,i ngach áit,пасьтана
900,überall::ADV,ar fud na háite,котькытын
901,überall::ADV,ar fud na háite,пасьтана
902,nicht::ADV,ní,уз
903,nicht::ADV,cha,уз
904,ein wenig::ADV,beagán,ичи
905,ein wenig::ADV,beagán,ӧжыт
906,ein wenig::ADV,beagán,огшап
907,kaum::ADV,ar éigean,муртса
908,sehr::ADV,an-,туж
909,sehr::ADV,an-,лекос
910,so::ADV,chomh,озьы
911,so::ADV,chomh,тазьы
912,so::ADV,mar sin,озьы
913,so::ADV,mar sin,тазьы
914,noch::ADV,fós,на
915,noch::ADV,go fóill,на
916,nur::ADV,amháin,гинэ
917,nur::ADV,níl ach,гинэ
918,schon::ADV,cheana,ни
919,schon::ADV,cheana,ини
920,schon::ADV,cheana féin,ни
921,schon::ADV,cheana féin,ини
922,wieder::ADV,arís,нош
923,wieder::ADV,arís,кайта
924,wieder::ADV,athuair,нош
925,wieder::ADV,athuair,кайта
926,vergebens::ADV,amú,юнме
927,vergebens::ADV,in aisce,юнме
928,vor::PRP,ar thosach,азьын
929,hinter::PRP,laistiar de,берын
930,hinter::PRP,laistiar de,бӧрсьы
931,hinter::PRP,taobh thiar de,берын
932,hinter::PRP,taobh thiar de,бӧрсьы
933,unter::PRP,faoi,улын
934,durch::PRP,trí,пыр
935,durch::PRP,trí,пыртӥ
936,neben::PRP,taobh le,бордын
937,neben::PRP,in aice le,бордын
938,zwischen::PRP,idir,вискын
939,wegen::PRP,de bharr,сэрен
940,wegen::PRP,mar gheall ar,сэрен
941,dies::PRN,seo,та
942,das::PRN,sin,со
943,alles::PRN,gach rud,ваньмыз
944,ich::PRN,mé,мон
945,ich::PRN,mise,мон
946,du::PRN,tú,тон
947,du::PRN,tusa,тон
948,er::PRN,sé,со
949,er::PRN,seisean,со
950,wir::PRN,sinn,ми
951,ihr::PRN,sibh,тӥ
952,ihr::PRN,sibhse,тӥ
953,sie::PRN,siad,соос
954,sie::PRN,siadsan,соос
955,was::FPRN,cad,ма
956,was::FPRN,céard,ма
957,wer::FPRN,cé,кин
958,wo::FADV,cá,кытын
959,wo::FADV,cén áit,кытын
960,wohin::FADV,cá,кытчы
961,wohin::FADV,cén áit,кытчы
962,wie::FADV,conas,кызьы
963,wie::FADV,cén chaoi,кызьы
964,warum::FADV,cén fáth,малы
965,warum::FADV,cad chuige,малы
966,wieviel::FNUM,cá mhéad,кӧня
967,eins::NUM,aon,одӥг
968,zwei::NUM,dhá,кык
969,drei::NUM,trí,куинь
970,vier::NUM,ceathair,ньыль
971,fünf::NUM,cúig,вить
972,sechs::NUM,sé,куать
973,sieben::NUM,seacht,сизьым
974,acht::NUM,ocht,тямыс
975,neun::NUM,naoi,укмыс
976,zehn::NUM,deich,дас
977,elf::NUM,aon déag,дас одӥг
978,zwölf::NUM,dó dhéag,дас кык
979,zwanzig::NUM,fiche,кызь
980,dreißig::NUM,tríocha,куамын
981,vierzig::NUM,daichead,ньыльдон
982,vierzig::NUM,ceathracha,ньыльдон
983,fünfzig::NUM,caoga,витьтон
984,sechzig::NUM,seasca,куатьтон
985,siebzig::NUM,seachtó,сизьымдон
986,achtzig::NUM,ochtó,тямыстон
987,neunzig::NUM,nócha,укмыстон
988,hundert::NUM,céad,сю
989,tausend::NUM,míle,сюрс
990,und::CNJ,agus,и
991,und::CNJ,agus,но
992,oder::CNJ,nó,яке
993,stehen::V,seas,сылыны
994,sitzen::V,suigh,пукыны
995,liegen::V,luigh,кылльыны
996,hängen::V,tá crochta,ошкыса улыны
997,werden::V,éirigh,луыны
998,passieren::V,tarlaigh,луыны
999,beginnen::V,tosaigh,кутскыны
1000,enden::V,críochnaigh,бырыны
1001,wechseln::V,athraigh,воштӥськыны
1002,aufgehen[Sonne]::V,éirigh,ӝужаны
1003,untergehen[Sonne]::V,fuin,пуксьыны
1004,untergehen[Sonne]::V,téigh faoi,пуксьыны
1005,scheinen[Sonne]::V,taitin,пиштыны
1006,scheinen[Sonne]::V,taitin,чиляны
1007,scheinen[Sonne]::V,soilsigh,пиштыны
1008,scheinen[Sonne]::V,soilsigh,чиляны
1009,donnern::V,tá toirneach ann,гудыръяны
1010,wehen::V,séid,пелляськыны
1011,strömen::V,sil,киськыны
1012,strömen::V,sil,исьтӥськыны
1013,fließen::V,rith,бызьыны
1014,fließen::V,snigh,бызьыны
1015,sich drehen::V,cas,берганы
1016,sich drehen::V,imrothlaigh,берганы
1017,schwanken::V,luasc,вошъяськыны
1018,schwingen::V,luasc,шонаськыны
1019,fallen::V,tit,усьыны
1020,brennen::V,dóigh,ӝуаны
1021,rauchen::V,plúch toite,ӵындыны
1022,regnen::V,báistigh,зорыны
1023,regnen::V,tá ag cur báistí,зорыны
1024,gefrieren::V,sioc,кынмыны
1025,gefrieren::V,reoigh,кынмыны
1026,tauen::V,leáigh,шунаны
1027,tauen::V,coscair,шунаны
1028,schmelzen::V,leáigh,шунаны
1029,trocknen::V,triomaigh,куасьмыны
1030,sieden::V,fiuch,пӧзьыны
1031,sieden::V,beirigh,пӧзьыны
1032,faulen::V,lobh,сисьмыны
1033,faulen::V,dreoigh,сисьмыны
1034,verfaulen::V,lobh,сисьмыны
1035,verfaulen::V,feoigh,сисьмыны
1036,reißen::V,bris,кеськыны
1037,versinken::V,téigh síos,выйыны
1038,vergehen::V,téigh thart,ортчыны
1039,erscheinen::V,tar,адскыны
1040,verschwinden::V,imigh,бырыны
1041,sinken::V,tit,усьыны
1042,sinken::V,ísligh,усьыны
1043,abnehmen::V,maolaigh,синыны
1044,abnehmen::V,laghdaigh,синыны
1045,zunehmen::V,méadaigh,йылыны
1046,steigen::V,éirigh,лӧпкыны
1047,wachsen::V,fás,будыны
1048,glänzen::V,lonraigh,чиляны
1049,glänzen::V,lonraigh,пиштыны
1050,funkeln::V,drithligh,чилекъяны
1051,lärmen::V,tóg callán,уретыны
1052,lärmen::V,tóg callán,ӵашетыны
1053,läuten::V,buail,жингыртыны
1054,klingeln::V,buail,жингыртыны
1055,klirren::V,cling,жильккетыны
1056,brausen::V,búir,лекъяськыны
1057,rauschen::V,tá ag siosarnach,ӵашетыны
1058,klingen::V,tá glór ag,кылӥськыны
1059,bellen::V,amhastraigh,утыны
1060,heulen::V,glam,вузыны
1061,blasen::V,séid,пельтыны
1062,pfeifen::V,lig fead,шуланы
1063,schreien::V,béic,черекъяны
1064,schreien::V,béic,кесяськыны
1065,schreien::V,glaoigh,черекъяны
1066,schreien::V,glaoigh,кесяськыны
1067,stöhnen::V,lig cnead,ӝуштыны
1068,zittern::V,crith,дырекъяны
1069,zittern::V,crith,куалекъяны
1070,zittern::V,creathnaigh,дырекъяны
1071,zittern::V,creathnaigh,куалекъяны
1072,leben::V,mair,улыны
1073,geboren werden::V,rugadh,вордӥськыны
1074,atmen::V,análaigh,шоканы
1075,trinken::V,ól,юыны
1076,essen::V,ith,сиыны
1077,schlucken::V,slog,ньылыны
1078,müde werden::V,tuirsigh,жадьыны
1079,einschlafen::V,tit ina chodladh,умме усьыны
1080,schlafen::V,codail,кӧлыны
1081,aufwachen::V,múscail,сайканы
1082,aufstehen::V,éirigh,султыны
1083,sich erholen::V,lig scíth,шутэтскыны
1084,krank werden::V,éirigh tinn,висьыны
1085,krank sein::V,tá tinn,висьыны
1086,schmerzen::V,tá pian i,висьыны
1087,husten::V,déan casacht,кызыны
1088,genesen::V,téarnaigh,юнматскыны
1089,genesen::V,téarnaigh,бурмытскылыны
1090,sterben::V,éag,кулыны
1091,sterben::V,faigh bás,кулыны
1092,umkommen::V,caill,бырыны
1093,sich bewegen::V,bog,вырыны
1094,sich bewegen::V,gluais,вырыны
1095,sich rühren::V,corraigh,вырӟыны
1096,sich rühren::V,corraigh,вырӟылыны
1097,sich erheben::V,seas suas,султыны
1098,sich setzen::V,suigh,пуксьыны
1099,hinfallen::V,tit,усьыны
1100,laufen::V,siúil,мыныны
1101,schreiten::V,siúil,вамышъяны
1102,spazierengehen::V,téigh ag spaisteoireacht,мыныны
1103,spazierengehen::V,téigh ag spaisteoireacht,ветлыны
1104,eilen::V,deifrigh,дыртыны
1105,eilen::V,brostaigh,дыртыны
1106,sich beeilen::V,deifrigh,дыртыны
1107,sich beeilen::V,déan deifir,дыртыны
1108,sausen::V,luathaigh,туж ӝог мыныны
1109,rennen::V,rith,бызьылыны
1110,springen::V,léim,тэтчаны
1111,klettern::V,dreap,тубаны
1112,schaukeln::V,téigh ar an maide corrach,лэйканы
1113,schaukeln::V,téigh ar an maide corrach,шонаськыны
1114,kriechen::V,snámh,нюж ветлыны
1115,schwimmen::V,snámh,уяны
1116,tauchen::V,tum,зумылыны
1117,rudern::V,iomair,полсаны
1118,rudern::V,rámhaigh,полсаны
1119,fahren::V,tiomáin,ветлыны
1120,fliegen::V,eitil,лобаны
1121,gehen::V,téigh,мыныны
1122,weggehen::V,imigh,кошкыны
1123,abfahren::V,imigh,кошкыны
1124,anhalten::V,stad,дугдыны
1125,hineingehen::V,téigh isteach,пырыны
1126,eintreten::V,téigh isteach,пырыны
1127,kommen::V,tar,вуыны
1128,kommen::V,tar,лыктыны
1129,ankommen::V,tar,вуыны
1130,zurückkommen::V,fill,берытскыны
1131,bleiben::V,fan,кыльыны
1132,warten::V,fan,витьыны
1133,erwarten::V,tá ag súil le,витьыны
1134,erwarten::V,tá ag súil le,возьманы
1135,erwarten::V,tá ag dréim le,витьыны
1136,erwarten::V,tá ag dréim le,возьманы
1137,suchen::V,lorg,утчаны
1138,finden::V,faigh,шедьтыны
1139,finden::V,aimsigh,шедьтыны
1140,versuchen::V,triail,турттыны
1141,vorbereiten::V,réitigh,дасяны
1142,lieben::V,gráigh,гажаны
1143,mögen::V,taitin le,яратыны
1144,mögen::V,is maith le,яратыны
1145,lachen::V,gáir,серекъяны
1146,rühren::V,téigh i bhfeidhm ar,сюлме йӧтыны
1147,weinen::V,goil,бӧрдыны
1148,weinen::V,caoin,бӧрдыны
1149,schimpfen::V,tá ag clamhsán,даллашыны
1150,sich ärgern::V,tá corraithe,лекъяськыны
1151,sich fürchten::V,tá eagla ar,кышканы
1152,sich fürchten::V,tá eagla ar,курданы
1153,fürchten::V,tá eagla ar,курданы
1154,fürchten::V,tá eagla ar,кышканы
1155,fliehen::V,teith,пегӟыны
1156,flüchten::V,éalaigh,пегӟыны
1157,sehen::V,feic,адӟыны
1158,anschauen::V,dearc,учкыны
1159,anschauen::V,féach ar,учкыны
1160,ansehen::V,breathnaigh,учкыны
1161,hören::V,cluin,кылыны
1162,zuhören::V,éist,кылзыны
1163,probieren::V,bliais,веръяны
1164,riechen::V,bolaigh,зынъяны
1165,fühlen::V,braith,шӧдыны
1166,fühlen::V,mothaigh,шӧдыны
1167,scheinen::V,tá an chuma ar,адскыны
1168,zu sehen sein::V,tá le feiceáil,адӟиськыны
1169,vernehmen::V,clois,кылыны
1170,frieren::V,tá fuar,кынмыны
1171,tun::V,déan,карыны
1172,können::V,féad,быгатыны
1173,können::V,is féidir le,быгатыны
1174,wollen::V,tá ag iarraidh,потыны
1175,anfangen::V,tosaigh,кутскыны
1176,anfangen::V,cuir tús le,кутскыны
1177,beenden::V,críochnaigh,быдтыны
1178,beenden::V,críochnaigh,быдэстыны
1179,beenden::V,cuir deireadh le,быдтыны
1180,beenden::V,cuir deireadh le,быдэстыны
1181,aufhören::V,stad,дугдыны
1182,gelingen::V,éirigh le,быгатыны
1183,gelingen::V,éirigh le,луыны
1184,geraten::V,tá deireadh ar,лэсяны
1185,öffnen::V,oscail,усьтыны
1186,schließen::V,dún,пытсаны
1187,schließen::V,iaigh,пытсаны
1188,stellen::V,cuir,пуктыны
1189,setzen::V,cuir,пуктыны
1190,setzen::V,socraigh,пуктыны
1191,legen::V,cuir,поныны
1192,berühren::V,teagmhaigh le,исаны
1193,verbinden::V,ceangail,герӟаны
1194,bedecken::V,clúdaigh,пытсаны
1195,bedecken::V,cumhdaigh,пытсаны
1196,aufhängen::V,croch,ошыны
1197,anzünden::V,las,ӝуатыны
1198,anzünden::V,adhain,ӝуатыны
1199,aufheben::V,tóg,ӝутыны
1200,aufheben::V,ardaigh,ӝутыны
1201,zurücklassen::V,fág,кельтыны
1202,verlieren::V,caill,ыштыны
1203,fallen lassen::V,lig uait,уськытыны
1204,fallen lassen::V,caith uait,уськытыны
1205,machen::V,déan,лэсьтыны
1206,machen::V,réitigh,лэсьтыны
1207,herstellen::V,táirg,лэсьтыны
1208,bauen::V,tóg,пуктыны
1209,reparieren::V,deisigh,тупатыны
1210,verbessern::V,feabhsaigh,умоятыны
1211,ändern::V,athraigh,воштыны
1212,graben::V,tochail,копаны
1213,beugen::V,crom,губыртыны
1214,biegen::V,lúb,куасаны
1215,drehen::V,cas,бергатыны
1216,wenden::V,tiontaigh,берыктыны
1217,umdrehen::V,iompaigh,берыктыны
1218,umdrehen::V,tiontaigh,берыктыны
1219,heben::V,ardaigh,ӝутыны
1220,hochheben::V,tóg,ӝутъяны
1221,ergreifen::V,beir ar,кутыны
1222,ergreifen::V,beir ar,кырмыны
1223,halten::V,coimeád,возьыны
1224,halten::V,coinnigh,возьыны
1225,drücken::V,brúigh,зӥбыны
1226,drücken::V,brúigh,пачкатыны
1227,schieben::V,brúigh,донганы
1228,kratzen::V,scríob,вуштыны
1229,lecken::V,ligh,нюлыны
1230,lecken::V,leadhb,нюлыны
1231,beißen::V,bain greim as,куртчыны
1232,abreißen::V,stróic,ишкалтыны
1233,abreißen::V,tarraing,ишкалтыны
1234,abschneiden::V,scoith,шорыны
1235,abschneiden::V,scoith,вандыны
1236,binden::V,ceangail,керттыны
1237,stecken::V,sáigh,мертчытыны
1238,brechen::V,bris,тӥяны
1239,klopfen::V,cnag,йыганы
1240,klopfen::V,cnag,шарккетыны
1241,hauen::V,buail,жугыны
1242,hauen::V,buail,тышканы
1243,kleben::V,gliúáil,лякыны
1244,reiben::V,cuimil,зыраны
1245,reiben::V,cuimil,вуштыны
1246,streichen::V,leath,зыраны
1247,schleifen::V,líomh,шерыны
1248,schneiden::V,gearr,вандыны
1249,rütteln::V,croith,зуркатыны
1250,schütteln::V,croith,куалекъятыны
1251,schwenken::V,luasc,шонаны
1252,schütten::V,doirt,лэзьыны
1253,füllen::V,líon,тырмытыны
1254,einwickeln::V,cuach,биньыны
1255,einwickeln::V,clúdaigh,биньыны
1256,tragen::V,iompair,нуыны
1257,schleppen::V,tarraing,кыскыны
1258,ziehen::V,tarraing,кыскыны
1259,aufbewahren::V,coinnigh,возьыны
1260,werfen::V,caith,куяны
1261,werfen::V,caith,лэзяны
1262,fangen::V,ceap,кутыны
1263,packen::V,beir ar,кутыны
1264,packen::V,beir ar,кырмыны
1265,verstecken::V,folaigh,ватыны
1266,verstecken::V,cuir i bhfolach,ватыны
1267,teilen::V,roinn,люкыны
1268,schicken::V,seol,ыстыны
1269,bringen::V,beir,вайыны
1270,bringen::V,tabhair,вайыны
1271,hinzufügen::V,cuir le,ватсаны
1272,bekommen::V,faigh,басьтыны
1273,erhalten::V,faigh,басьтыны
1274,nehmen::V,tóg,кутыны
1275,nehmen::V,tóg,басьтыны
1276,nehmen::V,glac,кутыны
1277,nehmen::V,glac,басьтыны
1278,wählen::V,pioc,бырйыны
1279,wählen::V,roghnaigh,бырйыны
1280,auswählen::V,roghnaigh,бырйыны
1281,bewahren::V,caomhnaigh,возьыны
1282,behindern::V,cuir bac ar,могӟытыны
1283,verderben::V,mill,сӧрыны
1284,beschädigen::V,loit,урод лэсьтыны
1285,beschädigen::V,déan damáiste do,урод лэсьтыны
1286,zerbrechen::V,bris,сӧрыны
1287,zerreißen::V,stiall,кесяны
1288,zerstören::V,mill,куашкатыны
1289,zerstören::V,scrios,куашкатыны
1290,verbrennen::V,las,сутыны
1291,verbrennen::V,dóigh,сутыны
1292,geben::V,tabhair,сётыны
1293,reichen::V,sín,сётыны
1294,reichen::V,cuir,сётыны
1295,schenken::V,bronn,кузьманы
1296,schenken::V,tabhair,кузьманы
1297,versprechen::V,geall,кыл сётыны
1298,wünschen::V,guigh,сӥзьыны
1299,loben::V,mol,ушъяны
1300,küssen::V,póg,чупаны
1301,wiegen::V,bog,веттаны
1302,wiegen::V,bog,лэйкатыны
1303,wiegen::V,luasc,веттаны
1304,wiegen::V,luasc,лэйкатыны
1305,zudecken::V,clúdaigh,шобыртыны
1306,wecken::V,dúisigh,сайкатыны
1307,zeigen::V,taispeáin,возьматыны
1308,führen::V,treoraigh,нуыны
1309,lehren::V,múin,дышетыны
1310,lehren::V,teagasc,дышетыны
1311,unterrichten::V,múin,дышетыны
1312,unterrichten::V,teagasc,дышетыны
1313,aufziehen::V,tóg,будэтыны
1314,leiten::V,tá i gceannas ar,кивалтыны
1315,antreiben::V,gríosaigh,дыртытыны
1316,lassen::V,cuir ag,-ытыны
1317,einladen::V,cuir cuireadh ar,ӧтьыны
1318,vereinigen::V,aontaigh,огазеяны
1319,besuchen::V,tabhair cuairt ar,адӟыськыны
1320,treffen::V,cas ar,пумитаны
1321,treffen::V,buail le,пумитаны
1322,sich versammeln::V,bailigh,люкаськыны
1323,sich versammeln::V,cruinnigh,люкаськыны
1324,spielen::V,imir,шудыны
1325,spielen::V,tá ag spraoi,шудыны
1326,singen::V,can,кырӟаны
1327,tanzen::V,rinc,эктыны
1328,tanzen::V,damhsaigh,эктыны
1329,sich trennen::V,scar,люкиськыны
1330,verlassen::V,fág,куштыны
1331,retten::V,tarrtháil,утьыны
1332,bewachen::V,cosain,возьманы
1333,bewachen::V,gardáil,возьманы
1334,schützen::V,cosain,утялтыны
1335,verteidigen::V,cosain,возьманы
1336,sich schlagen::V,tá ag bruíon,жугиськыны
1337,schießen::V,caith,ыбылӥськны
1338,schießen::V,scaoil,ыбылӥськны
1339,siegen::V,bain,вормыны
1340,siegen::V,buaigh,вормыны
1341,ärgern::V,cuir isteach ar,вожпоттыны
1342,schlagen::V,buail,жуккыны
1343,treten::V,ciceáil,лёганы
1344,stechen::V,sáigh,бышкалтыны
1345,stoßen::V,brúigh,донгыны
1346,stoßen::V,soncáil,донгыны
1347,stehlen::V,goid,вораны
1348,stehlen::V,goid,лушканы
1349,stören::V,cuir isteach ar,люкетыны
1350,belästigen::V,cuir as do,акыльтыны
1351,belästigen::V,cuir as do,вукылмыны
1352,verbergen::V,ceil,ватыны
1353,täuschen::V,cuir dallamullóg ar,алданы
1354,betrügen::V,déan calaois ar,пӧяны
1355,töten::V,maraigh,виыны
1356,wohnen::V,cuir faoi,улыны
1357,wohnen::V,tá ina chónaí,улыны
1358,arbeiten::V,oibrigh,ужаны
1359,sammeln::V,bailigh,бичаны
1360,sammeln::V,cruinnigh,бичаны
1361,pflücken::V,pioc,ишкыны
1362,jagen::V,seilg,пӧйшураны
1363,fischen::V,iasc,чорыганы
1364,fassen::V,beir ar,кутыны
1365,hüten::V,aoirigh,возьманы
1366,treiben::V,seol,улляны
1367,treiben::V,tiomáin,улляны
1368,anbinden::V,ceangail,думыны
1369,füttern::V,cothaigh,сюдыны
1370,füttern::V,beathaigh,сюдыны
1371,melken::V,bligh,кыскыны
1372,melken::V,crúigh,кыскыны
1373,hacken::V,gearr,кораны
1374,gießen::V,uiscigh,киськаны
1375,reifen::V,aibigh,вуыны
1376,reifen::V,aibigh,кисьманы
1377,zubereiten::V,cócaráil,лесьтыны
1378,kochen::V,bruith,пӧзьтыны
1379,kochen::V,beirigh,пӧзьтыны
1380,backen::V,bácáil,пыжыны
1381,braten::V,róst,пыжыны
1382,braten::V,frioch,пыжыны
1383,umrühren::V,measc,сураны
1384,stricken::V,cniotáil,керттыны
1385,nähen::V,fuaigh,вурыны
1386,färben::V,dathaigh,буяны
1387,reinigen::V,glan,сузяны
1388,waschen::V,nigh,мисьтаськыны
1389,abwischen::V,glan,ӵушылыны
1390,spülen::V,sruthlaigh,гылъяны
1391,fegen::V,scuab,ӵужыны
1392,kehren::V,scuab,ӵужыны
1393,baden::V,folc,пыласькыны
1394,sich waschen::V,nigh é féin,пыласькыны
1395,ausziehen::V,bain de,кыльыны
1396,anziehen::V,cuir ar,дӥсяны
1397,sich anziehen::V,gléas é féin,дӥсьяськыны
1398,kämmen::V,cíor,сынаны
1399,schmücken::V,maisigh,чеберъяны
1400,sagen::V,abair,шуыны
1401,sagen::V,abair,вераны
1402,sprechen::V,labhair,вераськыны
1403,reden::V,caintigh,вераськыны
1404,sich unterhalten::V,caintigh,вераськыны
1405,sich unterhalten::V,tá ag comhrá,вераськыны
1406,fragen::V,fiafraigh,юаны
1407,fragen::V,cuir ceist,юаны
1408,bitten::V,iarr,курыны
1409,erzählen::V,inis,вераны
1410,erzählen::V,inis,мадьыны
1411,erzählen::V,eachtraigh,вераны
1412,erzählen::V,eachtraigh,мадьыны
1413,mitteilen::V,aithris,ивортыны
1414,mitteilen::V,cuir in iúl,ивортыны
1415,nennen::V,ainmnigh,шуыны
1416,rufen::V,glaoigh,ӧтьыны
1417,prahlen::V,maígh,ушъяськыны
1418,übersetzen::V,aistrigh,берыктыны
1419,denken::V,síl,малпаны
1420,denken::V,ceap,малпаны
1421,glauben::V,creid,оскыны
1422,bemerken::V,tabhair faoi deara,адӟыны
1423,erkennen::V,aithin,тодыны
1424,begreifen::V,tuig,валаны
1425,verstehen::V,tuig,валаны
1426,lernen::V,foghlaim,дышетскыны
1427,wissen::V,tá a fhios ag,тодыны
1428,sich erinnern an::V,cuimhnigh ar,тодэ вайыны
1429,sich erinnern an::V,is cuimhne ar,тодэ вайыны
1430,vergessen::V,dearmad,вунэтыны
1431,messen::V,tomhais,мертаны
1432,zählen::V,cuntais,лыдъяны
1433,rechnen::V,ríomh,лыдъяны
1434,rechnen::V,áirigh,лыдъяны
1435,lesen::V,léigh,лыдӟыны
1436,malen::V,péinteáil,суреданы
1437,zeichnen::V,línigh,суреданы
1438,zeichnen::V,tarraing,суреданы
1439,schreiben::V,scríobh,гожъяны
1440,besitzen::V,is le,луыны
1441,kaufen::V,ceannaigh,басьтыны
1442,verkaufen::V,díol,вузаны
1443,bezahlen::V,íoc as,тырыны
1444,zahlen::V,íoc,тырыны
1445,beherrschen::V,rialaigh,кузёяськыны
1446,ertragen::V,seas,чиданы
1447,ertragen::V,fulaing,чиданы
1448,ertragen::V,foighnigh,чиданы
1449,Ader::N,,вирсэр
1450,vorwärts::ADV,,азьлань
